0.00375859-0.0139008j 0.00289557+0.0149258j -0.0406968+0.0418657j 0.0126256-0.011956j 0.0597692-0.0243249j 0.060609+0.0113131j -0.0346665-0.0309328j 0.0574239+0.0132666j 0.0143776+0.0300623j -0.0062913+0.00216853j 0.00812929+0.0125526j -0.0209331-0.0261158j 0.0187861+0.0331665j 0.0213505+0.0219093j -0.00496514+0.0133611j -0.0279769+0.0824995j 0.0174686-0.000777955j 0.0409936-0.00159698j 0.0141997+0.088643j 0.0142036-0.0155634j 0.00972305+0.0777817j 0.0316789+0.0347756j -0.0262488+0.0374787j -0.0135276-0.0899301j -0.021827-0.0302831j 0.0036759-0.0138126j -0.0344701+0.0576702j -0.0243693+0.0197481j 0.00363431+0.00818411j -0.0120814-0.0179108j -0.00614549-0.00073979j 0.00880546-0.0109775j 0.00374544+0.0124259j 0.00356108-0.00438386j 0.00224633-0.0100353j -0.00330898-0.00426678j -0.0113856-0.00629873j -0.00558314+0.0161142j -0.00601085+0.00385047j -0.00158297+0.0091414j -0.00167705-0.000729321j -0.00643172+0.00163021j 0.00267875-0.000216429j -0.00222684-0.00183057j 0.00049498+0.00463628j -0.00433648+0.00147977j -0.000637282+0.00097001j -0.0025752+0.00416537j -0.00351817+0.00156015j -0.000853156-0.00123646j 0.00078688-0.00438521j 0.000831559+0.00390787j -0.000138977-0.00271513j 0.000221212-0.00151754j -0.00391818+0.00402626j -0.00173663+0.00338323j 0.00278728-0.00447072j -0.00029294-0.000512521j -0.0045194-0.00208595j -0.0037898+0.00422926j 0.00212451+0.00149676j -0.00207186+0.00264429j 0.000248747-0.00032329j -0.00227564+0.00243042j -0.00202416-1.25306e-05j -0.00243724-0.00338218j -0.00230914+0.00241378j -0.00175351+0.00565161j 0.00396417-0.0068889j 0.00298965-0.00112568j -0.00253839-0.000298961j 0.00174632-0.00386484j -0.00612935+0.00054485j 0.00370405-0.00403774j -0.00194051-0.00407833j -0.00205229-0.00142092j 0.00104562-0.000539459j -0.000808963+0.000343161j -0.00313525-0.00104426j 0.00348973+0.00332477j 0.00225923+0.00480412j -0.000233826+0.00498347j 0.000689938+4.2613e-06j 0.000425016+0.00129774j -0.00175649-0.000213876j -0.00192421+0.00110917j 0.00382965+0.00384474j 0.00214901-0.00755209j -0.00219457+0.00180283j 0.000446601-1.15243e-05j 0.00177438+0.00140716j -0.000612829-0.0017647j 0.000449601-0.000299337j -0.00020803+0.000123951j 4.38305e-05+0.000633428j 
-0.024841-0.0662966j 0.00492866-0.0922919j 0.0134965-0.0883616j 0.0212955+0.138835j -0.00467145-0.0681059j -0.066631-0.166262j 0.0772374+0.0701132j 0.00273337-0.0197076j -0.0239093+0.0343806j -0.100571-0.105717j -0.0364955-0.0210283j 0.0490284+0.0481089j -0.0648291+0.0107058j 0.00173302-0.0130874j -0.0231462+0.00430062j 0.103185+0.0869024j -0.0242697-0.0283987j -0.0594839-0.0413886j -0.020402+0.0051281j -0.0677407-0.0291932j 0.0207747+0.0520004j 0.00971782+0.00181039j -0.0414402-0.00982852j 0.00487768-0.0109637j 0.00992081-0.0113642j 0.0352578+0.00896172j 0.0183716-0.0261977j -0.00587515-0.0538048j -0.0329321+0.0180172j -0.00545878+0.00921753j 0.0363168-0.0331931j 0.0128158-0.0594175j 0.00259312+0.0104855j 0.0117812-0.00891663j -0.00264435+0.00580337j -0.0180446+0.0224109j -0.0202349+0.0282154j 0.0712865-0.0846037j -0.020792+0.0397865j 0.0181143-0.0253656j -0.0142574+0.0121571j -0.0163895+0.0252328j -0.0160174+0.0228555j 0.0379053-0.0319221j 0.0463687-0.0587882j 0.036066-0.021505j 0.03168-0.0153602j -0.0131823+4.84675e-05j -0.0166662+0.000446635j -0.026079+0.0105906j 0.0314578-0.0154387j 0.00413946+0.00052665j -0.01613+0.0124235j -0.00202432+0.00877954j 0.014938+0.00585629j -0.00664782-0.00145847j 0.00954014-0.00025009j -0.00598662+0.00145828j 0.000844295+0.00663736j -0.00676932+0.00304315j -0.00988966-0.0129135j 0.00533186-0.00799233j -0.00283806+0.00168774j 0.00183939-0.00420986j 0.00627065-0.00944281j 0.00440427+0.00030152j 0.00639626-0.00424595j -0.000989797-0.00213486j -0.00446958-0.000510245j -0.00326337-0.00319722j -0.00473271-0.00236304j -0.00330115+0.00291975j -0.00188253-0.00263635j -0.0038482+0.00421661j 0.000539696+0.00680124j -0.00821606+0.00265306j 0.00329805-3.16429e-05j 0.011516+0.00118532j -0.0026774+0.0202435j -0.00222578+0.00690997j -0.0010361+0.00831012j 0.00484417-0.00418962j -0.000118236-0.00039469j 0.00116217+0.0015096j -0.0029774-0.00309356j -0.000916205-0.00766358j -0.00154653+0.00696623j -0.013023+0.0134512j 0.00695898-0.00798506j -0.00551942+0.00378516j -0.00209266+0.00447929j -0.0177664-0.00326475j -0.00454561+0.00407846j -0.00757407+0.00706812j 0.012608-0.00305982j 
-0.0683522-0.0147231j 0.118224+0.131026j 0.00465925-0.0151295j 0.0702679+0.0329351j -0.0492807+0.0996669j 0.0298955+0.0154061j 0.166874+0.128335j -0.0161892+0.0798417j 0.0937706+0.112749j 0.015821+0.146567j 0.0540322+0.00497556j 0.0331358+0.0104161j -0.0253525-0.0540008j 0.00683152+0.0201831j -0.079492-0.0437306j -0.024657+0.0180755j -0.0880977-0.0221572j 0.0634481+0.0153295j -0.119099-0.0149278j -0.0370171-0.00963702j 0.0174983+0.072053j 0.103344+0.061934j -0.220315-0.0541369j 0.105455-0.0111536j 0.0215314-0.0897117j 0.0467441+0.02641j -0.0270508+0.0157973j 0.067315-0.0196123j -0.00768576+0.0110858j 0.00592622+0.00674465j -0.00184734+0.0203248j 0.00533472+0.0053087j -0.00739141+0.000247132j 0.00213047-0.0047237j 0.00471024+0.00464044j -0.00394668-0.00326685j 0.003609+0.0031026j 0.00368416+0.013558j -0.00106968+0.000763054j -0.00795023+0.0081007j -0.00335667-0.0127011j -0.0194952-0.0178179j -0.00736251+0.00178773j -0.00896029-0.00346357j 0.00613838+0.00948058j 0.0064868+0.00132494j 0.00459501-0.00465147j 0.00217861+0.0122864j 0.00696362+0.000723308j -0.00157143-0.001674j 7.1711e-06+0.00389521j 0.000197341+0.000348078j 0.000448755-0.00796665j 0.000846774-0.00341217j 0.018471-0.00953565j -0.00458697+0.0111262j -0.00786493+0.00578359j 0.00448187-0.00261748j -0.0229127+0.0161119j -0.00320562+0.00801817j -0.00703546+0.0110483j -0.00827386-8.3843e-05j -0.0122703-0.00686029j -0.00112811-0.0020742j -0.00218613+0.00576954j -0.0135666+0.00336883j -0.00945416+0.000215468j -0.00173938-0.00782433j 0.00143414+0.000941078j -0.00591368+0.0107326j 0.0129436-0.0112085j -0.00867746-0.00811564j 0.0113328+0.00400514j -0.00202997-0.00701866j 0.00169034+0.000876181j 0.00492883-0.00332072j -0.00234023-0.00405224j 0.00099546-0.00222653j -0.00286383+0.0096532j -0.00559629+0.00237875j -0.00270464+0.00065229j -0.0111901-0.0116017j -0.00448251-0.0013948j 0.00487156+0.00336533j -0.000592439+0.000761611j 0.000985198-0.00156255j -0.00759039+0.011847j 0.000628641-0.00501469j 0.00303263+0.00130508j -0.00094897+0.00297794j 0.00430284+0.00760458j -0.00278208-0.00608856j -0.000840937-0.000475779j -0.00156437-0.000630994j 0.00177333+0.00206645j 
0.0103714-0.105435j -0.0145463+0.14216j -0.0182342+0.0980704j -0.0429595+0.0242557j 0.0313429-0.0234308j -0.0508118-0.072852j -0.0184909+0.0101114j -0.00419048-0.118116j -0.023979+0.0398678j -0.029882+0.00545407j -0.0019863+0.00132792j 0.108833+0.0700819j -0.0579185-0.0391742j -0.0937484-0.0208909j -0.088546+0.0256361j -0.0297589+0.0925178j -0.0422969+0.0129197j -0.127769-0.0476133j -0.112846+0.030765j -0.0538315-0.0309017j -0.0987831+0.00769648j -0.158411-0.0108669j -0.00421602+0.0022193j 0.100006-0.0107048j 0.0229587+0.00991447j -0.0349013-0.00371289j -0.0374683-0.0149255j 0.0544342-0.0315579j -0.00189051+0.0134288j 0.0568623+0.011826j -0.000242617+0.032891j 0.00369524-0.0151225j -0.00758667-0.0171737j 0.0122806-0.00952981j 0.00885155-0.00809075j 0.0151469+0.00315967j 0.00560057-0.00689665j 0.00676052+0.0214145j -0.00896167-0.0132686j -0.0094862+0.0129418j 0.0081991+0.0114782j -0.00693186+0.0191155j 0.00292196-0.013429j 0.0150336+0.0113883j 0.00740463+0.0110504j 0.0120839+0.0140271j -0.00565719-0.00898255j -0.00116237+0.0143315j 0.00606696+6.51535e-05j -0.00427456-0.00504655j 0.0149477+0.00146969j -0.0111669+0.00910213j 0.00341468-0.0114943j 0.00826957-7.34426e-06j -0.00867658-0.000687217j -0.0130628-0.00531238j -0.00030522-0.00370889j -0.00297897+0.000301459j 0.00564792-0.0176317j -0.0203209-0.00394249j -0.0184547-0.00527263j -0.007245+0.0044289j -0.00681876-8.31167e-05j -0.0105984-0.00617851j 0.0152789+0.0077122j 0.0170605-0.00603807j 0.00372831+0.00106989j -0.0259252+0.0154668j 0.00169215+0.0126638j 0.00210361-0.00516909j 0.00400898-0.0084989j 0.00808561-0.0036249j 0.00958186-0.00324865j 0.00145711+0.00093269j -0.000353194-0.0060169j 0.00104952-0.0113978j -0.00293022-0.00235444j 0.000288587-0.00428599j -0.00263422+0.00688776j 0.00363758+0.00683146j 0.00401927+0.0105574j 0.00528909-0.00270309j -0.00285839+0.00134244j -0.000231961+0.00599677j 0.00268083-0.00382865j 0.000198542-0.00169313j 0.00923063+0.00356993j -0.0139947+0.00138526j 0.00844106-0.00184503j 0.00269902+0.00498182j 0.00291873+0.0114626j -0.00763638-0.0116766j -5.29408e-05-0.00101034j -0.00143749-0.00214553j 0.00240399+0.00396286j 
-0.0758318+0.0462083j 0.104933-0.0316992j 0.0555501-0.0361783j -0.116847+0.0375799j 0.202762-0.0588964j -0.274274+0.150844j -0.0869274+0.0466905j -0.0114288+0.0189473j 0.0399047-0.009535j 0.0677588+0.0179036j 0.0448031-0.0119885j -0.00459859-0.033072j -0.011729+0.0288981j 0.0303459+0.0119468j 0.0341927+0.014535j -0.00361495-0.0318982j -0.0793294+0.0287088j 0.0822659-0.0362074j 0.0188801+0.015509j 0.0610873+0.00784622j 0.124424-0.0639317j -0.0139699-0.0778425j 0.0566671+0.0650064j 0.00171253-0.00284297j -0.0544372+0.05816j -0.00806282+0.00588537j 0.013441+0.0152652j 0.032974+0.0296093j -0.0111908-0.0147662j -0.00610074-0.0137101j -0.000150303+0.00396503j -0.0002102+0.0134452j 0.00245052+0.000873057j 0.00909375+0.0154372j 0.0012399-0.0152585j 0.0131335+0.00851579j 0.00790332+0.00235918j 0.000192177+0.0130786j -0.00686768-0.0130805j 0.00278994-0.00248498j 0.00444755-0.00286299j 0.0014007-0.00101998j 0.0165434-0.00129662j 0.00564804+0.00126605j 0.00698103+0.00457836j -0.00143248+0.00768153j -0.0152468-0.000297707j 0.00339292+0.00350105j 0.000753113+0.00644015j 0.000802787-0.000460148j -0.00613495+0.00326353j 0.000468724-0.00228812j 0.00128676-0.00134588j 0.00216946-0.00437867j 0.0025659-0.00509949j -0.000573535+0.00142243j -0.00709433-0.0111518j 0.00468774-0.000458671j -0.00600847-0.00670921j -0.00242036-0.00216606j -0.0045155+0.00388572j 4.58922e-05+0.00604696j 0.00497383-0.00369118j -9.42931e-05-0.00153822j -0.00136424+0.0059922j 0.00777394-0.00173039j -0.000622699+0.0042608j -0.00565801+0.0037009j 0.003139+0.00774419j 0.00683248-0.00716229j 0.00458761+0.00549282j -0.00310837+0.00069147j 0.00923234-0.000228118j -0.00845159+0.0019027j 0.00714423-0.00590151j 0.00701195-0.00636761j -0.002585-0.00143003j -0.0020151+0.000378327j -0.0039454+5.98739e-05j 0.00205234-0.000272219j 0.0021022+0.00205015j 0.0110477-0.00095337j 0.00671249-0.013722j -0.00950049+0.00329154j -0.000175872+0.00708492j 0.00126116-0.001307j 0.0093521-0.000661794j -0.00799726-0.00165215j 0.00303637-0.000862212j 0.00220398+0.0026555j 0.00144713+0.00234136j -0.00237474-0.00208149j -0.000853394-0.00167897j 0.000273893-0.000802791j 0.00015613+0.000692336j 
-0.0214378-0.00234928j 0.039081-0.060302j -0.00588428-0.174463j 0.00996848-0.167067j -0.0377489+0.0667046j 0.0438321+0.00492996j 0.0271827+0.0570765j 0.005963+0.197222j 0.0525976+0.0341203j 0.041736+0.00083429j 0.0167138-0.0201207j 0.0201746-0.00493271j -0.0461793-0.00177544j -0.0447352+0.00694875j -0.070265+0.0178942j -0.0386989+0.0511189j 0.0544218+0.0109938j -0.124625-0.000138946j -0.0673105+0.0263317j -0.108885-0.0147704j -0.164797+0.0222941j -0.0523346+0.0197133j -0.0425421+0.0112605j 0.0310179-0.01543j 0.0469678+0.0163819j 0.0120747-0.00305567j -0.0113617+0.0250021j -0.00544244-0.0117529j -0.00514825-0.00910798j 0.0146272-0.00543022j 0.000731024+0.0115835j 0.00405446-0.0183273j 0.00967559-0.00897342j 0.0089307+0.00076622j 0.000677111-0.0153453j -0.000739199-0.00251069j 0.000871489-0.00964891j -0.00580245+0.00572931j 0.00812541-0.00536731j -0.00888385-0.0129955j 0.0048527+0.00879086j -0.00261281+0.00289733j -0.0147841+0.00253909j 0.00303123-0.00879106j 0.00322214+0.0149161j 0.00130777+0.0123979j -0.0084055-0.000210654j 0.00286583+0.00402616j 0.00129905+0.00977342j -0.00130888-0.00294396j 0.000332069-0.00156847j -0.00225144+0.00367533j 0.000108833-0.000251421j 0.000360114-0.0021511j -0.01223+0.0107423j -0.00144298+0.00268631j 0.00984925-0.00591317j -0.00552895+0.0089757j 0.00275369+0.00250798j 0.00392566+0.0157828j -0.00555379+0.0154764j 0.0019486+0.000825113j -0.00256775-0.00251626j -0.00169215+0.00997104j 0.00329148-0.000562488j 0.00341667+0.0150772j -0.000848572+0.0120107j -0.00317503-0.0114435j -0.0110853-0.00885759j -0.00346919-0.00818786j 0.000697809+0.0137225j 0.00095209+0.00253617j 9.50614e-05+0.00905239j -0.00217516-0.00392322j 0.00243268+0.00067047j 0.00528341-0.00171862j -0.00100474-0.000513027j 0.00178668-8.98956e-05j 0.000223222+0.00012777j 0.00370915-0.00399978j 0.0103572-0.000160458j 0.00770745-0.0165297j -0.000892629+0.00169196j 0.000460858+0.0051554j 0.00271223-0.00377977j 0.00367256-0.00184694j 0.00741936+0.0104249j -0.0145548-0.00617129j 0.00808523-0.000872192j 0.000480224+0.00224968j -0.00386662+0.00105006j 0.000994844-0.00357616j -0.000250411-0.0011845j -0.00272415+0.000705575j 0.0011381+0.00068003j 
0.0417835-0.0607259j -0.0406806+0.0790939j -0.00387299-0.0298775j -0.0216264-0.0855023j 0.0101954-0.0794429j 0.0608327+0.106608j 0.000527585-0.0353766j 0.0030338-0.0103243j -0.041793+0.0569976j -0.0177813+0.0856184j 0.0227973+0.053041j -0.0168264+0.028428j 0.0867707+0.0200204j -0.00792355-0.0313071j 0.00503376-0.00368006j -0.0095416-0.10302j 0.0478497-0.0362204j 0.0401399+0.0380992j 0.0439912-0.0432633j 0.00698553+0.0831464j -0.0241777-0.0422173j 0.053387-0.049611j -0.0467258-0.00534894j -0.0340885+0.0848197j 0.00334381+0.00423676j -0.0366396-0.0473838j -0.0967176-0.0971011j -0.00858539-0.00653302j 0.0228518+0.042169j -0.0171785+0.0144046j -0.031445-0.00292541j 0.0227703+0.0195511j 0.0131545-0.021878j 0.00968974+0.000531118j -0.00361212+0.00656614j -0.0181425+0.00460427j -0.0109713-0.00743722j 0.014776-0.010051j -0.00176387-0.0120784j 0.00837348-0.000555294j -0.000496599+0.00326506j -0.00996745+0.00663472j -0.00744307-0.00615684j 0.00726044-0.00243152j 0.00698272-0.00671155j -0.00326948-0.0102856j 0.00265061-0.00815778j -0.00160064+0.00775338j -0.00370931-0.00249498j -0.00014093+0.00952086j 0.00648219+0.00366436j -0.00290696-0.00502993j 0.00412458+0.00992321j 0.000549199+0.00120296j 0.0028199-0.00257775j -0.00121922+0.00176775j 0.00183397+0.00139849j 0.00513343+0.00329814j -0.00169134+0.00238072j -0.0153169+0.00207684j 0.0174801+0.00759966j -0.0066894-0.0137609j 0.0012786+0.00725483j -0.00465667-0.0031959j -0.0110758-0.00615593j -0.00417838+0.00885944j -0.00470514+0.000977259j -0.00244711-0.00312703j 0.00621772+0.00136096j 0.00677381+0.00847606j 0.000685561-0.0044046j -0.00468917-0.00720688j 0.000488458+0.0131207j 0.0050358+0.00273281j -0.00884513-0.00100786j -0.0031663+0.00383865j -0.00120636-0.00513766j -0.00264515-0.0117808j -0.0044299-0.00213431j 0.00633178-0.00257527j 0.00758808-0.00464748j 0.00223332-0.00244932j 0.000176552+0.00103416j 0.00444791-0.00516395j -0.00814591+0.00122579j -0.0109238-0.00274529j 0.00184357-0.00229757j -0.000738826+0.00836073j -0.00262148-0.00404003j -0.00363097-0.00343449j -0.00380094-0.00136938j -0.000340203+0.00384601j 0.00736127+0.00375997j 0.011991-0.00717317j -0.00650205+0.000446809j 
-0.0540774+0.0538773j 0.0355466-0.11005j -0.0354788-0.0578768j 0.0497428+0.0436816j -0.126491-0.196951j 0.0782472+0.257649j 0.126737+0.0595404j -0.0158777+0.00705541j 0.0412168-0.0586019j -0.0684727-0.0921999j 0.00949947-0.0200671j 0.0528501-0.0429416j -0.00178618+0.0319553j 0.00686986+0.00838521j -0.0453366-0.077522j 0.0440239-0.0827797j -0.035818+0.0089144j -0.112099+0.0652876j -0.0228895-0.057161j -0.0480904-0.0189072j -0.0350474-0.00755332j -0.0620795+0.0429933j 0.0363951-0.0556267j -0.0048209+0.0383785j -0.00484158+0.00730766j -0.00354423+0.0282882j 0.0392713+0.0581537j 0.0571454+0.065263j -0.0139918-0.0131432j 0.0172909-0.027922j 0.00402525+0.00120905j -0.0170074+0.0387417j -0.00270425+0.0109289j -0.00647688+0.0325869j 1.78169e-05-0.00533644j -0.0033747+0.0142795j 0.00796397-0.0130701j 0.00259956+0.0178098j 0.00640263-0.0267288j 1.34347e-05+0.00407862j -0.0038231+0.00735313j 0.00531427+0.00288181j -0.0117717+0.0058084j -0.00907799+0.0179084j -0.00564007-0.00216238j -0.000348519+0.00788074j 0.0107647+0.000895905j 0.000853723+0.00362866j 0.00453665-0.001144j -0.00408954-0.00573733j -0.00606195-0.0111598j 0.00142249+0.00989258j 0.00372575-0.00955315j 0.00128337-0.00329926j -0.00052056+0.00459874j -0.00229137-0.00398532j 0.00958+0.0111002j 0.00120271-0.00300159j -0.00573732-0.00118323j 0.00864264-0.00732058j 0.00385397+0.0108471j -0.00288265+0.00275312j 0.000311394-0.00057251j 0.00525198+0.0029111j -0.00434673-0.0028682j -0.00284354-0.000760663j -0.00747304-0.00154269j 0.00200926-0.00642086j -0.00455244-0.017575j 0.00295261+0.00767074j -0.00518723-0.00794314j -0.000116481+0.00505789j -0.00671328-0.00554482j 0.0023275+0.00105864j 0.000733123-0.00537263j 0.00553934-0.00196908j 9.01497e-05-0.00179109j 0.000597767+0.00471498j -0.00519239+0.00110162j -0.00974172-0.00013853j -0.00912745-0.00317786j -0.00999406-0.00382841j 0.0116768-0.000351075j -0.00119043-0.000530878j -0.00359188-0.00106711j 0.00843747+0.00469207j -0.00978575+0.000200236j 0.0020201-0.0032628j 0.00216539+0.00354652j 0.00310508+0.00366119j 0.00814894+0.00457643j -0.00565871-0.00364132j -0.00349885-0.00274295j -0.00137954-0.00117089j 0.00195534+0.00170529j 
-0.000242835-0.0621651j -0.0185863-0.0264702j 0.00986299-0.0029986j 0.00847015+0.0457704j -0.0512711-0.174472j 0.0383614+0.0397274j 0.0190884+0.05124j 0.0209436-0.0407653j -0.0186254-0.00649983j -0.0416609-0.135242j -0.0148391+0.00137257j -0.0046262-0.00333702j -0.0120014-0.0334387j 0.0203856-0.00298461j -0.0156212-0.000647052j -0.0757104-0.0521126j 0.0394526-0.00167649j 0.0918963-0.0132895j -0.0717429-0.0780541j -0.0166956+0.0250292j -0.0376505-0.0637732j 0.0985025-0.0583509j -0.184274+0.0708271j 0.0729423+0.0791848j 0.0517472+0.0758796j 0.0712811+0.00577369j -0.125068+0.0729933j -0.0626245+0.0335839j 0.00863753-0.0576032j -0.0103137-0.0139698j 0.0137501+0.0247691j 0.016446+0.000230726j -0.0122554-0.00763104j 0.000972563+0.0128387j 0.00992571-0.00518793j 0.00919192+0.00145072j -0.016136+0.0184182j -0.00241996+0.0213921j -0.0100563+0.00676282j -0.00980187-0.0104341j -0.000646572-0.0138081j -0.0161008-0.000641302j -0.00251446+0.00632679j 0.00579295+0.00268333j 0.00528122+0.00869198j 0.00285491+0.0124447j 0.00562953+0.00617498j -0.00216852-0.00702651j -0.00961143+0.00132282j -0.00501805-0.000521318j -0.00453163-0.0129105j 0.00600236-0.00445111j -0.00851091-0.000919142j 0.00464986-0.00197616j 0.0078253-0.00411864j -0.0116987-0.00152655j -0.00407512-0.00404774j -0.00258671+5.43902e-05j -0.00358143-0.0118877j -0.0105634+0.00302312j -0.0162037-0.00126199j 0.000861276+0.00585239j 0.0103945+0.000374939j -0.00681477+0.00192831j 0.00717091+0.00553536j 0.0166453+0.00189937j 0.00491673-0.00278052j -0.0159297+0.00612863j 0.0064321+0.0122766j -0.000536791-0.00256821j 0.00535297+0.00475219j 0.000688843-0.00469469j 0.00773743+0.00243813j 0.000523467+0.0018356j 0.00685882+0.00308682j 0.00391932+0.00184528j 0.00161257+0.0010459j -0.00179812+0.00122468j -0.00378159-0.00955003j 0.00727692-0.00417604j 0.00914918+0.00175248j 0.0113375-0.00470609j 0.00575301+0.00407128j 0.000598859+0.000499961j -0.00383996-0.00377561j -0.00184365+0.00202048j 0.00731914+0.0042036j -0.0118094+0.0039323j 0.00673705-0.00448284j 0.00055774+0.000940201j -0.00466102+0.000337755j -0.00264437-0.00521106j 0.00240278-0.00438691j 0.000502758+0.00340433j 0.000335324-0.000715113j 
-0.0419076+0.0447187j 0.139199-0.0719065j -0.0228543+0.039596j 0.140706-0.100429j 0.0702049+0.0343118j -0.00619232-0.0412722j 0.173595-0.148869j -0.00838708+0.0130737j 0.131506-0.0904073j 0.17199-0.0453963j 0.0464756-0.0556923j -0.0752728+0.0121416j -0.0206824-0.0968107j -0.0388138+0.0337032j 0.00135038-0.0484802j -0.110493-0.0384985j 0.153048-0.0762924j -0.0109321-0.00743066j 0.0210423-0.144341j 0.000339937+0.00233687j -0.157595+0.0427063j -0.0381875-0.000992726j 0.0354331-0.000588115j -0.0334399+0.104675j 0.0474981-0.0446516j 0.0211536+0.0580955j -0.0903992+0.0928177j -0.103712+0.0305892j 0.0213459-0.0589632j -0.0280971+0.0203074j 0.00682942+0.0443672j 0.0273955+0.0018229j -0.0165033+0.0137187j 0.00471547-0.00532662j 0.00982449+0.00927575j 0.00113021-0.00746394j -0.0171653+0.00100834j 0.0101008+0.0035774j -0.0127959+0.00172856j 0.00508718+0.00257235j -0.00191686-0.000621821j -0.0164676-0.000215785j 0.00180515-0.0038218j 0.0193953+0.00373565j 0.0167771+0.0088281j 0.00497605+0.00528564j -0.00592849+0.0126069j 0.00366858-0.012216j -0.0114373-0.00779555j -0.00202879-0.00248568j 0.00642318-0.00376304j 0.00300126-0.00776112j -0.0127108+0.00813535j 0.00619699-0.000379258j -0.00960202-0.0131996j -0.00241177-0.00595845j 0.0131321+0.0161678j -0.00644238-0.00130945j 0.00182931-0.0129349j 0.00468456+0.0107324j -0.00677161-0.00600092j 0.00234789-0.00665658j 0.0105228-0.00960387j 0.00346802+0.0073936j 0.000672271+0.00596338j 0.0111459+0.00168833j 0.00524889+0.00190022j -0.00643999-0.00391843j -0.0117475-0.0064068j -0.00281183-0.00205215j -0.0018968+0.00234647j 0.0126784+0.0137555j -0.00722386-0.00569887j 0.00344333+0.00225575j 0.00628251+0.000368217j 0.00144267+0.00715739j 0.00149133+0.00582768j -0.00109832+0.00242424j 0.00369953-0.0138413j 0.00503655-0.00801653j 0.00811964-0.00419851j -0.0017405-0.0102859j 0.000383276-0.00365878j 0.00762056-0.000352477j -0.00989289+0.000728991j -0.00804583-0.00631001j -0.00429158+0.0153835j 0.00443715+0.00140185j 0.000776244-0.00687543j -0.00419561-0.00488429j -0.0040144-0.00282484j 0.00264609-0.00345452j 0.00254879-0.00448349j 0.00043585+0.00533591j -0.000696214-0.00162178j 
-0.197727-0.0319223j 0.181835+0.0598875j 0.0522164-0.0136015j -0.0093932+0.00925671j -0.0670243+0.0822848j -0.157797-0.10701j 0.115437+0.0414734j -0.0636465+0.0197116j 0.0756757+0.0519174j -0.0926014+0.040906j 0.0511816-0.00363936j 0.0466286-0.0137789j -0.0304384+0.00866766j 0.0305943+0.0378046j -0.0687433-0.016277j 0.0309789+0.0479582j -0.0291285-0.0154239j -0.0129318+0.00906804j -0.0029302-0.00818674j -0.0372633-0.0140774j 0.0652036+0.0702655j 0.0232838+0.00814365j -0.0181517+0.0286972j -0.0492766-0.0220516j -0.0778063-0.0183375j 0.0230425+0.0217764j 0.0395275+0.0878682j 0.0142547+0.0542838j 0.0127592-0.0072482j -0.0114117+0.00725748j 0.014026+0.0199767j -0.00203972-0.000495855j -0.0115546+0.0208574j -0.00913088-0.00701324j -0.00464782-0.00707157j -0.00811495-0.0126224j 0.00566746-0.0121626j 0.0434559+0.0433287j 0.00478586-0.0148025j 0.0271082+0.0223426j 0.00498263-0.0027028j 0.0135151-0.00349893j -0.0169473+0.0043561j 0.0103302+0.0122947j 0.0289632+0.023547j 0.00900348+0.0075367j 0.00278914+0.0138463j 0.00636332+0.0068186j -0.0081685-0.0152505j -0.0144359-0.0094978j 0.00989438-0.0181342j 0.0083295+0.00658962j -0.0112743-0.00893665j -0.000611397-0.00438195j 0.0121975+0.0102459j -0.00361897+0.00307154j 0.01745-0.00847739j 0.0033822-0.0017316j -0.00777866+0.000637172j 0.00490698-0.00191661j 0.00162366-0.00330675j -0.00505734+0.00412822j -0.00689517+0.000227669j 0.00394959+0.00259328j -0.00965798+0.010126j -0.00571895+0.00439544j -0.010023+0.0089659j 0.000490982-0.000620146j -0.00146084-0.00570809j 0.0010129-0.0028982j -0.000141108+0.00621347j 0.000309578-0.00109624j -0.00483589+0.00678567j -0.00488162-0.00876729j -0.00351393+0.0038208j -0.0124773+0.000987669j 0.000269257+0.000649366j 0.00229537+0.00696469j 0.00331683+0.0124555j -0.00405823-0.00594134j 0.000801824-0.0100866j -0.0129779-0.00342547j 0.00264739+0.000347492j 0.0024044-0.000263692j -0.003815-0.000711349j -0.00217894+0.00092782j 0.00155888-0.00597839j 0.00663904-0.00204861j -0.00502865+0.00175053j -0.00294037-0.00229866j 0.00339951+0.00418527j -0.00441736-0.00327574j -0.00275786-0.00223237j -0.00550223+0.00566884j 0.00615791+4.56294e-05j 
