0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
0.0130316-0.0136449j 0.0197486-0.00982195j 0.0088733-0.00472125j -0.012138+0.0104471j -0.00994-0.0127801j 0.0510853-0.0133404j -0.0429344+0.00212336j -0.00919651-0.000236374j 0.0290774+0.0308938j 0.090156+0.00465332j 0.00645448-0.0127534j -0.00988963+0.00528963j 0.00947892+0.00736855j -0.000570348-0.0137201j 0.00136312-0.0246866j -0.00320748+0.00632016j 0.00310284+0.00472538j -0.00509699-0.00983948j 0.00212574+0.00233094j 0.00240682+0.00795728j 0.00702203-0.00873204j -0.00328577+0.01871j 0.000673775+0.00888293j -0.00481817-0.00677054j -0.00379485-0.0147101j -0.00424546-0.00487269j 0.005012+0.0194335j 0.00824298-0.00940086j 0.000149775-0.0055205j 0.00263768-0.00308226j 0.00163303+0.00668737j -0.000363718-0.00410917j 0.00531294-0.000222401j 0.00474411+0.00140536j 0.00344399-0.00729682j -0.000110465+0.00323344j 2.31544e-05+0.00352444j -0.0043756-0.00481298j 0.000763744-0.00127408j -0.00175561+0.00622557j -0.00331068-0.0043761j -0.00522973+0.00464558j 0.000600996-0.0202431j -0.0143439-0.0075561j 0.000409813-0.0138735j 0.00978626+0.000543382j -0.015828+0.016184j -0.0190831-0.00728961j -0.0109133+0.00198855j 0.00454366+0.0013314j -0.00413184+0.00292381j -0.000158775+0.000600982j -0.00126095-0.000143325j 9.59808e-05+0.00209293j 0.000358381+0.000539061j -0.00100966-0.00130882j 0.000740902+0.000917141j -0.00201587+0.00151559j 0.00145649-0.00030188j 0.00138243-0.00126459j -0.00126733+0.00102029j 0.00344925-0.000971249j -0.00231358-0.0039487j 0.00256498-0.00167394j -0.00322647-0.00345886j 0.000979327-0.0011165j 0.00348128-0.00415624j -0.00131153+0.000151621j 0.00597216-0.00164218j -0.00388714-0.00199502j 0.00346029+0.00298166j -0.000247709+0.00260579j 0.00259701-0.00454463j 0.000288859-0.00154449j -0.00435646+0.000410842j -0.00518734-0.00065206j -0.00451365-0.00185076j -0.000186513+0.00118138j -0.00200264-0.00320696j -0.00141522+0.000590045j 0.00037903-0.000501784j -0.000607505+0.000194875j -0.0104565+0.00388115j 0.00155562+0.00443426j 0.00146611+0.00823183j 0.00350237+0.000997997j -0.000176014+6.90986e-05j 0.000375216-0.00168307j 0.000557942-0.000425957j -0.00142469+0.00275859j 0.00113796+0.00235727j 0.00285357+0.000939741j -0.00164059-0.001111j -0.000921302+0.000655433j -0.0016065-0.00139575j 
0.00162403-0.00976813j -0.00550048-0.0087079j 0.00127175+0.00905877j -0.0121853-0.0230473j -0.000257204+0.00920959j -0.000945564-0.00189445j -0.0160415+0.0016668j 0.000264111+0.0162574j -0.00638098-0.00406192j 6.89365e-05-0.0225592j -0.000911652-0.0034546j 0.00222264+0.0115869j -0.00498959-0.0177075j -0.00166799+0.00688937j 0.000445316-0.00996657j 0.0234237+0.0715188j -0.00144352+0.0179147j 0.00388697+0.0285142j -0.0134346-0.0587605j -0.00435933-0.0415826j -0.00499477-0.0159739j -0.00197971-0.0450098j 0.00358922+0.0206897j -0.00775921-0.0773055j -0.00831153+0.0132454j -0.00538839-0.00256685j -3.87126e-05-0.0140002j -0.00366504-0.00606896j 0.00231535+0.0169828j -0.000694735-0.00575325j -0.00340136+0.00255391j 0.0133081+0.00846963j 0.00533296+0.00558565j 0.00866046-0.000918853j 0.00217418+0.0056855j 0.000997106+0.00351549j 0.00148281+0.00541091j -0.00149623+0.011557j -0.00379611-0.0009748j -0.000121277-0.00122586j -9.05576e-05+0.00542735j -0.00586026+0.00450724j -0.000531075-0.00613557j -0.0076943+0.00396488j 0.000251971+0.0104516j -0.0062777+0.00749098j 0.00345431+0.00413251j -0.00894758-0.00150722j -0.000259383+0.014757j 0.0013522-0.0122282j 0.000673456-0.00131508j -0.00173479-0.00443197j -0.000384265+0.00631827j 0.00147074+0.0153805j -0.00159404+0.00132155j 0.00580149-0.0105848j 0.0126555+0.00161294j -0.00160749+0.00104987j 0.0178256-0.000644486j 0.0118513-0.00671236j 0.00120442-0.00353472j 0.00812287+0.00508592j 0.00572066-0.00783649j -0.000603169-0.0098304j 0.002609-0.00185074j -0.011288+0.00140766j 0.00349828+0.00690667j 0.00947527+0.01443j 0.0231696+0.00858827j 0.00707363+0.000481048j -0.0126308+0.00294597j 0.000316194+0.00657087j 0.00706878+0.0176743j -0.00549874-0.000495614j 0.00464461-0.0019003j -0.00253961-0.00750671j 0.00387664-0.0107845j -0.00416692+0.00446832j 0.00018516-0.00468165j -0.00997658+0.000964851j 0.00594703+0.00902357j -0.00367735+0.00115506j 0.00315474-0.00259713j 0.00361476-0.0114885j -0.00656617-8.95102e-06j 0.00171152+0.00336563j 0.000700767+0.00684162j 0.000151439+0.00866937j -0.00381581-0.00278689j 0.00469834-0.00498614j 0.007007-0.00393377j -0.00109683+0.00594428j 0.00124555-0.00403255j -0.00133718-0.001659j -0.00105081-0.00136125j 
0.000504913-0.00164422j 1.16902e-05+0.00495406j 0.00219682+0.0153798j 0.00910608+0.0298878j 0.0058786+0.0399727j 0.00572266+0.0550386j 0.00741914+0.0477888j 0.000578405+0.00271259j 0.00209101+0.0142166j -0.000189751-0.0030404j -0.00322847+0.00580614j -0.000613549-0.000588125j -0.00575832+0.00636935j -0.00338084-0.00206488j -0.000909743+0.00579692j 0.0019904+0.00839181j -0.000791704+0.00529504j -0.000136348+0.00634869j -0.0052951-0.00425112j -0.00185388-0.00106543j -0.000140734+0.00165291j -0.00159957-0.000776897j 0.00273761-0.00211262j -0.00233622-0.00327129j 0.00277898-0.00308845j -0.00519922+0.00243968j 0.00378541-0.00196363j -0.000461713+0.00873375j 0.00360922-0.00187981j -0.000214996-0.00173823j 0.0040994+0.000812781j 0.00199325-0.00124524j -0.000506055-0.000906197j -0.00103264-0.000522278j -0.00183956-0.000968821j -0.00084088-0.00408964j 0.00066174-0.00155505j -0.00393206-0.00401658j -0.00243781-0.00136254j 0.00257535+0.00277396j 0.0014632+0.00304183j -0.000675104+0.00163707j 0.000487949+0.00410069j -0.00288527+0.00177121j 0.00136786-0.00508961j -0.00563966+0.00204646j 0.000253712-0.00503883j -0.00127101-0.000226118j 0.00245745+6.0334e-05j -0.000851469-0.00210991j -0.000149848-9.23708e-05j -0.00118758+0.00437133j -0.00408305-0.00191373j -0.000316336-0.00454109j 0.00268487-0.00135838j 0.00259582-0.00633356j -0.00977126+0.00232221j -0.00368181+0.000658067j 0.00714714+0.00486905j 0.000271005-0.003184j -0.00158034+0.000958649j -0.00137438-0.000906911j -0.0106315+0.00524237j 0.000689457-0.00729023j 0.00143266-0.00315975j -0.00561079-0.00632406j -0.00250343-0.00859337j -0.00815201-0.000392785j 0.00821896-0.00516833j -0.00608569-0.00220979j 0.00827668+0.0031904j 0.00470604+0.00718111j -0.00215819-0.000196202j 0.00165491-0.00928134j -0.000839734+0.00575787j -1.92406e-05+5.61431e-05j -0.00191905+0.00343623j 0.000231446-0.000197681j -0.00189456-0.00403572j -0.000943802+0.000530722j -0.00107205-0.00404783j -0.00322263+0.0036547j 0.0476565-0.0235572j -0.0123287-0.0214215j -0.0236053-0.030955j -0.00715824-0.0199567j -0.00112356-0.00485059j 0.000796552+0.00176624j 0.00160258-0.000842111j 0.00132096+0.00268974j 0.00184117-0.000510538j 0.00319941-0.000733353j -0.00159658-0.00191566j -0.000994783+0.00152557j -0.00235512-0.00113077j 
0.0366666-7.10654e-05j -0.0153384+0.0381112j 0.0111168+0.0103194j 0.0341094-0.00785257j -0.0477824+0.00644003j -0.00828002-0.00616667j 0.019204-0.006408j 0.00144792-5.13232e-05j -0.020487-0.00835742j 0.0196131+0.0189987j -0.0214552+0.0224895j -0.0157256-0.00655778j -0.00834198+0.0367824j -0.0138176+0.00641269j -0.00380641-0.00809753j -0.00306952+0.0188102j -0.00306748+0.0206097j 0.00217703-0.00131905j -0.00214474+0.00512618j -0.000193922-0.00138031j -0.00147555-0.0183868j 0.00214687+0.000778837j 0.00486367-0.00119643j -1.99771e-05-0.00975927j 0.000390412-0.0114248j -0.0060725+0.0221566j 0.0090357+0.00155206j 0.00347519+0.0178705j 0.00232836-0.0149053j 0.00365442-0.0128989j 0.00867446-0.00520345j -0.00625251+0.00394185j -0.00298885-0.00557042j 0.0146734+0.0117428j 0.0180744-0.0115747j -0.0042901+0.0153852j -0.00287807+0.00811087j -0.0100682-0.00749002j -0.000314882-0.0131828j -0.00405404+0.0072753j -0.000429171+0.00363958j 0.00311262+0.00366276j 0.00230753-0.00058612j 0.00160976+0.00472589j 0.00137307-0.0146673j -0.00200087+0.00758306j -0.00503445+0.00118203j -0.00618531-0.00279001j -0.00211646-0.00237741j 0.000538641-0.00630592j 0.00216586+0.000584248j -0.00467469-0.00197173j -0.00119437+0.00496708j 0.00228091-0.000161374j -0.00692679+0.0029256j 0.000485675-0.00493517j -0.00256458+0.00225779j -0.00120161-0.00301863j 0.00434947+0.0013268j -0.00186374-0.00547989j 0.00562702+0.000444886j -0.00256203-0.0018661j -0.000139553-0.0025118j 0.000253581-0.00167334j 0.000103145+3.567e-05j -0.00156523+0.000734685j -5.74827e-05+0.00369417j 0.00536272+0.000538965j 0.00521901-0.00109286j 0.00412586+0.000115702j -0.00469546+0.00332635j 0.00575751+0.000757615j 0.00124141+0.00240626j 0.00130754+0.00664785j -0.00143366+0.00547702j -0.00162816-0.00644164j -0.00199334+0.00472779j -0.00156584+0.0033506j -0.00291408-0.00381716j 0.000735071+0.00305619j -0.00166655-0.00260507j 0.00159906+0.00148399j -0.00965359+0.00397738j 0.0011695+0.00504059j 0.00253858+0.00837223j 0.00344959-0.00131272j -0.000424592-0.00197898j 0.00223838+0.00265322j 0.00169013-0.00160428j 0.00463061+0.00417199j 0.00255354-0.00438342j 0.00365052-0.00429979j -0.00188502-0.00362092j -0.0011074+0.00339249j -0.00375001-0.000947208j 
-0.0268664-0.0103212j 0.00627829+0.00603431j -0.00194363+0.00310366j -0.0154551-0.0188364j 0.0317467-0.00995982j -0.00994353+0.0190158j -0.0168721-0.00331492j 0.00628771-0.0191076j 0.0242771+0.0143979j -0.0100459+0.0286084j 0.00616921+0.0327625j 0.00612311-0.0161772j -0.00954413+0.0342504j 0.00253038+0.0189222j -0.00277909+0.0249565j 0.00308624+0.0302973j 0.00203609+0.0109321j 0.00288328+0.0244094j -0.00847287+0.00577108j 0.00182927-0.00669621j 0.00170511-0.0102537j -0.000973636-0.0267497j 0.00558604-0.00579512j -0.00416728+0.000362532j 0.00281853+0.0125437j -0.00278074+0.0346703j 0.0048327-0.0158443j -0.00333562+0.0443583j 0.0052277-0.021152j -0.00292547-0.00070109j 0.00830727-0.00968766j -1.05948e-05-0.00142799j -0.00252601-0.0109384j -0.00910589-0.00608541j -0.0111789-0.00202043j 0.000469658-0.0179285j -0.00122033-0.0102869j -0.00515333-0.014083j -0.0050516-0.000380033j 0.00130283+0.0026826j 0.00558235-0.00338416j -0.00248247-0.00235111j -0.000217677+0.00601592j -0.00774608+0.00283796j 0.00545245-0.0156593j -0.0104868+0.0108417j -0.00497251-0.00791661j -0.00265132+0.00415707j 0.00259055-0.00569728j -0.003036-0.0115742j 0.00719556+0.000871776j -0.0070397+0.00479207j -0.00824942+0.00186691j 0.00149631+0.000904686j -0.00545709+6.72124e-05j -0.00121121-0.00149531j -0.000295729+0.00321041j -0.00331473+0.000840262j 0.00293641+0.000944077j -0.00714183-0.00630814j 0.00980644+0.00451491j -0.000376987-0.00120146j -0.00291675+0.00168968j -0.00111544-0.00348487j 0.000808865-0.00267189j -0.00441185-0.000625821j -0.00241962+0.00110918j 0.000850227-0.00199399j 0.0026123+0.0022039j 0.00942818+0.000549961j -0.00612897+0.00163281j 0.00538598-0.00225392j -0.00468847+0.00254186j 0.00217218+0.0105531j 2.19987e-05+0.00972928j -0.00251319-0.00800066j -0.0070563+0.00946785j 0.00147283+0.0067622j -0.00516327-0.00722943j 0.00226526+0.00595286j -0.00355688-0.00545169j 0.00120982+0.00195388j -0.00949486+0.00599641j 0.00270136+0.00587496j 0.00398997+0.0107599j 0.00453276-0.00579175j -0.000856997-0.00460192j 0.00263387+0.00587263j 0.00380374-0.00204202j 0.00815901+0.00822724j 0.00597271-0.00730476j 0.0056611-0.0076065j -0.00430591-0.00605014j -0.00162699+0.00640893j -0.00682422-0.00186452j 
0.00707658-0.012851j 0.00756584+0.0209463j -0.0131853-0.0270861j 0.00687078-0.0104062j -0.015856-0.0438203j 0.00125929+0.00306932j 0.0145204+0.0465324j 0.00411971-0.00234956j -0.00917957+0.00267749j -0.000296903+0.000434286j 0.00304345+0.00639702j -0.0023677-0.00516568j -0.000379133-0.0196376j 0.00231124-0.00520434j -0.00211925+0.00875247j 0.00179155+0.00924903j -0.00654598-0.016681j 0.00446312+0.00792674j -0.000187066-0.00202691j 0.000214395-0.0036186j 0.000852251+0.00543617j 0.00835321-0.00773809j -0.00243845+0.00340195j -1.6067e-05+0.0106404j 0.00193365+0.00207334j -0.00420328-0.0108218j 0.0100092-0.00673569j 0.0026164-0.0110819j 0.00165868+0.00657323j -0.00140642+0.0108624j -0.00497205-0.000688291j -0.00232078+0.000221329j 0.00313236-0.0033203j 0.00553217+0.00543396j 0.00608368+0.00650059j -0.0043514+0.00697003j 0.000351761-0.00241146j -0.001539+0.000320628j 0.0015637-0.000553408j 0.000378401-0.000131104j -0.0019294-0.00181554j -4.61921e-05-0.00166825j 0.00201522-0.00273689j -0.00188711-0.00137247j -0.00486251+0.00724976j 0.00261509+0.000569399j -0.000403899-0.00136959j 0.0042515-0.0017613j -0.000648179+0.00505676j 0.00045246-0.00157126j 0.000317017-0.00133052j 0.00279585+0.00122625j 0.00253858-0.00558273j -0.000994915-0.0125803j 0.00588617-0.0011157j 0.00185714-0.0206707j -0.0173229+0.00530343j -0.0040945-0.00857369j 0.020295+0.00502221j 0.00118126-0.00404616j -0.0051002-0.00665551j -0.013561+0.000784437j -0.00941961+0.0049539j -0.00218023-0.00588216j 0.00934032+0.00499682j -0.00275948-0.00458017j -0.00361102+0.0041025j 0.00357526-0.00474662j -0.00274461+0.00157035j 0.00243875+0.00568214j 0.000672407+0.00363828j -0.000146724-0.00080423j 0.00109116-0.00125637j 0.00186815-0.000714122j 0.000721442-0.000118996j -0.000396387+0.00288027j 0.00212121-0.0027289j -0.0026262+0.0010935j 0.000748719+0.00187976j -0.000744887-0.0015595j 0.000150767+0.00227994j 2.43709e-05-8.5674e-05j -0.021928+0.00998087j 0.00377231+0.00837498j 0.0106482+0.0139084j 0.00526034+0.00944379j -0.0012128+0.00281769j 0.000154086-0.00232648j -0.000707079-0.00248492j -0.00061118-0.00262065j -0.000701044-0.00179673j -0.000461886+0.00379701j 0.00323823-0.00130543j -0.000652091-0.000999554j 0.0011203-0.00014147j 
0.0251705-0.0201991j -0.0213162-0.0212427j 0.0163757-0.0336315j 0.021346-0.00568604j -0.035091+0.00103689j -0.00151911+0.00183949j 0.0206653-0.00863986j -0.00388042-0.0241321j -0.0293486+0.0204236j 0.00638553-0.0216297j -0.0148881-0.00812559j 0.00107843+0.0256047j -0.00290321-0.016436j -0.00348888+0.0135536j -0.00526446+0.0281101j -0.00618674-0.0329737j -0.0111954+0.012357j -0.0042728-0.00168898j -0.00160779+0.0029254j 0.00703127+0.00254394j 0.0024163+0.0299979j 0.00792584-0.0305166j 0.00541492-0.00784292j -0.00306684+0.00227683j 0.00832177+0.013627j -0.0123374+0.00753206j 0.0317485-0.0165529j 0.0065143+0.00924358j 0.00767483-0.00162061j -0.0123867+1.06095e-05j -0.000391192+0.00115686j -0.006395-0.00426303j -0.00346514-0.0146216j 0.0150885+0.00118695j 0.013874+0.00248177j -0.000829668+0.014234j -0.00270422-0.00500729j -0.00845064-0.00980886j -0.00266757-0.00976095j -0.00157361-0.00153564j 0.00116086+0.000411463j 0.00289669-0.00944243j 0.000982771-0.000149366j 8.61712e-05-0.00260582j -0.0121263+0.00218317j 0.000375407+0.0100166j -0.00385941-0.00143106j 0.00432715-9.85807e-05j -0.00497244+0.0123226j 0.00438594+0.00612867j -0.00546026-0.00195879j 0.00267604-0.00755829j 0.00766561+0.00470256j 0.00169988-0.00289362j -0.00702809+0.000218311j -0.00138102+0.0119955j -0.00235921-0.00356848j 0.00305637+0.000668083j -0.0114726-0.0015617j 2.95129e-05+0.000914738j -0.000464774+0.00101077j 0.00495938-0.00189157j 0.00576111-0.00239041j -0.000137+0.00082124j -0.00802078+0.000996096j 0.00457342+0.00624359j -0.000366028+0.0017404j 0.00071955+0.00395515j 0.0042267+0.00050487j 0.000249036-0.00674524j 0.00132428-0.00653359j 0.00203259+0.0056252j 0.00199164+0.00234051j 0.00256345-0.00149238j 0.000793634+0.00146421j -0.000511711+0.00213961j 0.00150828+0.00343217j -0.00475627+0.00115606j -0.00310677-0.000760248j 0.000689051+0.00270439j -0.000183675+0.00131265j 0.00101991-0.000302509j 0.00499512-0.00344688j -0.00219794-0.00240717j -0.00394655-0.00206038j 0.000220498-0.00366541j 0.000517842+0.000852841j 0.00171861+0.000950137j -0.000239523+0.000883917j 0.00261178-0.00292193j -0.000160215-0.00641338j 0.00312233+0.00446778j 0.00337373-0.00373597j -0.00199169+0.00124895j -0.00140682-0.00106465j 
0.00740422-0.00509953j -0.0132277-0.0142517j -0.00410393+0.0446814j 0.00351256+0.00365203j 0.00795857+0.0100154j -0.00634538-0.0252966j -0.0150991+0.000609542j 0.0115931+0.0102534j -0.00173955+0.0017863j -0.0144826-0.00461064j -0.0154673-0.0241011j 0.0128684+0.0553963j -0.00915011-0.0292441j 0.00438799+0.0140938j 0.00124709-0.0130373j -0.0105096-0.0575328j 0.0135976+0.038743j -0.0132262-0.0556947j -0.00985077-0.0165773j -0.00225126+0.0108699j 0.00410656+0.0176078j -0.0116863-0.0193464j -0.00127939-0.00413975j -0.0131749-0.0292276j -0.00289183-0.0119639j 0.000140829-0.000684465j -0.00326953-0.0116039j -0.00243858-0.023772j 0.00140892-0.00501122j -0.00868701-0.0245104j 0.0104085+0.0123176j 0.00139779-0.00873126j -0.00207419+0.00804831j -0.00600546-0.011344j -0.00537638+0.0016237j 0.00182214-0.0053926j 0.00164891-0.000926311j -0.000726725-0.00411908j -0.00223322-0.000726952j 0.00073882+0.00790941j 0.000182398+0.00346148j -0.00179661-0.00193412j -0.00167862-0.000193378j -0.00184948-0.00210021j -0.000332762-0.0063884j 0.00167719-0.00321951j 0.000991468+0.00364278j -0.0022127-0.0030635j 0.00333678+0.0110734j 0.00408828+0.0255968j -0.0232129-0.00359532j 0.00455573-0.0114363j 0.00545275+0.00894769j 0.00676935-0.0187261j -0.0187173-0.00257859j -0.00713123-0.00420205j -0.0239907-0.00348244j 0.00485022-0.00168815j -0.00170414+0.0016511j 0.00277019+0.0032946j -0.00637462+0.00236803j -1.86465e-05-0.00322907j 0.0117899+0.00465194j -0.00232547+0.00529414j -0.00888565-0.00274663j 0.00332159+0.00447059j -0.00286893+0.00638239j -0.00224988+0.00214123j -0.000333706+0.00288393j 0.00285109-0.00687757j 0.00251078-0.00347147j -0.00215388+0.00432081j -0.00205573-0.000949238j 0.00328925+0.00247267j -0.000816128+0.000866432j -0.000559627+0.00893101j 0.000160915+0.000652287j 0.00114783-0.00100343j -0.00243472-0.00241564j -0.00334042-0.000154497j 0.00155067+0.00409628j -0.00186732+0.000649565j -0.00283999+0.00170889j 0.00345574-0.00418575j 0.000274193+0.00414859j 0.000486604+0.0010332j -0.000771108+0.00437832j -0.000605667+0.000176717j -0.00232326+0.00138302j -0.000759479+0.00119434j 0.00200196+0.00153734j 0.000539398+0.00597623j -0.00278413+0.00204569j 0.000130368-0.000685377j 0.000152672-0.00146349j 
-0.00470943-0.00433255j -0.00884662-0.0199996j -0.0202204-0.0134529j -0.017141+0.00344503j 0.00573254+0.022651j -0.0080274-0.0379838j 0.0192417+0.032614j -0.0228488+0.0251084j -0.0642465-0.0431721j -0.0678893-0.0966643j -0.00627835-0.00596224j -0.0141209-0.011898j -0.0168195+0.0247049j -0.0173687+0.000929958j -0.0121692+0.00835744j -0.0065454+0.00499627j 0.000242859-0.00377635j 0.00668505-0.00171715j -0.0206879+0.0275198j 0.00607128-0.00204026j -0.00530544-0.0171187j 0.00791383+0.0122739j 0.0123488-0.0135756j -0.0184848-0.00244216j 0.0399369-0.0273947j -0.0213917+0.00707734j 0.0785695-0.0280376j 0.0355908-0.0321531j 0.0471388+0.0189811j -0.00778252+0.0382367j -0.000286475-0.016298j 0.00956182-0.00229202j 0.00171538-0.0141511j 0.00505677-0.0143959j -0.0105756+0.0057128j -0.00233434-0.00792049j -0.00381071-0.0127613j -0.0108195-0.0168592j -0.00646641-0.00276542j 0.0043166+0.0146304j 0.00436667+0.00605188j -0.00332691+0.00375585j 0.0019255-0.00568249j -0.010035+0.000725036j -0.0419495+0.0286124j 0.00627127+0.0073215j -0.0113186-0.00623956j 0.0397879-0.014404j -0.00238458+0.037716j 0.0131422-0.0114085j 0.0127089-0.00819817j 0.00926353-0.0101427j 0.0077907-0.00293457j -0.00282107+0.0038234j 0.00511651+0.0020323j 0.00142079-0.00268517j 0.00502734+0.00209395j -0.00616073+0.00266511j -0.00381067+0.00165656j 0.00406601+0.00100584j -0.00226872-0.00477032j 0.00182588+0.00927811j -0.00784907-0.00151945j -0.0038204-0.00450988j -0.000660009+0.0142827j -0.00248254-0.0060011j -0.0080384+0.00329949j -0.000696227+0.00510101j -0.0004924+0.0119679j 0.00545169+0.00120292j -0.000200958-0.014151j -0.00279239+0.00597393j -0.00806203+0.0034487j 0.000495542-0.00889782j 0.00536715+0.00922383j -0.00420987+0.0118787j 0.00618943+0.00620466j -0.0205832+0.00606842j -0.00136899-0.000119466j 0.00252807-0.000406573j -0.000388919+0.000835803j 0.00185236-0.00137006j 0.000325088+0.00255972j 0.0013652+4.28236e-05j -0.00188642+0.000622177j 0.0113226-0.00173286j -0.00024172+0.00386415j 0.00211244-0.00412888j -0.00325265-0.00716835j 0.00191076-0.00803137j 1.83613e-05-0.0222549j 0.00724833+0.0225383j 0.0221143-0.0181357j -0.00879505+0.000967564j 0.00110021-0.00606389j 
-0.00334461-0.00176279j -0.00525378+0.0299774j 0.00652998+0.0559522j 0.0222387+0.0714709j -0.00648904-0.00436266j -0.0391264-0.0313675j 0.0150295-0.0444732j 0.047635+0.0780177j 0.0383279+0.200069j -0.00369762+0.17059j -0.0180201+0.0048778j 0.0118916-0.00294644j -0.03695+0.00127753j -0.00976254+0.00313972j -0.0195075+0.0102496j 0.0032213+0.0146854j -0.0138905-0.0138195j -0.00411211+0.00209257j -0.0204953-0.00590861j -0.0125364+0.0105976j 0.00291657+0.0326356j -0.00261246-0.0137283j 0.0167464+0.0201203j -0.0162424+0.034076j -0.00153302+0.0048031j -0.0310885-0.000657739j -0.000963139+0.0112971j -0.0436534+0.000198513j 0.0292316-0.0706208j 0.00124285+0.00312409j 0.00169459+0.0177677j -0.000965084+0.0141809j -0.00112006+0.00604541j -0.00306885-0.00452133j 0.00901439-0.0172256j -0.00479467-0.00369442j -0.0115913+0.00377562j -0.0147027-0.0338032j -0.00758211-0.00964268j 0.00763893+0.00746977j 0.00655068+0.00020396j -0.00540025+0.00618947j 0.00440541+0.00414795j -0.0101003-0.00283395j -0.0286779-0.00866782j 0.00295105+0.0082074j -0.0197321+0.0212842j -0.00381769-0.0401167j 0.00411536+0.00131004j 0.00835915-0.0133073j -0.00188486-0.00747355j 0.0107294-0.00375523j 0.00183616-0.00499741j -0.00203565+0.00335175j 0.00518578-0.000328248j 0.00403156+0.00217551j 0.00230692+0.00723273j -0.00298471-0.00154618j -0.00130057+0.00453809j 0.006218+0.000803502j -0.0117816-0.000453117j 0.00513771+0.00351112j 0.00113419-0.000363469j -0.0011088-0.00197458j 0.00672695+0.00504006j -0.00443207-0.00165667j -0.00460174+0.00269166j 0.00424946+0.000752193j -0.00331119-0.0103521j 0.00289761-0.0044029j -0.00269859+0.00333916j 0.00835101-0.00714245j 0.0103758-0.0262087j 0.0140305+0.00853017j -0.00340031+0.010029j 0.002781+0.00102604j 0.0107152-0.0105606j -0.00880653+0.0176193j -0.00562037+0.00448772j 0.00490086-0.00604355j -0.00651488+0.00345911j 0.00136097-0.00320932j 0.00384173-0.0028405j 0.00027916+0.0029352j -0.00302187-0.00434261j 0.00166043-0.00483748j -0.00529682-0.00959195j 0.00456625-0.00273875j 0.00536159-0.0167876j 0.00569608-0.0025158j -0.0023175+0.00172203j 0.0141059-0.00377334j 0.0031291-0.00896728j -0.00362758+0.00392084j -0.00624821+0.00151433j 
