0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
-0.000952575-0.000553888j -0.00669446+0.00139438j 0.0254634+0.00940991j 0.00624793+0.00344921j 0.0121557+0.00194769j 0.0161981+0.00368397j 0.00667721+0.006442j -0.0138689-0.00988674j -0.0214037-0.00802624j 0.00821931+0.000708258j -0.000566548+0.00182813j 0.0021235+0.000979787j -0.00451632+0.0228291j 0.0568915+0.050606j -0.0456892-0.051927j 0.0148636-0.0134182j -0.0493347-0.0487522j -0.104203-0.0677208j 0.040275+0.0280302j 0.0282875-0.00533172j -0.133069-0.101285j -0.109946-0.095526j 0.0873825+0.0921805j 0.0130183-0.0144461j 0.0589164+0.0843695j 0.0362592+0.0516447j 0.0157535-0.016513j -0.024197-0.0132943j -0.0103416+0.00265705j -0.00621036-0.00707612j -0.00982493-0.00368455j -0.0277581-0.0146935j -0.0221865+0.00342054j -0.0204785-0.000923965j -0.0034591-0.0145703j 0.00228088+0.00400735j -0.00870816+0.000718383j -0.00128737-0.00935019j -0.00663701+0.00157047j 0.00813186-0.00899605j 0.00117164-0.00050969j 0.0177357+0.00765058j -0.00790399+0.00567705j 0.0216426-0.00195175j 0.00268193-0.00043834j 0.0341155-0.00813833j -0.00617594+0.00346908j -0.00599988-0.00169361j 0.0185356+0.0042291j -0.0137897-0.00568385j 0.00454793-0.00373304j 0.000660018-0.00202591j 0.00372736+0.00420555j 0.00156856+0.00933432j 0.00336303-0.00533349j -0.00754501+0.0155538j -0.0107816+0.00194703j -0.00580021+0.00893394j 0.00590267-0.0138719j -0.000340414-0.00135944j 0.00283385+0.00196267j -0.00377329+0.00655811j -0.00908751-0.00485209j -0.00643263+0.00441491j 0.000653369+0.0107417j -0.00771542+0.0129039j -0.00116719+0.0186361j -0.00972414+0.0104698j 0.0141467+0.00975304j -0.00836372+0.00567406j 0.00912674-0.00953906j 0.00750058-0.00196674j -0.00464043+0.00451943j -0.00807674+0.0130529j 0.00826027-0.00628568j 0.0090698-0.00215973j 0.000295127+0.011381j 0.00241081-0.0070663j 0.00593535-0.00173446j -0.00628945+0.00178042j -0.0102641+0.0262564j 0.0143762-0.00154039j -0.000562664+0.000552454j 0.0279183+0.00837791j -0.0112212-0.0061964j -0.0106951+0.00140704j 0.0186405-0.0131257j 0.00772964-0.00197842j 0.0116611-0.00732895j -0.016159+0.0153112j -0.00943041+0.0169945j 0.00269678-0.00975002j -0.00189463+0.0025059j -0.00091059+0.000199902j 0.00236279+0.000689774j 
-0.0103347+0.00273152j 0.00484086+0.0133463j 0.0070058-0.00554765j 0.0147391+0.0132435j 0.00489627+0.000229447j 0.0110262+0.00232401j 0.00737074-0.00226145j -0.0147511-0.00855897j -0.0115376-0.0106178j 0.0126562+0.00702333j 0.00173031+0.00374061j -0.00361104-0.00845014j 0.00130801+0.0163862j 0.0233644+0.00557576j -0.0969184-0.0820329j 0.0182776+0.053336j 0.0304546+0.025561j 0.0605161+0.0886733j 0.0167549-0.0145271j -0.10907-0.127935j 0.0312038+0.0345345j -0.0733381-0.0609059j 0.0739851+0.0752623j -0.0642063-0.0874592j 0.0578708+0.0456317j 0.0297421+0.0270784j -0.00750942-0.0292033j -0.0320486-0.0221815j 0.010726+0.0187236j 0.00576414+0.000419294j 0.0105661+0.0069315j 0.032266+0.0200398j 0.0299142+0.0413065j 0.0211634+0.0186101j 0.0117297-9.61617e-05j 0.00131041+0.0042406j 0.00143869+0.0180137j 0.0109202+0.0152687j 0.001352+0.00488752j -0.000403871-0.0190796j 0.00825805+0.00346689j -0.0085943+0.00189487j 0.004298+0.00736892j -0.0213632-0.0142195j 0.00622199+0.00684416j -0.00827367-0.0239839j 0.0112076+0.0141347j 0.0112097+0.00535107j -0.00381058-0.0122088j 0.0071049+0.00451988j -0.00931216+0.00532871j -0.00501938-0.00415291j -0.00192227-0.000180297j -0.00274726+0.00308737j -0.00238321+0.00384771j 0.00261153+0.00987889j 0.00661651-0.00621946j 0.000371403+0.000326516j -0.00547609+0.000652194j 0.00580619+0.00211411j -0.00254436+0.0102187j 0.0034677+0.00123988j 0.00385756-0.00839345j -0.00113084+0.00230041j -0.00165079+0.00328672j 0.0082633-0.00125223j -0.00722501+0.00682651j 0.00367962+0.00325113j -0.00340739+0.00917754j 0.00429032+0.00554952j -0.00190986+0.00613419j -0.00441797-0.00404223j 0.00665529+0.00528955j -0.000353912+0.00955121j 0.00788529-0.00727222j -0.00968006-0.00270282j -0.00822998-0.00247071j 0.00591283-0.00179284j -0.00564096-0.000509254j -0.000761911+0.0208672j -0.00916207+0.0139731j -0.0328022+0.0127882j 0.000217484-0.000315535j -0.0505585+0.0271831j 0.0212841-0.0147226j 0.0179701-0.00547932j 0.00479426-0.00704984j 0.0206872-0.00844971j -0.0127726-0.0178696j -0.012462+0.00657176j -0.0195541+0.00535596j 0.0107456-0.0019295j -0.000568659-0.000368602j 0.000815854-0.000312719j 0.00149782-0.000513726j 
0.00583833+0.0353599j 0.00464638+0.00418964j -0.00888089-0.00989935j 0.00967854+0.0127042j -0.00817002-0.0228163j -0.0128238-0.00261188j 0.00552138+0.00243432j 0.000200996+0.00614932j -0.000676494-0.0136031j -0.0105824-0.0128287j 0.0159908-0.00848649j -0.013433+0.106813j 0.0798859+0.0371308j 0.0147707+0.0637865j -0.0128396+0.00721241j -0.0255242-0.114086j 0.0329546+0.126914j 0.0568779-0.0510465j 0.0579428+0.0261252j -0.0371666-0.0226361j 0.0358552+0.0720329j 0.00718066-0.0577763j -0.0127374-0.0493323j 0.0127184-0.0443501j 0.0171583-0.0133151j 0.0676591+0.0875207j -0.0366842-0.0740189j 0.0442979+0.0351435j -0.0353146-0.052859j 0.00034649-0.0886508j -0.0776255-0.0417166j -0.0430075-0.0485251j -0.00481796-0.0135099j -0.0121415-0.00773291j -0.0131161+0.00190736j 0.00650918-0.0103629j 0.014923+0.00162667j 0.0134894-0.00884223j 0.0112477-0.00559514j -0.00810111+0.00744452j -0.00434043+0.00703533j 0.0219154-0.00861467j -0.00766371+0.00990772j 0.0238512-0.0117552j -0.000134585-0.035673j 0.0107862-0.0163177j -0.0038904-0.00663673j -0.0120791-0.0153412j 0.00232614+0.0150331j -0.00811127+0.00872886j 0.0110853-0.0144011j 0.0207988+0.0280147j 0.0129933+0.020452j 0.00535891-0.00591148j -0.000765276+0.0107185j -0.000839268-0.00154885j 0.00191736+0.000947766j -0.00847805-0.00524823j -7.2885e-05-0.00419664j 0.00458424-0.00636889j -0.00610501-2.90145e-05j -1.08329e-05-0.00079275j 0.00778199-0.00622003j 0.00274495-0.0016083j 0.00620163+0.0056574j 0.00215876-0.00831085j 0.00483833+9.75279e-05j 0.00283875-0.00228072j 0.00115623-0.000136669j -0.010735+0.00127482j -0.0144082-0.00702406j -0.000661332+0.00738362j -0.00350721-0.00813287j 0.00249025+0.000284673j 0.00282241-0.00055913j 0.0039645+0.00971125j -0.00607481+0.0101645j -0.00641915+0.00647151j 0.0213368-0.00778633j 0.0148364-0.0042157j -0.0378782+0.0100588j -0.0376278+0.00749486j -0.0016888-0.000727105j 0.00744431+0.00107562j -0.00820078-0.00345605j 0.00922626+0.0053422j -0.00167897+0.0039549j -0.000607312-0.00315429j -0.00545701+0.0138198j -0.00325011-0.00113648j -0.0195331+0.00406976j -0.0129848-0.00234079j -0.0116568-0.00063789j -0.00280001-0.000440299j -0.000850692+0.00322166j 
0.0149846-0.0157847j 0.0242982-0.0167608j -0.0156771+0.00332294j 0.00920434+0.00573889j -0.007522+0.00987611j 0.000969913-0.0111836j -0.000736349+0.00346435j -0.000813798-0.00434278j -0.0031104+0.0146588j 0.00134622-0.00372731j -0.0135634+0.03917j 0.0435967-0.0999241j 0.000631129+0.0796944j -0.00423288-0.028235j -0.0540378-0.058588j -0.0919308+0.0234483j 0.0415935-0.0613455j 0.0179073+0.11153j 0.0204619+0.0819557j -0.0428236-0.0415892j 0.0799863-0.00287271j 0.0233207+0.0596575j 0.000893074+0.0348877j -0.0166059+0.061988j 0.0221147+0.0675145j 0.0195283+0.0219834j -0.0127868+0.0285008j -0.00150265+0.0257759j -0.00352251+0.00665794j -0.0294554+0.100285j 0.00348523-0.0353473j -0.0753319+0.00971249j -0.0230586+0.0127801j -0.0288162+0.0108417j -0.0205664-0.0316519j 0.00365271-0.00285623j 0.00999886-0.00639638j -0.00715128-0.0260428j 0.00719149+0.00214592j -0.000678064+0.0049143j -0.00371866-0.00322309j 0.0288524+0.0159985j -0.00638441-0.00121478j 0.0307694+0.0212322j -0.00916974-0.00272011j 0.0110604+0.0176665j -0.01031-0.00693055j -0.0210543+0.000382716j 0.0133907-0.00606162j -0.00418841-0.00160013j 0.0254464+0.00718837j 0.00601156-3.60176e-05j 0.0103531-0.0130758j 0.00382631+0.000774322j 0.00037916+0.00372651j -0.00303672-0.00764343j 0.00394694-0.00872384j 0.0118964+0.00189443j 0.00730568-0.00722328j -0.00500689-0.00913638j 0.0151912-0.00914524j -0.00877567-0.00399132j 0.00501147+0.00418252j 0.00279656-0.00637412j -0.00971185+0.00397078j 0.000651767-0.00424312j 0.0105903+0.00636658j -0.00662427-0.00577442j -0.00539404-0.00283944j 0.00546524-0.00724107j -0.00205788-0.00767342j 0.00237993+0.00657886j -0.00738941-0.00298036j 0.00141948-0.00866976j -0.00625904+0.00629738j -0.000536087+0.00410315j 0.00940359-0.00475731j 0.00352411-0.0146379j -0.00383536+0.00242051j -0.0146334-0.0272215j -0.0199894+0.0280777j -0.0457055+0.0113039j -0.00196558+0.00041371j -0.00568873+0.000415403j 0.00525794+0.00133474j -0.00474154-0.00128941j 0.0133438-0.00553564j 0.000995113+0.0138675j 0.0049578+0.0102322j -0.00466453+0.00129146j 0.0059288+0.00820928j -1.70882e-05-0.00510488j -0.000618835-0.000906731j -0.00239304+0.00175491j -0.00265891+0.000420133j 
0.0300415+0.025569j 0.0373191-0.00949573j -0.0246524-0.00420711j 0.0153766+0.00350036j -0.00375982-0.00720412j 0.00177234-0.000837809j -0.0166521-0.0146449j -0.000231346+0.00664919j -0.0190108-0.0136299j 0.00957696+0.000134263j 0.000297347+0.0194833j 0.0060015+0.00455637j -0.00398632-0.00406323j -0.0245833+0.00844033j 0.00886239+0.0459642j 0.151395+0.162408j 0.0267011+0.0283654j 0.0669615+0.037045j -0.0939282-0.0812586j -0.0715566-0.0521149j 0.00269647-0.029496j -0.0136382-0.0550985j 0.025149+0.0120186j -0.0892595-0.0760228j -0.0598433-0.0483884j -0.0106133+0.00131588j -0.022425-0.0246167j 0.00470488+0.0107524j 0.00488555+0.00215954j -0.0321547-1.61148e-05j -0.026927-0.0068426j -0.0208777+0.0573257j -0.0127674+0.03092j -0.020307+0.0342532j 0.00546237+0.00883307j 0.00389753-0.0140756j 0.0194649+0.000646804j 0.0338455-0.00686747j 0.00239605-0.0173661j -0.0043809+0.00912293j 0.00257288+0.0146458j 0.0220532-0.022722j -0.0129219+0.00923856j 0.0302952-0.0285517j 0.013335-0.00855215j 0.0290865-0.0163225j 0.000570247+0.00357105j -0.0161793+0.00120888j 0.017925-0.00434568j -0.0132-0.000576174j 0.0100488-0.00275165j 0.0111722+0.00252174j 0.010307-0.00362949j 0.00502965-0.00658688j 0.00228766-0.00177949j -0.00379768-0.00829348j -0.00150614+0.00562049j -0.00453637+0.000279557j 0.00599371+0.00543312j 0.00262707-0.0143293j -0.00219318+0.000454798j 0.00638874+0.00607342j -0.00321537-0.00104625j -0.00134214-0.015443j 0.00157431+0.00895686j -0.00519098-0.0114894j -0.00613931+0.00931643j 0.00405796+0.00535588j 0.00658456+0.00803881j 0.00264147-0.00155068j 0.00818509-0.0117573j -0.0107567+0.0166474j -0.000386555-0.000916992j -0.00177538-0.0157874j 0.00743256+0.00331989j -0.00767987+0.0155939j -0.0126589+0.0162263j -0.00328962-0.0120824j -0.00353571-0.00497117j -0.00220937-0.0163682j 0.0142218-0.0112578j 0.0226284-0.0233888j 0.000719028-0.00040218j 0.00421019+0.0259002j -0.0023149-0.0115699j -0.00232926+0.00175261j -0.00983651-0.019629j 0.0021147+0.0230559j -0.0265055+0.0246109j -0.012171+0.00333631j -0.0207938+0.021245j 0.00316218-0.0108207j -0.00546832+0.00192216j -0.00509857+0.00567937j -0.00239315-0.00120171j 
-0.0251544-0.00430473j 0.0225732+0.0328087j -0.00684428-0.0104051j -0.00163073-0.00443076j 0.0171366+0.00126967j -0.00205259+0.0176458j -0.0022273-0.00478113j -0.0115154-0.00353928j 0.0152795-0.00507537j 0.011485+0.0187563j 0.00837292-0.0453768j -0.0664927+0.0459068j 0.00141115-0.0868954j -0.0577425-0.0244055j -0.0757574-0.068673j 0.00626217-0.0742239j -0.0653499+0.00154125j 0.0801057-0.017559j 0.0146354-0.0304788j -0.0413169-0.0255262j 0.0287411+0.0588048j 0.0710023+0.0114986j 0.0485124+0.0280002j 0.0155468-0.0410977j 0.0365507+0.0230478j -0.0460824-0.055581j 0.046364+0.021802j -0.0328779-0.0668547j 0.046864+0.0394743j 0.0493978-0.0266137j 0.0650993+0.0896679j -0.00769367-0.0313672j -0.0118852-0.00235441j -0.0129948-0.0213657j -0.0190972+0.00450661j -0.00759321+0.00571115j -0.00815256-0.00383763j -0.0369234-0.00218192j -0.0104975+0.00033146j 0.00848974+0.00217613j -0.00111235+0.00365735j 0.0127542+0.00583244j 0.00427324-0.00668999j 0.0164245+0.00132388j -0.0154244+0.0104866j 0.0142458+0.00453438j -0.00352168+0.00278789j -0.00411399-0.00352556j -0.0111926-0.0100401j -0.0298032-0.0308929j -0.0170613+0.000627393j -0.0179438-0.021944j -0.0160282-0.0155538j 0.00651192-0.011437j -0.00421581-0.000210492j -0.001971-0.00649005j 0.0037787-0.00621694j -0.0100611-0.00567659j 0.00457042-0.003774j -0.00295169+0.000175961j 0.00655464-0.00823352j 0.0133976-0.00010046j -0.0075316-0.00244512j -0.00353408-0.00724833j 0.010116-0.0031501j -0.00307095+0.00221255j -0.0144736-0.00366235j 0.00818703+0.00582114j 0.00624808+0.000242681j 0.00718325-0.0047558j 0.0103614+0.00185976j -0.0118729-0.00375445j -0.00110264+0.000232263j -0.000646698-0.0132355j -0.00184731+0.00745179j 0.0131534-0.00344641j -0.00177943+0.0152326j -0.00494768+0.00683683j 0.00119546-0.00126096j 0.0116076+0.00581413j -0.0267984+0.0092632j -0.0304302+0.0102777j -0.00125117+0.000802073j -0.000207746+0.00717777j 0.0076369-0.000264879j -0.0160227-0.00379004j 0.0173301-0.0126104j -0.00889339+0.017909j 0.0177211+0.00569308j -0.00378028+0.00499032j 0.0170455+0.0011452j 0.00917666-0.00237428j 0.0110059+0.00615945j 0.00174265+0.0020831j 0.00311692-0.00355705j 
0.0135984+0.00632585j -0.0035622-0.0240856j -0.00554868+0.00317788j 0.0270004+0.0149112j -0.0129552-0.00145733j -0.0298371-0.0172947j 0.0179628+0.0072248j 0.00290549+0.000358948j 0.00394257+0.00684346j -0.02342-0.0146064j 0.0244196+0.0464219j -0.016865-0.0444099j 0.118358+0.0927974j 0.00538274+0.0171618j -0.0460434+0.00465628j -0.0552224+0.0112858j 0.018936-0.00803866j 0.0390491+0.044693j 0.0588025+0.0624244j -0.0164916-0.00542167j 0.0393375-0.00908415j 0.0254277+0.0105109j 0.000229147-0.0102676j 0.000737682+0.0382211j 0.0130106+0.0169577j 0.0467249+0.0505122j -0.00103234-0.0142287j 0.0322334+0.0394388j -0.00476145-0.0210797j -0.000385425+0.0263712j -0.0158008+0.00159477j 0.0175921+0.0215829j 0.00217653-0.000940099j 0.00773137+0.0185275j 0.0149295-0.0132052j 0.0039678-0.0145937j 0.0102502-0.015973j 0.0587863-0.040309j 0.0159539-0.0104874j -0.00598853+0.00781621j 0.000671854+0.00448053j -0.00404578-0.00617319j -0.0127423+0.00625822j 0.00122124-0.00459914j 0.0484017-0.00565829j 0.0285641-0.00966073j 0.0216169-0.00787436j 0.0323534-0.012902j -0.0230246-0.000861159j -0.0115218-0.00818298j -0.0080808+0.00178112j -0.0309689+0.0117165j -0.0246168-0.000949899j -0.00221354-0.0224757j -0.00442917+0.00393569j -0.00382105+0.00315964j -0.0101913-0.00259385j -0.00629535+0.00946168j -0.00456644-0.00125705j -0.0120459-0.00686047j 0.0160582+0.00553672j -0.00708177-0.0017395j -0.00473424+0.00785698j -0.0106306+0.00296588j -0.0110661+0.00939035j 0.00765225-0.0150124j -0.00666336+0.00369532j 0.00137312-0.0151704j 0.0040821-0.00348406j -0.00268161+0.0039616j 0.0111606-0.0069091j -0.0104347+0.0100707j 0.00789553-0.00854186j 0.0026315-0.0159748j 0.0139581-0.00808163j -0.00727977-0.00255403j 0.0114547-0.0201431j -0.010944+0.0199616j 0.00866362-0.013186j 0.00734636+0.0614481j -0.00385031+0.0461694j 0.0160667+0.000264088j 0.00123945-0.00220306j -0.000862043+0.00922597j 0.00499425-0.0097777j -0.0071414+0.00375018j 0.00184011-0.00593973j -0.00240732+0.00390361j 0.00526907+0.00170434j -0.0169166+0.017177j 0.00184867-9.66298e-05j -0.0234783+0.015626j -0.011632+0.0110691j 0.00788968+0.00558681j 0.0309709-0.00841294j 
0.00617377+0.0108265j 0.0555703+0.0124142j -0.0182884-0.00766531j 0.00943425+0.00694405j -0.0105613-0.0044935j 0.00184932+0.00757268j 0.00926227-0.00483733j -0.00527167+0.00287204j -0.0101803-0.0100901j 0.00464029+0.00771513j -0.0403843-0.0339179j 0.0882663+0.0439982j 0.00722209-0.0566007j 0.0153309-0.00148495j -0.0459578-0.0225119j -0.0948781-0.0458398j 0.0658444+0.0275155j -0.0261331-0.0320599j -0.00130731-0.0278164j -0.0261921-0.0136508j 0.0646259+0.0366147j -0.0206055-0.0100888j -0.00319451+0.00302575j -0.0654639-0.035962j -0.0115041-0.00645799j 0.0203839-0.0136j -0.0243563-0.0221093j -0.0114887-0.042082j -0.00822193-0.00214482j -0.0369127-0.0747309j 0.0744761-0.0383523j 0.0411381-0.0872875j -6.30695e-05-0.00855893j 0.00207736-0.0238162j 0.00721232+0.0216126j -0.0293271+0.0294309j -0.0460476+0.0442183j -0.0972507+0.120584j -0.0424336+0.0393574j 0.0466527-0.0346324j 0.0290688-0.0144245j -0.0414083+0.0252549j 0.0222555-0.0257505j -0.0578431+0.0339512j -0.0504396+0.0434441j -0.0395668+0.0400925j -0.0166628+0.0188447j -0.0122006+0.0154731j 0.0244932-0.00101791j 0.00560659-0.00326347j -0.0108749+0.00179838j 0.000480534+0.00298973j 0.000535912-0.0102124j -0.00527108-0.0117223j 0.0137326-0.0145881j -0.00162627-0.00281738j 0.000717926-0.0142783j 0.00696526-0.00440978j -0.00125194-0.00328431j 0.0038962-0.00492257j -0.000921963+0.00292314j -0.0124209+0.006643j -0.000134357+0.00247896j 0.000406217-0.0173804j -0.00364722-0.0175385j -0.00135322+0.00622724j 0.0157616-0.0170847j -0.00990358+0.00748918j -0.00299817+0.00273816j 0.00137077+0.00420272j -0.0164804+0.0259503j 0.0154187-0.0126613j -0.0145568+0.0181849j -0.00202912-0.00218603j -0.0169418+0.0139623j 0.00580749-0.00377521j -0.00283386+0.0202133j 0.0239639-0.0147198j -0.0132791+0.0301839j -0.0155771+0.0276731j 0.0190973+0.0408329j 0.0129394-0.0117486j -0.000924901-0.0017302j -0.0101505+0.0163892j -0.00326876-0.0041189j 0.0154057-0.0135312j 0.00468966-0.00589002j 0.00402527-0.00635122j 0.00118268-0.00165357j 0.00948717-0.00766487j -0.00344649-0.00484444j 0.0233985-0.0253564j 0.00221393+0.000723883j 0.00968141-0.0213033j -0.0117908+0.0149893j 
-0.0186025-0.0270906j 0.00253546+0.0154536j 0.00591502-0.00286515j -0.000547927-0.00791924j 0.01199+0.0143139j -0.0118863+0.00248455j 0.00545568-0.00098642j -0.00622917-0.00490616j 0.0112773+0.00738016j -0.00465075+0.00792259j 0.0264356-0.0134331j -0.0597555-0.0538016j 0.0734934-0.00747844j -0.0110751-0.0336109j -0.00453318-0.0186008j 0.0631204+0.0236062j -0.0419862-0.0402862j 0.0772784+0.0421892j 0.0513792+0.0105865j -0.0134164+0.000396136j -0.0369788-0.0139318j 0.0300413+0.0355546j 0.0108635+0.0215894j 0.0431361+0.0262446j 0.0211958+0.0191096j 0.0323115-0.0142507j 0.0136358+0.0245475j 0.0510026+0.00132756j -0.0143941+0.00164452j 0.101859+0.0387344j -0.032454-0.113035j 0.077827-0.0266417j 0.0304649+0.0136696j 0.0222475-0.00164212j -0.0224213+0.00193872j -0.0223781+0.0256181j -0.0315092+0.0340194j -0.0889682+0.094055j -0.0302855+0.0383543j 0.0298142-0.0274774j 0.0110239-0.0184192j -0.0186751+0.026705j 0.0192021-0.0216067j -0.0162748+0.0413311j -0.0353142+0.0383242j -0.0138692+0.0483181j -0.00926239+0.0101706j -0.016513+0.0235994j 0.0162392-0.00189736j 0.0235072+0.0207994j -0.0255297+0.0240675j 0.0222074-0.000843375j 0.0155456-0.0271341j -0.0040269+0.0103659j 0.0160754-0.00525379j 0.00308565+0.00301354j 0.00445426-8.1489e-05j 0.0026103-0.0103591j -0.0020295-0.0022521j 0.0154668-0.0170698j -0.0200587+0.00817446j 0.0132342-0.0032867j -0.00222919+0.00024601j 0.00208576-0.0123353j 0.0245474-0.00114643j -0.0122905+0.000213334j 0.00473277-0.00655991j -0.00100859+0.000594246j 0.00505593-0.000787377j 0.00597092-0.00690809j -0.0107957+0.00244889j 0.00904334-0.00396089j -0.00310683+0.00994118j -0.00971081+0.0146116j -0.0142498+0.0184332j 0.00229943+0.00809039j -0.0137667+0.0121152j 0.0156722-0.0152109j -0.0152356-0.0192574j -0.00308082+0.000833144j -0.0220724+0.0301139j -0.0103937-0.00561206j -0.00178737-0.000853078j 0.0293357-0.00343392j -0.0253424+0.00445326j 0.0173231-0.00800528j -0.012226+0.00800324j -0.003196-0.012191j -0.000409058-0.000964728j 0.0192732-0.0202733j -0.0104265-0.00270182j 0.00800983-0.0220489j -0.000395218-0.00437276j 0.00486131-0.0206526j -0.0253469+0.0156717j 
0.0922827+0.000872411j -0.0571222-0.0433657j 0.000825703+0.0158428j 0.0301894+0.00647643j -0.0385432+0.00206296j -0.0109674-0.012905j -0.00553837-0.00576503j 0.021915+0.00572767j -0.0204306+0.00309365j -0.027117-0.00744566j 0.0505829+0.026867j 0.0725593-0.0597937j 0.0379928+0.0339787j 0.0651645-0.00257522j 0.0555404+0.0320139j 0.0491531+0.0612633j 0.0458794-0.0132064j -0.0366681+0.0271637j -0.0285291+0.00424258j 0.000674701-0.00203363j -0.0046809-0.0287921j -0.0604218+0.002412j -0.0396822-0.00354718j -0.0246924+0.0210795j -0.027917-0.0139704j 0.0336642+0.0117354j -0.0269138-0.0218986j 0.0376399+0.00798075j -0.0016052-0.0131185j 0.017879-0.0378538j 0.0313803-0.0745514j 0.0291459-0.0378206j -0.0110411-0.00168516j 0.00267058+0.00219736j -0.0223044+0.00452347j -0.0173506+0.0235365j -0.0165194+0.0489058j -0.0719236+0.117078j -0.023906+0.0411539j 0.013443-0.0341187j -0.00262174-0.0159941j -0.0053572+0.0366823j 0.0204267-0.0274712j 0.00845088+0.049022j -0.0301024+0.0506978j 0.00440638+0.0391015j 0.000663939+0.014794j -0.00970708+0.007243j -0.0252842-0.004147j -0.0240499-0.0123662j -0.0343625+0.0185983j -0.0323525-0.0201204j -0.0259731+0.00730476j 0.00515599+0.0160238j -0.00604337-0.0107157j 0.0039077-0.0121513j 0.0112183-0.00194508j -0.00826707+0.00940725j 0.00565741+0.0052898j -0.0108824-0.0147003j 0.0198229+0.01456j -0.0102437+0.00689333j -0.0044386-0.00497117j -0.000195693+0.00226935j -0.0154578-5.43254e-05j 0.000243299+0.00327497j -0.00604532-0.00200589j 0.00274011+0.00617443j -0.000123234+0.00438617j 0.00258071+0.00355152j 0.00334291+0.0133746j -0.0016419-0.0124075j -0.0046736+0.00484165j 0.00434844-0.00270577j -0.00319205+0.0146802j -0.00318392-0.00468401j 0.00659588+0.0293979j 0.0117369-0.00542768j -0.00269683+0.00269841j 0.00290855-0.0273857j -0.00292539-0.0281758j -0.0093502+0.00685907j -0.000921651+0.00192174j 0.00344818-0.0158647j -0.00570988+0.0110059j 0.00568288+0.000847175j 0.00109119+0.00840542j -0.00577072+0.000188539j -0.00455593+0.0214642j -0.00854913+0.000917614j -0.00222964-0.00385766j -0.00770945-0.0207315j -0.0123004+0.0206297j 0.0223761-0.0222669j 0.024483+0.010025j 
