0.0408963+0.0118986j -0.0511033-0.0764835j 0.0920636-0.124647j -0.150109-0.0113344j -0.0220058-0.0807088j 0.206458-0.240894j 0.117688-0.0319382j -0.237937-0.0730432j 0.221299-0.15615j -0.130404-0.00256733j 0.256903+0.0938148j 0.0294043-0.440345j 0.0597549+0.233437j 0.145689+0.0833119j -0.110183+0.0749302j -0.475837+0.302288j -0.0458257-0.255444j -0.481883+0.385193j -0.376653-0.495281j -0.031904+0.260971j 0.574672+0.0263129j 0.0754915-0.475318j -0.715563+0.315015j 0.0740925-0.0109434j -0.676419-0.214845j -0.0725114+0.626239j -0.0132336-0.544914j -0.466785-0.185426j 0.0586763+0.149074j 0.121108+0.551745j 0.151911+0.123445j -0.218238-0.0260362j 0.0971384+0.0787656j -0.353318-0.136857j 0.257906+0.00268743j -0.35368-0.0943317j 0.0146724+0.0381274j -0.0962115+0.363499j 0.406013+0.326078j 0.0272965-0.0167792j 0.50031-0.639419j -0.588451+0.104708j -0.702775-0.149305j -0.0751243+0.0671533j 0.569184+0.793701j -0.36913-0.366681j -0.129004-0.335731j -0.53059-0.502909j -0.0195744+0.0776587j -1.1296+0.413172j 0.353095+0.066204j -0.336728-1.03788j 0.426879-0.0189386j -0.0575423+1.02244j 0.737825+0.180694j 0.646825+0.520048j -0.770284+0.105809j 0.0677529-0.247484j -1.05053-0.151726j 0.349058+0.216288j -0.0681065+1.22462j 0.566423+0.476988j 0.988248-0.539256j 0.0630706-0.246941j 0.076868+0.193033j -0.396112-0.317668j 0.334503+0.280335j 0.379037-0.471017j -0.912162-0.133407j 
0.00239541-0.119925j -0.120503+0.313396j -0.231478+0.0484581j -0.377307+0.0208386j -0.09501+0.119365j -0.0471815+0.117359j 0.0348277+0.253446j -0.229456-0.314145j 0.0230575+0.282448j 0.184741-0.0632976j 0.110656-0.269539j -0.0270263+0.501514j -0.0783097-0.153359j 0.156803-0.182419j -0.118318+0.0154976j 0.00059745+0.179969j -0.592332-0.360963j 0.169157-0.678645j -0.314172+0.385295j -0.548091+0.197516j 0.695175-0.00497876j 0.929114+0.15715j -0.117583+0.135723j -0.470303+0.187637j 0.00596007-0.66262j -0.556903+0.17427j -0.63042+0.511757j 0.25869+0.0969043j -0.107293+0.125736j 0.0365634-0.112464j -0.430037-0.00949476j -0.0507992+0.284j -0.0817911+0.3211j 0.454226+0.349165j 0.296095-0.190399j -0.0604285+0.104096j 0.00420789+0.0786833j -0.279506+0.525869j -0.384153-0.0475012j 0.424635+0.333376j -0.46225+0.153783j -0.030236-0.0679882j 0.124228+0.123079j -0.069217-0.0564729j -0.369766+0.740343j -0.0338009-0.0874315j -0.0373428-0.0735712j 0.338907+0.0635776j -0.294857+0.190779j 0.395955+0.746602j 0.778886+0.292193j 0.00858666+0.0281174j 0.856008+0.902816j -0.374386-0.6089j 0.488238-0.439766j -0.303158+0.83888j -0.29608-0.255798j 0.703032-0.849128j -0.196283-0.223693j 0.389482+0.149141j -0.258794+0.352878j -0.012042+1.05881j -0.612836-0.721833j 0.217938-0.780803j -1.00558-0.415868j -0.0933353-0.523873j 0.836283-0.461003j -0.36439+0.487979j -0.253441+0.624849j 
0.220649-0.0874623j -0.25496+0.0492391j 0.272823+0.135713j -0.408611-0.335875j 0.0689994+0.504427j -0.0457853+0.118167j 0.0750709+0.165859j -0.411394+0.14934j -0.233576-0.195664j -0.31703+0.0357831j -0.272204+0.293496j 0.140371-0.887917j 0.543409-0.255078j 0.5496-0.47363j -0.493852+0.105454j 0.0858556-0.653157j -0.0189564+1.07071j -0.832656+0.211504j -0.117568-0.1155j -0.146599+0.289508j -1.4792-0.817448j 0.283594+0.288224j -0.848391+1.13324j -0.287541-0.691935j -0.164065+0.302486j -0.429031-1.26191j -1.14313-0.310384j -0.139243-0.172085j -0.0380509+0.0673263j 0.217502-0.377441j -0.135754-0.176856j 0.0170083+0.062357j -0.35865+0.324216j 0.140549-0.115212j 0.205558+0.0621851j 0.146576-0.189014j -0.00862705-0.0799874j -0.375141+0.487546j 0.0740103-0.151465j -0.194937-0.242499j 0.327161-0.326916j 0.0984476+0.884502j 0.144511+0.346264j 0.0859894-0.0407065j 0.674383+0.223682j -0.0475965-0.302905j -0.11537-0.055361j 0.435514+0.232212j 0.678233-0.398388j 0.41875-0.0268765j -0.546616-0.483322j 0.463171+0.0201063j 0.399428+0.206609j 0.0828627-0.306866j -0.669204+0.349736j 0.0426388+0.453388j -0.148499+0.401085j 0.165224-0.0334762j -0.253855+0.829148j 0.152425-0.24582j 0.367051-0.309865j -1.42197+0.279883j -0.355035-0.787125j -0.129833-0.183745j -0.321921-0.243514j -0.0981563+0.345216j 0.740658-0.117447j 0.0467359+0.471292j -0.0496161+0.395884j 
-0.237473-0.0433802j 0.145229-0.056675j -0.374198-0.368298j 0.31964+0.379441j -0.0875165-0.0275799j -0.0562019+0.589723j -0.343291+0.188693j 0.574771-0.297537j 0.409323+0.10837j 0.182676-0.205664j 0.22451+0.0246073j 0.414792+0.058362j -0.399195+0.775088j 0.14754+0.203289j 0.332809-0.379447j -0.101737+1.10846j -0.826962-0.837651j 0.182104+0.433137j -0.050054-0.000708164j -0.120564-0.367002j -1.35301+0.00527775j 0.929131-0.238621j -0.470542-0.649249j -1.60959+0.440918j 0.170702-0.915752j -0.160746+1.7712j 0.979404+0.237396j 0.387999+0.289613j 0.00907617+0.0730932j -0.143473+0.289757j -0.0723235-0.0196521j 0.0351032+0.341992j 0.202131-0.0956225j 0.253676-0.513045j 0.097452+0.154838j 0.124215-0.199768j 0.0383215+0.108117j -0.303102-0.091807j 0.115381+0.302842j 0.162483+0.166611j 0.149612-0.454713j -0.601823+0.100402j 0.26594-0.0734654j 0.0902997+0.194476j 0.221585-0.477186j 0.14244+0.224022j -0.220001+0.418454j -0.525863+0.491511j 0.378963-0.0116423j 0.155578+0.605936j 0.250225-0.340492j 1.23118+0.069164j -0.312028+0.550306j -0.376134-0.326063j -0.449122+1.00097j -0.14507-0.353924j -0.406157+0.660772j -0.501052-0.246511j -0.321069+0.784701j 0.169314+0.597365j -0.0552608+0.654715j -1.3976+1.49277j 0.00301567-0.20433j -0.0999184-0.0112228j 0.000423583+0.147711j -0.576944-0.157132j -0.0947757+0.185689j -0.199874-0.0389102j -0.0487736-0.0501927j 
-0.0336746+0.334742j 0.149692-0.333965j -0.125236-0.108994j 0.111897+0.168316j -0.16415-0.383889j -0.344221-0.161583j 0.347416+0.104634j -0.0902437-0.243204j -0.234186+0.0439514j -0.0446406-0.0583147j 0.40731-0.486302j 0.551729+0.142763j -0.711279+0.114585j -0.458546+0.123548j -0.195712+0.188037j 0.132548-0.667163j -0.807344-0.0785882j -0.148622+0.145669j -0.55565-0.109043j 0.423683+0.51211j -1.18475-0.0323965j 1.62721-0.0710807j -0.0335654-0.515444j -0.483324+0.561054j 0.0840885-0.103106j -0.842808-0.291411j 0.77573-0.0622638j 0.265636+0.305509j 0.0447104-0.266838j 0.0622121+0.523585j 0.289168-0.484754j 0.0389914-0.0516048j -0.170711-0.24785j 0.0139271+0.381666j -0.574189-0.290604j 0.0237946-0.100233j 0.0318114-0.225553j -0.345104+0.148986j -0.585965-0.083203j -0.170147-0.360458j -0.425196+0.269305j -0.48866+0.19644j -0.58197+0.577378j -0.56457+0.279637j 0.182814+0.460846j 0.310165+0.390315j 0.716756-0.583497j 0.105644-0.772437j -0.345416-0.545688j 0.717055+0.0934709j -0.5796+0.437271j 0.268219-0.32494j -0.469667-0.712367j -0.317212+0.321437j -0.920283+0.435654j 0.605852+0.459311j 0.166585+0.332421j 0.00972842+0.630672j -0.373765-1.05151j -1.46519+0.270375j -0.458711+1.01384j 0.83367-0.11627j 0.152105-0.142j 1.41791+0.462676j 0.183038+0.15433j 0.678045-0.60379j 0.123251+0.463208j 0.0875561+0.313369j -0.55103+0.257134j 
-0.0329327-0.122729j -0.148957+0.297864j -0.390897+0.0225828j 0.0433944+0.0750673j -0.320873-0.035041j -0.0915578-0.0497194j -0.268616-0.184911j 0.169759-0.0432234j 0.0695278+0.202272j -0.120144+0.380887j 0.195152+0.386757j 0.00931069+0.339431j -0.0495799-0.362285j -0.298819-0.206143j -0.00569722-0.274154j 0.102269-0.071215j -0.416834+0.369554j 0.081895+0.164654j -0.695706+0.151131j 0.608969-0.137953j -0.0527873-0.0483803j 0.157133+0.447639j -0.661747+0.347296j -0.137121-0.61989j -0.651923+0.811696j 0.0721861+0.00868312j 0.881521+0.740315j 0.982672-0.172293j -0.141649-0.00733933j -0.0602596-0.0849069j -0.386133-0.332681j 0.00761215+0.461863j 0.165869-0.280816j 0.185478+0.569892j -0.114773+0.116351j -0.398878+0.201881j -0.20105-0.00835103j 0.417593+0.0829355j -0.130157+0.0437129j -0.541214+0.226309j -0.192159-0.455782j 0.0592493+0.0330359j 0.0496524-0.483252j -0.145661-0.463243j 0.463119+0.12134j 0.107578-0.223763j 0.495688+0.199399j -0.157668+0.0100178j 0.777905-0.29498j 0.129804+0.683269j 0.815498-0.354719j 0.328771-0.0983662j -0.349838+0.0302156j 0.274055-0.0465191j 0.20153-0.479712j 0.758558+0.151475j 0.890395-0.102329j 0.291992+0.471257j 0.349569+0.125219j 1.77111+0.152828j -0.073605+0.347847j -0.371061-0.165882j 0.930121-0.614071j 0.571977-0.147215j 0.90088+0.199272j 0.305512+0.592859j -1.11762-0.597829j -0.313756+0.114794j -0.122337+0.444231j 
0.0703909+0.0109589j -0.219584+0.0394399j -0.175305+0.130929j 0.052274-0.158848j 0.196914+0.0727452j 0.522561+0.0965376j 0.220247+0.0875152j -0.247802-0.153982j -0.0540204-0.0508845j -0.202819+0.0982854j 0.0891048-0.196045j -0.935257-0.503198j 0.551787+0.122343j -0.0922918-0.478083j -0.327935+0.180324j 0.0184833-0.128441j 0.54096+1.07826j 0.772311+0.323161j -0.282863+0.350369j 0.086274-0.138627j 0.199305+3.33845j -0.591746-1.41204j 0.303586+1.16012j 0.41521+1.76989j -0.447524+0.0830342j 0.474544+0.45512j -0.304487-0.395114j 0.140486-0.311978j -0.00221037+0.070075j 0.182283-0.0813096j -0.105792-0.171293j 0.0577244+0.19336j -0.0304322+0.0940108j 0.0114629-0.254588j 0.121216+0.109435j -0.00422892-0.335078j -0.0358646-0.0653409j -0.244635+0.22763j 0.0453696-0.0240991j -0.253276-0.120605j -0.0735318-0.371728j 0.0216894+0.677015j 0.225251+0.17501j -0.0651735+0.084237j 0.417207-0.432228j 0.0257748+0.0128881j -0.0358617+0.0276042j 0.0816631+0.127701j 0.138737-0.615591j 0.239183-0.0102904j -0.662078-0.088135j 0.576899-0.585141j -0.0883518+0.0683096j -0.140494-0.272226j -0.203433+1.15341j 0.132705-0.0143194j 0.257388+0.60796j -0.123301+0.101335j 0.0888038+0.60163j -0.0988709+0.140578j 0.0116152+0.111134j -0.938207+1.24175j -0.309936-0.185098j 0.124429-0.173552j -0.00937375+0.0903991j 0.0133737+0.098511j 0.191652+0.00954306j 0.0345505+0.143776j -0.0498123+0.149229j 
-0.238012+0.15207j 0.378606+0.144667j 0.0634747+0.278298j -0.0878617-0.0186969j 0.440028-0.487176j 0.354746-0.697532j 0.326678+0.278262j 0.0904747-0.282881j -0.38719-0.0963443j 0.390741-0.0597886j 0.620552+0.396359j -0.0869773+0.304695j -0.0180884-1.07465j -0.176888-0.441236j 0.309918-0.0883281j 1.31373-0.238257j -0.741618-0.688916j 0.397739-0.429324j 0.225656-0.845864j -0.692163+0.628515j -0.949821-0.582428j 0.256117+0.999218j 0.140359+0.0289472j -0.735864+0.104798j -0.311691+0.359078j 1.19102-1.26148j -0.13254+0.410502j -0.436671-0.0449661j 0.0759517-0.0734452j -0.38925-0.0742122j -0.0230822+0.542241j 0.106456-0.335042j 0.229327-0.0360993j -0.486967-0.0995304j 0.0930196-0.169539j -0.121527+0.292891j 0.178745+0.144088j 0.149061+0.080543j 0.0312363+0.0305618j 0.710041+0.53088j 0.0497484-0.564454j -0.0598794-0.782293j 0.0543077-0.392517j 0.640414-0.176265j -0.390781-0.115072j 0.0796381-0.0530944j 0.0793114+0.804967j 0.0705241+0.366921j 0.655633-0.101308j 0.405048+0.0253652j 0.559008-0.454435j 1.08667+0.152951j 0.15515+0.999908j -0.152788+0.70408j 0.201017+0.145214j -0.456141-0.0914188j -0.79162+0.26446j -0.236024+0.0731841j 0.0969404+0.376191j 0.497717+0.0460915j 0.46414-0.0627288j 0.0950977+0.756265j 0.336203-0.146956j -0.659329+0.694546j -0.161725-0.183713j -0.124869+0.23591j -0.130041-0.120522j -0.0123176-0.22238j 0.369457-0.293j 
-0.151887-0.156951j 0.0940045+0.119618j 0.0635854-0.341916j -0.230313+0.350852j 0.195246-0.190587j -0.131792-0.0119845j -0.029841-0.0491304j 0.395115+0.24715j -0.15881+0.177143j 0.132162+0.141192j 0.282989+0.243255j -0.315952+0.263459j -0.484398-0.348967j -0.386296-0.182738j 0.239983+0.239299j -0.542811-0.00891761j 0.620286-0.674209j 0.033232+0.477271j 0.0141624-0.184723j 0.175496+0.0938282j -0.418959+0.00853886j 0.58114+0.62566j 0.907898+0.0174786j -0.683396-0.466685j 0.65942-0.0419583j -1.33449+0.0318154j 0.0743613+1.08039j -0.130856+0.497159j -0.0183966+0.0144242j -0.44592+0.00862559j -0.00512425+0.112938j -0.351045-0.131272j 0.445513+0.516877j 0.080107+0.221102j 0.0215377-0.18554j -0.00698841-0.0743604j -0.0808156+0.0377083j 0.545834+0.0176688j -0.309995-0.268992j -0.223613+0.343658j 0.0186023-0.52235j 0.643314-0.882271j 0.255417-0.135075j -0.187878-0.301792j 0.385471-0.550085j -0.545704+0.219752j -0.0936609+0.228731j 0.124623-0.737047j -0.10131-0.661308j -0.721443-0.221248j -0.461812+0.751954j 0.0706761+0.501005j -0.0959095-0.603927j 0.185545-0.577053j -0.469587+0.24908j 0.42027+0.038181j -0.380723-0.148623j 0.315879-0.526792j 0.621389+0.181071j -0.903404-0.292892j -1.43688-0.950403j -1.3292+0.505617j -0.634834+0.150164j 0.129737+0.817611j -0.637422+0.0379251j 1.18461-0.13691j -0.405343-0.934312j 0.356632-0.572962j 0.402785-0.297843j 
0.569802-0.0909711j -0.475413+0.23802j 0.162518+0.494919j -0.0215644-0.0892368j -0.0730923+0.204551j -0.18685+0.0362829j 0.256035-0.668377j -0.254209+0.00765455j -0.0946211+0.550489j 0.484592+0.0763301j -0.419822+0.169461j -0.0636407-0.610441j 0.0715722-0.0139138j 0.513379+0.638051j 1.11176+0.211555j -0.630751-0.041852j -0.175888-0.0372657j 0.446244-0.629011j 0.0776547+0.0545836j 0.634456-0.206588j -0.649397+0.0733728j 0.20521-1.10933j -0.71856-0.201321j 0.279059+0.261842j 0.245437+0.0140647j -0.345506+0.0345643j -0.52228-0.677138j -0.0705798-0.624954j -0.259974-0.144697j 0.619441-0.471372j -0.275529+0.215963j -0.0722853-0.589412j -0.0631653+0.0838476j -0.233081+0.260394j -0.441388+0.107114j -0.237196+0.482828j 0.0224458-0.0457732j 0.211+0.279977j -0.506201+0.207304j 0.361678+0.460595j 0.0715971-0.196816j -0.0527278-0.671593j 0.154154+0.427164j 0.565469+0.257661j 0.101848+0.392099j 0.414482+0.0166523j 0.153191-0.0287756j -0.344851-0.415983j 0.119935-0.311184j 0.983493-0.523084j 0.730882+0.213418j 0.859913+0.125198j -0.605085+0.916759j -0.0220658+1.33601j 0.00895507+0.487949j 0.442212+0.0597138j -0.859452+0.0251065j 0.368329+0.352051j -0.676537-0.196068j -0.113048+0.787301j 0.511136+0.43558j 0.522916-0.26221j 0.400156-0.337856j 0.37535+0.610218j -0.0617089-0.369757j 0.202443-0.231111j -0.0228172-0.24266j 0.304721-0.182455j 0.399485+0.167403j 
0.112062+0.213572j 0.241153-0.0408736j 0.34005+0.099077j -0.0543213+0.376831j 0.347442+0.215425j -0.08378-0.215321j -0.0825456-0.153693j -0.468647-0.0682995j 0.0582207+0.43072j 0.174454+0.779163j 0.559812-0.639337j -0.501705-0.0469293j 0.0241603+0.186122j 0.594232-0.0516282j -0.0163524-0.383243j -0.12109+0.517781j -0.29645+0.576441j -0.134504+0.679306j -0.57544+1.36642j 0.0856751-0.564995j -0.649473+0.0214962j 0.273303-0.278583j -0.472628-0.367203j -0.0103602+0.131081j -0.457581+0.597978j -0.0787715+0.584961j -0.530496-0.103929j -0.552869-0.326982j 0.0769218-0.323601j -0.102759+0.112384j 0.676447-0.211187j -0.391827-0.43229j 0.249005+0.147142j -0.62234+0.0142374j -0.36177-0.0651175j 0.28403+0.189164j 0.0103831+0.451106j 0.262695+0.218237j -0.0249491+0.352264j 0.47438+0.382864j -0.69773-0.12658j 0.636286+0.458014j 0.630497+0.665468j -0.326501+0.708675j 0.0102278-0.571237j 0.364818+0.0274287j -0.639174-0.435914j 0.0152983+0.0733165j 0.0216445+0.375939j 0.186326+0.630331j 0.377559-1.31412j -0.279007+0.000670989j 0.0526594-0.54025j 0.295985-0.0284784j -0.589605-0.164332j -0.953888-1.16785j -0.0961237+0.202546j 0.157109-0.660685j -0.259112-0.640922j -0.0480044+0.0808443j -0.489673+0.00707028j 0.16565+0.691036j 0.363588-0.813952j -0.143426-0.191187j 0.669365-0.0511835j -0.025057+0.0478251j 0.0874023-0.394703j 0.575989-0.384372j -0.243845-0.243997j 
0.0236205+0.0211305j -0.0187628-0.0631004j -0.0299282-0.073569j 0.0790672+0.0771027j 0.0142649+0.144322j -0.0245546+0.320309j -0.0172003+0.0866327j 0.103611-0.280957j 0.135712+0.0652378j -0.0688302-0.0430191j 0.245785+0.104676j 0.0910631-0.636076j -0.0876301+0.259504j 0.290348-0.126588j -0.164835-0.418133j 0.00716538-0.00496013j -0.513999+0.428418j -0.0428208+0.298895j -0.353822-0.199589j 0.0521751+0.227387j -2.18128+0.482235j 0.724335-0.681207j -0.679025+0.310441j -1.1317+0.593554j -0.0557011-0.317779j -0.244757+0.401512j 0.233882-0.232146j 0.157448-0.0459972j -0.0331505-0.0223795j 0.077945+0.0613812j 0.101266-0.109672j -0.109697+0.10324j -0.015599-0.0842742j 0.400053-0.191732j -0.280735+0.0422565j 0.230304+0.0650272j 0.000435606-0.02266j -0.408422-0.295957j -0.0164179+0.108659j 0.0337675+0.0961676j 0.554672-0.176063j -0.741878-0.142647j -0.262869+0.250445j -0.140743+0.0174266j 0.443559+0.545617j -0.0877335+0.112827j -0.117974-0.0288056j -0.278848+0.0870532j 0.746831+0.335225j 0.0847295+0.614696j 0.184881-0.759292j 0.925694+1.20053j -0.302534-0.187011j 0.0312365-0.0891596j -1.6721-0.214792j 0.0895577+0.30727j -1.01428+0.0737931j -0.174309-0.102216j -1.05342-0.0534904j -0.554491-0.192068j -0.264706+0.367634j -1.93188-0.947492j 0.532684-0.181302j -0.0767232+0.121089j 0.00883998-0.0209203j -0.139115-0.178324j -0.122028+0.33101j -0.167422+0.100544j -0.16335+0.031261j 
0.22475-0.065859j -0.0677326+0.115125j 0.178515-0.0705041j -0.153539+0.323385j 0.105023+0.0742908j -0.25798+0.0180623j 0.0856086-0.202271j 0.425976-0.435183j 0.522279+0.306847j -0.0811648+0.686372j -0.0067912+0.286473j -0.378522-0.0495833j -0.0123333-0.366999j -0.135074-0.0659768j -0.780606-1.07128j -0.195262+0.0538158j 1.00138-0.125735j 0.578393-0.74976j 0.171203-0.283814j -0.0825411+1.21615j 0.154013-0.975693j -0.543119-0.276738j 0.435264-0.314709j 0.48838-0.0162942j 0.528043-0.166351j -0.0552521+0.0880708j 0.0856534+0.0924773j -0.263049-0.106576j -0.162082-0.201367j 0.101121-0.124258j -0.208541+0.00855138j -0.145313-0.0656486j 0.364457-0.0949235j 0.233967-0.363437j -0.773053+0.158997j -0.396059+0.4046j -0.275581+0.000247271j 0.0532687+0.21637j 0.416108+0.634911j -0.169502+1.2372j -0.178755-0.26264j 0.15236-0.198427j -0.00900532-0.155989j -0.267393-0.525968j -0.973896+0.19626j -0.77083+0.0317155j -0.365798-0.374245j 0.0374565+0.620016j -0.461979+0.424313j -0.023806-0.222176j -0.893087-0.638037j 0.80513-0.111168j 0.832399-0.719974j 0.368954+0.462402j 1.09602+0.0950807j 0.068013+1.34015j 0.192952-0.216941j 0.87917+0.493864j -0.226263+0.315739j -0.987359-0.433055j 0.51466-0.220919j 0.428548+0.171439j 0.365197+0.525561j 0.242809-0.0444866j 0.184119-0.654001j -0.0864633-0.180234j -0.210659+0.0707783j 0.191445-0.388731j 0.255855+0.102322j 
0.195083+0.204033j -0.584036-0.0127711j -0.655262+0.252598j 0.191636-0.0545274j 0.46299+0.0752645j 0.466605+0.0612759j 0.445155+0.264575j 0.304985-0.0073877j -0.440818-0.535713j 0.51077+0.810895j -0.936749+0.189551j 0.182981+0.051191j 1.44772-0.52702j -0.261209+0.0809005j -0.0365626+1.3519j 0.492745+0.724111j 1.10186-1.1367j 1.48351+0.525692j 1.49008+0.157153j -0.429789+0.15303j 0.458348-1.17092j -0.0984811+0.536495j 0.165198-0.461484j -0.023974-0.692726j -0.0203057+0.185605j 1.48585+0.549279j -0.249534-0.284666j 0.339449-0.317231j -0.0577159+0.00561392j 0.585581+0.0314116j -0.277869-0.279864j 0.0797781+0.193872j 0.0988879+0.0694545j 0.107537-0.263954j -0.0151751+0.227753j -0.126584-0.33166j -0.101663+0.0795188j -0.230124+0.0638738j 0.143102-0.0674216j -0.442628+0.243944j 0.361996+0.248672j 0.741864+0.476183j 0.324636+0.160739j -0.131992+0.458351j -0.010244-0.186476j 0.0513184+0.042348j -0.723824-0.225242j -0.00309629+0.142982j 0.0866106+0.672064j -0.0772483+0.389297j -0.394208+0.133228j -0.270702+0.726561j -0.627261-0.607885j -0.321957-0.420552j -0.276299+0.0719748j -0.0747376+0.0186576j 0.0870039-0.448645j 0.0934268-0.215779j -0.388868+0.127604j -0.302805+0.164766j 0.0243871+0.172093j -0.596235-0.0942294j 0.0454494+0.109972j -0.388695-0.720265j 0.130916-0.161931j -0.249981-0.0198294j 0.246961-0.0673107j 0.154-0.0684976j 0.0608422+0.286993j 
0.370337+0.370068j -0.331002-0.301795j -0.247896+0.132233j 0.114466-0.0471354j -0.254404-0.0778023j -0.284614-0.127103j 0.446665-0.0813985j -0.210136-0.248248j -0.146398+0.0650126j 0.152155+0.14639j -0.260047-0.451765j 0.446529-0.0766515j -0.147801+0.052929j -0.386356+0.460556j -0.0683947+0.542679j -0.187693-0.628091j -0.0114028+0.0507606j 0.573944-0.0929442j -0.143801-0.00939498j 0.507718+0.724651j -0.0757288-0.210632j 1.0171+0.030551j -0.0932778-0.562486j 0.0835089+0.580565j 0.325176+0.149635j -0.373029-0.623754j 0.558225-0.393669j 0.456016-0.0147459j 0.133995-0.244698j 0.571924+0.512299j 0.314237-0.224644j 0.18058+0.00916454j -0.0454288-0.351452j -0.350395+0.290766j -0.169605-0.525001j -0.209049-0.119373j 0.239091-0.194524j -0.348828-0.0839981j -0.116127-0.529288j 0.0696437-0.414617j -0.452275+0.0142768j -0.13357-0.0781015j -0.770768-0.106071j -0.505231-0.121066j -0.697058+0.425586j -0.0398945+0.249425j 0.828439+0.218772j 0.742451-0.275316j 0.277911-0.708j 0.530601+0.790562j -0.80668-0.248481j 0.163166-0.120548j 0.298363-0.725953j -0.725885-0.0189351j -0.349861-0.314079j -0.549262+1.0419j 0.314043+0.167008j -0.580625+0.572427j 0.794955-0.869653j -0.707292-1.16639j -0.724559+0.201564j 1.12112+0.785218j -0.0354149+0.144729j 0.129583+1.3563j 0.2775+0.0593696j 0.71635+0.562499j -0.260636+0.24645j -0.20575+0.387807j -0.684388-0.0830095j 
-0.292522+0.365843j 0.132378+0.465582j -0.271892+0.664572j -0.466773-0.0142809j -0.105701+0.534815j 0.492406-0.368063j 0.389278+0.0406374j -0.023379-1.0082j -0.683587+0.0411387j -0.969459+0.83562j 0.914621+0.456462j 0.0862231-0.674813j 0.0279509-0.0458027j 0.212118+0.830397j 0.548416+0.33949j -0.594939+0.417852j -0.447158-0.757782j -0.579115+0.0495012j -1.70155-0.356103j 0.546822+0.148122j -0.0544605-1.22759j 0.375616+0.560052j 0.599475-1.0846j 0.00151103-0.0194134j -0.940101-0.561787j -0.566921-0.0968777j 0.151707-0.896341j 0.463755-0.953607j 0.168439+0.130265j 0.0813499-0.11692j -0.117469+0.464798j 0.393642+0.0405067j -0.149263+0.0468471j 0.181228-0.520783j 0.230801-0.196717j -0.206628+0.0550358j -0.205753-0.0527205j -0.21355+0.161095j -0.0633409-0.237185j -0.455081+0.182357j 0.302877-0.260534j -0.280691+0.225503j -0.537456+0.236966j -0.324899-0.323434j 0.243166+0.116805j -0.167376+0.220463j 0.251498-0.197572j 0.00492764+0.0906605j -0.117249+0.105613j -0.314181+0.098411j 0.32441+0.631083j -0.0555919+0.0135114j 0.128054-0.0368211j -0.293587-0.0483796j 0.160198-0.140362j 0.610069+0.075206j -0.0384275-0.240517j 0.12788+0.243508j 0.324247+0.0648585j -0.088859+0.0139069j -0.0110881-0.246183j -0.393538+0.0113541j 0.163367+0.39912j 0.0363848-0.0594722j -0.116781+0.230877j 0.00330052+0.124614j 0.198566+0.0586447j -0.0450951+0.291589j 0.144211+0.0849994j 
-0.0239693+0.128746j -0.256424+0.198075j 0.131431+0.170659j -0.0375736-0.298045j 0.433773-0.0534106j -0.284775-0.193598j 0.273857-0.313537j 0.307347+0.281677j -0.256808+0.155847j 0.366053+0.461685j 0.333572-0.0130145j 0.419951+0.235843j -0.473814+1.48757j 0.368143-0.521261j -0.0945884+0.324717j 0.0245182+0.620396j -0.14639+1.51309j 0.162666+0.0536423j 0.136758+0.0889311j -0.373469-0.295576j -0.2947+0.7157j 0.434496-0.0697659j 0.269221-0.402699j -0.428122-0.201945j 0.302144+0.157382j -0.0656605+0.15561j -0.217836-0.0217838j -0.00816093-0.305154j 0.226558-0.0592782j 0.0597395-0.0515131j -0.419201+0.176095j -0.112639-0.238195j 0.464877+0.242727j -0.35753+0.410959j -0.640911-0.361842j 0.018502+0.141628j 0.0100389-0.139453j -0.635725-0.641909j -0.189753+0.493328j -0.106109+0.818277j 0.0692218+0.57261j 0.0301227+0.934701j -0.387975-0.408758j 1.02006+0.997248j 0.572894+0.0229183j -0.280385+1.07751j 0.78006+0.598563j 0.078916+0.0587655j -0.41411-0.719514j -0.543321-0.647175j -0.285183+0.0393935j -0.0390961-1.01982j 0.928642+0.3311j -0.384891-0.0606502j -0.136838-1.41739j 0.352237+0.390014j 0.661456+0.271952j 0.412408+0.238553j 1.02827+0.729357j 0.422906+0.0118996j 0.0324548+0.596448j -0.0861041-0.200817j 0.120355+0.0497948j -0.0873698+0.667475j 0.536536-0.132028j 0.0146727-0.359667j -0.110738-0.179882j 0.230046-0.0881138j 0.133098+0.0107271j 
