0.0408963+0.0118986j -0.0511033-0.0764835j 0.0920636-0.124647j -0.150109-0.0113344j -0.0220058-0.0807088j 0.206458-0.240894j 0.117688-0.0319382j -0.237937-0.0730432j 0.221299-0.15615j -0.130404-0.00256733j 0.256903+0.0938148j 0.0294043-0.440345j 0.0597549+0.233437j 0.145689+0.0833119j -0.110183+0.0749302j -0.475837+0.302288j -0.0458257-0.255444j -0.481883+0.385193j -0.376653-0.495281j -0.031904+0.260971j 0.574672+0.0263129j 0.0754915-0.475318j -0.715563+0.315015j 0.0740925-0.0109434j -0.676419-0.214845j -0.0725114+0.626239j -0.0132336-0.544914j -0.466785-0.185426j 0.0586763+0.149074j 0.121108+0.551745j 0.151911+0.123445j -0.218238-0.0260362j 0.0971384+0.0787656j -0.353318-0.136857j 0.257906+0.00268743j -0.35368-0.0943317j 0.0146724+0.0381274j -0.0962115+0.363499j 0.406013+0.326078j 0.0272965-0.0167792j 0.50031-0.639419j -0.588451+0.104708j -0.702775-0.149305j -0.0751243+0.0671533j 0.569184+0.793701j -0.36913-0.366681j -0.129004-0.335731j -0.53059-0.502909j -0.0195744+0.0776587j -1.1296+0.413172j 0.353095+0.066204j -0.336728-1.03788j 0.426879-0.0189386j -0.0575423+1.02244j 0.737825+0.180694j 0.646825+0.520048j -0.770284+0.105809j 0.0677529-0.247484j -1.05053-0.151726j 0.349058+0.216288j -0.0681065+1.22462j 0.566423+0.476988j 0.988248-0.539256j 0.0630706-0.246941j 0.076868+0.193033j -0.396112-0.317668j 0.334503+0.280335j 0.379037-0.471017j -0.912162-0.133407j 
-0.110006-0.125546j -0.035631-0.170472j -0.124389-0.340951j 0.13044+0.56193j 0.0559248+0.231129j 0.104201+0.681748j -0.0293591+0.205628j 0.454644-0.363697j 0.276494-0.225154j 0.00887561+0.178918j 0.243699+0.303333j -0.380684-0.398026j 0.0817196+1.19129j 0.0446251-1.22316j 0.726667-0.672457j -0.24806-0.235536j 0.786783+0.564939j 0.185752-0.278388j -0.406982-0.00121643j -0.432946-0.125615j -0.630205-0.72441j -0.0115697+0.136326j -0.825359+0.108699j -1.84059+0.217217j 0.116492+0.219643j -0.154582+0.562409j -0.22286+0.174681j -0.184114-0.31042j -0.0267492+0.131307j -0.0337919-0.164532j 0.292719-0.210457j -0.333245+0.234859j 0.430741-0.0619349j 0.822349-0.457121j -0.184189+0.0389917j 0.346212-0.335479j -0.0378744+0.0836553j -0.647637-0.364369j 0.135484-0.0901906j -0.343219+0.332283j 0.414612-0.484467j -1.19531+0.503389j 1.02661-0.403884j 0.0901418+0.699424j 0.798328-0.478102j 1.30786+0.1604j -0.0224512+0.543436j -0.781504-0.115432j -0.161015-1.06371j 0.346525-0.402667j -0.250051+0.643875j -0.134957-0.254425j 0.591651+0.257974j -0.0159901-0.127681j -0.548785-0.390766j -0.0521244+0.187345j 0.041848+0.110707j -0.272176+0.220055j -1.04782+0.391604j -0.272731+0.281875j -0.429224+0.252747j -1.1142-0.757105j 0.198797-0.860083j -0.45811+1.60886j 0.342336+0.284131j -0.166467-0.330908j -0.0825083-0.152574j 0.498707+0.0309211j 0.124615+0.0150181j 
-0.392152-0.43451j 0.189654-0.391817j -0.0967932-0.248713j 0.0791153+0.624416j -0.663544-0.125207j 0.272027+0.0276224j -0.543821+0.523539j 0.45745+0.695215j -0.661119-0.609608j -0.019836-0.380903j -0.334945+0.248487j -0.319663-0.514265j 0.173261+0.190242j 0.2166-0.16745j -1.75814+0.286347j -0.212945-0.243438j 0.330374-0.356181j 0.581582-0.586421j -0.00379657+0.144499j 0.547393+0.0534803j -0.306745+1.03127j -0.707694+0.659344j -0.270429-0.729636j -0.508492-0.468295j 0.730521-0.113374j 0.0395858+0.769561j 0.0556462+0.366135j -0.303084-0.274369j -0.212183+0.485622j 0.509101-0.36457j 0.570646+0.216141j -0.188074+0.167241j 0.547283-0.674693j 0.456662+0.279037j 0.999372+0.302846j 0.353045-0.536672j -0.171021+0.35535j 0.238184-0.784432j 0.482787-0.99886j -0.145146-0.667418j 0.402251+0.278342j 0.0443999+0.403923j 0.497271-0.069727j 0.676375+0.00268487j 0.297128-0.181245j -1.36554-0.314044j -0.370524-0.939763j 1.00734-0.212071j -0.898298-0.0187937j -0.0671253+0.170572j 1.0521-0.198112j -0.197597-0.762093j -0.679545+0.70475j 0.567606+0.347749j -0.929941+0.562921j -0.571739+0.254288j 0.277118-0.285477j 0.391392-0.0813862j 0.203738+0.539094j 0.524307+0.672874j -0.0819375-1.03998j 0.119905-0.364286j 0.456182+0.610531j -0.577755+0.202082j 0.667416-0.28316j -0.615527-0.74764j -0.284629-0.0746302j 0.675299-0.194715j 0.0432578+0.520867j 
-0.222908-0.313853j 0.246873-0.0837802j 0.173994+0.453885j 0.0318207-0.770559j -0.37079-0.711869j -0.22147-0.320278j 0.825012-0.129389j 0.208931-0.358583j -0.233566-0.797493j -0.173311+0.401139j -1.21439+0.10472j 0.0351074+0.014152j -1.23814+0.689544j -0.424126-0.59005j 0.547638-0.366751j 0.0404756+0.247184j 0.469783+0.00662659j 0.161409+0.0795677j -0.122084-1.1854j 0.237036+0.573783j -0.161206+0.822076j 0.419389-0.0670379j 0.383022+0.588554j 0.119471-0.703335j 0.355472-0.120531j 0.241174-0.289339j 0.629872-0.138915j -0.405363-0.235223j -0.359903+0.30436j 0.0711228+0.254224j -0.431261+0.416972j 0.597146-0.269327j 0.246249-0.195502j -0.878896+0.844561j -0.107002-0.0836924j -0.432348-1.08302j 0.414793-0.830595j -0.366821+0.0346099j 0.211822-0.205341j 0.297514+0.477128j 0.497039+0.588339j -1.03404+0.868255j 0.703329-0.655538j -0.854074-1.44224j -0.725708-0.351833j -0.630604+0.549565j -1.51773+0.550112j -0.216397-0.536152j 0.208762-0.92403j 0.159767+0.393725j 0.406065+0.234533j -0.457233-0.0199628j 0.0290564-0.135988j -0.210063+0.532564j -0.827755-0.220782j 0.590072+0.873419j -0.000894315-0.0890546j -1.03573-0.045893j 0.527079+0.726786j -0.356789+0.0333719j 0.294505+0.325812j 0.299148+0.319183j -0.313447+0.302428j -0.654141-0.331736j -0.670584-0.477499j 0.249972-0.0569665j -0.226112+0.390891j 0.438923-0.305982j -0.218213+0.0454881j 
-0.0263111+0.289813j -0.293789+0.221485j 0.130528+0.0493285j -0.138969-0.0848431j 0.210911-0.00907546j -0.957543+0.231003j 1.24496+0.299108j 0.363094+0.0401606j 0.381285-0.318719j 0.802854-0.88309j 0.169797-0.114466j 0.0318864-0.131761j -0.200296+0.215008j 0.0652+0.402404j -1.43227-0.3856j 0.390911+0.964577j 0.141677+1.51705j -0.276314+0.370662j 0.336717+0.309861j 0.072674+0.217057j -0.0363503-0.0304035j 0.688129+0.577353j -0.187744+0.576103j -0.206578-0.230928j 0.0801313-0.0519165j 0.057713-0.529332j 0.0175666-0.50069j 0.0767308+0.26814j 0.313444+0.000802219j -0.137555-0.0431398j -0.311913-0.230837j -0.197099-0.0946359j -0.0179135+0.609537j 0.233186+0.245496j -0.500066-1.69766j 0.136448-0.323713j 1.17629-0.000724808j -0.590835-0.524945j 0.644322+0.356747j 0.953385-0.0630853j 0.185837-0.228431j 0.468453-0.138574j -0.0658918+0.15258j -0.277537+1.05105j 0.239747-0.0454089j -0.513587-0.285846j 0.382835-0.229066j 0.541842+0.926467j -0.204221-0.823684j -0.428019-0.49298j 1.11599-0.445438j 0.0611185-0.420551j -1.35723+0.334779j -0.783962-0.774576j 0.492356-0.425732j 1.01942-0.00251628j 1.21676+0.427216j 0.06007-0.436645j -0.102927+0.258505j -0.219262-0.0967226j -1.00977+0.214423j -0.02546-0.0993998j -0.00524918-0.461639j -0.25389-0.0290328j -0.476613-0.262167j 0.294839+0.136738j 0.376284+0.119674j -0.377889-0.127802j 0.0905474-0.0762817j 
0.343284-0.527j 0.635367-0.349287j -0.0663884-0.527915j -0.776721+0.377151j 0.178209+0.368283j 0.673991-0.357355j 0.641334+0.374007j 0.393298-0.433647j -0.584626+0.807634j 1.20661-0.234168j 0.0691185-0.202213j 0.604977+0.533351j 0.719628-0.0381401j -0.496997-0.473217j -0.105795+0.881677j -0.480129+0.789981j -0.258722-0.0139675j -0.705375+0.00537562j 0.373741-0.510656j 0.471968-0.548311j 0.00516081-0.315997j -1.12268-0.555213j -0.288738+0.288359j -0.0128013+0.236272j 0.802471-0.106479j -0.823639+0.0757189j -0.287154+0.0130338j -0.227458-0.347337j -0.689224-0.242835j 0.099618+0.2018j 0.720153+0.714508j -0.128504+0.120012j 0.525296+0.687024j 0.819861-0.204753j 0.693424+0.391908j -0.240343-0.330008j 1.38189-0.626225j -0.42007+0.186906j -0.801523+0.0510902j 0.237337+0.838901j 0.13311+0.359633j 0.516063+0.204066j -0.504981-0.355967j -0.79965-0.58202j -0.103084-0.536639j 0.0725787+0.674436j -0.0425619+0.442158j -0.370971+1.20688j -0.254521+0.354593j -0.845985+0.674809j 0.323841-1.04664j 0.308915-0.110762j 0.881839+0.231225j -0.25052-0.724412j 0.120092+0.148734j 0.338663+0.549335j -0.298923+0.127125j -0.0620334-1.0595j -0.331281-0.606668j 0.334244+0.405944j 0.916546-0.675959j -0.156541-0.0959878j -0.302385-0.0779755j -0.0942784+0.513741j -0.0678291-0.389438j 0.375405-0.832601j -0.0218445-0.12706j 0.294414+0.30445j -0.160047-0.12832j 
0.59774-0.41663j 0.622057+0.38301j 0.0771665+0.450872j 0.6518+0.680237j -1.07709+0.725082j 0.143461-0.566845j 0.300535+0.826837j -0.263808+0.108522j -0.1828+0.352869j -0.588962-1.03709j 1.28492+0.896992j -0.0419269+0.18215j 0.591161+0.354906j -0.649252-0.36863j 0.015726-0.20645j -0.455189+0.4132j -0.315959-0.464726j 0.999176+0.609391j 0.324265-0.564729j 0.465807-0.0597197j 0.227799+0.0479671j 0.164324-0.417618j -0.642121+0.235871j 0.325-0.33431j 0.335127+0.017105j 0.232515-0.0565468j -0.357279+0.330291j 0.102994-0.0188465j -0.51956-0.775997j 0.0902181+0.0198478j 0.0156326+0.809055j 0.935898+0.580184j -0.880733-0.832449j 0.21953-0.529271j 0.0301658-1.35955j -0.505536-0.207995j -1.56239+0.175802j 0.57955-0.690889j 0.427588+0.585826j 1.08502+0.587693j -0.761193-0.568658j 0.00911413-0.76402j -0.601081-0.4572j -0.466319+0.810089j 0.748503+0.460286j 0.876694+0.688318j -0.347839+0.71122j 0.509327+0.287144j -1.06242+0.444565j 0.509216-0.563191j 0.373725-0.206593j 0.320843-0.0643146j 0.296064-0.767269j 0.121807-0.115622j -0.0490297+0.330378j -0.220403+0.58373j -0.331491-0.393659j -0.827778-0.0848571j 0.444987-0.0513168j -0.228481+0.552557j -0.0189348+0.420345j 0.142812-0.0483204j -0.14096-0.257783j -0.167446-0.449664j 0.320039-0.608031j -0.00344285-0.0119567j -0.0857172-0.388772j -0.123596+0.345442j -0.0128132-0.0966604j 
1.01805+0.164925j -0.437388-1.23271j 0.498289+0.665298j 0.317443+0.153989j 1.28187-0.496391j -0.579014-0.713966j 0.714039-0.623403j 0.882553+0.86749j -0.297096+0.436151j -0.476402+0.302442j 0.502521+0.294584j -0.764733+0.748678j -0.330536-0.805849j -0.920243-0.271132j 0.192229-0.0548634j 0.413862-0.222574j -0.0517077+0.406102j 0.117306+1.05749j 0.245157-0.0616382j 0.29647+0.322587j -0.157522-0.130945j -0.383512-0.0168789j -0.174846-0.537392j 0.0201574+0.312865j -0.0663041-0.0228267j -0.159712-0.285044j -0.01224-0.147614j 0.0290872-0.337076j -0.473741-1.21478j -0.0856735+0.0979186j 0.613568-0.740519j -0.430006-1.21442j 0.643539-1.11386j -0.486066+0.153592j -0.365668-0.0187295j 1.74175+0.229201j 0.355901+0.604816j -0.642947+0.863794j 0.685342+0.236115j 0.696678-1.24323j 0.357361+1.02603j 0.182764+0.216937j 0.171981-0.170482j 0.442445-0.254443j 1.52128+0.094322j -0.0284553-0.0551418j -0.282374+0.577232j 0.230433+0.299177j 0.378817+0.921816j 0.492645-0.347429j 0.533073-0.123307j -0.158644-0.123011j 0.617946-0.320764j -0.537989+0.552243j 0.0846862-0.05918j -0.240298-0.105677j 0.234657+0.445241j -0.274822-0.424191j -0.0245511-0.0948853j -0.527525+0.0147545j 0.146787-0.241682j -0.0335836-0.0215073j 0.139545+0.111137j 0.156526+0.162028j 0.259962+0.06931j 0.0665298+0.0634902j 0.0238873+0.0993947j -0.167336+0.0502665j 0.157952-0.0628653j 
-0.12754-0.0314323j 0.0734669+0.174974j -0.151961-0.0178564j 0.0824904+0.329596j -0.163615+0.140414j -0.293581-0.391727j -0.0466489-0.212686j -0.193759+0.319589j -0.0327736-0.428464j -0.0256311+0.107188j 0.309665-0.170221j -0.249607-0.731328j 0.298729+0.181838j 0.420468-0.0205307j -0.0848215+0.0378714j -0.171209+0.471985j -0.0694005-0.458522j -0.523546-0.538655j 0.337419+0.260408j -0.0334729+0.0995025j 0.392903-0.0697596j 0.26507-0.844613j 0.53196-0.627818j -1.03393+0.0880435j 0.685952+0.870309j -0.0352271-0.764173j -0.562686+0.0799827j 2.04697-0.641417j -0.132109-0.0506058j 1.13708-2.00716j 0.00314845-0.114418j 0.0450311+0.123685j -0.0386862-0.147301j 0.0136004+0.168658j -0.0291109-0.150035j 0.00037474+0.18898j -0.0132919-0.00624297j 0.117916-0.040436j 0.236429-0.268188j -0.0118351-0.0335983j -0.128687-0.337548j 0.0264617+0.287876j -0.167852+0.408824j 0.0463837+0.0918314j 0.534662+0.116468j -0.205323-0.0410583j -0.210014+0.0908207j -0.2869+0.191509j -0.126784+0.789746j -0.175941-0.273009j -0.0701099+0.203914j -0.103307-0.204811j 0.0455984+0.121996j -1.08247+0.315971j 0.453628-0.0180725j -0.0166441+0.151979j -0.188169+0.469586j -0.604829+0.0398688j -0.520995-0.721582j -0.284908-0.141498j 0.210006-0.837322j -0.307987+0.360288j -0.39852-0.245785j 0.452691-0.145043j -0.553043-0.418515j -0.412863+0.0613793j -0.237225+0.554488j -0.563283+1.02997j 0.9872+0.486791j 
-0.00766293-0.0586404j -0.0945377+0.0882529j -0.0892394-0.0847307j -0.15682+0.119341j -0.15643-0.0209556j 0.0560574-0.269807j 0.106897-0.0527824j -0.281123-0.0740894j 0.182457-0.11589j -0.0378232-0.00845548j 0.194206+0.133458j 0.254303-0.23306j -0.0068437+0.250643j 0.148027+0.241339j -0.00838529-0.0222379j -0.240374+0.0146446j 0.243267-0.167112j 0.175653-0.177321j -0.311134+0.260254j -0.0811308+0.113264j 0.140641+0.181195j 0.429268-0.0764244j 0.344011+0.294297j -0.130313-0.700346j -0.42265+0.195358j 0.532399-0.20348j -0.103732-0.368287j 1.00542+1.39823j -0.0198435-0.02982j 1.40049+0.233899j 0.00323568+0.0368791j -0.063746+0.167383j 0.113742-0.0566815j -0.107226-0.00775813j 0.163187-0.112688j -0.263237+0.10168j 0.0166499+0.0128956j 0.0337259+0.197055j 0.270303+0.267507j 0.0848844+0.000777094j 0.330227-0.13178j -0.401953+0.060629j -0.46735-0.147482j -0.0672658+0.0862352j -0.105821+0.639969j 0.0905917-0.259164j -0.112247-0.288212j -0.150308-0.37685j -0.905839-0.265193j 0.169894+0.0251014j -0.149113-0.0618087j 0.247464-0.150975j -0.0734547+0.00128767j -0.0623782-1.14512j 0.0406558+0.554235j -0.151741+0.0519091j -0.606614-0.278716j 0.256222-0.910339j 0.833658-0.444139j 0.39787-0.170871j 0.916504+0.68367j -0.347139-0.437888j 0.635947-0.189364j 0.203443+0.803525j 0.948603-1.02303j -0.00015511-0.907071j -1.07692-0.829284j -1.5265-1.63324j -1.10109+0.849786j 
-0.0461215+0.0176422j -0.0797995+0.216094j -0.441434+0.0180994j -0.015936+0.107045j -0.265965+0.152733j -0.569263-0.0652352j -0.0806565+0.132909j -0.269708-0.282952j -0.222246+0.185628j 0.280822-0.237596j 0.164455-0.0111087j -0.421346+0.63639j -0.0635011+0.407541j 0.144321+0.385957j 0.324292-0.0460951j 0.473818-0.442084j 0.388722-0.0756318j 0.0987674+0.824037j -1.2861+0.503434j -0.381172+0.825421j -0.115968+0.269585j 0.140303+0.177544j 0.550675-0.186482j 0.413789-1.33928j -0.0219468-0.81666j 0.407807-0.650328j -1.58912-0.0817804j 0.11293+0.138518j -0.124899-0.0448067j -0.563926-0.321868j -0.354912+0.0189062j 0.230376+0.220218j -0.106853-0.0673044j 0.520159+0.0588562j -0.118899-0.331207j -0.0078085+0.416126j 0.0206276-0.00496684j 0.238549+0.0764403j -0.356085-0.168327j 0.375264+0.0165864j -0.663285+0.0241324j -0.0455093+0.281719j -0.029098+0.436788j 0.0374597+0.283105j 0.196539+0.0667689j 0.523933+0.20248j -0.166968-0.0320294j 0.470886+0.1526j -0.344838-0.233368j -0.0415167+0.727809j 0.330688+0.0194122j 0.188874+0.330232j 0.527599-0.418742j 0.638367-0.0736501j 0.264877+0.521115j -0.271296+0.205626j 0.126802+0.241213j 0.349836-0.410372j 0.543463-0.455457j 0.221059+0.247382j -0.373213-0.0382154j -0.870758-0.271632j -0.205136+0.578828j -0.143656+0.283537j -0.284727-0.539315j -0.72967+0.444232j 0.209806-0.656332j -0.237184+0.436943j -0.12744-0.391438j 
-0.000331489+0.0673267j 0.165503-0.0775079j 0.174654+0.232103j 0.132212-0.0251571j 0.142489+0.0806385j 0.0958603+0.290036j 0.0657037+0.00542594j -0.00660964+0.242928j 0.121574+0.0330926j -0.224159-0.108106j 0.0826975-0.251432j 0.358274+0.0190774j 0.278676-0.0397415j 0.216792-0.0229038j -0.0968183-0.212382j -0.304957-0.178j -0.116355-0.204014j 0.490504-0.210193j 0.393607+0.555932j 0.503179+0.102349j 0.148256-0.102025j 0.125188-0.0822329j -0.147635-0.425883j -0.892817-0.0346644j -0.604407+0.319207j -0.691396-0.281735j 0.370867+1.10003j 0.00941329-0.209604j 0.000599146+0.0569298j -0.177403+0.226451j 0.0379575+0.30232j 0.258318-0.249127j -0.116152+0.000294598j 0.11022-0.539814j -0.366321+0.0530457j 0.478319+0.0613718j -0.00545893-0.0445693j 0.127886-0.333793j -0.234192+0.299742j 0.00269596-0.50603j -0.160876+0.543868j 0.296113+0.151722j 0.22272+0.159907j 0.333172-0.0688061j 0.197186-0.112508j 0.287488-0.558818j -0.0371007+0.15447j 0.165356-0.464097j -0.378347+0.248204j 0.940296+0.322527j 0.243595-0.383984j 0.329058-0.142058j -0.20825-0.574584j -0.0261784-0.77486j 0.694979-0.220154j 0.253045+0.565925j 0.192864+0.0224717j -0.838422-0.87986j -0.291376-0.784081j 0.58887-0.40712j 0.095787+0.205106j -0.724273+0.913104j 0.854262+0.520177j 0.693373+0.204367j -1.32689-0.0557024j 0.325326+1.49616j -0.913952-0.624496j 0.182908+0.77557j -0.124452+0.497122j 
-0.00652281-0.286198j -0.0177801+0.451333j -0.0134899+0.0904498j -0.55208+0.322575j 0.308296+0.0639352j 0.173744+0.134845j 0.403527+0.0198964j -0.641928+0.361449j 0.167738+0.317384j -0.198795+0.0604704j -0.119092+0.819236j -0.19088-0.0132255j -0.0238558-0.515986j -0.548918-1.07056j -0.112981+0.730695j -0.551542+0.594307j -0.274791+0.526876j -0.31019+0.185636j 0.662631-0.246667j -0.448401-0.173261j -0.155582+0.185762j 0.119674-0.822719j 0.291762+1.19658j 0.872861-0.53827j -0.527257-0.600653j -0.0908126-0.187893j -1.60387-0.320724j 0.730561-0.657136j -0.0506182+0.22759j 0.800612-0.616712j -0.116937+0.435949j 0.163656+0.0572008j 0.429309+0.198824j 0.116454-0.453412j -0.19436-0.198314j -0.042351+0.0896505j 0.0359139-0.0357942j 0.950754+0.0998665j 0.0278688+0.319815j 0.0669153-0.173128j 0.34442-0.324469j 0.389596-0.0828584j 0.213884-0.607614j -0.180625-0.117196j 0.266562-0.61833j -0.476234+0.234496j -0.0356976+0.168855j -0.465016-0.575539j 0.50394-0.0676717j -0.114854-0.139569j -0.169734+0.124701j -0.491386-0.166372j -0.0934618-0.266104j -0.0803271+0.151484j -0.554951+0.606461j 0.432621-0.407029j 0.330342+0.602934j 0.255353-0.581634j 0.223021+0.189415j -0.338534-0.373964j 0.538508+0.273554j -0.441649-1.14719j -0.931436-0.147388j 0.0503189-0.749323j -0.633095+0.240436j -0.479548+0.285661j 0.0559941-0.54198j 0.578615+0.508192j 0.394266+0.675506j 
-0.032979+0.223413j 0.176664-0.273561j 0.264423-0.112808j 0.150046+0.187065j 0.0899845-0.178095j -0.1081-0.330918j 0.293659-0.295909j 0.0326964+0.337876j -0.147545-0.0900701j -0.21117-0.220539j 0.499945-0.541525j -0.413128-0.0440671j 0.0391248+0.112907j -0.324506+0.233805j 0.587447-0.0778808j 0.282074-0.20834j -0.179746-0.289905j 0.491053+0.270449j -0.269551-0.716637j 0.671768+0.428166j -0.355335-0.163553j -0.964176+0.384281j 1.26258-0.412793j -0.832827-0.849343j -0.562973+0.0583448j 0.0187412+0.535832j -0.459291+0.30087j -0.680276-0.211191j 0.252185-0.132663j -0.751435-0.139374j 0.511061-0.0560459j -0.111699-0.215126j 0.322419-0.275767j -0.575038+0.0493583j -0.324536-0.0484732j -0.113632-0.102816j 0.00239406-0.150933j 0.323529-0.44624j 0.106584-0.0845082j -0.365853-0.336986j -0.4483-0.605666j 0.11917-0.262301j -0.355109-0.235893j 0.161464-0.19085j -0.224628-0.555953j 0.0273959+0.361117j 0.220984+0.287946j -0.638023+0.0651345j 0.365392-0.600866j -0.281445+0.684681j 0.227241+0.713588j 0.240242+0.411256j -0.824048+0.0958297j 0.529771+0.228561j 0.362537+0.137155j -0.191755-0.456051j 1.20239-0.347254j -0.648119-0.733165j 0.659105-0.138326j -0.916367+0.129285j 0.928506-0.705057j -1.61619+0.0736008j -0.384768+1.04011j -1.09191-0.36262j -0.124216+1.04623j -0.521233+0.70217j -0.091396-0.806132j 0.509276-0.372631j 0.738692-0.360763j 
-0.101502-0.0396399j 0.0955332+0.170711j -0.209731+0.213442j 0.430513+0.0293146j -0.198076+0.0744657j 0.134421+0.0431998j -0.444038-0.0586384j 0.377448-0.148262j 0.336541-0.0052391j 0.458084+0.487621j 0.139125+0.589935j 0.564759+0.180123j -0.472916-0.0691652j -0.476276+0.746935j -0.149098+0.0111715j 0.215729+0.380682j 1.07142+0.566054j -0.00536988+0.028902j -0.338846+0.199037j -0.997016-0.220167j 0.686036+0.258349j 0.00389308-0.284994j -0.5324-0.619983j -0.0519242+0.279004j 0.059628+0.957414j -0.0321304-0.63909j 0.999611+1.45285j 0.0744079-0.101763j 0.0250683+0.0810784j -0.121152-0.161962j -0.0570981+0.362208j 0.341483-0.0767972j -0.0678942-0.363475j 0.0461055-0.402208j -0.0668462+0.184412j 0.0386301+0.27254j -0.0852485+0.146368j 0.149835-0.838234j 0.31654+0.0770692j -0.055554+0.484049j 0.289319-0.0270219j 0.127545-0.494811j -0.407568-0.425218j -0.377117+0.372346j -0.662958-0.263445j -0.00436314+0.32931j -0.154154-0.226301j -0.40078+0.392523j -0.388962-0.462519j -0.337572-0.384482j -0.0484189-0.116425j -0.80177+0.312436j 0.309729+0.301161j -0.125482-0.0232389j 0.0785824+1.20565j -0.749561-0.729467j 0.179883+0.107111j -0.111363-0.325989j -0.516483-0.27244j 0.18176+0.665721j 0.16738-0.00303546j -0.665554-0.17855j -0.646159+0.555869j -0.416055-0.393535j 0.0708714-0.170507j 0.406779+0.492374j -0.473191+0.0887573j 0.46556-0.32392j 0.631006+0.0699635j 
0.303964+0.0555605j -0.0974896+0.119013j 0.330263+0.447235j -0.27294-0.531199j 0.20366+0.0799421j -0.158921-0.565838j 0.236216-0.174362j -0.773233+0.324509j -0.238626+0.248263j -0.0866683+0.0927406j 0.166803+0.233928j -0.304338+0.0181135j 0.183745-0.973235j -0.163802+0.33441j -0.546633+0.597033j -0.138736-0.677496j 0.573313+0.361164j 0.471776-0.557868j -0.612939-0.0560129j -0.883762-0.219985j 0.0380126-0.373608j -1.04918-0.974827j -1.3106-0.510921j -0.200459-0.534007j -0.823456+0.239791j 0.661405+0.303913j 0.221001-1.10246j 0.694753-0.535881j -0.163083-0.0337319j 0.553375+0.155798j -0.149179+0.151611j -0.0132722-0.415035j -0.229648+0.591792j -0.335681+0.311811j -0.018436-0.22345j 0.00958082+0.259574j -0.03847-0.0466594j 0.577609+0.391324j -0.194758-0.0838101j 0.0700051+0.0626522j -0.240689-0.162382j 0.898902-0.426891j -0.184022+0.267067j -0.239904-0.286273j -0.147833+0.0402992j -0.801347-0.0125865j -0.113698-0.050371j 0.473945-0.617134j -0.742309-0.180448j 0.195399-0.21948j 0.0296214+0.637783j 0.00938599+0.549032j 0.48461+0.129367j 0.169286+0.226035j -0.199683+0.0311404j 0.151537+0.0961492j 0.75976-0.101085j -0.0176657+0.535109j -0.491819-0.6366j 0.243141-0.644788j 0.338389-0.415695j -0.0861657+1.02913j 0.557216-0.574271j -1.04191-0.0206231j 0.0909196-0.103692j 0.219415+0.162726j 0.546492+0.0740226j 0.232085+0.562576j -0.0909886+0.356826j 
0.0451565-0.156486j -0.204879+0.113142j -0.299673-0.109659j 0.122857+0.0493172j -0.176004-0.147593j 0.00319904+0.19811j -0.264951-0.234698j 0.320739+0.0568925j 0.0220929+0.157954j -0.126517+0.481912j -0.476705+0.0862921j 0.116788+0.462124j -0.0859825-0.307824j -0.274568-0.114565j -0.347721-0.260103j -0.230588+0.0560908j -0.172736+0.636062j -0.0223338-0.24913j -0.467219+0.248578j 0.107827-1.13709j -0.0713991+0.506975j 0.549285+0.177263j -0.276048-0.859978j -0.397766+0.474209j -0.327997+0.414965j 0.703502-0.230884j -0.286474+0.927742j 0.096044+0.383924j -0.116045-0.0876829j 0.206239+0.268303j -0.226218-0.42871j -0.125108+0.398568j 0.204688-0.210935j 0.184905+0.451772j -0.259163+0.147766j -0.218313+0.0461463j -0.237643-0.122299j 0.381295-0.037725j -0.196827+0.126853j -0.657878+0.0919663j -0.59337+0.408899j 0.205064+0.236929j 0.194084-0.0130586j -0.43159-0.601297j 0.13994-0.449038j -0.0359957-0.188412j 0.515842-0.154432j -0.183907-0.00373j -0.019812-0.59982j 1.04566+0.252931j 0.61163-0.0783351j 0.288369-0.916627j -0.515731+0.682254j 0.46067-0.563907j -0.778387-0.604754j 0.875615-0.700706j -0.222054-1.01441j -0.434933+0.242459j 0.589769-1.10145j -1.13053+0.621368j -0.286077-0.81735j -0.0143165+0.689731j 0.436397-0.298466j -0.0956483+0.338661j 0.962948+0.530366j -0.424318+0.67081j -0.421099-0.409738j 0.140688-0.0264227j -0.505908-0.227166j 
