-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
-0.000553269+0.0164057j 0.0133741-0.0028377j -0.0033044-0.028726j 0.0209385+0.00594626j 0.0412498-0.0410368j 0.0445083-0.014884j 0.00286611+0.0200328j -0.00120917-0.00599981j 0.0220069+0.0121452j 0.00841116-0.0205316j 0.0049833-0.0220006j 0.0124668+0.00223747j -0.0256005+0.00717031j 0.000123842-0.0132491j -0.0127379+0.012704j 0.00114147+0.00459069j -0.0442617+0.0137845j 0.00464016+0.0180903j 0.0160058+0.0201746j -0.0038376-0.01764j 0.0119811-0.00833791j -0.00540849+0.0228583j 0.0172556+0.0179077j -0.0303554-0.0198832j -0.00504865-0.00599291j 0.0113173+0.0166017j -0.00170323-0.0054171j -0.00344251-0.00718518j 0.000143573-0.00056375j -0.00859625+0.015677j 0.0123793+0.0318425j 0.0113048+0.0149326j 0.0127237-0.00697193j 0.00705838+0.00845236j 0.00998237-0.0206458j -0.0341546-0.0107377j -0.00937796-0.0486666j -0.0267414-0.0178949j -0.0137548+0.0349716j 0.0101275+0.0154406j -0.0146308+0.0358466j 0.00936992-0.00334328j 0.00294085-0.00101995j -0.000565154-0.0171142j -0.0208964-0.0138104j 0.00994792+0.0137991j 0.0277956+0.0130993j 0.0136793+0.0300668j -0.000431581-0.0250981j -0.0229047-0.0226396j -0.0561871-0.0763999j 0.0545206+0.000751786j -0.00300254+0.0458334j -0.0588192+0.0223191j -0.0116681-0.0134088j 0.013413+0.000842046j 0.0123482+0.0160055j 0.0564813-0.00822442j -0.011197-0.00620427j -0.0355814+0.0227432j -0.0185428-0.0200696j 0.0138839-0.0432255j -0.00814343-0.000165508j -0.0246264-0.0332099j -0.0234993+0.0214397j 0.0265803+0.0326252j -0.00916412+0.0266669j 0.0498198-0.0193272j 0.00503151+0.0183913j 0.0104009+0.0173033j -0.0126091-0.0166851j 0.00700948-0.00385547j 
0.000228276+0.0169012j 0.00826647-0.00875145j 0.0159451-0.0219596j 0.0170267-0.00500893j 0.0558047-0.0156127j -0.00274552-0.0161279j 0.0106256-0.0181172j 0.0232641+0.00787073j -0.0271573-0.00444991j -0.00307626-0.00133408j 0.0146401-0.00342867j 0.0225527-0.0279256j -0.00810268-0.00416359j 0.00472188+0.0153057j 0.00640022-0.0175196j -0.00653178+0.0049961j -0.0134841+0.00936019j -0.0162653-0.00292796j 0.00673145+0.00274819j 0.00511164+0.00392604j -0.00541746-0.0213815j 0.0102775+0.0203203j -0.00103095+0.00471275j 0.00415008-0.0242514j 0.0490005+0.0299845j -0.00325553+0.00757001j -0.0144855+0.0154565j -0.00066813-0.0133374j 0.0047669-0.00146211j -0.0105212+0.0010592j 0.0132512+0.0443563j 0.00124705+0.0104961j -0.0241574+0.00485934j -0.00981163+0.0135026j 0.012893+0.0121558j 0.00784133+0.031904j -0.0197912-0.0303455j -0.0382243+0.00744598j 0.0266291+0.00131524j -0.0215626+0.0101046j 0.00148702+0.0424405j -0.00763954+0.00473772j 0.0125488+0.01177j -0.0292763-0.0142744j -0.0371189-0.0272189j -0.0232572+0.0247612j 0.00851682-0.0238278j 0.0138697+0.0346934j -0.00212746-0.00803793j -0.0279146-0.0415166j -0.00374771-0.0301104j -0.041332+0.0241544j 0.022369+0.0555759j 0.000787213+0.0489606j 0.0101378+0.045139j 0.00412573+0.0399669j 0.0239247+0.0223874j -0.000632053+0.0068863j 0.0123297+0.000913423j -0.031034+0.0672864j -0.0172011-0.0608979j -0.00501986-0.00679236j 0.0229829+0.02845j -0.0120445-0.00508748j -0.0518163+0.0107982j 0.00265838+0.0108785j -0.0232079+0.0160124j -0.0132646+0.00114399j -0.0246679+0.00193222j 0.0250584+0.0259919j -0.00483145-0.00309511j -0.00633004+0.0049347j 
-0.00608867+0.0153378j 0.00751994+0.000688834j 0.0154315-0.00796227j 1.17667e-05-0.0077688j 0.0321411-0.0216332j 0.000188375-0.0140853j -0.0166484-0.0226609j 0.00843285-0.0227902j -0.00962043+0.00826987j -0.00588501-0.00177016j 0.00892782-0.00767905j 0.0285894-0.00540397j -0.000616385+0.0148291j -0.0110772-0.0119964j 0.00420191-0.0276747j -0.00438515+0.00574774j 0.00238988+0.0151309j -0.00833185+0.0114235j -0.012561-0.018075j 0.00227337-0.00810057j 0.00828344-0.00438958j 0.00523284+0.000867679j 0.0298054-0.011128j 0.0254434+0.00512458j 0.0179087-0.0106389j -0.0227064-0.012572j -0.0162571+0.00213509j 0.00328465-0.0270566j -0.0171233+0.00696105j -0.00314767-0.00360481j -0.017927-0.0366527j -0.00898692-0.0432353j 0.00122627-0.0314195j -0.00919494-0.0407617j -0.00521253+0.0176217j 0.00783907-0.0278655j -0.0106869+0.0324451j -0.0105977-0.020882j 0.0141938-0.0019137j 0.00640505+0.00778721j 0.0139318-0.00348938j -0.0303583-0.00596544j 0.0119109+0.00683727j -0.0316428+0.00453863j 0.0152395-0.00284557j -0.0394584+0.00956209j 0.0110644-0.0044194j -0.0135106-0.0223539j 0.00826223-0.0514666j 0.0245645+0.039461j -0.00746713+0.0215207j 0.018763-0.00677254j -0.0123732-0.00188752j -0.00226184-0.0382454j 0.00155997-0.00737842j 0.0265814-0.0108537j 0.0298739+0.00202812j -0.0131504+0.012752j -0.0143049+0.020373j -0.00187131+0.0138504j -0.0154165-0.0237791j -0.00153867-0.00746487j 0.00368348+0.0284635j -0.0157702-0.00906838j -0.0243218-0.0025623j 0.00878301-0.0205293j -0.0142251-0.00113551j 0.0140763+0.0045055j -0.0197764-0.0066777j 0.0166269-0.00470254j -0.00504996-0.00637812j 0.003194-0.00459299j 
-0.00340129+0.012077j 0.00862524-0.00195431j -0.000220334-0.00589039j 0.00458312-0.0030439j 0.036648-0.00729682j -0.00168776-0.00404733j -0.00065939-0.0183915j -0.00787734-0.0115665j -0.0148436+0.00736015j -0.000272987-0.0129523j 0.0181837-0.00714227j 0.015856+0.00196566j 0.00467105-0.0106316j 0.00137257-0.024468j -0.000775186-0.0224388j 0.00911795-0.0159434j 0.00988738-0.00164914j 0.0139359+0.0116047j 0.00506828-0.0304876j -0.0111936+0.00463718j -0.00307566-0.0120979j 0.00823464+0.0265508j 0.00638027+0.0139061j -0.0288976+0.022988j -0.0140665+0.00392028j 0.0299401+0.0136775j -0.00821128+0.0252583j 0.0116103-0.00952963j -0.0175874-0.0135289j -0.0147341-0.000982514j -0.0179933+0.0104829j 0.0173984-0.0206261j -0.0155212+0.00584787j -0.00414682+0.0109946j 0.00605214+0.015884j -0.0123147-0.00302922j 0.00162638+0.016793j -0.00364818+0.00993222j 0.0122319+0.0125065j -0.00219401+0.00678914j -0.00267868+0.00398063j -0.0271529-0.00584714j 0.0358994+0.00486316j -0.021249-0.00482417j -0.0136824-0.0300132j -0.0371192+0.00341043j 0.0180134-0.0170271j -0.0236776+0.0133318j 0.0182286+0.00129944j -0.0105046+0.00936239j 0.00164622-0.0163547j 0.00856271-0.023263j 0.0296865+0.0310427j -0.00164932-0.0191556j -0.0169229+0.0266447j 0.00682734+0.0252628j -0.00139673-0.0433476j 0.00541342-0.0153325j 0.0202657-0.00816828j -0.00614484+0.0130712j -0.00524813-0.0315985j 0.00565101+1.33502e-05j 0.0149267+0.0338497j -0.0129044-0.0124973j -0.00222173-0.00345159j 0.000941742-0.0129135j -0.0430697-0.0128532j 0.00644448+0.00526163j 0.00141922-0.0173105j -0.00147681+0.0164603j -0.0111043-0.0034107j -0.00103275-0.000144146j 
-0.000621107+0.00121188j 0.00475574-0.00528292j 0.0086217+0.00286341j 0.00767722-0.00312614j 0.0193778+0.00646318j 0.00520993-0.00992577j 0.00708249-0.00857339j 0.00221553-0.0103348j -0.0109268-0.0163234j -0.00149716+0.00243091j 0.0156771+0.00726003j 0.0154574-0.0107885j -0.00231791+0.0102015j -0.00244725-0.00607873j -0.00274117+0.000385992j -0.00206469-0.0112034j -0.0151593-0.0116163j -0.00256361-0.0259104j -0.012396+0.00429214j 0.00411135+0.005887j 0.0114996+0.0159185j -0.00660196+0.00208076j 0.000926424+0.0134324j -0.0307429-0.011468j -0.014327-0.0142769j 0.00584498+0.00558358j -0.00891861+0.0165456j -0.0467363-0.02301j -0.00815014-0.0168001j -0.00269092+0.00266846j -0.0218265+0.00144938j 0.010506+0.019834j -0.00707876+0.020389j 0.00997481+0.00694268j 0.00965404-0.00496127j 0.00969628-0.0131927j 0.0109546-0.00600744j -0.00342821-0.0027727j -0.0150934+0.00880791j -0.013534-0.0102337j -0.00486088-0.00907091j -0.0175794+0.00299684j -0.000432092+0.00846691j 0.00149996-0.00956731j -0.00401923-0.0190691j -0.00693918+0.010888j 0.00329508-0.0417387j 0.00999442+0.0108056j -0.0106801+0.0055306j -0.0267462+0.01515j -0.00538008+0.0272848j -0.0316918-0.00422192j 0.012281+0.0246397j 0.00139392+0.0179536j 0.00467941+0.0113882j 0.00391286-0.0142417j 0.00524079+0.0321399j 0.0100735+0.0251509j -3.12908e-05+0.0245733j 0.0216132+0.0176044j -0.0122783-0.00828109j -0.00430056+0.00389172j 0.00743956+0.0239498j 0.012537-0.000596712j -0.014156-0.000812933j -0.00507855-0.00161314j -0.00103143+0.0027435j -0.00100353+0.00461908j -0.00732939-0.00152098j 0.0165522-0.0077799j -0.000424037-0.00605032j 0.00111715-0.0054405j 
0.00210205+0.0068361j 0.00912219-0.00985605j 0.00623271+0.000388913j 0.0168656-0.00242527j 0.0418284+0.0196923j -1.21167e-05-0.000871281j 0.00183038-0.0239825j 0.0171434-0.0124276j -0.00872151-0.0147147j 0.0147439+0.00117778j -0.000817931-0.00153038j 0.0183592+0.00588842j 0.00946697+0.0218434j 0.0304453+0.0148984j 0.00127072-0.00169711j 0.000537597+0.0033211j -0.0256537+0.00881497j -0.0304302+0.028607j 0.0223399-0.00247335j 0.0168897+0.0104243j -0.0188554-0.0117671j 0.0206634+0.0239719j -0.0299624-0.0121924j -0.0019522+0.00189406j 0.0173659+0.021716j -0.004076-0.0129705j -0.0127129-0.0183646j 0.0023114+0.0308935j -0.00548795-0.0271707j 0.00179513-0.0155992j 0.0146538-0.00989438j -0.00330337-0.0124581j -0.0173367-0.0392169j 0.00237331+0.000135744j 0.0157476+0.0213301j -0.00740113+0.0103051j 0.0139928+0.0124689j -0.00806391+0.00924713j -0.00913754+0.00455165j -0.00861919-0.00696365j -0.00664076+0.00352445j -0.0343385+0.00365784j 0.016828-0.00411464j -0.0298735+0.0101537j -0.0173753-0.042206j -0.0165009+0.0211928j 0.00382454-0.0271006j 0.0098112+0.0196723j -0.0170527-0.0142479j -0.0134091-0.0112088j -0.00909592-0.0023529j -0.0171742-0.0374717j -0.00266383-0.013113j -0.0146354-0.00262005j 0.0197178+0.0100179j 0.0101754+0.00717285j 0.0125329-0.0488543j -0.00752959-0.013119j 0.0186492+0.0164814j 0.0240079-0.00782419j 0.00459564-0.0377965j -0.00089339+0.00706517j 0.0158943+0.0313504j -0.0092315-0.0139038j -0.027055-0.00435173j -0.00341167-0.0199868j -0.0292735-0.0176606j 0.00339984+0.00503224j -0.00205958-0.0102072j 0.00880083+0.00852192j -0.00650599-0.00641592j -0.0015943-0.00303853j 
-0.013911+0.00625453j -0.00315034+0.012634j 0.0198458-0.021499j 0.0142834+0.0147412j -0.0020398-0.0441039j -0.00348919-0.0117852j -0.0209745-0.0245709j 0.0267585-0.00605316j -0.00215152-0.00910499j -0.00453735+0.00141498j -0.0207531+0.0191414j -0.00747522-0.0160384j 0.00885921+0.0267355j -0.0478324-0.0456039j -0.0187764-0.00872813j 0.00665825-0.0195622j -0.00147562-0.006717j -0.0427884-0.0158872j -0.00280627+0.00299445j 0.0138305+0.00935949j 0.0142253+0.0040359j 0.0174836-0.00527966j -0.00605245+0.0221179j -0.0243876+0.00513327j 0.0130545+0.0217518j 0.00970192-0.00401771j 0.00429635-0.0113994j 0.00541408-0.0427789j -0.00707272-0.037535j 0.0240463+0.0153506j 0.0348534+0.011289j 0.00579633-0.0028606j -0.0301442-0.034849j -0.0317711+0.00486066j -0.000163696-0.00275809j 0.0233098-0.0460506j -0.0209866+0.0249623j 0.0120139-0.0171006j 0.0238424-0.0251609j -0.00974806+0.0203832j 0.00355975-0.00438131j -0.0182106+0.0200896j 0.0233961+0.00560779j -0.0265553-0.0119478j 0.0452309+0.0313557j -0.0555267-0.00976716j -0.0115528-0.00389629j -0.0104343+0.0134701j 0.00389951-0.021062j 0.0819874-0.0115467j -0.00182841-0.00369736j 0.00509904+0.0149354j 0.00206489+0.0426592j 0.0133609-0.00291049j -0.0206898+0.0313062j 0.0346056-0.0118359j 0.0394336+0.0168492j -0.0315327+0.011968j 0.0158808-0.00671334j -0.063875+0.0369674j -0.0503542+0.00789323j 0.0295897-0.0134659j 0.0126901+0.0374219j -0.0147285+0.00522792j -0.0452356+0.00287177j 0.0205813+0.0376499j -0.00537448+0.000497045j -0.0052576-0.00881443j -0.0590806+0.0126328j -0.000295545+0.031813j -0.00957485-0.00727239j 0.00460068+0.00363182j 
0.00433005-0.00242408j 0.00308727-0.000471449j -0.000972527+0.00691837j -0.0121617+0.00547832j 0.00547182+0.0162328j -0.00599167-0.0169928j 0.00192153+0.0266125j -0.0175226-0.0155414j 0.00994984+0.000588854j 0.00829521-0.0167964j 0.0120071-0.0101091j -0.013404+0.0281533j 0.0138555+0.0139399j 0.000119826+0.00725431j 0.00204836-0.0134979j -0.0299552+0.0100002j -0.0293809-0.0212832j -0.00199941+0.020812j 0.00267776-0.0263531j -0.00390784+0.00584408j -0.0273418+0.00331505j -0.00323645+0.0173592j -0.00373445+0.0119565j 0.00802783+0.0082528j -0.0130388+0.00420447j -0.0065358-0.00303583j 0.00254135+0.010115j 0.000718953-0.0111347j -0.0133096+0.00758565j -0.0111966+0.018684j 0.00593707-0.00353392j -0.00313302+0.0139071j 0.0333874-0.0234987j -0.01811+0.0223257j -0.00044358-0.0017691j 0.0195016-0.0146202j 0.0156885-0.0243427j 0.0300267-0.00776739j -0.00982557+0.00737485j -0.0244227+0.00444129j 0.0146298+0.0064444j -0.0252424-0.000677733j 0.0124985+0.0241502j -0.0238919-0.025636j 0.00558876-0.00754128j 0.00878702-0.00829117j 0.00557295-0.0160005j 0.00926962+0.00286833j -0.0195911+0.00646426j -0.00420844+0.000280254j -0.0102632-0.00649697j 0.0018614-0.0143514j 0.0155922+0.0199145j -0.00833057+0.00121925j -0.0144514-0.00979873j 0.00105801-0.018027j -0.00283096+0.00599718j 0.0132819-0.0250408j 0.0135217-0.0121052j 0.0137814+0.00357122j 0.00581516+0.0236697j 0.00733454-0.000907785j 0.00805202-0.0295804j -0.0031623-0.00173126j 0.0158287+0.00763682j -0.00100452+0.0206175j -0.00193591-0.00235614j -0.00742631+0.0184067j 0.0180739+0.000209352j -0.000633365-0.0171127j -0.0023856+0.000378379j -0.00245019-0.0111768j 
0.00365658+0.00805311j 0.00313985-0.00300569j 0.00772816-0.0159442j -0.00160202+0.0045512j -0.00849351-0.0171926j 0.0127876-0.01623j -0.0161654-0.00956222j 0.00428182+0.0049845j 0.00499524-0.0169835j 0.00706394-0.00347029j 0.0034522+0.0263731j -0.00716434-0.0153626j 0.00255607+0.00459527j 0.00696369+0.0120459j -0.0125088-0.0287626j -0.00522496+0.0174144j -0.010496+0.000724467j 0.00756679-0.0121698j -0.0018392-0.00101342j 0.007794-0.0220009j 0.00431799+0.00159092j -0.000493656+0.0103213j 0.0219821-0.0161425j -0.00820016-0.010947j -0.00291304+0.00433264j 0.00476531-0.00191429j -0.00175191-0.0217866j -0.0101856+0.00530184j -0.00966357-0.00343829j 0.00463972+0.0161883j 0.0067404+0.00457406j 0.00565858+0.0237746j 0.0252468-0.00629711j -0.00487096+0.00156106j 0.0253629-0.0192297j -0.00168961-0.00481142j 0.00177259-0.0214004j -0.00705944+0.00825874j -0.0199843+0.0245683j -0.021686+0.00229398j -0.0151146-0.0160767j 0.00884876-0.00964258j -0.00806424+0.00699026j 0.00262492-0.0257791j -0.000726022-0.0117685j 0.019941-0.00931873j 0.0115767-0.00314081j -0.000617319-0.018507j -0.0366063-0.0200187j -0.0177063+0.0140579j 0.0148149-0.013259j 0.00874712-0.040823j 0.00401736-0.0514139j -0.0120297-0.0111339j 0.0281997-0.0410243j 0.0103836-0.0140417j -0.0246365+0.0049843j 0.00702299-0.00598771j -0.0285412+0.0226153j 0.0266334-0.00218773j 0.00569043+0.00873292j 0.0149829-0.0168921j 0.00595286+0.0162369j 0.012529+0.0165163j -0.0178416+0.00164989j -0.00204443+0.0025622j 0.0136807-0.000637125j 0.010637-0.0291922j -0.00683388+0.00810191j -0.0057025+0.00553517j 0.00223922-0.00561503j 0.00420367+0.0128261j 
0.00278441+0.00395346j 0.00616612-0.00293638j 0.00611838-0.00916419j 0.00359233+0.00402077j 0.00916819-0.00757591j 0.0311439-0.0100989j 0.00123235-0.00943777j 0.00715592-0.00893153j 0.00207451-0.01601j 0.00261851-0.00926934j 0.0196652-0.00161158j -0.0220209+0.0228266j -0.0147577+0.00813575j -0.00683535-0.0185331j -0.00772914+0.00343556j 0.00335908-0.0135915j -0.00811576+0.022317j -0.0220534-0.0077796j -0.0123983+0.00412303j -0.00666364+0.00746257j 0.00165204-0.0215614j -0.00569186+0.0117995j -0.00815362-0.00912615j -0.0297299+0.00902206j 0.00301149+0.0177947j -0.0128939+0.0294894j 0.0030664-0.00235761j -0.000767749-0.00456566j 0.00192403-0.00881129j 0.0105756-0.00913822j 0.00714364-0.00217845j 0.0126813-0.0171497j -0.0206017+0.000393148j 0.0124323-0.00990166j 0.0397984+0.00155927j -0.01521-0.0241029j -0.00633067-0.00538797j 0.00620839+0.0158781j -0.0109252+0.0135514j 0.00500733+0.0233642j -0.0253598+0.025687j -0.0360284+0.00573028j 0.0118565+0.0371026j -0.0300603+0.000252973j 0.00363079-0.0205118j -0.0181774-0.00502033j -0.0267401-0.00943681j -0.0155957+0.00728644j 0.000447903+0.00943731j 0.021924-0.0232785j -0.0137555-0.0423425j -0.0255057+0.0175822j 0.0251871-6.66202e-05j 0.0103926+0.0243527j -0.0166143+0.0110732j 0.00293419+0.0133915j -0.00114984-0.0249704j -0.0478173-0.0245696j 0.0192637-0.0296653j -0.00681227+0.0277269j -0.00903111-0.027217j 0.0242256+0.0259594j -0.0118831+0.0232015j -0.0329376+0.0161727j -0.0149691+0.0204761j -0.013976+0.00147157j 0.0311973-0.00851755j 0.0419239-0.0100806j -0.0124038+0.00262429j -0.00470442+0.0317149j -0.00624445-0.0031024j -0.00308512-0.00671578j 
-0.00204151+0.00386566j 0.00440399-0.00554841j 0.0076296+0.0120514j -0.0118194-0.0125591j 0.0152157+0.0124608j 0.0205592-0.0129071j 0.00735848-0.0104164j -0.0113402-0.0283514j -0.00323322+0.00814525j 0.00773559-0.00972394j 0.0150528-0.0174569j -0.0256116+0.0175045j -0.0010152+0.00908035j 0.0298812+0.000820832j 0.00740652-0.0104359j -0.00686334-0.025308j 0.00753451+0.0134835j 0.00508175-0.00265595j 0.0087058+0.0142791j -0.0101696-0.0105973j 0.0167027+0.00435175j -0.004366+0.00667214j -0.0129644-0.021432j -0.010622+0.0213477j 0.00751939+0.00760484j -0.0209924+0.00166526j 0.00520471-0.00583021j 0.0119441+0.000237847j -0.00753947-0.0050264j -0.018684-0.00797413j 0.0178489-0.0300802j -0.0137637-0.0190612j -0.0164634-0.0176112j -0.00313003+0.00202592j 0.00432327-0.00255735j -0.00167123-0.036773j 0.0174144+0.00701815j 0.000746561-0.00953293j 0.00947488+0.00573061j -0.000808042-0.00394907j -0.00803946-0.0251441j -0.0399193+0.0126866j 0.0122084+0.0134081j -0.0209035-0.024325j 0.00294637-0.0152684j -0.016899+0.00894087j 0.00670829-0.0293403j -0.0167979-0.00870361j 0.0162685-0.00845107j 0.0133058+0.034252j -0.0180893-0.00372369j 0.0264109-0.017618j 0.00931471+0.00763489j -0.0149936-0.0140129j -0.0339181+0.0134167j 0.0146152-0.0156099j 0.00729286-5.22572e-05j 0.00794961-0.0190781j -0.023115-0.0192666j -0.00863289-0.0023047j -0.00324452+0.00854535j -0.000840334+0.0101281j 0.00132089-0.0143707j 0.0222474-0.0165899j 0.0164036+0.0105173j 0.00750463+0.0169857j -0.0224959+0.00722269j -0.00205277+0.018073j 0.0143189-0.00155846j 0.00264657-0.017563j -0.00591327-0.00375533j 0.00175373-0.0124327j 
-0.00463401+0.00239066j -0.00561187+0.00820517j 0.000788861-0.0203609j -0.0131379+0.00226466j -0.0159657-0.00831068j -0.0202781-0.0108667j -0.0272642-0.00846988j -0.0225141+0.0178335j 0.00860425+0.0135809j -0.00320167-0.00184734j -0.0165202-0.00689151j 0.00140909+0.00176719j 0.0154666-0.018616j 0.0166884-0.0240045j -0.014925+0.010027j 0.00630661-0.00772835j 0.0240685+0.00658199j -0.000360961-0.0113932j 0.000817172+0.00268594j 0.0130208-0.00389316j 0.0224227-0.0152448j 0.00624603-0.015341j 0.00324449-0.0142716j -0.00873681-0.0141913j 0.00938226+0.00856146j 0.0122577+0.0143321j -0.000485166-0.00362511j 0.00405505+0.0109597j 0.00893178+0.010279j 0.00874979-0.00058693j -0.0232592-0.0086317j 0.0105426+0.013217j 0.0421311-0.0128472j 0.00361553-0.0176318j -0.0273718+0.028209j 0.030262+0.0171332j 0.00142836-0.00281843j 0.0177572+0.00507961j -0.0093984-0.0126725j -0.0152606+0.00172069j 0.0298376-0.00346868j 0.0127175-0.0103167j 0.00826053-0.0207682j -0.00511385-0.0208368j 0.0292524+0.0116938j -0.00609833-0.00403512j 0.00421435+0.0115663j 0.00428611-0.00825638j -0.0224525+0.015378j 0.0250518-0.0183232j -0.00211242-0.00616369j -0.0092432+0.0114449j -0.00349812+0.016127j -0.00722467+0.00402854j 0.00397638+0.0162851j 0.00609455-0.0136359j -0.0037282+0.00399413j 0.00799957-0.0184976j 0.0226358-0.0200087j 0.00383497-0.0117481j 0.00574812+0.0224258j -0.00780976-0.0214747j 0.0230976-0.0227436j -0.0117782+0.00280961j 0.00454705+0.00107144j 0.0018069+0.00665629j -0.010093-0.0111662j -0.0301745+0.000473201j -0.00452713-0.00317237j -0.00550741-0.00797749j 0.0051309-0.000386883j -0.0010019+0.0061112j 
-0.00549184+0.00524095j 0.00584875+0.00272613j -0.0121708-0.0266721j 0.0147591+0.00385876j -0.00762957-0.0303826j -0.00535724+0.0170002j -0.00276878+0.00772466j 0.00565702-6.44957e-05j -0.00236233+0.00476855j 0.00605391-0.00972981j -0.024292+0.00578465j 0.00974703-0.0121975j 0.00896171-0.0110099j -0.0118073-0.0184083j -0.00677697+0.00999452j 0.0128882+0.00343135j -0.0181504+0.022436j -0.0139397+0.00605165j 0.0184065-0.00917556j -0.00186111+0.00590829j -0.00355655-0.0102696j 0.0212782-0.0029405j 0.00321038+0.0119692j 0.0179044+0.00389789j -0.00424355-0.0183021j 0.00238085+0.0118374j 0.00252334+0.0091704j 0.00523338+0.0153809j 0.013903-0.00327974j -0.0236998+0.0036758j 0.0178635+0.0303652j -0.00560893+3.24697e-05j -0.00883017+0.0264707j 0.0181838-0.0124768j -0.0113946-0.00779629j 0.00283077-0.0101058j -0.00634934+0.000163785j -0.0113767+0.0158994j 0.00244377+0.0155332j 0.0147672-0.0152933j -0.0117672-0.00385615j 0.0281613-0.0224996j -0.0207789-0.0187729j 0.011554-0.00471897j -0.00996771+0.00874239j 0.0150986-0.0038658j 0.0224906+0.0260792j 0.000947124-0.00600567j -0.00458791-0.008141j -0.00666895-0.00433774j -0.00701743-0.0077766j 0.0290299+0.00382738j -0.0319844-0.0224226j -0.0228135+0.00666618j 0.000505634+0.00022084j -0.00221075+0.000300726j 0.0137085-0.0142224j 0.0189047+0.0106207j -0.0231089-0.00357112j 0.00905501-0.00588958j 0.00173171+0.0110423j 0.019016-0.0225094j 0.00372444+0.00985265j 0.00237376+0.00394255j -0.0211338+0.00544812j 0.00446803+0.00145048j -0.00580849-0.00293011j 0.0205549-0.0175231j -0.0067976+0.0093263j 0.00412839-0.00115594j -0.000597357-0.0115656j 0.00639436-0.00149262j 
0.00113408-0.00941555j -0.0084274-0.0023017j -0.000298685+0.0370907j -0.0176438-0.0012368j 0.00089838+0.0360278j -0.00394583+0.00464136j 0.00855614+0.0252557j -0.000862025+0.00726573j -0.00121913+0.0135265j -0.00248149-0.00172311j -0.00193984-0.00603614j -0.0033871+0.0194856j 0.0141221-0.0060134j -0.00269525+0.000414858j -0.0147911+0.0117876j -0.00409324-0.00731289j 0.00704953-0.00507876j -0.000579831+0.00703j 0.000274869-0.0213947j -0.0104012+0.0160059j 0.0161989+0.00508966j 9.78062e-05-0.0156616j -0.00475141+0.00638529j 0.00605712+0.000950623j -0.0103866-0.000540207j 0.00949271+0.00603682j -0.00343922-0.0232497j 0.0131034+0.00992234j 0.036934+0.00547839j 0.00802865+0.00766371j -0.0133211-0.0158925j -0.00925991+0.000979229j 0.0148453+0.00712204j 0.0119909-0.0159189j 0.00554238+0.000641198j 0.00623844+0.00112362j 0.00798759-0.00496286j 0.00863744-0.00975064j 0.00219222-0.00212446j 0.0100076-0.0190349j -0.0124776+0.00635775j 0.00417214-0.0103571j 0.00887224+0.000135257j 0.023006-0.0112401j 0.0371012+0.00579461j 0.0201168+0.00200019j -0.00848569-0.0111488j -0.0123084-0.0326037j -0.0186951-0.00723355j 0.00265348+0.00915929j 0.0130914+0.0205476j 0.00408567-0.0146252j 0.00559517-0.022751j 0.00678985+0.0137706j 0.0345831-0.00758588j 0.0072007-0.0174768j -0.00735432-0.0161396j -0.00964198+0.0164199j 0.0276183-0.00883846j 0.0292202-0.000462872j 0.00918631+0.0183492j 0.00129909+0.0155711j 0.00912759-0.0176706j 0.00678456+0.0463939j 0.0136707-0.000180701j -0.00887729+0.0219908j 0.00148503+0.00907241j -0.0169529+0.00542549j 0.0187408-0.0119262j -0.0117177-0.0114067j 0.00148494+0.00440489j -0.00559302-0.00437809j 
