-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
-0.00281429+0.00612558j 0.00238824-0.00434283j 0.00692668-0.0037204j -0.00495901-0.00273005j 0.0126609+0.00595391j 0.00121874-0.00652059j -0.00665115-0.0167618j -0.00465283+0.00116208j -0.0040397-0.00292391j -0.00609064-0.00483634j 0.00272003+0.00963079j 0.00398246+0.00408552j 0.00474559-0.00675061j 0.00100458-0.000771248j 0.000331273-0.00968227j 0.012706+0.0100341j 0.00535142+0.00384452j -0.00292574+0.00104408j 7.07027e-05-0.00489991j 0.00767845+0.00992248j -0.000233466-0.00421614j -0.0028511+0.00505031j -0.00362615-0.00341525j -0.00256982+0.00355937j 0.004198+0.0122788j 0.000618433+0.00353074j -0.000830133-0.00857606j 0.000649009-0.00161974j -0.00477238-0.00213256j -0.00319822+0.00970308j 0.00187481-0.000294869j 0.00832435-6.17434e-05j 0.0060649-0.00405158j -0.00316942-0.000935754j -0.00468387+0.0084434j 0.0129308+0.0120318j -0.00959032-0.00708844j 0.00316058+0.00951885j 0.00100908-0.00424178j -0.00350105-0.00530904j 0.00395933+0.0116791j -0.00514565+0.0073889j 0.00661471+0.00266673j 0.000409849+0.00338268j -0.00334806-0.00612877j -0.0139598+0.00900594j -0.000357631-0.00396674j -0.00850212-0.00755084j 0.00942728-0.00458762j 0.00726293-0.00351107j -0.00131898-0.000590082j -0.00487184-0.00241718j 0.00875294+2.56033e-05j -0.00142312+0.00603623j 0.00621934+0.00348877j 0.00386326+0.00814163j 0.0115609-0.00279851j 0.00299296+0.00171876j 0.000395597+0.00525198j -0.00306804+0.00277064j 0.00729983-0.00954846j -0.0135185+0.00380413j 4.67342e-05+0.00296126j 0.00107649+0.00349921j 0.00251253+0.00548791j 0.00474836-0.00693865j -0.00407507-0.000495964j -0.00387716+0.000775616j -0.000175894+0.000859849j -0.00129296+0.00154124j 0.00232668-0.00266478j -0.00243086+0.000991492j 
0.0104873+0.00208026j 0.00362269-0.00591184j 0.00988206+0.000853134j 0.00937806-0.00760677j 0.0173901+0.0114269j 0.00427797+0.0139415j 0.0117009-0.0146399j -0.00596453-0.00818982j -0.000408345-0.00548071j -0.0111326-0.00334388j 0.00487466+0.00517064j 0.0193499+0.0170339j -0.0222354+0.0071905j -0.000823017-0.00696752j -0.00191291+0.00851682j 0.00138612+0.00994674j -0.012261-0.00369368j 0.00996911+0.016711j 0.00675054+0.00093543j 0.00638647-0.0017095j -0.00247084-0.00305659j 0.00159349+0.00208654j -0.00299502-0.00461947j 0.00221804+0.000278461j -0.000854462+0.00297804j -0.00384504+0.0107965j 0.00157078-0.00139727j -0.0110355+0.00434652j 0.0139739+0.00439178j -0.00463738-0.0147734j -0.00569248+0.00793761j 0.0117726-0.00712046j 0.000529744+0.0168282j 0.0180396-0.00262568j 0.0144038-0.0012182j 0.0124263+0.020271j -0.000413081+0.00128479j -0.00849324+0.0168804j 0.000526846+0.0147854j -0.000192389-0.0166014j -0.00974178+8.06705e-05j -0.00840232-0.0183213j -0.00668422-0.0096975j 0.00441653-0.00691993j -0.00898392-0.00864734j 0.0144887-0.00228806j 0.0125738-0.00953767j -0.00635937+0.0227938j 0.00556265+0.00888677j -0.0183083-0.00386146j 0.00556949-0.00230146j -0.00330701-0.00968436j -0.00504679-0.0112362j -0.0134453-0.011358j 0.00810719+0.00575634j -0.0118751-0.00345899j 0.000832673-0.00954064j 0.0178571+0.00984069j -0.00951651+0.0128493j 0.00741368-0.00178351j -0.000440847-0.00910588j -0.0131019-0.00802854j 0.00318264+0.00612734j 0.00833743+0.00911385j -0.00422815+0.00899608j 0.00737675-0.00835289j -0.0115811+0.0001052j 0.00720983-0.00849308j 0.00913709+0.00468953j 0.000885739+0.00393325j 0.00239776-0.00423406j 0.00712625+0.00309744j 
-0.000875225-0.00630768j 0.00416236+0.00315114j -0.00133976+0.0201392j 0.0104806+0.00948239j 0.0103833+0.00440144j 0.00762717-0.0154356j 0.000112456+0.0184714j 0.00677447+0.00656398j -0.00304057+0.00997171j 0.00654744-0.00329733j 0.00634515-0.0145795j -0.0049779+0.00874042j 0.0110686-0.0017315j 0.00182074+0.0096892j 0.00470062+0.00154522j -0.00125359-0.00851927j 0.00514582-0.0033579j -0.00895334+0.00620594j 0.0063391-0.00380008j -0.00459075-0.00102767j -0.00764446+0.00119466j -0.00873057+0.00246659j -0.00718678-0.000146229j -0.000612281-0.00117429j 0.00194331+0.00248216j 0.00309339+0.0129243j -0.000145911-0.00124774j 0.0094936+0.00209009j -0.00634762-0.00408023j -0.00141395+0.0100032j 0.0110737-0.00528635j 0.00309585+0.00183732j -0.00234975-0.000454339j -0.00310468+0.00751053j 0.00101952+0.00827775j -0.00336587-0.00223111j 0.00515669-0.00908758j -0.00251377-0.0064331j -0.00608068+0.000844239j -0.00121042+0.00281471j -0.0015246+0.0159711j -0.00342042+0.0272792j 0.00991671+0.00305978j 0.00338953-0.0090033j 0.00314501-0.0132302j -0.00254508+0.00345071j -0.00137828-0.000225045j 0.00888396+0.00603434j -0.00528405-0.0137591j -0.000516382-0.0036607j -0.0110606-0.000516505j -0.00109278+0.00169072j 0.00711379+0.0121321j 0.00677794+0.0127019j -0.0073105-0.00597906j 0.00344583-0.0108848j -0.00126424+0.00182113j -0.0121169-0.0124859j 0.0109565-0.00843133j 0.00247746+0.00406285j -0.00137126+0.000154822j 0.00333891+0.0145082j -0.00738254-0.00606373j -0.0108852-0.00454048j -0.00159938-0.00389313j -0.00919265+0.0114401j 0.00831989+0.00435083j -0.00267275+0.00888372j 0.00103405-6.42451e-05j 0.0018616-0.00685386j -0.00366873+0.0027931j -0.00113541-0.00534386j 
-0.00083326+0.00357867j 0.00532343+0.00309185j -0.00726921-0.0121144j -0.00172929+0.00418014j 0.00427569+0.00572347j -0.00650157-0.00723899j -0.00610987-0.011275j -0.00764928+0.00892852j -0.00928573-0.00388879j 0.00171445+0.0012535j 0.00083098-0.00170202j 0.0126445-0.00538631j 0.0028118-0.00255235j 0.0101982+0.00351278j -0.0155021-0.00414393j -0.000345466+0.00769159j -8.85205e-06+0.0108691j 0.00689885+0.00497815j -0.00451666-0.00693777j 0.0145561+0.000143274j -0.00141421-0.0125129j 0.0117774+0.00758408j -0.00807112-0.004132j 6.87971e-05+0.0125699j -0.00294214-0.00257569j 0.0075541+0.011913j -0.000153985-0.00125489j 0.00946815+0.0082726j 0.00481884-0.0100741j -0.00676673-0.00279015j -0.00806445-0.00464108j 0.00555984-0.00531022j 0.00815859-0.0171913j 0.00151267+0.0123682j -0.0084154+0.0169331j 0.0106363+0.0078263j 0.0125269+0.0131228j -0.00288342-0.00569728j 0.00481956+0.00365456j 0.000458603-0.0117966j 0.00640709-0.00353667j 0.00346727-0.0168216j 0.0100813+0.0020621j -0.00443673-0.00088478j -0.00935053-0.00342976j -0.00078379+0.00116474j 0.00509369+0.000383809j 0.000496929-0.00371553j -0.00309439+0.000521369j -0.0147801-0.00975929j -0.00208027+0.00723868j 6.78581e-05-0.00180708j -0.00665229-0.00194783j -0.00884725-0.00155065j -0.000466576-0.00248202j -0.00595277+0.0109366j -0.00348775-0.00764644j -0.00251208-0.00496789j -0.00678157+0.00400689j 0.00577237-0.00603791j 0.0108304+0.00347384j 0.00393053+0.0040262j 0.0090261+0.00490338j 0.00200633-0.0110928j -0.00798807+0.0023827j 0.010213-0.0184817j -0.012962-0.00592098j -0.00702005+0.00537166j 0.00248732-0.00186974j 0.000480713-0.00498435j 0.000944506+0.0012751j -0.00101221+0.00016897j 
-0.00144615+0.00168708j 0.00227855+0.00206241j -0.00555815-0.00563317j -0.0059877+0.00212187j -0.0020267-0.00149176j 0.0130112-0.00633151j 0.00325899+0.00558451j -0.0101931+0.000516154j 0.00236363+0.00965132j 0.00103455+0.00463569j 0.0107916-0.0150337j -0.00216281-0.00303074j 0.00186773-0.00351159j 0.000437002+0.0100693j -0.00701076-0.0052602j -0.00127804+0.00177973j -0.00389497-0.000224519j -0.00122229-0.00659216j 0.00176662-0.00159481j -0.00319393-0.00173796j 0.0064281-0.00482379j 0.00187646+0.00391909j 0.000586581+0.00621966j -0.00995881+0.0077085j -0.00161615+0.000261792j 0.00210128-0.00415405j 0.00210491+0.0129792j 0.00181473+0.000505792j 0.0050827+0.00249573j -0.00886451+0.000731037j 0.00251884+0.00776859j -0.00139076+0.00671335j 0.00612247+0.00126078j -0.00753069+0.00651026j -0.00420677-0.0145058j -0.000264371-0.00803416j -0.000896411-0.00146221j 0.00411988-0.00841049j -0.00277067-0.00204903j -0.00479689+0.00231429j 0.00311417+0.00224039j -0.00395222+0.0143563j 0.00705923-0.000618515j 0.0022792+0.00189906j 0.00336028-0.00341614j -0.00204658+0.00129231j 0.0141795-0.00157199j -0.00180695-0.000513385j -0.00552989+0.00644013j -0.00708409+0.0101871j -0.0168598+0.0106373j 0.00410707+0.00571193j 0.00768519+0.00937262j -0.00166332+0.00314085j -0.0116095-0.00280781j 0.00633573-3.43668e-05j -0.00653499+0.00645305j -0.00750701-0.00563935j -0.00301878-0.0121422j 2.01697e-05-0.00178619j -0.000879961+0.00993655j 0.0069057+0.000963955j -0.00686851+0.00224795j -0.00723219-0.0214948j -0.00540597-0.00586627j 0.000267634+0.00409522j 0.00677138-0.00199832j -0.00217714+0.0114018j 0.00185051-0.00313906j 0.00472482-0.0110368j -0.0043568+0.00393062j -0.00137167-0.00467311j 
-0.00788017+0.0115043j 0.00203866-0.00922584j -0.0101861-0.00373137j 0.00990439+0.00315816j 0.0108046-0.0187906j -0.0137005+0.00326645j -0.00988185-0.0127036j -0.00911631-0.0038038j 0.0121022+0.0132454j -0.00317899-0.00342555j 0.00624086+0.00174651j 0.00171903+0.0104834j 0.0230914-0.00302256j 0.00510555+0.00557632j -0.00113683+0.00421189j -0.00156105-0.0114421j 0.00714869+0.00355901j -0.012288-0.0024295j -0.00356516+0.00571046j -0.0133208+0.00636433j 0.0123545-0.00799283j -0.00259961+0.000396153j -0.00299691+0.0150702j -0.00915119+0.00515636j 0.0058373-0.0038758j 0.0145084+0.0089836j 0.00522313-0.0042481j 0.0176572-0.00399883j 0.0043127+0.00331702j -0.00339446-0.00430812j -0.00804677-0.00279441j 0.003478-0.00770837j -0.00862465-0.00841152j -0.00896262-0.0100446j -0.00158274+0.0079285j 0.00158747+0.0062652j 0.00123564+0.0105014j -0.00180449-0.00337816j -0.00417434-0.00375073j 0.00388778-0.00340165j -0.00223769-0.00223926j 0.00384877+0.0105246j 0.00461845+0.00201676j -0.0112564-0.0001113j 0.0106291-0.00570536j -0.00412087-0.00378121j 0.0112764-0.000275312j -0.00461187-0.00317117j 0.0111739-0.00282764j -0.00165233+0.0034707j 0.00160262-0.00782575j -0.000983738+0.00563778j 0.00778574+0.0037174j 0.00081075-0.00281649j -0.00636058+0.00487335j 0.00560696+0.00810795j -0.00388795+0.000629683j -0.00466105-0.00435314j 0.00461749-0.00807088j 0.000651836-0.00403007j 0.00256238-0.00617829j -0.00709892+0.00539305j 0.00726337+0.00243382j -0.00672698-0.00750271j 5.5094e-05+0.00421976j 0.00519755-0.00105026j -0.00807161+0.000519692j -0.00549101-0.00354899j -0.00437857-0.00327725j 0.00112197-0.00518867j -0.00160281-0.00172787j -0.00105705+9.5842e-05j 
0.00469696-0.0147719j 0.0121921-0.00767297j -0.00954238+0.000635322j -0.00753598+0.000740153j 0.0214661+0.0135714j 0.0149344+0.000981985j 0.00695309+0.00508979j -0.00222158-0.0156053j -0.00767016-0.0134384j -0.00285551-0.00878029j 0.00146553+0.00173569j 0.00502837-0.0212977j -0.00912267-0.000505179j 0.0120144-0.00203994j -0.0184446+0.00248498j -0.0011779+0.0118725j -0.00933161-0.00176658j -0.0031669+0.015562j 0.00187753-0.0176481j 0.00348299+0.00398081j -0.00300512-0.00960916j 0.00462361+0.00821698j 0.00527708-0.00958476j -0.00339853-0.00580035j 0.000240981+0.00923556j 0.00883937+0.00257593j -0.0211017+0.0043748j 0.000875755-0.00712668j -0.00333613-0.00305484j -0.00222651+0.00597008j 0.0167436+0.00768567j -0.00278203-0.00285253j -0.00485732+0.0131155j -0.000548839+0.0103151j 0.00558283-0.011056j -0.0062412+0.00973549j -0.00295258-0.0054765j -0.00597774-0.00144652j 0.000621084+0.00853962j 0.00763684-0.0044541j -0.00836025+0.00656311j -0.00590062+0.00711445j -0.00495596+0.00388425j 0.000422384+0.0113519j -0.00406155-0.00161822j 0.00753753+0.00981258j 0.00486847+0.00299982j 0.000151969+0.0140508j 0.000431096-0.00715072j -0.00591934+0.000997022j -0.00510444-0.000173346j -0.00369241+0.00230742j 0.00543514-0.00549566j -0.0060188+0.00607871j 0.0141515+0.00369739j -0.00776752+0.00320977j 0.00495074-0.0021805j 0.000280386+0.00593511j 0.00624091+0.00731155j 0.00336597+0.00182306j 0.00165955-0.0100697j -0.0125571+0.00461938j 0.0016823+0.00407645j 0.00204757+0.0046962j -0.0102495+0.00262519j -0.00282623+0.0027622j -0.00129369-0.00108133j 0.00792706+0.00896312j 0.000173349-0.000449285j 0.00421509-0.00261792j -0.0024738-0.00380435j 0.000440558-0.00431856j 
0.00819211-0.00725714j 0.00304902+0.00943901j 0.00700366+0.0103604j -0.00176747+0.00595116j -0.00922164+0.00947522j 0.00854373+0.010114j 0.010616-0.00182887j 0.000383244+0.0120067j 0.00367786-0.00454525j -0.00400226+0.0115177j 0.000501455-0.00692387j 0.0078933-0.00254217j -0.0114656+0.00327181j 0.00271186-0.00347708j -0.00228693+0.00393503j 0.000168899+0.00443513j 0.00198271-0.00744275j 0.00921773+0.000618061j -0.00210547+0.00256006j 0.00699914-0.00255706j -0.00338785+0.00363403j 0.00198444+0.000477842j -0.00522154-0.00128561j 0.00716851-0.0051963j -0.00403047-0.0073357j -0.00342003+0.00188562j -0.000170814+0.0090487j -0.00389687+0.00555155j 0.00338977+0.00864745j 0.0103178-0.00971032j -0.00330815+0.00633979j -0.00251026+0.0185968j -0.000110174+0.00617294j 0.000426581+0.00760504j 0.0022909-0.0135597j 0.00408821+0.00770483j 0.00400394-0.00465128j -0.00311426-0.00287759j 0.0078951-0.000670902j -0.00126953-0.00693708j 0.00378794+0.00639096j -0.00710581-0.00291241j -0.000864151+0.0109532j 0.00535168+0.000750255j 0.00216904+0.00173764j 0.00648665+0.00395073j -0.00495836-0.00624511j -0.00351912+0.000802171j -0.011296+0.00184477j -0.00176817-0.000247113j 0.000135997-0.000561735j -0.00948781+0.00305947j -0.00554274-0.00116088j -0.00255431+0.00456015j 0.00159341-0.00761867j -0.0070503+0.00320362j -0.000213591+0.0084919j -0.00668836-0.00222228j -0.00983236-0.000380676j -0.00705904-0.00478382j 0.00667951+0.00375035j -0.00358099+0.00697535j 0.00455898-0.0101851j 0.0046826-0.00386443j -0.000486114-0.009207j -0.00296228-0.00173516j -0.000171662+0.000654539j -0.00351282-0.00513402j -0.000200677+0.00064224j -0.000896067+0.00592362j 0.00493602+0.00352654j -0.00174686+0.0013557j 
0.00111073+0.00537372j -0.00697265+0.0130354j -0.00603823+0.0115217j 0.0062082+0.00189734j -0.0182969+0.00839901j -0.00972017+0.00248044j 0.0070637+0.00241007j -0.00115061+0.00898671j -0.00929208+0.00173032j 0.0135642+0.0192913j 0.0117794-0.0160473j -0.00715278+0.00621602j -0.000269989+0.0112868j -0.00793643+0.00576071j 0.0108566+0.00117102j -0.00129564+0.00465214j -0.00456981-0.000681724j 0.0111555-0.00342477j -0.00602132+0.0126305j -0.0107379-0.00411256j 1.80207e-05+0.00112199j -0.00538611-0.00150004j -0.00552674+0.0066931j 0.0011098+0.011614j -0.00310193-0.0106615j -0.00807838+0.00238666j 0.00586182+0.00478754j -0.00746776+0.00351989j 0.000429174+0.000681201j 0.00160834-0.0176274j -0.0149116-0.00583563j -0.00195792+0.0104985j -0.000330338-0.00473016j -0.00776495+0.00317841j -0.00813024-0.00464746j -0.00242932+0.00361192j 0.00452742+0.00105578j 0.00608307-0.00528415j 0.00755969-0.0104748j -0.00279893+0.00548187j 0.00791305+0.00991769j 0.0066538+0.0125763j 0.000535883+0.003284j -0.00908099+0.00691735j -0.000448379+0.00855137j -0.00187187-0.00114976j 0.000955724-0.00245622j 0.00406982-0.00456696j 0.00478603+0.00241416j 0.00204039-0.00890361j 0.000578203+0.000706221j -0.00112775+0.000751674j 0.0114559-0.00149374j 0.00731419-0.00437379j -0.000624396+6.46426e-05j -0.00615282+0.00843222j -0.00756177-0.00118854j 0.00101434-0.00590646j -0.00065533-0.00774391j 0.00167055-0.00225079j -0.000477613+4.09274e-05j 0.00010191+0.00347105j 0.00279045+0.000229368j -0.00794153+0.00024983j 0.00181814-0.00646013j -0.00525789-0.000688113j 0.00586601+0.00151407j -0.014917+0.0103534j 0.000138976+0.00152748j 0.00237049-0.011539j -0.00679616+0.00326541j -0.000688192-0.0022473j 
-0.00467431-0.00237167j 0.00926608-0.00627451j 0.00306109-0.00971407j 0.0125844+0.00101339j 0.00438065-0.0156036j 0.00729689+0.00264626j -0.0066478-0.00815751j -0.00262325+0.00127186j 0.00693071+0.00594153j 0.00366597-0.00274793j -0.0102108-0.00751157j 0.0156349-1.18983e-05j 0.0027127-0.0110719j 0.00144034+0.00146697j -0.00303477+0.00238734j 0.00156187+0.00607497j -0.00270251-0.00858117j -0.00266413-0.00670747j 0.00404832+0.00430619j 0.00291399+0.00198686j 0.00403746+0.00491033j -0.000104822-0.00252188j -0.00937732+0.00100119j -0.000375639-0.00331149j -0.00130594+0.000746403j 0.00156315-0.00191599j 0.00442296-0.00173452j 0.00527565+0.00259812j 0.0040191+0.00199145j -0.00620597-0.000551152j -0.00116957+0.0102189j 0.00420571-0.00645247j 0.0109404-8.26431e-05j 0.0061067-0.00716785j 0.00495169-0.00202418j 0.000843796-0.00244276j 0.000146377+0.00249983j -0.000205423+0.00732644j -0.00805192+0.00213908j 5.78867e-05-0.00186148j 0.00181331+0.000246684j -0.0034138-0.00921151j -0.00190292-0.00935834j 0.00130643+0.00292406j -0.0101234-0.010945j 3.84353e-05-0.00582363j 0.0112345+0.0124004j 0.00841897+0.0121805j -0.00912949+0.00679081j -0.00213593-0.00377829j -0.00798709-0.00487681j 0.00813002-0.00629801j -0.00762659+0.00473809j -0.0094805-0.00721632j -0.00234004+0.00414723j 0.0103731-0.00574827j 0.00487673-0.000782031j 0.00432145-0.00423014j -0.00287039-0.00267254j 0.00104559+0.0028991j -0.00322688-0.00267778j 0.0152143-0.00688924j 0.0042264+0.00719276j -0.00585357-0.0143112j -0.0101808-0.00370181j 0.00408254-0.000637489j -0.00175639-0.00261377j 0.0008582-0.00418154j 0.000276692-0.00143896j 0.00472261+0.00296966j 0.000567719-0.00133823j 0.000879105+0.00426464j 
0.0125208-0.00584052j -0.00544216+0.00689587j 0.00836309+0.017144j -0.00870077-0.00829731j 0.0148241+0.0185695j 0.00752569-0.00663876j 0.0186068+0.0310954j 0.00289783-0.0197958j -0.00160774-0.0016243j -0.00154986-0.00174691j 0.00824634-0.00331796j -0.0128982+0.0111343j -0.0101436+0.0152065j 0.000418593-0.00158346j 0.010594+0.00377575j -0.00880494-0.0122125j -0.00740085+0.000234685j 0.00513772+0.00638561j 0.00667786+0.00455631j 0.00121272-0.00742837j 0.000665194+0.00734062j -0.000255125-0.00501375j 0.0109814-0.00200055j -0.00869795+0.00724029j -0.00362101+0.0059297j -0.00266801-0.00278283j 0.00657029+0.00778643j -0.00739075-0.00418781j 0.00394433+9.97352e-05j -0.00137571+0.000455711j 0.00685052-0.00887589j -0.006371+0.00366784j -0.00072169+0.00251026j 0.000483463+0.00463254j -0.00261219-0.0107153j -0.00188224-0.0106323j 0.00392023-0.000397782j -0.0051432-0.0177971j 0.0078022+0.00530857j -0.00396769+0.0035332j -0.00284304+0.0027031j -0.00227372+0.00475455j 0.00365737+0.00234739j 0.00750955-0.00259359j -0.000922208+0.00432377j 0.0107306+0.00103425j -0.00253889-0.00442209j -0.00575735+0.00764026j 0.000481615+0.00152795j 0.00331872+0.00971801j -0.0150575+0.00823418j 0.00666033+0.00430378j 0.00766774+0.000710174j -0.000851292+0.00590673j 0.00139652-0.00919714j 0.00131133-0.0165067j -0.00197084-0.00183605j 0.00359215-0.00529149j 0.000614523-0.0067312j 0.00589421-0.00219043j 0.00485789+0.00790094j -0.0118864+0.00776037j -0.0146546-0.0112025j -0.00171629+0.00181045j 0.012257+0.000508274j -0.00680421+0.00695026j 0.00895052+6.29738e-05j 0.00850412+0.016737j 0.00956232+0.00391806j -0.00410486-0.0134299j -0.00363258+0.00231154j 0.00383649-0.0105989j 
0.00203585+0.00270806j 0.00120444-0.0020403j 0.00818639-5.94716e-05j 0.00717397-0.00959825j 0.000204501+0.00534229j 0.0277186+0.00272262j -0.000493851+0.00197882j 0.0129965-0.00779022j 0.0102112-0.0023048j 0.00171195+0.00605776j -0.0029871+0.00637599j -0.0050228-0.00353881j -0.0124025-0.00605895j -0.0129798+0.00144204j 0.0130184-0.00418353j 0.00389158+0.014205j -0.00731646-0.00199033j -0.00335329-0.00255046j 0.00434383-0.00062355j -0.0108649-0.00729867j -0.00287987-0.00314818j -0.0103869-0.00311012j 0.00355654-0.0107065j 0.00394843-0.00439289j -0.0104+0.00379685j -0.0153326-0.00747382j 0.00266996+0.00206678j -0.0114727+0.00159316j -0.00610959-0.00576714j -0.00474511-0.00185317j 0.0085379+0.00991841j -0.00157389-0.00725197j 0.000229821+0.00508151j 0.00654585-0.00784053j 0.00664761-0.00552316j -0.00119088-0.0033485j -0.005014+0.00396924j -0.018089+0.0133384j -0.00680267+0.00392326j -0.00246036+0.00228026j -0.0126623+0.00486802j -0.00292656-0.0088678j -0.0148097-0.00315155j 0.0146523-0.00913458j -0.0140948-0.00528565j 0.00895118+0.00361015j -0.00861042+0.00455636j 0.00674525+0.00824957j -0.0108317+0.00788043j -0.00561103+0.00203241j -0.00703284-0.00974787j -0.010622+0.00199229j -0.0170287-0.0167175j -0.0190119+0.00952643j 0.00563811-0.00201712j 0.00170707-0.0137854j 0.000491994+0.00273031j 0.000166342+0.00226959j -0.0138215+0.0060504j -0.000165148+0.000548678j -0.00217139+0.0043485j 0.00788937-0.0146925j -0.0144031-0.00317681j 0.0113282-0.00338054j -0.00313989+0.00560718j -0.000340146-0.00109788j 0.00767715+0.00933905j 0.0149715-0.0139137j -0.0039012+0.00768974j 0.00475649+0.00876847j -0.000695717-0.00232966j -0.000751037-0.0012621j 
-0.00293703-0.000226015j -0.000411245-0.00537854j -0.000818131+0.00711351j -0.00993982-0.0015498j -0.000529353+0.021443j 0.0166268-0.00784775j -0.00137395+0.00343914j -0.00650753+0.0118479j -0.00401512-0.00272495j 0.0147937+0.00266755j 0.00285201-0.000432004j -0.0100185+0.00282511j 0.00444819+0.00355779j 0.0159797+0.0161702j 0.0117576-0.00760138j -0.000950798-0.00876409j -0.0057471-0.00209624j 0.014733-0.00613332j 0.00376482-0.00515313j -0.00633752+0.0023906j -0.00769533+0.0132107j -0.00329485-0.00529557j -0.00477168-0.00886441j 0.00562304-0.0100856j -0.0108538+0.00134675j -0.00442564-0.00518819j -0.00220863+0.00863414j -0.00100607+0.00237469j -0.00686461-0.00135709j -0.00914046+0.00747445j 0.000970444-0.0077543j -0.00863173+0.00805703j 0.0202058+0.0112039j 0.00464291+0.00909737j -0.00170986-0.00464931j -0.00665929+0.014795j 0.0110587-0.0080289j 0.00968068-0.0053463j -0.000468759+0.00196545j -0.0026102+9.02331e-05j -0.00765979+0.0101825j -0.00608446+0.00438698j -0.0016071-0.000169858j 0.00248944+0.00056445j -0.0142031-0.0083658j 0.00985735+0.00224896j -0.00394078-0.00200362j 0.0136951+0.00494154j -0.0200267+0.0157259j -0.0164341-0.00661817j -0.0102458+0.00748487j -0.00437498-0.00441504j 0.00309669-0.0046321j -0.00358415+0.00479073j 0.0112697-0.000454411j -0.000532848-0.00590405j -0.00549993-0.00243985j 0.00155073-0.00429065j 0.0061986+0.00272597j 0.012967+0.00105286j 0.00927676+0.00401652j 0.00129596+0.0141905j -0.00631495-0.00590444j -0.00256409-0.0118906j 0.00441968-0.00593871j -0.00831317+0.00147081j 0.0103633+0.00369607j -0.00234027+0.0166164j 0.00744809-0.000592414j 0.00296982-0.0144499j -0.00292552+0.00751206j -0.00494183-0.00636577j 
