-0.00705191+0.000354331j -0.00363889-0.0100992j -0.00184624-0.00468647j 0.0119446+0.00340764j 0.019608-0.00917169j 0.000669225-0.015183j 0.0103073+0.00214237j -0.0177255-0.000625126j -0.00865674+0.00456732j 0.00265217+0.013794j -0.00163368+0.00207214j -0.0100531-0.0126326j 0.015572+0.0160787j -0.00636073-0.00747819j 0.00238436-0.00177208j 0.00729237+0.00336346j 0.00655648-0.0119773j -0.0105656+0.00437529j 0.00977659-0.0098556j -0.0186969+0.00540565j 0.012229+0.000232858j 0.00299936+0.00159366j -0.00954361+0.0107833j -0.00525204-0.000846877j -0.00211097+0.00692506j -0.0085677-0.0175414j -0.0167148-0.00994149j -0.0079798-0.00556282j 0.0146987-0.00694896j -0.0117718+2.39371e-05j -0.00511536+0.0223997j 0.00524661-0.00325248j 0.00159396-0.0136649j -0.0144691-0.00158486j -0.00406367+0.00020325j -0.0154428-0.0113247j -0.0207486-0.00356277j 0.00306918-0.00964573j -0.00231216-0.011723j -0.00805296+0.00730242j 0.000928493-0.0228254j 0.0067732+0.00825321j -0.00759344-0.0157827j 0.00063612-0.00322622j -0.00366502-0.00132847j 0.00833522+0.0105792j 0.00146328+0.00323111j -0.00988978+0.00540195j -0.0213487+0.00642419j 0.0110676-0.0213221j -0.0212154+0.0202225j -0.0261578-0.044344j 0.0123335-0.00238775j 0.00778735+0.0315258j -0.00646508-0.00321027j -0.00152501+0.00126823j 
-0.00246312-0.00314877j 0.000449704-0.000825453j 0.000203573+0.00568345j 0.000505135-0.00645368j -0.0168917-0.0375556j -0.00624461-0.0116919j -0.0177549+0.00372934j -0.0190599+0.0159328j 0.0302947-0.00139514j -0.00222609+0.00314428j 0.00117096+0.0285886j -0.0130521-0.000866731j 0.0131023+0.00492245j -0.0084741-0.0453904j 0.00581591-0.0151292j -0.000320224+0.00633144j 0.0150845+0.0164395j 0.0276939-0.0164809j 0.0310753+0.00147659j 0.00181511+0.0142561j 0.00345838-0.0203148j 0.0179991-0.0522921j -0.0147736+0.0126133j -0.0271784+0.0229835j 0.00653519-0.0163245j 0.0097556-0.00270799j 0.00367293-0.0055814j -0.0180053+0.0047157j -0.00745034+0.0334409j -0.0381458+0.0137522j -0.0584245+0.0260678j 0.00861299-0.00626062j -0.00857503+0.0181177j -0.0193779-0.018929j -0.0304003-0.0210573j 0.0179876-0.0171004j -0.0324381+0.0345183j 0.0270132+0.00101684j -0.0266798-0.0462457j -0.0207176-0.00840986j 0.0010216-0.0161572j -0.00473706+0.00967711j 0.000270729-0.0480231j -0.0176555+0.00711995j -0.00698849-0.00467009j 0.0112092+0.00286541j -0.0114672-0.00663349j -0.02349+0.013773j 0.0154337+0.0423928j -0.0164089-0.0175536j 0.0176883+0.0116873j -0.0347111+0.0143136j 0.00906504-0.00849504j 0.0189368-0.00223072j -0.00189971+0.0130825j 0.0140764-0.000410595j 
0.00116028+0.000880126j 0.000517692+0.00195537j 0.000851205-0.0027694j -0.00821621-0.00550797j -0.014932+0.00111777j 0.00932251+0.0100657j -0.0102058-0.00483063j 0.00369844-0.0114805j 0.0146569+0.00229124j -0.00112283-0.012343j 0.0131077-0.0155091j -0.00153733+0.0089719j 0.00120386-0.00727301j -0.0183889-0.000713872j -0.0320664+0.0174447j 0.00472787+0.00600773j 0.00120304+0.0169634j -0.0011728+0.0134319j -0.0331393+0.00154676j 0.00780268+0.00596949j 0.0428274+0.0183169j -0.0180734-0.00648088j 0.0326888+0.00606398j -0.00948646-0.0179233j -0.00511555+0.0145396j -0.0263436+0.0119441j 0.00674061-0.0499411j 0.0180013+0.0240987j -0.0296043+0.00617447j -0.0120586+0.0105339j -0.0210666-0.00532319j 0.0416365-0.0175618j 0.000222591+0.0139291j 0.0106672-0.00745712j -0.000724275-0.0130103j -0.0230427-0.00823621j -0.0180922+0.00211843j -0.0031134-0.00841994j 0.0142088+0.00873973j -0.0175027+0.00321333j -0.0143821-0.0227364j 0.0207301-0.0170848j 0.00755327+0.0121309j -0.00406752+0.00392907j -0.0105226-0.0144579j -5.40705e-05-0.027068j 0.00607999+0.00220668j 0.00281913-0.011997j -0.00164467-0.0172692j 0.00130504+0.000420272j 0.00978373+0.00407864j 0.00352167-0.00743577j -0.00145151+0.00318061j -0.0126369+0.0114596j -0.00170868-0.00587366j -0.00139836-0.00253287j 
0.00315691-0.00237711j 0.000884555-0.00211612j 0.0024112+0.0067309j 0.00252927-0.000704817j 0.0207516-0.0229598j -0.0149959-0.0166346j -0.00146039-0.0176205j -0.0283477-0.00523303j -0.00145952+0.00473242j 0.00464661+0.00899389j 0.00247852-0.00298839j 0.0285603+0.0128147j 0.00557568+0.0283796j 0.0139911-0.032069j 0.0246993+0.0190202j -0.00243497-0.0130444j 0.0206289-0.00798255j -0.0392568-0.00877037j 0.00748424-0.0362353j -0.0141237-0.0205588j 0.0120675+0.00326079j 0.0153603-0.0020808j -0.023869+0.0299604j 0.0331126+0.0133016j 0.0184565+0.00967114j 0.0277384-0.0282164j 0.0031946-0.0136689j 0.0124018+0.00152245j 0.0359398+0.0146658j -0.0160715-0.0278621j 0.00799138+0.0143693j 0.0365793-0.0125365j 0.0540313-0.0459867j 0.000256836-0.00483461j -0.0116306-0.0282357j -0.0269008-0.00574605j -0.0550016+0.0227463j -0.00487292-0.0071665j 0.0104987-0.0238749j -0.00580438+0.0119735j -0.0293009-0.0427911j 0.00691975-0.00348429j -0.00765505+0.00621564j -0.020643+0.00866465j -0.0181134+0.00299604j 0.0106767-0.0142075j 0.0106718+0.00269244j -0.0129662-0.0205247j -0.0140915+0.00804845j -0.0155615-0.0278845j 0.00711379+0.0160657j -0.0432508-0.0179419j 0.00233491-0.0118518j -0.00592115+0.0272107j 0.00331262+0.00870078j 0.00915111-0.017159j 
0.00419107-0.00351315j -0.00116885+0.00306465j 0.0107022+0.0136205j -0.00660072-0.000941032j 0.00476088-0.0321427j -0.0153056+0.000481102j -0.0190098-0.0100554j -0.0186891-0.00181313j -0.00631274+0.00177596j 0.00799524+0.00793209j 0.00138639-0.00515694j -0.00957497+0.00771453j 0.00949956+0.0064317j -0.0144735-0.00230916j -0.0107933-0.00776698j -0.00961518+0.0240888j 0.0267064+0.00651486j 0.00511953-0.0213611j 0.0202391+0.0241285j -0.0213348+0.00878898j -0.00683283-0.00870711j -0.00216083-0.0145175j 0.00555948-0.00316634j -0.0328455-0.00898597j -0.0308661+0.0138401j -0.00344278-0.0188989j -0.0368215-0.0303057j 0.019291-0.015666j -0.0160731-0.0090181j 0.0103277-0.00287618j -0.0303367+0.0047977j -0.0218196+0.00286622j 0.0472623+0.00490217j -0.0196221+0.0152445j 0.0131441-0.0424088j -0.0194753+0.00822935j -0.0592436-0.000889947j -0.00542736-0.029863j 0.0217771-0.0132801j -0.0275263-0.0223156j -0.0458632-0.0334442j -0.0148031+0.0248044j -0.0203977+0.0146175j 0.0258008-0.0211934j -0.00993987+0.000133748j 0.00780516-0.020107j 0.0239365-0.000517362j 0.0119243-0.00351297j 0.0129102+0.0247928j -0.0291935+0.0100867j 0.0153464-0.00795905j -0.0322248-0.00651293j 0.00477731-0.01819j 0.00413494+0.00973069j -0.0104038+0.0154984j 0.00367183-0.00280854j 
0.000501699-0.000113199j 0.00148513+0.00140937j -0.0173433-0.00391569j 0.00498143+0.0136535j 0.00611906+0.0146162j 0.00875504-0.00253704j 0.00786455-0.00152937j 0.00414012-0.0205212j 0.0170207-0.000204863j -0.0065903-0.00689117j 0.0113224-0.0185819j 0.0116804+0.000292539j -0.01433-0.01416j 0.0100807+0.0317011j -0.00258834+0.00562582j -0.0130617-0.00560162j 0.00406873-0.00997345j 0.0040029-0.00632022j -0.00701571+0.00842277j 0.0378148-0.00265179j -0.0188028+0.0089717j -0.0247683+0.00298499j 0.0206116+0.00824343j -0.0121995-0.00287112j 0.00138803+0.00158444j -0.00493227+0.03172j -0.00430534-0.00472386j -0.0169701-0.0109717j -0.0299944+0.0053739j 0.00349563+0.000528447j 0.000475952-0.0288446j -0.0133668+0.00449851j 0.00386347-0.0127814j 0.0064574+0.0135886j 0.0218562-0.00565197j -0.00068282+0.00972147j 0.017203-0.000255386j -0.0126124+0.00607145j -0.00520338+0.000182098j -0.0276088-0.0170958j 0.00884359-0.00613089j -0.0246231+0.0185123j 0.0258089+0.00973093j 0.0027473+0.00667705j -0.00761605+0.0103263j -0.0046322-0.00422744j 0.0213698-0.00134017j 0.012921+0.000534615j -0.0121341-0.016318j -0.0120198-0.00700866j -0.00356132-0.027092j 0.0394103+0.00103504j -0.00125023-0.00457459j -0.0026125-0.0142008j 0.00245252+6.58191e-05j -0.0161729+0.00747153j 
0.00222116+0.00350225j -0.000630079+0.00237357j 0.00683841+0.00535739j 0.00791041-0.00420138j -0.00737127-0.0174451j 0.00481138+0.00333856j 0.00853808+0.00996135j -0.0122071-0.00502598j 0.0130132+0.00937761j -0.00409591+0.00890533j -0.0113576-0.00469833j 0.00396416+0.00740751j 0.0243791+0.023903j 0.0188227-0.00311832j 0.00183723+0.0195027j 0.0079943+0.0248217j 0.0281549-0.0116442j 0.0219261+0.00431899j 0.0215608+0.0220272j -0.00852108+0.00752722j 0.0122794+0.01423j 0.0167052-0.00596328j -0.0196847+0.000341372j -0.0289918+0.0203761j 0.00372588+0.0333153j -0.0219445-0.00134845j -0.0108574+0.0215612j -0.0165417+0.00672683j -0.00193552-0.0238391j -0.0170641+0.0205168j 0.0214657+0.00187542j 0.0028454-0.000645641j -0.0178274+0.00783669j 0.0214651+0.00661523j -0.0431642+0.00092824j -0.016423-0.0303201j 0.00384826-0.0022128j -0.0127647+0.00929871j -0.00570479-0.00181673j 0.019538-0.0164221j 0.0162917-0.000943432j -0.0184102-0.00052021j 0.00497016-0.00555913j -0.0123111+0.0130189j -0.00442401+0.00872553j -0.0089863-0.00102624j 0.0234976+0.00580043j -0.0129998-0.00648653j -0.0109657+0.0210637j 0.00303571-0.0231016j -0.0194859-0.00646188j -0.0164046-0.0094287j -7.84618e-05+0.00140453j -0.00184162+0.00447023j 0.0135951-0.00530256j 0.0087242-0.00115685j 
0.000825523+0.00105053j -0.000168194-0.00640677j -0.00342649-0.00203923j -0.0017167+0.00389109j 0.00676679-0.00499293j 0.00845483-0.00739517j 0.0023925+0.00755637j -0.00398889+0.00161686j -0.0166711+0.00101069j -0.00754148+0.00761749j 0.00279995+0.0209451j -0.00562038+0.0168049j 0.011367+0.0344588j -0.0131928-0.0190016j 0.017702-0.0217739j 0.022823+0.0188994j 0.028314-0.0321808j -0.00190412-0.00119497j 0.0094156-0.00899514j -0.0125117+0.000778645j -0.00249281+0.0158488j 0.0215215-0.0059323j -0.0193634-0.00671743j -0.0133813+0.00459972j 0.0171383+0.00320318j 0.00420163-0.0130502j -0.0233091-0.0185159j 0.00237821-0.0198275j 0.0276565-0.00478426j -0.00137699+0.00488991j -0.00104794+0.0239294j 0.014621-0.00871874j 0.0263902-0.0138759j -0.0197387+0.00454219j -0.00614145-0.0288589j -0.0129895-0.0179398j -0.0280865+0.00709177j 0.000317669-0.0122764j 0.000734581+0.0028005j 0.0176841+0.00987855j -0.016839-0.0139271j 0.0060186-0.0159346j -0.0135933+0.00548171j -0.00287338-0.00095009j 0.00248448+0.022743j 0.00792896+0.0031739j 0.000854908-0.00668358j -0.0407041-0.00329075j 0.00448728-0.0130738j -0.00419252+0.0013624j -0.0221724+0.00143833j -0.0164271-0.00673066j -0.0115235+0.00583819j -0.00759942+0.0132045j -0.00788102+0.00521423j 0.000938421-0.00551676j 
0.000764716+0.00353035j -0.000208954+0.000934948j -0.00533583+0.00544134j 0.0187823+0.0025304j -0.00384044+0.00870515j -0.0108626-0.00687456j -0.00868766+0.00710611j -0.0206879+0.00870034j 0.0227933-0.0153289j -0.0250662+0.008812j 0.00226875-0.0192055j -0.00686278-0.0212328j -0.00317942-0.0159387j 0.00430238-0.00431905j -0.0303089+0.013691j -0.0227849-0.0148691j -0.0330774+0.0422788j 0.0180675-0.00741624j -0.000677737-0.0151866j 0.035157-0.00676104j 0.00186936+0.0181182j 0.00513833-0.0115502j 0.0259265+0.00616804j 0.000340467+0.00937668j 0.0163487+0.021348j 0.000589771+0.0224724j 0.014832+0.00423545j 0.0151849+0.0195689j -0.0126669+0.00123762j -0.00343796+0.0153417j 0.0331201-0.0206601j -0.00676996-0.0132621j -0.00654362+0.0208926j 0.00353185+0.0190289j 0.00220624-0.00574465j 0.0379395+0.000903302j 0.000333318+0.0274007j 0.0102434-0.00367232j -0.0130908-0.0149375j 0.0128175-0.0103628j 0.01645-0.0200117j -0.00463499-0.00576428j 0.00831098-0.0107012j -0.0279247+0.0133075j -0.00660611+0.0012255j -0.00889342+0.00299431j 0.00112815+0.000154516j 2.99048e-05+0.0213534j 0.00297276-0.00457549j 0.00628932-0.0100021j -0.0209439-0.000267376j 0.00389933-0.0168578j 0.000950652+0.0127063j 0.00350735+0.000308194j 0.0143075-0.00857647j -0.0021524+0.00490649j 
-0.00432671-0.00342893j 0.000211384+0.00425908j 0.0101785+0.0121587j 0.00411296-0.00476039j -0.00320797-0.0208431j -0.0354331+0.00942142j 0.0117994-0.000925725j 0.00683822+0.0115809j -0.0255415+0.0178109j 0.0284055-0.0166534j 0.00459255+0.0307491j -0.0128069+0.0224118j 0.0139715-0.0185182j 0.0148859+0.0112133j -0.00651868-0.0214803j 0.0245266-0.0104615j -0.0272884-0.0109249j 0.0362265+0.00226328j 0.00270314+0.0374308j -0.0268605-0.00787921j 0.0109881-0.00404989j 0.000639899+0.011261j -0.00385228-0.0329544j 0.0233018-0.00779526j 0.0120543-0.0115965j 0.0045351+0.0141244j 0.00890809+0.0146266j 0.00575233-0.00895367j -0.0090152+0.00666568j 0.00216749+0.00408884j -0.00892021-0.0261638j -0.0241954+0.00426638j -0.00030339-0.0167695j -0.0106955-0.0122303j 0.0167313+0.0355493j 0.0143001-0.000369204j 0.0146624-0.00191043j 0.00454027+0.0127362j 0.00121901+0.0169735j -0.000104106-0.00813072j 0.00214931+0.0023911j 0.00571933-0.00806928j 0.00831526+0.0127547j -0.00447954-0.0155517j -0.00845221-0.0263964j 0.0167866-0.00593896j -0.0203575-0.0203264j 0.0241388+0.00306919j 0.0052384-0.0137027j 0.00569679+0.0128098j 0.000273251+0.00118522j 0.0321707-0.00234462j -0.0065327+0.0199198j 0.0010539-0.00985231j 0.00125195-0.00167112j -0.00681598+0.0150387j 
-0.00391987-0.00201357j 0.000458339+0.0029988j 0.00375146+0.0137703j -0.00568932-0.0150712j -0.0302733-0.0239672j 0.00544233+0.0134644j 0.000448336+0.000680655j 0.029846+0.0137005j 0.00770857+0.0111227j -0.00573244-0.0257159j 0.0170563+0.00458026j 0.0067233+0.0198593j -0.0102987-0.0189835j 0.001367+0.0098065j 0.0157635-0.017013j -0.0210763-0.0129173j 0.0264341-0.0102829j -0.0138031+0.0100836j -0.0287944-0.0167317j -0.00105892+0.0124181j 0.0204553+0.0107011j 0.00462131+0.0292565j 0.0177968-0.0311135j 0.0267105+0.0280666j 0.0089065-0.0294086j -0.0096147+0.00496616j 0.0192923-0.00192299j -0.00219242+0.0122423j -0.00832051-0.0161615j -0.0037245+0.0265518j 0.0211327-0.0017704j 0.0138677+0.00141686j -0.00899118+0.03531j -0.00644477-0.0210791j 0.0141842-0.0198384j -0.0123564-0.00590493j 0.0345241+0.0130164j -0.00281783+0.00433395j -0.0195564+0.02529j 0.0338213-0.000779765j -0.00348745+0.0201622j -0.0314157-0.0252363j 0.00739872+0.0281728j -0.014861-0.00676668j -0.0218215+0.00548621j -0.00521909-0.00513351j -0.00365607+0.00292052j -0.0213338-0.0158231j -0.0233146-0.0125004j -0.0119403+0.00630873j -0.0197767+0.00212074j -0.0048088+0.0185883j -0.00135553-0.00587565j 0.00197377-0.00991073j 0.00456854-0.00433804j -0.00649931+0.0117804j 
0.0078185+0.00429333j -0.0022488+0.00153019j 0.00820553+0.00698846j 0.0107988-0.00129854j 0.0179872+0.00824742j -0.0129685-0.0025616j 0.00114246+0.00213922j -0.0244007+0.0032975j -0.0205677-0.00151494j -0.00360158+0.0444044j 0.00515135-0.0111342j -0.00667867-0.00866608j 0.00258438+0.0333688j 0.0187366-0.0201084j -0.0187344+0.00494719j -0.00365627-0.015756j 0.0022392-0.0179681j 0.0045034+3.37508e-05j -0.0196383-0.00367303j 0.00181649-0.00496945j 0.00796701+0.0340426j 0.00303023+0.0173776j -0.0149208+0.00350841j 0.0152244-0.00608431j 0.0111349+0.00258045j -0.0149702-0.00993978j -0.00226163+0.00362585j 0.0260264-0.00730836j 0.0050803+0.000354571j 0.0129243+0.0173973j 0.0142396-0.0196979j 0.012923-0.0416535j 0.0064048+0.000157843j -0.0040253+0.0217111j 0.0196914-0.0176878j 0.00507602-0.00195819j -0.0149585-0.00300873j -0.00705208+0.00768111j -0.000121794-0.00558614j -0.0131538-0.0133j -0.0118522-0.0202501j 0.00811586+0.0193335j 0.0194989+0.00663573j -0.00513301+0.00376846j 0.00692036+0.0189829j -0.01913+0.000920793j 0.0220497+0.0204575j -0.0109318-0.0248749j 0.0112148-0.0221857j 0.00185795-0.000438414j -0.0127849+0.00466109j 0.0157305-0.0274196j -0.0190163-6.91735e-05j -0.0111229+0.0056442j -0.00289335-0.00665154j -0.00269792-0.00540646j 
-0.00181409+0.00112099j -0.0051997+0.00579095j -0.0138648+0.00398221j 0.00527186+0.00699087j -0.0072674-0.0151214j -0.0432628+0.00678485j -0.0121891-0.0091738j 0.00829828+0.00703731j 0.00772049-0.00293626j 0.0331644-0.0256492j 0.00742501+0.00247199j -0.00705561+0.0374204j -0.0132723-0.0449657j 0.000692501+0.00962181j -0.00722425+0.0158677j -0.0314571+0.00414834j -0.00938679-0.00476645j 0.0281506+0.000217533j -0.0147096+0.00898837j 0.0364636+0.0276806j 0.0150166-0.00674868j -0.0166296+0.0061819j 0.0312904-0.0307038j -0.00854904-0.00489869j 0.0361892+0.00123849j 0.0210147+0.0305825j 0.0359573-0.0227253j 0.00897479-0.00874062j -0.0099459-0.00328728j 0.00997225-0.000556735j 0.00111344-0.0302132j -0.00341664-0.00946213j -0.0134274-0.00760172j -0.00546612-0.0170195j 0.0270462+0.00149372j 0.037158+0.0181365j 0.0317803+0.00367109j 0.0043227+0.00143694j 0.0126148+0.0118158j 0.00592357-0.0191949j -0.0062785+0.0071955j -0.00192916+0.000142044j 0.0431945-0.000996219j -0.019619+0.00924228j -0.0132146-0.0275938j -0.0155577-0.00611074j -0.0280187-0.01488j 0.00313753-0.00523633j 0.0088019-0.0182469j -0.0231371+0.0296451j 0.0101116+0.0161294j 0.0172938+0.0317091j 0.0135727-0.00195055j 0.0190126-0.0235367j -0.00498221+0.00931229j -0.00728639+0.0172507j 
-0.00239051+0.00463819j -0.00401989-0.00211028j -0.00338716-0.00697613j 0.0103783+0.00195333j -0.0111579-0.00277639j -0.00855524+0.00260715j -0.00640932+0.0198498j -0.0010771+0.00641304j 0.0229739-0.00857566j 0.00461078+0.0142484j 0.00641087+0.0114573j -0.0165874-0.00749018j 0.00591226+0.011334j 0.000450929+0.00016018j 0.0102911+0.0128263j 0.0251219-0.006941j -0.00851121-0.0226889j 0.0307505+0.00939504j 0.00263226+0.0225606j 0.0019841+0.0235285j -0.00360459-0.0132481j -0.00881576-0.0256893j 0.00419471+0.0076971j -0.0180319+0.0103039j 0.00456694+0.0255705j -0.00399395+0.00765965j -0.0134148+0.00153692j -0.00763874+0.00202361j -0.0247229+0.0329901j -0.00959021-0.00238876j -0.0142584+0.00873151j 0.0204163+0.020615j -0.0198617+0.00248974j 0.0335117+0.00745979j 0.00740632-0.00864965j 0.00495117-0.00498387j -0.00285324-0.00524319j -0.00666299-0.00633957j 0.0136043-0.0303094j -0.0143072+0.0142296j 0.0315117+0.0018433j -0.0031588-0.00742673j -0.000768098-0.0306877j 0.00150336+0.0298011j 0.00783545+0.0100825j 0.00673839+0.0173779j -0.00492533+0.0107542j -0.00576294+0.0312623j 0.0119739+0.0146885j 0.00790286-0.00947461j -0.0114275-0.000633085j -0.000238325+0.00293826j 0.00906202+0.00197875j 0.0135133+0.00558519j -0.0037626+0.00624634j -0.00332171+0.00253607j 
0.00183503-0.00154802j -0.00855594+0.00426105j 0.00273043+0.0106504j -0.00616171-0.0169119j -0.00389963-0.0333014j -0.0181652-0.0117643j -0.0163679-0.0201582j 0.0029889+0.0179956j 0.00850463+0.0079097j 0.0242305+0.0245254j -0.0173967-0.0118171j -0.00269289-0.000674259j -0.0164985-0.0159672j 0.021165+0.00460433j 0.00209383+0.00481017j -0.0294719-0.0036888j 0.0166867-0.00226468j -0.00268618-0.00480532j -0.016043+0.0333631j -0.0136046+0.00949595j -0.0135387-0.0231721j 0.0037717-0.0160177j -0.0173424+0.000432987j 0.00782259+0.0175249j -2.44278e-05-0.0160547j -0.005062+0.00533728j 0.0196064+0.0133507j -0.00941965+0.0143676j 0.0141116+0.0124246j -0.0155339+0.000892513j 0.0183041+0.0136822j 0.0109272+0.00370871j -0.0123975+0.0104208j -0.0149596-0.0167794j 0.00611557+0.0125744j 0.0133381+0.00909785j 0.00721151+0.00749885j -0.0143875-0.00173553j 0.0017303-0.02446j -0.00854264-0.00462674j 0.0285003-0.0133468j 0.00148864+0.00863369j 0.0393418+0.00797859j 0.00303278-0.0103424j -0.00896314-0.0202121j 0.0140947+0.00359227j -0.0134206-0.0389317j -0.017803+0.00739817j -0.0489236-0.000266445j -0.000119706-0.017502j -0.013402+0.0127498j -0.00649168+0.00209799j 0.0297662+0.00109746j -0.0116837-0.00837671j 0.00162554+0.0125234j -0.00445015-0.00434776j 
0.00703674-0.00185404j -0.00173276+0.0012544j -0.0167778+0.0168593j -0.00899783+0.00141091j 0.0276777-0.021899j 0.0268967-0.0259823j -0.00279963-0.0218015j 0.00964897-0.0229341j 0.0187878+0.0105662j -0.00919902-0.00300004j -0.00766169-0.031383j 0.0186773+0.00478057j -0.00310996+2.38888e-05j -0.00542357+0.0260966j 0.00215666+0.00440601j -0.0264839+0.0110506j 0.0246373+0.0173254j -0.0209162-0.00980308j -0.0085298+0.00121825j -0.0201526-0.015001j -0.00923438+0.0124735j -0.00174726-0.0123839j -0.0242697+0.00619376j -7.76238e-06+0.0219806j -0.00860835+0.00553349j -0.00532188-0.0220529j 0.00477627+0.0147394j -0.00710819+0.0159683j 0.00546474-0.00430092j -0.0204521-0.00224111j 0.00473404+0.0180257j 0.000157921-0.00228782j -0.00154957+0.0121039j 0.00455309-0.0139155j -0.00808045+0.0030347j -0.0199184-0.0209893j 0.0118054-0.0011034j -0.000588284+0.0324322j -0.00251174+0.00362251j 0.00710791-0.0056705j 0.0306606+0.00192353j -0.0229878-0.00839093j 0.0306649+0.0104349j 0.0146923-0.00688084j 0.0212118+0.00273265j 0.00927042+0.00264963j -0.000211282-0.0473384j -0.0219549-0.0162695j -0.039534-0.0192716j 0.0130153-0.00867031j -0.0201623-0.00853822j 0.00462538+0.00235682j 0.0144346+0.00106678j -0.0245769-0.0142414j 0.000567819-0.000177726j -0.00498779-0.0129102j 
0.00260076+0.00511613j -0.00293652-0.00123197j 0.00209734-0.00818711j -0.00590486-0.00193668j -0.00732078-5.29362e-05j 0.00868889+0.0134776j 0.0113329+0.00880545j 0.0130279-0.00270582j 0.00369058+0.0173423j 0.0115237+0.000296572j -0.0120286+0.00758019j 0.00431696+0.000295305j 0.0219811+0.010007j 0.00149828+0.00816158j 0.00997824+0.0151528j 0.00640058+0.00956852j 0.011234+5.78901e-05j -0.00716268+0.0108407j 0.00938796+0.000102898j -0.0142756-0.00575179j 0.000318106+0.000108785j -0.00836723+0.0113364j -0.0035673+0.00937612j -0.0123904+0.00738812j -0.0213217+0.0209947j 0.00084734-0.0176623j -0.012293+0.00759099j -0.000492192+0.00477465j -0.00309624-0.0113224j -0.0144904-0.000975848j -0.00248541+0.00357807j -0.00438783-0.00585039j -0.00327905+0.000432851j -0.00411497+0.00980302j -0.00816947+0.00655186j 0.00887889-0.00440595j -0.0206102-0.00779488j -0.0311104-0.00133489j 0.00515021-0.0427596j 0.000493077-0.000646382j 0.00831565-0.00590854j -0.00541711+0.0103436j 0.005934-0.00865375j 0.00985954-0.00775771j 0.00122237+0.0136573j 0.00326538+0.0102533j 0.00332508+0.001338j -0.000369299+0.00357236j -0.00435065+0.0119086j 0.0186775-0.00178377j -0.0105611+0.00513741j -0.0160976-0.0123443j 0.00215901-0.00135257j -0.0121193+0.0106919j 0.000530461-0.00627105j 0.0021369-0.00574674j 
-0.000719234-0.000501623j 0.00392385-0.00134985j 0.0140079-0.00883581j 0.00134712+0.000153685j 0.00779065+0.0136178j 0.00797185+0.00654142j 0.0142903+0.00785946j -0.0174505-0.000791322j -0.00827948+0.00818508j -0.0141531+0.0267153j 0.0118565+0.00815792j 0.000329703-0.00794433j 0.00130502+0.00876956j 0.017154-0.0212366j 0.0261532-0.00429423j -0.0149653-0.0144483j 0.000279032-0.0308962j -0.00352742+0.0215237j 0.00429606+0.0133204j 0.0100792+0.0187669j 0.0151065+0.017959j 0.0188421+0.00099847j 0.0138723+0.0115796j -0.00352049+0.0198922j 0.00145464-0.0237031j -0.00378697-0.0020912j 0.000199675+0.00392766j 0.000205651-0.00835563j 0.0123547+0.00478678j -0.00847961+0.0241568j 0.0169741+0.001686j 0.0287923-0.00635926j 0.0104203-0.0016806j 0.0179683-0.00499542j 0.0213258+0.0158552j 0.00098864-0.0129052j -0.015643+0.00356445j -0.0042157-0.00232622j -6.4095e-05+0.0238215j -0.00655858+0.00124992j 0.00385597+0.0255736j 0.011441+0.0110423j 0.00333869-0.009953j -0.0153521+0.0223913j -0.0139307-0.00828926j -0.0200552+0.0102243j 0.019756+0.0324554j -0.0152474-0.00749252j 0.00560582-0.00842293j 0.00462286-0.0139738j -0.0123608+0.00553036j 0.00712831-0.00812426j -0.00951456+0.00749359j -0.00360554+0.00311137j 0.000936985-0.00495468j 0.00121844-0.00476465j 
0.00111451+0.00460524j 0.00430971-0.00521617j 0.00215194-0.0098811j 0.00287407+0.0110965j 0.00425148+0.0359352j 0.0254245+0.00858666j 0.0340548+0.0163221j -0.00240907-0.0202266j -0.00997083+0.00665716j -0.0157037-0.00625183j 0.0194251+0.0118318j -0.00334686-0.0209198j 0.0152463+0.0280728j -0.00624158-0.0093579j 0.00273577-0.0109845j 0.02558-0.00288806j -0.0131099-0.0124278j -0.00650016+0.00923392j 0.00479211-0.0237492j -0.00775567+0.000241937j 0.00628591+0.0213959j 0.00238932+0.0195943j -0.00424424+0.00465356j 0.0159079+0.00837464j 0.00397814+0.00764907j -0.0225095-0.00583387j -0.00600296-0.00199212j 0.00521818-0.00551916j 0.00690743-0.0109598j 0.00122325+0.00261646j 0.0322942-0.000369664j 0.00222775-0.0187794j 0.00193261-0.00272236j -0.0180446+0.00100342j -0.0105229-0.00692939j -0.0218284+0.00473105j -0.0080616-0.0143808j 0.0143209+0.00447795j 0.0118422-0.00619402j 0.0247318+0.00707515j -0.0204132+0.00186382j 0.0287557+0.0127523j 0.00332476-0.00744331j 0.00778405+0.0128954j -0.0188962+0.0311395j -0.0241668+0.00197121j 0.01549+0.0559354j -0.00157995-0.0332088j 0.0280115-0.0197311j 0.0273895-0.00797532j -0.0060674+0.00671658j 0.0115927-0.0254191j -0.0258094-0.00182204j -0.0100229+0.0199772j -0.00355459-0.0147944j -0.00145579-0.00781924j 
