0.0780237-0.0873187j 0.0883762-0.105538j -0.045095-0.0196961j -0.0407002+0.0420409j -0.0763311-0.0112427j 0.0523354-0.0201629j 0.00088409+0.00839367j 0.0360442+0.0397285j 0.00722132-0.0125701j -0.0304265+0.0247598j 0.0136659-0.0275947j -0.00820181-0.0183239j 0.0198732+0.0191375j 0.000932299-0.0206702j -0.00164269-0.0046151j 0.0176617-0.00677134j 0.0267687-0.0203413j 0.00866998+0.0241605j 0.0294733-0.0263393j -0.0221776+0.10323j 0.0185585-0.0217299j -0.0995022+0.0130707j -0.0248216+0.0487637j 0.02259-0.0411413j 0.0261875+0.0616762j 0.0236556+0.00804693j 0.00430566+0.00944591j -0.0385075+0.0226265j 0.0785821-0.0400988j 0.0438905-0.00575069j -0.0111161-0.0441204j -0.0441288-0.0448994j -0.052644+0.0405023j -0.00146758+0.0149912j -0.0237883+0.0660317j 0.0202815-0.0410835j 0.0331028+0.0394985j -0.0457411-0.00355548j 0.017459+0.025818j -0.0685609-0.0203j 0.0177821+0.00535419j -0.00681485-0.015648j 0.00944109+0.00300876j 0.035802+0.0182476j -0.0254093+0.0205506j -0.0331682+0.00284048j 0.0135873-0.0270303j -0.00337269+0.0151264j -0.0301826+0.00617173j 0.00824171-0.0301444j -0.0175449+0.0281406j -0.000164862+0.0270966j -0.016348-0.00371261j -0.0269911+0.0419426j -0.020732+0.0115347j -0.0576313-0.0102028j -0.01354-0.00779796j 0.0152592-0.0190085j 0.0049912+0.0285006j 0.0266055-0.0543173j 0.0370524-0.0517538j -0.0136716-0.0249113j -0.0627591-0.016447j -0.0298352+0.0549551j 0.0123233+0.00661281j 0.0023274+0.024659j -0.0253157-0.0335516j -0.0324186+0.0352335j -0.0144713+0.00478897j -0.000908595-0.0411964j 0.00704267-0.0447236j 0.00666616+0.0283998j 0.00229861-0.0332507j 0.00898185-0.0510112j -0.00581961-0.0159418j -0.0219951-0.0241596j -0.014126+0.016632j -0.00468131-0.025874j 0.0206302+0.00540515j 0.029381-0.0248137j 0.0255147+0.0407025j 0.020687-0.058761j 0.00545019-0.012571j -0.0643817-0.0648697j 0.00476468-0.0818916j 0.0853253-0.109529j 0.108445+0.0353288j -0.0243312+0.051717j -0.0126273+0.0419189j 0.061046-0.212071j 0.0912874-0.149664j -0.188838+0.169451j 0.190869+0.028459j -0.00337455+0.0543695j 0.115374+0.169442j 
-0.0196245+0.0134239j 0.0302141+0.0195165j -0.0194909-0.023717j -0.00303091-0.00721722j -0.0456696-0.0517976j 0.0127066+0.0205034j 0.0413933-0.0321491j -0.0173978-0.00884668j 0.00965326+0.0310474j 0.010161+0.015121j 0.00706776-0.00177049j 0.00129485+0.00832013j 0.00671955+0.024627j 0.0372901-0.0212187j 0.0101774-0.015058j 0.0333568-0.0144198j -0.0108961+0.0247029j -0.00138222+0.00920184j -0.0383408-0.0116481j 0.0294156+0.0217661j -0.000220123+0.0085913j 0.0230406-0.0323236j 0.0202598+0.0513785j -0.00982917-0.0203625j -0.00395834+0.0126149j 0.0010753+0.0490864j -0.0725338-9.25816e-05j -0.00774699-0.0187889j -0.0331805+0.0134583j 0.0349735-0.0116651j 0.013247-0.0338321j -0.0016285+0.000681657j 0.00267524+0.0584719j 0.0634567-0.0762542j 0.00939738+0.0330038j 0.0367105-0.0251719j 0.00120861+0.0183781j 0.016045-0.0270151j 0.035908-0.027676j -0.00898871-0.0340061j -0.0124122+0.0293006j 0.0199487+0.0475721j 0.00416045+0.155298j 0.00798635+0.0059195j 0.0701656-0.159509j -0.0348798+0.0719003j 0.116067+0.0775628j 0.0633217+0.107293j -0.0258573+0.00582078j 0.0596145-0.0200093j -0.0762294-0.0781737j 0.0389789-0.120563j 0.0209035+0.0704766j -0.0218442+0.0520112j 0.015615-0.111084j 0.00385683-0.0298347j 0.0132551-0.081561j -0.0555732-0.0905607j 0.0535822-0.0502875j -0.00795485-0.00216496j 0.0105301-0.0527853j -0.00179078+0.00522055j -0.00318971-0.0448901j -0.0633329+0.0276179j 0.0737923+0.124832j 0.0108596-0.144041j 0.00179528+0.0248438j 0.0641272+0.0568883j 0.031574+0.0251183j 0.0142484-0.0374179j -0.0123184-0.00408525j -0.104958+0.0146118j -0.101891-0.0112032j 0.0990146-0.0061858j 0.112336-0.00220204j 0.135127-0.0411157j 0.0037274+0.0684829j 0.0275331-0.0882448j 0.0325569-0.0473947j 0.0372187-0.000133573j -0.0131598+0.146675j 0.0158247+0.194174j -0.0290107+0.0154286j -0.0430092+0.0852166j 0.0163411-0.0295123j 0.0336352-0.0581635j 0.00245215-0.0626558j -0.0535796-0.121225j 0.0371363+0.0463911j 0.00832223+0.0721478j -0.0230517+0.0468416j -0.0245509-0.00616284j -0.00998192-0.014659j -0.0261991-0.0313152j 0.0210808-0.0425798j 
0.0350751-0.018831j -0.0653615-0.0182161j 0.0385215+0.0505678j 0.0160828+0.0246787j 0.039567+0.0418532j -0.0755087-0.0508309j -0.0170377-0.0325459j -0.0339118-0.0172226j -0.0288491-0.00946138j 0.0562304+0.0276005j 0.00578203+0.0336502j -0.0188852-0.0149812j -0.0116419+0.00391357j -0.0275276-0.0171219j 0.0119707+0.0321654j -0.0112754+0.0310584j 0.0351645+0.000452887j -0.00331868-0.0471865j 0.0111923+0.0495462j -0.0401141+0.00740394j 0.0072983-0.00760928j 0.00368207+0.0264492j -0.0192678-0.0713776j 0.0283004-0.0307528j 0.00777492+0.00617574j 0.00667011-0.0187857j 0.0237636-0.000926762j -0.0218489+0.00741298j 0.055642-0.00127803j 0.000484484-0.0474918j -0.0395318+0.0338577j -0.0178962-0.0141763j -0.0329584+0.00546737j -0.0577246+0.0933687j -0.0224025+0.0310258j -0.000796575+0.0553163j 0.00600741+0.00308365j 0.0237065+0.0446044j -0.0221491+0.0508322j 0.0193751+0.0398633j -0.00795196+0.0459581j 0.0640981+0.0884347j -0.0185218+0.0146594j 0.02151-0.054004j 0.0821965-0.0824592j 0.104644+0.102104j -0.0162914+0.0263354j 0.0817356+0.0517237j 0.0337694-0.00297554j -0.0119017-0.0433329j 0.0234995+0.0499875j 0.0074764-0.0781156j -0.05177+0.0644556j 0.0266357-0.0161023j 0.0327202-0.02399j -0.0510425+0.0133581j 0.011864-0.0161963j 0.0744524+0.0217285j -0.0228843-0.0219404j 0.00696286-0.0134084j 0.0502594+0.0793157j 0.0160294-0.0658323j 0.017622+0.0261966j 0.0502049+0.0698411j 0.0314639+0.0762595j -0.0717182-0.0503964j -0.0367533-0.0719212j 0.026056+0.0130741j -0.151936+0.0296603j -0.249635+0.0637505j -0.0675499-0.00145754j -0.143172+0.00990678j -0.245109-0.0210388j 0.131124+0.0113084j -0.212724-0.0349783j 0.104729-0.0272312j -0.0699347-0.00508441j 0.0745523-0.0422411j 0.0258766-0.0677828j -0.0827614+0.0197196j 0.0150889+0.143412j -0.0842562+0.129856j 0.0542689-0.0241693j -0.0302924-0.00424252j -0.0288171+0.0518086j -0.0435732+0.0285192j -0.00578252+0.129163j -0.0289555-0.0268937j -0.00895907-0.0361235j 0.023044+0.0160555j -0.0660506-0.151562j 0.0210574-0.0818585j 0.0197647-0.00018499j 0.0339726+0.0419317j -0.0361125+0.0378041j 
0.024337-0.0385992j 0.0330187+0.0268993j -0.0460241+0.00365892j -0.0209323-0.00685414j -0.0336428-0.023372j 0.0889739-0.0482231j -0.0824236+0.0260684j 0.00879905+0.0572268j 0.00362633-0.0314376j -0.0603253-0.018841j 0.0214956+0.0406154j -0.0105769-0.000558857j 0.023953-0.0316211j 0.0128002+0.0220359j -0.036715+0.000713614j -0.0225179-0.0266029j -0.0256441-0.0755701j -0.00486448-0.0335044j 0.0402749-0.010813j -0.0175382-0.0572083j -0.039149-0.12582j -0.158137+0.0656735j -0.1424-0.0921085j 0.0336183+0.0918889j 0.126606+0.069586j -0.0104841-0.160662j 0.172288+0.0273141j 0.0807806-0.0227395j 0.0413852-0.0367102j -0.107035+0.209693j -0.108092-0.139003j 0.0472984+0.0758351j 0.0655681-0.109988j 0.0716008+0.0219464j 0.0632853-0.008492j -0.0884615+0.0140933j -0.021033-0.00502652j -0.0424656-0.0247354j -0.0715585+0.0795876j -0.0383191-0.0317806j -0.0739609+0.0127272j 0.0042262-0.0375114j -0.0347296+0.0275476j 0.0557764-0.139521j -0.0127267-0.00103798j 0.0159256+0.00716944j -0.000609911+0.0779739j 0.020405-0.00419065j 0.0263675+0.0252656j -0.0154305-0.0261249j 0.0566848+0.0169526j -0.0316807-0.092808j -0.0331864-0.00501447j -0.0135087+0.0120978j 0.0744669+0.00866326j 0.0351706+0.0682844j -0.0118567+0.0527152j 0.0266639+0.0312883j 0.0720603+0.0216354j -0.0645443-0.0728461j -0.0372149+0.043876j -0.0497104+0.00440673j 0.0443089-0.0264186j 0.0828061+0.0204071j -0.0369131+0.0160002j 0.0151558-0.0315339j -0.0624292-0.0670805j 0.0226461+0.0122617j -0.000530177+0.0132067j -0.0219911+0.0158847j 0.011759+0.00136757j -0.0343563+0.0185886j 0.0126442-0.0212003j -0.0301908-0.0180012j 0.00166473-0.0609529j 0.033259-0.00375605j -0.0217478+0.0454727j -0.0787457+0.00582604j -0.00557536-0.0361576j -0.0271993-0.0257784j -0.0424667+0.00862033j 0.0338836+0.0923416j 0.00223066-0.0487639j 0.000153659-0.032009j -0.0124561+0.0498907j 0.00680292+0.0828041j -0.009+0.0185862j -0.00691348-0.0831356j 0.000141808-0.0481297j -0.0641898-0.0028434j 0.0286675+0.0270589j 0.00637261+0.0130624j -0.0264775-0.0288946j -0.0800775-0.000179268j -0.0144545+0.0326243j 
-0.00073528-0.00568382j 0.0187144+0.0106727j 0.0135292+0.000285665j 0.00199713+0.0121751j -0.023796-0.0132066j -0.0314419-0.0173967j 0.00741765+0.00216175j -0.0194891+0.0246647j -0.00198316-0.0318483j -0.00686496+0.0111832j 0.0270783-0.00158702j -0.0232573-0.00332148j 0.0403425+0.0275734j -0.0264723-0.0084801j 0.0031725+0.0243652j -0.00417479+0.00249717j 0.0363208+0.0190281j -0.0135566-0.00911167j -0.0215724+0.0097871j 0.0209187+0.0187007j 0.00123238-0.0399742j -0.0355415+0.0255954j -0.0250052+0.00603067j -0.0366251+0.0175308j 0.0812915+0.0313935j 0.00990362-0.0245657j 0.0329973-0.00194901j -0.00553321-0.0184452j 0.0177123-0.012691j -0.0313273+0.0784206j -0.0481276-0.0768372j -0.00675987+0.00126991j 0.0156259-0.0516978j -0.03564-0.0039256j 0.0316508-0.00029766j -0.00812669-0.000783069j -0.011179+0.0217709j 0.0319044-0.00517765j -0.0187097-0.017987j -0.0525465-0.0200433j -0.00686127+0.0330888j -0.0831428+0.0256622j -0.00539939-0.0813537j 0.0238026-0.0410844j -0.0290852+0.026853j -0.0411182-0.0117604j -0.0444684-0.0199091j 0.0276509+0.0372994j 0.00587311-0.0823474j 0.0538577+0.061337j -0.0400516-0.0608411j 0.00416789+0.0502445j -0.0556902-0.0965203j 0.0133829+0.0158958j 0.0157545+0.0641559j 0.000857443+0.019396j -0.00436581-0.072732j 0.0958311+0.0363061j 0.000124588-0.0173506j 0.0259093-0.0223069j -0.00293231-0.0668871j -0.00906614+0.0432547j -0.0494849+0.00890001j 0.114842-0.100675j 0.0849051-0.0792491j -0.0134046+0.0861926j 0.0410736+0.0358593j 0.105199+0.0612221j -0.0673065-0.0517788j -0.000526305+0.0189252j -0.0214751-0.0494468j -0.0803815+0.0517917j 0.0560134+0.00942241j -0.00769101-0.0512683j 0.0564351+0.0451371j -0.00786289+0.124986j -0.00692774-0.0403174j 0.072539-0.117874j -0.0221028+0.163249j 0.0173263-0.0764759j -0.0383248-0.0113004j 0.0688034-0.0202549j -0.00993094+0.000139281j -0.0397259+0.00203126j -0.011498-0.0512434j 0.0837505-0.128909j -0.0534295+0.0766429j -0.0053651+0.0919601j 0.0316182-0.0738078j 0.0267491+0.180732j -0.0918343-0.0473973j -0.00106801-0.0588524j 0.0281989-0.0367919j -0.0362903+0.00432541j 0.0345943-0.00488673j 
0.00833937-0.0115507j 0.0117064+0.0188236j 0.00551472+0.00251777j -0.0084657+0.0132243j -0.024205+0.00818242j 0.0185968-0.0169677j -0.0223714-0.000465991j 0.019884+0.00778097j 0.000858422-0.0104337j 0.0255079+0.0176358j 0.0309898-0.0265842j 0.0108165-0.00383634j -0.00243258-0.00733988j -0.00956795-0.0100703j -0.00562081-0.00139238j -0.0238473-0.000998889j 0.00531159-0.0135094j 0.00654716-0.0155563j 0.0277038-0.00839292j 0.0110632-0.0205618j 0.00986639-0.00819737j -0.0108509+0.0191641j -0.0406371+0.0107513j -0.0119144-0.0208077j 0.0237761-0.00784921j 0.00619877-0.0362967j 0.033305+0.0185545j 0.00993195-0.00897405j 0.025859+0.0199681j -0.00578729+0.018447j -0.0510436-0.0452286j 0.00430535+0.0353379j 0.0106209+0.0163392j -0.0232585+0.0624763j -0.00386735-0.0439612j 0.019956+0.0392722j 0.021333-0.00410576j -0.0284526-0.0239129j -0.000125938+0.00896264j -0.0207499+0.0184959j 0.00778829+0.020657j 0.0280836+0.0226556j -0.0466713-0.069403j 0.0398345-0.00532568j 0.0538902+0.146334j -0.0388614-0.0904555j 0.0302551+0.00701293j -0.0130145-0.063271j 0.0331858+0.0372117j -0.0539866-0.0269019j 0.00784178+0.0899764j 0.0439986+0.0373603j 0.0204961+0.172561j -0.0748662-0.111736j 0.0241389-0.00855795j 0.0372851-0.0546351j -0.0520693-0.072081j 0.0202438-0.120543j 0.0244017+0.0652879j 0.0147528+0.0566817j -0.0143129+0.0519608j 0.0145347-0.0346521j 0.0436157-0.0116773j -0.0576132-0.00107805j 0.0490154-0.117109j -0.0229644+0.109879j -0.00903699+0.0760857j 0.0960512+0.0452066j 0.0581123+0.0644878j 0.0427182-0.0278413j 0.0555255+0.0160923j 0.152564+0.0953679j -0.0779561-0.0415092j -0.00601515+0.040427j 0.0592455+0.0119854j -0.0308485-0.0744197j 0.0133737+0.0105236j 0.220905+0.0233877j -0.0258485-0.182145j 0.0415096+0.0426083j -0.0130417-0.0944969j 0.0439724-0.065524j -0.0225243+0.0988379j -0.0782676-0.00347598j -0.0640757-0.0864439j 0.0190497+0.0452475j -0.00637782+0.0338431j 0.00259771+0.0607269j 0.0308356-0.0389567j 0.0266815-0.0181412j -0.00343256+0.0197243j 0.0592568-0.014345j 0.0148975+0.0316629j 0.00126623+0.0248011j 0.00335934-0.004793j 
-0.0223309-0.034674j 0.0797884-0.0123331j -0.00808087-0.0444381j 0.0116249-0.0202593j -0.0124602-0.0554028j 0.0125871+0.0560023j -0.017536+0.0196415j -0.0178144+0.0219875j 0.00415423-0.018096j -0.0183576-0.012436j 0.0340423+0.0168974j -0.00429102-0.0206438j 0.0216895-0.00412569j -0.000928408-0.0148703j 0.00156411-0.0107799j 0.00628225-0.00588975j 0.0134699+0.0409264j -0.00402924-0.000421393j -0.0167878-0.00729345j 0.0334538+0.0105301j 0.014831-0.0186206j -0.0096158+0.0246455j -0.0032807-0.00398484j -0.027814+0.0955912j 0.0141922+0.0476671j -0.0300802-0.0113074j 0.0590277-0.011143j 0.0155536-0.0282446j 0.0190667+0.00522261j -0.0406809+0.0848575j -0.0044692-0.0233331j 0.0238521+0.0334643j 0.00685314+0.0265259j -0.0599009+0.0285252j 0.0460072-0.0255683j 0.0215192+0.00235272j 0.00933827-0.00893235j 0.00779772-0.0346102j -0.0753484-0.0748477j -0.00993124-0.0502026j 0.00395194-0.0106672j 0.0428308+0.0524283j 0.050933-0.00849508j -0.0419481+0.0537717j 0.0445794+0.0677552j 0.00432485+0.00403468j 0.0433683-0.0513545j 0.0042603-0.114284j -0.00911837+0.00756469j 0.0640097+0.000985186j -0.0321138+0.0129103j 0.0261527+0.0687461j 0.0668679+0.107381j 0.00710011-0.063551j 0.00973575+0.016638j -0.0434349+0.038446j 0.0304351-0.0152114j 0.0370362-0.0484451j -0.0399054+0.0398381j -0.0322278+0.0126543j 0.00283349-0.0983459j -0.115399+0.0505207j 0.0247115-0.0567021j -0.0865677+0.0430859j 0.0449276+0.0134407j 0.0375472-0.046676j -0.0455174+0.0543895j 0.0539103-0.0868635j 0.077957+0.00603475j -0.058884-0.00482795j -0.0378509-0.0166375j 0.0555234-0.0818738j -0.0713874+0.00546988j 0.121968+0.0458016j 0.0689721+0.0324139j -0.0647412-0.0342214j 0.0691337+0.0878109j 0.152401+0.0831941j -0.0260077-0.0683706j 0.0306877+0.0146006j 0.036374-0.0320914j -0.0184568-0.0395838j 0.0888725-0.0161983j -0.0570114-0.133291j 0.035837-0.0165092j -0.0101693-0.0766104j -0.0484708-0.0213021j -0.0212132+0.105247j -0.0108665+0.01259j 0.0882998+0.0212698j 0.0215747-0.0259533j 0.0675993-0.03927j 0.000531557-0.0680737j -0.0419039-0.0429543j 0.0213011-0.0175137j 
-0.00118011-0.0204556j 0.0203971-0.000165046j -0.0178263-0.00867222j 0.0240152-0.00861203j -0.0152185-0.0297938j 0.0404899-0.0518351j -0.023029-0.036692j -0.00161423-0.014799j -0.00696754+0.0110287j 0.00405156-0.00595572j -0.00511262-0.0054277j -0.00336978-0.00688574j -0.00928749+0.00121168j 0.0113676+0.00118488j 0.00566551+0.00285263j 0.00408646-0.000223644j 0.00265832+0.00379472j -0.00193349-0.0309827j -0.0247276+0.0134982j -3.98797e-05+0.012542j 0.023291-0.0419304j 0.0083042+0.00513172j -0.0674895+0.0268859j -0.0133909-0.0702093j 0.000293887-0.00181552j -0.0232662-0.0438359j 0.024744+0.0253629j 0.0116262-0.00885093j -0.0118977+0.0395149j -0.0260458+0.00192143j -0.0224892-0.0316171j -0.00547025+0.0413636j -0.0204233-0.0163809j -0.0854886+0.0348688j -0.0115006-0.0147757j -0.0300006-0.00801478j 0.00760684-0.00464834j -0.0174392-0.0118035j 0.0116918+0.041954j -0.0471685-0.00101436j -0.0244708+0.0563234j 0.0234968-0.0072j 0.0776565-0.00314533j 0.0296399-0.0754965j 0.0126754+0.0108663j 0.034897-0.0472235j 0.0260103+0.0273004j 0.0330259+0.041535j -0.0510861-0.030983j 0.000489657+0.00490735j 0.0443997+0.0171291j -0.0661595+0.0120281j -0.0101886-0.0228421j -0.0255465-0.0314327j -0.0125575+0.0287154j -0.00432851-0.116886j 0.026777-0.037665j -0.0109203-0.0587162j 0.0148366-0.0379519j 0.0717665+0.0803348j -0.075002+0.0835173j 0.0520649-0.054725j 0.0762207+0.0136625j -0.0259461+0.105521j -0.0544958-0.00113883j -0.120751-0.0224448j 0.0858244-0.0172925j 0.05105+0.015231j 0.0462239-0.0642252j -0.0720354-0.066673j -0.0664099-0.0223261j 0.0300775-0.0194923j -0.0447795+0.0192693j 0.0559118+0.00443044j 0.0354789-0.0744828j 0.0462098+0.0210096j 0.0870522+0.0375669j 0.0739437+0.0815597j -0.0761601+0.0725999j -0.0366743-0.0381841j 0.0884374-0.0366949j 0.0327529+0.00230037j -0.0299712+0.107842j -0.052693+0.0827362j -0.0282386-0.0411419j -0.00204684+0.0335285j 0.0340432+0.0734619j 0.028997+0.0399063j -0.000104594-0.0657932j -0.000821235+0.0370156j 0.000947055-0.0243709j 0.0503584-0.0508159j 0.0306735+0.0583637j -0.0113408+0.0530856j 0.0405867-0.034116j 
-0.0925739+0.00837543j -0.00713736-0.0288351j 0.0196092+0.0152044j -0.00106537+0.0179869j 0.0292099+0.0326701j -0.0358552+0.0141206j -0.00170278+0.00872383j -0.041907-0.0427872j -0.00213986-0.0129598j -0.0413104+0.0278382j 0.0160256+0.0163573j -0.0227002-0.0171716j 0.0262319-0.0257776j -0.0217071-0.0538493j 0.00077589+0.0583996j 0.0105824+0.0291901j 0.00676692+0.0213219j -0.00701925-0.0131186j -0.0293591+0.0147599j 0.00479374+0.0344426j 0.00290259+0.00572051j -0.0097659+0.0696777j -0.0224256-0.0156643j -0.0497834-0.0370454j 0.0838791-0.0102966j 0.0308203-0.0369727j 0.0132784+0.0230046j -0.0152171+0.00206742j 0.0754548-0.0132839j -0.0174986+0.0289129j 0.0223124-0.00406079j -0.0143022+0.0906498j -0.0522402-0.0703443j 0.0601596-0.0158879j 0.0610732-0.0150333j 0.0235376-0.0578796j -0.0511775-0.0794734j 0.0211061+0.0621343j -0.0703861-0.0125751j 0.00490521-0.0765305j -0.00310484+0.0236354j -0.0373827+0.00255929j -0.0409071-0.0769023j -0.0433162+0.0137572j 0.0226049-0.185489j -0.0379653+0.00944689j -0.0490356-0.0788578j -0.0763128-0.0917941j -0.0395851+0.0514792j 0.0135704-0.097766j 0.0153979+0.0509031j 0.0571168-0.0642101j -0.0511287-0.0389999j -0.0897007-0.0222627j 0.0722903+0.00324697j 0.0329136-0.16091j -0.0557635+0.0230862j -0.0124712+0.0329785j -0.0594657-0.0712106j 0.062446+0.0473532j 0.0212808-0.0575922j 0.0586183-0.0928015j 0.0891405+0.0174549j 0.01771+0.0775412j -0.0335055+0.000524142j 0.076468-0.0689232j -0.0929591+0.0752854j -0.0909423-0.00812787j -0.0453748-0.00596712j -0.0846723-0.0372063j 0.0475785-0.0311158j 0.115987+0.00283639j 0.058399+0.0566787j -0.0233874-0.0125167j 0.047467+0.0694628j 0.046147+0.00203742j -0.0969893-0.0924336j -0.048967-0.100387j -0.00220408+0.0741156j -0.0434578-0.0872566j 0.0239491-0.017773j 0.119004+0.0455821j -0.0481564+0.0584783j -0.0876532-0.00202108j -0.121262-0.0793086j -0.0867258+0.0334487j -0.072324+0.0807606j 0.01174-0.106579j -0.0321192+0.0118859j 0.0105488+0.00410934j -0.11044-0.054565j -0.193769-0.0408013j -0.0685451+0.0417347j 0.0518365-0.00111945j 0.0223425-0.0480487j 
-0.0788607-0.0321708j 0.0531236-0.0525818j 0.030597+0.012832j 0.00273041+0.00881079j 0.0607567+0.0472856j 0.0306982-0.0100892j -0.0316679-0.0333084j -0.00870531+0.0126094j -0.0105117+0.00947927j 0.0323223-0.0282387j 0.0138133+0.0216836j -0.00760751+0.000835258j 0.00621912-0.00193712j -0.0208257+0.0285347j -0.0131314-0.0110956j -0.00259743-0.00495659j 0.0167556-0.0495771j 0.028944-0.0136201j 0.000762663+0.00541252j 0.00500512-0.0400158j 0.0194117-0.00996836j -0.012675+0.00643122j -0.0367208-0.0323565j 0.00351704-0.0397759j -0.0345363-0.0066484j -0.0134253-0.00382806j -0.00295992-0.00520536j 0.0347362+0.0199748j -0.0720004-0.0145823j -0.0249772+0.0314185j 0.0136376+0.0500182j -0.0132563+0.0148032j 0.0305807+0.0664654j -0.0965873+0.0744816j -0.0222569-0.0313349j 0.038431+0.0627429j 0.0213098+0.015424j 0.00635154+0.0320352j -0.0804139-0.00866902j -0.0566714-0.0451774j -0.0452303-0.0168913j -0.00992258-0.109721j 0.02959+0.0903789j -0.0624605-0.058558j 0.0434515-0.0481144j -0.00893562+0.0948929j 0.0303218+0.0756898j -0.0921089+0.0264237j 0.00475759-0.0291574j -0.00657412+0.0986447j -0.00943248-0.0704601j -0.0519623-0.0485116j -0.034007+0.0292965j -0.00119658+0.0275958j -0.0263172+0.0232312j 0.0321695+0.000668522j 0.0963764+0.0224767j -0.0316257-0.0849098j 0.136295+0.0397011j 0.117684+0.0843489j 4.02844e-05-0.0703095j 0.0272374-0.0876052j 0.0880162-0.0266224j 0.0528383+0.0156505j -0.0143626-0.107721j -0.0367775-0.00307781j 0.0199114-0.0377667j 0.116561-0.028554j 0.0701264-0.0235878j 0.0182117+0.0555034j -0.151096-0.0814533j -0.0108568+0.00525076j 0.11221+0.0352932j 0.0680649+0.0400195j -0.01303-0.0489317j -0.0309526-0.0252296j -0.0153589+0.0131441j -0.0707698-0.0742131j 0.046476+0.039931j -0.00656001+0.0536453j 0.0439851-0.015874j -0.0387812+0.0481713j 0.033987-0.0420744j 0.0121236-0.0619326j -0.0113063+0.0435299j -0.0859912+0.0720181j -0.0859485-0.03483j -0.00939287+0.0120175j -0.047484-0.0351189j -0.0485049-0.0492415j 0.084528-0.0471381j -0.152786+0.0792407j -0.0161777+0.0629619j 0.0920348-0.0263197j 0.06577-0.0134547j 
0.0409949+0.0233212j -0.00385724-0.0119408j -0.0344529-0.0494145j 0.00966429+0.00784712j -0.0310314-0.0657216j -0.0496271+0.0462926j 0.0001526+0.00645234j 0.00138135+0.0104683j -0.0191395-0.00654139j -0.00629097-0.0319538j 0.00249551+0.00941792j -5.76945e-05-0.00473192j 0.0160412+0.0435059j 0.0163942+0.0385123j -0.0124619-0.0284217j -0.00701811+0.00324981j -0.000241276+0.0192371j -0.008122+0.0146044j -0.0444069-0.00174699j 0.0072498-0.00120778j -0.0126029+0.0063608j 0.0112349-0.0700477j 0.0522359-0.0147694j -0.00425801+0.059985j 0.0336283-0.00287839j -0.0164882+0.0277156j -0.0386873-0.027705j -0.0236926-0.0166321j -0.0416597+0.0118373j 0.0297614-0.000652429j -0.0525977-0.0198192j -0.0111737-0.0730313j 0.0236042-0.00947679j 0.00168891+0.0417716j -0.00377343+0.0450626j -0.0141993+0.00406839j 0.0206594-0.000612611j 0.0359679-0.0391809j 0.0959521+0.000196494j -1.83301e-05+0.0476695j -0.0134538+0.115714j -0.00477457-0.0512431j 0.0494289-0.0182477j 0.0546047-0.110001j 0.0243477-0.158826j -0.0978646+0.0116342j -0.0895525-0.0269546j -0.0157635-0.0573401j 0.0276681+0.00774237j 0.0397048-0.043946j -0.0075024+0.0594894j 0.0916867-0.0702825j -0.0074415+0.0335892j 0.0567109+0.0142209j -0.0161706+0.0056377j 0.00834111+0.0780705j -0.00182958+0.108596j -0.0199059-0.0318646j 0.122607-0.0333947j -0.0641099-0.0128223j -0.0111236+0.160042j -0.000331856+0.143903j 0.0663919-0.051594j -0.0306035+0.0430138j -0.0328542-0.0612277j -0.0183862-0.0519586j -0.0494365+0.030659j -0.0662357-0.058004j 0.0598022+0.0281492j 0.0166224-0.0127364j -0.0917773-0.109438j 0.0301238-0.00229782j -0.0246372+0.0415519j 0.0228113+0.0163024j 0.0596651+0.0833109j -0.0488982+0.00937886j -0.0045858-0.0346586j 0.0471308-0.055252j 0.0818283+0.0578369j 0.0638645-0.0756875j 0.0569301+0.017539j 0.0413852-0.026811j -0.0810605-0.0733467j 0.0773165+0.0427446j 0.0685925+0.0486598j -0.015915+0.0139428j 0.058533-0.0515064j 0.0205997-0.039576j -0.0164827-0.0342901j -0.0371673+0.11491j -0.0514316-0.112864j -0.270719+0.0305809j -0.0426168-0.10124j -0.0294732+0.0233135j -0.00976191+0.0147684j 
