-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
-0.0250685+0.0405974j -0.00987759+0.00665991j 0.0151308-0.00759833j -0.00487373-0.0399274j 0.0400384+0.17795j -0.0408642-0.0117151j -0.105133+0.0392147j -0.117159+0.101405j 0.019666+0.0539966j 0.0251079-0.116917j 0.0138177-0.0434123j -0.0305419+0.0529333j 0.0488516-0.0431464j -0.0232943-0.029991j -0.0118271-0.00769498j -0.0303415+0.0427809j 0.0676509-0.169147j -0.00843637-0.0666147j 0.0194515+0.0175662j 0.0621297-0.191971j -0.0234134+0.0636402j -0.0356898+0.103084j 0.0194724-0.140485j 0.0131881+0.0559526j -0.00230534-0.0816142j -0.0243691+0.0270103j -0.00424121+0.0222265j -0.0169843-0.0513003j -0.000226504-0.0789517j -0.0035382-0.0393789j 0.0514757+0.0094011j -0.0168385-0.0198419j 0.0295932+0.000443027j -0.0179704-0.0644962j 0.0387281+0.0708601j -0.00903587-0.00517214j 0.0549211+0.0435754j 0.0769707+0.0393319j -0.0664974+0.044644j -0.0569191-0.00673903j -0.144903+0.00469206j 0.0461177-0.000802166j -0.000654261-0.0312222j 0.0107461-0.0191807j -0.0197925+0.0433488j -0.0651136-0.0127265j -0.0302134-0.00508493j -0.00767921-0.0624545j -0.0185889-0.0110839j 0.0922489-0.0313746j 0.0398062-0.0373592j 0.0270353-0.0571574j -0.01617-0.0868416j 0.0463864-0.0166897j -0.0188691+0.0339109j 0.07964-0.0071639j 0.0133856+0.00696154j 0.00371767+0.0877822j -0.00422838-0.065015j 0.0358756-0.00409386j 0.015633+0.0185658j 0.00969291+0.00591315j -0.0462469+0.00386088j -0.00403949-0.00958294j -0.00102659-0.00696275j 0.0447515-0.0262862j -0.0687908+0.00931935j -0.0346644+0.0408734j -0.00581524-0.000409445j 0.0181395-0.00805868j 0.00697579+0.0377868j 0.0379418-0.0296465j -0.00185139+0.0245632j 0.0108555-0.0118867j -0.0286203-0.0541088j 0.0173332-0.0422032j 0.00679734+0.0144191j -0.0279231-0.0977383j -0.0212046-0.0936669j -0.0343097-0.145374j 0.0175262+0.0340435j -0.00792744+0.0221837j 0.0168338-0.0403j -0.00655611+0.0571765j -0.181621+0.0120112j -0.0711337+0.04234j -0.0546956+0.0361873j -0.0221718-0.00414319j -0.0479274+0.00534422j -0.00912333+0.00921693j -0.0623181+0.0344784j 0.0356165+0.0261826j 0.0416016-0.0130606j -0.00668116-0.00835911j -0.0210261-0.00168548j 
-0.00785453-0.0114983j 0.020022-0.0580662j -0.0280941-0.0425475j 0.0070007-0.00483776j -0.0983876+0.0916884j -0.0103906-0.0434339j 0.0466293+0.112329j 0.0199229-0.00791249j 0.0127576+0.0215644j -0.000147387-0.0809239j -0.0179687+0.0130412j -0.0158197+0.0284304j -0.0189737-0.110193j -0.038861+0.102114j -0.00233881+0.137518j 0.0442505-0.0498801j -0.042991+0.0109077j 0.00736152+0.0145019j -0.0282749-0.00639751j -0.0430398+0.119548j -0.00471538+0.169798j -0.0684159+0.132259j 0.0203773-0.0315895j -0.0646765+0.0952553j 0.00135749+0.000102299j 0.0365924-0.0375244j -0.0280367-0.0251958j -0.00397581+0.0757829j 0.0165223-0.11198j 0.00125531-0.0212103j 0.0506148-0.161878j 0.0711415-0.210972j 0.0410885-0.0426966j 0.0197663-0.000863086j -0.015731+1.44429e-05j 0.0174446-0.0224482j -0.00824206-0.0155484j -0.0278833-0.0066313j 0.0221035+0.0629979j -0.00244313+0.0374996j 0.105329+0.0279887j -0.047328-0.0202808j 0.00991043-0.0180321j 0.0443984-0.0532991j -0.00390579-0.0818729j -0.027732-0.0823528j 0.0439141+0.0174334j -0.0312812-0.0209809j -0.046434-0.0417117j 0.0116419-0.0316432j 0.0450916-0.0280803j 0.0308646+0.0411952j -0.00289725-0.0507025j 0.0231404+0.025075j 0.0420234-0.116282j -0.00700322-0.0716246j -0.010671-0.0118313j 0.0315304+0.0118526j -0.0400086-0.040954j 0.00832639-0.0212154j -0.0478859-0.0290981j -0.00161132-0.0224267j -0.00314216+0.018206j 0.0145469+0.00601565j -0.0339336-0.00170399j 0.0109344+0.0500451j 0.0153077-0.0163201j 0.000306497-0.012665j -0.00222846+0.00742096j 0.0236043-0.00284457j 0.0471211-0.00514728j -0.00914992-0.0169664j 0.0101823-0.00367543j -0.0291065+0.0371928j -0.0166499-0.0502801j -0.0249191-0.0383649j -0.000740643+0.00383868j -0.00848512+0.038687j -0.0473501-0.0177272j -0.010792+0.0146694j -0.0461503-0.0324635j -0.0538812-0.0983223j 0.054938-0.00775761j 0.033266-0.0660247j 0.0306429+0.0323917j 0.0703359-0.0201678j -0.0312853+0.03185j -0.00070791-0.0103509j -0.000733272+0.0297788j -0.0312677-0.00572771j 0.0706649+1.28555e-05j -0.0583749+0.0162646j -0.0328566+0.0246446j -0.0226739+0.00731806j 0.00185637+0.00950281j 
-0.0272603-0.0185645j -0.0338832-0.0316088j 0.0403761+0.0595661j -0.0212966+0.0310576j 0.106559-0.0682481j 0.0113305-0.14992j -0.0106289+0.0643969j 0.0209587-0.0433408j -0.0479335-0.0298258j 0.00301335+0.064032j 0.0370284+0.0665277j 0.0238715-0.0458617j -0.0191687-0.0937874j 0.0429632+0.0483714j 0.00740296+0.0452399j -0.0291022+0.0710118j 0.0208373+0.124386j -0.0059139+0.0302686j 0.00953189-0.176703j 0.0741786+0.0647521j 0.0590208+0.0344303j 0.00292548+0.0137777j 0.00773658+0.00515223j 0.0356399+0.0106344j 0.0391731-0.116646j -0.019413+0.0412881j -0.00635826-0.0143109j 0.00941451-0.0520625j -0.0601901-0.0394132j 0.00795141-0.00317669j -0.0549813-0.0330481j -0.0616263-0.240435j 0.0116586+0.0642609j 0.00109264+0.00170352j 0.0769594+0.0175607j -0.007307+0.0492116j 0.100924+0.0486088j 0.0921502-0.135322j -0.019157-0.00949606j 0.0111332-0.012143j -0.134417-0.0277982j 0.0252351-0.0308419j 0.002486-0.00286212j -0.111957-0.00624711j -0.00577865+0.0665871j 0.00736103-0.00144885j -0.0545633-0.0190775j -0.00996127+0.067561j -0.0228202-0.0170277j -5.96779e-05-0.00935128j -0.0912307+0.0287455j 0.00858191+0.0352005j -0.040295+0.119988j -0.00649401-0.0981627j 0.0146703-0.0496643j -0.112755+0.0134428j -0.0136033+0.0231004j 0.0500066+0.0525209j -0.0376058+0.0786177j 0.0714233-0.015827j 0.0298164-0.0152405j -0.0224451-0.00475541j 0.0510699+0.0691803j -0.0244747+0.0360593j 0.00217672-0.00780721j -0.0133901-0.0270231j 0.0281775-0.0125523j -0.00398398+0.026633j 0.0007074-0.0117644j 0.00414401-0.0258995j -0.0440961-0.0203828j -0.00537513+0.00798397j 0.017833+0.00727392j 0.0412233-0.00574821j -0.0142779-0.0138458j -0.0265115-0.0341986j -0.0215455+0.0123194j 0.0505363+0.00388379j -0.0238776-0.0362059j -0.0475364-0.0009299j 0.0169944-0.0121544j 0.0114578+0.147397j 0.0269212-0.0524268j -0.0131268-0.000286002j 0.0262358-0.00156238j -0.0644247+0.0675297j 0.0280422+0.0344284j -0.0166139+0.0184867j 0.0183295+0.00381557j -0.0164934+0.0498266j -0.0613599-0.00253721j 0.0660071+0.0450136j 0.0777366-0.0019246j -0.0105996-0.00822253j -0.00448011-0.00948872j 
0.0301301-0.0281432j 0.00477607+0.00202811j 0.00907346+0.00793717j 0.00345624-0.110212j 0.0381626-0.0487011j 0.0310137+0.0164949j 0.0296825+0.140768j 0.0396723+0.160437j 0.00237429+0.040487j -0.0173664-0.00550299j -0.00920991-0.031853j 0.0205215+0.064258j -0.00648882-0.0922687j 0.0192192-0.0333044j 0.0143494-0.0319748j 0.0280688+0.179729j -0.00636956-0.180505j 0.0267339+0.0798571j 0.00788875-0.0322795j -0.063985-0.168684j 0.0049904+0.0726615j 0.030204-0.0392509j -0.0372693-0.0451827j -0.00712776-0.0493933j -0.00952177+0.00569847j 0.00860135+0.0401965j 0.0195464-0.0426437j 5.04389e-05+0.015713j -0.00591795-0.0750071j -0.0332784+0.0618937j -0.00412444-0.0138309j -0.0117566-0.00309934j -0.0744353-0.0475294j -0.00843288-0.00946685j 0.015502+0.0394101j -0.0335648+0.0723326j -0.0626285+0.001591j -0.0209281-0.0433562j 0.0925014+0.063349j 0.0582834+0.0382113j 0.0355701+0.137187j -0.030566+0.0200702j -0.00904951+0.0695683j -0.0146981-0.0386657j 0.0114573+0.000376917j 0.034106+0.0193739j -0.0135257+0.0166166j -0.032256+0.0514666j 0.025776+0.0673135j -0.0463993-0.0407091j 0.00012718-0.00953551j -0.0636559-0.0120059j -0.0586368-0.043848j -0.0256165-0.0706546j -0.0347108+0.0604618j 0.0383654+0.0383264j -0.00977211+0.0548404j 0.0453486-0.0804982j -0.0118581+0.0158338j -0.0427704-0.0178579j 0.032518-0.00490665j 0.0413062-0.0163997j -0.0125684+0.0194581j -0.00513538+0.0128829j 0.0137159+0.0225516j -0.0275439-0.0264947j 0.0299258+0.0449562j 0.0122582+0.00154414j 0.0158425+0.0191034j -0.0326116-0.0220394j -0.00158925-7.46619e-05j -0.0346444+0.00935409j 0.0350734+0.0195304j -0.00818319-0.00876384j 0.007546-0.00417388j -0.00483059+0.00602043j -0.000163502-0.0222022j -0.050308+0.0523253j -0.0411045+0.0753586j -0.0450832+0.050728j 0.0681-0.0523058j 0.000929205+0.0269776j -0.0804816+0.0120777j 0.0404817-0.00694572j 0.0731144+0.0676823j 0.0237375-0.00447612j 0.0886082+0.0160071j -0.000637449+0.00909414j 0.0198581+0.0347596j 0.0220564-0.033793j 0.0466191+0.0229567j -0.011912-0.0283777j -0.0480678+0.00484899j 0.00801112+0.00720784j -0.0143195+0.000264245j 
-0.0429063-0.0273561j 0.0208299+0.0743649j -0.0026435-0.0753769j -0.00125005-0.0353271j -0.0432698-0.0797165j -0.00466318+0.0805247j 0.0278488+0.0542158j -0.0154425+0.0585122j 0.0251117-0.0494775j -0.018867+0.00665302j -0.0176799-0.0366495j 3.05837e-05-0.0147329j -0.0131202+0.0533124j 0.000124003-0.133381j -0.0138892-0.0468534j -0.0113454+0.0411175j -0.0225858-0.0456653j -0.016765+0.0743123j 0.00544256-0.0758041j 0.0213629-0.125637j -0.0783703-0.0792452j -0.029705-0.0507687j 0.0359023-0.00680909j 0.00413934-0.0334881j 0.0184603-0.120339j 0.0020541+0.058902j 0.0285645+0.0918269j -0.00770946-0.0482449j 0.058964-0.0147203j 0.113907-0.131101j -0.0024866+0.039503j -0.0150503+0.00490407j 0.111456+0.0600913j 0.0609216-0.0185263j -0.112844+0.0367165j -0.00785513+0.0896815j 0.114306+0.028316j -0.0939639-0.0197654j -0.0492002+0.0382612j 0.0537604-0.00283582j 0.0160415+0.0434471j -0.0103125-0.0554104j 0.00637777+0.0199568j 0.0385633+0.036315j 0.0192381+0.00312508j -0.0359199+0.00304982j 0.0454534+0.0242072j 0.0485391-0.0562424j -0.020135-0.00609085j -0.041665-0.0736513j 0.032033-0.106371j 0.0868575+0.154651j 0.0679226+0.0898081j -0.020536+0.0167253j 0.125207-0.0741556j -0.126771+0.00414619j 0.0356422-0.0555328j 0.00330859+0.039904j -0.0128332+0.0514943j 0.0206922-0.0771845j -0.0408796-0.0471655j -0.0565331+0.00251738j 0.0769801+0.0348579j 0.00501727+0.0577395j -0.0335765-0.0329576j -0.00834936+0.0619728j 0.082995-0.0303922j 0.0253972-0.0633868j -0.00400413-0.0259147j 0.0224526+0.0102805j 0.0236024+0.0458017j 0.0131989-0.0342661j -0.00790694-0.0681662j -0.000980668+7.51741e-05j -0.0572184+0.0168588j -0.0495218-0.00639522j -0.00455001+0.0596131j -0.00677091-0.00198191j -0.00299474-0.0355796j -0.0368358+0.028896j 0.0252161+0.0666822j 0.0529623-0.0472234j 0.0650411-0.00925286j 0.00990799-0.0113901j -0.00185059+0.00190782j 0.0921633+0.0418295j -0.0737218+0.0323422j 0.000609656+0.0186752j 0.0021793-0.00452787j 0.0320087+0.00353622j -0.0501076+0.0270258j 0.00663772+0.0115333j -0.000242961-0.0209471j -0.0120245-0.000894121j -0.00968316-0.0167882j 
0.011542-0.0569926j -0.0211004+0.00314273j -0.0184843+0.00415288j -0.0104773+0.0131985j 0.00177079-0.111893j -0.0725069+0.0410167j -0.0465509+0.013593j -0.0386372-0.0526557j 0.0181906+0.0282188j 0.03159+0.0144277j 0.0137765-0.0151989j -0.0245537-0.0108833j 0.0187346+0.000596602j -0.0332771+0.0663431j -0.00798382+0.0131901j 0.00554349+0.0597221j 0.00496667-0.0151365j 0.0405989+0.0897622j 0.0162405-0.202314j 0.00546842+0.0306635j 0.00472626-0.0869629j -0.0299161-0.0906074j -0.0109858+0.0181885j -0.0689826-0.0913214j 0.0244001+0.118734j 0.0133495-0.0677053j 0.00240283-0.0352973j 0.00135958+0.0467394j 0.0739264+0.0545693j -0.0493371+0.0852435j 0.086431+0.0075632j 0.0687903+0.00301608j 0.00349565+0.0377744j 0.0457921+0.129237j 0.0552719-0.201492j -0.0476309-0.0186734j 0.0964951-0.0443945j -0.0982913-0.0898665j -0.0527331-0.0646808j -0.0157999+0.0167485j -0.0388212+0.0453571j 0.0159211-0.0607849j 0.026745-0.00121417j 0.0833004+0.0814351j 0.011197+0.0496101j -0.0500328-0.107023j -0.0238131+0.0678343j -0.0205266-0.0248817j -0.0250773-0.0643224j 0.0892758-0.0459209j 0.0859679+0.135981j -0.00924974-0.00165392j 0.0552348-0.109497j 0.00272027+0.0377346j 0.044959+0.0298184j 0.156089+0.00342568j -0.0449985+0.0010502j 0.0399044-0.0147017j 0.0350376+0.00980005j 0.0299699+0.0119155j 0.00922482+0.0188262j 0.0643654+0.025737j -0.0302414-0.0271835j 0.0109028-0.0474296j 0.00146448+0.00139906j -0.0311798+0.0268428j 0.000521485+0.0165879j 0.0207715-0.00581563j -0.0128364-0.00634543j 0.00727804+0.00795285j -0.0215194+0.0417721j 0.00322996-0.0276561j 0.0472517-0.01538j -0.0424362+0.015775j 0.0575073-0.00863326j -0.00719844-0.0674851j -0.0126314+0.00316287j 0.0267091-0.0546958j 0.0147826-0.0670201j -0.0318593-0.0181442j -0.0179031-0.0353514j 0.0353814-0.0423195j 0.0295422+0.0255953j -0.00858216-0.0280545j -0.0991387+0.0239228j 0.0386577+0.0315387j -0.050538+0.00746934j -0.000815529-0.0111255j -0.0286728+0.010885j 0.00350499-0.00590617j 0.0165456-0.00290934j -0.0524798-0.00775666j -0.0135455+0.0157934j 0.0103928-0.0118111j 0.00667171-0.0106265j 
0.0115738-0.0064595j -0.0181219+0.00513713j -0.00410933-0.00643224j 0.0085513+0.0140094j -0.000449249+0.0502901j -0.00619296+0.0426855j 0.0102256+0.0185558j 0.0292315-0.0156428j -0.0163623+0.0929222j 0.0288007+0.0080367j 0.0229887+0.00766883j 0.00395871+0.0218891j 0.0365854+0.0148271j -0.0173007-0.0425142j 0.0240781-0.0326767j 0.0555425+0.0305619j -0.0262777-0.0772362j 0.0274455+0.134265j 0.00938448-0.00590731j -0.0409827+0.0468982j 0.0446629+0.0593041j -0.000964508-0.036369j -0.0227211+0.00514216j -0.0341361-0.00568847j 0.034543+0.0132277j 0.0239038-0.0415683j 0.00849822-0.103987j 0.0027181+0.0615899j -0.0211087+0.0663915j 0.0408459-0.366442j 0.0353281-0.0407133j 0.0730052+0.124686j -0.0550119-0.0991269j -0.0255281-0.0102673j 0.241599-0.121599j 0.018138-0.052065j 0.0517088-0.160522j 0.11116+0.00439093j 0.0578974+0.0772113j -0.0354067-0.0334488j -0.0602881-0.0168958j 0.0216204+0.00732937j -0.0128095+0.0402944j 0.00477098+0.0570607j 0.0079058+0.0434933j 0.0228668+0.0463787j -0.0220191+0.00675969j -0.0350382+0.0234478j 0.0321662-0.030631j -0.0250467+0.014806j -0.0645372-0.0220311j 0.0602957+0.00265864j 0.0166366+0.0232907j 0.000814003+0.0562146j 0.0171803-0.0633096j -0.00647532+0.0111578j -0.0414731-0.0441601j -0.00383094+0.004793j 0.00701467-0.0129917j -0.0170086+0.0387794j 0.00132941+0.00362194j -0.00416459+0.0049606j 0.00908767-0.0211685j 0.00454986+0.000641952j -0.0162607-0.0113076j -0.000135528-0.0198654j 0.0192258-0.0154555j 0.0126628+0.0137724j -0.0251322-0.0276181j 0.00702838-0.00156326j 0.00809313-0.0270126j -0.0224449+0.005336j -0.0437943-0.00132563j 0.00391769-0.0594845j 0.0146384+0.049075j -0.00961405-0.00162448j 0.0368105-0.0100049j 0.00928744+0.0344995j -0.00522951-0.0572228j -0.0297387-0.00797272j 0.0357561-0.0890927j 0.00223171+0.00901028j -0.00370153+0.0191159j 0.0693988-0.017131j -0.00901793+0.0407782j -0.0409844-0.012856j 0.00788908+0.0113566j 0.0230755+0.0134464j 0.0170626-0.0209378j -0.028409-0.0227231j 0.0187925+0.0161436j -0.0238461-0.020738j -0.0263778+0.0254975j 0.0303457+0.00797024j 0.0157844-0.00328734j 
-0.0224058-0.021588j -0.00101361-0.00434458j -0.0142858+0.0401592j 0.0121894+0.00631465j -0.0850136+0.0651588j -0.00172813+0.0531987j -0.00833028+0.0346886j -0.0545934+0.0430956j 0.0300155+0.00244228j -0.0391799-0.020992j -0.0347969+0.00197185j 0.0107586+0.0588945j 0.0279527-0.0224099j 0.00887268-0.0139564j -0.0109852-0.0346552j -0.0020339+0.0341182j -0.00109607-0.0660208j -0.00310272+0.0562107j -0.0282407-0.0451738j -0.0139845+0.133398j -0.0548931+0.0529387j 0.00920734+0.0270515j 0.00526344+0.00274163j 0.0358932+0.0274152j 0.0340887+0.0597245j -0.0840959-0.0182757j 0.0619952-0.0803185j -0.0149811-0.00159242j -0.0553249+0.0105912j 0.037592+0.0982176j -0.137615-0.0202599j -0.158351+0.0445381j 0.065824-0.0244293j -0.0355862+0.0646469j -0.0522075-0.245438j 0.0882743-0.0222182j 0.071871-0.156997j 0.0457804-0.0350468j -0.108898+0.0216503j -0.0218753-0.00187096j 0.0141099+0.0512202j 0.00905198+0.00431129j 0.0162618-0.0905062j 0.0119138+0.0181696j -0.0097608-0.00426381j -0.0808083+0.0148514j 0.093351+0.0887896j 0.0842268-0.0187118j 0.0532663+0.0813172j -0.0978395+0.0666765j 0.0773398-0.0503941j -0.0335818-0.0646464j 0.0253415+0.0643492j -0.0137153-0.0365093j -0.0731379+0.00708778j -0.0682683-0.0392755j 0.0367031-0.0703934j 0.0295036-0.0625548j -0.0401285-0.0432728j -0.0460112+0.0460683j 0.0683292-0.00503417j 0.0155485-0.0313317j -0.00734969+0.0173035j -0.0723961-0.0244412j -0.00804873-0.0126565j 0.0211768-0.0264139j -0.0376219+0.000246594j -0.0175466+0.0301342j -0.00584117-0.0154177j 0.01938+0.0257914j -0.0318575+0.0420686j 0.00897612-0.0235805j -0.0435021-0.0495307j 0.052637-0.0382179j -0.0442611+0.0368924j -0.0624791+0.0331993j -0.00483851+0.0370938j 0.00690564-0.0858916j -0.00978434+0.0083527j -0.0227888+0.0324796j -0.0319682+0.0485603j 0.0551465+0.0495004j -0.0452399+0.0132638j -0.0648222+0.00543765j 0.00155393+0.0165511j -0.0402704-0.0400931j -0.024843+0.0105536j 0.0101783+0.0186662j 0.0392338+0.00751188j -0.00825198+0.00171601j -0.025392-0.00235546j -0.0155111-0.0484997j -0.0440044+0.0335678j -0.00173937-0.00581563j 0.0159373-0.00608024j 
-0.0206918+0.0164716j -0.00629145+0.0186781j 0.0128511+0.0113015j -0.0402267+0.018246j 0.029574-0.0387584j -0.0367467+0.0159915j -0.0443626-0.00793075j -0.0100925-0.0304755j -0.019156+0.0297984j 0.00203004-0.0399254j 0.00586606-0.0411735j -0.00445706+0.037286j -0.0531716+0.0116335j 0.0440229+0.0398977j -0.0381731+0.0183761j -0.115282+0.0207386j 0.0481083+0.007326j -0.0359505+1.7067e-05j -0.00462305-0.0160318j 0.0942034+0.0273891j 0.0183615-0.0502845j 0.045529+0.011856j 0.00672818+0.0158426j 0.0310447+0.0428993j 0.000983823-0.0771901j -0.0416902-0.0202736j 0.0254856-0.0269393j -0.0171221+0.0380476j -0.0411202+0.0575512j -0.0294401-0.270159j -0.0394009-0.0423933j -0.199845-0.093306j -0.0324848-0.0544274j 0.00794741-0.0305073j -0.295419-0.0834354j -0.0475594-0.0318433j -0.172832-0.0425167j -0.169525-0.0347101j 0.0154626+0.0283499j -0.00585977+0.0270303j -0.00695966+0.00667274j -0.0406172-0.0102981j -0.0224962+0.00084084j 0.0208531+0.0275064j 0.0224626+0.0479147j -0.0507562+0.0197787j -0.0251619-0.00601495j -0.0385141+0.0845109j -0.0125234-0.0255638j 0.0308506-0.00581198j 0.0309652+0.00968658j 0.021673-0.00964423j 0.0126481-0.12113j -0.0339131+0.0219984j -0.111442-2.84957e-05j 0.081641+0.0334887j -0.0596058+0.103119j 0.00307405-0.0147635j -0.00425607-0.00614854j -0.00381303+0.00649109j -0.0580779+0.00253356j 0.0104384-0.00849824j -0.00810865-0.0153443j -0.0135822+0.00667132j -0.0203058+0.0157018j 0.0349775+0.0226897j -0.0537243-0.00340515j -0.00565669-0.00278973j 0.00635441+0.0213611j -0.00687748-0.0286639j -0.0606783+0.000663263j -0.0293853+0.0398035j -0.0210078+0.00843763j 0.0191052-0.0122241j 0.0288928-0.00399669j -0.0205303+0.0167566j 0.0115508+0.0182282j 0.00983901-0.0235951j -0.0524502-0.00191109j 0.0256454+0.0156524j -0.0272588+0.031767j 0.0253696+0.0157993j 0.0239543-0.0282908j -0.0276732-0.0107778j 0.0416658-0.00423674j 0.00352534-0.00477317j 0.0570689+0.0214225j 0.00212452+0.002109j 0.00167473-0.0088202j 0.072032+0.0223776j -0.00830363+0.0104855j 0.0210699-0.00366285j 0.0518424-0.0122652j -0.0217503+0.000366056j -0.0192118-0.0186792j 
0.00629151-0.0306284j -0.0233222+0.011397j -0.011045-0.0355228j -0.0125972-0.00662308j -0.00918514-0.0767466j -0.0650752-0.0434227j 0.00118366-0.0267196j 0.0378001-0.0122894j 0.00497157-0.0589629j -0.0177754+0.00787518j -0.0125047-0.0455272j -0.000539541-0.0576687j -0.0267212+0.00783649j 0.0190593-0.0663838j 0.0224753-0.00445703j 0.00530082+0.0066122j 0.0116616+0.0451331j 0.0353198-0.0611799j -0.0349347-0.0340492j -0.0356412-0.0896198j 0.0373738-0.0420599j -0.0366678-0.0189376j -0.0447133+0.037856j -0.076614+0.0134636j 0.0109743-0.00416169j 0.0276803-0.0738076j -0.0170963+0.0432504j 0.0561661-0.00508179j -0.0638058+0.0202552j 0.0269845-0.0817217j -0.0780822-0.0241101j -0.128912-0.137435j -0.150918+0.0119653j -0.0984458-0.00971651j 0.122+0.0751808j 0.0792316+0.0464327j -0.141601+0.167473j 0.0947367-0.00981747j 0.0948257-0.0432631j -0.13825+0.0426403j -0.0308975-0.0143856j 0.0378774+0.0479283j 0.0227779+0.00419337j 0.114842+0.0537752j -0.0213826+0.0187672j -0.0959599-0.0985169j 0.0391479+0.162757j 0.0541478-0.0625528j 0.0839068+0.0194684j -0.0391495-0.0292294j 0.130509-0.122823j 0.0370171+0.0124217j 0.0226556+0.0570357j -0.009017-0.0508202j -0.0381116-0.00385699j 0.0179171+0.0194039j 0.0902236-0.00292317j -0.00278249-0.0678888j 0.00937309-0.0633442j -0.0727523+0.00136451j 0.0516075+0.0317664j 0.0363843+0.0186995j -0.0164047+0.014973j 0.0112533-0.0282305j -0.00613543-0.0215774j 0.0153934+0.0257062j 0.0491929-0.0130019j -0.00985897-0.0228049j -0.00739236-0.0229933j 0.0137118-0.00223892j 0.0145227-0.0196778j 0.0110486-0.0199589j 0.0134478-0.0281959j -0.00124478+0.0324135j -0.0213663-0.0033797j -0.027134-0.020618j -0.009609-0.0344853j 0.0488815-0.0168402j 0.0424517+0.00353423j -0.0178949-0.0534762j -0.023068+0.0366996j -0.0323303-0.0195082j -0.0249141-0.0328119j -0.0202863-0.0170622j -0.0363784-0.0040158j -0.00858362-0.0267629j -0.028307-0.0317895j 0.00704033+0.0130263j 0.0201924-0.00051082j -5.30469e-05-0.0236204j 0.0639828-0.0197338j 0.0380189-0.0138309j -0.0407987-0.0146937j 0.0116943-0.000874012j -0.0158872+0.023119j 
