-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
0.0304811+0.00280749j -0.0428269-0.0159908j 0.00185878+0.0200987j -0.0190861+0.0117062j 0.0236243-0.00590715j -0.0247021+0.0519297j 0.000382274-0.0095289j -0.00193558-0.0456834j 0.0132794-0.0138793j 0.00162053-0.0319958j -0.000765073-0.0135508j -0.00719256+0.00694059j -0.0241081+0.00979953j 0.00319875+0.00963041j 0.0104232+0.0147215j -0.00756713+0.0100428j -0.0160742+0.017519j 0.00718821-0.0165543j 0.00946195-0.00541373j 0.0108164-0.0143019j -0.0073046+0.0175679j -0.0158712-0.0414416j -0.00328115+0.0264361j -0.0296666+0.0279642j 0.0040813-0.014795j 0.00721033+0.0149338j 0.0136244-0.0618146j -0.00577057+0.00597284j 0.00232567-0.0296768j -0.00399391-0.0191904j 0.0110826+0.0076953j -0.010881-0.027168j -0.00220509+0.0302819j -0.00334618+0.0519499j 0.000628783+0.0246749j 0.0159779+0.0655395j 0.0193253+0.00430024j -0.0206492-0.00134171j 6.46382e-05-0.0420295j 0.00667569+0.00876635j -0.0182931+0.0619411j -0.0519418+0.00192252j 0.0359847+0.0153363j 0.0296202-0.0339667j 0.0272576+0.020076j 0.0170653+0.00995588j -0.00811113+0.019308j -0.0155709+0.0262041j -0.0167473+0.0291369j -0.0486337-0.0472751j -0.000831603-0.00688019j -0.00272273+0.038306j 0.0470403-0.0201693j -0.0274638-0.0121189j -0.00320202+0.0213784j -0.015566+0.0851378j -0.0888234-0.025089j 0.0188427+0.00544261j -0.0648076+0.00277252j -0.00914576-0.0186092j 0.0282194+0.00374271j 0.01661+0.0679387j -0.0730447+0.0310135j -0.0583965-0.0236712j -0.0444232+0.0254104j 0.00372155-0.0743067j 0.0261281+0.0853922j -0.00367807-0.0172732j 0.0720888-0.0462088j -0.100297+0.0931894j 0.114918+0.0163437j 0.105129+0.061783j -0.0358305-0.0168218j 0.0203148+0.0423241j -0.0179096-0.0164996j 0.0589672+0.00818535j 0.0230072+0.0262529j -0.0227685-0.000405576j 0.00264047-0.0109678j 0.00122578-0.0148869j -0.0271953-0.00411834j -0.00307815-0.00765445j 0.0215948-0.019804j -0.0126918+0.0405655j 0.0137729+0.0114595j -0.0665958+0.019175j -0.00764502-0.0458113j 0.0134905-0.0177738j -0.00732886-0.0251874j -0.00486422-0.0037451j 0.0040123-0.00432136j -0.0268713-0.0112361j 0.010713+0.0581693j 0.0041764+0.0122014j 0.0152872-0.00798224j 
-0.00623416-0.00339865j 0.0333882-0.00495614j 0.00295528-0.0594063j 0.0221693-0.0165248j -0.0457873-0.0636965j 0.0673215-0.0871769j -0.0496855+0.0622129j 0.0116296+0.0534226j -0.00894193+0.0202852j -0.0140846-0.0041419j 0.0197702+0.00682195j -0.0177164+0.0131358j -0.00405045-0.000451339j -0.00427657+0.00132179j -0.000849838-0.0327286j -0.00353612-0.0146785j 0.0052394-0.01557j 0.00587292+0.0446052j 0.00750753-0.0513705j -0.00295186-0.0283095j 0.0634894-0.123654j 0.0225915-0.0195241j -0.0214467+0.0212705j 0.00161655+0.0481987j -0.0129118+0.0261388j 0.00439666-0.0517419j 0.00554214+0.00569769j 0.0169208+0.0104273j -0.00430604-0.000221729j -0.00365649+0.0160532j 0.0102844-0.0368012j -0.0125805+0.0126943j 0.0164251-0.00628576j 0.00934449-0.0142815j 0.00528233-0.000889041j -0.0336834-0.0603828j -0.0325518+0.0246665j 0.0107499+0.0211652j -0.0130459-0.00572507j 0.00460432-0.0336739j 0.0259015-0.0349054j 0.0481256+0.0324873j -0.0383874-0.0180425j -0.00803562-0.0429307j -0.0521895-0.0307771j -0.0507525+0.0387283j 0.0395466-0.0172888j -0.0544034-0.0386j -0.00896053+0.0328607j -0.0144556-0.00521686j -0.0250704-0.049211j 0.0437217-0.0122621j -0.0444401-0.0229347j 0.0205628+0.0181677j 0.0211809-0.0554726j 0.000825534-0.0241323j 0.0221513+0.0642955j 0.0451733-0.026072j 0.14303-0.0198259j -0.0117278-0.067387j 0.0399845-0.137436j -0.00937747+0.0766025j 0.0147739-0.0671426j -0.0948186-0.0239705j -0.120027-0.0317478j -0.111719-0.0692344j -0.0567998+0.0351806j 0.0823985+0.0668226j -0.00588703-0.036295j -0.0565726+0.0142506j -0.0237273+0.0190779j 0.057223+0.00826199j -0.0231414+0.0312167j -0.0213382-0.0701553j 0.00629504-0.00272283j 0.0198537-0.0195411j -0.0265287-0.022565j 0.0336814-0.00934057j 0.0179742+0.00473204j 0.000382681-0.00833808j -0.00638689+0.00155528j 0.00397911+0.00834752j -0.0088479+0.0384714j 0.0166197-0.043242j -0.0132928-0.0345965j 0.0538343+0.0212372j -0.00586606+0.0347454j 0.0287512-0.0142565j -0.0337485-0.0196129j 0.0104072-0.00656719j -0.000562495+0.00167711j 0.0426777-0.00800674j 0.00318465-0.0857942j -0.00324276-0.0176309j -0.00939415+0.0190168j 
0.0656512-0.0548359j -0.0575176+0.0487556j 0.0461658-0.00342788j 0.0301229+0.0590477j 0.0697671-0.136064j 0.0594349+0.0477312j -0.0629561-0.0512541j -0.0506285-0.000589801j -0.0284288-0.0435476j -0.0480634-0.013543j -0.0109704-0.0268356j -0.00922504+0.0037928j -0.00662926+0.0232003j 0.000835489-0.00102784j 0.0268263+0.0276939j 0.0197273+0.0211996j 0.0126849+0.0080942j -0.0299062-0.0156209j 0.0240072+0.0558091j 0.0116021-0.0927137j -0.000362035+0.0530252j -0.106927+0.121708j 0.0100202-0.0276977j -0.0351571+0.0203674j -0.0147372+0.0253288j 0.0215298-0.0310528j 0.00751+0.0269757j -0.00810945-0.0223623j -0.0439433-0.0288987j -0.0194848-0.00821056j -0.024916-0.0135573j -0.0108579+0.0158551j 0.0163379-0.0686921j 0.107754+0.0802025j 0.0280615+0.0238376j 0.057992+0.019063j -0.0178651+0.0164175j 0.0280381-0.0820551j 0.00133004+0.0159853j -0.0095214-0.0942502j 0.0458623+0.00436185j 0.0290702+0.0389114j 0.00917491-0.00780187j 0.0335955-0.0390954j -0.0280298-0.0409735j -0.0376086+0.0137802j 0.00784978-0.00784926j -0.026771-0.0545801j 0.0104106+0.00165121j -0.0329942+0.00356704j -0.00603532-0.0654595j -0.0162295+0.0186724j -0.0575312-0.0350497j 0.00617894-0.0276743j 0.000384063+0.0130724j 0.0442105-0.0698063j -0.00367137+0.0849656j 0.00352567+0.0218453j -0.0635883+0.0357837j -0.0199446-0.04746j -0.0227355+0.071565j -0.0556671+0.0582j 0.122709-0.0208376j 0.0881918+0.119889j 0.0202273-0.0543903j -0.0530699+0.051021j -0.0692781-0.101085j 0.0351706+0.0220024j 0.031215+0.0226169j 0.0105243+0.0445128j -0.0200049-0.0168678j 0.0180821+0.0538682j -0.0188371-0.00436994j -0.00146532+0.0129327j -0.00967486-0.0229847j 0.011804-0.0164087j -0.00484358+0.0360978j 0.0192498+0.0125812j 0.00643926+0.0223085j 0.0152172-0.0193032j -0.01254-0.00588502j 0.0338374+0.0144064j 0.0015377-0.0382582j 0.00665957+0.0324167j -0.00963401+0.00381884j 0.0254563+0.0374078j 0.0165047-0.0297626j 0.0386477-0.042196j -0.0504624-0.0373383j 0.0129745-0.00711887j -0.00583249+0.0139854j 0.0187672-0.0342687j 0.0102089-0.0499087j 0.018755+0.00481621j 0.00662697+0.00610714j 
-0.0135669+0.0412944j 0.0618801+0.106214j 0.0191941-0.0441911j -0.0182484-0.0458191j 0.00286861-0.0185373j -0.0390049-0.00736367j 0.0296225+0.0112956j -0.0555676+0.0243156j 0.00397173+0.030752j 0.0559441+0.0516356j 0.0246419+0.0282857j 0.00860743-0.00717369j -0.0252785-0.0303334j 0.0218409-0.0056341j 0.0277858-0.0174454j 0.0124413-0.0283868j 0.0159887-0.0337283j -0.0251881+0.00954632j 0.00431991-0.0274156j -0.0012318+0.0371956j -0.00947582+0.0855253j 0.0106503+0.0196151j -0.0381206-0.00238761j -0.001062-0.0299838j 0.00847775+0.0376248j -0.00635175-0.00122942j -0.0158191-0.037574j -0.00828304+0.0646297j 0.00545613+0.0758019j 0.00217205+0.0167956j 0.0651606+0.0122415j 0.0114875-0.0275382j -0.0776658+0.0474206j -0.0558961-0.0808356j -0.0589792-0.0492367j 0.044883-0.0549064j 0.0517097+0.00116028j 0.0168467+0.0409203j 0.0162285-0.0182095j -0.00469463-0.0243599j 0.0147579+0.0599448j 0.0624481-0.0508429j 0.0172229+0.0371364j 0.0117762+0.0278662j 0.0109576-0.0281851j -0.011585+0.0457054j 0.0507822-0.0428632j -0.0251961-0.0323687j 0.0160169+0.00784542j 0.015547-0.0369436j -0.0415238-0.0420376j -0.0243604+0.0122586j -0.0573297+0.0295675j 0.0123167-0.0533955j 0.0170106+0.0100804j -0.0438197+0.0337991j -0.0290361+0.0463486j 0.0919631-0.00116211j 0.0502817-0.00547852j -0.0243363-0.00988377j -0.0225267+0.0787489j -0.00554628-0.0931328j 0.0359142-0.0162922j -0.000808815+0.0248001j 0.075919+0.00196542j 0.111625-0.0184246j -0.0283118+0.0472517j 0.0728133+0.0285478j -0.000384573-0.0339674j -0.000104317-0.0129939j 0.0244851+0.0513409j 0.0131854+0.00160225j -0.0341081-0.00248617j -0.0177452-0.00674384j 0.00434701-0.00129708j 0.0128533+0.0427862j -0.0278409+0.00389103j 0.0190508-0.0384042j 0.0360889-0.0465059j 0.0276173-0.0254295j -0.00719531-0.0065553j -0.0509084+0.0066136j 0.0321566+0.0624302j -0.0206039-0.0476715j -0.0467262-0.0191703j 0.0627785-0.0875701j 0.0560103+0.072093j 0.0454656-0.026278j -0.031653-0.0263362j 0.0278627+0.00701967j -0.00351837-0.0274277j 0.0675812-0.00334982j -0.0468804-0.0782581j -0.00300868-0.00123924j -0.000461543+0.00518353j 
0.0276264-0.0378166j -0.058004-0.189345j -0.0206273-0.00832906j 0.00913594+0.0429356j 0.00842712-0.0592758j 0.0155715+0.000160698j -0.0583515-0.0323291j 0.05173+0.0559329j 0.00410675-0.0429345j -0.00246939-0.00976467j -0.0594536-0.0232919j -0.0152286-0.0135622j 0.015894-0.00732773j -0.0437161-0.0280419j -0.0372663-0.0197866j -0.0180573-0.0118815j -0.0239302-0.0280054j 0.0236164+0.0313984j -0.0148282+0.00986245j 0.00743215-0.0115984j 0.0134591-0.00178601j -0.000628358+0.00951293j -0.00203635-0.030298j -0.0158724+0.0205269j 0.0160672-0.0949304j 0.00688217+0.0186509j 0.00725983+0.0293465j 0.00777196-0.025162j 0.0039726-0.000428126j 0.00163156-0.00253616j -0.0519324-0.0168352j -0.0179773+0.0149322j 0.120099-0.0869977j 0.0270168+0.110913j 0.0623083-0.0251884j -0.0806844-0.0303082j -0.0880953-0.026478j 0.00411169+0.0450683j 0.0191751-0.0518547j 0.0205684+0.0730178j -0.026017-0.00423557j -0.123273+0.0473245j 0.0343637+0.00931988j -0.00950373+0.0182723j -0.0204787+0.0183295j -0.0292159-0.0016195j 0.000792755+0.0107106j -0.0111209+0.0118887j -0.018998+0.0175529j -0.0074733+0.0397403j -0.0192757+0.0473203j -0.00214239+3.12945e-05j 0.0401134-0.0394944j -0.0209527+0.0309935j -0.00153151-0.0400812j 0.0320894-0.0230287j 0.0641585-0.104122j -0.0456152-0.0155459j -0.0253128+0.00799319j 0.0212066+0.0169081j 0.00601117-0.00936377j -0.00917301-0.149168j 0.0268688-0.0175662j -0.0416809+0.0581912j 0.098001+0.0236638j 0.0470377-0.0605245j -0.00223166+0.0410574j 0.115713+0.0257699j -0.0568436-0.0111983j -0.041495-0.00547666j -0.0166497+0.0572166j 0.0170643-0.00251964j 0.0257934+0.0127053j -0.0209991-0.0391011j -0.00841398-0.0186492j 0.0119368-0.0204393j -0.0151276+0.0173034j 0.00737986-0.0152789j 0.00338855-0.0135027j -0.0124924-0.0190916j 0.00830209-0.0203698j 0.0200042+0.03711j 0.0168825+0.0284878j -0.011348-0.0218475j -0.00684795+0.00903717j -0.0242419-0.0108032j 0.00817917-0.000626428j 0.0278694-0.0126892j -0.0117913-0.0188686j -0.0154405-0.0198174j -0.00651045-0.0165705j 0.0101474-0.0306845j -0.0116274+0.0325427j 0.00315975-0.0077135j 0.00430891-0.0128202j 
0.127229+0.223381j -0.024713-0.0185729j -0.0323969-0.0793892j -0.0344325-0.000520663j 0.0450329-0.0607758j 0.0376705-0.0091255j 0.00913018-0.0399707j -0.0275501+0.0587486j 0.0648839-0.00215071j 0.0129823-0.00846708j 0.00478669-0.0352768j -0.00632218-0.0244154j -0.00276966+0.0156051j -0.0111616-0.0590805j -0.0108605-0.03944j -0.0108808-0.0181739j -0.0208987-0.0297784j -0.0206+0.0176839j -0.0431735-0.0260546j 0.0515927+0.00488526j 0.0363156+0.0169251j -0.0481925-0.00725321j 0.0279616+0.0202623j -0.0266147-0.00737147j 0.0762635-0.00156229j -0.017669+0.011844j -0.0447461+0.0102748j 0.0467603+0.00698242j 0.0456916-0.0151784j 0.0119435-0.00415073j 0.0234757-0.0841908j -0.0028623-0.0177521j 0.0449099+0.0790761j -0.166414+0.139002j -0.0408778+0.0510012j 0.00564782-0.0336761j 0.0350297-0.0760732j 0.0235359+0.0315689j -0.000501104-0.0126019j 0.0159017+0.0241048j 0.0181872-0.059665j -0.0257304-0.0568542j 0.0152269-0.00981874j -0.0134072-0.0762222j -0.0396067-0.00565569j -0.0136021-0.0549063j -0.0275202+0.0060503j -0.0270105+0.0145557j -0.0125023-0.0422728j -0.0403372+0.0165375j -0.0538174+0.029271j -0.00528067+0.0243191j 0.0529922+0.0273669j -0.062197-0.00562829j 0.0322833+0.00297929j 0.0680422+0.0184605j 0.137422+0.0453658j 0.0803901-0.079427j 0.0311445-0.0989517j -0.0322046+0.00140466j -0.0120647+0.0256813j -0.000933911+0.0174984j 0.00478122+0.053235j -0.0273003+0.0244525j -0.0118749+0.00511613j 0.000718999-0.0154687j 0.0133423-0.0248964j -0.0314913+0.013598j 0.00662889+0.0110481j 0.00959023-0.0201749j 0.00508288-0.0415741j -0.0405914+0.0173512j -0.0267824+0.0225435j 0.0151351+0.0110268j 0.0285763+4.66368e-05j 0.00951271+0.020278j -0.00358418-0.0124091j -0.0164851+0.0141667j -0.0148762-0.00668858j 0.0169908+0.0122456j 0.00531106+0.0158404j -0.021138+0.0148862j -0.00524579-0.0160804j 0.0018524+0.0176934j 0.0146799-0.00986517j -0.00624723+0.0221973j 0.00105491+0.00470555j -0.0258577-0.0067596j -0.00761014+0.0137488j 0.00945114+0.00535594j 0.00510178+0.000591267j 0.000701061+0.0609541j 0.0379252-0.0250304j 0.0159595-0.000902335j -0.0180662-0.00197819j 
-0.0522019-0.020323j -0.00300347-0.0310159j -0.020068-0.00305598j 0.0142408-0.00791216j -0.0303138+0.0371984j -0.0345078-0.0236404j 0.0126939+0.00953566j 0.00181575+0.0286301j 0.0299384+0.00825919j -0.0387558+0.0180961j 0.00202965+0.00595036j 0.00104774+0.0115741j 0.0127606+0.00842503j -0.00332539+0.00689777j 0.00727711-0.00466181j 0.00814745+0.00931127j -0.000115394-0.0114765j -0.0115705+0.00645977j 0.00125526+0.0138402j -0.00475504-0.0147106j -0.0345728-0.0244002j -0.00197088+0.0236562j -0.0188301+0.032463j -0.000471279-0.0422271j 0.00857687+0.0351751j -0.0159801+0.0329764j -0.00758068+0.0145361j 0.00718921+0.0176249j 0.00483807+0.0233953j 0.00185395+0.0140877j -0.00855877-0.0206868j 0.000165114+0.0202627j 0.0339186-0.0356181j -0.0146314-0.0196548j 0.0110369-0.0255291j -0.0253902+0.0188028j -0.0292973-0.0427609j -0.00188739-0.0798663j 0.00838599+0.0728558j -0.0145702-0.00283622j 0.00239353+0.0120908j 0.0503724-0.0129188j -0.0426676+0.0160213j -0.0137485+0.00210631j 0.00441521+0.00762135j 0.0126395-0.0202698j -0.0184895+0.0290645j 0.00906696+0.0576964j -0.00320676-0.00836608j -0.0146512-0.0202142j 0.0241426+0.0114922j -0.0590756+0.0379021j -0.0282992+0.0146919j -0.0364868-0.0144047j 0.0361693+0.0482681j -0.00262259-0.0677487j 0.00822956-0.00929259j -0.0100807+0.0121237j -0.0632202+0.0391326j 0.0335236+0.0791907j -0.0116385+0.00412199j 0.0023919+0.0517888j 0.0601273-0.029365j 0.120659+0.0172669j -0.070544+0.0593892j 0.0106728-0.0176605j -0.0451384-0.0337843j -0.078196-0.00429839j -0.0880222-0.000943242j -0.0086085-0.0534308j 0.0159826+0.0112793j -0.022885-0.0260143j -0.00325985-0.0188138j 0.0328288+0.018793j -0.00134687-0.00607741j 0.0150986+0.00721826j -0.0259491+0.00927574j 0.0278533-0.0287124j 0.0119817-0.0208153j 0.00375665-0.0124617j 0.00312479-0.00470864j -0.0379982+0.0196224j 0.0254492+0.034842j -0.0213763-0.0529653j -0.0279657-0.00267277j 0.0337405-0.0488739j 0.0379341+0.0541287j 0.124078-0.0479267j -0.0550419-0.0975723j 0.0166071-0.0117373j -0.00178904-0.0138155j 0.0420114-0.0170342j -0.0386682-0.02904j 0.00322883-0.00157515j 0.00719331-0.00383343j 
0.015474+0.014234j 0.0155506+0.00631693j -0.00604249-0.000713821j -0.00926941-0.00351932j 0.00752167+0.00782738j 0.000440659-0.0030175j 0.0135584-0.00571178j 0.00214753+0.00208794j 0.00595892+0.00262681j 0.00315644-0.00135672j 0.00241913-0.00483698j -0.00126699-0.00117543j -0.00022662+0.00100112j -0.00043729-0.0031824j -0.00145442-0.00603352j -0.0014921-0.00259319j 0.000565977-0.00802569j 0.000526963-0.00120855j -0.0066612-0.00250379j 0.00435867+0.00804409j 0.00152232+0.00341466j -0.00125408-0.0163703j 0.00851301-0.0127465j -0.000236332+0.00691875j 0.00571688-0.000532996j -0.00427354+0.0130182j -0.0060509-0.0083451j 0.0030754+0.00457648j 0.00377533-0.00126641j 0.00854511+0.00440684j 0.0017323-0.00112011j -0.00134261-0.00468606j -0.0018512+0.0171643j -0.0173415+0.0116492j -0.0033265+0.0113493j 0.00246496+0.00228256j 0.00832612-0.0206204j 2.2526e-05+0.0181819j -0.000890802+0.0139963j -0.00501524+0.0306648j -0.00151946-0.00303778j -0.022623-0.0137333j -0.0156091-0.00311228j 0.00174376+0.0127411j 0.00570927-0.00588581j 0.00648277+0.000776113j -0.00619316+0.00253835j 0.00314162+0.0037232j 0.00136534+0.00100407j 0.000769359-0.00480592j -0.000476993+0.0141965j -0.00266096-0.0045449j -0.000883026+0.00982018j -0.00175298+0.00148923j 0.00440952-0.00159304j 0.00348941-0.000730855j 0.00979489+0.0114716j 0.0113686-0.00561349j 0.00288737-0.014425j -0.001464+0.00994898j -0.00111967-0.00900583j 0.00289081+0.00925117j -0.0164364+0.0217671j -0.0164539+0.00351235j -0.00572225-0.000223086j -0.0065389-0.00908409j 0.00794264+0.024773j -0.0127253+0.0204468j 0.00235558+0.0141398j 0.010916-0.0252136j 0.024294-0.0247003j -0.0282462-0.0296005j 0.0602384-0.0556858j 0.0410201+0.070041j -0.0180766-0.0268467j -0.000402343-0.0345678j -0.0174475+0.0201267j 0.0120317+0.014899j 0.00525404+0.0230423j -0.00821829-0.0117135j 0.000450648+0.0127409j -0.028739+0.0452887j 0.0121982+0.0170792j -0.0125534-0.0515147j 0.0148176+0.0319043j -0.0294536-0.0213997j 0.00179343+0.0604361j 0.351206-0.0939453j -0.106775-0.332007j 0.0418228-0.0405663j -0.03917+0.0339384j -0.000439862-0.0585688j -0.00231004-0.0129968j 0.00109824-0.00278591j -0.00162177-0.00779679j 
-0.0459252-0.00742512j -0.110375-0.0142035j 0.0156709+0.0122889j 0.0243364+0.00958433j -0.0203821+0.00258776j -0.00329515+0.0827229j -0.0317466+0.030867j -0.00591763-0.0271241j -0.0323154+0.000576484j 0.019266+0.0152931j -0.00730478+0.0220635j -0.00464102+0.0128173j -0.00673917+0.00792058j -0.00397094+0.0284393j 0.0118096+0.0180539j 0.00552699+0.0180238j -0.0041648+0.0224333j 0.00161632-0.00671879j 0.0319763-0.00386767j -0.013639-0.0323003j 0.0150896+0.045413j 0.0317159-0.0255233j -0.0111283+0.0723338j -0.0364813+0.0245728j -0.0171601-0.0135453j 0.0104032+0.0136155j 0.0180681-0.00531802j -0.0124626+0.0004785j -0.00460053+0.0223361j -0.0096054+0.00638133j 0.00728079+0.01632j 0.00480051-0.0316244j -0.041936-0.0201156j -0.00261572-0.0211849j -0.0108061-0.0109777j 0.0051566+0.0734136j 0.00228762+0.0729892j -0.0286168-0.0666296j -0.00952919-0.0966215j 0.0188332-0.0370788j 0.00924462-0.0333193j 0.00104166+0.0609063j 0.13042-0.0129402j -0.0325585+0.0261851j -0.0428982+0.0114083j 0.00904301-0.039431j -0.0304074+0.00423579j 0.0824234-0.000950607j 0.0142424+0.0106775j 0.0209272+0.0491601j 0.0295938+0.0208403j 0.0391659+0.0426082j 0.0068845-0.0116242j 0.00797335+0.021871j 0.00145567-0.00181844j -0.0116275-0.0213802j -0.0293132-0.0012295j -0.0233401+0.0162904j -0.0325782+0.0386908j 0.0291526-0.0791965j 0.0401487+0.0361855j 0.00645144-0.015346j 0.0109329-0.0737614j 0.00109421-0.0159491j 0.0402655-0.0234969j 0.0450514-0.00873722j -0.0568771+0.0287171j 0.0686288+0.0389386j -0.0362384+0.0276443j 0.0346188-0.0188961j 0.0834968-0.0436785j -0.0441541-0.0409761j -0.0146484-0.0301415j 0.0365868+0.0416084j -0.00223352+0.0149298j 0.00285415-0.0107622j 0.0246913-0.0201844j -0.0526736+0.0186618j -0.0135931+0.0145145j -0.0292469+0.0246101j 0.00786191+0.0165829j -0.024433-0.0200554j -0.0273808-0.00478225j 0.0359615+0.00853956j 0.0229005+0.0209541j 0.00534213+0.0320641j -0.0200981+0.0319384j 0.087686-0.0200041j -0.0318615-0.0753802j 0.00734089+0.00506667j 0.00717281+0.007287j -0.0113946+0.0031653j 0.0285171-0.0410799j 0.00279982-0.0101024j 2.08742e-05+0.0135473j 
0.0439638-0.0301942j 0.0499285+0.0116626j -0.00657734-0.00219163j -0.00312717+0.0029001j -0.00757485-0.0172091j 0.0419652-0.0311118j 0.00586018+0.0165652j 0.0204685+0.0102573j -0.0191394+0.00708651j 0.00711639-0.0133916j 0.0116186-0.0083147j -0.00499418-0.00317076j 0.00327329+0.00324367j 0.000473731-0.0131863j -0.00992395-0.0134035j -0.00187029-0.00642517j 0.00644142+0.00169969j 0.0117047+0.0141891j -0.00903023-0.0153346j -0.00303654+0.00879752j 0.0252984-0.0235318j 0.011523-0.0147109j 0.031221-0.0379707j 0.0160911+0.0555636j -0.0133662-0.00811743j -0.00591124+0.0145449j -0.00377037-0.0137475j 0.00696745+0.00655683j -0.0051584+0.00300367j -0.00547615+0.0169486j -0.00188472+0.00593576j 0.00415683-0.0102504j -0.00593203+0.0314483j 0.0186358+0.0195306j 0.00367355+0.0119635j 0.00766143-0.0266015j 0.00413985+0.0039977j -0.00480556+0.0645225j -0.0229433+0.00958885j -0.00577393+0.00755974j 0.00492665-0.0348525j -0.0247116+0.00508043j -0.0381871-0.0254873j -0.00215297+0.0277305j -0.0356673-0.00654951j -0.00167381+0.0106024j -0.0103162-0.0152257j 0.00159598-0.0338664j 0.0157691+0.0145737j 0.0274458+0.0144298j -0.00678735+0.0228618j 0.0518366-0.0489274j -0.00368529+0.0020047j 0.0405366+0.0157032j -0.0284129-0.0477171j 0.0207182+0.0120469j 0.0352071+0.0104756j -0.0158514-0.0108192j 0.0486809-0.0195844j -0.0011625+0.00743172j 0.00839872-0.0786406j -0.00622484+0.0199777j -0.0359527+0.0233212j -0.0884786+0.0270766j -0.0400797-0.0269465j -0.0814069-0.00825526j 0.0156428+0.0430631j 0.0416902+0.0293472j 0.0303808+0.0123068j 0.0150405-0.0139342j 0.0166442-0.03078j -0.0397404-0.0168115j 0.0752643-0.0458411j 0.0393811+0.0468794j -0.0224077-0.0215217j -0.0193733-0.0337535j -0.0141901+0.0155648j 0.00721153+0.0180147j -0.00641129+0.0233136j -0.0241576-0.00201562j 0.00183897+0.00585517j 0.000445392+0.0403406j 0.00622944+0.00443136j -0.00607242-0.0318625j 0.0265012+0.0218016j -0.0265487-0.0118725j 0.00502133+0.012398j 0.177036-0.0574769j -0.0693172-0.144017j 0.0221842-0.0322072j -0.0336414+0.0301677j -0.0198707-0.0477576j -0.00879135+0.0183098j -0.00247472-0.00279652j -0.00462684-0.0110888j 
