-0.00376693+6.15316e-05j -0.000362359-0.00194254j -0.00188486+0.00254133j 0.00205857+0.00127626j 0.000198254-0.00120129j -0.0020703+0.00199924j -0.00415562-0.00208052j 0.00265464+0.00241357j -0.00640847-0.002026j 0.00229172-0.000563868j 0.00402731-0.00116861j 0.00156834-0.0016676j 0.000642591+0.000271179j 0.000474951+0.00151312j -0.00154111+6.30723e-05j -0.000353065+0.0043824j -0.000262487-0.00052995j -0.00420774-0.000254038j 0.00448647-0.000450787j -0.00130701-6.16879e-05j 0.00253331-0.00208247j -0.00324182+0.00196607j 0.00119961+0.000891039j -0.000136498-0.00124853j 4.74654e-07-0.00110197j 0.00367336-0.00156143j -0.00102245-0.00110723j -0.000718215-0.0011817j 0.000573434+0.00245406j -0.000251344-0.0030427j -0.000824754+4.38691e-05j -0.00304951+0.002399j 0.00216652-0.00187819j 0.00189863+0.00336693j 0.000284529+0.00235365j 0.00204909+0.00222156j 0.000166609+1.82143e-05j -0.000606898-0.000457577j -0.00327395+0.00280879j -0.000391797-0.000748411j 0.00183291+0.000458028j -0.00496671+0.0014603j 0.00425167-0.0013597j -0.00369806+0.00117018j 0.00335504-0.000333249j 0.00372225+0.00139724j 0.00021364-0.00230749j -0.00121335-0.00028754j 0.00280851-6.01883e-05j -0.00264102+0.00293192j -0.00351926-0.000575668j -0.00101112+0.000808026j -0.00406052+0.00042598j 0.000329696+0.00140274j 0.00244907+0.00064852j 0.00287046-0.000322661j 0.00443291+0.010228j 0.0050574+0.00581785j -0.00116882+0.00208432j 0.00249698+0.00560832j -0.00169983-0.000198112j -0.00235133+0.000836422j -0.000115732-0.000599103j 0.00591049-0.00259952j 0.0040366-0.000143519j -0.00032776+0.00181407j -0.000746872-0.000738737j 0.000898873-0.00237074j 0.00108586+0.00219617j -0.000515151-3.24352e-05j -0.00198885+0.00340689j 0.00284224+0.00229616j 0.00416859+0.00433594j -0.000583673+0.000220944j 0.00306536+0.00110585j -0.00137013-0.000843118j 0.000353024+0.00267955j -0.000547438+6.1614e-05j -0.00328227-0.00172377j 0.00352586+0.000284281j 0.000813852+0.00106301j -0.00172805-0.00607587j 0.00167652+0.00139815j -0.00352565-0.00916364j 7.84102e-05-0.000784506j 0.0039251-0.00633855j -0.00191346+0.00427748j -0.00289166+0.0047765j 0.00484631+0.00600855j -0.00472755-0.00221584j 0.00808184-0.0104932j 6.90349e-06+0.00243771j -0.0023459-0.00187344j 0.0070351-0.00935579j 0.00810037+0.00374636j -0.00399575-0.0252491j -0.0274069+0.00449176j 
-0.00550039-0.00755326j 0.00731721-0.0048427j -0.00221802-0.00475658j -0.00360678+0.00260274j -0.0106114+0.00179158j 0.00142931+0.0128936j -0.00590916-0.000470189j -0.00223089+0.00304253j -0.00566418-0.00389281j -0.00154371+0.00219357j -0.000316987+0.0070762j 0.00884362+0.00575833j -0.000906889+0.00256244j 0.0022528-0.00422992j 4.65886e-05-0.000370383j -0.00348598+0.00242161j 0.00443833+0.00218438j -0.00645066-0.00488328j 0.00117471-0.00542854j -0.00192019-0.00238418j 0.00455717-0.0040982j 0.0089019-0.00398782j 0.00141202+0.00313498j 0.00515907-0.00587878j -0.00272995-0.00678633j 0.00482599+0.0028242j 0.000368804-0.0106732j 0.00544744-0.00551232j -0.00398772+0.000332149j 0.00207445-0.00602381j -0.000191219+0.00837955j -0.0118948+0.00894398j -9.72155e-05+0.00549352j -0.00246063+0.00692193j -0.0112337-0.00568589j 0.0130201-0.00453293j 0.00353934+0.00930593j 0.00419417-0.0155948j 0.00804081+0.00291874j 0.0064699-0.000509491j 0.000546259-0.000954886j 0.0164459-0.00368253j -0.00145602+0.00436069j -0.003702-0.00144325j 0.0072762+0.0136584j -0.0046297+0.00956487j -0.00547763+0.00335701j -0.003732-0.00558013j -0.000133298+0.00101093j 0.0104185+0.00409272j 0.000792314+0.00722226j 0.00672086+0.00644582j 0.00665648+0.00969118j 0.00788+0.000502829j -0.00700161-0.0130295j -0.00305782+4.2286e-05j -0.0111136-0.00665216j -0.00323101-0.00297166j 0.000375238+0.0157286j -0.00262006-0.00250469j 0.00136558-0.00604551j -0.000467881+0.00568524j 0.0034245+0.00219519j 0.00871865+0.00230532j 0.00390279-0.000742207j -0.0018805-0.00312684j -0.00248046+0.0029075j 0.0105657-0.00878704j 0.00450182-0.00653422j -0.000411999-0.00132074j -0.000950611-0.00993954j 0.012448-0.00403893j 0.00467401+0.00459903j -0.00271605+0.00703467j 0.015881-0.00119604j -0.00518548-0.00639171j -0.00600398+0.00472534j -0.00864103-0.00315685j -0.000590395-0.000500576j -0.00284838+0.00120197j 0.00496232+0.00300989j -0.00540716-0.000966847j -0.00475633+0.0113345j -0.000744295+0.000192873j -0.00730961+0.00124768j -0.00431738-0.00176287j -0.00108124+1.90135e-05j 0.00125471+0.000829597j -0.00133945-0.000364194j -0.000376161-0.000799095j 0.0016289-0.00251246j 0.00103892-0.00489158j 0.00538917+8.0282e-05j -0.00285509+0.00183923j -0.000614824-0.00422562j -0.00216577+3.20638e-05j -0.000424347+0.00197199j 
-0.00562699+7.17563e-05j 0.0006821-0.0053955j 0.00190808+0.000858418j 0.00339536+0.000312864j 0.00196034-0.000537076j 0.00143935-0.00106108j -0.00107954+0.00314422j 0.000898085-0.00467528j 0.00256421+0.00325617j -0.00338749+0.00201796j 0.00380947-0.00248916j -0.000903535+0.0039851j -0.00540508-0.00114316j -0.00234996+0.00738518j 0.000583549+0.00580613j -0.00242366+0.00665856j -0.00435305+0.00165337j 0.00761515+0.00036712j 0.00619749-0.00137972j -0.00504075+0.000690404j -0.000350146+0.00384636j 0.00483927-0.00123755j -0.0028322-0.00429093j 0.0013105+0.00252292j -0.00274702+0.00238962j 0.00308324+0.00011775j -0.00163578-0.00296303j 0.00159134+0.00038304j -0.00146813+0.00224777j 0.00383512+0.00989972j -0.00106446+0.0079457j 0.00164408-0.00547485j 0.00723304-0.000434767j 0.00313299-0.00359838j 0.000476064+0.00327284j -0.0108091+0.0035503j 0.00512278-0.00243988j 0.00408434+0.00711023j -0.00465018+0.000522424j -0.00458837+0.00198935j 0.000444953+0.00133521j -0.0106252-0.00561226j -0.00804033-0.000354428j -0.00389483+0.00186706j 0.00389849-0.000907756j -0.00341951-0.00774807j 6.00052e-05-0.000884053j -0.000736388+0.00764109j 0.000250099-0.00561685j -0.0122437-0.00751006j -0.00579044+0.0105628j 0.00250454-0.00280973j 0.00896654+0.00246197j 0.00759263+0.00257485j -0.00340508+0.00687998j -0.00241974+0.000153078j 0.00497192+0.00160346j 0.000971279+0.00386772j 0.00275519-0.00089433j -0.00401041+0.007287j 0.0103251+0.000824233j 0.00215071+0.00623762j -0.000693861+0.00829615j -0.00660685-0.00448828j -0.00154243+0.000653572j 0.00471964-0.00869191j 0.00227884-0.00562379j -0.00867285+0.00571207j -0.000267468-0.00801146j -0.002484+0.00119247j 0.00228365+0.000536514j -0.000276977-0.00162217j 0.0026361-0.00634427j 0.000188525+0.00310734j 0.0024272+0.00377737j 0.00500494-0.00114497j 0.000694242-0.000618763j 0.00300984+0.00583385j 0.00247482-0.00156166j -0.00101145-0.00125116j -0.000728323-2.36134e-05j -0.00528651+0.00763188j -0.00551807-0.00384911j -0.00487889+0.000472579j 0.00782153-0.00448671j -0.000719183-0.00478928j 0.00267887-0.0021667j -0.00495626-0.00402453j -0.00523491-0.000523518j 0.00323753-0.00560018j 0.000726297+7.79096e-05j -0.00249994-0.00534233j 0.00601191-0.0027325j -0.000495376+0.000949507j 0.00155308+0.000851237j 0.00628452-0.00291892j -0.00316545-0.00648794j 
-0.00402971-0.00255907j 0.0015481-0.00445295j -0.000708495+0.00151044j 0.000622254-0.000942694j -0.00197108+0.00177119j 0.00219299+0.000647722j -0.00149053+0.00178558j 0.00277724-0.00229483j -0.000803144+0.00281448j -0.00132255-0.0112677j -0.0047742+0.000426599j 0.000605256-0.00312233j 0.00364877-0.000188013j 0.00386841-0.0128704j -0.00775048-0.00925652j 0.00022731-0.00315399j 0.0128771+0.000363824j 2.07272e-05+0.000795961j -0.0115424-0.00116892j 0.00704174+0.00408796j -0.00952326-0.00453742j 0.0096463-0.00372354j -0.00108793+0.00474521j 0.00127798-0.00284688j 0.00118437-0.0115045j -0.00520347-0.000444806j 0.000998286+0.00494811j 0.00858789+0.00342995j -0.00128301+0.00122125j 0.00220541+0.00377483j -0.00197148-0.00655414j 0.00657245-0.00852191j -0.00486804+0.000465772j -0.0011665+0.000735058j 0.00649459-0.00547473j -0.0010718+0.00870831j 6.88709e-05+0.000810689j 0.00384933+0.00342886j -0.000724682+0.00816497j -0.00156111+0.00311535j 0.00656354+0.00704425j -0.00495083-0.0120902j 0.00739689-0.00428636j 0.0070459+0.00265951j 0.00303184-0.00332737j 0.000770324+0.00100181j -0.0024211+0.00553777j 0.00596391+0.00123468j -0.00216102-0.00220805j -0.0125591-0.00042018j -0.00883442+0.00444582j -0.0021557+0.00138243j -0.0042894-0.00393599j 0.00141291+0.00594748j -0.00629843+0.00843572j 0.000968196-0.010056j 0.00450963-0.000672741j -0.00104504+0.00312713j 0.00236267-0.00295087j -0.000721601+0.00963656j 0.00146055-0.00109645j 0.00716946-0.00516449j -0.00768659+0.00294511j -0.00022447+0.00178113j 0.00191668+0.00635527j 0.00692842-0.00120049j -0.00819206-0.000636568j -0.00194812-0.000514501j -0.0070828+0.00045249j -0.00124666-0.00210319j 0.00135402+0.00074991j -0.0104123-0.00615388j 0.0076133+0.000364953j 0.00353837-0.00134886j -0.000572172-0.000482663j -0.00705774-0.00168664j -0.00375896-0.00149738j 0.00512837+0.00442992j -0.00166755-0.00554021j 0.00238536-0.011994j -0.00320451-0.00258661j -0.00573955-0.00401711j -0.000512841-0.00315467j 0.00650833-0.00749682j -0.00227263+0.00707786j 0.00974633-0.000926322j 0.000394718-0.000236606j -0.000628845-0.00973627j -0.00615559-0.00259968j 0.00447489-0.00276391j -0.00161925+0.00552703j -0.00282204+0.00250574j -0.00395966-0.00233618j 0.000696114-0.00193392j -0.00191282-0.000259586j 0.00163791-9.47784e-05j 0.000776725-0.00164678j 
0.0103467+0.00827497j -0.00780193+0.0108811j 0.00754969+0.00438182j 0.00454593-0.00687487j -0.00323298+0.00553918j 0.00762123+0.00345466j -0.00294343+0.00468512j -0.00858938-0.00673986j 0.00550384-0.0100107j 0.00138286+0.00124901j -0.00510718-0.00814815j -7.46184e-05+0.000649413j 0.00657273+0.00259359j 0.0035261-0.00636177j -0.00748679-0.00501256j 0.00360311+0.000760151j 0.00245655-0.00132921j -0.000857379-0.00568318j -0.000800811-0.000920289j -0.00608502+0.00127872j 0.00267121+0.00143674j -0.00185278-0.00846494j 0.00294373-0.0106055j -0.000555331+0.00383429j -0.00291853+0.00514292j 0.000842681+0.00357941j -0.000736436+0.0101158j 0.00909073+0.00814015j -0.0155151+0.0083945j 0.00558723+0.00387766j -0.0112121+0.00617957j 0.0154104-0.00266063j 0.00363705+0.00238483j 0.00717376+0.00769476j -0.00168397-0.00542543j -0.00206766+0.0044846j 0.00561704+0.00148612j 0.0113243+0.000423175j -0.002242+0.0022123j 0.000335747+0.00361849j 0.0072745+0.00489882j 0.000772453-0.0127153j -0.000710512-0.00181127j 0.00774136+0.00334503j 0.00423447+0.00379965j -0.00529998-0.00359032j 0.00077662+0.00720519j -0.000823572+0.00113982j -0.000384493-0.0018444j -0.00979304-0.00733841j -0.0107066+0.00740618j 0.00353182-0.000501105j 0.00205503-0.00123051j 0.0126962+0.00603468j -0.00548913+0.00147537j 0.00146794-0.0162245j 4.7044e-05-0.00173536j -0.00242377-0.003156j 0.00238242+0.00587041j -0.00365521+0.00804757j 0.00421215-0.00458878j 0.00785183+0.0002224j -0.00452713+0.010567j 0.00475943-0.003484j 0.00379128-0.00194747j 0.00371069-0.00596653j -0.0078323+0.0061174j 0.00258101-0.00126472j -0.00110854-0.00674985j 0.00232373-0.00758038j -0.000790278+0.00187921j -0.00473942-0.00572327j 0.00696844+0.00659329j -0.000875309-0.00660005j 0.00825042-0.000324324j -0.00164364-0.00704863j -0.00153153+0.00130272j -0.00267315+0.000179176j -0.00549712-0.00881128j 0.00508436-0.00730639j -0.0057215+0.000918347j -0.00501473-0.00316307j -0.0070116-0.000283002j 0.00742044-0.000865977j 0.000123136-0.00747205j 0.00743413-0.0125289j 0.00800493-0.0015013j -0.00629108-0.00864209j 0.0176069+0.000450375j 0.00028784+0.0178102j -0.00746734+0.000284868j -0.00855065+0.000548037j -0.000241697-0.00805464j 0.00132537+0.000210569j -0.000522039+0.00142857j -0.00561465-0.000564853j -0.00102933+0.00561947j 
0.00193866+0.00437054j -0.00395231+0.00175381j -0.00942952+0.00371071j 0.00491674+0.0106788j -0.00994929-0.00989075j -0.00902083+0.0126106j -0.00686992-0.00718565j 0.0123336-0.000677685j -0.00164693+7.02024e-05j 0.0027203-0.0121995j -0.0122563+0.00630121j 0.000124184-0.00510854j 0.00398425-0.00287543j -0.0057658-0.0155345j -0.00280748-0.00091894j -0.00495326-0.0102733j 0.00807925-0.0129608j -0.0154275-0.00734019j -0.00896881+0.0113794j 0.00990888+0.00307497j -0.00236517-0.00774777j -0.0091077-0.00624616j 0.00651605+0.00646968j 2.32235e-05+0.00244752j 0.00475882-0.00468752j -0.0128197-0.000286781j -0.000464494+0.00662048j 0.00840675+0.00948155j -0.00328611+0.00206795j 0.00502216-0.000368181j 0.00966671-0.00272342j -0.000360732+0.00767197j -0.0122456-0.0063959j 0.00179506-0.0116366j -0.00146682+0.0012484j -0.0064699-0.00230047j -0.00300838-0.00886137j 0.000268348-0.00217723j -0.00440531+0.000760573j 0.0049381+0.00465597j 0.00120097-0.00119961j -0.00205452+0.00431743j 0.000544971-0.0033869j -0.00323834-0.00503188j 0.0103676+0.000303681j -0.00439988+0.00202041j 0.00580689-0.00580106j 0.00352501-0.00160391j -0.000229209-0.00228328j -0.000111633-0.00512853j 0.00181155+0.00534675j 0.000944358+0.00292425j -0.00556882-0.0028837j -0.000821725+0.00563795j 0.00208979-0.00348732j 0.00111637-0.000379704j 0.0015327+0.0065439j -3.54524e-05+0.00477179j -4.44599e-06+0.00361571j -0.00135409+0.00187794j 0.00540473-0.0060402j -0.00663684+0.00440602j 0.00296753-0.00112629j 0.000714861-0.00312675j -0.00223568+0.00118678j 0.00391374-0.00211796j 0.00709149-0.00370836j 0.000649001-0.00257151j 0.00530725+0.000671744j -0.00178419-0.000124725j 0.00218365-0.00224079j 0.00664938+0.00429649j 0.00192315+0.00155975j 0.0020681+0.000258006j 0.00464835+0.0013103j 0.00658075+0.000729863j -0.00130588-0.00398715j 0.000258415+0.0003416j 0.00384818+0.00629503j -0.000103549+0.00803535j 0.00420115+0.00375633j 0.00490214-0.00222506j 0.00394985+0.000973761j -0.00232232-0.000260531j 0.0045384-0.000562176j -0.00356783+0.000322127j -0.00416173-3.12078e-05j -0.00394396+0.00529244j -1.44939e-06+0.00658099j -0.00641825-0.00224147j -0.00061503+0.00155991j 0.000213265-0.00556379j 0.00629729+0.000377689j -0.00517521+0.000345202j 0.000987598-0.00423906j -0.00253351+0.000232666j -0.000530991+0.00243685j 
0.000494793+0.000516963j -0.000529551+0.000840405j 0.0023591+0.0059092j 0.00683476-0.000380786j 0.00737279+0.00373008j 0.00415803-0.00677595j -0.00134334+0.000420286j 0.00587252-0.00759255j 0.000168723+0.00471882j -0.0111053-0.00511291j 0.00122526+0.0100015j 0.00719054+0.000309656j -0.00765681+0.0076297j -0.00639336-0.00783706j 0.00399121+0.000878138j -0.00216489+0.00325958j 0.0122047+0.00221694j -0.0107993+0.00347908j 0.00134323-0.00115524j 0.0107996+0.00302402j 0.001889+0.00172528j 0.0156725+0.00109399j 0.00148974+0.0150186j 0.00214333-0.00889816j 0.00269312-0.011574j 0.00229774-0.00360686j 0.00251611-0.0103949j 0.00490643-0.000201648j 0.00754172-0.00186879j 0.00222103+0.00519782j 0.00761997-0.00556163j 0.00169445-0.00507401j -0.00349505-0.00151262j -0.00120305-0.00464149j 0.00746741+0.0063778j -0.00500723+0.007876j 0.00271224-0.00148191j 0.00167414-0.00137962j -0.00133481+0.00260808j -0.00279261+0.00256783j -0.00140057+0.00557489j -0.00390365-0.00507258j -0.0018124+0.000703934j 0.0046163+0.00093211j 0.00250329+0.000309784j -0.00168792-0.000698863j -0.00414095-0.00200046j 0.00493938+0.00294291j -0.000771848-0.00172295j -0.00693884-0.00495693j -0.00474409+0.00435634j -0.00059758-0.000146377j 0.00372577-0.00166734j -0.00277996-0.00090826j -0.0013427+0.00371431j 0.000732226-0.00252696j -0.000422808-0.00251274j 0.00120018-0.00361298j 0.00223263-0.00408147j -0.000162587+0.000771712j 0.000933016-0.00192415j -0.000688664-0.00263271j -0.000955148-0.00113214j -0.0056504-0.000313731j -0.00322821+0.000215461j 0.000411008-0.00178249j -1.6576e-05-0.00465898j -0.00345263+0.00129046j 0.000394351-0.00135005j 0.00241053+0.00402681j -0.000701477+0.00028114j -0.000130141-0.00109586j 0.000895941-0.0015263j 0.00203349+0.00191879j 0.000351478-0.000312349j 0.00279609+0.00247185j -0.00211742-0.00289341j -0.000443611+0.00147525j -0.00288095+0.00614783j -0.000402786+0.001445j 0.00572656+0.00363786j 0.00638659-0.00319436j 0.00395151+0.00363398j -0.00165614+0.00514063j -0.00164336-0.00409084j -0.00663512+0.00613279j -0.00323648+6.03871e-05j 0.00387203+0.00792897j 0.00388659+0.000593325j -0.0021785+0.00215067j 0.00188711+0.00171387j 0.000991713-0.000243522j 0.0013133+0.00164062j -0.00366669+0.00422254j -0.00236024-0.00193537j -0.000934043-0.000897687j -0.0010632+0.000678653j 
0.00227012+0.00278311j -0.00281274+0.00200004j 0.00311937+0.00947742j 0.00921637-0.00155111j 0.010207-0.00303098j -0.0022747-0.0105671j -0.00469381-0.00216219j 0.000827483-0.0133747j 0.011695-0.000366132j -0.0069286-0.00408161j -0.00668979+0.00608084j 0.00653366-0.00220024j -0.00610644+0.00502733j -0.00373959-0.0100435j -0.00052559+0.000268533j -0.00169125-0.000844863j 0.0060943+0.0002412j -0.0107808-0.000117056j -0.000715698+0.00115989j 0.00938513+0.00463869j 0.0011373-0.00148782j 0.00571182+0.00179557j -0.00235439+0.00685726j 0.0044522-0.00399j 0.00328101-0.00447265j 0.00371359+0.00105958j -0.000517421-0.0118446j -0.000319447-0.00490255j 0.00406582+0.00294991j -0.00455103+0.00410457j 0.00226695+0.00453388j -0.000838476-0.00336352j 0.000952876-0.00391369j 0.00735317+0.00519068j -0.0001021+0.00723923j 1.56009e-05+0.00478561j 0.00570442+0.00143297j 0.00245024-0.0020891j 0.00331425-0.00217518j -0.00439181-0.00268129j 0.00309379+0.00572188j -0.000219386+0.00236805j -0.0045124-0.00156482j 0.00124393-0.0045133j 0.000109822+0.00933136j 0.00145602+0.000633206j 0.00150922-0.000379625j -5.81633e-05+0.000227828j 0.0074134-0.00161683j -0.00170715-0.00140477j -0.00847157+0.00112262j -0.00194138-0.00116905j 0.00107895+0.00216378j 0.00173877-0.00227383j 0.00277925-0.000870492j -0.000794451-0.00117311j -0.000162945+0.00738345j 0.00492245-0.00681122j -0.00284206+0.0045964j 0.0010496-0.000259015j -0.000228704-0.000425653j -0.00626391-0.00349019j 0.00150497-0.000528605j 0.00416372-0.00367963j -0.00324356-0.00534114j -0.00233731-0.00282546j 0.00548124-0.000965601j 0.00175878-0.00186136j 0.000997661+0.00134819j 0.0017446+0.000140551j -0.00648801+0.00188303j 0.00205683+0.00599085j -0.00451639+0.00263805j -0.00441391+0.000525383j 0.0058488+0.00298096j 0.00348011+0.00353973j 0.000615744+0.00495948j -0.00800576-0.00420403j -0.0125626+0.00828805j -0.00424685+0.00111305j 0.00850674+0.00276944j 0.000645395+0.00314923j -0.000684307+0.00614594j 0.00182558+0.00284207j 0.00119879-0.0112717j -0.00880918+0.00178121j -0.00491339-0.00569916j 0.00364061+0.00570936j 0.00837654-0.00435625j -0.00164553+0.00898507j -0.00268373-0.0119503j 0.00705501+0.00021554j -0.00111015+0.00498367j 0.00494113+0.00570552j -0.00684979+0.0015157j 0.00466779-0.00132245j -0.000736333-0.00371835j 
0.00509804-0.0108904j 0.0108695+0.00642443j -0.00403483+0.00593583j 0.00665102+0.00551226j 0.00094031+0.00346451j 0.0043616+0.000560254j 0.00195322+0.00300389j 0.00159866-0.000924805j 0.000359647-0.00727058j 0.00307877-0.00307603j -0.000970426-0.00800715j -0.00634771-0.00197859j 0.00383125-0.0085973j 0.00696172-0.00515347j -0.0100734-0.00054408j 0.00642277-0.00212165j -0.000261581-0.00692776j -0.00763301-0.00488972j 0.000756369+0.00499412j -0.0011791+0.00228512j -0.000383277+0.00378268j -0.0122859-0.00191961j 0.00348516+0.00178882j -0.00751946+0.00445387j -0.000391744-0.00115836j -0.00998452-0.00470352j -0.000867203+0.0107363j -0.00412888+0.00440034j 0.00158066-3.36575e-05j 0.0038988-0.00755945j -0.00349755-0.00740277j -0.00317954+0.00411001j -0.00378123-0.00744952j -0.00144292-0.00187952j 0.00120246-0.00492657j -0.00258132-0.0041548j -0.00145309-0.000568065j -0.00709803+0.00110388j 0.000872324+0.000353994j 0.00136426-0.0062476j -0.00222909+0.00445643j -0.00149876+0.00479918j 0.00214941-0.00488329j -0.000661291-0.000444789j -0.000510601-0.00328692j 0.00259265+0.0048008j 0.000778181-0.00135717j -0.0016097+0.000272193j -0.000298692+0.00202862j 0.00284467+0.0031518j 0.00298883-0.00599805j 0.00163111-0.00142857j 0.000666903+0.00180975j -0.00324586-0.00106218j 0.000536935+0.00302218j 0.00248567+0.00165785j 0.000497208+0.00639829j 0.00551983+0.00179862j 0.00199001+0.0046487j 0.00135476-0.000627943j -0.000487002+0.00362607j 0.00310759-0.00530954j 0.00336123-0.0030797j 0.00381416+0.000677896j 0.00543471-0.000716268j -0.00173026-0.000439462j 0.0012215+0.000217805j 0.00373538-0.00501877j -0.000885464-0.00126691j -0.00257108-0.000872381j -0.00123935-0.00079715j -0.00689046+0.004184j -0.00257035-0.000850253j -0.00457259+0.000798773j 0.00143716-0.00592013j 0.000636967-0.000919793j -0.00560501+0.00520193j -0.00282427-0.000891469j -0.00898045-0.00292484j -2.60202e-05-0.00202998j -0.000104094+0.000417409j -0.00422984+0.00301469j 0.00262625+0.0085013j 0.00781642-0.000769365j -0.00238727+0.00384884j -0.00642814-0.000742686j -0.000785035-0.00896341j -0.00345886-0.00321887j 0.000363618-0.00653664j 0.00368513+0.000805453j -0.002525-0.00140135j -0.00260336-0.00338427j 0.0037869-0.00206217j -0.00327684+0.00758516j -0.00937204-0.00388741j -0.00252827+0.00460809j 0.00442259+0.00228342j 
-0.00785928-0.00105475j 0.000808984-0.0080532j -0.00512912-0.00252921j -0.00702763+0.00540353j -0.00358766+0.00553221j 0.0034168+0.00420076j 0.00217838-0.000357228j -0.000279713+0.0045282j 0.00133512+0.00363095j 0.00203474+0.00042141j 0.00447046+0.000674807j 0.00106271-0.00264324j -0.000582242-0.00414061j 0.0044393-0.00164878j -0.00326988-0.00537631j -0.00199887-0.00155438j 1.77161e-05-0.000859714j -0.000394747+0.000813695j -0.00439547-0.00157979j -0.0004114+0.00182917j -0.00647713-0.00169113j -0.00108384+0.00380171j -0.00105608+0.00166077j -0.000348975+0.00100899j -0.00101101+2.15705e-05j 0.00181201+0.00125417j 0.00218859+0.00167551j -0.00655976-0.00260787j -0.00124436-0.00190999j 0.00221226-0.00240836j -0.000826262-0.00108029j -0.000622256+0.00427073j -0.00102188+0.00314601j -0.00429567-0.000456671j 0.000703939-0.000173359j 0.00436174+0.00232266j -0.00234576+0.00303789j -0.00188491+0.00208601j 0.00327183+0.00661762j 0.00251178-0.00112998j 0.000638751-0.00222423j 0.00659797-0.000564856j 0.00413234+8.97716e-05j 0.00703951-0.00140355j -0.00434072-0.00144172j 0.00117651+0.00414492j -0.000561187+0.00557705j 0.000698176-0.00458564j 0.00307717+0.00474418j 0.000763148+0.00102382j 0.00183585-0.00305028j -0.00174157+0.000843067j -0.00204234+0.00182514j 0.000333846-0.00224949j -0.00247116-0.000212972j 0.000715612-0.0022343j 0.000107785-0.00728234j 0.00016308-0.00131965j 0.00226864-0.001871j 0.000487362-0.00180536j -0.00119077-0.000921295j 0.0015597-0.000521719j 0.000541453-0.00139741j 0.00218911-0.000124029j 0.000815144+0.000802776j -0.00030867+0.00314112j -0.00279693+0.00269823j 0.00154036-0.000762552j -0.00484102+0.000444897j -0.00331742+0.00117296j 0.00297337-0.00171434j -0.00104048-0.00391085j 0.00424996-0.00533649j 0.00365688-0.00345487j -0.00380933-0.00286386j -0.00437541+0.00107205j 0.00233431-0.00101799j 0.00417328-0.00275629j -0.000383924-0.00122864j -0.00162653-0.00459209j 0.00139119+0.00278591j -0.00111993+0.0014532j -0.00310196-0.0026311j -0.00602357-0.000898179j 0.000959154+0.000318777j -0.00240665+0.000140122j -0.00136085+0.00208028j 0.0049728+0.00344085j -0.00173702+9.68286e-05j -0.00508439-0.00437898j 0.000393145-0.00329585j -0.000557572+0.00315064j -0.0047984-0.000564667j 0.000722474-0.00485888j 0.00280939+0.00188308j 0.00666976-0.00717194j -0.00594325-0.00640225j 
0.00137091+0.00358203j -0.00362276+0.00214086j 0.00721718+0.0009612j 0.0017173-0.00398441j 0.00355741+0.00136953j 0.000585684-0.00320389j 0.00240902+0.000602418j 0.000803252-0.00322735j -0.00257446+0.00282053j -0.00490963+0.00182724j 0.00421569+0.00552856j -0.00341262+0.00313823j -0.00315683+0.00490438j 0.00210217+0.000207517j 0.00165045+0.0046719j -0.00496664+0.000864431j 0.00678191+0.000274435j 0.00206933-0.000792454j 0.00118219+0.00690077j 0.00437334+0.00723722j 0.00156544-0.00698308j -0.0053686+0.00163588j -0.00432124+0.00195594j -0.00178191+0.00931727j -0.00231337+0.00223249j 0.00924132+7.92222e-05j 0.00379006-0.000746934j -0.0025833+4.90752e-05j -0.00954741+0.00526968j 0.00106932+0.000164083j 0.00263114+0.00426886j 0.000163513-0.000678337j 0.00087659+0.000321705j 0.00504898-0.000209708j 3.74086e-05-0.00810471j 0.00324415-0.00247525j 0.00167151-0.00338639j -0.0012186-0.00681486j -0.00362868+0.00117483j 0.00636852+5.65404e-05j 0.000659543+0.000304021j 0.00317375-0.00431104j 0.00176675+0.00267146j 0.00654159-0.00330442j -1.52712e-05-0.0022379j -3.30317e-05+0.000466797j -0.000702811+0.00612271j -4.76225e-05-0.00392425j -0.00240781-0.00279896j -0.00459082-0.00256619j 0.00220512-0.00605817j -0.00386931+0.00186831j -0.00222896-0.00607964j 0.00471583+0.000117459j -0.00168007-0.000428639j 0.00609961-0.00154835j -0.00302184-0.00331704j -0.00145481-0.00017097j -0.0023129-0.00654623j 0.000661334+0.000721412j -0.00259185-0.00501928j 0.00581022+0.00112166j -0.00204104-0.0014706j -0.00160907-0.000933573j 0.000887315+0.00031879j 0.00148664+0.00266337j -0.00212351+0.00103294j 0.00302968-0.00168033j -0.00124902+0.00675572j 0.000218802-0.00242934j -0.00341445-0.00245555j -0.00309018-0.00860654j -0.0103254+0.00307491j 0.00264821-0.00275476j -0.00430029+0.00280911j -0.00431472-0.000519736j 0.00315361-0.000251558j -0.00396123-0.011299j 0.00633895-0.00264135j 0.00123071-0.00470253j 0.00633647-0.00801307j -0.00343439+0.00106749j -0.00544551-0.00582673j 0.00275567+0.00289706j 0.00357217-0.00395775j 0.0035382+0.00384825j -0.00475004+0.000388775j 0.00192817-0.004035j 0.00125982-0.00298901j 0.000583676+0.00292481j -0.0047363+0.00502466j 1.49458e-05+0.00704619j -0.00787754+0.00176789j -0.00214004+0.000233355j -0.00278868+0.000400239j -0.00232257+0.00365137j 0.00448657+0.00153794j 
