-0.00376693+6.15316e-05j -0.000362359-0.00194254j -0.00188486+0.00254133j 0.00205857+0.00127626j 0.000198254-0.00120129j -0.0020703+0.00199924j -0.00415562-0.00208052j 0.00265464+0.00241357j -0.00640847-0.002026j 0.00229172-0.000563868j 0.00402731-0.00116861j 0.00156834-0.0016676j 0.000642591+0.000271179j 0.000474951+0.00151312j -0.00154111+6.30723e-05j -0.000353065+0.0043824j -0.000262487-0.00052995j -0.00420774-0.000254038j 0.00448647-0.000450787j -0.00130701-6.16879e-05j 0.00253331-0.00208247j -0.00324182+0.00196607j 0.00119961+0.000891039j -0.000136498-0.00124853j 4.74654e-07-0.00110197j 0.00367336-0.00156143j -0.00102245-0.00110723j -0.000718215-0.0011817j 0.000573434+0.00245406j -0.000251344-0.0030427j -0.000824754+4.38691e-05j -0.00304951+0.002399j 0.00216652-0.00187819j 0.00189863+0.00336693j 0.000284529+0.00235365j 0.00204909+0.00222156j 0.000166609+1.82143e-05j -0.000606898-0.000457577j -0.00327395+0.00280879j -0.000391797-0.000748411j 0.00183291+0.000458028j -0.00496671+0.0014603j 0.00425167-0.0013597j -0.00369806+0.00117018j 0.00335504-0.000333249j 0.00372225+0.00139724j 0.00021364-0.00230749j -0.00121335-0.00028754j 0.00280851-6.01883e-05j -0.00264102+0.00293192j -0.00351926-0.000575668j -0.00101112+0.000808026j -0.00406052+0.00042598j 0.000329696+0.00140274j 0.00244907+0.00064852j 0.00287046-0.000322661j 0.00443291+0.010228j 0.0050574+0.00581785j -0.00116882+0.00208432j 0.00249698+0.00560832j -0.00169983-0.000198112j -0.00235133+0.000836422j -0.000115732-0.000599103j 0.00591049-0.00259952j 0.0040366-0.000143519j -0.00032776+0.00181407j -0.000746872-0.000738737j 0.000898873-0.00237074j 0.00108586+0.00219617j -0.000515151-3.24352e-05j -0.00198885+0.00340689j 0.00284224+0.00229616j 0.00416859+0.00433594j -0.000583673+0.000220944j 0.00306536+0.00110585j -0.00137013-0.000843118j 0.000353024+0.00267955j -0.000547438+6.1614e-05j -0.00328227-0.00172377j 0.00352586+0.000284281j 0.000813852+0.00106301j -0.00172805-0.00607587j 0.00167652+0.00139815j -0.00352565-0.00916364j 7.84102e-05-0.000784506j 0.0039251-0.00633855j -0.00191346+0.00427748j -0.00289166+0.0047765j 0.00484631+0.00600855j -0.00472755-0.00221584j 0.00808184-0.0104932j 6.90349e-06+0.00243771j -0.0023459-0.00187344j 0.0070351-0.00935579j 0.00810037+0.00374636j -0.00399575-0.0252491j -0.0274069+0.00449176j 
0.00405463-3.59303e-05j 0.000876221+0.00437477j -0.00148886-0.00244969j 0.00102651+0.00110898j 0.00303677-0.00636177j -0.00318825-0.00221638j -0.0010209+0.00569747j -0.00245856+0.00205168j 0.00260171-0.00356562j -0.0001556-0.0063595j 0.0012017-0.00955205j 0.000122579+0.00224329j 0.00690384-0.00302983j 0.000810814-0.00620268j -0.00387041-0.00329901j 0.00283775+0.00100424j 0.00263875+0.00458291j 0.00405427+0.00351116j 0.00126536+0.00642625j -0.0065438+0.000889336j 0.00374465+0.00521717j -0.000116968+0.000192793j -0.00195947-0.00157424j 0.000251656-0.00273767j -0.0020628+0.00140564j -0.00182446-0.00219363j -0.000920644-0.00618982j 0.00023135-0.00459899j 0.00326517-0.00117115j -0.000766277+0.00371054j -0.00413013-0.00179667j -0.00415521+0.0023651j -0.00478765+0.00071299j 0.00105985+0.000212437j 0.00430461-0.00402505j -0.0053004+0.00291756j 0.00276355+0.00750235j 0.000873047+0.00284575j 0.00355909+0.00271027j 0.00109889+0.00123246j -0.00314908+0.00518458j 0.000846103-0.00399292j 0.000122682-0.000699843j 0.00308008-0.000573268j -0.0025481-0.00404699j 0.00619287+0.00467648j -0.00535405-0.00386364j -0.00242205-0.000523864j 0.00372991+0.00392941j -0.00399956-0.00193464j -0.0023691-0.00163142j -0.00158797+0.00273334j -0.00264736-0.000157716j 0.00364017-0.00458639j -0.00449572+0.00367194j 0.000207749+0.00102601j -0.00146628-0.00190911j -0.00166185-0.00668706j 0.00195941-0.0021389j 0.00563805-0.00341369j -0.00544855-0.00363656j -0.00280715-0.0021118j 0.00294904-0.000595719j 0.00016325-0.00321775j 0.000704419-0.00237366j 0.00307517-0.00229107j 5.53598e-05+0.00148964j -0.00119939-0.00070072j -0.000779439+0.00256215j -0.00061158-0.00445465j -0.00480519-0.00159522j 0.00237768+0.00133216j -0.00183876-0.00102562j 4.12749e-05-0.00298494j -0.00163344-0.000763014j -0.000562895+0.00100405j -0.000233878+0.000875022j 0.00200871-0.000606063j -0.00357682+0.00502991j -0.00238947+0.00145936j 0.000677797+0.00487026j 0.00390104-0.00177248j 0.00661198+0.00077786j -0.00383101-0.000588714j 0.000228305+0.00350501j 0.00373759+0.00318123j -0.00246518+0.00382074j 0.00161149+0.00109659j 0.000330882+0.00132742j -0.0012998-0.00128734j 0.00118655+0.000781836j 0.00161485-0.00158926j 0.00131742+0.00224909j -0.00337725-0.00358486j 0.0035745-0.00215586j -0.00236887+0.00114753j 0.000808729+0.0026912j 
0.00473173-0.00407074j 0.00492691+0.00513299j -0.000462972+0.00206034j 0.00485003+0.000220716j 2.52745e-05+0.000132338j 0.00324924+0.00113751j 0.00320563+0.00701298j 0.00100122+0.00428825j -0.0030421+0.00539301j 0.00148135-0.000701421j 0.00538642+0.000189217j 0.00267276+0.00132823j 0.00715155+0.00056204j -0.000778965-0.00361849j 0.00817184+0.0018609j 0.00204678+0.00157314j -0.00161401+0.000935812j 0.0025884-0.000675731j 0.000775897+0.00394727j -0.00329872+0.00075996j 0.00364908-0.00128378j -0.00192665+0.00191776j 0.000872573+0.00199682j -0.00107582-0.00459754j -0.00494949+0.000974865j -0.00145343+0.00298333j -0.00159129-0.00106337j 0.00185685+0.000770673j 0.00258532-0.00117114j -0.0017709-0.000198396j 0.0022244-0.00198997j -0.00141858+0.00422553j -0.00644644+0.00154851j 0.00158185-0.00282976j -0.00393806+0.000159442j -0.00407694-0.00169045j 0.0027895-0.00340245j 0.006125+0.00220831j -0.00229893-0.00478044j 0.000875983+0.0039467j 0.00147458-0.00211427j 0.00199975+0.00138596j 0.000766728-0.0013123j 0.000697214-0.00036681j 0.00162901+0.00590043j 0.00572993+0.000898745j 0.00644618-0.0013387j 0.000790695+0.00197614j -0.000474577+0.00445147j -0.000292028+0.00317404j 0.000185518-0.000439825j -0.00151284+0.00543115j 0.0012587-0.00210593j 0.000464348+0.00441236j 0.00187014+0.00100908j -0.000460075-0.00348781j 0.00186815+0.00188715j 0.00282402-0.000113973j -0.00383901-0.00596821j 0.00487784+0.0022232j 0.00294519-0.00134032j -0.00387249-0.00287088j -0.00340793-0.00057875j 0.00059621-0.00192442j -0.000916477-0.00245391j -0.00100286-0.00239818j 0.00291285-0.00140728j 0.000349866-0.000654503j 0.00192033+0.000551689j 0.00128083-0.000313025j 0.000490185-0.00320468j -0.00427786+0.000463799j 0.000299792+0.00296792j 0.00270384-0.0014198j -0.00252686-0.000102881j -0.00518801+0.00419925j -0.00425542+0.000869601j -0.00101781-0.00168095j 3.65344e-05-0.00226875j 0.00248133-0.00408413j -0.000687701+0.00167879j -0.00061677+0.00104392j -0.00224547-0.00249154j 0.0032487-0.00154361j 0.0046683-3.232e-05j -0.00102477+0.00120223j 0.00117901-0.00340884j 0.00228024-0.00329357j 0.00341333-0.00493535j 0.00148689+0.00460206j -0.00500489-0.00366537j -0.00196385+0.000200568j -0.000803888-0.00233851j 0.00166807-0.000736193j -0.00222057+0.000852954j 0.00164383+0.00106089j 0.00128422-0.00121318j 
-0.000583774-0.00132631j 0.00136435-0.000805163j -0.00624242+0.00010809j 5.55293e-05+0.00566252j -0.00344528-0.00329902j -0.00363661+0.00283617j -0.000240885-0.00276574j 0.0031438-0.00269426j 0.00463731-0.00118196j 0.000752066-0.000421009j -0.000639462-0.00672534j -0.00208291+0.00332887j -0.00163832-0.00504472j 0.000809168+0.0003747j -0.00549815-0.00232873j -0.00224207+0.00358744j 0.00126112-0.000990816j -0.00440344+0.00227311j 0.00247649-0.00274514j -0.000357799-0.00308681j -0.00271548-0.002019j 0.0024245-0.00480461j -0.00283451-5.48054e-05j -0.00186733-0.000429586j -0.00319365+0.00279106j 0.0021009+0.00453947j 0.00210133-0.000389407j 0.000505309-0.00135136j 0.00226726-0.00320939j -0.00276253-2.43836e-05j -0.00181809+0.00356409j -0.00396029-0.00374875j 0.00360442-0.005155j 0.0019669-0.000502737j 0.00524112+0.00615184j -0.00275183+0.00375962j 0.000668703-0.00416657j 0.00188455+0.00184517j -0.00229012-0.00202931j -0.00327114+0.00340715j 0.00980044+0.00339714j 0.000315733-0.00478083j 0.00382354-0.00214014j -0.000168731+0.00271262j -0.000296218-0.000283566j 0.00729077+0.0025226j 0.00205546+0.00489228j 0.00382039+0.000199368j 0.00202201+0.000996112j -0.00105021+0.00472382j 0.00174463-0.00515239j 0.00410332+0.00260869j 0.000195093+0.00393258j 0.000101322+0.000685104j -0.00465775+0.00250506j -0.00111552-0.000563956j 0.00229079-0.000341003j 0.00346134+0.0023594j 0.00327397+0.00100924j 0.00241715+0.00108001j -0.000288656-0.00144729j -0.0011617+0.000582738j 0.00172927-0.00138105j 0.00470037-0.00200677j 0.00356984-0.000742413j -0.0018293+0.00144639j -0.00362351-3.46757e-05j 0.00153287-0.00279286j 0.00151157-0.000737353j 0.00115249+0.000945408j -0.000472766+0.00257646j 0.00221122+0.00388857j -0.00250644+3.29434e-05j -0.00298894+0.000224384j -0.00191651-0.00296442j -0.00550315-0.00138009j -0.00625233+0.00382344j -0.000484965-0.0047415j -0.00029943-0.00165155j -0.00234207+0.00410875j -0.00122592-0.000162549j 0.00267645+0.0021858j -0.000454444+0.00216892j -0.00140229-0.00128719j -0.000469509+0.00257079j 0.00214933-0.000800168j -0.00117363+0.00968455j 0.00223046+0.00174552j 0.0023094-0.00142696j -0.00158363+0.00309114j -0.00229109+0.000616208j 0.00173268+0.000846925j -0.00174505+0.00295177j -0.00223133-0.00414389j 0.00182813-0.00142746j 6.65762e-06+0.000785711j 0.000750823+5.64216e-05j 
0.00368217-0.00273191j 0.00219918+0.00370271j 0.00455663+0.00377177j 0.000883236-0.00618052j -0.00290074+0.00402201j 0.00361841+0.00166597j -0.00382076+0.000460549j -0.00419872-0.00347281j -0.00299009-0.00318269j 0.000336743-0.00010052j -0.00394537+0.00112857j -0.00094443+0.000998152j 0.000344836+0.00500475j 0.00234301+0.00423031j 0.00548882-0.00196699j 0.000658893+0.000380674j 0.00384196+0.00211208j 0.00206023-0.00182041j -0.00103537-0.000274916j 0.00306264+0.00213865j 0.00231069-0.00139467j 0.00136448-0.0049321j -0.00107751+3.55943e-05j -0.0029924+0.00409587j 0.000563115+0.000250669j -0.00241129+3.00443e-05j 0.00585796+0.00242242j 0.00463281+0.000446664j -0.00658272-0.00129312j -0.00268915-0.00152876j -0.00334348+0.000631994j 0.00409771-0.00453731j 0.00396013+0.00427379j 0.00139738+0.00524309j 0.00341196+0.00271807j -2.96053e-05-0.00380896j -0.00066014-0.00266273j -0.00501622-0.00266529j 0.0032944+0.00473603j -0.00105259+0.00173528j 0.000830563+0.00266479j -0.00427017-0.00292502j 0.00243794-0.00578866j 0.00175061-0.00254369j 0.000547108-0.00473473j -0.00273511-0.00392616j 0.00334585+0.00442673j -0.000483022-0.000916046j -0.000839233-0.00324982j 0.0013221-4.09807e-05j -0.000997007-0.000218401j 0.00201708-0.00368746j -0.00579167+0.00126713j -0.000786492+0.00363291j -0.000527647+0.000126691j 0.000101324+0.00100551j 0.000782079+0.00093241j 0.00353212+0.00291658j 0.00243202+0.00224825j -0.00219718+0.000257072j 0.00157589+0.00656798j 0.000306836-0.0035769j 0.00138973+0.00113089j 0.000988825+0.00295811j 0.00327624+0.000699627j 0.000638197+0.00476901j -0.00138698+0.00358425j 0.00215926-0.00062655j 0.00237854-0.00295259j 0.00317222+0.00207438j 0.00130164+0.00224498j -0.000587073+0.00462045j 0.00213618-0.000375648j -0.00245982-0.000534294j -0.00298998-0.000755417j 0.00307147-0.00088646j -0.00126149-0.00128102j 0.00237145+0.00261555j -0.000984744+0.00214688j -0.00296946+0.0036113j -0.00202934-0.00088242j -0.000300587+4.90473e-05j 0.00537975+9.13113e-05j 0.00181492+0.00219951j -0.00304379+0.00180229j -0.00438617+0.000487914j -0.00124983+0.00111089j 9.11566e-06+0.00562337j 0.00132021+0.00095024j -0.000535805+0.000350943j 0.000508504+0.00136145j -0.00211707-0.0013243j 0.00160258-0.0023955j -0.000394291-0.000853834j 0.001092-0.00035484j -9.9627e-05+0.000429268j -3.18955e-05+0.000380495j 
0.00158881+0.00283959j -0.00223921+0.00201109j 0.0021791+0.00495167j 0.00521398+0.00117605j 0.00626311+0.00205759j 0.00228157-0.00394525j -0.00127747-0.00233645j -7.81665e-05-0.0028562j 0.00442632+0.00144801j -0.00192583-0.00097761j -0.000667701+0.00147212j 0.0046644+0.00060379j -0.000191721+0.00453725j 0.0017005-0.00455263j 0.00156296-0.00221313j 0.00492776-0.000943868j 0.00101223+0.00355712j -0.000891311-0.00322946j 0.00215027+0.0027045j -0.00258313+0.00219991j 0.00580688+0.00637895j -0.00250825+0.00277366j 0.00242561-0.00158131j -0.00038916-0.00196689j 0.00212932+0.00306008j 0.00303869+0.00131942j 0.00117475-0.00038316j 0.00120424+0.000708474j -0.00274658+0.00352295j 0.000548047+5.18663e-05j -0.00291512+0.00108172j 0.0028042-0.0010919j -0.000582623+0.003929j -0.000305191-0.00190372j -0.000673599-0.00169195j 0.00035286+0.00120357j 0.00263923-0.00348251j -0.00388264+0.000115769j -0.00137205-0.0005353j 0.000190599+0.00195623j 0.00704917-0.000833346j 0.00121454-0.00120223j 0.00519791+0.00103539j 2.61197e-05-0.000881611j -0.00364193-0.00545866j -0.00144112+0.000520477j 0.000271519+0.011618j -0.00179789-0.00459022j -0.00520383-0.00188279j -0.00233645+0.00133373j 0.00616475-0.00295941j 0.0024274-0.000639454j -0.00153372+0.00215087j -4.63912e-06-0.00165853j -0.00284979-0.00199344j -0.000105971-0.00203053j 0.000612429+0.00183623j -0.00072518-0.00416558j 0.00107344+0.00269951j -0.00634312-0.00303199j 0.00170068+0.00225264j 0.0003798+0.00323898j 0.00360586-0.000249967j -0.00120308+0.00132321j -0.00130526-0.000559108j 0.00126569+0.00287864j -0.000697382+0.00117896j 0.00163078-0.000397194j 0.000159584-0.00448694j -0.000491848-0.00203165j 0.00242337+0.00198763j 0.00242354-0.000306583j -0.00196148+0.000358238j 0.000318535+0.000165987j 0.000984598+0.00121903j 0.0044021-0.00466192j 0.00137676-0.00276049j -0.00215978+0.001821j 0.00186406+0.00361264j -0.000682599+0.00166129j -0.0018332-0.00310192j -0.00183773+0.00330017j 0.00193436-0.000826868j -0.00158514+0.00422348j -0.00226329-0.00108061j -0.00228311-0.00251142j 0.00111245+0.00150678j -0.00119086+0.00129115j -0.003478-0.000626096j -0.00126565-0.00625977j 0.00267455+0.000584041j -0.000548958+0.00206205j -0.00136696-0.000200255j -0.00195214+0.00121879j 0.000288403+0.000271557j 0.000162023-0.0010084j -0.000878973-0.000268887j 
0.00170586-0.00195729j 0.00176799+0.00168525j -0.00200258+0.00496449j 0.00248667+0.00289629j 0.00182837+0.00208048j 0.00082982-0.000924731j -0.00242214-0.00135155j 0.000941712-0.00174694j -0.00102127-2.24462e-05j 0.00341075+0.00674076j 0.00180283+0.00377137j 0.00030039-0.00119286j -0.00438547+0.0107129j 0.000169335+0.00467118j -0.000963755+4.67745e-05j 0.000955582-0.00630694j 0.00470047-0.00385061j -0.00853468+0.0032117j 0.00625934-0.00841693j 0.000267457-0.00137048j 0.00103081+0.00508584j -0.00305429+0.00158214j 0.00192973-0.00416418j 0.000254311-0.00021099j 0.000718239+0.00496163j -0.00137861-0.00253843j 0.00378494+0.000567566j -0.000942252+0.00103279j 0.00425033-0.00126284j 8.7851e-05+0.00104623j 0.000379466-0.00172013j 0.00314513-0.00299221j -0.00540144-0.000850672j -0.000163276-0.00215068j -0.00264659+0.00101755j 0.000120429-0.00385264j 0.00337886-0.00166832j -0.00261697+0.00110339j -0.00313316+0.000396979j 0.00190548-0.000392189j 0.000201896-0.000932368j 0.000566617+0.00423469j -0.0009763-0.00132264j -0.000436573-0.00166262j 0.00258733+0.00753056j -0.00271492+0.000602103j 0.00263242-0.0051428j -7.52255e-06+0.00254239j 0.00216224+0.000392941j 0.000464572-0.00216185j -0.00051287+0.00149706j -0.000897771-0.00079758j 0.00293677-0.00508571j -0.00337614+0.000732108j -0.00125794-0.000696735j -0.00178723+0.000259849j 0.00115023+0.00191821j 0.00153195+0.000973676j -0.00604212-0.00263743j 0.00712706-0.00570479j 0.00415891-0.00368849j -0.00440906-0.00386477j -0.0015535-0.00165579j -0.00338259-0.00128487j -0.000195376-0.00727126j -0.00309519-0.000110618j 0.00244492+0.00103316j 0.00106946+0.00180051j 0.00502309-0.00143158j -0.000886781-0.00405253j 0.00112371-0.000956487j -0.000819809+0.00278698j -0.000766386-0.000937826j 0.00343739+0.0030731j -0.0042888-0.00436756j -0.00269679+0.0011334j 0.000628758-0.00342452j 0.00313087-0.00288005j 6.989e-05-0.00375269j 0.00438895-0.000283686j -0.00420916-0.00224959j -0.00284721-0.00151268j 0.000345483-0.00119573j 0.000751959-0.00406356j -0.00411568+0.00391775j 0.000681293-8.80572e-05j 0.00262078+0.0040495j 0.000139149+0.000166313j -0.00126293-0.000771557j 0.000810438-0.000906415j 9.5985e-05+0.00279727j -0.00263232+0.00141226j -0.000595316-0.00223102j -0.00309628-0.00168227j 0.00289826-0.00116636j -0.000420669+0.000665497j 0.000196632+0.000532444j 
8.48824e-07+0.00116129j -0.00179578-1.26345e-05j 0.00255881+0.00129059j -3.65267e-05-0.00210534j -0.000895149+0.0028163j 0.00132541+0.000107545j 0.00125131+0.000850134j -0.00198636-0.00418145j 0.0053448-0.00257958j 0.00420556-8.64694e-05j 0.000498667-0.00167979j -0.00101126-0.000749444j 0.00116285-0.00178005j 0.00412476+0.000908257j -0.00292528-0.00152406j 0.00289569+0.00204666j 0.000721024-0.000920304j -0.000896355-0.000446436j -0.000818773-0.0036055j -0.00548105-0.000189101j -0.00254448-0.000846258j -0.000325883-0.00268289j -0.00164182-0.00166966j -0.000150077-0.00106827j -0.00160224-0.00322359j 0.000291333+0.000352924j -0.000243726-0.000342989j -0.000568154+0.000167069j -0.00241375+0.0015249j 0.0006635+0.00305386j 0.000118106+0.00211191j 0.00126722-0.00030248j -0.00687436+0.00186891j 0.000975804+0.00148075j -0.00267679-0.00710819j 0.00177799+0.00277691j 0.00387097+0.00357723j 0.00111923+0.00564622j -0.00145033-0.00175903j -0.00136714-8.7115e-05j 0.000959081+5.96259e-05j 0.00210528-0.00149325j -0.000941991+0.000987859j -0.001045+0.000231299j -0.00190924+3.26665e-05j 0.00262835+0.00397883j -0.000891449-0.00550341j -0.00137714-0.00394479j -0.000723965-0.00144657j -0.00693575-0.00318282j 0.000122295-0.00134905j -0.000391545+0.00570896j -0.000166394-0.00136214j 0.00215296-0.00532304j -0.00433314+0.00341912j 0.00609406-0.00012343j -0.000913643+0.00363183j -0.0031826-0.00542094j -0.0039971-0.00318474j 0.00743663-0.00592746j -0.00406425-0.00796524j -0.00409004-0.0068387j 0.00361985-0.00519369j -0.00493512-0.00426551j -0.00389352-0.00545427j 0.00362816-0.00667203j 0.0050704-0.00472735j -0.00337448-0.00285487j 0.00678449+0.00584129j -0.00141469-0.00666098j -0.007407-0.00805414j 0.000812325-0.00137024j -0.00288885+0.00101827j 0.000933926+0.00346468j 0.000249545+0.00181884j -0.00425354+0.00505519j 0.000513303-0.00641755j 0.00327193-0.00187686j -0.0010716+0.00116662j -0.0014264-0.00216844j 0.0042027+0.0054071j 0.00200658-0.0052954j -0.000445162-0.0012127j 0.000450923-0.00186082j -0.00327829+0.0030896j 0.000453398-0.000468231j 0.00200656-0.000198522j -0.000118282-0.00117094j -0.00482033-0.00197332j -0.000144829-0.00516443j 0.00222726+0.000620604j -0.00139014+0.00055199j -0.000640001-0.00101752j -0.0006781+0.00179577j -0.00198732-0.000119293j -0.000418388-0.000393669j 0.000287013+0.000264869j 
0.00110829-0.000460959j 0.000198307+0.00156804j 0.00196307-4.92926e-05j -0.000369026-0.00127482j -0.00186377-9.82008e-05j -0.000200674+0.0017258j 0.00136018+0.00349438j 0.00539818+0.000102318j -0.00237807+0.00552106j 0.00412201+0.000591441j 0.00221976+0.00122499j -0.00123069-0.00246801j 0.000282791-0.00112678j 0.00261959+0.00268966j -0.00137413+0.00270574j 0.00121046+0.00254008j 0.00186892-0.00360736j -0.00283375-0.00163546j 0.000639269-0.00424269j -0.00177621-0.00132219j -0.00457568-0.00172936j -0.00246225+0.000918227j -0.0019504+0.00110581j 0.00116419+0.00140828j -0.000729688+0.00012774j -0.000534552-0.00148044j 0.00145726-0.00129628j -0.00110157+0.00154599j 0.00192986-0.00037937j 0.00171909+0.000671484j 0.00178826-0.00219084j 0.00103176+0.000390278j -0.00540245+0.00132345j -0.00184339+0.000791626j -0.00387044-0.000171377j 0.000280431-0.000522419j -0.000558556+0.00187142j 0.00460645-0.00046298j -0.00122288-0.00467781j -0.00167915+0.00318866j -0.000332145-0.000363018j -0.00252318+0.000304406j 0.00530764-0.00339809j 0.00207814-0.00227319j -0.0032927-0.00319757j 4.17353e-05+0.00169156j -0.00740144+0.00238049j -0.000591252-0.000989835j -0.0083939+0.00213595j 0.00404644+0.00165894j -0.0024467-0.00230624j -0.00544088-0.00215091j -0.00316997+0.000846239j 0.00359132-0.0024715j 0.000318383-0.0015161j -0.00256084-0.00053411j -0.000313617-0.00081801j -0.00386427-0.00866331j -0.000806781-0.00107803j -0.00456976+0.00854362j -0.00341754+8.66057e-05j -0.00174348+0.00155459j 0.00384777+0.00350313j 0.00316526+0.00292942j -0.000305497+0.000598092j 0.00572455+0.00292745j 0.00419924+0.0024224j -0.00894805+0.00133465j -0.00502735+0.00371308j 0.00580832-0.00139906j -0.00491824+0.000539337j 0.0027588-0.00285894j -0.00173525-0.00163374j -0.000640694+0.00251623j 0.00183546+0.00674969j 0.00336366-0.00121851j 0.00298156-5.13937e-05j -0.00284965+0.00608501j -0.00105714+0.000950229j -0.00244874+0.00320755j 0.00632849+0.00151992j -0.00206632+0.000892611j -0.00218083+0.00385621j -0.00458486+0.00147074j 0.00210982-0.00396636j -0.00156832+0.000561721j -0.00262732-0.00134543j 0.00286908+0.00218811j 0.00020809-0.000238122j 0.000411343-0.00374769j 0.00559835-0.00444863j 0.00140382-0.00115805j 0.0019566-0.000143212j 0.000690725+0.00310481j -0.00085889-0.00102898j -0.00109734-0.00104108j -0.00156484+0.00140656j 
0.00176968+0.00497429j -0.00530027+0.00186986j 0.000369166-0.00012042j -0.00134378-0.000742825j -0.00208878-0.000696133j -0.0010566+0.00130067j 0.00190318+0.000432549j -0.00164568+0.00525983j -0.00398172-0.00526567j 0.00292217-0.00106612j -0.00121019+0.001578j 0.00129211+0.00133492j -0.000328529-0.00309471j 0.00172732+0.00298268j -0.000409658+0.00169599j -0.00543658+0.00457406j -0.00499599-0.00201883j -0.0021444+0.00128944j 0.000661552+0.000383496j -0.00162743-0.000369385j -0.00153664-0.00516002j -0.000757016-0.00178541j -0.000418596+0.000727142j 0.00134397+0.00120781j -0.00312966-0.00465176j -0.00235537+0.0012677j -0.00443093+0.0002645j -0.000867005+0.00188136j 7.91367e-05+0.000865586j 0.000509014-0.000972926j 0.00040905+0.00132119j -0.00205356+0.00111041j 0.000296057+0.00106088j -0.000498942+0.00225635j 0.00265114+0.00419868j 0.00349542+0.00227717j -0.00148487+0.00262062j 0.00435606-0.000751997j -0.00362429+0.00357673j -0.00140547+0.00495575j -0.00117803+0.0011078j -0.00547182-2.47533e-06j 0.000996329-0.00129316j 0.00065503+0.00237378j 0.000915791-0.00266631j 0.00274521-0.00263394j -0.00111057+0.00188373j -0.00446839-0.0013352j -0.000770881+0.00189423j -0.00309641+0.00186239j -0.0022506+0.00065955j 0.00225088+0.00215837j 0.00104239+0.000592129j 0.00639803-0.000615718j -0.00336196+0.00238146j 0.00246074-0.000307565j -0.00176384+0.00319826j 0.00298396+0.000744093j 0.00125525-0.00373452j -0.00100299+0.00181023j 0.00432687+0.0015771j -0.00206999+0.00246363j 0.00447123-0.000412451j 0.00110531-0.00350646j -0.0037361-0.00269558j -0.00123026-0.00271778j 0.000684776-0.00504678j -0.000477663-0.00264139j 0.00423529-0.00675614j 0.00112617-0.000309965j -0.00195992-0.00373584j 0.00298789+0.00329788j 0.00112845+0.00330099j -0.00278235+0.00266845j -0.00112672+0.00276737j -0.00204868+0.00138222j -0.00145606+0.00154547j -0.00225268+0.00131881j -0.00196966+9.83489e-05j -0.00257827+0.0048054j 0.00276699+0.00337879j 0.00654812+0.00438364j -0.00200899+0.00447451j 0.00265672+0.00301761j -0.000213287-0.00665191j -0.000590245-0.000702846j 0.00153152+0.00177038j 0.000695778-0.00410999j 0.00186293-0.00122878j -0.00108129+0.00295823j -0.00386416-0.00303236j 0.000713657+0.00223906j -0.00345212+0.000423521j 0.000123369+0.00164164j -0.00348826-0.00144859j 0.00115788+0.000957418j 0.00138545-0.000825863j 
0.00197286+0.00271304j -0.00264792+0.00169053j -0.00665081+0.000927806j -0.00147492+0.00615198j -0.00468098-0.00192983j -0.00280142+0.00505911j -0.000604927-0.00346774j -0.00262915+0.00127736j 0.0022789-0.00447473j -0.00134353-0.00233971j -0.00210606-0.00318268j -0.000454402+0.00400296j 0.00152274-0.0065807j -0.000671336-0.00168964j -0.00142016-0.00164749j -0.00188882-8.81998e-05j -0.000435631-0.000319464j -0.00237944+0.00155575j 0.000691684+0.00416369j -0.00172007-0.0027164j 0.00215011-0.000825152j 0.000793093-0.00217801j 0.000546741+0.00336238j -0.0005444+0.00203549j -0.00126322-0.000728497j 0.000111876-0.00111074j 0.00100438-0.0044691j -0.0025859-0.00337048j -0.000873349-0.00109297j 0.00198464+0.00174644j 0.00132741+0.00070904j -0.0041531+0.00264728j -0.000814969+0.002529j 0.000919833-0.000633014j 0.00022489+0.00698427j 0.000118378-3.75416e-05j -0.000139022-0.00259642j -0.00285984+0.000484514j 0.00105422+0.00642523j -0.00184147+0.00110993j -0.00499522+0.00112566j 0.00265294+0.00111854j -0.00426943+0.00306584j 0.00232935-0.00101316j 0.00307202+0.00522482j -0.00451555-0.00108207j 0.00121678+5.5677e-05j 0.00353789+0.00114913j 0.00636776+0.00235022j -0.00190542-0.0034551j -0.00176512+0.00434819j -0.00415183-0.00548386j 0.000191772+0.00319267j -0.00151298-0.00219248j -0.000316842+0.00299273j -0.00273705+0.00452497j -0.000194022-0.00387341j -0.00227074-0.00219967j 0.00223896-0.000178271j -0.00166823+7.51222e-05j -0.00083742-0.00242538j 0.00247249-0.00465094j -0.00189838-0.000957495j -0.000536371+0.00225515j 0.00368367+0.0022437j -0.00262762+0.00399308j -0.000961492+0.00469228j -0.00657669+0.00383257j -0.00518841-0.000975979j -0.00113683+0.00218378j -0.000359616+0.00336661j 0.00192356-0.00461611j -0.000384377-0.00192113j 0.00623047-0.0033969j -0.00167283-0.00372789j -0.00300598-0.00291543j 0.00115249-0.000104424j 0.00361007+0.00110176j -0.00265374-0.00281924j -0.00357341-0.00285135j 0.00152012-0.00204794j -0.00416372+0.0026652j -0.00368915-0.0030513j 0.000853704-0.00198553j 0.000274808-0.00176544j 0.00415077+0.000301246j 0.000961211+0.00521018j 0.00328721-0.000751116j 0.00466943-0.000486236j -0.000820407+0.00320681j 0.00106014+0.00314017j 0.00364456+0.000155418j -0.000208382+0.0046563j -0.000827446+0.000631281j 0.00106961+0.00228256j -0.00215018-0.00188666j -0.00180263+0.00185904j 
