0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
-0.000952936+0.0028487j -0.00134505+0.000914032j -0.00607009+0.000897387j -0.00173972+0.00339778j -0.00296578-0.00403565j 0.000413391-0.00503272j -0.000854971+0.00468628j 2.36749e-05-0.00733292j -0.00851613-0.010053j 0.00204813+0.00513387j -0.00363025-0.00980954j 0.0076788-0.000720969j -0.00708829+0.0100074j 0.0158652-0.00803048j 0.00226431-0.0148259j 0.000502541-0.00310587j -0.00799068+0.000907334j -0.00516705+0.0101099j -0.00329769-0.00751281j 0.000399571+0.00163616j -0.0083412-0.00526596j -0.00407338+0.0050807j 0.000342225-0.00443155j 0.00318207+0.00107749j -0.00219751-0.0028435j -0.00342855+0.000906318j -0.00279048-0.00225911j 0.00360552+0.0026039j -0.0033543+0.000321909j -0.00106712-0.00322615j -0.00118951-0.00591513j -0.000337093-0.00270236j 0.00193151-0.000462689j 0.00349382+0.000502279j 0.000629586-0.00152489j -0.00142408+0.00313312j 0.000659593-0.000804216j 0.00441495+0.000194614j -0.000660118-0.00103831j 0.00254556-0.00269415j 0.0037845-0.00146585j 0.00133255-0.00251019j -0.00436977-0.000543795j -0.00322693+0.00473337j 0.00120996+0.00204104j 0.0147785-0.00491749j 0.00129561-0.000874544j -0.00672809+0.00730337j -0.00369992+0.00805683j 0.00484075-0.00107601j 0.00595072-0.00184146j -0.00221221-0.00246115j -0.00553807+0.00451686j -0.00082451+0.00431884j -0.0050354+0.00091264j 0.00670687-0.00362659j 0.0082871+0.0026305j -0.000548938-0.00594632j -0.00906046-0.00781752j -0.0148595-0.0011111j 0.00165717+0.00665961j -0.00262136+0.00596689j 0.0117302+0.00397107j 0.0015029+0.00423937j -0.0109642+0.00915604j 0.00570208-0.003993j -0.00884355+0.00177384j -0.0080455+0.0131761j 0.00923991+0.00425632j 0.000894719-0.00489632j -0.000458461+0.00771517j 0.000429141+0.000354264j -0.00386304+0.000671156j 0.00224069-0.00294504j -0.000990852+0.00496487j -0.00464505+0.00184951j 0.00254957-0.00275026j -0.000413528+0.00622016j -0.00485333+0.000766715j 0.00126817+0.00240317j -7.56288e-05+0.00310492j -0.00172205+0.00245422j 0.00194849+9.92008e-05j -0.00630292+0.0030008j -0.0025353-0.00152979j -0.000889239-0.000314229j -0.00287491+0.00405781j -0.000864955-0.00333749j 0.000244648+0.00188927j 0.00500102+0.00203768j 0.00238962-0.000752082j 0.00126796+0.00192099j 
-0.000143517-0.00373722j 0.0031513-0.000527289j 0.0062622+0.000711079j 0.00591982+0.000767176j 0.00112962+0.00426706j -0.00374873+0.0041592j 0.000656995-0.00824243j -0.00204183-0.000911226j -7.04908e-05-0.00228783j -0.00162157-0.000883235j 0.00709291-0.000396835j -0.000842561+0.00272845j -1.72183e-06-0.00257337j -0.0120582-0.000956515j -0.00162093+0.00664058j 0.000144271+0.00287795j -0.000775134-0.00179197j 0.0022612-0.00183619j -0.00352021-0.00669524j -0.0010839+0.00081208j 0.00447394+0.00716874j -0.00365555+0.00306087j -0.00757193-2.9523e-05j -0.00255462+0.000376762j -0.000548348+0.00101539j -0.00144532-0.00453074j -0.00357232+0.00295359j -0.000373677-0.00228028j 0.0013527-0.000463624j -0.00190191-9.05981e-05j -0.00247875+0.00294557j 0.00251762+0.00417287j 6.24316e-05+0.00405366j -0.000949093+0.000721703j 0.00132757-0.00170187j 0.0010069-0.00162418j -0.00025374+0.000697549j -0.00241684-0.000431121j -0.000810906+0.00109129j -0.00119563+0.00015602j -0.00190448+0.000387992j 0.00312945+0.00105339j 0.00241018+0.00314925j -0.00157863-0.000227171j -0.00293413+0.000887256j -0.0131224+0.000203771j -0.00481545-0.00425644j -0.00368802-0.00748674j -0.00366989+0.00235555j -0.00141098-0.000775503j -0.00164424+0.00159614j 0.00903293-0.00142808j 0.0059546-0.00618261j -0.00998011+0.00458471j 0.00771445-0.00563979j -0.00254111+0.00140877j 0.00612072+0.0131595j -0.00936356+0.013451j 0.0122938+0.0129915j 0.00379297-0.00720192j -0.00755448+0.00298528j -0.00394076-0.00578483j -0.00308349-0.0102811j 0.00447171-0.000904314j -0.00151039+0.00865442j 0.00831573+0.00184357j 0.00255294+0.00230786j -0.00603951-0.000994425j 0.00139247+0.00559263j 0.000261332-0.00783968j -0.000194782+0.00139278j -0.00238187-0.00336896j -0.000846153-0.00390856j 0.00881792+0.00420266j 0.0033513-0.00189942j 0.00518553-0.00202806j -0.000800441-0.0044144j -0.00053256-0.00273672j -0.000680519+0.00603105j -0.00127611+0.00730903j 0.000371894+0.00136437j 0.000770244+0.00413728j 0.00498637-0.00372548j 0.00494289+0.000399874j -1.07085e-05-0.00247825j -0.00289198-0.00380007j 0.00449868-0.00187879j 0.00185781+0.00115176j -0.000292531+0.00109009j 0.00246872-0.000933096j 0.00163147-0.000896264j -0.00216738+0.000909972j 
0.00718358-0.00793343j 0.00313444+0.00128079j 0.0139504-0.00864302j 0.0082044+0.0105873j 0.00897752+0.00847117j 0.0053926-0.000796141j -0.00537851-0.00363051j 0.000206139+0.00256507j 0.00259584+0.00022056j 0.00374242+0.00716594j -0.00418621+0.00258525j -0.00469423-0.00910737j -0.00677489-0.0087214j -0.0177042+0.0161515j 0.00205077+0.0102609j 0.0016948-0.00209817j -0.00354927+0.00188298j -0.0126572+0.00664173j -0.0100644-0.00068651j 0.00129643-0.00642205j -0.00240675-0.00497472j 0.0042738-0.000942148j 0.00175955-0.0016377j 0.00240657-0.00532311j -0.00305624-0.00659465j 0.000778007-0.000195322j 0.000535434-0.00372465j 0.00433305+0.00843537j 0.00242434-0.00175302j 0.00318413-4.50602e-05j -0.00160308+0.0010149j -0.00645143+0.0011852j 0.000868775-0.00468742j -0.00492816+0.00475437j -0.00176034+0.0139725j 0.0047616-0.00524646j 0.00158776-0.00116141j -0.00488847-0.000534429j -0.00500702-0.00173094j -0.00422982+0.00593787j -0.000108293-0.000444839j -0.00250265+0.00536259j -0.00371+0.00238383j 0.00670595-0.00193537j -0.00402643-0.00555461j 0.00197573+0.00100461j 0.00250444+0.00613079j -0.00239412-0.00186848j -0.013088+0.0131574j 0.013677+0.00502179j 0.00482064-0.00765073j -0.0114876-0.00767547j 2.0913e-05-6.99775e-05j 0.00469854+0.00984672j -0.00295163-0.00219422j -0.00129179+0.00160268j 0.00620793-0.00364546j 0.00384148+0.000556875j -0.00995463-0.00623026j -0.00723882+0.00303553j -0.0036815-0.0031881j 0.000888391-0.00589351j -0.00295696-0.00234005j 0.00324445+0.0153468j -0.0137373-0.0047926j 0.0047203-0.0066784j -3.50617e-05-0.00231887j -0.00285172+0.0119129j 0.00278253-0.00477442j 0.00141372+0.00261191j 0.00312904-0.000798275j -0.00206391+0.00355038j 0.00280134-0.00515876j -0.00126598+0.00240753j 0.00218565+0.00138747j 0.000890047-0.00459133j 0.00604677-0.00312216j -0.0046385+0.000856358j 0.00157872-0.00430882j -0.00314627-0.00196431j 0.00141323+0.00132301j -0.00323219+0.00104975j -0.00345031+0.00296878j 0.0013575-0.00128884j 2.65674e-06+0.0011319j 0.00337254+0.00122035j -0.00179416+0.00393761j 0.00105568-0.00226098j 0.0052993-0.00274033j -0.000909924-0.00251619j -0.000228773+0.00165125j 0.00133422+0.00221334j 
0.00351451+0.00372997j -0.00211625+0.00318207j 0.00409811-0.000820384j -0.000804874+0.00329933j 3.13432e-05+0.00539358j -0.000928801-0.00411184j -0.000431929-0.00542021j 0.00121193+0.000118193j 0.0038627-0.00237561j -0.00177664-0.000704509j 0.00545975-0.00365528j -0.000563926+0.00266762j -0.00332411+0.00163274j -0.00301908+0.00459764j -0.000498675+0.00263926j 0.00521404+0.000262934j -0.00192988+0.00123366j -0.00220346-0.000158557j -0.00438045-0.0044801j -0.00239234-0.000972417j 0.00251449+0.00232699j -0.000104181+0.00114222j -0.0020567+4.83181e-05j 0.000932566-0.000181812j -0.00101578+0.00112501j -0.00148655-0.000328689j -0.000580414+0.00152211j -0.00098335+0.0013605j 0.0026244-0.00199737j 0.000758733-0.00186692j -0.00229142+0.000677564j 0.00212771+0.00254804j -0.000835713+0.00101862j -0.00192174+0.000807588j -0.00223375+0.000482906j -0.000533322+0.00207637j -0.0010718+0.00139423j -0.00209201-0.000257752j 4.42431e-05-0.00108622j 0.000781758+0.000952359j 0.000455761-0.000906574j -0.00141618+0.00393679j 0.00587372+0.00255252j -0.00389448-0.00563608j -0.00841625+0.00356928j 0.000244833-0.010727j 0.000737208-0.0109949j 0.00436294+0.0040769j 0.00167849+0.00347538j 0.00512401+0.00107938j 0.00140555+0.00926143j -0.00102816-0.00357526j -0.00324354-0.0020489j 0.010471+0.00239863j 0.000389101-0.00452143j 0.00668317-0.000961567j 0.00594386-0.0114505j 0.00730896-0.00378972j 0.00191643-0.00595131j -0.00278566-0.00753632j 0.00941556+0.0082947j -0.00408469+0.00976072j 0.011439+0.0036659j 0.00887921-0.0105589j -0.0041136+0.000940831j 0.00241078-0.000976861j -0.00160421-0.00580454j 0.00948716+0.00091126j 0.00085215+0.000550977j 0.00488494-0.00601935j 0.00213264-0.00308497j -0.00449917+0.00600653j -0.00996736+0.00597185j 0.00870028+5.84294e-05j -0.00115669+0.00295192j 0.00209979+0.000529533j 0.0065703+0.00580725j -0.00136802+0.00123502j -0.00388283+0.0125328j -0.000308706+0.00752782j 0.00224768-0.00181861j 0.000920041+0.0057289j 0.0044033-0.0054315j 0.000114663+0.00166201j 0.00312715-0.00474096j -0.000977297+0.00105318j -0.00549973+0.00124945j 0.0020907-0.000517766j -0.00122703+0.00122215j 0.00135691+0.00323357j 0.000704896-0.00336058j 0.0015091-0.00124087j 
0.00483406-0.00142464j 0.000719857+0.00650845j 0.00398584-0.0104987j 0.0106021+0.0100547j -0.0104982+0.00473593j -0.00313056-0.00487733j -0.00234486+0.000427383j -0.00385763+0.000117732j 0.00455256-0.0046328j -0.00486915-0.00330509j 0.00659772-0.00621233j 0.0032901+0.00375432j -0.000621556+0.000756117j -0.00635955-0.00366331j -0.00239316+0.000792067j 0.00618408-0.00875648j 0.00122677-0.00026148j 0.00252578+0.00176331j -3.90683e-05-0.00303542j 0.00347489-0.00772846j 0.00113572+0.000589536j 0.000561233-0.00978939j 0.00171038+0.000914413j -0.000265584-0.00157563j 0.00194603+0.00355223j -0.00457297+0.00238624j 0.000386519-0.000888055j -0.00182071+0.00478803j 0.00147422+0.00112405j -0.00496462-0.00430771j -0.000713709+0.00405338j -0.00601643+0.000655933j 0.000623532-0.00525239j -0.000140078+0.00209829j 0.00335203+0.00499012j 0.00291809-0.00286192j 0.00343165-0.00358768j 0.00585873+0.000963366j -0.0033404-0.00473233j -0.00628499+0.00105724j -0.00401817+0.000960912j -0.00293437+0.0049676j 0.000147523+0.0047515j 0.00602042-0.00826161j -0.0152986-0.00410889j -0.00285912-0.00181773j 0.00676498-0.00848761j 0.011479+0.0195026j 0.00658999-0.00144192j -0.0104191-0.00370784j 0.011108+0.0202496j 0.00864255-0.00150141j -0.02329+0.00993781j -0.00583052-0.014212j -0.00243465-0.0011926j -0.00751243-0.00244775j -0.0088909+0.0195495j 0.00282673+0.00666971j 0.00520991-0.0110613j 0.0076427+0.0102004j -0.00851869+0.0116477j -0.0155931+0.0119575j 0.00699119-0.00675191j 0.0010926+0.00711289j 0.000307878-0.00096534j 0.00355545-0.0152271j -0.000965604-0.0148323j 0.00859868-0.0152926j 0.0107435-0.00637963j -0.000562866-0.00377003j -0.00753238+0.00595017j 0.00217896+0.00103616j 0.00483601+0.00143879j -0.0049155-0.0038975j -0.00622666-0.0121384j 0.000182099-0.00407868j -0.00213118+0.00275245j 0.00332263-0.00131096j 0.00254753+0.000973512j 0.00129182-0.00336735j 0.00388448+0.0033633j 0.00435294-0.00161525j -0.00099827-0.000933182j -0.000630171+0.00194531j 0.0025982-0.00170175j -0.00836246-0.00136333j 0.00255517+0.00604437j 0.00484482-0.00230784j 0.00550004+0.00806137j 0.00472005+0.00724156j -0.00122892-0.00295521j 0.000611435+0.0014588j 
-0.00876155-0.0022596j 0.000831832-0.00853517j 0.0108834+0.00584661j 0.0105009+0.0122341j 0.00861753+0.00273878j -0.00401124+0.00064441j 0.00447933-0.00513878j 0.00222401+0.00588341j -0.00253755+0.000204013j -0.00674794-0.00234057j 0.00026872-0.00292257j -0.00296006+0.00171303j 0.00271799-0.0034297j -0.00263341-0.0124632j 0.00123552+0.0125151j -0.00505042-0.00451624j -0.00160737-0.00160429j 0.00524243+0.00121778j 0.00293145-0.000176343j 0.00102464+0.00150347j -0.00345719+0.00262004j -0.00174644+0.00102078j -0.00237896+0.000679491j -0.00134595+0.000808361j -0.00574291+7.98909e-05j -0.00304936-0.00433466j -0.00386226+0.00119578j -0.000179408-0.00269222j -0.00154425+0.000520458j 6.8348e-05-0.000925585j -0.00120303+0.0018734j 0.00408471-0.000216608j 0.00226971+0.0051939j 0.000950325+0.00044051j 0.00214861-0.00217324j 0.00214028-0.00383032j 0.00363495+0.00274271j -0.000752708-0.000521032j -0.00173631+0.00412261j 0.000945115+0.0019474j 0.00756642+0.00314761j 0.000207046-0.00398007j 0.00980419-0.00012516j 0.00244071+0.00616903j 0.0014986+0.00012983j -0.00199474+0.000350541j -0.00349559+0.00341894j -0.00454045-0.00158372j -0.00643747+0.00239023j 0.00429297-0.000398367j -0.00335224-0.00200027j 0.0020495-0.00121312j 0.00858011-0.00454554j 0.000860779-0.00420066j -0.00316998+0.000961711j 0.00161772+0.00455952j -0.0079148-0.00218214j 0.000744731-0.00343492j -0.00425198+0.00575234j -0.00197092-0.000765234j 0.0053217-0.00400271j -0.00525484-0.00670138j 0.00295628-0.00601846j 0.00173953-0.00200374j -0.000654365+0.00542017j -0.000114947+0.00031706j -0.00243942+0.000393789j -0.00377406+0.00546394j 0.000899433+0.00526031j -0.00297743-0.000640232j 0.00140044+0.00123661j -0.00432345+0.000179559j 0.000606631+0.00418077j 0.0073869+0.00021809j 0.000327457-0.00731231j -0.00440581+0.00165421j 0.00375397-0.00465695j 0.00664633+0.00625221j -0.000458585+0.0026789j -0.00232871+0.00173254j 0.00868869+0.00513168j 0.000518883-0.00140999j -0.0012048-0.00125769j -0.000772274-0.000242382j -0.000685606-0.00208007j -0.00133419-0.00230742j 0.000936522+0.00144054j -0.00117599+0.000592959j -0.00647386+0.0008254j 0.00189954+0.00313685j 0.000499595-0.000880761j 7.63006e-05-0.00254068j 
0.00406605+0.0117183j -0.00647235+0.00119692j 0.00214993-0.0109136j 0.0052776+0.00865739j 0.00517097+0.0119959j -0.00362262+0.000224532j -0.000161936+0.00542982j -0.000470365-0.00469304j -0.00110609-0.00496175j -0.00383193-0.00921039j 0.00235268-0.00888184j -0.00393684-0.00310486j 0.00261668+0.00555809j -0.000606797+0.00378949j -0.00104468-0.00604145j 0.00193468-0.00801815j -0.000755577-0.00192957j -0.0014395-0.000750175j -0.00759743-0.00726368j -0.000610386-0.00936992j 0.00091102-0.00660512j -0.0078787-0.00414739j 0.000831633+7.85451e-05j -0.00635996-0.000687808j -0.00217898-0.000998969j -0.00273497+0.00495601j -0.000325642+0.00279869j -0.00168961+0.0068571j -0.00130986-0.0015558j -0.0050194-0.00505335j -0.0039966-0.00368748j -0.00406584+0.000127978j 0.000562487-0.00424216j 0.00136101+0.00316931j -0.00075262-0.000583052j -0.000201135+0.00228945j -8.5286e-05-0.000241415j 0.000831568+0.000844715j 0.00392122-0.0051096j -0.0001989-0.00566964j -0.00242156-0.00723685j -0.00548535+0.00548684j 0.00620271+0.014883j 0.00202016-0.00180009j 0.00263058-0.00763329j 0.00422082+0.000268084j 0.00193194+0.00892729j 0.00479494+0.00497714j 0.0105967-0.00057765j 0.012698-0.010602j -0.0133714-0.00192527j -0.00508444+0.0141845j 0.00325907-0.00322455j 0.00287498-0.00157887j -0.00757223-0.00769772j -0.00689339-0.00622384j 0.00998509-9.14617e-05j 0.00229356+0.0092713j 0.00347367-0.00719495j 0.00393641-0.00632695j -0.00192729-0.00237041j 0.00737071+0.00311384j 0.000165182+0.00025658j -0.0116672-0.00333241j -0.00482064+0.00597034j 0.0011497-2.58973e-05j 0.00679457+0.0105912j -0.00650939-0.00112475j -0.000883958+0.00450958j 0.00381979+0.000181241j 0.000768549-0.00668946j -0.000718657-0.0045104j 0.000103132-0.00226616j 0.00136213-0.00471638j -0.00411511+0.00495774j -0.00929864+0.00536513j -0.0046042-0.00460635j 0.00661888+0.0038212j 0.00426253+0.00210298j 0.00142472+0.000769083j -0.00731384-0.00470298j 0.000484209+0.00495071j -0.00105445+0.00208683j -0.0016806+3.68598e-05j -9.75359e-05+0.00181612j 0.00142032+0.00293801j 0.00199344+0.000578426j 0.000777894-0.00565955j 0.00165427-0.00616565j -0.00734769+0.00408248j -0.00298827+0.00222646j -0.00157052-0.00445546j 
0.00681622+0.0056992j -0.00693832+0.00532708j -0.0016342-0.0116749j 0.00528111+0.00148918j 0.00183383+0.0114468j -0.000819217-0.000843661j 0.00264218-0.0040412j 0.00147176-0.0039805j 0.0021199+0.000432308j 0.00147188-0.0101849j 0.00637734-0.00467375j -0.00603378-0.002897j 0.00307819+0.000167428j -0.0051646+6.62673e-05j -0.00334355-0.00139524j 0.0032827+0.00141919j 0.00420863-0.00143532j 0.00170266-0.00272437j -0.00293631-0.00218051j -0.0031679-0.00866271j -0.00249737-0.00230153j -0.00374668-0.00204439j 0.00314378-0.00168509j -0.00426448-0.00272735j 5.07151e-05+0.000206893j -0.00375895-0.00028293j 0.00244099+0.000830801j 0.00212242-0.00118603j -0.00060943+0.000217896j -0.00251638-0.000546731j -0.00363856+0.000700259j -0.00106386+0.00117289j -0.00122312-0.00447148j 0.00141118+0.000313457j -0.00141195-0.00173282j 0.00188238+0.00102383j 0.000499252-0.00287931j 0.00304623+0.00358302j 0.0037017-0.00104841j -0.00166558-0.00526973j -0.00676265-0.00391118j -0.00523043+0.00163941j -0.00130098+0.0062793j 0.000711951+0.00300752j -0.0021376+0.00379319j 0.00683343+0.000566103j 0.00269813-0.00563083j 0.00146253-0.00672336j 5.06028e-05+0.0092344j 0.0162439+0.00126223j -0.00527256-0.0116197j -0.00637457+0.0029901j 0.00641446-0.00732137j -0.0022314+0.0076124j -0.000763052+0.0168328j 0.00783313+0.00171163j 0.00464423-0.0108803j -0.000448995+0.00309879j -0.0136467+0.0017127j -0.00518898-0.00541915j -0.00284106+0.00188553j 0.0118576-0.0115199j -0.00012773+0.0131284j 0.011385-0.00496883j -0.00390053-0.0104888j -0.0123929+0.00254648j -0.0079742-0.00337202j 0.00693161+0.00287504j -0.00259471+0.00460881j 0.00138299+0.00584608j 0.000428086-0.00123497j 0.00660513-0.0023501j -0.00107394-0.000305391j -0.00184393-0.00541712j -0.00135994+0.00282162j 0.00689553-0.000734775j -0.001448+0.00375316j -0.00885677-0.00449264j -0.000916771+7.6695e-05j 0.000318685-0.00127636j -0.000560247-0.000134053j -0.0035247-0.0018651j 0.00741916+0.00100449j 0.00186583-0.00101999j -0.00276485+0.000940554j -0.000824506-0.00112299j -0.00188659-0.0031945j -0.000896385+0.00137795j 0.00164499+0.00119941j 0.00460391-0.00546099j 0.0020178+0.000221994j -0.00245638+0.00338844j 
0.0031056-0.0152181j 0.0174484+0.00187291j -0.000501076+0.00804533j -0.00780368-0.0131173j -0.0153697-0.0141821j 0.0100573+0.00759379j -0.00497603+0.00737712j -0.004038-0.0041901j 0.00973384+0.00165173j 0.000920741+0.0173185j -0.00509693+0.0162043j 0.012022+0.00043412j -0.000520855-0.000494266j -0.00587607+0.00221513j 0.00340635-0.00488925j -0.0075176+0.000195993j -0.00194094+0.00601465j -0.00132019-0.00135657j -0.00039938-0.0027088j 0.0046117+0.00816285j 0.00857325+0.000908494j 0.00163565-0.0014668j -0.0026223+0.00331599j 0.00334537+0.00226471j 0.00943319-0.00118272j 0.00353783-0.000697836j 0.00326832+0.00216148j -0.00372263+0.00385936j 0.00526269-0.00167983j -0.00037833-0.000564087j 0.00148564+0.00484116j -0.00365829+0.00400638j 0.00313824+0.00247895j -0.00449384+0.00377138j 0.00569371+0.008028j 0.00155202-0.00583822j -0.000365062+0.000167678j -0.0049935-0.00637272j -0.00773509-0.00145658j -0.000411586+0.0083895j -0.000320696+0.0040749j 0.0151826+0.00518548j -0.0103409-0.000549366j 0.00247727-0.00844868j 0.00324666+0.000531362j 0.00456007-0.00288985j 0.00350945-0.000336293j -0.00452838-0.000494364j 0.00936772+0.0101706j 0.00282112-0.0028637j -0.00448285-0.000565855j -0.00901692+0.00571871j -0.00823071-0.00169429j 0.0099239+0.00386857j -0.00457668+0.000921048j -0.00597799-0.00566807j 0.00194866+0.00148717j -0.00384333+0.000774634j -0.000417626-0.00986048j -0.00850149-0.0123184j -0.00491165-0.00293002j -0.00671769+0.00328491j 0.00585643+0.00616565j 0.000383912+0.00295176j -0.0126065-0.00289842j 0.00201827-0.00106816j 0.00252215+0.00447689j 0.00144315+0.00327657j -0.00125004+0.000706205j 0.000229674-0.00111173j 0.00448819-0.000122173j -0.0027066+0.00253771j -0.00254182+0.00261831j 0.00141498+0.00200587j -0.000811683+0.00596442j -0.00145689+0.00365768j -0.00150474-0.00267381j -0.000458314+0.00143295j 0.00349747+0.000176322j 0.00122668+0.00214811j -0.00354251+0.000185715j 0.00262538+0.00631022j 0.00554278-0.00161641j -0.00394499+0.00364647j 0.000550602-0.00454166j -0.0037973+0.00253341j 0.00474469-0.000528139j 0.00314853-0.00541098j 0.00549425-9.26718e-05j -0.000583411+0.000847547j -0.000540663-0.000190171j 0.000765559+0.00361364j 
0.0186738+0.0067982j -0.000233566+0.0163216j -0.00182484-0.00515627j -0.0161472-0.0142651j -0.0088521+0.00315949j -0.00263257-0.00109761j -0.00499216+1.5219e-06j -0.000435951-0.0105356j -0.00194582+0.0026034j 0.0126883-0.00060412j 0.00607592+0.00324874j -0.000856016+3.89275e-05j -0.00727586+0.00642146j -0.00237424+0.00935533j -0.00676399-0.0134659j 0.00618885+0.0111586j 0.0111087-0.00407883j 0.00156923-0.00167618j 0.0015643-0.00526108j -0.00280241-0.00417615j 6.79502e-05+0.000422802j -0.00149062-0.00161022j -0.0058801-0.0028358j -0.00748065-0.00324496j 0.00948795+0.00604363j -0.000822233+0.00139849j -0.00170607+0.000791553j 0.00151277-0.00244759j 0.00182361+0.00393531j -0.00137109+0.00200112j 0.000162317+0.00301581j 0.000176536+0.00140407j -0.00621277-0.00619385j 0.00253215-0.0058263j -0.00560985+6.86434e-05j -0.0041391+0.0027744j -0.00614194-0.00566465j 0.00262067-0.00136988j 0.00547013-0.00788977j -0.00473556-0.00522848j -0.0143505-0.00391537j 0.00560591+0.00814753j 0.00238795+0.00518019j -0.0065728-0.00495475j -0.00278632-0.000403443j -0.0104168+0.00210009j -0.00946817-0.00684191j -0.00168605-0.00488784j -0.0099701+0.0027647j 0.00820091+0.0105053j 0.000247632-0.00347954j 0.00324733+0.00398897j 0.0116581+0.00383377j 0.00281561-0.00920006j -0.00011358-0.000406207j -0.00859832+0.00765964j -0.00228791+0.000746604j -0.00113253+0.00351954j -0.0038928+0.0048774j -0.0088969+0.00374228j 0.000315019-0.00513122j -0.00187711-0.00659836j -0.00276792-0.0039893j 0.00159087+0.00988622j 0.00118085+0.00701571j 0.00270706-0.00222803j -0.0022594-0.00135982j -0.00530699+0.00885307j 0.0061368+0.00071177j -0.00137957+0.00174344j -0.00397698-0.00360367j -0.00730879+0.0031211j 0.00222483-0.00595469j 0.00701995-0.00261058j 0.00642226+0.00437229j 0.00111812-0.00190358j 0.00608617-0.00407726j 0.000243449+0.00494187j 0.00048741+0.00545588j -0.000375534+0.00396308j 0.00273753-0.00623033j -0.00615492+0.00252077j -0.00423241+0.00449654j 0.000848909-0.00216631j -0.00191053+0.00100965j 0.00512613+0.00229238j -0.000518148+0.0033071j 0.000363841-0.000872149j -0.00136874-0.00447749j -0.00399594-0.00110613j -0.000179443+0.00070251j -0.00221435-0.00247169j 
