0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
-0.000112715-0.00169484j 0.00246134+0.000117709j 0.000318643-0.00393701j 0.0068547+0.00153207j -0.00461913-0.00109633j -0.00357064-0.00202493j -0.00271271+0.000817104j -0.006048-0.00596984j -0.00185393-0.0119349j -0.00325771-0.00909228j 0.00746375-0.00247522j 0.00469222+0.0109198j 0.00122449+0.0135953j -0.00421935-0.00778045j 0.00283339-0.0122372j 0.00119299+0.0099019j -0.0140984-0.0141888j 0.00512678-0.00692753j 0.00409195-0.00816241j 0.00168307-0.0019898j -0.000271986+0.00735032j 0.00556632+0.000823634j -0.0132087+0.00529803j -0.00171846-0.000800537j -0.00114588-0.00762354j -0.00186314+0.00375298j -0.00263422-0.00587066j -0.00750667-0.00122439j 0.00247076+0.001972j -0.0145975-0.00199228j -0.00563306+0.00037967j 0.00020501+0.00049777j 0.0040692+0.00778071j 0.00254497+0.00081678j 0.00890571+0.00170514j 0.0016435+0.000156858j 0.000792011+0.000710941j 0.00231799+0.000778274j -0.00289936+0.00016196j -0.000374721+0.000923531j -0.00306316+0.000311064j 0.00249495+0.000405164j 0.00120618+0.000851495j 0.00110699-0.00184192j 0.000280955+0.000743354j -0.00225783-0.0027687j -0.00126637-0.00500775j -0.00168897-0.00311733j -0.00804992+0.00121427j 0.00463146+0.0126746j 0.0021923-0.00332414j -0.00340013-0.0045176j -0.00152755+0.002173j 0.00553817+0.0057867j -0.00397289-0.00232685j 0.000545872-0.00143501j 0.000796828-0.0149133j 0.0100486+0.000488913j 0.00137857-0.00491279j -0.00382309+0.00183789j 0.0120162-0.00188375j 0.00852038-0.00122859j 0.00442289+0.00866596j -0.00277214-0.0021431j 0.00497145-0.00747709j 0.00228465-0.00537346j 0.000241896-6.99465e-05j 0.00209891+0.00374974j -0.00655865-0.00095152j 0.00293568+0.000154297j 0.000428334-0.00455299j -0.00158505+0.000301895j 0.000811195-0.00281261j 0.00260027+0.00177232j 8.51904e-05+0.000765881j 0.00141914-0.000336719j 0.00516515+0.000453662j -0.00555607+0.00337664j -0.000859623-0.00199979j -0.000808473+0.00278724j 0.000478776+0.00187672j -0.00338844-0.00333958j -0.000778262-0.000991549j -0.00204723-0.00438801j -0.00145982-0.00350812j 0.00117372+0.000650208j 0.00336335+0.00506327j -0.000549005-0.000809107j 0.00139273+0.00242846j -0.000620766-0.00248728j 0.000258-0.00201201j 0.000135041+0.00225152j 
-0.00218819+0.000265818j 0.000599415+0.00296903j -0.00127124-0.000388939j 0.00187604+0.00248228j 0.00237093+0.00676348j -0.00145288+0.000239375j 0.00425818-0.00174353j -0.000628176-0.00695395j -0.00816514-0.0078913j -0.00585281+0.0120173j -0.00248888-0.00565634j 0.00544044-0.00681818j -0.00792537+0.00480602j -0.0100402+0.00203816j 0.00434895-0.00508226j -0.00788892+0.00583158j -0.0162165-0.010207j -0.0128223+0.00641417j 0.000880055-0.00887819j -0.00197453+0.00522387j -0.00291129+0.000229187j -0.00456993-0.000418108j -0.00633232-0.00886285j 0.00241341-0.000665311j -0.000150406-0.00479207j 0.00253235-0.00333542j -0.00532356+0.00701811j 0.00142405+0.00482913j -0.000917213-0.00275353j -0.000701122-0.001744j -0.00364402-0.000641062j -0.00135756-0.000270569j 0.000122642+0.00582103j 0.000890639+0.00405872j 0.00116876-0.00595202j -0.0018048+0.00234994j -0.00192549-0.000353881j -0.00288272+0.0027227j 0.00138906+0.000931821j 0.00017816+0.00204924j 0.00015157-0.000340178j -0.00233542-0.00337768j -0.00210662-0.0028773j -0.00410352-0.000929604j -0.00158228+1.23366e-05j -0.00467436-0.000508672j 0.00329061-0.00527642j -0.000359098-0.000146008j 0.00601457+0.00223093j -0.0097056+0.00282786j -0.00128733+0.000792317j 0.00197724+0.00362894j 0.00198523+0.00712535j -0.00298716-0.007909j -0.00459358+0.00845022j 0.00151093-0.00090741j -0.0218287+0.00330671j -0.00567809-0.00106964j 0.00490954+0.00226592j 0.0106955+0.00111451j 0.000263676-0.00829045j 0.00399256-0.00686077j 0.00639246+0.00642856j 0.000336041+0.00258333j 0.0036841-0.0139614j -0.00404732+0.00325324j -0.00232466-0.000144904j 0.00589535-0.00651636j 0.00250515+0.0024056j -0.00220761+0.00447248j 0.00267257-0.00271326j 0.00667029+0.00152454j 0.000559145-0.00123385j 0.00508082-0.00308549j -7.70119e-05-0.00782111j 0.00163865+0.00439743j -0.00173755+0.00132874j 0.00424424+0.00360444j -0.000780421-0.00292436j -0.00134387-0.000970714j 0.000434168+9.89571e-06j 0.00264935+0.00293563j 0.00887171-0.00157694j 0.00362551+0.00173747j -0.00202696-0.000799994j -0.0036646-0.00277964j 0.00298364-0.00437167j 0.00159838+0.00114851j -0.00228229+0.00596734j 0.000890455+0.000242523j 0.00141233-0.00264282j 0.000585709+0.00144991j 
0.00323132+0.000296537j -0.00146503+0.00209944j 0.00116269-0.000353133j -0.00234429-0.00199411j -0.000207849+0.00287932j 2.10411e-05-0.00174059j 0.00334691+0.00583934j 0.0028295-0.00128177j 0.00145908-0.00364618j -0.00197227+0.00244584j -0.00435354+0.00326795j 0.00134758-0.00249037j 0.00575025+0.0106086j -0.000187949-0.00224795j 0.00573039-0.00808474j -0.00549274+0.0057689j -0.0125574-0.00250492j 0.0037952-0.00696429j 0.00369255+0.00314492j -0.00404697+0.000359622j -0.00582455-0.00648691j 0.00782544+0.000279958j 0.00897427+0.00501178j 0.00511179-0.0116812j -0.0018367-0.00783893j -0.00383172+0.00938262j 0.00819365-0.00381243j 0.00156442+0.00398668j 0.00522637+0.00464273j 0.00108661+0.00314325j 0.00158508-0.00572661j -0.00636457-0.00373332j -0.00184967-0.00170788j 0.000738488+0.00108086j 0.000799952+0.00218779j 0.00104255-0.00225175j -5.59121e-05-0.00271573j -8.8091e-05+0.00229084j 0.00242607-0.000585499j -0.00186998+0.00189634j -0.0050683+0.000264628j -0.000786888+0.00204996j 6.2758e-05+0.000614775j 0.00240913-0.00106672j 0.000314494-0.00179623j -0.000963554-0.000919497j 0.00250902-0.00516163j 0.00535007-0.00631508j 0.00473112-0.00518999j -0.00367858-0.00150437j -0.00647607+0.00504206j 0.00237057+0.00678037j 0.00731327+0.00444335j -0.00425609-0.00318463j -0.00189607+0.00813351j -0.00303027-0.00437339j -0.0110181-0.00255768j -0.00598202+0.000231963j 0.0026485+0.00345086j 0.00613555-0.00515473j -0.000613064-0.00332435j 0.000290506-0.00148817j -0.00491778+0.00756433j 0.00223918+0.000491973j 0.00657577+0.000595587j -0.00154805+0.00883893j 0.00236989+0.00463164j 0.001086+0.00553689j 0.00548069-0.00492985j -0.00142931+0.00897954j 0.00281476-0.00535404j 0.0047432+0.00579174j 0.00340059+0.000346167j 0.00550651-0.00504628j -0.00159738-0.0060186j -0.00669146+0.0028261j 0.00307997+0.0014519j 0.00300136-0.00147111j -0.00164565-0.00368263j -0.0021006-0.00290923j -0.00443349-0.00544028j -0.00020234+0.00136367j 0.00384473-0.000676766j -0.00176665-0.00130071j -0.00321666+0.00189091j 0.00153166-0.000112093j -0.00378762-0.00126208j 0.00308385-0.000407324j 0.00150527+0.000527362j -0.00430312-0.00142572j -0.000962968+0.000906634j 7.43844e-05+0.000333881j 
-0.00304335-0.00195565j 0.00111184+0.000469567j -0.000154675+0.00223805j 0.000922768-4.1274e-05j 0.00279999+0.00661713j 5.75993e-05+0.00228271j 0.00404901-0.0027733j -0.00182677+0.000418588j 0.00688314-0.0108555j -0.00858168-0.00294056j 0.00773525-0.00158156j -0.00403689+0.00561006j 0.00105837+0.009403j 0.00387129-0.00266162j 0.00898953-0.0016136j 0.00145709+0.000779018j -0.00587524+0.000363516j 0.010599-0.00461465j -0.0037866-0.00513119j -0.00199624+0.00169953j 0.00152357+0.0064891j -0.000878229+0.00747256j -0.000110526+0.00565299j 0.00168981-0.00695539j -0.00160994+0.00429333j -0.00851494+0.00122761j 0.00165248-0.000555687j -0.00112686-0.00263482j 0.00665755+0.00116321j -0.000309218+5.61515e-05j -0.000904705-0.00170754j -0.00219328+0.00632589j -0.00145989+0.00558763j -0.000689445-0.00128194j 0.000426764-0.00164038j -0.00106581+0.000554839j -0.00088186+0.00139187j -0.00259606-0.0014237j 0.00216561+0.000535589j -0.00178371-0.00143141j 0.00263773-0.000946227j 0.000198317-0.000556245j -0.000986586-0.00150932j -8.05655e-05+0.00505622j 0.000559151-0.000455512j 0.00185202-0.00382224j -0.00166817-0.00379734j -0.0106463-0.00363556j -0.00137913-0.007343j -0.0069129-0.00423648j 0.00166364+0.00945164j 0.0056109-0.00147466j 0.00401627-0.00490134j -0.00131772+0.00281078j 0.00202162-0.00257534j -4.04679e-05-0.00071873j 0.00918896-0.00679256j -0.00028397+0.00566168j 0.00835401+0.00374207j -0.00977047-0.00552554j 0.00411061+0.0111576j -0.00378809+0.00497976j 0.00404497-0.000857646j 0.00758183-0.0045318j 0.004625+0.00765598j 0.0070557+0.00608113j -0.0053686+0.00296062j 0.00641215+0.00438186j 0.00557814-0.00459061j 0.00943988-0.00331149j 0.000200038+0.00308272j -0.00248668-0.00108009j -0.00116205+0.00399157j 0.0055859+0.0035787j -0.00409862-0.00112868j 0.000475199+0.00231971j -0.0014506+0.00496321j -0.0019918+0.0031861j -0.0073635+0.00816776j -0.0016711+0.00502129j 0.000734256-0.00313848j -0.0031791+0.00148537j 0.00240085-0.00165324j -0.00466284+0.000810848j -0.00339691+0.000742288j 0.00246918-0.000470166j -0.00163529-0.00244456j -0.00160874+0.00112723j -0.000255107-0.00142884j 0.00089341-0.00183225j -0.000119116+0.00145313j -0.00116269+0.00037925j 
-0.00279146-0.00414529j -0.00167685-0.00147645j -0.00140629-0.00841021j 0.00379785+0.000374745j -0.000877772+0.00281163j -0.00317978-0.0021315j -0.00370992+0.00270103j -0.00512557+0.00511415j 0.0164733+0.0144448j -0.0059556-0.0108612j -0.0032611+0.00343704j -0.00447146-4.55914e-05j 0.0178154+0.00751594j 0.0033485+0.0158756j 0.003617+0.00351218j 0.00592332-0.00744218j -0.00739996+0.00533214j 0.0111681-0.00145423j 0.00788555+0.00736044j 0.00493782+0.00129457j 0.00648455+0.000540163j 0.00360996-0.0169404j 0.0074159+0.00856652j 0.0047471+0.00197541j -0.00279786+0.0052075j 0.00142118+0.00873137j 0.0014963+0.00528834j -0.0080464+0.00532329j 0.00518924-0.000953545j -0.000658542-0.00598737j 0.000244788+0.00111229j -0.0065925+0.00102881j 0.0040124+0.00237139j -0.0039618+0.00225374j 0.00290794+0.0018377j 0.000107677+0.00381448j -0.0019679+0.00369978j 0.00201424+0.00207451j -0.00301132+0.000745534j 0.000861045+0.000312666j 0.00343832+0.000725585j 0.00230444-0.00109592j 0.00222351+0.00335407j 0.00139926-0.00175519j 0.00151605-4.34621e-05j -0.00472124-0.00313026j -0.00170168-0.00715373j 0.0019029-0.0110581j -0.0135188-0.00194604j 0.00140418+0.00612891j 0.00293832-0.00126703j 0.00140811+0.00221015j 0.00864016+0.00523912j -0.00373692+0.00205842j -0.0062579+0.00632461j -0.0040041-0.00442015j -0.0110652-0.00642112j -0.00435347-0.00508092j -0.00498182+0.000647432j 0.000402476-0.00884506j 0.00370231-0.00833033j 0.00609438-0.00842133j 0.00343885+0.0067759j 0.00173904+0.00529329j 0.00176873+0.00179759j 0.00427707+0.00623438j -0.00112011+0.00344739j -0.00520518+0.00820934j 0.00209409+0.00513684j -0.000969993-0.00129831j 0.000415376-0.00108767j -0.00158813+0.005209j 0.00463806-0.00285966j 0.00566354-1.86393e-05j 0.00727793-0.00262469j -0.00214627+0.000383579j 0.00769027-0.00101605j -0.000571199+0.00276477j -0.00245233-0.00454383j -0.0020571+0.00423784j -0.000838063-0.000514228j -0.00176297-0.00256745j -0.000558829-0.000504697j -0.00334932-0.00352729j -0.00607486-0.0021423j 0.00163053-0.00207782j 0.000544893+0.00309273j 0.00139755+0.000483327j 0.000522329+0.00421316j 0.00144116-0.00329228j 0.00226099-0.000828057j 0.000522341+0.00271881j 
-0.003761+0.00138356j -0.00357633-0.00152064j -0.0032386-0.00705515j 0.00389654-0.00226674j -0.00626407-0.0127138j 0.00355125+0.00389666j -0.000879748-0.00449377j -0.00253666-0.00140922j 0.000968888-0.00126325j -0.0043923-0.00591887j 0.0158515-0.00402069j 0.00306029+0.00809295j -0.00345984-0.00305779j 0.00639403-0.00832671j -0.0108251+0.00144172j 0.00846148+0.0087956j -0.00230243+0.0047507j -0.00251989+0.00340083j 0.000158202+0.00277116j -0.00294288-0.00148005j -0.0025387+0.0123023j 0.0054535+0.0110513j 0.0049284+0.00707232j 0.0112104+0.00486198j -0.000636207-0.000584765j -0.0034704-0.00186392j -0.00418238-0.00282596j 0.00306809-0.00284511j 0.000935561-0.00124921j -0.00244928+0.004663j -0.00140105+0.00424421j 0.00208816+0.00256341j -0.00249458-0.00122187j 0.000287546+0.00185691j 0.00493563-0.000544487j 0.00274644+0.000141095j 0.00249203-8.47519e-05j 0.00391741+0.00315209j -0.0027303-0.00114582j 0.00188664+0.00214703j 0.00242487+0.000251764j -0.00503964-0.00107995j -0.000621086-0.00464474j -0.00407008-0.000714687j 0.00411295+0.00435613j 0.00364239+0.00715984j -0.0012593+0.00157357j -0.00889928+0.00179166j -0.00810846-0.00268303j -0.00749787+0.00500866j 0.00742687-0.0012798j -0.0014769-0.0118599j -0.00101751+0.00575962j -0.00106794-0.000821825j -0.000548685+0.00613281j 0.00364019+0.00606387j -0.00193549-0.00157451j 0.000135024-0.00118254j -0.00311462+0.00030095j -0.005153+0.0116562j 0.00339329+0.000881445j -0.00119112-0.00181474j 0.00560369+0.000300991j 0.00626863+0.00688688j -0.00808558-0.0138316j -0.00293763-0.00411893j -0.00806297-0.00387429j 0.00171667-0.000399826j 0.00304462-0.00394183j 0.00128971-0.000461749j 0.00427228+0.00760189j 0.0034408-1.93251e-05j -0.00915726-0.00451624j 0.000389859+0.000799162j -0.00175766-0.00255008j 0.00827752-0.00450319j 0.00279245-0.00228038j -0.00443989-9.07649e-05j -0.0011638-0.000918702j -0.00128767-0.00492006j -0.000349214+0.00748521j 0.00267111+0.000869739j 0.00561261-0.00220221j 0.00775677+0.00230099j 0.000143618-0.00072644j -0.0012146-0.00170642j -0.000699883+0.00061642j -0.00255087+0.00170997j 0.00121479+0.00049597j 0.000341515-0.000404118j -0.000826985+0.00120435j 0.000804139+0.00163447j 
-0.00144981-0.000531858j 0.00323035+0.00126322j 0.000510457-0.00324674j 0.00506106-0.00412995j -0.00523527-0.00368005j 0.00828629+0.0036641j 0.00222963-0.00402316j 0.00233786-0.000761525j 0.00673395+0.00379531j 0.00152432+0.00131649j 0.00444012+0.00548855j -0.00194696+0.000240611j -0.00144193-0.0131324j -0.0074881-0.0114361j -0.00598848+0.00803931j -0.007706+0.00488764j 0.00902068+0.00139131j 0.00406141-0.000950982j 0.000979767+0.00297177j -0.0021185-0.000606886j 0.00280634+0.00281283j 0.000753634+0.00839571j 0.00333815-0.00184779j 0.00578705-0.00400253j 0.00496534-0.000326825j -0.00134802-0.00123115j 0.00236794+0.00318967j 0.0065163-0.00563867j 0.0007785+0.00113059j 0.00665401+0.00356846j -0.0010411-0.00171442j -0.00245911+0.00656021j -0.00478116-0.00236837j -0.000965919+0.0015787j -0.000779007-0.00252415j 0.00370842-0.00480504j 0.00308286-0.00341575j 0.000613514+0.0019618j 0.000841495-0.000573862j -0.00193808+0.00180907j -0.00432042+0.00314224j -0.00192073-0.00142041j -0.000858794-0.00478343j 0.000770123-0.000921307j 0.00626979+0.000628968j -0.00236426-0.00288942j -0.00381636+0.00130168j -0.00647452+0.0013671j -0.00267801-0.00386206j 0.00695767-4.89852e-05j -0.000354447-0.00394011j -0.00491644-0.00229317j -0.000846701+0.000999585j 0.00767911+0.00605181j -0.00524877-0.000572396j -0.00114276-0.000651265j -0.000784882-0.0218473j 0.0158159+0.00460094j -0.00326534-0.00483178j -0.00861128+0.00734878j 0.0126438-0.00115059j 0.00717388+0.00501278j 0.00254856+0.00380045j -0.00174827-0.00440545j 0.00368971-0.00855173j 0.00889986-0.00669816j -0.000314469+0.0028341j 0.0044228+0.00187713j 0.00200611-0.00225579j 0.00108697-0.000492205j 0.00187556-0.000473672j 0.00304076+0.000456543j 0.00347431+0.00292275j -7.92399e-05-0.00127926j -0.00613644-0.00728644j -0.00546007-0.00198846j 0.00790987+0.00192422j 0.00152839-0.000744021j -0.00244043-0.00398958j 0.000885118-0.000519458j 0.000733708+0.00490879j -0.00494422-0.00487518j -0.00189795-0.00213248j -0.00882404+0.000408673j -0.00205076-7.59555e-05j 0.00172057-0.000539055j -0.00292491+0.000790483j -0.00366761-0.000488792j -0.00277246+0.00259313j 0.0010522-0.000391646j -0.000931495-0.00232792j -0.00170806+9.66975e-05j 
-0.000583901+0.00421847j -0.00108698-0.00390986j -0.0108789-0.00568475j -0.00137939-0.0132077j -0.000919214-0.0158419j 0.00914498-0.00423702j -0.00783061-0.00255184j -0.00280101-0.00104463j 0.0111581+0.00380616j 0.000317245-0.0146763j 0.00611812-0.00029788j -0.00409826+0.0107185j 0.00281078-0.00649835j -0.00146598+0.00801552j -0.0125297-0.000242612j 0.0165884+0.0151224j -0.000624934+0.00465314j -0.00567945-0.00240693j 0.00279326+0.00244079j -0.00019421+0.00428368j 0.00804217+0.0104098j 0.00369522+0.00451378j 0.000320056+0.00470357j 0.00757251+0.00689085j -0.00506594-0.000807635j 0.00782383+0.00645251j -0.000495995-0.0103904j 5.41202e-05+0.000881902j -0.00130263+0.00138218j 0.00240301+0.00497859j 0.00182536-0.00678579j 0.00199979+0.00386017j 0.00200488-0.00110173j 0.000128615+0.00367005j 0.00118851-0.00272944j 8.4368e-05-8.00764e-05j -0.000841775+0.000225568j 0.00503833+0.00525502j 0.000960577+0.00213941j 0.00626879-0.000569193j -0.0010548+0.00254703j -0.00269956-0.00353835j -0.000425655-0.00364068j -0.00663111-0.00319419j 0.00849382+0.00112744j 0.00595975+0.00406444j 0.000585606+0.0116483j 0.00446919+0.00168637j 0.00877708-9.91744e-06j 0.000998986-0.00660929j -0.00294133-0.00994706j -0.00677356+0.0037437j 0.00882704+0.00377994j -0.00555038+0.00233986j -0.00101172-0.0044015j -0.00143403-0.00584126j 0.00625698+0.00913203j -0.00858086+0.000291966j 0.0004092+0.000433756j 0.0106254-0.00951486j -0.00681272-0.00123141j 0.00401698+0.00119309j -0.00511959+0.000714898j 0.00534128-0.000337055j 0.000212162+0.00629322j 0.0017683+0.00161088j -0.00217224+0.00636984j -0.000193191+0.000401677j -0.00412382-0.0013761j -0.000353722+0.00255535j 0.00589186+0.000852093j 0.00269464-0.00329165j 0.000913161+0.00161694j -0.00174358-0.00350437j -0.00149543-0.005168j -0.00647486+0.00544496j -0.00221508-0.00495364j 0.00755573-0.00251804j 0.0021871-0.00100444j -0.00261427-0.00227294j 0.000393471+0.00173024j 0.00457405+0.00127671j -0.00105107+0.00365337j -0.00109426-0.00041406j -0.00261221+0.00398727j -0.000343463-0.00391152j -0.00306774-0.00190376j -0.000241037-5.71395e-05j -0.00121054-0.00167384j -0.00116108+0.000439152j 0.00162963+0.00180413j 0.000268756-0.00167225j 
0.000118896-0.00635161j -0.00413592+0.00213016j 0.00616001+0.00747234j -0.00758814+0.00550405j 0.0111809+0.000715521j -0.00687279-0.0053228j -0.000230632-0.00487645j 0.00183824+0.00566536j -0.00538756-0.00429875j 0.00189351+0.008409j -0.000999144+0.00273179j -0.00385464-0.000818517j -0.00557037+0.00442312j 0.00774374+0.00548009j 0.00544971-0.000523884j 0.005776+0.00462622j -0.00456878+0.00294551j -0.00579049+0.00690859j 0.00556183+0.00826663j -0.00185098+0.000665089j -0.0143455+0.00184412j 0.0081336-0.00295023j 0.00635739-0.00202639j 0.00242823-0.00513068j -0.00543116+0.00155074j -0.00342874-0.00272799j 0.000439254-0.00715177j -0.000113227+0.00227057j -0.000999622+0.00175047j -0.000905307+0.00217682j 0.00329076+0.00825784j 0.00284667-0.0060602j -0.00283832-0.00242317j 0.00334624-0.00261337j -0.00342569+0.00630821j -0.00251096+0.00138461j -0.00121447+0.000973091j 2.14077e-06+0.00134291j -0.0020734-0.00177246j -0.00548073+0.00317258j 0.0047734+0.000955462j -0.000589256+0.00079172j -0.00167343-0.00090271j 0.0031851+0.00472857j -0.00414856+0.00314434j -0.000981137+0.00774398j 0.000496451-0.00548869j -0.0023391-0.00589153j -0.0046436+0.000906036j -0.00162293+0.00484171j 0.00189366+0.00284971j 0.00237367-0.00051255j 0.00691352-0.00597704j -0.00459423+0.000500566j -0.0045239+0.00893797j -0.00375657+0.00603644j -0.00797938-0.00110582j 0.00072478+0.00198407j -0.0015254-0.0044826j 0.000543064-0.0120558j 0.00102146+0.00196556j -0.00692132-0.00103904j 0.00112009+0.0106845j 0.015334-0.00539725j 0.00626525-0.00425909j -0.00185051+0.00302582j -0.00328337-0.00630149j 0.0069194-0.000210885j -0.00415204-0.00392371j -0.000981268+0.00315073j -0.00158853+0.000615824j -0.00231763+0.00492981j -0.00105114+0.00402976j 0.00358058-0.00314858j 0.003167-0.00534646j 0.00401205-0.00200839j 0.000355663+0.00227633j 0.000596648+4.37599e-05j 0.00121153+0.00166422j 0.000787497+0.00252068j -2.18748e-06-0.000911165j 0.00193586-0.00364375j 0.00368407-0.00294427j -0.00215002-0.000424459j -0.00480058+0.000327009j -0.00101398-0.00177037j -0.00179477-0.000843889j -0.000891914+0.00178524j -5.33658e-06+0.00306589j 0.00449941-0.00287746j 0.000480692-0.00038202j -0.000755676+0.00304992j 
-0.00276263-0.00267138j -0.000276684-0.000576766j 0.00102032+0.0033928j -0.00304466+0.000643312j 0.00871096+0.000193231j -0.0018484-0.0049318j -0.00482717-0.0101142j -0.000745866+0.00311717j 0.00433483-0.00305046j -0.000295667+0.0028314j 0.00429363-0.00128708j -0.00703859+0.00415905j -0.0107419-0.00498633j -0.00324298+0.0144733j 0.000901554+0.00713321j 0.0105116+0.00668251j 0.000278694-0.000981721j -0.0083531+0.00936023j 0.00199219-0.00180538j -0.000144653+0.00272996j -0.00140133+0.00861358j -0.000564812-0.000924241j -0.00408671-0.00520052j 0.00405165+0.0022834j -0.00296017+0.00543025j 0.00278274-0.00158766j -0.00389536+7.09801e-06j -0.000656481+0.0020585j -0.00106839-0.000288679j 0.002748-0.00163806j 0.00162513+0.00302666j 0.00332717+0.00110143j -0.00244204+0.000123588j 0.000675678-0.00022065j -0.00478968+0.00118468j -0.00411956+0.00327022j -0.00314321+0.00258287j -0.000214652+0.00168194j -0.000520417-0.0016451j -0.00179662-0.000242196j 0.00522365+0.000448709j -0.00230355-0.00115279j 4.08513e-05+0.00225318j -0.00246223-0.00154355j -0.00536975+0.00295722j -0.00674448+0.00255831j 0.000845609-0.00289802j 0.00324566-0.000990257j 0.00337843-0.00689524j -0.000816042-0.00232684j -0.00164968+0.00555494j 0.00133779+0.000885114j -0.00490435+0.00105288j 0.00807365-0.000506768j -0.00893608-0.00240144j 0.000973693+0.000439035j -0.000963852-0.0121011j 0.0100165+0.00132276j 0.00218557-0.00635521j 0.000403249-0.00202402j 0.00430818-0.000660532j 0.00440503+0.00367183j 0.00376744+0.00315756j -0.00949301-0.00263653j -0.00200136-0.00577191j -0.00307164-0.0059904j 0.00165687-0.00355638j -0.0034867-0.00266192j 0.000265532+0.00930339j 0.000469168-0.00242485j -0.00244941+0.00146011j -0.00113452-0.000657077j -0.00276423+0.00434413j 0.00501576-0.00192181j -0.0053479-0.00381833j -0.0074416+0.0024335j -0.00202591+0.00318722j 0.00349291+0.00150628j -0.00360807-0.00342279j 0.00364366+0.00293176j -0.000515329+0.00268397j -0.00272486-0.00120349j 0.00182739-0.005659j -0.00141036+0.000957804j 0.00341945-0.00581785j -0.00288987+0.000155047j 0.00329259+5.4004e-05j -1.60213e-06+0.000976794j -0.000865464+0.00301616j 0.00278518+0.00306319j 0.000580295-0.00238035j -0.00204593-0.00192839j 
