-0.118359-0.0305307j 0.0685561-0.000656824j 0.0787199+0.105557j 0.0156463+0.0578584j -0.0279574-0.0392193j 0.00675265-0.0509445j 0.0346476-0.0186877j 0.0079787-0.100989j 0.00518714-0.00548809j 0.00618601-0.0153306j -0.0531719+0.00610585j 0.102664-0.0330658j 0.0156912-0.0251258j -0.0086994-0.00194698j 0.0197545-0.0180657j -0.0364481+0.0293626j 0.0390745+0.0366842j 0.0413991+0.00268444j -0.0129875+0.0513018j -0.0402109+0.077978j 0.0193807-0.0124961j -0.0409887-0.0373068j 0.0857262-0.0145578j -0.0215682+0.0365327j 0.106741-0.112825j 0.0245732+0.00803912j 0.0072747-0.0689356j -0.0446482-0.00595366j 0.0519116-0.00221447j 0.19887-0.081206j 0.0252556+0.175167j -0.0751705-0.00490881j 0.109118-0.097571j 0.0361961+0.0417109j 0.0606264+0.0816259j -0.0367408-0.0204894j 0.0728995-0.0428286j -0.102835-0.0509641j 0.0438749-0.0152649j -0.0508279-0.161101j -0.075541-0.236445j -0.200187-0.0545267j -0.0318094-0.00581544j 0.0547676+0.00320513j 0.0125+0.00316869j 0.0291475-0.0211907j -0.0547112+0.0493459j -0.0041948+0.00276947j -0.0389853+0.024138j -0.00912473+0.0224378j 0.0326127-0.0132879j -0.0288336+0.00970463j 0.0208928-0.0301485j -0.0549952+0.00151077j 0.0125955-0.00528173j -0.0255449+0.0296636j 0.016829-0.00834282j -0.00645857-0.00580529j -0.00928148-0.00222121j 0.0339957-0.0177983j 0.0413234+0.0196562j 0.0311861-0.00101903j -0.046047+0.00606255j -0.0317533+0.0184261j 0.00373122-0.0145833j -0.00765766+0.00589068j 0.0164443+0.00512075j -0.0176986-0.000126209j 0.0167019+0.0221822j 0.0460333-0.0116661j 0.0310966+0.0320617j 0.0458717+0.0265472j -0.027938+0.0177025j -0.0286792-0.0773171j 0.0111623+0.0222413j -0.047751-0.0515756j -0.000576726+0.0229845j 0.0646693-0.0320122j -0.0337806-0.0229872j 0.0513492+0.0237268j -0.104087+0.041087j -0.0558475+0.099014j 0.0907409+0.0735321j 0.0507161-0.120034j 0.0155618-0.0734049j -0.03923+0.0409855j -0.0632049+0.0625771j 0.0685499-0.0477801j -0.0802492-0.0369362j 0.126905-0.12397j -0.218638-0.149445j 0.0818577+0.197445j 
-0.000176551-0.00709426j -0.000556052-0.000572263j 0.0059246-0.0116946j 0.00549129-0.0101711j 0.00938215-0.00613941j -0.0111732-0.00841916j -0.00299333-0.010773j 0.00296337+0.000470373j 0.00613172+0.00927757j 0.00568547+0.00531064j -0.00267942-0.0133407j -0.000562959+0.00407186j 0.00768496-0.00457763j -0.001836-0.0175143j -0.0110176+0.00816644j -0.00899887-0.00700255j -0.000781452+0.00478394j -0.00490389-0.00536438j -0.00203665+0.0119925j -0.0117051-0.00923023j 0.00183589-0.00604532j -0.00412635+0.00593085j -0.00088883-0.00286786j 0.000323444-0.00169161j -0.00192232+0.00211126j 0.000205709-0.000839493j 0.00659486+0.00302604j -0.00243781+0.00456198j -0.00284641+4.43193e-05j 0.00821704+0.00459942j 0.00284372+0.000414494j -0.000739374+0.00050706j 0.000182552+0.00677523j 0.00174604-0.00289735j 0.00214258+0.00519257j 6.82374e-05-0.000667731j -0.00249295+0.00488782j -0.00693463-0.00241411j -0.00232989+0.00666834j -0.00284095-0.00111329j -0.00531113-0.00180146j -0.00361397+0.00372673j 0.00798842+0.00219711j -0.000944245-0.00113851j -0.00338122+0.00678442j 0.0124785-0.00179288j 0.0215761-0.00975624j 0.0152837+0.00939367j 0.0203442-0.00641573j 0.0132797-0.03835j -0.0124605+0.0122192j 0.0110736+0.0262357j 0.0182717+0.0270589j 0.0206736-0.0119951j -0.0122506+0.0212564j 0.0140751-0.0130155j 0.00562995-0.0188628j -0.00311089-0.0120241j -0.0127745-0.002211j -0.0178975-0.0391923j -0.00355012+0.0120817j -0.000435249-0.0177813j -0.0137614+0.00329294j 0.00809414-0.00466756j -0.0324676+0.0246645j -0.00810716+0.00534893j 0.00364987+0.0110832j 0.0110529+0.0102773j 0.00498804-0.00215124j 0.017811+0.0126334j -0.00656853+0.00226188j -0.00614256+0.00358861j 0.0138266-0.000674677j 0.000284589+0.00576543j -0.0145954+0.0131321j -0.00159557+0.00730783j 0.00808132-0.0022515j 0.00469474-0.0025926j 0.0202207+0.000163632j 0.00242445+0.00491427j 0.00175412+0.0017981j -0.0014993+0.00190741j 0.00320268+0.0056223j -0.00532532+0.0116533j -0.00201429-0.000940946j 0.000478974+0.000753361j 0.00201299+0.00769369j 0.00288852-0.00405789j -0.000924872-0.00427939j -0.00680373+0.00881324j -0.00433521+0.00372245j -0.00575465+0.000863919j 
-0.00286524-0.00209057j -0.00256286-0.0025079j -0.00927606+0.00423758j -0.0150637-0.0071021j -0.00362505+0.00838866j -0.00994728-0.00797473j 0.00861432-0.00615092j -0.0040023+0.000481882j 0.0037669-0.0121862j 0.00734345-0.00759366j 0.00351195-0.00769972j 0.00401403-0.00287519j -0.00854707-0.00600833j 0.0157383+0.00763179j 0.0101102-0.0144809j 0.000159311-0.0164443j 0.00693857-0.00489498j -0.000356109-0.00654689j 0.00887237+0.00457884j 0.00343374-0.00428553j -0.00577965+0.00207562j -0.00462079-0.000574924j -0.0060697+0.00451853j -0.00143785+0.00194008j 0.00110134+0.00113809j 0.00320112-0.00270998j 0.00558484-0.00448572j 8.435e-05-0.0041742j 0.00100529+0.00305625j -0.00418906-0.000945276j -0.00264644-0.00100291j 0.00184576-0.00281468j -0.00512868-0.0013805j -0.000217195+0.00353759j -0.00271246-0.000957008j -0.00202261+0.00239175j -0.000854848-0.00536369j 0.00135438-0.00143138j -0.00698329-0.0092631j 0.00340493-0.00220953j -0.00182222-0.0012818j 0.00677803+0.00596942j -0.00012898-0.0126325j 0.0122664+0.00204399j -0.00728387-0.00748721j -0.00212351-0.0119196j -0.00118642+0.00137368j 0.0170072+0.0113347j 0.00886222+0.00292796j 0.0347797-0.0287041j -0.0307399+0.00202137j 0.00739204+0.0150369j -0.00800616+0.000434134j -0.0179513+0.0298437j 0.00150039+0.0353804j 0.0025144+0.000671186j -0.0314552+0.00852364j -0.00446768+0.00487965j -0.00132861-0.0089518j 0.00305203-0.00468284j -0.0171315+0.0113585j -0.0165205+0.0231253j -0.013426-0.00369564j -0.026454-0.0173966j -0.0119767+0.0242718j -0.00368688+0.0263094j 0.000274915-0.0103779j 0.0197984-0.00448107j -0.0113639-0.00966467j 0.00707168+0.0224607j 0.0149282+0.00614813j 0.00474967+0.0115451j -0.00701426+0.0179064j -0.00574709-0.0103394j 9.94042e-05+0.00212119j 9.92262e-05-0.00476034j 0.0053731-0.00679423j 0.0117538+0.00875622j 0.00442545+0.0142704j -0.00121257+0.00753392j -0.00124216+0.00157251j 0.0048853-0.00329256j -0.00636956+0.00356378j -0.0049637+0.00777193j 0.00425162+0.00963029j -0.00668915+0.0101453j 0.00510632+0.00627313j 0.00439966-0.000903464j 0.00397189-0.00138999j 0.00739976-0.00399033j -0.00110242+0.000122991j -0.00111534+1.2155e-05j 
-0.00533632+0.00257605j 0.00260827-0.0108849j 0.00159153-0.00088674j 0.0100461-0.00412117j -0.00116826+0.00057325j 0.00291997-0.00514987j 0.0143621+0.00303692j 0.00853383+0.000654397j -0.00900447+0.00286336j -0.000570409+0.00709476j -0.00506415+0.00634852j 0.00514358+0.00459457j -0.00608298-0.00414317j -0.00479152-0.00260357j 0.00404634+0.0105306j 0.0069733-0.00253046j -0.00757565-0.0013925j 0.000868676+0.000428817j -0.00201984-0.00209042j -0.00542236+0.00057252j 0.00351022-0.00240658j 0.00157117-0.000499035j 0.00236918-0.00293064j -0.00553235-0.00165431j 0.00268266+0.00174081j 0.00110822+0.00560375j 0.00127729+0.00339631j 0.000188139-0.000618897j -0.000474965+0.000480895j 0.00592997+0.000473748j 0.000759579-0.00254668j -0.00129929-0.000296771j -0.000987185-0.000960656j -0.000319066+0.000294532j -0.000139531+0.000823968j -0.00179895-0.00021305j -0.000183444+0.00158782j 0.000742097+0.000679327j 0.00157208+0.00758307j -0.00135046-0.000974229j -0.00249885+0.00234988j -0.00378093-0.00673417j 0.00575853-0.000780203j -0.0142961-0.00678113j -0.00857667+0.00616266j 0.0198804-0.0111716j 0.0276616-0.000307462j -0.0122302+0.000731266j 0.00531678+0.000369121j -0.0370859+0.0117632j 0.0202891+0.0285108j 0.0490406-0.0149935j -0.01152+0.021158j -0.0487438-0.0206307j -0.0148614+0.00777632j -0.00834039-0.00245757j -0.0501522-0.0104849j 0.0220929-0.00266311j 0.0228354-0.0208807j 0.00985034+0.00345728j 0.015707-0.0298973j -0.0155603-0.00232587j 0.0422543-0.0160458j -0.00126574-0.0115171j 0.0151374-0.0204601j -0.0263413-0.00734521j -0.0153158-0.0219413j -0.0207982-0.0142489j -0.00315527-0.00286889j 0.00716438+0.00376256j -0.0187458+0.0161848j 0.0190433+0.00836097j -0.00607941+0.00297974j 0.0122208-0.00562121j 0.00100644-0.00450042j -0.0031597-0.00802588j 2.29194e-05-0.00500806j 0.0101391+0.00783987j 0.00425854+0.00733876j 0.000473325+0.00357519j -0.00334222-0.00777977j -0.00474832+0.00497909j 0.00497297-0.00216041j 0.00097372+0.000461868j -0.00927276-0.00781423j 0.00308589-0.00401362j 0.00424894+0.00780598j 0.000315443-0.00515186j -0.00758319+0.00433895j -0.00434548+0.00158733j -0.00400752-0.00217303j 0.00076095-0.00033421j 
0.0068337+0.0078576j -0.0100506+0.00127128j -0.0172345-0.0301226j 0.0198953-0.00120827j 0.0325031+0.00527015j -0.0137514-0.0153704j 0.0167429+0.0211689j -0.00605678-0.00441432j -0.0182515+0.00520799j 0.0100644+0.00272063j -0.0148518+0.00542525j -0.0193784-0.00430317j -2.11182e-05-0.00211052j -0.0106516-0.00463799j 0.014852+0.00200892j -0.0111509+0.000760134j 0.00035149+0.0107744j -0.00435306-0.00147044j -0.00579484-0.00164369j 0.000721369+0.00603528j 0.00143757-9.03426e-05j 0.00387505+0.0014691j -0.000498406-0.00436684j -0.00293933+0.00530023j 0.00129104+0.00138004j 0.00104915-0.00660273j 0.00226859-0.00130243j 0.00375159+0.00355571j 0.000692144-0.00264343j 0.00191719+0.00449351j -0.00236369-0.0032436j 0.0039801-0.00192692j 0.00576444-0.0012985j 0.000459829-0.00241997j 0.00161009+0.000991607j 0.000527394-0.00197284j -0.00110266-0.00436499j 0.00450306+0.00695237j 0.00270512-0.00497182j 0.000547886-0.00828697j 0.00186664+0.00190758j 0.00660642-0.00441864j -0.0034064-0.00436508j -0.0101893+0.000645933j 0.011977-0.0127026j -0.00193811-0.0079502j -0.00178273+0.00618658j -0.0151826-0.00967644j -0.0297359+0.0103934j 0.00505577+0.0155707j 0.0204765+0.0180179j 0.000145662-0.0265053j 0.0209205-0.0103969j 0.0140711-0.0180511j 0.0220055-0.0046201j 0.00989242-0.0119373j 0.0186524+0.00411074j 0.00630126+0.00720515j 0.00766353+0.0210178j 0.00613722+0.0119924j -0.00624263-0.0075665j -0.0196256-0.00420533j -0.0042671+0.0103941j 0.0174494-0.00578188j 0.00635676-0.00449491j 0.0151515+0.0144801j -0.00696734-0.000712743j 0.00825246-0.00199448j 0.00477662-0.000795744j -0.00803756+0.0048784j 0.00748125+0.00802649j -0.00113357-0.00816168j -0.00252678-0.00424057j -0.00125692+0.00839052j 0.00931489-0.00776269j 0.00482445-0.00297846j 0.00325877-0.000682191j -0.00223521+0.011953j -0.00429991+0.00807959j -0.0108287-2.47476e-05j -0.00199759-0.00322657j 0.00396974-0.0111514j -0.00261685+0.00597504j 0.00141307-0.00954818j 0.00896567-0.000856552j -0.00284766+0.0054755j 0.00598902+0.00439964j 0.00195915+0.00268834j -0.00158505+0.000202895j 0.00235034-0.00163995j 0.00252273+0.00231952j 0.00844656+0.00222992j 
-0.000131788+0.0155209j -0.0204359+0.00385717j 0.00277342-0.0119581j 0.00197969+0.0199481j -0.017435-0.014211j -0.0107888-0.00144365j -0.0140663-0.0232391j 0.0189228+0.00562352j 0.0203409+0.00459877j 0.00776431-0.00631012j -0.0125006-0.00967083j -0.00676373+0.0178604j 0.00343529+0.0222j -0.0045568+0.00132515j -0.0103164+0.0052775j -0.00138516+0.0155967j -0.00946116+0.000148768j -0.0014272+0.00224935j -0.00459595-0.00205247j -0.00688663+0.00664325j -0.0102095-0.00927434j 0.0074017+0.0066119j -0.0041833+0.00027126j -0.00175557+0.000606883j 0.000958765-0.00838626j 0.00230637-0.00177298j 0.000283665-0.00403936j -0.00360365+0.00628105j -0.00170762-0.00346265j 0.00665182+0.0064805j 0.00256787+0.000170917j -0.00302264-0.00207223j 0.000919638+0.000759396j 0.0011228-0.00158347j -0.00555669+0.00479375j -0.00395991+6.83626e-05j -0.00647246-0.00119228j 0.00272031-0.00306229j -0.0128783-0.00819737j 0.0116813-0.00763686j -0.00244407+0.010631j 0.00431582-0.00112769j 0.0214482+0.0102183j 0.0129887-0.00138333j -0.0106205+0.00103053j -0.00454896+0.00324753j -0.00685417+0.0152028j 0.00637885-0.00629524j 0.00229176-0.000456289j 0.00458681+0.000750441j -0.0191655-0.0198195j -0.0131981+0.00498313j -0.0111074-0.0130408j -0.011726+0.0231171j 0.0105396+0.00743983j -0.00505232-0.0051436j -0.00604376+0.00766095j 0.00592632-0.00197866j -0.00587779-0.0150738j -0.00782276-0.00404178j -0.00244163+0.00296838j 0.00168271+0.0133092j 0.00498908+0.00543178j 0.000587465+0.000218077j 0.00521622-0.00553188j -0.00185167-0.00816376j -0.00348-0.00336689j -0.0016923+0.00615131j -0.0033274+0.00539751j -0.000767586-0.00123056j -0.000226064+0.00279955j -6.4506e-05-0.00374447j -0.00521433-0.00352925j 0.00682198-0.00361976j -0.00218737+0.00274592j 0.00117256-7.42434e-05j -0.00255329-0.00573761j 0.00498091-0.00370282j -0.00300993-0.00550289j 0.00396887-0.00365627j 0.00199055+0.000452436j -0.00233527-0.00202489j -0.00791427-0.00249481j -0.00229896+0.00383424j -0.0033289+0.00875317j -0.0019819-0.000279204j -0.00357446-0.00348436j 0.000136384+0.0031247j -0.00302963+0.0014723j 0.0060853+0.000858129j 0.00564822-0.000667174j -0.00121626+0.00244867j 
-0.0079168-0.00798171j 0.0128618-0.0201729j -0.00459889-0.00219797j 0.0055118+0.00355031j 0.00399286-0.0010032j -0.00732387+0.0137703j -0.0113268+0.00841439j -0.00299552+0.00685054j -0.00308915+0.00523994j 0.00814228-0.011252j 0.000377637-0.0128159j -0.0167673-0.0109912j -0.000666932-0.00323104j -6.63986e-05+0.00829681j 0.000398446+0.00272104j 0.00727547+0.000901567j 0.00165656-0.00379154j 0.00343501-0.00700245j 0.00907101-0.00419947j 0.000456037-0.00216105j 0.00797932-0.00156008j 0.00155528+0.00181062j 0.000707047-0.00161385j -0.00351341+0.00297952j -0.00387682+0.00673064j -0.000633239+0.00132242j -0.00369922+0.00376229j -0.0029359-0.00156676j 0.00394893-0.000620384j -0.00278916+0.00081501j 0.00410817-0.00119955j -0.00305036+0.00497641j -0.00735698+0.00190663j -0.00362651+0.00121982j -0.000108976+0.00496188j 0.00574424+0.000862448j -0.0029278-0.00275393j 0.015191-0.00165996j 0.00710831-0.00880599j 0.0165692-0.00142311j -0.00340544+0.00130282j -0.00978305+0.0123584j -0.00503436-0.00582803j 0.0110547+0.00913834j -0.0142704-0.00814645j 0.0083487-0.00904268j -0.0220101-0.0168124j 0.00346709-0.00657519j -0.00289892+0.0210546j 0.0282705+0.00357823j -0.0151998-0.0509496j -0.0172947-0.00122967j 0.000751074+0.00349453j 0.0165126+0.0238554j 0.00205518-0.00237211j -0.000765102-0.0229485j -0.0231433+0.00364921j -0.0141082-0.0150283j -0.00152435+0.0204255j -0.00785461+0.0174348j 0.004431-0.0121178j -0.0179039+0.00380742j -0.00787085+0.00513717j -0.0106434+0.0018793j 0.0219165-0.0050622j -0.0178691+0.00619784j -0.000168412-0.00818023j 0.00957595+0.00422487j -0.0096705+0.0160965j -0.00263985-0.000786124j -0.00543088-0.0117694j 0.00178911+0.00304324j 0.00286568-0.0143544j -0.0109973-0.00164464j 0.0135785-0.000674343j 0.0029406+0.00880771j -0.00553872+0.00142484j -0.00360216-0.00392049j -0.0047878-0.00645154j -0.00421959-0.0107293j 0.00367017+0.00365787j -0.000701242-0.00116943j -0.00164451-0.00460584j 0.0143491+0.010238j 0.00311165+0.0045007j -0.000161097-0.00149645j -0.00119522+0.00541247j 0.00198754-0.000610843j -0.00150626+0.000420684j -0.00085885+0.00772666j 0.0110147+0.00124316j -0.000357681-8.86109e-05j 
0.0254794-0.0174341j 0.0199285+0.000168487j -0.00313099-0.0137885j -0.00939446-0.0103731j -0.00108929+0.00312264j -0.0125569-0.008041j -0.00136591+0.00388022j -0.0101691-0.0123582j -0.0106695+0.00247169j -0.0103282-0.00259606j -0.00762713-0.013566j -0.00219878-0.00216272j -0.00696733-0.00551736j 0.00381582-0.00964728j 0.00513599-0.00642878j -0.00883479-0.0103875j -0.00120245+0.00510215j -0.0110911-0.000946083j -0.00381062+0.00104783j -0.00136384-0.00299306j 0.000176317-0.00239035j 0.00205343-0.00178914j -0.00597115+0.00498019j 0.00443198+0.00344511j -0.00244156+0.000538479j -0.00354161-0.00921508j 0.00196597-0.00402265j -0.000351736+0.00815233j 0.000197677-0.00443011j -0.00279751-0.000213054j 0.00319419+0.00423848j 0.00648059-0.00236015j 0.00264778+0.00751354j 0.00503164-0.00837432j 0.000280908+0.000427754j 0.00180195-0.00288964j -0.00424327+0.0077795j -0.00533543+0.00280851j -0.00570241+0.00327703j 0.00350372-0.00841254j 0.00464067+0.00817181j 0.00321343-0.00522757j 0.00868495+0.00992206j 0.00493317+0.0059952j -0.0322234+0.0021863j -0.0228303+0.0201054j -0.036266-0.00194263j 0.0254964+0.0170177j 0.0143505+0.00782617j -0.0316209+0.00158426j -0.00105028-0.0484791j -0.0113922+0.0200533j -0.0139156-0.0110166j -0.0276462+0.0378726j -0.0198491-0.0009803j 0.0227192+0.0271737j 0.00165785-0.00301114j -0.0115398+0.0132645j -0.00479898-0.0203935j -0.00406163-0.00769217j 0.0129108-0.00525462j 0.0158836-0.00235125j 0.00211343+0.000902969j -0.00669025+0.00402614j 0.027945-0.00788732j -0.0180633-0.0232104j -0.00628893+0.000472761j 0.00429605+0.0102564j -0.01308+0.0157305j 0.00570636-0.00637846j 0.00183202-0.000846626j 0.00824891+0.0113773j 0.0104974-0.0138822j -0.0181488+0.00696849j 0.00317949+0.00382634j 0.00465786+0.00560975j -0.00957287+0.00271422j -0.00137797-0.00742472j 0.000639742+0.00247425j 0.0177142-0.0101385j 0.00829982-0.0104277j 0.00548761-0.00316959j -0.0101424-0.00322479j -0.000770125+0.00587466j -0.00915624+0.0211849j 0.00163723+0.00221123j -0.000759333-0.00537196j -0.00598011+0.00857489j 0.00719816-0.00954273j 0.00322342+0.0024913j 0.013089+0.00505898j -0.0106961+2.81279e-06j 
0.030468-0.0137759j -0.0176902+0.0256514j 0.00166786-0.00707408j -0.0108332-0.00569094j -0.00029458-0.00123186j 0.0069801+0.00493172j -0.00224749-0.0103791j -0.00966041+0.00025209j 0.0149429+0.00521318j -0.00556243-0.00665505j -0.00487237+0.00422519j 0.00945704-0.00882617j -0.00520504+0.00521794j -0.00474594-0.0107893j -0.0125406+0.00288354j -0.0113311-0.00178336j -0.00453658+0.0057522j -0.00771011+0.00762818j -0.00446425+0.00398626j 0.00169776-0.00924599j -0.00528189-0.00103253j -0.00878246-0.00191776j -0.00449437+0.00459231j 0.00414803-0.00387634j 0.00696894-0.00733633j -0.00237193-0.000401295j 0.00214416-0.00242531j 0.00260176+0.0041006j -0.0034404-0.00334413j -0.00184061-0.000547701j -0.00615468+0.00177961j 0.00116631+0.000690095j 0.00302123+0.000225896j 0.000744944-0.00222566j -0.00151927+0.00190565j -0.00083084+0.00178095j 0.000744058+0.00237653j -0.00164452-0.00453894j 0.0034361+0.00130235j 0.00216497-0.00059847j -0.00772255+0.000629475j -0.00079756+0.01092j -0.0112396-0.0122958j 0.000281456+0.0055424j 0.0267097-0.0171952j 0.0187378+0.0108814j -0.0104262-0.0190186j 0.00522259-0.015694j -0.000286524+0.0161784j 0.0137098+0.0269364j -0.0226438-0.0110244j 0.0220739-0.0407183j 0.000628679+0.0127116j -0.00852346-0.00497151j 0.0183947+0.0158727j 0.0141622-0.0253352j -0.0238838+0.00168375j -0.000317958+0.003679j 0.00924946+0.0155644j -0.00111213-0.00779436j -0.0185348-0.0197146j -0.0107111+0.00617102j 0.000484424-0.00947297j -0.00477346-0.00754971j 0.0224129-0.00454593j -0.0131478+0.00802699j -0.00805715-0.0100268j 0.00630529-0.0155962j 0.00514015+0.00747952j 0.00354952+0.00515977j -0.00311979-0.00381751j 0.000793432-0.00543313j -0.0172806-0.0192154j -0.00142896+0.00196943j 0.00268684-0.00566003j -0.00172169+0.00269626j -0.000621432+0.0024622j -0.00807237+0.00201222j -0.00266837-0.00313965j -0.0201115+0.00188597j 0.0016974-0.00207348j -0.00855971-0.00753606j 0.00991331+0.0162112j 0.00848663-0.00498155j 0.0121944+0.00131658j 0.0035621+0.00688924j -0.00799382+9.20922e-05j 0.00519923+0.00153913j -0.0060871-0.00400238j -0.00975922+0.00896277j 0.00869959+0.00419665j 0.00941541+0.00223008j 
-0.00472331+0.0221444j -0.0158942-0.00158279j -0.0118708+0.00145395j -0.0016039-0.0021736j 0.00226748+0.0119957j -0.00433365+0.009371j 0.0157318+0.00590231j -0.0246674+0.00630273j 0.0109458-0.0242139j -0.000683669-0.014036j -0.00447444-0.00231089j 0.00143788-0.0110174j 0.00360851+0.00873535j -0.0117825+0.00424543j -0.00370418+0.0197873j -0.00704875+0.000146626j -0.00244294+0.00168037j 0.000711651-0.00251347j 0.00904886+0.00166674j 0.00356793-0.0067056j -0.00330427+0.00325104j -0.00243625-0.00665562j 0.00577825+0.00392398j 0.00151957+0.00310168j 0.00366508+0.000522303j -0.00264564+0.00352471j 0.00269858+0.000401567j -0.0067706-0.000237526j 0.00503305+0.00401494j -0.00745493-0.00181808j -0.00404303+0.00243048j -0.00574754+0.00633276j -0.000795191+0.00345693j 0.00438013+0.00233581j -0.00517185-0.000824726j 0.0123901-5.32249e-05j -0.00814923+0.00129697j -0.00552778-0.00717036j -0.00137124+0.00829782j -0.00114952-0.0130271j -0.00128888+0.0109645j 0.00344702-0.00166312j -0.0148097+0.00919884j -0.00392841+0.00958286j 0.0166168-0.0143709j 0.00394965-0.0106712j 9.84265e-05-0.011913j -0.0034172+0.0193638j 0.00206983+0.00107185j 0.00456712-0.0140496j 0.0200168+0.0164264j 0.00249652-0.0112119j 0.0208888+0.0110864j 0.0103611+0.0029975j 0.000255691-0.00366036j 0.00766512-0.00633139j 0.00817078-0.00545924j -0.00135989-0.00576939j 0.00141596+0.00341101j -0.00564918-0.00720901j 0.00957333+0.00975064j 0.0143858-0.0166079j 0.00389129+0.0049156j 0.00310163+0.00439202j -0.00480847-0.00193926j 0.00666294-0.00710544j 0.000523085-0.000774768j -0.00396635+0.00503672j 0.00362318+0.00293035j 0.0036895+4.67716e-05j 0.00236457+0.0061076j 0.00417454-0.00111209j 0.00776187-0.000509503j 0.000395722+0.000304912j 0.00123561-0.00346953j 0.000139741-0.00225732j 0.00997277+0.00337376j 0.00404287-0.00200181j 0.00384155+0.00178821j -0.00405189-0.00326432j -0.00191888+0.00159687j 0.0013273+0.00388658j -0.00555463+0.00661586j -0.00166467-0.00540193j 0.00244909-0.00474901j -0.00214862+0.00137219j 0.00417873+0.00415437j 0.00460544+0.00236005j 0.00186495-0.00880193j -0.00250503-0.0017819j -0.00456351-0.00236546j -0.00155837-0.00229657j 
-0.0166487+0.00931073j -0.0132343+0.00880673j -0.00265626-0.00114406j -0.00593613+0.00637808j 0.0211796-0.000886739j -0.0192476+0.0117058j -0.00430348+0.0108128j -0.000583721+0.00403329j -0.00622365-0.00198364j 0.00437905+0.00359448j -0.00369871+0.00803668j -0.0034598-0.00509242j 0.000745191-0.000627208j -0.00138114+0.00405094j 0.00489738+0.00044504j -0.00406761-0.000990592j 0.00771807-0.000553738j 0.00265237-0.00200893j 0.00331178-0.000219895j -0.00210704+0.00500983j 0.00124219+0.00409385j -0.000539495+0.00537301j 0.0053483-0.00186585j -0.00357979+0.00178684j -0.00656852-0.000197629j 0.00349821+0.00168196j 0.00076365+0.000115465j 0.000503055-0.00478851j -0.00341391+0.00268642j 0.00392897+0.000362067j 0.00110589-0.00427613j -0.008147+0.00111144j -8.47057e-05-0.000898809j -0.00536183+0.00572909j -0.00184857-0.00133804j -0.00113056-0.000239912j 0.002604-0.00819701j 0.00425159-0.000823818j -0.000147537-0.0144376j -0.00091615+0.00328353j 0.00475514-0.0116026j -0.000281979+0.0133305j 0.0143078-0.00276909j 0.0158907-0.00623851j 0.0286312-0.000714901j -0.0196669+0.0247182j 0.0108728+0.014945j 0.0259656+0.00474604j 0.0223643-0.0104924j -0.0301404+0.0094143j -0.00723437+0.0525477j 0.0213662-0.0200255j -0.0139191-0.00667141j -0.0206333+0.000284467j 0.0126264-0.00899464j -0.0216497+0.0191874j 0.00386438+0.0100905j -0.00197191+0.00282582j -0.000286808-0.0277016j -0.00652869-0.012868j -0.0219375+0.00791114j 0.0189057+0.0208379j 0.0179625-0.0253739j -0.0219362-0.00634963j -0.0167724-0.00763371j 0.00963134-0.0181251j -0.00626247+0.0200862j -0.0171246-0.0198135j 0.0151329-0.0120264j 0.00775441-0.00682886j 0.0108767+0.00699699j -0.00924148+0.0123703j -0.0211324+0.00568083j 0.00371524-0.0013379j -0.0220259-0.0179088j -0.0187731-0.0116209j -0.00360199-0.00238256j 0.00727599-0.00962084j 0.00584547+0.0010147j -0.00535955+0.013821j 0.00118398-0.00888397j -0.00952654-0.000676565j 0.0166909+0.00770886j -0.00649777-0.0149276j 0.0144323+0.00447824j 0.00835837+0.00578604j 0.00758315-0.0139792j -0.00128527+0.00218674j 0.00332982+0.00288059j 0.00574162-0.00316997j -0.00577272-0.00141438j 0.00318317-0.00065111j 
