-0.0189314-0.0299349j -0.0319254-0.0827428j 0.0300229-0.0864091j -0.040762-0.0435456j 0.0528136-0.00089286j 0.103857-0.0418006j 0.0178965-0.025338j -0.0897004+0.0719985j -0.0245353+0.00796058j 0.0413688-0.0172593j 0.0640138-0.0441119j 0.00424039-0.0185034j -0.0408618+0.0276533j -0.0470804+0.0347625j 0.0135822+0.00756438j -0.0440573+0.0533788j 0.0170083+0.0201854j 0.0120972+0.00466861j 0.0394183-0.00862757j -0.0672066+0.0473901j -0.00881317+0.0258193j -0.00276348+0.0102926j 0.0504179-0.0215055j 0.114631-0.0856582j -0.0262758+0.0242402j 0.0265967+0.0306124j 0.0456917+0.00690092j 0.0150535+0.0244483j -0.00736677+0.0735493j -0.112585+0.184506j 0.290854-0.119428j -0.0301361-0.137183j 0.102963-0.222512j -0.184669+0.0466199j -0.0417297+0.0173156j 0.0235221-0.0106109j 0.031725+0.0562221j -0.0977795+0.0925615j 0.00193934+0.0135484j -0.0150558-0.00525865j -0.0692921+0.057471j -0.029967-0.0191489j 0.0416523-0.0291021j 0.00667898-0.0235862j -0.0300729+0.00804661j -0.0347083+0.0144077j -0.0191494+0.0180976j 0.0064815+0.0219252j 0.00276242+0.00208593j -0.043581+0.0288509j 0.0117064+0.00294489j -0.0090461-0.00918813j -0.0109101-0.00820992j 0.0291152-0.0167752j 0.013433-0.00975744j 0.00978974+0.0105048j 0.000709384-0.000237037j -0.00991573+0.00881671j -0.00756695+0.0206888j 0.0113794+0.00177869j -0.0122775-0.00400882j -0.0387819+0.0343595j 0.0107269-0.00755291j -0.00941182+0.00334456j -0.0123718+0.0315295j -0.0311014+0.0254627j 0.0280416-0.034542j -0.0270298+0.00330039j 0.0648313-0.11978j -0.0948973-0.0104238j 0.0778902-0.112287j -0.076675+0.0307991j 
-0.0389728+0.020423j 0.00515422-0.00846463j 0.0809328-0.0274894j -0.0768681-0.106691j -0.0452507+0.198307j -0.0195515+0.0605416j 0.0704941-0.0724386j -0.120126-0.0103631j -0.172408+0.10403j 0.0712321-0.055606j 0.0135255+0.100529j -0.020678-0.0428845j 0.0456543-0.0466962j -0.00649358-0.142458j 0.138164-0.00630443j -0.0171977+0.033837j -0.152701+0.0237086j 0.254869-0.0506406j -0.0488476-0.0191516j -0.0139949-0.0394282j -0.134631-0.0436131j -0.0018301-0.0471389j 0.140518+0.0152578j -0.146545+0.210376j 0.104048-0.0379492j 0.0222738+0.0939597j 0.00297357+0.0198736j -0.0669533-0.0264779j 0.183371+0.010746j 0.121523-0.14218j -0.078875+0.223151j -0.0171418-0.115442j -0.0520957-0.0098314j 0.0648408-0.0834566j 0.00695394-0.00489874j 0.0321531+0.0689985j 0.0513203+0.0731505j 0.0257024+0.0252478j 0.0210902-0.0216421j 0.0125688+0.0125674j 0.0391608-0.00351023j 0.00927703-0.0207312j -0.0141402+0.0245797j 0.0187569+0.00611187j -0.00959634-0.0339802j 0.0394523+0.0045954j -0.00703102-0.00715095j -0.0128709+0.0312139j 0.0146079-0.00293028j -0.0218846+0.00722057j -0.00998544-0.00614877j 0.00347732-0.00564451j -0.0148743-0.00895661j -0.0121453+0.000854171j -0.00343253-0.00692719j -0.0176273+0.00708022j -0.00417806+0.013894j -0.00873387+0.00243755j 0.0315515+0.00865473j 0.0208497+0.00765518j -0.0210743-0.00724536j 0.0127926+0.0107991j 0.0178428-0.0149405j 0.0132202-0.00730355j 0.00546105-0.00699263j -0.00755473-0.0193976j -0.0115296+0.0012535j -0.0224566-0.0209695j -0.0284002+0.0243069j 0.0123602-0.0511878j -0.0242813-0.01174j 0.00233642-0.046805j 
0.00659291-0.0091524j -0.0384889+0.0119562j -0.00357168-0.0544795j -0.0363398-0.0285186j 0.0202573+0.0775067j 0.0576759+0.0660553j 0.114356+0.0387082j -0.0145181+0.0162425j -0.152984-0.0578888j 0.0941406+0.016524j 0.0621557-0.0392962j 0.135252+0.110275j -0.109811+0.000244792j -0.0104278+0.0464653j 0.00359853+0.140638j -0.159473-0.10325j -0.105556-0.192808j -0.0140567+0.0395492j 0.0586872-0.0448385j -0.0116658+0.0672285j -0.0343485-0.175667j 0.204459+0.0959162j 0.0209127+0.0888588j 0.055815-0.0397982j -0.0520458-0.0484111j 0.0170706-0.00409736j 0.0465325-0.167747j -0.0138562+0.0342479j -0.0329592-0.106636j -0.157556-0.0636333j 0.17711-0.0667909j -0.0601688+0.278023j 0.0760288+0.147229j -0.088405+0.0530449j -0.0359349+0.0187858j 0.050095-0.00362432j 0.0118884-0.026878j -0.0513744-0.00983122j 0.0278179-0.00293625j -0.0205115+0.00850554j -0.0630935-0.031125j -0.00833313+0.0674267j 0.0121897+0.00254961j -0.00254152+0.0484842j 0.0185371-0.0206406j -0.0168558-0.00448525j -0.00527289-0.0310197j 0.00388014-0.0160078j -0.0365231+0.000425176j -0.0197657-0.0128547j 0.0275237-0.0169557j -0.0125855+0.00789983j 0.0108561-0.00604098j 0.0134281-0.00722645j 0.0100635+0.030614j -0.000928499-0.0287694j -0.0300382-0.0265998j 0.0279522+0.00815173j -0.0600847+0.0326414j -0.00279121+0.0394383j -0.0165402+0.0373388j -0.028157-0.0214452j 0.0104673+0.023469j -0.00171105-0.00907428j -0.000784402-0.0191251j 0.000541278-0.0204018j 0.0106707-0.014567j -0.00518956-0.0106078j 0.0272727+0.0170959j -0.0218831+0.0470468j 0.0277862+0.0434273j -0.0265687+0.018567j 
-0.047051+0.0533821j 0.0276868-0.0371033j 0.0516503-0.0578878j 0.117259-0.0546049j -0.200289+0.0171747j -0.0847006-0.013891j 0.0478464-0.082525j 0.0849328+0.0463878j -0.11284+0.0548667j 0.00154028+0.0149941j -0.0496815+0.0272787j 0.0423414+0.0371898j 0.0361639-0.0438373j 0.0519848-0.160812j 0.0282531-0.0457313j 0.00541775-0.0407657j -0.00769941+0.060219j 0.0992293-0.00252338j -0.00954637+0.0508823j 0.0505703-0.0834559j -0.0745532+0.0375953j 0.0271007-0.00349661j 0.0186-0.0146238j 0.0860213+0.0823673j -0.0114597+0.00599668j -0.0353016+0.0430355j 0.000568211-0.035181j -0.128057-0.221986j -0.0730846+0.0499346j 0.0160221+0.249762j 0.0439921-0.00885288j -0.0784545+0.152309j -0.073611-0.0210168j -0.0611127-0.0445094j -0.0523194-0.0302072j 0.0270532+0.0019635j 0.0563619+0.0533978j 0.0362927+0.0139354j -0.00375807-0.0100209j 0.00595362-0.0201664j -0.00106105-0.0136684j -0.00430146-0.00806218j 0.00411915+0.001439j -0.0245295+0.00168889j -0.0287383-0.0204202j 0.00396505+0.014755j 0.00843049+0.0193938j 0.0299402+0.00271091j 0.00836876+0.000654464j 0.029437-0.000761183j 0.0003339-0.0170416j -0.0120239-0.000223335j 0.00418157+0.000801972j -0.0131768-0.00373471j -0.00596102-0.0104632j 0.00620828+0.000302556j -0.00615286-0.0031038j -0.00165827-0.0121077j 0.00202933+0.0235931j -0.00389878-0.000601108j 0.00335832+0.0161852j 0.0226399-0.0169471j -0.0180993-0.0308507j 0.00118207-0.00420285j 0.0161393+0.0416534j 0.0103466-0.00939047j 0.00118703+0.0211303j 0.00911076-0.0415776j 0.0332151-0.0297544j 0.0304427+0.0533751j -0.0352311+0.0209458j -0.042077-0.0266124j 
-0.00628325+0.0327549j 0.0369978+0.00273286j 0.0697549-0.0597247j 0.0294466-0.0152557j 0.0310014+0.0467554j 0.0288811-0.0357041j -0.0744883-0.0428722j 0.037156-0.0922518j -0.0191221-0.000792844j 0.0350189+0.11974j 0.109629-0.0781003j -0.0934823-0.0562943j -0.0326312+0.0489685j -0.0741866+0.0472007j -0.0598196+0.11631j 0.0630646+0.0776192j -0.0720567-0.146545j -0.0207614-0.212557j -0.0539507-0.0545218j -0.067579+0.0552288j 0.0404111-0.092591j -0.205841-0.0312141j -0.0498049+0.116288j 0.0970364-0.0387422j 0.0055077-0.0288843j 0.122191+0.0263658j 0.0468535-0.0735858j -0.0704345-0.00430262j 0.0684338+0.0271805j 0.0307866-0.0688899j -0.136365-0.130009j 0.0272309-0.14795j 0.0385706-0.094364j 0.0484977+0.0230382j 0.00428141+0.00122875j 0.00826986-0.0162659j -0.0253869+0.0147362j 0.0182874+0.0329044j 0.00586483+0.0107898j -0.00323308-0.0112111j -0.0184115+0.0438724j -0.0151046+0.0020522j -0.0098718-0.020204j -0.00772823-0.0143261j 0.0138783+0.0508671j 0.0239175+0.029521j 0.0167568-0.0166861j -0.020059+0.00719912j -0.00618963-0.00577155j -0.00228159+0.0189231j 0.00223622-0.0188248j 0.02439+0.0080675j 0.00407365-0.0216872j 0.0101368-0.00616408j -0.0117694+0.00127347j -0.012295+0.0249806j 0.00186766+0.00797719j -0.0355144+0.0126263j 0.00260712+0.00624095j -0.00535645-0.00827792j 0.00236015+0.0170825j 0.0216923+0.0118532j -0.014335+0.00392982j 0.0212062-0.0118956j -0.0195577-0.0191042j 0.000883038-0.00851421j 0.0170391-0.0191387j 0.0115954+0.0286277j -0.0131173-0.00546785j 0.00680859-0.0292201j 0.00150842-0.0332599j 0.0291485+0.0166359j 
0.0238865-0.0464217j 0.00100102-0.00333764j 0.0189248+0.0421079j 0.0493568+0.0770361j -0.0254948-0.126502j -0.0869656-0.00236687j -0.0244888-0.0430418j 0.0870887+0.0575857j 0.017438+0.0317376j 0.0105755-0.0226411j 0.0691826+0.101674j 0.0159379-0.0149094j 0.0280451+0.103594j -0.12142-0.0485388j 0.0488572-0.0898563j 0.0531334+0.0229662j -0.00324527+0.105546j -0.0581202-0.0595854j 0.0120554-0.0300851j 0.135838-0.140841j -0.0294174-0.13781j -0.00232042-0.0346361j -0.0180245-0.0448558j 0.0211792+0.0850574j -0.0641186-0.021371j 0.0125396+0.185584j 0.0961379-0.0145566j 0.0255292-0.0621467j 0.130096+0.0731055j 0.00139496+0.0134277j -0.125761-0.142658j 0.0497397-0.0270893j 0.065575-0.0108061j 0.0359663+0.0418415j 0.00805388-0.0228136j 0.00477211-0.0104542j 0.00135551-0.0171576j 0.0263645+0.0215538j -0.0198553+0.0238239j 0.000629075+0.013428j -0.0124779+0.00403124j 0.010628+0.0200661j -0.0208945+0.0156474j 0.00718555+0.0317489j 0.0286936+0.0315585j 0.0134792+0.0138125j -0.0130415+0.00897302j -0.0190037+0.00576004j -0.0177196+0.0102269j 0.0164357-0.00299569j -0.0213793+0.000712034j 0.0193886-0.0205427j -0.0166173+0.00738789j 0.00297475-0.0255419j -0.0218975-0.00781248j -0.00329211-0.0139876j 0.00307918+0.0344992j -0.0119304+0.00714926j 0.00458121-0.0185185j -0.0163714-0.000909415j 0.024461+0.00498246j 0.0152655+0.0223424j -0.0557821+0.0100263j 0.00211224-0.0391744j -0.0205735-0.0101542j -0.0292226+0.0316147j -0.00382193-0.00734882j -0.0127681+0.0133364j 0.00157075+0.00608811j -0.0109068+0.0093273j 0.0127232-0.00865757j 0.0216237+0.0222664j 
-0.01017-0.00184044j -0.00308651+0.018267j -0.0201611+0.0725178j -0.020151+0.0404358j -0.0149799-0.071132j -0.0318389-0.0750427j 0.0139184-0.0487494j 0.0321509+0.0472243j -0.0378726+0.0169756j -0.0204913+0.0298652j 0.126501+0.166978j -0.216075-0.189218j -0.00687351+0.163906j -0.0616996-0.0697172j 0.000994333+0.00253845j 0.0105738+0.134896j -0.00571196-0.0108104j 0.00917159-0.0113348j -0.0840998-0.0246726j -0.113686-0.086463j 0.0550052-0.0210393j 0.0859831-0.127758j -0.0702059+0.00386586j -0.177255-0.0231943j 0.0304309+0.0927663j 0.0395823-0.0168856j -0.019272-0.00213113j 0.0845606+0.0143394j -0.0494119-0.00813746j -0.0629894+0.0557036j 0.0344857+0.0879886j -0.0916653+0.102483j -0.0639408+0.056052j -0.00662783-0.059402j -0.0125316-0.0305509j 0.0209242+0.0197363j 0.0445371+0.00784061j 0.0404781-0.00535697j -0.0104088-0.0140129j -0.00596944-0.0213314j 0.00121775-0.0168394j -0.0111481-0.0246617j 0.00331707+0.0369944j 0.0244544+0.0186882j -0.00318865-0.0166367j 0.0369413+0.0250916j -0.00332741+0.00771707j 0.00986817+0.0125904j -0.00385914+0.00877333j -0.0279679-0.0337375j -0.00129219+0.0189932j -0.0098393-0.00310237j 0.0113013-0.020456j 0.00775013+0.0197684j 0.0100626-0.00700344j 0.014324+0.0131821j 0.0285281-0.00181408j 0.0112898-0.0349337j 0.0212061+0.0320502j 0.00992842-0.0037183j -0.0344058+0.00614944j 0.0109199-0.0299686j 0.0142351+0.0199715j -0.0197404+0.0325199j -0.0146978-0.00138334j 0.0313096+0.00238281j -0.0132986+0.0446257j -0.019178-0.00797266j 0.00540079-0.00776051j 0.0104357+0.0298871j -0.0159168+0.0131806j -0.00687585-0.0236209j 
0.0170122+0.0104988j 0.0572189-0.0166002j 0.0134935-0.0258404j -0.0325959+0.0708816j 0.118174-0.0262755j 0.0270173+0.0435117j 0.0749775+0.0106641j -0.14596+0.0320784j 0.0908337-0.000843258j 0.0132185-0.00849692j -0.0683095+0.0306692j -0.0205165+0.0643965j 0.00845947+0.0173514j -0.190957+0.10187j 0.0953795-0.1163j 0.120803+0.03364j -0.0458017+0.131176j 0.0146622+0.0280695j 0.0195344-0.0352315j 0.0940218+0.0594225j -0.00611494-0.035866j 0.0692716+0.0962766j 0.0760762-0.0863397j -0.03646+0.085326j 0.00884111-0.0772823j 0.103657+0.0121616j -0.0258672+0.0648912j 0.0399565-0.027397j 0.0719261+0.0412266j 0.0360352-0.143409j -0.0461818-0.0474008j 0.00837198-0.219948j 0.0349739-0.0614176j 0.0471558+0.0109601j 0.0226543+0.00643852j 0.0169394-0.00621119j -0.0347771-0.0244892j -0.00643184+0.00796165j -0.0122085+0.0340919j 0.00673981+0.0142811j -0.00577538+0.0191294j -0.00147171-0.0165791j -0.00503829-0.00827784j 0.015786-0.00994811j -0.00420942+0.0275703j 0.00487665+0.00411988j -0.0277914+0.029242j 0.00776187-0.00182659j -0.0259068+0.0272451j -0.00724848+0.0600922j -0.00676893+0.0166236j 0.00930036-0.00156709j -0.0299489+0.0339594j 0.00194987-0.032059j -0.00999011-0.00903208j 0.00949641-0.0282957j -0.0129338+0.025217j -0.0134877-0.0120355j -0.00615013-0.028369j 0.000558429-0.00622824j -0.0293155+0.0315407j 0.00646205-0.00080058j 0.00810112+0.00694916j 0.0230657-0.0164504j -0.000374233-0.0111684j 0.0282208-0.00797274j -0.00968605+0.0318691j -0.0152437+0.0104076j 0.0027991-0.00387781j 0.00325508-0.0241856j 0.0125667-0.0315118j 0.0242545+0.0207831j 
0.0234075-0.0205745j 0.0178945-0.00203329j 0.0165691-0.0604109j -0.0552742+0.00967825j 0.178338+0.0667145j -0.000787147-0.0366867j -0.0281011+0.0559991j 0.0204566-0.0381746j -0.00881048-0.064712j 0.00973227+0.0296654j 0.0593141+0.0394362j 0.0567234-0.0628066j -0.167498-0.0653594j -0.130896-0.00280747j -0.026645-0.0707494j -0.0617948-0.107343j 0.190666-0.146851j -0.0350271-0.0367672j 0.0250764-0.0415991j -0.0135034-0.0967344j -0.0613495+0.202763j -0.0898409+0.0451467j -0.0216328-0.0706765j 0.0456671-0.0724144j 0.0534014-0.0764907j -0.0934699-0.107422j 0.0149593+0.128125j -0.0763749-0.085291j -0.0605867-0.0191053j 0.0423911-0.00113515j -0.0995624-0.0365091j -0.0795418-0.150762j -0.00701639-0.050833j 0.0698203-0.00668336j 0.0209671+0.0214118j 0.016726+0.0106474j -0.0285721+0.0188433j 0.042007+0.0108584j 0.0116286+0.000826624j -0.00100155-0.0244158j -0.0360829-0.0038558j 0.00969627-0.00833429j 0.0195027-0.000853563j -0.0094354+0.00173721j 0.011682+0.00375849j -0.00822173+0.0371011j 0.00961534+0.00477791j -0.00902775+0.00254656j 0.0365184-0.017896j 0.00607419-0.0022392j -0.0113402+0.00422973j -0.00863589+0.0283084j 0.0373555+0.0032343j -0.000472571-0.00153432j 0.0199725-0.0235646j -0.018557+0.0110901j 0.0314893+0.00131382j -0.00045565+0.00715752j -0.00669639-0.00988307j -0.0154742-0.0640091j 0.0145119+0.0044406j 0.00910376-0.00574865j 0.0119655-0.0135804j -0.0169466-0.0316144j 0.0194154-0.00110723j 0.00519312+0.0198856j -0.0130439+0.00464799j -0.00940989+0.000447529j 0.00326068-0.00973418j 0.00728175-0.00632158j -0.0186114-0.0179886j 0.027487-0.00567354j 
-0.0359485+0.0207587j -0.0320916+0.0152194j 0.04436+0.0414429j -0.0299764-0.0775001j 0.0166672-0.0734267j 0.139396-0.0168113j 0.103251-0.024094j 0.0784706-0.036282j -0.172761-0.061963j 0.140205+0.0278433j 0.0715249-0.0804115j 0.0798517-0.049236j 0.0859805-0.0714016j 0.0474976-0.00551384j 0.0470565+0.0093138j 0.0690185+0.0190009j 0.0700738+0.118303j 0.149109+0.0198506j 0.05713+0.0264627j 0.0138126+0.0609648j -0.111814+0.126437j -0.110969+0.111355j -0.0177717-0.0561193j -0.119543-0.0494427j 0.0641657-0.0282689j -0.0331379-0.117307j 0.109323-0.0405586j 0.114279+0.0218632j 0.0112589-0.117387j -0.039308-0.00649791j 0.0523287+0.0645212j 4.02317e-06-0.0375146j -0.0176469-0.0695482j -0.0324841+0.0324863j 0.0369066-0.000171313j -0.019344-0.0264502j -0.0176706+0.011823j 0.0153507-0.015285j 0.0261143-0.000478098j -0.0139394-0.0278841j -0.0212214-0.0338021j 0.0241203+0.00132223j -0.00352325+0.0101744j -0.00210107-0.00293363j -0.0172626+0.00114448j -0.0192287+0.0021413j 0.025042+0.000472424j -0.0299635+0.00353222j 0.027937-0.00677513j -0.0095364+0.0105287j -0.00493571-0.0216839j -0.0138912+0.00722964j 0.0026326+0.0012106j 0.0356471+0.0150587j 0.0060598+0.0114791j 0.00492093+0.0150788j -0.0214704+0.00738215j -0.0122458+0.00293815j 0.0137985-0.013803j 0.0277158+0.0157075j -0.0391002-0.019379j 0.0259965-0.00703906j -0.00362352+0.0155812j 0.0097935-0.0174163j -0.0274824+0.00188823j -0.0053305+0.0216637j -0.00219411-0.0118979j 0.0210568-0.0107847j -0.0374214-0.0130716j 0.0038156-0.0161003j 0.00337663+0.00113j -0.0168473+0.00931134j 
0.0274996-0.0302304j 0.00859744-0.0114621j -0.0211936+0.0491935j 0.00030868+0.0236024j 0.0613064-0.129753j -0.0508489-0.0942792j -0.0504691-0.0216608j 0.0718622+0.0756189j 0.0699469+0.0609519j -0.124475-0.0587921j -0.064727+0.174142j -0.062955-0.0406188j -0.0286998-0.0407433j -0.0894042+0.01738j 0.0150348-0.0194793j -0.104489+0.00196284j 0.0169266-0.0799942j 0.0113378-0.0145459j -0.0044417-0.0396847j -0.0296356+0.0239151j 0.0559065+0.101414j 0.208071-0.00139914j 0.122654-0.0592879j -0.0227726+0.0398395j 0.0826139-0.0559304j -0.0276575+0.0149145j -0.163426+0.146878j -0.0433769+0.00279462j -0.0299765+0.0356572j 0.0187456+0.00876599j -0.000228787+0.0783986j -0.111231-0.0235284j -0.0617489-0.00134357j 0.0144302-0.0274854j 0.0216878-0.034801j 0.0171023+0.0150865j 0.039463+0.00576025j 0.0612722+0.0216502j -0.00846742-0.0146498j -0.00346268-0.0159054j 0.0142873-0.0226744j -0.0117721-0.00577401j 0.000461637+0.0247503j 0.0105822-0.00604673j -0.0260007-0.00467395j 0.0220641+0.00748699j 0.00352619+0.00583437j 0.0247502-0.0162845j -0.00519457+0.019803j 0.0277489-0.022732j -0.0188214+0.0481747j 0.00875345+0.00287861j 0.0363944+0.00284124j -0.00829125+0.0269075j 0.0258141+0.00412795j -0.00347125+0.00325244j 0.0050394+0.00661861j -0.000361661+0.000952179j -0.00468544+0.0274739j -0.0104361-0.00170164j -0.00486856-0.0111946j -0.000759998+0.0152315j 0.00864193-0.000906305j 0.0088217+0.0191042j 0.00797381+0.00622895j -0.00252631-0.0410588j 0.032811-0.00143534j 0.00772202+0.0254432j 0.00930113-0.00953436j -0.0103517-0.00266527j -0.036047-0.00299736j 0.000246097-0.0230306j 
0.024441-0.0547317j 0.0218105-0.0528195j 0.0103585+0.0235227j -0.0995015+0.0531399j 0.0978655-0.107851j -0.0755722-0.0377789j -0.036117+0.0611155j -0.0320267-0.0349433j -0.0888684-7.46138e-05j -0.0217539+0.0577794j -0.107583+0.0130216j -0.0653285+0.122939j 0.0844806+0.156625j -0.220957-0.0125952j 0.0170712+0.105092j 0.171461+0.0152777j -0.0773699-0.0294808j 0.171711-0.142956j 0.00787026+0.04726j 0.0156239+0.0540362j 0.05384-0.194815j -0.128298+0.110528j -0.0477031+0.0820745j -0.0458018-0.012418j 0.064128-0.0908381j -0.172057-0.0699289j -0.182704-0.0119618j 0.0360442-0.0543586j -0.108331-0.0750797j -0.0603516+0.108613j -0.0133993+0.0376368j -0.0344628+0.00723467j -0.0572314-0.00121135j 0.0708081-0.0369685j -0.000790502-0.0318383j 0.0583556-0.0246375j 0.01225-0.00878j 0.0696196+0.00757583j -0.00341765-0.0036778j -0.00958823-0.0142493j 0.0118141-0.019896j 0.0205991+0.0336441j -0.0059933-0.00504122j 0.00953657+0.0035391j -0.0390038-0.00316405j 0.0143448+0.0144694j 0.000117541+0.0104138j 0.0111891-0.00315649j -0.00896479+0.0150444j -0.0222628-0.0184525j 0.00420173+0.0044265j 0.0206697-0.0314309j -0.00604006+0.0129954j 0.000277962-0.00563407j 0.00291247+0.00518788j -0.00459963+0.00490944j 0.00609919-0.02687j 0.00651004+0.00484341j 0.0160179+0.0110911j -0.00261101-0.00651216j 0.0174539+0.00889102j -0.00175916-0.0358223j 0.023523+0.00815819j 0.00322866-0.0106943j -0.00555736+0.0215477j 0.00231105+0.0101114j -0.0129354+0.0125224j -0.0292234+0.00403j 0.0527115-0.0167593j 0.0255435+0.0398927j -0.0238444-0.00666231j 0.00837296-0.014831j 
0.0182555-0.00106089j 0.00584592-0.0156025j 0.121297+0.0649012j 0.0937407+0.0120321j -0.00813222-0.0641538j 0.0681592-0.0686485j 0.0461069-0.0281875j -0.0181217+0.159387j -0.058911-0.0311864j 0.163871+0.0540684j -0.0783451+0.0409655j 0.0173716+0.0344515j -0.0420631-0.0293416j 0.00711978-0.104901j 0.0608632-0.00907727j 0.046737-0.13992j 0.0139084+0.0681517j -0.0910413-0.0476145j 0.0345326+0.0473389j 0.0308769-0.030513j -0.0934426-0.0663027j 0.0174683+0.0536476j 0.0543151+0.0832725j -0.0615331+0.0459096j 0.0470112+0.084356j 0.0595553-0.0328235j -0.0456564+0.0461643j 0.067147+0.018566j -0.0546637+0.0998013j -0.0392859-0.0650956j 0.0310274-0.130433j -0.0867994-0.0575309j 0.0683357+0.0478111j -0.0386495+0.0575937j 0.0015682+0.0100491j -0.00698379+0.00232484j 0.0187565+0.00626577j -0.0174419+0.0168496j 0.0282885-0.0122949j -0.0281253-0.0343376j 0.0101994-0.0224928j 0.00608645+0.0137499j 0.0266612+0.00817907j 0.00228459+0.0298422j 0.0127995+0.0340936j -0.0306789+0.0262822j -0.01117-0.0255604j 0.00717244-0.01841j 0.0135392-0.0195025j 0.0284163+0.0189685j -0.00808628-0.0460637j 0.00928195+0.0299917j -0.00842723+0.00522343j 0.00501856-0.00331988j -0.0104716+0.0165358j 0.0172844+0.0222081j 0.0119907-0.00965256j -0.00234394+0.0143559j 0.0280609-0.0337576j 0.0227534+0.00360285j 0.0142599+0.0123731j -0.0202081-0.00987983j 0.0205885+0.0273267j -0.00787296+0.00679415j -0.0240513+0.0274287j 0.0175043+0.00106772j 0.00525001+0.000378378j 0.00991504+0.020916j -0.0080459-0.00202391j -0.0177856-0.0216245j 0.0176517+0.00889709j -0.0101099+0.0367918j 
-0.0107876+0.0166871j 0.0205747+0.0344017j 0.00770494-0.0452122j 0.0280736-0.0341638j 0.0204437+0.0771092j -0.182286-0.0453179j -0.0208316-0.0749437j 0.0218682-0.096274j 0.225086+0.0435605j -0.00968844-0.0652595j -0.0759885+0.224839j 0.0297055+0.00182536j 0.0191757-0.0378759j -0.057775-0.0362052j 0.069277+0.0473163j 0.0577907+0.0529203j 0.0229257+0.162005j -0.122669+0.245144j -0.0149712+0.00680135j -0.0644705-0.00462017j -0.0755487-0.0521204j -0.12106+0.0380836j -0.052541+0.0221162j 0.00892009-0.231743j -0.115476+0.153964j 0.0775437-0.00949572j 0.147555-0.058996j 0.0683818+0.0854126j -0.0370573-0.0420041j -0.0509465+0.0904634j 0.0968149+0.0695589j -0.0867118+0.122198j -0.0356129-0.00252513j -0.0131598-0.0434345j 0.000182297+0.00187656j 0.0522838+0.0291452j 0.0058193+0.0378658j 0.0447236+0.00212543j 0.000246612-0.0230181j -0.0112987-0.00134719j 0.0172792-0.0055762j 0.0124159+0.0151026j -0.0148341+0.0120264j -0.0146968+0.00668231j -0.0306002-0.0202789j -0.00688101-0.0127139j -0.00781046+0.0225046j -0.00363647-0.00427466j 0.0149176+0.00615876j -0.0197415-0.0170658j 0.00587378+0.00554432j -0.0073657-0.0241923j 0.0186272+0.0144862j 0.000919613+0.00188578j 0.0110086-0.00487234j 0.0137117+0.00826036j -0.0104179+0.00890035j 0.00398069+0.00110716j 0.030047+0.0113952j 0.0243596+0.0108523j -0.0145224+0.00458402j -0.0168521-0.00264552j 0.0192659-0.0181899j 0.0177816+0.00373855j 0.00018855+0.0107397j 0.00128739-0.00207676j 0.00357781+0.0110464j -0.0209663+0.00994534j 0.0111745+0.0120881j -0.00767585+0.0147258j -0.0211222+0.00973367j -0.0172909-0.0188437j 
0.0374864-0.0598784j -0.0108272-0.073767j -0.0480846+0.00299721j -0.0461363+0.0031484j -0.012801+0.0596058j 0.0281143+0.0873678j 0.0750833-0.0408668j -0.0831472-0.0143217j 0.0365132-0.0941259j 0.129868-0.0498836j 0.0665054+0.0038126j 0.013462-0.0239635j -0.157256-0.0500621j 0.0966868+0.0345465j 0.0974109-0.136581j 0.0715524-0.0730004j 0.106117+0.000861249j -0.00342298-0.0182481j -0.0988797-0.00277778j 0.049996-0.0398693j -0.0223028+0.163706j 0.0220351-0.0222129j -0.0907706-0.0335385j -0.174744+0.147214j -0.15331-0.0500236j 0.0382461-0.127562j -0.0295525-0.132638j 0.085301+0.0303085j -0.0285543-0.0599615j -0.0369944-0.0323933j -0.0747229-0.0457952j 0.0561337-0.0581259j -0.0273657-0.00159247j 0.0547653+0.00665932j -0.0274892+0.0151562j 0.015352-0.0354117j -0.035001-0.0165283j -0.0219862-0.0288125j -0.0159782-0.00928183j -0.0138734-0.0036165j -0.00956378+0.00693758j 0.0058233+0.0217314j -0.0123211-0.000988486j -0.0170105+0.00527211j 0.0201205+0.000249704j -0.0039723+0.00852337j -0.0121368+0.0303624j -0.030429-0.0424385j 0.0187129-0.00190815j 0.0111538-0.0144798j -0.0322958-0.0237932j -0.00332626+0.0160952j 0.0281858+0.034115j 0.0145133-0.0164201j 0.00340795-0.0111411j 0.0110446-0.0256473j -0.0147966+0.00888334j -0.0298861+0.0029717j 0.00894479-0.0197748j -0.0083099-0.00444995j 0.01356+0.00355149j -0.00369367+0.00318366j -0.019892-0.00217584j 0.0114725-0.0185235j -0.000271854+0.010324j 0.0241944+0.0119438j -0.0116646+0.027417j -0.0108716+0.00423413j 0.0212689-0.00278031j 0.00441279+0.000122495j 0.00689751+0.00558438j 0.0120433+0.0114037j 
