0.0915105+0.0450084j 0.156448-0.000429535j 0.126771+0.140528j 0.0244778-0.00175637j 0.0657442+0.0732847j 0.0242032+0.050786j 0.0503432-0.0836907j -0.00200783-0.0481182j -0.0362063+0.0761208j -0.0708297+0.087634j -0.106137+0.0319916j 0.0405269+0.0120322j 0.0308558-0.0754589j -0.0151102+0.00564867j -0.049364-0.00224536j 0.0503534-0.0925613j 0.199014-0.216586j 0.0785198+0.0186294j -0.266546-0.0122447j 0.0991976-0.087761j 0.00543623+0.13157j -0.114864+0.235978j -0.100793+0.0538593j 0.0454599+0.16241j -0.0481702-0.0462006j 0.149941+0.0376657j -0.0422109-0.13604j 0.0953558-0.117219j 0.284995+0.39697j -0.0154088-0.0841558j -0.155173+0.0037775j 0.0498214-0.00249218j -0.00486426+0.0239314j -0.0139678-0.0110256j 0.0456264-0.0275585j -0.033015+0.0171937j -0.0173642+0.037508j 0.0144595+0.010472j 0.0230515-0.00563033j 0.0431427-0.00218109j -0.0176441+0.00823444j -0.00903623+0.0222442j -0.00700597-0.00626695j 0.0232912-0.0240122j -0.0341281+0.00768996j -0.0248852-0.00802764j 0.00610488+0.00500909j -0.00402805-0.0210277j 0.00128831-0.00385926j -0.0269493-0.038231j 0.0578948+0.037468j -0.0211371-0.0411724j -0.0222203+0.00847392j 0.0156953+0.00328641j -0.0249528-0.0149179j 0.0363074-0.0195815j 0.0292099+0.0116001j 0.0509233+0.010682j -0.0873645+0.05103j 0.0352639+0.0223498j 0.00702537-0.104212j -0.0305495+0.063879j 0.00626891-0.0190888j 0.0485702-0.0274708j -0.0300225+0.0219442j 0.084934-0.00147929j -0.0523935+0.0814569j 0.132241+0.0787647j 0.072114+0.15887j 
-0.00549718+0.00824567j 0.00706818-0.00570345j -0.00907789+0.000780448j 0.00228468+0.00218376j 0.0107328-0.00763315j -0.00743593-0.00166197j 0.00356116-0.0129624j -0.0134423+0.00685788j 0.00096841+0.0075626j 0.0023518-0.0084919j 0.00883055+0.0101042j 0.00454695+0.00118013j -0.00426939+0.000895869j -0.00473282-0.000503087j 0.0021283-0.0035411j 0.00519183+0.00293726j 0.0128151-0.0162644j -0.000684449-0.00419973j -0.00777874+0.00564051j -0.0139766+0.00341244j 0.00125216-0.00175484j -0.00740157-0.00721452j 0.000408921-0.0159286j 0.00501084+0.00128695j -0.010387-0.0134338j 0.0122429-0.0192771j 0.00620096+0.00639285j 0.010535+0.00513425j -0.00484311+0.00771014j -0.011241+0.0152357j 0.00715455-0.00620537j -0.012961-0.0108332j -0.000577775+0.0145901j 0.0191537-0.0164474j 0.0211223+0.0104832j 0.00907542-0.0210343j 0.0292035+0.00151103j -0.0289802-0.00792007j -0.0170293-0.00120138j -0.0114585-0.0101572j -0.0179264-0.0121276j -0.00727066+0.00149555j 0.0246956-0.00696221j 0.0139612+0.0160629j 0.0202792-0.0105659j -0.00835169-0.0125111j -0.00183972+0.0263416j -0.00865917+0.00712073j 0.0302941-0.000920824j 0.0256219+0.00432923j -0.0216662+0.00195658j -0.0161049-0.0287255j 0.0140593+0.0285647j 0.0104369+0.000771116j 2.60751e-05+0.0334912j -0.00735506-0.00730059j -0.0163353+0.0136207j -0.0119208+0.0195155j 0.000407086+0.0253167j -0.0064944-0.0109224j 0.0144428-0.0100375j 0.0102161+0.00383824j -0.0234359+0.0179749j 0.00759662-0.0150694j 0.0197924+0.0265273j 6.05331e-05-0.00654988j 0.0275271+0.00222839j 0.00520558+0.00592662j -0.000133274+0.00174658j 
-0.00405063+0.00255712j -0.00555107+0.00880747j -0.00328036-0.00649682j 0.00119893-0.00447806j -0.00327089-0.00135174j 0.00317478-0.00304433j 0.000541698-0.00139933j -0.00130647+0.00275244j 0.000470158-0.00267455j 0.00276+0.00280738j 0.00659574+0.00398683j 0.000785108-0.00716322j -0.00955602-0.00394717j -0.00329155-0.00316802j 0.00280676-0.00781612j 0.00715355-0.000832778j -0.0104712-0.0016177j -0.0130148+0.00543813j -0.00962416+0.0040363j -0.0149982+0.0201792j 0.00730001+0.0123605j 0.00664554-0.00473289j -0.00602807+0.0055217j -0.00185174-0.00221301j -0.00765516-0.00115552j 0.00570284+0.00761233j -0.0193632+0.0185563j 0.00115183-0.000946041j -0.00160883+3.01768e-05j -0.00502528+0.00966998j -0.00357865+0.00727521j -0.000128183+0.00622648j -0.00509491-0.0162359j -0.0177397+0.0136006j -0.00754245+0.000619784j -0.0164481+0.0119285j -0.00602516-0.00927773j -0.0171164+0.00252945j -0.0100702-0.00151821j 0.0033902+0.01009j 0.012469+0.0131796j -0.00449244+0.0174484j -0.00433638-0.00883969j 0.0165724+0.000776756j 0.00468736+0.0164608j 0.00241027+0.0352639j 0.00171038-0.0195392j -0.0427521+0.00785256j 0.0134298-0.0047772j -0.0191058-0.0104885j -0.0163578-0.0190134j -0.0253784+0.0255891j -0.0179679-0.0175964j 0.00505861-4.5903e-05j 0.0143529-0.0379734j 0.0184596-0.010501j 0.022236+0.0220472j -0.00573296-0.00882227j -0.0108685+0.0173404j 0.00938352-0.00428286j 0.00793452-0.00853293j -0.0152618+0.0118625j -0.0177246-0.00940903j 0.00612714+0.0142289j -0.0172026-0.0117808j 0.00967228+0.00888884j -0.015161+0.009663j -0.00586037-0.00668915j -0.00182099+2.38649e-05j 
0.000618293+0.0054199j 0.00549791+0.00345999j -0.00323929+0.000984594j 0.00241941-0.0120465j 0.00898813-0.00808208j 0.00627153-0.00880936j 0.00457954-0.00486132j -0.00332178-0.00714312j 0.00514407+0.000986809j 0.00388396+0.00723695j -0.00427408+0.00601411j -0.00111518+0.0087801j 0.00348679+0.0103653j 0.00115766-0.00605263j 0.0067329-0.000665883j -0.0165552+0.00275948j 0.00804338+0.00118376j 0.00490052+0.00293658j 0.010152+0.00664258j -0.00731596-0.0107356j 0.0127149+0.00952927j -0.0112246+0.00756042j -0.0112352-0.014051j -0.00485566+0.00309939j -0.00852694+0.0028423j 0.01121-0.00745711j -0.00765851+0.0165427j 0.00131282-0.00370619j 0.00580509+0.000631588j 0.00150346+0.000748236j -0.00216105-0.00901815j 0.0021821+5.36148e-05j 0.00463856+0.00437924j 0.00452439-0.00556775j 0.00310025+0.00284113j 0.00772927-0.00194424j -0.0140669+0.00599491j 0.0155284+0.00887181j 0.00387202-0.0215223j -0.00794777+0.0180906j -0.00330503+0.0154433j 0.0186223-0.0083026j 0.0168706+0.00495989j -0.0121658-0.0115666j 0.00951764-0.00451445j -0.00603694-0.00605259j 0.0157696-0.019781j 0.0516166+0.00389148j -0.0247839+0.000699218j 0.0147061+0.00711989j 0.0306763+0.0229933j -0.0048524-0.00885644j -0.0176443-0.0138971j -0.0113626-0.0104793j 0.0212436+0.0187222j -0.0274228+0.00279489j 0.0107842-0.0234428j 0.0261954+0.0132049j 0.011679-0.0412972j 0.0236174+0.0133369j -0.0254855-0.00781813j 0.0130663+0.00160847j 0.0165719-0.00378035j 0.00197606-0.00634997j 0.00498749+0.00378047j 0.00350448-0.00248538j 0.000387373+0.00292021j 0.00228411+0.000434056j 0.0101598+0.00447162j 
-0.00196988-0.00149429j -5.73896e-05+0.00847673j -0.0058804-0.00549761j 0.00211924-0.0083194j 0.00752999-0.00630788j -0.0026225-0.0109555j -0.00358101-0.00843799j -0.00281293+0.00481544j 0.00052596+0.00346185j 0.00226498-0.00328324j -0.0085491+0.0140827j -0.00031978-0.00159281j -0.00485044+0.00970179j 0.0140664+0.0101572j -5.2496e-05+0.00606601j -0.0164162-0.00232945j -0.00146053+0.00519966j 0.000658682-0.00579445j 0.0162993-0.00563178j -0.0195083-0.0288007j 0.00373638+0.0292728j -0.0130306+0.0270362j -0.0126151+0.00538891j -0.00639129+0.00264589j 0.0060265+0.0026823j 0.0104481+0.00175027j -0.00220016+0.00237668j -0.00377437-0.0033602j 0.00198432+0.00144316j -0.00599297-0.0140237j -0.00403821+0.0142477j 0.0041428-0.0064857j 0.00263658+0.00164369j -0.00110275+0.00141268j 0.00651555+0.00444484j -0.00586536-0.000244132j 0.00458276-0.010066j -0.000407051-0.00132067j 0.00159217+0.0183889j 0.0171929-0.00812388j 0.00694902-0.00568401j -0.0043357+0.00756433j -0.00929814-0.00328353j 0.00446678+0.00106593j -0.0113569-0.00113108j -0.00702867+0.000524943j -0.0195455+0.0073232j -0.0249415-0.0179709j -0.00423064-0.00229201j -0.00917569-0.0108152j -0.00374961-0.0177625j 0.0214736+0.00461726j 0.0185377+0.0111181j 0.00650858-0.00395166j -0.0167853-0.00156639j 0.013092+0.00814154j -0.00562403+0.00725265j -0.00609938-0.00737105j 0.00151282+0.0106008j -0.00415861-0.00132444j 0.000869539+0.0187136j 0.000430664-7.42867e-05j -0.00347742+0.00319275j 0.00407626+0.00279515j 0.00514081+0.000170092j -0.00705639-0.00143842j 0.00447081-0.00374494j -0.00130847+0.00126205j -0.00633233-0.00484643j 
0.00816084+0.000595115j 0.00093032-0.00117588j 0.00850065+0.00645066j -0.00571283+0.00124807j -0.00743804-0.00175525j 0.011913-0.00418484j 0.00139096+0.00393395j 0.00660388+0.00106512j -0.00184677+0.00215899j -0.00350564+0.00198197j -0.017807-0.00213963j 0.00277164-0.0109964j 0.00264412-6.00622e-05j -0.00162304-0.00089658j -0.0102234-0.0181066j -0.00521385-0.00620818j -0.00203003+0.0254226j 0.0152978+0.00583682j -0.013512-0.00881402j 0.00273603+0.001122j -0.00473068+0.00779612j -0.000813565-0.0109007j 0.00904315-0.00733274j -0.00927416-0.00298375j 0.00568052+0.00456026j -0.00467949+0.0170833j -0.00503978-0.00310681j -0.00321451-0.0046049j 0.0103949-0.011273j 0.000847252-0.0100485j 0.00211263-0.00522462j -0.00110989-0.00254738j -0.000292295+0.00543418j 0.00737934+0.000322284j 0.00881236+0.00717246j 0.00439201+0.00154427j 0.0108639+0.00625918j -0.00410336+0.0114372j 0.0119603-0.00320349j 0.000252554+0.00196042j -0.00716229-0.0133096j -0.00311477-0.00065026j -0.00444845+0.00909405j -0.00988359+0.012866j 0.00597135-0.00856077j -0.0081834-0.016064j -0.0161753+0.00863268j 0.00413971+0.0043151j -0.00502603+0.0174374j 0.0117697+0.00148707j -0.0115691+0.00184467j 0.0149395-0.0287509j 0.00654755+0.0174985j -0.0112402+0.00645422j -0.00684614+0.0175996j -0.0113761-0.00984499j -0.0134897-0.010568j -0.00211669+0.00816983j -0.00499989+0.00218858j -0.0114635+0.00594248j -0.0108119-0.0212066j 0.00577084-0.00220871j 0.00375984+0.0112858j -0.00292642+0.0106593j 0.0115956-0.000105157j -0.00978232+0.00106628j 0.00440227-0.0123812j 0.00900731-0.000201694j 7.15257e-05+0.00414302j 
0.00248381+0.0065152j 0.000350345+0.000735445j 0.00318392-0.00286248j -0.000523496+0.00389617j -0.00473902-0.000422478j 0.0052746-0.00106294j 0.00357228-0.00362221j 0.00408295+0.0109107j -0.00552611+0.00255421j 0.00128443-0.00732766j 0.00821701+0.0011684j -0.00101214-0.0107036j -0.00246423-0.00893598j -0.00331836-0.00224332j 0.00377826-0.00669318j 0.0144628+0.0145705j 0.00913735-0.00632228j 0.0085333-0.00224613j -0.00373049+0.0184213j 0.0027873+0.000251528j -0.00504526+0.00310677j -0.00341555-0.00181286j -0.00166465+0.002571j 0.00122566-0.000561329j 0.0105898+0.00325187j 0.00499938+0.00804462j -0.00619516+0.00130154j 0.00397955-0.00116327j 0.00721177-0.00342197j -0.00481087+0.00136947j 0.00587682-0.00083042j -0.00934626+0.00445388j -0.00775251+0.00450586j 0.0122244-0.00573487j 0.00674306-0.00595229j 0.00655793-0.00368611j 0.00748084+0.0139192j 0.00781887-0.0210768j -0.00238318+0.0141083j -0.0138166-0.00207121j 0.0114315-0.00175695j -0.0028716-0.00419157j 0.0210901-0.0258508j 0.00706747-0.017395j 0.0155849+0.0188138j 0.0318547-0.0373222j 0.0336077+0.0225103j 0.0209225+0.0365737j -0.00359166+0.0121779j 0.00715258+0.017178j -0.0205462-0.0170276j -0.0117544+0.0392959j 0.00853656-0.0124799j -0.0255309+0.00681902j -0.000762806-0.00255383j -0.00897714+0.0329995j 0.0143282+0.0141282j 0.012533-0.0148241j -0.0185152-0.0139149j 0.0150772-0.00306435j 0.00161693+0.0268584j -0.00680901-0.00622857j 0.000245708-0.00719626j -0.00220696-0.0131378j -0.00225153+0.00104668j -0.00221041+0.00337712j 0.00148501-0.0045818j 0.00740829-0.00301055j -0.00326068+0.00296069j 
-0.000752642+0.00067946j 0.00669587-0.0146533j -0.00197947-0.00450542j -0.00045477+0.00188334j 0.00337572-0.00131982j -0.000358794+0.0013163j 0.00514908-0.00768087j 0.00999602-0.00856948j 0.00556439+0.00488019j 0.00476128+2.76614e-05j -0.0243342+0.00604592j 0.00338342+0.00864722j 0.0106189+0.0100886j -0.0104793+0.00027413j -0.0135699-0.00313839j -0.011312-0.0105489j 0.00717243+0.0112687j -0.00901223+0.00539273j 0.0129187-0.00890093j 0.0180373+0.000124496j -0.00524712+0.0017863j -0.0134331+0.00756859j -0.00267286-0.0147239j -0.0048408+0.00359931j -0.00236487+0.00696802j -0.00682109-0.00719876j 0.00475427-0.00549844j 0.00257238+0.00458274j -0.0128451+0.0101135j -0.00250562+0.0188125j 0.000240296+0.000936797j -0.00957003+0.000657973j -0.00300952-0.00206198j -0.00190664-0.00452401j -0.000102869-0.00577091j 0.00303616-0.00554839j 0.000524942-0.00334742j -0.00943905-0.0129455j -0.0169129+0.00157258j -0.00362211+0.000171656j -0.00192812+0.0076069j -0.00494606+0.00196824j 0.0140291-0.0211898j 0.0244222-0.00268823j 0.0122908+0.00572591j 0.019717+0.0059017j 0.015985+0.00625791j -0.0137523+0.0165871j 0.0230553-0.00757017j 0.000991106+0.000876532j -0.00853783-0.00827386j -0.0326375+0.0244392j -0.00804944-0.0168387j 0.00257602+0.00397699j 0.0152671-0.0146392j 0.00221197+0.00567143j 0.0211391+0.018295j 0.00139994+7.80692e-05j -0.00147488+0.0183945j 0.0041052-0.0128447j 0.00963626+0.00469142j -0.00646733+0.0050743j -0.0174556+0.00166964j 0.00541561-0.0119982j -0.00801883+0.00583036j 0.0101254-0.00271557j 0.00414358+0.00946347j -0.0025062+0.00361372j -0.00222702+0.000637755j 
-0.00145478+0.00244869j 0.000661221-0.00914368j 0.00457041+0.0103817j 0.00540883+0.0109282j 0.00364705+0.0052092j 0.00960059+0.000123325j 0.00137625-0.00322733j -0.00740352+0.00794105j -0.0047907+0.00350797j -0.00813629-0.015564j 0.00905572+0.00900444j 0.00691542+0.0001916j -0.00470376+0.0129298j -0.000972061+0.00268206j -0.00644031-0.0138442j -0.00527177+0.002853j 0.0183488+0.00430316j 0.0141011-0.0120667j -0.00347139+0.00917179j -0.0108423-0.00894292j -0.00667363-0.00840734j -0.00570705+0.000735697j 0.00355992-0.0115424j -0.00596525+0.00748845j 0.00822163-0.0156785j 0.00805529-0.00373649j 0.0115025-0.00737525j 0.00291971+0.00474609j -0.00159107-0.00015099j 0.00631978+0.00287504j 0.00240367-0.0026498j -0.00708836+0.00609538j -0.00210174-0.00916275j -0.0101172+0.00768323j -0.0121075+0.00399339j 0.00208195+0.00865584j -0.0163571+0.00593845j -0.00277783-0.000437832j 0.00150884-0.0108896j -0.00347977+0.00204185j 0.00368328+0.00392596j 0.000579386-0.000165745j -0.013021+0.00415108j -0.00103466-0.00637098j 0.00375772+0.00981157j 0.00195278+0.00141763j 0.00184428-0.0123766j -0.00721762+0.0035549j -0.00991612+0.00290858j -0.0159877+0.00850905j 0.00692258-0.0107959j -0.00289678+0.00167334j -0.0275732-0.0282421j -0.0149421+0.00321171j 0.0127484-0.0229807j -0.00172486-0.0107312j 0.0191859-0.00971557j -0.00100382-0.00450088j 0.00381596-0.00349233j 0.001554+0.00810361j -0.0106072-0.00225759j 0.00191034+0.000521809j 0.000801548-0.0116368j 0.00399145+0.00490043j -0.0114198-0.00643208j 0.0089462+0.00230268j -0.014223+0.0109544j -0.00458466-0.00290595j -0.00260193-0.00583849j 
-0.00194165+0.00647245j 0.00244944+0.00901441j 0.00271985+0.000275024j 0.00284831-0.0044228j 0.000161537+0.000488411j 0.0170113-0.00811642j 0.00397882-0.0074764j -0.00340599-0.00438504j 0.00465535-0.00327886j 0.00187089+0.010331j 0.0089048-0.00980576j 0.00479344+0.00736734j 0.012552-0.00755913j -0.0118768-0.00446729j 0.00315396-4.19798e-05j -0.00268874+0.0230833j 0.0103817-0.0166709j 0.0158514-0.00204827j 0.0102133+0.017044j 0.0161895-0.00498227j 0.00356053-0.0119791j -0.0012047-0.00141866j -0.0113913-0.00970874j -0.00169002-0.00410549j 0.00282046+0.0176881j 0.00492232-0.00783176j -0.000750277+0.00183417j -0.00170658-0.000806942j 0.00839654-0.00424837j -0.0038565-0.00861799j 0.000310613+0.00469375j -0.000732307-0.00224612j -0.00135762-0.00457843j -0.0021142+0.0054753j 0.000421277+0.00785663j -0.00634177+0.00291971j 0.00572292-0.00612324j -0.00457826+0.00010531j 0.000349755+0.0105149j 0.00305865-0.00980791j 0.00143325-0.00167476j -0.00853102-0.000224679j -0.00874275+0.000777888j 0.0126142-0.00045008j -0.0006478+0.00671569j 0.000703744-0.00888827j -0.0147693+0.0158371j -0.0249357-0.00643621j -0.000543947+0.00548151j -0.0129907-0.00440201j -0.00223401-0.0214891j 0.0153332-0.00404955j 0.0108628+0.000367425j -0.00303313-0.00125899j -0.0111918-0.00447631j 0.00395321-0.000757726j -0.0041047+0.00166361j -0.00804199-0.00628889j 0.00306469+0.0146458j -0.00634544+0.00293964j -0.00376501+0.00780715j -0.00167482+0.000835729j -0.00580838+0.00214509j 0.00243294+0.00688292j 0.0010516-0.00156044j -0.00292713+0.00139632j 0.000165105-0.00146255j 0.00379933-0.00215101j -0.00669661-0.00200174j 
0.00285868-0.000667418j -0.000882814+0.00519118j -0.00136959+0.0108675j -0.00121452-0.00529945j 0.00833123-0.00773615j -0.00318393-0.00316869j -0.00165608+0.00408951j -0.00194259-0.00114751j 0.00604623+0.0122986j 0.00515548-0.00261382j 0.00706047-0.00109878j -0.00134827+0.00935932j -0.00929732+0.000766606j 3.24482e-05-0.00289578j 0.0345397-0.00278947j -0.00570669-0.00178137j -0.00511393+0.00184119j 0.0116718+0.0170152j -0.00436941+0.00802649j -5.78327e-06-0.00923254j 0.00411916-0.0081235j -0.00154172+0.00471405j 0.00949354-0.0182971j -0.00664172-0.00568951j 0.00244118-0.00941673j -0.00137002-0.00104772j 0.000337826-0.000371225j -0.00357396+0.00308489j 0.00212654-0.00517307j -0.00202143-0.00682146j -0.00355365+0.0127413j 0.0121223+0.00645561j -0.00499403+0.00094055j 0.00284063+0.00192702j 0.00216031-0.00588036j -0.0148694-0.00015176j 0.00131893-0.0119369j 0.00116496+0.0116574j 0.00331508+0.0225453j 0.00375648-0.00102108j 0.0112371-0.000147844j 0.0157092+0.0150801j 0.00495276-0.00783781j -0.00670431-0.00779752j -0.0217883-0.00118203j -0.00655348+0.0365205j -0.00117914-0.00310504j -0.0152911-0.0071995j 0.00389094-0.0171576j -0.00758607-0.0163631j -0.0192758-0.0049921j -0.0048309+0.032205j 0.0156091+0.0417599j 0.0194647-0.00832263j -0.0163959-0.00856461j 0.00541266+0.00879432j -0.0106131+0.0176898j -0.00147027-0.0134656j -0.00871736+0.013599j 0.0042541-0.01265j 0.0173961+0.000149885j -0.00955003+0.00349944j 0.00635114-0.00305149j 0.00372072+0.00636093j -0.0022765-0.0021067j -0.000184587+0.000848552j -0.012009-0.00375115j -0.00037381-0.00036788j -0.00225913-0.000429895j 
0.00112911+0.00693914j 0.00745249-0.00494797j 0.00904705-0.00370189j 0.000651632-0.000784977j 0.00133036+0.000946614j 0.0031864+0.00121919j 0.00405981-0.000113857j -0.0153161+0.00127738j -0.00609777-0.00660987j -0.00828174+0.0193751j -0.00797466-0.00140241j 0.00624824-0.000856056j 0.00851555+0.0106425j 0.0156658-0.00392519j -0.0228654+0.0036444j -0.0263381-0.00847192j 0.00032033+0.0177325j 0.00360483-0.00649394j -0.0203262-0.0143652j -0.00888392+0.00838843j 0.00814558+0.00120272j 0.00835873-0.011409j 0.000439274-0.00846071j 0.00193189+0.0037033j -0.00914354+0.00370078j 0.00427074-0.00535958j -0.000892062+0.00313767j -0.00200178-0.00146486j 0.00528421-0.00137187j -0.000662184+0.0057216j 0.00567547-0.00440056j -0.0108947-0.000433701j -0.000339215-0.00108405j -0.000109387-0.00506022j 0.00305088-0.00221333j 0.00642847-0.00446163j 0.0031575+0.00527341j -0.00289736-0.019695j 0.00318455+0.00977979j -0.00168153-0.00100834j -0.000508441-0.00338246j -0.0143572+0.00424023j 0.00446867-0.0191821j 0.0163565-0.0056571j 0.0136896+0.0105541j 0.0215481-0.0239807j 0.0109479+0.0181687j -0.0128254+0.0265861j 0.00662591+0.00740304j -0.000449491+0.00691696j -0.0193835-0.0188413j -0.00635195+0.0169746j 0.00580791-0.0145905j -0.0121474+0.00710093j 0.00229377-0.00626638j 0.000928327+0.0112767j 0.0126125+0.0148508j 0.00333435-0.00709055j -0.00738726+0.00738344j -0.00164507-0.00534622j 0.00434046+0.0130117j -0.00424177+0.00182088j -0.00926433+0.00193941j -0.000175822-0.00661121j -0.00107553+0.00348518j 6.26427e-05-0.00123137j 0.00571188+0.000828098j 0.00649682+0.00156983j -0.00506279+0.00168912j 
0.00281504+0.000844549j 0.00330545-0.00812304j 0.00952512+0.000255721j -0.0030052+0.00180189j -0.0122662+0.00143517j 0.0045578+0.0114746j -0.00124632+0.00351434j -0.0107176-0.0194021j -0.00468407-0.00207848j -0.0104685-0.00698614j 0.0178626-0.0140798j -0.00782195+0.00998714j 0.00644596+0.0148626j 0.0210683-0.00790399j 0.0176588+0.00267638j -0.012814-0.00306526j -0.00789856+0.0064202j 0.00599221-0.00192317j 0.010385-5.5237e-05j -0.00875965-0.0153758j 0.00381367-0.00424539j 0.0097931+0.0111006j -0.000811912+0.00426236j 0.000121236+0.00330471j -0.00100885+0.00366787j 0.00280782-0.00839945j 8.29982e-05+0.000173741j -0.00241283+0.00153653j 0.00201082-0.00157767j 0.00207414+0.00229558j 0.00209293-0.0102517j -0.01055-0.00527478j 0.00489272-0.000158359j -0.00408659-0.00452431j -0.000660171+0.00482821j 0.0125022+0.00159527j -0.0113135+0.00296242j 0.00143498-0.0049806j 0.0176651-0.0173052j 0.00358046+0.0101326j -0.00356693-0.000256222j -0.0220366+0.0129393j -0.00546465+0.0146109j 0.0043992+0.00537147j 0.00818337-0.000686808j -0.00281598-0.0151649j -0.00361916-0.0115882j -0.0146504+0.0186956j 0.00124092+0.0110314j 0.000887629+0.00610405j -0.00529609-0.016851j 0.00360308-0.0167889j -0.0202172-0.0237874j -0.0133807+0.00956771j 0.0137987+0.00873789j -0.00779546-0.0145181j 0.0100154-0.000931385j 0.00713509+0.00553403j 0.000207798+0.000345648j 0.000732846+0.00956966j 0.00319067-0.00600585j 0.00187+0.00237438j -0.00605522+0.0031935j -0.00266333+0.00116577j 0.00242243+0.00538387j 0.000977994-0.00572252j 0.00734059+0.000937676j 0.00065961+0.00295448j -0.000335922-0.000239292j 
0.00442275-0.00269467j -0.000442563-0.0033555j 0.00220612-0.00164095j -0.00201733-0.00513404j 0.00231538-0.0176551j -0.0149105-0.00460793j 0.00866829+0.00666192j -0.0084002-0.00358946j 0.000155494+0.00982115j 0.00879454-0.000276193j -0.00765428+0.00460851j -0.0039788+0.00907867j -0.00642608-0.00762769j -0.00351064+0.00585863j 0.0257807+0.00647057j 0.00204658-0.00645132j -0.0112453-0.00526259j -0.00146599+0.0151312j -0.00313522-0.00584677j 0.000412933-0.00785955j -0.00118497-0.00436543j -0.00259726+0.00721992j 0.00395875-0.00946427j -0.00178969-0.00725468j -0.00285921-0.00682866j 0.00157076-0.00883335j -0.00599428+0.0035515j 0.000264735+0.00388651j -0.00214557+0.00345076j -0.00339056+0.00495821j 0.000211675-0.00382523j -0.0169395+0.000186659j -0.00204815-0.00141859j 0.00380673-0.000742349j 0.00259987-0.000741731j 0.00953551-0.00220369j 0.00863705+0.00859529j -0.0120461-0.0196484j -0.0121116-0.0013818j -0.00622416-0.00810321j -0.0063587-0.00345687j -0.00641937-0.0135257j -0.0022257-0.0144621j 0.0148006-0.00852335j 0.0166264+0.00914688j 0.00882756-0.0350827j 0.0177249+0.0273765j 0.0137157+0.00954729j 0.00299251+0.01139j 0.000586993+0.0101804j 0.00028688+0.000752165j -0.00639659-0.00865521j -0.00646335-0.0332852j -0.0160036+0.00754306j 0.00979053-0.00952282j 0.00460566+0.00530935j 0.0136462-0.00846834j -0.00575067+0.00291068j -0.00340472-0.00507185j -0.00217037+0.00683605j -0.0100518+0.012686j 0.00503029-0.00426023j -0.00964632-0.00177212j 0.00554916-0.00902577j 0.000306598+0.000705283j 0.00302613-0.000635174j 0.00816149+0.000839781j 0.00261357+0.000172459j -0.00278705+0.00267741j 
0.00567722+0.000749869j -0.00807195-0.00690799j -0.00313979-0.00419901j -0.00191404-0.00208665j 0.00205346-0.00903323j -0.00735822+0.0152604j 0.00522728-0.0172306j 0.00473225-0.0105846j -0.00629401-0.0171984j 0.0177832+0.00342672j 0.00275754+0.0270427j 0.0194443-0.013599j -0.00779263-0.00559464j 0.00486733+0.0180296j -0.0166372+0.00158445j 0.00744543-0.00805461j -0.00764669+0.000553465j 0.00611754-0.00693456j -0.0149869-0.0140443j 0.00715393-0.00707051j -0.000969423-0.000703369j 0.00696836-0.0101435j 0.00371412+0.00264218j -0.0129384-0.00276073j 0.00314846+0.00313174j -0.00261041+0.00408128j 0.00182342-0.00762115j -0.00277725+0.00597912j -0.000961171-0.00320657j -0.00770276-0.00333318j -0.00502206+0.00121731j 0.00563975-0.000208159j 0.00152962+0.000416466j 0.00107266+0.00168399j 0.00899894-0.00995817j 0.00270235+0.00785319j -0.0139951-0.00470784j 0.000974517+0.00852476j 0.0208756-0.0141595j 0.00317279+0.0183934j -0.00832222+0.00198781j 0.014259+0.0150223j -0.00828594+0.00651143j -0.0223826+0.0105166j -0.0187622-0.0121038j -0.0101491+0.0260289j 0.00301415-0.00687324j 0.000501937+0.0080512j 0.00578254-0.0100153j 0.00600642-0.00391986j -0.0175636+0.0144381j -0.00946513-0.0063556j 0.000325033+0.00923397j 0.0126741-0.00185083j 0.00446021+0.00474153j 0.0098392+0.000933182j -0.00101498+0.0038486j -0.000200529+0.00780168j -0.000266795-0.0124992j -0.00158833-0.00352608j 0.0130322-0.0103292j 0.0055252+0.000393119j 0.00753887+0.00418068j -0.00153709-0.00295366j 0.00183793-0.00310028j -0.000978777-0.00116385j 0.00440757-0.00361546j -0.0105671+0.00114421j 0.00487305-0.000776273j 
