0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
0.0916744+0.551861j -0.77762+0.281319j 0.430355-0.168179j 0.552758-0.937748j 0.485547-0.63037j 0.361842+0.10308j -0.059874-0.459909j 0.0102034+0.260057j -0.0676934-0.259718j -0.133362+0.0489415j -0.256797-0.18828j -0.241347+1.1572j 1.02076+0.23489j -2.18357-0.0961621j 0.133005-1.21659j 0.301669-1.07684j -0.256222+0.0420228j 0.817409+0.622409j 1.14884+1.18124j 0.385832-0.292838j -1.96749+0.0183448j 0.251541+1.85569j 1.99036+0.170133j 1.84272+0.103031j 0.146346-1.01113j 0.285428+0.992736j 0.542947-0.887602j 0.273066-0.514423j -0.956232-0.541179j -0.715401+0.736167j -0.157128-1.0741j 0.329586+0.021089j 1.50059-0.270223j -0.315044+0.322175j 0.595771-1.98759j 0.14834-0.667555j 0.163424-0.279223j -0.136421-1.3933j -0.00124619+0.171078j -0.184549+0.304881j 0.842502+0.32323j 0.299104+0.157645j 0.0432593-0.855934j 0.189464-0.0129977j 0.905448-0.574815j 0.866589-0.0705024j 0.0486252-0.20884j 0.841012-0.321304j -0.857871-0.0733529j -0.280861-0.562389j -0.686023-0.28037j 0.407307-0.693701j 0.635942+0.663151j -0.478977+0.581322j 0.484535+0.438271j 1.64919+0.114359j 2.69653-0.588147j -0.231054-0.316084j -1.14993-0.751082j 1.18566-0.154292j -0.550952-0.0125019j -2.09359-1.41852j 0.0147296+0.641041j 2.02799-0.0911705j -1.02764+0.360583j 0.805966+0.0769058j 0.646404+0.360548j 0.883505-0.638817j 1.48198+0.494633j -0.916952+0.296693j 2.88687-0.0938092j 0.894641-0.368093j -0.302228+1.96357j -0.270929-1.05546j 0.299929+0.0765594j -2.04966+0.0401597j 1.89465+0.173529j -0.205797-0.308453j 1.52988-0.797312j -0.458461-0.579504j 1.03352+0.128426j -1.87148-0.274408j -0.45471+0.462669j -0.289717-0.485401j 0.489926-1.55916j -0.025532-0.28714j 1.13651-0.138265j -0.380587+0.16332j 0.352707+0.183387j -0.11338+0.0282263j -0.157888-0.0761028j -0.104744+0.122602j 
-0.0141835-0.246779j -0.245774+0.227432j -0.677479-0.124058j -0.0053483-0.447103j 0.340718-1.47077j -0.408048+0.278287j 1.75119+0.603251j 0.583416-0.708125j -0.438434-1.20858j -0.121431+0.13242j -0.0948779+0.412341j -0.572524+0.122417j -0.725636+0.356851j 1.01283-0.574613j 0.416822+1.57487j -0.703369-0.0700209j -0.312018+1.51958j -1.19502+0.174942j 0.602534-0.288631j 0.78744-0.167727j 1.00088-0.103642j 0.760387-0.0397371j 0.649566-0.504886j -1.4708-0.880722j 0.337269-0.264672j 0.571422+1.05531j -0.729156+0.745304j 0.755417-0.00245067j -0.986628+0.590435j -0.858545+0.15877j -0.123696+0.081354j -0.934686-0.609365j 0.0272491+0.653814j -1.33565+1.57536j -0.148376+0.400605j 0.00295356+0.587937j 1.64301+0.99632j -0.4607-0.156095j 0.0765706+0.205563j -0.504665+0.696419j 0.429872+0.34547j 0.312426-0.571964j 0.593556-0.46916j 0.419577-0.633859j 0.139916-0.388848j 0.553902+0.219701j 1.11119+0.763777j -0.387413-0.0229265j 0.779456-1.01942j 0.337462-0.0370861j 0.171537-0.08797j 0.280759+0.875379j -0.0833675+0.521097j 0.302831-0.334185j 0.333033-0.215113j 0.0859016+0.57523j -0.960643+0.433266j -0.161699-0.944508j 0.688924-0.493048j -0.697725+0.407821j -0.334854-0.0655711j 0.384789-0.976564j 0.718468+0.133365j -0.842664+0.216906j 0.171529-0.474352j -0.17337+0.399595j -0.262169+1.10587j -0.0859382-0.196373j 0.363926-0.0595626j -0.641505+0.052733j -0.600588+1.06243j 0.421491+0.428673j -0.251931-0.61347j -0.513507-0.259456j 0.100914-0.991494j -0.410657-0.323257j -0.587841+0.552314j 0.458631+0.393429j -0.30032-0.316089j 0.531868-0.717716j -0.345434+0.185673j 0.299877-0.21551j 0.416889-0.0517465j -0.0232338-0.865081j 0.298683+0.443725j 1.33116-0.414976j 0.335568+0.0412304j 0.605244+0.992j 0.19575+0.429332j 0.372749+0.406258j -0.101903-0.384705j 0.225128-0.43346j 
-0.272348+0.408676j -0.709024-0.300316j 0.370966+0.133711j 0.684177-0.239304j 0.792666+0.485873j 0.95108+0.202564j 0.576063-0.18816j -0.318258+0.509617j 0.0237856-0.331813j -0.442801-0.418078j -0.041113-0.653524j -1.3666+0.172364j 0.079734+1.63002j -0.736976-1.8748j 1.02869-0.624012j 0.689275-0.637463j 0.337876-0.896195j -0.39444+1.44225j -0.949781+0.713796j 0.742517+1.20325j -0.840064-0.943984j -1.52657+0.0475576j 0.0741371+2.4893j -0.132996+1.55539j 0.413579-0.236783j -1.06892+0.545296j 1.30356-0.618593j -0.175311+0.205166j -0.172814-0.79179j -0.711096-0.642197j 0.58236-0.55909j 0.363745-0.2717j 0.453163+1.17408j -0.437507-0.648128j 2.58536+0.0165257j 0.427267-0.0625561j 0.635914-0.41874j 0.531941-0.288175j 0.172692-0.198295j 0.233695-0.139588j 0.441691+0.518153j 0.00327293+0.0433248j -0.433369-0.103068j -0.670868+0.591892j -0.334984+0.741275j 0.86668+0.879912j -0.381913-0.179842j 0.559679+0.324205j 0.179499-0.589546j -0.338038+0.244175j -0.569762-0.0603856j 1.00439+1.25573j -0.425885-0.066109j 2.24772-0.125992j 0.128481-0.287876j 2.10818+1.34859j -0.108005+1.96952j 0.0874135+0.163234j -0.163162-0.142513j -0.965517+0.691863j -1.73388+0.266087j -1.59021+0.84869j 0.884537-0.747624j 1.70079+1.16611j 1.07268-0.486097j 2.91696+0.701344j 0.238505+0.158075j 0.130644+0.572634j 1.7023-0.72366j 0.778449-0.0480804j 1.79996+1.39012j -1.69411+0.181366j -0.525285-1.16529j -0.924138+1.11603j -0.141925+0.510216j 0.309006+0.464765j 1.87837-0.331083j 0.2052+0.243179j 0.728328+0.703739j -0.433077+0.282153j 0.752084-1.06127j 0.0507099-0.188283j 0.355854-0.26373j -0.0111947+0.864062j 0.128242+1.39706j 0.407567+0.185061j -2.04008+0.271764j 0.273322+0.0246521j 0.374877-0.0726984j 0.231201-0.0662545j 0.144133-0.321665j -0.13285-0.315701j 
-0.0731593-0.27173j 0.280681-0.427678j 0.104575+0.0601285j 0.419593+0.468179j 0.403265-0.0725507j -1.74293-0.391911j -0.367692-0.538048j -0.843597-0.887741j -0.403521+0.420498j 0.276853+0.681734j 0.571565+0.022433j -0.155393+0.250248j 0.0420644+0.842635j -0.385704-1.02689j 0.6368-0.619772j 1.10633+0.504344j -0.748358+0.693799j 0.449426-1.49881j 0.889072+1.97817j -0.433838-0.222283j 0.651264-0.939574j -0.855566+2.35845j 0.54217+0.732928j 0.885675+1.09492j 1.08713+0.417996j 0.395756+0.866336j -1.12392+1.90971j 1.16635-1.38839j 0.788695+0.622457j -0.281963+0.316734j -0.313219-0.337272j -0.587697+0.822857j -0.0856154+0.625676j 0.0500721+0.554456j 0.927732-0.158203j 0.170282+0.68454j -0.730778+0.429702j 0.703503+0.156452j 0.625277+0.299504j -0.181621+0.141735j -0.769267+0.23053j -0.0826758+0.0490573j 0.292199+0.189017j 0.155846-0.0536396j -0.272128+0.831019j -1.92926-0.281859j 0.781238-0.198823j -0.946254+1.43788j 0.77338-0.496706j 0.136126+0.466092j 0.0203126-0.708253j -0.500817-0.0299356j -0.27966+0.418128j 0.190176+0.229005j -0.0565762-0.612672j -1.99451+0.673266j -1.20373+0.640434j 0.333218+0.295488j 1.40862+1.28358j -0.362011+1.00501j 1.32628-0.468369j 1.73409-1.01277j -0.422857+0.0263511j -1.78879+0.541938j 0.527407+0.279777j -2.26999+1.03718j -0.297757+0.0459437j -1.13143-0.0130642j -1.72242+0.819299j -0.182797-1.1462j -2.79985+0.186512j 0.434321+0.471878j 0.264959-1.44177j 0.119589+0.35427j -0.818409+0.487013j 0.344506-1.23714j -1.6615+1.97072j 0.0331579+0.527729j -2.45002+0.736921j -0.100757-0.380554j -1.48868+0.707517j 1.51424-0.255408j 0.0507456-0.612833j -0.481266+0.185859j -0.262955+1.16916j 0.380016+0.176379j -0.20159-0.573197j -0.143541-0.892082j -0.312597+0.733687j 0.00301669+0.243245j 0.604047+0.0865537j 0.27034-0.435715j 
0.189293-0.228012j -0.333499-0.266431j -0.407363-0.685164j 0.441754-0.30549j 1.58719-0.305906j -0.462567-0.458714j 0.237685+1.54342j 0.797451+0.157381j 0.762179-0.802201j -0.180272+0.0304235j -0.224378-0.0509582j -0.259993-0.599312j -0.47642-0.21456j 0.765917+0.347671j -0.967635+0.609724j -0.151177-0.666154j -1.54142+0.265362j -0.400751-0.659183j 0.550777+0.498137j 0.550663+0.628345j 0.792107+0.895258j 0.264448+0.821158j 0.589646+0.890991j 0.339051-1.56325j 0.478238+0.0739181j -1.08616+0.668584j -0.729138-0.465573j 0.121154+0.827411j -0.708789-0.391726j -0.261414-0.761376j -0.193587-0.127358j 0.189931-1.07502j -0.683143+0.258635j -1.98344-0.796416j -0.289117+0.0788033j -0.804401-0.427281j -0.563501+1.64911j 0.124845-0.447763j 0.105654-0.259655j -0.773538-0.566346j 0.131927+0.564613j -0.0363428+0.469577j -0.735353+0.897718j -0.189088+0.355359j -0.136357+0.644255j -0.558446-0.0822259j -1.10032-0.585883j 0.502311+0.0315045j -0.112466+1.15081j -0.630325-0.00267892j 0.112464+0.125326j -0.895315-0.952555j -0.217582-0.649067j 0.0141877+0.366498j -0.496992+0.824869j -0.297814-0.324529j 0.591579-0.572687j 0.478624+1.1806j -0.871662+0.798544j 0.725196-0.468126j 0.443577-0.0666953j 0.36937+1.66994j -1.17242-0.0762613j 1.01449-0.3368j -0.0528122+0.862201j -0.010731-0.334069j 0.180227-1.93057j 0.210978+0.467937j -0.960879+0.0840904j 1.10438+0.148629j 0.643216-1.41036j -0.731284-0.733917j 0.308671+0.556916j 0.890763+0.497839j -0.157098+1.29955j 0.61662+0.605695j 0.218358-0.548278j -0.410123-0.911839j -0.0349486+0.299671j -0.798243+0.86623j 0.597378-0.203037j -0.256687+0.151787j -0.723021+0.0639065j -0.0810502+0.929903j -0.530866-0.330415j -1.20783+0.585449j -0.381586+0.0597427j -0.719456-1.07701j -0.283498-0.365344j -0.347721-0.0979214j -0.191209+0.452771j -0.354489+0.257095j 
-0.195404+0.747143j -1.13297-0.118804j 0.0487078+0.135664j 0.796061-1.01515j 0.0610183-0.317174j -0.180553-1.2201j -0.619665-0.0932382j 0.596081-0.283439j -0.189178+1.22723j 0.414237-0.953959j -0.259575-1.09588j -1.51004-1.15962j 0.40685-0.427166j 1.51698+0.231914j -0.0822033-1.87566j -0.0836916-0.207265j 0.0655817+0.353976j 1.95793-1.44351j -0.471906-0.163951j -0.627516+0.623657j -0.362845-1.6923j 1.17874-0.890278j -0.281081-0.32651j -0.332053-0.804812j -0.421817+0.254948j -0.647662+1.06466j 0.0545535+0.057296j 0.691366-1.08518j 1.13292+0.333595j -0.29343-0.951277j -0.642248-1.19942j 0.22658-1.83566j -0.163102+0.0664303j -0.151887-0.477173j 0.501241-0.204189j 0.43496-0.576261j -0.407934-1.01864j 0.0121994-1.00059j -0.686644-0.42863j -0.214152+0.126342j 0.423575+0.0730669j 0.590781-0.141443j -0.114699+0.33776j -0.618278+0.587979j 1.20414-0.981769j 0.433553-0.904194j -0.431943+0.21244j 0.0617097+0.790757j -0.394074-0.0195983j 0.88212+0.32001j -1.3542+1.23479j 1.67032-0.386306j -0.142259-1.2119j 1.65306+0.691293j 0.152758-0.310569j 2.49165-1.07019j 2.30256-0.435509j -0.412548-0.531818j -0.98934+0.40167j 0.531231+2.04405j -0.992639-0.567102j -3.92067+1.01083j 0.0266564-0.790076j 2.26831-0.99992j 1.09166+0.0869671j 2.03138-0.911223j 1.12169+0.100911j -0.802283-0.421418j 2.79039-0.865282j -0.0834544+0.721371j 2.83482-1.75395j -0.200037-0.399552j -1.43022+0.865449j -1.82759+0.890043j 0.585313+0.320825j -2.18877+0.493937j 2.32317-2.06576j -0.400037+0.178605j 0.668847-1.57375j -0.209325+0.574405j 0.349034+0.437953j -1.04479+0.870828j 0.0397575-0.297448j 0.559797-0.395046j 0.538884+0.192846j -0.295503-0.398841j -0.624181+0.461138j -0.325258-0.100074j 0.708618-1.19209j -0.184795-0.189737j -0.565092-0.0879811j -0.461574+0.0605666j 
-0.419442+0.181079j -0.427261-0.464065j 0.101135+0.0864063j 0.575494-0.256908j -0.130313+0.191455j 0.678781+1.82864j 0.153724+0.870816j -0.821168+1.23207j 0.757827-0.0559837j 0.79647-0.502892j 0.147026-1.09788j -0.102273-0.444943j -0.16862+0.388139j -0.0608538-0.0440966j -0.349455-0.183363j 0.555879-1.17726j 0.970826+0.499162j -2.27768-0.131319j 0.864615-1.30114j -0.423737+1.55736j -0.913323-0.705931j 1.76824-0.186578j -0.702328-0.0740261j -0.0559875-0.542706j 0.237484-0.76521j 0.304773-0.629631j 2.46427+0.653908j -1.61273-0.766504j 0.547107-1.30282j 0.555997-0.486704j 0.141154+0.470405j 1.12138+0.120464j 0.149841+0.179524j 0.717451-0.58828j 0.221182+0.184349j 0.00269611+0.303102j 0.840896+0.815162j 0.158428-0.504074j 0.454567+0.119915j 0.393615+0.501279j 0.292093+0.746061j 0.0864449+0.171586j 0.440119-0.351456j -0.0664519+0.0836755j 0.295104+0.811767j -1.24546+0.123485j 0.599426-0.484145j 0.188498+1.88577j -0.50806-0.528782j 0.000306492+0.26717j -1.33869-0.699965j -0.0208416-0.425507j 0.316615+0.646101j 0.836696+0.955771j 0.416981-0.320845j 0.0743524+1.10103j 0.999183+0.373827j 0.637948+0.757992j 0.600695+0.998837j 0.640257+0.751458j 1.01621-1.03529j -0.973202-2.04083j -0.276403+0.206516j 0.40544+0.217762j 0.0601248+0.369616j -0.666104+1.34493j 0.453281+0.291958j -1.03066-0.173903j 0.00165123+1.60631j -0.723747-0.88041j -0.0543719-0.174008j 1.2864+0.778103j -0.234516-0.666254j -0.465223+0.139349j -0.349234+0.311302j -1.32437-1.38835j 0.739947+2.00737j -0.275285+0.614068j -1.09547+0.254872j -0.736983-0.693596j -0.777807+0.687804j -0.138059-0.442694j -0.302599-0.551801j -1.10492+0.10094j 0.676459+0.341184j 0.222319+0.0331043j -0.161443-0.535711j -0.643509-0.775018j -0.072105+0.509485j 0.209755+0.245213j 0.48508+0.0944146j 0.199648-0.319824j 
-0.799117+0.244951j -0.452925-1.26124j -0.076797+0.00185045j 1.68036+0.191768j 0.132631-0.141256j 1.25638-0.872589j -0.168677-0.447834j 0.358182+0.988557j -1.08918+0.531251j 1.30526+0.296177j 0.9276-1.12009j 0.428319-2.11878j 0.391919+0.961794j 0.368582+1.53811j 1.86639-0.86025j 0.277656-0.607499j -0.570054+0.349479j 1.87227+1.11536j 0.0153815-0.0711933j -0.943544+0.378703j 1.42083-1.07426j 1.12781+1.05476j -0.098691-0.180838j 0.625595-0.149514j -0.347707-0.136217j -1.21438-0.249774j -0.0318325-0.143579j 1.42107+0.0192457j 0.233424+1.0353j 1.08425-1.00309j 1.17394-1.19838j 2.09467-0.825567j -0.0885151-0.267973j 0.735946-0.491006j 0.538321+0.203773j -0.0744618+0.56356j 0.663412-0.705278j 1.18302-0.224249j 0.621859+0.192163j 0.23014+0.371451j 0.203604+0.462396j -0.367385+0.447968j 0.417264-0.708773j -0.528338-0.661312j -0.367412+1.39856j 0.482017+1.18546j 0.457242-0.294962j 0.886163-0.496526j -0.913973-0.549646j -1.25762-0.306699j -0.99369-1.72879j 0.202921+1.01538j 0.937105+1.41247j 0.162482+0.181007j 0.51642+0.445798j 1.4008+2.09681j 0.512596+1.18751j 0.860959+0.847111j -0.301455-0.782431j -0.404738-1.84161j 0.0324411-0.118297j -0.296975-2.06289j 0.788854+0.521388j 1.09432+1.81177j -1.29154-0.0430953j 1.00964+1.69606j 0.181481+0.0116573j 0.843396+0.231233j 0.0439358+1.15815j -0.582369-0.894798j 1.39437+2.10713j 0.236086+0.684134j 0.348382-0.815233j 0.666127-0.916159j -0.421888-0.337893j 0.148238-0.213966j 1.11829+2.36662j -0.115451+0.0312872j 0.819094+1.54384j -0.913564-0.867368j 0.469247-0.542867j -0.647851-1.26149j 0.107252+0.33894j -1.40782+0.450348j 0.645595-0.190203j 0.551436+0.20049j -0.159729-0.407555j 0.183637+0.0271314j -0.120345+1.09768j 0.421244+0.307191j 0.545467-0.0363925j 0.343238-0.151449j 
-0.290712+0.329107j -0.495375+0.25557j 0.144401-0.584515j -0.101682+0.28751j -0.442015-0.495476j 0.848151+1.80051j -0.723522+1.30513j 1.03575-1.3324j -0.746201+0.333156j -1.36098+1.17871j 1.37914+0.159358j -0.481838-0.256543j -0.0722587-1.27764j 0.29935+0.202473j -0.716646+0.109093j 0.87523+0.228601j -1.0396-0.99816j 0.52185+0.43463j 1.02225+0.760582j -0.488785+0.461161j 0.243072-0.602879j -1.07285+0.58477j 0.0239916+0.0891208j -1.02201+1.21085j 0.190985+0.753966j 0.647384+0.722558j 0.608301+0.0634388j -1.35446+0.357275j -0.184927+0.685313j 0.845679+0.0820475j -0.119828+0.0608627j 0.556316-1.35757j 0.0922053-0.12396j -0.258088-0.407129j -0.60098-0.201672j 0.243728-0.519094j 0.67791-0.00983839j -0.501937-0.418872j -0.370753-0.16006j 0.0781248+0.384931j 0.23915+0.343899j 0.25993+0.435324j -0.0154797-0.93906j -0.27037-0.681369j -0.294616-0.552456j 1.05851+2.44042j -0.72715+0.318484j -0.0789051+1.28268j -0.763484+0.0574631j -1.54168+1.10456j -2.15042-0.302952j 1.59749-0.278028j 0.0914156+1.67148j 1.0351+1.05802j -0.0985576+0.0567112j 1.81188-0.430633j 1.59412-0.645133j 0.0342149+0.99425j 0.227918-0.125995j -0.357817+0.163089j 0.528035-0.079697j -2.30253+1.51026j -1.23608+0.0545051j 2.07771-0.04926j -0.785336+0.318098j 0.764188-0.729364j 0.143552-0.0327096j 0.14352-0.898771j 0.741446-0.737045j -0.309533-0.31193j 0.870137-1.29717j -0.212473+0.8486j -0.961623-0.246326j 0.261969+1.20744j -1.22923-0.719777j -0.862806+0.790509j 0.363375-0.18121j -0.181454+0.376465j 1.31257+0.623898j -0.0859844+0.285234j 0.871664+0.19028j -0.785543+0.880106j 0.8386-0.0243199j 0.646815+0.338366j -0.422639-0.574532j 0.0992938-0.26248j -0.20968-0.118161j -0.22743+0.931132j 0.543227-0.274641j 0.183085-0.252706j 0.0607964-0.0154348j -0.134+0.118794j 
0.0281804+0.0108944j 0.773731+0.699334j 0.774346-1.3896j 1.17284+1.11915j 0.731869-0.187898j -0.39933+0.256045j 0.587832-0.030468j 0.95343-0.728692j -0.167829+0.0359784j -0.719019-2.0067j 0.285264-0.892933j -0.243604+0.526538j 0.748793-0.83272j 0.625429-0.166549j 1.51541-0.0626904j -0.72174+0.575103j 0.248739+1.79634j 0.00176691+1.32082j 0.263018-0.156641j 0.239428+0.726512j -0.29739-0.31332j -0.0823906-0.598557j 0.279789+0.143332j 0.367281-0.659815j 0.699931+0.0425776j 0.179523-0.811138j 0.848487+1.39592j 1.15139+0.430457j -1.07441+0.932345j 0.924996+0.411241j -0.00985992+0.237317j -0.470499-0.460554j 0.345369+0.0931958j -0.0219735-0.34137j -0.158373-0.592264j -0.762936-0.484047j 0.092495+0.185006j 0.076888-0.0521595j 0.562291+1.00442j 0.0390519+0.446163j -0.299922-0.426547j -0.846849+1.54607j 0.292015-0.480128j 0.63153+0.0706377j 1.32562+0.813942j 0.374211+0.200755j 0.177648+1.11641j -0.313064+0.485406j 0.709621-0.510688j 0.0938568-1.28301j 0.965257+0.16396j 0.639133-0.191391j -0.170474+0.0260346j 1.02216+1.51755j -1.47242-0.507279j -1.16246+1.24521j -1.42221+1.11103j 0.0674397-0.201984j -0.226958+0.673897j 0.344301+0.862058j -1.03078+0.869624j 0.68648-0.988738j 0.0503335+0.100548j -0.259142-0.239449j 0.52725+0.31893j -0.857841+1.06819j 0.196661-0.117501j 1.20254-0.131519j -0.99768-0.318065j 0.0353108+0.176411j -1.12601+1.26601j 0.0233834-0.24839j -0.571023+0.412244j 0.284547-0.197795j 0.623183-0.093593j -0.0138685-0.0730433j 0.0406051+1.21145j -0.512846+1.38887j -0.568279-0.140133j -0.328266-0.319037j -0.697897-0.448637j -0.0791816-0.531012j 0.957008-0.084395j 0.45157-0.100442j -0.226809+0.132775j -0.299867+0.124049j 0.653253+0.101392j -0.0978233+0.373203j -0.195099+0.483931j 0.10064+0.0788269j 0.453075+0.673611j 0.0974912+0.46922j 
0.63936+0.238952j 0.458206+0.625611j -0.755218+0.0994951j 0.253857-0.016825j -0.417924+0.662602j 1.78969-1.78322j 1.93701+0.190321j -1.56706-0.637575j 0.578008+0.479161j 1.86171+0.979745j -0.337101-1.62124j -0.29739+0.772206j -1.15596+0.378301j 0.173012-0.607796j 0.181543+0.645067j -0.236678-0.938214j -0.912687+1.61958j 0.171785-0.548629j 0.351438-1.42524j 1.03761+0.239287j -0.78298-0.0860569j 1.00762+0.857133j 0.160248-0.236113j 1.49134+0.804542j 0.537012-0.505904j 0.761773-0.914939j 0.0591218-0.598652j 0.584339+1.69038j 0.546438-0.0963522j -0.213019-0.652424j -0.00736929+0.212227j -1.78251-0.147534j -0.124328+0.0211109j -0.553067+0.337185j -0.334683+0.643039j 0.0495827+0.185653j -0.133702-0.624274j -0.590455+0.497321j -0.423553+0.0566163j 0.150594-0.404167j 0.335914-0.462932j 0.319667-0.08474j -0.0446543-0.430097j 0.0850453-0.236275j -0.243517-0.797929j 0.98841+1.51863j -0.42937+0.336051j -0.236611+0.538878j 0.326311+0.673578j -0.724366+0.719103j -1.1239+0.457428j 0.728139-0.374665j -0.393943+1.1353j -0.0710337+0.42919j -0.212739-0.220726j 0.0806644-0.915998j -0.408063-0.917936j -0.178054+1.05692j 0.508995-0.0587365j -0.22735+0.265118j 0.667989+0.115969j -0.18063+1.49201j -1.28029-0.06342j 0.0685524-0.207634j -0.578935+0.0123428j -0.846522-0.73337j -0.352342+0.148086j 0.0370139-0.809781j -0.591033-0.740441j -0.0521588-0.0602705j -0.812541-1.15458j -0.451343+0.64716j -0.400144-0.175101j 0.377324+1.21442j -0.988539-0.709878j 0.185086+0.679967j -1.51627-0.577427j 0.0776911+0.269358j 0.148608+0.50456j 0.492797+0.323209j 0.13616+0.243384j 0.0436191+0.704349j 0.616316+0.0620563j 0.794646+0.194246j -0.731301-0.453598j 0.0549494-0.0622466j 0.192652-0.11057j -0.170179+0.693464j 0.212461-0.172883j 0.0545364-0.197388j -0.00111348+0.0942168j -0.108477+0.13658j 
0.0859509-0.0431535j -0.35947+1.30713j 1.83599+0.0396063j -0.521229+1.6152j 0.599911+1.15781j -0.397176-0.20912j 0.434983+0.895658j 1.41245+0.540352j -0.0571102-0.0233884j 1.88536-1.63294j 1.14983-0.00537352j -1.09095+0.215561j 1.21933-0.0387417j 0.550516+0.814894j 0.0668707+1.36419j -0.96211-0.138898j -1.6251+0.80059j -1.20554+0.384394j -0.0918412+0.0794555j -0.48574+0.114748j -0.0193757-0.725564j 0.697-0.138721j -0.0283503+0.124532j 0.7362+0.186801j -0.110948+0.843785j 0.863209+0.190172j -1.21123+1.46884j -0.271321+1.4446j -1.41417-0.857272j -0.552377+1.03562j -0.25659+0.313293j 0.260465-0.382665j -0.0617915+0.422222j 0.497292-0.190882j 0.706537-0.295178j 0.597873-0.296865j -0.022474+0.279102j -0.0537354-0.162744j -0.174569-0.420567j -0.105528-0.442268j -0.473932-0.486785j 0.348271-1.0378j -0.463382+0.382211j -0.479596+0.576653j -1.32451-0.475436j -0.607435+0.0717166j -0.27766-0.992185j -0.321761-0.39217j 0.213818+0.753744j 0.368222+0.843069j -0.455922+0.224758j -0.97408+0.309043j -0.205351-0.0870497j -1.97859-1.37416j 1.38209+0.381757j -0.015996-1.27516j 0.308657-0.907207j -0.24116-0.0880111j 0.462601-0.627226j -0.10276-0.338206j 1.07898-0.874961j 0.646246+0.974991j -0.166447-0.127734j -0.996227-0.0783011j -0.289427-0.433063j -0.070687-0.886868j -0.805894+0.00913683j -0.989832-0.0736579j -0.0934923+0.533352j 0.107413-0.133978j -0.0310642-0.82663j -0.163219+0.126508j 0.760446-0.342461j 0.181224-0.114213j -0.598092+0.0461949j 0.388029+0.12529j -0.830979-1.16025j 0.446951-0.909193j -0.111217+0.149273j 0.449126+0.473304j 0.125987+0.192993j 0.624534+0.291898j -0.722686+0.0815639j -0.214934+0.0162436j -0.227363+0.0513579j -0.120168-0.0129908j -0.218489-0.153202j 0.18254-0.312311j -0.0715266-0.392434j -0.159482-0.217448j -0.106168-0.437816j -0.00968462-0.208411j 
