0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
-0.753594+0.0892564j 0.449565+0.135016j 1.17984-0.779606j 0.714729+1.16825j 0.168363-0.357996j -0.179402+0.0561471j 0.853757-0.0744481j 0.0730013-0.705008j 0.46369-0.303392j 1.10126+1.02615j -2.80349+0.507726j 0.904713-0.715051j 1.24946-0.63073j 1.55695-0.249098j -1.5748-0.801857j -0.157748+0.827694j -0.34412+0.362552j -0.456232-0.224747j 1.52018+0.224453j 3.55605-1.17518j 0.680139+0.719887j 1.09748-1.01041j 1.39392-1.15225j -0.136623+0.034735j 1.02834-0.605363j 0.841412-1.14808j -0.589266+0.970718j -1.15287+0.581348j 0.557792-0.0790305j -0.800842+0.147085j -0.411663-0.115584j -0.975513-0.160969j -0.270202-0.00422605j -0.182778-0.0633126j -0.820319+0.056712j 0.121358-0.518079j -0.219554-0.456659j 0.506634-0.22776j 0.102524+0.89478j 0.126818+0.585939j 0.539248-0.192949j -1.94656+1.61469j 0.716442-0.753214j 0.292015-0.303676j 0.88358+0.720811j 0.361052-0.697733j 0.118949+1.13767j -1.13184-0.405909j 2.01988+1.58705j 1.14134-0.55123j 0.370372+1.31364j -1.84214-0.401027j -0.630447-1.55438j -1.18971-1.37059j -0.561178-0.0425714j -2.08267-1.19523j -3.00889-0.960882j 0.620736-0.930484j 1.11031+0.176676j -0.289306+0.579685j 1.78414+1.28692j 2.36506+2.24177j -0.427231-0.246509j -2.66561-1.68763j 0.595448-0.528807j -2.3559-0.734452j -1.09472-1.86887j 0.102481-0.611831j -2.84496-1.07448j 1.17421+0.329511j -2.44803-0.483673j -0.0320575+0.052683j 0.58462-0.012606j 1.23065+0.342894j 0.428169-0.374078j 0.634352+0.331403j -1.546-0.758571j 0.019293+0.499044j -1.3211-0.712888j 0.267278+0.255545j -0.429768-0.43462j 1.17208+0.692025j 0.0974032-0.376514j 0.642541-0.0925279j -0.940474-0.182192j -0.166032-0.259631j 0.855393+0.181784j 0.263443+0.102037j 0.0921878+0.107791j 0.152326-0.392578j 0.366737+0.514172j -0.123001+0.30784j 
-0.0485166-0.114431j 0.158874-0.316481j 0.538472+0.125373j -0.0515183-0.917001j -0.0755241-0.661548j -0.0690327-0.337488j 0.137864-0.211783j -0.601231+2.21892j 2.99715-0.977632j -0.610154-0.399303j 1.30867-0.261309j 0.446895-0.581015j 1.56145+1.58574j 0.260108+0.34429j 1.99934-0.769612j -0.587372-0.037538j 0.520449-0.158667j 0.387375-1.94435j 0.128722+0.866286j 0.73316+1.33431j 0.769949+0.618973j -0.248497+0.287411j 0.102467+0.455351j -0.232006-0.106254j -0.229325+0.341377j 0.209291+0.822274j -0.247594+0.0664338j -0.701539-1.68593j -0.161406-0.614172j -0.0862071-0.722974j -0.478758-0.357479j 0.213923-0.590191j -0.0701299-0.155794j -0.17156-0.262367j -0.201376-0.500782j 0.0897763-0.151983j 0.0365153+0.369983j 0.29163+0.0718399j -0.421157+0.0182116j -0.267868+0.138458j -0.0469142+0.353596j 0.241276-0.196886j 0.30507-0.0151711j 0.0859157-0.0463657j -0.118564-0.35409j -0.923662-1.47845j 0.159034-0.236593j -0.42157+2.95444j 1.59989+1.70392j 0.508217-0.316667j 3.17473-0.162843j -0.352749+1.89715j 0.914355+0.972244j -1.37211-1.21849j -0.476982+0.0787786j -4.75665+1.21163j -3.31082-0.0708615j 0.218476-0.824491j -0.72315-0.319662j 0.12941-1.43338j 2.2097-0.508082j 5.82981+0.574748j 0.263834+0.483198j -2.61211+1.2583j -0.281853+0.163309j -3.26926+0.41837j -1.3873+0.749457j 0.004707+0.275452j -3.47419+0.214677j 0.268518+0.373048j -5.56771+0.751326j -0.362329+0.0230797j 0.972913+0.0509028j 1.17651-0.364108j 0.296428+0.51233j 2.18561-1.14825j -3.82067+1.36527j 0.988546-0.0127168j -2.39526-0.257713j 1.11261-0.539008j -1.49225+0.201233j 2.25411-0.38006j -0.511077-0.422184j 0.61047-0.580607j -1.44805+0.62805j -0.205059-0.0166001j 1.04788-0.515215j 0.309743-0.791367j -0.563887+0.0737579j -0.420005+0.0711702j 0.0997366-0.0922992j 0.0664866-0.0473711j 
-0.492248+0.33639j -0.596889-0.14527j 1.44872+1.24776j -0.106091-0.0516602j 1.05819-1.27703j -0.179376+0.724765j -0.333883-0.565736j 0.822181-0.34059j -1.08863+0.0524973j -1.15668-0.707868j -0.665892+1.28308j 0.195405-0.0183996j 0.352342-1.34858j 0.199253+0.760923j -0.794004+1.20732j -0.57519-0.0211258j 0.598382-0.304233j -0.666612+0.977928j 0.491415-0.523342j 0.896153-1.59912j 1.35617-0.696226j -0.533-1.1663j 0.954376-0.7923j -0.0109108+0.721735j 1.15644-1.1624j 0.797906-0.816872j -1.0408+1.09116j -1.19132+1.8016j 0.269098+0.0580741j -0.524701+1.35507j -0.563403+0.428595j -0.162958+0.100614j -0.148932+0.268392j -0.220983+0.117737j -0.656503+0.39671j 1.21531+0.0156448j -0.188803+0.0265225j -0.0294414-0.960673j -0.788511-1.03116j -0.641162-0.467048j 0.626632+0.405361j -0.808076-1.07256j 1.76191-0.476046j 0.952138-0.92912j 0.326992-1.07092j 0.151017-2.36458j -0.326573-0.262395j -0.441665-1.08666j 0.840179+1.57969j -1.08237-0.132551j 1.98139+2.35737j -2.15207-2.05941j -0.9731-1.2247j -0.48418-1.59205j -0.723556-0.559275j -3.16466-3.87763j -2.01278-3.75624j -0.141362+0.417609j -0.18693+1.5299j -0.642257-1.27453j 1.13412+1.60897j 1.81549+4.54484j -0.156294-2.25313j -2.31529-3.58512j 0.0828485-0.515672j -2.45762-2.9199j -1.30407-1.22091j -0.601569+0.553816j -2.21115-3.17694j -0.105139-0.484406j -3.69014-3.675j -0.512988+0.198711j 0.214019+0.370805j 0.662497+0.66274j -0.09508-1.07923j 1.24405+1.40068j -2.41302-2.7972j 0.885889+0.21788j -0.837293-1.10104j 0.810628+0.769212j -0.307162-0.938399j 1.3106+2.26923j -0.125126+0.194283j 0.814579+0.334093j -1.29887-1.2153j 0.325675-0.217421j 0.545336+0.399861j -0.0468362+0.0682331j -0.0902964-0.731651j -0.427564-0.609395j -0.285915-0.419388j -0.127517-0.0329089j 
-0.543871-0.783168j -0.0697121-0.959711j 0.974245-0.525134j -1.19444-0.865619j -0.13208-1.5654j -1.30072+1.55611j -0.449768-1.75535j 4.06028-1.33483j 1.72373+2.31184j -1.14344-0.908019j -2.39024-0.0610258j 1.33249-0.449189j 3.94304-1.70153j 0.666762-0.11945j -3.72472+1.38456j -2.10582+1.25463j -0.63034-1.14522j -0.311549+0.501805j 3.31656-0.337484j 4.259-2.27782j 0.597172-0.470591j 1.13219-0.457827j 2.73129-0.742873j -0.76648+0.371775j 2.6356-0.0528474j 2.68853-0.345833j -2.11254+0.600601j -4.32309+1.10573j 0.586825+0.831125j -3.04868+0.967664j -0.578213+0.387427j -1.00053+0.121109j -0.696373+0.181705j -0.330558-0.0761388j -1.60486+0.334964j -0.292038+0.36471j 0.162356+0.102559j 0.685623-0.685449j 0.0659413-0.395379j 0.0487819+0.406597j 0.033706+0.0466819j 0.674301+0.826438j 0.308489+0.905957j -0.0767892+0.128662j -0.693254-2.14992j -3.30543-1.62166j 0.157824+0.86517j -2.70342-1.92098j 3.23972+3.03761j 0.525972+0.375518j 3.9641+2.51739j -1.17174-0.657817j -1.72193-0.659712j -3.56426-2.27844j -1.09479-1.48519j -6.17535-4.2566j -4.55846-2.51274j -0.105815+0.00954218j 1.89471+0.996321j 0.522409-0.476701j 1.67364+1.12893j 6.13666+3.82474j -0.644537-0.379078j -4.91361-2.64756j -0.25127-0.392392j -4.34395-2.19934j -1.43908-0.864342j -0.12842-0.848746j -4.03135-2.46063j 0.365206+0.434502j -5.44007-3.702j -0.252965-0.196991j 1.06547+0.549508j 1.57306+1.44907j -0.547691-0.177877j 2.42643+1.28893j -5.35949-2.70346j 0.539825+0.508545j -2.56694-0.591326j 1.48963+0.862428j -1.46087-0.117336j 2.44368+1.00868j 0.106869-0.00480192j 1.03112-0.0387018j -1.6944-0.405556j -0.234416+0.555617j 1.28947+0.346571j 0.319558+0.275859j -0.501871+0.327043j -0.111041-0.344366j 0.32186+0.281552j -0.143543+0.142476j 
0.158442-0.652681j 0.99464-0.954709j -0.563037-0.153243j -1.25778+0.770202j -0.427311+0.332081j -0.0219444+1.24679j 0.59578-0.654773j 0.607654+1.23281j 0.0875653-0.140655j -0.930399+1.93207j -0.353873-2.66758j 0.715652+0.593518j 0.133294+3.23085j -0.306058+0.0885698j 0.707013-2.0398j -0.251259-1.79426j -0.856415-1.06703j 0.0411785-0.954991j -0.0209636+1.43843j 1.1885+4.38415j 1.05896+1.35334j 1.37833+2.51636j 1.41243+1.72454j -0.0471139+0.0215085j 0.649588+1.42474j 1.16914+1.44246j -0.514388-1.96651j -1.1396-2.41292j 0.4546+0.50561j -0.615225-2.43413j 0.400278-0.770898j -0.162667-0.566858j -0.157081-0.635897j -0.194163-0.00163807j -0.720827-0.271875j -0.275842-0.55504j 0.218924-0.369133j 0.517236+1.01488j -0.647159+0.314975j -0.467366-0.121698j 0.0791829+0.523124j 1.42058-0.316552j 1.42771+1.20079j 0.707399+0.106585j -1.46151-1.55831j -3.8477-0.966299j 1.18356+1.06417j -3.97206-0.842825j 5.04+0.940815j 1.88774-1.41601j 6.40386+1.6089j -2.80763+0.499712j -3.82116+0.238525j -4.63102-0.164946j -2.14375+0.08089j -11.5757-0.688945j -8.96548-0.361046j -0.136688+0.858346j 1.49126+0.163345j 0.895683-0.322027j 3.3245-0.975734j 11.5493+0.0435499j -1.16426-0.693621j -10.1013+0.697452j -0.177181-0.864868j -9.36889+1.77572j -3.43977+0.394109j -0.42174+0.166135j -8.52945+0.0358251j 0.0889133-0.609897j -12.2826+1.5585j -0.918154+0.612915j 2.64637-0.112786j 3.35157-0.369361j -0.682869-0.457967j 6.04945+0.046432j -11.9062+1.69241j 1.68208-0.00788104j -6.05628+1.55345j 3.39913-0.924061j -3.49597+0.308037j 5.50368-1.34164j -0.0753638+0.716012j 2.08833-1.42784j -3.68087+1.40274j -0.739724+0.491677j 3.06767-0.918908j 0.783178-0.267771j -1.83986+0.963847j -0.98683+0.288712j 0.778949+0.259986j 0.131583+0.405133j 
-0.566825-0.766905j -0.701463+1.29294j 2.03005+2.22533j -1.17513+1.16471j 0.889949+0.391259j 0.0653613-0.607648j -0.381783+2.11624j -0.231308-0.823656j 0.281528+0.0921295j -0.497097+0.758559j -0.350547-1.72132j 0.511672+0.592674j 0.174702-0.30957j 0.262747+2.47702j 0.749024-0.407567j -0.371476+0.983353j 0.00372897+0.37952j -0.0499777+0.000810327j -0.465938+1.07253j 0.565066+2.14434j -1.48377+0.20574j 0.666702+0.181514j 0.586982+0.746707j -0.0969908-0.0895926j 0.307189+0.281565j 0.99468+0.275054j -1.01347+0.352284j -0.386294+0.0847627j -0.147695+0.244953j 0.0360231+0.503145j -0.00999448+0.10101j 0.281472-0.74255j 0.116246+0.138493j 0.303763+0.13602j 0.308316-0.600511j 0.350313-0.0316103j 0.479855-0.0614126j 0.268795-0.085564j -0.720324+0.272096j -0.610227+0.216862j -0.108911+0.0589459j -1.10994-1.41896j 0.68179+0.638603j 0.294779+0.562415j -0.627496+0.39064j -0.757328+0.529352j -0.394001+0.267437j -0.937936+0.00992383j 0.781267+0.673674j 0.966479-0.0844921j 0.696973-0.463502j -0.510948+0.195706j -0.213036-0.00738136j -0.879133+0.480632j -0.420163+0.0269892j -2.20724+0.913193j -1.67274+0.088004j 0.475453+0.291158j 0.230735-0.181247j 0.026713-0.116413j 0.364592-0.0171616j 1.56575-0.83129j -0.244257-0.147694j -1.62339+0.646307j 0.202187-0.0844795j -1.78584+0.823767j 0.112284-0.0382353j 0.270363-0.0149334j -1.35975+0.288344j 0.207599+0.238485j -2.32696+1.25328j -0.161273+0.27285j 0.606411-0.0709488j 0.723778+0.00635694j 0.169971+0.300792j 0.906593-0.626644j -2.11715+1.29843j -0.00477522-0.0632551j -0.883981+0.497245j 0.625941-0.474048j -0.55433+0.279962j 0.851909-0.716823j 0.359316+0.213169j 0.319669-0.263881j -0.514342+0.476191j -0.128968+0.0136584j 0.581339-0.145853j -0.0224433-0.0733211j -0.332087+0.384472j -0.0495769+0.216813j -0.0170765+0.339354j -0.165894+0.188202j 
-0.115536+0.756452j -1.00205+0.704408j -0.188564-1.70406j -0.746345+0.708003j -2.08271+0.0678233j 1.25464+1.00441j -1.57176+1.07801j -0.885685-2.92648j 0.963698-0.499981j -0.85027+1.30719j 1.22536+1.63467j -0.96987-0.896641j -1.92499-2.57019j 0.126457-0.537701j 1.54824+2.31092j 1.0399+1.31791j -0.786009-0.0661928j 1.11666+0.504363j -0.74587-2.05427j -3.01152-2.44902j -1.20156-1.27948j -1.37578+0.0322259j -1.45857-1.66573j 0.500869+0.386503j -1.3053-1.74294j -1.18513-1.44069j 1.54482+1.4332j 2.20766+2.70813j 0.263037-0.496099j 1.83657+1.59498j 0.538981+0.606943j 0.41677+0.134392j 0.382364+0.439626j 0.0925441+0.0477939j 0.836549+0.655677j -0.412745+0.286935j 0.167448-0.0117868j -1.1607-0.325723j 0.523621-0.0884521j 0.710929+0.00511726j 0.645053-0.616821j -2.04194+0.622963j -0.228798-1.12843j 0.0329772-0.368703j 2.52996-0.0590582j 1.94484-0.5046j -0.633107-1.40425j 3.55854+0.781026j -3.95008-1.21163j -2.53203-1.36552j -5.85146-0.223465j 3.59545+2.55955j 2.52732-0.0544517j 4.27016+0.566853j 2.41159-0.192459j 11.9537+2.05375j 8.01803+1.78051j -0.434339+0.288887j -2.56962-0.00715423j 0.680945+0.193703j -3.27035-0.180858j -12.4511-1.48377j 1.27412+0.265256j 10.702+1.90461j 0.115224-0.320669j 9.01491+1.20801j 3.20928+0.766723j 1.48873-0.788396j 8.96511+1.30327j -0.462051-0.334396j 13.7327+0.259868j 0.188639-0.206506j -2.95177-0.027719j -4.03732+0.862869j 0.910602-0.706929j -5.75498-0.621071j 11.2266-0.589889j -1.68238+0.235355j 5.47672+0.0626556j -3.2264+0.445382j 3.0268+0.0801315j -5.67371+0.389843j 0.939954-0.153908j -2.23428+1.1466j 3.98983-1.24573j 0.574732-0.494699j -2.64183+0.387663j -1.38405+0.307582j 1.71083-0.588042j 0.892799+0.182272j -0.761515-0.00343257j -0.0743124-0.224031j 
-0.629152-0.00937471j -0.907181-0.660735j -2.61115+2.95117j -1.31695-0.855944j 0.0524566+1.23217j 0.165119-0.137325j -1.48419+0.385773j 0.325595-1.55244j 0.467436-0.76343j -0.241023-0.355901j 0.217258+0.843722j 0.0841141+0.532082j 0.736169-1.2636j -1.42771+0.188417j -0.430062+1.25033j -0.281831-0.0758735j -0.315079+0.807174j -0.381108-0.131964j -0.350396-1.48939j -0.741763-1.23318j 0.372496-0.334036j 0.314039-0.709011j -0.126477-0.326029j 0.00921101+0.245816j 0.451099-0.0405588j 0.251078-0.106024j -0.744052-0.464149j -0.961911+0.612328j 0.114143-0.4281j -0.900555+0.959464j -0.365665-0.262599j 0.416537+0.684941j -0.245958+0.221796j -0.313844+0.177942j 0.0652458+0.446804j 0.701872+0.4225j -0.119786-0.130691j 0.471616+0.0327248j 1.38377-0.0247786j 0.820653-0.27359j -0.271852-0.234063j 1.76495+1.17662j -0.178194+0.266101j 0.193808+0.121461j 1.12567-0.574347j 0.610555-0.821839j 0.594193+0.343304j 0.681518-0.283697j 0.212621-0.202504j -0.707077-0.795629j -0.37231+1.38868j -0.368292-0.30651j 0.0901482-0.100784j 0.289041-0.984903j -0.152496-0.461966j 2.21455-1.15172j 1.07817-0.412545j -0.689739-0.537467j -0.695471+0.479714j 0.19322-0.00955819j 0.209052+0.509094j -1.42611+1.83943j -0.0203001+0.289366j 1.06019-1.45692j 0.167863-0.385612j 1.12103-1.08718j -0.892263-1.11026j -0.49319-0.357923j 0.628743-0.703466j 0.351073-0.349733j 1.79518-1.68262j -0.0190706-0.348496j -0.622204-0.255931j -0.0595026-0.103421j 0.234932-0.719326j -0.998974+0.719687j 1.83861-1.49292j -0.017115+0.477802j 0.453898-0.412111j -0.515757+0.624844j 0.732458-0.62327j -0.822979+0.900983j -0.397594-0.512215j -0.19478+0.426957j 0.423134-0.817327j -0.0307787-0.285857j -0.0293088+0.0949137j 0.250442+0.132767j 0.814382-0.532902j 0.494256-0.598656j 0.641047-0.088641j 0.17899+0.0186741j 
-1.29601+0.791378j 0.94684+0.152973j -0.683429-0.707834j 0.0991072+0.493897j 0.559904+0.0738212j -0.421482+0.181448j 0.849035+0.587734j -0.435205-1.65817j 0.768977-1.0188j -0.167605-0.41628j -0.933948+0.97305j 0.431563+0.30571j -0.363314-1.49105j 1.04514-0.315854j 0.0729401+0.751771j 1.13026+0.38464j 0.00383631+0.813504j -0.0493008+0.135217j 0.591223-0.975032j 0.501381-1.44873j 0.433729+1.41708j 0.0346869-1.18894j 0.410708-0.686434j -0.0902322+0.52793j 0.844218-0.378231j 0.264783-1.01734j 0.280475+0.931522j -0.0810544+1.22462j 0.303162+0.116154j 0.265749+1.01467j 0.0481582-0.0679598j -0.206837+0.399235j 0.0640619+0.154094j -0.157172-0.393154j -0.425334-0.0984283j 1.43636+0.261939j 0.165224-0.741198j -0.0924035-0.221048j 0.119108-0.351683j 0.493347-0.110285j -0.532859+1.02627j 0.638607-1.41803j 0.411382+2.09685j 0.610683+1.0084j -0.234529-0.358515j -0.15262-0.435359j -0.396136+0.138686j 0.33974-1.51739j -0.1867+1.7138j 0.836984+0.715803j -0.353274+0.26122j -0.420501-0.918628j 1.23775+0.164364j 0.471129-1.24143j -0.571266-1.13575j 0.880156-1.80455j 0.945855-2.22511j -0.130135+1.09178j -0.966328+1.29667j -0.162821-0.781206j -0.917189+1.4255j -1.59392+1.60031j 0.159182-0.398009j 1.36513-1.73614j 0.334282+0.340778j 0.57367-2.02796j 0.918025-0.528059j 0.147328+0.332165j 1.4018-2.12456j -0.288283+0.502283j 1.11579-2.98949j -0.0993677-0.229153j -0.78877+0.320482j -0.730807+1.16349j 0.357735+0.0681449j -0.352052+0.754399j 0.615906-2.11344j -0.120687+0.0871295j 0.663841-0.831022j 0.090717+0.585099j 0.671052-0.349623j -0.921202+0.991781j -0.0453061+0.151891j -0.306946+0.841821j 0.737385-1.11386j 0.553648-0.115826j -0.356158+0.705161j -0.177146+0.0904639j 0.499785-0.443319j 0.37735-0.255102j -0.243968-0.14319j -0.166515-0.225017j 
0.506428-0.848182j -0.288078-0.753584j -0.53744+0.549946j -0.108332+0.804976j 0.839941+1.19192j -0.394359+1.65398j 0.331324-0.46439j -0.776244-0.815742j 1.14241-1.22351j 0.164192-1.15785j -1.12143+0.65113j -0.634394-1.25369j -0.120667-1.83751j -1.12138-0.46341j -0.344527+1.80943j 1.03039+1.03246j 0.302263+0.358601j -0.00377276-0.0715359j 0.142662-1.09433j -0.267656-1.49672j -0.0771627+1.01833j 0.560149-0.356277j 0.172154-0.327462j -0.66466-0.0242344j 0.935218-0.505483j 0.218988-0.438253j -0.363777+0.167721j -0.754998+0.811959j 0.208215+0.255427j -0.616749+0.725295j 0.0393264+0.21028j -0.20795+0.177239j -0.15866+0.161984j -0.182912+0.205183j -0.224462+0.102458j -1.60622+0.780315j -0.348137+0.0822756j 0.629633-0.369847j -0.532575-0.876812j -0.160863-0.632669j 0.534115+0.388022j -1.5658-0.378074j 0.625775-0.745545j 0.662041-0.714014j 0.251285+0.464209j 1.13941+0.104625j 0.206195-0.788317j -0.250521+0.540659j -0.601023+0.418106j -0.788797-0.740302j -0.871369+1.69657j 1.34865-0.821535j -0.0376218-1.27335j 0.090271-0.193486j 1.02428+0.0130412j 0.489141-2.63348j 0.978523-1.49196j 0.193506-0.412654j 0.63526-0.524734j 0.728097-0.333743j -0.376317+0.857845j -1.30728+2.15707j 1.18921-0.573721j 0.991095-1.62086j -0.0379266-0.314291j 0.901382-1.88198j 0.556915-0.359581j 0.134872-0.763458j 0.77745-1.57937j 0.283743-0.0111129j 1.0196-2.67453j -0.037741-0.16306j 0.325735+0.839344j -0.275136+0.688331j 0.0846309-0.154812j -0.290192+0.97787j 0.772971-2.17128j 0.0181395+0.739884j 0.602567-1.05034j -0.310106+0.769008j -0.0244676-0.280999j -0.389408+1.38432j 0.444956-0.11348j -0.0714462+0.391407j 0.147712-0.89701j 0.217644+0.617254j -0.2206+0.549628j -0.355824+0.037651j -0.142422+0.0954076j -0.264433+0.0161662j -0.299024-0.183646j 0.0489756-0.1482j 
-0.305689-1.22824j 0.966694+0.481006j -2.39992-1.62559j 0.582656-0.966146j -0.70518+1.44667j -0.321927-0.657933j -0.187269+0.414817j 1.58763+0.24108j 0.718972+0.585729j 0.796145-0.266829j -0.571486-0.77493j -0.563268+0.981216j 1.50866+0.71083j 0.0639716-0.154091j -0.793798-0.724349j -0.055396+0.417548j -0.827058+0.0785928j 0.0281927-0.225741j 1.15542+0.277956j 1.43248+0.266069j -0.813897+0.780368j 1.16405+0.64084j 0.397002+0.53662j -0.306128-0.337602j -0.112809+1.25059j 0.494456+0.537586j 0.0990688-0.417467j -0.717782-1.28498j -0.253576+0.257823j -1.01541-0.789399j 0.193739-0.188714j -0.845541+0.227069j -0.174969-0.19478j -0.102427-0.214983j -0.496342-0.289652j 0.774153+0.18505j 0.648912-0.202606j 0.0162961+0.61735j -1.53304+0.712679j -0.745852+0.63786j -0.469155-0.163888j -0.580016+0.945856j -0.748923-1.15559j -0.331954-0.770443j -0.772582-0.910678j -1.98793-2.16324j -0.481062+0.548078j -1.19809-1.16284j 2.13855+1.91619j 0.165342+1.50072j 4.23897+1.32843j -2.94967-1.06225j -2.02489-0.58734j -2.16475-1.86539j -0.975646-0.423126j -7.12301-2.40895j -5.44694-2.55164j 0.153975+0.00188633j 1.14612+1.42419j -1.14787-0.562537j 2.27897+0.541717j 7.27571+3.61447j -1.96407-1.54122j -6.18651-2.4568j -0.3568-0.32414j -5.48941-1.72025j -2.06037-0.538831j -0.335528+0.530587j -5.52454-1.90847j -0.349514+0.156649j -7.64413-1.16517j -0.134266+0.483828j 1.48224+0.259275j 1.63528+0.161336j -0.778903-0.396455j 3.10954+0.793039j -5.9619-1.27071j 1.12864-0.31985j -2.91564-0.816089j 1.69591+0.233617j -1.73312-0.420179j 3.66204+0.830179j -0.124996+0.12968j 1.26637-0.412081j -2.52764+0.163409j -0.14198-0.0616397j 1.37381+0.0408807j 0.205301+0.0576704j -0.890972+0.13097j -0.798399+0.13786j -0.171932+0.12532j 0.0139473+0.107705j 
-2.11616-1.65946j -0.624661+1.19236j 0.597421+0.43618j 1.09852-0.163865j -0.560394+0.327349j 0.0734023+0.132034j -0.458575-0.618659j 0.221738-0.525245j 0.168492-0.460617j -0.43123-0.341041j 0.680168+0.126737j -0.379881+0.275046j -0.673483+0.526907j -0.451922+0.332475j 0.0510645-0.0496717j 0.209317-1.05278j -0.253231-0.339738j -0.242554-0.0106958j 0.126742-0.0397957j -0.0779621-0.251665j 0.670778-0.122659j 0.225285-0.577342j -0.0472354-0.285439j -0.220622+0.559696j -0.402453-0.565502j -0.123443-0.0232441j 0.147803+0.085632j 0.299097+0.295317j 0.44927-0.031939j 0.038599+0.278396j 0.374169-0.344911j -0.0741897-0.0881257j 0.0416402+0.0712585j -0.111243-0.473411j -0.240118-0.434074j 1.74739+3.53029j 0.433561+0.470361j -0.4015-0.371542j -2.17425+1.06437j -1.02428+0.422744j 0.074776+0.0577747j -0.477484-0.63386j -0.515677+0.497522j -0.271538-0.0522913j 0.684414-0.864817j 0.982981+0.734687j 1.48164-1.17714j -0.0202725-0.445687j -0.215617-0.61176j 0.896954+0.23137j -0.191598-0.500588j 0.864337+0.85771j 0.557997+0.122789j 0.467147+0.905482j 0.357841-0.192972j 2.54277+0.380788j 1.96542+0.626449j -0.506674+0.0579111j -0.617392+0.124018j 0.510432+0.213183j -0.516066-0.256711j -1.4682+0.0730233j 0.369559+0.517234j 1.06853+0.30001j -0.0164247+0.083775j 0.93549+0.199947j -0.124181+0.0794458j -0.406775-0.106174j 1.23262+0.52229j -0.141223-0.701927j 2.00566+0.525459j 0.104486-0.0432398j -0.194482-0.375088j -0.530483-0.345531j 0.259262+0.0485403j -0.951684-0.0212183j 1.73651+0.0473225j 0.282972+0.253935j 0.656473-0.253138j -0.336921+0.151313j 0.558282+0.316283j -0.838476-0.18699j 0.0138501-0.572788j -0.177584+0.299188j 0.483263-0.159618j 0.315948+0.256125j -0.19999+0.19979j -0.138549+0.261112j 0.366631+0.364924j 0.401372+0.0675942j 0.163393+0.200179j -0.0402459+0.0997894j 
