0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
0.0410477-0.0281884j 0.0235222-0.0164746j -0.0141352+0.101636j -0.0915648-0.0205387j -0.0431344-0.0362882j -0.0302753+0.0416926j 0.0475455+0.0553884j -0.0299545-0.00779425j -0.0366726+0.0298151j 0.0124121-0.00936007j -0.040809+0.0093885j 0.0137492-0.0038088j 0.00595539-0.0279254j -0.0340259+0.0193818j 0.00217837+0.0225677j 0.00739456+0.0318376j -0.00209109-0.00134243j 0.000837418-0.00114548j 0.0203904-0.00635854j 0.016662-0.00710312j 0.00206228+0.00513561j -0.0022546-0.0156849j -0.014117-0.0110371j 0.000842282+0.0103088j 0.00157364+0.00713923j -0.00566097-0.00459224j 0.00121717-0.000151562j 0.00489455-0.00713734j -0.00998736+0.00773964j -0.00376635+0.00176286j -0.00226211-0.00931429j -0.00146507-0.00013903j 0.0114564+0.0109158j 0.0018898+0.000245502j 0.00123505+0.00762179j -0.0116588-0.0100073j 0.0123762-0.0109495j -0.0111877-0.000892951j -0.0102887-0.00833845j -0.0261752-0.00202639j 0.0211207+0.00635051j 0.0123518-0.0346698j 0.0966223+0.121346j 0.122763-0.120444j 0.0273542+0.0293682j 0.0470429+0.143393j 0.245684+0.0876865j 0.0979296-0.0900596j -0.16698+0.21559j -0.0100471+0.0302676j 0.0218093-0.00788677j 0.113529-0.114224j 0.116046+0.156878j 0.187958+0.142327j 0.0908629+0.146032j -0.135079+0.175695j -0.0477508-0.171104j -0.165637+0.04627j 0.0752125-0.166758j 0.0439777+0.0764377j 0.0558572+0.107793j 0.0110492-0.0277398j -0.059268-0.0777498j 0.135117-0.0932586j 0.131805-0.0240115j 0.0418207+0.0347919j 0.204936+0.094353j -0.0756179+0.0360901j -0.039238+0.081551j 0.082591+0.109823j 0.0374455+0.0494347j 0.0222668-0.0852429j 0.0239013-0.0472987j 0.0140863-0.0110062j -0.0555803-0.0376035j -0.0749079-0.0635305j 0.0124461+0.0147247j 0.0204167+0.0216249j -0.0116104+0.0183953j 0.0343454-0.0537002j -0.0129021+0.0572786j 0.0369992-0.040428j -0.0406279+0.0105232j 0.0143681+0.029042j -0.0717597+0.000117792j 0.0537377+0.00833339j -0.0221173-0.0211357j 0.0387339+0.0216876j 0.00202933-0.0180236j -0.0418287+0.0454082j 0.0155426-0.0184766j 0.0334626+0.0273781j 
0.033142+0.00282388j 0.0144814-0.0198385j -0.0606654+0.0447831j -0.0225143-0.0297117j -0.003017+0.00697088j 0.031484+0.00946787j 0.0170827-0.00431936j 0.0135796-0.00928659j -0.0148766-0.000854359j -0.0109931+0.00140394j -0.00468059-0.00321947j 0.017173+0.00360003j -0.00579893-0.00821073j 0.00943433-0.00271933j 0.00189245-0.000106421j 0.00596649+0.0053223j 0.0153694+0.00568994j -0.00560038-0.00517466j -0.000261809-0.0128407j -0.00825314+0.0104801j -0.00613959-0.0016969j -0.0201695+0.000577017j 0.0154351-0.0117749j 0.00442653+0.0148972j -0.00297163+0.000801011j 0.00863233+0.00102841j 0.0142469-0.00970234j 0.0143408+0.0209671j 0.00197189-0.0198689j 0.00641279-0.00800072j 0.0221231+0.00527779j 0.00432107+0.00314494j 0.00525041-0.00459764j -0.00710228-0.0163145j 0.000220722+0.014222j -0.0160766+0.0046852j 0.00592031+0.00188603j 0.00229624-0.00499215j 0.0162885-0.0364992j 0.0171794+0.0114782j 0.00327454+0.0240059j 0.0351589+0.0343594j -0.0543992+0.0933941j 0.107325+0.0177001j 0.0349771-0.023416j 0.0514907+0.0726548j 0.0674387-0.0104894j -0.0375606+0.00146096j 0.0157875+0.0292525j -0.0516564-0.0220552j -0.0151869+0.0253327j 0.0288873+0.0598366j 0.0181049+0.00953399j 0.0883187+0.0545731j 0.0153899+0.00576882j -0.00642013-0.024427j -0.0103087-0.0508799j 0.00668741+0.0456861j 0.0211804-0.0401891j -0.0720281+0.0783044j -0.0754442-0.0887029j 0.0535814-0.00045351j -0.0484697-0.017738j 0.00257061-0.0888603j 0.0203045+0.0130099j 0.0405616-0.046397j 0.0557277-0.0240417j 0.0153386-0.0277022j 0.0682123-0.0769726j 0.0282921+0.0942207j -0.0354798-0.0183955j 0.0843898-0.0623401j -0.00384785+0.101034j 0.0998562+0.0902055j 0.0190326-0.17997j 0.120125-0.00686499j -0.0592679+0.0151929j -0.0422459+0.0468907j 0.01879-0.0566333j -0.0532057-0.0130251j -0.0399456+0.0145792j 0.10278+0.00684763j -0.0373479+0.0616059j -0.0632058-0.0891002j 0.07007+0.076576j -0.0494991-0.0194848j 0.0854866+0.0331824j 0.0936051-0.0270946j -0.0928615-0.124433j 0.111629-0.112609j 0.0228197-0.0288902j 0.00636132+0.0443956j 
-0.0139836+0.0143272j 0.0298839+0.00315031j 0.0277925+0.0366927j -0.0486465+0.0409646j 0.0193008+0.00919469j 0.0232582-0.00745644j -0.0281065+0.0015482j -0.00469963+0.00413209j -0.014423+0.0106913j 0.00800949+0.00862824j 0.0201416-0.00407243j 0.000125955+0.0176607j 0.0074253+0.00621524j 0.00376248+0.00184137j 0.0127884+0.000673438j 0.0136269-0.00363916j 0.00112696+0.0186692j 0.0101137-0.000735875j 0.017934+0.012565j 0.0132555+0.00595448j 0.000521004+0.00623613j -0.00568777-0.0173533j 0.00563233+0.015659j -0.0212401-0.00256582j -0.0039922-0.00504408j 0.00916958+0.0113154j 0.00274138+0.0112039j -0.0051241-0.00622659j 0.0118018+0.0154668j 0.00816969-0.0140036j -0.00771363+0.00298243j -0.0106475+0.000147167j -0.00332858-0.0119727j -0.00830231-0.00505671j -0.00449387-0.00405754j -0.0104413+0.0111412j 0.0102925+0.00629138j 0.00933015+0.000587075j -0.0177863-0.00769439j 0.014041-0.0413045j 0.0417639+0.0160306j 0.00869602-0.0214271j 0.0966993+0.0242706j 0.0458121-0.0858943j -0.0608226-0.0246642j 0.0507272-0.0203619j -0.0479565-0.071008j 0.00166903-0.0217699j -0.0126095-0.0408777j -0.0162756+0.0135275j 0.0530388+0.011152j 0.0148564+0.0192025j -0.0599274+0.0602779j 0.0466853-0.0321442j -0.0208944+0.0276078j -0.0332241-0.0953172j 0.0817369+0.0458181j 0.00294553-0.0833332j 0.0251873-0.062113j -0.0423624-0.0292676j 0.0451093+0.00311024j -0.0435907+0.0473095j 0.0147809-0.142554j 0.0542562+0.0219818j -0.0207488+0.0922159j 0.109477-0.00654659j -0.0333599+0.0436152j -0.0283025-0.0262755j -0.00190443+0.0238627j -0.0733059+0.0813705j 0.0468763-0.0702838j -0.0751449+0.0431796j -0.1588+0.0466566j 0.024722+0.0725547j 0.0600111+0.00033042j 0.0103308+0.116823j -0.019001+0.0194231j -0.0305448-0.148605j 0.0771075+0.0139127j -0.0761978-0.00604252j -0.0179315+0.0608255j -0.0497735-0.00509095j 0.0700614+0.126168j -0.0756391-0.0109814j 0.0555197-0.100749j -0.046405+0.0696826j 0.0118457-0.0287747j -0.0240292-0.0647626j -0.113051+0.0922376j -0.121086-0.116354j -0.0127123+0.038306j -0.0162181+0.0149992j 
0.0114682-0.0147516j -0.0171484+0.00123059j -0.0244863-0.0126039j 0.00687901-0.0300728j -0.0138307+0.00292323j -0.00443709+0.00617435j 0.00364563-0.0068821j 0.00212769-0.00367208j -0.00285078-0.0111821j -0.0103666-0.00636765j -0.0102133+0.0106633j -0.00491055-0.0119165j -0.00460525-0.00155244j 0.00885669+0.0137893j 0.0047345-0.00238122j 0.00288927+0.0120431j -0.00253577-0.0132636j 0.00214512-0.00692047j 0.00210096-0.000243589j -0.00176356+0.00332275j 0.00312633-0.00418573j -0.00607148-0.00312662j -0.000981002-0.00900937j -0.000388814+0.00478841j -0.00361883-0.0217036j -0.00171092+0.000688658j -0.00422613+0.00137371j 0.00327003-0.00132738j 5.2854e-05-0.0116909j -0.00654497-0.000194569j -0.0066734+0.00377661j 0.00655668+0.00168505j 0.0107158-0.00520991j -0.00785729+5.83785e-05j -0.00142434-0.0143687j 0.0131078-0.00648689j -0.00915919-0.0110433j 0.00452387+0.000499075j -0.00280328-0.0135925j 0.00847624+0.0127289j -0.0100147-0.0132745j 0.00527661+0.00908402j -0.0308275+0.0256463j 0.0240006+0.0452208j 0.0413908-0.0118651j -0.0112255+0.0372086j 0.0215248-0.00408289j -0.0173159+0.0129413j 0.00177201-0.0211258j -0.0237806-0.0349549j -0.0736083+0.0166499j -0.00549792+0.00372933j 0.0132794+0.0424746j 0.0200015+0.00361819j 0.00613714+0.015159j -0.0305936-7.39197e-05j -0.0402101-0.0268167j 0.000568412+0.0878814j -0.0411681+0.0379894j 0.0205509+0.0262613j -0.00987764-0.0331921j -0.0411138-0.0218919j -0.0138963-0.00286814j 0.0293278-0.0182551j 0.0233198+0.0127139j 0.010846-0.0119911j -0.0578795+0.0499174j -0.0345528-0.00134633j -0.0385017-0.0742984j -0.0189224-0.00686671j -0.0496092-0.0194299j 0.0341388-0.0274929j -0.0142869+0.0458276j -0.00224925-0.0240054j 0.0184329-0.0304154j 0.0406003-0.0524655j 0.048822+0.0724223j 0.0337821-0.0816487j -0.0878733+0.0282832j -0.024789-0.0190298j -0.0137045+0.0225172j 0.00663157-0.00576931j -0.0194122+0.068989j -0.0173711+0.0626694j -0.016305-0.023948j 0.0531378-0.00507168j -0.0156924+0.0438797j 0.0472047-0.0158401j -0.00390305-0.00805235j 0.0578882+0.00434517j -0.0142161-0.000194118j 0.0131415-0.00910839j 
0.00660059-0.00170239j 0.00362993-0.00814536j -0.00277364+0.0332833j -0.0160866-0.000325943j 0.0113169+0.00654074j -0.00189403-0.00755449j 0.0108659+0.0139693j -0.00380391-0.00475478j -0.00367115+0.0153253j 0.00633147+0.00946494j -0.0106734-0.000673851j 0.00871167+0.0134231j 0.000486735-0.000479177j -0.0041441-0.0133985j -0.000782159+0.00704068j -0.0117645-0.00809777j 0.0102232+0.00278193j -0.000603366+0.00789158j 0.000554195+0.00211207j -0.0125014-0.00206978j 0.00215342-0.00289478j -0.00232096-9.60531e-05j 0.00743389-0.00447366j -0.00671051-0.0042969j -0.000845277-0.000994843j 0.000353362+0.00520732j 0.000225212-4.50599e-05j -0.00333907+0.00452976j 0.00275401+0.00495507j -0.005653-0.00273465j 0.00857853-0.00489461j -0.00642804+0.0175441j 0.00982177+0.000113558j 0.00330044+0.00360408j -0.0172054+0.0071521j -0.00411261-0.0069202j 0.00484183+0.0103099j -0.0119286-0.00701049j -0.000534647-0.00420019j 0.00215205-0.0109645j -0.00600904+0.011062j 0.0221035+0.00228315j 0.0181605+0.0225261j 0.020037-0.0253442j -0.0458404-0.0244742j 0.00768047-0.0348675j 0.00727766+0.0176207j 0.0166032-0.00342645j -0.0194757+0.0219258j -0.0105559+0.0511125j 0.0159948+0.0340466j 0.0150757+0.010291j 0.0107397-0.00731098j 0.00495835+0.00643565j 0.0127039-0.0506194j 0.0338161-0.0421832j 0.0232465-0.0215022j -0.0599347-0.0491274j 0.0492099-0.0292425j -0.0438426-0.0271965j -0.0369011-0.0359141j 0.00572942+0.0185436j 0.00288165+0.0104141j -0.0383014+0.0218031j -0.0208861+0.0318227j 0.00244319+0.00139377j -0.0221782-0.00612731j 0.00520701-0.0146993j 0.0455899-0.00380636j -0.0278235+0.046262j 0.0242272-0.0302421j 0.0189411+0.0407356j -0.01144-0.0141234j -0.013316-0.018285j -0.0458533+0.0121428j 0.0597901-0.000688376j -0.0500193+0.0538192j 0.0197769+0.0594914j -0.0149158-0.00373617j -0.047741-0.00151648j 0.022349+0.0260094j 0.0189842+0.0180266j 0.0281371-0.0202283j 0.0379726+0.00339042j -0.00510418+0.0666138j -0.0301133-0.03334j -0.00331956-0.0224055j -0.0166944+0.0145584j -0.040094+0.0169054j -0.00237602+0.000271363j 0.0125252+0.00164291j -0.00606471-0.00677399j 
0.0123169-0.00779032j 0.00203372-0.00155067j -0.00720986-0.00436563j 0.0080716-0.0146205j -0.013733+0.000890237j -0.00416162+0.00770707j 0.0053242+0.00156732j -0.0131872-0.00590503j -0.00660083-0.00525777j -0.00408116-0.0088159j -0.00308585+0.00164112j -0.0113248-0.0118252j 0.00331566-0.00198651j -0.000716291+0.00244103j 0.00175053-0.00125772j 0.000299189+0.00880366j 0.00613378-0.0139316j 0.00603619-0.000740741j 0.00835922-0.00175923j 0.00912533+0.000175826j 0.0012165-0.00330832j -0.008939+0.00241856j -0.00877192-0.01595j -0.00449941+0.0076802j -0.0105692-0.0274643j -0.00830721+0.00187168j -0.00799229-0.00298552j -0.00299956+0.0101235j 0.0027034-0.000545649j -0.0176797-0.0252264j 0.0310704-0.00184543j -0.00232336+0.0123683j -0.00734668-0.00749304j 0.00518906-0.00347592j 0.0053377-0.00590094j 0.0043191-6.08521e-05j 0.00808889+0.00167295j -0.020602+0.0157215j 0.00952112-0.0145191j -0.0181323+0.00145289j -0.0388579+0.0134464j -0.00355736+0.0283118j -0.00632747+0.0106368j 0.0156367-0.0129732j -0.00169537-0.00165348j 0.00783626-0.000562208j 0.0103594+0.0130424j -0.00919983-0.00363248j 0.00405165+0.0138363j -0.00676243+0.00279679j 0.00640557-0.0022849j 0.00557632+0.0167773j 0.00610154-0.00794666j 0.00595557+0.0101262j 0.00648346-0.00452373j 0.0074866-0.000344049j 0.00183244-0.00923603j -0.00500711-0.00670203j 0.00847995-0.00809689j -0.0159089+0.00436817j -0.016532-0.02232j 0.0139436+5.05729e-05j -0.0113973+0.0129891j -0.0144751-0.00914232j -0.00280616-0.00250938j -0.00150864-0.010314j 0.00557453-0.0134764j 0.00530462-0.00268564j 0.0212787-0.0081895j 0.0153101+0.00925697j 0.0032509+0.000212139j 0.0150505-0.020758j 0.00283656+0.0127899j 0.00239427+0.00863996j 6.28374e-05-0.0189161j 0.00403961-0.00165784j -0.00463483+0.00106545j -0.00432555+0.0111858j 0.000759341+0.000482586j -0.00507684-0.00785839j 0.00415123+0.011457j 0.027452+0.00220799j -0.000848527-0.0102565j -0.013594-0.0210803j 0.00786947+0.021443j 0.00147511-0.003488j 0.0172982+0.00399698j 0.0125188+0.0087067j -0.0131545-0.0353978j 0.025047-0.0138629j 0.0116814+0.0253804j 0.0271731+0.00156123j 
0.00133651+0.00124006j -0.00790192+0.00801955j 0.00926534-0.00962053j 0.00348933+0.00754717j -0.003211-0.00838531j -0.00689205-0.00393919j -0.0126671+0.00157277j 0.005304-0.00728423j 0.000341226-0.00505515j 0.00276558+0.000300008j 0.00386709-9.04864e-05j -0.00121241-0.0105849j 0.00147691+0.0078317j 0.01386+0.00324887j 0.012217-0.000164415j -0.00136382-0.00586463j 0.00149633+0.000158946j -0.00362072-0.00877751j -0.00822989+0.00143715j 0.0166028+0.0043637j 0.00453311+0.00187882j -0.00331313-0.00394451j -0.0063009+0.0162581j 0.00741538-0.00138585j -0.00754626+0.0140658j 0.00273092+0.0124394j 0.00207924+0.0207676j 0.0150194+0.00730576j 0.00173166-0.000146662j -0.0160509+0.00865948j -0.00719437-0.0360269j 0.0172994+0.00838949j -0.00311579+0.0196514j 0.00468582-0.00890438j -0.00178657-0.000200357j 0.00680015+0.0025648j -0.0138095+0.0272857j -0.0147521+0.00255029j -0.0223415+0.00867715j -0.00816489+0.0146848j -0.000130831-0.0255986j -0.030765+0.0105223j -0.0106345+0.00774439j -0.00739133+0.00343222j 0.000479568+0.00238277j -0.0042964-0.0116706j 0.00865205+0.00958196j 0.00219123+0.00806907j 0.00102956+0.0100545j 0.00326383+0.00511174j -0.00227431-0.0035651j 0.0046553-0.0115323j 0.00941657-0.0146461j -0.0122532+0.00983402j 0.00348805-0.0129989j 0.0103486+0.0104092j -0.00478092-0.00877199j -0.0167068+0.00765287j 0.00426955+0.00624807j -0.00351188-0.00159198j -0.0108029-0.00185661j 0.000713033-0.00276253j 0.00251215+0.0319785j -0.0129121+0.0152562j -0.00314187-0.00360745j -0.0235729+0.00180216j -0.0116165+0.00455322j 0.00792743+0.00209463j 0.00281492-0.00352933j 0.000737611-0.0183421j 0.00437544+0.00326449j -0.00627346+0.00713923j 0.0249141-0.0113166j -0.0109732-0.0104688j -0.0109764+0.000709497j 0.00745025+0.00353598j 0.00418685+0.00478896j 0.00118352+0.0253976j -0.00886658+0.00552307j -0.00435406+0.0057354j 0.0224696-0.00890314j 0.00585592-0.00800011j -0.0091377-0.0260945j 0.0158525+0.0148596j -0.0048135+0.026166j 0.00591331-0.010344j -0.0134999-0.00737833j -0.00396592+0.00899004j 0.0238822-0.00806811j 0.0144076+0.0374864j -0.0220542+0.00305045j 0.00590362+0.0257888j 
-0.00329673-0.00692285j -0.0119154+0.00242423j -0.000695966-0.00211776j 0.0053806-0.00407616j 0.000685914+0.00457699j -0.0178779+0.00279027j 0.00152539+0.00634052j 0.00461241-0.00467515j 0.00624801-0.0037538j 0.00508662+0.00628042j -0.0161612+0.00822573j 0.000109159+0.00208667j 0.00357685+0.00171305j 0.00266678+0.00315368j 0.00573043+0.00713054j -0.00835435+0.00118174j 0.00122617-0.00496574j 0.00158729-0.000314986j 0.00373223+0.00104399j 0.00356223+0.00465726j 0.00480632-0.000377938j -0.00275488-0.000648914j 0.00437579-0.0039402j 0.00226737+0.00719203j -0.0060942+0.0103003j -0.00625765+0.00503897j 0.0052129+0.00628197j 0.00401518-0.00439373j 0.00680773-0.00555131j 0.000536925-0.000978803j -0.00790938-0.0130671j -0.00209317+0.00180566j 0.00592161-0.000282831j 0.0018041+0.00266008j -0.0029237-0.00113981j 0.00148526+0.00289404j -0.00396377-0.000306468j -0.00434308-0.00159916j -0.00239202+0.00375375j 0.00432965+0.00507579j -0.00963566-0.00269097j -0.00126876+0.00282111j -0.00827194-0.000378282j 0.00108892+0.00428015j -0.0124492-0.026576j -0.0139698-0.0187363j -0.00827927+0.0198949j 0.0143152+0.00995968j -0.0115421+0.00417741j -0.000587248+0.00609141j -0.0326643+0.0298767j -0.00215607-0.0165818j 0.0119797+0.00192854j -0.010791-0.00556253j -0.000490048-0.0389986j 0.0509695-0.0381262j -0.0201765-0.00371821j -0.0323368-0.00378128j 0.0174618+0.00874507j 0.0324609+0.0204444j -0.00348346-0.00590069j 0.0145231-0.0137363j -0.013965-0.00773775j -0.0270136+0.000870959j -0.0114129+0.00540309j -0.00583343+0.0128505j 0.0184973-0.00823113j -0.0238265+0.0362878j 0.0123641-0.00985102j -0.00577192-0.00161189j -0.0595877-0.00917459j 0.0132327-0.0144068j -0.0208041+0.0115982j -0.00071354-0.00471989j -0.0204044+0.0227108j -0.0326166-0.0412643j -0.0137701-0.0685175j -0.0260321-0.0080805j 0.000677153-0.0123575j -0.0139084-0.0274579j 0.00479777+0.00898365j -0.00904666+0.0425334j -0.0266492+0.0131022j -0.0119138+0.0166163j -0.0375731-0.00429093j -0.0031555-0.0296336j 0.0201732-0.029951j -0.0404629+0.00585646j -0.0042259+0.0164433j 0.0138327+0.0150879j -0.00591536+0.00406049j 0.002124-0.00107287j 
0.000753136+0.00367957j 0.00585305-0.00330923j 0.00525279+0.00519488j -0.00313895+0.0113885j 0.00689822+0.000732888j 0.00543855-0.00249231j -0.00299468-0.000206787j 0.0016671+0.00190468j -0.000886643+0.00259231j -0.000518493-0.00146769j 0.00548592-0.000537761j 0.00111912+0.00260541j -0.000671409-0.00071846j 0.00133201-0.00215656j 0.00504764-0.004902j 0.00647131-0.00169342j -0.00220494+0.001426j 0.00533268+0.00848756j 0.00658953-0.00182974j 0.00329103-0.0021899j 0.00961776+0.000186236j 0.00781463-0.000675252j -0.00275278+0.00313815j -0.0059335-0.00786018j 0.0002845+0.00729252j 0.000682234-0.00278923j -0.00619692+0.000216565j -0.0101984+0.00137216j 0.00132994-0.0101391j 0.00966153-0.00115578j 0.00479694-0.00297192j -0.00905728+0.000613446j 0.0041998-0.00123696j -0.00192684-0.0089329j 0.00189744-0.00089376j -0.000743764+0.00300399j 0.00740484-0.00119727j -0.00145973+0.007755j 0.00395275-0.000442392j -0.00717114-0.00688474j 0.00735985+0.0074431j 0.00673771-0.00404544j 0.011363-0.0101803j -0.00170296-0.0184657j -0.00708888+0.00100456j 0.00492709-0.000806264j -0.0160528-0.00843399j -0.0138166+0.00372065j -0.00295933+0.00926764j 0.0125588+0.00294234j 0.0086085-0.00447645j 0.0104667+0.00271599j -0.0115426+0.0272551j -0.0096236+0.015344j 0.0184338-0.000543921j -0.0407661+0.00109231j 0.0159596+0.00821682j 0.0330491-0.00823598j 0.0344789+0.000550911j 0.0218174-0.0229205j 0.0288245+0.0394138j -0.00375719-0.0343014j -0.0322034-0.0449562j 0.0423709+0.0249252j 7.21043e-05-0.00174421j -0.0196196+0.0111555j 0.026287+0.0503121j -0.00786242-0.00271075j -0.0178287+0.0126112j -0.0253192-0.0460878j 0.0163574+0.00457914j 0.00294552-0.000404116j 0.0476737-0.00966822j 0.0172763+0.0161331j 0.0532121-0.0272858j -0.0232714+0.00903673j 0.00336354+0.0231773j 0.00682624+0.00291851j -0.00634074-0.0361347j -0.0263128+0.0223922j 0.0270372-0.0118276j 0.00284467+0.00794467j -0.0232956+0.0214314j -0.0306997-0.0166961j 0.00299722-0.00276814j 0.0011286+0.0245405j 0.0272162+0.00160803j 0.00781978-0.010244j 7.38532e-05+0.0136606j -0.000136471+0.00449845j -0.00032031-0.0022467j -0.000541543+0.00387887j 
0.00382738-0.00619269j -0.0034344-0.00701871j -0.00379129+0.0185958j -0.00632864-0.00818623j -0.00429657+0.00647638j 0.00387104-0.00335365j 0.00639016+0.000900724j -0.00537766-0.0114681j -0.00192955+0.00501822j 0.000996998+0.00564029j -0.0163287-0.00528065j 0.0015209+0.0065751j 0.00183869-0.00166548j -0.00645049+0.000549537j 0.00509111-0.000953322j -0.00869232-0.00692051j 0.00720387+0.00195753j 0.0123824+0.00304164j 0.00170256+0.00183382j -0.00185826-0.0152388j 0.000648831-0.00372551j 0.00309824-0.0149067j 0.00189639+0.0116567j -0.00488448-0.00136241j 0.0108846+0.01579j -0.00863564-0.00115768j -0.00124155+0.00176659j 0.00208612+0.0152108j -0.000103822+0.00480214j -0.00427658-0.00287056j 0.0105722-0.0140792j 0.0015857+0.0148652j 0.00814651+0.0138121j 0.00300247-0.00923759j 0.00387804+0.00592491j -0.00112609+0.00619899j 0.00853189+0.0111171j -0.00951121+0.00316382j -0.00130405-0.00321658j -0.00123145+0.00195534j -0.0128987+0.0159967j 0.0119218+0.0099406j 0.00707988+0.0160049j 0.00607132-0.00904964j -0.00781944-0.0117561j 0.0186531-0.0012267j 0.00886399+1.7349e-05j 0.00538759+0.0115931j -0.0132183-0.00283125j -0.00714873+0.0376589j 0.00409448-0.00109786j 0.010843+0.00609057j -0.0238052+0.00189154j 0.017451+0.0093915j 0.0271815-0.0129579j -0.0192193+0.0108289j 0.0160648-0.0155207j 0.0189806+0.0102056j -0.00551074-0.00376913j -0.018904-0.0306376j 0.0163113+0.00725307j 0.000104707+0.0143657j -0.0169261-0.00835787j 0.020552-0.0352286j 0.0350081-0.0138727j 0.0165741+0.0219178j -0.00768793-0.0422413j 0.0292731-0.0241558j 0.0217533-0.00265396j 0.00713731+0.0139486j -0.0223833-0.014068j -0.0184742+0.0107107j -0.0035976-0.00751334j -0.0129662+0.0122648j -0.0113519-0.00868542j 0.0143131-0.00700201j -0.00168068+0.0324393j 0.020702-0.00453267j 0.0122914-0.0278377j 0.00418595-0.00782894j -0.0106136+0.0242847j -0.0400825-0.010152j -0.023557-0.0548457j 0.0270139-0.0105782j -0.00794534+0.00596809j -0.00258029-0.0190262j 0.0115379-0.0219018j 0.0144542-0.00960907j 0.000257543+0.00551027j 0.00262832-0.00768j 0.00442939-0.00126401j 0.0048125-0.0054376j 
