0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
0.00372029-0.000103086j 0.000444468+0.00309729j 0.000633754-0.00637476j 0.000721172-0.00587141j -0.00434143+0.00117j 0.00412991+0.00377293j 0.00830703+0.000610849j 0.000837624-0.00207345j -0.00226685+3.75072e-05j -0.000952366+0.00156708j 0.000383095+0.00716317j 0.00272962+0.000917723j -0.00265429-4.87207e-05j 0.000826984-0.0121948j 0.00663583+0.00186298j 0.00318638-0.000195999j 0.00172258-0.000664975j 0.00194338+0.00227044j 0.00669209-0.00361313j 0.000734595+0.00113809j -0.00725281+0.00444058j 0.00295076+0.00376723j -0.000101728+0.00755359j -0.000303899-0.00250643j -0.00101501-0.000567716j -0.0045763+0.00136696j -0.00284096-0.00361082j 0.00225044-0.0003292j 0.000530487+0.00138388j -0.000118526+0.00180055j 0.00300579+0.00249142j 0.00422295-0.00252223j -0.00396928+7.00815e-05j 0.000757686+0.00103769j 0.00167895+0.00128945j -0.00168541-0.000987443j -0.000684224-0.000357482j 0.000376362-0.00244093j -0.00105012-0.000930941j 9.91221e-05+0.00129371j -0.000320283-0.00201797j -0.00113933+0.00305134j 0.00316103-0.00242912j -0.000274409+0.00153202j 0.000884444+0.00285048j 9.97726e-05+0.01326j 0.00425688-0.00488479j -0.00753878+0.00362155j 0.00224625+0.00370354j -0.000812684+0.00134658j 0.00172716+0.00151571j -0.00143861-0.00900767j 0.00612695+0.00590053j 0.00449532+0.0100206j 0.0058888+0.00781034j -0.00154208-0.00233675j -0.0129395+0.00620284j -0.0134392-0.00932535j -0.0130339+0.0124276j 0.00716944+0.0038055j -0.00301962-0.00735741j -0.00562793+0.0037934j 0.0102615-0.00288869j 0.000701144+0.00457177j 0.0087248+0.00122633j 0.00164169-0.00822681j -0.00209525+0.00255686j 0.00110161-0.00614803j -0.00567105+0.00134896j 0.00779015+0.000303719j -0.00123706-0.000266955j -0.00336003+0.00248132j -0.003934+0.000910907j -0.00404998+0.00894556j -0.00201064-0.00328544j -0.00204185-0.00513696j -0.00434063+0.000750618j -0.00294892+0.000552238j 0.00606638+0.000770663j 0.00739461+0.00125982j 0.0010836-0.000400837j -0.00430779+0.000812236j -0.00371272-0.00502632j 0.000347791-0.00495235j -0.0024199-4.9617e-05j 0.0038221-0.00289649j -0.0019076-0.00440091j 0.00114667-0.00200159j 0.00109864+0.000401031j 0.000859516+0.00242007j -0.000928394-0.00164939j 0.000886646+0.00215639j 
-0.00791072-0.00721465j 0.00138853-0.00300954j 0.00873807+0.014061j -0.0107052+0.0081519j 0.00870698-0.00895522j 0.000708008+0.0052837j -0.00348386+0.00540162j 0.00260298-4.32262e-05j -0.000232588+0.00255057j -0.00707543+0.00386054j 0.00254129+0.0041749j 0.00905095-0.00465011j 0.00881808-0.00672302j 0.0161752+0.0176764j -0.0103924+0.001745j 0.00194058+0.00200513j 0.00184667+0.00350789j 0.00666164+0.0127414j -0.00069941+0.00991532j 0.00653164+0.00129881j -0.00514418+0.00243418j 0.00119739+0.00441628j 0.00153573+0.00181409j -0.00533123-0.00232087j -0.00646108+0.00306221j 0.000223153+0.000704764j -0.00376864-0.000647244j 0.00865217-0.00415281j -0.00167842-0.00251787j 0.00020138+0.00308136j -0.00122841-0.0015583j -0.000896916-0.00646717j -0.00457116-0.000782058j -0.00457654-0.00498171j 0.014361+0.0019125j 0.00499016+0.00459407j -0.00127051-0.00139285j -0.000632623+0.00474809j -0.0015767+0.00531348j -0.00594988-0.00423076j -0.000828147-3.20926e-05j 0.00536273+0.00278614j -0.00251392-0.00366894j 0.00200822+0.00686983j 0.00579446-0.00408183j -0.00110781+0.00186036j 0.00616578-0.00250872j 0.0018011-0.00228798j -0.0129721-0.013014j -0.00484801+0.0136277j 0.00772835+0.00456782j 0.00739064-0.01129j 6.74471e-05+6.57657e-05j -0.00957647+0.00467491j -0.00247184+0.00296933j 0.00155892+0.00152588j -0.00333049-0.00589417j 0.000758102-0.00390275j -0.00620609+0.00981833j 0.00329518+0.00699076j -0.00332201+0.00409303j 0.00582119+0.000762291j -0.00209795+0.00315051j 0.0155854-0.00315804j 0.00510446-0.0134879j 0.00642929+0.00480105j -0.00238347-0.000135127j 0.0118275+0.00297014j -0.00492515-0.00278788j 0.00263601-0.00139447j -0.000807493-0.00304564j -0.00340459-0.00200318j 0.005267+0.00300247j 0.00230531+0.00137203j -0.00106306+0.00229227j 0.00473391+0.000995497j 0.00315184+0.00595192j -0.000749366-0.00444897j 0.00438448+0.00163503j 0.00212941-0.00309358j -0.00131982+0.00149761j 0.000940281+0.00318437j -0.00304035-0.00357072j 0.00133724+0.00144523j -0.00113719-0.000163225j 0.00120374-0.00334143j -0.00404652-0.00171535j 0.00220744+0.0010402j 0.00252766+0.00545297j -0.00263806+0.000650478j -0.00165198-0.000273414j -0.00220557+0.0012658j 
0.0036618-0.00357118j 0.00316031+0.00211412j 0.000886349+0.00423978j -0.00344396-0.000755219j 0.00556623-0.00011493j 0.00424674-0.000870332j -0.00527518+0.000531143j 0.000224136-0.00123393j 0.00231383+0.00390017j 0.000673616-0.00168879j -0.0036546-0.00533364j -0.00256739-0.000633504j -0.00156592-0.00333791j 0.00482145+0.00307359j -0.00274065-0.00077616j -0.000280958+0.00523179j 0.00131049+0.00197763j -0.000114072+0.00240453j -0.00443778+0.00445162j 0.00104584-0.00239495j 0.00217103-0.00247468j -0.000982964-8.81673e-05j 1.0761e-05-0.00199446j -0.000242424-0.000960965j 0.00105176+0.00112153j 0.000317392-0.00142424j 0.00141151+0.00057694j 0.00154849+0.000992997j -0.00200602-0.00261296j 0.00191443+0.000850393j -0.000626095-0.00226539j -0.00249289+0.00208988j 0.000937155+0.000843629j -0.000810572-0.00191536j 0.000642171+0.00225652j -0.00204444-0.000539054j 0.00133223+0.00106983j -0.000306942+0.00211363j -0.00115655-0.000215593j -0.000891923+0.000703771j -0.00112239-0.000419299j 0.00401106+0.00148855j -0.00248901+0.00571928j 0.00567534-0.00384783j -0.00360454-0.00852467j 0.0107289+0.000257417j -0.0108898-0.000662814j -0.00407991+0.0044275j -0.00372307+0.00166034j -0.00125657+0.00538416j -0.00909584+0.00134753j 0.00371966-0.00103414j -0.0020003+0.00318466j -0.00244075+0.010492j -0.00437344+0.000109537j -0.00130497-0.00681645j -0.0115727-0.00587026j -0.00370548-0.00736777j -0.00625294-0.00178618j -0.00755627+0.00296288j 0.00822859-0.00931j -0.00964263-0.00417747j 0.00350141-0.0115458j -0.0105498-0.0084714j -0.000937246-0.0042903j 0.00103037+0.00286172j -0.00584769+0.00151664j 0.000965664-0.00946675j 0.000538948-0.000900185j -0.00595738-0.00491657j -0.00314859-0.0021322j -0.00613084-0.00477932j -0.00581541-0.00978538j 0.000102551-0.00852228j -0.00307746-0.00109678j -0.00043909+0.00190897j -0.00574358+0.00672422j -0.0012546-0.00114937j -0.0124406-0.0038242j -0.00756025-0.00036927j 0.00215891+0.00229174j 0.00569802-0.000904078j 0.00517884+0.00422317j -0.00158831-3.43972e-05j 0.00472589+0.00313683j 0.00104891+0.000849136j -0.00134374-0.00559724j 0.000607662+0.00200613j -0.00102601-0.00120504j 0.0032711-0.00127944j 0.00332184+0.000700282j 0.00122575+0.00156474j 
-0.00110774-0.00478962j 0.00650245-0.000510943j 0.010391+0.00370878j -0.00999535+0.0105661j 0.00508307+0.0104467j 0.00482048-0.00344638j 0.000456859+0.00224296j 0.000112618+0.00384887j 0.00459377+0.00433534j 0.00353176-0.00483379j -0.00644147-0.00683783j -0.00389763+0.00312622j -0.000925535-0.000616551j -0.00393835+0.00628868j -0.000998897-0.00283178j 0.00863656+0.00616309j -0.000371152-0.0014339j 0.00170243-0.00274953j -0.00311867-1.39126e-05j 0.00770938+0.00334092j 0.000378112-0.00106084j 0.00989426+0.000439351j -0.000865221+0.00166905j -0.0015225+0.000418869j 0.00370402-0.00198886j -0.00224698-0.00467596j -0.000758744-0.000297772j 0.00462514+0.00186846j 0.00127151-0.00139156j 0.00438643-0.00493358j -0.00397676-0.00086585j -0.000503066-0.00587522j -0.00525658-0.000533916j -0.00196321-6.92913e-05j 0.00481517-0.00309154j 0.00262453+0.00286234j -0.00373075-0.00345374j 0.000995857-0.00608743j -0.00466942+0.00368076j -0.00125597-0.00592758j 0.000796724+0.00378232j 0.00486346+0.00322417j -0.00466459+0.000263345j 0.00833435+0.00589096j 0.00394831-0.0154586j 0.00167737-0.00300086j -0.0088582-0.0065121j -0.0193226+0.0117817j 0.001517+0.00661282j 0.00336654-0.0103029j -0.0202484+0.0112701j 0.00197581+0.00855023j 0.00975324+0.0232493j 0.0143639-0.00618149j -0.000519892+0.002172j -0.00242816+0.00750097j 0.0195775+0.00875672j 0.00659143-0.00268094j -0.0110611-0.00519154j 0.00990233-0.00785491j 0.0121221+0.00852989j -0.0115787-0.0154422j -0.00634285-0.00707181j 0.00718913-0.00111193j 0.00120218+0.000547708j 0.0156504+0.00349667j -0.0147882+0.00119522j -0.01511-0.00854171j -0.00607912-0.0106376j -0.00347437+0.000729154j 0.00603062+0.0075687j -0.000986173+0.00239666j -0.00157421+0.00486024j -0.00402768+0.00503388j 0.0123258-0.00625247j 0.00397972+0.000303294j -0.00298946-0.00212213j 0.00140395+0.00322189j -0.00116018+0.00258303j 0.00342733+0.00130163j -0.00348662+0.00374277j -0.00158092-0.00457458j 0.00100014-0.000945047j -0.00208837-0.000540884j 0.00178395+0.00271048j -0.0014767+0.00841086j -0.00593062+0.00245754j 0.00222627+0.00483494j -0.0078596+0.00520422j 0.00754459-0.00498494j 0.00291428-0.0011474j -0.00140318+0.000542893j 
-0.00237622+0.00866289j -0.00835687-0.000964778j -0.00608683+0.0109796j -0.0119414+0.010061j 0.00262695-0.00852261j -0.000578699-0.00388132j -0.00520662-0.00453147j 0.00587424-0.00213179j -0.00037014-0.00246757j 0.00214312-0.00645809j -0.00272059-0.000307431j -0.00184998-0.00290797j 0.00348979+0.00260467j -0.0126211+0.00264116j -0.0126583+0.00135962j 0.0036908-0.00494856j -0.00153734+0.00147822j 0.00116844-0.00529801j -9.31604e-05-0.00312305j -0.00159225+0.000967026j 0.00282039+0.00353371j -0.00109077-0.00149949j -0.000597401-0.00243187j 0.000795058+0.00127269j 0.000220453+0.00566789j 0.00442433-0.00290883j 0.00104187+0.00399093j -0.00285482+8.21575e-05j 0.000548195+0.00153966j 0.000773611+0.000185055j -0.00199723-0.00105313j 0.000212242+0.00416559j 0.00521226-0.00232836j -0.000314401+0.000878285j -0.00218779-0.00209703j 0.00390617+0.00201276j 0.0028343-0.0035863j -0.000587152+0.000980033j 0.00434882+0.00174163j -0.00185605+0.00126615j 0.00323016-0.0073796j -0.00394286-0.000438829j 0.000318438+0.00994843j -0.00619234+0.00229532j -0.000229784+0.00141576j -0.000341267-0.0022649j 0.00327931+0.00371952j 0.00164102-0.00463627j -0.00223698-0.00675325j 7.09351e-05+0.00403147j 0.00198463-0.00301816j 0.00156027+0.00237728j -0.00444109-0.00871984j 0.00435489+0.00071697j 0.00081311+0.00296191j 0.00487043-0.00148638j -0.00197393+0.00826094j -0.00374657-0.000740339j 0.005956+0.00428291j -0.000605941+0.00211854j -0.00402953-0.00527503j 0.00663572-0.00566272j -0.00620397-0.00288808j -0.00167067-0.00187849j -0.00558964-0.000508337j -0.000360968-0.000152726j 7.07233e-05+0.00248497j 0.00556109+0.00385647j 0.00512067-0.000986542j -0.000653602+0.00306308j 0.00127491-0.00127995j -0.000432843-0.00458606j -0.00416517+0.000689567j 0.000317488-0.00753837j 0.00744892+0.00044898j -0.00157396-0.00438005j 0.00475625+0.00365796j -0.00612567+0.00670851j -0.00284434-0.000323788j -0.00175222-0.00252163j -0.00513445+0.00887172j -0.00128449-0.00084162j 0.00129066-0.00135553j 0.000275291-0.000730991j 0.00201166-0.000581883j -0.00236792+0.00125642j -0.00144016+0.000886187j -0.000701397-0.00116381j -0.000721196-0.00669365j 0.00314842-0.00166345j 0.000928617+0.000517897j 0.00253199+0.000140685j 
0.0118209-0.00385099j 0.000872687+0.00661237j 0.010567+0.00233184j -0.00881665+0.00538639j 0.012138-0.00547228j -0.000298622-0.00371808j 0.00540624-5.69689e-05j -0.00465413+0.000370245j 0.00481677-0.00120151j 0.00948322-0.00394786j -0.00927763-0.00232774j 0.00297842-0.00410179j -0.00553863+0.002683j 0.00343161+0.000502522j 0.00539909-0.00125059j 0.00835245+0.00188534j -0.00202195+0.000714853j -0.000731942+0.00132236j -0.00720587+0.00751268j 0.00929235-0.000593375j -0.00672163-0.000579487j 0.0040118-0.00791332j -0.000146077+0.000858166j -0.000628051+0.0064706j -0.00104698+0.00246549j -0.00480058-0.00280945j 0.00286508+0.00053256j 0.00669265+0.00164747j -0.00136603+0.00140301j 0.00505066-0.00493981j 0.00387313-0.00417551j -4.80277e-05-0.00395781j -0.00417365-0.000655064j -0.00316051+0.00150229j -0.000763642+0.000753533j -0.00223484-0.00017732j -0.000413696-0.000144898j 0.00101198-0.00102387j -0.00548019-0.0041045j 0.00563421-0.000394976j -0.00724085+0.00226752j 0.00505556+0.00551894j -0.0148832+0.00651869j 0.00177924+0.00206011j 0.00790878+0.00244968j -0.000197535+0.00426946j 0.0088692-0.00179018j -0.00523463+0.00474081j 0.000626522+0.010476j 0.0105928+0.0125571j 0.00152103-0.013632j -0.0140812-0.00479083j -0.0030665-0.00334701j 0.00190863+0.00275673j -0.00736213+0.00757178j -0.00646416+0.00715271j -8.91014e-05-0.00995684j 0.00931066-0.00230685j -0.00703004-0.00329966j -0.0061305-0.00404076j -0.00241793+0.001684j -0.00298331+0.00723604j -7.32192e-05+0.000104454j -0.0033789+0.0116706j -0.00620521-0.00464729j 0.000219624+0.00105996j 0.0105249-0.00671131j -0.000967848+0.00666049j 0.00444648+0.000888062j 0.000217263-0.00373109j -0.00657479-0.000680028j 0.0045074-0.000719133j 0.00225374+0.000295439j -0.0047743-0.00147431j -0.00479472-0.00421081j -0.00540368-0.00936466j 0.00486616-0.0047872j -0.00383251+0.00651697j -0.00210362+0.00431022j -0.000661104+0.00133249j 0.00468947-0.00724486j 0.00467301-0.000373888j -0.00224428-0.00109001j -1.39346e-05-0.00163743j -0.001878-0.000102495j 0.0027692-0.00139148j -0.000820509+0.00195733j 0.00566379+0.00080238j 0.00631276+0.00178815j 0.00397216+0.00722907j -0.00229417-0.00299012j 0.00450328-0.00153923j 
0.00625912-0.00626865j 0.00499583+0.00765844j 0.0117553-0.00151889j -0.00212634+0.00571613j 0.0121203-0.0028698j 0.00103503-0.00119563j -0.00434633-0.00291157j -0.00373869-0.00162748j -0.000384426+0.0016616j 0.0109122+0.00130812j -0.0055053-0.00643312j 0.00288639-0.0066133j -0.000174618+0.00310595j -0.000118825+0.00464496j 0.00110909-0.00363305j -0.00131504+0.00338381j -0.00166989-0.00412532j -0.00260516-0.00174446j -0.00200336+0.00289388j 0.00883585-0.00334557j -0.00235168+0.00302802j 0.00186901-0.00380367j 0.00184832+0.00328635j -0.00282662+0.00431867j 0.000167453+0.000651033j 0.000343299-0.00393477j 0.000685947-0.00216905j -0.0014179-0.0022527j 0.000241807+0.000872067j 0.000528617-0.002417j -0.000342281-0.00385364j -0.000986716-0.000756547j -0.00449047+0.00128224j -0.000309817+0.0016957j -0.00219229+0.00172711j -0.00136725+0.00187051j -0.00271635-0.000701355j 0.00407736-0.00333628j -0.00126693-0.00398267j 0.00548981-0.00193093j -0.00390208+0.0062473j 0.00114854+0.00590488j -0.00618162-0.000915409j -0.00353747+0.000480116j -0.00377492-0.00202748j -0.00074581+0.00678947j -0.00529454-0.00245366j 0.00692776+0.0012354j -0.00868921-0.000356493j -0.00109447+0.0160396j 0.0117642-0.00553026j -0.00290852-0.00598503j -0.00740923-0.00693701j -0.00775691-0.00255683j 0.0165366+0.000854469j 0.00264074-0.00823743j -0.0110832-0.00449235j 0.00291754+0.000176636j 0.00245705+0.0137295j -0.00507885+0.00489215j 0.0016706+0.0024729j 0.0116913+0.0123916j 0.0126657+4.77111e-05j -0.0058061-0.0113738j 0.0104919-0.00380965j -0.00303499-0.0121611j -0.00325444+0.00803064j 0.00272551-0.00711339j 0.00475489+0.00262149j 0.0057739-0.00143136j -0.00113494-0.000381676j 0.00257593+0.00672923j 0.000165844-0.00124644j -0.00545273+0.00183828j -0.0026143-0.00142355j 0.000750392+0.00689555j -0.00398866-0.0009797j 0.00437997-0.00869305j -1.33061e-05-0.00132466j 0.00129462+0.000251278j -3.86487e-05-0.000166675j -0.00221638+0.00372538j -0.000882975+0.00722238j 0.00114425+0.00193942j -0.00110687-0.00282521j -0.00120541+0.000712294j 0.0033186-0.00211678j -0.00166202-0.00117978j -0.00146396+0.000995368j -0.00547725-0.00474138j -0.000166581+0.00213571j -0.00317774-0.00248937j 
0.0149294+0.00332151j -0.00190708+0.0169232j 0.00729088+0.000526144j -0.0125539+0.00694384j 0.0138229-0.0152182j 0.00743167-0.00980917j -0.00700071-0.00499168j 0.00413022-0.00398431j 0.00133926-0.00971304j 0.0167351-0.000728402j -0.0159235-0.00468689j 0.000173949-0.0116527j -0.000599912+0.000156016j -0.00207687-0.00643561j -0.00473075-0.00366366j -0.000255439+0.00716035j -0.00604122-0.00181481j 0.00138682-0.00125122j 0.0028342-0.000735413j 0.00773115-0.00454396j -0.000719264+0.00846492j -0.00160277-0.00120865j 0.00328454+0.00249732j -0.00220468+0.0032175j 0.00129319+0.00938826j -0.000846375-0.00319042j -0.00220993+0.00353806j -0.0039909-0.00367051j 0.00172095+0.00520497j -0.000850976+0.000513239j 0.00496945-0.00133949j 0.00393153+0.00373389j -0.00246996+0.00322377j 0.00376702+0.00472165j -0.00822451+0.00570909j -0.00590911-0.00168845j 0.00011194-0.000559644j 0.00638933-0.00496964j 0.000861556-0.00808017j 0.00821513+0.000162007j -0.00356776-0.000676226j -0.00526422+0.0145634j -0.000217484+0.0101749j -0.00822919-0.00285656j 0.00053902-0.00311817j -0.00303039-0.00510011j 0.000460332+0.00391959j -0.000536878+0.00438338j 0.0106316-0.0094853j -0.00304072-0.00337755j -0.000718103+0.00495452j 0.00589582+0.00903815j 0.00199546-0.00814916j 0.00405888-0.00975068j -0.00181678-0.00485111j 0.00575615-0.00577443j -0.00112628+0.00218246j -0.00123401-0.00377126j 0.00989091-0.000891174j 0.0126036-0.00859078j 0.00288609-0.00533589j 0.00296037+0.00623388j -0.00669105+0.00598191j -0.00231912+0.000553745j -0.00334282+0.0128518j -0.000933268-0.00174134j -0.00435251+0.00221204j -0.00328081+0.00167065j -0.000848024-0.00141684j 0.000997197+0.000324668j 4.27128e-05+0.00453248j 0.00235713+0.00237786j 0.00256517+0.00257173j -0.00174856+0.00125747j 0.00596786+0.00112418j 0.00365431+0.00122157j -0.00264997+0.0015724j 0.00114997+0.000914903j 0.000180755-0.00343318j 0.00207038-0.00124535j 0.000156803+0.00369404j -0.00627502+0.00246126j -0.0014781-0.00595362j 0.00362871+0.00391354j -0.00460119-0.000440585j -0.00234518-0.00401364j -0.000483475-0.00460566j -0.0055187-0.00324049j 1.08679e-05-0.00563042j -0.000715504-8.03716e-05j -0.000194621+0.000436625j 0.00374186-0.000663455j 
0.00683343-0.0187925j 0.0158214+0.000614596j 0.00496643-0.00228916j 0.0145867-0.0161958j 0.00296443+0.00902219j 0.00106761-0.00268765j -0.000152372+0.00490345j -0.0104454+3.8253e-05j -0.00279083-0.00197714j 0.000852298+0.0125671j 0.00318927-0.00593683j 7.85718e-05-0.00087164j -0.00628148-0.00712312j 0.00953945+0.0023797j 0.0137955-0.0073901j -0.0106687+0.00585711j -0.00414364-0.0111441j -0.00171937-0.00159258j -0.00520912-0.00150591j 0.00412759-0.00282103j 0.000203008-6.84483e-05j 0.00159159-0.00162156j 0.00272602-0.00576358j -0.00309033+0.00743214j 0.00579756-0.0093083j -0.0012604-0.000763097j 0.000775237+0.00166769j -0.00252321-0.0016349j 0.00392997-0.00182987j -0.00202687-0.00125709j -0.00280863-8.49641e-05j -0.00148558+0.000177492j -0.00638821+0.00623182j 0.00566116+0.002739j -4.53367e-05+0.00541124j -0.00274428-0.003926j -0.00607335+0.00616157j -0.00117813-0.0029412j -0.00822449-0.00489908j 0.00489586-0.00515878j -0.0040091+0.014426j 0.00800812-0.00570317j -0.00528543+0.00193069j 0.00504707-0.00617047j 0.000319865-0.00302461j -0.00180528-0.0100621j -0.00710521+0.00928858j 0.00524204-0.00128857j -0.00339886-0.00987363j -0.0100995+0.00880859j 0.00359914+0.000233626j -0.00410649+0.00288987j 0.00376085-0.0115818j 0.00872025+0.00273097j -0.000281317-0.000303211j 0.00739181+0.00870371j 0.000747353+0.00176735j 0.00346098+0.00136805j 0.00447146+0.00434331j 0.00356818+0.00923516j -0.00520945+0.000156339j 0.00661116-0.00209245j -0.00345802+0.00271562j 0.0102352-0.00173983j -0.00698165+0.000907641j 0.0020221+0.00223165j -0.00143211+0.00213747j 0.00951501+0.00539688j 0.000546244-0.00615374j 0.00190674+0.00127921j -0.00358978+0.00376801j -0.00327281-0.00734553j 0.00626823+0.00204831j -0.00280443-0.00698248j -0.00469521+0.00682934j 0.00173226+0.00125117j 0.00427841+0.00576532j -0.00483329+0.000141721j -0.00531309+0.000620441j -0.00376939-0.000349478j 0.00649346+0.00248047j 0.00242463+0.00588621j -0.00480211-0.00413927j 0.00214597+0.000907079j -0.00106717-0.00198878j 0.00224003-0.00515243j -0.00354379-0.000582953j 0.000867577+0.00050062j 0.00465751-0.000614254j -0.00148475+0.00407433j -0.0009796-8.34803e-05j 0.00219758-0.00222816j 
-0.00111465-0.00113029j 0.0124636-0.00914941j 0.00740459+0.00439716j 0.00214616-0.00311932j -0.000873492+0.00140731j -0.0023971+0.00107213j 0.00663292+0.00852543j -0.00465457+0.00509718j 0.00414322+0.00160821j -0.00587203+0.000983344j 0.00501663-0.00090501j -1.739e-05+0.00449833j -0.0057792-0.00454044j 0.00763781-0.00128097j 0.00703225+0.00361183j -0.00204614+0.000623259j 0.00109881+0.000566623j -0.00228685+0.000909213j -0.00152841-0.000856117j -0.000754758+0.00213259j 0.00292968-0.00277251j 0.00258011-0.000861283j 0.00123833-0.00287184j -0.00322839+0.000545185j 0.00314352-0.00733985j -0.00260894+0.000892104j 0.00150611-0.000221994j 0.00138851+0.00280047j -0.000790177-0.00260238j 0.000192184-0.00144733j -0.0032363+0.00214705j -0.000496551-0.000652137j -0.00027911+0.00363353j 0.00200921-0.000543722j 0.00222331+0.00263435j -0.00132501-0.00230774j 0.00169133+0.00212044j -0.0014918-0.000587164j -0.00209182-0.00330842j -0.00380143-0.00471591j 0.00336055+0.000682695j 0.00134905+0.000774782j 0.00640037-0.00179313j 0.00193547-0.00946658j 0.00155941+0.0113123j -0.00453631-0.000230365j 0.00495571+0.00471793j -0.00229513-0.0130377j 0.0105366+0.00631484j -0.00909721-0.00819699j 0.00219292-0.00224208j 0.00102767+0.00419881j 0.000361774+0.000134865j 0.0115766+0.00179474j -0.0010941+9.92741e-05j 0.00552349-0.00242016j -0.000245701+0.0109544j -0.00313031-0.00780589j 0.0053523-0.00993024j -0.000439648-0.00309396j 0.00198986-0.00506287j -0.00615064+0.00604115j 0.00541867+0.000788798j -0.00667634+0.000213936j 0.00766929+0.00571905j -0.00457178+0.00369243j 0.00326627+0.00402708j -0.0109243-0.00293835j 0.00238809+0.0030193j -0.000640884-0.00129125j -0.0034131+0.00501062j 0.00263349+0.000852584j -0.00475923+0.00199531j 0.00125271-0.000991783j 0.000280106-0.00739658j 0.00274557-0.00231025j -0.00197198+0.00140367j 0.000703812+0.00181882j -0.00309691-0.00126769j -0.00385017+0.00148285j 0.00188549+0.00529294j -0.00131404+0.00334504j 0.00449049+0.0010587j 0.00177665-0.00249279j -0.000831503+0.000141454j 0.00422493-0.000365007j 0.00569045+0.00176098j 0.000848164-0.00333678j -0.00332955-0.0110843j 0.00197148+0.001848j 0.00501958-0.00194429j 0.00402153+0.000770424j 
