-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
0.0082213-0.00162387j 0.00504998+0.00324309j -0.00928206-0.0118413j 0.00502053-0.00585617j 0.00466333-0.00140528j -0.00822833-0.00671907j 0.0103986-0.00762073j 0.00317267-0.00462631j 0.0046612-0.0130413j 0.00279447+0.00402967j 0.00372785+0.000914997j 0.0089019+0.00287058j -0.00277736-0.0104096j 0.0101608+0.00474442j -0.00230004+0.00111538j 0.0243003-0.0195152j 0.00124753-0.000491033j -0.0154894-0.0167099j -0.00379968-0.0121785j -0.00689507-0.0220547j -0.00190691+0.000441539j -0.0198724+0.0020412j -0.00347668-0.0210003j 0.0110436+0.0198099j -0.018446+0.00580292j 0.00952897+0.005725j 0.00510696-0.00375993j -0.0126634+0.00963919j -0.0106275-0.0161873j -0.00579081-0.0132974j 0.00601745+0.00487752j 0.0317513+0.00690616j 0.00433343-0.022054j -0.0227257+0.00100952j 0.00759762+0.0214064j -0.0270672+0.000257872j 0.0222762-0.0222509j 0.0157403+0.0103673j 0.036586-0.00173815j 0.0080352+0.00303738j -0.0126735+0.0236075j -0.00716508-0.0146635j -0.00260312+0.00418607j 0.011549-0.0343275j 0.00606433+0.0143671j -0.00560472+0.0123287j -0.0028215-0.00555157j 0.000430575-0.00872242j -0.00537961+0.00442676j 0.0228397-0.00295884j -0.00746652-0.0210446j -0.00173893+0.00519419j -0.00425556+0.0203415j -0.0129381-0.010387j -0.0213465-0.030335j 0.0112161-0.0303877j -0.00151672+0.00400108j -0.0101437+3.17511e-05j -0.00745683+0.000464304j 0.00165955+0.00791123j -0.000685558+0.00151861j 0.00733718+0.00409684j -0.00870428+0.00700349j -0.000462399+0.00166627j 0.000154275+0.0131078j -0.00730164+0.0027571j -0.00206226+0.00219041j 0.00281777-0.00306754j 0.00245637-0.0051639j -0.000644738+0.00245387j 
0.00244082+0.00193634j -0.00743005+5.57936e-05j -0.00280401+0.00596319j -0.00194685-0.003074j -0.00633371+0.00560301j -0.00249516-0.0103711j -0.00155659+0.000618202j 0.0124563+0.00662094j -0.0034897-0.00184422j -0.00390407+0.00703389j -0.00100232-0.0038575j 0.00305785-0.00320117j 0.00368773-0.000486436j -0.00328821+0.00783313j 0.00657185+0.000736519j 0.0156306+0.00132728j -0.00950013-0.0018991j -0.0117492+0.00747141j -0.00993951+0.00564283j 0.0127835+0.00653959j 0.00360298-0.00949795j 0.00932052+0.000775668j 0.0117442-0.00364197j 0.00437561-0.0113919j 0.0172803+0.0159772j -0.00523808+0.0133341j -0.00895183+0.0144315j -0.0222557-0.0173955j 0.00216169-0.00993551j 0.0134383+0.00650444j 0.00345503+0.0238827j 0.0109694-0.0113802j 0.00278359-0.0100971j -0.00965126-0.0117036j -0.00928071-0.0109735j -0.0311598-0.0159072j 0.00316627-0.00109865j 0.0024409-0.00784071j 0.0200943-0.00532751j 0.00969908+0.00671049j 0.00576297-0.046703j 0.0191552+0.0157644j 0.0122932-0.00541784j -0.00532223+0.0214855j -0.00834171-0.0121721j -0.00780969+0.0276172j -0.00709391+0.00822567j 0.0237604+0.0214922j 0.0204832-0.00531493j -0.0123224+0.00431198j -0.0154707+0.0125395j 0.000808658-0.0259477j 0.0173016+0.0151956j 0.0155233-0.00618108j 0.00460847+0.0173889j 0.0110296-0.00555559j 0.0112378-0.0115273j -0.00149636+0.00443017j -0.00402595-0.0051745j -0.00505302-0.00463299j -0.00633969+0.00175945j 0.00380207-0.00684696j 0.00814315+0.00332384j 0.00403928-0.000590532j 0.000746181-0.00218917j 0.00346492+0.00493296j -0.00258193+0.00274005j -0.00274274-0.00329853j 0.00295784-0.000505638j 0.00188697-0.00510417j 
-0.0037314+0.00152293j -0.00474055+0.000991785j 0.00572301-0.000208013j 0.000183939+0.00622977j -7.28092e-06-9.55443e-05j 0.00133131-0.00202586j 0.000867583+0.00194184j 0.00392497-0.00211306j -0.00989329-0.00639128j 0.00635597+0.00903409j -0.0113244+0.00817348j -1.41088e-05-0.00405848j -0.00467741+0.000320853j 0.00154471+0.000977206j -0.00373981-0.0123523j 0.00895936+0.00300319j -0.0097966+0.0112212j 0.0130136+0.00250359j -0.0123923-0.0112955j -0.0207837-9.65563e-05j -0.00388663+0.00780688j -5.94154e-05+0.00145974j -0.0168984+0.00647964j -0.00655138+0.00243595j -0.0236389-0.0153643j 0.000557108-0.0235325j -0.00275389-0.0077225j 0.00416871+0.0132886j 0.0115078-0.000738706j -0.0108206-0.0146171j 0.00309276+0.00313001j -0.0127682+0.01037j 0.000241254-0.0132835j -0.0203312-0.00228047j 0.00291197-0.00794349j 0.00139467+0.0219794j -0.0112733-0.014707j -0.00154469-0.00798736j 0.0124205-0.042891j -0.00484179+0.0416275j 0.010973-0.0354478j 0.0147817-0.00783886j -0.0268795+0.0130151j 0.0179916-0.00613584j 0.00867018+0.00922137j -0.00940314-0.00928045j 0.0278857-0.00919372j 0.0162616+0.00225558j 0.0170671-0.00179931j 0.0138552+0.0126102j 0.0122587+0.00621284j 0.00951957+0.000883403j -0.00113774-0.00541937j 0.00799392-0.0109536j 0.0093124-0.00781162j 0.00121857+0.0110945j 0.0147524-0.00150377j -0.0103346+0.00604949j -0.000928798+1.35856e-05j 0.00191852-0.000998741j -0.00295395+0.00160607j -0.00263371-0.00869086j -0.00796842-0.000365641j -0.00144749+0.0119931j 0.00311457+0.00453793j 0.00116779-0.00398367j -0.00222087+0.000815953j -0.00199989+0.00343526j 0.00320974-0.00197326j -0.0024388+0.000792277j 
-0.000596019-1.93577e-05j -0.00397103-0.000576077j 0.000334527+0.00646038j -0.00218582+0.00286954j -0.000675718+0.000474006j 0.00941667+0.00630918j 0.00132965+0.00753477j 0.00488779+0.00572074j 0.00767673-0.00132113j -0.00271294+0.00316954j 0.00618604+0.0100216j -0.000148394-0.0088602j 0.00298792-0.00830906j -0.0045209-0.00387881j 0.0107981+0.000658078j -0.00480705-0.0018674j 0.00593446-0.00907398j 0.00463389+0.00187545j -0.00856194+0.00521314j -0.000949511-0.0102552j 0.00669077-0.0128972j 0.000449588+0.00231921j 0.0183393-0.00183057j 0.00794047-0.0223667j 0.00372139+0.000916311j 0.0246231-0.0233602j 0.0107164-0.00487855j -0.0202594+0.00347308j -0.00403582-0.000664429j 0.00227961+0.0062948j -0.0051593+0.00600985j -0.00923759-0.02393j 0.0204623-0.0134555j -0.00464415+0.00826721j -0.0145794+0.0222374j 0.00287696+0.0112555j 0.00285638+0.00810226j 0.0022397+0.0160279j 0.00292405+0.00885887j -0.025961-0.00294239j -0.0105645+0.0382203j 0.0152635-0.00824315j -0.00582524-0.0135144j 0.0175288-0.0172365j -0.0341124+0.0138545j -0.00801967+0.00307927j 0.0187371+0.000344184j 0.016136+0.0289221j -0.0113381+0.0182662j 0.0112226+0.00240612j -0.0129964+0.00333555j 0.0114154-0.00475061j 0.0114721+0.00399721j -0.00835083-0.000536512j -0.00417927+0.00431017j -0.00652971-0.012376j 0.00137173-0.00136264j -0.00706057+0.00462854j -0.0017999+0.00201825j 0.000858354+0.00217266j 0.00230919-0.00385858j -0.000363545-0.000466335j -0.000785647+0.00164351j -0.00402032+0.00336856j 0.00278167+0.00199142j 0.00858565+0.00055068j 0.00268047-0.00403697j 0.000191791+0.00116877j 0.000423489+0.00328727j 0.00108463-0.0020488j 
0.00662947-0.000557968j -0.00111118+0.00515721j -0.00281979+0.00236826j 0.00627223-0.00869364j 0.000357965-0.000941264j -0.00401845+0.00762724j 0.00494892-0.00817383j 0.00178781-0.000916017j 0.00131111+0.00228946j -0.00276124-0.00922762j 0.00176124+0.00351114j 0.00712633-0.00647909j 0.0050026+0.000380937j 0.00281951-0.000478279j 0.000816855-0.0123018j 0.0048193+0.00843731j -0.0104429+0.00365313j -0.00117809-0.0086019j 0.00135062+0.00919487j -0.00528512+0.004803j -0.00652601+0.000348624j -0.000526628-0.000864805j -0.00884546+0.00975517j 0.00795092+0.0131454j -0.0178068-0.000328981j 0.0267895+0.0203534j -0.0332131-0.0193115j -0.00968047-0.0128566j -0.0172914-0.011145j 0.0210879+0.0125417j -0.0290877+0.00999023j -0.00507716+0.00832022j 0.0140305+0.0136131j -0.00936711-0.00446411j -0.00657881-0.0295242j 0.00332461+0.0105536j -0.00366059-0.00797059j -0.0187181-0.00406777j 0.000733436-0.0158326j 0.0219958+0.0163952j -0.00585782+0.0265429j 0.0263039-0.0160566j -0.0117745+0.00997735j 0.030688-0.0148138j 0.0104539-0.0240134j 0.0252294+0.000644113j -0.00306785+0.0111284j -0.00248255+0.0031482j -0.00837107+0.00316251j -0.0066197-0.00557369j 0.000143877+0.00604152j -0.0046529+0.00291369j -0.00808192+0.000657984j 0.0218647+0.0059283j 0.000461043-0.00141901j -0.00290752+0.00587663j 0.00510269-0.00339753j -0.00372153-0.00160166j 0.00291402-0.00404477j -0.00540808-0.000916133j -0.00214207+0.00112067j -0.00301236+0.000971794j -0.000649831+0.00337682j -0.0033873+0.00303672j 0.00239984+0.00298541j -0.00520981+0.00118087j -0.00206936+0.000738936j 0.00231159-0.000972677j 0.00169839-0.00907106j -0.00189908-0.000651566j 
0.00511874-0.00213283j -0.00452795+0.00343814j -0.00444382+0.00705863j -0.000792446-0.00184299j 0.000829856+0.00361145j 0.00053719+0.00314456j -0.00174922-0.00152925j -0.00464084+0.00712901j -0.00599158-0.00169006j -0.00295271-0.000167529j 0.00148504+0.000330175j 0.000159116-0.00410656j 0.00425923+0.00647892j -0.00508596-0.000869246j 0.0179139-0.000960103j -0.00416288-0.00415919j -0.00343212-0.0067819j -0.0170764-0.00561302j -0.00841233-0.00595393j -0.010255-0.00199137j -0.00685059+0.0027155j 0.00520477+0.014893j -0.00152362+0.0211193j 0.000250088-0.00903634j -0.00475423-0.0107207j 0.0195757+0.00105206j 0.0158275+0.00516212j 0.0039708-0.0116256j 0.0213363-0.00289604j -0.0208968-0.045758j -0.00978712+0.00554336j 0.00734556+0.0191821j -0.0248645-0.0140086j -0.0136282-0.0146286j -0.0117815-0.0214067j -0.00663232+0.00663654j 0.0101318-0.00988971j 0.0273767-0.000665288j 0.00572721-0.0241792j -0.00795372-0.00345468j 0.00247768-0.00994551j -0.0315667-0.0124279j 0.0141323-0.00950669j -0.00342042+0.00834617j -0.0227835+0.000249094j 0.0109447-0.00282508j 0.0111506+0.0198815j -0.0191383+0.00194577j -0.00474466+0.0056329j 0.00198164+0.00785241j 0.00695793+0.00426699j -0.00746083+0.00434457j 0.00105737+0.010012j 0.00506578+0.0085886j -0.00727534+0.00273731j -0.000852327+0.00752188j -0.0070237-0.00448117j -0.0040439+0.000516081j -0.00112907-0.00206506j -0.00244167-0.000670752j 0.005718+0.000580489j -0.0050837+0.00157684j 5.04158e-05+0.00691899j -0.00369026+0.00416216j -0.00158462+0.00195885j 0.0034522+0.0042548j 0.00275383-0.0027776j 0.000163357+0.00255797j -0.000307659-0.000150567j 0.000310035-0.00201474j 
0.00207848-0.00364111j 0.000232894+0.00412021j -0.00147644+0.00257837j -0.00505875+0.00360232j 0.000587028-0.000689769j 0.00960488-0.00651892j -0.00715622-0.000412703j -0.0127169+0.00739122j -0.012063-0.00663022j -0.00830051+0.0148913j -0.0109462-0.0059126j -0.00741868+0.00868917j 0.000874583+0.0154512j 0.0103618+0.00712088j 0.00415625-0.00304596j -0.0224338-0.00955791j -0.0167742-0.0190343j -0.0133074+0.0152255j 0.00567007-0.00355715j 0.00469342+0.0047222j -0.00423428+0.00396047j -0.00303808+0.0106391j 0.0303642-0.0180808j -0.0225357-0.0162899j 0.00189831-0.0162038j -0.009635+0.0113273j -0.0073848-0.0102736j -0.0223103-0.00378688j -0.0319399-0.00899955j -0.0266212-9.33158e-06j 0.0153317+0.0232993j 0.00761968+0.0253716j 0.00675447-0.0128321j 0.0191177-0.0121745j 0.00373934+0.00267204j 0.00132357-0.032258j 0.0184177+0.0125463j -0.00488255+0.0180089j -0.0245118+0.0112551j 0.00122972+0.00680687j -0.0256299+0.00579112j -0.0138224-0.00499067j -0.00998675-0.00157644j 0.0179556-0.0108461j 0.015722+0.013575j 0.0150244-0.00473544j 0.000419226+0.00886955j -0.0107604-0.00634706j 0.0177491+0.00904812j 0.00489731+0.00794259j 0.0133365+0.00290157j -0.00780628-0.00713236j 0.0184429+0.00680385j 0.000384093+0.00803963j -0.0123419+0.00675501j -0.000920202+0.0189968j -0.0071569+2.85874e-05j 0.00306261-0.00891496j -0.00680552-0.00932217j -0.000589248-0.0105723j 0.00318368+0.00165465j 0.00325544-0.00148799j 0.00667604+0.00520555j 0.00750722+0.00376257j -0.000708497-0.0075427j 0.0010084-0.00112766j -0.00433268-0.00403685j -0.00061351+0.00118296j -0.00522028+0.0058724j 0.00108687+0.00375477j 
-0.00578112+0.00473534j -0.0086504-0.0019018j 0.00542235+0.00546999j -0.00567038-0.00368929j -0.00684668-0.0020381j -0.00345959+0.01448j -0.0153819+0.00561703j 0.00414453-0.00836944j 0.00707104+0.0045838j 0.00454241-0.00534965j 0.00593978+0.00299099j 0.000233688+0.000500173j -0.00358531-0.00290669j -0.0190594-0.00273117j -0.0124637-0.0211304j 0.00193923-0.00361855j -0.00897853+0.0183256j -0.00339003+0.0176948j -0.0202188-0.0126261j -0.0236016-0.00694662j -0.00551993-0.00934523j -0.0182597-0.0112403j -0.0128263+0.0197744j -0.00402656+0.0108731j -0.0218071-0.00285236j -0.00153982-0.00876209j -0.00815992+0.011811j -0.0137681+0.00553264j 0.0191128-0.0198978j 0.0135593+0.0337826j -0.00718395+0.0115913j -0.0153563+0.00414044j 0.00394936+0.00662857j 0.00129542+0.00205615j -0.0141612-0.00248053j 0.0172541-0.031744j -0.00196047+0.00570119j 0.00716822+0.0160832j -0.00380385-0.00229954j 0.000493073-0.0253776j 0.0114165-0.00808082j -0.00323183+0.0177961j 0.0259012-0.00339692j -0.000915019-0.0258866j 0.00075729-0.00240267j 0.00170799-0.0109326j 0.00532784-0.00151031j 0.00459641-0.00615268j -0.00932868-0.00471273j 0.00546256+0.00329411j 0.00494081+0.00547775j 0.010537-0.00826015j -0.00586258+0.00191002j -0.00690348+0.00422155j 0.0181381+0.0122841j 0.00520323-0.00719733j 0.00314727+0.0148423j 0.00238328+0.00318826j 0.0138781+0.00210093j 0.00250016+0.00919135j -0.00627453+0.00638486j -0.00959937-0.00485809j -0.00536723-0.00498109j -0.00462615+0.00677677j 0.00372707-0.0054049j -0.00252047+0.00179827j -0.00122688+0.000478364j -0.000292031-0.00409032j 0.00413017-0.000519052j 0.000210176-0.00851869j 
-0.000361338-0.00121448j 0.00386137-0.000228154j -0.00253851-0.00553391j -0.0026035+0.00939949j 0.00498455-0.00130685j 0.0112124+0.00328188j 0.00685634+0.0168804j 0.00243515+0.0144654j 0.00106718-0.00332597j 0.00132943+0.0016306j -0.0041754+0.0050455j -0.00461234-0.00376763j -0.00927235-0.00377656j 0.00702282+0.0112991j -0.00567715-0.021872j -0.0208772+0.0155979j -0.00927772+0.00223406j 0.0068532+0.0220825j -0.00742691+0.00591779j 0.0017287+0.00685522j 0.0372178-0.00418812j -0.00228865+0.0216354j -0.01204-0.0120845j 0.0212859-0.00458299j -0.00775752-0.00535477j 0.0132394+0.0189874j 0.0248308+0.0355478j 0.00489131+0.00637322j -0.0130336+0.0146783j -0.0206735-0.0174584j -0.00712967-0.0108852j -0.018748-0.00280698j 0.0219864-0.0273974j 0.0285911+0.00502852j 0.00514178-0.0198771j 0.00297955+0.00238084j -0.017747-0.00533382j 0.0112551+0.0232648j -0.00522579+0.000924588j 0.001836-0.00752438j -0.0111086+0.00522214j 0.0059106+0.00522194j 0.00247756+0.0212031j 0.0204012+0.00599881j -0.00227064-0.00977263j -0.0185418+0.00601719j -0.00368134-0.00245763j -0.00233131-0.0105325j 0.0219597+0.0016126j 0.00121117+0.0107045j -0.01278+0.0134224j 0.0117887-0.0117446j 0.00536595-0.00617165j -0.00561702-0.00036577j 0.00387439+0.011403j -0.0022153-0.00267783j 0.00215748-0.00434373j -0.00329514+0.00715981j -0.00442153+0.00407825j -0.00332044+0.00601884j -0.00291551+0.00499628j 0.00118872-0.014612j -0.00639487-0.00453443j 0.000948978+0.00211723j -0.00328692+0.00185046j 0.00140225-0.000666355j -0.00171999-0.00552966j 0.00261522+0.00231185j -0.001307+0.00525944j 0.000614074+0.00574559j 
0.00806027-0.00293419j 9.40793e-05+0.00264377j -0.0104082+0.00139826j -0.00513747-0.000506594j -0.00527417+0.00117238j 0.0154905-0.00227098j -0.00177132+0.00917834j -0.00489161+0.0162205j -0.00389977-0.0119772j 0.00791512+0.00109703j 0.00828627-0.00125844j 0.00142632-0.00675364j 0.0028437+0.00538141j -0.00469334-0.00932303j -0.0113372+0.013918j 0.0130589+0.00501628j 0.0220152+0.00865956j -0.000817466+0.00772j 0.0149856-0.0124478j 0.00514076+0.00291239j -0.0143433-0.0175452j -0.0217859-0.000876665j -0.0149684-0.00769659j -0.0068602-0.027548j 0.00222027-0.0180974j -5.69111e-05-0.00174645j -0.00692362-0.0189995j -0.0170554+0.00161973j -0.0167408-0.00533987j 0.00980261+0.0456037j 0.019103+0.00200307j -0.0109137-0.0178965j 0.00811635+0.00670485j -0.0071474+0.00256155j 0.0084896+0.00673677j 0.00905433-0.00175995j -0.000840612-0.00121286j -0.0104661-0.00978281j 0.00843294-0.00141406j 0.0128379-0.0102662j 0.00876769-0.0116j -0.00109063-0.00565394j -0.00361219-0.00415315j 0.00367309+0.0035363j 0.00719819+0.010966j -0.00146291+0.0139289j -0.00571682+0.0120745j 0.00845676+0.00115742j 0.00214156+0.00233144j -0.0012306+0.00478507j 0.000629841-0.00159757j 0.00645212-0.00392141j 0.0156634+0.0168149j -0.00945216-0.00729757j 0.00346473+0.00455614j 0.00490032-0.00659591j -0.00684434+0.00279683j -0.00255153-0.00409922j -0.00746904+0.00270376j -0.00237077-0.0101062j -0.00837299-0.00439424j 0.00807841-0.00920017j -0.00129309+0.00824773j 0.00471698+0.00397086j 0.00381069-0.00512497j -0.000638398+0.00150275j 0.00240492-0.00823909j 0.00626086+0.00232507j -0.00199152-0.000174789j 0.000356297-0.000103976j 
-0.00251289-0.000701899j -0.00337779-0.00165403j 0.00208263+0.00209102j -0.00427285+0.00301802j 0.00444605+0.00484814j -0.00531068-0.00909508j -0.00409747-0.00236732j -0.00366782-0.00339746j -0.00954671-0.00832055j -0.00742817+0.0133937j -0.0127992-0.00784576j -0.00809196+0.0136232j -0.00843294+0.0057549j -0.0101283-0.00658927j 0.0170565+0.00484649j -0.00517343-0.0122712j 0.00552769-0.00534594j -0.0157713-0.00757475j -0.0162511-0.00643252j 0.00274674-0.0161249j 0.00580703-0.00500521j -0.0160681+0.021059j -0.0206055+0.0148948j 0.0152175-0.00639689j 0.00612959-0.0204565j -0.0029355+0.00341561j 0.0144155-0.0254813j 0.0252252-0.0040362j 0.023993-0.00333353j 0.0089137+0.0231455j 0.00923879-0.0374388j -0.00375325-0.027882j -0.00318367+0.00867201j 0.000783422+0.0114293j -0.0117669+0.0268644j 0.0133886+0.0189041j -0.0146812+0.0203846j 0.00597782+0.0130344j -0.00215348+0.00624998j -0.0122667+0.00198698j -0.0190643+0.00844966j -0.0035676-0.00239647j 0.00458767+0.0124567j -0.000830096+0.00411231j -0.00302339-0.0054079j 0.00500521+0.000389522j 0.00863216+0.00572714j -0.008309+0.00128063j 0.00204339+0.00651526j 0.00150918-0.000127237j 0.00351644-0.0102621j 0.000996644-0.00349798j -0.000669944+0.00398794j -0.00155552+0.000676861j 0.00336386-0.0066757j -0.00168414+0.019937j -0.00294442-0.00105227j -0.00251506+0.00104264j -0.00144541+0.00481901j 0.00887028-0.00152727j 0.000195598-0.00252984j 0.00592499-0.00362002j -0.000652422+0.00141384j 0.00199725+0.00438186j -0.00365827-0.00492075j -0.00455908+0.0013327j 0.00236568+0.0048712j -0.00828854+0.00180475j 0.000463317+0.00579458j 0.000198857+0.000179939j 
0.00311917-0.00103548j 0.00951275-0.000117352j 0.000808678-0.00787689j 0.00422994-0.00175139j -0.00097806-0.00635574j -0.00382454-0.0107458j 0.0026354-0.0121338j -0.00999728-0.00950416j -0.0145295+0.00546703j 0.0164928+0.00464286j -0.00811318+0.0182314j 0.0128709+0.00778824j 0.00824151+0.013229j 0.0221798-0.0042272j -0.0235356-0.00234253j 0.00948337+0.00336541j -0.00353313+0.0129009j 0.0015122-0.00595703j 0.0313775+0.0055447j -0.00115156-0.0158506j -0.0153537-0.0195032j 0.0221967+0.00625419j -0.0216905+0.016151j -0.00937453-0.0197705j 0.0216548+0.00201474j 0.0107893-0.0100993j -0.0061456-0.00671174j -0.00824071-0.0144035j -0.0301521+0.0177473j 0.0140105-0.0216817j 0.0181354+0.000259492j 0.00134981-0.00520118j 0.0266756-0.0135056j 0.0257589-0.00548525j 0.00114884+0.00648215j 0.00987126+0.00269437j -0.0151912-0.00104737j -0.0208981-0.0218013j -0.011418-0.00467481j -0.00661664-0.00561722j 0.0166386-0.00559113j 0.00187614+0.00577269j 0.0125993+0.0100846j -0.00266712+0.00164879j 0.000797058+0.000293832j -0.00136414-0.00022669j 0.00105399+0.0067562j -0.0123628+0.00379849j -0.00337299-0.00526522j 0.00160348+0.00121566j 0.00777571-0.00377912j -0.000160865+0.0130487j 0.0131047-0.00315884j -0.00141564-0.0052289j -0.00475668-0.0181129j -0.00699226+0.0124228j 0.00302863+0.000808666j -0.000496471+0.000562207j 0.00229822+0.00553441j 0.00314302-0.00272972j -0.00308796-0.00048305j -0.00144288+0.00657164j 0.00226082+0.00177209j 0.00789102-0.00642731j -0.00421715+0.00029492j -0.00465718-0.00021785j -0.00362015+0.00404008j 0.000856615-0.0033668j -0.00307259-0.00274696j -9.86024e-05+0.00760002j 
-0.00350087+0.00321676j 0.00976464+0.00141889j 0.00908915-0.00759119j 0.00321129+0.0106084j 0.0217236-0.00429323j 0.0259568-0.0129926j 0.00853233+0.00060244j -0.0138843+0.0215479j -0.0141523+0.011946j 0.0174605+0.0181798j -0.0203729+0.00999687j 0.019077+0.00476246j -0.00474645+0.0109758j -0.0118303-0.0216848j -0.0185038+0.00385254j -0.00443362-0.0189567j 0.010919+0.00694339j -0.0157934+0.00889187j 0.00833712-0.0174766j -0.0100684+0.0172839j 0.00870485+0.00431771j -0.0202586-0.00928311j -0.0177004+0.0242213j 0.0234267-0.00218554j -0.00963594-0.0226358j 0.0110568+0.00680248j -0.0107088+0.00995072j -0.00990495+0.00730541j -0.00164247-0.0284741j -0.0199826+0.0132298j 0.00584859-0.0081415j 0.00415204+0.00153438j 0.0072621-0.0081704j 0.00713711-0.0174095j -0.0108429-0.00805569j 0.00512983-0.00778971j -0.00297508-0.00991403j 0.0156421+0.00780627j -0.00558607-0.00556748j 0.000337373+0.00850462j 0.00865683+0.00150691j 0.0249425-0.00500413j -0.00817549-0.00976729j -0.0193621+0.00902199j 0.014527-0.000125821j 0.00120977-0.0026851j -0.00497286+0.0074325j -0.00471321+0.00512586j -0.0110569+0.00344929j 0.0130076+0.00733392j -0.00141704-0.00104419j 0.00934043+0.0144652j 0.000608524+0.00327242j -0.00815897-0.0105834j -0.00245354+0.00555167j -0.00483822+0.009454j 0.000169794-0.0044989j 0.00211065+0.00135248j -0.000810798-0.00370663j 5.67848e-05-0.00862799j -0.00150691-0.00376802j 0.0068894+0.00535516j -0.00353125-0.00131436j 0.00285971+0.00111528j 0.00247481+0.00567368j 0.00294254-0.00897878j -3.75589e-05+0.0013913j 0.00415545+0.00253494j -0.000508941+0.00505881j 0.00109565+0.0100483j 
0.00813478-0.00191914j 0.00705192-0.000806831j -0.00381746-0.00380357j 0.00350359-0.0033625j -0.00260529-0.0141021j 0.00370279+0.00310633j 0.00994495-0.00985317j 0.00181294-0.00616811j -0.00172019+0.0194756j 0.0298675-0.0126595j 0.0271505+0.0390409j 0.0240003-0.0206431j 0.0241166-0.00276475j -0.0251222+0.0221947j 0.0196326-0.0124845j -0.0309424-0.0138268j 0.00402754-0.0268513j 0.0138294+0.0108814j -0.00454856-0.0106946j 0.0179694-0.00542303j -0.00677633+0.0197271j 0.000248344-0.0149575j -0.0248353-0.00996505j -0.00716673-0.00112832j 0.0146684-0.0139294j 0.00989152+0.0184558j 0.0127444-0.0121975j 0.0182164-0.0128757j 0.00806706-0.00911718j 0.000436425-0.00907713j 0.0310021+0.0284842j 0.00563905+0.00870341j -0.0038672+0.0126546j 0.0118601+0.0140939j -0.0176596+0.00328816j 0.00410363-0.0108122j 0.00919046+0.00670601j 0.0153921-0.00443368j -0.00519262+0.00110156j -0.0140386+0.00512167j 0.00791692-0.00447731j 0.00811302-0.0101185j 0.0134139+0.0135582j -0.000464363+0.00138045j 0.00864737+0.0053624j 0.00739283+0.000540044j -0.0164116-0.00496529j 0.00562824-0.000135585j 0.00349037-0.0038369j -0.00645261+0.0100787j -0.00116974+0.00358503j 0.000855597+0.00594277j 0.00330213+0.0064619j 0.00337397-0.00407881j 0.00117624+0.000381484j -0.00988063-0.0117011j 0.00138056+0.00047678j 0.00148359-0.000601771j -0.00144312+0.0024556j 0.000893266+0.00805225j 0.00439217-0.00520099j -0.00177519+0.00476361j -0.00130968+0.000287066j -0.000434843-0.00315058j 0.00374566+0.00540027j -0.00145895-0.00182512j -0.00346973-0.0026126j 0.00554315-0.00578124j -0.00315083-0.00687677j -0.000633212+0.00401095j 
