-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
-0.00235262+0.00471422j -0.00329832-0.00130506j 0.00362191+0.000700413j -0.0101865-0.00481314j 0.00558749+0.00783752j 0.00342959-0.00725313j 0.00282868-0.00195394j 2.94125e-05+0.00644183j -0.00987068+0.00221316j 0.00395329+0.01463j 0.00326071+0.0126122j 0.000944714-2.96879e-06j 0.00875263-0.00904817j 0.00454842-0.000115338j 4.32546e-05+0.00270066j -0.00506553+0.000850764j 0.00717731+0.00391509j 0.00629588-0.00484461j 0.00311518-0.00545376j 0.000835673+0.00707359j -0.000857996-0.00166016j -0.0013769+0.00195409j 0.000873079+0.00284631j -0.00396944+0.00504888j -0.00688927+0.00584883j 0.00242876+0.00047354j 0.00183835-0.00167899j 0.0019725+0.0035328j 0.00338177+0.00425542j 0.00289112+0.00125181j 0.00271303-0.00112923j 0.000535104-0.00182751j 0.00451333-0.00234011j 0.00296854+0.00543775j 0.00759568-0.00186164j -0.000307455-0.000224702j 0.00111434+0.00142542j 0.00164275+0.00500805j -0.00052401-0.00778329j 0.00361945+0.00279254j 5.91812e-05+0.00614753j 0.000294359-0.0014555j 0.00281907-0.000579154j 0.002177+0.000471281j 0.0027404+0.000621229j -0.000577117-0.00317023j 0.0007532-0.00426918j -0.000852717+0.00194054j -0.0059533-0.0039899j 0.00220829+0.000795898j 0.0029051-0.0024009j 0.00104178-0.00177016j 0.000238037-0.000163063j -0.000244286-0.00159628j 0.000126909+0.00046055j -0.00110548-0.000813512j -0.000423388+0.00390368j 0.00134657+0.0024015j 0.00172443-0.00195145j 0.0015304+0.00433689j -0.00231154-0.00179057j 0.00341508+0.00269865j -0.00485486-0.0036686j -0.00287483-0.00189063j 0.00527267-0.00551683j 0.00366829+0.00229012j 0.00187331+0.00636743j -0.00162569+0.00275577j 0.00038547+0.000477028j -0.00180674+0.000530596j 
0.000354515+0.014145j 0.0167247+0.0143387j -0.0153573-0.0212883j -0.00856034+0.00171177j 0.00166288-0.00697513j -0.0105537-0.0172101j 0.00787058-0.00971968j 0.00540202-0.0143097j 0.00987081+0.00264903j -0.0164372-0.00932989j -0.00386177+0.0017089j 0.00346594-0.00133502j 0.00108007-0.0105643j -0.0154399-0.0123645j 0.00357599-0.00261744j 0.00101577-0.00875086j -0.0163543-0.00608013j -0.0112701-0.0145019j 0.0129415+0.00483598j 0.0226701+0.0011844j -0.000774829+0.00935949j 0.00619957+0.0103821j 0.005325-0.0133559j -0.00628047+4.58555e-05j 0.00278724-0.0018763j 0.0071732-0.00958847j 0.00238246+0.00573511j 0.000151236-0.0122717j -0.00176034-0.00485156j 0.00147991+0.0038497j 0.001033-0.00202318j -0.00153572-0.0100826j 0.000912007-0.013692j -0.00121433+0.001175j 0.00425829-0.00668903j 0.00351578-0.00895201j -0.00600696+0.00421799j 0.0101211-0.00467305j 0.00232446+0.00742278j 0.0078382-6.5319e-05j -0.00351675-0.00290133j 0.000981987+0.000551243j -0.00832203-0.00372126j -0.00184436-0.000435959j -0.00265888+0.00330051j 0.00305445-0.00037052j -0.0103912+0.000961554j 0.000175302-0.00274828j -0.00175093+0.001791j 0.00429644-0.00122882j -0.00301774+0.00299789j 0.00188568+0.00289433j -0.00493462+0.000431278j -0.00158893+0.00357436j 0.000946473-0.00547722j 0.000864087-0.0021724j 0.00789473-0.00415162j 0.00362182-0.00385724j -0.000477443-0.000789658j 0.00820685+0.0025398j -0.00206159-0.000947177j -0.000345653-0.00247915j -0.00850038+0.00150125j -0.0023898-0.000774456j -0.00121842-0.00113608j 0.00224052+0.00706874j 0.000155377-0.000932648j -0.000815951+0.00649733j -0.00499746-0.000483585j -0.00238038+0.00571645j 
-0.0163766-0.0148664j -0.000721067+0.017046j -0.009883+0.00140395j 0.00799916+0.0215455j 0.00249686+0.0104298j 0.0102726-0.00581316j 0.0131728+0.0019895j -0.0130951+0.0122661j 0.00356209+0.00508745j -0.0064918+0.00969945j 0.00207157+0.000139056j 0.00802236-0.00559628j -0.00719685+0.0152973j -0.0248583+0.0169115j 0.00509189+0.0150314j 0.00668596+0.00884582j -0.00687882+0.00537336j 0.0104045-0.00422631j 0.00313556+0.00126002j -0.000438109-0.0142748j 0.00833874+0.00683587j 0.015865-0.00788783j -0.0105852+0.000953416j 0.00533648-0.00390241j -0.00208511+0.00320254j -0.00908136-0.006237j 0.00130792-0.00130817j 0.00502086-0.000869038j 0.00274479+0.00371905j 0.00535259+0.00330405j -0.00376696-0.0119496j -0.00392217+0.0150388j -0.00329775+0.00706478j -0.00198682-0.00115576j -0.00325058-0.00410255j 0.00161911-0.00210529j 0.000623613+0.000723631j -0.00218839-0.000108311j 0.00398464-0.00238621j -0.000222226+0.000852358j 0.00302344+0.0035239j -0.0021786+0.00220067j -0.00705102+0.00962837j 0.00375866-0.00305843j 0.00725749+0.000585114j -0.00443147-0.00196601j 0.00677669+0.0045426j -0.00561657+0.0023215j -5.91712e-05-0.00212866j 0.00242889+0.00179052j 0.00494171-0.00534139j -0.00620877+0.00300403j 0.0083181-0.00215967j -0.00208338-0.00602149j -0.00650227+0.00557572j 0.00198182-0.00707582j -0.00485344-0.00500404j 0.00695858-0.00568858j 0.00654357+0.00681444j -0.00119045+0.00408562j -0.00589701-0.000922278j -0.00467911-0.000786463j -4.66368e-05+0.00060293j 0.00607227-0.00341126j 0.00983645+0.00450412j 0.0047381+0.00492444j 0.0059007-0.00500545j -0.000475298-0.000306012j -0.00275736+0.00443733j 0.00471068-0.00134504j 
-0.00425578-0.00818289j -0.0035741-0.000454128j -0.00174589+0.00223843j 0.00144346+0.0130508j 0.000593926+0.000224205j 0.0133581+0.0123388j -0.0040237+0.011091j -0.00230277+0.0114703j 0.00990839+0.00210908j 0.00465547-0.00348874j 0.00531641-0.00817559j -0.00232187-0.00582246j -0.00621086+0.00919144j 0.00391141+0.00245533j -0.00302659-0.00269616j 0.00143292+0.00617211j -0.0010901+0.00941752j 0.00182077+0.00302952j -0.00476296-0.0037262j -0.00618187-0.00892211j 0.00311308+0.000134061j -0.00612919-0.00373126j -0.00423747-0.00153223j 0.00363832-0.00709173j 0.00670665-0.00280195j -0.00505806-0.0017854j -0.00178349-0.000786446j -0.00310374+0.00180709j 0.000461643-0.00264865j 0.00152213-0.000914361j -0.00020078-0.00374371j -0.000508908+0.00308929j -0.00432278+0.00173688j -0.000130386+0.00180828j -0.000278082-0.00370619j -0.00387045+0.00103448j 0.00259629-0.00233489j 0.00213426-0.000874391j -0.00369273-0.000459614j -0.00670943-0.00579192j -0.00116377+0.000508534j -8.67377e-05+0.000131136j -0.00825147-0.00400784j -0.000630105-0.00562546j 0.00119929-0.00265229j -0.000720694-0.000922636j 0.00179405-0.00284584j -0.0023686+0.0033602j 0.00332935-0.00376202j 0.000232682+0.00405786j 0.000109133+0.00249021j -0.00266908-0.000174961j -0.000708826-0.00187627j -0.0017385+0.00179157j 0.00436836+0.00275269j 0.000326016+0.00170659j -0.00235968-0.000171875j -0.00313132-3.5651e-05j -0.0020622-0.000158175j -0.00212194-0.000361094j -0.00663392-0.00216585j 1.06663e-05-0.00246959j 0.00367042-0.00344149j 0.0046718+0.00307357j 0.000290729+0.00848083j -0.00168922-0.0028335j 0.00694918-0.00603442j 0.000570491-0.00495697j -0.0013196+0.000747524j 0.00595142-0.000490843j 
-0.00182883+0.00585778j -0.00666545-0.00438381j 0.000104549+0.0122626j -0.00163504-0.0020854j -0.00678408+8.44198e-05j -0.00785443+0.0100426j -0.00124177+0.00306675j 0.00909509-0.00184063j 0.00291616-0.00109549j 0.00283121-0.00777712j 0.00985232-0.000914166j -0.00298452-0.0019587j 0.0105154+0.00377345j 0.00931045-0.00407909j 0.00104421+0.000724108j 0.0036835+0.00609753j 0.00233045+0.00182384j 0.00308331+4.78531e-05j -0.0105358-0.00271654j 0.00539187-0.00189896j -0.00095965+0.000490594j -0.0149977+0.003635j 0.00806012+0.003958j -0.000420112-0.00152998j 0.00659372-0.00384471j 4.13932e-05+0.0025491j 0.00178443-0.00158066j -0.00048368-0.00641816j -0.00461493+1.84619e-05j 0.00111943-0.0042522j 0.000128995+0.00343179j -0.00385533-0.00218449j -0.000509303-0.000641513j 0.00222367+0.00172193j -0.00835047+0.000472693j 0.00401513+0.00275644j -0.00143438-0.00337957j -0.00436022-0.000644897j 0.000769015+0.000272753j 0.000175946-0.00442751j -0.0042571-0.00180349j -0.000940447+0.00191832j 0.00120014-8.18678e-05j -0.00655646+0.00277903j -0.00912633+0.0042267j -0.00206808+0.00362621j -0.00404358-0.00399731j 0.00571907-0.00132961j -0.00100932+0.0033045j -0.00334957-0.00427275j -0.00256272+0.00463786j -0.00264646-0.00432816j -0.000348804+0.00173402j 0.00624601+0.00318678j -0.000656957+0.00182564j -0.00229716+0.00339631j 0.00392747-0.000664771j -0.00374793+0.00287792j -0.000322776-0.0051955j 0.000493127-0.00625099j 0.00629243+0.00145142j -0.0045246-0.00496124j 0.00293846-0.000948949j -0.00131539+0.0031145j -0.00257377+0.00463899j -0.00325855-0.00293342j 0.00166823+0.00741774j 0.00611913-0.00134908j 0.00753094+0.000701567j 0.00179696-0.00145673j 
-0.00883549+0.00229319j 0.00416258-0.001351j 0.00340685-0.00489916j -0.00725466+0.0081116j -0.00294912+0.00603649j -0.00655044-0.0104653j -0.00416341-0.0013962j 0.00420247-0.00121772j 0.000489968-0.00236297j -0.00987133+0.0052758j -0.00341718-0.00518238j -0.0132785+0.00235809j -0.003496-0.00611047j 0.00388256-0.00300082j -0.000992144+0.00417642j -0.000624707+0.000688471j -0.00269449-0.000581376j -0.00190411-0.00589523j -0.000388567+0.00123756j 0.0035801+0.00415431j 0.00845283+0.00231106j -0.00461395+0.00225601j -0.00581264-0.00352198j -0.00224037+0.00563838j 0.0073016+0.00466907j -0.00407741-0.00200693j 0.00535514+0.000229826j -0.000130485-0.00136427j 0.00327106-0.00550549j 0.00393453+0.00604776j 0.0022831+0.00336101j -0.00235188-0.00116537j 0.00768502-0.000980246j -0.000586738-0.00356161j 0.00387153-0.00487223j -0.00275498+0.00195367j 0.00638432+0.00076508j 0.000535428+0.00445797j 0.00170583-0.00537569j 0.0032011+0.0013984j 0.00139036-0.00215341j 5.51132e-06+0.00343634j -0.00204542-0.00164597j 0.00348947-0.000634514j -0.00295305-0.000509262j 0.00353979-0.00458213j 0.0029506-0.00352106j -0.0026923+0.00198357j 0.00270426-0.00696942j 0.00406226+0.00127174j 0.000790762-0.0015362j -0.00107572-0.0015621j 0.00331534-0.00489637j 0.000396612+0.00265674j -0.00143348-0.00316077j 0.00289357+0.000789292j 0.0022821+0.00442896j -6.85508e-05+0.00685034j -0.00165715+0.000750413j 0.00117662-0.000345675j -0.00198186-8.33444e-05j -0.000730909-0.00355685j -0.00453092-0.00621621j -0.00307939-0.00310579j -0.00155122-0.00507675j 0.000362808+0.00273986j 0.00596105+0.00463312j -0.00474892-0.0047048j -0.00181728+0.00163868j 0.00563296+0.0023847j 
0.00081793+0.000221089j -0.00335327+0.00781066j -0.00707602-0.004644j -0.00334838-0.00136855j 0.0107311+0.00583746j -0.00403974-0.00745888j 0.0125721-0.00183446j 0.00517211+0.00848358j 0.000262563+0.00231501j 0.00131434+0.00299258j 0.00854662+0.000956151j 0.00357224-0.00154632j 0.00722165-0.00576487j -0.000325706+0.00410537j 0.00276649+0.00110808j -0.0019112+0.00172278j 0.00107274+0.00429412j 0.0065385-0.00232323j 0.00553995-0.00217568j 0.00550034+0.00453281j 0.000791503+0.00208553j 0.00118445+0.00433553j -2.43484e-05-0.00137606j 0.000219498-0.000490207j 0.000473013+0.000477579j 0.0043643-0.00333854j 0.00185811-0.00487226j -0.000458647-0.00285434j 0.000538603+0.00134002j 0.00350641-0.000476117j -0.00116815-0.00806106j 0.000257913+0.00205725j -0.00164745-0.00274743j 0.000322434+0.00104832j -0.00203592-0.00358531j 0.0034656-0.000804021j -0.00218393+0.00521855j 0.00237055-0.000976103j 0.000792024-0.000555968j 0.00486858-0.00351102j -0.00019287-0.00145119j -0.000537126+0.00116869j -0.000308143+0.00132416j 0.00160603-0.00241496j 0.00157358+0.00248831j -0.00117605-0.000566383j -0.000725239-0.00358433j -0.0021443-0.0010682j -0.00112055+0.00345306j -0.00345553+0.000908574j 1.27635e-05+0.000209921j -0.0019278+0.000774354j 0.000879171+0.00179463j -0.000848711-0.00118983j -0.00593554+0.00348421j 0.00267611-0.00493662j 0.00209663-0.00433244j 0.0021008-0.00259598j 0.00312569-0.00235921j 0.00334378+0.00132883j -0.000342632-0.000294462j -0.000189083-0.000129008j -0.0049796-0.00043258j 0.00232427-0.00231778j 0.00365763+0.00128365j 0.00273027+0.00681002j 0.00145626+0.00269804j 0.00168887+0.00768539j 0.000610785+0.000735226j -0.00406592-0.000327034j 
-0.0306766-0.0326063j -0.0217857-0.01445j 0.0368159-0.00303468j -0.0156959+0.0382075j 0.00693209-0.00241849j 0.00250453+0.0153865j 0.00603294-0.0080127j 0.0113364-0.00648627j -0.0246683-0.00929297j 0.0173058+0.0114563j -0.000751327-0.0236257j 0.010161-0.00929028j 0.0226889-0.00652092j -0.0127524-0.0057389j 0.00487423-0.00161548j -0.012785+0.0087061j -0.0083255+0.0148822j -0.00198945-0.00306455j -0.0160342+0.0044919j 0.00497843-0.000204176j -0.00802127-0.0138101j -0.0042385-0.00985263j 0.00407223+0.00202154j -0.00166119-0.0178657j 0.00349806+0.00783867j -0.0154601-0.00394766j 0.00434577+0.00694306j 0.00929316-0.00798644j 0.00396181+0.00255429j 0.00101406+0.00335569j 0.00129071+0.00947784j 0.000468046-0.0090485j 0.00279595-0.00151447j 0.00525422-0.00971675j 0.0148994-0.0020531j 0.0075001-0.0052015j 0.00399497-0.00104293j 0.00405779-0.00160103j -0.00210149+0.00107137j 0.000434735-0.0021205j -0.00341128-0.00252481j 0.00535893-0.0057427j -0.00614047+0.000387899j -3.14361e-05+0.00408434j 0.00573687-0.00741337j -0.00181453-0.00172296j 0.00285932+0.00221284j -0.000790128+0.00310495j -0.00179281-0.00677039j 0.00603536+0.000455134j 0.000288784+0.00355643j -0.00142299-0.000718798j -0.00833318+0.00548497j -0.0039764+0.00209741j -0.00312908-0.00433978j 0.0021918+0.00161801j 0.00094091+0.00233152j 0.00388305+0.00128302j 0.0070616+0.000486289j 0.00378332-0.00126948j 0.000807091+0.00229669j 0.0097844-0.00192104j -0.00485194+0.00146601j -0.0135802+0.00345764j -0.00216786+0.000876506j 0.000868265-0.000837553j 0.00284269-0.00489687j -0.0169009-0.00491988j -0.00518876+0.0095095j 0.00763191-0.00246109j 
0.0247738+0.0146546j -0.0349286-0.0338514j -0.0171315+0.0384742j -0.0407338+0.00073407j 0.00160926-0.0114039j -0.000383705-0.00475833j 0.00312515-0.00741878j -0.00752327+0.0140155j -0.0192005-0.00236403j -0.0158322-0.0197444j -0.0154979-0.00201508j 0.0133607-0.0203707j -0.00281369-0.000706076j 0.00512012+0.00691011j 0.0125402-0.0170407j 0.0106722+0.0148419j 0.012356-0.00287373j 0.00224522+0.00399552j 0.00818993+0.00490306j 0.000481926+0.00452864j -0.0163651-0.00750606j -0.00316868+0.0119478j 0.00468935-0.00626237j -0.00218403+0.00394796j 0.00881509-0.00281733j -0.00927249+0.0114547j 0.00184976+0.00555616j -0.0115485-0.0129216j 0.00596919-0.00895726j 0.00507342+0.00235595j 0.0123669-0.00405815j -0.00444127+0.00602025j -0.00315663-0.00332995j -0.000997449-0.00161552j -0.00109372-0.00881206j -0.00360985+0.000175417j 0.00310768-0.00588009j 0.00341333+0.000572061j -0.00401899-0.000422761j -0.00349638+0.00539133j -0.00213449+0.00347809j -0.00323313+0.00169197j -0.00684716+0.00699251j 0.00221677-0.00152746j -0.00542124-0.0015317j -0.00484644-0.000500393j 0.00443038-0.0011756j 0.00274808+0.000902795j -0.00768507-0.000758556j -0.00260254-0.00398629j 0.00669045-0.00533437j -0.00344807-0.00396099j 0.00381185+0.00149201j -0.00133124+0.00139209j 0.00373551-0.00279188j 0.0066998-0.0023033j 0.00446147-0.0034302j 0.0104703-0.000773556j 0.00292973-0.000831239j -0.00422236+0.00113761j -0.00612406+6.51e-05j -0.00452944+0.00229494j -0.0114359-0.000609844j 0.00234465-0.00297828j 0.00923338-0.00533867j -0.00303191+0.00245818j 0.0185749+0.00676789j 0.00590993-0.00263202j 0.00776359-0.0014409j 0.00217779-0.00804784j 
-0.0022765-0.0114433j 0.0111633+0.00400125j -0.00421083-0.0154426j 0.00571052+0.0207431j 0.00564951+0.0139066j 0.0187137-0.00228058j 0.0137268+0.00955473j -0.0119196+0.0108362j 0.00587403+0.00148415j -0.00410554+0.00431893j 0.00393328-0.00337264j 0.00383397-0.00519011j -0.00178895+0.00543382j -0.0123199+0.00615059j 0.00773063+0.00812948j 0.00481431+0.00442809j -0.0022276+0.00026019j 0.00667758-0.00751039j -0.000315611+0.00248929j 0.00608481-0.000841642j 0.00673925+0.00364294j 0.0098414-0.0049763j -0.0113049-0.00146206j 0.000322452-0.00756027j -0.00242511-0.00393361j 0.00229035-0.0088851j -0.00313809-0.00615378j 0.00076961+0.00224704j -0.000208217+0.00168863j -0.00110658-0.000235752j -0.00394696-0.00660927j 0.000492171-0.000735053j -0.00413844-0.00284028j 0.0024331+0.00366306j 0.0038762-0.00553411j 0.000881079-0.00408464j -0.00158401+0.0081487j 0.00553111-0.00286937j 0.00263918+0.000664022j 0.00148985-0.00610646j 7.17549e-05-0.00289139j 0.001167+0.000939381j -0.00700584+7.64302e-05j 0.00341447-0.00818712j 0.00857117-0.000311307j -0.000237224-0.00502323j -0.00165317+0.00203453j -0.00686187+0.00296647j 0.00283753-0.00391138j 0.00213264+0.00352653j 0.000741755+0.00375041j -0.000407304+0.00295116j -0.000396146+0.000901007j -0.00674465-0.000742106j -0.00619962+0.0052562j 0.00517913-0.00617942j -0.00042264-0.00434482j 0.00206441-0.00409704j 0.00232002+0.00452078j 0.00817979+0.00191443j -0.0077608-0.000394003j 0.00373349+0.00161515j -0.00389587-0.00044216j 0.00182775-0.00348843j 0.000177382+0.00494024j 0.00692214+0.0081892j -0.000510184-0.00808048j -0.00653893+0.0033981j -0.00935294+0.0016272j 0.000237659+0.00287443j 
0.00776421-0.00235766j 0.000295692+0.0110137j -0.00317527-0.0191186j -0.00371132-0.00776994j 0.00838797-0.00238322j -0.0113274-0.021737j 0.0184227-0.011068j 0.0176849-0.00626217j 0.00359002-0.0012072j -0.00184161+0.00268848j 2.61742e-05+0.00161517j 0.00462159+8.81552e-05j 0.00898863-0.010079j -0.00308918+0.00078048j 0.0010423-0.00109298j -0.00156549-0.00383547j -0.00422576-0.00036047j -0.0036507-0.0077082j 0.000487825-0.00367338j 0.00828379+0.00692874j 0.00103717+0.00407406j 0.00608027+6.3846e-05j 0.00344163-0.00654228j -0.00359284+0.00296851j 0.00409725+0.000458582j 0.00564828-0.00158609j 0.007867+0.000994498j -0.00462844-0.00443292j -0.00260538-0.0031369j 0.00180799-0.00209863j 0.00109506-0.000114707j 0.00306023-0.0117458j 0.00180197-0.011047j 0.00110612+0.00189506j 0.00528584+0.00243022j 0.0013692-0.00234998j -0.002542+0.00361658j 0.0041502-0.00134959j -0.00228107+0.00422003j 0.00823695-0.00216227j 0.000392048-0.00166945j 0.00321552+0.000942903j 0.00452675-0.00841971j -0.000329654+0.00553683j -0.000447343+0.00411677j 0.0037269-0.00227476j -0.0101804-0.00406615j 0.00285602-0.00495847j -0.00493895+0.00457739j -0.00079527+0.00305227j -0.00154248+0.0029058j 0.00539726-0.0052773j -0.00557089-0.00039259j 0.00232508+0.00290101j -0.00083085-0.00703678j -0.0047209+0.00245306j 0.00517086+0.00117255j -0.000730603+0.00237022j -0.00535637-0.00128876j 0.00492831+0.00208844j 0.0113697+0.0010868j 0.00485068-0.00253542j -0.00334442+0.00220815j -0.00250483-0.000127843j -0.00703046-0.00648011j -0.00320873+0.000604264j -0.0105417-0.000249006j -1.35232e-05+0.00912416j 4.13547e-05-0.0035664j -0.00918005+0.00086348j 
-0.0208083+0.0170425j -0.0299352+0.00853504j -0.0181544+0.0432537j -0.0403415-0.000923258j 0.000347498-0.00529355j 0.00287227-0.00688708j -0.00390293-0.000349291j -0.00722248+0.0152856j -0.011205-0.00250552j -0.0143539-0.00621454j -0.00452089+0.00250846j 0.00327978-0.00980646j -0.00463246+0.00820582j 0.00678688-0.00435464j 0.00883642-0.00529703j -0.0040868+0.00644515j 0.00109522-0.000544214j 0.00748761-0.00211516j -0.00333811-7.61405e-05j -0.00542772-0.000303725j -0.00766641-0.0118559j -0.000688898+0.00978244j 0.0074373-0.00643246j -0.00788013-0.00556784j 0.00581113-0.000644202j -0.011637+0.0156302j -0.000954392+0.00252103j -0.0140455-0.0130302j 0.00768547-0.00736233j 0.00452013+0.00179629j 0.0161732+0.000548259j -0.00479282+0.00272493j -0.00152161+4.42788e-05j -0.00140801-0.00879403j 0.00173194-0.0104853j 0.000550703-0.00152031j 0.00183566-0.00821953j 0.00446677-0.00133297j -0.00926448-0.00149713j -0.00740616+0.00129348j -0.00143389+0.00407279j -0.00361995-0.00335951j -0.00939205+0.00701935j 0.00198716+0.00211037j -0.00633119-0.0077947j -0.00672861+0.00151145j 0.00401787-0.00536886j 0.00599509+0.00136455j -0.00925115-0.00101011j -0.00133529-0.00785614j 0.00580938-0.0029009j -0.00915893-0.00173768j 0.00208036+0.00484442j 0.000230861+0.00165132j 0.00467231-0.00464182j 0.00773047-0.00250378j 0.00684631+0.00101878j 0.011969+0.0019145j 0.00996872-0.00756612j -0.00545662-9.03375e-05j -0.00884496+6.90342e-05j -0.00383441-0.000533631j -0.0128897-0.00206468j -0.00781802+0.00180091j 0.0116546-0.00257203j -0.0020641+0.00183203j 0.0208481+0.00684204j -0.00380921-0.00800753j 0.00690996+0.00336025j 0.00990901-0.00351151j 
0.0280177-0.00983299j -0.0227077+0.0183408j -0.0376819-0.0027351j 0.0175825-0.0442705j -0.00670139+0.00719305j -0.00895073-0.00482451j -0.00546529+0.0084361j -0.00635849+0.000763186j 0.0185824-0.00515562j -0.00839373-0.00778206j 0.00656653+0.00545299j -0.00237771+0.0129811j -0.0117312+0.00372448j 0.00235449+0.00253839j 0.00708109+0.000237929j 0.00417291+0.00134761j 0.0104435-0.00465307j -0.00482702-0.00156133j 0.00473912-0.00126233j -0.00411844+0.00541184j -0.00583887+0.00340001j 0.00679483+0.00814739j -0.00513857-0.00698265j -0.00284866+0.0172688j -0.00145645-0.00439934j 0.0197625+0.00731617j -0.00721416-0.000992594j -0.0148791+0.00529179j -0.0048249-0.00596035j -0.00209301-0.00162427j 0.00187346-0.011928j -0.00237971+0.00832836j -0.00694531-0.0014568j -0.00434076+0.00637536j -0.01725-0.000437955j -0.00297671+0.00520659j -0.0030338-0.00351527j -0.00613332-0.00010881j 0.00324467+0.00511722j -0.00188953+0.00485831j 0.00342386+0.00148586j -0.00477211+0.00689248j 0.00455466+0.00315103j -1.71696e-05-0.00380241j -0.00800818+0.00520014j 0.00355656+0.00275003j -0.000776669-0.00550406j -0.00155255-0.00624812j 0.00597249+0.011722j -0.00871074+0.00286022j -0.000331224-0.00580961j 0.00329699+0.0022153j 0.00974042-0.0023735j 0.00260965-0.00157026j 0.00392121-0.00291998j -0.00319235-0.00307723j 0.000197949-0.00939816j -0.000361942-0.00723208j -0.007776-0.0039191j -0.00909524+0.00220178j 0.00184581-0.00377216j -0.00923282+0.00228583j -0.00159938+0.00320167j 0.0154727-0.00260052j 0.0070577-0.00192785j -0.00783429+0.00187776j 0.00570389+0.0079389j 0.0177413+0.00650474j 0.0109723-0.00433184j -0.0081367-0.00229432j 
