0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
0.000980228-0.00345178j 0.00195254+0.00409492j -0.00272084-0.0055849j -0.00412697+0.0011806j -0.00348251+0.00209968j 0.00164773-0.00180619j -0.000358573+0.00677063j 0.000272661+0.00188916j 0.00784432+0.00877153j -0.00100983+0.00132384j 0.00384123-0.00570932j -0.000726614-0.000982264j -0.00122358-0.000845081j -0.00203964+0.000813576j -0.00068241+0.000504558j 0.00305241-0.00547037j -0.00501353+0.00729156j 0.00403321-0.000697353j 0.00410187-0.00623245j -0.0100558-0.0027139j -0.00112739-0.00200169j -0.000866529+0.00254526j -9.69045e-05+0.000240649j 0.000622617-0.00985861j -0.00290571+0.0123148j 0.00223384+0.00933551j -0.00643399-0.00243888j 0.00126038-0.00132137j -0.00263401+0.00226527j 0.00433722+0.00408797j 0.00798833+0.00190463j 0.00423937-0.00567123j -0.00224339+0.00670443j 0.00155776+0.00105708j 0.00261608-0.000200723j -0.00179473-0.00260222j 0.00716359+0.000135583j -0.00966837+0.00790113j -0.0028806+0.00225558j 0.000421639+0.00726027j 0.000462512-0.00332974j 0.00525717+0.000759985j 0.00208093-0.000300338j 0.00354269-0.00538484j -0.00516831+0.000721171j -0.00846279+0.0041523j -0.0126857-0.000574928j -0.00779057-0.0029038j 0.00866077+0.00804769j 0.0013991-0.0049067j -0.0116528-0.00903482j -0.00302928-0.00365363j -0.00409817+0.00321378j 0.00584795-0.00261562j 0.00238515+0.00342199j -0.00269779-0.00563526j -0.00054299+0.0047581j -0.00073629+0.000592993j -0.00161261+0.0052016j 0.00565801+0.00197799j -0.00104267-0.00694202j 0.000346558-0.00617972j -0.0103835-0.00435617j -0.00371859+0.000172399j -0.00179985+0.00127728j -0.00310452+0.00696176j -0.00383479-0.00115791j 0.000240688-0.00121128j -0.00221782-0.000285048j -0.0101439+0.00818071j 0.00330477+0.00313436j -0.0102813-0.00503053j 0.00196313-0.00944529j -0.0021812-0.00172457j 0.00555078-0.00917479j -0.00333046-0.00162019j -0.00773906+0.00552784j 
0.00398673-0.00467712j 1.39929e-05-0.00186589j 0.00252231-0.00606035j -0.000143794-0.000780162j 0.00276882-0.00360831j -0.00176358+0.00184827j -0.000570333+0.00258837j 0.000599875+0.000700571j 0.00186917-0.00538222j -0.000178826+0.00216579j 0.00450272-0.000460116j -0.000575499-0.00129621j -0.000165389-0.000388865j -0.00167777-0.00207171j 0.00603707-0.0017707j -0.00155682+0.00092859j -0.00319141+0.000653481j 0.00213488+0.00401933j -0.00506425+0.00643405j -0.00130322+0.00917891j -0.00013712+0.00911522j 0.00285979-0.00745511j -0.00227377+0.00878209j -0.0043956+0.00184021j -0.000818369-0.00790609j -0.00166656-0.000990755j -0.0110983-0.00333076j -0.00481257-0.00426315j 0.000191901-0.00624398j 0.0104581-0.00305501j 0.0113627-0.0125906j 0.000408115-0.0115218j 0.0014793-0.00542613j 0.0021341-0.000441813j 0.00152658+0.00276441j -0.00155435+0.00228493j 0.00559713-0.00409751j -0.00673064+0.00356188j 0.0108686-0.00700708j 0.015411+0.000414527j -0.00616237-0.00355927j 0.0048359-0.00362218j 0.00130971-0.00230474j 0.00219439-0.000277705j -0.00341354-0.00180164j -0.00812598+0.00442751j -0.00427781-0.0112406j -0.00846924-0.00140072j 0.00452691+0.00111249j -0.0092055+0.00445263j -0.00501505+0.0133598j 0.000938311+0.00566854j -0.0113385+0.000331555j 0.00309496+0.00874436j 0.00240365-0.00608138j -0.00276761-0.00825702j 0.00215958+0.00236608j -0.00142989+0.000825445j -0.0118341+0.000821635j 0.00618942+0.004818j -0.00542867-0.00648187j -0.00355071+0.00606463j -0.00181975-0.00610395j 0.00574674-0.00206104j -0.00529268+0.00494009j 0.00440055-0.00274467j -0.00536996-0.00126373j 0.00190437+0.00261699j 0.005822-0.00180659j 0.013677-0.00741534j 0.00285041+0.00514009j -0.00361285-0.000593138j -0.000757767+0.0021803j -0.00341535-0.00077645j 0.00795421+0.00308884j -0.00468081-0.00245471j -0.000604212-0.00147861j 
-0.00140987+0.00227502j 0.000478569+0.0013368j -0.00289455-0.000397693j -0.0015853-0.00123661j -0.00310875-0.000434543j 0.00252821+0.0028837j 0.000888109-0.000236233j -0.00155168-0.00431686j 0.000360578+0.00256511j 0.000437096-0.00203723j -0.000942818+0.00375346j 0.00185164+0.000769329j 0.00162759+0.00197531j 0.00106264+0.00259123j -0.001048+0.00372956j 0.00195929+0.00102783j -0.00165985-0.00786057j 0.00111747+0.00519923j 0.00162387+0.00591544j 0.00104472-0.00466548j 0.00678684+0.00213966j -0.00811889-0.00492872j 0.000878705-0.0026499j -0.00340904-0.00255014j -0.00738229-0.00191145j -0.00160217-0.000545305j -0.00479434-0.0154685j -0.00218775-0.00990553j -0.00553187-0.0137222j -0.00228159+0.00928939j -0.00351978+0.0167207j -0.00114937-0.00299161j -0.00464223-0.00610757j -0.00558507+0.00317668j 0.00108258-0.000774931j 0.00605255+0.00195538j 0.00523001+0.00839303j 0.00167497-0.0161241j -0.00360232-0.00400809j -0.00175844+0.0117525j 0.00415677-0.0104768j -0.00104149+0.00636815j 0.00133998+3.73753e-05j -0.000380491+0.0104925j -0.000558619-0.00513056j 0.00511083-0.00221296j -0.00239122-0.0228327j 0.000848217-0.0190117j -0.00248271+0.00747024j 0.00261351+0.000206732j 0.0039956+0.0031829j 0.00121576+0.00856367j 0.00384505-0.00448394j -0.00353647+0.00262863j 0.000665123+0.00119423j 0.00192904-0.0114772j -0.00123783+0.00333595j 0.00243001-0.00275688j 0.000239938+0.0102991j -0.00659373+0.00844774j 0.00603195+0.000692095j 0.0027645-0.0013084j 0.00814633-0.00813805j -0.00552102-0.00293627j -0.00341695+0.0116104j -8.23212e-05+2.88349e-05j 0.00335039-0.00188817j 0.00779027-0.00286981j -0.00101342-0.00117705j -0.00178764-0.00164882j -0.00423089+0.00438764j 0.00211737-0.00449608j 0.00222445-0.000785193j -0.00275512+0.00217821j -0.00155149-0.00607421j 0.00253856+0.000514855j -0.000717848+0.00192221j 
-0.00086484-0.00173231j -0.00189846-0.00209448j -0.000672482+0.0017408j -0.00200316-0.00127092j -0.00481469-0.00617982j -0.00149164-0.000353815j 0.000288469-0.00409648j -0.00437619-0.000757016j 3.98546e-05+0.0019663j -0.00092102+0.0022647j 0.00394048+0.00205679j 0.000244612-0.000928627j 0.00333317-0.000458804j -0.00141401-0.000512675j -0.00204378-0.00665095j 0.00397733+0.00492702j -0.00784102-0.00693784j -0.000267212+0.00363309j 0.000364319+0.00975125j -0.00675608-0.000542819j 0.00554137-0.00703515j 0.000913886+0.00532555j -0.00341818+0.0109982j 0.0100126+0.00833676j -0.00578362-0.00184624j -0.00625041+0.00337481j 0.000222973+0.00115203j 0.00092444+0.00784921j -0.00459527+0.00703916j 0.00222229+0.000671692j 0.00705678-0.000601716j -0.00354218+0.00545031j -0.00262384-0.0058503j -0.000958531+0.000737195j -0.00214779+5.85605e-05j 0.00180092-0.00226735j 0.00419603-0.00488929j -0.0122287-0.0102806j -0.00166406+0.0015897j 0.00467179-0.0143596j -0.00402543+0.00865244j -0.00229592+0.00579645j -0.00204809+0.0033167j 0.00252442-0.00334725j 0.00277067-0.0065479j -0.00730012-0.011518j -0.00716564-0.00304061j -0.00111904+0.00512444j -0.00660877+0.00777442j -0.00409043+0.00878349j -0.00160096-0.0118217j 0.00638519-0.00693986j -0.00856749-0.000858548j -0.00514305+0.00744259j 0.00202881-0.00137148j -0.00643129+0.00433569j 0.00346665+0.00102588j 0.00743872+0.00102109j -0.00417153-0.000342605j 0.00713736+0.00373654j 0.00839169-0.00572886j 0.00536409-0.00846885j 0.00176533-0.000815239j -0.000179391-0.000486683j 0.00153349-0.00544659j -0.00686595-0.000257574j 0.000215342-0.00381766j 0.00103682-0.00291672j 0.00173592-0.000966202j 0.000296157-0.000455455j -0.00616641+0.00460764j 0.000217085-0.0132901j 0.00419686+0.00353463j -0.000199652-0.000957574j 0.00281445-0.00503606j -0.00224183+0.00236227j 0.00339279-0.0018157j 
-0.00191197-0.000965186j -0.000837184-0.00189406j 0.00189087-0.000228095j 0.000951837-0.0027823j -0.00215121-0.0062552j -0.00262609+0.00118558j -0.00283982+0.000372399j 0.00259821-0.00164389j 0.00166792+0.00157035j 0.00247989+0.0032919j 0.00229958-0.000820526j -0.00521086+0.00493316j -0.00243689+0.00648637j -0.00220356+0.00153846j -0.00551267-0.00071408j 0.00363977+0.00641933j -0.00491609-0.00542922j 0.00145817-0.00311816j 0.00546593+0.000508885j 0.0027458-0.00685419j -0.0111591+0.00771786j 0.00579992-0.00499605j 0.00738393-0.00608556j 0.0025053+0.00857303j 0.00232065-0.00950295j 0.00881473-0.00888148j 0.000562999-0.00184175j 0.00140527+0.00130578j 0.010261-0.000842437j -0.00292237+0.0032166j 0.00115934-0.00407362j 0.00256265-0.00362012j -0.000900873-0.00184329j -0.00165657+0.00760648j -0.00175757+0.00187835j -0.00629973-0.00325824j -0.00255854+0.00374087j -0.00855791-0.0110979j 0.0042963+0.00112657j -0.0123016+0.00342295j -0.0018534+0.00646205j 0.0125467-0.00166063j 0.00768457-0.00038278j -0.00183017-0.00403756j -0.0125204+0.00389783j -0.00333319-0.00217671j 0.00427249-0.00942197j 0.000727877+3.17982e-05j 0.00781464-0.000974635j -0.00286489+0.00547489j 0.00246971-0.0104015j -0.00953883+0.000491671j 0.00369875-0.00571705j 0.00345963+0.00798263j -0.0032395+0.000180367j 0.00567703+0.0020477j -0.00395289+0.00374969j -0.00932837-0.00291374j 0.00299581-0.00157801j -0.0047827+0.00406349j 0.000455963-0.00570414j 0.000357821+0.00115153j -0.00744992-0.00442394j 0.00487212-0.000419906j 0.00345275-0.00405254j 0.00336498+0.005212j -0.00759629-0.000236046j -0.00878316-0.00929147j -0.00787556-0.00127259j -0.00246277-0.000240698j -0.00181993+0.00144076j 0.00442802-0.00322156j -0.00136803+0.000469044j -0.00131323-0.00215225j 0.00467694-0.00325478j -0.000981913+0.00235691j 0.00209005-0.00130745j 
0.00489846+0.00288639j -0.00138051-0.00172211j 0.00480747+0.00400339j 0.00298089+0.00075485j 0.00581925+0.00432583j -0.00239358-0.0044522j -0.00187669-0.00140649j 0.000195229+0.00494118j -0.00261833-0.00291309j -0.00596595-0.00641424j 0.00155427+0.00237072j 0.00350726+0.00134926j -0.000818067-0.00338955j 0.000148943-0.00543706j 0.00540955+0.00615726j -0.00225419+0.00117051j -0.00149078-0.00597321j -0.00325239-0.00175391j -0.0036268-0.00567939j 3.44446e-05-0.00154922j -0.00485024-0.00329025j 0.00408383+0.0109871j -0.00746585-0.00621766j -0.0025582-0.00393924j 0.00719885+0.00284187j 0.00114339+0.00134639j -0.00394547-0.00152989j -0.0014648-0.00149338j -0.00164807+0.00722722j 0.00754687+0.00966564j 0.0136147+0.0141836j 0.00271295-0.00325663j 0.00204132+0.000662646j 0.00377103+0.00413989j -0.00332233-0.000390974j -0.000436667-0.00941968j 0.0029995+0.0104721j -0.00362311-0.0177239j 0.00711301+0.0124661j 0.00594878+0.00807118j -0.00308739-0.00340283j 0.00223999+0.00579481j 0.000838488-0.000514904j 0.00824857+0.00502142j -0.00172835-0.00435531j -0.000899884-0.013738j 0.00584395+0.00334407j -0.00290849-0.00467554j -0.00157761+0.00352061j -0.00538506-0.000590314j -0.00279391-0.00244037j 0.00165446-0.00227019j 0.00161593-0.0113261j -0.0069943+0.00620566j -0.00071548+0.00478755j 0.000119386-0.000110164j -0.000694541+0.00153551j -0.0012665-0.00529358j 0.0065387-0.0136972j -0.00210534+0.00373261j -0.000453171-0.000636871j -0.00524614-0.000448101j 0.00244634-0.00797992j -0.00186368+0.0093341j 0.00248961-0.00622809j 0.00217294-0.00308474j -1.62217e-06-0.0041736j -0.00466149+0.00424674j 0.00420255+0.000898948j 0.00479441+0.00393201j 0.000560551-0.00174429j -0.00148293+0.00130383j -0.00282621+0.000581873j 0.00505429-0.000634071j -0.00344741+0.0141779j 0.00234875-0.00529494j 0.00186176-0.00455868j 
-0.000231788-0.00254932j 0.00174301+0.000732878j -0.00167696-0.00101368j 0.0014409+0.00307902j 0.00137725+0.002204j 0.00138975-0.00304033j -0.00278427-0.000346344j 0.000991363+0.00210848j 0.00166763-0.000300034j 0.000199778+0.00251971j 0.00212096-0.00249432j -0.00428323-0.00348601j -0.00575324-0.00380367j -0.00316259-0.00480319j -0.00419025-0.00233524j -0.00352447+0.00253354j 0.00364437+0.00266891j 0.00508226-2.99515e-05j 0.00476587+0.00525942j 0.00918284+0.00864309j -0.00753516-0.0107898j 0.00181448+0.00168315j 0.012548+0.0102802j -0.00378943-0.00648543j 0.00497116+0.004805j 0.00724693+0.00992785j -0.000525622-0.000938122j 0.00219062+0.00038371j 0.00402603+0.00681444j -0.00405045-0.00369482j -0.00265141-0.0065976j 0.00587242-0.00388026j 0.000796431-0.00552311j -0.00671339-0.00130651j 0.00243853+0.000567439j 0.00380409-0.00405288j -0.00844387-0.000921222j 0.00887365-0.00163042j -0.00214521+0.000418983j -0.0097416-0.0113244j -0.00168111-0.00225069j 0.00330263+0.0124301j 0.00350653+0.00772301j 0.00226452+0.000242783j -0.00565311-0.0125384j 0.000696455+0.00232493j 0.00388713+0.00449528j 0.00285957-0.000484107j 0.00303088+0.00875336j -0.00470505+0.00404234j 0.00314824+0.0110117j -0.00262211-0.00590503j 0.0054902+0.0110982j -0.00294949+0.00303382j -0.00428448-0.00217936j 0.0014557+0.00278887j -0.00484738-0.00526622j 0.0037312-0.010181j 0.000706047+0.0121911j -0.00335619-0.00802253j -0.0025062-0.00353909j -0.00448748-0.000424378j 0.00444917-0.00813331j -0.00326817+0.00138556j -0.0011744+0.00453701j -0.00433346+0.00556009j -0.00263607-0.00317012j 0.00439091-0.00460396j -0.000365004-0.00873151j -0.000161018-0.0049465j 0.0048029+0.00162272j -0.00453702+0.00497056j 0.00103674-0.00395309j 0.000631138+0.000580638j -0.000283671+0.000768519j -0.00280554+0.000972741j -0.00117765+0.00228028j 
0.000958898-0.00428309j 0.000558957+0.0008601j -0.00190839-0.00331373j -0.0027904+0.00128088j -0.000839456+0.000595978j 0.00315115-0.00343455j 0.00111916+0.0066474j -0.000683172-0.000257889j 0.00176365-0.000569888j 0.00277948+0.00126501j 0.00153727-0.00394463j -0.00450118+0.00989584j 0.00249231+0.00102443j 0.00141595-0.00560881j -0.00277243+0.000372241j -0.00485667+0.00998562j 0.00325738+0.00224335j -0.000347926-0.00281164j -0.00145106+0.00329803j -0.00574728+0.00810765j 0.00385677+0.00847358j -0.004277-0.00409138j -0.000549295-0.00182355j 0.0059842+0.00448656j -0.00197621-0.000641243j -0.00679904-0.000226826j 0.0010794-0.00112256j 0.00229417-0.00155404j -0.0042451+0.00525026j -0.00507654+0.0104606j -0.0107812+0.0045542j 0.00768841-0.0162765j 0.00499334-0.00400949j -0.00231804+0.00425663j -0.00467397+0.00724502j 0.00643788+0.000186815j -0.00832789+0.00559704j 0.0195317-0.0136884j -0.000804292-0.00494259j -0.00358037+0.00257939j 0.00406843-0.00171566j -0.00914827-0.00141279j -0.00185805-0.00041396j 0.00071897-0.00341793j -8.69144e-05+0.00724789j 0.00430934+0.000344163j 0.00241715-0.00115884j 0.00667192+0.00409205j -0.00754255-0.0032753j -0.0178927+0.00930351j -0.00750842-0.00370618j -0.00501515+0.00308773j 0.00421448+0.00134232j -0.00453833-0.00294357j -0.000834478-0.00267626j -0.00271468-0.000689837j -0.00944477+0.00564165j 0.00493811+0.00646437j -0.00499123+0.00566684j 0.000431339-0.00123237j -0.0060248-0.00125187j -0.000792668-2.8568e-05j -0.000764966+0.00325479j -0.00321776-0.00680357j 0.0036292-0.00513243j 0.00580438-0.00272204j -0.00173646+0.00520613j -0.00931405+0.00404022j -0.000503554+0.0030136j -0.00165608-0.00138629j 0.00724871-0.000793756j -0.00335508+3.34518e-05j -0.00108285+0.00011333j -0.000956336+0.00032787j 0.00281497-0.00405688j -0.0040512+0.000297493j -0.00213576+0.00180214j 
-0.00136235+0.00271757j -0.000932233+0.00182404j 0.00122824-0.00184146j -0.000162787-0.00100014j 0.0004234-0.00288012j -0.00160107+0.00150804j 0.000859568-0.0044011j 0.00330467-0.00380149j -0.00415846+0.00788026j -8.36144e-05-0.00689632j -0.00405166+0.00661229j 0.00123464+0.00461652j -0.00252136-0.00198068j 0.00227163-0.00495506j -0.00153957-0.00531475j 0.00481074-0.00445337j -0.00378501+0.00315152j -0.000308948-0.00170714j -0.00046431+0.00277498j 0.000184085+0.0104269j 0.00075891+0.000819695j 0.00244375-0.00730872j 0.00105557-0.0054521j 0.000146431-0.00515751j -0.00399138+0.0110973j 0.00180899-0.00582443j -0.00482791+0.000760493j 0.00381007-0.00699043j 0.00231485+0.00634907j -0.00156614+0.00511224j 0.00153666+0.00104748j 0.00325191-0.00169562j -0.00250647+0.00595827j 0.00219195-0.00152485j -0.00470451+0.0105903j -0.00466481+0.00075869j 0.00553876-0.00704126j -0.00486519-0.00925671j 0.0108981-0.0136379j -0.00400484-0.00156292j 0.0105401-0.00531321j -0.0094977+0.011901j 0.00259737+0.00201655j -0.00864838+0.00521516j -0.00402168+0.00708146j -0.00727845+0.00260342j 0.00201827+0.00287698j -0.000387516+5.4545e-05j 0.00248556+0.000434275j -0.00119058+0.00430034j -0.00524429-5.393e-05j -0.00269926+0.00109632j -0.00458557+0.00259258j 0.00567768-0.000845134j 0.00353408+0.00083983j -0.0124378+0.00678454j 0.00544267-0.00651114j -0.00436039-0.000970332j -0.0106054+0.00470757j 0.00421386-0.00277342j 0.00497748-0.00388789j -0.0042041+0.000838953j 0.00447912-0.000961315j 0.00381487+0.00346252j 0.0105561-0.00136569j 0.00726151-0.0032029j 0.00240404+0.00335793j -0.00015634-0.00104326j 0.00414636-0.00187719j -0.00265477+1.37239e-05j -0.00490933-0.00188808j 0.00873092-0.00122682j 0.00168637+0.000646372j -0.00128019-0.000316245j -0.000832698-0.000759099j 0.00204077+0.000103175j -0.000974067-2.85213e-05j 
0.00309874+0.00230681j -0.0025443-0.00177838j 0.0035206+0.00259161j -0.000398553-0.00306157j -0.00122957-0.00289145j 0.00139682+0.00177186j -0.00471737-0.00162615j 3.96985e-05+0.000724389j -0.00244411+0.0003017j -0.00186541-0.00255776j 0.00377684+0.00545983j -0.0095528-0.00251222j -0.000313365-0.00434708j 0.00794487+0.00226743j 0.00204714+0.00263482j -0.00953198-0.00243612j -0.0029141-0.000598949j 0.000200969-0.000944132j -0.00529163+0.00277096j -0.0119663-0.00256526j -0.00733403-0.00154344j 0.00565384-0.00125351j 0.00214453-0.00216752j -0.000221459+0.00939614j 0.00069804-0.00064518j -0.000787488-0.00556175j -0.000197741-0.00713865j 0.00371845+0.00329772j -0.00781298-0.00446922j -0.0112293-0.0050755j 0.000196499-0.00161345j 0.0167271+0.0131109j 0.00285172+0.00611984j -0.00444634-0.0022168j -0.00964133-0.00625912j 0.0026641+0.00406288j -0.00253818-0.0077191j 0.0154771+0.0104966j 0.00901999+0.0103424j 4.85187e-05-0.00497193j 0.00722341-0.000548204j -0.00495445-0.00200965j -0.000575344+0.00199783j 0.000250253+0.00235142j -0.00567323-0.00207229j -0.00188323-0.00387739j -0.000191012+0.00822947j -0.000440735-0.000297471j -0.00363752-0.000690382j -0.0116325-0.0182469j 0.00103319-0.0116278j -0.00544425-0.00291584j 0.000256001+0.000116477j 9.31613e-05-0.00191348j 0.00194927+0.000586491j -0.00146294-0.00446505j -0.00189998-0.00416418j -0.000266914-0.00218002j -0.00719443-0.00724369j 0.000595852+0.00378148j 0.00588681-0.0092774j -0.00474361-0.00346393j 0.00556719-0.00245765j 0.00365114-0.000142425j 0.00483066+0.00371658j 0.00673895+0.00439949j -0.00183314-0.00483416j -0.00499926-0.00892745j 0.00197115+8.71189e-05j 0.00210159-0.000231761j -0.00149405+0.00586071j -0.00101391-0.00416152j -0.00219957-0.000259685j 0.00128089-0.000681455j 0.000811053+0.00371374j 0.00185933-0.00314692j 0.00214469-0.00368114j 
0.00325363+0.00161478j -0.00039933-0.00186584j 0.000274546+0.00362333j 0.000595349-0.00291009j -0.00260339-0.000161057j -0.000133564-0.000364085j -0.00372628+0.00537878j -0.0030284-0.000642125j 0.00642467+0.00323242j -0.00655213-0.000409524j 0.00788722+0.00571157j 0.00257423-0.0029067j -0.000641137+0.00171208j -0.00310512+0.003925j -0.00286625+0.00491577j -0.00856322-0.00182274j 0.00326914-0.00610168j -0.0025143+0.00159677j 0.00119076+0.0115498j 0.00555481-0.00274862j -4.83194e-05+0.00295395j -0.00670127-0.00761088j -0.0045839-0.00595608j -0.00485714+0.00959367j 0.012489+0.00404562j -0.00460852-0.00495973j 0.00307164+0.000133601j -0.00457372-0.00515289j 0.00592587-0.00483326j 0.00354385+0.00866683j 0.00381813+0.00868794j 0.00115738-0.00267068j 0.0068088+0.00439121j -0.00478607-0.0002176j 0.00505054+0.0044394j 0.00044924+0.00462205j -0.00674533-0.0111978j -0.00492458-0.000473449j -0.00848055-0.00867382j -0.000288773+0.00302457j -0.00396497-0.0168377j 0.0122489+0.00777877j -0.00439608+0.000161473j 0.00569319+0.00504935j 0.00672779+0.00528736j 0.000185864+0.00489082j 0.00136968-0.00106643j 0.0010293-0.00088164j -0.00446008+0.00358453j -9.96411e-05-0.00396047j -0.00169172-0.00195894j 0.000949092-0.000385142j 0.00365744+0.00129312j -0.00345572-0.00290677j 0.0035227-0.00608214j 0.00291761+0.0128485j -0.00561958-0.00247365j 0.00256401+0.00160808j 0.00350629+0.00551606j 0.000803069-0.00212422j -0.00119302-0.00853901j -0.00156283+0.000720086j -0.000454562-0.00465826j 0.00253935-0.00413252j 0.00159268-0.0123147j -0.00379187-0.00609274j 0.00666105-0.00751809j -0.000582488-0.00244494j -0.00404312-0.00171308j -0.000610435+0.00533328j 0.000826729+0.00331075j -0.00461077-0.00783901j -0.00244373-0.000908873j 0.00173567+2.38754e-05j 0.000296637+0.00271546j 0.00146499-0.00292151j 0.00133388-0.00184525j 
0.00205981+0.00302456j -0.00180128+0.00096336j 0.00019188-0.00563111j -0.00315108-0.000577677j -0.00260651-1.20335e-05j 0.00195258+0.00626573j -0.00264929-0.00959138j -0.00127225+0.00196615j 0.00141523-0.00115261j -0.00312813-0.00655009j 0.00400075-0.000120067j -0.00405514-0.00203473j 0.0020111+0.00743464j 0.00399552-0.00447506j -0.00270801-0.0088347j -0.00345084-0.0107109j -0.00562733-0.00273636j 0.00381452+0.000291987j 0.00257712-0.013171j 0.00162723-0.00116604j 0.00152515-0.000704738j -0.00512616+0.0103584j -0.00739553-0.000834344j 0.00126802-0.00962737j -0.000306957+0.00332393j -0.00529178+0.00266692j -0.00446788+0.00820439j -0.00389474-0.00349249j -0.00861853+0.00364401j -0.000192154+0.00101932j -0.00261971-0.000518248j 0.00322527+0.00218354j 0.00236563+0.00155742j -0.000358045+0.000382657j 0.00255217-0.00357984j 0.00552345+0.00149628j -0.00862831+0.00231898j 0.00295251+0.0019704j -0.00607884-0.00615284j 0.000169624-0.00100854j -0.00805096+0.0109195j 0.00181329-0.00237638j 0.00482764-0.00598093j -0.000942413+0.0133717j -0.00231694-0.00464134j 0.00278774+0.00376563j 0.00874996-0.00660566j -0.00297343+0.00615965j 0.00851675-0.00952827j -0.0043528-0.00397239j -0.00122525-0.000306163j 0.0042998-0.00407117j -0.0036663+0.00544361j -0.00566502-6.66484e-06j 0.00139239-0.00317191j -1.51172e-05+0.007056j -0.000779534-0.0107435j -0.00509219+0.00329279j 0.00355896-0.000272635j -0.000213626-0.00436681j -0.00621382+0.00169942j 0.00638632+0.000387636j 0.00232791+0.000236782j 0.00355485-0.00242467j -1.83045e-05-0.00120815j 0.0033208+0.00122921j -0.00563233+0.000904645j -0.000245656-0.00651655j 0.00469129-0.00250093j 0.00531547-0.00375046j -0.00528503+0.00640909j 0.00236581-0.00770214j 0.00315157-0.000814817j -0.00383035+0.00158509j 0.000226777-0.0010529j 0.00206984-0.00255932j -0.000660577-0.00121924j 
