0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
-0.00189094-0.00360264j 0.000402944-0.00292819j -0.00111543+0.00320487j 0.00170106+0.00190167j 0.00213404+0.000968468j -0.0013071-0.00430689j 0.00314339+0.00438116j 0.000313026+0.00281147j -0.00151009-9.56577e-05j -0.000268136-0.000695239j -0.000844063-0.00257443j 0.00149587+0.00816408j -0.00626537-0.0142492j -0.00249297+0.000776769j -0.00348355-0.0169283j 0.00285049+0.00664843j 0.00299854-0.00123197j -0.00184183-0.0104031j 0.00750467+0.0109381j 0.00778131+0.00904738j 0.00556027+0.0062413j -0.00511854-0.00715859j 0.0022699-0.000233626j -0.0017958+0.00169353j -0.00157863-0.0107526j 0.00405148+0.0114587j -0.00414699-0.00399482j -0.00113966+0.00460263j -0.00320713+0.013569j 0.00366162-0.00260234j -0.00505341-0.0109512j -0.00270397-0.000252319j -0.00142156-0.00629452j -0.00436837-0.00725309j -8.72092e-05+0.00521455j 0.00293998-0.00832572j -0.000271849-0.00880502j 0.00161266+0.00196209j -0.00101485+0.0285332j -0.000990159-0.00687793j 0.000470013+0.00761773j -0.0054409-0.0151484j -0.00305605-0.00474147j 0.00110712-0.00981691j 0.00125968-0.00225381j 0.00337642+0.000708855j 0.000170482-0.00358724j -0.00239548+0.00567207j -0.000765718+0.00756786j 0.00174661+0.00327804j 0.0110047-0.00990681j -0.00331705+0.0102191j 0.00109539+0.00742818j -0.00538718+0.0130795j 0.00654548-0.0112267j -6.21312e-05+0.00261443j 0.00492866-0.00360831j 0.00412463-0.00445666j 0.00750762-0.00354328j -0.000560993+0.00360642j -0.00168652+0.00516142j 0.00739096-0.0053022j -0.000214886-0.00943838j 0.00507519-0.00692692j 0.0135008-0.0083032j -0.000665977-0.00363846j 0.00470805-0.00653237j 0.000360449-0.00607307j -0.00195396-0.00371475j -0.00661523+0.00426328j 0.00188094-0.011192j 0.0077418-0.00532767j -0.00158461+0.00392699j 0.00201448+0.0006024j 0.000231915+0.00122844j -0.000867983+0.00151187j 0.0033712-0.000376528j 
-0.00136653-0.00172325j -8.80593e-05-0.00266111j 0.00098326+0.00248859j 0.00015736-0.00273349j 0.00142063-0.00192923j -0.0042099-0.0059896j 0.00584709+0.00904106j -0.000800938-0.00511526j -0.000617819+0.00126422j -0.000869555-0.0042885j -0.0020656+0.000654378j 0.00606113+0.015576j -0.00340653-0.00854551j -0.00200583-0.00217509j 0.00277796-6.07676e-05j 0.00263808+0.00604927j 0.00315694+0.00138826j -0.000369884+0.0105838j -0.00460538-0.0110705j -0.000853678-0.00586944j 0.00348781+0.00698276j 0.00015268+0.0123255j 0.000480276+0.0118531j 0.00349907+0.00831484j 0.000401416+0.00337944j 0.00315535+0.0043948j 0.00501934+0.00726886j 0.00243325-0.00684765j -0.000952183-0.00484273j 0.00420623+0.0132587j -0.00314327-0.0152563j -0.00216406-0.0151129j 0.00327167+0.0215371j 0.00560156+0.0171314j -0.00156838-0.019694j 0.00161229+0.00897156j 0.00391777+0.000647904j 0.00175386+0.00474146j 0.000196819+0.00341905j -0.000598441-1.2567e-05j 0.00295267+0.00263801j -0.00281363+0.00309043j 0.000379396+0.00679509j -0.00659462+0.00931955j 0.00433482-0.00796749j -0.00179191+0.0164377j 0.00612485-0.00433696j -0.00166277+0.00833909j -0.000922487-0.00162544j -0.00255777+0.000203976j 0.00357141-0.00575238j 0.0037884-0.00899428j 0.00944106-0.00818861j -0.000222256+0.00737371j 0.000530718+0.00199667j 0.00462385-0.008987j -0.00225334+0.00355711j -2.37994e-05-0.000681133j -0.00236292+0.00450412j 0.00775486-0.0112766j 0.00793097-0.00840377j 0.00631901-0.00506865j 0.00837735-0.00555418j 0.000458794+0.00407464j -0.00344281+0.00632219j 0.000213687-0.00368517j 0.00649004-0.00980752j 0.000528423+0.00726682j -0.000109635-0.00070576j -0.000506969+0.00445546j -0.00405028-0.00393024j 0.00874004-0.00997j -0.00147333+0.00630299j -0.000292489-0.00104739j 0.00215874-0.00084175j -6.84618e-05+0.00119431j 0.00217298-0.0002729j 
0.000704333+0.00105963j -0.000556181+0.000491398j -0.00457708-0.00492079j 0.00115847+0.00738783j -0.00164792+0.00204401j 0.00501854+0.0064757j -0.00584126-0.0130649j 0.00126243+0.00722955j -0.000627839-0.00168349j -0.00127967-0.00236776j 0.000989038-0.00065373j 0.00203084+0.00105016j 0.00371931+0.000633143j -0.00427405-0.0118181j -0.00290474+0.00450524j -0.000447565-0.00331328j -0.00618756-0.0184612j 0.00291997+0.00441672j -0.00402478-0.00412072j 0.000631499+0.0031985j 0.0014099-0.00720035j -0.00547651-0.0370515j -0.00440706-0.0138349j 0.00150847-0.00750151j -0.000831014-0.00709877j -0.00314741+0.00376885j -0.0014111-0.00250427j -0.00428892+0.0218233j 0.00220414+0.00236858j -0.00249869-0.00391081j -0.00564026-0.0192369j -0.00173542+0.00648383j 0.00370018+0.0181999j 0.000832945+0.0134819j -0.00304344+0.00817508j 0.00259889-0.00655921j -0.0040744-0.00268221j -0.00377817-0.0115417j -0.0016469-0.000500957j 0.00156075+0.00433976j -0.00552843+0.00718529j -0.00115146-0.00193055j -0.00239779+0.0130505j 0.0043994-0.00260636j 0.00440336-0.00116967j -0.00207955+0.00411673j -0.00694601+0.00326229j -0.0025089+0.00533009j -5.12391e-05-0.00216065j 0.00133968-0.00477559j -0.00137972+0.000448756j -0.0001838+0.00316162j 0.00504816-0.0178813j -0.00439936+0.00464974j -0.003771-0.000229136j -0.00015166-0.00446375j -0.000186867+0.00566391j 0.00776098-0.00474796j -0.00392287+0.00758923j 0.00365407-0.00545083j -0.000767559+0.00378289j -0.00313645-0.00137449j 0.00386168+0.00460037j -0.0069973+0.00454308j 9.446e-05-0.00606968j -0.00453833+0.000660459j 0.00100434-0.003864j 0.00421763-0.00532012j 0.00556356-0.006418j 0.0012436-0.00543116j 0.00202628+0.00337917j -0.00873979+0.00711642j 0.00457171-0.00943572j 0.000223146+0.00485837j -0.00497233+0.00265487j 0.000609969-0.00125703j -0.000538934-0.000545558j 
-0.00357509+0.000901559j -0.00431609-0.0088368j -0.00613399-0.00691046j 0.00280415+0.00517655j -0.00218962+0.00184702j 0.000446438+0.00549973j 0.000424999+0.00237825j 0.00451606+0.00645344j -0.000198305+0.00588927j -0.00707869-0.0153881j 0.00420141+0.00848404j -0.000199588-0.00307213j -0.00371817-0.00993027j -0.000924986-0.00104843j 0.00270392+0.00218441j -0.00357414-0.0134291j -0.00231524-0.00174365j -0.00459631-0.00579862j -0.00237693-0.0133534j 0.00580692+0.00615502j 0.00176893+0.00846031j 0.00531397-0.00635707j -0.000250478-0.00883541j 0.00101827-0.0112329j 0.00629057+0.0149276j 0.00463691-0.00436428j -0.0014546-0.00971663j 0.00229776-0.000617951j 0.00184019-0.0120138j -0.000555504-0.00305543j 0.000651954+0.00528081j 0.00357369-0.0128402j 0.00157839-0.00971858j 0.00199094+0.00479081j -0.00273289+0.0193644j -0.00094183+0.00741942j 0.000708772+0.0107061j -0.00341297+0.00521152j -0.00154338+0.000927761j -0.00327067+0.0153968j -0.00428905+0.00992373j -0.00229393-0.00790469j -0.000392725-0.00102584j -0.00158813+0.00938031j 0.00567198-0.0004678j 0.000388946+0.00118691j -0.00583219+0.00335569j 0.00411742-0.0115377j 0.00238283+0.0009978j 0.00405521-0.00478104j 0.00229735-0.00800185j 0.00332859-0.00328908j -0.00316649+0.0122304j -0.00151533-4.352e-06j 0.00247036+0.0028477j 0.00444421-0.010478j 0.00279124-0.00389363j -0.00600986+0.00649113j -0.0021955-0.00153539j 0.00476941-0.00678391j -0.00026723-0.0074943j -0.00160862+0.00676205j 0.00384471+0.000876411j 0.00607969-0.0065518j 0.00471456-0.00468966j -0.00269867+0.00435568j 0.00474792-0.00787002j 0.00183309-0.00234616j -0.000882605-0.00867002j -0.000740027+0.00322645j -0.000416532-0.0041123j 0.000531944-0.00312903j 0.0022355-0.00385181j -0.00171331+0.00821076j -0.00662916+0.00520553j 0.00346181+0.00197762j 0.00434111-0.00492223j 
0.000758171-0.00122949j 0.00236632+0.00305253j 0.00152109+0.00298043j -0.000642739-0.000716391j -0.00140499-0.00273805j 0.00175194+0.00399147j -0.00282348-0.00730641j -0.00335564-0.00259883j 0.0023623+0.000795409j 0.00073018+0.00588497j 0.00271895+0.00419462j -0.000613035-0.00671754j -0.00577578-0.012359j 0.000651339+0.00407344j 0.00445297+0.00870415j 0.00909964+0.0216943j 0.00187526-0.000396611j -0.00316931-0.00416372j -0.00280887-0.00557155j 0.00247488+0.00326146j 0.000612604+0.00236596j -0.00584945-0.0025245j 0.00278579+0.011727j 0.00365494+0.0124539j 0.00558843+0.00708673j -0.00580846-0.00558922j -0.00377155-0.001128j -0.0014516-0.00491246j -0.00134218+0.020182j -0.0040513-0.0166398j -0.00126391+0.0104285j -0.00224749-0.00437731j 0.00137167-0.00588917j 0.00236333+0.0114157j -0.0014958+0.00525477j -0.000619106+0.0134059j 0.00408871+0.000820184j -0.00246976-0.00128219j -0.0028338+0.00689304j 0.00184187-0.0165691j -0.000498326+0.00247081j 0.00251044+0.005203j -0.00524857+0.00993703j 0.00107603+0.00153426j -0.0027238+0.0168485j -0.00160451-0.0034493j 0.000752403-0.000122914j 0.00454786-0.00649938j 0.0059538-0.0180417j -9.11132e-05-0.000484644j 0.00198976-0.00876225j -0.000136444-0.00134297j -0.00312166+0.00890565j -0.00502189+0.0124069j 0.000293886-0.00637695j 0.0027397-0.00541435j -0.00459718+0.00819476j -0.00275024+0.00360312j 0.00531003-0.00256231j 0.00568539-0.00989846j -0.000898435+0.00494596j 0.000458878+0.00788485j -0.000696132+0.00148548j -0.00398849+0.0107221j -0.00932478+0.00641376j -0.0055016+0.00349488j 0.00138771-0.00877949j 0.00481549-0.00321936j 0.000919204+0.000562497j 0.00243624-0.00340501j -0.0012211+0.00546947j -0.00294404+0.00199067j 0.000352099-0.000759394j 0.000808557-0.00255819j 0.0019958-0.00157745j -0.0014253-0.000292117j -0.00118826+0.0025306j 
-0.000333698+0.00359002j -0.00498899-0.00530393j -0.00367972-0.00957515j -0.000521689+0.000487654j -0.000400484-0.00143884j -0.00693697-0.0116611j 0.00348316+0.00271925j -0.00255259-0.00878646j -0.00112139-0.00363916j 0.00141284-0.00377576j -0.00605854-0.013762j -0.00361189-0.00472762j -0.00104665+0.00248279j -0.00383555-0.00344896j 0.00698467+0.0103398j -0.00320097-0.0106261j -0.00335383-0.011901j -0.00642774-0.0175706j 0.00210768-0.00266901j -0.00633736-0.00632136j 0.00089325+0.00270203j -0.000437987-0.0349355j 0.00417971-0.00906465j 0.000919375-0.0141822j -0.00116081+0.00318655j -0.000223916+0.0102454j 0.00160417-0.00463933j -0.00294276+0.00349148j 0.00695417+0.00901244j 0.00300124+0.00536521j 0.00262309+0.00579711j 0.000409718-4.42597e-05j 0.00270496-0.00562684j 0.00159028+0.00557752j 0.00232635-0.00777529j -0.000813403-0.00677947j -0.00659443+0.00384841j -0.00214072+0.0143957j -0.00163669+0.000303537j 0.00187526-0.0119088j -3.85842e-05-0.0178022j -0.00731046+0.00735974j 0.00152761+0.00223122j -0.00126992-0.00294484j -0.00178485-0.000963026j 0.00688005-0.00327011j 0.00143638-0.00622672j -0.00354993+0.00571516j 0.00365644-0.0100451j -0.000980771-0.0065334j -0.00123461+0.00317939j 0.00079082-0.000201265j 2.98097e-05+0.00540767j -0.0046152+0.00379303j -0.00102435+0.00369194j 0.00206631-0.00203021j 0.00167717-0.00214473j -0.00517295+0.00362451j 0.00378819-0.00152776j -8.12428e-05+0.000299797j -0.00140973+0.00134789j 0.00563336-0.00120604j 0.00584898-0.0085763j -0.00146484+0.00347885j -0.000344004+0.00827682j 0.00422728-0.000242392j -0.00385119+0.00707081j -0.00625028+0.0116071j 0.00133362-0.00030842j 0.000644097+0.00458255j -0.00413002-0.00209146j 0.00664129-0.0104489j 0.00150689+0.00112048j -0.00324395+0.00547034j -0.00296028+0.00102197j 0.00281331-0.000477487j 0.00170786-0.00516645j 
-0.00296213-0.00490386j 0.00306815+0.00139323j 0.00487997+0.00506442j -0.0061206-0.0120168j 0.0074799+0.0133847j 0.00269409+0.00457589j -0.00340687-0.00499958j -0.00453888-0.00708558j 0.00427367+0.00768358j -0.00947305-0.00461252j -0.00806573-0.00413996j -0.00370267-0.00458079j -0.00021706-0.00365594j -0.000826345-0.00759083j -0.00233925-0.00197184j 0.00272282-0.00310395j -0.00129782+0.00297353j 0.000411331+0.00116659j -0.001056-0.00479182j 0.00212847-0.00704464j -0.00294558+0.00291722j 0.00126328-0.00640955j -0.00104049-0.0151702j -0.00124286-0.0168091j 0.000223465-0.00142589j 0.00391528-0.00698168j 0.0017507-0.00909595j 0.00149098-0.0269063j -0.00122907+0.00649411j -0.00255265+0.00998813j 0.0058674-0.00505592j -0.00293475+0.0207637j 0.0057338+0.0100272j 0.000323684-0.00251359j 0.00143114+0.00282202j -0.00152836+0.00878069j -0.0046594+0.010721j 0.000408006+0.00334594j -0.00104204+0.0077783j 0.00361198-0.00411028j -0.000933794+0.00281122j 0.00184152+0.00362622j -0.00838445+0.000834423j 0.00237324-0.000377338j -0.00128073+0.00486246j -0.00359223+0.00583661j 0.0023421-0.00321343j 4.76278e-05-0.000261157j -0.00368924+0.00159354j -0.00577707+0.00661756j 0.00257403-0.00476565j -0.00642457+0.00764866j 0.00168438+0.000218105j 0.00434745-0.00125995j 0.00116974+0.0108618j 0.000493968-0.00016292j 0.00162627-0.00941738j -0.00129887+0.00440284j -0.00429478+0.00734763j -0.000817958+0.00110648j -0.00228697+0.00710063j -0.000612884-0.00582848j -0.0017767-0.00301967j -0.00254883+0.00582542j -0.00107741-0.00434356j -0.00476141+0.00305573j 0.00123913-0.00539262j 0.000756279-0.00334059j -0.00439794+0.0107994j 0.0037888-0.00769897j 0.00262478+0.000774534j 0.000108934+0.00415785j -0.00380989+0.0080871j 0.000329939-0.00568201j 0.00462347-0.00512207j -0.00228383+0.00341068j 0.000221271+0.00267337j 
-0.00156376-0.0121611j -0.00324439-0.00556561j -0.000706026+0.00252273j -0.0030702+0.00446541j -0.00198835-0.00357412j 0.00261226+0.000741756j 0.00138664-0.00087799j 0.00347857+1.34107e-06j 0.00677124+0.00701011j 0.00120684-0.00226028j -0.00274159+0.00257368j -2.5749e-05+0.000161589j -0.00108575-0.000339263j -0.00136995-0.00366996j 0.000804502-0.00692426j 0.000824565+0.00499982j 0.00270718+0.00704938j 0.000590407+5.88863e-05j 0.000234289+0.00214596j -0.000855351-0.01113j 0.00294667+0.0057445j 0.00214019+0.00870474j -0.000456564-0.000733308j -0.000266734+0.000241803j 0.00274199+0.0037654j 0.00538448+0.00119982j -0.000553908-0.00543758j 0.00440759-0.00605046j 0.000898621+0.00364085j -0.00181238-0.00130003j -3.56815e-05-0.00353732j -0.000787359+0.000908742j -0.000242713+0.00314198j -0.000728665+0.005593j -0.00194533+0.0089966j -0.0033378-0.0119908j -0.00408419+0.00180321j -0.00324111+0.000872215j -0.000999062-0.00227504j -0.00093934-0.00444166j 0.00168263-0.000152358j 0.0048174-0.0090234j -0.00312179+0.010668j -0.00482686+0.00467483j 0.00499879-0.00152081j 0.00651972-0.00376257j -0.00697939-0.000965381j -0.00415067-0.00360812j 0.000515774-0.00397622j -0.00302885-0.00732804j 0.00107025+0.0176628j 0.00235113+0.00226387j 0.000488124-0.00648986j -0.00372976-0.00805701j 0.00294374-0.00727736j 2.05667e-05-0.00759928j 0.00378005-0.0122532j -0.000361758+0.0163309j 0.00323523+0.00283882j 0.00168297-0.000365474j 0.00793415-0.00170907j 0.00119567+0.000128582j -0.000972043-0.00511763j -0.00331555+0.00540533j 0.00331233-0.00245364j -0.00074484-0.0121182j -0.0047918-0.00770335j -0.00198707-0.00554208j 0.00167144-0.00743777j -0.00246086+0.0108364j -0.00410464+0.0010899j -0.00166857+0.00941262j -0.00473338+0.00461281j -0.0025017+0.00424391j -0.000308174-0.0125022j -0.00149425-0.00648688j 0.00327302-0.0136131j 
0.00372067+0.00553922j -0.000586336-0.0109033j -0.0038139+0.00323478j -0.00305436-0.00855912j -0.000797421-0.00697659j -4.8447e-05-0.00284031j 0.0017797-0.00178532j 0.000294436+0.00562813j -0.000504419-0.000468267j 8.91267e-05-0.00453246j -0.000665176+0.00141723j -0.000621954-0.00468068j -0.000541679+0.0021694j -0.000678604-0.00551183j -0.00210672-0.00169406j -0.0030354-0.00622229j -0.00226007+0.00123636j -0.00292201-0.000436008j -0.000777762-0.00195351j 0.00206697-0.00163549j -0.00156648+0.00365387j 0.00361022-0.0038361j 0.00161566+0.000377709j 0.00389716+0.000245374j -0.00322643-0.0021338j -0.000769045-5.84432e-05j 0.000381733-0.00543146j -0.00537946-0.0107983j -0.00107942-0.00494906j -0.00218868-0.000655013j 0.00278631+0.00257085j 0.000615301-0.00625092j 0.0024773+0.00288582j 0.00438615-3.98235e-05j -2.84817e-05+0.00372625j -0.00576917-0.00454907j -0.00306974+0.0104689j -0.00231143+0.00837908j 0.00223846+0.00866602j -0.00596788+0.000389583j 0.00108875+0.00586945j -0.00388531+0.0136938j 0.0045367+0.00368336j -0.00216637-0.010853j 0.00193834-0.00747223j 0.00171782-0.0108105j 0.000483402+0.0125735j -0.00235338+0.011834j -0.000741146-0.0025868j 0.000262149+0.00915146j 0.00457997+0.0054011j 0.00370215-0.00261737j -0.00865079+0.00255053j 0.00309544-0.00284416j -0.00854824-0.0100301j 0.00129546-0.00164004j -0.00174923+0.0147717j -0.00556232+0.00383295j -0.00930436+0.0091378j -0.000680349+0.00311354j -0.000702744-0.00129356j 0.00269536+0.000231671j -0.00162645+0.0054276j 0.00210998+0.00209219j -0.00142292-0.00443287j 0.00346696+0.000185774j -5.2991e-05-0.00643665j 0.00373695-0.0186186j 0.00890146+0.00921715j -0.00199614-0.00420894j 9.65288e-05-0.00960511j 0.00205394-0.010034j -0.00217645-0.00624976j -0.000256864+0.00851766j 0.00242824-0.0066464j 0.00328501-0.0152578j 5.5797e-05+0.00862668j 
0.00178083+0.00448734j 0.00471355-0.00261288j -0.0035098+0.000311349j -0.00145108-0.00108733j -0.00020226-0.0014179j -0.000857671-0.00368682j 0.00373457-0.00256828j 0.0012193-2.39441e-05j 0.00511789-0.00437904j 0.00196153-0.00181251j 0.000305096+0.00205007j -3.0691e-05-0.00359789j -0.00180257+0.00236024j 0.00177553-3.23091e-05j -0.00367561-0.00164919j 0.000825426-0.00462872j 0.000358432-0.00570046j -0.000323115-0.000607961j 0.00010453-0.00253446j -0.00893913+0.00592838j 0.000618138-0.00275566j -0.00459792+1.71098e-05j -0.00517406+0.00271324j -0.00460467+0.00494375j 0.00803914-0.00191442j -0.000425797-0.00301528j 0.00104013-0.00227013j 0.00136401-0.00262152j -0.00457851-0.00169632j -0.00315497+4.19441e-05j -0.00263294+0.00354122j -0.00657491-0.00747787j -0.00383545+0.00469877j -0.00949228-0.00299967j -0.00872369-0.00189839j 0.00498987+0.00505487j 0.00412878-0.00888158j -0.00420651-0.00416595j 0.0012985+0.00992202j -0.00551152+0.00642196j 0.00842121-0.00337143j 0.00158725-0.0010121j 0.000828272-0.00440997j -0.000704867-0.0048963j -0.00156213+0.00286444j -0.00242387-3.28633e-05j 0.0110455-0.00250508j 0.000455938+0.00212541j 0.00263954-0.00618633j -0.000133302-0.00171981j -0.00380409+0.00819664j -0.0105892+0.00470318j 0.00478656-0.000377037j -0.0103387+0.00406701j 0.0145543+0.00508178j -0.000155659-0.000592359j -0.00661653+0.00133499j 0.00911777+0.000255319j 0.00343649-0.000503878j -0.0044951+0.00254081j 0.00908364-0.00174601j -0.00210041-0.00614361j -0.00331497+0.00906746j 0.0042853+0.00906525j -0.00222788-0.00487969j 0.00428321+0.0118122j 0.00285585+0.00478771j 0.00776654-0.00226654j -0.00597842-0.011984j 0.00443434+0.0166408j -0.00376301+2.01586e-05j 0.00277223+0.000546831j -0.0080378-0.00136836j -0.00563423-0.00357504j -0.000611954-0.00911077j -0.00211228-0.00399449j 0.00195429+0.0121544j 
-0.00291577+0.00826969j -0.00037767-0.000456103j 0.00118554+0.0120993j 0.000950991-0.00251171j -0.00455404+0.00263778j -0.0016641-0.00379155j -0.0017848-0.00478944j -0.00416635+0.00259296j 0.00516205-0.00715665j 0.00183655+0.00279782j -0.00233134-0.00159086j -7.7861e-06+0.00451686j 0.00585422+0.000167992j 0.0030378+0.00183988j -0.00218795+0.00538065j -0.000856485-0.000432668j 0.000512242+0.000791467j -0.00091202-0.000355068j -0.00313451-0.000976199j 0.00232357+0.0110446j -0.0027533-0.00434274j 0.00023697-0.000468037j 0.00223654+0.00325219j 0.00172856-0.00628959j 0.00396211+0.00169895j 0.00672653-0.00374469j -0.00433149+0.0070319j 0.00162897+0.00592702j -0.000694042-0.00106895j 0.00344096+0.00324859j 0.00696975+0.00271627j -0.000922771+0.00262389j 0.00530348-0.00414084j -4.45682e-05+0.00576405j 0.000316005-0.0061664j 0.0029748+0.000708952j -0.00381867-0.00955398j -0.00154811-0.00333318j 0.00667859+0.00731875j 0.00707487+0.0019677j -0.00215935+0.00324933j 0.00291127+0.000848902j -0.00153734-0.00718544j -0.00776216+0.00432904j 0.00318939+0.00450443j 0.00129887+0.0107694j -0.0057214-0.00385745j -0.00103614-0.00458543j 0.00365655+0.00176733j -0.00284682+0.0046754j -0.0100022-0.000884792j 0.00266887+0.0101378j -0.00260367+0.00322817j 0.00509308-0.00340649j -0.0112972-0.00669362j 0.00182006-0.000690097j 0.0135128+0.00369214j -0.00317296-0.00208329j 0.00354591+0.0152515j 0.00644969-0.000933774j -3.90731e-05-0.00135633j -0.00212306-0.00189792j 0.00231845+0.00208846j -0.000541865-0.0101289j 4.15673e-05+0.00809516j 0.00779318-0.00279877j 0.000326624-7.37645e-05j -0.00874573-0.00204163j 0.0110386-1.68793e-05j 0.00586757+0.00364976j -0.00198482+0.00806099j -0.00864618-0.000853226j -0.0113079+0.00463975j 0.000771918-0.00628275j -0.00554985-0.00836996j 0.00911494+0.00656001j 0.0111466-0.00169003j 
-0.00284229-0.00173767j -0.000138476-0.00233929j 0.00062583+0.00387249j 0.00253037+0.00222821j 0.0015954-0.00265878j -0.00266234-0.0067084j 0.000735991-0.0046022j -0.00231912-0.000344511j -0.00179402-0.00491464j -0.00136463-0.00366232j 0.00242982+0.00480306j -0.00252161-0.0055173j -0.000559895+0.00615748j 0.000671401-0.00502238j -0.00168765-0.000817073j -0.00243442-0.00123021j 0.000119825+0.0019728j 0.00145478+7.01838e-05j -0.00255505-0.00143139j 0.000979921-0.00108316j -0.00184794+0.00282517j -0.000635234-0.00676413j -0.000542061-0.000342959j 0.00168512-0.000549579j -0.00177292-0.000200759j -0.00215571-0.00187472j -0.00270445-0.00286945j -0.00350797-0.00219793j 0.0054854-0.00563865j 0.00167345+0.00176742j -0.00500177-0.00192929j -0.000612993-0.00385421j 0.00111131-0.00246016j 8.28052e-05-0.00278858j 0.00685234+0.00059682j -0.00512586+0.00496407j 0.00647644+0.00512905j 0.00444499+0.00610688j 0.00328957+0.00190323j 0.00187974+0.00580961j 0.00428933+0.00404101j 0.00470241+0.011281j 0.0041316-0.0035731j -0.00296873-0.00102545j -0.00250021-0.00645819j -0.00145127-0.00369948j 0.00431756+0.00393541j 0.00216211+0.00764025j 0.00104679-0.00475943j 0.00231675+0.00548581j -0.000891482+0.0031102j 0.00242344-0.000935517j -0.000873064+0.0108112j -0.00177659-0.0109094j -0.00927752+0.0175532j -0.00189795-0.00716469j 0.00123504-0.00437994j 0.00820742+0.00828233j 0.0110913+0.0102568j 0.00312042-0.00379043j 3.30845e-05-0.0104536j 0.00140534+0.00279267j -0.00356781+0.00867509j -0.00363569-0.00668083j -0.00267684+0.000253433j -0.00285776+0.00779887j -0.0148498+0.00955597j -0.0131764+0.00746184j 0.00104624-0.0135858j -0.00242865-0.00511649j -0.00559223+0.00329302j -0.00198945-0.00546216j 0.00609465+0.0048078j 0.00961983-0.00547287j -0.00185173+0.00803886j -0.0104301+0.00788076j 0.00775553+0.00407697j 
