0.00735596+0.028308j 0.00899908-0.0350277j 0.0108695-0.017569j 0.00615195+0.0258745j 0.0224517-0.00411852j -0.0173835-0.000885299j 0.00337742+0.0120185j -0.000448541+0.0032663j 0.015815+0.0280399j 0.00604651-0.0144089j 0.0139433-0.00662802j -0.00600024+0.000542132j -0.00860338-0.00675383j 0.00580581+0.000113873j 0.00349843-0.00695781j 0.0110915-0.00252105j 0.000575796+0.0104319j -0.0171341+0.00232321j -0.00435049+0.0056863j 0.000105216-0.0119989j 0.0078816-0.00166074j -0.00434499-0.018923j -0.0110408-0.0101684j 0.00043119-0.0140556j -0.00835677-0.00811082j 0.000933044+0.00963202j -0.0024085-0.00564548j -0.00397528+0.00391609j -0.00780689-0.0136755j 0.0039531-0.00106064j 0.00224129+0.00895899j 0.0237318+0.00162846j 0.0098303-0.002695j -0.00143264+0.00874172j 0.00449796+0.0142772j -0.00640654+0.00229827j 0.00861753-0.00191894j 0.00470539+0.00355261j -0.00637312+0.0025246j 0.00426999-0.0166293j -0.00276825-0.0133701j 0.0100597-0.0119359j 0.00903503-0.000294696j -0.00531993-0.00198762j 0.00776021-0.00226167j 0.00459606+0.00392548j -0.0106333-0.00840786j -0.00644138+0.002088j 0.00673013-0.0289621j -0.013713-0.00394008j 0.00394627+0.00176982j 0.00788698-0.0078926j 0.00834062+0.000288636j -0.0004458+0.00337993j -0.000562019-0.00508843j -0.00673023-0.0106723j -0.00414135+0.012346j -0.0050778-0.0120728j 0.00242902+0.00428709j -0.000207733+0.0131428j 0.0171244+0.014789j 0.00371352+0.00207097j -0.00231447-0.0166425j 0.00732188+0.00785911j -0.00270186-0.00336682j -0.00798156+0.000343531j 0.00677398+0.0199757j 0.0033887-0.00910168j -0.0173723-0.00362641j -0.0090486+0.00460933j 0.00196727-0.0113599j -0.0185019-0.0316662j -0.0156071+0.0216298j -0.0114412+0.00320871j -0.00514827+0.0069393j -2.48509e-05-0.0217962j 0.00277363-0.00542356j 0.0111224-0.0171841j -0.015523-0.0204111j 0.00579337+0.00825071j 0.0116812+3.34597e-06j -0.0077109-0.00780767j -0.0282303-0.00711116j 0.000388329-0.0105533j 0.0025058+0.00657089j -0.0249558-0.0104564j -0.013908-0.00573576j -0.0363115-0.00486062j 0.0283673-0.00540227j 0.022457+0.00544768j 0.0121999-0.00392846j 0.225897+0.000666402j -0.0140296+0.00468973j -0.0169445-0.0027785j 0.030369-0.0154684j 0.113583+0.0224248j -0.00272107+0.20646j 
0.0091867+0.0104056j -0.00160774-0.0192549j -0.0169386+0.0623021j -0.00662491+0.00535185j 0.0215352+0.0297155j 0.00370195+0.0444652j -0.00225053-0.0029214j 0.0126132+0.0181729j -0.0034432+0.0138111j 0.00763491-0.0354703j -0.0157029+0.0164547j -0.00848697-0.114221j -0.00395619-0.00852407j -0.00938793+0.0173101j -0.0175412-0.0707455j 0.0111064+0.00122181j -0.0102231-0.00769243j 0.0194665+0.0587259j -0.00436281-0.151209j 0.00437483-0.0825114j 0.0075768+0.0247888j -0.00275329+0.0470883j 0.0315339-0.0268787j 0.00051222+0.0531248j -0.00440772+0.0379753j -0.00581005-0.0790416j -0.00241721+0.0266124j 0.0260687-0.000995298j 0.0138341-0.0146467j -0.0137695-0.00567541j 0.0123444-0.0498456j -0.0158214+0.164171j -0.0143367-0.148839j -0.0223081+0.0652835j 0.0171271+0.0181434j -0.00713786-0.0230338j 0.0111723-0.359377j 0.00593755+0.104927j -0.0145261+0.0694241j -0.00301747+0.0761774j -0.0111745+0.216233j 0.00468202-0.258951j 0.0127322+0.0249869j 0.00171879+0.125418j -0.00233686-0.203142j -0.0110472+0.0717059j 0.00689185-0.263103j -0.00369814-0.166742j -0.00721161+0.101678j 0.0103573+0.112908j 0.0223808-0.0347684j -0.000456318-0.0134162j -0.0197726-0.0663591j 0.033446-0.0418232j -0.0151463-0.0713877j -5.97201e-05-0.143937j 0.0139389+0.165727j -0.0227194+0.0029251j -0.0119811-0.0986344j -0.043945+0.0727181j 0.0408659+0.0952582j -0.0125204-0.096565j 0.023685+0.0793724j 0.00216541+0.0333392j 0.00454391-0.0225172j 0.000695389-0.0830494j -0.0102687+0.0568901j 0.0493969-0.0709713j 0.0824388+0.0268453j -0.0908237+0.0301773j -0.00549747-0.0262776j -0.0303745+0.0417357j -0.0182715+0.00281353j 0.00254183-0.0423112j 0.053544+0.0919252j -0.0290887-0.0819899j -0.0251625-0.0189443j -0.00303345-0.0309274j 0.00164339-0.0337119j 0.0460646-0.0625266j -0.00222412-0.0665805j 0.00743909+0.0684265j -0.00143717-0.0230376j 0.0242816+0.0240483j 0.0236332+0.0311827j 0.0128305-0.0157697j 0.0173565+0.0624147j -0.0161179-0.0703867j -0.0151393-0.0677145j -0.0150344+0.0411305j 0.0231494+0.0320137j -0.00327364-5.7131e-05j 0.0345461-0.0181139j -0.000312718-0.0225635j -0.00281632-0.0518709j -0.00137791+0.0299587j 0.00235407-0.00419946j 
-0.00534823-0.0190613j -0.00268653+0.00145957j -0.00372692-0.0436646j -0.000588738-0.0150692j -0.0185886-0.0098741j 0.0163094+0.0213691j 0.00602047+0.0150006j 0.00370273-0.0844575j -0.0131199-0.0422074j -0.0084898-0.0389636j -0.0208519-0.0402983j 0.00429548-0.0734412j 0.0132384-0.00570058j 0.00697369-0.0103255j 0.00687868-0.00932488j -0.00887584-0.0407892j 0.0054106-0.00429833j 0.004769-0.0858364j -0.00577043-0.0737198j -0.00680385-0.067739j 0.00341017+0.000687481j 0.0122254+0.0356579j -0.00474259-0.013988j 0.00258715-0.0132153j -0.00667452+0.00771636j 0.0064186+0.0622741j -0.00332758-0.1175j -0.00573839+0.0411258j 0.00494366+0.0345406j 0.00779616-0.054437j -0.00687444+0.0155026j -0.00861889+0.180449j -0.00386924-0.225525j 0.00554352+0.0420059j -0.0216405+0.032063j 0.00998376-0.00501015j -0.0103785+0.102174j -0.0118766+0.0706795j 0.00920665-0.0193138j 0.00283086-0.416179j 0.0107546+0.0776663j -0.00559279-0.0997663j -0.00305354+0.227442j 0.0173149-0.0326511j -0.00366968+0.101583j 0.0147928-0.222803j 0.0213399+0.096792j 0.0192298-0.139996j -0.00162958+0.334776j 0.0180125-0.00997719j -0.0152698-0.139495j -0.0174027+0.0252026j -0.0352975+0.0756699j -0.00320011-0.135976j 0.00869812-0.0635111j 0.0314656+0.0678238j -0.0262671-0.094447j 0.010306-0.052481j -0.0226584-0.0911031j 0.0164118-0.146836j -0.0390506-0.00228329j -0.0201993-0.0423188j -0.0192234+0.0286187j 0.0187981-0.0100745j -0.00238745-0.170565j 0.0558645+0.051891j 0.0481642+0.0194693j 0.0121169+0.0503232j 0.0144875-0.0395026j 0.0223451+0.0501201j 0.00938557-0.0027029j 0.0398222+0.0892588j -0.00255629-0.0526352j -0.0069096+0.0527471j 0.00340716+0.0432257j 0.0271722+0.0730637j 0.0127755-0.0439176j -0.0106235+0.0193894j 0.023088-0.0375523j 0.00431501-0.00984865j 0.0399838+0.0279327j -0.0155474+0.00950638j 0.000713818+0.102118j 0.0364621-0.00598251j 0.0194226-0.0430785j -0.00839469-0.0159564j 0.0552069-0.0215348j 0.0237755+0.045558j -0.0157705-0.0760524j -0.0256173+0.0105973j 0.00982399+0.0240914j -0.046032+0.0661358j -0.106097+0.0247577j -0.00604829-0.0196041j -0.0276576+0.0184002j -0.0104439-0.10325j 0.00608688-0.0456036j 
0.000393487+0.00653705j 0.00079235+0.00636972j -0.00147471-0.00472368j -0.00452443-0.00106136j -0.0039616-0.00052441j -0.000364489+0.0156838j -0.00950866-0.010733j -0.000154874+0.0527921j -0.00121707+0.0317505j -0.0073198-0.0235781j -0.00235276-0.0658946j -0.00574926+0.0834448j -0.00536799+0.0642434j -0.0141272+0.0407471j -0.0215387-0.0373195j 0.000341286+0.0513945j -0.00147204+0.105691j 0.0147796-0.0671654j 0.0112283-0.0191097j 0.00781532-0.0361602j -0.0152247+0.0383589j -0.00886638+0.021051j -0.000147635+0.0276967j -0.0061141+0.0143337j -0.00244496+0.0508595j -0.00593185+0.0927933j -0.00918754-0.0611021j -0.00274762-0.0559288j -0.000484239-0.058214j 0.00636792+0.0774952j -0.00703995+0.0676516j 0.000882795-0.0164996j 0.00903048-0.00130045j 0.00883494-0.184008j -0.00150641+0.133612j 0.00923592+0.318524j 0.00385529+0.173458j -0.000965106-0.0119334j -0.00235966-0.0898481j 0.00785129-0.0345137j -0.0221067+0.172321j -0.0188026+0.00372016j 0.00535328+0.0240377j 0.00750002+0.0102269j 0.0106576+0.0130638j -0.00672642+0.126911j 0.0157045+0.131507j 0.00862771-0.265658j -0.0115891-0.0894941j 0.022725-0.0942284j -0.0258569+0.0571292j 0.0201949-0.12554j -0.0112819-0.0445459j -0.0447341-0.157709j 0.0206672-0.208959j 0.00125826+0.0993055j 0.0198241+0.0240983j 0.0146491+0.196302j 4.68641e-05+0.0342352j 0.0103624-0.0337508j -0.0240067-0.059644j 0.036435+0.0327653j 0.0420343+0.058549j -0.0281266+0.109467j 0.00925759+0.0986687j 0.00172396-0.0752927j -0.102302-0.00105058j -0.0358791-0.008099j 0.0641928+0.00496864j 0.0759779+0.0298832j 0.00318426+0.0955051j -0.0656863-0.00552695j -0.051768+0.118779j 0.0456571+0.0944062j 0.0769824+0.0141902j -0.0628446-0.118413j 0.0246322-0.0592096j 0.016481-0.0762506j 0.0254964-0.0270953j 0.00927068-0.0310883j -0.028603-0.00490091j 0.0265282-0.0294526j -0.00315474-0.0191872j -0.00830945-0.0177818j -0.0234864+0.0444467j -0.0027795-0.0104579j -0.0262123+0.0756984j -0.030389-0.0448459j -0.0033717-0.0395956j -0.0292501+0.052095j -0.0196676-0.0458459j -0.0743073+0.0384149j -0.0221663-0.0493503j 0.00540644-0.0629018j 0.0240667-0.0104945j -0.0161775-0.0251158j 0.0106862-0.0514152j 
0.00026262-0.00837089j -0.000813575+0.0127368j 0.00297935+0.0207893j 0.00268967-0.0457963j 0.000580693+0.0183448j 0.00490368-0.0118084j 0.00366156-0.0276976j 0.00372436+0.020457j -0.00679649-0.116125j 0.00817941+0.00638702j 0.00698033+0.0453549j 0.0134469-0.092011j 0.000885305+0.017159j 0.01099+0.0584509j 0.00774782-0.0433313j -0.011799+0.0179602j -0.00922431+0.0117183j 0.0105338+0.0631688j -0.00560107+0.020211j 0.00931672+0.00551164j -0.0177673+0.0847691j 0.0236905+0.0448335j -0.0041542+0.0121968j -0.00226738+0.0482897j 0.00797383+0.0815992j 0.003727-0.128574j -0.00773264+0.0897081j 0.00123637+0.0620552j -0.000324449+0.16525j -0.0076556+0.166746j 0.01619-0.0711512j -0.00528165+0.0729768j -0.0191145+0.13377j 0.00570407-0.110129j 0.0322432+0.0379792j -0.00983621+0.327972j 0.00442636+0.126522j 0.0198861-0.105085j 0.00868096-0.143665j -0.000882376-0.17866j 0.00048594-0.0929939j 0.0235277-0.190234j -0.014348-0.0321176j -0.000458459+0.00607122j -0.0190537-0.23249j -0.0137033+0.181288j -0.014544-0.0995857j 0.00249349+0.147916j -0.00914064+0.090269j -0.0137073-0.176166j 0.00036845+0.052841j -0.0245357-0.102813j 0.0243505-0.0133622j 0.043294-0.114944j -0.017731-0.0295158j -0.00746797-0.102264j -0.0550319+0.0198355j -0.00407494+0.00125088j -0.0052563-0.059514j 0.00598124+0.131829j 0.0445665+0.0638811j -0.0453592-0.148522j 0.0496844+0.0209464j 0.014728-0.0648527j -0.0250463+0.0382735j 0.0489736+0.0788267j -0.0213506-0.127774j -0.067438+0.0746286j -0.0152407+0.00332102j 0.0589992-0.00985016j -0.0225512-0.0255735j 0.0178395+0.0438708j 0.0705326-0.0484125j 0.0214991+0.041766j -0.101531+0.00697576j 0.02297+0.102513j -0.00164976+0.103949j -0.0297919+0.0467157j 0.00494953-0.0294214j -0.010988+0.0383818j 0.0594443-0.012155j -0.0473149+0.0212975j -0.00209844+0.033191j 0.00960062+0.00548386j 0.0728416-0.000522849j 0.034976-0.0495286j 0.0311505-0.0699512j 0.0249754+0.036263j -0.00625227-0.0257817j 0.0208487-0.0474833j 0.0095051+0.0540977j -0.023517+0.0104961j 0.0490313-0.00481288j 0.0102106-0.0266243j -0.0331173-0.0679931j 0.0123699+0.0523681j -0.0255057-0.0461389j 
0.00717308-0.0336355j -0.00474109-0.0274262j -0.0101394-0.0279251j 0.00930475-0.0164169j 0.00914245-0.00887114j 0.00666535-0.00278592j 0.022495+0.0417082j 0.00811013-0.116635j -0.00124239-0.0412416j -0.00628314-0.0464411j -0.0161158+0.0304224j -0.00311098-0.0696872j 0.00567752-0.0063696j 0.013817+0.0421292j 0.0109276-0.0284663j -0.0195098-0.00632463j -0.00193128+0.00764719j -0.0182082-0.035012j -0.0108688+0.0574565j -0.0143617+0.00528785j -0.012198+0.0355556j 0.00616616+0.0172613j -0.00253479-0.00425227j 0.00422619-0.0241538j -0.00610274+0.0288035j 0.012718-0.0469232j 0.00082152+0.00271569j 0.0214183+0.0278941j 0.0154644+0.0810763j 0.00728096-0.0101481j -0.00879611+0.0321438j 0.00302247+0.109548j -0.00251146-0.0204324j 0.0158806-0.149366j -0.00408377+0.0515942j -0.00449103-0.0411115j 0.00126466+0.039647j 0.0159098-0.190361j 0.00969012-0.064938j 0.00377447-0.224289j 0.00485348-0.160604j 0.014556-0.212646j -0.0148994+0.071142j 0.00917153+0.0259059j 0.0154758-0.0821846j 0.0126932-0.0773099j 0.00208362+0.0293044j 0.0182654+0.0350435j -0.0038737-0.00288029j -0.00605108+0.0596643j -0.00153804-0.119344j -0.00658359+0.00144447j -0.0161744+0.0406766j 0.0286203+0.197876j -0.0229467+0.134468j 0.0385442+0.114976j 0.0553784+0.00248357j 0.0800915+0.194946j 0.00124717-0.0265152j 0.0659769-0.0727515j -0.0512952-0.0872657j -0.0200143-0.0411579j 0.0197481+0.0869722j 0.0138245+0.00953799j -0.0421163-0.034979j 0.00265702-0.180989j 0.0155959+0.0951089j 0.0324146-0.151465j -0.0366343-0.0883249j -0.00228794-0.101827j -0.0516998+0.0612482j -0.0491816-0.170457j 0.0667553-0.0449284j -0.0269195-0.0547757j -0.0111838-0.0438565j -0.0195461-0.039305j -0.0270209+0.0696517j 0.0324516-0.0311198j -0.0505642-0.00305758j 0.0252466-0.030793j -0.0738801+0.0172267j 0.116584-0.00955664j 0.0129869-0.145498j -0.0669688-0.00843164j -0.0877381+0.121334j 0.0915338+0.0399773j -0.138297+0.0699135j -0.0750115-0.102246j -0.0364004+0.092301j 0.00805036+0.06914j -0.0281529-0.134657j -0.0603024-0.105228j 0.166027-0.0698436j -0.0170796-0.028439j 0.0165347-0.0296821j -0.0108732+0.117662j -0.0437194-0.0601856j 
-0.0106734+0.0408118j 0.00383964+0.0603953j 0.0171133-0.033588j -0.00374653+0.0024736j -0.0255284-0.00944029j -0.0203955-0.0832652j -0.0183092-0.0398547j -0.0279471-0.0500559j -0.00205491-0.000208579j -0.00910396+0.0644958j 0.0311049-0.0199282j 0.0154392+0.0912342j -0.000303268+0.00263054j 0.00572934-0.121946j 0.0117167+0.0525586j 0.00889433-0.141156j -0.00673506-0.0448309j -0.000211133-0.031363j -0.020779+0.0546918j -0.0161683-0.00847293j 0.0121793-0.0287268j -0.00360275+0.0835862j 0.00642178+0.0122579j -0.00490118+0.0532922j 0.00755457-0.0668948j -0.00548676+0.0646101j -0.00900842+0.0300307j -0.0221266-0.0884984j -0.0304065+0.140516j -0.000331377+0.0679381j 0.00683531-0.0797816j 0.0115226+0.13493j 0.0221917-0.137163j 0.00619799+0.1117j -0.00704925-0.0413247j 0.0087285-0.18341j -0.00837487-0.0688674j 0.000397263-0.172236j 0.0117622-0.178585j -0.0102012-0.0625522j 0.000916731-0.185923j 0.0100633-0.207334j 0.0189324+0.0266126j -0.00597378+0.0767409j 0.0155631-0.0449323j 0.00316333+0.034274j -0.0205655+0.100153j -0.00652673-0.077286j -0.0116578-0.20185j -0.0343934-0.0605911j 0.0176995+0.162204j 0.0140391+0.0595681j 0.0267231+0.186274j -0.00835037-0.00865459j 0.00588333-0.132919j 0.00798625+0.0476702j -0.0426529+0.164333j -0.00314197-0.18816j -0.0228829-0.0901302j 0.0143372+0.0315142j 0.0118788-0.102855j -0.0269779+0.0140034j 0.0121003-0.0682293j -0.00254318+0.0660538j 0.0367283-0.0364953j 0.000562425+0.0862322j 0.0353405-0.0261421j 0.0261893+0.0252321j 0.102073+0.0613214j -0.00173918+0.056181j -0.0278588-0.163169j -0.0848976+0.00404834j -0.0657023+0.0198608j 0.0208889+0.0316528j 0.0523765-0.0241358j 0.00479645-0.0459513j 0.000868852-0.0572787j -0.0241729-0.0437056j 0.0377802+0.05438j 0.000609985+0.0815222j -0.0272651+0.0562664j 0.00648647-0.0440928j -0.0082352+0.00651709j 0.00583239-0.0686809j -0.0075946-0.0612049j -0.0395272+0.0147894j 0.0150067-0.00590797j -0.00947435+0.0363901j 0.0216512+0.0403301j 0.0188294+0.0264158j -0.0184622-0.051248j -0.0319427+0.0273915j 0.0112119-0.0582608j 0.0310279-0.00679042j 0.015901-0.004485j 0.00180933+0.030468j 0.00397739-0.0142092j 
-0.0225715+0.052365j -0.00525345+0.0370841j 0.0189419-0.154398j 0.0014347+0.0097993j -0.038401+0.0328815j 0.0100092-0.0157026j -0.00347175+0.0558675j -0.0279243+0.00724394j 0.00916655-0.0300473j -0.00876808+0.0861656j 0.00347556-0.0967725j 0.0307436+0.0316092j 0.0105845-0.0791722j 0.00746588+0.03805j 0.0208291-0.0183582j -0.00929344+0.0458077j 0.0117478+0.00481705j -0.00726417+0.119435j 0.0165598-0.0481758j -0.0156418+0.0188375j -0.00290707+0.0385547j -0.0166019-0.0551232j -0.00717077-0.0437605j -0.0223174-0.00672267j -0.00506379-0.127815j 0.00801672+0.0288186j -0.0159544+0.0772405j -0.00647333-0.0987467j -0.0210897-0.0939884j -0.000152041-0.0992893j 0.00764492-0.0738857j 0.0172286-0.0266842j 0.0169653+0.171005j 0.0151935-0.0757612j 0.00408149+0.163249j 0.0119372-0.0984647j -0.0131875+0.0243516j -0.00786747-0.0220709j -0.000520072+0.221892j 0.00686245+0.0170455j 0.00210511+0.118042j -0.00912289-0.134766j -0.0309759+0.00964271j -0.0175755+0.119505j -0.000772344+0.20849j -0.00973983+0.0431331j -0.0571873+0.13563j -0.00888605-0.00681688j -0.0106-0.0548289j -0.0209443-0.127392j -0.000585819-0.0616792j 0.0159635+0.0795845j 0.0315205+0.151649j -0.0229538-0.0121709j 0.0465558+0.121353j 0.0201632-0.111827j -0.0223961-0.0711998j 0.0605314+0.0557241j -0.042916-0.035229j -0.0135725+0.0687474j -0.0492666+0.0588598j 0.0342224-0.0205829j -0.017498+0.00350012j 0.0158344-0.0510854j 0.0089703-0.0515764j -0.0199914+0.0311606j 0.00871554-0.0292796j 0.00601059+0.0582782j 0.0344901-0.0334482j -0.00944443-0.0133466j -0.0111416-0.0131561j -0.0329966+0.0606271j -0.00988412-0.0223007j -0.0118273+0.0268608j -0.0358755+0.041221j -0.0223425+0.000176719j -0.0281018+0.0127887j 0.0369228-0.0193734j -0.0155286+0.0606199j 0.00994873-0.0985757j -0.067746+0.021699j 0.062759+0.042971j 0.0194843+0.004956j 0.00577822+0.0147445j -0.0307709+0.0159003j 0.164674-0.00958932j -0.0454482-0.0139805j 0.0350522-0.0631431j -0.0128551-0.0129026j -0.00114461+0.0380118j 0.0615748-0.0579687j 0.0564567+0.0442821j -0.034145+0.035586j -0.0620917-0.089298j -0.0438831-0.177319j 0.003634-0.0493755j -0.00621657+0.0568084j 
-0.00547866+0.0112011j -0.00206317+0.0527077j -0.00115988+0.0388891j -0.00553158+0.0719672j -0.0170689-0.0300025j 0.00049675-0.022359j -0.0100876+0.0759036j -0.00754299-0.00045327j 0.00212122+0.0699437j 0.00234946+0.0638375j -0.0035724+0.0401606j 0.0311757+0.0760155j -0.000552346-0.0387244j 0.00438453+0.0262465j 0.0118799+0.0488533j 0.0121185+0.0274574j 0.00563637-0.100299j 0.00630469+0.114976j -0.0119546-0.0601241j 0.00663539-0.0650358j -0.00148039+0.0293678j -0.00122644+0.0925406j 0.0236623-0.0737669j -0.00428217-0.0779821j -0.00328133+0.0519764j -0.00533387-0.222327j 0.00771185+0.116734j 0.0170198-0.0437556j 0.00182958+0.291286j -0.000472351-0.0841706j 0.0105319-0.15329j -0.00101126+0.120089j -0.00254293+0.0451455j -0.019552+0.0160423j 0.00304116-0.16724j 0.00721588+0.131903j -0.0136163+0.231403j -0.00483696+0.214649j -0.00617287+0.322999j 0.00707489+0.0547712j 0.00614821-0.193746j 0.00370298-0.0876568j 0.0115394+0.0228112j -0.0235953-0.0708195j 0.00256868+0.0219834j -0.00309542-0.0450645j -0.0176869-0.11693j -0.0349218-0.0770556j 0.00417678-0.111663j -0.00705823+0.03638j 0.0275255-0.0348956j 0.0135651-0.0532562j 0.0451292+0.0363282j 0.0289104-0.0511506j 0.0213521-0.121914j 0.0549149+0.143937j 0.00593046-0.00312964j 0.0127477+0.0131102j 0.00106354-0.0356226j 0.0120952-0.137354j 0.0611708-0.04218j -0.0284226-0.0271257j 0.0449133+0.00591499j 0.0297816-0.086331j -0.011025+0.0665647j 0.00951367-0.0110367j -0.0272723-0.00412185j -0.0327304+0.0505009j -0.0414338+0.066352j -0.105378-0.0173046j 0.0021335+0.0467474j 0.00135419+0.0787332j 0.0424781+0.0733053j 0.00685685-0.0649117j 0.0199488-0.0208109j 0.0109039+0.0274382j -0.0284492+0.0368441j 0.00651142+0.00112099j -0.000672257+0.0855556j 0.0313635-0.0189279j -0.0592361-0.00887556j 0.0405357-0.0136561j -0.0114758+0.04024j -0.00619458-0.0297395j -0.0377378-0.0108691j 0.0484164+0.055225j -0.0601835+0.0691565j 0.0218264-0.0452048j -0.000421958+0.0153383j -0.00414233-0.0148622j -0.00839624-0.0766812j 0.101314+0.0134229j -0.0125327+0.0584668j -0.00868185-0.034379j 0.0255889-0.0112042j 0.0301692+0.0248532j 0.0223316+0.104337j 
0.000465832-0.0100849j 0.000201434-0.00231229j -0.00705232+0.0118141j -0.00324677+0.0452975j -0.000946537-0.0297324j -0.0055518-0.00728293j 0.00565859+0.0856405j 0.00124851-0.105104j -0.00790373-0.032628j -0.00457188-0.011618j -0.00292859+0.0530733j -0.00963175-0.0525767j 0.00202265-0.0345815j 0.0181245+0.0192587j 0.0129602+0.0160564j -0.0092736-0.0986555j -0.026913+0.0162734j -0.00522733+0.0997683j -0.00579071-0.0728727j -0.00652281+0.0832738j -0.00780295+0.0169599j 0.0124895+0.0530479j 0.00338879+0.0428895j 0.00305046+0.0870063j 0.0041547-0.155901j 0.00968712+0.0740354j -0.00323364+0.187392j 0.00700041+0.0268859j 0.00678335-0.051627j -0.00913146+0.0304753j 0.000742205-0.0218173j -0.0127796+0.175426j -0.014446+0.164982j 0.000741548-0.366127j 0.00078454+0.106755j 0.00579542-0.0819457j -0.00412286-0.155345j 0.00226041-0.107706j -0.000640584-0.0174368j -0.00181854-0.0642767j 0.000839028-0.0813686j 0.013418-0.0444604j -0.024219-0.225367j -0.0127888+0.220787j 0.0127872+0.0633986j 0.00182639-0.0213349j -0.00618863-0.0342366j 0.00791114-0.0421966j -0.0165626-0.00942788j -0.0129347+0.0147435j -0.0079535+0.0298121j 0.0212222-0.0791074j 0.00146444-0.0989426j 0.0473917-0.0363095j -0.0260928-0.0170109j -0.0104784+0.0147097j -0.066742-0.194j 0.0404099-0.110123j -0.0170994-0.0210688j 0.0175425-0.102953j -0.0118052-0.0720269j -0.00795836-0.0751626j 0.0560813+0.0504997j -0.0224636-0.0724952j -0.0247774+0.0470769j 0.0230853-0.0174238j -0.0268201-0.0441397j -0.002012-0.0560028j -0.000110062-0.0459229j 0.0234415-0.00462099j 0.00346102+0.038681j -0.0475106+0.0439607j -0.0510524-0.029919j -0.0097867-0.0244174j 0.0373539+0.0348669j -0.0223706+0.0500758j 0.00205658-0.0825036j 0.0271759+0.0742447j -0.00391446+0.0226454j 0.00397944-0.00818811j -0.0270293+0.0334812j -0.0556218-0.00217103j -0.0124809+0.0239762j 0.0173863+0.108613j 0.0109146-0.0717854j -0.0398403+0.0344257j 0.0532235-0.062252j 0.0745391+0.0286484j 0.0111704-0.00549534j 0.0066303+0.0134088j -0.022839+0.0932912j 0.145555-0.015447j -0.0619642+0.106653j -0.00826916+0.0880221j 0.0310708+0.0630589j 0.0257928-0.0392224j 0.0302657+0.119789j 
0.00457207-0.0120637j 0.000987904+0.0109096j -0.000794846+0.0586686j 0.00395093+0.0365665j -0.000666079-0.0492693j 0.00418808-0.00628211j 0.000134195+0.0338655j 0.00210186+0.0225751j -0.00341359+0.0102696j 0.00935435+0.00969546j -0.00166512+0.072111j -0.00461855-0.0117944j -0.00689511-0.132164j 0.00540747-0.0881745j 0.0116993+0.0379206j -0.0015751-0.0676707j -0.0185105+0.0226878j 0.019524+0.0622408j 0.00381625-0.0876794j 0.00480782+0.0712187j -0.00579466-0.0266623j 0.0063069+0.0169908j -0.00756057+0.0502754j -0.00286916+0.0973531j -0.002576-0.201364j -0.0115702+0.0842975j 0.0141561+0.161888j -0.00457868-0.0055314j 0.00420526-0.186517j 0.00157213-0.0527379j 0.0193023-0.0558226j -0.00402466+0.00521349j -0.00716076+0.04808j -0.00136459-0.169084j 0.00533935+0.102583j -0.0169311+0.0910784j 0.0074586-0.0980188j 0.000572309+0.0271605j 0.00444516-0.00702411j -0.00651917+0.0371232j 0.019181+0.0303659j 0.027522+0.0315958j 0.00317714-0.227705j 0.000203363+0.14527j -0.0167544+0.12781j 0.000432812-0.311738j 0.0129447-0.00802475j -0.00541316+0.0779516j 0.0269339+0.0581739j -0.0221104+0.0705349j 0.014597+0.00716605j 0.00252752+0.0430948j 0.0226152+0.0222725j 0.00763163-0.125073j -0.0474893-0.140146j -0.0232945+0.0390497j 0.032774+0.217183j 0.0192708+0.081482j -0.0218495-0.0557532j -0.0160483+0.111526j 0.0261188+0.0392374j -0.0188836-0.0322503j 0.0112316-0.0592745j 0.0070987-0.0522004j 0.0387754+0.00466271j 0.038447+0.0269775j 0.0135194+0.040908j -0.0403492+0.0327807j -0.0273198+0.0788271j 0.00599295-0.0221042j -0.017806-0.0263047j 0.0438779-0.0678726j 0.0919263+0.104633j 0.0106705+0.00392366j -0.0301669-0.025649j 0.0774243-0.0604173j -0.0113781+0.106168j -0.0187817-0.0389499j 0.0241921-0.0349615j -0.00189355+0.0255581j 0.0621283+0.0123786j 0.0446627-0.0152349j -0.00836858+0.0772774j -0.00954619-0.163395j -0.0180488+0.0631166j -0.0239734-0.0163405j -0.0423601+0.0863201j -0.0644437-0.0188176j 0.000470654-0.0506685j -0.0341579-0.0287295j 0.00469337-0.112374j -0.159413+0.0601261j -0.0210064-0.102579j 0.034512-0.0687137j -0.00415546+0.0176997j -0.0276645-0.0093793j 0.000558459-0.112518j 
