0.00181908+0.0069299j -0.00703797+0.00235759j -0.00549011+0.00160126j -0.00162134-0.00545868j -0.00159043+0.000483577j -0.00346872-0.000352921j -0.000202342-0.00501904j 0.00441603+0.000457427j 0.000372255-0.00152405j -0.000617547+0.000606858j 0.00146863+0.000493879j -0.000960634+0.00302663j -0.0038078-0.00216469j 0.00309933-0.000182461j -0.000395021-0.00101891j -0.00160455-0.00108861j -0.000409788-0.000518851j 0.00162411-0.000507124j 0.00162943+0.00213543j -0.000460916-7.56548e-05j -0.000146572+0.000839901j 0.00193404-0.00161654j -0.00225808-0.00198862j -0.0013731+0.000153616j -7.42165e-05+0.000235593j 0.00275685+0.00032309j -0.000827593-0.00194645j 0.000720238-0.00144681j 0.000486663+0.000964698j 0.000701797-0.000368787j -0.00247313+0.000660783j 0.000618995+0.00157103j 0.000984351-0.000606519j 0.000414579-0.000733169j -0.00228905-0.00270273j -0.00100057+5.86366e-07j -0.00104313-0.00164039j 0.00226676-0.000138433j 0.00122127+0.000486098j -0.00118424-0.00028989j -0.000611324+0.00107201j -0.000465533+0.00260553j -0.00231051-0.00197008j 0.000725615-0.00212214j -0.000804061-0.00231555j -0.00476083-0.00165143j 0.00119253+0.0039568j -0.00230266+2.61913e-05j -0.00139538+0.00386519j 0.00708624+0.00414697j 0.00290839-0.00262966j -0.00379941-0.00241816j -0.0101205-0.0104538j -0.00834869+0.00409003j 0.0490059-0.0370639j 0.00696872-0.362827j 
0.000127031+0.00538855j -0.00524268+0.00141522j -0.00354973+0.000737175j -0.000167055-0.00410501j -0.00232062-0.00190319j -7.28053e-05-0.00455836j 0.00453861-0.00288227j 0.00193167+0.00643858j 0.00304367+0.00319715j -0.000890879-0.00213355j -0.00276366+0.000542586j -0.00154414-0.00273334j -0.00111065-0.00505072j -0.0021413-0.00132541j 0.00168224+0.00425278j 0.00286053+0.00239004j 0.000834817+5.09323e-05j 0.00275147+0.00311811j -0.00464484+0.00313511j 0.00334034+0.00383709j -0.00439738-0.0058541j 0.00261306+0.00279596j 0.00178722-0.00570052j 0.0037657-0.00188494j -0.00295342-0.00722926j 0.000709862+0.0019554j 0.001844+0.00105266j -8.45793e-05+0.00217333j -0.000547984+0.00128212j -0.000988966-0.00353917j -0.00166361-0.00564588j -0.000939388+0.000889189j 0.00169096+0.00270199j 0.00898815+0.00760675j -0.00401301-0.0137147j 0.00663508+0.00648607j 0.00170577+0.0100452j 0.00145448-0.0132036j -0.00593175+0.00495843j 0.00220757-0.00281064j 0.0001311-0.0259831j -0.00516391-0.0281645j 0.00345826-0.0731875j -0.00243748-0.00759321j 0.0251238-0.0953782j 0.00669569-0.202912j 0.00611677-0.0695343j 0.00778723-0.0179391j 0.00803481-0.0232085j 0.0142879+0.057672j -0.00924093+0.0936913j -0.001057+0.02601j 0.0208263+0.00569064j -0.000261671-0.0151607j -0.00247075+0.00661106j 0.00582284+0.00328904j 
0.00613318-0.00391234j 0.00140868+0.00624044j -0.00371992+0.00125244j 0.000311346-0.004279j 0.00225826+0.00073165j -0.000522923+0.000991061j 8.10332e-05-0.00399404j 0.00186506-0.000828742j 0.00226278-0.00488676j 0.00234812-0.00107231j 0.00212679-0.000453977j -0.0017305+0.00525881j 0.000289436-0.00086202j -0.00373563+0.00473536j 0.000475458-0.00436749j -0.00170212-0.00136877j 0.000977068+0.000918073j 0.00164845-0.00532702j -0.000309033+0.00434356j -0.00397351+0.00101067j -0.00193746+0.00541648j -0.00354668-0.000422492j 0.00343093-0.00218792j 0.00166444+0.00113278j 0.00311475+0.00133005j 0.00365967-0.00128948j -0.00133869-0.00486018j -0.00322914-0.000213531j 0.000110851+0.00480798j -0.00313138+0.00251733j -0.00321217-0.00236927j -0.00196528+0.000770002j 0.00129687-0.0040266j -0.00042906-0.0115782j -0.00356851+0.00598937j -0.00540212-0.0235727j 0.000533402-0.0235704j -0.00296282-0.00125395j 0.00174269+0.0114046j -0.000779886+0.00331307j -0.00365921+0.0483112j 0.00334155+0.0259296j -0.00895632+0.0495308j 0.00945373-0.126701j -0.00163765-0.144216j -0.00221857+0.00303398j 0.00588588-0.0555655j -0.00972521-0.0675605j 0.0163268-0.0187525j -0.00590676+0.121903j -0.0105366-0.0326814j -0.00188868+0.0375046j -0.00803871-0.0135517j -0.0146313-0.0177019j 0.00472318+0.00131982j -0.000173471-0.00546208j 
-0.000482017+0.00182159j -0.00167097+0.000237094j -0.000283879-0.005191j 0.0038704-0.000365887j 0.00277426-0.000147458j 0.000855132+0.00215975j -0.00141676+0.00551033j -0.00337355-0.00302443j -0.00149953-0.00205007j 3.26603e-05-0.0012491j 0.003389+0.00160301j -0.000540608-0.00212245j 0.00316528-0.00150229j 0.000722939-0.00400218j -0.00146559+0.00108316j -0.00100388-0.00344657j 0.00422447-0.00125522j 5.44659e-05+0.000196228j -0.000117525-0.00266406j -0.0025154-0.00638981j 0.000327194+0.00308605j 0.00110153-0.000987717j 0.00192084-0.000270055j 0.00170756-0.000281501j 0.00115167+0.00487499j 0.00102287+0.00117226j 0.000350731-0.0040187j -0.00208576-0.00826407j -0.000219946-0.00176519j -0.00451656-0.00523623j 0.00182082+0.0110993j -0.00471586-0.00274953j 0.000449418+0.00406118j 0.00418328+0.00925745j -0.00682067-0.00968826j -0.00531487+0.00476765j -0.00544601+0.010632j 0.00264992+0.00286618j -0.00726523-0.0116101j 0.00533027-0.00117028j 0.0055364+0.0411764j 0.0071624+0.00908616j -0.00399773+0.102294j 0.0019674+0.131918j 0.00720133-0.0556957j 0.0141605-0.0353115j 0.0226374-0.091369j -0.0120813+0.00393433j -0.00305277-0.157517j 0.015874-0.0344509j -0.00740826-0.0211202j 0.00956586+0.0472859j -0.00122901+0.0180748j 0.00653086-0.00933493j 0.00217407-0.000565674j -0.00100199-0.00345513j 
-0.00114211-0.00216821j 0.00254282-0.00224693j -0.00092366+0.00747244j -0.00376107-0.0027562j 0.00116078-0.00390848j 0.00295907+0.000639285j -0.00169655+0.000140284j -0.00275489-8.84405e-05j -0.00336979+0.00781638j -0.00307555-0.000388028j -0.000782213-0.0017517j 0.00205854+0.00187881j 6.76201e-05-3.30859e-06j 0.000479633-0.000166109j 0.00105896+0.00280342j -0.000462812+0.00656068j 0.00233934+0.00362179j -0.00020236+0.000472405j 0.00287035-0.00561454j -0.00199538+0.0156918j -0.000683228-0.0132402j -0.00389194+0.00206204j -0.00402135+0.00616622j 0.000762118-0.000611949j -0.00276986-0.00556936j -0.00402572-0.00480254j 0.0034087+0.0178552j 0.00187272+0.0146859j 4.15597e-05+0.00156059j 0.00561322+0.0196064j 0.00148625-0.00568467j 0.00152416+0.00525164j -0.000361783-0.00900803j 0.00239903+0.00904289j -0.00422882-0.00477291j 0.00105874+0.0253179j -0.000987504+0.0398452j 0.000466015-0.0606365j 0.000456891+0.0211012j -0.0036295+0.0366224j 0.0200994-0.0565717j 0.0089234-0.0122301j 0.00812565+0.166971j 0.000450165-0.0728478j -0.00452351+0.0140611j -0.00224389-0.0523895j 0.00618924-0.0207167j -0.00453674-0.0451581j 0.00392064+0.0662006j -0.0124865-0.0167209j -0.00282473+0.00935925j 0.00235362+0.038186j 0.000970883-0.00900879j 0.0110319-0.000258549j 0.00069361-0.00616916j -0.00531922-0.00411838j 
-0.00102963-0.00158539j 0.0016593-0.00196943j -0.00177222+0.00391259j -0.00197402-0.00201628j -0.000587929-0.0023972j 0.00105886+0.000253855j -0.00171727-0.00500825j 0.00347913+0.00114488j 0.00104289-0.00238068j 0.000574984+0.00149789j -0.00185449-0.00497479j 0.0027214+0.00336323j -0.00158624+0.000699453j -0.000570718+0.0146003j 0.00247886-0.00849049j 0.00253069-0.00329064j -0.00510762-0.000900935j -0.0013402-0.00130758j 0.00584985+0.00877135j -0.0020969-0.00427574j 0.0031641+0.0105437j -0.000265778-0.00863696j -0.000834636+0.00578027j -0.00322677-0.00236382j 0.000307682+0.0102169j 0.00293759-0.00662507j -0.00590833-0.000438018j 0.00167792-0.00399871j -0.000470056+0.0123057j 0.000992844-0.00481114j -0.00176634+0.00821243j 0.00537256+0.00999354j 0.00156855+0.0196986j -0.0050379+0.000785876j 0.00423739+0.0057592j 0.00389798+0.0446593j -0.00228581+0.032729j 0.00555238+0.0287335j -0.00279327-0.0760715j 0.00501606-0.0887614j -0.00486759+0.0654014j -0.0012058+0.0853045j -0.0120208+0.0525502j -0.0108902-0.0828216j 0.0062937-0.0259022j 0.00238689-0.0336219j 0.00177633-0.0446455j 0.0123439+0.0652176j 0.00532487+0.042444j -0.00180657-0.00985845j -0.0193237-0.0236869j 0.00246599+0.02944j -0.00613533-0.0015874j -0.00134518+0.0047822j 0.0028409+0.0049958j 0.00198087-0.00443923j 
0.000847461+0.00139365j -0.00135943+0.00104238j -0.000554127+0.00297681j -0.00227892-0.00176465j -0.00118829+0.00209479j -0.00147652-0.0043392j 0.00061176+0.000651114j -0.00359939-0.00404809j -0.0066328-0.00411427j 0.00236785-0.00384345j 0.00194458+0.000862154j 0.00153319-0.00103779j 0.00292147+0.00387071j 0.00335001-0.00454468j -0.00162315-0.0016524j -0.00354346-0.00117027j 0.000354431-0.00212033j 0.00209598+0.00225359j 0.00171635+0.000641049j -0.00254623+0.00477349j 0.00448787+0.0037325j 0.00109909-0.00961649j 0.00165486-0.00187668j 0.00191312+0.0124447j 0.00247705-0.00247289j 5.2767e-05-0.00384127j 0.00613563+0.0098076j -0.000278642-0.00556248j 0.00153105-0.00735486j -0.00187114-0.0159898j 0.00214255+0.00397541j 0.00147278-0.00195758j 0.00267819-0.0192492j -7.93268e-05+0.0189641j -0.00178216-0.0382937j -0.00284083+0.0382218j -0.0102848-0.000126457j 0.00704379-0.0928483j -0.00587369+0.00044924j -0.00660398-0.0934686j -0.00668652+0.0909003j 0.0170537-0.10483j -0.00690032+0.0425147j -0.00253622+0.0527779j 0.00479335-0.000441028j -0.00791414+0.0857315j -0.0115525-0.0164331j -0.00227315+0.00757063j 5.40445e-05-0.0139561j -0.0117658+0.00807535j 0.0157285+0.0183994j 0.00737148+0.0103667j -0.00844671+0.00712665j 0.00667389+0.00081996j 0.00450961+0.000702442j 0.000630777-0.00720876j 
0.00158225+0.000917165j -0.0010761+0.00170215j -0.00112222+0.00173118j -0.000352428-0.00233938j 0.00524436+0.00134308j -0.00482985+0.00551952j -0.00257701-0.00415935j -0.00115408-0.000632245j -0.00428523+0.00655054j -0.00467898-0.00378701j 0.00137053+0.00100739j 0.00042983+0.0051161j -0.00328209-0.00289788j 0.000305546-0.00486787j -0.00217228+0.00238687j 0.000530604+0.00818155j -0.00202877+0.00246709j -7.77656e-05+0.00274186j 0.00329252+0.00666976j -0.00594791-0.000123146j 0.00424649-0.0174338j 0.00220196-0.00265132j -0.00130089+0.00487114j 0.000952292+0.000508846j -0.00423468-0.00743302j 0.000390039+0.000516363j 4.66255e-05+0.0141201j -0.000904657+0.00140622j -0.00105843-0.00173348j -0.00386165+0.00619006j -0.00843862-0.0218732j 0.0020568+0.0186485j 0.0051509+0.00547506j -0.00159562-0.00438831j -0.000860045-0.0648512j -0.00747117-0.00773012j -0.00720557+0.0779012j 0.0117051-0.0371175j -0.00231787-0.00767789j -0.00947137+0.0834093j 0.00275791+0.107043j -0.013598+0.0411252j -0.00523867-0.0593459j 0.0045383+0.0303548j -0.002529+0.0371771j 0.00264044-0.00343745j -0.00090253+0.0475756j 0.0022983-0.0621844j 0.00947652+0.0246716j 0.0109275+0.0118498j 0.00233965-0.0290171j -0.00984445-0.00830941j 0.00259956-0.00512759j 0.00375051-0.00845922j 0.00365062+0.00480996j 0.00122678-0.00353414j 
-0.000650016-0.00137684j 0.00142356-0.00103578j 0.0017231+0.000376152j 0.000536335+0.00220315j 0.00105082+0.00376837j -0.00472738+8.00656e-05j 0.00400658-0.00543782j -0.00049917+0.0040342j -0.00156761+0.00409133j 9.75608e-06-0.00472945j -0.00218562-0.00204526j -0.00181665-0.00174293j 0.00115692-0.00022896j -0.00561096+0.00467063j -0.00156078-0.0027918j 0.00116344+0.00203498j -0.00372763-0.000343681j -0.000161465-0.005417j -0.0032576-0.000156077j 0.00138138-0.00486118j 0.00292465+0.00253751j -0.000971896+0.00839822j -0.0020304-0.00888246j 0.00124039-0.00757706j 0.00467871+0.0017239j -0.00164394+0.00552901j -0.00647982-0.0249707j -0.00709933-0.0106667j -0.000694913-0.00508351j 0.00423339-0.0021716j 0.00116528+0.0111076j 0.00941801+0.0134553j -0.0035741-0.00222961j -0.00073573-0.00895961j -0.00238794+0.0168498j 0.00374745+0.0124243j -0.00812298+0.0317132j -0.0100583+0.0574492j 0.00508759-0.0186828j -0.0120114+0.100995j -0.0114309+0.0574594j 0.00970671-0.190137j -0.0101733+0.0398308j -0.00257029-0.0599296j 0.00458243+0.0441211j -0.0133815-0.00273619j 0.00867627-0.0649072j -0.00396023+0.0131448j -0.00256844+0.00268321j 0.0087154+0.041207j 0.00613397-0.0100965j -0.0170782+0.00550592j -0.000323748+0.0148198j 0.0108059-0.00122322j 0.000695507-0.00173917j -0.000410374+0.000721353j 
-0.0018802+0.00137984j -0.00163476-0.00241781j -0.00627014+0.00293582j 0.000558517-0.00783178j 0.000835224+0.000761646j -0.001565-0.00426368j 0.00364518-0.00381736j -0.000866925-0.000461444j -0.00422248-0.00259478j 0.00100386-0.00537082j 0.000867498+0.000332457j -0.00327139+0.00458881j 0.00167915-0.00737605j 0.0011423+0.0159762j 0.00171707-0.00646672j -0.00288731-0.0036547j -0.000376676-0.00510094j -0.00539405+0.00472743j 5.44778e-05+0.00923973j -0.00377276+0.00177278j 0.00560141+0.00900177j 0.00316774+0.00603635j -0.000323529-0.0153165j -0.00173599-0.00142882j 0.000547766-0.00631633j -0.00183208-0.00322478j 0.00167917+0.022252j 0.00304174+0.00723446j -0.00385931-0.00344802j 0.000966419+0.0117673j 0.000632395-0.0243615j -0.00371428+4.5609e-05j -0.00183505+0.00428421j -0.00447046+0.028652j 0.00915092-0.0541285j -0.00884632+0.0352567j -0.011228-0.0431729j 0.000531037+0.118867j -0.000570148+0.0537297j 0.010758-0.0643842j -0.00739773+0.0855824j 0.00183245+0.00436092j 0.00832546-0.00166667j 0.0017526-0.0367441j -0.00195433+0.00325137j 0.00220347-0.0216272j 0.00876558-0.021126j -0.00361854-0.0666108j 0.00454656+0.00108321j -0.00207996+0.0257729j 0.00201082-0.00186507j 0.0110927+0.0168845j -0.00528272+0.000443562j 0.00183191-0.00765735j -0.00175497+0.0080101j 0.00507256+0.00474553j 
-0.00303918+0.00414337j -0.00301546-0.00199605j -0.000254213-0.00574436j 0.00426509-0.000742076j 0.00232414-0.00256j 0.000861792+0.00143966j -0.000720686+0.00393258j -0.0019827+0.0016231j 0.000327151+0.000840485j -0.00256793-0.00100517j 0.000663569+0.00154877j 0.000206754-0.00514293j 0.00176355-0.00412903j -0.00103417+0.00178926j -0.00165973+0.00731857j 0.00154752-0.00210911j -0.00044885-0.00102325j -0.00309926+0.00620406j 0.00159043+0.00504852j -0.00118365-0.0111128j 0.00197842+0.00259732j 3.53146e-05-0.00502145j -0.00058276+0.00902286j 7.46303e-05-0.00752648j 0.00378755+0.013149j -0.0023047-0.0114349j 0.00279058+0.0213226j -0.00433352-0.00398765j 0.00229581+0.0162473j -0.00247685-0.000324909j 0.00592554-0.00703634j 0.00205127-0.023994j 0.00662438+0.0288606j -0.00245075+0.0408115j 0.00309942+0.0220004j -0.00401829-0.0114935j -0.003225+0.11974j -0.00367444+0.0930527j -0.00176437-0.039274j 0.00637912-0.0244736j 0.00162932-0.0293949j 0.00493804-0.07034j -0.00240196+0.045422j 0.00200488+0.125225j -0.0124458+0.0422631j -0.0102042+0.000678583j -0.0100392-0.0289437j 0.00196432-0.0120827j 0.00297624-0.0215417j -0.0134721-0.02814j -0.0108688-0.00132432j -0.00617826+0.00239348j 0.00201479+0.0118124j 0.00505614-0.00428805j -0.0006097-0.00103193j -0.00103838+0.000495521j 
-0.00335502-0.00260853j 0.00311376-0.0046718j 0.000261851-0.00144622j 0.00220024-9.18892e-05j 0.00326609-0.000151738j 0.00192847+0.00217547j -0.00215636+0.00676593j -0.00341506-0.0038879j -0.00169108+0.00225203j -0.00169692-0.000863324j 0.00289276-0.00366568j 0.00171867+0.00203321j -0.00144725-2.19143e-05j -0.00239106+0.00226134j -0.000616421-0.00425977j -0.00185723-0.00087269j 0.00250893-0.0102142j -0.00261467-0.000185024j 0.00335782-0.00505003j -0.00394897-0.00565331j 0.00641056+0.00947075j 0.00168501+0.00305167j -0.0015931-0.00678681j 0.00131302-0.00870986j 0.000359335-0.00102485j -0.00280706-0.00390809j -0.00757969+0.000125184j 0.00171868+0.00689437j 0.000809119-0.00392697j 0.00157328+0.0149652j -0.00487116+0.00438023j -0.00664477+0.00497497j -0.00262948+0.00684507j -0.00136392+0.0324151j -0.00185845+0.0113651j -0.0183203+0.0120125j 0.000426248-0.0813037j -0.0106788+0.0305088j 0.0163459-0.109284j -0.00843949+0.11627j -0.000708924+0.03364j 0.00295301+0.0659905j -0.000307409+0.0290566j 0.00395658+0.00873611j 0.00669542+0.0297276j -0.00399165+0.105775j 0.00610324+0.0697945j -0.00680263-0.0178376j 0.00873396+0.0161697j 0.00886624+0.00414236j -0.00409037-0.0274731j 0.00113319+0.000973258j -0.00690148-0.000375682j 0.00108267+0.00700554j -0.00166567+0.00148533j 0.000690542+0.0037143j 
0.00112522-0.00453331j 0.00331809-0.000281751j -0.00309782+0.00253049j -0.000429716-0.00406084j 0.000945599-0.000138327j 0.00153683+0.000537437j -3.88023e-05-0.000222696j 0.000566495-2.07078e-05j -0.000483449+0.0038181j 0.000489258-0.00161859j -0.00143478-0.00198126j -0.00142148+0.00680739j -0.000138899+0.00174216j -0.000928332+0.00857177j -0.00172831-0.0104989j -0.0033227+0.00173924j 0.00369567-0.00568766j 0.00129103-0.0058762j -0.00103179+0.00453701j -0.00576876-0.00358958j -0.00184702+0.0157538j -0.00641413+5.82137e-05j 1.37254e-05-0.00552719j 0.00227115+0.00937209j -0.0061982+0.00720397j -0.00429853-0.0119116j 0.00227285-0.0178302j 1.63385e-05-0.0159214j 0.00285834-0.0108725j -0.00303685+0.0139706j 0.00132702+0.0441753j -0.00073071-0.00254702j -0.000620876+0.00780545j 0.000356085+0.0198743j -0.0109872+0.110607j -0.0128903-0.0268779j 0.00137684+0.013081j -0.00184539-0.0312158j -0.0111049+0.121163j 0.00431935-0.00934819j 0.00658826+0.101294j -0.0022477+0.0030519j 0.000457776+0.0554399j -0.000251717-0.00460584j 0.00180688-0.0487655j 0.00683546-0.010532j -0.00503581-0.0427466j 0.00467824-0.0346807j 0.00430857-0.00991617j 0.00272962+0.0103662j -0.00443802+0.00323239j 0.00215169+0.011256j -0.00530917-0.00160927j -0.000762987+0.00264856j 0.00109373-0.00325525j -0.00225922-0.00288265j 
-0.00235173-7.99058e-05j 0.000260851-0.00262483j -0.00107327-0.000585457j 0.00189074-0.00118574j 0.000273525+0.00306594j 0.00106321-0.00312927j 0.00229842+0.00369221j -0.00334878-0.00592752j -0.00140045-0.00448342j 0.0018944-0.00463448j 0.000352926+0.00172743j -0.00210964-0.00621443j 0.00558723+0.00379824j -0.00389817+0.00532516j 0.00139895+0.00471608j 0.000722169-0.000834035j 0.00115148+0.00711591j -0.00380744+0.00231655j -0.00164222-0.00863739j -0.00197816+0.00435357j 0.00116176-0.00882637j 0.00299249+0.0126726j 0.000513574-0.00529254j 0.000640547-0.00572266j 0.00597091-0.0107791j 0.00293434+0.000659111j 5.72802e-05+0.0307279j -0.00448949+0.0358574j 0.000817726-0.0147492j -0.0015935+0.0403083j 0.00541347-0.0404033j 0.00117773+0.00635647j -0.00490402-0.0378671j -0.00872913+0.0053001j 0.0132741-0.0205589j 0.000387802-0.0663411j 0.0115264-0.0938478j -0.0014818+0.0601066j -0.00371711-0.0303673j -0.0040291-0.00535759j 0.00441137-0.0718411j 0.00418357+0.0141898j -0.0090375-0.00134619j -0.00335934-0.0083482j 0.0102571+0.0201233j -0.00466884+0.00875626j -0.00321378-0.0175527j -0.00897269-0.0158688j -0.00261484-0.00871274j -0.000814565+0.00366466j -0.00305754-0.00137747j 0.0117595-0.00170224j -0.000148754+0.00132598j -0.00144993-0.00515512j -0.00459467-0.00305426j -0.00112408+0.00811632j 
-0.00060352-0.00200683j 0.00164231-0.00123684j -0.000746493+0.000324199j 0.0011578-0.000515855j 0.000516106+0.00666291j -0.00112936-0.00225091j 0.00278478+0.00109034j -0.0022411-0.0034932j -0.00183428+0.00144441j 0.00383857-0.00969973j -0.00200547-0.00564258j 0.00124222-0.00432828j 0.00283953+0.0101124j -0.00720916-0.000542339j -0.000844174-0.0033336j 0.000231533+0.00320104j -0.000535029-0.00100607j 0.00408402-0.00722175j 0.00195552-0.00425013j -0.00329744+0.00176557j 0.00167782+0.00516648j -0.00261545-0.0144329j 0.00393799+0.00739565j 0.00421509-0.000520604j 0.00295227-0.00435106j -0.00126741-0.0190912j -0.00323763+0.022707j -0.00763109+0.00429667j -0.00472268+0.00549275j -0.00591375+0.0254085j 0.00235608-0.0273239j 0.00247602+0.0426859j 0.00558398+0.0218636j 0.00279239-0.00374499j 8.01819e-05+0.0500652j 0.007279-0.0710193j -0.00165172-0.118887j -0.00202593-0.0757756j -0.0036891-0.0540645j -0.00088884-0.0831143j -0.000398099+0.0321688j -0.0087214+0.0299574j 0.00735312-0.0193886j -0.00070217+0.0481099j 0.00504399+0.00161264j 0.0027429+0.0410764j -0.0080403-0.0436823j 0.00552123+0.0135952j 0.00666657-0.00337083j 0.0106342-0.000232853j -0.00105539+0.00765583j 0.0132427+0.00359485j -0.00107114-0.00174345j -0.0047079-0.00206759j -0.000506591-0.00418653j -0.00237287+0.00100781j 
-4.43276e-05-0.00101525j 0.0011999-0.000514589j 0.000148323+0.00134755j -0.00178465-0.000655667j -0.000460878-0.00508873j 0.00461617+0.00131826j -0.00523793+0.00236011j -1.5837e-05-0.00644247j -9.093e-06-0.00828371j -0.000803086-0.00174618j -0.00158372+0.00292749j 0.00251482-0.00483757j 0.00151261+0.000268817j 0.000182495+0.00122968j -0.00292736-7.71491e-05j 0.00220591-0.00786227j 0.000907956+0.0106309j -0.000767117-0.00208316j 0.00244349-0.0116967j -0.00144574+0.00131108j 0.00159733+0.00451794j 0.00227401-0.00413108j -0.00243323-0.00121414j 0.00560342+0.0120005j -0.00203325-0.00402941j 0.0100073-0.00143319j 0.000328688+0.0131602j -0.00132502-0.00424295j 0.00417129+0.0285396j -0.00200943-0.000786714j -0.00887849+0.0119234j 0.00979127-0.0306534j 0.0135619-0.0955927j -0.0123275+0.032801j 0.00483738+0.0365247j -0.00162853+0.00183022j -0.00701559+0.107982j 0.00244175-0.0473636j 0.00232883-0.0487615j 0.00191445+0.00861081j -0.0126352+0.0352076j -0.00617842+0.033654j 0.00256876-0.0161708j -0.00475671-0.0425912j 0.00719582+0.034249j 0.0110355+0.0134989j 3.6141e-06+0.0223393j -0.00508341-0.0118564j -0.00111055+0.000774468j -0.0061707+0.00371282j -0.00490915-0.00418185j -0.00378767-0.00441129j -0.00672405-0.000868002j 0.00166366+0.00861705j 0.000857742-0.00149993j -0.00100457-0.00248251j 
0.00226504-0.00254661j 0.00138016+0.00124631j -0.00344795+0.002289j -0.000881225-0.00490473j 0.000548554+0.00916282j -0.00123793+0.00131744j -0.00217097+0.000557825j 0.000123682-0.0139115j 0.00107076+0.00038614j 0.000765771-0.00342811j 0.00323082+0.00943108j -0.00333507+0.0117614j 0.000854191+0.00382726j -0.00693558-0.00819373j 0.00273741+0.001572j -0.000464786+0.0105276j 0.00290452+0.00208484j -0.0033015-0.00399941j -0.00306484+0.00157392j -0.00203163-0.0002038j 0.00375055+0.00335691j 0.00133172+0.0138592j 0.000661118-0.00436411j 0.00128914+0.00338225j 0.00419306-0.00242364j 0.00278412-0.00515696j -0.00918341+0.0510302j -0.00661289+0.000532231j 0.0059234+0.00538708j -0.00787012-0.0103406j 0.00869089-0.029735j -0.00646903-0.0105063j 0.00804261-0.0467026j 0.00572313-0.100872j 3.79443e-05+0.0860197j 0.00109364-0.080308j 0.00106109+0.0379402j 0.00133555+0.0324393j 0.00329334+0.0631682j 0.00462673+0.000778043j -0.00191178+0.0258829j 0.00117592-0.0434025j 0.00418938+0.000869402j -0.00308378-0.00976579j 1.65294e-05-0.0529567j 0.00424926+0.00322675j -0.00338351-0.0303614j -0.0126387-0.0244213j -0.00657409-0.0231333j 0.00539045+0.00975564j -0.0067991+0.0021144j 0.00287438-0.00841732j 0.00124002+0.00628737j -0.00103227-0.00595476j 0.00259514-0.0056942j -0.00297231-0.00359563j 
-0.00178803+0.00418816j -0.00263728-0.00116364j 0.00159228+0.0019642j -0.00361907+0.00260147j -0.00579442-0.00116121j 0.000288372-0.003282j -0.000820455-0.00471871j 0.00341697-0.00322634j 0.000902572-0.00971658j -7.85751e-05-0.0028555j -0.00509107+0.00604182j 0.00058499-0.00522585j 0.000923314-0.00511319j 0.0013841-0.00893882j -0.000799361+0.00824642j 0.00548832-0.00804398j -0.00274402-0.00332324j -0.000489024+0.00680895j 0.00195544+0.000780067j 0.00693014+0.00288663j 0.000279253+0.0151984j 0.00415755-0.00288453j -0.000207809-0.00645584j -0.000695598+0.00440671j 0.00236032+0.016975j -0.00567583+0.0189893j -0.00726614+0.0567829j 0.00567927-0.0245541j -0.00700086-0.00633106j 0.0096088-0.0139349j 0.00498566-0.0561418j 0.00457051-0.0101025j -0.000942231-0.0127111j 0.00325879+0.0332524j 0.00420992+0.0956479j -0.00464546+0.148818j 0.0036299+0.0342573j -0.00606328+0.0112503j -0.00404006+0.0461173j -0.00681319-0.0128718j 0.000387934-0.0344475j -0.00345405-0.00582674j -0.0045055+0.00390902j 0.00639194-0.0272957j 0.0113994+0.0357503j 0.00879114-0.0071202j -0.000894469+0.00147291j 0.00375488+0.0172991j 0.00155874+0.00526835j -0.00656231-0.00297588j 0.00170602+0.0141792j -0.000173185-0.00574235j -0.000619002+0.0066116j 0.00437596+0.00580401j 0.000686288-3.98032e-05j 0.000726586-0.00216j 
0.00251254+0.00013073j -0.000968236+0.00292268j -0.000773667+0.0022025j -0.00151155-0.000979066j -0.000875868-0.0015784j -0.000683184-0.00215747j 0.00236624-0.00152002j -0.000193013+0.00586279j -0.00192334+0.00335724j -0.0024754+0.00368824j 8.99758e-05+0.00528486j -0.00384904+0.00196847j 0.00060891+0.00470417j 0.00515618-0.00013399j -0.0015605-0.00214403j -0.00460484+0.00586247j 0.000163454+0.00822322j 0.000370972-0.0016392j -0.00339301-0.00703119j -0.00572861+0.012249j -0.00272734-0.0118026j -0.000349272+0.0197063j -0.000632108-0.0147569j 0.00167869-0.00482068j -0.00290097+0.00891126j 0.00121519+0.0428334j 0.0105765-0.03823j 0.00717186-0.00885811j -0.00190609+0.0174794j 0.00553958+0.0176475j 0.00107619-0.0113947j -0.000942832+0.0597283j 0.0150747-0.0808166j 0.00654717+0.019623j 0.00543343-0.108234j -0.00580813-0.0695371j -0.000241531-0.0219493j 5.75313e-05-0.0314921j -0.00579674+0.0718012j 0.0110124-0.0148811j -0.00185815+0.00984339j 0.000722791+0.0335209j -0.00293693-0.010345j -0.00431405+0.0260632j 0.00316654-0.00443952j -0.0121384-0.0481544j -0.011143+0.00672373j -0.000481936-0.00727506j -0.00461508+0.00186555j -0.00460739+0.011932j 0.0061616+0.00499339j -0.000443182+0.000396351j 0.000480896-0.00641006j -0.000957657-0.0011033j -0.00225249+0.00324017j 0.00238493+0.00378385j 
