0.0560065-0.0754207j -0.0248358+0.0555509j -0.0033647-0.00327451j -0.0311931-0.096763j 0.00557259-0.0149203j 0.00815113-0.0373427j 0.0211589+0.0201719j -0.0544056+0.00217257j 0.023685+0.0469567j -0.0190657-0.0320897j -0.00682683-0.0200746j -0.017315+0.0191445j 0.00306953+0.0134137j -0.0037548-0.027185j -0.00597042+0.00972769j 0.00610664+0.0193452j 0.00648884+0.0118915j -0.0210649+0.00331359j 0.00351878-0.0162589j 0.0103688-0.00419069j 0.0033989-0.026345j 0.0100291+0.00532699j 0.00633358-0.0127141j 0.00879534-0.000979238j -0.00186326-0.0173417j 0.000756771+0.0157533j 0.0109436+0.00162107j 0.00338405+0.0175069j -0.0146966-0.00843069j 0.0206872-0.0121981j 0.0135273+0.00409657j 0.0257731+0.0186577j 0.00913775-0.0170871j -0.00204254+0.00776557j -0.0022731+0.0128296j -0.00657213-0.0228301j 0.00304494+0.011522j 0.0206425+0.00485522j 0.0170526-0.0052946j 0.00298607-0.00387036j -0.0218174-0.0148547j -0.00550673+0.0130337j -0.00278518-0.0119037j -0.0048625+0.0257673j -0.00271142-0.00842048j 0.0165345-0.00280913j 0.00493195-0.0148901j 0.000796473+0.00432395j -0.00820035+0.000801435j -0.00245193+0.00902065j 0.0167845-0.0155642j 0.00786161+0.0110425j 0.0166364+0.0132801j 0.000561688+0.0107416j -0.000507806-0.00116523j 0.00459729-0.00331476j -0.0153242+0.00467314j -0.00108861-0.000628843j -0.0205481+0.00454159j 0.00564553-0.000784417j 0.00604616-0.00316712j 0.0097873+0.0107772j 0.0137095+0.00230493j 0.00964527-0.038133j 0.0259171-0.0194055j -0.0174729+0.00186201j -0.00723216+0.0123259j 0.00393079+0.00438858j 0.00687025-0.00860466j 0.00113154-0.0255925j -0.0111345+0.00438806j -0.0157477+0.00633962j -0.00919608-0.00729761j 0.00298782+0.0101795j 0.0175478-0.00919756j 0.05458-0.0187517j 0.0310333-0.00076734j 0.0522106-0.00178242j 0.0221343+0.0154967j -0.0200914-0.0393262j 0.0028123-0.0825443j 0.0483105-0.00974336j -0.000304336+0.0884327j 0.0126246-0.00843942j 0.122024+0.051706j 0.00827073+0.0236853j 0.0266702-0.0386318j 0.0357099-0.0198414j 0.0348219-0.0753507j -0.101045-0.00247325j -0.0181103+0.0369646j 0.017994+0.0107591j -0.0176809+0.00766379j 0.0079387+0.039193j 0.147138-0.0707963j 0.0117805+0.0397712j -0.1384+0.131699j 
0.0523117-0.0361169j 0.081151+0.0280913j -0.0349518-0.0473911j -0.0684377+0.069633j -0.0214389-0.0424572j -0.0722013+0.0505627j -0.113088+0.0555504j -0.0270541+0.00807086j 0.00470487-0.0715713j -0.0378707+0.0535501j 0.0382552-0.03511j -0.0614207+0.0588177j 0.0172017+0.0203138j 0.0585422-0.0655593j 0.0348589-0.024771j -0.0288879-0.0550284j -0.00994397+0.00362981j -0.0408837+0.0623753j 0.0488839-0.0340115j 0.0204868-0.0460227j 0.0236174-0.0247957j 0.0622308-0.0149008j 0.0149716-0.009765j 0.0262133+0.00247436j -0.0132249-0.0287816j -0.0903311+0.0124546j -0.0912573+0.0169251j -0.037159+0.0595692j 0.0338016-0.038213j -0.0182669+0.0325489j -0.0256595+0.0426725j 0.0173969+0.0143163j -0.0113627+0.0823789j -0.0136526+0.0156993j -0.00771506+0.0537107j 0.00686231-0.0178131j -0.0493492-0.0576595j 0.0155559+0.0558996j -0.0796533+8.09043e-05j -0.0148278+0.0364655j 0.0262428+0.0110692j 0.0514944-0.0263088j -0.0274548+0.0510054j -0.0115319+0.0530089j 0.0826818-0.0800874j 0.00195+0.009642j 0.0767623-0.0552841j -0.00393625+0.00775095j 0.0138654-0.0307434j 0.0137636-0.0447497j 0.0557186-0.0349349j 0.00350324-0.051079j 0.0800773+0.0432525j 0.0495211-0.0413882j -0.0269911+0.0430921j -0.0325377+0.00198545j 0.0189695-0.0138452j -0.00152398-0.0259565j 0.0632518+0.0141045j 0.0815085+0.0212684j 0.0530009-0.0528487j -0.109826+0.0386602j 0.0332366-0.00629044j 0.00871343-0.0440946j 0.0630608+0.00687191j 0.0136946-0.0523431j 0.00213502-0.0519j -0.0228655-0.0195822j 0.0183533-0.00621732j 0.0102468+0.0241717j -0.035266-0.0521867j -0.017694-0.0291462j -0.00751095-0.0714939j 0.00922481-0.0196407j 0.00260585-0.0215753j 0.0392469-0.0304519j 0.0676281-0.0456912j -0.0151602-0.0135656j -0.00783339+0.0124014j 0.0443125+0.0108746j 0.0197314-0.0270859j -0.00449113-0.0160006j 0.00460952+0.00990988j -0.00702974-0.00959711j 0.0132571+0.00236329j -0.0206084-0.0335084j -0.000589291+0.0212682j -0.000833638+0.0126994j -0.0358334+0.0176629j -0.0179406+0.0120634j -0.0069587-0.0541786j 0.0286406+0.046856j 0.00180136+0.00105731j 0.0341866+0.00267982j -0.00185989-0.00226216j -0.0226911-0.0463387j -0.0194503+0.00337259j 
0.0101024-0.0433513j -0.0092947+0.00724966j 0.106889+0.000517486j 0.0344268-0.062006j -0.0642073+0.0682903j 0.0915489-0.00788245j 0.0335445+0.0104199j -0.0292798+0.0399175j -0.000170305+0.0275132j 0.0298723-0.0190581j 0.0135601-0.0235682j 0.00820195-0.00530564j 0.047333-0.0214202j -0.0285441-0.0453246j -0.0563119+0.0386819j 0.00573507+0.0310363j -0.0149223+0.0127935j 0.00321462-0.0207217j -0.0256106+0.00985273j 0.0161377+0.00189718j -0.0103007+0.0194933j 0.00215753-0.0164259j -0.022202-0.00987473j -0.0491113+0.0198736j -0.0205712+0.0224466j 0.00832368+0.00767536j -0.00498669+0.00414948j 0.0237675-0.039587j 0.0258899-0.0243148j 0.00756456-0.031207j 0.0447163-0.0350811j -0.0157285-0.0296321j 0.0069608-0.0919878j -0.0355359+0.00385959j 0.00821745-0.026357j 0.0240805-0.0188557j 0.015805+0.0455111j 0.0118915-0.021701j -0.00833543+0.0118085j -0.00172898-0.0439614j 0.0077344-0.0480881j -0.00559719+0.0623074j -0.0100013+0.0466899j -0.0652569+0.00467107j 0.0351266+0.00196331j -0.023692+0.012011j -0.0407159+0.0488235j -0.0201728+0.00506951j -0.00692818+0.0514892j 0.0339916+0.048872j 0.0187237+0.0905541j 0.0015311-0.00370418j -0.0126791-0.0405725j 0.0338547-0.00168017j -0.0270909+0.0141268j 0.0576303+0.0288231j -0.0486967+0.00285217j 0.0417021-0.00419359j -0.0384461+0.0156355j -0.0600314+0.0232398j 0.0163354-0.0157664j 0.0787947-0.0607569j 0.00889639-0.0486838j -0.0566657-0.00398945j -0.0437009-0.00344477j -0.00414048+0.0262725j -0.0100374-0.0240456j 0.038108+0.000666112j 0.0237628-0.0449307j -0.0214994+0.0106165j 0.0138166+0.0230311j 0.0257384+0.0339054j -0.00026918+0.0397305j 0.00666346+0.0521193j 0.0017197+0.0254451j -0.0514025+0.0202596j -0.0168819+0.0840624j 0.0360519+0.0504459j 0.00448275-0.0010107j -0.0326617-0.0527513j -0.0283778+0.021204j -0.0137414+0.0107689j 0.0301692-0.0284475j 0.0170525+0.00391371j 0.00604458+0.00803992j 0.0443447+0.0579312j -0.0100361-0.0107323j 0.00418356-0.0178105j -0.0246343-0.0172785j -7.24262e-06-0.0303597j 0.0159232+0.0566742j -0.00623137-0.0310307j 0.0563436+0.0380936j -0.0288952+0.000397735j 0.00972303+0.0121327j 0.0175127+0.0332478j -0.0194438+0.00469343j 
0.0769968+0.00892867j -0.0396134+0.0592179j -0.0392333-0.0418281j -0.0447577+0.0555117j 0.0331448+0.0201182j 0.0516169-0.0506498j 0.0555011+0.00263681j -0.00304051+0.034973j 0.028865+0.0199613j -0.0161961+0.0338401j 0.0468268-0.0278284j -0.000652254+0.0416952j 0.0027505-0.00529562j 0.023907-0.031367j -0.0208412+0.00512074j -0.0283376-0.0441445j 0.00854618+0.0143758j 0.0104262+0.00810171j -0.0248803+0.00707174j -0.0237346-0.0254773j 0.00445702+0.0153737j 0.000513662+0.00252422j -0.0243269+0.0290387j 0.0074624-0.0139431j -0.023962+0.0205477j -0.0121495+0.0298967j 0.00415555+0.00582652j 0.0220855+0.0199541j -0.0169907+0.000955967j 0.00755512+0.0023947j -0.00253832-0.0101952j 0.0501212-0.0435961j 0.0194176+0.0229513j -0.0147028+0.0302475j -0.0221318-0.0153095j -0.00790659+0.0288699j -0.0493475-0.0396191j 0.00835491+0.0417596j 0.00277707-0.0172261j 0.0120113-0.0052486j 0.00541055-0.00345381j 0.0371446+0.0359694j -0.0139333-0.0254105j -0.0164506-0.0434459j 0.0215365+0.0397725j 0.0126747-0.0381406j 0.0040376-0.0204535j 0.00657579-0.026353j -0.0189084+0.0433784j -0.0327399-0.0200508j 0.0107924+0.00686244j -0.0141308-0.00167613j 0.00886232-0.0137619j 0.00268515+0.000767905j -0.0373678+0.0568578j -0.0130871+0.00117352j 0.0226218+0.00917861j -0.0132878-0.0207032j -0.0413621+0.0404276j -0.0235804-0.0137293j -0.0226287-0.0496017j -0.0194587+0.0166629j -0.0427115+0.010091j 0.0210288-0.000718666j -0.0150527+0.0351378j 0.0341979+0.0216955j -0.0103533-0.0309896j 0.0243455+0.00300839j -0.0266993-0.00431827j -0.0268976+0.00313119j -0.0380024+0.0206951j 0.0247472+0.0183848j -0.0423278-0.00298853j 0.0366657+0.00257516j -0.0279347+0.0140635j 0.0501081+0.000109707j -0.0144176-0.0186058j -0.00152361-0.0165499j -0.0381589-0.000389082j 0.00918099+0.0237494j -0.0282906-0.0158659j -0.00724551+0.0465984j 0.0162708+0.0255251j 0.0109455-0.0185266j -0.00767924+0.0492419j -0.064566+0.0316236j 0.0263917-0.0331003j -0.0012111+0.0103811j -0.0185281-0.0247916j -0.0120632+0.02881j 0.0122865-0.0576761j -0.0568471+0.00943541j 0.00810988-0.0365324j 0.013483+0.0379138j -0.0445587-0.0372573j 0.0507371+0.00958882j -0.00771626-0.0340973j 
-0.06036-0.0144272j 0.0496372-0.0302557j 0.0311506+0.00382697j 0.00828274+0.0167267j 0.0389492+0.0128449j 0.0293518-0.0395252j 0.0401901-0.0264264j -0.0257851-0.00563824j -0.0582957+0.0351527j 0.0231711-0.029615j -0.040204-0.000864706j -0.0190515-0.0300754j -0.0129749+0.00578497j -0.022792+0.00633063j -0.0174236+0.000422607j 0.00367295+0.0134602j -0.0144452+0.00214967j 0.0146863-0.0235709j 0.00125212+0.0176148j 0.0148527+0.0246824j 0.0249052-0.00936522j -0.0548578+0.0328293j -0.0320642-0.0103599j -0.00525126-0.026189j 0.0216529-0.00178508j 0.0114057-0.000272751j 0.0251388-0.00238338j -0.00811622-0.0121196j -0.00323732-0.00546597j -0.0135028-0.0125588j 0.00106072+0.0301112j -0.0261117+0.0428399j 0.0356892-0.00228442j -0.00433818+0.0310746j -0.00555992-0.00476393j 0.0207218+0.0130384j 0.0238082-0.00133372j -0.0143705+4.90575e-05j -0.00921158+0.012656j 0.0121306-0.0451257j 0.0574277-0.000273331j -0.0403485+0.0480326j 0.02332+0.0333326j -0.0379807-0.0329183j -0.0253392+0.0363788j 0.0461663-0.00920616j 0.00582712+0.00706607j 0.0133229+0.0258827j -0.0620002-0.0201617j 0.0214356-0.00343595j -0.0494795+0.0314834j 0.0081964+0.00934314j 0.00259094-0.0226601j -0.0284952+0.00597688j -0.00520805-0.07308j 0.027541-0.0129214j 0.0325987-0.0106706j -7.59577e-05-0.0211219j -0.0395067+0.0166183j -0.00381919-0.00601215j -0.0052933+0.0108315j 0.0223007-0.0218409j 0.00235909-0.0386144j -0.0143638-0.0431165j -0.00334529-0.0314632j 0.000354399+0.0250844j -0.0270182+0.0117564j 0.0105848+0.0185154j -0.0189622+0.0219903j -0.00686546-0.0033321j -0.0378737+0.0483381j -0.0310321+0.0224454j 0.036628+0.00320324j -0.0265965+0.0380275j 0.000912246+0.012781j -0.00789799+0.0434863j 0.0338155+0.0249911j 0.0215607+0.0566126j 0.00207087-0.0107169j 0.000760408-0.0184214j 0.0237508+0.0197882j 0.00810968-0.00884164j 0.006786+0.0172122j -0.0119036-0.0366936j -0.027503-0.0132806j 0.0149228+0.0322599j 0.00596918+0.0273802j 0.0163894-0.0274315j -0.0108877-0.00786219j 0.0019678-0.023833j 0.0266203+0.0117095j -0.0266484-0.0200707j 0.0180227+0.0163946j -0.0185644-0.0132578j 0.0169733+0.0229682j -0.0387956-0.0180423j -0.00482731+0.0183907j 
0.060224-0.00378566j -0.057326+0.0584978j 0.0496729-0.0235384j 0.0482966-0.0501673j -0.0328851-0.0572991j -0.0304178+0.0105083j 0.0168537+0.0078439j 0.0136608-0.0206183j 0.037945-0.00380571j 0.0155484-0.0309065j -0.0326566-0.0273732j -0.0197937+0.0813859j -0.00367175-0.0236714j -0.0198248+0.00743375j -0.000964244+0.0209253j -0.00605632-0.0200626j -0.00585093-0.0098843j 0.0440339-0.00805339j -0.000691556+0.0201236j -0.00803711-0.0171849j -0.0213387-0.00243348j 0.0405812-0.015567j 0.00230555+0.00782712j -0.0165153+0.0341541j 0.00102255-0.0113388j 0.00786238-0.00884337j 0.0084636+0.0163415j 0.0469671-0.0189318j -0.0237749-0.0330011j 0.0318975+0.00500243j 0.000745895-0.0393407j -0.00695596-0.0536253j 0.00147374-0.0357088j -0.0226267-0.0142386j 0.0186264+0.0312419j -0.0317735-0.00722357j -0.00896198-0.00350226j 0.0349896-0.0334711j 0.0115295-0.00588674j -0.00201764+0.00194043j -0.08712+0.0120412j 0.0103119+0.0227956j 0.00936761+0.00341594j -0.0124756-0.0186129j 0.021635+0.0319568j -0.0285126+0.00578554j -0.0458403-0.0303753j -0.0103038+0.0131795j 0.034225-0.0132633j -0.0110647+0.00783997j 0.0236442-0.00404313j 0.017644+0.011583j -0.0207003-0.0380897j -0.00654799-0.0318001j -0.00957111+0.0134991j -0.0104546-0.0186194j -0.0316124+0.0441402j 0.0135338-0.00325537j 0.0247394-0.0098876j -0.0217712-0.0216242j -0.00345328-0.0219249j 0.00291592-0.0227195j 0.065525-0.00965769j -0.00963819+0.0501322j 0.00379041+0.0335527j 0.00496037-0.0688888j -0.00823594+0.012308j 0.015316-0.0538686j 0.00686082-0.0126568j 0.0195751+0.000650439j -0.00299396-0.0316592j -0.0246996-0.0152599j -0.004236+0.0233625j 0.020339+0.0181988j 0.0429861+0.0253027j 0.0132325-0.0319162j -0.0160603-0.0196956j -0.0164466+0.0051808j 0.020533-0.0234863j -0.0144331+0.0228549j 0.0251626-0.0153104j 0.0241811+0.0115952j -0.056146-0.00633064j 0.00408705+0.0129766j -0.00575123-0.0337331j 0.00629108+0.0211493j -0.0113324-0.0365128j 0.0104762+0.0234902j 0.000229844-0.00460674j 0.0439591-0.0114124j 0.0101571+0.0339354j 0.0398371-0.00935116j -0.00667226+0.0272536j -0.0242262+0.00568336j -0.00760135-0.00674076j 0.0346275+0.0402895j -0.0012782-0.00314972j 
-0.028333+0.0502202j -0.0656648-0.00285946j -0.0293976-0.00293219j -0.025774-0.0198489j 0.0281367-0.0526094j -0.0434681-0.012457j 0.0732034-0.0572295j 0.0403122-0.0407368j 0.0168255+0.0120424j 0.00726763-0.00774358j -0.0145701-0.00109244j 0.0235947+0.0229416j -0.0116035+0.00525947j 0.0191997+0.0290024j 0.0457377-0.0155412j -0.0294468-0.0102599j 0.00244209-0.00559923j 0.0655602-0.0290448j 0.000742379-0.0108203j -0.0360018-0.020277j 0.00228658-0.0131374j 0.00162777+0.0130319j 0.0243221+0.00707389j 0.0513663+0.0229841j -0.0347834+0.0040252j 0.00975728+0.0061494j 0.0553433-0.02073j 0.0106877+0.00780459j -0.026105-0.0230809j -0.00114097+0.0101977j -0.0193819+0.000366651j -0.0100917+0.0181234j 0.0151043+0.056159j 0.0120232-0.0151678j -0.0226804+0.0395226j 0.0134537-0.0120155j -0.0179932-0.0134445j -0.00923384-0.02796j 0.0219285-0.0250905j 0.0255353+0.0224496j -0.0188201-0.00245974j 0.00371809+0.000404637j -0.0118117+0.0134978j 0.0461426+0.0179301j -0.0341067+0.0162855j 0.0127291+0.00670147j 0.000648592-0.00916581j 0.0309424-0.0392199j -0.0432638-0.00384772j 0.0150091-0.0168063j -0.0125189+0.0225688j 0.000179391+0.0791505j -0.0238326-0.000656479j -0.0838154+0.0101146j 0.018362-0.0363095j -0.0174378+0.0211841j -0.0316019+0.0131863j 0.000131432-0.0307057j 0.0200679-0.0284256j -0.00252478-0.0314878j -0.0392184+0.0120253j 0.0386099-0.0118806j 0.0353926-0.0183486j 0.0153712-0.017504j -0.0111678+0.0545475j -0.000866865-0.00835786j 0.0323201+0.00977389j -0.0374131+0.0359907j 0.0282412+0.0508163j -0.0227323+0.0147099j 0.0066274-0.0663765j -0.00267582+0.0533379j -0.0179384+0.0127709j 0.0435352+0.0142979j 0.0174377-0.0089001j 0.033649+0.0243382j 0.0133427-0.064292j -0.00555591+0.0326645j 0.00135421+0.00711878j -0.00951818-0.0194574j -0.0476696-0.00077523j 0.0171266+0.00418439j 0.0379516+0.0275117j -0.0119313+0.028502j 0.0203486+0.000520443j -0.0236851-0.00816695j -0.00568332+0.0267271j 0.00144122+0.00774094j -0.0230046+0.0167328j -0.0459295-0.00687106j 0.0215025+0.0174738j -0.017767-0.0102131j -0.0391687-0.00755189j 0.00548273-0.0186192j -0.0138151+0.0098762j 0.0228694+0.00731415j 0.0248211-0.000710711j 
0.0148865-0.0354065j 0.0258673-0.0124394j 0.0132323+0.000461702j 0.0174868-0.0391633j 0.019084-0.0225741j 0.0397691-0.0485834j 0.00422458+0.0270578j 0.00551388+0.0465657j -0.0113751+0.0241083j -0.0235773-0.0303975j -0.0334015-0.0271964j 0.0287661-0.0244507j 0.023128-0.00318267j -0.0430492-0.00758841j -0.0250765+0.0247223j -0.00517216-0.01288j 0.0229863+0.000593475j 0.0280468+0.0122128j -0.0153349+0.0190035j -0.00156442+0.000299323j -0.0219047+0.0165864j -0.0161897+0.00760873j -0.0157569+0.000605457j -0.0141694-0.0115438j -0.0113774+0.0201311j -0.0040265+0.0164221j -0.0287953-0.00622639j 0.0127308+0.0107555j -0.0247373+0.0456786j -0.0192781+0.00692317j 0.013171+0.0220912j -0.000318462-0.0364589j 0.0204603-0.0275663j 0.00509565+0.0354886j 0.012874-0.0577868j -0.00732385+0.0113883j -0.0174852+0.0052071j 0.0328632+0.0322651j -0.0235077-0.0321579j -0.0281116-0.0129888j -0.00669025-0.0228522j 0.0350554+0.0413647j -0.0161901-0.0430286j -0.0358758-0.0616116j 0.0539123+0.0201696j -0.021493-0.0391059j -0.0411232+0.037943j -0.00289965+0.00955602j 0.0224265+0.0401039j 0.0104542+0.0106438j 0.0117921-0.00698662j -0.0131281+0.0580303j 0.0680969-0.0505185j -0.0137782-0.00220875j 0.0450165-0.00174361j -0.00529014+0.000151154j 0.0363067+0.010221j -0.0178289-0.00585845j -0.0663389+0.00848495j -0.012086-0.0114794j -0.00290795-0.0373005j 0.0336885+0.0328479j -0.0363029+0.000826337j 0.0679102+0.0238578j -0.0457229+0.0213871j 0.00254827+0.00574047j -0.0240428-0.0442202j 0.0271413+0.0334267j 0.000225992-0.020665j 0.0162687+0.00933736j -0.000327292+0.00901174j 0.0222982-0.0182814j 0.00508529-0.013975j -0.00270443+0.0184006j 0.0229322+0.010427j -0.0179931-0.00191726j -0.0042604+0.0251791j 0.0310868+0.0205766j 0.0147964+0.00245468j -0.00693475+0.0309107j 0.0290007-0.00946208j -0.00375808-0.0184808j -0.0258114-0.00575806j 0.00239192-0.00209951j 0.00336813-0.0103754j 0.0176136+0.00812204j -0.0016882-0.00699608j 0.00175816+0.028342j 0.00603121-0.0052028j 0.0201034-0.0332704j 0.0015728+0.038648j 0.011946-0.00278685j 0.00956128+0.0135385j -0.0103979+0.00820092j 0.0142037+0.0056642j -0.00360486+0.0128342j -0.0110841+0.00501039j 
0.00556296-0.0489846j 0.0284511+0.00419325j 0.0442927+0.041879j 0.0208026-0.0364774j 0.000895602+0.0212367j -0.0161984-0.0157894j 0.0391753-0.00358917j 0.0146627+0.0272646j -0.0551246-0.0145197j 0.0362815+0.0419342j 0.0187861+0.018511j -0.0188302-0.0104612j -0.0175844-0.0147889j 0.0267303+0.0157576j -0.00125429-0.000867284j 0.0141546-0.00337523j 0.01246+0.0141874j -0.0120112-0.026664j -0.000889509-0.0281574j 0.00551605+0.0235154j 0.0373929-0.0169698j 0.0141758+0.0134465j 0.00138114-0.00149755j -0.00508555-0.00142327j 0.037076-0.00246284j 0.0132007+0.0090263j -0.0129088-0.0139887j -0.000699182+0.0192507j -0.0175841-0.0314986j -0.000618096-0.0115969j -0.00621294-0.00258591j -0.00717863+0.0356712j -0.0147705+0.0293055j -0.00193829+0.0140938j 0.00374818+0.00740916j 0.00952141+0.0051983j 0.0329678-0.002147j 0.017818-0.0163705j 0.0321897+0.0161467j -0.0120468+0.0355244j -0.0040718-0.0144614j -0.0137285-0.018527j 0.00312502+0.0522701j -0.0216483+0.0250089j -0.0723789-0.0127272j 0.00253267+0.00897419j 0.063541-0.0264077j -0.0309262-0.00577831j 0.00537189-0.0179411j -0.0408793-2.51384e-05j 0.0191215-0.0143271j 0.0583226+0.015949j -0.0333863+0.0251874j 0.00240049-0.00430325j -0.00154299-0.00574897j 0.0259926+0.0310311j -0.0367215-0.00348465j -0.00691513-0.00710512j 0.0253414-0.0107379j 0.023837+0.0450984j -0.0396083+0.0557694j -0.0296113-0.0586078j -0.0016854+0.0199978j -0.0131601-0.0318992j 0.00604373-0.0428385j 0.0573995-0.0227212j -0.00633971+0.0231943j -0.0137749+0.00503645j -0.0228497+0.0220949j 0.027835+0.048569j -0.0264314-0.0102826j 0.024299-0.0203917j -0.00860857+0.00957752j -0.000607905+0.0025124j -0.022089+0.025584j -0.0122229-0.00401219j -0.0381155+0.0111143j 0.0128722-0.0446871j -0.0205337+0.0184834j 0.0055165-0.00952248j 0.0166236+0.0347261j 0.0217618+0.0223311j -0.0178752+0.0216595j 0.00303383-0.0381357j -0.00955326+0.0184635j -0.00113132-0.00606461j 0.000537928+0.0151603j 0.00711816-0.0487091j -0.00619125-0.0311066j 0.015786-0.021691j 0.0118399+0.0215578j 0.00365599+0.00158091j -0.00861986+0.0128338j -0.00860774-0.00621881j 0.0119819+0.0194842j -0.000634304+0.00462254j -0.0191323-0.0005166j 
-0.084675-0.0149562j 0.079413-0.121725j -0.0246044+0.0345503j -0.094708+0.0326205j -0.0623223+0.053444j -0.063049+0.0734031j -0.112966-0.00863266j -0.0887577+0.0336722j 0.00706108+0.032696j -0.0331398+0.00430497j 0.00280661-0.0234852j -0.0244188-0.0344596j 0.0269844+0.00647202j 0.0323076+0.0326773j -0.0177753-0.0303608j 0.0381868+0.0271786j 0.00454193+0.0652472j -0.06055+0.0549106j 0.0311166-0.0213959j 0.0240276+0.0384076j 0.0264794+0.00377085j -0.0074855+0.0244879j -0.0237772-0.0303996j -0.0325921-0.00831336j 0.0112367+0.0187481j -0.0112502-0.00280234j -0.0193862+0.021014j -0.0112055+0.00258061j 0.0770884-0.0163754j -0.0760138+0.0199722j -0.0382167+0.0125764j -0.0590651+0.0164648j -0.034104-0.0178168j 0.020885-0.0184263j 0.00921783-0.0228833j -0.00212728+0.0498959j 0.0429845+0.0345436j -0.0947695+0.0194257j -0.0350372+0.0461843j -0.058156-0.00306766j 0.0911832-0.0352614j -0.0026729+0.00526105j -0.0445507-0.0341563j -0.068544+0.0277899j 0.0710183-0.107684j -0.0136657+0.0351931j -0.0281732+0.0437127j 0.00251596-0.0319431j 0.0437903+0.00386944j 0.0289826-0.00423018j -0.0677341+0.0434603j 0.00993659-0.0109361j 0.018009+0.0019527j -0.00925419-0.0260339j 0.0774839-0.00625243j -0.00426825-0.0416789j 0.0159082-0.00154845j 0.0175572+0.0130424j 0.0202468+0.00180331j 0.0452011-0.0151061j -0.00428363+0.0191761j -0.00905952-0.00174075j 0.0285231-0.0356695j -0.0119818-0.0452799j 0.00432163-0.0280603j -0.0244448+0.0225768j -0.000992491+0.0231631j -0.015836+0.0219095j 0.069395-0.0149749j -0.01956-0.0192129j 0.00334254+0.0450193j 0.00812347-0.0125845j 0.0226513-0.0118779j -0.0187736-0.00643565j 0.013581-0.0506039j -0.0289751+0.0102827j 0.0211635+0.0406187j -0.0058852+0.0495484j 0.0146114+0.0305809j 0.0124949-0.0149151j -0.0402242-0.0184264j -0.0445294-0.0320499j 0.0229263-0.0640979j -0.037673-0.00305315j 0.00409856-0.0539025j -0.00547446-0.0546927j -0.0185669-0.00899031j -0.020071+0.0756901j -0.0132878+0.00955749j -0.0544197+0.00040227j 0.00970017+0.0326487j 0.0289178+0.0541938j 0.00552937-0.0158639j -0.00924253-0.020316j 0.00887102-0.0155355j -0.0360438-0.018001j 0.0335245+0.00283131j 
-0.026012-0.0133483j -0.0129235+0.00572845j 0.0400159+0.0188096j 0.0250555-0.0187145j -0.0692244+0.112358j 0.048209+0.0234968j -0.00539882+0.0558117j 0.0488882-0.0219937j -0.0118845-0.0330312j 0.0277281+0.0338869j 0.0423647+0.0554292j -0.0144921-0.0627341j -0.00578014-0.0132891j 0.018937-0.0393661j 0.0130696+0.0127724j 0.00812351+0.0298233j -0.0110426+0.00456149j -0.0393908+0.0108112j -0.000422367-0.0226171j -0.0247087+0.0130361j -0.0112152+0.0119716j 0.0324039-0.0392158j -0.00330428-0.00517071j -0.0150627+0.0222163j 0.0122651+0.00939557j -0.00562647-0.0496085j -0.0154587+0.0311481j -0.0159539-0.0277563j 0.0350051+0.0985378j 0.0304768-0.0227656j 0.0173074-0.0300919j 0.0430478+0.0680624j -0.0623406-0.0416235j 0.00694509-0.0345916j 0.0101881-0.0244788j 0.0367512+0.0132442j -0.00596671+0.0324597j 0.0111943-0.0169657j 0.0441508-0.0117224j 0.0267737+0.00107125j -0.0261102+0.0466235j 0.0142431-0.0986485j -0.0681964-0.044633j -0.00714444+0.0742041j -0.0502087-0.0663383j -0.0137344+0.0593613j 0.0441438+0.0653412j 0.00198701+0.0215881j 0.0234624-0.0218474j -0.0193659+0.0416397j -0.00420306-0.041622j -0.000811745-0.085048j -0.0498861+0.029013j 0.0121021+0.00338282j -0.0106636-0.00842159j -0.0636599+0.00379691j -0.00171118-0.0383583j 0.000457568+0.0316421j -0.0469614-0.00612812j -0.00113747+0.025004j 0.0424774+0.0391275j 0.0321612-0.028522j 0.049439+0.0307771j -0.00109125-0.00927969j -0.0496488-0.0376935j -0.0303165-0.0077253j -0.0246126+0.0159658j -0.0459436+0.0835232j 0.0203214+0.00139567j 0.0224295-0.000827819j -0.00613893+0.0385919j -0.0593173-0.0297059j 0.0218113-0.0657209j -0.00992516-0.0413419j -0.0251802+0.0094931j -0.0201333-0.0172518j -0.0321077+0.0318847j 0.0361379-0.0519953j -0.032477-0.006198j 0.03892-0.040776j 0.000333626-0.00770231j -0.00101511-0.0155062j 0.000856254+0.00204769j -0.00415889+0.00184813j 0.0210517+0.0316895j 0.0137478+0.00204435j 0.0155674-0.0248852j 0.0103373-0.0414615j 0.0177907+0.0344093j 0.00465599+0.0247019j -0.0414608-0.0191715j 0.0195728+0.00709955j 0.000621685-0.0113804j 0.0238949-0.037579j 0.0101631+0.0290549j -0.0189563-0.00821045j 0.00103773+0.0249541j 
