0.0560065-0.0754207j -0.0248358+0.0555509j -0.0033647-0.00327451j -0.0311931-0.096763j 0.00557259-0.0149203j 0.00815113-0.0373427j 0.0211589+0.0201719j -0.0544056+0.00217257j 0.023685+0.0469567j -0.0190657-0.0320897j -0.00682683-0.0200746j -0.017315+0.0191445j 0.00306953+0.0134137j -0.0037548-0.027185j -0.00597042+0.00972769j 0.00610664+0.0193452j 0.00648884+0.0118915j -0.0210649+0.00331359j 0.00351878-0.0162589j 0.0103688-0.00419069j 0.0033989-0.026345j 0.0100291+0.00532699j 0.00633358-0.0127141j 0.00879534-0.000979238j -0.00186326-0.0173417j 0.000756771+0.0157533j 0.0109436+0.00162107j 0.00338405+0.0175069j -0.0146966-0.00843069j 0.0206872-0.0121981j 0.0135273+0.00409657j 0.0257731+0.0186577j 0.00913775-0.0170871j -0.00204254+0.00776557j -0.0022731+0.0128296j -0.00657213-0.0228301j 0.00304494+0.011522j 0.0206425+0.00485522j 0.0170526-0.0052946j 0.00298607-0.00387036j -0.0218174-0.0148547j -0.00550673+0.0130337j -0.00278518-0.0119037j -0.0048625+0.0257673j -0.00271142-0.00842048j 0.0165345-0.00280913j 0.00493195-0.0148901j 0.000796473+0.00432395j -0.00820035+0.000801435j -0.00245193+0.00902065j 0.0167845-0.0155642j 0.00786161+0.0110425j 0.0166364+0.0132801j 0.000561688+0.0107416j -0.000507806-0.00116523j 0.00459729-0.00331476j -0.0153242+0.00467314j -0.00108861-0.000628843j -0.0205481+0.00454159j 0.00564553-0.000784417j 0.00604616-0.00316712j 0.0097873+0.0107772j 0.0137095+0.00230493j 0.00964527-0.038133j 0.0259171-0.0194055j -0.0174729+0.00186201j -0.00723216+0.0123259j 0.00393079+0.00438858j 0.00687025-0.00860466j 0.00113154-0.0255925j -0.0111345+0.00438806j -0.0157477+0.00633962j -0.00919608-0.00729761j 0.00298782+0.0101795j 0.0175478-0.00919756j 0.05458-0.0187517j 0.0310333-0.00076734j 0.0522106-0.00178242j 0.0221343+0.0154967j -0.0200914-0.0393262j 0.0028123-0.0825443j 0.0483105-0.00974336j -0.000304336+0.0884327j 0.0126246-0.00843942j 0.122024+0.051706j 0.00827073+0.0236853j 0.0266702-0.0386318j 0.0357099-0.0198414j 0.0348219-0.0753507j -0.101045-0.00247325j -0.0181103+0.0369646j 0.017994+0.0107591j -0.0176809+0.00766379j 0.0079387+0.039193j 0.147138-0.0707963j 0.0117805+0.0397712j -0.1384+0.131699j 
0.00682858-0.0341065j 0.0125163+0.0301727j 0.0281042-0.0323159j -0.062148+0.0161403j -0.0388778+0.0500943j 0.0160152-0.00549049j -0.0221734-0.0208388j 0.000999677+0.043697j 0.0449031-0.0649163j 0.0200173-0.0113097j -0.0237745-0.0382035j -0.0537382+0.0523323j 0.00298961-0.0393787j 0.0248045-0.0343029j 0.0162937+0.0335101j -0.00427748-0.0628276j -0.0276946-0.0044047j -0.0435142+0.0635411j 0.00146119+0.00120993j -0.0164336+0.0134478j -0.00702793+0.000209547j -0.0114442+0.0269091j 0.0277629-0.00770023j -0.0662259+0.0535657j -0.0125676+0.0123113j -0.0761768+0.0110789j 0.0223758-0.0279836j -0.0350255-0.0630792j 0.170272-0.143808j 0.0756392-0.0339796j 0.101311-0.0552711j -0.0686353+0.0672661j 0.0970662-0.0401366j -0.0354935+0.00999696j -0.0166798-0.00924749j -0.14239+0.0289041j -0.121566+0.110266j 0.130732+0.0249005j 0.126601-0.0280479j -0.0148752-0.00587754j 0.043917+0.0825548j -0.0201735-0.00963808j 0.0449494-0.0306631j 0.0188881+0.00608694j -0.0837496+0.0350454j 0.0451759-0.0198248j -0.0108146+0.0174612j -0.0187995+0.0378603j 0.0240739+0.040627j 0.132178+0.00995474j -0.0360496+0.116905j -0.0538962+0.0296281j 0.0084225-0.0608988j -0.018826+0.000234586j -0.0260673+0.0294786j -0.0876681+0.00688412j 0.119062-0.00110333j -0.0479668+0.022753j -0.0216604-0.0272734j 0.0314027+0.0223833j -0.0270801-0.0428659j -0.0928152+0.0071102j -0.0683303+0.0590443j 0.0658571+0.0208239j -0.0462561+0.058513j 0.0216334-0.0215409j -0.0485771-0.0381239j 0.0554092+0.0680309j 0.016846+0.0377401j 0.0187716+0.0398037j 0.0715743-0.0533209j 0.0241776-0.00341134j 0.0137889-0.128959j 0.0431551-0.0824669j -0.0129025+0.0322015j -0.00511691+0.0284113j -0.0727486+0.0629371j 0.00085062-0.0643697j 0.104516+0.0623381j 0.108145+0.0561577j 0.00566127+0.0379617j -0.0263137+0.0629218j -0.0953193+0.0426839j 0.0212119+0.0337215j 0.0217743+0.030602j -0.0310279+0.0281124j -0.034415-0.0202387j 0.0172593-0.0333218j 0.0922638-0.0540391j -0.0772206-0.0532819j 0.00687487+0.0342502j 0.0254509+0.00473598j 0.0924927+0.0859483j -0.0299065+0.00701748j 0.0137654+0.0148426j 0.0303916+0.0646603j 0.0338514+0.0120862j 
0.0263658-0.0156666j -0.00907191+0.0245824j 0.070992-0.0142143j -0.0402459+0.0304538j -0.0218822+0.0543741j 0.0332976+0.0306188j -0.0268054+0.0222009j 0.000854544+0.0336337j 0.0467374-0.0711601j 0.021002-0.000955251j -0.0289211+0.049261j -0.073046+0.0153676j -0.0164348+0.025821j 0.0344472+0.0241047j 0.0403056-0.00150034j 0.00341803-0.021329j -0.0600855+0.0163412j -0.0574107+0.0427016j -0.0239741+0.0224895j 0.0731076+0.0139702j 0.0689983+0.0353774j -0.0483345+0.0268871j 0.00833172+0.0126143j -0.103647+0.0263806j 0.0456645-0.0359112j -0.0762429+0.0165031j 0.0408211-0.0326077j -0.0626376+0.0354528j 0.103376-0.125308j 0.0229943-0.100871j 0.054888+0.00589708j -0.203256+0.0609352j 0.159936-0.12305j -0.190968+0.0829069j 0.0871177+0.0434355j 0.0986231-0.0319577j -0.0778773+0.0255266j 0.00342893+0.00226737j 0.0232828-0.0672534j 0.0614436-0.0323947j 0.0264112+0.0550627j -0.0178848+0.0627388j -0.0421143+0.0149154j 0.0200356-0.00383504j -0.110528+0.0649766j -0.0859332+0.115886j -0.0149585+0.0158755j -0.0277866+0.0215133j -0.0721894+0.0114163j 0.0613478+0.0127943j 0.084185-0.0399715j 0.0297714+0.0168863j -0.0282651+0.0578367j 0.0301915+0.0523852j 0.145429-0.0491084j -0.067345-0.0427664j -0.0078984-0.0269463j -0.0203412-0.126266j -0.10763+0.0192992j -0.0584822+0.00163297j 0.0757648-0.0341965j 0.0373002+0.0592048j 0.0121363+0.0545635j -0.0440099+0.0522278j -0.0218548-0.0819649j 0.0229915+0.00950392j -0.0508683-0.059728j -0.0375279+0.0370828j 0.00337961-0.109027j -0.0113514+0.0743492j -0.0709811+0.0333367j -0.0300021-0.00385329j -0.0109821+0.0277181j -0.0471571+0.00150179j 0.0462991+0.0539516j 0.149081+0.0408549j -0.033241-0.0677594j 0.0276139+0.00142633j -0.0160416-0.0809333j -0.0327248-0.129712j 0.0368624-0.0548014j 0.048582-0.0583453j 0.114937+0.0147217j 0.0163868-0.0406747j 0.0365228+0.00815327j -0.020445+0.00904042j -0.0219104-0.0653374j -0.00606991-0.0217411j -0.106852-0.0267421j 0.029174+0.100357j 0.0741262+0.0252443j 0.0368227+0.0193443j -0.0168927-0.009531j 0.0522864-0.0258034j -0.0208296-0.0293322j -0.0280688-0.00442098j 0.0444763+0.057553j 
0.0443058+0.0100269j -0.0219751+0.0205326j -0.0029754-0.00725933j 0.0112059+0.00874624j -0.0407924+0.00663992j -0.0431981+0.0675641j -0.0256066+0.011408j 0.00671098+0.011449j 0.0658834-0.00725463j -0.0390494+0.00315787j 0.0100174+0.00637862j 0.0318299-0.00732035j 0.0242944-0.0544133j -0.0788455+0.0150964j 0.00369929+0.00720319j 0.00596004+0.033022j 0.0283839+0.0161337j -0.0129884+0.0552094j -0.0240998+0.0645844j -0.0216729+0.0257493j -0.0186363+0.0299534j -0.0501293-0.0495969j -0.0497614+0.0197203j -0.0534324-0.00980252j 0.0134834+0.025626j -0.0136985-0.0382924j 0.000225724+0.0407371j -0.0403362+0.00355417j 0.0959047+0.0238602j 0.0628328-0.0207947j 0.0576866+0.00158549j -0.0239052-0.01637j 0.000908965-0.0568551j 0.0272191+0.0308273j 0.0845962+0.0154098j -0.0291602-0.00595248j 0.0302707+0.0460297j 0.0778369+0.0632188j -0.00279131+0.0266242j -0.0862793-0.0320724j -0.00892984-0.0347039j -0.0893387+0.0102292j 0.0265146-0.0103346j -0.0100917-0.0146811j 0.0559675-0.0190401j 0.105773+0.0468432j -0.0283478-0.019259j 0.0354536+0.007434j -0.0076407+0.00673216j -0.0772417+0.00921352j 0.0106374-0.0162396j -0.0189207-0.0237168j 0.0135327+0.011813j -0.0434599+0.0228516j -0.0589507+0.00195672j -0.0626673-0.0835482j -0.117798-0.0184635j 0.0277945+0.113694j 0.0296709-0.0266404j 0.0448752+0.0412161j -0.0428615-0.0226188j -0.0661533-0.0463869j -0.0456108+0.0466863j 0.017957-0.0792403j -0.0456952+0.00150589j 0.0564366-0.141739j -0.0408721+0.0292912j 0.142057+0.0422752j 0.0682451-0.0716223j 0.132906+0.103781j 0.0337176+0.0256862j -0.117625-0.0362107j 0.128056-0.00405829j -0.0879064-0.042755j -0.00155732-0.0307536j 0.0427736-0.0465295j -0.0935017+0.0690347j 0.0200947-0.00495241j 0.00449716+0.00997123j -0.0874529+0.0475586j 0.0550636-0.0604294j -0.00478953-0.132241j -0.0320638-0.067741j 0.0319904+0.0793345j 0.13199-0.00254468j -0.00723407+0.0138689j -0.0287003-0.113444j -0.0407774-0.0683466j -0.0232818-0.059049j 0.0256998+0.0485874j 0.0400058+0.0295117j 0.0275717+0.00741796j 0.0260364-0.0278432j 0.0536834+0.0152437j -0.0321979+0.00426903j -0.0246236-0.00592111j 0.0215927+0.0239327j 
-0.0147978+0.0176052j 0.00335128-0.00065777j -0.0274232+0.0168664j -0.0134122+0.0426618j 0.0420443-0.00969233j 0.0747612-0.0543073j 0.00030096-0.0243735j -0.0524599+0.00576116j 0.013717+0.000739673j 0.0228147+0.0113906j -0.012764+0.00950364j -0.0280153-0.0340617j 0.0332273+0.0370635j 0.0451597-0.00737747j -0.0105501-0.061388j -0.0103157+0.036063j -0.0224234+0.0541813j -0.0282233-0.0119728j 0.0671397+0.02719j -0.0166046+0.0053514j 0.054525-0.0345619j 0.0103153+0.0626637j -0.0572144-0.0381348j -0.0168834-0.0410677j -0.0115694-0.0147806j 0.0454539+0.0340408j 0.0298889-0.0101454j -0.0118814+0.0336347j -0.0243458+0.0412328j -0.025627-0.0116317j -0.0275542+0.0430034j -0.0360786+0.0790131j 0.0109617+0.122203j -0.068395+0.0839506j 0.0287363-0.0176667j 0.01274-0.0230619j 0.030883-0.0942955j 0.0486751+0.0348671j -0.0473654-0.0700457j 0.106641+0.0482407j -0.0688079+0.143695j 0.0695167-0.0526165j -0.0247364-0.0180013j -0.0498997+0.00947955j -0.00440779+0.0307654j 0.0324737+0.0390654j 0.0752934+0.0330271j -0.056385+0.0267595j -0.0359519-0.0170777j -0.0290639-0.0644552j 0.0136182+0.0140461j -0.00100243+0.0302876j -0.00443733+0.0227791j 0.0026613-0.0163648j -0.0378836+0.103169j -0.000492702-0.0371411j 0.0568996-0.0160709j -0.0138991-0.0357389j 0.122095+0.0167773j 0.045645-0.00738126j -0.0117587-0.0208209j 0.0339295-0.0192808j 0.0552259+0.0500564j -0.0526806-0.0737975j -0.0216512-0.0600305j -0.0389694-0.0543052j -0.00338208+0.1036j -0.116562-0.0128526j 0.00857125+0.00955929j 0.032565-0.022355j -0.0275281-0.0401239j -0.0820569+0.0243533j -0.136529-0.0338457j -0.016502-0.083624j -0.125425-0.0360137j -0.0159322-0.0245235j -0.0949025-0.039335j 0.100925-0.0123104j -0.0988876-0.0197129j -0.0890826+0.0111133j 0.00582798+0.017317j 0.120932+0.0283769j -0.091401+0.0139614j 0.0141341+0.0543432j 0.0315672+0.0171407j 0.0713139+0.0757341j 0.0396695-0.018157j -0.0159983-0.0672511j -6.31792e-05-0.0999252j -0.0443117+0.0428614j 0.0213325+0.0540099j -0.0407056-0.0451046j -0.0349496+0.0192075j 0.0345251-0.0102842j 0.0439312-0.00853127j -0.0243552+0.0333353j 0.0643283+0.069745j 
-0.00233284-0.0014017j -0.00871037+0.0139491j -0.00386903-0.0280437j 0.0109463-0.0455814j -0.0762198+0.0230886j 0.02524-0.01133j -0.0630811+0.031896j -0.0301089-0.00946327j 0.00974403+0.00989959j -0.0114465+0.032348j 0.0108636-0.00504959j 0.019995+0.0173355j -0.0064831+0.0397875j -0.0220004+0.0309313j 0.000830105+0.00216475j -0.0297422-0.0794172j 0.0528936+0.0399764j 0.0400467-0.0366302j -0.0129137+0.0116443j -0.00822187+0.00377021j 0.0361061+0.0281149j 0.0252853-0.0230403j 0.0218733+0.0207009j -0.00632901-0.0177732j 0.0138211-0.0254405j -0.0865824+0.0183632j -0.106695+0.00526483j -0.0758328+0.045621j -0.0250157-0.0950682j -0.0407856+0.0276299j -0.00320114-0.026733j -0.0459426-0.0242595j 0.0315894+0.00707199j -0.0749106-0.0220276j -0.0948755-0.0581567j 0.00214509+0.0113624j -0.0556877-0.0320996j -0.0845805-0.0614092j -0.00695757-0.00850753j 0.0652401-0.0645523j 0.118802-0.0413249j 0.0555878-0.00620673j -0.00200244+0.0634946j 0.0731701-0.0254896j -0.0254545+0.04357j -0.0764221-0.0142538j 0.0207141+0.021321j 0.0299839-0.00205686j 0.0586872+0.0365451j 0.021117-0.025332j 0.00819218-0.0500211j 0.0191072-0.00619527j 0.0417213+0.0448177j -0.0272756-0.00339694j 0.0766914-0.072243j 0.0515835+0.0688062j 0.0197632+0.0427706j -0.0153489+0.0222961j 0.0314129-0.00923434j -0.0959065-0.0427285j -0.0310393-0.040319j 0.0107856-0.118054j 0.0364681+0.0691687j 0.0337085-0.00783258j 0.0633864-0.0375951j 0.0279982-0.0218179j -0.00340565+0.01429j 0.0103871+0.0323035j 0.12184-0.00137976j 0.049258+0.0085027j 0.100464-0.00397232j 0.0722871+0.127162j -0.0146417+0.0268105j -0.0907841-0.0214189j -0.0228545+0.0510765j 0.105604+0.0829374j 0.112219-0.0231505j 0.0250371+0.0227091j 0.0912232-0.0276003j 0.0428509+0.0582351j -0.0215724-0.0735063j 0.0557488+0.0429715j 0.0571356-0.0660742j -0.0446206+0.0340647j 0.0711847+0.0370865j 0.0205855+0.0343628j -0.0252039-0.00296139j 0.0742877+0.0936178j 0.0961097+0.000247522j -0.0828841+0.0148882j -0.0956431+0.0170626j -0.0164224-0.0658091j 0.107146+0.0177803j -0.0487414-0.0235477j 0.0400507-0.0179942j 0.0606066+0.035549j 0.0035254+0.0102562j 
0.00832654-0.00627514j 0.010533-0.00966675j -0.009013-0.0447202j -0.014649+0.00369891j -0.0174457+0.0101777j -0.011468-0.0418397j -0.0116803-0.0229813j -0.00761285-0.0314557j 0.0311499-0.015165j 0.035229+0.0272386j -0.0108217-0.0155377j 0.0181045-0.0566244j -0.0124643+0.000584953j 0.00280712-0.0203754j -0.0338371-0.0463j 0.000118968+0.0173273j -0.0296022-0.0163912j -0.0118908-0.0565406j 0.00370045-0.034494j 0.0187872+0.0462373j -0.00500286+0.0150203j -0.000266288+0.0423787j 0.0623605-0.0195395j 0.0121078-0.0472181j -0.0053727+0.0309388j -0.0771109+0.0426482j 0.00498376-0.067095j -0.00619012+0.0112178j 0.0354207-0.0628148j -0.0189073-0.0166955j -0.0125605-0.0182351j -0.0218416+0.0441984j -0.00688272+0.0471755j -0.0018115+0.0216398j 0.0506198+0.0244618j -0.0553361-0.0445443j 0.0800445+0.030233j 0.0757589+0.0196883j 0.158634-0.0573818j 0.0931639+0.145324j -0.0918091+0.00141929j -0.035323-0.111985j 0.0451263-0.168034j -0.0702155+0.0197717j 0.0997473+0.0754417j 0.0222645+0.0412254j -0.00736382-0.0258499j 0.0101987+0.0749173j 0.0502909-0.0777709j -0.0438907+0.0484384j -0.0630758-0.0347115j -0.00742931+0.093541j -0.0129357+0.0375319j -0.0761136+0.00679945j -0.0214963+0.0827317j 0.00371556-0.14352j 0.0748205+0.00765805j -0.0564856-0.0146735j 0.0144311+0.0523659j 0.0426863-0.057996j 0.0697035+0.025111j -0.0462033+0.150534j 0.000184206-0.0806987j -0.00301529+0.05423j 0.0548891+0.0137826j -0.0251466+0.0446264j -0.0153641+0.0668868j 0.011963-0.0961522j -0.109504-0.020505j -0.0425854-0.0943964j -0.0423885+0.0928052j -0.0875972-0.0476591j -0.00405-0.0123701j 0.0408025-0.00998468j 0.0740714+0.000395085j 0.0485171-0.0105699j -0.0148958-0.0727535j -0.0140798-0.0983162j 0.105796-0.00405246j 0.0892306-0.00384433j 0.088549-0.0510329j 0.0344298+0.0055292j -0.0958885+0.0678857j -0.00561581-0.0669877j -0.0113508-0.100632j 0.00266927+0.0418392j 0.0122313-0.125845j 0.0235352+0.0346284j 0.0557307-0.025149j 0.0253401-0.041319j -0.0253134-0.0510823j 0.0332772-0.0100157j 0.011828+0.00525084j -0.0311891+0.000860745j 0.018924-0.0612947j -0.00180306+0.011881j -0.0184968+0.018161j 
-0.024195-0.00432241j 0.00161258-0.00519137j 0.0155051+2.85272e-05j 0.0118689-0.0237741j 0.00576088-0.0112391j -0.050464+0.0601324j -0.00631968-0.00281264j 0.028556-0.0189014j -0.0229045-0.0114544j -0.029346-0.0176277j 0.041045+0.0359461j 0.0376884+0.0219645j -0.0306222-0.057887j 0.035035-0.0139135j 0.0479531+0.00736438j -0.0724666+0.0168245j -0.00415207+0.00150021j -0.0126995-0.0229559j -0.0035539+0.0222704j -0.0169409+0.0206713j -0.0129033+0.0191832j 0.059904+0.0499372j 0.0019367-0.0247205j 0.059841+0.0605585j 0.0149746+0.0221504j -0.0195594+0.0252186j 0.043509+0.0241262j -0.0329618-0.0456347j -0.0726087-0.0735036j 0.0664162+0.0515866j -0.00662407+0.0240968j 0.0200936+0.0539048j -0.00374762+0.0223756j 0.0336917-0.0670691j -0.122069+0.0842776j -0.0127457+0.0286142j -0.0486874+0.101024j -0.0754471+0.0235416j -0.0350911+0.0139621j 0.0432253-0.0664105j 0.0281042+0.043452j 0.0106838-0.0750621j 0.0435336-0.0417226j 0.0658215+0.0399149j 0.0622262-0.00747094j -0.0273901-0.0792618j -0.0629061-0.0145643j -0.0659231+0.00870375j 0.0784559+0.0602103j 0.112697+0.0677803j -0.0336229+0.0279523j -0.00224094+0.0232531j 0.0798743-0.0285805j -0.0341457-0.0166168j -0.0262271-0.063394j -0.0533016-0.00797979j 0.030804-0.00698112j -0.00453916+0.0126335j 0.0228773-0.0230587j -0.03183-0.0724726j 0.074936-0.0467346j 0.0689151+0.0603053j 0.0123292+0.0038973j -0.0353477+0.087251j -0.0245127+0.0700726j 0.00860171-0.00297279j -0.00599026+0.0141515j 0.0624066+0.049275j 0.0577817-0.0156212j -0.0477353+0.0235753j 0.0238566-0.0159031j 0.0427315-0.0282177j -0.0124793-0.0947544j 0.0180188-0.0118355j 0.0118354-0.104747j 0.0479223-0.0671373j 0.0280397+0.0137983j -0.0286757-0.100791j 0.0263738-0.0525217j 0.000234562+0.0108843j 0.0357667+0.0195382j 0.0279897-0.037104j -0.117508-0.0462918j 0.0381654-0.0185855j 0.106124-0.0111426j 0.014443-0.058633j 0.00608532-0.0062346j -0.0211028-0.00355154j 0.0581801-0.0184339j -0.0563609-0.0250692j -0.0302769+0.0138022j 0.0376045+0.00759819j -0.04597+0.00134359j 0.00431369-0.0222732j -0.0163505+0.0254605j -0.00396255+0.0124828j 0.0219062-0.002326j 
0.005034-0.0111477j 0.00567008-0.0117779j 0.005853+0.025968j -0.00200408-0.00641982j -0.00226319+0.0525204j 0.0110058-0.0285876j 0.0237628+0.013065j 0.0044475+0.00177146j -0.00812466-0.0107263j 0.0455372+0.0576842j 0.0257929+0.031744j 0.00393549+0.0305423j -0.00295417+0.0256574j -0.0175852+0.0226561j -0.0245445-0.0376955j 0.0262851-0.0338067j -0.0283691+0.0570538j -0.0410542-0.0257196j -0.039269-0.0158511j 0.0460196+0.0104275j 0.0107347+0.0602734j -0.0215964+0.0621897j -0.0294428-0.00107345j -0.0684395+0.00649711j 0.0663133+0.00205825j -0.00498172+0.0184165j 0.0153962-0.0342759j -0.00316961+0.00127669j 0.0557078+0.0410892j 0.0164829-0.0611134j 0.0170238+0.0586173j -0.0852262-0.0179263j 0.0572504+0.0716803j -0.0362014+0.0768708j 0.0915792-0.0290351j 0.00017346-0.0233506j 0.0283815-0.0302446j 0.114509-0.00744698j 0.013982-0.003822j -0.0179832-0.00934551j -0.0653382+9.33377e-05j -0.0941099+0.0477839j -0.0147377+0.0620608j -0.0286767-0.0151164j 0.00159835+0.0953463j 0.036143+0.0587045j 0.0486595+0.0210538j 0.00857667-0.0382897j 0.0462252-0.130149j -0.0868786+0.036492j -0.0343613+0.000737322j -0.0250714-0.007255j 0.00352935-0.00549551j 0.0152755+0.00768086j -0.000209157+0.015123j 0.000420834+0.0448968j 0.0554447+0.0910197j 0.0196349-0.0201178j 0.0281728+0.0666308j 0.0447873-0.0195423j 0.017111+0.0469548j -0.05338-0.0269604j -0.032543-0.0203096j 0.07297-0.0678609j -0.0149037-0.0688128j 0.0237552+0.0512852j -0.0684007-0.0862722j -0.0637921-0.00317021j 0.024071+0.0710464j -0.0178673+0.0928716j 0.0445911-0.0651813j 0.0611433+0.0272371j 0.0163995+0.0574345j 0.0734939-0.00118763j -0.00131428+0.0341251j -0.0373445-0.0371584j -0.0526423-0.0474949j -0.012259-0.0159766j -0.0914878+0.00509398j -0.0691815-0.0523828j 0.0095319-0.0165757j -0.0220732+0.0423289j 0.104667-0.0579154j -0.01496+0.000853673j -0.146878+0.0886743j -0.0265951-0.0365098j 0.0280912+0.0450101j 0.00454556+0.00198484j -0.011475+0.0464788j 0.0865475-0.0627805j -0.0176651+0.0201379j -0.00514123+0.00610056j -0.0243883-0.0353109j -0.0136339+0.0347158j -0.00724787-0.00896435j -0.000787562-0.0120109j -0.0135951+0.00403894j 
0.00396458-0.00281884j 0.0453025-0.0549749j 0.0396342-0.0760674j -0.0592696-0.0184222j -0.0351377+0.00388412j 0.00553362+0.0183264j -0.00202362-0.0186656j 0.0335984-0.0490505j 0.069587-0.0432126j 0.0232589-0.0206881j -0.035269+0.0394186j -0.00522812+0.018828j -0.0203951+0.00314185j -0.0235867+0.0285826j 0.0232138-0.00507187j -0.0556289-0.0386528j -0.0249373+0.0080995j 0.0139278-0.0481266j -0.0027581-0.00251104j -0.0263282-0.0167962j -0.00952732+0.0063365j -0.001609+0.000640091j 0.0285862+0.0245233j -0.0354421+0.0394836j -0.0380101+0.0179358j -0.00993812-0.035917j 0.0227529+0.0116235j 0.0231679-0.0149009j 0.0970135-0.0975077j 0.137525-0.0475574j 0.0195236-0.0198563j -0.0162697+0.101734j 0.0851478+0.0123998j -0.0294601+0.0183571j -0.0173561+0.0146405j 0.0299247+0.00753066j -0.0473761+0.136981j -0.0258243-0.00822446j 0.046162+0.0511014j -0.0133489-0.0199003j -0.0405985-0.0283465j -0.0723809+0.059761j -0.0133252-0.0435154j 0.000361621-0.0193324j 0.123125+0.0557353j -0.0423062+0.0117774j 0.00894324+0.0656992j 0.00431837-0.125091j -0.00840725-0.104493j -0.0124699+0.0418076j -0.0442552-0.042063j -0.0329677-0.00915961j 0.0200457+0.0505186j -0.0307445+0.0523621j 0.0291263-0.0222331j 0.0031618+0.00737203j -0.02553+0.0226922j 0.0631886-0.0404553j -0.0158477+0.0397387j -0.0512011-0.0272031j -0.0100858-0.0196259j 0.0446344+0.0310699j -0.00871484-0.0367577j -0.0807369-0.079395j 0.0661553-0.00119463j 0.0396869+0.0736492j 0.0580445-0.0283096j -0.0385698-0.0461702j -0.0205325-0.00731128j 0.0127964-0.0185876j 0.00828333-0.0556822j 0.017755+0.00571173j 0.0734915+0.0461899j -0.0268708+0.012511j 0.0191262+0.100707j -0.0445022-0.00136923j 0.0632312-0.0579697j 0.0310522-0.00518874j -0.0762323-0.0572513j -0.0976704+0.106929j -0.0170005+0.00080815j -0.00900583-0.0406806j 0.00974257-0.0391632j 0.121489+0.128456j 0.0286761+0.0700471j 0.0223826-0.0466356j 0.0121763+0.070753j 0.0517809+0.0716879j 0.0140917+0.0720479j 0.078662-0.0162455j -0.0161857-0.029437j -0.0012973-0.0578818j 0.017677-0.00928644j 0.0521375+0.0165951j -0.0402891+0.0127755j -0.0986795-0.0918725j -0.0699203+0.00239057j 
0.0158789-0.0125821j 0.0205978-0.0146621j -0.00164053+0.00323525j 0.0132548-0.00972662j -0.0410571+0.016506j -0.0199091+0.0320336j -0.012001-0.0402198j 0.00211702-0.0100567j -0.0136047+0.0045485j -0.00860661+0.0330942j -0.00711474-0.0162513j 0.000237579-0.00292603j -0.0693464-0.0121165j -0.0340841+0.0103192j 0.0112443-0.0113218j -0.0445988-0.0506324j 0.00772471+0.0253998j -0.0156027-0.00391945j -0.0744924-0.0015171j -0.0246278+0.0440292j -0.0143069+0.0206159j 0.0278132-0.0247854j 0.0187596-0.00783443j 0.0187266-0.0271501j 0.0253165+0.0122768j -0.0178043-0.0312734j -0.0717115+0.00488613j -0.0615784+0.0286771j -0.0208562-0.0106811j 0.0184509+0.0283601j 0.0195162-0.00659638j 0.023676+0.00954843j -0.0404043+0.0964234j 0.058527-0.0420036j -0.0198903+0.00791192j 9.72299e-05+0.00521969j 0.0339296+0.0821114j -0.00585503+0.000400287j 0.0591544-0.0312698j 0.0221789+0.0318033j -0.0572683-0.00757731j -0.0101118-0.0715509j 0.0207908-0.0298694j 0.00805165+0.00307836j 0.0226527-0.0287609j -0.0318718-0.0580437j -0.0218235+0.0412543j -0.0847963+0.00472008j 0.0572869+0.00111814j -0.0027218+0.0620129j -0.0560608+0.00581212j 0.0122417-0.0831566j -0.0130465+0.0422199j 0.0288261-0.003534j -0.0213653-0.0775409j -0.0215097+0.0427828j -0.0575005+0.0152101j 0.0159736-0.0332019j -0.0753048-0.00931565j -0.0268482+0.114679j 0.00618241+0.00879603j -0.0855543+0.027664j -0.135447-0.0546751j -0.0521895-0.0105221j 0.0676124-0.0434696j -0.0743798-0.127794j -0.0251245+0.0251696j -0.0302436-0.10694j 0.0126546-0.11517j 0.105749+0.123803j 0.194141+0.0259881j -0.0156878+0.172116j 0.027833-0.04607j -0.0653095-0.113038j -0.0481939+0.01832j 0.0574903+0.0785707j -0.0807361-0.125918j 0.0216013-0.0567538j -0.0221197+0.0234857j -0.0425099-0.0288746j 0.0532585-0.060955j -0.00695162-0.0239009j 0.0430274-0.0242479j -0.00306872+0.00364641j -0.0104687+0.0259874j -0.00204659+0.00347238j -0.00337012+0.0214047j -0.0281103-0.0119581j 0.0439165-0.0292203j 0.00542588-0.0363891j -0.033955+0.0042501j 0.0254312-0.00816291j 0.0634458-0.0153281j 0.000337389+0.0268067j -0.025033-0.003334j -0.0175765+0.0169768j -0.0159668-0.000142227j 
