0.0114055-0.0209754j -0.0051246-0.00605475j 0.0130803+0.0379021j 0.0490594-0.0578592j 0.00694308+0.0143724j 0.00317924-0.0152409j -0.013864-0.010241j -0.0151037+0.00452216j 0.0250928+0.0129002j 0.00124503+0.037843j -0.00474164-0.0144682j 0.00913717-0.00755847j -0.0067538+0.0306017j 0.0121358+0.00328215j 0.00679114-0.00397319j 0.0197587+0.0533281j -0.00985333-0.0174371j -0.105727+0.024846j -0.087493-0.0793159j 0.0209865-0.0949997j 0.00455914+0.0206971j -0.0272847-0.0210067j -0.00628826-0.0336997j -0.0212649+0.0046391j 0.0149591-0.0362268j 0.00356143-0.00912912j -0.010602+0.00157549j 0.0283359+0.0136226j 0.0240007-0.0264552j 0.00406851-0.0101728j -0.0103245-0.00571226j -0.00196568+0.00464537j -0.0193483+0.0212682j 0.00375427+0.0120669j 0.0175026-0.033213j -0.00195624-0.037391j 0.0426539-0.0203702j 0.0141111+0.0302701j 0.0134809-0.00268101j -0.0345936-0.0231196j 0.00710569-0.0172873j -0.00284555+0.0162628j 0.00874869+0.000730671j 0.00992407-0.0187123j -0.0017187-0.00448566j -0.0070794-0.000389822j -0.0123844-0.00301085j 0.00291808-0.0017876j 0.00355187-0.0046188j -0.00777719-0.0110295j 0.0011818-0.0168973j -0.000753518+0.00895469j 0.00229717+0.00653011j 0.00117349-0.00973176j 0.00595233-0.00831147j -0.00990034-0.00130269j -0.00196088+0.00808462j -0.0222956-0.00139611j -0.00272052-0.00866813j 0.00328602+0.00286153j 0.0119324+0.0161232j 0.00683956+0.00540204j -0.00301878+0.0027201j 0.00925858-0.00962056j 0.00287128-0.000283791j 0.000592853+0.00500413j 0.00358823-0.00846496j -0.0023568-0.00301355j -0.00108572+7.52585e-05j 0.000631636+0.00435382j -0.0069771+0.00351938j 0.00646805+0.00244266j -0.00114241+0.000982879j -0.00515432-0.001926j -0.00797763-0.00939644j 0.00515347-0.00276415j -0.00198605+0.00170672j -0.00527384+0.00470803j 0.00490047+0.00019039j -0.00243708+0.0065275j -0.00792304+0.00196195j 0.00437162-0.00885845j 0.00274143-0.00356426j -0.000140261+0.0091897j -0.00529523+0.0216695j -0.00783053-0.0108923j 0.00843599+0.0064306j -8.20847e-06-0.00431769j -0.000319977-0.00216531j -0.00546349+0.0225725j 0.0170573+0.00134907j -0.000595149+0.00331498j -0.00725839-0.00594503j 0.000781662-0.0463823j 0.041781-0.00564722j 
0.0779423+0.00749134j -0.00786426-0.00722469j 0.151315+0.0921347j 0.0423912+0.0499879j -0.062005-0.0114558j 0.0166359+0.00929384j -0.00695704-0.000195047j 0.0510693-0.0181036j 0.0376915+0.0480867j -0.01051+0.00435402j 0.0246124+0.0165754j -0.0317624+0.00661146j 0.00429706+0.00361904j -0.0255109+0.0257622j -0.0309693+0.0535613j 0.000660116+0.0204658j 0.0589713-0.0479047j -0.0855326-0.0338393j -0.013231-0.161846j 0.00505699-0.0495681j 0.0113943-0.00768688j -0.0185988-0.033192j -0.00635293-0.00390814j -0.010313-0.000910086j -0.0321837-0.0101665j -0.0156114+0.00339658j 0.000376217+0.00294377j 0.0438571+0.0165171j 0.00744158-0.00330176j -0.000558206-0.00940753j -0.00290909-0.00274739j 0.0092906+0.00287622j -0.000474125+0.00130928j 0.0121182-0.0100981j -0.000485839-0.0275303j -0.00563902+0.00463391j 0.0163427+0.00309781j 0.0196553+0.00375709j 0.0180023+0.00342538j -0.0266911-0.0186148j -0.000944235+0.001194j -0.00846162+0.0016958j 0.00954669-0.00796619j 0.0073035+0.00266296j -0.00425282+0.00162811j 0.00543894-0.00769016j 0.00173363-0.00709994j 0.0133027-0.00283777j -0.000143404-0.000565603j 0.00163054-0.00891629j -0.0123928-0.00302527j 0.00786248-0.00304418j -0.00481052-0.00277083j -0.00669241-0.00031869j 0.013882+0.000716268j 0.00116911-0.00612874j -0.0038673+0.00297447j -0.0153225+0.00575273j -0.00792157-0.00624485j -0.0018672-0.000498384j -0.00410246+0.0107036j -0.000702415+0.00680806j 0.00104335-0.00400144j -0.00637764-0.00618803j 0.00874255-0.00882269j 0.00688111-0.00611327j 0.0086427-0.00718721j 0.00850271+0.000611736j -0.0077536-0.00366603j 0.00757095+0.00161096j 0.00860521+0.00123974j -0.00234437+0.00561459j -0.00423902-0.00080093j 0.00188561-0.00489811j -0.0150355-0.00429156j -0.00490873+0.00570307j -0.00493041+0.00557763j -1.89412e-06+0.00613579j -0.0107188+0.0092041j 0.0227929+0.0111851j -0.0106005+0.00355402j 0.00344909-0.00025998j -0.0149193+0.00365053j -0.001832-0.00174728j -0.0117605-0.010692j 0.00517931-0.00422642j -0.00217463-0.00147833j -0.00169085-0.00278576j -0.00108132-0.00198456j -0.00773175+0.00393943j 0.0204099+0.00916998j -0.00444411+0.00660668j -0.0122054+0.00525869j -0.0129666-0.00156005j 0.0113574+0.00218508j 
0.0523883+0.0256514j -0.0137247+0.0173886j 0.147987+0.10226j 0.0219273+0.0374825j -0.0155291-0.0550772j 0.0430156+0.0264955j -0.0329622+0.00762729j 0.0104759+0.0357504j 0.0751012+0.00685654j 0.0129865+0.0101038j 0.00407424+0.000106467j 0.0227408-0.0341605j -0.054947+0.0553206j -0.00326883-0.0204479j -0.0117313-0.0034893j 0.0457315-0.0161619j -0.0149648+0.00561332j -0.118985-0.0278562j -0.0332707+0.00171439j -0.000606967+0.00643028j 0.0167872-0.00616764j -0.0336426+0.031905j 0.000245687+0.0111675j -0.00869417-0.0153853j 0.00223539+0.0285797j 0.00665916+0.0190019j -0.00561322+0.0054094j 0.0308823-0.000464654j 0.0411851+0.00775208j 0.00887658-0.00107077j -0.0113222-0.00437479j 0.00296778-0.00247096j -0.021946-0.00950443j 0.00721815+0.00221554j -0.00439887+0.0111545j 0.0167911+0.00555805j 0.0320777-0.000377988j 0.00887769+0.0150366j -0.00859335-0.0072894j -0.0206723+0.0168093j -0.00201123+0.00303022j 0.00714755-9.20548e-05j -0.0102811-0.00520443j 0.0144623+0.00209729j 0.00155978-3.33032e-05j 0.00375279+0.000657896j -0.00725287+0.00608935j -0.00433226-0.00984659j 0.00524597+0.00223358j -0.00486928+0.00628756j 0.00607387+0.00174585j 0.0135369+0.00103633j 0.00115623+0.00160177j -0.00391992+0.000799277j 0.00249581-0.00312525j 0.0060581+0.000221421j -0.00778872+0.00827719j -0.00139374-0.00629969j 0.00258957+0.000998637j 0.00151143-0.00311103j 0.0104235+0.000831546j 0.00904012+0.0028257j -0.00536485+0.000897641j -0.00452956-0.00124426j -0.00492131-0.000701304j -0.000560147-0.0010216j 0.00797542-0.00635577j -0.00205671-0.00376043j -0.0019838+0.000211388j -0.00598688+0.00304223j 0.000327997-0.00475742j 0.00344565+0.00587094j -0.00347357+0.000174963j 0.000701581+0.000831578j 0.0120266-0.00506672j 0.00219049+0.0066772j 0.00440302-0.00787485j -0.0117191-0.00451233j 0.0208143+0.00261047j -0.0160881+0.00150014j 0.00342459-0.0196073j 0.0102186+0.00338649j -0.0169914-0.00769466j 0.020454+0.00387105j 0.00320264+0.00228486j -0.0189439-0.0167322j 0.012843-0.000460574j -0.0020012-0.000767848j -0.00349226-0.00135983j 0.0279292+0.00592059j 0.0172033-0.0024409j 0.00280332+0.00815426j -0.00570926-0.0107595j -0.0116748-0.000333272j 0.0150007-0.00307413j 
-0.010104-0.031775j -0.0229239-0.0273686j -0.0887873-0.0716905j -0.101484+0.0121811j 0.0112559+0.0169571j 0.0584895-0.0805617j -0.0340712+0.0432267j -0.0215549-0.0362533j -0.0627683-0.0230131j 0.00782702-0.0276019j 0.0261628+0.0157902j 0.0756489-0.039374j -0.122005+0.0459026j 0.0494692-0.00306389j 0.0379111-0.0433159j 0.00939038-0.0280294j 0.00077404+0.0485302j -0.0609252+0.042064j 0.0266799-0.096716j 0.0382774-0.0654749j 0.0281109+0.00948506j 0.00410087+0.0103362j -0.00253031-0.0365025j 0.00297356-0.0306301j -0.0243956-0.0178849j -0.0098293-0.0158068j -0.0118024-0.0153362j -0.000936219-0.00169195j -0.00700859-0.0188366j -0.0114257-0.00155329j 0.0202037+0.00761555j 0.00796194-0.00447264j 0.00668969-0.00657328j 0.000275914-0.00443007j -0.0033301+0.00567991j -0.00801133-0.00140662j 0.0264437+0.0128263j -0.0266997+0.0228566j 0.000163751+0.00950388j -0.0179899-0.0189889j 0.0141262+0.0024331j -0.00727716+0.00422561j -0.00647092+0.00965432j 0.0117104+0.00423917j -0.000311999+0.000943893j 0.0047137-0.00888658j 0.00496288+0.00525307j -0.0071521-4.94356e-05j -0.00223282+0.00466372j 0.00648769+0.00413578j 0.000837374+0.0112744j 0.000803195-0.00669548j -0.00463162+0.00776225j 0.00336308-0.00127536j -0.000818763-0.00678609j 0.0101843-0.00647586j -0.00827928+0.00330269j 0.012147+0.000988322j -0.00457207-0.00717062j 0.00657933+0.00638006j 0.0148235+0.00825342j 0.00807763+0.00171096j -0.0139734+0.00211726j -0.0128495-0.0160419j 0.00528747+0.00360653j -0.000465907-0.000452058j 0.00388791+0.00943942j -0.0173132-0.0182691j -0.00307649+0.00316068j -0.00283488-0.00611316j 0.0125834+0.0124292j 0.000546024+0.00250769j -0.00488194-0.00151814j 0.00367981+0.000502464j 0.00264906+0.00266455j 0.00619676+0.00486393j 0.00221615+0.00697775j 0.00942361+0.000494283j -0.00222048+0.00187622j 0.000797355-0.0118677j 0.000313545+0.00978683j 0.0173675+0.00692026j -0.00194312+0.00319833j 0.00277658-0.0132375j 0.00772102-0.0044878j -0.0048619-0.0218298j -0.00454461-0.00100257j -0.00342043-0.000795156j 0.00345026+0.00572697j -0.00365491+0.00825224j -0.00312108-0.00117331j 0.00112282+0.00324244j -0.0143854-0.00126878j 0.0066058-0.0103463j 0.01383-0.00176193j 
0.0251362+0.000789708j 0.00354112+0.0103061j 0.00799217-0.0399416j 0.0699562+0.0416227j -0.00726196-0.00213634j -0.0295513+0.0195807j -0.00853396+0.0176424j -0.00442671-0.00631593j -0.0289388-0.0051065j -0.0312035-0.0170647j 0.0108278-0.00359619j -0.0151402+0.00683155j -0.0420758-0.00180267j 0.0353408+0.0290517j -0.101809-0.089957j 0.17186+0.0326379j 0.0832923+0.0114595j 0.00366981-0.0676865j 0.0125577+0.0395939j -0.0748093+0.00404844j 0.0238944+0.00741412j -0.0152536-0.00397908j 0.0100439+0.0206773j 0.0010577+0.0251578j 0.00941042-0.00803326j 0.0139013-0.00813163j -0.0238221-0.0066259j 0.0420918+0.0154585j 0.0472032+0.0221914j 0.0057341+0.0174394j -0.00649727-0.000806813j 0.000756129+0.00161987j -0.0139429-0.00815647j 0.00532458+0.00117751j -0.0288936-0.0173446j 0.00183035-0.000811009j 0.0113618+0.00127107j 0.00670324-0.00905097j 0.00822478+0.0118167j -0.00832807+0.00336909j -0.00265275+0.00583066j 0.00201536+0.00291659j 0.00495941-0.00163393j -0.00163595+0.00847524j -0.00934087-0.00665743j -0.013229+0.00353892j 0.00270334-0.00765569j 0.020516-0.00961516j 0.00154645-0.00262218j 0.00205886+0.011942j 0.00297685-0.0106282j 0.0132556-0.0058193j 0.0020219+0.00640372j -0.00118189+0.00274935j -0.0120862-0.000186706j -0.00383834-0.00380855j 0.00103545-0.00293967j -0.000292354+0.00215643j 0.00816775+0.00556602j -0.00134109+0.00186984j 0.01032-0.000299822j -0.00300812-0.0119253j -0.00987786+0.00222141j 0.00140402+0.00410507j 0.00607778+0.000555789j 0.00109926+0.00216013j 0.00843924+0.0017011j -0.00135064-0.00422721j -0.00323424+0.00560505j -0.00315826-0.00602255j -0.00685466-7.60522e-06j 0.00563088+0.00642213j 0.0106713+0.0012037j 0.000158385+0.0011873j 0.00440734-0.00450953j 0.00511036+0.00458888j -0.00160364+0.00401632j 0.000616777-0.00985351j 0.00714301-0.0142763j 0.0120697+0.00971544j -0.00391173-0.0011633j 0.00619495+0.0101744j 0.0163047+0.0167031j 0.00729049+0.0191069j -0.00738953-0.00594734j -0.00282871+0.00408119j -0.00874026-0.0115477j -0.00688567-0.00592573j 0.00387304+0.0039794j 0.0111709+0.00606991j 0.00971459+0.00693784j -0.00550517-0.00529571j 0.0050682-0.00447443j -0.00463655+0.00111781j 0.00433698+0.00803563j 
0.00990895+0.0361936j -0.0105437+0.0133001j -0.0309354+0.0885944j 0.075771-0.0614397j 0.00213138-0.0255472j 0.0509565-0.00307565j 0.0550824-0.0707854j 0.00587222+0.0562614j 0.0290948+0.017778j -0.016344-0.0227396j -0.0237634+0.0246817j -0.0137473+0.0212663j 0.00206277-0.035983j 0.0711237+0.0265802j 0.0747764+0.0936559j 0.109495-0.193144j 0.064107-0.0345164j 0.026923+0.0567779j 0.0359565+0.0395216j -0.059662+0.165134j -0.00494927+0.0199105j 0.00110873+0.0259557j 0.00439336+0.00427034j 0.00812603+0.0010641j -0.00916915-0.0234593j 0.00178494-0.0213208j -0.0130675-0.0247012j 0.00410702-0.0121311j 0.00704281-0.00891829j 0.00883455-0.00812665j -0.0056162+0.0141485j -0.00552823-0.00178908j 0.0107072+0.00081983j -0.00135497+0.0178732j -0.0180836-0.00932291j -0.0097823-0.00689971j -0.00288407-0.00422292j 0.00941555-0.00968508j 0.000713235+0.016625j -0.0185853-0.00889928j -0.00455589-0.0020476j 0.000833277-0.00419092j 0.00505149-0.0111362j 0.00487856+0.00523703j -0.00670303-0.0059815j 0.00766574-0.0045698j -0.000402613-0.00337467j -0.0129126+0.0219744j 0.00309248+0.0132761j 0.0142712+0.00371165j -0.0107525+0.0138293j -0.00330397+0.00620292j 0.00216129+0.00129432j -0.00357159+0.0124694j -0.00669731-0.0116243j 0.00142134+0.00477699j -0.00127625-0.0023078j -0.00116538-1.48448e-05j -0.00283569-0.00347481j -0.00183444-0.00910186j 0.0166344+0.00332802j 0.013762+0.000335949j -0.00809398+0.00819377j 0.00327896-0.0032277j -0.0128243-0.00571593j -0.00392833+0.00437849j -0.00152721+0.0128275j 0.00558618+0.0111744j -0.00343681-0.00581758j 0.00577594+0.00460661j 0.0112883+0.00658j -0.00448902-0.0101013j -0.00853149-0.0077606j 0.000805263+0.000488404j -0.00561273+0.00206752j 0.00138288-0.00722515j -0.000616613-2.15937e-05j -0.0111406+0.00247623j -0.0130111+0.0043203j 0.00900841-0.000352636j 0.0095042-0.00243261j 0.00553337+0.00187166j -0.00554889-0.00762786j 0.00454231-0.0185898j -0.000581838-0.00433795j 0.00614811+0.00260245j 0.012037-0.0159658j -0.00254689-0.00966459j -0.000555999+0.0038564j 0.00220832-0.0121859j 0.00181998-0.00138299j -0.006903-0.00438564j 0.00486949-0.00656601j -0.00578088+0.0139992j 0.00102821+0.00847652j 
-0.0202214-0.00571157j 0.00440663-0.0111112j -0.0462207-0.00288561j 0.00594854-0.0528061j 0.0340533-0.00942464j 0.0208761-0.0183848j 0.0388593-0.0112207j -0.0274929+0.0116591j 0.0135188-0.0346804j 0.0160978+0.00833224j -0.0528184+0.0210944j -0.0181933-0.0136766j 0.00886286+0.0105744j 0.00676348-0.0305569j -0.0865574+0.0368453j 0.0424423-0.151634j 0.00268755+0.0339425j -0.0337479-0.111821j 0.00439256-0.110892j -0.0302448+0.0782562j -0.00185362+0.0185865j -0.0106652-0.00717482j -0.0150284-0.0192786j 0.0057378-0.0086154j -0.00457711+0.00176398j 0.00210462+0.000226793j 0.0104875+0.00524365j -0.00730172-0.0238644j 0.00906328+0.0224381j 0.00836613-0.000163135j 0.00211369+0.00855217j 0.00989255-0.00939632j -0.00591905-0.00394806j -0.0146893-0.0160159j -0.00198306+0.0117997j 0.00528419+0.0116867j -0.00608929+0.0212311j -0.020197-0.0349399j -0.00354804+0.00080372j 0.00553228+0.00634969j -0.0014245+0.0178413j 0.00997295-0.00717208j -0.010513-0.00359746j -0.00403223+0.0146751j -0.00884651-0.00242178j -0.000730622-0.000628848j -0.00391856-0.00139858j -0.00962436-0.00181798j 0.00417947+0.00498337j 0.00349799+0.00254352j 0.0111115+0.0164223j 0.00171412-0.00290949j -0.0045546-0.00152213j 0.00680638+0.0101734j -0.0114604-0.00462021j -0.00652432+0.0105827j -0.00152179-0.0066571j 0.0170509+0.00316366j 0.00398902+0.00367899j 0.00426673+0.000850409j -0.00410715-0.01174j -0.00977153-0.0030068j 0.014742-0.00639016j 0.000545591+0.000279286j -0.00729435-0.00561482j -0.00122325+0.000327836j -0.000858146+0.00364154j -0.00246717+0.00217978j 0.00571005-0.00252747j -0.000748098-0.00034802j 0.00874228-0.0033747j -0.00323606-0.000411007j -0.0022275-0.00281258j -0.00167255-0.00298478j 0.000251943+0.0138672j 0.00477144+0.00963633j 0.000124753-0.0034113j -0.00423907-0.0146147j -0.0175316+0.0028124j -0.00788695-0.0119199j 0.0164024+0.000549687j 0.0012856+0.00108124j 0.00433457+0.000709195j 0.00963886+0.00933972j 0.023777-0.00696037j 0.000413236-0.00604371j 0.00101161+0.0132574j 0.00397843-0.00130695j 0.0102896-0.00124036j 0.00338494+0.00611939j 0.00581784+0.00174087j 0.000476917+0.00980766j -0.0103667-0.00249302j -0.00303876-0.000954692j 0.0110546+0.00714497j 
-0.0320139+0.00654542j 0.00758215+0.0110737j -0.0352052+0.0445166j -0.021246+0.042196j 0.0259534+0.000863836j 0.0737379-0.0649145j 0.0384061-0.02854j -0.0051163+0.0141754j 0.0361432-0.0346451j 0.0195923-0.0386457j -0.0783936+0.0596209j -0.0260372-0.0142477j 0.0211839+0.0120373j -0.0623464+0.0702716j -0.18824+0.136663j 0.000673912-0.00655359j -0.0288853+0.0358897j -0.0909079+0.161941j 0.109112-0.0469736j -0.00602525-0.0333102j -0.0149135+0.0445595j 0.0223881+0.025547j -0.0207031-0.00580619j 0.0130769-0.00280329j -0.0129864+0.0242645j 0.0112294+0.00677653j 0.0151063-0.0110605j -0.0172027+0.0123148j -0.0183273-0.00365008j -0.00244526+0.00206717j 0.00533074-0.01001j 0.0129091+0.00873515j 0.0123988+0.0118446j -0.00717151+0.013186j 0.0336664+0.00160863j -0.0140847-0.00902413j -0.000303406+0.00197252j -0.00530349+0.0214477j -0.0127461-0.00247214j 0.00144577-0.0055242j -0.000873871-0.0045159j -0.00104673+0.00145499j 0.00457223+0.00799076j -0.00279558-0.0111425j 0.00242347+0.00736987j 0.00514292-0.00177477j 0.0105135+0.00803004j -0.00214958-0.00434552j -0.00302532-0.00436569j 0.00721377+0.00081762j 0.00963419+0.00829212j 0.0110109-0.00119872j -0.0054099-0.0018063j -9.53611e-06+0.00597932j -0.00377184-0.0182094j 0.00344409-0.0112463j 0.00180997+0.00656365j 0.00325987-0.00834632j -0.00692888-0.00715308j 0.0037425-0.00442646j -0.0206792-0.00197603j -0.00740291-0.00500926j 0.000252059-0.0085802j -0.000221815+0.00353089j -0.00218325+0.000533455j 0.00124776+0.00167409j -0.0142712+0.000692817j 0.00922069+0.00787511j -0.00398927-0.00682612j 0.00299875+0.00198724j 0.00400376-0.0059121j -0.00160565-0.00111716j -0.0129189+0.00510393j -0.00565102-0.00447046j 0.00413365+0.00028316j 0.00652053+0.00389578j -0.00119634-0.00499623j -0.0151082-0.00145759j -0.0264382-0.00804815j -0.000883237+0.0123825j -0.00143624-0.00400775j -0.00250487-0.00910189j -0.00620409+0.0155896j 0.0131172+0.00435043j -0.00141366+0.00386105j 0.0158959+0.00409203j 0.0109702-0.00869722j -0.00904885+0.00516487j -0.0183047+0.00124692j -0.00666928-0.000422196j -0.00519638-0.00169778j -0.000687223-0.000496665j 0.00293702+0.0023213j 0.00267473-0.00276433j -0.0129379-0.00850207j 
-0.0114916+0.00593531j 0.0284677-0.0303531j 0.0388386-0.0459426j -0.0106856-0.0555546j 0.0320546-0.0257499j -0.0283503+0.0275792j -0.0399889-0.00990411j -0.00235696+0.00125313j -0.0145854-0.0241353j 0.0119035-0.0184604j -0.0061426+0.0219102j 0.00726715+0.02485j -0.0507555-0.0246758j 0.0474058-0.0530915j -0.0420868-0.00597261j -0.00583168+0.00354454j 0.00490128+0.0318781j 0.017798-0.108147j -0.000284296+0.0315606j 0.00539728+0.0259816j 0.0232199-0.00478342j 0.00405529+0.0112927j 0.0121358-0.00463731j 0.00847722-0.0208907j -0.0102501-0.0400722j 0.000205134-0.00358091j -0.0129114-0.00295078j 0.0285155+0.00926273j 0.00645668-0.00838525j 0.00333148-0.0182972j 0.0113416+0.00287769j 0.0136245+0.00319405j -0.00313859+0.00991079j 0.00926524+0.00740673j 0.000941939+0.0243255j -0.00509346+0.00116151j 0.0042767+0.0432746j 0.0243184+0.00109364j -0.00080265+0.0192349j -0.00573205-0.0318054j -0.0248464-0.00122072j 0.0103772-0.017947j -0.000572727-0.00254063j -0.0221702+0.0149954j 0.0012253-0.005543j -0.00177228+0.00615822j -0.00677403-0.00942771j -0.00276239+0.00899309j 0.00523328-0.00576461j 0.0016396-0.013992j -0.0174708+0.00662442j 0.00501572+7.02628e-05j 0.013615-0.00902678j 0.00243075+0.00232941j -0.00271705+0.0131464j 0.00152424+0.00827282j 0.00233841-0.00247343j -0.00146932-0.00413957j -0.0160078-0.000709072j 0.00746878+0.00208415j -0.00355698-0.00403546j -0.00777715+0.0106269j -0.00225623-0.0117205j -0.00500853+0.000732443j 0.00327546+0.0102512j 0.00576844+0.00173769j 0.00165439+0.00477067j 0.00864426-0.0082364j -0.00278144+0.00139591j -0.000540118-0.00762546j 0.00578858-0.00360581j 0.000747082+0.00333831j 0.00828652-0.00139424j 0.00777988+0.00931526j -0.00516569-0.00310073j -0.0115873-0.00849575j -0.000365896+0.00163622j 0.00243053-0.00595978j 0.00518462+0.000595507j 0.0134649-0.0011091j -0.0066558-0.00425758j -0.0140651+0.00318115j -0.00669369-0.0115811j 0.0198362-0.0106605j -0.00360725-0.0170033j 0.00245642+0.014106j -0.00166738+0.00615348j 0.012375+0.00162327j 0.0293752-0.000924641j -0.00101482-0.00599737j -0.00312027+0.0151847j 0.00564386-0.00850996j -0.0102837+0.00647939j -0.0183128+0.00203237j -0.00618876+0.00871523j 
0.00178609-0.0397985j 0.00182339-0.0318717j -0.0472476-0.00506255j 0.0375596-0.0283531j 0.0033259+0.00842207j -0.0125591+0.0141228j 0.0342375-0.00637005j -0.0126242-0.0508289j -0.0433522+0.0673126j -0.0346276+0.00516902j -0.00519113-0.00554008j 0.00643352+0.00531632j -0.0321185+0.132269j 0.0453752-0.182417j -0.040549+0.0591497j 0.0550983-0.144825j 0.0721937-0.242839j -0.00603946-0.000821634j -0.00869781-0.0345452j -0.00300042+0.0333897j -0.0023598-0.0243707j 0.00205566-0.00570813j 0.00463495-0.0210563j 0.010046-0.00425342j -0.00400707+0.0124488j -0.00644366+0.00400356j -0.00738795+0.0326323j 0.018049-0.060699j -0.00186652-0.0543041j 0.0107743-0.0188963j -0.00574761+0.00174j 0.00808573-0.0309781j -0.00834063+0.031965j 0.00637749-0.0258088j -0.00467577+0.0224849j 0.00742832-0.0144662j 0.0153976-0.0402959j 0.0100318+0.0455893j 0.00515019-0.016776j 0.00131178+0.00695399j 0.00808652-0.00541877j -0.0026975+0.0101712j -0.00148437-0.00418906j 0.00235196-0.00440445j -0.00918994+0.00692041j -0.0114651+0.0111207j -0.00794151-0.00212006j 0.00746411-0.0137812j -0.000978321-0.00300435j 0.00767486-0.00998229j 0.000381569-0.00342973j -0.00894296+0.0106171j 0.016813+4.69821e-05j 0.00563726-0.0143215j -0.0079789+0.00390784j -0.00755368+0.00574086j 0.00395584+0.0100651j -0.00216491-0.0085441j 0.00111268-0.0118208j 0.000659791+0.00582708j -0.00105792+0.000491161j -0.00397219-0.00393304j -0.00686253+0.00175848j 0.00588844-0.00401245j -0.00482349+0.00164651j 0.00449491+0.00269132j -0.00182572-0.0116743j -0.00408686+0.000913657j 0.00347424-0.00393547j -0.00510383-0.000542408j 0.00825887-0.00910142j 0.00141461+0.00598281j -0.000257197-0.00736428j 0.00329246-0.00793689j -0.00609459+0.00118321j 0.00366992+0.00625084j 0.00812803+0.0111593j -0.0159674+0.00537284j -0.0231175+0.0050961j 0.0107166+0.00697247j 0.00668088-0.00376232j 0.0136037-0.0217242j -0.00279758+0.018294j 0.0101419+0.0152582j -0.00907002+0.00665618j -0.00292669-0.00191731j -0.0066528-0.00545539j 0.0220131-0.0180874j 0.0251-0.0072786j 0.00525483-0.00131455j 0.0067234-0.00568944j -0.0056844+0.00453967j 0.000531294+0.00295789j 0.00456055-0.0112453j -0.00184888-0.0162646j 
0.0185864+0.00207712j -0.0131325+0.00533666j 0.0456797+0.00521934j -0.00793137-0.038233j -0.0310621-0.0417774j 0.00949666-0.00871313j -0.0355511+0.0432774j 0.0077423+0.0912169j 0.0239162-0.0136519j -0.0256965+0.00464233j 0.00951231-0.0109681j 0.00470234-0.0335424j 0.0190649-0.00247796j -0.0825461+0.0307491j -0.00151565-0.10502j 0.0176764-0.153946j -0.0485232+0.148927j 0.0015636-0.150827j 0.0493116+0.0113393j 0.0212622+0.103304j -0.00035116+6.05196e-05j 0.00645226+0.0255672j -0.00603303-0.0158569j -0.00980571-0.00512943j 0.00860043-0.0557108j 0.00509406-0.0231268j 0.00403549+0.0201233j 0.00790274+0.0236762j 0.00294254-0.0414689j -0.00441549-0.0149811j 0.00210731+0.0109385j 0.00552752+0.00892965j -0.000235124+0.0420322j -0.0040434+0.0256096j -0.00523193-0.0138284j 0.00117529-0.0437216j 0.00834634-0.0160472j -0.0147782-0.0358696j -0.00816706+0.0129716j -0.0109752-0.0089501j 0.000335684+0.00533498j -0.00822505-0.00911913j -0.00608864+0.0104417j -0.0038154-0.00282579j -0.0114502+0.00468746j 0.00828149-0.00190838j -0.00549563-0.00459358j 0.0104641+0.00609558j -0.000404819-0.0108096j -0.013949+0.00358116j -0.00631876-0.0202181j -0.00341034+0.00210272j -0.0238861+0.000630883j 0.0119762+0.0115858j 0.00390263-0.00138596j -0.000986663+0.00591225j 0.00360273-0.0226474j -0.001806-0.00403741j 0.00648608+0.0105531j -0.0164313-0.00910821j -0.00231476+0.00269639j 0.00723842+0.00454619j 0.00377392-0.0100509j 0.000189169-0.000846454j 0.0011285+0.0079422j 0.003422+0.0087624j -0.00267643-0.0126878j 0.00856331+0.0021167j -0.000545323+0.00289265j -0.00213575-0.00285003j -0.00457563-0.00713685j -0.00277686+0.00681137j -0.00698897-0.00237666j -0.0096379-0.00426667j 0.00323315-0.00102546j 0.006556+0.000947797j 0.00599403-0.00659307j -0.0131395+0.00269129j -0.00312218+0.00193336j -0.00244338+0.00248546j 0.0155347-0.0122388j 0.0103129+0.00181798j 0.00799065+0.000640019j -0.00618644-0.00750089j -0.0106245-0.0100974j 0.00729493+0.00976467j 0.00208527-0.0050986j 0.00187833+0.00470743j 0.00209826-0.000327469j -0.00808616-0.00749746j 0.00533141-0.00681518j -0.00614867-0.000523916j 0.00652032+0.00574089j 0.00443552+0.00235232j 0.00435964+0.0121186j 
