-0.0979076+0.101136j 0.146326+0.0937083j -0.095105-0.232353j -0.177361+0.0744217j -0.0436748+0.142209j -0.160268-0.0356403j 0.0234293-0.148971j -0.104246+0.118087j -0.145107+0.16529j -0.0579735-0.00297345j -0.143233-0.172102j 0.0738952+0.0703704j -0.0800739-0.104694j 0.0906534-0.13871j 0.112761-0.0365832j 0.0545413+0.136423j 0.00709422-0.0998278j -0.0172062-0.043457j 0.00099601-0.076412j 0.092095+0.0270921j -0.0447192-0.0794706j 0.0329194+0.0350291j 0.1023-0.0503091j 0.0465293-0.100287j -0.121993-0.00194607j -0.190066+0.174703j 0.0338727+0.055926j 0.0770696-0.0898441j -0.0101111+0.01116j 0.0286842+0.00422333j -0.0462308-0.122545j 0.0837401+0.121106j -0.0473854-0.0384188j 0.0493263-0.0130727j 0.0989972+0.1001j 0.132116-0.0932187j 0.0190064-0.235161j -0.157994-0.0103956j -0.0543949+0.164382j 0.155157+0.144993j 0.140907-0.0583203j 0.142642+0.0950879j -0.0752699+0.133457j -0.13661-0.0843814j -0.0329225+0.0439508j 0.0413467+0.0316375j -0.00223016+0.0331702j -0.0149693+0.017931j 0.0148569-0.0259896j 0.045109-0.00646362j -0.00801964+0.0153261j 0.0220517-0.0335219j -0.0475646-0.0200495j 0.0362322-0.00400322j -0.0265245-0.0116385j 0.00971919+0.033301j -0.00479227-0.0147805j -0.0027184+0.0108329j -0.00420258+0.0140686j 0.000950808-0.0244391j -0.0166714-0.00847359j 0.00730139+0.0133392j 0.00192148-0.00355839j -0.00394504+0.00362201j 0.0192141+0.0240295j 0.00188852+0.00819421j 0.00653972-0.000260597j 0.000521895+0.00624409j -0.01529-0.0147965j 0.00365201-0.0118631j 0.0128313+0.02169j 0.00161917+0.000785945j 7.15199e-05+0.00164355j -0.0103065-0.0129026j 0.0103137-0.0144259j 0.0149688-0.00252469j 0.0139016-0.0131233j 0.00254217-0.00805722j 0.00836726-0.0209249j 0.00436936-0.0143075j -0.00771372+0.0131109j -0.018568+0.00545038j 0.0309244+0.0128263j -0.0142218-0.015293j 0.00749666+0.00560081j -0.0191623+0.00877943j 0.0306738-0.000282496j 0.00513166+0.0071112j -0.00825729+0.0211023j 0.00868141+0.0271463j 0.0356252+0.0369665j -0.0320784+0.018671j 
0.00256815+0.00187641j 0.00169108+0.000972017j -0.00234505+0.00216885j 0.000740754-0.00163772j -0.00130434+0.000423219j 0.00562914-5.50867e-05j 0.00134664-0.00459969j 0.000500432-0.00182411j -0.00103371-0.00493591j -0.00382184+0.00155062j -0.00176358+0.00528412j 0.00102674+8.08388e-05j 3.0034e-05+0.00382326j -0.0031039+0.00126473j -0.000277207+0.000455029j 0.00415652+0.00130761j 0.00553359-0.00201441j 0.00331533+0.00429074j 0.00223942+0.00732995j 0.000998966-0.00153832j 8.55538e-05+0.000599704j -0.00481125+0.00870547j 0.0120409-0.00939929j -0.00115736+0.00392353j -0.00350501-0.00301749j -0.000160869-0.00460261j 0.00930163+0.00606357j -0.00191261-0.00306137j 8.24468e-05+0.000873997j -0.00108065+0.0026029j -0.00337114-0.00321124j -0.00110773-0.00154786j -0.000867459+0.00289058j 0.000445322+0.00174438j 0.000856005+0.00119328j -0.000623642+0.00219683j -0.000704117-0.00145903j 0.00514924-0.00543711j 0.00176148+0.000761865j 0.00118945-0.000906995j -0.00124134-0.000834318j -0.0030358-0.00143758j -0.00338782-0.00268224j -0.00164194-0.000192069j 0.000381357+0.00360366j 0.00236745+0.00370914j 0.000614457+0.00300177j -0.00202381+0.00242788j 0.00171748+0.000892774j -0.00242017+3.30705e-05j 0.000918851-0.00426413j 0.0028681-0.00253351j -0.00530765-0.004103j 0.00106405+0.00557337j 0.00242626+0.00776096j -0.000953723-0.00279562j 0.00122613+0.00226354j 0.000171079-0.0039698j 0.00214977+0.000194407j 0.00272132-0.00705842j 0.00180157+0.00294786j -0.00711965+0.00416147j 0.00064299+0.00215731j 0.00132377-0.00339797j -0.00505921-0.00453356j -0.00913521-0.0069264j 0.00109421+0.00583767j -0.000304914-0.00710369j -0.000305042+0.00566112j 0.00106671-0.0120185j 0.0021742-0.00146322j -0.00170322-0.000967513j -0.00336272+0.000508028j -0.00466369+0.00124655j -0.0049913-0.00452419j 0.0015059-0.00426022j -0.00440258-0.00851582j 0.000564395+0.00354997j 0.00082597-0.00215403j 0.0040818-0.00446818j 0.0014507-0.000793557j 0.002531-0.00459924j -0.00180131-0.00052877j -0.00279041+0.00241647j -0.000693319-0.00076429j -0.00229221+0.00154697j 0.000318971+0.00097938j -0.00210551+0.00250247j 0.00330026-0.00140037j -0.00255742-0.00158111j 0.00264456+0.00112369j -0.000475765+0.00205708j 
0.00137922+0.000611922j 0.00198276+0.00111959j -0.00229125+0.00113825j -0.000907888+0.000138536j -7.97634e-05+0.000844746j 0.00307461-0.00147912j -0.00190359-0.00233695j -0.000282412-0.00145502j 0.000530668+0.00169309j 0.000226026-0.000943812j 0.00222504-0.00074127j -0.00271151-4.08303e-05j 0.000956153-0.000305809j -5.01372e-05-0.000541106j -0.000166864-0.00239307j -0.000656144-0.000566447j -0.00120589+0.00148918j 0.00145714-0.00194399j 0.000803248+0.000864591j 0.000612116-0.00125457j 0.000122042+0.00114166j -0.000388768+0.00312025j 0.00292951-0.00103717j -0.00117026+0.00357066j -0.00369695-0.00169383j -0.00274404+0.000290591j 0.00245769+0.00275579j -0.0018215+0.000817839j -0.000801157+0.000814247j -0.00183416+4.13331e-05j -0.00211848+0.00256578j 0.00210343-0.000692249j -0.000546264+0.00143858j 0.00151449-0.000715718j 0.000601904+0.000403097j 0.000735155-2.52614e-05j -0.00100265+0.00072416j 0.00126221-0.00265691j 9.52831e-05+0.00117084j 0.00150646-0.000837984j -0.000904837-0.000938903j -0.000484786+0.000727188j -0.00274097-0.00313043j 0.000851971+0.00220852j 0.00266823+0.000838558j -0.00118368+0.00186743j 0.00121586+6.8049e-05j -0.0029963-0.00255451j 0.00322697+0.000918275j -0.00278913-0.000638208j 0.00123429+0.00211609j -0.00241562-0.00177823j 0.00109725-0.00461141j 0.00159803+0.00316191j -0.00307+0.00173197j -0.000354298+0.00288963j -0.0032272+0.000479437j -0.00577147-0.00143335j 0.00240586-0.0101084j 0.00114248-0.0105801j -5.97974e-05+0.00404838j -0.00958804-0.00636998j -0.00263342+0.00917592j 0.00235376-0.00638147j 0.000484467-0.00245329j 0.00176207+0.00990495j 0.00429912-0.00928707j 0.00179607+6.65511e-05j 0.00169789+0.00240209j -0.00204207+0.00910718j 0.00313345-0.00171694j -0.00254222-0.00180729j -0.0124612-0.00511491j -0.000751452-0.00790678j 0.00644317-0.00709898j 0.00408942+0.0121689j -0.00450199+0.00120138j 0.00187759+0.00809047j -0.00400943+0.0041329j 0.00138559+0.00061042j 0.00669312+0.00621096j 0.000840419+0.00575053j -0.00370854+0.00379599j 0.000951233-0.00507344j 0.00164728-0.00297214j 0.00346624-0.00105904j 0.00133276-0.00362982j -0.000775121+0.00385679j 5.35228e-05+0.000895606j 0.00123854+0.000944298j -0.000139668+0.00206438j -0.00153636+0.000136888j 
8.87191e-05+0.000926007j 0.00229847+0.000454591j -0.000673017+0.000926896j 0.00172098-0.0015404j -0.000527107-0.000975856j 0.00116621-0.000206601j -0.0030654+0.00100842j -0.00287262+7.6269e-05j 0.00136094-0.00105536j 0.000238187-0.00202291j 0.0013172-0.00411793j -0.00193359+0.00259912j -0.00164766+0.00214528j 0.000740164+0.000991959j -0.00211176-0.00497439j -0.00569139-0.00480175j 0.00258255-0.00093142j -0.00435057-0.00397124j 0.00215578-0.00120894j -0.00161486+0.00180739j 0.00592677+0.00193037j 0.00554932+0.002842j 0.0047044-0.00452234j 2.12425e-05+0.000400385j -0.00792697+0.00429955j 0.00209172+0.00454023j 0.00234601+0.000932118j -0.00137681+0.00174675j 0.00786038+0.000980439j 0.00563533-0.000291514j -0.00300389-0.000964952j -0.00344191+0.000702792j 0.000853179-0.000326847j 0.000870703-0.00140775j -0.00207112+0.0010515j -0.0013128-0.000199142j 0.00227265+0.00181438j 0.000164564-0.000182802j 0.000532226-7.80698e-05j -0.0014497-0.00198359j -0.000278883+0.000254303j -0.00147947+0.00102792j -0.00431356-0.00111797j -0.00214021-0.000466259j 0.000666223+0.00105145j 0.000630792+0.00421011j 0.000811519+0.00139671j 0.00057841+0.00222099j 0.00256391+0.00271734j 0.00222429-0.00195306j -0.00190251-0.00194475j 0.00477667-0.00371129j -0.00396685-0.00409579j 0.00117133+0.00383047j -0.00198496+0.000776864j 0.00338358+0.00428945j -0.00360849+0.000573627j -0.0039606-0.00728476j 0.000661292+0.00270805j -0.00688125-0.00652824j 0.00779367+0.00549371j -0.00283442-0.00127464j 0.00152472-0.000562249j -0.00928341-0.00829448j -0.0061548-0.00431718j -0.00396867-0.00723235j -0.00301036+0.0105271j -0.00806966-0.00320879j 0.00231749+0.00395339j -0.00543803-0.00730359j 0.00210863-0.00689034j 0.00262575-0.00262223j -0.0122178-0.00209084j -0.000309843+0.00136128j -0.00844206-0.00418201j 0.00128035-0.00839933j -0.00175731-0.0120893j -0.00185631+0.00588818j -0.00847298-0.00757506j 0.00548728-0.00142616j -0.00229477+0.000670852j -0.00431527-0.00526031j -0.00688724-0.00474826j 0.00117704+0.00395378j 0.00211814-0.00175372j -0.00105529+0.000845806j -0.00167065-0.000342755j -0.00277544-0.000578306j 0.00352554-0.00149818j -0.00288444-0.000124667j 0.00159623+0.00139413j -0.00159768+0.00128689j 
0.00102141-0.00123679j 0.000633327+0.000234262j -0.000964296+0.000927832j -0.000441705-0.00128488j 0.00141987+2.72962e-05j 0.00510711+0.00105626j -0.00243246-0.00196702j 0.00188204-0.00347709j -0.00455309+0.00421395j 0.00285046+0.0016859j 0.00582009-0.0011533j -0.00212602-0.00618392j 0.00315525-0.00418141j -0.00585921+0.00402925j 0.00086407-0.00577328j 0.00383633+0.00359292j -0.00405885+0.00635112j -0.00460481-0.000327281j -0.00566283-0.00753127j 0.000944864-0.00225183j 0.0101106+0.00454883j 0.00208691+0.0104625j 0.00347057-0.00279121j -0.00526359+0.00689506j -0.00657155-0.00212311j -0.00227165+0.00203139j 0.00254909-0.00174861j 0.00294699+0.00727723j 0.00743754-0.00282154j 0.00374386-0.00556691j -0.0088316-0.000296843j -0.0012085+0.00621077j 0.00214546-0.00124155j 0.000879585+0.000362904j -0.0035188+0.000396425j -0.00126046+0.00159664j -0.000795224-1.9548e-05j -0.00125801+0.000677012j -0.000643963+0.00031456j 0.00191156+0.00105632j 0.000246945-0.000499237j -0.000124264+0.00234489j -0.00239857+0.000106401j -4.09434e-05+0.00212431j 0.00104465-0.000553495j -0.00029471+0.000242765j 0.00156837+0.000125568j -0.00237704-0.00123639j 0.00144855-0.00124841j -0.0033023-0.00616483j 0.00424711+0.00545747j 0.00127898-0.00202063j 0.00535599-0.00211268j 0.00304011+0.0038392j -0.000182627-0.0141033j 0.00234573+0.00272186j -0.00451393+0.00533431j -0.000782607+0.00456268j 0.000675947+0.00212431j 0.00682445-0.00185447j 0.0074167+0.00705702j 0.00906304-0.00644575j 0.0114321-0.00323927j -0.0135492+0.000737254j 0.00461441+0.000433921j 0.00418493-0.00129031j -0.00199397+0.0055021j -0.00381013+0.0035044j 0.00292279-0.00992434j -0.00145092+0.00352524j 0.010945-0.011072j 0.00217329-0.00244416j 0.00596128-0.00245787j 0.00553556+0.00351836j -0.0109419+0.00352101j 0.00242799-0.00706707j -0.00248855+0.000539043j -0.0087945-0.00221083j -0.00541084-0.0084192j 0.00520729+0.003789j -0.00575826-0.000795069j -0.00145114-0.00145865j -0.0013289-0.00291482j -0.00092209+0.00138466j 0.000957072+0.000368557j 0.000796806-0.00150659j -0.00202737+0.00128917j -0.00196087-0.00165944j 0.000308389+0.000575785j 0.000597558+0.00153998j -0.000177453-0.000356503j 0.000156639-0.00120881j 
0.0022301-0.000627959j 0.0020317-0.000510259j 0.000625402-0.000144927j -0.00191463-0.00266431j 0.000616121-0.00251107j -0.000933445-0.00116604j -0.00266262+0.000641123j -0.0028643+0.00275962j 0.000937298+0.00104334j 0.000404433-0.00272851j 0.00371178-0.00285252j -0.0033365+0.00352448j -0.00226101+0.00261232j 0.00384886+0.00237881j -0.00153948-0.00108885j -0.00158289-0.00292728j 0.00869393+0.000503385j -0.00128285-0.00476742j 0.00504168+0.00736465j -0.000595849+0.00278217j 0.00301334-0.00208919j 0.0050273-0.00334005j 0.00342691-0.0045335j 0.00281875+0.000175208j -0.010447+0.0012324j 0.00406863+0.00721022j 0.00357994+0.00358849j -0.00119162-0.00178319j 0.0049471+0.0043123j 0.00230274-3.44546e-05j -0.00229365+0.00477112j -0.000481424-0.00100073j -2.14421e-05-0.00356637j -0.00170096+7.34708e-05j -0.0039416-0.000499949j 0.000232911-0.0043439j -0.000777161+0.00103306j 0.00178563-0.0019301j -0.00342675-0.00181381j -0.000215017-0.000988075j -0.00124305-0.00170424j 3.23038e-05+4.17976e-05j -0.00154993-0.00116443j 0.000491329+0.000590462j 0.00184064+0.000501516j 0.00133042+0.00204925j -2.8768e-05-0.00292499j -0.00168023+0.00330834j 0.00150761-1.73068e-05j -0.00386685+0.001921j -0.000381622+0.00172273j -0.00309914-0.00435168j -0.0045615-0.00451173j -0.00250312+0.00265655j -0.00303371+0.009289j -0.00991686-0.00141424j 0.00197841+0.00160974j 0.00390033-0.00218793j 0.0009691+0.000334398j 0.00234084-0.006769j -0.00308557+0.00640903j 0.0021166+0.00286537j 0.000725033+0.0011713j -0.00268427-0.00348607j -0.00108609-0.00171964j -0.00377359+0.00134601j 0.00736994+0.000267331j -0.00278659+0.00292876j -0.0105121+0.00414786j 0.00145149-0.000933908j -0.00432961+0.00615271j 0.00319049-0.00573742j 0.00403015+0.0116127j 0.000359257-4.30144e-05j 0.00155946-8.33685e-05j -0.00141109-0.00188055j -0.00704345+0.00144998j -0.000198919+0.00788949j 0.00144576-0.000849451j -0.00494726+0.0054121j 0.00513724-0.00452926j 0.00464868-0.00207658j 0.00493609+0.000558891j 0.00179891+0.000925596j -0.00304948-0.00331302j -0.000597467-0.00136567j 0.00219246-0.00253133j 0.00169441+0.000743027j 0.000239635+0.000476288j -0.00239826+0.00167119j 0.000433478-0.000123803j -0.000514308-0.000467267j 
-0.00417381+0.00189915j 0.000738782+0.00216348j 0.000352221-0.00344548j 0.000785706+0.00109589j -0.00197413-0.00211642j -0.000661834+0.00503132j -0.00244974+0.00499362j -0.00195581-0.00023789j -0.00161881-0.00433204j 0.00218372+0.000675364j 0.00333521-0.00637655j 0.00109464-0.00386523j 0.00165686-0.00137894j -0.000827982-0.00249629j 0.00184089-0.00835825j 0.00131118+0.000384947j -0.00352704-0.00571507j -0.00551062+0.00106142j -0.00204759-0.000831583j -0.00209696+0.00613592j 0.0118829-0.00131087j 0.00363166-0.00173835j -0.00884463+0.0114715j -0.00838196-0.0145463j 0.00268381-0.00662706j 0.0144469+0.00753097j -0.00952534-0.00544646j 0.00391252-0.00342425j 0.0110597+0.00547916j 0.00455928-0.00707277j -0.0076887-0.0118708j -0.00607572+0.00827659j -0.00178995-0.00881799j -0.0043672+0.0116968j -0.015349-0.000239432j -0.00342087-0.00787178j 0.00136171-0.00410469j -0.00167521+0.00767476j -0.00688141-0.00243323j -0.00705389-0.00770699j 0.00383401+0.000275912j -0.000616647-0.00126159j -0.00117721+0.000274381j 0.00195006-0.00108069j 0.000373363+0.000180224j 0.00112229-0.00172051j -4.01236e-05+0.00258833j -0.00061725-0.00156589j -0.00259264+0.00108569j -0.00106913+2.86845e-05j -0.000224066-0.00211929j 0.00255565+0.00165547j 0.00227822-0.00042907j -0.000760344-6.88874e-05j 6.366e-05-0.000888845j 0.00198635+0.00250992j 0.000577788+0.000306832j -0.00314368+0.00147896j 0.0017963-0.00523428j -0.00136921+0.00151403j -1.07496e-05+0.000319027j -0.00272157+0.00379277j -0.00118924-0.00101399j 0.00292518+0.000101095j 0.00386712-0.00267384j 0.00322378+0.00204967j 0.00478934-0.00107018j -0.000401754+0.00129981j -0.000318892+2.81612e-05j 0.00383804+0.00833532j -0.00182324-0.0075865j 0.00209761+0.00687663j -0.00438655+0.000814796j -0.00230234-0.00292779j -0.00285119+0.000974069j 0.00189439-0.00188569j 0.00338988-0.00454325j -0.00588948-0.000835651j 0.00706272+0.00365198j 0.00722626-0.00412196j 0.00335837-0.000216527j 0.00230988+0.00358153j 0.000445539-0.00254921j 0.000988453-0.00199724j -0.00592542-0.00141518j -0.000488785-0.00486187j 0.00107635-0.00212428j -0.00255431+0.0025254j 0.00357252+0.00266659j -0.00319774+0.00222354j -0.000356851+0.000189937j -0.00270923+0.000468108j 
-0.000921317-2.10388e-05j -0.000938874+0.00110839j 0.000785192+0.000800907j -0.000148439-0.00137864j -0.000315787+0.000845834j 0.000232774+0.000799056j 0.000171732+0.000235547j -0.000378231+0.00141703j -0.000825943+0.00138252j 0.00134497-0.000332661j 8.47512e-05-0.00159561j -0.000777213+0.00105451j -0.00183683+0.000185153j 0.00470049-0.000280665j -0.00400453+0.000509929j -0.0032296+0.000755603j 0.00144688+0.00101224j -0.00437956-0.00565557j -0.000346507+0.00105795j -1.23913e-05+0.00157522j 0.002061+0.000140205j 0.00354892-0.00390046j -0.000609234-0.000526439j 0.00327879+0.000725829j -0.00270037+0.00121477j 0.000926312+0.00358321j 0.00254989+0.000298981j 0.0010751+0.00130406j 0.00213517+0.0041402j 0.000346876-0.00150181j -0.00149733+0.0028519j 0.00178238-0.000546129j -1.24072e-05-0.000776063j -0.000156181-0.00130934j -0.000419794+0.0013487j -0.000286644+0.000119388j 0.000441456+0.000188866j 0.00161328+1.42018e-05j 0.000537201+0.000335725j 0.00106492-0.00020943j -0.000711272+0.000883358j -0.00042759-0.00183462j 0.00143747+0.000571054j 0.000481085+0.00148908j 0.000319389-0.00121056j 0.00238721+7.90336e-05j -0.00118991+0.00058446j -0.000102873-0.00120856j -0.00241851+0.00038398j -0.00281331+0.000258595j -6.75123e-05-0.00442751j 0.00264617+0.00231589j 0.00284977+0.000126019j -0.000239322+0.00010171j 0.0111729+0.00127452j 0.00618008-0.0048306j 0.00210347+0.000171753j 0.000121444+0.00174905j 0.00573448-0.000927167j 0.00978507+0.00228666j -0.000766587-0.0057007j -0.00568711+0.00730329j 0.000671712-0.0061678j 0.00699196+0.00322572j 0.000700197-0.00346985j 0.000555405+0.00127066j 0.00287213-0.00221273j 0.00786577-0.00581514j 0.00202673-0.00202057j 0.00121951-0.0024949j 0.00498199+0.00418928j -0.00257589+0.00653464j 0.00128757-0.0070328j -0.00610397-0.00140064j -0.00277289+0.00272755j 0.000193027+0.000874348j 0.00195241-0.0042905j 0.00419782-0.00902438j 0.00750509+0.00468536j 0.00378813-0.00666085j 0.00084359+0.00198565j 0.00268192-4.72869e-05j 0.00202948+0.00197699j -0.00275329+0.0011835j -0.00214731-0.000306117j 0.001144+0.000396295j 0.000402524+0.00311276j 0.000992037+1.43468e-05j -0.000432724-0.000615287j 7.453e-05-0.00138233j -0.00112475+0.00117821j -0.000168966-0.000524177j 
0.00113342-0.000205722j 0.00169474-0.000111754j -0.00062239-0.000458419j -0.00111078+0.000751451j 0.00216958-0.00227572j -0.000350956+0.00208116j -0.00103205+0.00265517j -0.000185563-0.00489502j 0.0027872+0.00478035j 0.00403449-0.000729886j 0.00361353-0.00484217j -0.00306708-0.00305623j 0.00414556-0.00726618j -0.00225007+0.0037541j 0.000158927-0.000655735j 0.013133+0.00867775j -0.0029995+0.00860535j 0.00203407-0.000105177j -0.00719822-0.000316248j 0.00157152-0.00213567j 0.00489625+0.0013094j 0.00117471+0.00100146j -0.0083882+0.00789098j -0.000815133+0.00323371j 0.00221433-0.00882391j 0.000550312+0.00350463j -0.00221204-0.00469847j 0.00654044-0.000594828j -0.00298072+0.00630607j -0.00796774-0.00266168j 0.000495525+0.00576425j 0.00514599+0.00185467j -0.0018378-0.00237466j 0.000549537+0.00643238j -0.00482481+0.00205529j 0.000241208-0.000764003j -0.00209755-0.00162155j -0.00406503+0.00164781j -0.00163312+0.000430453j 0.000526829-0.00187219j 0.000961935-6.2389e-05j -0.000138721+0.00253679j -0.000481258+0.000212257j -0.000268604+0.00221492j 0.000138734-0.000523525j 0.00211867+0.00121049j 0.00174535-0.000894164j 0.00022725-0.000515986j 0.00129801-0.000148384j -0.000685738-0.00243707j -0.00172251-0.00242911j 0.000344458+0.00108885j -0.00164321-0.00312034j -0.00159852+0.0016337j -0.00277858+0.000221057j 0.00182032-0.000903978j -0.000269821+0.000892883j -0.00094053+0.000896059j 0.000632061+0.00135232j -0.00127478-0.00171138j 0.00374811+0.00216663j -0.00087318+0.000187055j 0.00270825-0.00577793j -0.000997008+0.000245958j 0.00154889-0.00306398j 0.0019139+0.000854977j 0.000496223+0.00188443j -0.00224649-0.00139923j -0.00181912-0.00319382j -0.00265796+0.00069736j 0.000348002-0.00326439j 0.00236649+0.00479999j -0.00552046-0.00183828j 0.00111922+0.0014597j -0.000370534+0.00220796j 0.000419856-0.00331217j 0.000483287-0.00244818j -1.79054e-05-0.000765476j -8.27882e-05-0.00169882j 0.0017813-0.00349667j -0.00193626-0.000864225j 0.000282719-0.000554924j -0.00407998+0.000400367j -0.00129977-0.000304282j 0.00124897+0.00134807j 0.000512496-0.0014959j -0.00358124+0.000319036j 0.00130095+0.00164155j 0.000935438-0.00109598j 0.000420545+0.0019217j 0.000431787-9.93815e-05j -0.000436008+0.000287843j 
-0.00117585+0.00261045j -0.0011645-0.000424581j 0.00424191-0.00273879j 0.0039669-0.00542127j -0.00401861-0.00417589j -0.00178724+0.00930847j 0.00962028-0.00408811j 0.00216918+0.00247704j 0.00515624+0.00633654j 0.00596682-0.00179868j -0.00064657+0.000913485j -0.0020459-0.0035561j 0.0120824-0.00479288j -0.00444347-0.0125677j 0.00436238+0.00630304j -0.000144788-0.00190113j -0.00487584+0.0102797j -0.00695632+0.00761734j -0.0086307+0.00833246j -0.000957103+0.00154027j 0.0110227-0.00623195j 0.0041569-0.00322357j -0.002478+0.00448489j 0.00270928+0.00125797j -0.00366172+0.0129749j -0.0135781+0.00503825j 0.00221753+0.00526491j 0.00332422+0.002601j 0.000897889-0.00482371j 0.00102634-0.00479975j -0.00034622-0.0052638j 0.0001795-0.00652021j -9.02792e-05-0.00261955j -0.00303472-0.00290044j -0.000569071+0.00369995j 0.00193486-0.00098353j 0.0017356-0.00176012j 0.000262163+0.00114538j 0.00264108-0.00135517j -0.00218955-0.000359405j -0.00234406+0.000853526j -0.00152235-0.00473135j 0.000327317-0.00285854j 0.00059946-0.00283297j -0.00763598+0.004243j -0.00461904+0.000726292j 0.00019756+0.00565778j -0.000260961-0.00052698j -0.00439989+0.00125439j -0.00291071+0.00220719j 0.0053301+0.00113359j 0.00408925-0.00429958j 0.00237717+0.00640567j 0.00775277-0.00283741j 0.000827233+0.00189263j 0.000401567-0.00500246j 0.000357108-0.00173959j -0.00287682+0.000646241j -0.00289736-8.48496e-05j 0.00497667+0.000374937j 0.000276865-0.00584327j -0.00465135-0.00188502j -0.000586345+0.00572709j 0.00351897+0.00294267j -0.00243845+0.00447267j -0.00706791-0.00963253j -0.00260848+0.00489561j 0.00454988-0.00454519j 0.00981722+0.00207106j 0.00580341-0.00882694j 0.00167917-0.000278453j -0.00550757-0.00372178j 0.00610862-0.00160205j -0.00540716+0.000967147j -0.00292662+0.0017847j 0.00197005+0.0036866j -0.00430743+0.0018336j -0.00029534+0.00515531j -0.00212516-0.00206236j -0.00265368-0.00375309j 5.07268e-05+0.0018777j -0.00207673+0.00194482j 0.000967029-0.00104321j -0.00190153+0.00263642j 0.00115516+0.000350929j -0.000887306+0.00131476j 0.00254196-0.000873815j -0.000440805+0.000388j 0.00076291+0.000412594j -0.000659405-0.000830966j 0.00103099+0.000189577j 0.000342804+0.00141162j 
-0.000424214+0.00127516j 0.0010175+0.00050848j -0.000772469+0.00117911j 0.00344316+0.00123414j 0.00195602+0.000654422j -0.00131412+0.00427796j 0.000912733+0.000184784j 0.0015915-0.00419086j 0.00160683-0.00495823j 0.00136893-0.000352728j -0.000822121-8.58763e-06j 0.00112826+0.00127412j -0.00100647+0.000632618j 0.00165732-0.00875272j -0.00515095+0.00430751j 0.00283103+0.00276247j -0.00154114-0.00292611j 0.00487623-0.0075094j 0.00382755+0.00654238j 0.00282489+0.000843045j -0.0114425+0.00418529j -0.00734962-0.00228319j -0.00318748+0.00924925j 0.00419049-0.00304438j 0.00868577-0.0121835j 0.00221005-0.0025742j 0.00302672-0.00525632j -0.000684925-0.00544967j -0.00597377+0.0190318j -0.0112144+0.00714401j 0.0112747+0.0011517j 0.00567105-0.00653006j -0.00821051+0.00123368j 0.00418026+0.00675572j 0.00259771+0.00625657j -0.00110338+0.00232878j -0.000467055-0.00280318j -0.00137712+0.00222755j -0.00103965+0.000367398j -0.00135329-0.00231051j 0.00159798+0.000586612j -0.00107196+0.000728339j -0.00103816+0.00177061j -0.00164817-2.72452e-05j -0.00174728+0.00213499j 0.00210526+5.87437e-05j 0.00217963+0.00325346j -0.000331595+5.58244e-05j -0.00179547+0.000146062j -0.00176627-0.00206519j 0.000921717-0.0012903j 0.00377245-0.0028317j 0.000197846+0.00121409j 0.00459079-0.00149695j -0.00171345-0.00461593j 0.00225786-6.04478e-05j -0.00201033+0.00277473j -0.000278687+0.000473948j -0.00128657+0.00659558j 0.00149081+0.000965379j 0.00783851+0.000395706j 0.002697-0.00235667j 0.0058635-0.00334013j -0.00708435+0.00312163j 0.000412008+0.00190782j -0.00743397-0.00813774j -0.00156007+0.0123388j -0.0055134-0.00062993j 0.00635498-0.00383844j -0.00233011-0.00728959j 0.00159352-0.011223j 0.000222023+0.00181054j 0.00373743-0.000973188j 0.000547465+0.00537331j -0.0108058+0.0049317j -0.00072235-0.0105652j -0.00231252-0.0032952j -0.00753854+0.00173516j -0.00433074-0.00809161j 0.00405004-0.00431921j -0.00722857-0.00245965j -0.00238977-0.00220306j -0.00379307-0.00320703j -0.00208689+0.00481859j -0.000498671+0.00188551j -0.00258371+0.00135094j -0.00124679+0.00344691j -0.00123563+1.42884e-05j 0.00295097-0.00155489j -0.000763431+0.00078978j 0.00108196-0.00107538j 3.39095e-05+0.000863178j 
