0.0927481-0.107595j -0.186381-0.0815997j 0.0150363+0.243279j 0.214272+0.091485j -0.019995+0.0794847j 0.0917112-0.0746976j -0.0311111-0.26888j 0.204178-0.131954j 0.00621989-0.0812722j 0.0591885+0.079123j 0.0598841+0.045235j -0.174776-0.019555j 0.201773+0.0129088j -0.101741+0.0267471j -0.0329719+0.0209907j -0.00108864+0.047191j 0.0291223-0.0505272j -0.0752142+0.0562157j 0.00292961+0.00869754j -0.12566+0.0689813j 0.0367362+0.121271j 0.0927391-0.0839256j 0.00273691-0.075474j -0.0803405-0.0222246j -0.0207468-0.186247j 0.0421598-0.0584843j -0.0493244-0.0748544j -0.0077005-0.052012j 0.0281728-0.129535j 0.0148405+0.0125387j -0.0955455+0.146713j 0.0131252-0.0657907j 0.0407869-0.00334923j 0.121301+0.00396537j 0.060297+0.0150349j -0.0671377+0.0819952j -0.0490459+0.0603472j 0.0599354+0.0321483j 0.0281459+0.00498836j -0.0136294+0.0497628j -0.0105735-0.0113094j 0.0908943+0.000735568j -0.0316441+0.0606865j -0.0927009+0.02906j -0.0321147+0.130838j 0.150414-0.0378501j -0.0366516+0.136603j 0.198065-0.0423506j 0.06057-0.174321j 0.122339+0.153992j -0.118496-0.198854j -0.18097+0.0331831j 
-0.000614649+0.000407873j -0.000129609-0.00109879j -0.000328051+0.000400342j 0.00115533-0.00159221j 0.0010654+0.00297441j -0.00144486+0.00377137j -0.00416965+0.000908387j 0.00196887+0.000269965j -0.00281037+0.00141422j -0.0016346+0.00325113j -0.000588736-0.0033281j 0.00308069+0.000758014j -0.00237948+0.00124133j 0.00223064+0.00266737j -0.00119745-0.000169877j -0.00044536+0.00297035j -0.000209201-0.0028648j -0.00422961+0.00101016j -0.000265234+0.0033906j -0.00366157-0.00419473j -0.00106533-0.00294644j -0.00107687-0.00295315j -0.000311427+0.00256127j 0.0039648+0.00199597j -0.000530055-0.0039166j 0.000632396+0.000652965j -0.0032139-0.00177958j 0.00242192-0.000871908j 0.00382186-0.00918416j -0.00183394-0.00432499j -0.000116634-0.0051665j 0.00802994-0.00495565j 0.00233693-0.00326751j -0.000417419-0.00217582j 0.000306995+0.00608819j 0.0035728-0.000615054j 0.00170308+0.00615485j 0.000231694-0.000630575j -0.000359506+0.00252054j 0.00168541-0.000339259j -0.00176172+0.00276827j -0.00374304-0.000571342j 0.00148952-0.00139377j -0.000759443-0.00158775j 0.00388747-0.000454401j 0.000694371+0.00322145j -0.00192264+0.00210172j -0.00233964-0.00105804j 0.00116396-0.00221032j 0.00111933+0.00132037j 0.000776868-0.000467917j -0.00222112+0.000437804j 
0.00162499+0.000338538j 0.00185516-0.00100421j 3.12783e-05-0.00225577j -0.00123965-0.00187423j 0.000491803+0.00145554j -0.000763425-0.000215216j -0.000466923-0.000149983j -0.00300254+0.00288378j -0.000514219-0.00101894j 0.000145882+0.000676923j -0.00129658-0.00174027j -0.00070265-0.0015583j 0.000838393+0.00027944j 0.00165815+0.0007925j -0.00302145+0.00269922j 0.00273859+0.000448918j 0.00412515+0.000154846j 0.00195922-0.00308892j 0.00646314-0.000473913j -0.00464925-3.47565e-05j 3.7458e-05-0.00124655j -0.00364424-0.00392896j 0.00308786-0.00199266j 0.00392333-0.00217687j 0.00566344+0.00118845j 0.000892688+0.00638323j 0.000287734+0.00394921j -0.0014515-0.00533223j -0.0069695-0.00651059j -0.00073742+0.00565656j -0.000985706-0.0022745j -0.00333692+0.00220893j -0.00171288-0.00483818j 0.00584568-0.00297458j -0.00275281+0.000177498j 0.00486639+0.0031862j 0.000314216-0.00593421j 0.00727329+0.00499486j 0.00135574+0.0078684j -0.00193123+0.00118377j -0.00148562+0.00357315j -0.000937211-0.000504305j 0.00171992-0.00153576j -0.00173018+0.00276045j 0.00295866-0.0016361j 0.00348345-0.000968982j 0.00224166+0.00218633j -0.00170469+0.00257856j -0.00150541-0.00262692j 0.002018-0.000378135j 0.000715466-0.00116071j 0.000904963-0.000464381j 
0.00121458-0.000288574j 0.000951661-0.00022228j 0.000673293+0.000374017j -3.66869e-05-0.0015828j -0.0017811+0.000480284j 0.000575086-0.00228049j 0.00166109-0.00135938j -0.00371728+0.00171187j 0.00195486-0.0034175j -0.00117389+0.00110619j 0.000284946-0.00317815j -0.00347232+0.00197872j -0.00299906-0.000426085j 0.00118404-0.00261832j 0.00153499+7.45161e-05j -0.00525328-0.00194254j -0.00680979-0.00223553j 0.00298965-0.00356108j -0.00243462-0.000523864j 0.00452553+0.00191845j -0.000823505-0.000945154j -0.0031875-0.000459791j -0.00157584-0.0023856j -0.00390389+0.00847632j -0.00546213-0.00292821j -0.00107151-0.00303906j 0.0081822-0.00468779j 0.00601658-0.00120129j 0.00332616-0.00224608j 0.00128464-0.0092558j -0.00437419-0.00328933j 0.00400033-0.000344902j -0.000997232+0.00287014j -0.0029072-0.0014991j -0.0066607+0.00120422j -0.00661661-0.00195066j -0.00223732-0.00392948j 0.00284649-0.0045216j 0.00165245-0.00249704j -0.00409353+0.00106679j -0.000516707+0.00282878j -0.00386809+0.00105452j -0.00210703-0.000812832j -0.00362493+0.00280006j 0.00351713-0.000901796j 0.00219656+0.000693618j 0.0018095+0.002533j -0.000249355+0.000563536j -0.00279391-0.00327175j 0.00263674-0.000328144j 0.00100119-0.000215084j 0.000995094+0.000487858j 
-0.00161523-0.000819695j -0.00153347+0.00129643j -0.00104242+0.0013023j -0.000160067+0.00255518j 5.68909e-06-0.00268295j -0.00174203-0.00139433j 0.00137527+8.08328e-06j 0.00262459-0.000798797j -0.000527705+0.00262611j 0.00238027-0.00102616j -0.0011338+0.0051204j 0.0029431+0.000889494j 0.00306284-0.00110551j -0.00101681-0.00391222j 0.0016672-0.00493191j -0.00237707+0.00226012j -0.00192694+0.000864124j -0.00331065+0.00224341j -0.00267103-0.00288251j -0.000434974+0.00469671j -0.000247812-0.000919694j 0.00380762+0.00134105j -0.000350356-0.00132944j -0.00138279-0.00283346j 1.28089e-05+0.00444531j 0.00484963-0.00288956j -0.00139181+0.00285932j -0.00282078+0.00373657j 0.000479272+0.00842693j 0.00305279+0.00399579j 0.00287731+0.00830597j -0.00374475+0.00158157j -0.00531266+0.000227527j -0.00335132-6.56767e-05j 0.00558498-0.000222706j -5.39183e-05-0.000303616j -0.00153068+0.00283952j -0.0035754+0.000529386j 0.00101523-0.000598767j 0.00302345+0.0018431j 0.000188244-0.00410213j 0.00362365-0.00151579j 0.00177737+0.00213388j 0.00223785-0.00389213j -0.00374333+0.00388164j -0.00594713-0.000743919j -0.00424769-0.00455744j 0.00380438-0.00307343j 0.00146367+0.00435161j -0.00356693-0.000987409j -0.00117446+0.00243244j -0.000623883-0.000378086j 
-0.00133282-0.00129256j -0.00109847+0.00109179j 0.00120409-0.00100787j -0.000409329-0.001287j -0.00051359-0.00143786j 0.00182597-0.00122483j 0.00490187-0.00244512j -0.00186516+0.000982281j 0.00304938-0.00350043j 0.000181478-0.00490511j -0.00100722-0.00054167j -0.00649777+0.00011763j 0.00303791-0.000772538j -0.000138492+0.00386946j 0.00242833+0.00514094j 0.00334943-0.00681057j 0.00624941-9.89062e-05j -0.000462613-0.00297208j 0.00207053-0.00114625j 0.00463915-0.00294334j -0.00637041+0.000501698j 0.00453859+0.00518567j -0.00684312+0.00142641j -0.0018899+0.00716837j 0.00606808+0.00868433j -0.00812574-0.00529473j 0.00264129-0.00918449j -0.00846251-0.00581297j -0.0071615+0.00198229j 0.00336234-0.00277687j -0.00276987+0.0012262j -0.00641538+0.00919703j 0.000570123+0.00625552j 0.00394901+0.00270005j 0.00296391-0.00147963j 0.00249991+0.00183878j 0.000521853+0.00501019j 0.00254502+0.0031673j 0.00151106-0.00151966j 0.00228355+0.00158363j 6.00912e-05-0.00062664j 0.0024252-0.00416418j 0.00310835-7.83158e-05j -0.00281172+0.00309378j -0.000791247+0.00237345j -0.000353576-0.00087872j -0.00423346-0.00345326j 0.000300154-3.94721e-05j -0.000559596+0.00178723j -0.00450383-0.000803213j -0.00147962+0.0032142j 0.000876424+0.000819213j 
0.00157995-0.00299166j -0.00311465-0.000834174j -0.000408084-7.22102e-05j -0.00350093+0.00114321j -0.000514619-0.0033499j -0.00371597-0.00256032j -5.76258e-06+0.00148023j 0.00119407-0.000839575j -0.00247358-0.0030041j -0.00132074-0.00569848j -0.00202992+0.00651505j -0.00256225-0.000757763j 0.00656108+0.00418832j 0.000372168+0.00255947j 0.000611404-3.36414e-05j -0.000854866+0.00227727j 0.00653183+0.00430242j -0.00112957+0.000874837j 0.000460489-0.00475384j 0.0034053-0.00686939j 0.00243352+0.00258798j -0.000987782-0.00121837j 0.00241039+0.00567092j 0.000206886-0.00549167j -0.00854333+0.00570979j -6.64668e-05+0.0022957j -0.00417785-0.00433622j -0.00410853+0.00735405j -0.0052913+0.00391166j 0.00592322-0.00276902j 0.00631759+0.0127669j 0.000349188+0.000401603j -0.000590565-0.00588148j -0.00143286-0.000907815j -0.00604544-0.00956896j 0.00757165-0.00113273j 0.0102432-0.00419138j -0.00358962+0.0071425j -0.00319056-0.000702921j 0.00107183+0.000489343j 0.00221946-0.00481545j 0.00518357+0.000367936j 0.000672848+0.00823498j 0.00586994-0.00113518j -0.00355333+0.0129147j -0.00592798-0.00154816j -0.00782039-0.0064622j 0.00580317-0.0015898j 0.000104351+0.00812973j -0.00688441-0.00296109j -0.00289841+0.00168911j -0.000696762+0.000437458j 
0.0013639-0.00299782j -0.00327631-0.00058891j 0.00128057-0.000371598j -0.00389926-0.00134898j -0.000598875-0.00206389j -0.00397076-0.000698237j 0.000894627+0.000697612j -0.00113154+0.0014752j -0.00157949-0.00673698j 0.00148689-0.00277716j -0.00129246+0.00509062j -0.00292494+9.45881e-05j 0.0024096+0.00425252j 0.00211981-0.000799566j 0.00689182-0.00241753j 0.00516799-0.000280678j -0.004139+0.00261037j 0.000260158+0.00338759j -0.00505245-0.00431213j 0.00221687-0.00208897j 0.00391705+0.00146126j 0.00155295-0.00377788j -0.00331073+0.00250996j -0.00500972-0.00196664j 0.000916251+0.00832128j -0.00040344+1.02266e-05j 0.00448879-0.00370485j -0.00119671-0.00725643j -0.00486182-0.00445906j 0.00628907+0.00313978j 0.00288382+0.00432966j 0.00180126+0.00954894j -0.00555553-0.00209752j -0.00145473-0.00800404j 0.000655589-0.0100366j 0.000592465-0.00417345j 0.00505095-0.00177519j 0.00409946+0.00468088j 0.00438744+0.00272811j 0.000199476-0.000630812j 0.00400499-0.000134638j -0.00205226-0.00125104j -0.000260545+0.00325051j 0.00114054+0.003903j -0.000588379+0.00989386j -0.00200625-0.00035366j -0.00597977-0.00302117j 0.00288681+0.00054187j -0.000569051+0.00544803j -0.00494142-0.00257301j -0.0024838+0.00196392j -0.000658404+0.00118682j 
0.000768565+0.000576448j 0.000307288-0.000652799j -0.000127206-0.00147462j -0.00179258-0.000103627j 0.00107789-5.46857e-05j -0.000940718-0.00121403j -0.00210341+0.000955127j 0.000244463+0.000124227j -0.000830515-0.000925159j -0.00146338+0.000810727j 0.000990592+0.000720279j -0.00164201-0.000137402j 0.0012715+0.00151517j 9.002e-06-0.000844531j -0.00251724+0.00191704j -0.00472301+0.00133708j -0.000721143+0.00107552j -0.00179436+0.00023768j -0.00266582+0.00277611j 0.00197151-0.00276575j 0.0038267-9.59091e-05j -0.00354014-0.0010085j 0.000634474+0.00133078j 0.0054147-0.00631782j -0.0113222-0.00328094j -0.00148678+0.00291546j 0.000378802-0.00228754j -0.000528951+0.00967279j 0.00447701+0.00143234j -0.00196738-0.00471929j -0.00056727-0.00120852j -0.000162106-0.00629373j 0.00180555-0.00440378j 0.00091312-0.000862638j -0.00502491-0.00455945j -0.00431612-0.00343506j 0.00781698-0.0119561j 0.0021705-0.0042154j -0.00413218-0.00185436j -0.00357141-0.00327221j -0.00160046-0.00422353j 0.00456139+0.000412357j 0.00352597+0.00490861j 0.0039174-0.00429126j -0.000784038+0.00318874j 0.000248403-0.000222698j 0.00106775+0.00423086j 0.00103759+0.000828324j -0.00208246-0.000683672j 0.00101286+0.000543731j -0.000156885-0.00175918j 0.00103027-0.000255928j 
0.00186929-0.00171063j -0.0011774-0.000676366j 0.000569897+0.00191036j 0.000420731+0.00166155j -0.00165631+0.000432001j 0.000507616-0.00107387j 0.000482989-0.000829407j -0.00122214+0.000770355j 0.000622251-0.000466776j -0.00161478-0.00517548j 7.60218e-05-0.00097169j 0.000279165-0.000172289j 0.000360879+0.000175298j 0.000577703+0.000808449j 0.0008871-0.00351252j 0.000294674+0.0032217j 0.000727716-0.000377915j 0.00851538-0.00147444j 0.00640744-0.00752163j -0.000747926-0.000334353j -0.00540411+0.0041712j -0.00136022+0.000124612j 0.0088598+0.00174583j -0.00418857+0.0100641j 0.00193919-0.000532449j 0.00254442+0.00102698j -0.00637935+0.00248676j 0.00319749-0.000262206j -0.00731138+0.00157478j 0.00141186-0.00471521j 0.000125904+0.0083521j 0.00578179-0.00338398j 0.00269961+0.00228881j -0.00374986+0.00433422j -0.00670885+0.000700646j 0.0055553+0.00486074j -0.00378989+0.00684225j -0.00648239+0.00580405j 0.000651768-0.00199217j 0.000432011+0.00636474j 0.00470333+0.00411039j -0.00522272+0.0049911j -0.00859247-0.00143476j -0.00339118+0.00702112j 0.00273109+0.00103738j -0.00115911-4.82676e-05j -0.00253829-0.00467431j 0.000197244-0.00106615j 0.0017316+0.00200862j -0.000426799-0.0020552j 0.000279823+0.000898912j -0.00150832+0.000907612j 
-0.00176465-0.000273329j -0.000553499+0.00186884j 0.001519-0.00228125j -0.00198628-0.000714788j 0.00187082+0.00111093j -0.00198104-0.00285574j 0.0011934-0.00298776j -0.00040927+0.00719253j 0.00372478+0.000820086j -1.83277e-05-0.00119061j -0.00213175-0.000827307j -0.00251994+0.00211194j 0.00459596-0.00235315j 0.00188225-0.00728006j -0.00329066+0.000936272j -0.00639358+0.00166703j -0.00748795-0.00380113j -0.00110692+0.000672696j 0.00171341-0.00362178j -0.00112726+0.007433j -0.00958961-0.00347769j 0.00424473+0.00404895j 0.00178886-0.00127911j 0.0096638+0.006549j -0.00289091+0.00802968j -0.00370178-0.00271927j -0.00222382-0.000807883j -0.00999308+0.00741117j -0.00358678+0.0112544j -0.00628783-0.0036821j -0.00929886+0.00242128j -0.0150706-0.00351269j -0.00271009+0.00360959j 0.00635716+0.00419543j 0.00510983-0.00216092j -0.0106046+0.000452613j 0.00332522-0.0114983j 0.00896063-0.00361829j -0.000429945-0.00183937j -0.000784519+0.00211302j -0.00276534-0.0066447j 0.0082954-0.00558584j 0.00959124+0.00238698j -0.00184577-0.00381714j 0.000116697+0.000333144j -0.00170463-0.00200214j -0.00280772+0.00354421j 0.000723859+0.00115499j -0.00232523-0.00101028j -4.1315e-05+0.000194724j -0.00114555+0.00235676j 0.0016342-3.37984e-05j 
0.00103882-2.30264e-05j 0.00131317-2.79598e-05j -0.000843554-0.000169706j 0.000194437+0.00147259j -0.000872467+0.000676479j 0.000168761-0.000700386j 0.000186898+0.000670312j 0.000491456-0.00109834j 6.59843e-05+0.0017806j 0.000161774-0.000936828j 0.00190917-0.000108045j 0.000969336-0.00155071j 0.00014246+0.00029438j -0.00133296-0.00241484j -0.00362553-0.00252668j 5.97353e-05+0.000560326j 0.000449227+0.00233409j -0.000162999-0.00086282j 0.000977029-0.000374596j -0.00182117+0.00285238j 0.00295035-0.00303266j -0.00204295-0.0034029j 0.000863959-0.00510216j -0.000935753-0.00328616j -0.000510888-0.00345154j 0.00918117+0.00180443j 0.00349155+0.00614418j 0.000792091+0.00198124j -6.42272e-05+0.00379014j 0.00620528+0.00139598j 0.000419041+0.00246064j 0.000497855-0.000436718j -0.00415258-0.00389336j -0.00340605-0.00136701j -0.00365373+0.000800082j 0.00211801+0.00246091j -0.00175617+0.00219344j -0.00236587+0.00183787j -0.000135243+0.00298293j -0.000870487+0.00097014j -0.0019777-0.000487297j -7.55055e-05+7.4098e-05j 3.87679e-05-1.92238e-05j 0.000494353-0.00218421j 0.000404685+0.00114739j -0.00113184+7.77566e-05j -0.00137737-0.00082586j 0.000512763-0.00101727j 0.000873164-0.000530757j 0.000840943-0.00154709j 0.000898902+0.000149986j -5.72411e-05-0.00107149j 
-0.000760144+0.000189904j 0.00265555+0.00100669j -0.000490795-0.00251425j 7.25954e-05+0.00181343j -0.000673943+0.00328439j 0.000503097+0.000889209j -0.000240434-0.00328717j -0.00164341+0.00147192j 0.00368637-0.0015252j -0.00371707-0.00440563j 0.0031124-0.00650567j -0.00350323+0.0014295j -0.00186028+0.00365352j -0.000372048-0.00221561j -0.00149923-0.00330388j 0.0016286-0.00398444j -0.00542125+0.000767278j 0.00808114+0.00281732j 0.000839929+0.0008597j 0.00178367+0.00586j -0.00199157-0.00889924j 0.00307321-0.00162552j -0.000823137-6.54331e-05j -0.00232621+0.00465017j 0.00588505-0.00731135j 0.00648037-0.000229659j 0.00478176+0.00645542j -0.00974793+0.00356935j 0.00355617+0.00255174j 0.0105593+0.00445525j -0.00804155-0.00143058j 0.00160098+0.00219173j 6.70126e-05+0.0011857j -0.00114457-0.00195171j -0.00064663-0.00682807j -0.00367567-0.000733209j 0.00296746+0.00846419j -0.00253241+0.00193281j 0.000615153+1.59874e-05j -2.06403e-05-0.000398909j -0.000936377-0.00362028j 0.00104491+0.00174363j -0.00237847+0.00145648j 0.000354674-0.000208934j 0.000212428-0.000753179j 0.00029365-0.00103739j 0.000396383+0.00251872j -0.00145438+0.000693136j 0.00153897-0.00336243j 0.00140678+8.02504e-05j 0.0014528+0.00143575j 0.00196872-0.000968981j 
-0.00041493-0.000135701j -0.000625647-1.65868e-05j 0.00134474-0.00146319j -0.00127434-0.00167959j 0.00136664+0.00134283j 0.000815868+0.000223532j -0.000351491-0.00203421j -0.00180473+0.00131838j 0.00159973-0.00146426j -0.00188255-0.00122024j 9.269e-05-0.00040662j -0.00331415+0.00354543j 0.0012702+0.00152279j 0.00139092+0.0035114j 0.00345056+0.00730011j 0.00327301-0.00661268j 0.00250748+0.00183453j 0.00679514+0.00218829j 0.00395139-0.00139892j 0.00113086-0.00676346j -0.00159701+0.00646015j 0.0042833+0.00365714j -8.77928e-05+0.00727874j -0.00164076+0.00670698j -0.000549516+0.00290931j -0.0112166-0.00177585j -0.00772436-0.00690324j -0.000582921+0.00141155j 0.00235422+0.00573145j -0.00780113-0.00676063j -0.00395515+0.00219962j -0.000781985-0.00220545j 0.00868378+0.00426132j 0.00396261+0.0080021j -0.00148319-0.0040463j -0.00336952+0.00183513j 0.00488611-0.000101034j -0.0055936+1.04407e-05j -0.00740357-0.00483145j -0.0028129-0.00238014j -0.000306149-0.00222523j -5.33033e-05-0.0018511j 0.000676895+0.000181117j -0.00238644+0.00238029j -0.000380064-0.00123616j 0.00270057-0.00162848j 0.00155633+0.00238626j -0.00138542+0.00246776j -0.000708384+0.000209432j -0.000980971+0.000908935j -0.000671506+0.000255291j 0.00120263+0.000838329j 
-0.000825064+0.000237905j 0.000228624+1.00493e-05j -0.000649778-0.00177929j -0.000295081-9.5396e-05j -0.000648472-0.000326209j -0.00200246+0.00158323j 0.00119531-0.00150338j -0.00151762+0.00286873j -0.00198681-0.00490565j 4.2271e-05+0.000106815j -0.00340705-0.000493338j -0.00122532-0.000518982j 0.00124047+0.000128433j 0.000811691+0.0023043j 0.0029888-0.00192834j 0.00207275+0.000671703j -0.000359191-0.00397846j 0.00170712-0.00196375j -0.0021402+0.00209621j 0.00052989+0.00405573j -0.00401489-0.00281315j -0.000945632-0.000206423j 0.000893399+0.00541171j -0.000234334-0.00465716j 0.0113634+0.000527571j -0.00472563+0.00143274j 0.000864913+0.00420128j -0.0101588-0.00647406j -0.0055471-0.0145057j 0.00250444+0.0162464j -0.000624355-0.00721681j -0.00241732+0.00971958j 0.000234619+0.00294307j 0.00527713-0.00928544j 0.00723777-0.00399996j 0.00269591-0.00439106j -0.00213282-0.0011058j 0.012371-8.36806e-05j 0.00946215+0.00358991j 0.0056368-0.000412651j 0.00715386+0.00106375j 0.00294376+0.00221096j -0.00105109+0.0029181j 0.00440804+0.00474713j -0.000333656-0.00103046j 0.00199548-7.82961e-05j 0.00249213+0.0014744j -0.00109137-0.000251767j -0.000670903-4.87724e-05j -0.000567344+0.0013618j -0.000365606-0.000245092j 0.00144671+0.000630511j 
0.00297493-0.000253837j -0.00227669-0.000690929j 0.00218695+0.00129644j -0.00121141-0.0019662j -0.00121191-0.00230337j 0.0014721+0.00169365j 0.00117782+0.00179162j 0.00223342-0.00229373j 0.00124984-0.00317794j 0.00420519-0.000370699j 0.00355245+0.00485049j -0.00132693-0.00340347j -0.0006038-0.000503096j -0.00259132+0.00118169j 0.00186822-0.00128732j 0.00524469-0.0013503j -0.00532036+0.00336962j 6.78092e-05+0.00137447j -0.00812754+0.0035257j 0.00561346-0.00219804j 0.00966245+0.00867697j 0.000954886+0.000631286j -0.00197137-0.00283555j -0.00651155-0.00784778j -0.0033844+0.00305536j -0.00746961+0.000480298j 0.00624021-0.0040726j 0.00532358-0.00651454j -0.00277559-0.00174878j -0.000443581+0.00374033j 0.00228866-0.00477742j -0.000677066+0.00630564j 0.00182645+0.00330383j -0.00307343-0.00290522j 0.00150464-0.00858717j -0.0111871-0.00173478j -0.0016321-0.00754942j 0.00173606-0.00621211j 0.00162088-0.00502332j -0.00224247-0.00521815j 0.00538089-0.00175602j 0.000185819-0.000357835j -0.000673506+0.00165799j 0.00212631+0.00185259j -0.000968699+0.00113368j 0.00459843-0.00015095j 0.0024128+0.000716731j -0.000115549+0.00251762j -0.0015984+0.00197903j -0.000193078-0.000644853j -0.000299273-0.00280052j 4.90786e-05+0.000650447j 
-0.00150632-0.00068388j -0.000898031-0.000914726j 0.000169657-0.0029708j -0.00042776-0.000940261j 0.000112261-0.00131056j -0.00938399-0.00145121j 0.000573112-0.00159676j -0.00679648+0.00719234j -0.00678774-0.00446744j 0.00219024+0.00720035j -0.00486564+0.0060143j 0.00154139+0.00614183j 0.0037402+0.00395866j 0.0029729-0.00479757j 0.00987068-0.00213591j -0.00119397-0.00644586j -0.00512597+0.00611479j 0.00872953-0.00330361j -0.000769065-0.00273449j -0.00521423+0.00503312j 0.00175524+0.00455694j -0.00296651-0.0041631j 0.00455763+0.00781001j -0.019796-0.0017147j -0.00177626+0.00453079j -0.00304205-0.009103j -0.00435372+0.00320926j 0.00401953-0.00712472j 0.0111291-0.00100394j -0.00391748+0.00471256j -0.000152715+0.00659474j 0.00312109+0.00244544j -0.00180774+0.00510707j -0.0030759-0.00334853j 0.00216924+0.000178529j -0.00273672+0.000825311j -0.00492356-0.000533659j -0.00258262-0.0016028j 0.000924478+0.00179348j -0.00228462+5.93685e-05j 0.00510865-0.00243746j 0.00104264+0.000157742j 0.000527481+0.00825553j 0.00154752+0.00369926j -0.000445105+0.00122468j 0.000661588-0.000317826j 0.00294384+0.00321323j 0.00188684-4.3402e-05j -0.00272359+0.00110867j -0.0026485-0.000314982j -0.00194539+0.00109455j 0.00200035+0.00213839j 
-0.00124049-0.0002999j 1.67298e-05-0.000671881j -0.000415703-0.00119926j 0.000146779+0.000215994j 0.000526849+2.61011e-05j -0.00496506-0.000661357j -0.000927525-0.000742071j -0.00344188+0.00346754j -0.00352081-0.00138874j 9.90297e-05+0.00254305j -0.00258608+0.00114562j 0.00187503+0.0030061j 0.00106371+0.00338893j 0.00173544-0.00318262j 0.00382364-0.00169125j -0.00158642-0.00114473j -0.00318326+0.00233812j 0.00411141-0.000760355j 0.000167488-0.00131651j -0.00314667+0.00292857j -0.000976339-0.00138088j -0.00218555-0.00372963j 0.00222944+0.0044151j -0.00615895+0.000190831j -0.00124735-0.000213265j 0.00239888-0.00418299j -0.00199832+0.00267754j 0.00123843-0.00150149j 0.00604695-0.00204824j -0.000193288+0.00107884j -0.000709307+0.00352743j 0.00355398-0.00114628j -0.00237912+0.000298971j -0.00222931-0.00268416j -0.000184793+0.00127134j 0.00076282-0.000173169j -0.000339339+0.00176348j -0.00178683+0.000934945j 0.000880971+0.00245328j -0.000699368+0.000742766j 0.00115355-1.99958e-05j -0.000434544+0.00087513j -0.000199635+0.00286798j 0.000326643+0.000743463j 0.000566877+0.00107561j -0.000770882+0.000507936j 0.000126781+0.00164475j 0.000749533-0.000951352j -0.000740412-0.000139356j -0.000687658-0.000387594j -0.000535142+0.000917125j 0.00049992+0.000858922j 
-0.000343513-0.0011929j -0.000648779-0.000669941j 0.00111443-0.00196984j -0.00162611+6.16346e-05j 0.00149851+0.000561504j -0.00133136-0.00277119j -0.000121186+0.000550229j -0.00228708+0.00342467j -0.00143568-0.00150274j -9.07108e-05-0.00307228j -0.00125834+0.000162183j -0.00146783+0.000962737j 0.00173938+0.00188846j 0.00244789-0.00445851j 0.0005119-0.000315663j 0.00242793-0.00209599j 0.000200416+0.0023563j 0.000844644+0.00103162j 0.00384901-0.003533j -0.00559369+0.000578693j -0.00375517-0.00143911j -0.0016356-0.0065128j -0.000909369-0.00194333j 0.00332574+0.00124559j 0.00334225+0.0041035j 0.00670348+0.00206388j -0.00053264-0.00107787j -0.0012802-0.00287333j -0.00761898+0.00236958j 0.00308986-0.00309519j -0.00215797+0.0057652j 0.000439952+0.00227677j -0.00587759-0.00411325j -0.000243621-0.00294666j -0.00475136-0.000707436j 0.00468057+0.0037603j 0.000962327-0.000828936j 0.00418142+0.00289683j 0.00245522+0.00632878j -0.00232365+0.00311332j -0.00225499+0.00367683j -0.00341538-0.00442485j 0.00265269-0.00303088j -0.00446845+0.00218864j 0.00452748+0.00404809j -0.00110118+0.00127435j -0.00604929+0.00138438j 0.00109947+0.000273546j -0.00086904+0.000500827j -0.000231332-0.00127019j -0.000523049+0.00165535j -0.000306002+0.000639639j 
