-0.104288+0.00623211j -0.0389553-0.110117j -0.102406+0.0230596j 0.0971851+0.121859j 0.0495795-0.130967j 0.121271-0.036691j -0.145758-0.130798j -0.0720099+0.194504j -0.0473549+0.107467j 0.00551985+0.0262366j -0.0653798-0.0520191j 0.0835379-0.256688j -0.182357+0.0591488j 0.154718-0.0717602j -0.00226284+0.0806619j -0.0528348-0.1092j -0.0412817+0.00727567j 0.0693763+0.000740591j -0.0448159+0.0674048j -0.027001-0.112064j -0.0018479-0.0295343j 0.00589555+0.0268232j 0.0286313-0.041911j 0.202106+0.122909j 0.0218019-0.0610848j -0.108265-0.104158j -0.0332074+0.0137317j -0.0487998-0.0600436j 0.0161146+0.034376j -0.0728575-0.0465843j -0.115321+0.00367879j -0.125987-0.0174242j -0.0778042+0.0403483j -0.0791356+0.073135j -0.0383363+0.0564222j 0.00882145-0.115074j -0.00239528-0.00993219j -0.0930199+0.0524113j 0.105054+0.12826j 0.100266-0.0146464j 0.0137018-0.0284943j 0.00931523+0.0834817j 0.0108189+0.0961296j -0.0230254+0.0807821j -0.0543513-0.0209597j 0.0666112-0.179489j -0.0217582-0.0179831j 0.0929309+0.0108615j -0.0433569-0.0300138j 0.0532493+0.0680378j 0.084006+0.00760365j 0.0963903+0.0131433j -0.0176994+0.0427511j 0.039108+0.0564621j -0.0283928-0.013195j -0.00435565-0.00600593j -0.0161695+0.0321291j 0.0386596+0.0213495j -0.0730299+0.0288201j 0.102012+0.0214351j -0.0765575+0.047596j -0.20566+0.0326993j 0.093997-0.133929j -0.126748-0.0031914j 0.00219749-0.103198j -0.180509+0.00817208j -0.039565-0.126832j 0.0737659+0.0436179j -0.0576524+0.153416j 0.130173+0.106492j 
-0.00188109-0.000982688j 0.00357854-0.000215849j -0.000241343-0.00209327j -0.000395282-0.00173673j -0.0028197+0.00269231j 0.000922116+0.00285614j 0.000245848-0.00156288j 0.00146553-0.00152025j -0.00554144+0.000981613j -0.00588328-0.0058469j 0.00735474-2.9745e-05j -0.00294439+0.01134j 0.0051028+0.00472946j 0.00285919-0.00426155j 0.00084388-0.00599573j 0.0143049-0.00375304j -0.00400379-0.00230858j -0.0126897+0.0113983j -0.00840826+0.0137104j 0.0111006+0.00203398j -0.00408069-0.00318037j -0.00149174+0.0101793j 0.0044945-0.00263831j -0.00105457-0.00361182j 0.00428906+0.000671272j -0.00734038-0.00540368j 5.50027e-06+0.00286941j 0.00550896-0.0106087j 0.00502869+0.00479914j 0.00810587-0.000134984j 0.00657978-0.0109838j -0.00586894-0.0102108j 0.000249915-0.000375246j -0.00458231-0.00328037j 0.00407308+0.00117751j 0.00554569+0.00385534j -0.0220937+0.000985035j 0.0116082+0.0057333j 0.0033761-0.00923183j -0.00613509+0.00183947j -0.011662-0.00473387j -0.00174132-0.00336506j 0.00819162+0.0116077j 0.000289297-0.0135975j 0.00481795-0.00715044j -0.0138204-0.013664j 0.00243344+0.000916642j -0.000288008+0.00151768j 0.00986461-0.00755509j 0.00946619+0.00470727j 0.0137322+0.00154028j 0.00518763-0.00569646j -0.00252108+0.00713429j 0.00547322-0.00215911j -0.00842444-0.0049483j -0.00230627-0.00726489j 0.0213638+0.00116751j -0.00101583+0.0026405j 0.00212139+0.00164987j 0.00902231+0.00227289j 0.0115096+0.00840185j -0.00381977-0.00170994j -0.00190124+0.00351876j 0.0107986+0.00367451j -0.00406829-0.0054414j -0.00233509+0.00250545j -0.00384391+0.00203552j -0.00113625+0.00144943j -0.00479273-0.000302661j 0.000846465+0.00138422j 
-0.00364575-0.000100274j 0.00206919-0.00375522j -0.00182952+0.00299112j 0.00386751+0.00186946j -0.00265991+0.00247967j -0.000585245+0.00187239j 0.000127317+0.000694974j 0.000194873+0.00116148j -0.00720839-0.00355913j -0.00548455+4.52027e-05j 0.00955356+0.00140926j 0.00132732+0.0131787j 0.00741876-0.00503967j -0.00324324+0.00973105j -0.00168858-0.00194523j 0.0130266+0.00590285j -0.006614-0.005743j -0.0149462-0.00166475j -0.0022997-0.00207357j 0.00539084+0.00330939j -0.000536581-0.00318717j -0.00331841+0.00663636j 0.00115574-0.00473968j 0.0106621+0.000745044j 0.00200159-0.00952118j 0.00872259-0.000397769j -0.00162135-0.00744916j -0.00853739+0.00752209j 0.00197587+0.00524865j 0.000860581+0.0116115j 0.00125793-0.00156626j -0.00168937+0.00225025j 0.00788396-0.00416819j 0.00313318+0.00852371j 0.00457432+0.00831877j 0.0151875+0.00194919j -0.0154436+0.000910385j 0.00663514-0.00361878j 0.00706024-0.0126944j -0.00642055+0.00967568j -0.00736926-0.00974279j -0.00293424-0.00526488j 0.00553784-0.00290795j -0.0200959-0.00256885j 0.0057477-0.00519185j -0.00382796-0.00519352j -0.00879176+0.00375198j -0.0048879-0.0028632j -0.00200574+0.00163002j 0.0118759+0.00234592j 0.00919283+0.000653643j -0.00628046-0.00120101j 0.00289697+0.0102158j 0.00129283+0.00373807j -0.00885324+0.0027638j 0.0185893+0.00472031j 0.0144936+0.00484148j 0.00438385-0.00894358j -0.00303922+0.00390448j 0.0107182+0.00139705j 0.00683438-0.000182203j -0.00436851-0.00195876j -0.00195896+0.00253535j 0.00575951+0.00230402j -0.00133433+0.000301773j 0.00145737+0.00196502j -0.00589143+0.00253752j -0.0023492-0.00193036j -0.00109312+0.00291706j 0.0025818-0.00088427j 
0.00137697+0.00141315j -0.00371298+0.00126789j -0.000655799+0.00170819j 0.00109356-0.000176962j -0.000406291-0.0029152j -0.00344926+0.0030562j 0.00457541+0.00398308j 0.00260765+0.00154259j 0.00403974-0.00472083j 0.0110843-0.00479141j -0.010501-0.0086808j 0.0151283-0.00359929j 0.000804261-0.00636108j -0.00446991+6.66909e-07j -0.0139262+0.0166338j -0.00968169+0.00939921j -0.0138618-0.0035501j -0.0078856-0.00890586j -0.00460788-0.0119742j 0.00330649+0.00473479j 0.00583051+0.000441016j -0.00120585+0.0129456j 0.0156484+0.00409307j 0.00675627+0.00116014j 0.00331263-0.00958179j 0.0154461+0.00366575j -0.00590281-0.0123005j -0.0139122+0.00994028j -0.00537406+0.00273951j 0.00124933+0.0142839j 0.00328273+0.00694078j 0.00820493+0.00535984j 0.0032774-0.00801354j 0.0100626-0.000506077j 0.00557492-0.000545003j 0.0140537-0.0047962j 0.00203425+0.000612119j 0.00217054-0.00432066j 0.0111709-0.00556122j 0.00780974+0.00472798j 0.00261606-0.0142047j 0.00292064+0.00845823j -0.00900949-0.000174483j -0.00949938+0.0184458j -0.0130783+0.00378324j 0.00310086-0.00676841j -0.0040613-0.000515287j 0.011486-0.0148956j -0.0170151+0.000546165j -0.00768682-0.00348879j -0.00568781-0.00804227j -0.0126639+0.00103872j 0.00668707-0.0101218j -0.0020664+0.00815957j 0.00529667+0.0100264j 0.0139901-0.00636005j -0.00507527+0.0214302j -0.0131982-0.0058818j -0.00797815+0.00305398j -0.00625938-5.12098e-06j 0.000719314+0.000363956j 0.00930533+0.00714784j 0.00850169+0.00555923j 0.00215142-0.000207231j 0.00452651-0.00352097j 0.00332147-0.00173948j 0.00224584-0.00610268j 0.00141845+0.000490646j 0.00333561-0.000935167j -0.00104593-0.00169862j 
0.00218196-0.00100948j 0.00163544+0.00315623j 0.00127001-0.000360571j -0.00333121-0.00409885j -0.00504336-0.00308215j 0.00384762+0.00144971j 0.00267511+0.000822279j 0.00715115-0.0023452j 0.0101365-0.00112558j -0.00305858-0.00547709j -0.0127958+0.000403798j 0.0040056+0.00189489j 0.00991142+0.00432501j -0.00873922-0.0174005j 0.00190084+0.00723214j -0.0112501-0.000500891j 0.000290036+0.007399j 0.00811283+0.0110376j -0.0101818+0.00469427j 0.00740648-0.00748705j 0.0101472-0.0058221j -0.00837977+0.00143092j 0.0136406+0.00770485j -0.00781252+0.00209392j 0.0012613+0.00240239j -0.0139718-0.00265908j -0.00117621+0.0125033j -0.00789213-0.00544701j -0.00240691+0.0120419j -0.00176864-0.0136422j -0.0121538-0.0032741j 0.00297657-0.00361183j 0.00198377-0.00106856j -0.00974715-0.00277449j -0.00327648-0.00670178j 0.00323905+0.00249383j -0.00514692-0.00879973j 0.00160063-0.00243442j 0.0045292+0.000982241j -0.000208609+0.00265503j -0.00416628+0.00194466j 0.0072912+0.00243154j -0.00419463-0.00197029j 0.00611013-0.00867616j 0.00709119-0.00246835j -0.0025324-0.00269302j 0.0051167+0.000997074j 0.0138721-0.00495311j 9.04742e-05-0.0126983j -0.00712782+0.00200597j -0.000399493+0.00271615j 0.00314074+0.000948055j -0.000656785+0.00565006j 0.0115612-0.00128513j 0.0137742-0.000473993j -0.0138785-0.0137038j -0.00580308+0.00654653j -0.00279268+0.00171305j -0.0092392-0.00526895j -0.0128515+0.00876814j 0.0109543+0.0109848j 0.00319333+0.00207389j 0.00578976+0.00146563j 0.00362559-0.00611613j -0.00411835-0.00428447j 0.0009569-0.0010493j 0.001538-0.00460817j 0.00263293+0.000783059j -0.00298411-0.00171823j -0.00156126+0.00170234j 
-0.00245372+0.000781009j -0.000880842-0.00334965j -0.000502256+0.00222098j 0.00403922-0.000404454j 0.000828944-0.0020896j 0.00176965+0.00154241j 0.00188941-0.00261808j 0.00132353-7.10482e-05j 0.00207509-0.00216217j 3.78968e-05+0.0122498j 0.010237+0.00347427j 0.00486052+0.00512729j 0.00105593-0.012052j 0.00846643-0.00403082j 0.0203296+0.0028325j 0.00619121+0.0156782j 0.00437421+0.00884589j 0.000801265-0.00243356j -0.00729652-0.008981j -0.00651505-0.00292584j -0.00851069+0.00435695j -0.00868375-0.00743795j -0.00382495+0.00818829j 0.0126162+0.00347476j -0.000341825-0.0137735j 0.00224282+0.00154562j 0.0195616+0.0115346j -0.000319661+0.00547817j 0.00129613-0.00643065j -0.00081988-0.00388298j 0.00376132+0.0138636j 0.0149825+0.0166788j -0.00192993-0.00643187j 0.0104514+0.00537714j -0.00417146+0.0110993j 0.015246+0.00268697j -0.0050845+0.00776357j -0.00730243-0.00690542j 0.000341973-0.00714943j -0.00757187+0.00593987j 0.00329404+0.0222814j -0.0012417-0.00321621j -0.0112907-0.0126752j 0.00235338-0.00422605j 0.0125673-0.00112554j 0.00248589-0.0108579j -0.0155869+0.00371548j 0.00532729-0.00103529j -0.00263939-0.00504539j 0.00281023-0.00182463j -0.00615106+0.00304957j -0.00494572+0.0152294j -0.0175203+0.00491954j 0.00706954-0.00458436j -0.00512868+0.0138505j -0.00291985-0.00808129j 0.00296481-0.0113435j -0.000917101-0.00938018j -0.00823466+0.00114274j 0.00363957+0.000700208j -0.00154717-0.00876091j 0.00117826+0.00305125j -0.00101003-0.00448172j -0.00385682+0.00175887j 0.00466321+0.0015978j 0.00192838-0.00311071j -0.00373432+0.00449878j -0.00327109-0.00313187j 0.00162775+0.00438581j 0.0034328-0.00126959j 
-0.00114944-0.00128031j 0.00422122-0.00209155j -0.00196166+0.00398181j 2.18075e-05+0.00346777j -0.00473025-0.00256312j 0.0086863-0.00503598j -0.0127033-0.00315626j 0.00135067+0.00814306j 0.00924026+0.000824132j -0.0124749+0.0106289j -0.00438895+0.00318225j 0.00348011-0.000247257j -0.00178949+0.000158461j -0.00871007+0.00713666j -0.00302784-0.00137839j -0.00434008+0.00594692j 0.00395307+0.0010545j -0.00948002+0.00528315j -0.00510744-0.0115647j 0.0129059-0.00210492j 0.00661553-0.00137966j -0.00643713-0.00822013j 0.00384093+0.00310469j 0.00416776+0.00317399j -0.0118393+0.00658644j -0.00192609-0.00235113j -0.00550984+0.00671624j -0.0116671+0.00883808j -0.000923134+0.00304267j -0.0124848+0.0148498j -0.00237948-0.00321461j -0.00589453-0.00633367j 0.0138139-0.00408486j -0.016154+0.00203318j 0.00417182+0.00347754j -0.00267671+0.00253243j -0.00465117+0.000963708j 0.00150105-0.00267915j 0.0122007-0.0111257j -0.000734554+0.015568j 0.00829778-0.000977144j 0.00215276-0.0104754j 0.00208695-0.00841917j -0.00841712+0.0043397j 0.0091781-0.00349612j 0.00585476-0.00457328j -0.00385032+0.00732603j -0.00824156-0.00648457j 0.00132668+0.0130003j 0.00474365+0.00839762j 0.0131596-0.000885165j 0.00674779+0.0117794j 0.00850141+0.0127231j -0.00587885+0.00621541j 0.00945801+0.010791j 0.00973855-0.00607375j 0.00144923-0.00284614j 0.00611622-0.00774526j -0.00177725-0.00710913j -0.00163018-0.00380287j 0.00268297-0.0108611j 0.00354148+0.00120563j -0.000228387-0.00302158j 0.000511701+0.000297195j 0.00082008+0.00178585j -0.00207987-0.00268677j 0.000547196+0.000364139j 0.00220726-0.00119437j -0.00311289+0.00178002j 0.000226409+0.00153674j 
-0.000302738-0.000339987j 0.00181281-0.000854148j -0.000626954+0.000741448j -0.000621346-0.00148851j -0.000432906+0.00321182j -0.00070718+0.00308525j 0.00185958+0.00151721j 0.00491317-0.00203214j 0.0026619-0.00408629j -0.000886377-0.00118493j -0.00353101-0.000720991j 0.0062182+0.00396827j 0.00650048-0.00826799j -0.00829801-0.0170388j 0.0176276-0.000614825j -0.00298676+0.00622332j -0.00155334+0.00552624j 0.00722434+0.00260018j -0.00773705+0.00445433j 0.00336466-0.00554174j 0.00629947-0.00333104j -0.0113041+0.000428057j 0.00530206+0.0100775j 0.00398722+0.000945332j -0.00624393-0.00167349j -0.0068662-0.000942498j 0.0150159+0.00871428j -0.00417621+0.0057346j -0.00323269+0.00459968j -0.000718616-0.0144517j -0.00452091+0.0057765j 0.00744699+0.00248529j -0.00203782-0.00537034j -0.00187075-0.00463928j -0.00451113-0.00130217j 0.0107822+0.00238831j -0.00698044+0.00419538j -0.00686107-0.00399632j 0.00544666-0.00478458j 0.00485779+0.00067119j 0.00134432+0.00452975j 0.00375496+0.00788372j -0.0158597-0.00858451j 0.00535084-0.0172508j 0.0100423-0.00583232j -0.00449351-0.00623262j -0.00480025+0.00130865j 0.0108815-0.00466462j -0.0041134-0.00631077j -0.00723944-0.00278326j -0.0014887+0.00342162j -0.00134505+0.00849194j -0.00200439+0.00786569j 0.00989391-0.00607563j 0.00539196+0.00202431j -0.0112031-0.00701124j -0.00222694+0.000164001j -0.00267359-0.00613513j -0.0095036+0.00278593j -0.00411574+0.00543092j 0.00558179+0.00239331j 0.00282247+0.00185449j 0.00102786-0.00245048j -0.000396353-0.00319j -0.00203308+0.00062906j 0.0014425-0.00257182j -0.00101707+0.000390094j -0.000414593-0.000984098j -0.0017968+0.000884581j 0.000121334+0.000169457j 
0.00203927+0.00130836j -0.00184319+0.000928821j 0.00203195-0.000504935j -0.00139856+0.000782036j 0.00380563-0.0065513j 0.00808966-0.00465074j -0.0052807-0.00360363j 0.0013243-0.000187773j 0.0112972-0.00699328j -0.00285671+0.0145524j -0.00258723+0.00917777j -0.00319255-0.0096143j 0.00563453+0.00643554j -0.000242582+0.0081739j -0.0132574+0.0113111j 9.86829e-05+0.00834811j 0.0140726-0.00233267j 0.000855376+0.0162032j -0.00360955-0.00883315j 0.000610968-0.0112462j 0.00800937-0.00602193j -0.00588314-0.00146277j 0.00950352+0.000783425j -0.00509161-0.00301816j 0.00151554-0.00921234j -0.0139596-0.00415055j -0.019056+0.00753348j -0.008647-0.00734944j 0.00126748+0.00207526j -0.0152451+0.012778j -0.00612232-0.00416945j 0.00515136-0.00546543j -0.000444998+0.00689227j -0.00561875+0.0132504j 0.0027069-0.00364306j -0.00771666-0.00566371j 0.00291601-0.0116693j 0.00662502+0.00161721j -0.00353894+6.75031e-05j -0.0104721+0.00857931j 0.00882088+0.00700064j 0.00108391-0.0199702j 0.00418209+0.00633345j -0.00646233+0.0129492j 0.00162636-0.00404981j 0.000129618+0.0040209j 0.00645845+0.00901036j -0.00166556-0.00603251j 0.00144965+0.00039233j 0.00921696+0.00599568j -0.000453712+0.003195j 0.00759114+0.00247681j 0.00284598+0.00578182j -0.00124922+0.00123975j 0.0148224+0.00433541j -0.00369698-0.00690885j -0.00281818+0.00012528j 0.00705388-0.00208091j -0.00469784-0.0133779j -0.00686934+0.00508073j 0.00384921-0.0094094j 0.00414474-0.003083j -0.00229546-0.00249737j -0.00429212+0.00165423j 0.00180351-4.53192e-05j -0.00451891-0.00147549j 0.004904-0.00164925j 0.00120745+0.00274355j 0.000400002-0.00031449j -0.00154069+0.000597779j 
-0.000472434+0.000202132j 0.00212377-0.00206624j -0.00243704+0.00172862j 0.00081226+0.00466058j -0.000964429+0.00512722j -0.00679139-0.00864465j -0.0142237+0.00597198j -0.00373349+0.00977001j -0.00674207+0.00299128j -0.00773483-0.000678961j -0.00621722-0.0010289j -0.000333462-0.00140066j -0.0043704-0.00717366j -0.0176394-0.000375492j 0.00634902-0.00504405j -0.011548-0.00363913j -0.0103285-0.00406598j 0.00652109-0.00393515j 0.00608938+0.0050768j 0.0130022+0.00229258j 0.00908173-0.00511932j -0.00653765-0.00303122j -0.0100481+0.000938578j 0.00248389+0.00516267j -0.0135574+0.018665j 0.00188618-0.00601061j 0.00336889+0.00454515j -0.00285459+0.0144057j -0.00394153-0.000414594j 6.88587e-05-0.00354725j -0.00456647+0.00187865j -0.0182683-0.00684008j 0.00823268-0.00717968j -0.0183535-0.0107499j 0.00309724-0.00947879j -0.0070034+0.00637337j -0.00300692+0.00921612j -0.00492778-0.000531647j 0.0105641-0.00600539j 0.0225445-0.00688429j -0.00169341-0.0161612j 0.00123773+0.0153784j -0.00773765-0.0141535j 0.0083414-0.011949j 0.00147862-0.00447968j 0.00195742+0.00272069j 0.00462319-0.00224443j -0.00196442+0.00451247j 0.00481675+0.0166866j -0.0103355-0.006717j 0.00986617-0.00812272j -0.00221308+0.0046932j 0.0166406+0.000129222j -0.00462437+0.00786662j 0.00439257-0.00914938j 0.00721402+0.000457621j 0.00209262-4.13265e-05j 0.0010643-0.00169613j 0.00308356-0.00137208j -0.00361552-0.002968j -0.00267124-0.00316606j 0.00167191-0.00353168j 0.00339477-0.00191499j 0.00192648-0.00457571j -2.91924e-05-0.000646986j -0.00344319-0.00098042j -0.000476036-0.000188064j 0.00215304-0.00211877j -0.00237109+0.00257845j 0.00048348+0.00120251j 
0.00142825+0.00318522j -0.00236141-0.00211878j -0.00287397+0.00195606j 0.0020851+0.00890333j 0.00775731+0.0156017j -0.00324976-0.00299892j 0.000295195-0.0051349j -0.00757537+1.85166e-05j -0.00361686-0.0161983j 0.00803099+0.0057956j 0.0019855+0.00211239j -0.00786318-0.0110799j 0.0121156-0.00627917j 0.00469929-0.00365837j 0.00187295+0.0140296j 0.00338276+0.00458j -0.00520168-0.0138164j -0.00366464-6.56955e-05j 0.009149+0.00651141j -0.00158702-0.0106531j 0.0119014-0.00757148j -0.00652529+0.00534045j -0.00502534+0.0193398j -0.000571036+0.00212827j -0.00559068-0.0211097j -0.00401741-0.00438695j -0.0216708-0.00819266j -0.00432951-0.00372172j -0.00685419-0.0028457j -0.00464462-0.00241745j 0.00622449+0.00244915j -0.00158535+0.00520108j -0.0183814+0.00860429j 0.0121689-0.00127562j -0.00625521-0.0170476j 0.0033087-0.00471645j 0.000451968-0.00233108j 0.0003571-0.00778294j 0.00854536+0.00785133j -0.00347773-0.0133316j 0.000595651-0.00824466j -0.00507349+0.00801386j -0.0107+0.00693673j 0.00515373-0.0134704j 0.00418604-0.00583877j -0.016942+0.00522429j 0.0059198+0.00864977j 0.0105743-0.000393191j -0.00358447+0.00747261j 0.00412978-0.0124061j -0.008785+0.00283118j -0.0221034-0.00356932j 0.000170051+0.00173524j -0.00229461+0.000735127j -0.00647326+0.00044298j 0.00398872+0.00244196j 0.00546313+0.000201676j 0.00774049-0.0059027j 0.00289899+0.00275754j 0.00533206+0.000949284j -0.000450928-0.0100916j -0.0016509-0.00505737j -0.00351254-0.00322069j -0.000274438+0.000853481j -0.00215176+0.000419674j -0.00623964+0.00227176j 0.00160359+0.0022393j -0.000256438+0.000716375j -0.000523229-0.000375748j -0.00320698+0.000438013j 
0.00178629-0.0023888j -0.00121836+0.00231508j -0.000903888-0.00870669j -0.00303069-0.000852234j 0.0163943-0.013069j -0.00638372+0.00300095j -0.00412782-0.000378001j -0.00343603-0.000291422j -0.0109163+0.00158625j 0.0144469+0.000620736j 0.00652112+0.00219497j -0.00911938+0.00196339j -0.000338962-0.0144413j -0.00447881+0.00489467j 0.00745929+0.010515j -0.000733308+0.00925554j 0.000891863-0.014133j 0.020166+0.0111881j 0.0133984-0.00737769j 0.00805966+0.010145j 0.00814576-0.0146488j -0.0068331+0.00292568j -0.00202925-0.0144304j 0.0139153-0.0122791j 0.00995882-0.0160409j -0.00666099-0.0211099j -0.0033481+0.00501094j -0.0124035-0.0115239j 0.00339949-0.0139143j -0.00457286-0.00207925j -0.000913453-0.00256481j 0.00860689-0.00530167j -0.00599089+0.00603238j -4.44908e-05-0.00172473j 0.0181811-0.000281997j -0.000415843-0.00710623j -0.00376963+0.00259457j 0.011016+0.0131215j -0.005903-0.0117923j 0.00736013-0.0112999j -0.00151152+0.00287393j 0.00964613-0.00811214j -0.000832374-0.0111962j -0.00707419+0.00480671j 0.00391121-0.00292866j -0.00563866-0.00160843j 0.0094218-0.00865333j -0.00162999+0.00692967j -0.0043073-0.00503076j -0.00788555-0.00866831j 0.000805977+0.006783j -0.00122941+0.00575275j -0.00231873-0.00491706j -0.00152802-0.00144344j -0.00707858-0.000570294j 0.0003201+0.00677565j -0.00376986+0.00361378j 0.000173988-0.00103284j -0.00117947-0.00442327j 0.00250988+0.00199241j -0.00106194-0.0041341j 0.000811813+0.000882959j -0.00118367+0.00148518j -0.00310919+0.00463954j -0.000772498-0.00283364j -0.00319757+0.00509158j 0.00217401-0.00177849j -0.000452214+0.00144457j 0.00124465-0.0038807j -0.00258571+0.000801824j 
0.00123255+0.000299828j -0.000473872+0.000174328j -0.00113679-0.00134056j 0.000815069+0.00213496j 0.0085373+0.00241075j -0.00652005+0.000597979j -0.00230843+0.00258204j -0.00285893+0.00154345j -0.0047659+0.000120708j 0.000342602+0.000538057j 0.000204855+0.00069577j -0.00174001-0.00104689j -0.000870995-0.00674449j -0.00543472+0.00123884j 0.00295265-0.00148783j -0.00246307+0.00432109j -0.00346094-0.0049343j 0.00453171+0.000443489j 0.00720366+9.98118e-05j 0.00662331+0.000815733j 0.00500128-0.00552154j -0.00410875+0.000528835j -0.00591352+0.00214115j 0.00552978-0.00408058j 0.000261731+0.000352521j -0.0013658-0.00823065j -0.0003607-0.00264479j 1.53209e-05+0.000402433j -0.000873567-0.00418318j -0.00186441-0.00460759j 0.00207655+0.000972587j -0.00249256-4.44678e-05j -0.00425731-0.001323j -0.00498917-0.00281304j 0.0037636-0.00453007j -0.000445029-0.000351395j -0.000569582+0.00458674j 0.00122997+0.00466519j 0.00123996-0.00521343j 0.00599744-0.0117272j -0.00325611-0.00346069j 0.00551993+0.00506528j -0.00754744-0.00417294j -2.63911e-05-0.00777341j -0.000196335-0.00258296j -0.00292606+0.000458044j 0.0012566-0.00329647j 0.000927995+0.00189635j 0.00191427+0.00368748j -0.00576933-0.00357839j 4.4444e-05-0.00138405j -0.00378063+0.00313393j 0.00207261-0.00441405j -0.000679929+9.68577e-05j -0.00681433-0.00156899j 0.00304879+0.00237847j 0.00155896-0.00016061j 0.000240117-0.00221397j 0.00216661-0.00127182j 0.000111099+5.62375e-06j 0.000641443-0.00235462j 0.000803055+0.00049608j -0.000397746-0.000102855j -0.000693122+0.000249386j 0.000106801-1.49929e-06j -0.0021058+0.00174286j 0.00104082+0.00067395j -0.000158434+0.000222469j 0.000736887-0.000499472j -0.00134381-0.000524362j 
0.000887919+0.00339148j -0.00247269-0.000656249j -0.00405349+0.00963312j 0.00798751+0.00739427j -0.00268638+0.00904474j -0.00160634-0.00196263j 0.00189009-0.00351225j -0.00580379+0.00690268j 0.00150583-0.00461288j -0.00454355+0.00613088j -0.000808664+0.0017368j -0.00407652-0.00606554j 0.00213212+0.00147778j 0.00186114+0.000938045j 0.000206611+0.00261418j 0.00441988-0.00052813j -0.00245031+0.00321582j -0.010589-0.00593047j -0.00350465+0.00481472j -0.00588187-0.00996377j 0.000768462+5.85066e-05j 0.00143714+0.000493989j -0.000971083+0.0128565j -0.00541989+0.00975041j -0.00868977-0.00160742j 0.0021044+0.00647531j -0.00963106-0.00405843j 0.00158748+0.00734583j -0.00599284+0.00453209j -0.00309163+0.00250665j 0.00245597+0.00264964j -0.0044159+0.00548993j -0.00288266+0.00300727j 0.00351514+0.000700398j -0.0126063-0.00600401j 0.000872324-0.00235572j 0.00248366-0.00338175j -0.00626906-0.0084358j 0.00790515+0.00633174j -0.00974084+0.000102292j 0.000441715-0.00517251j -0.00483411+0.00445977j -0.00208873+0.00896215j 0.00287317-0.00661029j 0.00191104-0.00276382j -0.00249251+0.00723805j 0.00221869+0.00956007j 0.00349749-0.00692167j -0.000653302+0.0082082j 0.00440974-0.0032813j -0.00224202+0.000482096j -0.00717075+0.00276189j -0.000514086+0.00504144j 0.000810918+0.000370501j 0.00104489+0.00326315j 0.00331536-0.00177051j 0.00313552-0.00369281j 0.00177585-0.00507876j 0.00289581+0.00229256j 0.001126-0.00121855j -0.00202245-0.00345246j -0.00475685-0.0023847j 0.000706243+9.10805e-06j 0.000844127-0.00299408j 0.00130631+0.00296087j 0.000496242-0.000301815j 0.00236227-0.00147257j 0.00319782+0.00146411j 0.00121461+0.00359553j 0.00110993-0.000876459j 
-0.0002526+0.00185011j -0.00116542+0.00213521j -0.00280834+0.000854795j -0.00956188-0.00379987j -0.0152574-0.00608922j -0.00257117+0.0114454j 0.00583279-0.0102094j 0.00493314+0.0157636j -0.00265213+0.00811688j 0.0110671+0.00298001j -0.00107895+0.0013747j -0.01229+0.0110023j -0.0062018-0.009012j -0.00996859+0.00361549j 0.00535281+0.00744093j 0.00245609-0.000739485j 0.0013995+0.000990791j 0.00513732-0.001491j 0.00336706+0.00727614j -0.00098149+0.00929576j 0.00028821-0.000308024j 0.000951213-0.00550435j -0.00544656-0.0166909j 0.00411208+0.00467336j 0.0137678-0.00924209j 0.0171699-0.00647372j 0.00754685-0.000380915j -0.00651508-0.000384468j -0.00448448-0.00872659j -0.000902163-0.00168594j -0.00924094-0.00532752j 0.00186378+0.00658219j -0.00114495-0.0085686j -0.000972778+0.00614124j 0.00688067+0.00376148j -0.00109143-0.0029214j 0.0042807+0.000724266j 0.00278326-0.0019754j -0.00551806+0.000380927j -0.00152652-0.00572938j -0.00306783-0.000813602j -0.00360956-0.00310283j -0.00274885-0.000691965j 0.00092542+0.00227793j 0.00241883-0.00564444j 0.000150592+0.00246919j 0.00653186-0.00640571j 0.00521848+0.000830883j -0.00496935-0.000205281j -0.00921479-0.000501785j 0.00177597+0.000479215j 0.00472339+0.00381135j -0.00508649-0.00110981j -0.00263825-0.00199036j 0.00382019+0.00412581j 0.00235359+0.00124807j 0.00514296+0.00595221j 0.00246492+0.00251199j -0.0013214-0.000259768j -0.000310556-0.000940958j 0.00137652+0.00372607j 0.000945318+0.00125723j -0.000975224-0.00350218j 0.000246397+0.00359294j 0.000117808-0.0011503j 0.0012621-0.00256455j -0.000261823+0.00205892j -0.00141203+0.000777563j 1.10815e-05+0.000673126j 0.00174865-0.000981509j 
