0.0508052-0.0627618j 0.108631-0.122243j -0.109744+0.0162021j 0.0817474-0.0154645j 0.0230082-0.0179296j -0.00594785-0.00489992j 0.0637861+0.014183j -0.0318859+0.0335519j 0.0973639+0.00600446j 0.00111838-0.0185592j 0.0168144-0.00644037j 0.00181752-0.00404509j -0.0242288+0.0341219j -0.0378172-0.0248311j 0.0296158+0.0107924j 0.00498097-0.0256985j 0.00890297+0.0104707j 0.02949+0.00121204j -0.0362145-0.0206847j -0.0206725+0.00286397j 0.00725135+0.0135882j 0.00947658+0.0189315j -0.00726895+0.00633086j 0.0246736-0.0184128j 0.000483032-0.00273244j 0.00664785+0.00531059j -0.00656125+0.00095204j 0.0129027-0.0124532j -0.00460036+0.00892005j 0.00703303-0.0072781j -0.00106004-0.00549624j 0.00796058-0.00796533j -0.0166664+0.000541594j -0.00151455-0.00147594j 0.00305721+0.00366278j -0.0160396-0.000737973j 0.0184765-0.0211785j -0.0165336+0.00549608j 0.00215325+0.0014298j -0.0143141+0.0190434j 0.0208478-0.0146614j 0.000514353-0.0132822j -0.00317739-0.0116069j -0.0087513+0.0133372j -0.00367888-0.015118j -0.0024662-0.00586313j 0.00352657+0.00508736j 0.00083311+0.00982561j 0.00134969+0.00479842j 0.00429098-0.00368454j 0.0017796-0.00977596j -0.00908496+0.010818j -0.00161228+0.0153814j 0.000844998-0.00562817j -0.0267295+0.0145432j 0.0178034-0.00864391j -0.002957-0.0072506j 0.0220759-0.0121327j -0.0198282+0.00945445j 0.01798-0.00614973j 0.00175728-0.00127271j -0.0047948-0.00225167j 0.00982236-0.00801366j 0.00529703-0.021521j 4.58438e-05-0.00741539j 0.00971039-0.00292761j -0.00802284-0.00611077j 0.0179632-0.00279265j -0.00982253+0.00591124j -0.00415238+0.000934114j -0.00473291-0.0117429j 0.021197-0.00903969j 0.00358619-0.0367944j -0.0107925-0.0281018j -0.00963101+0.0148255j -0.00126051-0.0307017j 0.0234057-0.00059449j -0.0262065+0.0261172j -0.00714472+0.00718329j 0.0111307-0.00230081j -0.034143+0.00187957j -0.010639+0.0333667j 0.0211326-0.0252115j 0.0488936+0.0548916j -0.0117909+0.0127174j -0.0188019-0.0136515j -0.0781143+0.0181993j -0.0498717-0.00598356j -0.0314954+0.109407j 0.0299783-0.0840796j 0.0280091-0.00991698j -0.124901+0.375433j 0.338369+0.0453692j -0.0778961+0.0312707j 0.105574+0.192321j 
0.00789367-0.0199179j 0.00601452+0.000673226j -0.00628652+0.016509j -0.014162+0.0379831j 0.0919794+0.176035j -0.0878651+0.059482j -0.0275901+0.0273822j -0.0548191-0.0649086j 0.0732434-0.0673365j 0.0514648+0.0924273j -0.0506031+0.00847503j -0.0360258-0.0333062j -0.074139-0.0442144j -0.0115244-0.0388106j -0.00593878-0.032191j -0.172926-0.0132797j 0.0653552+0.0596288j -0.0405924+0.0671095j -0.0264519+0.0172778j -0.00510883+0.0999897j 0.11333-0.0128689j -0.00810605-0.0321061j 0.0879613+0.00765389j 0.0598247+0.0652807j 0.0181462+0.0653205j -0.117141-0.0567237j 0.0115811+0.162992j 0.0470665+0.0192113j -0.150421+0.0530434j 0.136828-0.148077j -0.0792953-0.0600191j -0.0185417-0.0429813j -0.0477257+0.0102593j -0.054112-0.0271494j 0.155155+0.027614j 0.0318893-0.037002j 0.0354143-0.0249008j -0.100397-0.0203178j 0.0416112+0.00553498j -0.0883148-0.043421j 0.0463285+0.0680948j -0.00637155+0.0465642j -0.0128143-0.053941j -0.0101416+0.0626334j -0.0539469+0.105218j 0.0497619+0.00914847j -0.0616291-0.0351345j 0.00175089-0.00686049j 0.0428249-0.033213j -0.063617+0.0215316j -0.0120032-0.0370831j -0.0224659-0.00387264j -0.00450655-0.0280924j 0.0160494-0.0365567j -0.0227828+0.0562821j -0.0245609-0.0202235j 0.0170606+0.0316597j -0.0371257+0.00670353j 0.0882673-0.0184126j 0.0399804-0.0496637j -0.0296811-0.0285048j 0.00900492+0.00514274j -0.05535+0.00621005j 0.0143888+0.0290615j 0.0107759-0.0412773j -0.0345411-0.00174934j -0.0316204-0.0149433j 0.0418032-0.0613049j 0.0125016+0.0665071j 0.0257985+0.034764j -0.0298455+0.0721433j -0.0685077-0.00493557j -0.0320665-0.00782407j -0.0193946-0.0300356j -0.00514479+0.0614983j -0.0115274-0.0251173j 0.0388407+0.0195529j -0.0225648-0.000313972j -0.0373336+0.0469305j 0.0493906+0.00400032j -0.00271107-0.0230737j -0.0225218+0.0433834j -0.0212093-0.00953795j -0.0232508-0.0648712j -0.0288995-0.00955721j 0.00438204+0.0307339j -0.0186004+0.0165997j -0.0121893-0.0132634j 0.009703+0.0462038j -0.0106278-0.00777417j -0.0132184+0.0213071j 0.0149522+0.00270341j -0.02961+0.0341185j -0.000521896-0.0129114j -0.00224336+0.00180199j 
-0.0332578+0.0517632j -0.00656216-0.0475098j 0.121002+0.071644j -0.0124122+0.0646544j -0.0260272+0.000933516j -0.00801339+0.0586534j 0.00427253+0.0117018j 0.0467054-0.042436j -0.0269242+0.034165j 0.00949296+0.0237924j 0.0935405-0.0516792j -0.0725269-0.0822691j 0.0253077+0.110354j 0.0149351-0.0800412j -0.0386202+0.0995958j 0.0520977-0.0362895j 0.0572918+0.0372732j -0.0544259+0.0114435j -0.119878-0.0542829j -0.169861-0.0468869j 0.118542+0.0795649j 0.0633868+0.0384517j 0.0513763+0.0323935j -0.0532475+0.0603088j -0.0493802-0.0608795j -0.0562842-0.0388041j -0.0625129-0.00340397j -0.0822457+0.138467j 0.105305+0.0341584j 0.131893+0.0160192j -0.0530169-0.00937499j -0.0197154-0.0116301j -0.0973841-0.0594653j 0.0239604+0.0109055j -0.0676969+0.0964328j -0.026207-0.00366565j -0.0127846-0.0117201j 0.0307201+0.0508877j -0.107919-0.0241034j -0.0890318-0.0687225j 0.0257387+0.0401544j -0.0300319-0.0637509j -0.0403769+0.0506928j -0.0456778-0.0448149j -0.00998325-0.0445745j 0.0948925+0.0717214j 0.00344839-0.091358j 0.049124-0.00863391j -0.036284+0.0169391j 0.0175425+0.00337633j 0.0448284+0.0503425j -0.0229041+0.0177493j -0.053023-0.0104408j 0.0421012-0.00709325j -0.00334802+0.0423439j 0.0173738-0.0395074j -0.0274012+0.0131307j 0.029384+0.0299319j -0.0389276+0.0303682j -0.00744537+0.0122275j 0.0259426+0.01647j -0.00177006-0.0173047j -0.0335042+0.0347896j 0.00020505-0.0281335j 0.0538424-0.0207945j -0.0143988-0.0269563j 0.00305153-0.00365557j 0.0214354+0.0168404j 0.0504163-0.0300248j 0.0495054+0.041049j -0.0200359+0.0383318j 0.0103801-0.0433153j -0.00273894+0.0219979j 0.0331317+0.0765063j 0.0202438+0.0306866j 0.0177347-0.0495825j 0.013787+0.0146041j 0.0149193-0.00833939j 0.0417298+0.0648764j 0.00632309+0.0344865j -0.00868885-0.00709529j -0.0768728+0.0813387j 0.0627136-0.10876j 0.0237332-0.0312381j -0.0433957+0.0628376j -0.0582443-0.00823738j 0.0179945-0.0399311j 0.0163872+0.0275528j 0.0276386-0.0401832j -0.00597429+0.0201083j -0.0210353-0.0191992j -0.089081+0.00952148j 0.0274969-0.0161385j 0.0349292+0.027205j -0.0156227-0.000923146j 
-0.00342604+0.00676075j 0.00777498-0.00822511j 0.051117+0.0260844j -0.0134815+0.0307375j -0.0710656+0.0353785j -0.0853909-0.0317549j -0.0231353+0.088957j -0.144448+0.0698972j -0.00564561-0.212731j 0.0754827+0.013275j -0.0175293+0.14158j 0.08334+0.0788892j 0.00439154-0.0583655j -0.0762516-0.0336815j 0.162743+0.0645703j 0.0634334-0.00160821j 0.000480798-0.114719j -0.0768682-0.0725897j 0.0131712-0.0305886j 0.053983-0.0191401j -0.0979945+0.00182142j 0.0555725+0.0758422j 0.0133941-0.0757962j 0.123561-0.0705072j -0.0393998+0.0322511j 0.0386946+0.151443j -0.047083-0.0233042j 0.0203309-0.00542425j 0.0267128+0.0133412j -0.0228409-0.0893256j -0.013954-0.0428689j 0.00271067+0.0872459j -0.141504-0.0357139j 0.0434829-0.00853696j -0.0221583-0.0159359j 0.00977116-0.0325303j 0.0548346+0.053413j 0.00574539+0.0314932j 0.0379217-0.0230962j -0.0163474-0.0257755j -0.000641759+0.0207951j 0.00610798-0.0079084j 0.0277048-0.0375559j -0.0270082-0.0439575j -0.0187717-0.0500393j 0.00139178+0.0262838j -0.0127065-0.0472421j -0.0016184-0.0139312j 0.00631927+0.0014121j 0.00202058+0.0396053j 0.0389798+0.0324982j 0.0203432+0.019105j -0.00188067+0.00553397j 0.0138905+0.0359189j 0.013076-0.0228832j -0.00356848-0.00147761j 0.0469186-0.0441429j 0.00609359-0.00681552j 0.0363725+0.0111576j -0.007503-0.00671048j -0.00220471+0.0188321j 0.000821999+0.0186506j -0.0726529+0.00982886j -0.0278393-0.0263404j 0.0527477+0.0396898j -0.00142381-0.0166035j -0.00703346-0.0387192j 0.0161869+0.0160801j 0.0113556-0.00923388j -0.0069288+0.034764j 0.0690426+0.029937j -0.018058-0.0230706j -0.0231549+0.0594607j 0.026241+0.0686742j 0.0262705+0.00636818j -0.0096511-0.0217731j -0.00282134-0.000148351j -0.0452667+0.0093531j 0.0128576+0.0426378j 0.0112217-0.0324349j -0.011536-0.0232463j -0.0161133-0.0293368j -0.0268771-0.0549438j 0.027843+0.0556771j -0.0482778+0.0354896j -0.0215163+0.00594036j 0.00970391-0.0374828j 0.025162+0.0316025j -0.00895271-0.0280637j -0.0206906+0.0093667j -0.0173795-0.017594j -0.0339841-0.00961628j 0.0266901-0.0162482j -0.0118326-0.00892087j 0.00560551+0.00296044j 
-0.0115871-0.0088932j -0.00295239-0.0151436j 0.0445385-0.0364198j -0.0696456+0.011893j 0.0753851+0.0400849j -0.0739333+0.0156958j -0.0596182-0.0206867j -0.112673+0.0258417j -0.0862553-0.169751j 0.0302247+0.0870044j -0.0119124+0.0159891j -0.0231665-0.0198289j -0.0185525-0.0707255j -0.0677243-0.0732905j 0.0104867+0.0390253j -0.0635507+0.11505j 0.0338339+0.0580548j 0.0292908-0.00232574j -0.152573-0.038513j 0.071019-0.0253209j 0.00537687-0.0556078j 0.087303+0.00383304j 0.0350766+0.0293452j 0.0936402+0.0514968j 0.0705103+0.0394598j 0.00453784-0.0622298j 0.00859153+0.064626j -0.0356819-0.00516532j -0.0971771+0.0110785j -0.0461602-0.00887704j -0.0299968+0.0235424j -0.0499397-0.085914j 0.0798002-0.000411671j 0.0230156-0.0410256j -0.0391308-0.0473337j -0.0394722+0.0398037j 0.0119827+0.0285242j -0.0366308-0.0741183j 0.0201439+0.0162487j -0.0107496-0.0174411j -0.0226772-0.0207068j -0.00575082-0.00190541j 0.0320886+0.0693733j 0.0235427+0.0653845j 0.0550718+0.0792397j -0.00578848+0.00718588j 0.0173722+0.0456496j 0.0116918+0.0185496j -0.0172677-0.0157186j 0.00741411+0.0128632j -0.0220946-0.00296603j -0.0144654-0.0547502j -0.0191854-0.0195342j -0.0150202+0.0148231j 0.00968725-0.0242136j 0.0347235+0.0162412j 0.0490106+0.0329239j -0.00814391-0.000632692j -0.0315991-0.0126202j -0.00230878-0.0280397j -0.021921-0.00409907j 0.069015+0.0119882j -0.0189698-0.02406j -0.0333052-0.0410905j 0.08516-0.00329498j 0.087534+0.0463822j 0.00215181+0.0286336j -0.0578597+0.00448908j 0.0017181+0.0285701j 0.00507301-0.000144641j -0.00915676+0.0231004j 0.0196815+0.000692728j -0.0486127-0.0100567j 0.0783824+0.0390005j 0.0148815+0.0139116j 0.0114842-0.0317036j 0.0223797-0.0151797j 0.0218271-0.0333029j 0.014404-0.0257661j -0.0150106-0.0150511j -0.00925425+0.0551174j -0.0179153+0.0377575j 0.0743823-0.00882307j 0.01718+0.0423826j 0.0147344-0.0212574j 0.0226146-0.00932033j -0.0194162+0.0270173j 0.0516125+0.0285704j -0.000325708-0.0056382j 0.0127305-0.00517104j 0.0506058-0.0184853j -0.0315765+0.0382598j 0.0350594-0.0136484j 0.0133468+0.00798455j -0.0029473-0.0020966j 
-0.0160949-0.0134557j 0.0193461-0.0128518j -0.0141874-0.0873245j 0.0711718+0.0788295j 0.0899062+0.0198565j 0.0557435+0.0153159j 0.0197143+0.0995061j -0.104178+0.0936211j 0.0342213-0.143047j 0.0130646+0.0157217j -0.00484593-0.0322574j 0.032334+0.163302j -0.0102888-0.0777298j -0.00991242-0.0508782j 0.0163085+0.0570022j 0.077907+0.102015j 0.0956348+0.0529566j 0.0303665+0.0121956j 0.0420096+0.0142525j 0.0194831+0.0473509j -0.0198121+0.102112j -0.0526175-0.0267403j 0.0851021+0.0422459j -0.0563227+0.0187623j -0.0509966-0.0609884j -0.090051+0.020899j 0.00219046-0.0485733j -0.0255861-0.0109553j 0.0305326-0.0266678j -0.0408386-0.0053819j 0.0566254+0.0313821j 0.0252791+0.03821j -0.0598834-0.0278152j -0.00892286+0.0455027j -0.0152308+0.0322505j -0.0028108+0.0216982j -0.0638796+0.00857809j 0.0447498+0.0549014j -0.0479671+0.0735941j 0.0059284+0.00425794j -0.00649939+0.0447294j -0.0214952+0.0216812j -0.0612079+0.0175316j -0.0534005-0.0167101j -0.0263706-0.0043475j 0.0405109-0.0804046j 0.0202787+0.0209507j 0.00959774+0.0418919j 0.039589+0.015154j -0.0308998-0.0240021j 0.0413812-0.00329338j 0.084213+0.0365358j -0.0586161+0.0504995j 0.0274185-0.0236249j -0.00918048+0.0346811j -0.0204305-0.00497529j -0.0750744-0.0160102j -0.00251391+0.00285634j 0.0601183-0.00792834j -0.0241402+0.00314401j 0.05076+0.0321162j 0.024978+0.0339495j -0.00179953-0.00642346j 0.0155983-0.0167861j -0.0166658+0.00546079j -0.0108095-0.0236406j 0.00293793+0.0261091j 0.00924387-0.0190071j 0.00411299-0.0398717j 0.0888266+0.0108918j -0.00358588-0.032972j 0.0496006-0.0192215j -0.0407967-0.0483414j 0.0195381-0.061894j -0.0195378+0.06651j 0.0207755+0.00910057j 0.0105046+0.0293391j -0.04217-0.0306971j 0.0146185+0.0347274j -0.00304299+0.0102398j 0.0258773-0.0260002j -0.010278-0.0629469j -0.00328531+0.0269083j -0.00235205+0.00378842j 0.0296272+0.00552455j 0.0130934-0.0128504j -0.0644351-0.0121565j -0.0291019+0.0103518j -0.0179834+0.0107294j 0.036412-0.0174547j -0.0110049+0.0388113j 0.0560342-0.0381913j -0.0546708+0.00229877j -0.0315613-0.00790549j 0.0102804+0.0106977j 
0.018077-0.00298755j -0.00437831+0.034375j 0.0132862-0.0532168j 0.043875-0.0119505j 0.0347351-0.0704524j 0.0695044-0.0700644j -0.0867376+0.198492j -0.0368679-0.124531j 0.155554-0.0637161j 0.063767+0.0994285j 0.0668247-0.0970179j 0.0366154-0.0592973j 0.0160617+0.101745j 0.0275541+0.00138202j 0.0274735-0.00298567j 0.00911478-0.0809841j -0.0400479+0.0813884j -0.00355395+0.0309891j -0.0445759+0.00783271j 0.00637154+0.0230118j 0.0191363+0.194076j 0.0256056+0.0184304j 0.0183132-0.0635669j 0.109829-0.00596866j 0.106311-0.00941532j 0.0167019+0.0653431j -0.0794988+0.00653993j -0.0168343+0.0766258j -0.0831598-0.0926634j -0.0312506+0.0353761j 0.0453703+0.00762027j 0.0822907+0.0413901j 0.065761+0.0779921j 0.100121+0.027679j -0.00103371-0.0493475j -0.0189239+0.0122116j 0.0105032-0.0468757j 0.0164301-0.0052334j -0.00946762+0.0238103j -0.00968398+0.0139834j 0.00996405-0.00635803j 0.0235812+0.0179015j 0.00928777+0.00544671j -0.0532262+0.0136386j 0.0111234+0.0568493j 0.000741252-0.0162417j 0.0154336+0.0778625j -0.0136034+0.0513183j 0.0256561-0.00554368j -0.0246126-0.0248622j 0.013549+0.010308j -0.0205179+0.0174368j -0.0261977-0.0451812j -0.000938297+0.0110754j -0.0278491-0.0147352j 0.0104185-0.00565008j -0.0180898-0.0284073j -0.00594351+0.0104401j -0.00659973-0.0340501j -0.00756312-0.0200346j -0.00991853+0.0255482j -0.012317+0.0250111j -0.0109363-0.0133447j 0.00883832-0.0066485j -0.0282487+0.0635031j 0.0440998+0.0376278j 0.00701024+0.0195383j -0.0345512-0.0229562j -0.00695623-0.00637195j -0.0147202+0.0369062j -0.0530201-0.0454945j -0.0396002-0.0271566j 0.014449-0.0502476j 0.0367499+0.0571965j -0.00390715-0.014608j 0.00706286+0.0103234j 0.0269088-0.00130733j 0.0512944+0.0398256j 0.0142569+0.0035633j 0.0257721+0.0679964j -0.0043282+0.0627483j -0.0127707-0.0601224j -0.0052148-0.0204526j -0.0355789+0.00652961j 0.0415353-0.0162834j 0.0101078-0.000308948j -0.00766067-0.0101494j 0.00760405+0.0953915j 0.00262067-0.0189393j 0.0051854-0.0276748j 0.0152297-0.00669509j 0.0260039+0.0256071j 0.0205993+0.00366904j -0.009097-0.0251183j -0.019323-0.00967383j 
-0.0199692+0.00132417j 0.021507-0.0538548j 0.137848+0.0148523j -0.0579508+0.0249862j 0.0369141+0.0487501j -0.0607815-0.00605112j 0.18872-0.0567207j 0.0585286+0.223083j -0.165732+0.109634j 0.0767524+0.0421248j 0.0865113-0.046867j -0.00401599+0.0267762j -0.0981692+0.0373556j 0.021349-0.0522056j 0.0953432-0.0810729j 0.0599388+0.0184455j 0.0380649-0.00703403j -0.0457135-0.0856049j 0.0444078+0.0604703j 0.104091+0.102519j 0.080679+0.0576714j -0.0403577+0.0341682j 0.128059-0.00270564j 0.0895256+0.102083j 0.110715+0.0828159j 0.00136857-0.0177166j -0.108762-0.0199302j 0.028685+0.0337268j 0.0313783-0.0862654j -0.0110955-0.00245454j -0.0686616-0.000274294j 0.0186644+0.133818j -0.0582638-0.00187524j -0.00671047+0.0291983j 0.025329-0.0277755j -0.00152559+0.0106196j -0.008335-0.0327345j 0.0037753-0.0190231j 0.0220806+0.0687774j -0.0512885-0.0101754j 0.0439421+0.0800741j -0.0429757+0.0220959j -0.0303303-0.0133347j 0.0171183+0.0139374j -0.00130276-0.010959j 0.0269823-0.04941j 0.00797302-0.0110789j -0.000336593+0.0221556j -0.0381262+0.0124292j 0.0410049-0.000273826j -0.0120019-0.0149027j 0.0282709-0.0110264j -0.0365197+0.0579276j 0.00362873-0.0159833j -0.00730593+0.00827977j -0.027087-0.0339245j 5.00688e-06+0.0282821j 0.00122163+0.0197587j -5.23294e-07-0.0284044j 6.7532e-05+0.0138928j 0.0354016+0.0276068j -0.0220696-0.0362768j -0.00124021+0.0302521j -0.0103912-0.0198976j 0.0187448-0.03865j 0.0118021-0.00884793j -0.00146553+0.0101719j 0.0259729+0.0159066j 0.0289356-0.0128801j 0.0179314-0.0124909j 0.0227039-0.0364228j -0.00146068-0.0538374j -0.00768655+0.0088605j 0.00132525+0.0245812j 0.0592142+0.0187012j 0.0300143-0.0198363j 0.0727219-0.0179735j -0.034241+0.0270279j -0.00629071-0.0676683j -0.00217605+0.0525312j -0.00182569-0.0761026j 0.0111616+0.0590347j 0.0583907+0.038504j -0.0205386+0.0350011j -0.00203116+0.0208497j 0.00610405-0.0324623j -0.0245416+0.00285118j 0.0133914+0.0205306j -0.0138125-0.00509089j 0.0213962-0.0391131j 0.016055-0.00878875j -0.0112758-0.00115559j 0.0332526-0.0247939j -0.00771201+0.0120918j 0.00859055+0.021775j 
-0.0511512+0.0661125j 0.00826528+0.0014731j 0.0400113-0.0867524j -0.0243265-0.0068856j -0.0137899-0.0431394j 0.116949-0.0459869j 0.0687351+0.005525j -0.0368547+0.11966j -0.120401-0.0328588j 0.0729505+0.0620013j 0.00188849-0.0270839j 0.0119849+0.103207j 0.040353+0.0681422j -0.0717503-0.0748524j 0.0614397-0.120693j 0.0859745+0.0421111j 0.0122738+0.0667291j 0.0373906-0.012004j 0.0096393+0.0916116j -0.178966-0.0759988j -0.0459557+0.0704525j -0.0799954+0.0190718j -0.0583437-0.153196j -0.0978157-0.030532j -0.0468808-0.0967656j 0.0479594+0.0650004j 0.0478863+0.057782j 0.027117+0.0810344j -0.0601632-0.0135938j 0.0397605-0.0369818j -0.00746884-0.076326j -0.0705367-0.0651278j 0.0938166+0.0733027j 0.013987-0.0416842j 0.0448976+0.0128261j 0.0343924-0.0172427j 0.0210776-0.0222823j 0.0292156+0.0274048j -0.0832008-0.0139626j -0.0105321-0.0227311j 0.021411+0.0262203j 0.051718+0.00370076j 0.0731513+0.0443162j -0.0468625-0.0191768j 0.0308916+0.0720601j 0.0128588-0.0287985j 0.0201482+0.0127993j -0.0185585+0.0162587j -0.0251003-0.0360043j -0.00587868+0.026409j 0.0546397-0.0311538j -0.0388471-0.0156767j -0.037447-0.0313319j 0.0188907-0.024202j -0.0352742+0.000612699j 0.037479+0.0119095j -0.0598357+0.012002j 0.00706939-0.0152158j -0.0350162-0.0407945j -0.0131052+0.0162013j -0.0424924-0.0295839j 0.0217223+0.0190683j 0.0294683-0.000220141j 0.0469582-0.00702538j 0.0215076-0.045029j -0.0187003+0.00518859j -0.00809781+0.0271693j -0.00936462-0.0501747j -0.0424118-0.0641955j 0.0315965+0.00443337j -0.0867073+0.0244866j 0.012269+0.0095006j 0.0465106-0.00352117j 0.0885947-0.00776439j -0.0448187+0.0504258j 0.0297932+0.0498134j -0.010454+0.0290353j 0.0479033-0.0123801j 0.0383158-0.0547735j 0.0379129+0.0619277j 0.0548114-0.0094507j -0.0469567+0.0259019j -0.0166116+0.012263j 0.011247-0.0301722j 0.00998212-0.0235977j -0.0110711+0.00828508j 0.0130884+0.0265754j 0.0413171-0.0334841j -0.012205+0.01713j 0.0212037+0.00369802j -0.00519474+0.0302751j 0.0130099+0.0493551j 0.0276362-0.0198937j -0.026349+0.00660796j 0.0190916-0.0388707j 
-0.0413639-0.0137559j -0.0675778+0.0504622j -0.0178297+0.0828084j -0.0763091-0.0755597j -0.200934+0.0577476j -0.0579576-0.124846j 0.0467581-0.123977j -0.0184309+0.051463j -0.101342+0.0140629j -0.0558759+0.00161913j -0.0669125-0.0539409j -0.0483595+0.0131072j -0.0609399+0.0140629j -0.00564246+0.0749521j 0.0180792+0.0100764j -0.0404882-0.0117442j -0.0536777-0.104035j 0.0579821+0.217606j -0.0295675+0.0482794j -0.189525-0.0811441j -0.111377-0.123177j 0.00739934+0.0652119j 0.0466963-0.0710333j 0.125815-0.0767552j 0.025347-0.00648436j -0.0594877+0.000801514j -0.0940858+0.0214622j -0.0872056+0.0323925j 0.00199159-0.132341j 0.014926-0.0101099j 0.100468+0.0363552j 0.0159719+0.00155141j -0.00663846+0.101398j -0.0206689+0.011217j -0.0126972+0.0590156j 0.038688+0.0522687j 0.0523685+0.056779j -0.0530871+0.0048156j -0.00926254-0.0170127j -0.0185006+0.0207812j 0.000627489-0.034967j -0.0438726+0.0469884j 0.0156883+0.0418557j -0.0122937-0.0329445j 0.0292337-0.0171623j -0.0112461-0.023193j -0.0206398+0.0144448j -0.0180449+0.0130904j -0.00475255+0.0332877j 0.0487777-0.0351108j 0.0107927+0.0229146j 0.0191333-0.0232658j -0.0517408-0.0112876j 0.00137228-0.0351863j 0.0256624-0.00347359j -0.033782+0.020016j 0.0490311+0.0292906j 0.00286808+0.0262847j -0.0267822+0.000893138j -0.00654019-0.0302112j 0.0177357-0.00100983j -0.0154722-0.0293605j -0.0461592+0.0330617j -0.0285129+0.0058484j 0.0306203+0.00895615j 0.0105638+0.0112168j -0.0124265-0.00627651j -0.00524386-0.0327437j 0.0418502-4.00426e-05j 0.0101135+0.0278854j -0.00460278+0.0386951j -0.0284446+0.0206031j 0.0338077-0.0299103j 0.00040843-0.011244j -0.0650599-0.0196866j -0.0209008-0.0028002j -0.0678104-0.0174119j 0.0615279+0.0300933j 0.0189135+0.0233374j -0.0552413-0.00185065j -0.000999611-0.0212319j -0.069936-0.0181362j 0.0149948+0.0285832j 0.064042-0.00180989j 0.0364852-0.0204243j -0.00790593-0.018129j -0.0132916+0.0477397j 0.0477261-0.054829j -0.0247892+0.0105963j 0.0160511+0.012853j 0.0117938+0.00184437j 0.00768246+0.0039129j -0.0159383+0.0679365j 0.0255097-0.0406188j 0.0256152+0.00573132j 
-0.0302802-0.0261817j 0.00922115+0.0444731j -0.0859812-0.0949988j 0.121529-0.107981j 0.0632923-0.0916468j 0.0804607+0.0890653j 0.159211+0.0905821j 0.0298493+0.103179j 0.0783446+0.0242575j 0.0169447+0.0258674j -0.00600531+0.0313005j -0.146396-0.0973966j 0.0299814-0.00417408j 0.053023+0.00258395j 0.0452692+0.0368227j 0.0236958+0.00511767j -0.0749491-0.0471125j 0.117894+0.0625541j 0.0267713-0.0681883j -0.00101838-0.0650603j -0.174913+0.0103886j -0.123811+0.016489j -0.061208+0.0679675j 0.0151575+0.060127j 0.0481205+0.0512513j -0.0432504+0.00448844j 0.0302336+0.00416156j 0.0204466+0.046211j 0.0236944+0.0309491j -0.00223288+0.00328739j 0.043613+0.0320075j 0.00387364-0.0582745j -0.00885012+0.0356607j -0.0130196+0.0112359j 0.0304054+0.100288j -0.00149035+0.0840085j 0.0168312-0.0235706j -0.000416807+0.055098j -0.00991862+0.027861j -0.00758569-0.0516876j 0.0154585+0.0596083j 0.00499373+0.0529484j 0.0313974+0.0751892j -0.0472471-0.011797j -0.0103464+0.0230501j -0.0099435+0.0741723j -0.0458557-0.0297565j -0.0103015-0.040051j 0.0207755-0.039961j -0.0430709-0.0136278j -0.00665671+0.0304731j 0.0204861-0.0625016j -0.00850332-0.0590259j -0.00598105+0.0368819j -0.0164452-0.0323837j 0.00306508-0.00118085j 0.0224295+0.0209001j -0.0177252-0.0476466j 0.0468525+0.0176528j -0.0120898-0.0168951j -0.0219867+0.0214947j -0.000209204-0.0262947j -0.00599536+0.0432719j -0.0241078+0.0286339j -0.0531169-0.00110928j 0.0372026-0.0310824j 0.00609262-0.0474106j 0.0415079+0.0569748j 0.0446912-0.0278542j -0.00273312+0.00712517j 0.00347493-0.0338021j -0.060248-0.0655481j 0.0140762-0.0462544j 0.0213678-0.00427889j -0.0504174+0.0679276j -0.0176207-0.0276854j -0.00680973-0.0199959j -0.0266424+0.0441208j -0.0270953+0.0244913j -0.00507341-0.0115314j 0.00669779+0.0389096j -0.0298241-0.0748846j 0.0110258-0.0400073j -0.000177589+0.0759825j 0.0353853-0.0883333j -0.0151381+0.0487733j -0.00958921-0.0113789j -0.0323476+0.0270357j -0.0233949-0.000415628j -0.0605755+0.0429105j -0.0350353+0.0366419j 0.0520947-0.00838645j 0.00140382+0.00257781j -0.0210122-0.0417965j 0.0490678-0.0192247j 
