0.0508052-0.0627618j 0.108631-0.122243j -0.109744+0.0162021j 0.0817474-0.0154645j 0.0230082-0.0179296j -0.00594785-0.00489992j 0.0637861+0.014183j -0.0318859+0.0335519j 0.0973639+0.00600446j 0.00111838-0.0185592j 0.0168144-0.00644037j 0.00181752-0.00404509j -0.0242288+0.0341219j -0.0378172-0.0248311j 0.0296158+0.0107924j 0.00498097-0.0256985j 0.00890297+0.0104707j 0.02949+0.00121204j -0.0362145-0.0206847j -0.0206725+0.00286397j 0.00725135+0.0135882j 0.00947658+0.0189315j -0.00726895+0.00633086j 0.0246736-0.0184128j 0.000483032-0.00273244j 0.00664785+0.00531059j -0.00656125+0.00095204j 0.0129027-0.0124532j -0.00460036+0.00892005j 0.00703303-0.0072781j -0.00106004-0.00549624j 0.00796058-0.00796533j -0.0166664+0.000541594j -0.00151455-0.00147594j 0.00305721+0.00366278j -0.0160396-0.000737973j 0.0184765-0.0211785j -0.0165336+0.00549608j 0.00215325+0.0014298j -0.0143141+0.0190434j 0.0208478-0.0146614j 0.000514353-0.0132822j -0.00317739-0.0116069j -0.0087513+0.0133372j -0.00367888-0.015118j -0.0024662-0.00586313j 0.00352657+0.00508736j 0.00083311+0.00982561j 0.00134969+0.00479842j 0.00429098-0.00368454j 0.0017796-0.00977596j -0.00908496+0.010818j -0.00161228+0.0153814j 0.000844998-0.00562817j -0.0267295+0.0145432j 0.0178034-0.00864391j -0.002957-0.0072506j 0.0220759-0.0121327j -0.0198282+0.00945445j 0.01798-0.00614973j 0.00175728-0.00127271j -0.0047948-0.00225167j 0.00982236-0.00801366j 0.00529703-0.021521j 4.58438e-05-0.00741539j 0.00971039-0.00292761j -0.00802284-0.00611077j 0.0179632-0.00279265j -0.00982253+0.00591124j -0.00415238+0.000934114j -0.00473291-0.0117429j 0.021197-0.00903969j 0.00358619-0.0367944j -0.0107925-0.0281018j -0.00963101+0.0148255j -0.00126051-0.0307017j 0.0234057-0.00059449j -0.0262065+0.0261172j -0.00714472+0.00718329j 0.0111307-0.00230081j -0.034143+0.00187957j -0.010639+0.0333667j 0.0211326-0.0252115j 0.0488936+0.0548916j -0.0117909+0.0127174j -0.0188019-0.0136515j -0.0781143+0.0181993j -0.0498717-0.00598356j -0.0314954+0.109407j 0.0299783-0.0840796j 0.0280091-0.00991698j -0.124901+0.375433j 0.338369+0.0453692j -0.0778961+0.0312707j 0.105574+0.192321j 
-0.00180553-0.000454781j 0.00619652-0.0220936j 0.0249933+0.0117237j 0.00285115+0.00333085j 0.0139216-0.0246598j 0.0322857-0.0126654j 0.0185168-0.00680652j 0.00707047+0.0226093j 1.59565e-05+0.0173168j 0.0179541+0.0118046j -0.0161921+0.0446695j -0.028677-0.00896722j 0.0136158+0.0151322j -0.00824186-0.0233468j 0.00194492+0.0201003j 0.00268089+0.0228108j 0.0227751+0.0392389j -0.0329686+0.0208763j 0.0116427+0.0232408j -0.0184397-0.030101j -0.0171517+0.0562962j 0.0022361+0.00530995j 0.0805983+0.0297181j -0.00746349-0.0197736j -0.0320058+0.0503375j 0.0323993-0.0232298j 0.0315796-0.0130796j -0.00662686+0.0329989j -0.0108111-0.00473195j -0.0253983-0.0423024j -0.0315821-0.0294451j 0.0604391+0.00658071j 0.0441016+0.0660307j 0.0332147+0.0241829j -0.0165436+0.0491147j 0.0688731+0.0325734j 0.0479783-0.0980002j -0.194101-0.123315j -0.0405741-0.16944j -0.0239568-0.0115834j 0.0498959+0.0264205j 0.0786007-0.0813263j 0.0313263-0.0445274j -0.0348845+0.0681925j -0.00217636+0.0713447j -0.0294588-0.0722975j -0.124163+0.00346973j 0.102358-0.00571925j -0.160906+0.0281965j -0.0284402+0.0941425j 0.0103575+0.0271327j 0.0371652+0.0304525j 0.0216442+0.00920198j -0.109363-0.0360031j 0.0276499-0.0291961j -0.0794538+0.0372094j 0.000138581+0.16178j -0.186245+0.165015j 0.0860944+0.101592j 0.0645913-0.0133174j 0.00659102+0.0182596j 0.000443433+0.0191667j 0.0424428-0.0772643j -0.0721945-0.0134796j 0.0281814-0.0130217j 0.00470557-0.0486959j -0.00236217-0.00245323j -0.00415593+0.0292857j -0.0399111-0.0230279j 0.0395102+0.0114837j -0.0419503-0.0420229j -0.00651189-0.0225397j 0.0874152-0.0229495j 0.00203852-0.00879964j 0.0173686+0.0593202j -0.020367+0.0211929j 0.0252849-0.0158092j -0.032424-0.0238723j 0.0274878-0.0261707j 0.00302245-0.0238325j 0.0186977-0.0225698j 0.0245371-0.0214235j 0.0262697-0.0184708j -0.0228518+0.00430444j -0.00363108-0.0417658j -0.00940603+0.0207099j -0.00333936-0.0249284j -0.000312816-0.0130293j 0.0142219+0.00904653j 0.0231944+0.00779501j -0.00683793-0.0185832j 0.0113557+0.00235782j 0.02048-0.00187278j 0.00351986+0.0198823j 0.000394457-0.000323263j 
0.00757684+0.0153814j 0.0378312+0.00211275j 0.00428186-0.0181832j -0.0236977-0.0160066j 0.0131579+0.007193j -0.0192161-0.0107759j 0.0354763+0.0433054j 0.0150736+0.00590592j -0.0297049+0.0286751j -0.00734722+0.0220576j 0.00474854+0.0372447j -0.0168068-0.0106629j -0.022576-0.0505524j -0.033514-0.0276017j 0.0156843+0.0827334j 0.00395457+0.00114722j -0.0349584-0.022806j 0.0761686-0.0911927j -0.0296695-0.00304274j -0.091772-0.0414749j -0.0610471-0.068296j -0.0227203+0.0491631j 0.023328+0.00833284j -0.0225488+0.0553389j 0.00817031+0.0653989j 0.0230074-0.0136399j -0.0350307+0.0538477j 0.00530666-0.0984063j -0.110552+0.0161104j -0.0128705-0.0338651j -0.0466727+0.0455617j -0.0163101-0.0447908j 0.168603-0.1566j -0.0515973-0.137114j -0.0103304+0.0213941j -0.00269368+0.122035j -0.0536396+0.0632961j -0.0028829+0.076801j -0.06854+0.0222223j -0.116195-0.0945016j 0.0387063+0.0815104j -0.0130517-0.0321159j 0.0234698+0.0549539j -0.0322979+0.0497382j -0.0501471-0.0813771j 0.0312282+0.0697319j 0.00762179-0.0169357j 0.0197806-0.0624423j 0.0305287+0.00223751j -0.0356312-0.0766435j -0.0284915-0.045678j 0.109705+0.108206j -0.0185342-0.0479408j -0.0189794-0.111729j 0.110145-0.0995349j 0.0599276+0.0723014j 0.0363559-0.00867284j -0.0387916+0.0137721j -0.0133495-0.138911j -0.0411167-0.124339j -0.0919219-0.0264612j 0.0874549+0.00887552j 0.042987+0.0149833j 0.077736+0.0242664j -0.0101597+0.000305874j 0.0790665-0.0270549j -0.0112124-0.0102775j -0.0647458+0.0201374j -0.0039271+0.0233862j 0.0100539-0.06734j 0.00761838+0.027028j 0.0752408+0.0194794j 0.0980544-0.0133057j 0.0373728+0.0883218j 0.0225062+0.0515424j 0.0642402+0.0776589j -0.00920567+0.0212131j -0.107491-0.00890209j 0.0535319+0.0337307j 0.0190824+0.00664099j 0.0289466-9.00008e-05j -0.0140201+0.0367796j 0.0221055+0.0437769j -0.0613082+0.00567407j -0.0369056+0.0477652j 0.0276274+0.00578673j -0.0290233+0.0369932j 0.0303462+0.0396123j -0.0278575+0.0463653j 0.00702166-0.0137108j -0.0037363+0.00499406j 0.0368326+0.0256124j -0.00608416-0.0223728j -0.0358438+0.0033284j -0.0296585-0.01675j 
0.00709423+0.00442753j -0.0102961+0.014509j -0.00720807-0.0113176j 0.0156779+0.0012865j 0.00943245+0.0122088j -0.0256623-0.00441905j 0.00138292+0.0108406j -0.0237759+0.0122153j 0.0324779+0.0244957j -0.00630691-0.0311206j 0.0210931-0.0475911j 0.0358699+0.0250363j 0.00564933+0.0137714j -0.0103492+0.0385403j -0.0650228-0.0366924j 0.0125007-0.0220114j -0.0372748-0.0534199j 0.0339977-0.0293159j -0.0849607-0.0331841j 0.0194456+0.00785173j -0.0374028+0.00382699j -0.0342361-0.00617362j -0.0112821-0.0274578j 0.0228229+0.0120502j 0.0816301+0.0366454j -0.0337497-0.0172064j -0.0675564-0.0870715j -0.0154091-0.0935817j 0.0168061-0.0300626j -0.0617168+0.0403291j 0.0480138-0.0389963j 0.101353+0.00327558j 0.0835851+0.0256848j -0.0527801-0.0358092j 0.145925+0.0798805j -0.00424932+0.181739j 0.036643-0.0516116j -0.0191304+0.00937665j -0.0375152-0.0344975j -0.0165932+0.143946j -0.148512+0.0263108j 0.0757482+0.0419805j 0.0261549-0.0513761j -0.0462257+0.0279198j 0.117926-0.067785j 0.193737-0.0233247j 0.064053-0.103931j 0.0741006-0.126371j 0.0216968-0.00512849j 0.0396326-0.0438545j -0.0657872-0.0397086j 0.00290449+0.0877681j 0.00945412-0.0529733j 0.0314101-0.0589838j -0.01516-0.0917047j -0.114283+0.0217895j -0.0762046-0.0284036j 0.0145429+0.0173326j 0.0599276+0.0297309j 0.0422693-0.111256j 0.0226114+0.0489243j 0.0475628+0.0718697j -0.0155256+0.0415034j -0.0690408-0.0223231j -0.00987642-0.0119786j 0.0242017+0.0678285j 0.0714604-0.0207217j -0.0707066+0.0498429j 0.0177994+0.0959907j -0.0524921-0.0255303j 0.00669358-0.0471484j -0.0550306-0.0584225j -0.0227317+0.106703j -0.0244316+0.0364755j 0.0555221+0.0225722j 0.0153376-0.0845782j 0.0110864+0.000356749j -0.00276205-0.0576877j -0.0162898-0.00136597j 0.0513164+0.00948147j 0.00337158+0.0393366j 0.0374385-0.0136584j 0.0125469-0.0348602j 0.0384199+0.0267109j 0.0638215-0.0307518j 0.0241783-0.0119005j 0.00424974-0.00674422j -0.0148406-0.0376623j -0.0222087+0.00563841j -0.0314121-0.00135368j 0.0385397+0.0142811j 0.000142482-0.0110642j -0.0261129+0.0032907j -0.00377147-0.00494854j 0.00579043+0.00286886j 
0.00238123-0.00751662j 0.00686847+0.014979j 0.0141587+0.0262632j -0.0142951+0.00378302j 0.0223163-0.00835386j -0.00730803+0.01638j 0.00613791+0.0498145j 0.0345549-0.0374247j 0.0307137+0.0386917j 0.0312337+0.00437817j 0.040377+0.000946964j 0.0108526-0.0686215j 0.00240236-0.0190012j 0.0172402+0.0492101j 0.0779802+0.0231453j -0.0209495-0.0125713j 0.02454+0.0417516j 0.0100451-0.0159921j -0.00573858+0.0288428j -0.0192078-0.053707j -0.00324508+0.0160277j -0.0105689-0.0412003j 0.0602148-0.0266139j 0.102589-0.0417793j 0.00771354+0.116235j 0.12224+0.00391658j -0.00769921+0.02904j 0.0438942+0.0414079j 0.0148726+0.0470538j -0.0298489+0.220607j -0.139642+0.0575982j -0.0549622-0.0437469j 0.0522749+0.010871j -0.0310323+0.0168559j -0.100064-0.0656549j 0.0550198+0.0591116j -0.0924841-0.0281978j 0.0302515+0.00079428j 0.00799849+0.0316865j -0.00911062-0.0337792j -0.0275859+0.00301919j 0.0353691+0.0966506j 0.0485789+0.000724816j -0.0229401-0.0804174j -0.0715615-0.125788j -0.102007-0.015758j -0.174274+0.000938124j 0.0746626-0.00130022j -0.0173876-0.0567313j -0.0812909+0.0746521j 0.0238149-0.00352215j -0.0974062-0.0783711j -0.0129441-0.025325j -0.0498508-0.13997j 0.0436759+0.0397322j 0.00580835+0.0960391j 0.0155779-0.0485918j 0.0433526-0.0619737j 0.0398289+0.0173365j 0.0438041+0.00115005j 0.0204498+0.0255032j 0.144888-0.0122324j -0.00851361+0.0964263j 0.0575518-0.0686009j -0.0557052-0.0234685j 0.0866349-0.0440697j 0.0466563+0.0921065j -0.00601571-0.000720979j -0.0129137-0.0583836j -0.0469307+0.0287265j -0.0197517+0.0481034j 0.0558077+0.00538884j -0.00911727-0.0080205j -0.0273304-0.00486359j 0.0110813-0.00169094j 0.0228974+0.0240546j 0.00928573+0.0524034j 0.00758516-0.0108833j -0.00139346+0.0345213j 0.03527-0.0407356j -0.0349083+0.0285701j 0.0282234+0.00511621j -0.0133951+0.00321425j -0.031735-0.060039j -0.0461142+0.0298414j -0.0134701+0.0149409j -0.0295073+0.0524438j -0.023341-0.0295461j 0.00246808+0.0288077j 0.0180955+0.00666411j -0.00230484+0.0159965j 0.000880541+0.0218842j -0.0268811+0.00208507j -0.00100172+0.00232918j -0.000451062-0.00972151j 
0.00288638-0.00652002j -0.0315814+0.0058714j -0.00916543+0.00330713j 0.0277351+0.00622528j 0.00793866+0.0196605j -0.0324624+0.00459403j -0.0181802-0.0159666j 0.0171707+0.00916449j 0.0087033+0.00202504j 0.0044488-0.00100786j -0.0159402-0.0416986j 0.0234712+0.0561983j 0.0393679+0.000144318j -0.0467143+0.00803937j -0.0457263-0.0056215j 0.0995738+0.0118j -0.0185322-0.0401262j 0.00788413-0.0889455j -0.00976243-0.0114969j 0.0201019-0.0100709j -0.00851066+0.05749j -0.0068214-0.0354128j -0.0101655-0.0677314j -0.0422791+0.0438339j 0.0333847-0.0636656j 0.0173346-0.0849402j -0.0244353+0.00640999j -0.00450198+0.0385515j 0.0620648+0.145227j 0.0373868-0.0822513j -0.00942034-0.104843j 0.0174252+0.074297j -0.0194412-0.0472408j 0.0204824-0.00484697j 0.0974625+0.0298409j 0.0721935-0.0384449j -0.0243342-0.197032j -0.0588573-0.00519625j -0.0118274+0.107434j -0.115521-0.019001j -0.148087-0.082073j -0.0120877-0.0280612j -0.148+0.0883322j 0.105576-0.0576793j -0.0651474-0.0690023j -0.156755+0.0681918j 0.0147915+0.0177617j -0.00562943-0.123818j -0.10831-0.034494j -0.008589+0.12507j -0.0650913+0.0600963j -0.0340233-0.0653017j 0.0469712+0.0383982j 0.010986-0.0646028j 0.0347304-0.0409704j 0.0266424-0.00473396j -0.0284782+0.0361436j -0.0261039+0.055561j 0.0354205+0.010017j 0.0462737-0.132225j 0.00156199-0.0706462j -0.00164562+0.00146872j -0.0389455-0.0220301j 0.0518121-0.000403276j -0.0395942-0.0173644j -0.0440884-0.0493717j -0.0427697-0.0155212j 0.039661-0.0678713j 0.0395589+0.0457801j 0.0215736-0.0478054j 0.0745409-0.0335065j -0.0853449+0.0978154j 0.0315704+0.0337044j -0.0205611-0.0219656j -0.0277496+0.031644j 0.0466728-0.00663241j -0.0306668-0.00664989j 0.0313954+0.0402012j 0.0162115+0.0471128j 0.0450186-0.0164056j -0.03949+0.0313114j -0.0408217-0.00986895j 0.0134582-0.0251895j 0.00856498+0.0113902j 0.0484213-0.0166754j -0.00288024-0.0428779j -0.00336091-0.0241561j -0.00833677-0.00583177j -0.0163043-0.025704j -0.0237113-0.00381095j 0.0195029+0.0117129j -0.0243057-0.00533332j -0.0181974+0.0130254j 0.0258626-0.00531661j -0.00228593+0.00770407j 
0.0140877-0.00523468j 0.0214071+0.0123707j -0.0379809-0.000790849j -0.0184477-0.0233397j 0.0102137+0.00164059j -0.00923217+0.000605522j 0.0117606+0.00910257j -0.0141881+0.00489391j -0.00808424-0.0193135j -0.0546279-0.00871883j -0.0141654-0.031827j -0.00988404-0.0104597j -0.0276859-0.00652211j 0.000820981+0.00174692j 0.0375433-0.0198338j -0.03357-0.0265192j 0.00437974-0.0194336j -0.0111809+0.0410231j -0.0479957-0.0773075j 0.0256876+0.0634214j -0.0477033-0.0965447j 0.00800171-0.00535028j -0.0441689-0.0347418j 0.00620747-0.0467708j -0.00301268-0.0311088j 0.0226018-0.0126651j -0.00306271+0.14005j 0.0255765+0.000923376j -0.0527798-0.0166711j 0.0493051+0.0458735j 0.0508845+0.0580786j 0.0309243+0.111131j -0.0964689-0.00397245j 0.00321925-0.0732889j 0.144983+0.0643437j 0.0301967+0.0457188j -0.0542253-0.044962j 0.0438842-0.0475261j -0.149721+0.0639256j -0.0036533-0.100731j 0.0324115-0.0678208j 0.197626-0.0583438j -0.0774202-0.0523125j 0.0504164+0.000586269j 0.151485-0.05546j -0.162124+0.0273132j -0.0376563-0.0927666j -0.022865-0.0239057j -0.0178834+0.0197446j -0.0267679+0.0838777j 0.0382692+0.0492801j 5.46256e-05-0.0517705j 0.042527-0.0815261j 0.108979+0.0388887j -0.0261639-0.104685j 0.0575974+0.0170075j 0.0259215-0.150372j 0.0376005-0.0114447j -0.00361921-0.0318754j 0.0898705-0.068196j 0.0423206+0.0365447j -0.065241-0.0251054j -0.0260232-0.0777518j -0.0618673-0.000978861j -0.0408579-0.00602187j 0.0146365-0.033435j -0.0379067-0.0239364j -0.0188402-0.079908j 0.0765101+0.00554545j -0.0132954-0.0718458j 0.00524806+0.0327614j 0.0424524+0.0039347j -0.0224871-0.0476027j 0.00165646+0.00280758j 0.0059559-0.0117934j -0.0731429+0.00628546j -0.0445106+0.0253343j -0.0518819+0.0100444j -0.0477013+0.00247988j 0.0296774+0.0759539j 0.00961939-0.0136376j 0.0133336-0.00407127j -0.0258652+0.0705449j -0.0138225-0.00955067j 0.0303364+0.0157165j 0.0134152+0.0267613j -0.00459684+0.0114927j -0.00918364-0.00728001j -0.00876425+0.00699434j -0.00796274-0.0164299j 0.00356432+0.0166945j 0.0215599+0.0123918j -0.0158375-0.00546764j -0.00954263-0.0158181j -0.0174437-0.00852219j 
0.00206007-0.00837703j 0.00569478+0.000578861j -0.0126421+0.00874666j -0.00279039+0.0120583j -0.0103279-0.00577689j -0.00208564+0.0095552j -0.0224323+0.0146434j 0.00300025+0.00370417j -0.00321304-0.0171217j -0.0249415+0.0126786j 0.00219239+0.0278133j -0.00529569+0.00995414j -0.00900118-0.0247738j -0.0067492-0.0444949j -0.0178246-0.0101218j 0.0694363+0.0476079j 0.0539442-0.0590169j -0.0737922-0.00409665j -0.0493935-0.0203482j -0.0173682-0.00496712j -0.0263561-0.0419599j -0.0131225+0.00170515j 0.0106509-0.0287583j -0.0752651+0.0181459j 0.00494849-0.069655j -0.0211593-0.0186989j -0.102997-0.0711056j 0.0490443+0.0924421j 0.0227301+0.039388j 0.0821781-0.0570243j -0.0338052-0.0306014j 0.0120363+0.11857j 0.0891673-0.0475769j 0.0424508+0.0685812j -0.0366412-0.0631819j 0.0653921+0.0114323j 0.0799371-0.0775227j -0.0241359-0.0632765j -0.0603681-0.0487654j 0.0374945-0.0484329j 0.0624537+0.0149174j 0.11082+0.068346j -0.0686805-0.12001j 0.0469597+0.109447j 0.0311484-0.0768901j 0.0441784-0.108696j 0.0435631-0.186803j 0.026226-0.0488777j -0.0136799-0.0850903j -0.0449522-0.108651j -0.00284585+0.0604191j 0.0744322+0.0123301j -0.0378104-0.108466j 0.0233585-0.0663594j 0.000647082-0.0319667j -0.000247459+0.0602382j -0.010468+0.0196656j -0.0535936-0.034j -0.0275756-0.03256j 0.0511299-0.0634068j -0.0334569-0.0500978j 0.00233434-0.0444727j 0.027406-0.00702j -0.0414902-0.0237488j 0.00774277+0.0133442j -0.000777417-0.0129963j -0.0727683+0.0537841j 0.0279664-0.00297199j -0.0211552+0.00378161j 0.0686239+0.0378419j -0.0178418-0.0447058j -0.0518833+0.0187745j -0.00335018-0.00867872j 0.0119987+0.0112202j -0.00236277+0.043213j 0.00438167+0.0179403j -0.0510678+0.071094j -0.000332021+0.0592339j -0.0209939+0.0102274j 0.00212446+0.0206015j 0.0265706-0.0261883j 0.0111576-0.0229024j 0.00459657-0.0243784j -0.00486914-0.00980313j -0.011785+0.0200104j 0.00466173-0.0101702j -0.0165521+0.0159257j 0.00281521+0.0203896j -0.000201312-0.00578484j -0.00309219+0.00469077j -0.0263033-0.0102713j -0.0062671-0.000434236j -0.00904484+0.00365017j 0.00815353+0.00420499j -0.0020827-0.00451402j 
-0.0170179-0.00760201j -0.00468053-0.00793034j 0.00315425+0.0121234j -0.00146906+0.0114689j 0.0387155+0.0279471j -0.023681+0.0066802j -0.0251223+0.0119035j 0.0186194+0.0242083j 0.0111459+0.0115339j -0.00289678+0.0143026j 0.0274815-0.0204187j 0.022902+0.00891306j 0.0351025-0.0399094j 0.0069937+0.0033548j 0.0204577+0.00196471j 0.00494436-0.0418675j 0.0127645-0.0247535j 0.0514665+0.0556135j 0.0267858+0.0358273j -0.0525465+0.00440642j -0.0212521+0.00314103j -0.0335473-0.112986j -0.0370796+0.0298276j 0.0446193+0.00951362j -0.0469348+0.0134426j 0.102364+0.0489427j 0.0732046-0.0125955j -0.165186+0.077357j 0.102901+0.0794023j 0.0636939-0.0996489j -0.101901-0.0772286j 0.0178715-0.0609021j -0.0235811+0.0327305j 0.118809-0.0320533j -0.00866582+0.00941119j -0.0939763+0.152119j 0.0652775+0.0844192j 0.0336844+0.177835j 0.0345825+0.125316j 0.209504-0.0469708j 0.0811352-0.00276145j 0.0741019+0.00717787j -0.0513378-0.0513352j 0.0877202+0.109314j 0.0370194-0.0801191j -0.0075095+0.0662861j -0.0887611-0.0694711j -0.0650969+0.000888519j -0.0122306+0.0365612j -0.00394993-0.0165619j -0.0267478-0.0709964j -0.0624351+0.11052j -0.0179469-0.0417287j -0.138669+0.0152776j -0.080871+0.00637217j 0.0740582-0.0142848j 0.072668+0.0156633j -0.0391603+0.0387222j 0.0663177-0.0395838j -0.0200107+0.0562526j 0.112645-0.0168897j -0.112842-0.0479431j -0.0487154-0.0350756j 0.050452-0.00140457j -0.0207962-0.097815j 0.0526189+0.0686326j 0.0324415-0.045128j -0.0159926-0.0942778j 0.0279573-0.000841599j -0.0311264+0.00216372j 0.0185779+0.00191596j -0.0553537+0.0491492j -0.0540907+0.0193545j 0.0261843-0.00919446j -0.0144055-0.0234293j 0.0609755-0.00215847j -0.033798+0.0312557j -0.0312847-0.0323761j -0.0154325+0.00249131j 0.0288246+0.0320515j -0.0451692+0.0154428j -0.0379083+0.00556998j 0.0193271-0.0293363j -0.0162445-0.010646j -0.00132534+0.0264414j 0.00257904-0.00823453j -0.0108518+0.00216501j -0.0285539-0.00204279j 0.00708082+0.00716312j 0.00146614-0.0223129j 0.0310622+0.0157833j -0.0161823+0.00123303j -0.0250886-0.00530717j 0.00892147-0.00782016j 0.00778544+0.00335497j 
-0.00517064-0.0196666j 0.0127371+0.0231011j -0.0423226-0.00344294j -0.0279666-0.0235219j 0.0119083+0.0097929j -0.0102409-0.00625734j 0.00972947-0.0176882j -0.0442861-0.00735562j 0.00117081-0.0134044j 0.0299562+0.00753133j 0.0145919+0.0209032j -0.0403408-0.0621014j -0.0496106+0.0669892j -0.043114-0.00702924j -0.0390745-0.0110932j -0.0201475+0.0122268j 0.0470181-0.0630425j -0.0230119-0.0395893j -0.0658163-0.0438249j 0.081308-0.0268164j -0.0599177-0.0867106j -0.0225442-0.051253j -0.0968495-0.00976734j 0.0700506+0.0271101j 0.0771514-0.00887571j 0.0470579-0.00779546j -0.0318853-0.0970553j 0.0588789+0.0897917j -0.00148883-0.0528239j 0.145038-0.0759939j -0.0631369-0.0406456j -0.074187+0.179393j 0.196085+0.00296146j 0.0375716+0.0801696j 0.0930645-0.106215j 0.0748647-0.0834109j 0.0192257+0.0115521j 0.0243196+0.0720296j 0.0698449+0.0411509j -0.0163768+0.0535576j 0.0286454-0.0524054j -0.146507-0.0186788j 0.0771256-0.0283772j -0.026301-0.0230065j -0.041701-0.104575j -0.100716+0.0744789j 0.228104-0.0966376j -0.0354517-0.182928j 0.0196663-0.0114385j -0.014866+0.111987j 0.00882203+0.0713641j -0.065161+0.0429558j -0.101444+0.00958272j 0.00381478-0.0411369j 0.0674328-0.0302445j 0.00488048+0.0579735j 0.0311068+0.0216127j -0.0562848-0.067067j -0.0459775+0.0746599j 0.0713686+0.118107j 0.000285393-0.097093j 0.0283067-0.0454125j -0.030621+0.0501891j -0.0575857+0.0604027j 0.00732265+0.0515469j 0.0102617+0.0462986j -0.084348+0.032047j -0.110103+0.0165145j 0.0453517-0.0177794j -0.0697722+0.0399425j -0.0155646-0.0589169j 0.0438239+0.0243371j 0.0241312-0.00670196j 0.0113231+0.0141267j 0.0164613+0.0533996j -0.042523+0.0229895j -0.0139945-0.0655711j -0.00977176+0.0127145j -0.0140566-0.00674488j 0.0350152-0.0139237j 0.0553798+0.051653j -0.029209+0.0191897j 0.0195597+0.00681556j -0.0144356-0.0127441j 0.0347736+0.0030628j 0.00720626+0.0699205j 0.0325549-0.00902962j 0.0208402+0.0032657j -0.00855692-0.0261413j 0.0166227-0.00742914j -0.0183212+0.0216112j 0.0172887+0.00847291j -0.0187817-0.0152739j -0.00950283-0.0128229j -0.00733376+0.002417j 
-0.00689508-0.027132j -0.00946912+0.0167194j 0.00491073+0.00472938j 0.00316738+0.0295722j 0.0333967+0.003968j -0.00759806-0.0287402j 0.0243653+0.00591331j -0.019052+0.0245258j 0.025958+0.00543967j 0.0179092+0.00647661j 0.0131237-0.0372988j 0.0159767+0.0111832j 0.00385961+0.07293j -0.0227725-0.0436906j -0.020453-0.0156845j 0.0233015-0.0281689j 0.0380493-0.0193508j 0.0509869+0.00589394j 0.0560558-0.030095j 0.114059-0.0129703j 0.115407+0.00585722j -0.0716696+0.162357j -0.0326375-0.0546359j 0.0159845+0.0994651j -0.0472502-0.0552308j -0.0564771-0.0958321j -0.0476222+0.100347j -0.0287439-0.0103059j 0.0141349-0.0536554j -0.0455775+0.029573j -0.0617457-0.0106936j -0.0694883+0.0113036j 0.0279745-0.00679534j 0.00757866-0.00678398j -0.119885-0.1293j 0.0828348+0.168754j 0.0411754+0.0460203j 0.0617096-0.0339407j 0.0295062+0.01958j 0.0270099-0.0326001j 0.0589557-0.0352062j -0.103626-0.00253232j 0.0939896+0.00502307j 0.060781+0.0513561j 0.0129564+0.0497508j 0.110549+0.012729j -0.0337544+0.0261398j -0.0557002+0.0617583j -0.121178+0.0440785j 0.00667751+0.0470926j -0.0633881+0.0323873j 0.125704-0.0326003j 0.0220203-0.0384023j -0.0370562+0.172336j -0.0589592-0.119946j 0.0514439+0.0214191j -0.0269055-0.060683j 0.0104435-0.0405064j -0.0252232+0.0142395j 0.0131569-0.0726612j -0.0100831-0.0288768j -0.00229331+0.0787363j -0.0798911+0.021321j 0.0831647+0.0386118j 0.035317-0.0124271j 0.00929529-0.030775j -0.0775521+0.0104028j 0.0631259-0.015339j 0.0378973+0.0570246j -0.0111238+0.0177859j 0.0174999+0.0763895j -0.0258538+0.0181509j -0.0583165+0.0180236j -0.0400224-0.0088041j -0.0776814+0.021535j -0.0182075-0.0674116j 0.0274617+0.0550209j 0.00637846+0.0285894j 0.00540157-0.00621955j -0.00340533-0.0341061j -0.0220938+0.0480517j 0.015165-0.0326312j -0.0109241-0.00336821j -0.00372546-0.0436633j 0.0165216-0.0367625j -0.0597175+0.00097227j -0.017758+0.0124917j -0.0025242-0.0275285j 0.0164864-0.0150713j 0.031026-0.0101169j 0.0144637+0.00736318j 0.0118642-0.0199964j -0.0161276-0.0103884j 0.00906708-0.0207849j 0.0106387-0.0117572j 
