0.00366508-0.00846896j 0.00353417+0.00782914j 0.00156676+0.0052404j 0.00200662-0.00887665j 0.00174361+0.00133858j -0.000140759+0.00428034j 0.00249393-0.0071201j -0.000864913-0.00397197j -0.000693824+0.000687573j -0.000838005-0.000866838j -0.00109864-0.000610626j 0.00164108-0.00879082j -0.00125044+0.000207413j -0.00130056+0.000540385j 2.28763e-05-0.000344586j -0.000296016-0.00103181j -3.74396e-05+0.00232102j -0.00102392+0.00614528j 0.000117435-0.000358513j -0.000388942+0.00340864j 0.00179426-0.00271373j -0.000122783+0.00035072j 0.000255555+0.00186631j 0.000532545+0.000444694j -0.000116053+0.00151219j -0.000141219-0.00267615j -0.0017253-0.0023883j 0.000116689-0.000953612j 0.00135734-0.00298716j -0.000154119-0.000975741j 0.000417958-0.00340846j 0.00191314-0.00439341j 0.000637439-0.00409565j 0.000144797-0.000102225j 0.000223266+0.000768337j 0.000159264+0.00136908j -8.75537e-05-0.00174029j 0.00102006-0.00424983j -0.00200604+0.00481929j 0.000622984+0.00019635j -0.00186228+0.00065277j -0.00106649+0.00325608j 0.00262216-0.00497008j 0.000719263-0.00442855j -8.13033e-05+0.00260552j -0.00441072+0.0039832j 0.000239366+0.00134703j -0.00416336+0.0104826j -0.00344742-0.00113055j -0.00186264-0.0202337j -0.0151937+0.0514208j 0.000438478+0.931986j 
-0.00233052+0.0159318j -0.00226905-0.00362285j -0.000496503-0.0074437j -0.00135826+0.014081j -0.00033225+0.0033526j 0.000843353+0.00108636j 0.00111442+0.0139132j 0.000185918-0.0049689j -0.0012342-0.00179777j -0.000311003-0.00117741j 0.000770281-0.0104123j -0.00086392+0.0222487j -0.000342617+0.0151127j 0.000639335-0.015339j -6.50675e-05+0.00370934j -0.00198114+0.00605521j -4.86939e-05-0.00777481j -0.00159096-0.0142542j -0.00122547+0.00114405j -0.00326107+0.0027853j 0.0005384+0.0265775j 0.000292159+0.00278166j -0.000295386+0.0186374j -0.000495839+0.0072284j -0.00136442+0.0146516j 0.00486302-0.00059665j -0.00369329+0.00309119j -0.00252495+0.0126724j -0.000609893+0.0120586j -0.000171841+0.0184399j 0.000917973+0.0179177j 0.00133625+0.0502323j -0.00237599+0.0184607j -0.000835782-0.0105841j -0.00158695+0.0423336j -0.0017143+0.000429516j 0.00163949-0.00200868j -0.00173093+0.0195764j -0.00244205-0.0830923j -0.00383702-0.053937j 0.000910322-0.288389j 0.00122039-0.709064j 0.000253153-0.259251j -9.65938e-05-0.206091j 0.00212273+0.0115599j -0.00169808+0.0544734j -0.00187504+0.0285978j 0.00414238+0.073599j 0.00100528-0.0746867j 0.00691054+0.00955939j 0.0025853-0.0273918j 0.00733261+0.0279074j 
-0.000274635+0.0291428j -0.00419764-0.000754576j -0.00258989-0.00689312j 0.000314751+0.0205559j -0.00156297+0.00349619j -0.00203425-0.0128239j -0.00179003+0.0272886j 0.0016651+0.0234146j 0.00287435+0.00382466j 0.00221915-0.0119363j 0.0025333-0.00902084j 0.00214965+0.0570764j 0.00331873+0.00162328j 0.000263983-0.00994325j 5.98974e-05+0.00558479j 0.0004561+0.00616847j -0.00168385-0.0128326j -0.00109721-0.0557903j -0.000525119-0.00478352j 0.00129225-0.0383405j -0.00170983+0.0351763j 0.00149904+0.00605022j -0.00154116-0.018576j 0.000695423+0.00794712j -0.00174126-0.00633565j 0.00899901+0.0340648j 0.0255501+0.0170574j 0.000359158+0.0106372j -0.00158563+0.0333501j 0.00118231+0.0123586j 0.00120312+0.0657503j -0.00155609+0.0845372j -0.000761971+0.093888j 5.41393e-05-0.0390006j 0.0013883-0.0167618j 0.000638239-0.0468866j 0.00252373+0.0100246j 0.00177094+0.112193j 0.00119023-0.27741j 6.73418e-05+0.045134j 0.00751333-0.17719j 0.000500655+0.470587j -0.00314063-0.141774j 0.00438388-0.18847j -0.00123312-0.0312221j 0.00482909+0.0813619j -0.00588456+0.0397319j -0.000244105+0.0827898j 0.00901335-0.0887532j 0.011892+0.058081j 0.0133588-0.0427564j 0.0147234+0.0931732j 
-0.00365169-0.00286144j -0.00150404-0.0306416j -3.8854e-05-0.0199122j -0.00139843-0.0126155j -0.000260724-0.016708j 0.0031058-0.0290682j -0.00346171-0.0232574j -0.00188869+0.0321567j -0.000400687+0.0209705j 0.0019349+0.00411052j -0.00127851+0.0361407j -0.00338721+0.0117024j 0.00122187+0.0336835j 0.00139606+0.0184786j -0.000374159+0.0120854j -0.00101695+0.0137817j -0.000441211-0.0289134j 0.000264731-0.0289935j 0.000105304-0.0127544j 0.00138597-0.0122544j -0.00252961-0.0387825j -0.000448921+0.000136386j 0.00228113-0.0565175j -0.000158156-0.00459392j 0.000656796-0.00390174j -0.00596599+0.0404958j 0.0417404+0.00997235j -0.00308409+0.00594302j -0.0022525-0.0557316j -0.00127808+0.0179403j -0.00108153+0.0310694j -0.00269437-0.0552967j -0.00016628-0.0285466j -0.00270713-0.0113485j 0.00123586+0.038601j 0.00117804-0.101051j -0.00052465+0.0990321j 0.000780941-0.101635j 0.00415762-0.106302j -0.00286658+0.149943j -0.00081716-0.529147j 0.0069452-0.0489329j -0.00446946+0.232807j -0.00365421-0.024946j -0.00271129-0.09732j 0.00574114-0.0351765j 0.00555897+0.0514211j 0.0031559-0.0267344j 0.00890814+0.0800383j -0.0111254+0.0504951j 0.0136894+0.092251j -0.0145256+0.0321565j 
-0.00130068-0.00251557j 0.00194543+0.00513601j -0.00352602+0.017462j 0.00329637+0.00927915j 0.00273497+0.0080022j 0.000978269-0.00346942j -0.000777244-0.00704308j -0.00170957-0.0113427j -0.000262481+0.000371736j -0.000114921-0.0205017j -0.00164868-0.00773804j 0.00120992-0.0275931j -0.00242207-0.0155677j 0.00121602-0.00426617j 0.00126464+0.00411606j -0.00238178-0.010705j 0.000497498+0.0102847j -0.00162265+0.0360636j 0.000733244+0.00335034j 0.00035086+0.0219226j 0.00216263+0.00316228j -0.00139791+0.0106179j -0.00100801+0.0144335j 0.000224162+0.0297889j 0.0018403+0.00373272j -0.0176667+0.00908516j 0.0222866-0.0143052j 0.00188728-0.0218718j -0.00144258+0.0104652j 0.000248248-0.0405067j 0.00218977-0.00646111j -0.00267951+0.00644867j 0.00262518-0.0358245j -0.00322815+0.0122539j 0.00184846-0.0185644j 0.00338561+0.0109209j -0.00406444+0.0513473j 0.00473518-0.0998604j 0.000956239-0.261983j 0.00171453+0.741573j -0.00344964+0.00225453j 0.00255772-0.0247016j -0.000972935-0.135694j 0.00153188+0.0825387j -0.00382731-0.0538897j -0.0011854+0.0510402j -0.00338912-0.0497803j 0.00211687-0.0320105j -0.0084954-0.0343186j 0.0030437-0.0585676j -0.00689676-0.0157687j 4.57628e-06-0.0325846j 
0.000155219-0.010676j 0.00132997+0.00286279j -0.00019107+0.00410076j -8.25973e-05-0.00257512j 0.000620744-0.00340315j 0.00239047+0.00372112j 0.000180277-0.0123384j -0.00196903-0.00566361j -0.000356435-0.00523782j -0.000840292+0.00773024j -0.000961361-0.00372303j -0.000224699-0.012135j 0.000883872+0.00270654j -0.000927048-0.00386319j 0.00153329-0.00830424j -0.00133732+0.00965511j 0.000294769+0.0103708j 0.000263152+0.00885246j 0.000515455+0.0232157j 3.78795e-05+0.0214822j 0.00157298-0.0163955j -0.000495202-0.0254228j 0.000222634+0.0144352j -0.000370131-0.0126033j -0.00140036+0.0106687j -0.011403+0.0205368j 0.0279858-0.00237936j -0.000716919+0.000701757j 0.000799715+0.00346338j -0.00198006-0.0159055j 0.000654751-0.0280388j 0.000355249-0.0172338j -0.000701594-0.00940943j -0.00313957+0.0901667j -0.00022088-0.0178748j 0.00274301-0.0221962j 0.00295404-0.000300483j 0.00212502-0.0222161j -0.00105212-0.772996j 0.0013768-0.317813j -0.00201524+0.133861j 0.00267028-0.0445035j 0.00218193-0.0328009j 0.00311761+0.00477355j -0.0007857-0.00280827j 0.00374914-0.018276j -0.000238974-0.0417594j -0.00711315-0.0661705j 0.00044855+0.0400996j -0.00199696-0.0171278j -0.0062615+0.00966935j -0.00296881-0.0298465j 
-0.000962831+0.00949277j -0.00164181-0.000481046j 0.00139359+0.00168944j 0.00101443-0.00399786j -0.00264387+0.0125055j -0.000168361-0.0225005j -0.000926927+0.00325048j -0.00254644-0.0132386j -0.00260149-0.0039429j -0.00227507-0.00676854j 0.000929766-0.0115732j -0.000330451+0.0186815j -0.000533216+0.0215818j 0.00181687-0.0232588j 0.00251916-0.00564789j 0.000165744-8.01344e-05j -0.000583441-0.00525633j 0.000694001-0.0349157j -0.000206872-0.00694222j -0.00310007-0.000329646j 0.000595355+0.0232398j 0.00136492+0.0351816j -0.00249745+0.0265866j -0.000599475+0.0317511j 0.00202306+0.0163002j 0.00593702-0.00164218j -0.0114395+0.00856438j -0.000300037-0.00205979j -0.00149197-0.0323454j 0.000952594+0.0334914j -0.00363777-0.00372191j -0.00105324+0.0511549j -0.00367616-0.0231845j 0.000575555-0.194208j -0.0017906+0.238575j -0.000682377-0.0480098j -0.00179177-0.428291j 0.00117361-0.550702j 0.00131626-0.0638558j -0.00437442-0.0892263j 0.0043805+0.0646649j 0.00238116+0.0725377j 0.0024751+0.105404j 0.000118995+0.00927107j -0.000938318-0.0729754j -0.00926187+0.00936513j -0.00437164-0.0259958j 0.0138821-0.01097j -0.00874656-0.0662682j -0.00283335-0.0473807j 0.00369506-0.0018583j -0.00068168+0.00498678j 
-0.000460228-0.00331789j 0.0023882-0.0083074j -0.000831263+0.0098885j 0.00107628+0.00662613j 0.00139967+4.17953e-05j 0.0022477-0.0139695j 0.00208611-0.0160586j -0.00179831-0.0364582j 0.000238774+0.0266041j 0.00153373-0.0259141j 0.00147279+0.00699963j 0.00111355-0.0137879j -0.0018893-0.0456493j -0.000143245-0.0105489j -0.000424152-0.0190848j -0.000749722+0.0110809j 8.58535e-05-0.00714514j 0.000659326+0.0577615j 0.000593738-0.00649946j 0.00121823-0.00608532j -0.00101947+1.72679e-05j -0.00415125+0.015797j -0.000681463-0.00291833j -0.00159892+0.00112844j -0.00152595+0.00420615j -0.0507886-0.0220222j 0.022563-0.049881j -0.000315305+0.0249568j 0.00222122+0.0276676j -0.00156651+0.00838336j 0.00226723-0.0728005j -0.00161237-0.0905081j 0.00297691+0.0212921j -0.00421345+0.134158j -8.77029e-05-0.174656j 0.00133597-0.0837143j 0.00114805+0.410332j 0.00197441-0.437102j -0.000939356+0.0322927j -0.000420538-0.17095j -0.00466219-0.154312j 0.00464085+0.12744j 0.00242266-0.0766523j 0.004077+0.12399j 0.00836172-0.0498094j -0.00517745-0.0298109j 0.00116747-0.0683651j 0.0048268+0.0639745j 0.00124386-0.0773181j 0.0128548+0.0493336j -0.00535153-0.00488018j -0.00196373-0.0124858j 
-0.00103481+0.0132038j -0.00352916+0.00225723j 0.000722304-0.013739j -0.00292885+0.00460587j -8.16942e-05-0.014896j 0.00363305+0.0134847j -0.000804711-0.00211639j 0.00179336+0.0149143j 0.00341524-0.0263316j -0.000679729-0.00583024j -0.00103208-0.00152537j -0.00126469+0.0114642j 0.0008877+0.0206625j 0.00207838+0.00698974j -0.00101857+0.0197264j -0.00119934+0.0235358j 0.00031589+0.00192505j -0.00101883-0.0395103j -0.000781126+0.0292419j -0.0014756+0.0110585j 0.00241925+0.00106276j 0.00288975-0.00732106j 0.0023477-0.0132288j 0.00113347+0.00509837j 0.00290253-0.0162587j 0.0261445+0.017294j -0.00356997+0.0285398j 0.00365501-0.021974j -0.00309064+0.00745973j 0.00442196+0.00212519j -0.00254127+0.0524077j -0.00126427+0.0389713j -0.00057735+0.00711848j -0.000819524-0.0700076j -0.0020187+0.583482j 0.00107724+0.10067j -0.00573734+0.529333j -0.00159933+0.062557j 0.00129914-0.0521666j -0.00389752-0.0481667j -0.00104692+0.157118j -0.00162492+0.0543469j -0.00118611+0.0838691j -1.01081e-05-0.0414334j 0.00155021+0.0431645j -6.58949e-05+0.0543626j -0.000104354-0.016673j 0.00730206+0.0269646j -0.0055504+0.0121253j -0.00588738-0.0433579j 0.00405714+0.00569968j 0.000775911+0.00599513j 
0.000931819+0.0081308j -0.000698366+0.0152271j -0.00298641+0.00245336j 0.000869947+0.0111386j 0.0012236+0.00528181j -0.00175166+0.0163011j 0.00116179+0.0111339j 0.000875506+0.0112916j -0.000358078-0.0174112j -0.00179409-0.00260189j 0.000100109-0.0137807j 0.000496318+0.0108578j -0.000276347+0.0263594j 0.0015168+0.00556585j 0.00204226+0.0394833j -0.00111409+0.0164135j -0.00126964-0.000526809j -0.00157203-0.0257002j -0.00312873+0.0399734j -0.0033335+0.0217305j 0.000551804+0.0326388j -0.000676623-0.00482453j -0.00356602-0.00180408j -4.12471e-05+0.00628989j -0.0003337-0.0153738j 0.0325053+0.0304854j 0.00711561+0.0330539j -0.0012398-0.0156947j -0.000198241+0.0167344j 0.00115643-0.0286879j -0.000192613+0.0695076j -0.00237326+0.173938j 0.00110108-0.0784627j -0.00267456+0.188997j -0.0015882-0.106058j -0.00147732-0.298018j 0.00214813+0.111433j 0.000313216-0.353766j -0.00292195+0.207734j 0.00385456-0.0320421j -0.00353709+0.0202087j -0.00408667-0.034879j -0.00548732+0.000675126j 0.00340141-0.115679j -0.00948279+0.0536057j 0.0158343+0.13528j -0.00426248+0.0010653j -0.00926119-0.0629563j 0.00448894+0.0353212j -0.00302339-0.0263837j 0.00269859-0.0305296j 0.00941896+0.0141497j 
-0.00130292-0.00177432j 0.00201417-0.00236661j 0.00206826-0.00482321j -4.19084e-05-0.0251644j 0.00213908+0.0167468j -0.00420971+0.00996943j 0.000367285+0.00287238j -0.000517405+0.0213891j 0.00227309+0.0209293j 4.02074e-05-0.0142869j -0.000212833-0.00579789j -0.000480121-0.00538152j -0.000485671+0.00790482j -0.00376607+0.0101375j -0.00181881+0.0276972j 0.00213949-0.0185458j -0.00282996-0.0099546j 0.00204175-0.0116568j -0.000144136-0.0105478j 0.00065582+0.0142108j 0.000330678-0.010439j 0.000339697+0.0332911j 0.00490886-0.0268469j 0.00117946+0.0478539j 0.000996075+0.0418653j -0.00814735-0.0364467j -0.0378657-0.01589j 0.00111987-0.0349729j 0.0015881-0.11598j -5.83215e-05+0.034607j -0.00026259-0.0517329j 0.00323865-0.0931692j -0.000559956+0.0738617j -0.00165652-0.397469j 0.00302196-0.244207j 0.00358406-0.351104j -0.00274569+0.219712j -0.00100322+0.20595j 0.00251846-0.0570997j 0.00324402-0.177272j 0.00187834-0.00917501j 0.00114321-0.0616146j -0.00343974+0.030544j -0.00154432+0.00569051j -0.00867465-0.0975759j -0.00750558+0.0681183j -0.00336778+0.056288j 0.0108501-0.0424212j -0.0125794-0.0417497j -0.00420835-0.0884422j 0.00106129+0.00978496j -0.00398712-0.0114424j 
-7.7032e-05+0.00713272j -0.000795082-0.00132283j -0.00132476-0.00505082j -0.000142426-0.00112708j -0.000248064+0.00717406j -0.00279322+0.00163427j 0.000212786+0.00606832j 0.00103791+0.012202j 0.00198911+0.0104416j -0.000852304-0.012868j 0.00286306-0.00999776j -0.000492049+0.0219759j 0.000953153+0.0229694j -0.000184577+0.0179089j -0.00199862+0.0127337j -6.38024e-05+0.00303291j 0.00258499-0.0207163j 0.00134468-0.0182697j 0.000253744-0.0141059j 0.000961725-0.0100103j -0.000109182-0.0147985j 0.00101011+0.0131022j 0.000850919+0.0130343j 0.000914955+0.0286927j -0.000888464+0.037844j 0.00524819-0.0273341j -0.029985-0.0033794j -0.000878629-0.0221341j -0.00057167-0.0192442j -0.000216665+0.0669079j 0.00105618+0.0469249j -0.000188713+0.0591651j -0.00150553+0.0859509j -0.00107723+0.0056671j 0.000549952-0.241055j 0.000205796+0.746945j -0.0015175+0.146193j -0.00642778-0.155803j 0.00424418-0.0116099j 0.00395458-0.0401169j 0.00111609-0.0181712j 0.00223344-0.0298074j -0.000233023+0.0562902j 0.000858109-0.0370863j -0.00731283-0.0831115j -0.000815027+0.06338j -0.00064055+0.034118j 0.00493169-0.0264759j -0.00276382-0.0065648j -0.00557777-0.040255j 0.00607966+0.00438047j -0.000709815+0.0187781j 
0.00180884-0.0175085j 0.00324924+0.0115694j 0.000173169-0.00291572j -0.000648174-0.00144166j 0.00305435-0.0113853j 0.000389018+0.0266571j 0.000211837-0.00381178j 0.00151527+0.0199715j 0.00177566-0.0332782j -0.00207299+0.0152952j -0.00183172-0.0148592j 0.00372395-0.0213942j 0.000903557+0.0176998j -0.00113777-0.00659928j 0.00134086-0.00123669j -0.000587564-0.00637482j -0.00165383+0.0330184j -0.00199225+0.0169523j 0.00124472+0.00881467j 0.000398348+0.0135017j 0.00145154-0.0109534j 0.000887373-0.0357894j 8.303e-06+0.0121924j 0.00151784-0.055321j 0.00168359-0.0280247j 0.0419893+0.00803206j -0.0289042+0.0346894j -0.00132554+0.0151803j -0.000486661-0.0114268j 0.00050356-0.0371241j 0.00431756+0.127367j 0.00376598-0.0707345j -0.00323311+0.321888j 0.000266936-0.413442j 0.000546829-0.159017j 0.000872982+0.0342535j -0.0026677+0.117348j 0.000181817-0.292115j -0.00326605-0.0884363j -0.00229359-0.00549548j 0.00194913+0.0337707j -0.00708182-0.0151278j 0.00178905+0.0400523j -0.00570551-0.0600762j 0.0023+0.153674j 0.0033151-0.0543076j 0.00159833+0.0299686j -0.00988614+0.0253245j 0.00291237+0.0765883j -0.00289112+0.0195546j -0.00493946-0.0139209j 0.00422941-0.017651j 
-0.00200222-0.00652724j 0.00200378-0.0126222j -0.00258618-0.00752407j -0.00151761+0.0162395j 0.00155681-0.0117152j 0.00114447+0.00536673j 2.78183e-05-0.0058271j 0.000106991+0.00840804j -0.00280671+0.00587678j -0.00166663+0.0221027j -0.00379978+0.0042591j -0.00272516-0.0204658j 0.00078783+0.0375423j -0.00194974+0.0300664j 0.00184156+0.0168019j -0.00421581+0.0365689j 0.00219898+0.00327715j 0.00159418+0.0527981j -0.00402519-0.00779083j -0.00187629-0.0127855j -0.00108091+0.0202269j 0.00272383+0.00294081j -0.00135963+0.0103167j 0.00184117-0.0349958j -0.0014094-0.00372186j 0.0893266-0.108973j -0.172799+0.0416883j -0.0050935+0.00971086j 0.000386832-0.130926j -0.00745982+0.191059j -0.00218927+0.0436254j -0.00142827+0.302801j -0.000733248-0.379523j 0.00217563-0.0209576j -0.00353347-0.108399j -0.00134248-0.0104506j -0.00751718-0.02892j -0.00147223-0.0265095j -0.00431872-0.204408j -1.59224e-05+0.0709719j -0.0042381-0.0685142j -0.00678129+0.058398j -0.00439654+0.0279392j -0.00101813+0.0489251j 0.00505095+0.0335363j -0.0018814+0.0371631j 0.011051+0.0112205j 0.00789485+0.0924206j 0.00268158+0.0367902j -0.00622597+0.0264407j -0.000496469+0.0142839j -0.00223652-0.00772924j 
-0.00204706+0.0021672j -0.000492386-0.00456216j -0.000556196+0.010816j 0.00258157+0.00627452j -0.00119682+0.0121591j 0.000358908-0.02449j 0.000728694+0.00794755j -0.000727259-0.0334733j -0.00378525+0.00941267j 0.00102474-0.00659903j 0.00164681+0.0134413j -0.0016883+0.0131347j -0.00199107-0.0240728j -0.00108036-0.0341314j 0.00184609-0.0206709j -0.000816917-0.00765117j -0.000379253+0.018699j -0.000831684+0.0121594j 0.00415514-0.0358402j 0.000341821+0.00604928j -0.0012632+0.0195333j -0.000328898+0.00215026j -0.000862493-0.0283202j -0.000120514+0.0526221j -0.00103982+0.0175006j -0.0508609+0.042562j 0.0857685-0.031417j 0.000171167+0.0278399j -0.00153725+0.0527223j -0.00122468+0.00540609j 0.00217091-0.082923j -0.00214486+0.445303j -0.000467881-0.330937j 0.00474905-0.413738j 0.000530589-0.123562j 0.000358292+0.137266j 0.00678248+0.150261j 0.00624211+0.0433183j 0.00168627+0.08565j -0.00382485-0.0515996j 0.00175267+0.0441293j 0.00320432-0.0224165j 0.000486473-0.0483084j 0.00294654+0.032318j 0.00100485-0.000657734j 0.00225052-0.0517616j -0.00536101-0.0365396j -0.00703361-0.0476811j 0.00305717-0.0255471j 0.00730974+0.0255143j -0.00158429-1.69673e-05j -3.99289e-05+0.000856549j 
-0.000642311-0.0198097j 0.0045632-0.00795637j -0.00116176-0.00481234j -0.00223902+0.0118947j 0.00161406-0.00966178j 0.00258357-0.000850532j 0.00271147-0.0118848j -0.000660771-0.00481141j 0.000636469+0.0130887j -0.00318985+0.00386882j -0.00111568-0.0298974j 0.000341464-0.00971422j 0.00027483+0.0288558j -0.00507469+0.0170211j -0.000988499-0.038339j -0.00349042+0.0505665j 0.00359253+0.00480616j 0.00328404+0.00147964j -0.00285544+0.00484591j -0.00040731-0.0194246j 0.00351813+0.0286034j 0.0033051-0.00907259j 0.000479797+0.0706435j 0.00245581-0.0203409j -0.00353881+0.0562002j -0.00837559-0.150246j -0.134449-0.0514695j -0.00434753+0.0710468j 0.000482873+0.0282657j -0.00116201+0.233258j -0.00122827-0.0194143j 0.00296707+0.295989j -0.00677269+0.460963j 0.00251764-0.0160716j -0.00155105+0.045623j -0.00202562-0.181102j 0.00275214+0.0815664j -0.00232428+0.0703546j -0.000552+0.0388379j 0.00142898+0.203665j 0.00388719+0.0127868j 0.00625734+0.0344716j 0.00805949+0.05233j 0.00760158+0.0485878j 0.000981657-0.126337j -0.00781528-0.0235362j 0.0039561-0.0208633j -0.000692322+0.0101496j 0.00041355+0.0104434j -0.00496098-0.00726892j -0.00490326+0.00648801j -0.00279754-0.0205239j 
-0.000853897+0.00974642j -0.00103368+0.00666433j -0.00100912+0.000434247j 0.00121793+0.00264434j 0.00141428+0.00646082j -0.00275847-0.00780499j -0.000795596+0.00326827j 0.00117085+0.00746878j 0.00114543-0.00487162j -0.000375804-0.0220377j 0.00286568-0.000938711j -0.00223662+0.0335387j 0.000809349+0.0360766j 0.00171509-0.0269964j 0.00096472+0.0227369j 0.000255418+0.0275724j -0.000772551-0.0106513j 0.00149685-0.0181148j 0.0014605-0.0250931j 0.000556293+0.019638j -0.00257228+0.0212807j 0.000539209-0.0162281j 0.000308655-0.0212609j -0.00105358+0.0649823j -0.00303285+0.0755597j -0.00930135+0.0777954j 0.0821772+0.0204734j -0.000677317-0.0426396j 0.000555958-0.168959j -0.00165767+0.0961199j 0.00224972+0.262567j -0.00190512+0.0573913j -0.00232316+0.0427194j -0.00355131+0.214549j 0.000498239-0.195669j 0.000941311-0.0700295j 0.0020786-0.0532167j -0.00233141+0.115106j 0.000417051+0.0252922j -0.0125087-0.0780972j 0.00240396+0.104802j 0.00213829+0.102745j -0.00127417+0.130272j -0.000870032+0.0269572j 0.00355762+0.0418919j -0.00223991-0.0275058j -0.0066299-0.0730147j 0.0108847-0.0120325j -0.00729683-0.00732502j -0.00180021-0.0383146j 0.00393567+0.00868543j -0.000332077+0.0065237j 
-0.000659811-0.00320294j -0.000300964-0.00397914j 0.000865997-0.000944642j 0.000569546-0.0144506j 0.00113665+0.00920483j -0.0007457+0.0111311j -0.000257732-0.00276046j -0.00073526+0.00403927j 0.000505929+0.00788583j 0.00138125-0.00158896j 0.000238153+0.0159967j -0.00329106+0.0138999j -0.00134279+0.022277j 0.00165208+0.0165283j -0.00101553+0.0314536j -0.0028682-0.0547889j 0.00110831+0.024377j -0.00323158+0.01741j -0.000899228-0.00782455j 0.00136799+0.00265727j 0.00397524-0.0326599j -0.00117292+0.031354j -0.000634795+0.0429962j 0.000792948+0.0194078j 2.92399e-05+0.06878j -0.0166163-0.0140937j -0.00290838-0.0215677j 0.00424324-0.0254924j 0.00113168+0.0154166j 0.00425992-0.319321j 0.000524654+0.117873j -0.00233865+0.380382j 0.00146551+0.100114j 0.00235517+0.293762j 0.00146298+0.0117367j 0.00541772-0.0683548j -0.00298141+0.12955j -0.00468479-0.0849047j -0.00291881-0.0476501j -0.000346146-0.086966j 0.00761836-0.00849975j -0.00173069-0.0832847j 0.00299811+0.0369944j -0.00550147+0.0380973j -0.00613422-0.00157443j -0.0114671-0.0400246j 0.00237608+0.0923377j 0.000764424-0.0037571j -0.00548231+0.00403257j -0.00179631-0.0231667j -0.000978015+0.00930497j -0.00305516-0.00499013j 
0.0041545-0.00286919j -8.3333e-05+0.0166834j -0.00281634+0.00433493j -0.00100831+0.0174417j 0.000647713+0.00122199j -0.00295972+0.0213227j 5.55457e-05+0.0195058j 0.00201585+0.0124287j 0.000417468-0.0137848j -0.00330249+0.031259j -0.00368235-0.022009j 0.000212623-0.00561995j 0.000333668+0.0390506j -3.81803e-05+0.0148486j 0.000343956+0.00110719j 0.00178457+0.0186043j -0.000578291-0.00640061j 0.00138088-0.0669985j -0.00706628+0.0512988j -0.005041+0.0148141j 0.00183173+0.0850038j 0.000713676-0.00411589j -0.00197327+0.12157j 0.00183767-0.014208j 0.00195825+0.058453j 0.0383675-0.0891285j -0.115618+0.00123747j 0.00187018+0.0232928j -0.000908143+0.143639j 0.00396519-0.10242j -0.00404355-0.124847j 0.00341954-0.303035j -0.00293787-0.391827j -0.00151258-0.016629j -0.00116058-0.175837j -0.00428693-0.0666722j 0.00267643+0.179214j -0.00553529-0.0249167j -0.000388748-0.0167404j -0.00118262+0.0723095j 0.00852798+0.063864j 0.00409624+0.0416172j 0.00927359+0.0651013j 0.00195393-0.0218331j -0.000916794-0.053824j -0.0104783-0.0480849j -0.00335531+0.0055379j 0.00238833+0.00791117j -0.0028651+0.0242736j -0.00908635-0.0305789j 0.00150572-0.0247771j 0.00557542+0.00523074j 
-0.00020396-0.00405437j 0.00135853-0.00294214j 0.00203281+0.00305403j 0.000502918-0.0065727j 0.00141135+0.00360629j -2.64488e-05+0.00591128j 0.00318961-0.0111572j -0.000396856-0.0114387j -0.000842192+0.0232185j 0.000713339-0.00423022j 0.00194432+0.00381922j -0.000955416-0.00446123j -0.000867595+0.0167719j 0.00042648+0.00399882j -0.00439308+0.00957836j -0.00269501-0.0215035j 0.00017844-0.0228952j -0.00236818+0.0552214j -0.00152119-0.0246688j -0.00156242+0.0128601j 0.00283285-0.014244j 0.000452053+0.0270373j 0.00148167+0.0582215j -0.000760057-0.0225717j -0.00324721+0.0498433j -0.0404637-0.102099j -0.0691659-0.0630147j -0.00489007+0.188743j 0.000448299+0.0327635j 0.00271625+0.0436004j 8.3561e-05+0.663592j 0.00130304-0.200493j -0.00276734-0.181298j 0.00265938-0.0127781j -0.00165207+0.0528175j 0.000770782+0.0143522j 0.00253874+0.0780972j 0.000423479+0.0158931j -0.0075413+0.0140719j -0.00141446+0.0298235j 0.00412715+0.0294372j 0.00428658+0.0126052j -0.0011289-0.0484047j -0.000815289+0.0790256j -0.00285074-0.0378526j -0.00338669-0.000501769j 0.00287491+0.0372908j -0.00544037-0.00119093j 6.74958e-05-0.0169451j 0.00347657+0.00211048j -0.00280348-0.00386803j -0.000543603-0.00905296j 
