-0.0246632+0.00822958j 0.010009-0.0227061j 0.0413097+0.00493876j -0.00561515-0.00514066j 0.0215604+0.0121786j -0.0255265+0.0204556j -0.0233463+0.00433806j 0.00535288-0.032991j 0.0516409+0.0238894j 0.00480413-0.0156469j -0.0510578+0.0225632j 0.00329889+0.0277673j 0.0108781+0.00659668j 0.0106453+0.00485382j -0.00512447+0.0384454j 0.00177567-0.00872958j 0.0111859+0.00884582j -0.0295652-0.00989522j -0.0133036-0.00357181j -2.64148e-05-0.0327138j 0.0102241-0.0114198j -0.0130142+0.0393386j -0.0279982+0.0344088j -0.00837549-0.0212113j 0.00963899+0.0158756j 0.0131786+0.00120548j -0.0123779-0.0147303j 0.000932684-0.0212469j -0.0376171+0.0146413j 0.0352294-0.00504151j 0.031562+0.00185926j 0.0332589-0.0483239j -0.0162041+0.0160345j -0.0226748-0.00914246j -0.000361306-0.00423698j -0.00338218-0.0319106j -0.0227104+0.0662426j 0.0209825-0.0286453j 0.0401724-0.0245065j -0.00562521-0.0646837j -0.0443852+0.00388743j -0.0466352+0.0399886j -0.0454802-0.0242565j -0.0829701-0.0401601j -0.0304653+0.0102749j 0.00595773+0.0305726j -0.00392935-0.00160207j 0.0180844+0.0168021j 0.0316475+0.0124087j -0.0245556+0.00499872j 0.0358084+0.0112925j -0.000913593+0.0190845j -0.028008-0.0244038j 0.0169666-0.0363964j 0.0325113-0.0416007j -0.0574376-0.00582825j 0.0654825+0.0249107j 0.0316839-0.019839j 0.0197968+0.0549977j 0.0542672+0.0414683j 0.0199663+0.0727592j 0.0352623-0.0263055j -0.0260922-0.064987j -0.109668+0.0917238j -0.0153541-0.0047027j -0.00740077-0.0118072j 0.0327385-0.002781j 0.00950297+0.0640855j -0.0124049+0.0217305j 0.131669+0.0918686j 
0.00331213-0.0039819j -0.00409724-0.00018042j -0.000428983-0.00134528j -0.0172953+0.00385771j -0.00479212+0.00629409j -0.00873373+0.00488491j -0.0031143-0.00852519j -0.00111354+0.00232697j 0.000437148-0.000389152j -0.00163969+0.00215971j -0.00747011+0.00162308j -0.00641727-0.00145929j 0.0103672-0.00273834j -0.00342818-0.0155154j 0.00907129+0.008866j 0.000437915+0.00501648j 0.00114522+0.0035992j 0.00712267-0.0101617j 0.00031647+0.00141172j -0.00521224+8.93781e-05j 0.0026557+0.0072317j 0.00302077-0.0117138j 0.000376237-0.00251979j 0.00273902-0.00757678j 0.0164335+0.0147512j 0.00105443+0.00114803j -0.00741216+0.00212652j -0.0027505+0.000632248j -0.00736754-0.00904401j 0.00413628+0.00307552j 0.00290238-0.00114043j -0.00285494-0.00506641j -0.00368135-0.00507555j -0.000410071+0.00649557j -0.00318227+0.00257552j -0.001162+0.00457668j 0.0020551+0.0116906j 0.00362577-0.00546181j -0.002589+0.00147602j -0.00263235-0.00207494j 0.00620869+0.00841715j -0.0012723+0.00196737j 0.00321903+0.002898j -0.000581018+0.000219253j -0.00373336+0.00833123j -0.00454634-0.00643203j 0.00462168-0.00734051j 0.0065163-0.00460264j -0.00193019-0.0178537j -0.00301762-0.00607761j 0.00253691+0.00130784j 0.00441193-0.00111498j -0.00694915-0.00360928j 0.00386556-0.000420084j 0.001481+0.00560543j -0.00420469+0.000469941j 0.00612248+0.00604276j -0.000256748-0.000393067j -0.00449408-0.00566503j 0.0018407+0.00513172j 0.00460572-0.00173822j -0.00210212-0.00440375j 0.00817934-0.0104898j -0.00811929-0.00900065j 0.00207045-0.000307051j -0.00408509-0.00642942j -0.00360124-0.00584692j 0.00717782-0.00442477j -0.00825031-0.00596429j 0.00469652-0.00491612j 
-0.00246322+0.00301144j -0.00132857-0.00692039j -0.0057477-0.00410168j 0.00420675-0.0067832j -0.00848993+0.0158492j 0.00019112-0.00453701j 0.00478411+0.00594609j -0.0200582+0.00685688j -0.0175874-0.0103286j -0.000254979-0.0055096j 0.00862056-0.00106968j 0.019742-0.00104587j -0.00362906+0.00154916j -0.0151812-0.00750978j 0.00202925-0.0191479j -0.00246761+0.0160883j 0.00627299+0.00576379j 0.0117916+0.00177279j 0.00422606+0.0136727j -0.0125354-0.00762671j -0.00478627+0.00618418j -0.00572928-0.000703677j -0.0114381+0.0137392j 0.0134094-0.00578846j 0.00934914-0.00710539j -0.0016656-0.00512168j 0.00109565+0.0107701j -0.00390508+0.00335826j -0.0142414+0.0123759j 0.00161625+0.012245j 0.00473932+0.0048651j -0.00305886+0.00344199j -0.0118441+0.000985501j -6.99638e-05+0.0213796j 0.00208841+0.000612928j 0.00350914+0.0017369j 0.00825229-0.00226747j -0.00198665+0.00693049j -0.00195501+0.00650797j -0.00688872+0.0102628j 0.0108473+0.00166799j 0.00056491+0.0050735j 0.00539149-0.00308035j 0.00628298-0.0022383j -0.000787726+0.0089471j 0.00482667-0.00148798j 0.0101671-0.00296937j 0.0169203-0.000188647j -0.00256637-0.0139687j 0.0124974-0.00118536j -0.012423+0.00219711j -0.00234317+0.00710421j -0.0026805+0.00206684j -0.00946596+0.0037339j 0.00781531+0.00513111j 0.00829624-0.00257754j -0.00695889+0.0132137j -0.0060324-0.000498937j 0.00286028-0.00629848j -0.00275358+0.0066051j -0.00387863-0.00195879j -0.000556184+0.0011803j -0.00425952+0.00162855j -0.00203616-0.0139983j -0.00366632+0.0018745j -0.00400989-0.00300076j -0.00220482-0.00667742j -0.00268573-0.00115297j 0.000259479-0.00548225j -0.00645155+0.00689507j 
-0.000735014+0.00190664j -0.00161702-0.00790619j -0.00438293-0.000216648j -0.002413-0.00398409j -0.000649695+0.0034252j 0.010702-9.30743e-05j -0.00597077+0.00127554j -0.00503385+0.00468359j 0.000856176-0.00128986j 0.00123579+0.00171961j -0.0174101+0.00946077j -0.00302098+0.00160863j 0.00897847-0.00795709j 0.00740818-0.00848272j -0.000754758+0.0157211j -0.00393994-0.00329501j -0.00731331+0.00249882j -0.00345984-0.00300091j -0.00678305-0.00264549j 0.00536666+0.00683798j -0.0135338-0.0128317j 0.00112605-0.00266328j 0.013227-0.00347623j -0.0122682+0.00439918j 0.0270149+0.00364443j -0.00650165-0.00459283j 0.00483439+0.00938426j 0.00149639-0.00499525j -0.00810169-0.0116726j 0.00300888-0.000315862j -0.00722044+0.00232937j 0.00316252+0.0021603j 0.0060844-0.00276538j 0.00372963+0.00274356j 6.90141e-05-0.0019779j 0.00727831-0.00131108j -0.00594762+0.00803326j -0.00551248-0.00447745j -0.00409235-0.00451584j 0.00513658-0.00603596j -0.00707059+4.555e-05j -0.00397298-0.00326304j -0.00187427+0.00107946j 0.00886584-0.00213296j 0.00847648+0.00174883j 3.598e-05-0.00660674j 0.0041894-0.000301024j 0.00213133+0.00080674j -0.000572736+0.00576171j -0.000786022-0.00441865j 0.00621172-0.00823619j -0.00282692-0.00748214j 0.00220159-0.00940643j 0.0078843+0.0029263j -0.00351292-0.00112187j 0.00581844-0.0103613j -0.0062239+0.0107905j 0.000699593-0.00108307j -0.000247262-0.00930009j -0.00458057+0.0143094j -0.00433232-0.00559195j 0.000750327-0.00805412j -0.00155594-0.0272509j 0.00296251+0.0071777j 0.00046576-0.00456479j 0.00198903-0.0120497j 0.00171071+0.00218193j 0.00670328-0.0258617j 0.00115072-0.00257345j 0.0097298-0.00662064j 
0.00686083+0.00431377j -0.0087325-0.011521j 0.0115893-0.00261718j 0.00268887-0.0112149j -0.00745491+0.0121922j 0.0141317+0.00465746j 0.00395586+0.00984848j -0.0125758+0.00167477j 0.00289924+0.00795077j 0.000542198-0.00138075j -0.00220071+0.0129115j 0.00131539+0.0148479j -0.014512-0.0205621j 0.0020572-0.00920335j -0.0075416+0.00724344j -0.00945307+0.000163055j -0.00798713+0.00405652j -0.00014331+0.00264656j -0.0035743+0.016233j 0.00891367-0.00356607j -0.0175812-0.00368751j -0.014337-0.0119987j 0.00793466+0.0103079j -0.0144768+0.00280132j 0.0227542-0.00821721j 0.00371664+0.000704269j 0.00318574+0.0104333j -0.000315077+0.000463588j -0.0067674+0.010972j 7.44634e-05+0.00198461j -0.00410679+0.00026057j -0.000962181+0.00879377j 0.00336658+0.00279837j -0.000243045+0.00391823j 0.0076983-0.00851724j 0.01336-0.00271476j 0.00127348-0.00509215j -0.00778362+0.00389545j -0.00085602-0.00218299j -0.00184606+0.00584815j -0.00558255-0.00683141j -0.00671626-0.00866611j 0.00545194-0.015698j 0.0186008-0.0106597j 0.00947588-0.00349158j 0.00836031-0.0105237j -0.00679348+0.00141047j 0.00816839-0.00544694j -0.00227333+0.00498504j 0.00507825-0.00135931j -0.00260109-0.000830377j -0.00626791-0.00877144j 0.00397976-0.0106892j 0.0052853-0.00534312j -0.00154324+0.00116752j 0.00365987-0.00804709j -0.00480043+0.011419j 0.00721091+0.00555019j 0.012114-0.014073j -0.00459361+0.0145595j -0.00632807-0.0163547j 0.0126372-0.0173915j 0.000821985-0.0323022j 0.0125035+0.00258066j 4.34131e-06+0.00302233j -0.00164469+0.00634461j 0.00327036+0.00540534j -0.00184762-0.0254107j 0.00537216-0.0079734j -0.00152662-0.0130622j 
-0.00324795+0.00232172j 0.00857641+0.00199508j -0.00222205-0.000220288j 0.00641654-0.00176017j -0.00252141+0.00723531j 0.00296705-0.00111125j 0.000279094-0.00647335j 0.00383065+0.00489857j 0.00013791-0.00093689j -0.00663912-0.00508971j -0.0094497+0.000931615j -0.00697972-0.00548213j 0.00416704-0.000177731j 0.00204623-0.00605501j 0.0113562+0.00468679j -0.00309232-0.00491342j -0.00639297-0.00705675j -0.00233974-0.00372238j 0.00107409+0.00034396j 0.0077547+0.00104587j -0.00423224-0.00120068j 0.00430326+0.001326j 0.00536483-8.063e-05j -0.00247055+0.00556526j -0.000181074-0.00485806j 0.00238839-0.00627683j -0.00394867+0.00522003j -0.00190816+0.00393769j -0.00802889+0.000367522j -0.000357113-0.0011706j -0.00196468+0.000620374j 0.00119095+0.000324566j 0.00125103+0.00435209j 0.00412158+1.04724e-05j 0.00112751+0.0006431j -0.000686351-0.00260257j -0.00188965+0.0034462j -0.00322528+0.0012756j -0.00065663-0.00190186j 0.00395957-5.74711e-05j -0.00519154-2.32306e-05j 0.000101961-0.00677705j -0.0039175-0.00385642j 0.00113782-0.00760121j 0.007762+0.00356121j -0.00210821-0.00215546j 0.00280698-0.00187451j -0.0143263-0.00343535j -0.00180723-0.00138095j 0.00166078-0.00231527j -0.000399332+0.0047412j 0.00105385-0.00144207j 0.00195365-0.00345908j 0.00135599-0.00241215j -0.00663586+0.0025778j 0.0022733-0.000395457j -0.00294321+0.00309321j 0.00166554+0.0136461j 0.00488375-0.00210728j -0.00903989+0.00689977j -0.00515841-0.011209j 0.0114144+0.00172405j -0.00326231-0.00569715j 0.00607835+0.0052638j 0.000633203-0.00143275j -2.56289e-05+0.00459758j -0.0054226-0.00508984j 0.00149776-0.0212772j 0.00888548+0.000752431j -0.000154322-0.0125086j 
0.00784901+0.00204302j -0.0103025-0.00255379j 0.00946728-0.0019586j -0.011363+0.00244512j 0.00485256-0.00809795j -0.00110021+0.00169797j -0.00601463-0.000308095j -0.0047478-0.00347373j 0.00550884+0.0132068j 0.00641576+0.00713937j 0.015464-0.000225253j 0.00161144+0.0129384j -0.0144833-0.0120404j 0.00472552+0.0071412j -0.0062282+0.00149097j 0.0169669+0.00306551j 0.0170993+0.00392724j -0.00977905+0.00996048j -0.00761169+0.00372364j 0.00648838-0.00648363j 0.00579352+0.0115118j -0.011419-0.00643711j -0.0125517+0.00636249j 0.000647078-0.0171126j -0.0150138-0.000741492j 0.0140211+0.0133517j -0.00156363-0.0107477j -0.00126932-0.00562565j 0.0133776+0.00228692j -0.00269888+0.000866045j 0.00737439-0.013612j -0.00447444+0.00501547j -0.00350575+0.0112986j -0.0115962-0.00448701j 0.00325807+0.00760132j -0.00177889-0.00166678j 0.00266093-0.00852169j 0.00787553-0.004228j 0.00303884+0.000680476j -0.00874191-0.00401208j 0.00219692-0.0110631j -0.00168911+0.00406333j 0.0110887+0.00346812j -0.0042945+0.0160853j -0.00382783+0.0013538j 0.00260931+0.00667463j -0.00592982+0.0038508j -0.00122552+0.00477264j 0.00386988+3.13233e-06j 0.00123155+0.00639548j 0.00984363-0.00712058j -0.00501299-0.00112878j -0.00557391+0.0110539j -0.00214851-0.0028148j 0.0110893-0.00873988j -0.00188115+0.0111214j 0.00565769-0.0179516j 0.00479226-0.00485567j 0.000941499+0.00843633j 0.00993124-0.0148934j 0.00649863-0.00108558j -0.00712402-0.00826401j 0.02108+0.0144561j -0.00206003-0.00891001j -0.000678429+0.00356268j -0.00178481-0.000109083j 0.00409404+0.0061071j 0.00104603+0.0385236j -0.00395901+0.00251277j -0.00501012+0.00881122j 
-0.00647627-0.0223895j -0.00660972+0.00455096j -0.0116647+0.00715298j -0.00270125-0.00017622j 0.000437865-0.00404018j -0.00180025-0.00665271j 0.00674444+0.00107861j 0.0131818+0.00287714j -0.00841839-0.00698472j -0.0202479+0.000468394j 0.00122605-0.00885006j -0.00759062-0.00976825j -0.00204789-0.00223971j 0.000294401-0.0124763j 0.013185+0.00802121j 0.00975223-0.00479483j 0.0105912-0.00287263j 0.00116705+0.00280795j 0.00126852+0.0062226j -0.00234079+0.00807926j 0.00419321-0.0139955j 0.0177592-0.022375j 0.00209639+0.00319541j 0.0107142+0.00776051j 0.0140467-0.0139006j 0.00738812-0.0111502j -0.00649383+0.00872768j -0.0162681+0.0102109j -0.00680806+0.00940773j -0.00092424+0.00776103j 0.000814573+0.00485957j -0.00455567+0.00293696j 0.0107684+0.00198992j 0.0159018-0.00781798j -0.00611173+0.000868709j 0.00505325+0.00431786j -0.00121141-0.00151862j -0.0231108+0.00600924j -0.0115762+0.00254387j 0.00503882+0.015753j -0.0020035+0.00393335j 0.00440395-0.00575338j 0.00371158-0.00456974j 0.00659557-0.0100029j -0.00306089-0.00365362j 0.0073672+0.0180106j -0.00818829+0.00101429j -0.0014777-1.58462e-06j 0.000357933+0.00154842j -0.00583597+0.0011807j -0.00212608+0.00873007j -0.0136072-0.0029776j 0.00536137+0.00915862j 0.00365565+0.00606683j -0.0002658+0.00396012j 0.00217674-0.00706624j -0.00648445-0.0039993j 0.0045704+0.00150608j -0.00732942-0.00929441j -0.00907139-0.00836792j -0.0094448-0.00347301j -0.00407222+0.00418013j 0.000666051+0.0104272j -0.000357359-0.00413245j 0.00504888-0.000171468j -0.00288729+0.0117106j -0.00135309+0.00819514j -0.00391274-0.00684037j 0.00325036-0.00931737j -0.0115554-0.00725914j 
0.0134646+0.00653123j -0.010817-0.0166417j 0.0162899-6.97245e-05j -0.00383089+0.0022448j -0.0131832+0.00584531j -0.00504834+0.0133744j -0.00606207+0.00855948j -0.00894984-0.0128138j 0.00590733+0.00667425j 0.0170495+0.00633704j 0.00201165+0.00985975j -0.00155624+0.00646597j -0.00395664-0.00657472j -0.0153469-0.00468155j -0.00622465-0.00176426j -0.0196647+0.00474099j -0.00229984+0.0114985j 0.00344136-0.00836177j -0.00529153+0.000643839j -0.00557437-0.00787491j -0.00345937+0.00550938j -0.0266015-0.00346661j 0.00394727+0.00667091j -0.0085948-0.00598079j 0.00208211+0.000396809j 0.00020996+0.012111j 0.00281367-0.00210624j 0.0132015-0.00654792j 0.00681742-0.000961088j 0.00141254+0.00401351j -0.00882114-0.00447162j 0.0030409-0.00721769j -0.00273443-0.0100151j -0.00220063+0.00741264j 0.00888741-0.00906715j -0.000371756-0.00282239j 0.000878141+7.83851e-05j 0.0124094-0.0103674j 0.0138076-0.00768692j -0.00344869-0.0116465j -0.00244647-0.00790192j -0.00981956+0.00224243j 0.00224865-0.000839852j -0.00788269-0.0065894j 0.00342338+0.00239231j -0.0189008-0.0146478j -0.00723331-0.000388305j -0.00938999-0.00179339j -0.000634636-0.00408431j 0.00706229-0.000416041j 0.00190554-0.00721732j 0.00953224-0.00154407j 0.00437176-0.00764241j -0.00348961-0.00495798j -0.00922866-0.0017072j 0.000406899+0.00155279j 0.00708659+0.00600224j 0.00602571+0.00415154j 0.00971333+0.00521441j 0.010753+0.00635977j 0.00246281-0.0118916j 0.0302446+0.00537336j 0.00635991-0.038598j 0.0142811+0.00946555j -0.00180042+0.00156078j -0.00193828-0.00230159j 0.00359686-0.000994094j 0.00250131-0.0279379j -0.000641853-0.00651364j 0.000176362-0.0191182j 
0.0123895+0.00593914j 0.00960832+0.0169437j 0.000393198+0.00755461j -0.0062959+0.000559015j 0.00361337-0.00111567j -0.019102+0.00832952j 0.000991593+0.00439033j -0.00661067+0.0027711j -0.0102722+0.0119916j 0.00389626+0.0135983j 0.00140716+0.00459082j -0.00980889-0.0188235j 0.00976109-0.00376055j 0.00980336+0.00764813j -0.00154989+0.0160477j 0.00190849-0.00510396j -0.00274841+0.00192501j 0.00130421+7.02593e-05j -0.00304161-0.00150936j 0.00563972+0.00294985j -0.00684317+0.00559021j 0.00876628+0.0263938j 0.0021662-0.000546731j -0.00903287+0.00101191j 0.0098472+0.00605577j -0.00205982-0.00131594j 0.00622214+0.00115353j -0.00242959-0.0010814j -0.00311934-0.0179021j 0.000865074-0.0130849j 0.00453685+0.00672358j -0.00295753+0.0078602j 0.00721168+0.00336422j -0.00186416+0.0113448j -0.00502824+0.00948841j 0.00202975-0.00566574j 0.00618467-0.00369339j -0.000484013+0.00413595j -0.000748493+0.00701877j -0.00629164+0.00806034j 0.0127237+0.0044159j 0.0130165-0.00213064j 0.00636315-0.00497144j 0.0167687+0.00549006j 0.00614076-0.00395466j -0.00735972-0.00773927j 0.00862522+0.00438135j -0.00216358-0.00323609j -0.00385664+0.00321645j 0.000989015+0.00110272j -0.00542151-0.00891218j 0.0127671+0.00681482j -0.00714724+0.00117906j -0.00509207-0.00105084j 0.00639583-0.00584681j -0.000627882+0.000893564j 0.0104121-0.00774984j -0.0124829-0.00605164j 0.00181198+0.00238521j -0.00652022-0.00245695j 0.00289439-0.00379219j 0.00268369+0.00157223j 0.00488841-0.00874482j -0.005531-0.0178416j 0.000235975-0.00228498j 0.00177229+0.00186113j -0.00209827-0.00371051j 0.00335412+0.00096391j -0.00164033-0.000370352j -0.00266484-0.00436169j 
0.00292481+7.60767e-05j 0.000905391+0.000630727j -0.00119408+0.00274395j -0.00494137+0.0009729j -0.00283514+0.000184267j -0.000618759+0.000923891j -0.00832463-0.00535978j 0.00430592+0.00144036j -0.00546271+0.00186092j 0.00370426+0.00283696j 0.00460983-0.00122768j -0.00282177+0.000541871j 0.002894-0.00294557j 0.00136866+0.00447307j -0.00231735+0.00488801j 0.00757587-0.0011811j 0.00148754+0.000736653j 0.00177419-0.000305306j -0.00212959-0.00204888j 0.00208139-0.00360811j 0.00434559-0.00597154j 0.000583209+0.00171546j 0.00164127-0.000518776j -0.00254472+0.00133058j -4.85836e-05+0.000645468j -0.00136963-0.000113019j -0.000578221-0.00285248j 0.00207734-0.00272338j 0.0013601-0.00553925j 0.00291397-0.00121656j -0.000662821+0.00254429j -0.0015386-0.00307909j 0.00190037+0.000386885j 0.00261393+0.000570753j -0.00300632+0.00497376j -0.000105997-0.00359997j -0.00155156-0.000207967j -0.00117799-0.000246205j 0.00294493+0.000449525j -0.00244655-0.00199199j -0.00116452+0.00455756j 0.00153699+0.00245393j -0.00132397+0.00226404j 0.00177606-0.00314043j -0.00530615-0.00159583j 0.00336995+0.00362079j -0.000830453+0.00327461j 0.00750104+0.00188613j 0.000867143+3.17441e-05j -0.00103011+0.000838766j 0.00115238-0.000302389j -0.00128674-0.00310827j -0.000801028+0.000785443j 0.000740594-0.00367876j 0.00108104+0.000992405j -0.00123942-0.0025659j 0.00337248+0.00192455j -0.0106416-0.00341645j -0.000947095-0.00319828j 0.00312604-0.00509189j 0.000453229+0.00607613j -0.00408187-0.00350006j -0.00310284+0.0065703j -0.00472676-0.000786626j 0.00334119+0.00194952j 0.00153276-0.000756963j -0.00270934+0.00989573j -0.000721552+0.00472205j -0.0055632+0.00190754j 0.00112849+0.00390481j 
-0.0113256-0.00148719j -0.0041723-0.0033245j -0.000875016-0.00479323j 0.00352819-0.0034958j -0.000253142+0.00231007j 0.00908685-0.00509301j -0.00248774+0.000543564j 0.00119046+0.00662783j 0.00499559-0.00318854j -0.0012995-0.00529864j -0.000782709+0.0032936j 0.00924223+0.00870811j -0.00500966-0.0089659j -0.000238164+0.00262117j -0.00214713-0.00201718j 0.00292582+0.000601549j -0.000268789+0.00150697j -0.0081947+0.00398123j -0.000599742+0.0101028j 0.00364255+0.00190334j -0.00292042-0.00425916j -0.000883954-0.00919582j -0.000235073-4.66551e-05j -0.0034563-0.00132604j 0.00349654-0.00419818j 0.00373021+0.000975465j -0.00347622+0.00203206j 0.00643501+0.00230503j -0.00483309+0.00498134j 0.00388259+0.00274313j -0.00345235-0.003273j 0.00408685+0.000542678j 0.000842788+0.000837908j -0.00326088-0.000428828j 0.00533742-0.00750233j 0.00640476+0.0112878j 0.00123358-0.00245913j -0.00536094-0.00290274j 0.00199829-0.000920575j 0.00330675+0.00685479j -0.0043378-0.00428284j 0.000374401+0.00220111j 0.00484597-0.000206716j -0.00149129+0.000488044j 0.00366271+0.0034125j -0.00620645+0.00255787j -0.00736897-0.00295786j -0.00130381-0.00171489j 0.00121895+0.00013663j -0.00245675+0.000300883j 0.00279784+0.00122256j -0.00816947-0.00983175j 0.00310845+0.00227326j 0.00814211+0.000134185j -0.00497254-0.0058259j -0.00351343+0.000498669j -0.00526589-0.00250997j 0.000790946+0.00388028j 0.00044412+0.00342854j -0.000858594+0.000140855j 0.00122714-0.000836532j 0.00801028-0.00121977j 0.00329417-0.00245836j 0.00216862+0.00635693j -0.000588994-0.000732668j 0.00140183-0.00429723j -0.000168097+0.004471j -0.00447229-0.00619206j 0.0084371-0.00684379j -0.00313427-0.00193925j 
-0.00374019+0.000975092j -0.00331869+0.00236372j 0.0109203-0.00513431j 0.00594194-0.000380017j -0.00169801-0.00194383j -0.00224292+0.00421971j -0.00178887+0.00402578j -0.00661991-0.00227053j 0.00024953+0.0104451j 0.0146773+0.00278747j 0.00790921+0.00665682j 0.00838525+0.00711666j -0.000896768-0.0109721j 0.000462394+0.00688578j -0.00845547+0.00207764j -0.0049805+0.00463916j 0.00108546+0.00850011j -0.00191222+0.00242951j -0.000718606+0.00153323j -0.00452273-0.00521549j -0.00729292+0.0043465j -0.00704387+0.0104656j 0.000493261-0.00248867j -0.00306821+4.29398e-05j -0.00588133-0.000225164j -0.00534182-0.00141358j 0.0116405-0.00242038j 0.00581101-0.00894637j 0.0035693+0.00511891j 0.00462549-0.000498705j -0.000252013+0.0016032j 0.00854156-0.00352267j -0.00461438+0.000277031j -0.00107387-0.000568194j 0.00133523-0.00502237j 0.00409086-0.0113839j 0.00596717-0.0117887j 0.00593704-0.000140531j 0.00369173-0.00346087j -0.0066642+0.00428661j 0.00800943-0.00353996j 0.00796047-0.00719419j 0.00687623-0.00313292j 0.00515871-0.00620345j 0.011172-0.00929717j -0.0114575-0.00646035j -0.00744652+0.000970071j -0.00932023+0.00020339j 0.00118832+0.002333j 0.000788711-0.00400304j -0.00208538-0.00772424j 0.00560419-0.00649538j 0.00473851-0.00770937j 0.00181743-0.000492222j -0.00406932+0.0011489j 0.00133297-0.00457828j -0.00364141+0.010765j -0.00218836-0.00477011j 0.0107827-0.00330155j -0.0038861+0.00516695j 0.00754888-0.00234992j 0.0242902+0.00289344j 0.00199124-0.0161672j 0.00872749+0.0148021j -0.00100121+0.00220306j 0.00358863+0.00524254j 0.000222606+0.000887089j -0.00300088-0.014209j 0.00600977+0.0041039j -0.000626332-0.00814821j 
0.00126449-0.00187683j -0.00169716+0.00300757j 0.00127236+0.00355203j -0.000549706+0.00140058j -0.0014241-0.00536918j -0.00507169+0.00246225j 0.00295529+0.00354467j -5.6063e-05-0.00453479j 0.00273616+0.00131799j 0.00226629+0.00171938j 0.000283737+0.00550976j -0.00137246-0.00214375j -0.00118309+0.00180022j -0.0017094-0.000112709j -0.0040523-0.000289173j -0.00366355+0.000758526j 0.00199527-0.00141178j 0.000432164+0.000331594j 0.00474265-0.00311898j -0.00278621+0.00256435j 0.000844688+0.00639375j -0.00297786+0.00175968j 0.000877414+0.00157604j -0.00040824-0.000186902j -0.00372443+0.00221629j 0.000714169+0.000809026j 0.00364305+0.000267386j -0.000767408+0.00120744j 0.00375386-0.00492551j -0.00202751-0.00429326j -0.00368344-0.000356483j 0.00197583-0.00275144j 0.00437197+0.00154614j -0.00197244-0.00397124j 0.00116904+0.00147406j -0.00726328+0.0037808j -0.00111299+0.000928572j 0.00246819+0.00308579j 0.00175067+0.00851868j 0.00212893-0.00721921j -1.03049e-06+0.00160428j 0.000746428-0.00429596j -0.00237676-0.00255114j -0.00150898+0.00525945j 0.00402958+0.00169528j 0.000230919-0.00796044j 0.00189757-0.00582151j -0.00245217-0.000820689j -0.00173771+0.000527318j -0.00125819+0.000309413j -0.00505982-0.00553876j 0.00462944-0.00103267j -0.0026665-0.00265697j 0.00313081+0.000606797j 0.000381276-0.000950651j -0.000978748+0.00229601j 0.00283448+0.000645409j 0.00199774-0.00353872j -0.000522275+0.00386603j -0.00377975+0.00146791j -0.00114842-0.000305078j -0.00378323-0.00387068j 9.71791e-05-0.00460831j 0.000588842+0.000878148j -0.00246718+0.00141642j -0.00113317-0.00473433j 0.00340302-0.00269319j 0.00183603-0.00127193j -0.00111847+0.00271314j 0.00186761-0.00389422j 
0.000612826-0.000936727j 0.00109986-0.00137058j -0.0043018-0.00299586j 0.00793485-0.00548218j -0.00470756-0.0139664j 0.00202911+0.0075656j 0.00787914-0.00694315j -0.00399321+0.0104046j -0.000126611-0.0154241j -0.0127888+0.0112389j -0.0110473+0.00875337j -0.00663978+0.00421034j -0.000382106+0.00708352j 0.000385173-0.00772077j -0.000250168+0.00527275j -0.00623047-0.00167521j -0.00151837-0.00313697j -0.00657446+0.00525595j 0.00499276+0.00317333j 0.00115584+0.0150179j -0.00136428+0.0084202j -0.00440939-0.00590467j -0.00437843+0.0106736j -0.00972414+0.000488925j -0.00138039-0.00366891j 0.0138032+1.67602e-05j 0.0065718+0.00142793j -0.00964024+0.00762215j 0.00769889-0.00299356j -0.00680623+0.00435886j -0.00905864-0.00693006j 0.00498046+0.00478765j -0.0031872+0.0205314j -0.000837712-0.0116206j 0.00580215+0.00475729j -0.00400326+0.0041995j -0.00841825+0.00617947j 0.000879043-0.00946969j -0.00923072+0.00802785j 0.011323-0.00354298j 0.00690735+0.0128521j 0.00242207-0.00896945j -0.0014639-0.0191009j 0.00467035+0.00195494j -0.0101722+0.000516575j 0.00022535+0.0040099j 0.0120245-0.0151538j -0.0138502+9.34715e-05j -0.00384075-0.00205821j 0.00251442-0.00125516j -0.0184262-0.00649651j -0.0056034-0.00313428j -0.00332707-0.00889038j 0.0147718+0.00804502j -0.00175676-0.00968329j -0.000109183+0.00597334j -0.00358018+0.00205976j 0.00401676-0.0157887j 0.00848839+0.00791967j -0.00331111+0.0161586j -0.00746622-0.00917318j -0.00425851+0.000425048j 0.00427866-0.00578124j 0.0038925+0.00529333j -0.0173858+0.000591272j -0.00132419+0.00801352j -0.0023263+0.00823926j 0.00204618+0.0013064j 0.00413437-0.000859337j 0.00109144-0.00339608j 
