-0.00367055-2.77122e-16j -0.00878152+5.04718e-06j -0.00760145-0.000509457j -0.00176363-7.37427e-05j -0.00320174-0.000416268j -0.00544557-4.35982e-05j -0.00220988-9.87648e-05j -0.00608778-0.000748843j 0.000772368-0.000347175j -0.000320717-0.000194698j 0.00258719+0.000191697j -0.00475529-0.000132857j -0.0026494-0.000597904j -0.00347945-0.000488133j -0.00267595-0.000299112j -0.00149293-2.41762e-05j 0.00432692+0.00041902j -0.00112205-0.000312242j 0.00261111+5.64423e-05j -0.000402282-0.000391418j -0.00259002-0.000277374j 0.00115379+9.7944e-05j -0.00541818-0.000422453j 0.00121414+0.00012898j -2.28568e-05-0.0002093j -0.00319829-0.000410492j -0.000950863-0.000312731j 2.72795e-05+0.000132544j 0.00420997+0.000870135j 0.00189597+0.0002371j -0.00378525-0.000563219j 0.00134378+0.0002187j -0.00242278-0.000550206j -0.000376875+0.000366869j -0.00119519+1.40309e-05j 0.0020384+0.000400056j 0.000707593-0.000252174j -0.000491755+9.89569e-06j -0.000755455-0.000567948j -0.00448963+9.30331e-05j -0.00208179-0.000393716j 0.00349737+0.000506188j 0.00277524+0.000191037j 0.00136136+0.0003033j 0.00458265-0.000259612j -0.00299426-0.000449343j -0.00372264-0.000961117j 0.0043825+0.00115396j 0.00664823+0.000483823j -0.00220268+0.000518423j 0.0142149+0.00039513j -0.00404898+0.000434549j 0.00962086-0.00531205j 0.0283574+0.00333004j -0.000564237+0.000120567j 0.878931-0.00629537j 
-0.00299426+0.000449343j -0.00690771+0.000540116j 0.000188252-0.000626013j 0.000497162+0.00106634j 0.00442834-0.00106554j -0.017392+0.000380029j -8.90183e-05-0.00171242j -0.00107163+0.00132551j 0.0248192-0.000926736j 0.0246408-0.000502003j -0.926792-0.00377521j -0.010873-0.000351508j -0.00470328+0.000960787j 0.00842463-4.77614e-05j 0.00683988-0.001589j -0.00521001+0.000307745j 0.00206338-0.000587579j 0.00651265+0.000519122j -0.00543098+0.000976862j -0.00804741-0.000711724j -0.00511808-0.000795202j 0.00085057+0.000157994j 0.00361413-0.00126342j -0.000816955+0.000281334j 0.00166496+0.000134328j 0.00669627-6.61376e-05j -0.00371698-0.000124754j 0.00259009+0.000304158j -0.0019409-0.000343378j 0.00373889-0.00104838j 0.00170004-0.000408786j 0.000605986-0.000971832j 0.0021965-0.000630538j -0.00277927+0.000525551j 0.00132294-0.000359495j 0.00106117+0.000311929j 0.00914074-0.000426681j -0.000544747-0.000306644j 0.00378694+0.000162667j 0.00121915-0.000742561j -0.00122163+0.000556178j -0.00226419+4.58666e-05j -0.00206108+0.000355371j 0.00357096-0.000763803j 0.000693976-0.000292027j -0.00568452+7.80626e-17j -0.00434829+0.000421427j -0.000219869-0.000327111j -0.00194962+0.000893697j -0.00128846-0.000486255j 0.000818448+0.000109878j 0.00244739-0.000572925j 0.000358619+0.000415373j -0.0057582-0.00017888j 0.00499328+7.72814e-05j -0.00193279-0.000196827j 
-0.00372264+0.000961117j -0.00253135+0.000691977j 0.0148425-0.0015297j 0.00304317+0.00044373j -0.015602+0.000699136j 0.0195796-0.00101241j 0.00672039+0.00250454j 0.0127365-0.00294484j -0.0215645+0.0007372j 0.927555+0.00391649j 0.013018+0.000658522j -0.0110457+0.000791786j -0.00886738-0.000238219j 5.71983e-05-0.00134049j 0.00975531-0.000214713j 0.0143571+0.000662505j 0.00410249-2.8283e-05j -0.00895916+0.000848664j 0.00125369+0.00128233j 0.00109569-9.58029e-05j -0.00473438+0.000391206j 0.00242764-0.000352694j -0.00502696-0.0001084j -0.00607052+0.000585895j -0.0055529-0.000368667j 0.00223454-0.000703354j -0.00242844-0.000303858j -0.000123555-0.000620711j 0.00317991-0.000498732j 0.000833286-0.000138858j -0.00013694-0.000413868j 0.00267127+8.17462e-05j -0.00227404-0.000121881j 0.00421437-0.000318309j -0.00236987+4.1438e-06j 0.00187847-0.000368919j 0.00345775-0.00043465j 0.000355807-3.05894e-05j -0.00477662+0.000285108j 0.0035039-0.000676721j -0.00494387-0.000210409j 0.00181655+0.000523491j 2.59767e-05+0.000513308j 0.00104274-0.000118029j -0.0030862+0.000468633j -0.00434829-0.000421427j -0.0053845+1.14058e-16j 0.00631498-0.000503647j -0.00108642+0.000409711j 0.00507059-0.000139278j -0.00378795-0.000193556j 0.00176716-0.000409294j -0.00356701+6.5128e-05j 0.000927499+0.000420163j -0.00156674-0.000357251j -0.000247234-0.000195514j 
0.0043825-0.00115396j -0.00530653+0.000678443j -0.00821637+0.00202053j -0.0170395-0.000420635j 0.00541433+0.00127077j 0.00223573+0.00135512j -0.0121983-0.000313248j -0.0148311+0.000273379j -0.928973-0.00269201j -0.0101453-0.000829764j -0.00548212-0.00106373j 0.000615897+0.00197607j 0.00311896+7.36098e-05j 0.00500196-0.00133718j -5.3219e-05-0.0012262j 0.000720596-0.000275186j -0.00397326-0.000538581j 0.0128753+6.06246e-05j 0.0026876+0.000906772j -0.00443848+0.00160119j 0.00139562+0.000951663j 0.00442019+0.00154167j 0.00386202+0.000635666j 0.00201964+0.00019467j 0.000886507+0.000278222j -0.00133816-0.000396377j 0.00285126-1.97613e-05j -0.00251427-0.000582824j -0.00883583+0.000123584j 0.00129964-0.000501652j -0.000795085+0.000656252j -0.00131042-0.000371568j 0.000702499+0.000462536j -0.00364031-0.000419357j -0.000151359+0.00109466j -0.000563497-0.000778266j -0.00047855-0.000783409j 0.00159258+0.000196573j 0.00403345+6.19218e-05j -0.00213291+7.36895e-05j 5.1356e-05+0.000113084j 0.00120475-0.000382623j 0.00453936-0.000217933j -0.00288817+0.000291182j 0.00650317+0.000683001j -0.000219869+0.000327111j 0.00631498+0.000503647j -0.00101012-4.55365e-17j -0.000722163-0.000589237j -0.00538983+2.47575e-05j -0.00184991-0.000239752j -0.00474421+0.000217846j 0.008236-1.87368e-05j -0.00278981+4.85406e-05j 0.00235853+0.000350573j -0.000688003+0.000364687j 
0.00664823-0.000483823j -0.00115095-0.00106925j -0.0199047-0.00242846j 0.0226857-0.00277316j -0.0119378-0.00381501j -0.0163715+0.00181684j 0.0102053+0.000313666j 0.921877+0.00141241j 0.00175271-0.000180497j 0.00876272-0.00292006j 0.00236504-0.00141868j 0.0101539+0.000418051j -0.0149512-0.00173294j -0.0124643-0.00119597j -0.0065246-0.000672178j -0.00543185+0.000738898j 0.00469517+0.00194912j 0.00343875-0.00146j 0.00198661-0.000219729j -0.0020745-0.000538105j 0.00558789-0.000285866j 0.00294247+0.00046017j 0.00498974-0.000192935j 0.00472371+0.000142261j -0.00231776-0.000299065j -0.00369238+5.15401e-05j -0.00159837-0.00100266j 0.000490881+0.000157646j 0.0031881+0.00117432j 0.00111878+0.000331584j -0.000353647-0.00046717j -0.000735613-0.000266969j 0.00167131-2.94135e-05j -0.00772051+0.000427417j 0.00126129-0.000366998j -0.00335107+0.00031447j -0.00299016+9.51516e-05j -0.0024068-0.000778194j -0.00064471-0.000743j 0.00444664+0.0012358j 0.000804062-0.00027408j 0.00373463+0.000271181j 0.00398238+0.000520924j 0.00535476+0.000236843j 0.00597656-0.000683705j -0.00194962-0.000893697j -0.00108642-0.000409711j -0.000722163+0.000589237j -0.00257016+3.91397e-17j -0.00254409+0.000305677j -0.0015452-0.00069361j 0.00294638+0.000584071j -0.0019911-0.000773207j 0.00503886+0.000864995j 0.000190076-6.6542e-05j -0.00554623-0.000754517j 
-0.00220268-0.000518423j -0.0127313+0.000228574j -0.0217406+0.00177768j -0.0107448-0.00347427j 0.00221736-0.000494808j -0.00455004-0.00102738j 0.912216+0.00441052j 0.0024579+0.000312042j 0.00989621+0.000266301j 0.00800935+0.00249735j 0.0063875+0.00177976j 0.0128594+0.00101763j -0.000139601-0.0015682j 0.0107671-0.00012813j -0.00600596+0.000215788j -0.00390111+0.000106072j -0.00642821+0.000840312j 0.00816752-0.00048478j -0.00159438-0.000715174j 0.00204186+0.000670861j -0.000247997+0.000464281j 0.00385926+0.000518436j 0.00503896+0.000623067j -0.000992138+0.0004247j 0.00330135+0.00030652j -0.00114915+0.00027183j 0.000448519+0.000101611j 0.00280211-0.000202985j -0.00435608+0.000554409j -0.00229312+0.000294221j 0.00266889+0.000386291j -0.00542308+0.000441143j 0.00149862+0.000260874j -0.00362022+0.00010201j 0.00239484+0.000884319j 0.00107824-0.000376296j -0.000501608-0.000311687j -0.00198274+8.50392e-06j 0.00581927-0.000357643j -0.000560038+0.000582942j 0.00515825-2.93724e-05j -0.0051082-9.7288e-05j 0.00262724-0.00056755j -0.000138107+0.000369687j 0.00125875+4.84103e-05j -0.00128846+0.000486255j 0.00507059+0.000139278j -0.00538983-2.47575e-05j -0.00254409-0.000305677j -0.00477749-5.50775e-17j 0.00119586-9.99704e-05j 0.0014644-4.08354e-05j 0.00324319+0.000143605j -0.00463399+3.39089e-05j 0.0077827+0.000505206j -0.00166987-8.83867e-05j 
0.0142149-0.00039513j -0.00109011+6.03855e-07j -0.00237781-0.000142168j 0.00101999+0.00164334j 0.0112888+0.00121181j 0.910641+0.00422543j -0.00109972-0.00102135j -0.00953509+0.00180574j 0.00118629-0.00135275j 0.014313-0.00105851j 0.0125732-0.000399579j -0.0037823-0.00255999j -0.00131139+0.000816283j -0.00322823-0.00057068j -0.00258738+0.000191494j -0.011452+0.000790585j 0.00717768-0.00038953j 0.00228353-0.00050116j -0.00843732-8.55399e-05j -0.00242961+1.49048e-05j 0.000953663-0.000968938j -0.000414345+3.93902e-05j 0.00195502-0.000945137j 0.00213629-0.000689301j 0.00341359-0.000208084j -0.00367527+0.000240634j 4.75975e-05-1.58352e-05j 0.0030959+0.00040603j -0.000346757+0.000383472j 0.0017273-0.0002145j -0.00128473-8.11464e-05j -0.000708683-0.00019393j 0.00287934-0.000636225j -0.00318582+0.000637556j 0.00310345-0.000440409j 0.000409889+0.000613465j 0.00150483-9.46513e-05j 0.00141945-0.000167005j 0.0015799-0.000101748j -0.00232637-3.67929e-05j -0.00296944+0.000299811j -0.00313264-0.000111384j 0.000431909+0.000185371j 0.00350984-0.000542721j 0.00236793-0.000746944j 0.000818448-0.000109878j -0.00378795+0.000193556j -0.00184991+0.000239752j -0.0015452+0.00069361j 0.00119586+9.99704e-05j 0.00730187+5.11743e-17j -0.0008035-0.000132525j 0.00519045-0.000102002j -0.00168882+3.39397e-05j -0.00239466-0.000254737j -0.00520954-4.91782e-05j 
-0.00404898-0.000434549j 0.00781753+0.000289639j -0.029838+0.00551897j -0.0122046-0.00550974j -0.901859-0.00573264j -0.00463002-0.00120728j 0.000503661+0.000536485j 0.0102998+0.00386529j 0.00382973+0.00127814j 0.014315-0.000669809j 0.00368644-0.00108409j -0.00050712+0.0011572j 0.011725-0.000745161j 0.000285356-5.85929e-06j 0.00381781+0.00107975j -0.00377503-0.000427393j -0.00934956-3.18697e-05j 0.00444984-0.000115365j 0.00262832-0.000278267j 0.00215651+0.00113727j -0.00125693+0.000393616j -0.00170039+0.000747454j -0.00311872+0.000469795j -7.35853e-05-0.000209214j 0.00227106+0.000171j 0.00250323-0.000523609j 0.00172393+0.000582747j -0.00253555-0.000130716j -0.00611803-0.000191071j 0.000824155-0.000393839j -0.000969063+0.000555556j -0.000481422-0.000244735j 0.00231425+0.000198712j 0.00369932-0.00023336j -5.42372e-05+0.000636085j 0.00123867-0.000164345j 0.00125441-0.000483124j 0.00381799+0.000299777j 0.00174543+0.000150415j -0.00370536-0.000156655j -0.0028043+0.000220131j -0.00147522-0.000447428j -6.46491e-05-0.000210232j -0.00436241+0.000138831j -0.00113436+0.00030304j 0.00244739+0.000572925j 0.00176716+0.000409294j -0.00474421-0.000217846j 0.00294638-0.000584071j 0.0014644+4.08354e-05j -0.0008035+0.000132525j -0.00895082+9.28077e-17j 0.00595448+0.000270504j 0.000192514-0.000446974j 0.0010471+0.000494468j 0.00294668+0.000426243j 
0.00962086+0.00531205j 0.0275202-0.00291118j 1.07408e-05+0.00242488j -0.895537-0.00553689j -0.0117147-0.00552566j -0.0019482-0.00165657j 0.0121668+0.00349105j -0.0186898+0.0027551j -0.0144598-0.000440386j -0.00257258-0.000478224j -0.000690885+0.00107276j -0.00537152-0.00140812j -0.0021667+0.000329936j -0.00552976+0.000253531j -0.00435256+0.00016007j 9.83769e-06+0.00054625j 0.00264667+0.00103681j -0.002311-0.000537152j 0.00232163-0.00044057j -0.00107084-0.000203057j -2.00247e-05-0.00029691j -0.00299715+0.000208403j -0.00259604-0.000153403j -0.00200508+0.000268448j -0.00303682+0.000372186j -0.0016685+0.000104408j -0.000449583-4.742e-05j 0.00247609-0.000232762j 0.00403555-0.000194633j -0.000473516+4.88722e-05j -0.000753042-0.000236126j 0.00162319+0.000156364j -0.00322868-0.000197091j -0.00114995+3.42486e-05j -0.00244037-0.000362094j 0.000580256+8.35914e-05j 0.00208311+0.00028965j -0.00308452+1.88827e-05j -0.00357944+0.000304253j 0.00142835-0.000591492j -0.00151675+3.13615e-05j 0.000805211+0.000253136j -0.000983803+0.000157518j 0.002539-0.000370059j 0.000742236-6.38542e-05j 0.000358619-0.000415373j -0.00356701-6.5128e-05j 0.008236+1.87368e-05j -0.0019911+0.000773207j 0.00324319-0.000143605j 0.00519045+0.000102002j 0.00595448-0.000270504j -0.00464229+5.59448e-17j 0.00145+0.0001556j -0.00777808-0.000665275j 0.00137919+7.06262e-05j 
0.0283574-0.00333004j -0.00885823-0.00592822j 0.876349+0.00912847j -0.00475357-0.00252312j 0.0225041-0.00559376j -0.00368928-0.000124428j -0.0187783+0.00179173j -0.0175447-0.0024009j 0.0076775-0.00196207j 0.0125624-0.00160234j -0.000293801+0.000550539j 0.00854715+5.21779e-05j -0.000863728-0.00179757j -0.00147088+0.000365746j -0.00615934+0.00113809j -0.00334827+0.000222962j -0.0044381+0.00194286j 0.00577708-0.00142312j 0.00403404-0.000939174j -0.000922357+0.000739044j -0.000138774+0.000167178j 0.00185403+0.000897449j 0.000784629+0.00021642j 0.00376067+8.17678e-05j 0.00167703+4.41951e-05j -0.00198215+0.000121527j -0.000190755-0.000394987j -0.00197223+9.16728e-05j -0.00393332+0.00148376j -0.00129453+0.000475846j -0.00167934+0.000360755j -0.00289084+0.000412825j -0.00163574+0.00056172j -0.00161627+0.0001236j -0.000343369+0.000824816j 0.00173907-0.000315785j -0.00164403-0.000248002j -0.000140196+0.000142309j 0.00411604-0.000542989j -0.00380643+0.0007762j 0.0028188-8.25198e-05j 0.00299247-0.000107043j 0.00463201-0.000574369j -0.00242633+0.00113352j 6.53734e-05+0.000224311j -0.0057582+0.00017888j 0.000927499-0.000420163j -0.00278981-4.85406e-05j 0.00503886-0.000864995j -0.00463399-3.39089e-05j -0.00168882-3.39397e-05j 0.000192514+0.000446974j 0.00145-0.0001556j 0.00263679-2.08167e-17j -0.000529422-2.07581e-05j -0.00719362-0.000512023j 
-0.000564237-0.000120567j -0.879789-0.00614482j 0.00893648+0.00592704j 0.0249317-0.00293975j 0.00679752+0.000247628j 0.00116929-1.55719e-05j 0.0111818-0.000216766j 0.00100962+0.00109228j -0.00502656+0.000676562j 0.00196303-0.000714665j -0.00578787+0.000544229j 0.000979953-0.000589645j 0.00316453-3.54177e-05j -0.00264672+0.000532844j -0.000690208+0.000449141j 0.00102953+0.00016264j -0.00177393+0.000484891j -0.000998548-0.000113151j -1.0421e-05-0.000296286j -0.00129086+0.000306637j 0.00276438-0.000199078j -0.00441089+0.000600832j 0.000628994+5.3895e-05j -2.82488e-05-0.000118816j -0.00194989+0.000320871j -0.000850754+0.00020882j 0.00150701-4.36054e-05j -0.000620604+0.000224025j -0.00108621-0.000269651j -0.00155907+0.000191368j -0.000844462+0.000108893j 0.00143029-7.27685e-05j -0.00119803+0.00030567j 0.00211876-0.000471356j -0.00225701+0.000222556j -0.00207973-6.35736e-05j -0.00221315+0.000347762j 0.00135879-0.000227814j -0.00269323+0.000312243j 0.00147237-0.000218638j -0.00216195+7.56893e-05j 0.000204933-0.000125053j -0.00201277+0.000161205j -0.00324744+0.000134937j -0.00482869+0.00065175j 0.00499328-7.72814e-05j -0.00156674+0.000357251j 0.00235853-0.000350573j 0.000190076+6.6542e-05j 0.0077827-0.000505206j -0.00239466+0.000254737j 0.0010471-0.000494468j -0.00777808+0.000665275j -0.000529422+2.07581e-05j 0.00323865-7.97973e-17j 0.00864552-5.10551e-06j 
0.878931+0.00629537j -0.000295634+0.000129312j 0.0257924-0.00335759j -0.00954785-0.0053013j 0.00334747+0.000451462j 0.0123721-0.000406992j -0.00194907-0.000519018j 0.00624971-0.000460247j -0.00360758+0.00116634j -0.00378977+0.00100135j 0.00248073-0.000419103j 0.00368777+0.000244055j -0.000910502+0.000303247j 0.00253709-0.000182054j 0.00327431-0.000502761j 0.00175201-0.000381549j -0.00384125-5.5878e-05j -0.00085808+0.000567725j -0.000540968-5.04783e-05j -0.000425183-0.000248531j -0.00170566+0.000419031j -0.000949224+1.59538e-05j 0.000168466+0.000448961j -0.0021304+0.000503355j -0.00116484+0.000213447j 0.00336833-0.000574354j -0.0011543+0.000245287j -0.00109178+1.53017e-05j 0.00332675-0.000900207j 0.000197479-0.000161914j 0.00259309-0.000418929j 3.9851e-05-0.000184787j 0.000466312-6.04043e-05j 0.00497368-0.00048818j 0.000851041-6.17228e-05j 0.00202585-0.000308442j 5.75791e-05-0.000385672j 0.00226207-6.83713e-05j -0.00117163+0.000327057j 0.00394477-0.000441979j 0.00144127-4.45853e-05j -0.00234178+0.000290342j -0.00332585+0.000522738j 0.00189918-0.000568877j -0.00456469+0.000164589j -0.00193279+0.000196827j -0.000247234+0.000195514j -0.000688003-0.000364687j -0.00554623+0.000754517j -0.00166987+8.83867e-05j -0.00520954+4.91782e-05j 0.00294668-0.000426243j 0.00137919-7.06262e-05j -0.00719362+0.000512023j 0.00864552+5.10551e-06j -0.00315883-2.40259e-16j 
