-0.145751+7.42462e-16j -0.101728+0.00230103j 0.0173318+0.0125866j -0.103612-0.129713j 0.0224046-0.0811567j 0.0250128+0.0287852j 0.0500642+0.134469j 0.0292734+0.0425567j -0.0182505+0.0344675j -0.0179094+0.067539j -0.00872402+0.0603095j 0.00638629-0.052187j -0.0481269-0.0150627j 0.0204957+0.0502819j -0.0137999+0.0191028j -0.0129193-0.0096433j 0.0023066+0.00845111j 0.0250151+0.0323973j -0.0111863+0.0398171j -0.0120031+0.0525268j 0.0167729+0.0359547j -0.00327262+0.00446096j 0.00323696-0.0168056j 0.007994-0.0186601j -0.0101972+0.00581207j -0.0121067-0.0183298j -0.0138993-0.0219005j -0.00457713-0.0180784j 0.00705091+0.037583j -0.0125671-0.0233028j 0.00193998-0.000676326j -0.0186263+0.0230662j -0.0279984+0.0218839j -0.0150432+0.019931j 0.00182562+0.0142924j 0.0125935+0.0175621j -0.0282909-0.0147497j 0.0263491+0.00398097j 0.0139628-0.0229197j 0.00343698-0.0289628j 0.000418484-0.0303761j 0.0428836-0.00251615j 0.000733046+0.0347254j -0.0123987-0.0411119j 0.00540292+0.0288447j 0.0264421+0.00338916j -0.00901261-0.0309626j -0.00968486+0.0365896j 0.0374412-0.0667319j 0.0508524+0.0114447j -0.0334407+0.037085j 0.00600143-0.0194951j -0.00132647-0.0434005j 0.000147352+0.0243886j 0.0130005-0.00966348j -0.003897+0.00614881j 0.015616-0.00216542j -0.0267128+0.00591707j 0.0376557+0.00555253j 0.0169251-0.0641367j -0.0035241-0.0105079j -0.0383691-0.00146792j 0.0780955-0.0723737j -0.0336491+0.0868456j -0.0606557+0.0809387j -0.0931962-0.267065j 0.358839+0.128931j -0.106101+0.0888735j 0.0611977-0.188246j 0.0813945+0.0132005j -0.00420748+0.0104197j 0.151394+0.051874j 
0.00638629+0.052187j 0.0244178-0.0254971j -0.0616696+0.0162387j -0.00998672+0.0622742j 0.00611052+0.0401574j 0.0209877-0.0307928j -0.0483856+0.0217348j -0.00461376+0.00803225j 0.0213619-0.0171648j 0.0350724-0.025732j -0.0479559-0.0466698j -0.0354795-1.94289e-16j -0.106123+0.0509206j -0.0221153-0.0198815j 0.00768171+0.0118771j -0.0771841-0.0184508j -0.00163218+0.0337627j -0.00656817-0.0369769j -0.0305416+0.032162j 0.0191748-0.0155453j 0.0473828+0.0186594j 0.0142633-0.0224152j -0.068248-0.0166443j 0.00389495+0.0177174j 0.0268422-0.0722653j -0.0261495+0.00901827j -0.0661257-0.0267468j 0.021387-0.0208278j 0.0383626+0.0159929j 0.00524071+0.000200588j 0.0442099-0.000182103j 0.0200342+0.0270243j 0.0338929-0.00159437j 0.113669+0.0123446j 0.0257045-0.0551321j 0.0313295-0.0277902j -0.00531336-0.00170144j -0.0715977-0.0552833j -0.0727303-0.0119923j -0.0374263-0.0277951j -0.0114198+0.0071182j -0.0188845-0.0860407j -0.0220641+0.0529361j 0.0670188+0.0562789j 0.0371939+0.0384683j -0.103255+0.0464037j 0.0770701-0.0239561j 0.00023174+0.163162j 0.0841483-0.0630135j -0.0367155+0.124589j -0.00600329-0.0306371j -0.0657285+0.00888778j -0.0672627+0.0451282j 0.00590896-0.0429652j -0.0200988+0.000641912j 0.0284094-0.0307516j -0.0265631-0.0321731j 0.0628564+0.0109932j -0.0177393-0.0742039j -0.0603847-0.0483866j 0.0133041+0.0221867j 0.0153626-0.0961218j -0.00332642+0.0105345j 0.0453598+0.0118427j 0.15775-0.0522531j -0.147689+0.0172746j -0.00930471-0.0553304j -0.0831679+0.0468819j -0.0175061+0.261j -0.148546-0.0265931j 0.055468-0.0428358j -0.0127667+0.00932839j 
-0.0481269+0.0150627j 0.000284759+0.0398941j -0.0395663+0.0198502j -0.0757696+0.0149905j -0.0395276-0.0111368j -0.00783778-0.00458386j 0.03656+0.0615868j -0.0330288+0.00108723j -0.0300103-0.0173218j -0.0810731-0.00838364j 0.00500061+0.0367375j -0.106123-0.0509206j -0.0052347-2.35922e-16j 0.0518751+0.0250021j 0.0159849+0.00131273j 0.00260536+0.0435151j -0.0276322+0.0295566j -0.0121902-0.00437765j -0.0249469+0.0201313j -0.0426+0.00231512j -0.0395562-0.0267935j 0.0213996+0.0274072j -0.0321999+0.0256458j -0.0182823-0.0220484j 0.0951885+0.0311273j 0.0922425+0.0487127j 0.0300937-0.0348133j 0.00698223+0.0414651j -0.0306697+0.00279746j 0.00709538-0.0166683j 0.0384862+0.0350199j 0.039305+0.0427766j -0.0605224+0.0545009j 0.0687482-0.00542144j -0.0436006+0.0193004j 0.0310237-0.0365367j -0.0545609+0.0748946j 0.0116092-0.0188164j -0.00947302-0.00856822j 0.0239565-0.00180291j -0.0253639+0.0514119j -0.017537-0.0395498j -0.107639-0.0381058j -0.0476609-0.00604019j -0.0537811-0.0422487j 0.150019-0.132777j 0.0221085-0.120155j 0.000124169-0.186054j -0.0801414+0.0348514j -0.0882789+0.0344077j -0.0210664-0.0127643j 0.00211538-0.0702657j -0.19506-0.067773j -0.102115-0.0209302j 0.0481448+0.0757711j 0.161741-0.0996994j -0.0586959-0.0377286j 0.00663571+0.110433j -0.0558258-0.0630891j 0.0549849+0.15581j -0.0374201+0.0567369j -0.00048551-0.133071j -0.0724244+0.193679j 0.0416179+0.0702942j 0.0871922-0.00341663j 0.0430355-0.0412117j -0.0194311-0.071099j 0.0267029-0.0227636j 0.114469+0.00907495j -0.0728881+0.135696j 0.030704+0.0272846j 0.027086-0.0537253j 
0.0204957-0.0502819j -0.0143452+0.0436796j -0.0260992-0.0110861j -0.00660413+0.0327963j -0.0491346-0.00841243j -0.00229316+0.0234453j -0.0245373+0.0221215j -0.00575455-0.0667363j 0.037891-0.066828j 0.0672768+0.0129562j -0.00988+0.0689782j -0.0221153+0.0198815j 0.0518751-0.0250021j -0.076326-3.05311e-16j 0.00804819-0.0306009j -0.0149629-0.0486511j 0.00145041+0.0271979j -0.0100306+0.0188359j -0.0174956-0.0546829j 8.84267e-05-0.0665274j -0.00148325-0.0683658j 0.0110842+0.0190025j 0.00609464+0.0299988j 0.0437984+0.0113746j 0.0398071-0.0345487j 0.0166713+0.00604435j -0.000386218-0.0186935j -0.0177095+0.00305109j 0.0250876+0.039814j 0.0610282+0.0461119j -0.0310429-0.0591523j -0.0612694+0.0126105j 0.063555-0.0212751j 0.051336+0.00383312j -0.00410054+0.0605545j 0.00281987+0.00362287j -0.0573759+0.0481364j 0.0169066+0.00640492j 0.0441786+0.0393642j -0.0264627+0.0326372j -0.00660306+0.0970031j -0.0746197+0.0962438j 0.0625069-0.0420484j 0.0136554+0.00210645j -0.0247355-0.0700518j -0.0119702+0.130304j 0.0641017-0.098141j -0.0020601+0.0860634j 0.140976-0.0732155j 0.0504273-0.0604328j 0.0577565-0.0155772j 0.0146928+0.0233979j 0.111406-0.0548225j 0.0859941-0.1522j 0.256792+0.0414292j 0.13556+0.0975518j -0.0458467-0.0315353j -0.015856-0.110377j -0.0292973+0.287223j 0.00632656+0.0112709j -0.0324519-0.00381024j 0.038045+0.0541675j -0.0801086+0.0390265j 0.0222159+0.10931j 0.126102-0.0495018j -0.0349838-0.0661845j 0.0688989-0.152306j -0.0245719-0.0409213j 0.0474207+0.00436937j 0.0744069+0.0365831j -0.0312082+0.035463j 0.0324818+0.0092929j 
-0.0137999-0.0191028j 0.00606929+0.030178j 0.00617449+0.0511169j -0.00946065+0.00711776j -0.0242449+0.0233923j 0.0528985-0.0145682j 0.00487929+0.0297086j -0.0292131+0.00517104j 0.0555791-0.0335733j -0.0348858+0.0228849j 0.0780485+0.014306j 0.00768171-0.0118771j 0.0159849-0.00131273j 0.00804819+0.0306009j 0.0554214+1.52656e-16j 0.0624298-0.0094623j -0.0439085-0.0422539j 0.00705894+0.0638742j -0.0446997-0.0832299j -0.00464961+0.00939178j -0.0612932-0.0177958j -0.00127215-0.015657j 0.0180693+0.0308859j 0.0238011-0.0243673j -0.00926254-0.00530611j 0.0341191-0.011565j 0.0237697+0.00790654j 0.00974922-0.0724261j -0.000406726-0.022464j -0.00191576-0.0352302j 0.0180417+0.0125448j -0.0688934+0.0106163j -0.109654+0.0509959j -0.0498317+0.0171767j -0.0267565-0.0208202j -0.119989-0.0217586j 0.0672572-0.0556423j 0.0188935+0.0639929j 0.0446427+0.0155105j 0.203267-0.111671j 0.0269695-0.101412j 0.0022191+0.0440427j 0.0526173+0.118834j 0.0309336+0.0640988j -0.0323587+0.077763j 0.0214107+0.112648j 0.0475872-0.163261j 0.143302-0.0365993j -0.0834854+0.0953947j 0.0877567-0.0799753j 0.105148+0.00235027j 0.0901203-0.0268691j -0.0784285+0.102301j 0.0362381-0.0913253j -0.105789+0.129226j 0.0821175-0.0398154j 0.0377797-0.100995j -0.119674+0.144345j -0.0178826-0.0366144j -0.0530416+0.0118835j -0.0579257+0.0986184j -0.0610117+0.0370212j -0.0183572-0.0540659j -0.0228567+0.146047j 0.197693-0.080364j -0.0275004-0.105652j 0.00343277+0.0676885j 0.109923-0.0469502j -0.0234001-0.00677064j -0.0513725-0.0879954j 0.00510651-0.0278342j 0.00974094-0.0127497j 
-0.0129193+0.0096433j 0.00287799-0.020514j -0.0318554-0.0506696j -0.00147405+0.02511j 0.0301345+0.0217768j -0.0678041-0.00870856j 0.0689319+0.011556j -0.00797625+0.0712049j 0.0516031-0.0371935j -0.0395373+0.071632j 0.0103362+0.0243534j -0.0771841+0.0184508j 0.00260536-0.0435151j -0.0149629+0.0486511j 0.0624298+0.0094623j 0.0158113-5.55112e-17j -0.0476545+0.00422302j -0.0199369+0.0208713j 0.0115045-0.040985j 0.00690447+0.00229052j -0.0429548+0.0257231j 0.0146366+0.00358689j 0.0175461+0.00678513j -0.0556215-0.0185713j -0.0237762-0.0419675j 0.0224931-0.0468864j 0.0609136+0.000577696j 0.0214803-0.016363j -0.0605402-0.00239582j -0.0281634+0.00191367j 0.00564069+0.046209j 0.0039176-0.0373979j -0.0641464+0.0162355j 0.0226949+0.0939458j 0.0530066+0.0336749j -0.0049139+0.0173214j 0.00936089+0.0428227j 0.086236-0.0823522j 0.0221863-0.113185j 0.00958413+0.0964788j -0.100072+0.00520349j -0.0882288+0.0689195j 0.156302-0.211385j 0.0507643+0.065765j -0.0383647-0.0648452j -0.0252664-0.0352464j 0.101708-0.0634465j -0.140644+0.0305479j 0.0793902+0.00205292j -0.105072+0.00255459j -0.136012+0.0383164j -0.158036-0.053135j -0.0375834-0.108639j 0.119262-0.0853039j 0.0579772+0.034181j -0.113057+0.0660874j -0.114457+0.34013j 0.145104-0.0339768j -0.101448-0.0502928j 0.038503-0.0224003j 0.0520625-0.0993307j 0.0253268-0.0714186j -0.0958675-0.0473106j 0.103194-0.0455937j 0.0413418-0.192295j 0.0167358-0.0350845j 0.0641404+0.0971788j 0.00728173-0.0468j -0.0932621+0.0319028j 0.0137848-0.0199522j 0.008328-0.00330326j -0.0124567+0.0117426j 
0.0023066-0.00845111j -0.00229641+0.00983707j -0.01123-0.00444325j 0.0225287+0.0423272j 0.00836957+0.00755848j 0.00263269-0.00471532j -0.0552271-0.00710857j 0.0199953-0.0228337j -0.0107531+0.010875j -0.0137991+0.022942j -0.0104609-0.0197269j -0.00163218-0.0337627j -0.0276322-0.0295566j 0.00145041-0.0271979j -0.0439085+0.0422539j -0.0476545-0.00422302j 0.0344976+2.94209e-15j 0.0400711+0.00440459j 0.0524523-0.0570492j 0.0771859-0.0334577j -0.0512821-0.0693233j 0.0438803-0.0413193j -0.0472478-0.000819906j -0.0137949-0.0564431j -0.0843279-0.014992j 0.0606319-0.0230796j -0.044807-0.0316598j 0.0312286+0.00171257j 0.0653768-0.0586678j -0.0494729+0.00065093j 0.0986154-0.0423123j 0.0345816+0.0405881j -0.0769902+0.0502143j -0.0819305+0.0273717j -0.017517-0.0510103j -0.0377009-0.0977591j -0.00137687-0.0281382j -0.0951029-0.126228j 0.000688947+0.0962187j -0.0400075+0.00650226j 0.103833+0.0184478j -0.0600578+0.0803173j 0.0495296+0.109141j 0.070569+0.0229007j -0.13781-0.0202845j -0.00356708-0.09211j 0.105615+0.0571898j 0.0291412+0.107961j -0.0276642+0.0828052j 0.0455577+0.0370036j -0.000738882+0.0278029j -0.0172958-0.0241671j 0.0319157+0.0174911j 0.106107+0.0663913j -0.0386781+0.0473333j -0.053255-0.0288268j -0.0168032+0.197688j -0.00859681+0.0151632j 0.0115073-0.174113j -0.2178-0.119793j -0.208986+0.0777185j -0.0712789+0.0202952j 0.044019+0.154562j -0.0055551+0.0554788j 0.0415941+0.0168373j -0.0121302-0.166936j -0.0660162-0.0556068j 0.0204256+0.127402j -0.00559349+0.016795j 0.0339553-0.0282678j -0.0116336-0.0329896j 0.0236736-0.040669j 
0.0250151-0.0323973j 0.021476+0.0227579j -0.00635435+0.0248335j 0.00355138-0.0151446j -0.0498904+0.0162979j -0.00701342+0.0411012j -0.0122732-0.00205049j -0.0428667-0.0251759j -0.0316637-0.02828j 0.0488456-0.0722422j 0.0071197+0.0410963j -0.00656817+0.0369769j -0.0121902+0.00437765j -0.0100306-0.0188359j 0.00705894-0.0638742j -0.0199369-0.0208713j 0.0400711-0.00440459j -0.108061+1.11022e-16j -0.0307852-0.00878583j -0.0287953-0.0124147j 0.0326503+0.008289j 0.0377045+0.0428407j 0.0441264-0.0212518j 0.00584433+0.0374736j 0.0617811+0.0257146j -0.0768435+0.0183349j 0.0377856-0.0315113j 0.00573418+0.0225269j 0.00109731-2.81565e-05j 0.00917087+0.0453697j -0.0188475-0.0408951j -0.0283071+0.0103688j 0.108307-0.0502143j 0.0469398-0.012277j 0.00765993+0.067884j -0.00930022+0.0445584j 0.0889176-0.0540505j -0.0048892+0.127073j -0.0378703-0.029572j 0.0206591-0.0311594j 0.0230639+0.039164j 0.0497749+0.0218169j -0.100483+0.106137j 0.201831-0.0344813j -0.0528508-0.0147281j -0.0217018+0.0960384j -0.150227-0.00762441j 0.0851376+0.0173603j -0.06594-0.0101141j 0.0436993-0.0175828j -0.263265-0.0608851j -0.0306242-0.0925685j -0.167919+0.0443626j -0.106601+0.0407483j -0.0480874+0.231075j 0.0735452+0.047416j 0.0287001+0.430061j -0.141022+0.138238j 0.116002-0.137871j 0.0037435+0.122274j 0.0702041-0.0707368j 0.0330239+0.0505325j 0.0595055-0.126843j 0.0661419+0.0371049j -0.0540857+0.00994888j -0.021167+0.0839085j 0.0760694-0.0445285j -0.0526637-0.0199865j 0.0635425+0.00178281j 0.0334476+0.00528437j -0.0334027-0.00104635j 0.00374082-0.0251236j 
-0.0111863-0.0398171j -0.039501+0.0218261j -0.0306554-0.0183084j 0.0253624+0.0559352j -0.0146646-0.0144189j 0.00944988-0.0248246j -0.015397+0.00295414j -0.0540342+0.046481j -0.0936164+0.0256322j -0.0021986+0.0121536j 0.011851-0.0463145j -0.0305416-0.032162j -0.0249469-0.0201313j -0.0174956+0.0546829j -0.0446997+0.0832299j 0.0115045+0.040985j 0.0524523+0.0570492j -0.0307852+0.00878583j -0.00179993-3.05311e-16j 0.0443603-0.082199j 0.0126533-0.101958j 0.0331358+0.036798j 0.0100709+0.0300371j -0.0423125+0.0226339j 0.0556115-0.0244692j -0.00821706+0.0334078j 0.00391933-0.0943181j -0.045319+0.0123225j -0.0310976-0.0774046j 0.0935914+0.0587607j -0.0112495+0.0290572j -0.0236006-0.0621635j -0.00453808-0.0489989j -0.0475058-0.00792131j 0.00909461-0.0532884j -0.0684093+0.0398955j 0.00615655+0.00671028j 0.0576815-0.1272j -0.0423714-0.0538399j 0.0341148+0.176706j -0.00743642-0.0859255j -0.00950492+0.0523773j -0.138262+0.0389311j -0.0167157+0.0114214j -0.156415-0.0375671j 0.0536574+0.0536387j 0.0835643+0.125915j 0.152961-0.0368996j -0.0129692+0.0209592j -0.0256422-0.00254179j 0.058423+0.0152649j 0.0746046-0.125904j -0.0491283+0.0538832j 0.0290366+0.00730865j 0.051044+0.0279178j -0.0664322+0.0378029j -0.0160592-0.0544985j -0.00522987-0.110389j 0.090114-0.0472568j -0.0622627-0.0278087j -0.0603064+0.0260551j 0.0131571+0.157036j -0.136346-0.0649118j 0.189625-0.116694j 0.108834-0.110384j 0.100282+0.0542546j 0.113161-0.0545254j -0.0783306-0.14935j -0.0120234+0.0807347j 0.0657843-0.0438282j 0.00631106+0.0272653j 0.00742899-0.0349363j 
-0.0120031-0.0525268j 0.01379+0.00612446j -0.045639-0.0205937j -0.00835567-0.0229779j 0.00807372+0.00469113j -0.0296287+0.0754295j -0.0224633+0.0301346j 0.0533572+0.0441087j -0.0323134-0.0341044j -0.0374495+0.0294122j -0.0395323+0.00532705j 0.0191748+0.0155453j -0.0426-0.00231512j 8.84267e-05+0.0665274j -0.00464961-0.00939178j 0.00690447-0.00229052j 0.0771859+0.0334577j -0.0287953+0.0124147j 0.0443603+0.082199j 0.0878272-2.56739e-15j -0.0290894+0.0112578j -0.0291983+0.0694593j -0.0179716-0.0542805j -0.039323-0.025447j 0.0243304-0.0165342j -0.0445763-0.0521938j -0.0189389-0.0668183j 0.00320762-0.00746139j -0.0847868-0.0529582j -0.076976-0.0015761j -0.0371122+0.010087j 0.0386149+0.0381535j 0.0810241-0.0475379j -0.0718158-0.00811742j 0.018616+0.104753j 0.0077156-0.0572528j -0.0356686+0.0398372j 0.0184643-0.0642085j -0.0540214-0.186202j -0.0596623+0.121551j 0.0487555-0.0811796j -0.0255943-0.115327j -0.0985434-0.0452753j 0.0418991+0.0139615j 0.066376-0.132203j -0.0604851-0.0659276j 0.0635179+0.163901j 0.0395651+0.0207431j -0.0438187+0.0715829j 0.0171456+0.117042j 0.0654108+0.0356808j -0.0143003-0.0916718j -0.0477904+0.116444j -0.0809879-0.125969j -0.00231607-0.0890871j 0.0455492+0.0197793j 0.0113452-0.0920797j -0.0450554+0.0942519j -0.107465+0.00448407j -0.134574+0.0394164j 0.0931919+0.097572j 0.0194805+0.0689566j 0.121804-0.105618j 0.101321+0.0626516j 0.0386575-0.097447j -0.0877316+0.00336961j 0.0763116+0.142407j 0.0583447-0.0116885j 0.0384329-0.0168449j 0.00390712-0.000582571j -0.058621+0.0747503j -0.0355931-0.0403075j 
0.0167729-0.0359547j -0.0191723-0.040424j -0.0154578+0.0215007j 0.0203098-0.00935871j 0.007652-0.0101119j -0.00943041+0.00403109j 0.0210579+0.016122j 0.0206432+0.0498171j -0.0359946-0.0268495j 0.0435778+0.000733747j 0.00257249-0.0373645j 0.0473828-0.0186594j -0.0395562+0.0267935j -0.00148325+0.0683658j -0.0612932+0.0177958j -0.0429548-0.0257231j -0.0512821+0.0693233j 0.0326503-0.008289j 0.0126533+0.101958j -0.0290894-0.0112578j 0.013002-1.80411e-16j -0.0235246-0.0361032j -0.020176-0.00259599j -0.0362261+0.012612j -0.0403463+0.0544587j -0.0490236+0.00430351j -0.10943-0.022113j 0.0681038-0.00482753j 0.0264175+0.00597063j -0.0207552-0.003951j 0.105662+0.0353615j -0.0674841-0.0347707j 0.0717158-0.0578921j 0.0144052+0.0849251j -0.0619372+0.0435819j 0.0844567-0.00225287j -0.00615541+0.00520633j -0.0751753+0.0286968j 0.0530696-0.119896j 0.0180746-0.0891747j -0.102837+0.139089j 0.00329503-0.0444483j -0.0201615-0.0173883j -0.0181743+0.0523165j -0.00554168-0.122385j 0.0631831+0.0953477j 0.046179-0.0479074j 0.212708-0.0430729j -0.058493-0.0185332j 0.0667235+0.100971j -0.0134241+0.0647274j 0.000214262-0.129177j -0.0492834+0.0491892j 0.102059+0.0859688j -0.181617+0.0312077j -0.0473532-0.0309358j 0.00956239+0.0378565j 0.0855831-0.0100917j 0.0377145-0.0433922j 0.042265-0.0563442j -0.0261299-0.113453j -0.115456-0.0543337j -0.0357532+0.0574205j -0.0674382+0.115535j 0.106986-0.0134218j 0.0411045-0.0759513j -0.046573-0.0457219j 0.0541611-0.0956539j 0.0155336+0.00145766j -0.0690369+0.00214635j -0.0353152+0.0204352j -0.0106554+0.0601645j 
-0.00327262-0.00446096j 0.0278013+0.0204072j -0.0236014-0.0274083j -0.0107864-0.00845344j -0.0286229-0.021075j -0.0290378+0.0412891j -0.0239322+0.0325146j 0.0272101-0.0645087j 0.0296345-0.0599005j 0.0306041-0.00787427j 0.0190097+0.0591j 0.0142633+0.0224152j 0.0213996-0.0274072j 0.0110842-0.0190025j -0.00127215+0.015657j 0.0146366-0.00358689j 0.0438803+0.0413193j 0.0377045-0.0428407j 0.0331358-0.036798j -0.0291983-0.0694593j -0.0235246+0.0361032j 0.074469-9.29812e-16j 0.0398804+0.0420014j 0.0255451-0.0211099j -0.0395135-0.0138628j 0.0390835-0.0197j 0.0385604+0.0725483j 0.0595465+0.16065j 0.0498968-0.0353733j -0.00434583+0.0108717j 0.0198098+0.0732446j -0.0103394-0.00680586j 0.0827015+0.0211989j -0.0758829+0.0619576j -0.144575+0.173625j -0.0879046+0.0928958j 0.0588957+0.0741421j 0.0596407-0.0983304j 0.0112688-0.0662168j 0.0803419+0.0138707j -0.0665614-0.021794j 0.0273531+0.0838978j -0.130461-0.0175456j 0.0204589+0.111553j 0.0286656-0.0308945j -0.0371439-0.00855924j -0.124957+0.138229j 0.220636-0.0503969j 0.0455607-0.00870486j 0.0447311+0.0127858j 0.00511162+0.0805928j 0.150169-0.0114155j 0.0179565+0.0672397j -0.0541035-0.0429714j -0.0469344-0.0244728j -0.0447771-0.0236421j -0.0330075-0.146802j -0.00602898-0.0487526j -0.0176844+0.0066058j -0.0332285+0.106457j 0.0370437-0.146852j 0.0669054-0.0644103j -0.00138504-0.097015j -0.0242461-0.0621698j -0.0509409-0.0441298j -0.0402621-0.03034j -0.0328814-0.0249529j -0.0252512+0.0890859j 0.0054327-0.0195825j 0.0716605+0.0446665j 0.0268806+0.0347052j -0.00635947-0.0380351j 
0.00323696+0.0168056j 0.0276256-0.00528722j -0.0208865+0.0118842j 0.0176102+0.00127248j 0.00597725+0.0163569j -0.0653772-0.00423821j 0.0419755-0.0233613j -0.0269209+0.033399j -0.0234302-0.0355179j 0.0228821-0.0385168j -0.0266572+0.0472695j -0.068248+0.0166443j -0.0321999-0.0256458j 0.00609464-0.0299988j 0.0180693-0.0308859j 0.0175461-0.00678513j -0.0472478+0.000819906j 0.0441264+0.0212518j 0.0100709-0.0300371j -0.0179716+0.0542805j -0.020176+0.00259599j 0.0398804-0.0420014j 0.0202143-1.49186e-16j -0.00485537-0.0431639j 0.00525087+0.0402636j -0.0407482-0.0426274j -0.101761+0.00409544j 0.0062367+0.0871432j -0.0682583-0.0405762j -0.125501-0.0173971j 0.059095+0.00854008j 0.0845302+0.0576982j 0.0384069-0.113037j 0.0499897+0.0931307j 0.0188695+0.0523086j -0.119652-0.124943j 0.00905154+0.0795955j -0.0681936+0.00750986j -0.0983643+0.0740881j 0.0481867-0.0345497j 0.00894835+0.0453529j -0.0323094+0.0439716j -0.0886543-0.0263211j -0.0200524+0.0734537j -0.275753+0.0345062j 0.0559885-0.0883198j -0.0616315-0.0509255j -0.0721232-0.0184597j 0.0286552+0.120442j 0.0718314-0.03588j 0.0330094-0.066141j 0.0833952+0.026575j 0.0333313+0.145978j 0.0388289+0.00076976j -0.127867-0.0138736j 0.00647703-0.0410644j 0.0139398-0.106887j 0.00723376-0.00663355j 0.201472+0.0315158j -0.00648005-0.174619j 0.0640515-0.0596692j -0.0847197+0.00660228j 0.0662575-0.0248715j 0.0422573+0.056467j -0.0101807+0.0167993j -0.0156611+0.0662845j 0.055595+0.083686j -0.069876-0.0484761j -0.0133987+0.0697407j -0.00301997+0.0132905j 0.000701518-0.00867509j 0.0062578-0.0264579j 
0.007994+0.0186601j -0.0189814-0.0451547j -0.0320035-0.0165553j 0.00401047+0.0575669j -0.0271404+0.0125567j -0.0317953-0.00316814j 0.0292529+0.00766639j 0.0135461+0.0443584j 0.0515495-0.0489252j 0.0507026+0.0411409j 0.0500948+0.0119178j 0.00389495-0.0177174j -0.0182823+0.0220484j 0.0437984-0.0113746j 0.0238011+0.0243673j -0.0556215+0.0185713j -0.0137949+0.0564431j 0.00584433-0.0374736j -0.0423125-0.0226339j -0.039323+0.025447j -0.0362261-0.012612j 0.0255451+0.0211099j -0.00485537+0.0431639j 0.0345509-2.22045e-16j 0.0338652-0.0373597j -0.0161458+0.00761089j 0.0391117-0.0597134j -0.00355185+0.0490231j 0.00266458+0.00295586j -0.00152383+0.129904j -0.00758394-0.0281588j 0.0774072-0.0175831j 0.0141532-0.0809568j -0.0921485-0.00867238j -0.0682811-0.0329877j -0.147917-0.00577901j -0.0968267+0.045219j -0.0556501-0.00527559j 0.0245401+0.157775j -0.0223576+0.097689j -0.00311039-0.104488j 0.145011+0.0384361j -0.0905288-0.0867929j -0.0901543-0.111923j -0.134752+0.206672j -0.121345-0.0631632j -0.106199+0.0180022j 0.0333366+0.010467j 0.0304415+0.00443053j -0.108687-0.00614421j -0.0805477-0.0798895j 0.068184-0.0436089j -0.163942-0.124824j 0.067972+0.0330119j -0.135722+0.0788413j 0.129723-0.0334839j 0.120956-0.0499405j 0.0801618-0.0163793j -0.165733-0.0873357j -0.013993+0.110593j 0.0267696-0.138175j -0.0376363-0.0181697j -0.000437144-0.00480924j -0.0534926+0.0193113j 0.0782882-0.0559962j -0.00205484-0.0970932j -0.033555-0.011002j 0.0410138-0.0489306j -0.0451967+0.0456288j -0.0344139+0.0291232j 0.0272092+0.0224176j -0.0245962+0.0275406j 
-0.0101972-0.00581207j -0.00969405+0.0350354j 0.0105357-0.0216128j -0.00120935+0.0123368j 0.0383397-0.0055526j 0.0186491+0.0301152j 0.00841865-0.0116677j 0.0576383-0.0263786j 0.00240486+0.0104378j 0.0214321-0.0217073j 0.00134865+0.0999749j 0.0268422+0.0722653j 0.0951885-0.0311273j 0.0398071+0.0345487j -0.00926254+0.00530611j -0.0237762+0.0419675j -0.0843279+0.014992j 0.0617811-0.0257146j 0.0556115+0.0244692j 0.0243304+0.0165342j -0.0403463-0.0544587j -0.0395135+0.0138628j 0.00525087-0.0402636j 0.0338652+0.0373597j 0.0236627-6.93889e-16j 0.0465669-0.0660957j 0.103407-0.00740123j -0.148439-0.011669j -0.0562384-0.0575599j 0.0748018-0.050478j 0.00384427-0.0270709j -0.054375-0.0377013j 0.142857-0.0327518j 0.0959348-0.0379751j -0.0925265+0.022767j 0.0128211+0.00483876j -0.0950504-0.0540489j -0.0572856-0.0336535j -0.048321-0.00136676j -0.0351578-0.167127j 0.0282195+0.098597j 0.0822217-0.0269639j -0.10331-0.0811918j 0.0406959-0.0885361j -0.21894+0.0413349j 0.0440708+0.0623713j 0.0901901+0.0480778j 0.149765-0.0544686j -0.0320051+0.0997784j -0.0761589+0.120892j 0.0611637-0.0533667j -0.0406828-0.204663j -0.0208411-0.026465j -0.0178561+0.0624335j 0.0735396-0.134558j -0.0115186+0.0325695j 0.135642+0.0193388j 0.0400388-0.0804437j -0.00158861-0.106299j -0.0489337-0.013248j 0.0517747+0.0295641j -0.0296438-0.0254455j -0.00349892-0.0157318j 0.0380412-0.009147j -0.0599083+0.0297801j -0.036705+0.0437686j -0.000329277+0.049204j 0.0717228+0.0471306j -0.0148942-0.0172024j 0.0371382-0.0698805j 0.000155163+0.0157821j 0.0352751+0.00411703j 
