0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
-0.00255132-0.0026223j 0.00238177-0.0034673j -0.0017745+0.00187653j 0.00223421+0.000116971j 0.00440612-0.00567833j 0.00230436-0.000943802j -0.000822084-0.00349453j -0.00107765-0.00191418j 5.42221e-06+0.00267134j 0.00368393+0.00224175j -0.00352652-0.00382675j 0.00121815+0.00107476j 0.000330646+0.00432968j 0.00466609+0.000961211j 0.00469427+0.00288076j 0.00317429-0.00189271j -0.00349199-0.00372092j 0.00157735-0.00335249j -0.004837+0.000307025j -0.00333444+0.0020244j 0.00565273-0.00428763j -0.000193103+0.00253237j -0.00348013+0.00199747j -0.00238804-0.00136113j 0.000629192+0.000423247j -0.00528446+0.0063621j -0.000243681+0.00191259j 0.00379652+0.0071613j 0.0024578+0.00867417j 0.00250881+0.00067028j -0.00642326+0.00276843j 0.00362004+0.00160809j -0.00527561-0.00024088j -0.00213831-0.00204048j 0.00240824-0.000733949j -0.000990149+0.000368374j 0.00625376+0.00306878j 0.00383629-0.00366354j -0.00168497-0.00106842j -0.00194704-0.000982346j 0.000243179-0.00761211j -0.00250348+0.00211178j -0.00425048-0.000920706j 0.00114841-0.00231332j 0.000544187+0.000305204j 0.00403353+0.000896164j 0.0010084-0.000497684j 0.0015581-0.00040535j -0.00204793+0.00591613j 0.00358004+0.00101679j 0.00280732+0.00519886j 0.00806259-0.00225288j 0.00426147+0.00116092j 0.00399566+0.000846585j -0.00220506-0.00210117j -0.00355066+0.0016525j 
0.00471997-0.000160092j 0.000197045+0.00484585j -0.000858234-5.73237e-05j -0.000740422+0.000206144j -0.00305902+0.00220253j -0.00108249+0.000858899j -0.00329616+0.00334057j -0.0047174-0.00220236j 0.000260217-0.000640749j 0.000441852-0.00104708j 0.00082541+0.00147595j 0.000331404-0.00111906j -0.000905245+0.00380725j 0.00292996+0.00317131j 0.00115442-0.00148145j -0.00198148-0.00169199j 0.00165416+0.0015507j 0.00272176-0.00216299j -0.000308253+0.00280606j 0.0035727-0.000623642j -0.000556242-0.000607986j 0.000877052+0.00575543j 0.00147077+0.00298326j 0.00081622-0.00615943j -0.00128235+0.000255494j -0.00360052+0.000638865j 0.00124065-0.00073239j 0.000392901+0.00382672j -0.00251709+0.000553803j -0.00169796+0.0014936j 0.000481428-0.00168795j 0.000840955+0.000575986j -0.00829868-0.00188644j 0.00167268+0.00213298j 0.0013822-0.00353115j 0.00159535-0.00571357j 0.00470917+0.000647451j 0.00385908-0.000174055j -0.000969342-0.00355553j -0.00123449+0.00119343j -0.00644268-0.00543366j 0.00109462+0.00175915j -0.00776795-0.00238887j -0.00223218+0.000990928j 0.00137482-0.00146692j -0.000248496+0.00132681j 0.000648702+0.0062348j -0.00223329+0.000795151j 0.00636021+0.00441232j -0.000115271+0.000164505j 0.00333991-0.00208754j 0.00119375-0.000770549j -0.000727561-0.00163629j 0.00254272-0.00243165j 0.00237608-0.00323037j -0.00340697-0.00221727j 
0.000947045-3.45789e-05j -0.000402942+0.0011905j 0.000213916-0.00106599j -0.00247222-2.14426e-05j -0.00228164+0.00066449j -0.00147069+0.00101422j -0.00348391-0.000794643j 0.00169353+0.000179328j -0.00116495-0.000536783j -0.0001976-0.00235598j 0.000974864+0.0016582j -0.00129662-0.00479672j -0.00190907-0.00344405j 0.000611409-0.00138893j -0.00141528-0.00267405j -0.00126262+0.00124029j 0.00366401-0.000265843j 2.53642e-05+0.000402393j 0.00243269-0.00205024j 0.00108107-0.000579747j -0.00195462-0.000625244j 0.00185561+0.00169421j 0.00298902-0.00248838j 0.000860339-0.000665346j 0.000359421+0.00138938j -0.00105525-0.0030441j 0.00293371-0.000242591j 0.000765151-0.000834076j -0.00509165-0.000573406j -0.00448919-0.0010272j 0.00028957-0.00439664j -0.00218683+0.00106004j 0.00130399-0.00155321j -0.000166206+0.00190326j 0.00518776+8.85814e-05j 0.00183981-0.00359007j -0.00314049-0.000833187j 0.000747654+0.00130241j -0.00298043-0.00422244j 0.000120335+0.000517607j -0.0016107+0.00312554j 0.00471648-0.0012372j -0.000968737+0.00345577j 0.001348+0.000804361j 0.00100783+0.000346092j -0.00307369-0.00100978j -0.0031911+0.00106555j -0.0015656+0.00011125j 0.00305509-0.00221704j 0.000175282-0.00154615j 0.00364033-0.00242297j -0.00593181-0.00401291j 0.000205673-0.00168125j -0.00202372-0.00279176j 0.000244645+0.000128393j 2.04448e-05+0.000920945j 
-7.60746e-05+0.000420383j -0.000189544-3.58591e-05j -0.00083208-0.000637268j -0.000166291-0.000446117j -0.00129433-0.000904894j 0.0023378-4.90244e-05j -0.000786014+0.00169616j -0.00100722-0.000876834j 0.000738806-0.000712459j -0.00174878+0.000156931j -0.000504019-0.00154944j -0.00399511-0.000303177j 0.00105239+0.00284569j -5.98118e-05+2.44814e-05j 0.00204959+0.000909785j 0.00187115+0.00161887j -0.00181261-0.00206162j 0.00162725-0.000765281j -0.00208303-0.000595139j -0.0012377-0.000391169j -0.00283885-0.0005363j -0.00427705+0.00248707j -0.00259906+0.00163436j -0.00250199-0.000341099j 0.00139026-0.00164586j 0.00240325-3.46893e-05j 0.000503875+0.00203483j 0.00351334-0.000760845j 0.000237674+0.000479483j 0.00182748+0.000482756j -0.000920709+0.00384829j -0.000731686-0.000509972j -0.00141744-0.000562784j 0.0018103+0.00313614j -0.00104159-0.00368031j 0.00168611+0.00270478j 0.0035249+0.00165178j 0.00124472-0.0022081j -0.00133124+0.00231075j 0.00122895+0.000400836j -3.34154e-05-0.00218928j -2.21439e-05-0.000159744j -0.00235528-0.00170553j 0.00086756+0.000505995j -0.00161715-0.00103624j 0.00362491-0.000158719j 0.00293669+0.00177887j 0.00271036+3.06667e-06j -0.000424095+0.0016505j 0.00124231+0.00104178j -0.000954367+0.000290469j 0.00521677+0.000490403j -0.000655085+0.00133909j 0.00142351+0.000101224j -0.000250117+0.0007567j 0.000553838-0.000274749j 
0.000687304+0.00088209j -0.000577311+0.000756139j 0.000126636-0.000303406j 0.000239047-0.00131913j -0.00107915-0.000790469j 0.00190972+1.79782e-05j 0.000720507+0.000682692j -0.00037916+0.00142035j 0.00177598-0.000139274j -0.00147399+0.000906713j -0.00102505-0.00128153j -0.00143575+0.00189249j 0.0010579+0.000379808j -0.000725603-0.00010446j 0.00139005+0.00123188j -0.000956354+0.000117616j -0.000284926-0.000645425j 0.000269558+0.000482858j -0.000866919+0.000601615j 0.00102395+0.000895939j 6.11958e-05+4.95123e-05j -0.00234432-0.000671217j -0.00152959+0.000971529j -0.000190676-0.000646797j -3.35005e-05-4.14212e-05j 0.000692678-0.000614421j -0.00131319+0.000694906j 0.000732984-0.000643573j -0.000941175-0.000275483j 0.0005522+0.000766343j 0.000671815+0.000708082j -0.000464733-0.0012277j 0.0010454+0.000302243j 0.000332997+0.000822793j -0.00136874+0.000575955j -0.00114584-0.000408557j -0.000233844-0.000472344j 0.000943058+0.000369917j 0.000385533+0.000790487j 0.00139594+0.000689586j -0.000115385+0.000816697j 7.59089e-05-0.000263319j 0.000867898-0.00173514j -0.000911834-0.000211749j -0.00130338-0.000952795j -0.00103378+0.000153074j 0.00155594-0.00028706j 0.000375011+0.00091496j -0.000251691-3.01208e-05j -0.00164583+0.000516914j -0.00142695+0.000447492j -0.00034672+0.00235055j -0.000367186+0.000950354j -0.000700298+0.000426984j 0.00030466+0.000532992j 0.00070125-0.000698734j 
-0.00321785+0.000611952j -0.000609391-0.00344722j -0.00010734-0.00138703j -0.00108909+0.00103029j 0.00134457+3.62171e-05j 0.000278864-0.00171429j 0.00266534-0.00193896j 0.00272463-0.000206638j -0.00115028-0.000169405j 0.000600924+0.000252203j -0.000801115+0.00038541j 0.00147435+0.00102382j 0.000961852-0.00143302j -0.00194316-0.00138183j -0.00199489+0.000461828j 0.000531543+0.000866481j 1.38043e-05-1.67338e-05j -0.00241663+0.00025251j 0.000431696-0.00108484j -0.00263763-0.000811296j -8.04387e-05+0.00147811j 0.000649349-0.00388169j -0.00111777-0.00153209j 0.00166389+0.00455347j -0.000191106+0.000393897j 0.00320601-0.000811361j -0.00161695+0.000207329j -0.0009915-0.00313003j 0.000684566-0.00564548j -1.83458e-05-0.00257376j 0.0032641-0.000114891j 0.000117549-0.00205523j 0.00602217+0.00114489j -0.00140715-0.00153246j -0.00228935+0.0032076j 0.000697681+0.00345154j -0.00421026+0.00040573j -0.00400141+0.00324875j 0.00270461+0.00156879j 0.000120455+0.00139865j 0.00325357+0.00375151j -0.000285039-0.00167179j 0.00642231+0.00183069j 0.000799797+6.27103e-05j -0.000380349+0.000592811j -0.00182535+0.000324799j -0.000949461-0.00429158j 0.000882712+0.0029273j -0.00381413-0.00484272j -0.00111491+0.00232632j -0.00366732+0.00109173j -0.00117499+0.00610678j 1.90525e-05-0.000331927j -0.00150203+0.00353877j -0.000319239+0.00213352j 0.0025966-0.000184447j 
-0.00309825-0.000206428j 7.87183e-05-0.00341044j -0.00283006+0.000291816j 0.00039207+0.00232905j 0.00352265-5.74518e-05j -0.00166852+0.00049073j 0.000150078-0.00223151j -0.00112988-0.000916607j -0.00264924-3.5602e-06j 0.00170483+0.000857691j 0.000666565+0.00111043j 0.00375187+0.000710863j -0.000193144+0.000205189j 0.000255291+0.00198163j -0.0021656+0.000189566j -0.00216604-0.00298152j 0.000137119+0.00217729j -0.00284961-0.00134459j -0.000358332+0.00188355j -0.00100508+0.000138658j 0.00580787-0.00348951j 0.00245884-0.00373316j -0.000281802-0.00136387j 0.00109166+0.00077387j -0.00231824+0.00202832j -0.000984176+0.00371322j -0.00126468-0.00311812j -0.000394496+0.00271192j 0.00403934-0.000192918j -0.000522356-0.000353558j -0.00188769-0.000293657j 0.00245062-0.000558296j -0.000140635+0.00189568j -0.00250456-0.00455529j -2.46516e-06+0.00154942j 0.000808125-1.61583e-06j 0.00121188-0.00104737j -0.00109289+0.00169977j 0.00085835-0.000468534j -0.00460297+0.000604293j -0.000924835-0.00154946j -0.000347598+0.00182817j 0.00271771+0.000393683j 0.00134852-0.00195997j 0.00216704+0.00148354j -0.00135981-7.35821e-05j -0.00250612-0.00308987j 0.000837856+0.000932503j -0.00185772+0.00022821j 0.00173504+0.000480256j 0.000994006+0.00325489j 0.0037856+0.00134711j 0.000342371+0.00182939j -0.000114286+0.000317934j -0.000255803+0.00242409j 0.00188226-8.59019e-05j 
0.00084044-0.00225512j 0.00148806+0.00116223j -0.000221624+0.000990895j 0.000548086-0.00053086j -0.00403056-0.00403794j -0.000217312-0.000378914j -0.00511208-0.00281427j 0.00403865+0.00148901j 0.00368092-0.00111345j 0.00301681-0.00252311j -0.00429245-0.00160549j -0.00113992-0.00349932j -0.00323692-0.00529837j 0.000259882-0.00441743j 0.00280293-0.00232398j 0.00223229+0.00303j 0.0030838-0.00113234j 0.00221221+0.00261892j 0.00283908-0.00225691j 0.00236159+0.00429726j -0.00238426-0.00217383j -0.00104674+0.00654543j 0.000252932-0.000492551j -0.0041842+0.00243216j 0.000414581+0.00281314j -0.00222977-0.00250845j -0.00267589+0.00189197j -0.00191995-0.00527509j -0.00174995+0.00509322j 0.000212257+0.00143127j -0.00317992+0.00210869j -0.00109618+0.00539352j 0.0072+0.00119243j 0.000200383-0.00314395j 0.000611924+0.00617833j -0.00411856+0.000648242j -0.00616264-0.00324195j 0.000211568-0.0010669j 0.000890356+0.000790816j 0.000900918-0.00472928j 0.00546485+0.00473399j -0.00045253-0.00156061j 0.00335939-0.00139498j -0.00263151+0.00127446j 0.000365681+0.00469926j -0.00041074+0.00221794j -0.0038739-0.00586409j 0.00204801-0.00490516j -0.00431882+0.00118371j -0.000746553-0.00220524j 0.00240513-0.000122458j -0.00100165-0.00795814j -0.000735741-0.00161925j 0.000336201-0.00323526j -0.000925855-0.0013045j -0.00191759+0.0020223j 
0.00140677+0.000218071j 0.00022422+0.00177685j 0.00201739+0.00220369j 0.00191739-0.00145292j -0.00411919+0.00119884j 0.00176092-0.000189403j 0.000608237+0.00335679j 0.000582373+0.00140615j 0.0049519-0.00126143j -0.000966294+0.000678299j -0.000530019-0.00291902j -0.00511936+0.000700433j -0.00042732+0.000554996j -0.00184808-0.000536531j 0.00423225-4.99112e-05j 0.00558718+0.00370959j -0.00271906+0.000962669j 0.00343492+0.00390017j 0.00206759-0.00117683j 0.00437152+0.00271617j -0.00549544+0.00491907j -0.00589195+0.00516584j 0.00144038+0.00379451j -0.0039446+0.000262262j 0.00237981-0.000266317j 0.00167271-0.00394149j -0.000570822+0.0045103j 0.00020174-0.00219697j -0.00224591-0.000341899j 0.00122888+0.00165067j 0.00342648+0.00110247j -0.00160229+0.000335397j 0.000363437+7.98549e-05j 0.00318291+0.00393148j -0.0026782-0.00237961j -0.00181314+0.0036116j -0.00315017+0.00139222j 0.000307209-0.00322476j 0.000873139+0.0044773j 0.00409157-0.00277476j 0.00260817+0.000783057j -0.00195012-2.26295e-05j -0.0012849-0.0011295j -0.00486951+0.00416895j -0.000795962-0.00146828j 0.0026412+0.00376438j 0.00558407+0.00518925j 0.00232493-0.00315375j 0.000214153+0.000776468j -0.000860518+0.000708905j -0.00404103-0.00287483j -0.000571515-0.00211067j -0.00128472-0.000738938j 0.000571507+0.000270818j -0.000540117-0.00195136j -0.00122587+0.000553554j 
0.0015521-0.00116006j 0.00175139+0.00210778j 0.00109624+0.00522885j 0.00446674+0.000445453j -0.00125285+0.00636414j -0.00482513+0.00462531j 2.86035e-05+0.00187458j -0.00177786-9.60942e-05j 0.000157875-0.00162199j -0.00120021-0.000149901j 0.00193528+0.00508576j 0.00453344+0.00276389j 0.00102867-0.00121805j -0.00195372-0.00043557j -0.0040563-0.00173741j -0.00956416+0.000543838j 0.00563506+0.00166181j 0.0056577+0.00482248j 0.00325963-0.00149904j 0.00212118-0.00342721j -0.000417109-0.00180531j 0.0026884-0.000640694j 0.00615306-0.00171303j -0.00134855-0.00840917j -0.00218035+0.000182666j -0.00127327-0.00413197j -0.00123226-0.00406742j -0.00449624-0.000921023j -0.00238191-0.00244567j -0.00285453+0.00262841j 0.00141699-0.00568404j -0.00371572+0.000214735j -0.000941398+0.00358972j -0.00124518+0.00140833j -0.00103351+0.00467561j -0.00388716-0.00343315j -0.00265891-0.00442353j 0.00188997-0.00121065j 0.00362771-0.00103706j 0.00135182+0.0056092j -0.00627997+0.00328258j -0.00355867-0.00376216j -0.00061077-0.00501608j -0.00198774+0.00607645j 0.00491368-0.00311615j -0.00527187-6.74133e-05j -0.00115258+0.00491391j -0.00585322-0.0015764j 0.00569491-8.93706e-05j -0.00202697-0.0033257j 0.00234074-0.00199563j -0.0103349+0.00290147j 0.00325257-0.00356988j 9.03189e-05+0.00481541j -0.000764593-0.00372155j -0.00237638+0.00109621j 
0.0013952+0.000345683j -9.50052e-05+0.00172157j 8.58558e-05+0.00013501j 0.000193776-0.000200846j -0.00347386+0.000543125j 0.000745093-8.44128e-05j 0.00011698+0.00231758j -0.00125479+0.00150505j 0.00209924+0.0016441j -0.00241999+0.000715871j 0.00151825-0.000220041j -0.00137237-0.00280959j -0.00229073-0.000527569j -0.0027524+0.00177325j 0.00123706+0.00183191j 0.00449656+0.00344962j -0.00363052+0.00457932j -0.00293611-0.00075968j 0.00171611+0.00621755j 0.00522224+0.00250307j 0.00162965+0.00556683j -0.00162108-0.00206449j 0.00221905-0.000368601j -0.00183669+0.00155805j -0.00288517+0.0023666j 0.000134535-0.00141984j -0.00057702-0.00092541j -0.00407219+0.000607713j -0.00126541+0.000294471j -0.000656767-0.000905384j 0.0035828-0.00168482j 0.00126368-0.0028303j -0.00162868-0.000591631j 0.000185844+4.20695e-05j -0.0014819-0.00315004j 0.00083833-0.000624558j -0.00318576-0.00220503j -0.00305893+0.00213575j 0.001807+0.000410768j 0.000678601-0.00145062j 0.0020114+0.0017337j 0.00120092+0.00343225j 0.000359122+0.00314595j -0.00386517-0.000514333j 0.000779932-0.00143656j -0.00280821+0.00195968j -0.00015177+0.00532718j 0.00102021+0.00344488j 0.000802423-0.00342839j -6.44702e-05+0.00143056j -0.0032335-0.00237304j -0.00207017+0.000344019j -0.0012138-0.00107737j -0.000365339-0.00016216j 0.000497243-0.00189829j -0.00129712-0.000384531j 
-0.000388601-0.000226613j -0.000320318-0.000605003j -0.000616294-0.00287101j -0.00285308+0.000349297j 0.000158949-0.00336616j 0.00207447-0.00172096j -0.00185836-0.00221873j 0.00317944-0.000348538j -0.000256174+0.00102673j 0.00113793-0.00107536j -0.002065-0.0024594j -0.00222681-0.00210919j -0.00125976-0.00221833j 0.00150866-0.00244387j 0.00150936-0.00116308j 0.00309484+0.00043949j 0.001432-0.00262522j -0.00172652-0.00042506j 3.14708e-06-0.00274506j -0.00255057+0.000305857j -0.00169469+0.00102398j -0.000694762+0.00158816j -0.00195735-0.000877503j 0.000812148+0.00350113j 0.00237038-4.86142e-05j 0.000619924-0.00162207j 0.00185173+0.00228497j 0.00290286-0.00243441j -0.00225744+0.00174989j -0.000431071-0.000809616j -0.00134708+0.000647427j -0.00140203+0.00262718j 0.00285896-0.0014287j 0.00140742-3.22797e-05j 0.001912+1.18618e-05j 0.000466464-6.25098e-05j -0.00109601+0.00182036j 0.0010165-0.00040279j -0.00359575-0.000222674j 0.00117151-0.00322293j 0.00295151+0.0024173j 0.00273153-0.00221742j 0.00140388+0.00276768j 0.00268155-0.00194172j -0.00354672+0.00177155j 0.00115125-0.00144313j 0.000642189-0.00475748j 0.000273733-0.00136515j -0.00261228-0.00172842j -0.000689232-0.00075312j 0.000564855-0.000714134j -0.000147996-0.00332367j -0.000698261-0.000107615j -0.000853341-0.00287228j 5.44962e-06+0.000924434j 0.00037904+0.000427861j 
-0.00273664-0.000291983j 0.00028468-0.00308345j 6.48022e-05+0.00259197j 0.0028348-0.000877429j 0.000249461-0.00092766j -0.00115273-0.00165774j 0.00110374-0.00281418j 0.000654591+0.000201347j 0.00282607-0.00305295j 0.00388133+1.58019e-05j -0.00464075+0.00254423j 0.00554396+0.00168075j -0.000209401-0.000109207j -0.00321411+0.00189402j 0.000918242+0.00296871j -0.000894448-0.000574352j -0.000339225+0.000903745j 0.00200881+0.00256326j -0.000933061+0.000353908j -0.00045685+0.00423061j 0.00269741-0.00685636j -0.00258857-1.41999e-05j -0.0040912+0.0052095j -0.000569026+0.00503356j -0.00131501+0.00195975j 0.00423749+0.00149497j -0.0111392+0.00440533j -0.00677824-0.00366594j 0.00635322-0.007254j 0.00656739-0.0012066j 0.00448315+0.0077354j 0.00119538-0.00113718j 0.0175886+0.000172856j -0.00532736-0.00647229j -0.00607698+0.0202792j -0.00349242+0.0108052j -0.00890035-0.00295047j -0.00521961+0.00226852j 0.0131865+0.00580868j -0.00126094+0.000468686j 0.0101967+0.00145374j -0.0104236+0.00243322j 0.0080938-0.015902j -0.00637346+0.00321495j 0.00282375+0.00515353j -0.00019012+0.00756196j -0.00797194-0.013038j 0.00574444-0.0024456j -0.0103551+0.00700934j -0.00255516+0.00622648j -0.00522104+0.00983154j 0.00641601+0.00648843j -0.00154582-0.000123364j 0.00270734+0.00463217j 0.00044683+0.00141177j 0.00120962-0.00178375j 
-0.00177247-0.00103396j 0.000682147-0.00191438j -0.00147758+0.00300211j 0.00135786+0.00197773j 0.00291596+0.0032996j -0.00345975+0.0014162j -0.00148006-0.000512343j -0.00150231-0.00121242j -0.00192792-0.00475286j 0.004932+0.00217303j 0.00614785-0.00114218j 0.00014037-0.00155501j -0.00200938-0.00195478j 0.00168511+0.00117704j 0.00227713-0.00442207j 0.00346349+0.000672458j -0.00286455+0.00679674j 0.00172732+0.00179107j 0.00163983-0.00417461j 0.00194932+0.00928771j 0.000175482-0.00413423j 0.001696+0.00267767j 0.0059716+0.00308717j -0.00570749-0.000284956j 0.00103093+0.00331401j -0.00497394+0.00557179j -0.00281286+0.000233237j 0.00647222+0.00521299j 0.0010084+0.0035999j -0.00549807+0.00408204j -0.00316422+4.31609e-05j 0.00387745+0.0058398j -0.00184899+0.00446051j -0.0012319-0.0039524j 0.00594548+0.0012883j -0.00155074-0.00308432j 0.000965807+0.00221154j 0.00285158-0.00463333j -0.00381882-0.000832844j -0.0063202-0.00106656j -0.00957965-0.00511908j -0.00148762+0.00181674j -0.00732937+0.00221338j -0.00201498+0.000834576j 0.00648594+0.00434358j -0.00348822+0.00362867j 0.000344666+0.00639982j -0.00019359-0.00568045j 0.00478306+0.00323704j 0.00411747-0.000828929j 0.00655038+0.0014787j 0.00271946-0.00630273j 0.00139612+0.00122637j 0.000863009-0.00235093j -0.00125288+0.00195516j 0.000965585+0.00182414j 
0.000164382+0.00222795j -0.00181519-0.000391367j -0.000335964-0.00263296j -0.0016507+0.00131885j 0.00521145+0.00343565j 0.00123156-0.000947467j 0.00330708-0.00102599j 0.000530442-0.0029669j -0.00249793+0.00130994j 0.00219892+0.00469131j 0.00131983-0.00407269j 0.00190856+0.00473936j -0.00272125-0.00255799j -0.00518801+0.000310689j -0.00161829+0.000366927j 0.00395064+0.000908396j 0.000306189+0.00487582j -0.00431558+0.00267323j -0.00153834-0.00556998j -0.00789845-4.03139e-05j 0.00285289+0.00930092j -0.000604447-0.0139029j 0.003486-0.00424738j 0.00977123+0.00229849j -0.00027523-0.000836526j 0.00555557-0.00633472j 0.00277972+0.00103581j 0.00160008-0.00121367j -0.00911741-0.00830122j -0.00921994-0.00370206j 0.00481981-0.010265j -0.00384193+0.000502417j 0.0025753-0.00431791j 0.00439592+0.000644035j 0.000286613+0.00042349j 0.00219388-0.00644545j -0.00459208+0.00544109j -0.00165452+0.00526355j -0.00671378+0.00381455j 0.000971013-0.00188931j 0.000753112+0.00531249j 1.92507e-05-0.00607794j 0.0116377+0.00859791j 0.000596746-0.00519684j -0.00563993-0.000427511j -0.00931879+0.00098466j 0.00820656-0.00321135j -0.000606729+0.00750166j -0.00728545-0.0110215j -0.00477635-0.000415806j -0.00869467-0.00187734j -0.00699462+0.00993742j -0.00133982-0.00147458j -0.00347914+0.00133313j 1.02788e-05-0.000988349j 0.000114157-0.000702365j 
-2.30196e-05-0.000772937j 0.000341165+2.66893e-05j -0.000317106-0.00168481j -0.00156065-0.000125853j -8.09937e-05-0.00181975j -0.001587+0.00016325j -0.00101978-0.00255907j 7.27751e-05+0.00120598j -0.00160128+0.00268633j -0.000535895-0.000930058j 0.00209792+0.00252947j 0.00191432-0.00602348j -0.00253437-0.000391778j -0.000327434+0.00227482j -0.00213096+0.00149647j 0.00124274-4.92972e-05j 0.000245711+0.00527196j -0.00834053-0.00335903j 0.00298768+0.00935019j 0.00452208+0.000603289j 0.00955179-0.00201065j 0.00313763-0.0076195j 0.000821926-0.00509851j 0.00216964+0.00443283j -0.00496357+0.0079431j -0.000620702+0.00385719j -0.00291363-0.00483539j -0.00591925+0.00293529j 0.00275725-0.000447341j -0.00226329-0.00272182j 0.00103121-0.0033318j 0.00338489-0.00620395j 0.0013577-0.00135489j -0.00668177-0.00436024j 0.000700249+0.000981166j 0.00287-0.00198084j -0.00450935-0.00482225j -0.00510407+0.00794959j 0.00354068-0.00482796j -0.00410155+0.00224861j 0.00255668+0.00274701j 0.00446027+0.00554321j 0.00421135+0.00388985j -0.00107566-0.00388768j 0.0038421-0.00107901j -0.0052999+0.00301638j -0.00707236+0.00128737j 0.00295779+0.00667575j -0.00268565-0.00380173j 0.00322653+0.000802798j 0.000401943+0.00285704j -0.00114931+0.00136428j 0.000655268-0.00057199j -0.000852139+0.000811284j 0.00119842+2.41124e-07j -0.00022017-0.00093898j 
0.000441241-0.000776723j 0.000628665+0.000282165j 0.000224682-0.0015099j -0.00158552-0.000162378j 0.000672936-0.00214465j 0.00227582-0.000259107j -0.00139439-0.000826216j 0.00251346-0.000896149j -0.00020688+0.000893947j -0.00397796-0.000138906j -0.00327386+0.00436213j 0.00230513+0.00245939j 0.00367808-0.000419377j 0.000513341-0.00548095j -0.00146941-0.00168501j -0.00633425-0.000505105j 0.00629424-0.00890386j 0.00538893+0.000604325j -0.00166763-0.00539282j -0.00813178-0.00511803j -0.0065781-0.00250281j 0.00193351+0.00409141j -0.0031838-0.000885182j 0.0019131-0.00398321j 0.00200363-0.00444014j 0.000939235-0.0029402j 0.00188243-3.5436e-05j 5.09532e-05-0.00509332j -0.000534631+0.00223032j 0.00154294-0.00262624j -0.00342594+0.00275608j -0.00574922+0.00581721j 0.0021958-0.00136935j -0.000114592+0.00256796j 0.000523622+0.00241254j -0.00224408+0.0019834j 0.00488506-0.00151151j 0.00410971-0.00184172j -0.000837177-0.00322118j 0.00367811+0.00259422j 0.00407979+0.00426421j 0.00136775-0.00627973j -0.00146068-0.00497261j 0.00675458+5.37105e-05j -0.00517711+2.95376e-05j 0.00229348-0.00761907j -0.00245124-0.00563529j -0.00293745-0.00183738j 0.000966966+0.00219663j -0.0035736-0.00162328j 0.00270771-0.00139743j -0.00198101-0.00045079j 0.00119441-0.00019759j -0.000388022-0.000305884j -0.000352478+5.61708e-05j -0.000165977+0.000557923j 
-1.11545e-05+0.000804166j -0.000876544+0.000420703j 0.000743297+0.00019302j -4.40617e-07-0.00206246j -0.00707124-0.000840022j -0.00283392-0.000763126j -0.00341254-0.00226955j 0.00174886+0.00152731j 0.00494995-0.00160114j 0.00488458-0.0012093j -0.00448384-0.00610803j -0.00415506-0.000300871j 0.000172481-0.00138491j 0.00171487+0.00114966j -0.0064465+0.00872326j 0.00081759+0.000770557j -0.00302405-0.00325802j -0.00546989-0.0038367j 0.00061496+0.00166497j 0.00202353-0.00217633j -0.00196973-0.00092254j -0.00233705+0.000674046j -0.00229201+4.82051e-06j -0.00210371+0.00143663j 0.000409529-0.0110615j 0.000376891-0.00249379j 0.00720809+0.00235893j -0.00321072+0.00648623j -0.00252416-0.00316583j 0.00514164+0.00203501j 0.00134158-0.00415146j 0.00379204-0.00664685j -0.00026994-0.00110828j 0.00692952+0.0024159j -0.0023463-0.00143001j 0.00101281-0.00545744j -0.00402814+0.00272139j -0.00497517-0.00264846j -0.00748938+0.00426167j 0.0078446-0.00283431j 0.00282281-0.00806159j -0.00173679+0.00475111j 0.00710916+0.00295086j -0.00217323-0.0006139j -0.00373636-0.000972845j 0.00590015-0.00184241j 0.000330164-0.00461547j 0.0015783+0.000736063j -0.00206035-0.00118648j 0.00210754-0.00127047j -0.000293134-5.37505e-05j 0.00196242-0.00122833j -0.00119897+0.00079405j -0.000757004-0.000591188j 0.000453322-0.000353191j -0.000304923-0.000193605j 
