0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
4.76713e-05+0.000689298j -0.000606894+0.000575303j -0.000583832-0.00183388j 5.20954e-05-0.00014804j -0.00160159+0.000831485j -0.00153573+0.00107558j -0.000700788+7.85484e-05j 0.00069453+0.000297991j -0.000467766-0.000606223j 0.000103857-0.00157973j 0.00187934+0.000581132j 0.00188861-0.000273294j 0.000762374+0.00038794j -0.000816585-0.000773456j -0.00170806-0.000278034j -0.00241952+0.001165j 0.00319668+0.00156475j -0.000935062-0.00110706j 0.00396048+0.00255588j 0.00331498+0.000863759j -0.00208136+0.000352167j 0.000927514-0.000457725j -0.00202334-0.00011044j -0.00124425+0.00151141j -0.000392946-1.41989e-05j -0.000647905+0.00292538j -0.00343702-0.00325565j 1.00381e-05-0.000834152j 0.000807841+0.00146753j -0.00020655+0.00144844j -0.0028931+0.000114669j 0.00291281+0.00296685j -0.00305367-0.000755846j 0.00291353+0.000560868j -0.000120265-0.00287143j -0.003044-0.00281725j 0.0036517+0.00370826j -0.0026802+0.00395925j 0.00172901+0.00139373j 0.000810978-0.00264992j 0.000577704-0.00180071j -0.000285717+0.002135j -0.00143914+0.00178412j -0.000219354-0.00273432j -0.00374233+0.00190658j 0.00275263-0.00114997j -0.000100073+0.000610531j -0.00190494-0.00195496j 0.00062632+0.000142439j -0.000564111-0.000561869j 0.000161836+0.00263619j 0.00126135-0.00199886j -0.00149969+0.00261056j 0.00166559-0.00024538j -0.000273518+0.00198239j 0.00177747-0.000170413j 
-0.00235741+0.00122883j -0.000653824-0.00203577j -0.0014172-0.000667982j 1.7974e-05-0.00155206j -0.00149693+5.44686e-05j 0.000378086+0.00126373j 0.00141175-0.00146913j 0.00226687+0.000650163j 0.000468207-0.000873069j -0.00321898+0.000242945j -0.000855903-0.000285635j -0.00352583-0.00141882j -0.00122814-0.00322413j -0.00419986-0.000350745j -0.00137092+0.000609259j 0.00111933+0.000843755j -4.73792e-05-0.00323801j 0.000386675+0.000909271j -0.000975876-0.00329844j 0.000170355-0.00139411j 0.00493848+0.00083906j -0.00395955-0.000272088j 0.000170825-0.00491002j -0.00399858-0.000483879j -0.00146596-0.000252359j -0.00452551-0.00313321j 0.00329503-0.000850978j 0.00302274-0.000892966j -0.0023321+0.0055667j -0.00166556+0.00023246j -0.00164352-0.0042734j -0.0013372-0.000191557j -0.000591789+0.00113162j 0.00166838+0.00158551j 0.00344602-0.00339373j -0.000495172+0.0026006j 0.000204802+7.52188e-05j -0.00402624-0.00257251j -0.00433891+0.00119609j 0.00102784+0.000897265j 0.000200546-0.00240493j 0.00304486+0.00337314j 0.003094+0.00616128j 0.0015241+0.00366304j 0.00321565-0.000594901j 0.000905169-0.00447285j -0.00165559+0.00189167j -0.00656681+0.00245516j -0.00132461+0.00184262j 0.00202708+0.00348524j 0.00381815+0.00290227j 0.00130565-0.00307514j 0.00108366+0.00564676j 0.00300354-0.000556053j -0.00246575+0.00349973j 0.00222418+0.00188039j 
0.000812695+0.00107269j -0.000733879+0.00122355j -0.00111866-0.00189953j -0.00021246-0.00164373j -0.00142469-0.000346555j 0.000550228+0.00175573j -0.000878399+0.000292524j -0.00162049+0.00132437j 0.000481092-0.00196725j -0.00211176-2.82818e-05j -0.000160045-0.00186739j -0.00197204+0.000880513j -0.00166217-0.000953979j 0.000279783+0.000621799j 0.000602549-4.28935e-05j -0.00269942-0.00167535j 0.000819657-0.00282607j 0.00250697-0.00179857j -0.00068268-0.000385528j 0.00452116+0.0015803j 0.00100559-0.00311394j -0.000149014+0.00151365j 0.000685782+0.000198178j -0.0022982-0.00141456j -0.00336594+0.00105593j -0.00337268-0.00188682j -2.84832e-05+0.00155909j 9.66008e-05+0.00190411j -0.000295376+0.00130126j 0.000108307+0.00103472j 0.00116859-0.00105045j 0.00205452+0.00107597j 0.00382946-0.00154961j 0.00315331+0.000903272j 0.00284362-0.00178157j 0.00194821-0.00155287j 0.00119072-0.0031701j 0.000721447+0.0011294j -0.00113401+0.00204501j -0.00292436-8.36974e-05j -0.00207961+0.000212971j 0.000971572+0.00159968j 0.000945196-0.00270604j 0.00341402-0.00326672j -0.000954437-0.00287533j -0.00180552-0.00217839j 0.00229202-0.00176641j 0.00353755-5.29548e-05j 0.000531608+0.000489132j 0.00117082-0.00218475j -0.00235028+0.000731068j 0.00387753+0.00119765j -0.00254413+0.00140692j 0.000699254-0.00215864j 0.000619451+0.00167471j 0.00165307-0.00112068j 
-0.000189882+1.56735e-05j 0.000286837-0.000519098j -0.00183349+0.00135328j -0.000217031-0.000265317j -0.00121954+0.00139538j 0.00191679+0.00112843j -0.00250174-6.79097e-06j -0.00091828+0.00136253j -0.001366-0.000864009j -0.002221+0.000895487j -0.00259253-0.000217169j -0.00221282+0.0015568j -0.000423756+0.000460125j 0.000696861+0.00130631j 0.000342566-0.000994293j -0.00583406-0.00100743j 0.00276962-0.00141459j 0.00111895-0.00171012j -0.00206169-0.000138019j 0.00312304+0.00052937j 0.00167611+0.00151621j -0.00124774+0.00308973j -0.000839235+0.00186732j -0.00379821+0.000142788j -0.00216871+0.00239855j -0.000288251-0.000377689j 0.00234894-0.0007125j 0.00188343+0.00218361j -0.000202967-0.00258564j -0.00217768-0.00016495j 0.00140747-0.00127724j 0.00143224+0.000148135j 0.00331157-0.000664101j -0.000332543+2.80023e-05j 0.00249576-0.0014512j 0.00221149+0.000784258j -0.000586868-0.00096953j 0.00320118-0.00172243j -0.00318674-0.000157529j 0.000715716-0.00214088j 0.000271393+0.00129494j 0.00179322+0.0019346j 0.00179333+6.39596e-05j 0.00233426-0.00087486j 0.00115797-0.00185681j -0.00316927+0.000473781j -0.000907371-0.0026224j 0.00406294-0.00152736j -0.00114244-0.00188735j -0.00200483-0.00137823j -0.000428749+0.000926278j 0.000399357+0.000775537j -5.79609e-05-0.000448367j -0.00190645+3.98587e-05j 9.3881e-05+0.000515631j 0.000544226-0.000370273j 
0.000448686-0.00110873j 0.00143992+0.000161393j -0.00156761+0.00226493j 0.00146816+0.000258713j -0.00160097+0.00124932j 0.00269644-0.000687991j -0.00219125-0.000513148j -0.00106439+0.000357255j 0.00153264-0.00402119j -0.00214954+0.00125934j -0.00175492-0.0016401j 0.00065255+0.00271687j -0.00194871+0.000397454j -0.00287401+0.00143829j 0.00178895-6.28394e-05j 0.000384172+0.00193266j -0.000503778+0.00449146j -0.000104922+0.001304j -0.00225051+0.00251687j -0.00094637+0.0021249j -0.00129168-0.00179939j -0.00190857-0.00345361j 0.00282264+0.000272507j -0.00130748-0.00130998j 0.00245941-0.00458657j 0.002242-0.0033914j -9.37117e-05+0.00544901j -0.00412198-0.00166302j -0.00526894+0.00435127j 0.00364924+0.00201558j -0.00199991+0.000448272j 0.00179349-0.000406553j 0.000409934-0.00104395j 0.00163416-0.0074221j 0.00113784+0.00429081j 1.18801e-05-0.0062918j -0.0013934+0.00048975j 0.00288569-8.19531e-05j 0.000694441-0.00330822j 0.00349921+0.000317105j 0.00411986-0.00173861j 0.00100634+0.0005577j -0.00106428+0.00192253j 0.00308864+0.000411395j 0.000335402+1.58898e-05j 0.000723186-0.000195729j 0.00435481+0.000382934j 0.000366524+0.00537532j 0.00204832-0.00112923j 0.000781729-0.000894197j 0.000899995-0.00313672j -0.000970383-0.000129372j 0.00251337-0.000288273j -0.000794415-0.00223473j 0.000181107-0.00153692j -0.0017402+0.000254128j 
-0.000944388-0.000526691j 0.000487812-0.00109141j 0.000374511+0.00159376j 0.00111394+0.000501657j 0.00123763-0.000738397j 0.000552988+0.000459689j 0.000423742-0.00131608j 0.000908488+0.00125682j 0.00194895-0.0010383j 0.00188357-0.0006417j -0.00114398-2.37928e-05j 0.00293326+0.00327684j -0.00179282-0.000245246j 0.00165142-0.000564579j -0.0012469-0.000191795j -0.00242177-0.00166972j 0.00173552-0.00129882j -0.00110616+0.000748662j -2.16007e-05+0.000417881j -0.000404173+0.00280019j -0.00134402+0.00256722j 0.000289796+0.00258689j -0.00134245+0.00146212j 0.00384194-0.0022542j -0.0026438+0.00340222j -0.00151322-1.16582e-05j 0.00360573-0.00167821j -0.0027345+0.00234456j -0.000506977-0.00490179j -0.000789266+0.00173678j 0.00222243-0.00733272j 0.00107018+0.00274021j -0.00224551-0.000525303j 0.000150199-0.00298562j 0.000155785-0.00202807j -0.00240099+0.00160422j -0.00311248+0.00252243j 0.00277079-0.00585878j -0.00598525-0.000586375j 0.00415032-0.00499338j 0.00384634+0.00404493j -0.00192799+0.00321345j 0.00102218-0.000411614j 0.00589041+0.00141596j 0.00107271-0.00364369j 0.00124439+0.00348712j 0.00241795+0.000614468j -0.00110735+0.000324626j 0.000746715+0.00143232j 0.00195384+0.000166489j 0.000374494-0.00162493j 0.000534548-0.00184768j 0.000317025+0.00128543j -0.000403924-0.00149206j -4.21881e-06-0.000182571j -0.000423591+0.000322366j 
-0.00125164+0.000243438j -0.000222725-0.00194039j 0.000984419+0.00200968j -0.00226953+0.00194316j 0.000963057+0.00349179j 0.000401602-0.00126408j -8.27301e-05-0.000313707j 0.00291212-0.000493986j -0.00034456+0.000392525j 0.00132668+0.00203421j 0.000785194+0.00164986j 0.00365644+0.000516434j -0.00328741+0.00289166j -0.00044876+0.00124727j -0.00220863-0.0033795j 0.000368612+0.00116567j 9.0636e-05+0.000623621j 0.000388423+0.0030503j -0.00166545-9.4696e-05j -0.00434905+0.00106127j -0.00352033+0.00401661j -0.000608557+0.00106098j 0.00238671+0.000298637j 0.00420784-0.00263399j 0.00452976-0.000591861j -0.00201634-0.000316567j 0.00119507-0.00034998j 0.00188249+0.00231891j -0.000525344-0.00359898j 0.00169609+0.00156804j 0.00131436-0.00426592j -0.000679462+0.00259322j -0.000807689+0.00786648j -0.00277124+0.0015976j 0.0027038-0.00287124j -0.00341625+0.00252537j -0.00443132-0.0023094j -0.00271646-0.00410475j -0.00164606-0.000794058j 0.00185963-0.00192106j 0.00159497+0.00220629j 0.00524697+0.00341014j 0.00365006+0.000327227j -0.000153617+0.00017447j 0.000526001-0.00246141j 0.000379004-0.000202894j -0.00363076+0.0015915j -0.00299967-0.00301885j -0.00131701+0.00197447j -0.000290433+0.00278583j 0.00202551+0.00278026j 0.00155486-0.0030029j -0.00108441+0.000964655j 0.0016464+0.00148199j -0.000575907+0.000488804j -0.000139427+0.000271096j 
0.00138227+0.0010748j -0.000721354+0.00152376j 0.000108382-0.000950346j 0.000404743-0.000746587j 0.000531049+0.0020639j 0.000109178+0.000938061j 0.000755987+0.000527423j -0.000953188+0.000372333j 0.000268275-0.000356456j -0.000859151-0.000350231j 0.00194917-0.000242812j 0.00277973+0.000924373j -0.000265148+0.000903813j 0.000658277-0.000163418j -3.63478e-05-0.000714119j -0.00413993+0.000671543j 0.00290912-0.000339779j 0.000369227-0.00224876j 0.00332786+0.00166666j 0.00461911-0.000252731j -0.00391183-9.80755e-05j 9.50675e-05-0.00157802j -0.000685877+0.0020851j 0.00250142+0.000767492j -0.000304979+0.00159449j -0.000489142+0.000990095j -0.00376393+0.0015748j -0.00182473-0.000614208j 0.000769768-0.00300562j -0.00171925+0.000427914j 0.00293781-0.000825336j 0.002423+0.00381258j 8.47735e-05-0.00441892j 0.00374954+0.00314551j -0.000594244-0.000902514j -0.00271095-0.00301132j 0.00157281+0.00213576j -0.000492561+0.00447401j 0.00103734+0.00205602j -0.00168015-0.00116599j -0.00161599+0.00141734j -0.00335508-0.00030801j -0.00127055-0.0020123j -0.000886962-0.00589124j -0.00601952-0.00062528j -0.000305693+0.000216545j 0.0035376-0.00251831j 0.00224069-0.00163392j 0.00298026-0.000235467j -0.000558519-0.00284852j -0.00205222+0.00124078j 0.00161655-0.000716715j -0.000873724+0.00041034j 0.00182094-0.00283658j 0.000732875+0.000155583j 9.54259e-05-0.000859797j 
1.42574e-05+0.000231626j -0.000558503-0.000141503j -2.45572e-05-0.000886068j -0.000538066+8.17136e-05j 0.000679527-0.000605462j -0.000994387-0.000894526j 0.000220523-2.17371e-05j -0.000806408+8.40272e-05j -0.00238272+0.00251857j 0.001009-0.000443613j -0.000407457+0.00134016j -0.000911264-0.00201392j 0.00439454-0.000254903j -0.000438066+0.000175896j -0.0010395+0.00142496j -0.00181187+0.000306127j 0.00197833+0.00164052j -0.00233888-0.00152894j 0.00211943+0.000679001j 0.000298432-0.00189419j 0.00263722+0.00207785j -0.000400918+8.45531e-05j -0.00453644+0.000188248j -0.00245417+0.00343985j 0.000479611+0.000374879j 0.00316632+0.00423025j -0.000488869-0.00487351j 0.00254869-0.00191013j 0.00272595-8.04984e-05j -0.00390192-0.00188084j -0.00284227+0.00367937j -0.00083073-0.000316043j -0.00183886-0.000652552j -0.000918034+0.00218455j -0.00243271+0.000908484j -0.000150343+0.00257305j 0.0033285+0.00491794j -0.000542296+0.00205664j 0.000359659-0.000781323j 0.00131606-0.000592542j 0.000201636-0.00148744j -0.00223492-0.000189632j -0.001351+0.00214444j -0.00442438+0.00238067j -0.000145447+0.00457297j 0.000220326+0.00126189j -0.00364487-0.000135039j -0.00156014-0.00249659j -0.000194994-0.000842015j -0.003098+0.00184224j 0.00241125+0.00110498j -0.00332952-0.00188035j 0.00170067-0.000302266j -0.00117737+0.000519909j 0.000128713+0.000621011j 0.00046504+0.000115441j 
0.00102968-0.000227568j -8.57946e-05+0.00138852j -0.000529216-0.00173094j 0.00189113-0.000941049j 5.14099e-05-0.00343454j -0.000584113+0.000307985j 0.000578771-0.000767277j -0.00293208+0.00123317j 0.00013204+0.00199387j -0.000699383-0.00229376j -0.00108436+1.43597e-05j -0.00155288-0.000623556j 0.00170363-0.00391137j 0.000686281-0.00226843j 0.000110459+0.00323487j -0.00314481-0.00106506j -4.9654e-05-0.00213632j -0.000225931-0.00379305j 0.000341111-0.000173054j 0.00256615-0.00180534j 0.00414494-0.000731547j 0.000547377+0.00347462j -0.0051679-0.000685525j 0.000914932+0.00641973j -0.00394997+0.00256547j 0.00184396+0.00426556j 0.000276974-0.00424804j 3.25013e-05-0.000539138j 0.00044476-0.00584831j -0.00364933+0.000408753j 0.000728406-0.00283115j -0.000217892+0.00204233j -0.00413349-0.00229966j 0.000430126+0.000389774j -0.00428577+0.00205494j 0.00119677+0.00208272j 0.00289292+0.00322336j 0.00384263-0.00167503j -0.00375347-6.97863e-05j -0.00100315-0.00593346j 0.000493669+0.00261682j -0.00327139-0.00109413j -0.000889836-0.00146336j -0.000165482+0.00181235j 0.00232129-0.000278587j -0.000413038+0.0042541j 0.000133209-0.000417892j -0.000304282-0.00113668j 6.3258e-05+0.000404396j -0.00090659+0.00017621j 0.000164092-0.000541411j -0.00220475-0.000684661j 0.000253565+0.000161214j -0.000543806-0.00144731j 0.000662364-0.000591004j -0.000537527-0.000486129j 
0.000139284-0.00111092j 0.000795906+0.000468784j 0.00180835-0.00017276j 0.000894598-0.000324636j 0.00104352-0.00352551j -0.000735823+0.00113937j 0.000706619-2.88056e-05j 0.00156565-0.00106044j 0.0011153+0.000263133j 0.00310986-0.00260867j -0.00140763+0.00114722j 0.00027801+0.00210205j -0.000489552+0.000339604j 0.00337212-0.00219414j 0.00148069-0.000408975j -0.000617517-0.0049258j 0.000388245-0.00393945j -0.00192329+0.00284801j 0.000248557-0.00319823j 0.000176093-0.000737731j 0.00140093+0.00137432j 0.00155138+0.000536307j 0.00127328+0.00374686j -0.00381463-0.00210883j -0.00185805+0.00614178j -0.00172521-0.00283064j -0.00202284-0.00106197j -0.00317552+0.00116172j 0.00204258-0.000336052j -3.26516e-06+0.00225658j 0.00240569-0.00044051j -0.00195228-0.00068234j 0.000383227-0.00478445j 0.00109921-0.00214353j 0.000436143-0.00300923j 0.000326124+0.00134512j 0.000312128-0.00144168j 0.000396063-0.00253155j -0.00264667+0.000783922j 0.00273219-0.000185535j -0.00229606-0.000910034j -0.0035275+0.00393477j 0.00130694+0.00155189j 0.00497827-0.000227275j 0.00343935-0.000807162j -5.23419e-06+0.000501911j 0.00246861+0.00151251j 0.000993866+0.00148378j -0.00133411+0.00174747j 0.00247454-0.00151085j -0.00177349-0.00219585j -0.000304363+0.00172073j -9.93739e-07-0.000260077j -0.00127734+0.00182097j 0.000253712-0.000873904j -0.0002806-4.88904e-05j 
0.00101392-0.0013994j 0.00109024+0.00112944j -0.000420811+0.000264903j 0.0014081+0.0011828j -0.00165193+0.000344909j 0.000230084-0.000100359j -0.00330955+0.000238706j -0.000320564+0.000574947j -0.000610836-0.00110945j 0.000223709-0.0015968j -0.000912971+0.000109703j 0.00150874+0.00181201j 0.000596691+0.000114375j -0.000435402-0.000408602j -0.000736133-0.000696907j -0.00337087+0.000487021j 0.00428081+0.0046538j -0.00124935-0.000511112j 0.00139978+0.00353589j 0.00179587+0.00162432j -0.00267778+0.00222997j 0.000260379+0.000640253j -0.00230855+0.00173276j -0.00328878+0.00415773j 3.84559e-05-0.00274902j 0.00391184+0.00219048j -0.00366232-0.00238419j -0.00251257-0.00144077j -0.00133264-0.000354179j 0.00288582+0.00270941j -0.00279259+0.00151601j 0.00237843+0.00220917j -0.00271245+0.000222158j 0.000856607-0.00621634j -0.000756054+0.000237641j -0.00291509-0.00518758j 0.00233338+0.00290754j 0.00380195+0.00170527j 0.000492399-0.00396059j 0.0056754-0.00646098j 0.00457793-0.00154841j 0.0022316+0.0017108j -0.000677781+0.00277264j 0.00173497-0.000141215j 0.000146221+0.00347255j 0.00191252+0.00112712j -0.000317114+0.000987185j -0.000668464-0.00127361j -0.00180554-0.0013603j -0.00289776-0.000299259j 0.000420121+0.000309903j -0.0018426-0.000772319j -0.00139166+0.000345678j -0.00105374+0.00118711j 0.000339917-0.000709411j -0.0004514-0.000560379j 
0.000721856-0.00128979j 0.00107584+0.00129464j -0.000357451-0.00110203j 0.00129543+0.000443878j -0.00163718-0.000943611j -0.000880977+0.000174899j -0.000764176+0.00120396j -0.00115183-0.000633738j 0.000401637-0.00241961j 0.00133323-0.0021351j 0.000511253-0.00259946j -0.000507139-0.000738946j 0.00177856+0.000263656j -0.000122877-0.00239113j 0.000518492+2.41366e-05j -0.000695647+0.00452552j 0.00140213+0.00349704j 0.00265477+0.00149211j 0.00117682-0.00120706j 0.000665679+0.00356349j 0.0010497-0.0034277j 0.00378736-0.00077387j -0.000263976-0.00128453j 0.00115785+0.000297162j -0.00355714-0.00153511j -0.000464848+0.000143101j 0.00253003+0.000193241j -0.000723104-9.66464e-05j 0.00240695+0.00378826j 0.00318312-0.000195149j -0.000364468+0.00167579j 0.0040231-0.00580239j -0.00195126-0.000781653j 0.00136703-0.0084201j -0.00258741+5.26441e-05j 0.00255615-0.00490413j 0.000255506-0.000132627j 0.00510288+0.000102074j 9.88264e-05-6.59201e-05j 0.00245683-0.000645756j 0.0029237+0.000987737j 0.00333204+0.000948226j -0.00254901-0.00248109j 0.00356455-0.000612509j -0.000129957+0.00110318j 0.000920155-5.54545e-05j 0.00221926+0.00232941j -3.07384e-05-0.000119052j -0.000881938-0.000238008j 0.000252289-0.000903676j -0.00159817-0.000777209j -0.000315828+0.00251421j -0.00171113-0.000145401j -0.000421078+0.001848j 0.000101506-0.000969086j -0.000327076-0.00042047j 
0.00118632-0.00123025j 0.00120126+0.00187109j -0.00133411-0.0013962j 0.00154895-0.000191825j -0.00202959-0.000892372j -0.000308932+0.0021012j -0.00229083+0.000361375j -0.00243825+0.00149628j 0.00167451-0.00104948j -0.00321976-0.000670893j 0.00164686-0.00263222j -0.00310368-0.000942437j -0.00166611-0.00302282j 1.82743e-05-0.00109283j 6.50457e-05+0.000868556j 0.00174796+0.000494727j -0.00394359+0.000592386j 0.00331523-0.00491219j -0.00234185+0.00267915j 0.00144271+0.00114475j -0.00183684-0.00429619j 0.00243359+0.00281863j -4.9922e-05-0.00442111j 0.0047512+0.00342897j -0.00368668-0.00466171j 8.55286e-05+0.00227117j 0.00179046+0.00102808j 0.0012025+0.00139762j -0.00376196-0.00202352j 0.00404748+0.000177783j -1.77877e-05-0.00301758j 0.00153649+1.20575e-05j -0.00207476+0.00445555j -0.000889499-0.00120102j -0.000846355+0.00235858j 0.0018768-0.00388007j -0.000498351-0.00436158j 0.00525221-0.000342967j 0.00215497-0.00265129j -0.00478809-0.00193565j 0.000219242+0.00328339j 0.00378035-0.00617852j -0.00293224-0.00505914j -0.000205339-0.000537599j -6.63675e-05-0.00285494j -0.00108927+0.000783889j 0.000438209+0.000294423j 0.00105674-0.00141891j -0.00138871-0.00142621j -0.00119851-0.00210775j -0.00295373+0.00104113j 0.00122229+0.00335444j -0.00357699+0.000403895j -0.000674347+0.00180727j 0.000767407-0.000873347j -0.000135965-0.0016203j 
0.00184319-0.00143092j 0.00135651+0.00231307j -0.000204179-0.00086242j 0.00132826+0.000119056j -0.000737004-0.000662128j -0.000340025+0.00217627j -0.00263718+0.000605691j -0.000736537+0.00018047j -0.000136251+0.000549042j -0.00232083-0.00106277j -0.000108159-9.3619e-05j -0.00247897+0.00170372j -0.00211042-0.00101291j 0.00100588+0.000424682j 0.00170484-0.0012251j 0.000887364-0.00609383j -0.00166337+2.70468e-05j -0.00163123-0.0024637j -0.00107753+0.00288035j 0.00239139-0.00311576j -0.00341023+0.000298556j -0.000784953-0.00126302j 0.00234969+0.00110723j -0.0074625+0.00324844j 0.000994119-0.00277995j 0.00215591-0.00128553j -0.0075708+0.00188106j -0.00207375-0.000959914j -0.00299282+0.00203499j 0.0040601+0.00262455j -0.000358699+0.00418526j -0.00192715+0.00290234j 0.00175359-0.00184965j 0.00169042+0.000336507j 0.00243646-0.000305035j -0.000926067-0.005407j 0.00335986-0.00484439j 0.000995825+0.0052087j 0.00515485-0.00388498j -0.00076755+0.00183483j -0.00390683-0.00458202j 0.000375297-0.00255604j -0.00038883+0.00229955j -0.000809852-0.00232694j 0.000694882+0.00225091j -0.00139899-0.00311069j -2.97075e-05-0.000267074j 0.00258909-3.05025e-05j -0.00264062-0.00164858j -0.00274422-0.0031838j -0.00250589+0.000215263j 0.00165497+0.00420737j -0.00293597-0.00061356j -0.000435199+0.00317332j 0.000635489-0.00126928j -0.000396839-0.00146062j 
0.00269024-0.000380589j 0.000247002+0.00317933j -0.00103838-0.00199144j -0.00154088+0.00158855j 1.74756e-05+0.000585153j -0.000365621+0.00347477j -0.0020967+0.0037938j -0.00117338-6.47538e-06j -0.0013856+0.0023711j 0.000626599+0.000291j 0.00286328-0.00328256j -0.00452199+3.74724e-05j 0.00326777+0.000691402j 0.00581785-0.00347789j 0.000654944-0.00205795j -0.00414341+0.000722746j 0.000272545-0.000762617j 0.00111057-0.00453657j 0.00176728-0.00166345j 0.0053239-0.00109458j -0.00312234-0.00137017j 0.00755027+0.00119521j 0.000508294+0.00289404j -0.000926946+0.00162405j -0.00253536+0.00368218j 0.00200944+0.00280394j -0.00222526-0.000582056j 0.00630242+0.00103417j 0.00578915-0.00476919j -0.00281433-0.00142719j 0.006111+0.0071125j 0.00191428-0.00437676j 0.00386343-0.00339258j 0.00449354+0.00553546j -5.19541e-05-0.00397618j 0.00694635-0.00384766j 0.000517375-0.00654057j 0.00636969+0.0077859j 0.00754422+0.000436517j -0.00509555+0.00586718j -0.00648693+0.00588939j -0.000296211-0.00255125j -0.00356127-0.00639659j -0.00484424-0.00463087j -0.00569011+0.00435309j -0.00593605+0.000255282j -0.00423369-0.00299005j 0.00654147-0.0136099j -0.00679817-0.00530051j -0.0074921-0.00617046j -0.0064703+0.00525514j 0.00373781+0.00717611j -0.00858679-0.0032929j -0.00270369+0.00653424j 0.00195835-0.000659132j 0.00136646-0.00369863j 
-0.00034349+0.000594165j -0.000775718-0.00089369j -8.89221e-05+0.00109689j -0.0020641+0.0031295j 0.00354527+0.00201961j -0.000381474-0.00127867j 0.00129763+0.0026862j 0.000315068-0.000203473j -0.00212504+0.000704454j 0.003017+0.00310895j 0.00178912+0.00110438j 0.00259184-0.00314229j 0.00264308+0.00470457j -7.30519e-05+0.0010516j 0.00153023-0.00240202j 0.00367515+0.00300846j -0.00244858+0.00215768j 0.002496-0.000523277j -0.000642497+0.00141932j -0.000672142+0.000108286j -0.00686602-0.00042975j -0.000710673-0.00437171j 0.00564123+0.00119315j 0.00556838-0.00591826j 0.00583612-0.00481125j -4.2153e-05-0.0027572j -0.000360079+0.00726533j -0.0014013-0.00111443j -0.0026911-0.00398058j 0.000360243+0.000256193j 0.00592039-0.00131992j -0.000881954-0.000219321j 0.00486975+0.00174957j 0.000860618+0.00503884j 0.00243638+0.00319942j -0.000523818-0.00195j -0.0054549-0.00180026j 0.000365755+0.00361832j 0.00514623-0.00205566j -0.00479009+0.00676127j -0.000119037+0.00250221j 0.000773506-0.00577119j -0.00307578-0.00517874j -0.00649675-0.00360935j -0.00598275+0.00049514j -0.00155918+2.05784e-06j -0.000790597-0.0022448j 0.00326422-0.00439598j 0.00339472-0.00220363j -0.00166194-0.00179618j -0.00137088-0.00152977j 0.000974353+0.000320845j -0.0013858-0.00302088j -0.00193381-0.00123673j 0.00157652-0.000545062j -4.89298e-05-0.00103249j 
