0.00791124+0.0102662j 0.0165093-0.0236732j 0.00485937+0.010883j -0.00479554+0.0203507j -0.0396157-0.0119057j 0.0252724-0.0224178j 0.0196095-0.00133689j -0.0146077-0.025348j 0.00364831+0.00358393j 0.006836-0.00823263j -0.0205363+0.0132468j 0.0079205+0.0307655j 0.00955457-0.0139061j 0.0081197-0.025751j 0.00885986-0.00974402j 0.0267954+0.0198629j -0.00718235-0.0186171j 0.0235552+0.0101474j -0.00801411-0.0105806j -0.00173349-0.00191851j 0.00350829+0.00745643j -0.0204662+0.0122398j -0.00443193-0.00395534j 0.0049015-0.00773701j -0.0094408-0.00380585j 0.00165244-0.00760622j 0.0168111-0.0196087j -0.020849+0.00970588j 0.0137519+0.0231165j -0.0124833+0.00807484j -0.00480222+0.00718306j 0.00546452+0.0195152j -0.0315123-0.00729016j -0.000659972-0.022697j -0.00664711-0.0387656j -0.00529396-0.0273085j 0.00717531+0.00447913j 0.00551536-0.00204254j 0.0167146-0.0350695j 0.0319634+0.0112404j -0.0179258+0.00110991j 0.0149647-0.00766858j 0.0118284-0.0157408j 0.0138493+0.0113389j 0.0344974+0.0437829j -0.0163246-0.00772144j 0.0617678-0.02502j 0.0137993-0.0258043j -0.0247534+0.00789576j 0.012314+0.00168483j 0.00930741-0.0272472j -0.0315056-0.00790352j 0.013812+0.0277085j -0.0261766+0.00404935j 0.021367+0.00814616j 0.0119035+0.0267936j 0.016483-0.0185598j 0.00716905-0.0169832j -0.0178291+0.0194113j -0.0186403+0.022334j 0.00651346+0.00240084j 0.0305297-0.00331797j -0.029122-0.0665696j -0.0608157-0.0446908j -0.0166343-0.056222j -0.0827605+0.0501682j 0.05024-0.0360603j 0.0447035+0.0212946j 0.0148374-0.013776j -0.00567441+0.0157422j 
0.00614746-0.000244566j 0.00365812+0.0019637j 0.00805558-0.00238658j -0.0167686-0.000392783j 0.0262172+0.00285131j 0.00865474+0.00104848j -0.0153678+0.0111909j -0.00354368+0.00823564j -0.00243877-0.00154312j 0.00121721+0.00165617j -0.011344+0.00111999j -0.00790385+0.0161788j -0.00627083+0.00410468j -0.000443923-0.00521394j -0.0115353-0.0150315j -0.016679-0.0189152j 0.0110422+0.00473603j 0.00119186-0.019466j 0.0187793-0.00271025j -0.0130818+0.0110241j -0.0137849-0.0111908j -0.022159+0.00495496j -0.000244728-0.00339989j -0.00524599-0.00996146j 0.00750184+0.00526354j 0.00363341-0.00154774j -0.000118139-0.0124701j 0.00911701+0.00220887j -0.0122266-0.0109649j -0.0216396-0.00169181j 0.012197+0.00391387j 0.0105887-0.0150741j 0.015673-0.0072142j -0.0159085+0.00986359j -0.0242164+0.0079219j 0.000214901+0.00754289j 0.0214237+0.0148346j 0.0277715+0.00537854j -0.00516459-0.00184031j 0.00576191-0.00734744j 0.016978+0.00754167j 0.0142509+0.0166148j 0.00608019-0.000859336j -0.00291961-0.00101145j -0.00278665-0.00771998j -0.00948304-0.00923294j 0.00929155-0.00611375j -0.00677306+0.0024092j -0.0234885+0.00199504j -0.00272375+0.0235018j 0.0100846-0.00118739j 0.00881572-0.00731749j 0.00974105+0.00418174j -0.00187113-0.0112367j 0.0224977-0.00742574j 0.0051082+0.000119547j -0.00591316+0.000157386j -0.0034261-0.00433871j 0.00149124+0.00491674j -0.0062995-0.00899292j -0.00101437-0.00490077j 0.0124161-0.00633406j -0.00872385+0.0164781j 0.00928522-0.00496243j 0.0061665+0.0119471j -0.000660644-0.010963j 0.00435854+0.000418476j -0.00174824-0.00405402j 0.00546997+0.00351658j -0.00119589-0.00015014j 
0.00238361+0.00485202j -0.00483272-0.00398446j 0.00666711+0.0159114j 0.013101-0.0123435j -0.0152138+0.015074j -0.0116657-0.0263917j -0.0105831-0.00815481j -0.0162178-0.00863921j -0.00699586+0.0189238j 0.0117301-0.0019836j -0.00449158+0.0141702j 0.0151825+0.0169326j 0.0131688+0.00329642j 0.00410224+0.00986981j 0.00213054+0.000543094j 0.0171315-0.0200053j -0.0124459-0.019624j -0.0175698-0.00783027j 0.00485353+0.00158639j 0.00842896-0.00551268j 0.0110717+5.30776e-05j 0.0230029+0.00421391j 0.0121154-0.00911489j 0.00190014+0.0152194j -0.0127381+0.00457048j -0.0176546-0.00844506j 0.0219777-0.00461627j -0.00349644-0.0182006j -0.00353043+0.00181177j 0.00869613+0.0026164j 0.00140678-0.00367563j -0.00911982+0.00353044j 0.00416861-0.00868159j -0.00209201+0.000128584j 0.00657916-0.00377878j 0.0169205-0.00540215j 0.0120582-0.0176351j -0.00208392+0.0109461j 0.00524649-0.0041636j 0.0100459-0.00731361j 0.00742035+0.00929466j 0.00543032+0.0211808j -0.0166204+0.00455047j -0.0206154+0.000634697j 0.00495366+0.00735998j 0.0126027-0.0166729j -0.00522123-0.0101861j 0.00523806+0.00462433j -0.00865049+0.0107478j 0.0103866+0.00186141j -0.0121148-0.0156j 0.00342808-0.000527076j 0.00614924+0.00980089j -0.00373235+0.00128815j -0.00140808-0.013516j -0.00540114+0.00660835j -0.0158798+0.0235199j -0.00998832-0.00547615j -0.00294008+0.00287628j 0.00391777-0.0129204j -0.00579362+0.0092152j 0.00398635-0.010611j 0.00258713+0.014687j -0.00754431+0.00407218j -0.0156077+0.00369663j -0.00295787-0.00351766j 0.00106965-0.000869479j -0.00385595-0.00321382j 0.00219347-0.00269142j 0.00490147+0.00413339j 
-0.0016051-0.00131896j 0.00970887+0.00769006j -0.00434295-0.0133714j -0.0172764+0.00357002j 0.0198117-0.0025802j 0.00534909+0.0295628j 0.00310203+0.0163989j 0.0106664+0.0166245j 0.00846483-0.00989819j -0.00968213+0.0120496j -0.00952824-0.0110137j 0.00511406+0.00126635j -0.00849362-0.00531943j -0.00496308-0.00662875j 0.00524574-0.0304797j 4.71266e-05+0.0113157j 0.0126315-0.0114392j -0.00997934+0.0235845j -0.00400921-0.00203528j -0.00602307-0.00312231j -0.0161824-0.000469501j -0.0189789-0.00251647j 0.00387641+0.0151264j -0.00570505-0.0182045j 0.0102589-0.000559056j 0.0162185+0.00766076j -0.0186903-0.00202122j -0.0031283+0.00239027j -0.00990145+0.0119475j -0.00842204-0.00819012j 0.00195423-0.00813129j 0.00638773-0.00279841j 0.018364-0.0139278j -0.000253297-0.00269686j -0.00329537+0.0304253j -0.000523674+0.00499657j -0.000610571+0.0116447j 0.0159901+0.00117517j -0.00702823-0.0147214j 0.0160758-0.00165561j -0.00380554+0.00731397j 0.00231173-0.00804983j 0.00625508-0.00991869j -0.00361624-0.0244038j 0.000526511+0.0101671j 0.0174026+0.0161365j 0.00963408-0.0157442j -0.0131402+0.00365721j 0.000479566+0.0169108j -0.0183715+0.0121934j 0.00305501-0.00305257j 0.010094-0.0100716j 0.0131022+0.0117349j 0.013749+0.00536423j -0.000391346+0.00835676j 0.00834693-0.00400566j 0.01443-0.0154625j -0.0069033+0.00427682j 0.00837379+0.00413106j -0.00649321-0.00297848j 0.00303454+0.0108237j 0.00967745-0.00284598j -0.0133944+0.00324914j 0.00677292-0.00850597j 0.0089615+0.0192156j -0.000886514+0.00227108j 0.00179784+0.00439037j 0.00934629-0.00121806j 0.00287292+0.00642577j -0.00405713-0.000742461j 
0.00323472+0.00247773j -0.00449954+0.00163093j 0.01245-0.00143442j 0.006614-0.0135459j -0.0162289+0.0239625j -0.0154786+0.00044593j -0.00689038+0.00569934j -0.014411+0.013294j 0.00793993-0.00475863j -0.00324798-0.0040115j 0.00303745-0.0134364j 0.00723821-0.00780438j 0.000241512-0.00396902j -0.0049602+0.0274293j 0.0128167+0.0204175j 0.0162792+0.0208514j 0.00291127-0.0100169j -0.00339614+0.000799936j -0.00159246-0.00370243j 0.0178287-0.00769691j 0.00424768-0.00683304j 0.00436301+0.00566759j 0.00365742+0.0112158j -0.00655741+0.00517209j 0.00684127-0.00543272j 0.00486922-0.0099735j -0.00693077+0.0101946j 0.00287117+0.00787085j -0.00621913-0.00469047j 0.00367503+0.00339269j 0.00717422-0.0195164j -0.00441802-0.00663534j 0.00114683-0.0233394j 0.0121566-0.000464239j -0.00596718-0.0127776j 0.00068044-0.00800784j -0.0049231+0.0102146j -0.000597823-0.00130193j -0.00255067+0.00934152j -0.0156399-0.00625754j 0.00764767+0.0127965j 0.011171+0.00396504j 0.00760206+0.00368307j 0.0223042+0.0122335j 0.0106577-0.00531276j -0.00067055-0.00720903j 0.00224011-0.000822121j 0.0110132+0.00644965j -0.0123902-0.0105945j -0.00656826-0.0157768j -0.00249367+0.00618572j 0.0184558-0.0139489j 0.00803192-0.00899817j -0.00491267-0.00680726j -0.00603475+0.0101212j 0.0159614+0.00529608j -0.0235149-0.00585531j -0.00449453-0.00576886j 0.00465494+0.00181392j 0.00566164+0.0138762j -0.00671191-0.00383704j -0.0106394+0.00649195j 0.00189114-0.00317846j 0.000511986+0.00620675j -0.00107799-0.00545235j 0.0092852+0.00431373j -0.00779154-0.00363227j -8.53752e-05+0.000986917j 0.00116985+0.00151329j 0.0014479+0.00227923j 
-0.00582384-0.00130825j -0.00125404+0.00487104j -0.00864915-0.00771714j 0.00890886+0.00585361j -0.00926012+0.00439579j -0.0100451+0.0194258j 0.0174604+1.98017e-05j 0.0114501+0.0136442j 0.0191759-0.00931134j -0.0384086-0.000596851j 0.00889951-0.0142714j 0.0110022-0.0207206j -0.0253983-0.00829734j -0.0141922-0.0045591j 0.00119533+0.0192263j -0.0124067+0.0254128j 0.0233849-0.00162414j -0.0100837+0.0240134j -0.00433936+0.00574141j 0.00434946+0.00576173j -0.00144306+0.0119029j 0.0074301-0.00499314j 2.77801e-05+0.0136917j 0.00196765-0.0204917j 0.0271833+0.00794917j 0.00523266+0.00596932j -0.0122152+0.0134385j -0.00576965-0.00837238j -0.000799218+0.00906969j -0.0172841-0.0132537j 0.0209826-0.00687938j -0.00163056-0.00137856j 0.00435361-0.0116293j 0.00113187-0.0060345j 0.00317433+0.00334423j -0.00148289+0.00739057j -0.00578729+0.00223084j 0.00658521-0.00432378j 0.0119846-0.00849479j -0.00343153+0.0124979j -0.00465748-0.0201271j 0.00646703-0.00448153j 0.00667119+0.00972643j 0.00941807-0.00294974j -0.0169092+0.00178613j 0.00949365+0.0130592j -0.0111984-0.0101545j -0.00534084+0.0135844j 0.0219472+0.00165232j -0.021068+0.00230518j -0.00173746-0.00343301j 0.0019078-0.0139612j -0.00098447-0.00890777j 0.0101411-0.0102492j 0.0113314+0.000264541j 0.0208157-0.00986547j -0.00505339-0.0228452j 0.00814999+0.00986633j 0.000730017+0.00674132j 0.0100145+0.0132448j -0.0209056-0.00154564j -0.00621331+0.00206515j 0.00252436-0.0130364j 0.00474698+0.0143395j 0.00505212+0.00136773j 0.00433752+0.0135834j -0.0101268-0.00150636j 0.00281823+0.00462232j -0.00383891+0.00169646j 0.000129933-0.000492242j 
0.00218336-0.00294538j -0.00138821+0.00546683j -0.00375186-0.00608106j -0.0118733-0.00171617j 0.00893987-0.00325805j 0.000111556-0.00266365j -0.00592942+0.0146292j 0.00270613-0.00213796j 0.0134288+0.0120244j 0.00269155-0.00602138j -0.0124014+0.00287891j -0.00400651+0.0104323j -0.00172067-0.00529075j 0.00988099+0.00672069j -0.000801227+0.00606226j -0.0067185-0.000629761j 0.00555027+0.000295593j 0.0079558-0.00107813j 0.00554714-0.00330991j 0.0210743-0.000251233j -0.00140091-0.00295752j -0.00593668-0.00723846j -0.00724594-0.00747252j -0.00302692+0.00480634j 0.0134269+0.00884957j -0.00745533+0.00517266j -0.00416485-0.00796766j 0.00201003-0.0137552j 0.00506671-0.00901043j 0.00896835+0.0131261j 0.00620426-0.00514753j 0.000168907-0.00401934j 0.0037084+0.00887812j -0.00826835-0.0104269j -0.00536308+0.00430247j 0.0133421+0.00569426j -0.00317778-0.0130199j -0.00977824-0.00320741j 0.00210775-0.0215188j 0.00679397+0.0265491j 0.0165663-0.0136561j -0.0124369+0.0137007j -0.0214074+0.0065557j -0.00874874-0.00261307j 0.00817329-0.00532614j 0.00191572-0.00619295j -0.017119+3.52972e-05j -0.010324+0.00845612j -0.000118308+0.00527327j 0.0147176+0.000139657j -0.00346039-0.00986329j 2.09424e-05-0.00988006j -5.71626e-05-0.00938161j 0.00619713-0.00878651j 0.00254405-0.00446294j -0.0128409+0.00518375j 0.00693659+0.0122659j 0.00461382-0.00593907j 0.000483695+0.00363298j -0.00761507-0.00722621j 0.000292707+0.000541411j -0.00224353-0.00427506j 0.0134042+0.00675296j 0.00043605-0.00190054j 0.001958+0.00161342j 0.00132292-0.013778j 0.000541671+0.0056366j -0.00800123-0.00150033j -0.000213018+0.00645873j -0.0016344-0.0031371j 
-0.00158782-0.00784661j 0.00394274+0.00347451j -0.0144231-0.00849493j -0.0152831+0.00964967j 0.0104425-0.0149586j 0.0161566+0.0253721j 0.011539+0.00987699j 0.00584644-0.0057087j -0.00486388-0.0209282j 0.00114867+0.00533129j -0.00242124-0.00606963j -0.0175847-0.00342246j -0.00751591+0.001332j 0.0115675-0.00167638j 0.00548825+0.0013387j -0.000672419+0.0129792j -0.00481577+0.00677833j 0.0112405+0.00767534j -0.00763517+0.000279085j -0.011551-0.0038427j -0.0115453-0.00762034j -0.0182781-0.00130262j -0.00844424+0.0113471j 0.00122392-0.0110158j 0.00652681+0.00795838j -0.0102397+0.0185952j -0.00127905-0.0193366j 0.00108947+0.00671423j -0.00522124+0.0110702j 0.00429008+0.00653274j 0.00189791-0.00611275j 0.00914206-0.0113891j -0.00954285-0.00401326j 0.00549063-5.08689e-05j -0.0125561-0.0110081j 0.00238154-0.00882853j -0.0072113+0.011205j -0.000646543+0.00680736j -0.0193133+0.00139038j -0.00602921-0.00492605j -0.00481029+0.0345428j -0.00833801-0.000660093j -0.00226702-0.00870386j -0.00189051-0.0072334j -0.00559543-0.00174049j 0.000167411+0.00739715j 0.00515027-0.00295864j -0.0100107-0.00291902j -0.0218039+0.00931284j -0.00656677-0.0049829j -0.00656786+0.000688415j -0.004394-0.00750763j 0.00838557+0.0122844j -0.00311511+0.00129244j 0.00168574+0.00513911j -0.0082701+0.000708349j 0.00767209-0.00179639j -0.0027259+0.00614986j 0.0161125+0.00186924j -0.00292633+0.000951706j 0.0196798-0.00875426j -0.00792091+0.0119717j -0.00298089+0.000164329j -0.00229385-0.00249658j 0.0109457+0.00306225j -0.0104352-0.0048998j -0.00244634+0.000438416j 0.00388254+0.00324752j -0.00243157+0.0046817j -0.00569712-0.0071716j 
-0.00875645-0.00586099j 0.0100273+0.0011471j -0.0202791-0.00286129j -0.0122306+0.0243395j 0.0145212-0.0345508j 0.0138248+0.0199601j 0.0233969+0.0181266j 0.0303613-0.00756918j -0.00306114+0.00128864j -0.032027-0.00371769j 0.0125338-0.00757009j -0.00680916-0.0226476j -0.0140609-0.0120325j 0.00529846-0.0166064j 0.00907161+0.00439977j -0.0257786+0.0265018j -0.00844911+0.0201672j 0.00110168+0.00969838j -0.0250979-0.00670835j 0.00188751+0.0175297j -0.0127696+0.00123631j 0.0261614-0.0176617j -0.00311734-5.25696e-05j 0.00699995-0.00355353j 0.0219416+0.0142308j 0.0140416+0.0171905j 0.0172845-0.0195271j -0.00463739-0.00642179j 9.59064e-05+3.65545e-05j 0.00751858-0.00344768j 0.00313649+0.00443653j 0.0232961-0.00193738j 0.0146558+0.016162j 0.00025016+0.00819907j -0.0138291-0.00537079j -0.00726104+0.00775024j 0.0124138+0.00865003j 0.0103978+0.0186497j 0.00883186+0.00832042j 0.00930093+0.0162267j -0.0101233+0.029508j 0.0228465-0.00059944j 0.00979786+0.00404116j -0.00182142+0.0328507j -0.0152921+0.000546192j -0.0042674+0.00637946j -0.0122519+0.00285166j 0.00546695+0.0194027j -0.0124594+0.0176597j 0.0179869+0.00160845j -0.00317017+0.0150392j -0.0178792-0.00664699j -0.00551928-0.0237043j -0.0150245+0.000788565j -0.00670617-0.0189608j -0.00940817-0.0134084j -0.00628281-0.0106378j 0.0045133+0.00994963j -0.00660415+0.0065513j -0.00909941-0.00598886j 0.00994722-0.00401626j 0.00399167+0.00256392j 0.00834227-0.00821805j 0.00817309+0.00291499j 0.00781829+0.0055081j -0.00229347+0.000627184j -0.00976187+0.00204944j 0.00306336+0.00186993j -0.00382148-0.000853718j -0.00387419-0.00572991j 
-0.000171672+0.000564261j 0.00801077-0.000304062j -0.00482388+0.003525j -0.00840428+0.00820164j 0.009919-0.00518444j 0.0105458+0.00862403j 0.000385861+0.0079735j -0.00755767-0.00285494j -0.0033908-0.00548563j 0.00126928+0.00967219j -0.00239621-0.0081533j 0.00339662-0.00448234j -0.00134962+0.00170918j 0.0035554-0.00120677j 0.00741959-0.00380761j 0.00329428-0.00611849j -0.00599665+0.00748401j 0.00694866-0.012812j -0.0168271-0.00357306j -0.0062876-0.00681701j 0.000956371-0.00972382j -0.00883667-0.00156286j -0.0134221+0.00857779j -0.020209+0.0041451j 0.00677066+0.0219643j 0.0110348-0.00150833j 0.000799146-0.0233066j -0.0197215+0.00554605j 1.59128e-05+0.0135008j 0.00320265+0.00629023j -0.00684656-0.00180451j 0.00337458+0.00471502j -0.000604823-0.0154348j 0.00579544-0.00237505j -0.00886402+0.00156908j 0.00872927-0.00933972j -0.00783738+0.000180927j 0.00331495-0.00711573j -0.00882597+0.00570968j 0.0024458+0.00552905j 0.00679199+0.009545j 0.0148673+0.00102584j 0.0052555+0.00204871j -0.00141202-0.0110492j 0.0107993+0.012119j 0.00843748-0.0091902j 0.0103147-0.00323686j -0.000526448+0.0170489j -0.0229242+2.2093e-05j -0.0135495+0.00231653j -0.0180728-0.00278781j -0.00237605+0.00120339j 0.0121446+0.021221j -0.00373809+0.0048885j 0.00965221-0.00468368j -0.0117853+0.0183988j -0.00544389-0.000214771j -0.00542612+0.00427876j 0.00504385+0.00391363j -0.0033099+0.000504215j 0.0170654-0.00287073j 0.00178993+0.00703377j -0.00899876+0.00359108j -0.00591998+0.00288007j 0.00150882+0.00926015j -0.00350741+0.007124j -0.00357646-0.000477541j 0.00837884+0.00153141j 0.00402733-0.000307119j -0.00223182+0.000753555j 
-0.000471704-0.00751679j -0.00201703-0.00655585j -0.0159112+0.00962495j 0.00176564+0.0168285j 0.00276191-0.0201305j 0.00544428-0.0149006j 0.0147435-0.00947652j 0.00990144-0.024107j -0.0155054-0.000232876j -0.000878161-0.0084432j 0.00568228-0.000337794j -0.00956398-0.00270624j 0.00677547+0.00514909j 0.00224295-0.0096216j 0.00888437+0.00418164j -0.0141611-0.00615155j -0.0147285+0.0116465j 0.0091007-0.00268794j -3.7829e-05-0.00189055j -0.00841134-0.00371162j 0.00414018-0.0071404j -0.000580138+0.00178954j -0.0115182-0.00915731j -0.00269535+0.00625346j -0.0200231+0.00452717j 0.00997793+0.0118248j 0.0201639+0.00507181j 0.00340945-0.00441785j 0.0139367-0.00667103j -0.00413656+0.0051082j 0.00385104+0.00819341j 0.000631399-0.00062895j 0.0109852+0.0146447j -0.00219654+0.00335453j -0.0112098-0.0112766j -0.00797151+0.000374722j -0.0025248-0.0026696j 0.000694705-0.00860977j -0.00390037+0.00395787j 0.0026846-0.0102809j 0.0155382-0.0263889j 0.018442-0.00682058j 0.0104767-0.0108706j 0.0121321-0.0123308j 0.00540015-0.0013518j -0.0143576-0.00389738j 0.00833782+0.0067055j -0.00554766-0.00874825j 0.00367225-0.00725885j 0.00244135+0.00188064j -0.00328729+0.00382499j -0.00330923+0.0136982j -0.0107462+0.0037175j -0.00578631-0.00476691j 0.015024-0.00701807j -0.00111547-0.000106111j 0.0049008+0.00311175j -0.00397213+0.0023154j -0.000891064-0.00515429j 0.00236545-0.00368189j 0.0051827-0.00748256j -0.00514262+0.00105649j 0.00403781+0.000186808j 0.000730604-0.000671876j -0.00099464-0.00484729j -0.0122664-0.00555881j 0.00067431-0.00428615j -0.00401832+0.0028892j -0.00464848-0.00376841j 0.000875403-0.00665663j 
0.00474062+0.00322043j -0.00159976-0.000536816j 0.0107409+0.000471016j -0.000395028-0.00504704j 0.00286188+0.0161541j -0.000205877-0.00419034j -0.0121354-0.00410956j -0.0129395+0.00538383j 0.00384841+0.0103447j 0.00176744+0.00217601j -0.000660927+0.00475821j 0.00837808+0.0141672j -0.000180982-0.0107001j 0.00159574+0.0147704j -0.00903115-0.00143486j -0.00580083-0.00478297j 0.000155199+0.000724973j 0.0130057-0.0085593j 0.0146291+0.000726961j 0.00913492+0.00266013j -0.00384909-0.00163574j -0.0164571-0.000591133j 0.00835934+0.00223452j -0.00358316-0.00918055j 0.0110491+0.00053773j -0.0115942+0.00273958j 0.0137418-0.00485427j 0.0130731-0.00369979j -0.00491816+0.00604432j -0.0123124-0.00330223j 0.00650582-0.00362246j -0.0105444-0.0182918j -0.0203518-0.00721835j -0.00884351+0.00655142j 0.00364895-0.0178221j 0.0156863-0.000910527j -0.00693715+0.00378224j 0.0034709+0.00197493j 0.00411164-0.00670542j -0.0148858+0.0116138j 0.0212352+0.00559273j -0.00778923+0.00588771j -0.00336935+0.00332607j -0.0116695+0.00911824j -0.0152294+0.00889397j -0.0146887+0.00229711j -0.0133661+0.00210454j -0.0190878-0.00835519j -0.0144089+0.00443708j 0.00709688+0.000520295j 0.0047809-0.00743161j -0.0128322-0.00231815j 0.003906+0.0040857j -0.00172317-0.00511413j 0.0106-0.00178838j -0.00852245+0.00731226j -0.0034169-0.00550894j 0.00222454-0.00986524j -0.00195346+0.0105194j -0.000921655-0.000674192j -0.00368132-0.00654006j -0.00077715-0.00686995j -0.00508664+0.00309254j -0.00351334+0.00575712j -0.00231556+0.00129374j 0.00197882+0.00283758j 0.00195006+0.000105582j 0.00584478-0.000294843j 0.00270111-0.00015141j 0.000915708+0.0036217j 
-0.000895766-0.00100523j -0.00482015-0.000521897j -0.00348857+0.00871293j 0.0146376-0.00170422j -0.00664392+0.00299343j -0.00259099+0.00125256j 0.00177112-0.00700982j 0.000905159-0.00942282j -0.00870868-0.0076999j -0.00385267+0.00643617j 0.00279694+0.00258681j -0.00867977-0.00211038j -0.00395768+0.00465912j -0.00343651+0.00530998j -0.000318316+0.0140768j -0.00990792-0.010881j -0.00164262-0.00790276j 0.00199305-0.00643653j 0.00811135+5.97743e-05j 0.00214852-0.00601481j 0.0045822-0.0152185j 0.00344767+0.00778457j -0.00980769-0.00183055j 0.00688464+0.0217341j 0.0114307+0.00301429j -0.000678044+0.00885311j -0.00674314+0.000938962j 0.00152689-0.00681416j 0.0168473-0.00699295j -0.00304446+0.000198646j -0.0071336-0.00730217j -0.00375173+0.00781829j 0.00642859-0.00584394j -0.0182366+0.00705384j 0.0017555+0.0132726j 0.00722173-0.0027011j -0.00302109-0.00446945j 0.00559569-0.00940083j -0.00300669-0.0169436j -0.0052068+0.0116076j 0.00898327-0.014108j -0.00593431+0.000309441j -0.00241848+0.0168438j 0.00418362+0.0104074j 0.00392561-0.0118425j -0.0142881-0.000766045j -0.014539+0.0150953j -0.00924144+0.00128216j -0.000568173-0.00660645j 0.000777685+0.00185104j -0.00069412+0.00861303j 0.00487555-0.000406492j 0.00932094+0.00321053j 0.00439074-0.00415571j 0.00763363-0.0049803j 0.0031179-0.00627263j 0.00122556-0.00925096j 0.00665292-0.00522288j 0.00864304-0.0123638j 0.00537494+0.00152833j -0.000952623-0.00614989j -0.00290287+0.000106756j 0.00162016+0.00694998j 0.00434147+0.0105031j -0.00244005-5.01818e-05j 0.00830886-0.00186981j -0.00613841-0.00501275j -0.0029995-0.00134408j -0.00231835+0.00086582j -0.000516316+0.000440748j 
0.00626744+0.00357188j 0.0050184+0.00418565j 0.017291-0.0115748j -0.0213423-0.00925203j 0.0178952+0.0147099j 0.00251557+0.014457j -0.0193098+0.0125286j -0.0140729+0.0219072j 0.0127835+0.00017093j 0.00494348+0.00587568j -0.00993288-0.00425319j 0.000202591+0.0112314j -0.00457547-0.00425901j 0.00979777+0.00771399j -0.0042395-0.0178869j 0.00442957+0.0127186j 0.00404181-0.00637686j 0.0032645-0.00745654j 0.00818844+0.00596193j 0.00450023+0.00927425j -0.00550081-0.00187707j -0.0193573-0.00578654j -0.00307362+0.0123165j -0.0146797-0.0183574j 0.00541753+0.00273099j 0.00834435-0.000313418j 0.0111695+0.0038239j -0.0157014+3.58531e-05j 0.0123324+0.0122413j 0.0172732+0.0305944j 0.0168818-0.00717403j 0.00994043-0.00606455j 0.00942145-0.000730249j -0.00186084-0.00717929j -0.00250165+0.00298802j 0.00175258+0.0110228j 0.00464002+0.00588883j 0.0284688-0.00593768j 0.00619018-0.0063325j -0.0118119-0.00641526j 0.0120376-0.0109288j 0.0109737+0.0033894j 0.00649828-0.00710351j 0.015523-0.0176267j -0.0111859+0.0158619j -0.00432567-0.000372589j -6.04733e-05-0.00890522j 0.00270512+0.00940208j -0.0135091-4.56653e-05j -0.00114455+0.00931561j -0.000443606+0.000415973j 0.00139561-0.0134089j 0.0146545-0.00211516j -0.00553773-0.00705575j -0.0103167+0.0033032j 0.00334936-0.000567512j 0.00205499+0.00227174j 0.00039972-0.00760376j 0.0021691+0.014906j -0.00812074-0.00218496j 0.00889379-0.000750335j 0.00310567+0.0025709j -0.00872591+0.00299286j -0.0014186-0.00387532j 0.00810285+0.000639645j 0.00668831+0.00474693j 0.00173473+0.00109149j 0.0070939-0.000908516j 0.00559831+0.00373829j -0.00175423+0.0030818j 
-0.00663495-0.00102015j -0.00652642+0.000495899j -0.007748+0.000322701j 0.0171297-0.000376108j -0.0253101-0.00585951j -0.00204551-5.3988e-06j 0.0138656-0.00894203j 0.0039488-0.00796126j -0.000525599-0.00802282j 0.00236591+0.00258843j 0.00748099+0.00343236j -0.00748897-0.00759705j -0.00207435+0.00199784j 0.0060738+0.000571062j -0.00491325+0.0239289j 0.00515143+1.80642e-05j 0.00310744-0.00707371j -0.0149759+0.00435406j -0.00349098+0.006863j 0.00912884-0.00641677j 0.0116929+0.00867151j 0.0104191-0.00191193j -0.0109177+0.0150596j 0.0201329+0.0109727j 0.00810754-0.000683457j -0.0279249-0.00239843j -0.0136693+0.00981363j 0.00363176+0.00574014j 0.0177338-0.00592553j 0.00391924+0.00960263j -0.0249697+0.00899018j -0.00247558+0.0181647j 0.00235874+0.00277147j -0.00669792-0.0112886j 0.0194854+0.0133242j -0.00356411-0.00678269j -0.000775126-0.0117752j -0.00308031+0.0077674j 0.00597163-0.0183557j -0.0018721-0.00651614j -0.00722256-0.000734122j -0.00674466+0.00373848j 0.0079237+0.00502067j 0.00896581+0.0116267j -0.00882401-0.027746j 0.0139967+0.000331163j -0.00709753-0.010526j 0.0103189-0.00449865j 0.00751741-0.00393617j -0.00276493+0.00332983j -0.0040596-0.00470353j 0.00582549-0.00414405j -0.00677235-0.00662176j 0.00848727+0.00221922j -0.00493409+0.0033959j 0.0020843-0.00192709j -0.000102939-0.00387649j 0.00614875+0.00275904j 0.00619293-0.0109327j 0.00670749+0.00098787j -0.00301887+0.00181737j -0.00939608+0.00636844j 0.0106009-0.00901321j -0.00402856+0.00434728j 0.000737325-0.00983676j -4.43233e-05+0.000731526j -0.00288332-0.000255301j -0.00491249+0.00337226j -0.00613354-0.00127279j 0.000578398-0.0017464j 
