0.00791124+0.0102662j 0.0165093-0.0236732j 0.00485937+0.010883j -0.00479554+0.0203507j -0.0396157-0.0119057j 0.0252724-0.0224178j 0.0196095-0.00133689j -0.0146077-0.025348j 0.00364831+0.00358393j 0.006836-0.00823263j -0.0205363+0.0132468j 0.0079205+0.0307655j 0.00955457-0.0139061j 0.0081197-0.025751j 0.00885986-0.00974402j 0.0267954+0.0198629j -0.00718235-0.0186171j 0.0235552+0.0101474j -0.00801411-0.0105806j -0.00173349-0.00191851j 0.00350829+0.00745643j -0.0204662+0.0122398j -0.00443193-0.00395534j 0.0049015-0.00773701j -0.0094408-0.00380585j 0.00165244-0.00760622j 0.0168111-0.0196087j -0.020849+0.00970588j 0.0137519+0.0231165j -0.0124833+0.00807484j -0.00480222+0.00718306j 0.00546452+0.0195152j -0.0315123-0.00729016j -0.000659972-0.022697j -0.00664711-0.0387656j -0.00529396-0.0273085j 0.00717531+0.00447913j 0.00551536-0.00204254j 0.0167146-0.0350695j 0.0319634+0.0112404j -0.0179258+0.00110991j 0.0149647-0.00766858j 0.0118284-0.0157408j 0.0138493+0.0113389j 0.0344974+0.0437829j -0.0163246-0.00772144j 0.0617678-0.02502j 0.0137993-0.0258043j -0.0247534+0.00789576j 0.012314+0.00168483j 0.00930741-0.0272472j -0.0315056-0.00790352j 0.013812+0.0277085j -0.0261766+0.00404935j 0.021367+0.00814616j 0.0119035+0.0267936j 0.016483-0.0185598j 0.00716905-0.0169832j -0.0178291+0.0194113j -0.0186403+0.022334j 0.00651346+0.00240084j 0.0305297-0.00331797j -0.029122-0.0665696j -0.0608157-0.0446908j -0.0166343-0.056222j -0.0827605+0.0501682j 0.05024-0.0360603j 0.0447035+0.0212946j 0.0148374-0.013776j -0.00567441+0.0157422j 
0.0027346-0.00183077j 0.0235816-0.00844123j 0.00680061+0.0307806j -0.0666274+0.0132752j 0.0325158-0.0824503j 0.0177193-0.00521436j -0.0579831+0.0343776j -0.0527398-0.0798788j -0.000159278+0.0314704j 0.184969-0.0321876j 0.00660164+0.0806846j -0.103904-0.00939199j 0.11992-0.0993535j 0.116601-0.0689866j 0.0453063-0.0557459j 0.127739-0.0352242j -0.0570352-0.0171388j 0.0951709-0.0243405j -0.136407-0.00791263j 0.0400505+0.038904j -0.0283584+0.0763319j -0.0701202+0.00731422j -0.0281963-0.0960346j -0.107603+0.058626j -0.0623174-0.0221559j 0.0183635-0.114518j 0.0541291+0.00810957j 0.028623+0.00572044j 0.17128-0.000471639j 0.090719+0.0758884j -0.103378+0.157795j -0.0695572+0.0604114j 0.0182309+0.0609842j -5.81692e-05+0.112874j -0.0201479+0.00710743j -0.00549797+0.0229564j -0.133504+0.0377959j -0.040548+0.0120314j 0.030308+0.0413115j -0.0100686-0.00365115j -0.0853975+0.154676j -0.0512889-0.0115522j 0.0690395-0.0410648j 0.0410703-0.105179j -0.106656-0.0667003j 0.107409+0.0529901j -0.0168643+0.0625183j -0.0733435+0.107564j -0.109349-0.129059j 0.0719216-0.0418866j -0.0897522+0.0841967j 0.0835042+0.0915845j -0.0897183+0.0710814j 0.0613121-0.0972427j -0.145783-0.16643j -0.0199696+0.0513887j 0.0861699-0.00979744j -0.0851904+0.0494854j 0.0670047+0.0824599j -0.0759548-0.105461j 0.274423-0.104997j -0.0819722+0.0163909j -0.0516234+0.132629j -0.0245579-0.0293373j 0.0581866-0.0257437j 0.0252483-0.0400215j 0.0240567+0.0240155j 0.0153502-0.0269921j 0.0236052-0.0171515j 0.00443047+0.00649018j 
0.0023917-0.00019626j 0.026763+0.0166629j 0.0682015-0.00178843j -0.0303813-0.0131335j 0.0122114+0.0783887j 0.0338128+0.0541911j 0.0183188+0.0749912j -0.0932372+0.0645638j -0.00910415-0.0708668j 0.0526786+0.0721712j -0.0172096-0.0925582j 0.0506944-0.0487584j 0.0323078+0.00198748j 0.0644405+0.0995191j 0.0452011+0.0491337j 0.0163415+0.068205j 0.0171294+0.0179051j 0.00750564-0.057672j -0.0959812+0.131272j -0.0250071-0.0859188j -0.0828803-0.119119j -0.0871889+0.035567j -0.0130845+0.140132j -0.0739336+0.0299586j 0.0639833+0.0422748j 0.0486308-0.105745j 0.124798-0.126614j 0.163327+0.242169j -0.211333-0.0124201j 0.0751134+0.054135j 0.0902327-0.125206j 0.0219253+0.0249667j -0.135389-0.180833j -0.08071-0.0953487j -0.0507131-0.0683807j 0.0490196+0.00633866j 0.0883882-0.00120608j 0.102007+0.0199227j 0.107893+0.0567229j -0.172084+0.0295537j 0.162009+0.0250782j -0.0319706-0.0542605j 0.126007-0.0064157j 0.0628042+0.115086j 0.0320716+0.0444815j -0.0104906+0.135248j 0.105936+0.0252109j -0.177634+0.0712755j -0.119042-0.0677566j -0.041941-0.0371242j -0.0683304-0.0533355j 0.0018851-0.0337609j 0.142879-0.122528j -0.0700427+0.0162451j -0.0861552+0.168443j 0.0587788+0.208143j -0.122829-0.0507198j -0.130454-0.0116862j 0.0442695-0.0389601j 0.00303806+0.0773121j 0.0292394+0.0246658j -0.0403134+0.0207308j -0.0489043+0.00521969j 0.0340092+0.0109262j 0.0223604+0.0352578j -0.0628898+0.010694j 0.02779+0.00843903j 0.0514832-0.00285805j 0.0270952+0.0171415j -0.0219469+0.0026046j 
0.00488625-0.00274929j -0.00574076-0.0147509j -0.0171638+0.0130406j -0.0631819+0.0162575j 0.0501661-0.0607589j 0.0382942-0.0549671j 0.0157878+0.0464089j -0.0226224-0.0770465j 0.0226477+0.108465j -0.0850155+0.00746869j 0.0156845+0.0189752j -0.0479557+0.0673865j -0.0908962-0.0565457j 0.155621-0.0107235j -0.0507207+0.200769j -0.135878-0.0301165j -0.142229+0.0672645j 0.0156556-0.0576571j 0.023419-0.143579j 0.0580556-0.0189983j -0.0316344-0.0471201j 0.078498-0.124089j 0.108742-0.0697562j 0.0590591-0.0724254j 0.0788851+0.00578152j -0.0204374-0.0356641j 0.177447-0.219721j -0.0409831-0.0395804j 0.00386539+0.0140961j 0.114261-0.0488292j 0.0980337+0.0579923j 0.131802-0.174688j 0.0865572-0.0147271j 0.0269345-0.023473j -0.0876182-0.0601685j -0.147214-0.0158775j 0.00462622+0.0663133j -0.0654012+0.0826883j -0.0306477-0.0229408j 0.0924042+0.083415j 0.2464-0.0465935j -0.00647803+0.0134105j -0.0795129+0.178003j 0.0705322+0.0681545j -0.0582969-0.125583j -0.113591-0.0343765j -0.0459097-0.102886j 0.0698224+0.165658j -0.139673+0.0362555j 0.000683003+0.0455855j -0.0304478-0.0454009j -0.180249+0.00949957j -0.0772235-0.155506j -0.0791968-0.119515j 0.13116-0.104193j -0.17675+0.14672j -0.063168+0.0242786j 0.0480618-0.0347015j -0.00404838+0.167917j -0.0459725-0.068451j 0.023259-0.0539837j 0.0648049-0.0516541j 0.0215181+0.0469597j -0.00688769+0.0421351j -0.0110583+0.0330427j -0.016496-0.0120697j -0.0437926-0.0315242j -0.0300937+0.00554452j -0.0261284-0.0144322j 0.00886867-0.0100889j 
-0.0340288+0.0361063j 0.019918+0.0341808j -0.0176003+0.00954245j -0.00166477+0.0288913j -0.0836234-0.00250312j 0.0157319+0.0454356j -0.0041996+0.0588638j 0.0234352+0.00221792j 0.0726953+0.044274j 0.0156143+0.0918796j -0.0663463+0.146657j 0.123594+0.0305419j -0.0049214-0.0482359j 0.120325-0.048367j -0.146669-0.0909264j 0.0158566-0.143686j 0.0242431-0.0731489j -0.0674318+0.00359659j -0.0700243+0.0108239j 0.050188-0.0213871j 0.00239921+0.0867779j -0.0614687-0.0146726j 0.163418-0.0943647j 0.095207+0.119772j 0.0316628+0.0056065j -0.0497255+0.0453241j -0.0658514+0.119961j 0.014306-0.0343368j 0.012175+0.0974191j 0.0442976-0.0148083j 0.0382674-0.0121689j 0.0229493-0.0243578j -0.00889669-0.103298j -0.0934551-0.064356j 0.177539-0.0688132j -0.00502035+0.020918j -0.0240013-0.0973224j -0.0443108+0.0188762j 0.129573-0.074295j -0.0915335-0.0596185j -0.108455-0.0492799j -0.165563-0.00167983j 0.111698+0.137665j 0.00310103+0.152482j 0.0160839+0.12381j 0.0313331+0.046615j -0.0429081+0.0973925j 0.0984118+0.201662j 0.0139873+0.0999916j -0.116672+0.113044j 0.084923-0.118565j 0.0571962-0.157499j 0.114584+0.0437056j 0.00964488+0.0235391j 0.000535561-0.0805501j -0.0850442+0.0502494j 0.119941+0.0702161j -0.0301535-0.0698146j -0.0115052+0.00164268j 0.00539279-0.112312j -0.00478652+0.000309444j 0.0310552-0.0794375j 0.00445204+0.0383775j -0.00991762-0.00702914j 0.00353158+0.0141331j -0.0208375-0.00291054j 0.0212019+0.0474884j 0.00819465-0.0158963j 0.023612+0.0069982j 0.000878887+0.0343401j 
-0.00714151-0.00945195j -0.00173508-0.0108679j -0.0361843-0.00118797j -0.0406066+0.032762j -0.0309823-0.111198j 0.0384533+0.0517483j -0.0294507+0.0232486j 0.0844168-0.0291004j -0.136376-0.0326236j 0.0389079-0.0297425j -0.0419458+0.0485052j -0.0516972-0.0316911j 0.0017621+0.142605j 0.0126848-0.0595434j 0.139704+0.105566j 0.14478-0.0671523j -0.150299-0.0101795j -0.153769-0.0688493j -0.100298+0.0136017j -0.0803539-0.0818821j -0.114818-0.0916777j 0.154756+0.127715j -0.110118+0.143811j 0.0763186+0.018318j -0.221316-0.00607968j -0.0643083+0.189992j -0.0368026-0.204198j -0.145583+0.120387j -0.0102136+0.0348898j 0.126947+0.0939379j -0.0051162+0.099963j 0.0698831+0.0594399j 0.113938+0.0587336j -0.0588728+0.0567384j -0.0203339-0.0463479j 0.0913873-0.0230689j 0.0418918-0.126058j -0.0154891+0.143363j 0.108278+0.0957822j -0.0296227-0.0999197j -0.0174234+0.0147547j -0.152662-0.0463417j -0.0552818+0.0329673j 0.0222833+0.134752j 0.0359156+0.0853198j 0.0937739-0.169642j 0.0866617-0.0053817j -0.0312693-0.0410918j 0.0466353-0.0136893j -0.014199+0.137771j 0.0750099-0.00681932j -0.0141906+0.0931533j 0.0508086+0.0331665j -0.0234159+0.00549051j -0.0735765-0.0356144j 0.0671411+0.0086007j -0.044192+0.0365729j -0.0639189-0.0206567j 0.0536477-0.0339402j 0.072991-0.022526j 0.111252+0.0962737j 0.0205812+0.0292685j 0.0185617+0.0117985j -0.0292647+0.0697336j -0.0715798+0.0207375j 0.00600788-0.0274528j -0.0567431-0.0293259j -0.0248312-0.0075593j -0.0303216+0.00429674j -0.00383834-0.0271925j 
0.00904375-0.00445931j -0.0209327-0.0172907j 0.00737812-0.0395225j 0.0731514-0.0361874j -0.0847992+0.0944964j -0.0370764+0.0870028j -0.0611143-0.0890101j 0.00789752+0.028159j 0.0286564-0.106153j 0.100745-0.00886429j -0.0298321+0.0205148j -0.0224049+0.0448458j -0.123211-0.0144493j 0.102638-0.122046j 0.0199863+0.168871j -0.0425859-0.121413j 0.0765534-0.13328j -0.025817-0.10963j -0.0287556+0.0865656j -0.000821889+0.136244j 0.0886945+0.111523j -0.0569721-0.109467j 0.0934623+0.0718447j -0.00505134-0.075538j -0.0671737-0.147022j 0.0904143-0.0732563j 0.0742267-0.0900097j -0.0650245-0.0307703j -0.0307733+0.0168921j 0.122014+0.0364984j 0.0905406-0.0523572j -0.0631545+0.100649j 0.0525193+0.000453353j -0.168736+0.101172j 0.0711979+0.0193428j -0.055997-0.0761333j 0.158322+0.0875997j -0.0186788+0.0389073j -0.132834-0.12925j -0.149518-0.239519j -0.10768+0.0501765j -0.198828+0.0617478j -0.190433+0.150714j 0.246334+0.0600486j -0.0512616-0.120158j -0.040291+0.0934055j 0.0440183-0.0194837j -0.0768925+0.0440092j 0.0917459-0.0144715j -0.0858227+0.0922303j 0.00241864+0.0606338j -0.0370563-0.126621j -0.0283678+0.0701812j 0.0499928-0.00217246j -0.0773354+0.0775055j 0.0321216-0.00710934j -0.00826519-0.00470401j 0.0584486-0.00826013j 0.0397684-0.0161896j -0.0118407-0.00108394j -0.0368861-0.00954534j -0.0142566-0.0108873j 0.012946+0.0207933j -0.0424988-0.0505048j 0.0232572-0.0191592j -0.0108585-0.0199638j 0.0405739+0.00223268j -0.0256529-0.0168075j 0.00158343-0.0172337j 0.00758379+0.00845926j 
-0.0244144-0.0122144j -0.0358033+0.0266787j -0.0584225-0.00158018j 0.0682056-0.0600841j -0.165039-0.00714927j 0.000853391-0.00914018j 0.023277+0.0670639j -0.0406338-1.14074e-06j 0.0770589-0.0346143j 0.0490199+0.0410888j 0.0141077-0.0801578j -0.0361359-0.0129473j -0.0101065-0.0638086j 0.0439341+0.17418j -0.012869+0.10107j 0.0372238+0.109852j -0.00560169-0.0632723j -0.0994582+0.0600925j -0.0641571-0.0203452j 0.0706515-0.147541j 0.00594231-0.0197942j -0.0205605+0.0341505j 0.1166-0.0223338j 0.0424719+0.0244279j 0.116287-0.0094985j -0.127012+0.0591809j -0.159356+0.048209j -0.0193178-0.00755429j 0.121884+0.00742346j 0.10705+0.0894115j -0.0154773-0.0249701j 0.135203-0.0456197j -0.018048-0.094182j 0.0436105-0.189101j 0.0272927-0.125217j -0.138825+0.0365763j -0.0680962-0.0179497j -0.158971+0.0680171j 0.0593219+0.00552779j -0.0528959+0.0914178j -0.0444395+0.0816328j -0.080384-0.0730584j 0.0566122+0.0595047j 0.123058-0.0318879j 0.0024519-0.0694177j 0.0361999+0.0758889j -0.0699802-0.0806696j -0.00517766+0.0240697j -0.0254013+0.0176733j -0.0385595-0.0675163j -0.0445492-0.122604j 0.112697-0.10674j -0.0617804-0.0645424j -0.0237277-0.0933802j 0.00141076+0.0714913j 0.0331333-0.0836583j -0.0272395-0.0296529j 0.0813604+0.0116939j 0.142986-0.0379677j -0.0191805+0.0926457j 0.0410082+0.0109506j -0.0430533+0.0881921j 0.0406775-0.013509j -0.0310129-0.0094985j 0.000218796-0.0457841j 0.0545824-0.00930756j -0.0402154-0.0224376j -0.0248766+0.0326056j -0.0259637+0.0102814j -0.00187051-0.0151895j 
0.000418645-0.0105693j -0.0291319-0.0126333j -0.0424622+0.00531301j 0.0444594-0.0332491j -0.0979465-0.041707j -0.0194095-0.0558631j -0.0165253-0.0274054j -0.0375833-0.0573918j -0.0295946+0.0237701j 0.0947954-0.0283634j -0.0380308-0.00516086j -0.0656124+0.093525j 0.061151+0.0507178j -0.0170698+0.115746j 0.0256943-0.0229206j 0.0235312-0.0409176j -0.0436812-0.0771284j -0.135732+0.166962j -0.00903521-0.0607331j -0.0366252-0.0189928j -0.0657624-0.149245j -0.0541045+0.0957136j 0.0583143-0.109817j 0.116776+0.0476215j -0.121562-0.0104606j -0.199802+0.0867151j -0.0333577-0.0694565j 0.0380096+0.0278917j 0.0436044-0.0790812j -0.0877276+0.0817775j 0.00431184-0.167298j -0.036835+0.0647814j 0.0965696+0.079266j -0.104463-0.0189837j -0.0539319-0.0451548j -0.0974216-0.0742667j 0.054276+0.0745235j -0.0408855-0.00648617j -0.0479361-0.0807836j 0.0313458+0.00405585j -0.0240192-0.00771521j -0.0827235-0.0371509j 0.0783412+0.00919893j 0.00361597+0.0125996j -0.034647+0.0222171j -0.118468-0.0195468j -0.0464393-0.053296j 0.0762305+0.0399012j 0.0386374-0.0464124j 0.0783843-0.0964638j 0.0670102+0.0969571j 0.067768+0.0117325j -0.0253324-0.0200341j 0.0491746+0.0130268j 0.000735412+0.0417543j -0.0650654-0.0494132j -0.019608-0.0799463j -0.0246111-0.0611764j 0.0946247-0.0367106j 0.0728637+0.0338013j 0.00861908-0.0269675j 0.0392295-0.0158628j -0.0286045+0.0336523j 0.00789616-0.047167j -0.00753134+0.0483987j 0.0347482-0.0568238j -0.0125971-0.030873j -0.0459582-0.0188513j -0.0252789-0.0272283j 0.0215008-0.00447549j 
-0.0160107-0.00111404j 0.0095025-0.0243077j -0.0184884-0.053391j -0.0704626+0.00222046j 0.0185106-0.0929373j 0.0192435+0.119141j -0.0031594+0.0954933j 0.146563+0.153731j 0.0357234-0.040196j -0.208078-0.0955306j -0.0228341-0.0217999j 0.0432028-0.132467j -0.0654411-0.0588303j 0.0325537-0.164006j 0.0830369-0.0135938j -0.00192261+0.172491j 0.0270635-0.0107788j 0.0276918+0.109497j -0.144233-0.112531j 0.0211949+0.12826j -0.0349513+0.0720899j 0.0810714-0.0736012j 0.0387995+0.195212j 0.00634587-0.0615618j 0.00464518-0.0163307j 0.169968+0.0674536j -0.0520726+0.0598286j -0.145798+0.0865144j -0.0379878+0.111944j 0.022017-0.0481389j -0.0118964+0.0866144j 0.0291548+0.0357145j 0.0338912-0.0163605j 0.0840537+0.0626721j 0.0570176-0.002617j 0.032613+0.0194118j -0.00363844+0.116702j 0.0447694-0.0195802j 0.0695221-0.0839412j 0.0571942+0.106227j -0.0965487+0.0311701j -0.0488973-0.0648787j 0.0653272-0.0180171j 0.132786+0.098353j -0.0270073+0.0479821j 0.0186762-0.00553405j -0.0116124+0.0195239j 0.0631798+0.0201928j 0.0352563-0.00423668j -0.0775196+0.0539031j 0.0409866+0.0526575j -0.113406-0.00639631j 0.0116653+0.0721528j -0.0716899-0.00256184j 0.0213766+0.00802953j -0.0153608-0.00353279j 0.0136142-0.135201j 0.0163009+0.0431741j -0.0766393+0.0490525j 0.00225251+0.0448798j 0.0132123-0.0348145j 0.0149016+0.0496954j -0.0140251-0.0450923j 0.0365199-0.0168734j -0.0151584+0.00414375j 0.0140744+0.095383j -0.0635428-0.0306516j 0.0477059+0.0221584j -0.0314081-0.0193596j -0.0306083-0.00842034j 
0.0154134-0.0228969j -0.0171332-0.0237498j -0.000715815-0.00042731j -0.0203293-0.078603j 0.0127483+0.0196219j -0.0881877-0.00510851j -0.101167+0.0324006j -0.0738634+0.119451j 0.108801+0.083925j -0.0601287-0.197289j -0.0366384+0.0193166j 0.151452+0.110305j 0.109599-0.0836395j 0.0980407+0.0514204j 0.152226-0.103043j -0.00627379+0.04668j -0.0235843+0.00537524j 0.0253665+0.136714j 0.0744218-0.103556j 0.165417+0.0127724j -0.0963974+0.0221726j -0.00383497-0.0107958j 0.223197+0.0667684j -0.0686681+0.0596196j -0.140478-0.253078j -0.0632151-0.161344j 0.021509+0.0577164j -0.14738+0.191692j 0.0730727+0.0128844j -0.0359139-0.0181007j 0.133445-0.0462796j -0.0284961+0.0646515j -0.0642486+0.0694432j 0.0331732+0.04398j -0.00665478-0.146511j 0.0553084+0.000769981j 0.0262+0.0406811j -0.0656211+0.0872064j 0.0555849-0.0820351j 0.143001+0.0294009j 0.0126796-0.0400924j -0.0115725-0.0111607j 0.00438293-0.039717j 0.0574733-0.00796354j 0.0953683+0.00165281j 0.0224421-0.0169046j -0.0844942-0.17682j -0.0202208-0.0916152j 0.0711302-0.048515j 0.0878218-0.0765939j 0.00194069-0.00826245j -0.00205179-0.0254157j -0.00399293+0.0474989j 0.0235728+0.000402689j -0.000300212+0.0203118j -0.0160965+0.0356641j -0.0589472+0.0705247j 0.0349609+0.0330539j -0.0206336+0.00906908j -0.0254809-0.0172476j -0.0685752+0.0245066j -0.0394279+0.0011473j 0.0286544-0.00913952j -0.00533708-0.0198532j 0.00703412-0.0181451j -0.0527516-0.0216349j 0.0297581+0.0182655j 0.0114014+0.0033102j 0.0115362+0.00908048j -0.0108413-0.00391518j 
-0.0306872+0.00896129j -0.0127358+0.0187054j -0.0677224-0.00272642j 0.0488891+0.031538j -0.0912864-0.065026j -0.00821954-0.0546949j 0.0813187-0.0409092j 0.0765799-0.027584j 0.0245606+0.0249328j -0.0525004+0.0210741j 0.0738649+0.0222845j -0.000269464-0.096176j 0.00860006+0.0293282j -0.076522-0.0141337j -0.087611+0.0468544j 0.00188598-0.0381311j -0.00711374+0.067851j -0.0271786+0.0101869j -0.0410221+0.110338j 0.0338157-0.0821187j -0.0219395-0.00463566j 0.082959+0.0357547j 0.000210221+0.0278713j 0.10334+0.0607163j 0.0523339-0.031222j -0.0319484+0.0684926j 0.0375817+0.0876937j 0.0356811-0.0351015j -0.0417913+0.0071798j -0.0382567-0.0750438j -0.000219544-0.00469309j 0.029979+0.0231433j 0.00233435-0.0454487j 0.005389+0.020982j 0.042662-0.0281626j 0.054059+0.0219842j -0.0478183-0.0969845j -0.0711273+0.0497065j 0.050831+0.0307972j -0.054712+0.043911j 0.0526555-0.0247941j 0.0073628-0.0471442j 0.0491041+0.0334174j 0.00647781+0.0209303j -0.0935395-0.0746258j 0.110606+0.0257577j -0.0865216+0.0888131j -0.0377471+0.0405019j 0.120237-0.0520726j -0.00463144-0.0376345j -0.0426204-0.00185443j -0.01168-0.028832j -0.0563086-0.052527j 0.0410174+0.0727163j -0.00485687-0.0816866j -0.0177111-0.0142276j -0.0617958-0.024035j -0.00558831+0.110075j 0.019566-0.0539332j 0.0277195-0.0284346j -0.0567443+0.041647j -0.0409394-0.0229374j 0.0599785+0.000930646j 0.013554+0.0404021j -0.035442+0.0412741j 0.0104663-0.0274796j -0.0424725+0.0167411j -0.0251091-0.0159097j -0.024535+0.00383625j 0.0138182+0.0102369j 
-0.00613844+0.0288093j 0.00944055-0.0225271j -0.0216283+0.0242467j 0.0200468+0.00730396j -0.122299+0.0203624j -0.0222979-0.0800689j 0.00236862-0.0856256j -0.0954396-0.0955297j 0.00480747+0.0585282j 0.0518101-0.0296477j -0.00185261+0.040315j 0.0251559+0.0584678j 0.0867571-0.0315128j 0.0227562+0.0158975j 0.00713903-0.00865708j 0.06026-0.0276589j -0.0446082-0.0126813j 0.021041-0.0139501j -0.0153434-0.0355238j 0.0337565-0.025487j 0.0328763-0.0510399j -0.055473+0.0448883j 0.0452923-0.0964369j 0.0534535+0.0583452j -0.0569356-0.0353611j -0.0941439-0.0870067j 0.0634595+0.00566337j 0.0151313-0.0235688j 0.0722902+0.0188285j -0.0056375-0.0003665j -0.045361-0.0116589j -0.0060759+0.0508864j -0.0683661-0.0231795j -0.0379731-0.00278259j 0.0666108-0.0986722j -0.00240026-0.0573497j -0.0628611-0.0172077j 0.0151395+0.0275727j 0.0650276-0.0254259j 0.0507913+0.0376218j 0.0199045-0.0133857j -0.0239332-0.0224132j 0.0599937+0.00276387j 0.0143929+0.0424397j 0.000254232+0.128672j 0.00978648-0.0211533j 0.0669209-0.00124499j 0.0671543+0.028983j -0.041242-0.0276755j 0.0248907-0.0211323j 0.0489002-0.0386608j -0.0183829+0.0152805j -0.0227196+0.0745166j -0.0441941-0.0294638j -0.00723814-0.0633371j -0.0239532+0.0846223j -0.014043-0.0510458j -0.000381467-0.0202243j -0.0498548+0.0196073j -0.0176857-0.0140438j 0.0281801-0.0110552j 0.0100168-0.00687357j -0.104556-0.042782j -0.116865+0.013327j -0.0658847-0.0202912j -0.0413334+0.114557j 0.00478502-0.0414621j 0.0355936-0.0214098j -0.0170636-0.0489302j -0.007517+0.0182009j 
0.0108519-0.0262848j 0.0137585-0.0215615j 0.00622211-0.0156557j -0.0473447+0.0268227j 0.0300376-0.131784j 0.0877837-0.0126759j 0.0809487+0.0723463j 0.0655158-0.0628452j -0.0347517-0.000230995j 0.0368289+0.0223504j -0.0176754+0.0160659j -0.0623474+0.0276429j 0.0211176+0.0178804j 0.0597371-0.0243326j 0.000334514+0.011762j 0.00557502+0.0268847j -0.043556-0.00151473j 0.026088+0.0409828j -0.0239425-0.0238888j -0.0371757-0.0367975j -0.0599122-0.0128382j 0.00536821+0.0117312j -0.0590382-0.00834622j 0.0601396-0.0267172j -0.00501178+0.0456245j 0.0152637+0.0894658j 0.0151843-0.0871533j -0.0112453+0.0744104j 0.00428362+0.00622831j 0.0300967+0.0442111j 0.0379465+0.0154571j 0.0194383-0.024166j 0.0332779+0.0198466j 0.0482235-0.0356807j -0.113867-0.026931j -0.00685106-0.0438877j 0.0643047-0.0158407j -0.0321284+0.0488629j 0.000985157-0.0109914j 0.0717426-0.0222422j 0.0168151+0.0261989j 0.0125628+0.017068j -0.0344207-0.103278j 0.0113234-0.0153739j 0.0695054-0.0270189j -0.031984-0.0116423j 0.0516975-0.0505302j 0.0066166-0.0408462j -0.0131539+0.0342992j 0.100627+0.0469104j -0.011032-0.0289004j 0.0249525+0.00423245j 0.0209832-0.0870564j -0.0358726-0.00887218j 0.038117+0.0551298j 0.0224899+0.0794788j 0.0590283+0.0219998j -0.0036863-0.0240915j 0.0227349+0.00967173j -0.0252395-0.00511844j 0.00785323+0.000247841j 0.0211278+0.00825371j 0.047575-0.0638016j -0.0122299-0.11664j 0.0365386-0.0607572j -0.124949-0.0698123j 0.07243-0.00567899j 0.0112236+0.0260796j 0.015091-0.00167471j -0.0275168-0.0553411j 
-0.0142966+0.00103818j 0.00783317-0.0181769j -0.0352051-0.0115598j -0.0042129+0.0298397j -0.0818212-0.0895523j 0.0347199-0.0388162j 0.0684442-0.0349071j 0.0543539-0.0665158j -0.00215139+0.0186267j 0.00221704-0.00643236j -0.00834469+0.0254478j -0.0321014+0.0112589j 0.00338078+0.00496515j -0.0165563-0.0699532j -0.0142547+0.00984313j 0.0179302+0.000815695j -0.017328-0.0215578j -0.00373305+0.0568672j -0.0179353+0.0443652j -0.0393539-0.0371425j -0.00551842+0.0107956j -0.0251115+0.0148369j -0.0557614+0.012937j 0.0660866-0.0141234j 0.0179542-0.00990227j -0.0135928+0.103493j 0.0217527-0.0343797j -0.0750201-0.0473669j -0.0163602+0.0427944j -0.0722431-0.0104774j -0.0401678+0.0439583j 0.0744062+0.0645344j 0.00561566-0.00704345j 0.0036236-0.0282473j -0.034207-0.0980471j 0.002653-0.0230081j 0.00348118-0.0417622j -0.0402295+0.037204j 0.0211524-0.0534016j 0.0370724+0.00566046j -0.0483932-0.00335564j 0.0158822-0.0715921j 0.0313784-0.019173j 0.0164325-0.0139323j 0.017102+0.0373924j -0.00224038-0.0187336j 0.0692396-0.0151764j 0.0120767-0.00397382j 0.0231242+0.0449049j 0.0183151+0.00991304j 0.026334-0.0116218j -0.0667904-0.00622434j 0.00803115+0.0423529j 0.0241511+0.0396168j 0.0345934-0.0295009j 0.00462511-0.00926224j 0.00292226-0.0310766j 0.0301219+0.0101385j 0.00257718-0.0037055j 0.00536553+0.00720831j -0.00147157-0.00818134j -0.00890094+0.0109164j -0.00942532-0.0365325j -0.0423265-0.0265513j -0.0215933-0.0209023j -0.110205+0.0569014j 0.00899948-0.0161774j 0.0318915+0.00170452j -0.0121816-0.0227456j -0.0237334-0.0171588j 
