-0.0044598+0.00802136j -0.00796669-0.00581601j -0.0065613-0.0025452j 0.000106587-0.00692764j -0.00181572-0.00432574j 0.00291785+0.00162345j 0.00171281-0.0013105j -0.00356222-0.00195159j 0.000258022+0.00879447j -0.00119688+0.000685645j 0.00332169+0.000475877j -0.00330261+0.000376563j -0.000351986-0.000112541j -0.00220362+0.00293746j 0.00106297+0.00135413j -0.000389383-0.00086271j 0.00113805-0.00451638j 0.00185727-0.00292299j 0.00127684-0.000117805j 0.000126197+0.00118357j 0.00168431-0.000120675j -0.000359038-0.00025778j -0.00236537-0.00138003j -0.00132777+0.00234861j -0.000925593+0.00166128j 0.00332317-0.000923745j -0.00344944+0.000418515j 0.00615404-0.000827835j 0.00491394-0.004152j -0.00140419-0.000154704j 0.00661292-0.00297863j -0.00104149-0.000721987j 0.000323692+0.00107996j 0.00196691+0.00466116j -0.00415055-0.000866428j -0.000603442+0.00562186j 0.00233697+0.000183971j 0.00364138-0.00651202j 0.00520177-0.0027112j 0.00339+0.00206168j 0.00115014+0.00201172j -0.000755831-0.00154682j -0.00120844-0.00581708j 0.00204658-0.00229138j -0.00622298-0.00157621j -0.00555649-0.000627436j 0.00432121-0.00509996j -0.00097507+0.00314004j -0.00618785-0.000979417j -0.00465109-0.0013227j 0.00318123+0.000447215j -0.00113187+0.00222251j 0.00613229+0.00446521j -0.00155676+0.000940439j -0.00112839-0.00103255j 0.00485375-0.0019888j 0.00180842+0.00133636j 0.00124692-0.00118934j 0.00468439+0.00256132j 0.00481915+0.00136457j 0.000493816-0.00145533j 0.00121732+0.00349779j 0.00371353-0.00084482j -0.00410329+0.00124214j -0.00126616+0.00374334j -0.00302779+0.00224164j -0.000714634-0.00182053j 0.00130928-0.00217064j 0.00186251+0.00417839j -0.00134926-0.00474746j -0.00196176+0.00241055j -0.00122349-0.00062755j 0.0011545-0.00139393j -0.0011284-0.00125684j 0.0050872+0.00269795j -0.00177139+0.00191603j -5.67667e-05-0.00249895j 0.000132027-0.0027732j 0.0019927-0.00263454j -0.000198301-0.00287083j -0.000330238-0.00494677j -0.00248768-0.00241915j 0.000612206-0.0017784j -0.00121455+0.00172623j -0.00160356-0.00655536j -0.0020617+0.00234205j -0.00334755-0.00252933j 0.00453284+0.000138348j 0.00203056-0.00325785j 0.00239895-0.0245736j 0.00523633-0.00423976j -0.00747045+0.0039298j 0.00338352-0.00577999j -0.0201411-0.0230855j -0.028961+0.0180337j 
0.000357112-0.00393312j 0.00545931+0.00189004j 0.00017048-0.0025051j 0.00440635+0.00036505j -0.000153678+0.00195648j -0.00289608-0.000536794j 0.0048876+0.00292406j 0.000845032-0.00795284j -0.00176904+0.00394815j -0.00202238+0.00286588j -0.000566792+0.00251666j -0.00234099-0.00029132j 0.00112154+0.00191826j 0.00996723+0.000684278j -0.00247999+0.00452184j 0.00430158-0.000404923j 0.000804989-0.00299766j 0.00374859-0.00354672j -0.00425767+0.000749892j 0.000260294+0.00404587j -0.00204262+0.00164688j -0.000207873-0.00295963j 0.00346494-0.00728214j 0.000883455-0.00294863j -0.00465493-0.00641695j 0.00788037-0.0039143j 0.00205588+0.00260137j 0.000703985+0.000314182j -0.000823677+0.00608542j -0.000488266+0.00255311j -0.00938219+0.0026453j 0.00151025-0.00328789j -0.00225796-0.00386782j 0.00166366+0.00458622j 0.000406107-0.0113939j 0.000948891+0.00458733j -0.000283618+0.0115896j -0.00415495-0.00479155j -0.00155388+0.00129789j -0.00264149-0.00470108j -0.00451565+0.000150946j -0.00134266-0.00142169j 0.00103193+0.00148497j -0.00165685-0.00614758j -0.00405263-0.00496814j 0.00207382+0.00893433j -0.0020002+0.00364803j -0.00202351-0.000367184j 0.0033592+0.00572693j 0.00372582-9.82099e-05j 9.76331e-05-0.00309443j 0.00192116+0.00244644j 0.00441255+0.00257082j -0.000583713+0.000856914j -0.00142014-0.00334397j 0.00399857-0.0106928j 0.00274715+0.00173511j 0.000498283-0.00368106j -0.00116688-0.000712337j 0.00221137-0.00233936j 0.00108064-0.0166351j 0.000228067+0.0018264j -0.00544467-0.00628148j -0.0012363+0.00105984j 0.00126917+0.0101646j -0.00743701+0.00225385j -0.00129215-0.0125318j 0.00289775-0.00965364j 0.00634704+0.0013954j 0.00886816-0.00314471j -0.00385181+0.00158685j -0.00448692+0.000358497j 0.00336633-0.00517097j 0.00349942+0.00756124j 0.0111854+0.00422125j 0.00381007-0.00976397j 0.00979797+0.000945285j -0.00369658-0.00111524j -0.0014354+0.0115306j -0.0122691+0.0236908j -0.0121558+0.00946267j -0.011383-0.0113105j 0.0033667+0.00427616j -0.00210775+0.0100204j 0.00851962+0.0102575j -0.00024957-0.0123477j 0.0232884+0.00721912j -0.0140427+0.00553532j 0.0127506-0.00323922j 0.00309517+0.00377315j 0.00324323-1.55362e-05j 0.00107765+0.00060962j -0.0181659+0.00451054j 0.00399016-0.00132084j 0.0028737+0.00130626j 
-0.00346943-0.00236293j -0.000698946-0.000798537j -0.00207458+0.000489915j -0.000726766-0.000719796j -0.000424388+0.0033458j 0.00252549+0.00257515j 0.00240897-0.00622893j -0.00648013+0.0114999j 0.00364469+0.000734047j 0.00158507+0.0053334j 0.000848847-0.00182114j -0.00300571+0.00327428j 0.000630733-0.00569491j -0.00550577-0.0125038j 0.00432616-0.00184068j 0.00402003-0.00655223j 0.0025882-0.00199184j 0.00441543+0.00480864j 0.00235934-6.22745e-05j -0.000853519+0.00163755j -0.00430138+0.00349031j -0.00204559+0.00314591j -0.0010945+0.00239865j 0.00193621+0.000463711j 0.00409586-0.00920314j -0.0103538-0.00493869j 0.00646062-0.00579997j 0.0149667+0.00767347j -0.00524302+0.00117597j -0.00401002+0.00588431j 0.000562822-0.00287588j -0.00438376-0.00289931j -0.0043188-0.00161225j 0.00817873+0.00500544j 0.00139402-0.00226136j 0.00824223-0.00205531j -0.00615679+0.0040604j -0.00335828-0.00537138j -0.00513615-0.00491069j 0.00395828-0.00025023j 0.00441066-0.00886214j -0.00454211+0.00243265j -0.0039683+0.00193006j 0.00380002+0.00283459j -0.00194128-0.00874571j -0.00323143-0.00404517j 0.00067621-0.000552929j -0.000386126-0.00449203j 0.000178862+0.0159577j -0.000816671-0.00580951j 0.00123043-0.00215132j -0.000494362-0.00475586j -0.00253498-0.00085099j -0.000850657-0.00215587j -0.00281104-0.00585954j -0.00479855+0.00763001j -0.00209554+0.00980739j 0.00153643-0.00141668j 0.00121623+0.00740842j -0.00307242-0.00323238j -0.00341843+0.00408411j 0.00273935-0.00389855j 0.000963056+0.00280754j 0.000210813+0.00516683j -0.00227352+0.0109956j 0.000200405+0.00330119j 0.00353582-0.00487997j 0.00197472+0.00572474j -0.000187964+0.00192593j 0.0056052+0.00721526j -0.00221756+0.00321262j -0.00323434+0.00497539j -0.00070901-0.00942471j 0.00875608-0.0171026j -0.00638204-0.0136721j -0.00115567-0.00562814j -0.00682216+0.00423661j 0.0062407-0.00833539j 0.00424573-0.0139474j 0.00042072+0.0282905j -0.0103643+0.00497092j -0.0124235-0.00821837j 0.0176361+0.00131561j 0.0132821-0.00923171j 0.0112284+0.00346874j 0.015001+0.00284377j 0.0124766-0.00843999j 0.0104622+0.0057261j 0.00897455-0.00109524j -0.00224289+0.00333619j 0.00602042+0.00124663j 0.00154887-0.00915713j 0.00342503+0.00128947j 0.00323103+0.00710632j -0.0011478-0.00237278j 
0.00141972+0.00263071j -0.00778171-0.000682309j 0.0116109-0.00368107j 0.00176507+0.00206939j 1.28963e-05-0.0043787j 0.0028696-2.43987e-05j 0.0077592-0.00202608j 0.00210271+0.00513283j 0.00108744+0.00185842j -0.00227049-0.00284689j -0.00877975-0.00318306j -0.00176626-0.00492889j 0.00184363-0.00145039j 0.00107178+0.00340666j 0.00396418+0.00221863j -0.00210858+0.00611826j 0.00191141+0.00563804j -0.0154492-0.00483125j -0.00549039+0.0046442j 0.00346599-0.00404851j 0.00123475+0.00638905j -0.00135386+0.00382966j -0.0101214-0.00264671j -0.0147781-0.000306651j -0.00171804-0.00602602j -0.00369523-0.00262824j -0.00311173+0.00185703j -0.00519625+0.00179105j 0.00796152+0.000246212j -0.00866401-0.00201428j -0.00407583+0.00757814j 0.00372605+0.00245683j -0.0096439-0.00924085j -0.0133369+0.00176475j 0.00451297-0.00595626j 0.00785726+0.00185026j -0.00467599-0.000213705j -0.00339735-0.0010888j -0.0019658-0.00307663j -0.00667246-0.00500632j 0.00652679-0.00829691j 0.00507595-0.00285057j -0.0017315+0.010766j -0.00316327+0.00360427j 0.00292835-0.00580193j 0.00226235-0.0169308j -0.000122483+0.00345704j 0.00226374-0.00167485j -0.000714423+0.00571696j 0.000298735+0.00290444j -0.00167918-0.00547135j 9.76182e-05-0.00140406j 0.00227433-0.0144144j -0.00168076-0.00525464j 0.00182123+0.0109769j -0.00166953+0.0045745j -0.001399-0.00373273j -0.00540148+0.00605168j -0.0014935-0.00284181j -0.00304492-0.00319623j -0.00286322+0.00408004j -0.0030716+0.00198302j 0.00473018-0.0146278j 0.000626967-0.00237722j -0.00260786-0.00560314j 0.00290581+0.0143876j -0.000234461-0.00790959j 0.00113024+0.00745931j -0.00792524-0.00731859j 0.00590451+0.0089574j 0.0112055-0.00929783j -0.00136877+0.0139183j -0.00558966+0.00844097j 0.00708169+0.00816574j -0.0174071+0.0119667j 0.0120281+0.00173039j 0.00284246-0.014984j 0.0022101-0.00568952j -0.0178983-0.00180461j 0.00572062+0.0135861j -0.00758269+0.0165764j -0.00335845-0.00903173j -0.0139138-0.022264j 0.00557177+0.00152175j -0.0201281+0.0117227j 0.00278544+0.0130087j 0.0153962-0.00303607j -0.00245969-0.00887927j 0.0281442-0.00476499j -0.005435-0.00356627j -0.00262843-0.000864215j -0.00386249-0.00302425j -0.000601396-0.00748082j -0.00691198+0.0028901j 0.000749845+0.00198585j 
-0.00327652+0.00218852j 0.000455815+0.00060403j -0.00336324-0.00071141j 0.00227546-0.0075604j 0.00221101+0.000797167j -0.00318111+0.00200371j 0.00152186-0.0030226j -0.00530339-0.00690349j -0.000603908+0.00272541j -0.00629834-0.00296773j -0.00591456+0.00335126j -0.000713989+0.000805103j -0.00150118+0.00396662j 0.00662656+0.0047375j 0.00518491+0.00610923j 0.0120464+0.00376341j -0.00209882+0.00096218j 0.00216641+0.00239473j -0.00223311+0.000521395j 0.00305464+0.00921915j -0.00402493+0.000582435j -0.00556476-0.00844661j -0.00845265-0.0131309j 0.00727271-0.00712376j 0.00169606-0.00548533j -0.00716896-0.00288875j 0.00931029+0.00445856j -0.0132306-8.04243e-05j 0.00219763+0.00813704j 0.00598219-0.00146314j -0.00755334-0.0211099j 0.0039262+0.00602237j -0.00741707+0.00829142j -0.0161005+0.0132952j 0.00451413-0.0125237j 0.00491685-0.00564022j -0.00465046-0.00207217j -0.0104038+0.00351527j 0.00131167-0.00462581j -0.00385913+0.00270979j -0.00292452-0.00287329j 0.0117266+0.00590029j -0.00122918-0.00353419j -0.00184075-0.00494384j 0.00338938+0.00697111j 0.0115616-0.0119078j 0.003149-0.00607659j -0.00256157-0.00202335j 6.60265e-06+0.00436041j 0.00817891-0.00109696j -1.61146e-05+0.00650956j -0.00168039-0.00193286j 0.00941548-0.00474434j 0.00810204-0.00507524j -0.0057246+0.0184102j 0.00557975-0.000699422j 0.00308765+0.00418795j -0.00150476-0.00562515j -0.00696153-0.0148979j 0.00198174-0.000909j 0.00292175+0.000921608j -0.00318924+0.00195778j -0.0019505-0.00654186j 0.0081734-0.0165071j -0.00263386+0.00745407j 0.00241003-0.0038115j -0.00352338+0.00638344j 0.000443818-0.0201463j -0.00226097+0.00566522j 0.00863563-0.00504434j 0.0141037+0.00546294j 0.00552772+0.00122544j -0.00429173-0.00650857j -0.00534897-0.00179162j 0.00870642-0.0113853j -0.00141521+0.00102899j 0.00421814-0.00426103j 0.00376028+0.0089576j 0.00374994+0.00237116j -0.00167792-0.0106996j -0.00137985+0.00483802j 0.00642828+0.0051395j -0.00144191+0.00455731j -0.00589981+0.00517724j -0.00395127+0.00600623j 0.00682955-0.00455944j -0.00699153+0.00343571j -0.00652098-0.00379811j -0.00298737+0.0108268j 0.0039418-0.000429768j -0.000973572+0.000210639j -0.00727282-0.00304683j -0.00266902+0.00885466j -0.000968801+0.00194364j 0.00113318+0.00530547j 
-0.00187399+0.0015575j -0.000270358-0.00079145j 0.00621055-0.00544617j 0.00727522+0.00220492j -0.00625643-0.00150679j -0.00186853-1.66523e-05j 0.00396091+0.000319841j 0.00222508+0.00757988j -0.00170457-0.00162544j 0.00214711+0.00157226j -0.0014726+0.00446435j -0.0125441+0.00045691j 0.00686081+0.00115813j -0.00628061-0.000818408j -0.0193267-0.00117018j 0.00437638+0.00372449j -0.00361649+0.00873797j -0.00765647-0.00878588j -0.000167221+0.00141218j 0.000837039-0.000679349j -0.00632859-0.00191942j -0.00725214-0.00270326j 0.00413172-0.0013431j -0.0010175-0.000659648j -0.00177956-0.00298829j -0.00616584+0.00205751j -0.00325452+0.00551556j 0.0103351-7.5258e-05j -0.00305955-0.00342517j 0.00652966+0.014407j 0.00182548+0.00705991j -0.000110233+0.00102749j 0.0073106-0.00903467j -0.0014481-0.00178418j 0.00483984-0.00384673j -0.00544819-0.0085279j -0.00190111+0.00978098j 0.000189234-0.0025376j 0.0102303-0.00356734j -0.0018129-0.0105329j 0.0010153+0.00100429j 0.00291936-0.0052675j -0.00937228-0.00395012j 3.24976e-05+0.000993093j -0.00319642+0.0034356j 0.00337129+0.000311356j 0.00258102-0.00568492j 0.0070583-0.0118675j -0.00140548-0.00935384j 0.00661729-0.00985809j 0.00634811-0.0139061j -0.00519101+0.00812536j 0.000639018+0.0108236j -0.000354557-0.00805776j 0.00390873-0.00240765j 0.0017778-0.0138892j -0.00426607+0.00199387j 0.000765716-0.0077104j 0.00535802-0.00315918j -0.00448539+0.00199375j -0.00177453-0.00929004j -0.000544534+0.00940077j -0.00946904+0.00856375j 0.00616814-0.010415j -0.00980591+0.0166023j -0.00248444-0.000240818j 0.00100913+0.0234495j 0.0143561+0.00995233j -0.00050369+0.0150243j -0.0092726+0.0141555j -0.00472515+0.0233377j -0.00378716-0.0051238j -0.0107296-0.00205682j -0.00386437+0.00695411j 0.00767773+0.00847059j -0.0128738-0.00995059j -0.00793221-0.0262856j -0.00294983-0.00229605j 0.00302443-0.0146325j 0.0120209-0.000384567j -0.0244709-0.00705595j 0.0121267-0.00378764j -0.00178782-0.00739662j 0.00452898-0.00290398j 0.00188298+0.00826866j -0.00588799+0.00473921j -0.0157845-0.00374595j 0.00359318-0.0039501j 0.0293745-0.00131161j -0.0021274-0.0019213j 0.00131913+0.00462273j 0.00616331+0.00303393j 0.00799099-0.000440188j 0.000868398-0.00225854j -0.00839449+0.00167124j 
-0.00332275+0.00395047j 0.000840037-0.00300925j -0.00474502+0.00535521j 0.00172698-0.00376767j -0.00422681-0.00267355j -0.00550435+0.000986447j 0.00681004+0.00360387j 0.00731344+0.0067607j 0.00520468+0.00442892j -0.00546969-0.0062157j -0.00626161+0.00040263j -0.00651632-0.00855115j 0.00369157+0.00239236j -0.00289037+0.00068062j 7.71553e-05-0.000181824j -0.00632594+0.00683216j 0.000454152-0.00867854j -0.00765685-0.0070824j 0.00936597+0.00338898j -0.000722855-0.00352452j -0.00305147-0.00372211j 0.0034203+0.00514049j -0.00687745-0.00276317j 0.0012944+0.00411646j -0.000820183-0.00310156j -0.00547799-0.0059141j 0.0111978+0.00122859j 0.00165899-0.00628878j -0.00425674+0.00979495j 0.00295457+0.00035496j -0.00665893+0.000178229j 0.00248435-0.00614854j 0.00817668+0.0013112j -0.00489856+0.00551551j 7.44832e-05+0.00297456j -0.00785548+0.00496307j 0.000351525+0.00574425j 0.00996493-0.0112776j 0.00915249+0.00298203j -0.000739306+0.000476858j -0.00100667-0.00115415j -0.00227172+0.00661244j -0.00110758+0.00639033j 0.00358295+0.00577571j 0.00577805-0.00127312j 0.00283741+0.00161082j -0.00125572+0.00644756j -0.000345021+0.00322089j 0.00902479+0.00674595j 0.000813674-0.00831982j -0.00049358+0.000499323j -0.00282323-0.00343744j 0.000732908+0.00354289j 0.00711167-0.00360349j -0.00299377+0.00871088j 0.00207306-0.00721666j -0.010427-0.00806768j 0.00779231-0.0154689j -0.00830906+0.0131205j 0.000670427-0.000556378j 0.000883329-0.00662603j -0.00392668+0.00120035j -0.00147031-0.00950332j -0.00460638-0.00512316j -0.00377716+0.0229684j -0.00809978+0.000343645j -0.000196835-0.00631735j -0.00043962+7.78077e-05j 0.00761782-0.00753128j 0.0172014+0.00723529j 0.00190845+0.00749841j -0.0126607+0.00737181j 8.75421e-06+0.0164465j -0.0104584-0.00578614j -0.00231746-0.0032378j 0.00692582+0.00549846j -0.00536755+0.0137511j 0.00284637-0.0245968j -0.0103878-0.00773489j 0.00609138+0.0116916j -0.0102867+0.00189035j -0.0104462+0.00151516j 0.015291+0.00142046j -0.0179361-0.00370777j 0.002438+0.0127135j 0.00506409-0.0127542j 0.00971789-0.00705517j 0.0184436-0.00286799j 0.00890178+0.000842633j 0.00266139+0.00158588j -0.00558233+0.000233909j 0.0131365-0.00251597j 0.000496619+0.00308875j 0.00105927-0.00132959j 0.00257879+0.00465175j 
0.00165583+0.000678124j -0.000765483+0.00128651j -0.0054706-0.00490608j -0.00310955+0.000944925j 0.00217152+0.00363758j -0.00102085-0.00278752j -0.00356757-0.00798203j 0.00949475+0.00174181j 0.00543815-0.000280005j -0.00155403+0.00816151j 0.00382314+0.00273253j -0.00915635+0.00931855j 0.00211628-0.00712915j 0.000765126-0.0048109j -0.00392887+0.00215865j 0.00466692-0.00310238j 0.00174359-0.00639491j 0.00368246-0.00728985j 0.0112798+0.000317167j -0.00871575+0.00153489j 0.00745478+0.000342298j -0.000328225-0.00552136j 0.00358792-0.00584192j -0.00780306-0.00366293j 0.00218973-0.00801415j -0.00219145-0.00412949j -0.00890355-0.000176255j 0.000919958+0.00191284j -0.00855855+0.00467552j 0.00207677-0.00377765j -0.0025385-0.00907731j 0.00853017-0.00346411j -0.00942151+0.00285923j -0.00100389-0.000959483j 0.00078703-0.002819j 0.00259367+0.00093332j 0.00317753+0.00991731j 0.00149858+0.00549124j 0.011353+0.00582212j -0.00379382-0.00529127j 0.00105097-0.0111261j 0.00181361+0.00111459j -0.00543456+0.00121769j -0.00128542+0.00163088j 0.00496237-0.00568534j 0.00230334-0.0157327j 0.00364322+0.00681071j 0.00413652-0.00481182j -0.000386064+0.0042412j -0.00103263+0.00467378j 0.00023378+0.00125816j 0.00646963-0.00431154j 0.00173567+0.00337844j -0.00189985-0.00035485j -0.00189453+0.00646357j -0.00385921-0.0114267j -0.00423138-0.00917686j 0.00834612-0.0033839j 0.000550728-0.00331328j 0.00200971+0.00509517j -0.00281523-0.0115674j 0.00147247-0.0099577j -0.0105236-0.000919838j 0.00127548+0.00931026j 0.0037333+0.00834227j -0.00613256-0.00850771j -0.000600226+0.00589951j 0.00604772+0.00152982j 0.00967177-0.0164837j 0.00555418-0.00115255j -0.01425-0.0116003j 0.00206649+0.00891154j -0.00320181-0.0266838j 0.00268217+0.00470911j -0.00954519-0.00425799j -0.00141411-0.000478962j 0.0142085-0.0138887j 0.00280117-0.0102271j 0.000103463-0.0145493j -0.0227332-0.00910686j 0.00426865-0.0109492j 0.0030886-0.0137597j -0.00097384+0.00383559j 0.0122076+0.00130087j -0.00256986-0.00712586j 0.00138136+0.00840672j -0.0137139-0.00314713j 0.023269-0.00812167j 0.00181557-0.001548j -0.00529929+0.00517535j -0.00314405-7.42278e-05j -0.0164514+0.00659511j 0.00530561-0.0044516j 0.000827871+0.00240164j 0.00195132-0.00424125j 
0.00462342+0.000100216j -0.000182931+0.00393501j 0.002328+0.00899726j 0.00053081-0.00875013j -0.00149667+0.00109032j 0.00419303+0.000304579j 0.00424722-0.00616101j 0.000954289-0.00516859j -0.00343827-0.00563488j -0.00302489-0.00823185j -0.00395192+0.00388099j -0.00490737-0.00369402j -0.00223863-0.00145091j 0.00241922+0.00960151j -0.00397968-0.00439579j -0.00206931+0.0161529j -0.00174537+0.00389435j 0.0046401-0.00478626j -0.00418845+0.0086476j 0.000870447+0.00244295j -0.0031797-0.00414777j -0.00851129+0.0134853j 0.00238629-0.00403357j -0.00624711+0.00460033j -0.00402626-0.00832359j -0.00343511+0.000411335j 0.00393564+0.00375731j 0.0153619+0.0134326j 0.0187486-0.00110055j -0.0156968-0.000600012j -0.0173606+0.00450552j 0.00420024+0.00404214j -0.0115321-0.00785379j -0.00317414+0.00205077j -0.00141803+0.00905876j 0.00970834+0.00228207j -0.00737634+0.00882039j -0.00701683-0.00829261j -0.00931379+0.00551855j 0.00323591+0.002422j -0.0109042+0.00402363j -0.0102414-0.00279367j 0.00454805+0.0074288j 0.000651054-0.00367482j -0.00584195+0.000436236j 0.00212389-0.00430755j -0.00741211+0.00181016j -0.00424573+0.00422223j 0.00376856-0.00472747j -0.00290451-0.000928911j 0.000942942-0.00127389j -0.0081381+0.00436788j 0.000797727-0.024324j 0.00268348-0.00123589j -0.00293425+0.00016931j 0.00395777+0.00367123j 0.00723117+0.00890295j -0.0154289+0.00573573j 0.00197538+0.00917234j -0.00504814+0.00394908j 0.00113652-0.00175692j 0.00480921+0.00306906j 0.00357171+0.00220741j 0.00459976-0.00816304j -0.00325185-0.00912741j 0.00202777+0.00257698j 0.00633113-0.000334927j 0.00190642-0.0102074j -0.00920044+0.0137436j -0.00428571-0.00739127j -0.00106234+0.00491338j 0.0176505+0.00168036j 0.00609942+0.000969427j -0.0066757-0.00494834j 0.00328506+0.000328651j 0.00186024+0.00663438j -0.00906114+0.000480292j 0.0140731-0.0171532j 0.00280377-0.0101516j -0.00537768-0.0104568j -0.00308801-0.0165457j 0.00291375-0.00353061j 0.00391092+0.00274745j -0.00681429+0.000648894j -0.00836292+0.00879786j -0.00281126+0.00110803j -0.00862631-0.000968035j 0.0165146-0.00177855j 0.000165192+0.00310677j 0.00511848+0.00107146j 0.00229897+0.00109859j 0.00895399-0.00711609j 0.000354757-0.0043702j 0.00684454+0.00556929j -0.000200145+0.000278978j 
0.000574555-0.00235994j 0.000785026-0.00311856j 0.00269685-0.00524656j -0.00125642+0.00537819j -0.00188159+0.000350125j 4.10524e-05+0.000403773j -0.00699862+0.000245853j 0.00763087-0.00139778j -0.00275043-0.008511j 0.00627485+0.00232358j 0.00589529+0.0059656j 0.00655108+0.00695097j -0.00163363-0.00315627j -0.00568994+0.012612j -0.00280947-0.00534341j 0.00370912+0.00686901j -0.00445279-0.00320286j 0.000783906-0.0100045j 0.00787393+0.0027778j -0.000653581-0.0067384j -0.0015021-0.000610085j 0.00191674+0.0041827j 0.00521567+0.000878904j 0.00978349+0.00334194j 0.0143896-0.00591678j 0.00878293+0.00267876j 0.00237053+0.00142865j 0.0104421+0.00744111j 0.00844191-0.00231335j 0.00892246-0.00531671j 0.00362247+0.00801601j 0.00303564-0.00706594j 0.00605427+0.00361095j 0.00132625-0.000450437j -0.00263062+0.00826051j -0.0102345+0.00617866j 0.00309733-0.00112016j -0.000632789+0.00552892j 0.00235552+0.00819027j -0.000564836+0.00549565j -0.00389408-0.00033244j -0.00183906+0.00184976j 0.000742465-0.00115147j 0.00858477+0.00884229j 0.00356359+0.00382874j 0.00536415-0.000986796j 0.00500286+0.0199498j -0.000518232-0.00242057j -0.00650427+0.0134112j 0.00410517+0.0039112j 0.0032849+9.45036e-05j 0.00942633-0.00235748j -0.00157412+0.00920486j -0.00992141+0.00502764j -0.000988588+0.00129751j -0.000515722-0.00978533j 0.00462132+0.00758101j 0.00433178-2.91254e-05j 0.00471539-0.0212209j 0.00289973+0.0102243j 0.00218486-0.0205351j -0.00158785+0.00975994j -0.00495201-0.0102112j 0.00861254+0.00219986j 0.00466493-0.0179629j -0.0021383+0.00277109j -0.00674245-0.0016227j 0.00150103-0.0184355j 0.00706425+0.00149825j -0.00343731+0.00100948j 0.00986521-0.0101699j 0.0123464+0.0105283j 0.00482276-0.002094j -0.0143487-0.0201395j 0.00955277-0.0140977j 0.00655716+0.00328385j 0.00228603+0.00094042j 0.0221497-0.00307554j -0.00154118+0.000863804j -0.00575074+0.00611559j 0.00890449+0.00297733j -0.0183212+0.00519479j 0.012935-0.000961912j -0.00314554+0.006382j -0.00312051-0.0111033j -0.00136842+0.0060913j 0.00464966+0.0022171j -0.0104855-0.00677098j -0.00775887-0.00272377j -0.0079879+0.000967925j 0.000195836+0.00403119j -0.0129447+0.00294895j 0.00194469-0.00572087j 0.000811322-0.00440128j -0.00270996-0.00527151j 
-0.000777033-0.00398407j 0.00556522-0.000932304j -0.000590871+0.00266845j -0.000446103-0.00381445j -0.00547653+0.00493649j 0.00277076+0.00204106j -0.000593693+0.000145966j -0.00206604+0.00458191j -0.00622163-0.000521975j -0.000587915-0.00324763j 0.00765511+0.00195366j -0.00179469-0.00190188j 0.00281499-0.000967051j -0.00802925+0.000497464j -0.00830253-0.00574329j -0.000594766+0.00770864j -0.00612682+0.00311186j -0.00336422-0.00471709j 0.00427662+0.00831944j -0.000648093-0.000441058j 0.00670529-0.00125906j -0.00908699+0.00266329j 0.0128326-0.0015426j 0.00657055-0.00279997j -0.013893-0.00714548j 0.00523981+0.00746264j -0.0163355+0.00458567j -0.00267311-0.00116123j 0.00189978-0.000108927j -0.00354138+0.00168859j 0.00267499+0.00189688j -0.000181927-0.00517616j -0.00250683-0.00781477j -0.00160794-0.00923723j -0.0110946+0.000584198j -0.00102268+0.000159619j 0.000323614+0.00606486j 0.00490187-0.00428261j -0.00218986-0.00403864j 0.00323217+0.000623189j -0.00451379+0.00482462j -0.00799832-0.000103589j 0.00504379-0.00456535j -0.00848964+0.00561518j -0.00130767+0.00289879j 0.00307228-0.0145526j -0.00299502+0.00291515j -0.00163059+0.00832484j 0.000202883+0.0029392j -0.0020162-0.00817495j 0.00123585-0.0056702j 0.00211574+0.00966285j 0.00118504+0.00137689j -0.00771647-0.000632712j -0.00376863-0.0161603j -0.00868348-0.0132611j -0.00201634+0.00523592j -0.00207278-0.00408993j 0.00822585-0.00132892j -0.00158885-0.000584957j -0.0074831+0.00441498j 0.00525836-0.00992745j 0.0112149-0.0162603j -0.00914914-0.00435865j -0.00809856+0.012958j -0.00684502-0.00500249j -0.0067647-0.0135001j -0.0106295-0.0136675j 0.0114036-0.0128193j 0.006484+0.00225508j -0.00581307-0.00200029j -0.0023441-0.0141119j -0.00175253-0.00324376j 0.0105044-0.00114147j 0.00672422+0.00326468j 0.00373383+0.00108541j 0.0139132-0.0126815j 0.00151993+0.0104162j 0.000803456+0.0145415j -0.00200586-0.00386441j 0.0166959+0.00411975j -0.00509464+0.0124709j -0.0121759-0.0114867j -0.00973149-0.00601849j -0.00394651+0.0014098j 0.00090425+0.00232891j -3.68659e-05-0.00382352j -0.0189368+0.00355244j 0.0101947+0.00326145j -0.00339515+0.000657309j 0.00630333-0.00133796j 0.00260791-0.0046112j 0.00743886-0.00282313j 0.000445131+0.00182622j -0.00348349-0.000703729j 
