-0.0044598+0.00802136j -0.00796669-0.00581601j -0.0065613-0.0025452j 0.000106587-0.00692764j -0.00181572-0.00432574j 0.00291785+0.00162345j 0.00171281-0.0013105j -0.00356222-0.00195159j 0.000258022+0.00879447j -0.00119688+0.000685645j 0.00332169+0.000475877j -0.00330261+0.000376563j -0.000351986-0.000112541j -0.00220362+0.00293746j 0.00106297+0.00135413j -0.000389383-0.00086271j 0.00113805-0.00451638j 0.00185727-0.00292299j 0.00127684-0.000117805j 0.000126197+0.00118357j 0.00168431-0.000120675j -0.000359038-0.00025778j -0.00236537-0.00138003j -0.00132777+0.00234861j -0.000925593+0.00166128j 0.00332317-0.000923745j -0.00344944+0.000418515j 0.00615404-0.000827835j 0.00491394-0.004152j -0.00140419-0.000154704j 0.00661292-0.00297863j -0.00104149-0.000721987j 0.000323692+0.00107996j 0.00196691+0.00466116j -0.00415055-0.000866428j -0.000603442+0.00562186j 0.00233697+0.000183971j 0.00364138-0.00651202j 0.00520177-0.0027112j 0.00339+0.00206168j 0.00115014+0.00201172j -0.000755831-0.00154682j -0.00120844-0.00581708j 0.00204658-0.00229138j -0.00622298-0.00157621j -0.00555649-0.000627436j 0.00432121-0.00509996j -0.00097507+0.00314004j -0.00618785-0.000979417j -0.00465109-0.0013227j 0.00318123+0.000447215j -0.00113187+0.00222251j 0.00613229+0.00446521j -0.00155676+0.000940439j -0.00112839-0.00103255j 0.00485375-0.0019888j 0.00180842+0.00133636j 0.00124692-0.00118934j 0.00468439+0.00256132j 0.00481915+0.00136457j 0.000493816-0.00145533j 0.00121732+0.00349779j 0.00371353-0.00084482j -0.00410329+0.00124214j -0.00126616+0.00374334j -0.00302779+0.00224164j -0.000714634-0.00182053j 0.00130928-0.00217064j 0.00186251+0.00417839j -0.00134926-0.00474746j -0.00196176+0.00241055j -0.00122349-0.00062755j 0.0011545-0.00139393j -0.0011284-0.00125684j 0.0050872+0.00269795j -0.00177139+0.00191603j -5.67667e-05-0.00249895j 0.000132027-0.0027732j 0.0019927-0.00263454j -0.000198301-0.00287083j -0.000330238-0.00494677j -0.00248768-0.00241915j 0.000612206-0.0017784j -0.00121455+0.00172623j -0.00160356-0.00655536j -0.0020617+0.00234205j -0.00334755-0.00252933j 0.00453284+0.000138348j 0.00203056-0.00325785j 0.00239895-0.0245736j 0.00523633-0.00423976j -0.00747045+0.0039298j 0.00338352-0.00577999j -0.0201411-0.0230855j -0.028961+0.0180337j 
-0.00255302+0.00232776j -0.00275535+0.00013375j -0.00672582-0.00461439j -0.00381711-0.000570011j -0.00530552-0.00421998j -0.00410163-0.000620614j 0.0105597+0.00415199j -0.00731523-0.000651143j 0.000243745+0.00836174j -0.00270231-0.00136914j -0.00316719-0.00359706j 0.00937238-0.00372592j 0.000408649+0.000182288j -0.00540948-0.00612389j 0.0022024-0.00591469j 0.00452657-0.00453j -0.000494898+0.00160041j -0.00474084+0.00576942j -0.00384122-0.00234597j -0.00268638-0.00505685j 0.00630575-0.00307476j 0.00396559-0.00314328j 0.0168029-0.00193686j 0.0028073-0.00250049j -0.00698545+0.00591749j -0.00495358+0.00284632j 0.00254221+0.00364155j 0.00186218-0.00576598j 0.0111026-0.00368921j -0.00458446+0.00357469j -0.000618433+0.00946641j 0.0028941+0.0110331j -0.00279855+0.0111307j -0.0054861-0.00172014j 0.00609609-0.000247167j -0.0046497+0.00244168j -0.00307238+0.000628615j 0.00118228-0.00776033j -0.00290049-0.0108242j -0.00321725+0.000765374j -0.00251343-0.00614286j 0.00675839+0.00528532j -0.00386531-0.00121119j 0.00392481+0.00892608j -0.00490112-0.00491686j 0.00387619+0.00439093j -0.00564781+0.000907062j -0.000464129+0.00212875j -0.00105145-0.00162968j -0.00830053-0.00174329j -0.00330859-0.00107352j -0.0013551+0.00527971j -0.000497641-0.000420401j 0.00435354+0.00665189j 0.0008299-0.00083991j -0.00143066+0.00745327j -0.00355654-0.00740159j -0.00187526-0.00684652j 0.0028682+0.0014275j -0.00133598-0.00126919j -0.00156306-0.00125302j 0.00465438+0.00195795j -0.00959347+0.00022009j -0.00333056-0.00505492j -0.0065949+0.0014361j -0.000239152+0.00961495j -0.00426964+0.00973899j 0.00566744+0.0067904j -0.00375806-0.00108444j -0.00422532+0.00143401j 0.0101769-0.00252314j -0.00382552+0.00159091j -0.00819092-0.0108484j -0.00479492-0.00402058j -0.00699186+0.00598851j -0.00487278+0.0258336j -0.00566892+0.0044225j -0.00927991-0.00141783j 0.0159217+0.0126442j -0.00903424+0.00702133j 0.00740386-0.00286243j -0.0102915+0.00472097j 0.000696588-0.00265023j -0.0101541+0.00513274j -0.00365063+0.000480282j -0.00564357-0.00132614j 0.00400369+0.00256807j -0.00167712+0.00336704j 0.00305746-0.00061649j -2.87184e-05-0.00369658j -0.00275535-0.000165049j -0.00146811+8.50446e-05j -0.00243399+0.00206753j -0.00257123-0.00286347j -0.0016324+0.00205843j 
0.0023509-0.00197439j -0.00405793+0.00949868j 0.00655477-0.000368922j 0.0109839-0.00250291j 0.0122331+0.000258501j -0.00213874-0.00400963j -0.00826371+0.000968095j -0.0137631+0.00417513j 0.00567182-0.00119452j -0.00525084+0.00148366j 0.0140017+0.00171428j 0.0155365+0.00573895j -0.000503163-0.00110795j 0.00033286+0.0179786j -0.00904345+0.00724114j -0.0127611-0.0228436j -0.0041778+0.00630972j -0.0133053+0.0150127j -0.00545451+0.00249992j -0.00523912+0.0156946j 0.0137214-0.000275461j -0.0163401-0.00429091j 0.0201385-0.0040284j 0.00562902+0.00256201j -0.0032081+0.00434819j 0.00514452-0.0055782j 0.00937894-0.00737081j 0.00607183+0.00444607j -0.00125028+0.000146237j 0.00684178-0.00306488j 0.00233678-0.00793716j 0.000984132-0.0130038j -0.00348104-0.00405968j 0.00857717-0.00491071j -0.00126453+0.00303797j -0.00272846-0.0156417j -0.0121837-0.00400219j 0.00859144+0.00561524j -0.000354478-0.0016185j 0.00217524-0.00316454j 0.00186304-0.0136098j 0.00769821+0.000418395j -0.00284548-0.0214188j -0.00727656-0.00129105j -0.000591872+0.00370761j -0.00607824-0.00263626j 0.00110382+0.00530899j 0.00815364+0.0102159j 6.51948e-05+0.00551885j -0.0128977-0.00864519j -0.00594163+0.00829243j -0.000625178+0.0215238j 0.0045989+0.000589398j 0.00250573+0.00394681j 0.0024878-0.00188764j 0.00368091+0.0102557j -0.0093897-0.00948286j 0.00187955-0.0141035j 0.000142912+0.00733692j 0.00228717-0.000947318j 0.00312677+5.0828e-06j 0.00181978+0.00155753j -0.005273-0.00309716j -0.00511997+0.0020099j 0.000441535-0.00465739j 0.00564816+0.0118902j -0.00757849+0.00470591j -0.00062254-0.00240084j -0.00165367+0.00136646j 0.00223607+0.00639415j 0.00978063-0.00715009j 0.000883982+0.00744667j -0.00145469+0.00207028j 0.000407747+0.00137435j 0.00140562-8.22876e-05j -0.000457896+7.30211e-06j 0.00201146-0.00388226j 0.00223929-0.00388293j -0.000652708+0.00284447j 0.0018217+0.00196702j -0.00363412+0.00377745j -0.00165508+0.00227861j 0.000161278+0.00264955j -0.00438443-0.000810345j -0.000449789+0.000235717j 1.31176e-05-0.00381237j 0.00438966+0.00235667j -0.000701204-0.000533336j 0.000911985+0.00375129j 0.000512214-0.00025674j -0.00153676-0.000684401j 0.00185943-0.00182152j -0.000746279+0.00258475j 0.000154373+0.00391628j 0.00294352-0.000277931j 
-0.000694648-0.000901973j -0.00406134+0.00445056j 0.00148257+0.00197188j 0.00905716+0.000308655j 0.00821216-0.00111535j 0.00362488-0.000411799j -0.00548465-0.00797453j -0.00252624-0.0154784j -0.00384136+0.00152196j -0.00714627-0.00162041j -0.00785732+0.00537146j 0.00288073+0.00147895j 0.00229554-0.00533949j 0.00912715+0.0109713j -0.00272296+0.00197576j -0.0122757+0.00109213j -0.00457284+0.00236061j -0.00078424+0.00181786j 0.0196746-0.00711698j -0.00281482+0.0169419j -0.00694611+0.00486963j -0.0134523+0.00456147j -0.00574536-9.37536e-05j 0.00667015+9.46555e-05j 0.00780126-0.00449131j 0.00319011-0.00454705j -0.000433525-0.00987219j 0.00315515+0.00714026j -0.00383074-0.00391657j 0.00281187-0.00677342j 0.00270024-0.00943435j 0.00410998+0.00587982j 0.000940039+0.00870902j 0.00116104+0.00162041j -0.0122215-0.000507792j 0.0040186-0.0103636j -0.00155778+0.00184033j -0.0015852+0.00253243j 0.004318+0.0101616j 0.00689964-0.00176018j 0.00725296+0.00682797j -0.00622276-0.0030584j 0.00586576-0.00555187j 0.00330697+0.00682326j 0.0111199+0.00411816j -0.00736321+0.00404434j 0.00764468+0.00036047j 0.00310147+0.0122867j 0.00397289+0.000496863j 0.0136261+0.00136577j 0.00268687+0.000922285j 0.0046263-0.00979196j 0.00369844-0.000123909j -0.0101919-0.00784792j 0.00167163+0.00127044j -0.000187518-0.00986124j 0.00480245+0.01327j -0.000260672+0.00770003j -0.000305035-0.00174268j -0.00566649-0.00265316j 0.0081181+0.0123632j -0.00389754+0.00991406j 0.0131417-0.0034463j 0.00338675+0.0109845j 0.00759947+0.000208152j 0.00109567-0.00875833j -0.000862666-0.00496641j -0.00738007-0.00272229j 0.00328499-0.00546591j -0.000955404+0.00122951j -0.00766583+0.003677j -0.00520058-0.000155158j 0.00292882+0.0152904j 0.000604712+0.0032695j 0.00419361-0.00391376j 0.00367178-0.0129077j -0.00156221-0.00214597j 0.0044696+0.000156586j -0.0115188-0.00834638j 0.0105227-0.00178128j -0.00356271+0.00139034j 0.00541259-0.00292146j -0.000749363-0.00591748j 0.00176638-0.00263328j 7.0248e-05+0.00107346j -0.00265233-0.00318129j -0.00190785+0.00190759j 0.000963239+0.00210851j 0.00358392+0.00074298j 0.00124909-0.000293556j -0.00160502+0.000761341j 0.00404993-4.52459e-05j -0.00344707+0.00304559j 0.000619103-0.00030491j 0.000330297-0.000441857j 
-0.00387769+0.000961277j 0.00182326-0.000966668j -0.00482582+0.00256246j 0.00187015+0.0100694j -0.000464711+0.00186269j 0.0035031+0.00280195j -0.00327735-0.00650523j -0.00455858-0.00965866j -0.0258913+0.00230288j -0.00552815+0.000351054j 0.000711568-0.00318585j 0.0141725-0.00770604j 0.0114633-0.00531696j 0.0041972+0.00807172j 0.000147419-0.00463117j -0.00523683+0.00696738j -0.00521962-0.00954514j -0.00329307-0.00140118j 0.00430575-0.0053935j -0.00667812-0.0137967j -0.00183061-0.000941979j 0.0145815+0.0104458j 0.000673726-0.00191858j 0.00233988-0.00234805j -0.00228038-0.0100413j -0.0090988-0.00370988j -0.00326879-0.0107484j 0.00110623+0.0123408j 0.00449874-0.0166402j 0.00638875-0.0102253j 0.00272567+2.22468e-05j 0.00911833+0.0186003j 0.00978563+0.0114283j -0.00453128+0.00351786j -0.00646231-0.00894528j -0.00353198+0.00587515j -0.0135818-0.00809535j -0.00496697+0.00121049j -0.00183844+0.00216305j 0.00245399+0.00108435j 0.00364755+0.00241097j 0.00324691+0.0033692j -0.00849076+0.00793708j 0.00598801+0.0141461j -0.00919473+0.00898511j 0.00171257+0.0205802j -0.0119457-0.00410462j -0.000808802-0.00481086j -0.0102553-0.0179144j -0.0144127+0.00221731j -0.00178553-0.00397866j -0.00437931-0.00530813j -0.00197743-0.00209858j 0.0122523-0.0131385j -0.00443104-0.0238371j -0.000988977+0.00872093j 0.00429213+0.000174748j -0.0037318+0.00190599j 0.00924975-0.0084682j -0.00290167+0.00459013j -0.0107895-0.00400315j 0.0139581-0.00919558j -0.0303473-0.0063444j -0.0111657-0.0236392j -0.0154696+0.0195072j -0.00551759+0.0260583j -0.00984098+0.0145577j 0.0165908+0.0124957j -0.00443865-5.3492e-05j -0.00203518-0.00546196j 0.0130408-0.0142334j -0.00630658+0.00583387j -0.00792912-0.0165445j -0.00195257-0.00494326j -0.0143352+0.00669205j 0.000488015+0.0333388j -0.00237806+0.00311028j -0.00723609+0.000410011j 0.0129783+0.0175611j -0.00989931+0.00944933j 0.0103262-0.00381018j -0.0150126+0.00742735j -0.00171692-0.00135105j -0.0130112+0.000778931j -0.0039807-0.00227033j -0.00283326-0.00213647j 0.0036123+0.00537147j -0.00580818+0.00263137j 0.000298949+0.00190263j -0.000436111-0.000299257j -0.000783134-0.000429982j 0.000287944+0.000585719j -0.00159801-0.00134413j 0.000786747+0.000383955j 0.000899879+0.000530984j 
-0.00380444+0.00722292j 0.000107486-0.00656367j -0.00186577-0.00446001j -0.00832407+0.00553775j -0.000307141-0.00319315j -0.00361616+0.00447104j -0.00896388+0.00878137j -0.00787583-0.00187502j -0.00735977-0.00723167j -0.001043+0.00130954j 0.00653312-0.00238589j 0.00281581+0.00152777j -0.00147628-0.00283375j -0.00129257-0.00384193j -0.0058981-0.00606824j -0.00149961-0.00856074j -0.00062001-0.00191225j -7.80727e-05+0.00272809j 0.000645208-0.0132057j -0.00881704-0.00494997j -0.00197071-0.00865219j 0.0111945+0.00090844j 0.0105921-0.00213389j -0.0065711+0.00599011j -0.00128867+0.0133375j -0.00352789+0.0159377j 0.00505224+0.00126334j -0.00375571-0.000481262j -0.00146046-0.00107921j 7.30775e-05+0.00335257j 0.00458636+0.00179701j 0.00591111-0.00408615j 0.00248799-0.0196763j -0.00601259-0.000662604j -0.00110662-0.00310393j 0.00208614+0.00944095j -0.00739955-0.00196864j -0.00636956+0.00762195j -0.00465858+0.0108611j 8.97422e-05+0.00332761j 0.000635735+0.000787758j 0.00342786-0.00404037j -0.00511202-0.0155589j -0.00943632-0.0158039j 0.00235432+0.0195647j -0.00493096-0.016231j -0.00205506+0.00980472j -0.000228143-0.0122357j 0.00472151+0.0116722j 0.00309336-0.00810603j -0.00426811+0.00965974j 0.00470478+0.028404j 0.00524151-0.0033272j -0.00263471+0.0291453j 0.00295397+0.00821629j -0.00498778+0.00250294j 0.000932983+0.0101259j -0.00150686-0.00863032j -0.00190313+0.0039587j -0.00327599-0.00908842j -0.00245169-0.00466381j -0.000376554+0.00144059j -0.00734653-0.00470498j 0.000441808+0.00529428j 0.00284421-0.00213237j 0.00274928+0.00301659j -0.00505806+0.00103164j 0.00347092+0.00327407j 0.00422075+0.00192301j 0.00164697+0.00712185j 0.00173701-0.0018423j -0.00419629+0.00303393j 0.00128871-0.00217289j -0.000698835-0.00136689j -0.0033167+0.00650624j 0.000190323-0.000667106j 0.00300319-0.00404371j 0.00274503-0.00489444j 0.000252657-0.00321048j 0.000585382+0.000985681j -0.000646307+0.00319239j 0.00212576+0.00813985j 4.30162e-05+0.00178972j -0.00118397-0.00167715j 0.000656694-0.00301747j -0.00014818+0.000485967j 0.00282695+0.00131731j -0.00405462-0.000312811j -0.00239588+0.000270483j 0.0011976-0.000829112j -0.000264199-0.00107514j -5.43398e-06+0.00188246j 0.0017772-0.00547367j 0.000274875-0.000220838j 0.000120045+0.00186094j 
-0.000650563+0.00155314j 0.00632297-0.00558319j 0.000941144+0.00271587j -0.0129501+0.00987611j -0.000895028+0.00655039j 0.00578455+0.00124427j -0.0259116-0.00623828j -0.0111228+0.00264512j -0.00492076-0.00577863j -0.00013643+0.00764861j 0.00931479-0.0185235j -0.0147881-0.00616021j -0.00255291-0.0233655j 0.00261334+0.00893255j -0.011237-0.00197063j -0.000245493+0.0168209j 0.0117899-0.00689512j 0.0136518-0.00418834j 0.00356356+0.0021022j -0.0153172-0.00520576j 0.0208912-0.00489422j 0.00682027+0.0020355j -0.00496019+0.00498537j -0.00388583+0.000980046j 0.00136593-0.00228979j -0.00423161+0.00636332j 0.0036768+0.00165637j 0.00236184+0.00847194j -0.001394-0.016143j -0.00249514-0.00903176j 0.00478141-0.0108799j -0.0113187-0.0101861j -0.00886252-0.00561561j -0.0111058-0.0113122j -0.00651697-0.00430714j 0.0077493-0.00360976j -0.00836997+0.00454737j 0.0017564+0.016636j -0.00775052+0.00219171j -0.00529826+0.00296425j -0.00222518-0.00536452j 0.00143379+0.0023404j -0.00112089-0.00631j 0.00397276+0.00637846j 0.00878315-0.00701897j 0.000128773+0.00505013j 0.00313551-0.0105461j -0.000452311+0.00588353j 0.00407463-0.00371491j 0.0137433-8.59873e-05j -0.00103341-0.00159203j 0.00576862-0.0102555j 0.00460578+0.0019692j -0.00368356+0.00432412j 0.0045965+0.00746193j -0.00158794+0.00127282j -0.00412103-0.00100173j 0.0044192+0.0076453j -0.00045124+0.00189226j -0.000466744+0.00640452j 0.0038982+0.0121863j -0.0036298+0.00385019j 0.00860184-0.00258383j 0.00236491+0.0100763j 0.00764847+0.00537268j 0.00020297-0.00737505j 0.0028408-0.00722403j -0.00914133-0.00574651j 0.00164364-0.00651062j 0.00520754+0.00152843j -0.00548375+0.00570309j 0.00402436+0.00358411j 0.00449402+0.0138757j 0.00512107+0.00229015j 0.00648888-0.00308317j 0.00269664-0.0152941j -0.0020338-7.57317e-05j 0.00349797-0.000143943j -0.0106107-0.00603379j 0.00394089-0.00599936j -0.00821544+0.000335996j 0.00974136-0.00587084j 0.00134463-0.00121736j 0.00258416-0.00270919j -0.00128674+0.00146634j -0.000561636+0.00696635j -0.00204441-0.000136243j 0.00191769-0.00594505j -0.000393874-0.000325569j -0.0031547-0.00500375j 0.00122923+0.00153656j -0.00196899-0.00289748j 0.00901578-0.00187066j -0.0045486-0.00349771j -0.00421574+0.00277192j 
-0.00330712-0.00710654j -0.00673449+0.00266008j -4.01665e-05+0.0119481j -0.00477533-0.00642067j -0.00230481+0.00603566j -0.00275462-0.000250649j 0.00438249-0.00559463j -0.00019236+0.0175092j 0.00822529+0.0129061j 0.0171173+0.00710701j 0.00447237-0.00479947j -0.00092985+0.0147331j -0.0082634+0.00459916j -0.0145301+0.000127374j -0.00509331-0.00254462j 0.0080723-0.00876281j 0.0144922+0.00630356j 0.00752284+0.00202919j -0.01216+0.0119528j -0.00225221+0.00651336j 0.00523541-0.0023301j 0.00372432+0.00351837j 0.00727085+0.00374152j -0.00228245-0.00469134j -0.0144989-0.00846677j 0.00204509-0.00615151j -0.000438489+0.00308998j 0.00452061-0.000511493j 0.00239153-0.00393676j 0.0017832-0.0053845j -0.00357276+0.00412429j 0.000135804+0.0101546j 0.00282346+0.0177049j 0.00354804-0.013878j 0.00525593-0.0029797j -0.00248871-0.00109925j -0.00655761+0.00141625j -0.00104799-0.00705602j -0.00540832-0.00545234j 0.00395398+0.0108204j -0.00146479-0.0025772j 0.00650238+0.0096816j 0.00220737+0.00738559j -0.00991561-0.00426435j 0.00252166-0.00961443j -0.00301974-0.00585512j 0.00389264-0.00397399j 0.00171771+0.00457829j -0.000186101-0.00730272j 0.00338357+0.0134415j -0.00859304-0.00675438j -0.00177444-0.00537791j 0.00214716+0.00813088j -9.58666e-05-0.00367951j 0.000963504-0.00386582j -0.00169926+0.0100082j 0.000313097+0.0089156j -0.00255992-0.0106762j -0.00178222-0.00208829j 0.00392558+0.0066488j 0.00105409+0.00615024j 6.44568e-06-0.00382234j -0.00136833-0.00250569j -0.00337012+0.00170237j 0.00132259+0.000607294j 0.00163671-0.00166055j 0.00136211+0.00361059j -0.00431408-0.00260923j -0.000747056+0.00376043j 0.00333019+0.00424778j 0.00358053-0.00549722j 0.00357076-0.0031289j 0.00272182+0.00829263j 0.00262417+0.0013406j 0.00360748-0.0103597j 0.0019059+0.00111373j -0.0040546-0.00078074j -0.000473195-0.00358006j -0.00321637+0.000702802j 0.00166091+0.00144392j -0.00435079+0.00357185j -0.000224955-0.00467577j 0.00274967+0.00524768j -0.00471173+0.000537413j -0.00623792-0.000434803j -0.00104631+0.00365801j -0.000491246-0.00483171j 0.00707238-0.00174252j -0.00114213+0.00266567j -0.00200775-0.00593868j -0.00111824-0.00121956j -0.00365626-0.00229442j 0.0053157+0.000417367j -0.00729251+0.000544622j -0.00352312+0.00381194j 
-0.0128615+0.000264559j 0.0021102+0.00951742j -0.0060853-0.00430532j -0.0129114-0.0139372j -0.0110946-0.0014931j 0.00223172+0.000327296j 0.0135212+0.0110979j -0.00772458-0.00489624j -0.0199816+0.0102254j 0.00473377-0.0199754j -0.0193672+0.00540739j -0.0046639+0.00682446j 0.0027251-0.0195795j -0.00464426-0.00633019j -0.00344242-0.0256017j 0.00759793-0.0131886j -0.00165873+0.0125086j 0.014011-0.00229241j 0.00778255-0.00851692j 0.00946106+0.00486338j -0.000308721-0.00600321j 0.00299491-0.000696875j -0.00372282-0.00110296j -0.00284973+0.00981247j 0.000741291+0.0253171j -0.00221261-0.00314986j -0.00251669-0.0151137j -0.00597573-0.00387496j 0.00580311-0.00518188j 0.00369447+0.000161293j 0.0052987+0.00588995j 0.00769667+0.0081443j -0.00510178-0.00295221j -0.00316463+0.00998911j 0.000563439-0.00220361j -0.00595973-0.00684717j 0.00109896-0.00562645j -0.00723759-0.00997391j 0.00776976+0.00345367j 0.00280541-0.000603403j -0.00462034-0.0112918j 0.0050523+0.00549904j 0.000983075-0.00383457j 0.00279207-0.000332943j 0.00305747+0.00549656j 0.00404345-0.000735361j -0.00421445+0.00265112j 0.00167022+0.00845314j -0.00052684+0.00314393j -0.00152672-0.00832162j 0.00148353+0.00509277j 0.000125248+0.00209962j 0.00254905-0.00394758j 0.00118729+0.0135635j -0.000687892+0.0080135j 0.00010932+0.00306523j 0.00134132+0.00449832j 0.000483208-0.00791438j -0.00331608+0.005415j 0.00569003-0.00514173j -0.00338156-0.00237028j 0.00485911-0.00540395j -0.00330097+0.00789308j -0.000610534-0.00372889j -0.0025219-0.00182222j -0.000917191+0.00274316j 0.00125728+0.00372554j 0.00238146+0.000997728j -0.00209242-0.0042506j -0.00295412+0.00520169j 0.000285138-0.00369138j -0.00244846-0.00228657j -0.00868927-0.00137037j 0.00044566+0.00114208j 0.0031397+0.00137348j -0.00190827+0.00758556j -0.00242855+0.00397504j -0.0044604+0.000719607j -0.000858299-0.0015204j -0.0040645+0.00401982j 0.0018316-0.000454135j -0.0026371-0.00173994j 0.0017246-0.00448483j 0.000113736-0.00151502j -0.00142854-0.00305789j -0.00367452-0.000740051j -0.000937308+0.00400903j 0.00365361+0.00595263j 0.00154648-0.000144808j -0.0011788-0.00266194j -0.00213607+0.00281735j -0.00229335+0.000311364j -0.00265306+0.0024224j -2.97897e-05-0.00508308j -0.00481062+0.000907841j 
0.0140359+0.00764416j 0.0196412+0.0019344j -0.00205294-0.000422465j -0.00465154+0.00761913j 0.00363126+0.00196362j 0.00471012-0.00641384j -0.00368672+0.0039102j -0.00162207-0.00546047j 0.00738741-0.00375834j 0.000306704-0.00194727j -0.00453516-0.0175007j 0.0134736-0.0204456j 0.0235459-0.00795366j -0.00137079-0.0286793j 0.0104593-0.00239999j 0.0155765+0.0068602j -0.00316766-0.0067473j -0.000100917-0.00225075j 0.00365302+0.00780294j -0.00286862-0.0188612j 0.00887517+0.00190979j -0.00483079+0.00588559j 0.011378-6.58648e-05j 0.00930827+0.00153503j 0.00319766+0.00633874j 0.00526282+0.00627366j -0.000212934-0.00162341j 0.000277535-0.00139693j -0.00621998-0.00265566j -0.00293631+0.0075646j -0.000591733-0.0167607j -0.000577833-0.000610175j -0.00275695+0.00473742j 0.000162223+0.00178628j -0.00548547-0.0062134j 0.00239025+0.0087295j -0.00102611+0.00975969j -0.000679066-0.00317342j 0.00282395-0.00739053j -0.000154042+0.00983228j -0.00140479+0.000114049j 0.00119283+0.00115523j -0.00298584-0.00409791j -0.00300901-0.00797906j -0.00169628+0.00170974j 0.000729082-0.00279754j 0.0088858+0.00298485j -0.00387068-0.00508881j -0.00165939-0.00270058j -0.00198172-0.00442893j -0.00153525-0.000314038j 0.000534327-0.00064269j -0.00107473-0.00569832j -0.000808412-0.00324918j 0.00350488+0.00784694j 0.00623765+0.00542873j 0.000413692+0.00269358j 0.00207791-0.0026359j -0.00557984+0.000714487j -0.0016881-0.00132412j 0.00220194+0.00160985j -0.00311546+0.00813866j -0.00255812-0.00403876j 0.00170587-0.00482189j -0.00078962+0.000411835j 0.000279276-0.0024313j 0.00130628-0.00115836j 0.00271773+0.00257741j -0.00309083+0.00089951j 0.00104537+0.00101039j 0.00291891-0.00186204j 0.00228227+0.00133939j 0.000189111-0.00352819j 0.00423175+0.00388901j -0.00447103+0.00358194j 0.00120834+0.00042228j 0.00216369+0.00260172j -0.00356045+0.00120055j 8.32436e-05-0.00434611j 0.000584891+0.00140967j 0.000844001+0.00302479j 0.00439574+0.0042174j 0.00238874+0.00397111j -0.00149022-0.00418873j 0.00142238-0.000311131j 0.00534253+0.00145035j 0.0017151-0.00184012j 0.00178787-0.000438443j -0.00304989+0.00148042j 0.000959777+0.00198144j 0.00292255+0.00197141j 0.00153641-0.00162124j 0.00676581-0.00413472j 0.00501319-0.0016082j -0.00128716-0.00136976j 
-0.00346911+0.000673511j 0.00753827-0.00382106j 0.0110444-0.00254128j -0.0109989+0.00153925j -0.00712317+0.0013773j -0.000514226+0.00415301j 0.0141859+0.0111035j 0.0207116+0.00909347j 0.00522723-0.00416476j 0.00805176-0.0177981j -0.002324-0.00900446j -0.00627442-0.0061505j -0.00091656-0.0136274j -0.0132258-0.000361382j 0.00512381-0.00975719j 0.00923022-0.00149829j -0.00130632+0.00156901j 0.00452651-0.00158892j 0.00032089+0.00805283j -0.0024688-0.00258697j -0.000701312+0.00843013j 0.00247866-0.00269012j 0.00137668+0.0049191j 0.00499924+0.00645203j 0.00341977+0.00819531j -0.00467015-0.00702198j -0.00257358+0.00170204j 0.00426358-0.0132764j 0.000939766+0.0016136j 0.00271537+0.00337446j -0.00293315+0.0077571j -0.00311009-0.00366328j -0.00775086-0.00460496j 0.00277136+0.00268731j -0.000895607+0.00382972j -0.00464333+0.0025633j -0.00183873-0.00866506j 0.00241992-0.00225358j -0.00302237-0.00984556j 0.00566118-0.00341487j 0.000388191-0.00130999j -0.000700523-0.00159907j -0.0038712+0.00477485j 0.00464165+0.00104607j 0.00155353-0.00873622j 0.000321422-0.00767112j 0.00977069+0.00392171j -0.00533175-0.00987936j -0.000515871+0.00454012j 0.00351553-0.00368372j 0.00148296-0.00126939j -0.00209111-0.00647474j 0.00246165+0.00383821j 0.00225239+0.00514115j -0.000164133+0.00529946j 0.000559357-0.000162695j -0.00266895+0.00491108j -0.00138154-0.00429257j -0.0016619+0.00039368j 0.00742542+0.00238963j 0.00426638-0.000149013j 0.00055652+0.000497667j 0.0028866+0.000237999j 0.00037119+0.000277391j -0.00407846-0.00456945j 0.000425535-0.00546148j 0.00526112+0.00214182j 0.000992207+0.00374174j -0.00538457-0.000286776j -0.00150522-0.000718871j -0.00325609-0.00372544j -0.00215333-0.00550356j 0.00244085+0.00466329j -0.0022254-0.00581953j 0.000234029+0.00735729j 0.00336729-0.000520177j -0.00524492+0.00426286j -0.00139415-7.13815e-05j -0.00436833-0.000252932j -0.00316741-0.00573306j 0.00628093-0.0082298j 0.00168747-0.00715333j 0.00213647-0.00181381j 0.00111492+0.00280205j -0.000123362+0.000689163j -0.00190929-0.00253451j -0.00753957+0.0010447j 0.00161719-0.0082035j 0.000920698-0.00224587j -0.000969107+0.000709276j 0.000336434+0.000293149j -0.00180986+0.00236106j -0.00422493+0.001436j -0.00123587-0.00160751j 0.000943866+0.00147245j 
