-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
-0.0423227-0.0654825j -0.0418313-0.0285678j -0.0420501-0.0673537j 0.0411731+0.0696896j -0.0816182+0.0755855j -0.0618616-0.111358j -0.0150143+0.0768093j 0.0536467-0.0245981j 0.142733+0.028942j -0.0661145-0.045067j 0.0754671-0.0290207j 0.0559696+0.0703708j 0.0540582-0.093538j 0.013168-0.219404j -0.000508731+0.0151604j 0.0498618+0.0785166j -0.0216536-0.00246817j -0.113393+0.0444276j -0.114958-0.0228064j 0.0374928-0.106155j -0.105433+0.005748j -0.038954+0.172574j -0.0018632-0.0275117j 0.109688+0.0157568j -0.0106783-0.0317807j -0.0497064-0.102853j 0.0032668+0.123926j -0.0357532+0.055752j -0.0489951-0.0416801j -0.0948239-0.0230639j -0.026735-0.048122j -0.0591357-0.038445j -0.0691256-0.00441615j 0.00652388-0.0285519j 0.0189489+0.0058403j -0.0720208+0.0321703j -0.027916+0.000600709j 0.109997+0.0200536j -0.0119299+0.0346497j -0.024951-0.0302264j -0.0183745+0.0392532j 0.0645562+0.017322j 0.0230024-0.00417615j -0.015416+0.00110331j -0.017274+0.0119317j 0.0300313-0.0120894j -0.0106793+0.0386562j 0.0478941+0.0924067j -0.00205717-0.025938j -0.011073-0.00907682j 0.013776+0.0362131j 0.0609347+0.0253538j -0.0262831-0.0853986j -0.0427093+0.0173265j 0.0340523-0.0107248j -0.0197623-0.00714566j 0.00730249+0.030458j -0.0165306+0.0752201j 0.0071928+0.0917188j -0.0255772-0.0167979j -0.00876575+0.0121247j 0.0535345+0.0290975j -0.0130781+0.0259794j 0.0247639+0.0188636j 0.0154289+0.0381436j -0.00786345-0.00973364j -0.0563008+0.0284324j 0.000666603+0.0107325j -0.0285836+0.0531114j 0.0208557-0.018681j 0.0646236-0.0336037j 0.0304924-0.0244119j -0.0491406+0.0312706j 0.00718729+0.00581726j 0.0383645-0.024749j 0.0678901-0.0499484j 0.0116323+0.00594511j 0.0211331-0.00225922j -0.0351167-0.00908807j 0.0745951-0.0183676j -0.0126874+0.00727614j -0.0285167-0.0119632j -0.00474862-0.0172724j 0.0402434-0.00858513j 0.0611489+3.747e-16j 0.0672665-0.0195543j 0.0320053+0.0517991j -0.0264922-0.0419035j -0.0261815-0.048824j -0.0194426-0.00660503j 0.0203259-0.0594283j 0.0458247+0.0460544j -0.00486784-0.0465212j -0.0430858-0.0309196j -0.029328+0.00156673j -0.0334083+0.0438159j 0.0132596-0.0447534j 
-0.0172622+0.0109832j 0.0181371+0.0462391j 0.0513595+0.12538j 0.0193868+0.0945649j 0.114581+0.191718j -0.0558877+0.139219j -0.221162-0.072247j -0.00435133-0.000247063j -0.0131764+0.0261038j -0.109004-0.0430575j 0.0104949+0.0358572j 0.0146353+0.170808j -0.0769642-0.0132385j 0.0189154+0.0984679j 0.0847473-0.0017948j -0.0655656+0.0442128j 0.130401-0.0308544j 0.0718621-0.0899369j 0.115473-0.0391739j -0.25664-0.010315j -0.0549563-0.0134475j 0.0458541+0.0174467j 0.00463503-0.0470159j 0.0682371+0.0114608j -0.0389246-0.164164j -0.0152439-0.0812994j -0.0514246-0.0775589j 0.0258522+0.0864062j -0.0170044+0.0222045j -0.0811912+0.0103974j -0.00682324-0.0106799j 0.0125225-0.0458962j -0.0288084-0.038043j 0.00612733+0.0045091j -0.0463607+0.0102147j 0.0165531-0.0122721j 0.0189473+0.0157185j -0.00426451-0.0915931j -0.033814-0.0599484j 0.0633997+0.0624326j -0.0462032-0.0362884j -0.0290432+0.0352759j -0.0594051+0.0626493j 0.032679+0.032851j -0.0598497-0.0513922j -0.00591222-0.0449226j -0.00204705-0.0297631j 0.0216553-0.0315444j -0.0231339+0.00648904j -0.0410459-0.0320953j -0.0114318+0.103596j -0.0125012+0.0417291j -0.00907871-0.0087326j 0.042673-0.0391883j 0.00257269-0.00589894j -0.0289577-0.033274j 0.0676827+0.0238953j 0.023363+0.0300214j -0.00489355-0.0147582j -0.0266338-0.0350436j 0.0113214+0.00867428j 0.0550664+0.0236965j -0.026232-0.0647859j -0.00204556+0.0636347j 0.000190398-0.101007j 0.0659364-0.0223223j 0.0118518-0.0115658j -0.0336176+0.102474j -0.0151777-0.0613669j -0.0292066+0.0410082j 0.00818542-0.068756j -0.0764321+0.031895j -0.0389536-0.0677337j 0.00681473-0.0208032j -0.0451206+0.00606246j 0.0662522-0.00814641j -0.00518546-0.00289871j 0.00505217+0.0279683j 0.0246747+0.0209932j -0.0319002+0.0430614j 0.023579-0.00646458j 0.0238532-0.0549505j -0.0105441+0.000816915j -0.00206703-0.0202762j 0.0672665+0.0195543j -0.00379569+6.93889e-17j -0.0290397-0.0207514j 0.00556106+0.0152125j -0.00727045-0.00143333j -0.0198264+0.010431j -0.0524138-0.0109547j -0.0707031-0.0666622j -0.0202804-0.0766923j 0.0496511+0.0128007j 0.0981793+0.0581946j -0.0284816+0.0229887j 0.0187646+0.0924971j 
0.0221464-0.0699031j 0.0138727-0.0200039j -0.070448-0.284654j 0.177817-0.00383188j 0.109394+0.132394j 0.00825686-0.00820218j 0.145009-0.00663295j -0.0951065-0.0604419j 0.0544696-0.0005223j -0.0458956+0.00920878j -0.0292919+0.0586276j 0.0751692+0.0263347j 0.0625709-0.0148521j -0.0924071+0.0289751j -0.0158883-0.097662j -0.069856-0.0590652j 0.0349958+0.061246j -0.207345-0.0385611j 0.0508262-0.112006j -0.0180346-0.0461267j -0.119064-0.133534j -0.194563-0.135379j -0.0146719+0.0496978j -0.00276769+0.0300446j -0.0211687-0.0235883j -0.00495411-0.0290618j -0.0378065+0.0259384j 0.0107483-0.0323102j 0.0253099+0.0239277j 0.0134007-0.0114413j 0.0650564+0.0119374j 0.00833482-0.0782376j 0.0230212-0.0373351j -0.0210398+0.00732561j 0.0243148+0.125418j -0.0191008-0.0253529j 0.00299134-0.00839523j 0.0481583-0.00197662j -0.0203924+0.0722737j 0.0370748+0.0372917j 0.0338429+0.0539067j -0.0412308+0.0104043j 0.0276593+0.0484619j -0.00195054+0.00225652j -0.0189805-0.000898779j -0.0133665-0.0577258j 0.0458775+0.00919031j 0.024599+0.0880282j 0.0132817+0.0232089j -0.0427609-0.0249101j -0.00565727+0.0468235j 0.0145213+0.0184644j -0.0105836+0.00511702j 0.00279794+0.0291415j -0.0180649+0.0171827j -0.0413572-0.00898221j 0.00715733-0.019563j 0.0428168+0.011415j 0.0318941-0.000372731j 0.0157566-0.0138826j -0.0269109+0.0246459j 0.00302992+0.0620034j 0.0273127+0.0096077j -0.029159+0.0713649j -0.0174328+0.0273227j 0.0235773+0.0042472j 0.0175494+0.0377904j -0.00962639+0.0243641j 0.00114876-0.00845872j -0.00097405+0.0415753j -0.0247659+0.0582582j 0.0571931+0.00318059j 0.0379573-0.0307429j 0.0487927-0.0118376j -0.0205295+0.0202035j 0.0382873-0.0204617j -0.00552465+0.00842088j -0.0697015+0.0298795j 0.00866084+0.0419469j 0.0106493-0.0407389j -0.0190909+0.0342154j 0.0999674+0.0257878j 0.0650552+0.00772186j -0.0199258+0.0387006j 0.0320053-0.0517991j -0.0290397+0.0207514j -0.0337353+6.93889e-17j 0.0297557-0.0541241j 0.0896144+0.0298387j 0.00118896-0.014275j 0.0145888+0.0453619j -0.0426981-0.0164065j -0.0729057-0.0953207j -0.0185662-0.0420923j -0.0175224+0.038603j -0.0215644-0.0191589j 0.00850574-0.02986j 
-0.00542045-0.0471929j -0.00346843+0.00452336j -0.0192031-0.108891j 0.113408+0.0539757j 0.0258119+0.0161113j 0.10418+0.175071j 0.0020342-0.0252949j -0.00950204-0.0451325j -0.0266835+0.066387j -0.118502-0.214332j 0.0444529-0.0487016j 0.0986207+0.0472436j -0.0358263+0.0130628j 0.0310073-0.00300733j 0.0923468+0.0446531j 0.0250794+0.0844359j 0.0437321+0.180429j 0.0108937+0.00267157j 0.0842936+0.190898j -0.0992827-0.181612j -0.0721455-0.0990408j -0.0242735-0.00351028j -0.0607327-0.0677348j 0.00944871+0.0140994j 0.111988+0.0223882j 0.0696541+0.0379221j -0.0803723-0.0529663j 0.0415088+0.0279129j 6.28514e-05-0.0768207j -0.00761911-0.0537701j 0.0011734+0.0423986j -0.045057+0.027485j -0.0102272-0.012471j 0.0341299-0.0338622j -0.0170457-0.0318993j 0.0178187+0.0130842j -0.0302163+0.000283588j 0.0273362-0.0134137j -0.0306173+0.0189066j 0.0128791+0.038448j 0.00394754-0.00081219j -0.0243754-0.0426066j -0.0413608-0.07276j -0.0486632+0.0402925j 0.0121779-0.057985j 0.0301204+0.0309713j 0.00216322+0.0858594j -0.0304134-0.023064j -0.0128345-0.00401652j 0.0243926-0.00788307j -0.0991537-0.118923j -0.0303917-0.0680114j -0.0271607+0.0203036j -0.0550298+0.0399454j -0.00858908-0.0226857j 0.0472474+0.0244644j -0.0515349-0.0678961j 0.0049542+0.0591452j 0.00556861-0.00617586j -0.0184472+0.00857703j 0.00940011-0.0142479j -0.0114794+0.0280929j -0.0203976+0.0282745j 0.0441809-0.0441518j -0.0226996+0.0206828j -0.0394105-0.0267518j 0.00493188+0.00231014j -0.0144294-0.0221034j -0.00163074+0.023424j 0.0212482-0.0310778j -0.0271301+0.000540861j -0.0270247+0.0158789j 0.0152434-0.0143613j -0.0146424+0.044028j 0.0126927+0.0499138j -0.0476867+0.00879552j 0.0261275+0.00831932j 0.0288487+0.0265406j -0.00781109+0.00994196j 0.000560474-0.00409125j -0.000817109-0.0321096j 0.035498-0.00706283j -0.0220508+0.0598074j -0.00920571-0.0217152j -0.0264922+0.0419035j 0.00556106-0.0152125j 0.0297557+0.0541241j 0.0205359-0j -0.0350374+0.0547458j -0.0496333+0.00298676j 0.0855926-0.0194702j -0.0484276-0.0543969j 0.0817127+0.0625897j -0.078469+0.00877234j -0.0656769+0.0263281j 0.0271246+0.021195j -0.00344326-0.0202765j 
0.0795068-0.202492j 0.319554+0.0330849j -0.0621573-0.0850531j 0.130428+0.186479j -0.0636813-0.0107122j -0.00358503+0.0207923j -0.143952+0.0103388j -0.0589283+0.0051479j -0.0635992-0.211042j -0.0213614+0.0543981j -0.0873538-0.0156914j -0.0430673-0.057168j 0.0122882+0.0128122j 0.0783508+0.0213541j -0.189515-0.0489139j -0.0675792+0.0276211j 0.0143756-0.00180663j -0.0127915+0.0766309j -0.0571571-0.016037j -0.108201-0.121878j 0.0308526+0.0868286j 0.0276008+0.134128j 0.0457101+0.00584282j 0.0194907+0.0419572j 0.126367+0.0160468j 0.0989337+0.00170503j -0.0742347-0.0224189j 0.0178023-0.0585512j 0.0221019+0.00262301j 0.00491345-0.0888584j -0.00804933-0.0639816j 0.0162195-0.0475112j 0.00926384-0.0397724j 0.0406954+0.0624909j 0.038636+0.00233888j 0.027069-0.0300141j 0.0269+0.00396843j -0.026549+0.00261587j 0.00351947-0.00795433j 0.0125532-0.0222543j -0.0226979-0.0465186j 0.0103626+0.0437501j 0.0271644+0.000102664j -0.00187258+0.00704996j 0.00965599+0.0231048j -0.0428571+0.0128314j -0.0328526-0.0031359j -0.057921-0.00389175j -0.00608148+0.018032j 0.000182569+0.0167276j 0.00243476-0.0188227j -0.0120548+0.0666176j -0.00661878-0.031752j -0.0200501+0.0266031j 0.0181108+0.0325612j 0.0182433+0.023646j 0.0155016+0.0284086j -0.0168827+0.00225715j -0.0565075-0.0149937j -0.0197275-0.0119067j 0.0227449+0.0146513j -0.0053129-0.0140031j -0.00525702-0.0343418j -0.0124855+0.0119075j 0.00878401+0.0514432j -0.000939405+0.0293172j -0.0147121-0.0102456j -0.0189191+0.0396294j -0.0147112+0.014674j -0.00793071-0.0439109j -0.0264318+0.0176162j -0.0347553+0.0595074j 0.0350873-0.0337314j 0.00610314+0.0124289j 0.0130345+0.0326295j 0.0293803-0.000415857j -0.0127418-0.0315652j 0.0540817-0.0209906j -0.0323648-0.00850649j -0.00553773-0.00986789j 0.0358406+0.039704j -0.0267275+0.0142549j -0.0923348+0.0114712j -0.00649369-0.0378931j -0.0261815+0.048824j -0.00727045+0.00143333j 0.0896144-0.0298387j -0.0350374-0.0547458j -0.0663598-2.77556e-17j 0.0669619+0.0232499j -0.00367591+0.000985727j 0.0571418+0.0664468j 0.000792954-0.06775j -0.0362158-0.033931j 0.00261528+0.0212288j 0.0178502+0.113063j 0.0286468+0.0917986j 
0.348391-0.107181j -0.00476942+0.33279j -0.00392134+0.163413j 0.0517377-0.0166429j 0.0349241+0.110846j -0.0686468+0.00361866j 0.0257636+0.121388j -0.0180139+0.242462j 0.0668998+0.0208734j 0.0234373+0.0325241j -0.0745149-0.0365349j -0.0279555-0.00980905j -0.165956-0.00467391j -0.0347869+0.0383109j 0.0440273+0.0663803j 0.00495014-0.0166762j 0.0236466-0.0493095j -0.078504-0.120325j -0.03651+0.0212422j 0.0422071+0.0521535j -0.0117024-0.0247274j -0.00303619+0.171289j 0.0203047-0.176495j 0.0637834-0.116312j 0.025744+0.0374424j -0.00561296+0.0263193j 0.0278454+0.036268j -0.0778533+0.0844087j -0.043411-0.00159292j -0.0612966+0.00367481j 0.00293366+0.030372j 0.00954801+0.0175928j -0.0719035+0.00767634j -0.0118103+0.00182214j -0.00183614-0.0266843j -0.0446398-0.0213443j 0.0204523+0.0144788j 0.0652641-0.0705794j -0.00260084+0.00140825j -0.00962298-0.0316422j -0.0234535-0.040386j 0.0263366-0.0376779j 0.0163814+0.0504656j 0.00879097+0.0224309j -0.0316726-0.0276665j 0.0416454+0.00916493j -0.0573034-0.0158201j -0.0253287+0.0152351j -0.0483367+0.03339j -0.0315265-0.00952308j -0.0198781+0.00698363j 0.00669668-0.0172891j 0.0471908-0.0132752j -0.0377326-0.0285021j 0.0494464-0.0271802j 0.0121741-0.0523513j 0.0163406+0.0166528j 0.0178383+0.0398315j 0.0264402+0.00675868j 0.0325159-0.0122776j -0.020485-0.0101938j 0.00632719+0.0349426j -0.0154902+0.0119696j -0.0410047-0.019837j -0.00504885-0.0284248j -0.00243544+0.0187221j -0.062188+0.00903647j -0.0160646-0.0048932j -0.0245587-0.0140174j 0.0396631-0.0417417j -0.0113491-0.0228514j 0.00789931+0.00672937j 0.071569-0.00505611j -0.0297934+0.0308838j -0.0672052+0.0259557j 0.0347228+0.0281563j 0.00461773-0.0404842j 0.035215-0.00709516j -0.0180875-0.0123842j 0.0344741-0.0323089j 0.0386387-0.00570035j 0.028788+0.0193841j 0.0271706-0.0508001j 0.00706676-0.0004869j -0.0194426+0.00660503j -0.0198264-0.010431j 0.00118896+0.014275j -0.0496333-0.00298676j 0.0669619-0.0232499j 0.024776+8.32667e-17j 0.110724+0.00210762j 0.0675706+0.0319125j -0.0394249-0.0114928j -0.0560138-0.0421736j 0.0297266-0.0147668j -0.0482939-0.00710647j 0.0249944+0.0423805j 
-0.0102932-0.162293j 0.109141-0.200513j -0.0951228+0.094631j -0.224901-0.108124j 0.0192884+0.0377054j -0.00982549-0.0103412j -0.0130928+0.146316j 0.0120808+0.0988848j 0.14754+0.00763051j -0.0200673-0.00435546j 0.172705+0.0256322j -0.189309-0.00877698j 0.0742014+0.0656126j -0.0320609-0.0752358j 0.159195+0.096901j -0.0118341+0.0695433j -0.0665631-0.00726726j 0.00983967-0.106194j -0.000397747-0.0145667j 0.0407592+0.0907203j 0.0431463-0.0725444j -0.14347-0.0502066j 0.0598067-0.0767779j 0.0213883-0.0128226j 0.00974413-0.0621849j -0.033534-0.06138j -0.0201502+0.0216278j 0.00904182-0.0850232j -0.00832645-0.00502793j 0.0476275-0.0586841j -0.0342597+0.0156309j 0.00406894-0.0134565j 0.0393409-0.0655424j -0.0105369-0.0100581j 0.00703478-0.0389372j 0.0246649-0.0448771j 0.0169133-0.0452565j 0.0358749-0.00126084j -0.000967142-0.04386j 0.00748458-0.024099j 0.0469653+0.00202518j -0.00703303-0.00993235j -0.0260719+0.00407367j 0.0197596-0.0207628j -0.00625725+1.8354e-05j -0.0034524+0.0187752j -0.0290567+0.0269664j -0.026472-0.00646471j 0.00773872-0.0306576j -0.0205001-0.0293917j 0.0028644-0.0498922j -0.020764-0.0312386j -0.0191137+0.0329879j -0.0451304-0.0224885j -0.00807709+0.0153209j -0.014108-0.0294761j -0.0134399+0.0365371j -0.00326635+0.0148668j 0.0494615+0.0434253j 0.00399823+0.011844j 0.0167721-0.0330258j 0.0216044+0.0476197j -0.0403281+0.0389438j -0.0153316-0.0376244j 0.00581371+0.0362138j 0.0161748-0.0454956j -0.0148118+0.0242286j 0.021745-0.00825522j -0.0274962-0.0086053j 0.00329903-0.0502761j -0.023417-0.0697949j -0.0567308+0.0392265j -0.0462241-0.0522101j -0.025361-0.00643276j -0.044229+0.0147465j 0.0105029+0.0655356j 0.00386699-0.029792j 0.0585881-0.031664j -0.0312611+0.0303756j 0.0103743+0.00785264j -0.00747576+0.00949884j -0.0331525-0.0109376j -0.0582471+0.0300213j -0.00279216-0.00469583j 0.0203259+0.0594283j -0.0524138+0.0109547j 0.0145888-0.0453619j 0.0855926+0.0194702j -0.00367591-0.000985727j 0.110724-0.00210762j -0.069878-2.22045e-16j -0.0710152-0.0246624j -0.0171322+0.0400299j -0.0133921+0.00825392j -0.0182784-0.0780247j -0.0122618-0.0709523j 0.0732652+0.00527463j 
-0.0590712-0.0539555j 0.0283334-0.0976925j -0.0359668-0.0922259j 0.0199395+0.0135379j -0.00743167+0.00717232j -0.167839+0.164855j -0.000756484-0.0156238j -0.0736774-0.00580928j 0.013039-0.00846481j -0.0997965-0.164427j -0.0262207-0.0352922j -0.0367998+0.0887008j 0.108238+0.0171681j -0.012927+0.162582j -0.139471-0.0289755j 0.0188251+0.26697j 0.0679957-0.0244652j -0.0859246+0.0631524j 0.118615-0.0249053j 0.110099+0.0866527j 0.076944-0.0252334j 0.0683665-0.0303031j -0.0249228-0.0440298j 0.0666759-0.00897075j -0.022625+0.0731723j -0.051311+0.0268083j 0.105595-0.0291986j -0.0254409+0.0286202j -0.0135059-0.0317159j -0.007169-0.0224328j 0.0522492-0.0189321j 0.0835142-0.0255924j -0.00186473-0.0281298j 0.0184323+0.000486263j -0.0326411+0.00777341j 0.0367909-0.0241428j 0.0134402+0.0338514j 0.00783021-0.00544796j 0.0364875+0.0101481j -0.0172538-0.0138192j -0.0128642-0.036924j 0.00789825+0.0150905j -0.0210561-0.013053j 0.0354544+0.0129787j 0.0145534+0.010032j 0.0300312+0.0258251j 0.0491417+0.0313086j -0.018905-0.0188879j -0.00425-0.00252807j -0.0564275-0.00734735j -0.02518-0.0658163j -0.0188701-0.012513j 0.0166267+0.00620709j -0.0185469-0.0312757j -0.0154861-0.00602761j -0.00499856+0.0270542j -0.0144859-0.0129094j 0.0609956+0.00707622j 0.0288315+0.0011697j -0.014813+0.00491803j 0.0286725+0.0266153j 0.0383691-0.00272283j 0.00278344-0.0315559j 0.0294052+0.06838j 0.0370802+0.00840199j -0.00499475+0.0371061j -8.09443e-06-0.00471314j 0.0351073-0.00996528j -0.0136551+0.0338548j -0.012503-0.0067212j 0.00214411+0.0295202j 0.0366959+0.0277645j -0.0171059+0.0667743j -0.000580396-0.0299578j -0.0072987+0.0702086j 0.0205625-0.00867403j -0.0294584+0.0135673j -0.0267485+0.0892381j 0.0249364+0.0235902j -0.0165518+0.0242991j -0.00416827-0.0212266j -0.0612607+0.0137186j 0.0208448-0.0400096j -0.00935582+0.0208585j 0.0458247-0.0460544j -0.0707031+0.0666622j -0.0426981+0.0164065j -0.0484276+0.0543969j 0.0571418-0.0664468j 0.0675706-0.0319125j -0.0710152+0.0246624j 0.134503+3.33067e-16j -0.0547394+0.00283217j 0.0697702-0.0391709j 0.0253766-0.0456638j -0.0301977-0.0108054j -0.0249703-0.0194304j 
-0.0425952+0.0711071j -0.0273581-0.0206161j 0.0552664-0.0292536j 0.0194373+0.00378126j 0.169655-0.145148j -0.0224153+0.0149834j -0.0279162-0.0297508j -0.0284052-0.0974903j -0.058107-0.00188057j 0.0318787+0.0404327j -0.103576-0.153479j -0.108646-0.17045j -0.0614534+0.10873j -0.1307-0.0608578j -0.0372874-0.130933j -0.197136+0.12301j -0.0428726+0.0914758j 0.0270479-0.0820399j -0.0170031+0.0588708j -0.100276+0.0977552j 0.0508953+0.00282347j -0.0568501+0.109926j -0.0308725+0.020444j -0.00601882+0.0282632j 0.00437058+0.0217836j -0.0847989-0.0328762j 0.0265982+0.0903036j -0.0308573+0.0142439j -0.0566372-0.0396075j 0.0521395-0.00041641j 0.0409661-0.0340001j -0.00120627+0.0759299j 0.0165463-0.00661279j 0.00272596+0.00351641j -0.0295565-0.0338429j 0.00391715+0.030712j -0.0180417+0.0106798j 0.0240179+0.0154423j -0.00421923+0.0161001j 0.0134325+0.0407093j -0.0191589+0.000920446j -0.0571842+0.0125095j -0.0170737-0.0565323j 0.0210979-0.00955958j -0.00587545-0.0144474j 0.0239083+0.0173245j -0.00430109-0.00627547j 0.0348905+0.013179j 0.0083035+0.0108765j -0.023708-0.0369189j -0.0187237-0.0141431j 0.0164547-0.007942j 0.0156538+0.0123848j -0.00656376-0.022377j -0.0350635+0.005678j 0.000459504-0.0245669j -0.00442115+0.0256228j 0.00538775+0.0157278j 0.02545+0.0147883j -0.0297414-0.0212711j -0.00290006+0.00365381j -0.000230627+0.0123164j -0.0102272+0.0105176j -0.0124828-0.0852769j -0.0191618+0.0361284j 0.019246+0.0497482j 0.0270968+0.00740857j 0.00187236+0.0118994j 0.0195739+0.0564155j -0.0165863-0.068668j 0.0077769-0.0463586j 0.0388596+0.0414869j -0.00774635-0.00647636j 0.0304966-0.0188205j 0.0284977+0.0361892j 0.027365+0.000958597j 0.0253984+0.0132495j 0.00182868+0.0587831j 0.0421379+0.00290633j 0.0465466-0.0499512j -0.0489326+0.0642708j 0.00108241-0.0052109j 0.0223394+0.100589j 0.012714-0.0444608j -0.00486784+0.0465212j -0.0202804+0.0766923j -0.0729057+0.0953207j 0.0817127-0.0625897j 0.000792954+0.06775j -0.0394249+0.0114928j -0.0171322-0.0400299j -0.0547394-0.00283217j -0.143825-1.48492e-15j 0.00291574+0.0386078j 0.0474099+0.0176646j -0.0236216+0.00691946j 0.0104477+0.00104765j 
0.0865844+0.2352j -0.0726197-0.021389j 0.0558556-0.00325015j 0.0321066-0.178993j 0.0306564+0.0218126j -0.019179-0.0105966j 0.223504+0.110174j -0.0705626-0.0107774j 0.134579+0.185807j 0.148814+0.0632452j -0.139969+0.0345869j 0.0142744-0.0871543j 0.05365+0.0213891j 0.03598+0.0620183j 0.12925+0.199185j -0.0709329+0.0390949j -0.0279089+0.0500231j -0.0154726+0.120059j 0.00970286+0.0246008j 0.041884+0.0928452j 0.0142851+0.061776j 0.0247206-0.0207777j -0.0526221+0.00457847j 0.0169642+0.0116203j 0.0264128-0.0509058j 0.0401579-0.0305903j -0.0410447-0.0221166j 0.000346273+0.0120899j -0.0197509+0.0107248j -0.0386235-0.0326385j 0.00122707-0.0424673j -0.00325458+0.00795198j 0.0255533+0.0348794j 0.0392877+0.00168812j 0.0125735+0.028519j -0.0101062+0.00899208j -0.0159967+0.0188717j -0.0192039-0.0366943j 0.014282+0.0109287j -0.0288884-0.00769227j -0.0285101+0.0115958j 0.00354388-0.00580858j 0.0255956+0.0308959j 0.00506212+0.0387783j 0.0284288+0.0423893j -0.0156959-0.000608147j 0.05482+0.00759862j -0.00831427-0.0410199j 0.0175843+0.0184954j -0.00108629-0.0444589j -0.0427391-0.00369298j -0.0141223-0.00462049j -0.00660857-0.0102564j 0.0129386+0.0159136j 0.000957551-0.0126922j -0.00842692+0.0061543j 0.0186969+0.0109503j 0.0446955+0.0634329j -0.0327827-0.0360334j -0.0187198-0.00533324j 0.0161099+0.0442697j 0.0224837-0.0188724j -0.0154595-0.0588347j 0.00552754-0.0129612j 0.0188421+0.0100832j -0.0269351-0.0051203j 0.0227324+0.0171685j -0.00101696+0.00204653j -0.00753447+0.00521268j -0.00699685-0.0165249j -0.0148374-0.0202409j 0.00708872-0.0320198j 0.0183491+0.0197827j 0.0238845-0.00613424j 0.0296324-0.00587573j 0.0142317+0.00719446j -0.0187076+0.0390133j 0.025494+0.0747326j 0.00536787+0.00909529j 0.0155332+0.00466234j 0.018061-0.014195j 0.0196056-0.0328579j -0.0076123+0.049579j -0.000196294-0.0473842j -0.0430858+0.0309196j 0.0496511-0.0128007j -0.0185662+0.0420923j -0.078469-0.00877234j -0.0362158+0.033931j -0.0560138+0.0421736j -0.0133921-0.00825392j 0.0697702+0.0391709j 0.00291574-0.0386078j 0.0234326+1.38778e-17j 0.0331765+0.0477214j 0.0497093+0.0522937j 0.0777116+0.138986j 
