-0.153714-6.93889e-18j 0.0887751+0.00837529j -0.0993836-0.0947642j -0.0709987-0.134154j -0.0107905+0.00322698j -0.0228103-0.0206988j 0.0774336+0.0161748j 0.0208059+0.0476993j -0.0219707-0.0846277j 0.00139636+0.0160405j 0.014123-0.0231487j 0.0134584+0.0659307j -0.0230785+0.00169125j 0.00447512+0.0688626j 0.0158342-0.0337021j 0.00559182+0.000648043j 0.00316951+0.00966866j -0.0150735-0.000716037j 0.0200455-0.00639554j 0.00114639-0.0144702j 0.0169656+0.0381551j 0.0132378-0.00212865j 0.0120735-0.00682309j 0.0105941+0.00466287j 0.0303086+0.00882878j 0.013112-0.0221508j 0.00387221+0.0283067j -0.0155468-0.0209986j -0.00492313+0.000132317j 0.00243663+0.0103514j 0.00858148+0.01463j 0.00510199+0.0104144j -0.0058856+0.00712725j -0.00396887+0.00776724j 0.0157478-0.0160389j 0.00111026+3.69472e-05j 0.0215307+0.00199671j -0.0121993-0.0127642j 0.00602865-0.00342301j 0.016747+0.00576608j -0.0360122-0.0143422j 0.00843091-0.0145342j 0.0137529-0.0170936j -0.0026186-0.00694413j -0.00707254+0.00101409j -0.0212858-0.0118078j -0.00998418+0.00936554j -0.0307592+0.0235245j -0.00936097-0.00525062j -0.0157151-0.0300006j 0.00210475-0.0254751j -0.00758477-0.0248956j 0.0176563+0.00478567j 0.0272755-0.0170732j 0.00908025+0.00219467j 0.0189812-0.00926944j 0.00697536-0.0160127j 0.0152359+0.00810033j -0.0104352+0.0475604j -0.00346733+0.00733236j 0.0104022-0.0189391j -0.0259361+0.0651178j -0.0348825+0.0515485j -0.020871+0.00670781j 0.0155469+0.0188297j 0.00156218+0.018032j -0.0122272+0.0166498j -0.0181928-0.0149624j -0.0120902+0.0171742j -0.00942519-0.0441859j -0.00264727-0.000852756j -0.032291+0.0329792j 0.00203976+0.0028544j -0.0176467+0.010237j -0.0310083-0.0231963j -0.00206403+0.0135314j -0.0171801-0.0534438j 0.0320477+0.0115759j -0.0372743+0.0704106j 0.00424089+0.0080035j 0.0347171-0.020909j -0.0236361-0.000501573j -0.0361406+0.0169894j 0.0519157-0.0285085j -0.0423227+0.0654825j -0.0172622-0.0109832j 0.0221464+0.0699031j -0.00542045+0.0471929j 0.0795068+0.202492j 0.348391+0.107181j -0.0102932+0.162293j -0.0590712+0.0539555j -0.0425952-0.0711071j 0.0865844-0.2352j 0.0559607+0.00645405j 0.00152815+0.0147805j -0.173045-0.116592j 
0.013112+0.0221508j -0.0204057-0.00563383j 0.00214836-0.0215058j -0.00472608+0.0351113j -0.0102377+0.00502657j 0.0285872-0.032139j -0.0187871+0.0610741j -0.0454373+0.0369569j -0.0095418-0.03997j 0.0474177-0.00069833j 0.0102652-0.0283855j 0.0136992-0.0133755j 0.0023136-0.0295271j -0.011909+0.000332095j 0.0261727-0.0383168j 0.00609398-0.00632928j 0.0209002+0.0383192j -0.00197513+0.0172206j 0.0224281-0.0128175j 0.00424392+0.0165849j -0.0275917-0.0460747j 0.0265855-0.0199378j 0.0277227-0.0148079j 0.0374308-0.0238274j 0.0168897-0.0500083j -0.0476656+1.80411e-15j -0.0203873+0.0372581j 0.0171514+0.102908j 0.0216754+0.0142474j -0.0150802+0.0966366j -0.0705831+0.0210045j -0.0107167-0.0112058j -0.040627-0.0397654j 0.00191548+0.0266633j -0.00238495-0.0232272j -0.0172891+0.0438079j -0.0289293+0.0198865j 0.0529224-0.0206868j 0.0386072-0.0875419j 0.0270519-0.0639147j -0.153673+0.0315037j -0.148128+0.049997j -0.0583491-0.00524903j -0.00731914-0.00397758j 0.152236-0.0139339j 0.0984477-0.0945236j 0.0487115-0.122414j -0.0899386+0.0776901j -0.0100507+0.0560849j 0.00164226+0.0571302j 0.143863-0.0837612j 0.084497+0.0217097j -0.00916702+0.0215815j -0.0395368+0.00467204j 0.0502213-0.170008j 0.0874382-0.0472157j 0.0684432+0.0622316j -0.0587292+0.0342154j -0.0292035-0.0369114j -0.0303245+0.0384488j -0.018968+0.0441582j 0.0616758-0.0246065j 0.0399794-0.0649181j 0.0230463-0.0874644j 0.00992996+0.0800082j -0.0282913-0.0397461j 0.117293-0.0695481j 0.0222101+0.0200989j 0.00294988-0.0480909j -0.113826+0.0719618j 0.0710386+0.0952444j -0.0734428+0.00377698j -0.01305+0.0617454j 0.0193668+0.0227288j -0.0474674-0.0737022j 0.0188977-0.129981j -0.00958849-0.0081101j 0.122901+0.030406j 0.0313319+0.0303008j -0.0545281+0.0332801j 0.0108485-0.0141712j -0.0429624+0.0552514j -0.0371392-0.00594172j 0.0577391+0.0220983j -0.0497064+0.102853j -0.0152439+0.0812994j -0.00495411+0.0290618j 0.0696541-0.0379221j 0.0989337-0.00170503j -0.00561296-0.0263193j -0.033534+0.06138j -0.051311-0.0268083j -0.0847989+0.0328762j 0.0401579+0.0305903j -0.0269059+0.0319492j -0.00495931-0.00380949j -0.0065887+0.00374327j 
0.00387221-0.0283067j 0.0077984-0.0311105j -0.0374124+0.0155237j 0.00230527+0.00257889j 0.0207855+0.0356138j -0.025817+0.03283j 0.0169962-0.0708466j 0.0410241-0.0236503j -0.0197792+0.0185777j -0.0118792+0.0520192j -0.0685078+0.0369986j 0.0263606-0.0149877j 0.0645733-0.00995682j -0.0408427+0.0369123j -0.00986108+0.0381486j 0.00735608-0.0102615j -0.0106214-0.0692035j -0.0209404-0.0757205j 0.00254567-0.00868901j 0.046501-0.0369307j -0.0640209-0.0337239j -0.0226649-0.0285516j 0.056326+0.0742494j 0.0111199-0.00324681j 0.0476082-0.0168061j -0.0203873-0.0372581j -0.0166986-2.91434e-16j -0.0234686+0.0618656j 0.0136068+0.0427435j 0.0406445+0.0118407j -0.0412819+0.00522369j 0.0256153+0.0294011j -0.0311403-0.0559468j -0.00571352-0.0137358j -0.0344774-0.0584927j 0.00137272+0.0831956j 0.0368637+0.0212701j 0.0912682+0.00673297j 0.00796172-0.0302698j 0.0184972+0.00778344j -0.0841704+0.0393636j -0.198645+0.00541233j 0.00556601+0.0276653j -0.0319998-0.0530941j 0.108546-0.0132163j 0.0205969-0.0615263j 0.11209-0.0829281j -0.10772+0.0535675j -0.0581646-0.0301943j 0.0200219-0.0153684j 0.0379068-0.181348j -0.00868693-0.012347j -0.209518+0.120849j -0.0625016-0.0145214j 0.132685-0.0442386j 0.0459027+0.00989093j -0.0498702+0.0446645j -0.0069989+0.0722977j 0.0496284-0.0484845j -0.0336947+0.0963707j 0.000361428+0.0980454j 0.0620395+0.0139468j -0.0693068-0.0215827j -0.182946+0.120471j -0.111778+0.0244793j -0.0419269-0.0434251j -0.0963902-0.0711888j 0.0274864+0.0416003j -0.00715659-0.023125j 0.0342246-0.0688106j 0.0520153-0.00575044j -0.00430293+0.0586123j -0.0367425-0.0856745j -0.0372633+0.0842872j 0.131709-0.0763182j -0.112275+0.0127049j 0.110162+0.0103613j -0.131731-0.022216j 0.081555-0.0642611j 0.00487054-0.00962556j 0.0501679-0.127002j -0.0418977-0.0906514j -0.0367147+0.0773893j -0.119005+0.076798j 0.0032668-0.123926j -0.0514246+0.0775589j -0.0378065-0.0259384j -0.0803723+0.0529663j -0.0742347+0.0224189j 0.0278454-0.036268j -0.0201502-0.0216278j 0.105595+0.0291986j 0.0265982-0.0903036j -0.0410447+0.0221166j 0.0111488+0.00480159j 0.031346-0.0121257j 0.020842-0.0405268j 
-0.0155468+0.0209986j -0.0137182-0.0111348j 0.00654283-0.0101164j 0.0045209+0.0258493j -0.00105528+0.0289924j -0.0071648-0.0518141j 0.000393385-0.0335912j -0.0435526+0.0134013j 0.0218642-0.0106626j -0.00957924-0.00590237j -0.0328889+0.00726725j 0.00646271+0.0182402j 0.0447714+0.0285573j -0.0318804+0.0153025j 0.0127592-0.0397164j -0.0298596-0.00804221j -0.0264265-0.0638394j 0.00390234-0.0412797j -0.0609679-0.0402592j -0.0407501+0.0173705j 0.0397767-0.0146143j -0.0230418-0.0469731j -0.00817445+0.0200473j 0.0245998-0.0861739j -0.0625855-0.0267282j 0.0171514-0.102908j -0.0234686-0.0618656j 0.0257854+8.60423e-16j 0.0046775+0.0255982j -0.0436801-0.0022947j 0.0966646-0.0788815j 0.0604293+0.0588095j -0.0385989-0.020381j -0.0126609+0.00974657j -0.0502445-0.0703226j 0.117287-0.00840713j 0.0888175+0.0564515j 0.0343019+0.000379884j -0.0282983-0.00450548j -0.0455703+0.059729j -0.0803733-0.0420824j -0.0345203-0.0249643j 0.100417+0.0223745j 0.0573485-0.111169j 0.0244666+0.0175367j 0.0150634+0.0734576j 0.0375863-0.0284309j 0.0825263+0.0655903j 0.0460088+0.00470994j 0.0293719+0.0989579j -0.0588507+0.015584j -0.0531249+0.0162314j -0.0375435-0.0573247j -0.0484128-0.0262946j -0.00625964-0.0349242j -0.0629749+0.0785623j -0.0619967-0.0555475j 0.0360818+0.0482506j -0.0272328+0.0401978j 0.0533106-0.0264341j 0.0635105+0.0840803j 0.0560013+0.0388268j -0.116291-0.0268951j 0.0204392+0.0594119j 0.0219138+0.0447263j -0.0241164+0.072556j -0.159472-0.00991641j -0.0251421+0.103j 0.100488+0.0126804j 0.0909035-0.106364j 0.0800037-0.0968408j -0.0172179-0.129005j 0.0254117+0.0375787j -0.0883263-0.169108j -0.0165069+0.0205951j 0.0219972-0.014262j -0.0559979-0.0725199j -0.10967-0.0225782j -0.0486394-0.000329855j -0.165823+0.0594473j 0.00698661+0.000760637j 0.0933824+0.00423869j 0.0418986-0.0704741j -0.0352398+0.164457j -0.0357532-0.055752j 0.0258522-0.0864062j 0.0107483+0.0323102j 0.0415088-0.0279129j 0.0178023+0.0585512j -0.0778533-0.0844087j 0.00904182+0.0850232j -0.0254409-0.0286202j -0.0308573-0.0142439j 0.000346273-0.0120899j 0.00356062+0.00772772j 0.0117642-0.0269478j -0.0242649-0.0137842j 
-0.00492313-0.000132317j -0.0114373+0.0106335j 0.0278425-0.0181504j 0.00630788-0.00212665j 0.0274054-0.0273523j -0.0012491-0.0343872j 0.0289392+0.0347428j -0.0479588-0.00683011j -0.000864854+0.0189914j -0.0176462-0.00904563j -0.0392524+0.00380408j 0.0259973+0.0265069j 0.0160349+0.000561005j 0.00848256-0.0169833j -0.020855+0.0017116j -0.0408022+0.00158488j -0.0528121+0.0147827j 0.0213428-0.0452873j -0.00243948-0.0154533j 0.0101899-0.0184353j -0.03825-0.00534827j -0.0182918-0.044086j 0.000485384+0.0173215j 0.0364019-0.0383005j -0.0194381+0.0198783j 0.0216754-0.0142474j 0.0136068-0.0427435j 0.0046775-0.0255982j -0.0376468-8.32667e-16j -0.0107929+0.00993068j 0.0413481+0.0195294j -0.0287648+0.0995044j -0.0249948-0.0812763j 0.0301155-0.0178692j 0.00292833+0.0623284j 0.0527941-0.00649789j 0.0498816+0.0364592j 0.0492639-0.0601227j -0.0613649+0.0267717j -0.0423917+0.0386876j -0.0821683-0.0461055j -0.00382945-0.0698924j -0.0124042+0.0863087j -0.00448211-0.0236169j -0.0752748+0.022643j -0.0424933+0.0256827j 0.00941543+0.00377849j -0.0233449-0.0467864j -0.0181724+0.0207171j 0.0413773+0.0383891j -0.0923608-0.069093j 0.000426541-0.0127727j -0.0403906-0.030759j 0.0178512+0.0846801j 0.0392456+0.032352j -0.0199051-0.0541909j -0.0372327+0.0218197j 0.0502781+0.0262345j 0.00658922-0.0183085j 0.0437787-0.00977048j 0.0964937-0.0159981j 0.00429323+0.0557023j 0.0427294-0.014606j 0.0899814-0.0408782j 0.137605+0.0866181j -0.0632241-0.0434353j 0.0340949+0.0321823j 0.0200032-0.0369416j -0.144684-0.043391j 0.0198676-0.0207703j -0.0960828+0.112995j -0.142885+0.113001j -0.040922+0.0575468j -0.0576758+0.115881j -0.0451797-0.0390254j 0.0231471-0.0459251j -0.120358+0.0438012j -0.0184976+0.0527216j -0.0725451+0.0831196j -0.0367479+0.0572562j 0.0669321-0.00911644j 0.0365034-0.057164j 0.0186519-0.0150995j -0.0365346-0.0569371j -0.0489951+0.0416801j -0.0170044-0.0222045j 0.0253099-0.0239277j 6.28514e-05+0.0768207j 0.0221019-0.00262301j -0.043411+0.00159292j -0.00832645+0.00502793j -0.0135059+0.0317159j -0.0566372+0.0396075j -0.0197509-0.0107248j -0.0332125-0.0281227j -0.0195067+0.0063855j 0.00487404-0.0299073j 
0.00243663-0.0103514j 0.0015059-0.00690092j 0.0179724+0.0275651j 0.00278669-0.004927j -0.0232122+0.0300407j -0.0176317+0.0110038j 0.0106531-0.0269277j -0.0336055+0.00822022j -0.0189998-0.00311002j -0.00152755-0.0180911j -0.0172143+0.000820541j 0.0591715-0.0483102j 0.0214846+0.0184125j -0.00703776-0.0120439j 0.0183432+0.00639308j -0.0348123+0.0233758j -0.0426055-0.00394189j -0.0068575-0.0623231j 0.00339552+0.0111387j -0.00825353+0.0240833j -0.033512-0.0588236j 0.00233212-0.0530018j 0.0500355-0.0156412j 0.0278103+0.0355635j -0.0740845-0.0110129j -0.0150802-0.0966366j 0.0406445-0.0118407j -0.0436801+0.0022947j -0.0107929-0.00993068j -0.0481454-5.68989e-16j -0.147662+0.0207072j 0.0835531-0.0518551j 0.0283146+0.00667936j -0.0343219+0.0367392j -0.074248-0.0508801j -0.0365517-0.10974j 0.0206851-0.00799009j -0.00507385-0.089254j 0.0607009-0.024093j 0.0563438-0.0190153j -0.0863523+0.0129163j -0.133226+0.0976728j 0.0990451-0.0423139j 0.0022599-0.0792295j -0.0859731-0.00102308j 0.206291-0.0299128j 0.0673304+0.01992j -0.0137873+0.000875814j 0.0613101+0.0100601j 0.00972605+0.0122465j 0.0968334-0.0608905j 0.00173123-0.0752846j -0.113208-0.00487122j 0.0153226+0.0194579j 0.0087247-0.00267023j 0.0373594-0.0760892j -0.0556961+0.0480853j -0.0412084-0.0263409j -0.0636308-0.0380024j 0.0752917-0.114744j 0.0263681+0.102475j 0.101584-0.0438414j -0.0414183+0.00152983j 0.0387567+0.00289621j 0.0093285+0.0169408j 0.148584-0.0408208j 0.0908326-0.0403327j -0.0188559+0.113678j 0.0529384-0.010554j -0.0169802+0.0293051j -0.159969-0.0396929j 0.0397608+0.021957j -0.00503401+0.0686253j -0.0243402-0.0326974j 0.0755648+0.0592045j 0.045235+0.029655j -0.0915893-0.0303329j 0.0628725-0.0501105j -0.00632062+0.0472277j -0.0603472-0.108069j -0.0587094+0.101815j 0.0793718-0.058624j -0.00823298-0.003232j -0.00437682-0.0105119j -0.0948239+0.0230639j -0.0811912-0.0103974j 0.0134007+0.0114413j -0.00761911+0.0537701j 0.00491345+0.0888584j -0.0612966-0.00367481j 0.0476275+0.0586841j -0.007169+0.0224328j 0.0521395+0.00041641j -0.0386235+0.0326385j -0.00923312-0.0233719j 0.0137627-0.0119685j 0.00790086+0.0180506j 
0.00858148-0.01463j 0.00341178-0.00615248j -0.00630018+0.0207374j -0.00551407+0.00294065j 0.0239871-0.00915836j -0.00824775+0.00426834j -0.00460958+0.00877098j -0.00906901+0.014061j -0.0261421+0.00568232j -0.00102729-0.039685j -0.036051+0.00111047j 0.0139811-0.0676045j 0.0110822+0.0103094j 0.0139721-0.0361679j -0.0398744+0.0162155j 0.0468181+0.00300048j -0.0826222-0.016426j 0.0677148-0.0282347j -0.052218-0.0240214j 0.0185592-0.000180941j -0.0380272-0.0350848j -0.102912-0.0384433j -0.0470046-0.0131371j 0.0340239+0.0373634j 0.0186374-0.0700578j -0.0705831-0.0210045j -0.0412819-0.00522369j 0.0966646+0.0788815j 0.0413481-0.0195294j -0.147662-0.0207072j 0.196693+2.15522e-14j 0.0618459+0.0296729j 0.0230883-0.0087952j 0.0695371-0.0253171j 0.0433427-0.0566148j 0.139529-0.0807387j -0.0874747-0.0416675j 0.00397844-0.0343612j -0.052396+0.016632j -0.079541-0.00111379j 0.0802413-0.0416245j 0.217177-0.0865219j -0.0876107+0.0806333j -0.0412516+0.0128752j -0.1018-0.00303464j -0.103195-0.00587149j -0.159178+0.0640481j 0.0403748-0.0252932j -0.0203064-0.0262477j 0.00389354+0.0209068j -0.0522501-0.0143444j 0.0266499-0.0384622j 0.0507043-0.0310703j -0.0764966+0.043947j -0.178714+0.0439456j -0.109479+0.014821j 0.0815215+0.0831078j 0.0613956-0.0764021j 0.00878594-0.123452j 0.0430449+0.0644298j 0.0434423+0.0501667j 0.0177263+0.0455732j -0.0956628+0.0749964j -0.0600398-0.00492672j -0.0306066+0.0693845j 0.0405538+0.0062393j 0.000796945-0.0101457j 0.0185647+0.100353j -0.039811+0.0518923j -0.0368793+0.0302006j 0.0139498-0.0559539j -0.0240547+0.0139732j -0.0586627-0.0275765j 0.0459211+0.0377399j 0.00632-0.044899j 0.00831785-0.0210815j -9.87066e-05+0.074038j 0.016427-0.0130968j -0.0230467+0.00688966j -0.0524691-0.0522107j 0.0514949-0.163261j 0.00936975-0.020058j 0.0187445+0.00378941j -0.0195271+0.0121721j -0.026735+0.048122j -0.00682324+0.0106799j 0.0650564-0.0119374j 0.0011734-0.0423986j -0.00804933+0.0639816j 0.00293366-0.030372j -0.0342597-0.0156309j 0.0522492+0.0189321j 0.0409661+0.0340001j 0.00122707+0.0424673j 0.0183974+0.0158416j 0.0187028-0.00161012j 0.012538+0.0154838j 
0.00510199-0.0104144j -0.00647048+0.00520224j 0.00466701+0.0200029j 0.00153607-5.69112e-05j -0.000453475-0.018449j -0.0137472+0.0213249j -0.0132961-0.0278514j -0.015562-0.0228776j -0.0100758+0.00864855j 0.000539755-0.0321317j -0.0184773+0.0154286j 0.00927014-0.0413839j -0.0146725+0.0341645j 0.0153064-0.00500206j 0.0510524+0.0522405j -0.000257433+0.0307416j -0.0244653-0.0205579j 0.00967982+0.00130118j -0.0173623-0.0285512j 0.0383674+0.0173949j -0.0300936+0.0686215j 0.0253134+0.0136351j 0.0446768-0.0816185j 0.128839+0.0669593j 0.0810394+0.00739236j -0.0107167+0.0112058j 0.0256153-0.0294011j 0.0604293-0.0588095j -0.0287648-0.0995044j 0.0835531+0.0518551j 0.0618459-0.0296729j -0.0283283+4.30211e-16j -0.132863-0.0399192j -0.0386012+0.09543j -0.0505494-0.00465292j 0.0346469+0.105056j -0.0742524+0.0194985j -0.0662807-0.0999541j -0.0576924-0.189815j -0.11142+0.0174381j 0.0153863+0.0824398j 0.0110482-0.0575251j -0.00210847+0.0604989j 0.137806-0.0381216j -0.0347679-0.00634101j -0.137353+0.105591j -0.0477247+0.0292229j 0.0243221+0.0803654j 0.121834+0.0457882j -0.0612462+0.0130766j 0.0207629+0.100398j -0.00877653+0.0239736j -0.0300791+0.0282804j 0.0614514+0.0943701j -0.0596348+0.0189164j 0.0662418+0.0151324j 0.123783+0.00955134j -0.0148816-0.101816j 0.00754125+0.0116906j 0.0351895+0.063933j -0.0434232+0.14066j 0.0179412-0.00716326j -0.00814103+0.00221638j -0.0548935-0.00887603j 0.0290338-0.0353466j 0.0528881-0.0142425j -0.00116849-0.120579j 0.00844684-0.0222623j -0.00425278-0.0810536j 0.0652959-0.075501j 0.0167213-0.0167867j 0.066964+0.0803038j -0.0485048-0.0345093j 0.0361371+0.0466857j 0.0911334-0.0667283j 0.0510776+0.0390032j -0.00203493+0.00153946j 0.034071-0.0292868j 0.00976901+0.0192581j -0.0371466-0.0249804j -0.0193922-0.0464827j -0.0402683+0.0271186j 0.0174741-0.0276518j 0.0037557+0.0877338j -0.0591357+0.038445j 0.0125225+0.0458962j 0.00833482+0.0782376j -0.045057-0.027485j 0.0162195+0.0475112j 0.00954801-0.0175928j 0.00406894+0.0134565j 0.0835142+0.0255924j -0.00120627-0.0759299j -0.00325458-0.00795198j 0.0208513-0.0186969j -0.00031833-0.0015339j -0.00365681-0.0137926j 
-0.0058856-0.00712725j -0.00292369-0.000311525j -0.0139891-0.0123607j 0.0147205-0.014917j 0.00156254-0.00290749j 0.0131966-0.00885887j 0.0378545-0.0234713j -0.00237114-0.0094258j 0.0261312+0.00712207j 0.0210179-0.00134799j 0.00447994+0.00391013j 0.00196223+0.0324117j 0.0145112+0.0270259j -0.0145373+0.0509459j 0.0353475-0.0173198j -0.0272208+0.00561606j 0.0269293-0.0443918j 0.0863867+0.0205921j 0.0119168-0.0174962j -0.0370002-0.00635548j 0.0448875+0.106187j 0.0973014+0.104914j -0.0380677+0.0949333j -0.040271-0.0312214j 0.0416016-0.0137477j -0.040627+0.0397654j -0.0311403+0.0559468j -0.0385989+0.020381j -0.0249948+0.0812763j 0.0283146-0.00667936j 0.0230883+0.0087952j -0.132863+0.0399192j 0.0630205-2.1233e-15j -0.0354624+0.055159j 0.0413082-0.00655675j 0.10185-0.0289638j -0.0201147-0.0615358j -0.0287735+0.197344j 0.0637979-0.016662j 0.0416968+0.0713053j -0.0501383+0.0102491j 5.77404e-05+0.0228159j -0.0687773+0.0890567j -0.0138851+0.0481902j -0.0228747-0.131437j -0.0690172-0.011304j 0.033217+0.0864304j -0.0734255+0.00542338j 0.0596967+0.0583768j 0.0480931-0.144262j 0.0786219-0.18515j -0.0359767-0.0381961j 0.0192011+0.0210008j -0.0232398-0.0620104j -0.0211482-0.029666j -0.0296623+0.0652762j -0.146851+0.0185176j -0.0631402-0.0731814j 0.154489-0.0545175j -0.00531066+0.0182181j -0.0606201-0.0726057j 0.0555715-0.0294675j -0.0503199+0.0999957j -0.10757+0.0881179j 0.0756365-0.0265548j 0.0178044-0.0164535j 0.0186573+0.0426249j -0.0665492-0.115158j -0.0935659+0.0122302j 0.140609+0.14312j 0.0259563-0.0965985j 0.03088+0.0427915j 0.0694058-0.0839658j -0.0165395+0.0579818j 0.0859352+0.0473753j -0.00900951+0.0872548j -0.138111-0.0153166j -0.0383439+0.11499j 0.0728842+0.0444698j -0.0257709-0.00497804j -0.018814+0.072168j 0.0573828+0.0491888j -0.00473162-0.0550195j 0.00923262+0.073315j -0.0691256+0.00441615j -0.0288084+0.038043j 0.0230212+0.0373351j -0.0102272+0.012471j 0.00926384+0.0397724j -0.0719035-0.00767634j 0.0393409+0.0655424j -0.00186473+0.0281298j 0.0165463+0.00661279j 0.0255533-0.0348794j -0.0195424+0.0115887j -0.0199883-0.00175266j -0.00230615-0.0239833j 
-0.00396887-0.00776724j -0.00524152-0.00224497j 0.00103231-0.00615858j -0.0134979-0.00655672j -0.00729023-0.000766898j -0.0111929-0.00944715j -0.00236725+0.0322117j -0.0337526-0.0116039j 0.0164004-0.0149566j -0.0140917+0.00791404j -0.0206701+0.0137685j -0.0140508+0.0119852j -0.00516863-0.0135102j 0.00718528+0.0269417j -0.0143218-0.00571923j -0.0196888-0.0278258j -0.00644041+0.0241108j -0.0193108+0.0363954j -0.0018438-0.0222671j -0.000761681+0.0226027j 0.0452844+0.0211698j -0.0208719+0.0707821j 0.0889021+0.0457993j 0.0174983-0.091038j 0.0131308+0.0499388j 0.00191548-0.0266633j -0.00571352+0.0137358j -0.0126609-0.00974657j 0.0301155+0.0178692j -0.0343219-0.0367392j 0.0695371+0.0253171j -0.0386012-0.09543j -0.0354624-0.055159j 0.0281951+1.11439e-14j -0.0172612-0.034813j -0.0626311-0.0136119j 0.0562051+0.0573741j 0.0349697+0.0621888j -0.0947794-0.0437958j -0.0268738+0.0985045j -0.0373742-0.0204451j 0.00677109-0.00841794j -0.0560319+0.117656j 0.0140454-0.0706639j 0.0592767-0.0898003j 0.0112919-0.0268628j 0.0393656+0.0875742j -0.0336983-0.0105159j 0.0399943-0.00595376j -0.0347663-0.0713212j 0.0766131-0.114136j -0.0943668+0.0371345j -0.0527204+0.0112716j -0.0235442+0.0453978j 0.0472567-0.0456484j 0.112145-0.0500113j 0.00937327-0.108673j 0.0175227+0.0619998j -0.0616528+0.0991824j 0.0331572+0.164314j 0.0034442+0.196137j 0.037742-0.0375148j 0.0617241+0.0725809j -0.00450121-0.0254453j -0.0747578-0.0389385j -0.124589+0.0403869j -0.00131815-0.0376629j 0.0110854-0.070632j 0.0449934+0.0344197j -0.0875953+0.0754979j -0.00725345-0.0226315j -0.0723563-0.075048j -0.0544161-0.0687368j 0.0472637+0.00982897j -0.0258053+0.00715497j 0.0149691-0.11017j -0.000258267+0.0202445j 0.0303833-0.0283229j 0.00148869+0.0285891j -0.033316+0.0687661j 0.0531248-0.0267992j 0.0603585-0.0396232j -0.0755833+0.0225338j 0.0602132-0.0134012j 0.00652388+0.0285519j 0.00612733-0.0045091j -0.0210398-0.00732561j 0.0341299+0.0338622j 0.0406954-0.0624909j -0.0118103-0.00182214j -0.0105369+0.0100581j 0.0184323-0.000486263j 0.00272596-0.00351641j 0.0392877-0.00168812j -0.0512208+0.0114352j -0.018779+0.0214572j 0.00334554-0.0110439j 
0.0157478+0.0160389j -0.00321886-0.0168658j -0.016131-0.0426626j 0.00774899+0.0113546j -0.00587259-0.000121094j 0.0186224-0.0171789j 0.0273531+0.0350765j 0.00924606+0.0330384j 0.0254791-0.000577725j 0.0191182-0.00990919j 0.012487-0.0117602j 0.0638578+0.00805685j 0.0554935-0.0349586j -0.0431077+0.0373187j -0.0780592-0.0333515j 0.0261302-0.0182592j -0.015203-0.0168785j 0.056197+0.0265617j 0.0219437+0.0345719j -0.0135962+0.00656409j 0.00352285-0.00943344j 0.00895071+0.0169857j -0.0127346-0.0501844j 0.0908531+0.103519j -0.0831265+0.0816812j -0.00238495+0.0232272j -0.0344774+0.0584927j -0.0502445+0.0703226j 0.00292833-0.0623284j -0.074248+0.0508801j 0.0433427+0.0566148j -0.0505494+0.00465292j 0.0413082+0.00655675j -0.0172612+0.034813j -0.0501278-1.249e-16j -0.114686+0.0186685j -0.00452138-0.0183181j -0.00349798-0.0153216j 0.0261755-0.0531401j -0.111137-0.117498j -0.0449168-0.0524525j 0.103764-0.0809178j -0.0408232-0.028243j 0.0788364+0.0934847j -2.93213e-05-0.00537345j -0.099548-0.00970364j -0.0550655-0.0791146j -0.0426432+0.0456505j -0.0326312+0.0408124j 0.0346554-0.0551667j -0.00412581+0.0660844j -0.0680876+0.154134j -0.0564501-0.0477743j -0.123259-0.0162792j -0.0424033+0.0916354j -0.0618361-0.0970059j -0.0840911+0.00776595j 0.00232669-0.0245349j -0.00812512+0.0580434j -0.0421918+0.0426055j 0.072821+0.0846692j 0.00193812-0.0123247j -0.0715866+0.13813j -0.0879953+0.013218j -0.000595544-0.0103392j 0.0237775-0.0456205j -0.0920173+0.10029j -0.100662+0.100826j 0.0579548+0.106063j 0.00254658+0.0148606j 5.04857e-05-0.00310736j -0.0847066-0.0848306j 0.0586278+0.0963092j 0.0224184-0.0556082j 0.0547781+0.0314432j -0.0258317-0.0524139j -0.0207113-0.0444225j -0.0512815+0.0371382j 0.0756825-0.0606559j -0.0124679-0.0210216j 0.0643865+0.138576j 0.0982366-0.0375066j -0.0804715+0.0425502j -0.0291519-0.0889893j 0.0189489-0.0058403j -0.0463607-0.0102147j 0.0243148-0.125418j -0.0170457+0.0318993j 0.038636-0.00233888j -0.00183614+0.0266843j 0.00703478+0.0389372j -0.0326411-0.00777341j -0.0295565+0.0338429j 0.0125735-0.028519j -0.00578121+0.0381342j -0.0237671+0.00447359j 0.0290586+0.00388992j 
