-0.0202794-0.00323087j -0.0124086+0.00268433j -0.00637684-0.00128161j -0.0198209-0.0198552j 0.00221026+0.00188286j 0.00453701-0.00262298j 0.00170549+0.0129229j -0.00217697-0.00152374j 0.0157309+0.00361304j 0.0067914+0.00167252j -0.00323699+0.00711894j -0.00405954+0.00436403j 0.00772183+0.00510026j -0.00041516+0.00440735j 0.00621939-0.00797707j -0.0101245-0.0079797j -0.00462032+0.00362595j 0.00198178+0.0214797j -0.00324361+0.00644697j -0.00734799-0.000949834j 0.00976373+0.00256826j 0.00976936-0.00738894j 0.0033986+0.000783787j -0.00884271+0.00739034j 0.0105359+0.0149279j 0.00323593+0.00877423j 0.0136545+0.00661484j 0.00555107+0.0181323j 0.00280291-0.00655742j 0.021656+0.0102169j 0.0157017-0.0335527j -0.00279182+0.000197999j 0.00796252-0.00557462j -0.00313916+0.00187634j 0.00204393+0.000409801j 0.00153925+0.000191164j -0.00158123-0.00437769j -0.000295187-0.00389822j -0.00427323+0.0130235j -8.10179e-05-0.00575487j 0.000688459-0.00157105j -0.00445165-0.0114729j -0.003475-0.00187689j 0.00091349-0.00369358j -0.0059399+0.00862509j -0.0137738-0.00674726j -0.0164832+0.00714076j 0.0134806-0.00629827j -0.0250748-0.000741955j 0.00203113-0.0217771j 0.0216698+0.00677339j 0.00358801-0.0160679j 
0.000824719-0.0186825j -0.00182846-0.012934j -0.00184618-0.0146023j -0.00689812-0.0293437j -0.00415048-0.000875146j -0.0057793+0.0220707j 0.00298345+0.0076389j 0.0106137+0.00361808j 0.000288764+0.0210183j 0.00135234-0.00411571j 0.0017547+0.0102902j 0.00594356+0.00292577j -0.0125562-0.0239089j 0.0283076+0.00662303j 0.002723+0.00320854j 0.00201667+0.00823819j 0.0176686-0.00796231j -0.00671079+0.000234104j -0.00166691-0.0134103j 0.00799118-0.00365367j -0.00279905-0.0106107j -0.0059628+0.0297226j 0.0108889-0.0050412j 0.0137771-0.0180693j 0.0165666-0.00997401j 0.00341063-0.00436721j 0.00605496-0.0059946j -0.0129853+0.000921013j -0.0043633+0.0058649j -0.00118683-0.0017402j -0.00626625+0.00520953j 0.00149901+0.00219859j 0.00112998+0.00405539j -0.00280785-0.000284136j 0.00926418-0.000614737j -0.000168791-0.0028492j 0.0106103-0.00279205j 0.00886348+0.00440156j -0.00172144-0.00263158j 0.00217022-0.000369201j 0.0145261+0.00160336j -0.004809-0.000275155j -0.00401005+0.0059447j 0.000478686+0.00329941j 0.00621917+0.00365139j -0.00192159-0.00517779j -0.00243543-0.00175258j 0.00676521-0.00330604j 0.00398649+0.0022087j 0.00301656+0.00286888j -0.00598588+0.00104469j 0.00117638+0.00379544j 
-0.00380389+0.00474539j -0.0050252+0.00523312j 0.00389002-0.000289329j 0.00131158+0.0101117j 0.00291065+0.00310524j -0.008287-6.74994e-05j -0.0101155-0.00604445j 0.0137025-0.00410907j 0.0068179-0.00399023j -0.00908772+0.00491077j 0.000841189-0.00026911j -0.0106669-0.00340145j -0.0129791-0.00600132j 0.0132319-0.00128184j -0.00165017-0.00190115j -0.030992+7.51764e-05j 0.0137622+0.00438485j 0.00209986-0.00324437j -0.0186308-0.0030286j 0.0143345+0.00515268j 0.00955801+0.0069335j -0.00867917-0.00284556j 0.00124268-0.002925j 0.00135554+0.00310023j -0.00351177+0.00243131j 0.000754688-0.00702113j 0.0145281+0.00249084j -0.00438229-0.00320096j -0.00569451+0.006442j 0.00772492+0.00350923j 0.0009351+0.00472415j 0.00354439+0.0018748j -0.0016616-0.00102897j -0.0015618-0.00560746j -0.021237+0.000717882j -0.00278378-0.00272665j -0.0132254-0.00256962j -0.00715265+0.00616479j 0.000515126+0.0122218j -0.00276427+0.00513417j -0.0322131-0.00435955j 0.00654976-0.00479652j 0.0037349-0.00181727j -0.00495924+0.00478097j 0.00183665+0.00140767j -0.0104066-0.0058903j -0.00546528-0.00453044j -7.59854e-05+0.000655597j -0.00159162-0.00320459j -0.000205949-0.00304481j 0.00579508-0.00062709j -0.00120733-0.00500668j 
0.00301021+0.0116658j -0.00210596+0.00356568j 0.00473216+0.0105881j 0.00294494+0.00616227j 0.00441471-0.00264681j 0.0036284-0.00690715j -0.00401082-0.00246023j -0.00183536-0.00249812j 0.0167048-0.000432984j 0.0135878-0.000911521j -0.0194927+0.00167684j 0.0229961-2.78489e-05j -0.00367944-0.00210764j 0.0276075+0.000826668j 0.0259464-0.00497823j 0.0105394-0.01517j -0.00644859+0.00103729j -0.00509091+0.00190811j 0.0265879+0.00293824j 0.00668544+0.0042976j -0.00280438+0.00286864j -0.00643188-0.0101155j 0.00896884-0.00107951j -0.000835494+0.000232162j -0.00637535-0.00459953j -0.00178689+0.00380348j -6.19413e-05+0.00568668j 0.00371626-0.00092878j -0.00086284+0.00264551j 0.00427327-0.0011135j 0.00215444-0.00137247j 0.00247031+0.00282061j 0.00533617+0.00918483j 0.00329369+0.0086032j -0.00480862+0.000733196j 0.000150504+0.00207238j -0.00954019+0.0032904j -0.00797682-0.00151607j 0.000447238+0.00348371j 0.000106921+0.00393075j -0.0154778-0.000957984j 0.00523649-0.000925854j 0.00442174-0.000830253j -0.00187328+0.00160716j -0.00100163+0.000459503j -0.000503813+0.000907327j 0.000277866-0.0014788j -0.00405534+0.00260375j -0.00177781-0.000444826j -0.00233472-0.00126978j 0.00408828-0.00243753j -0.00174585-0.00346505j 
-0.00263783+3.38549e-05j 0.00143446-0.00358003j -0.0010945+0.00287697j -0.00588109-0.00876649j -0.00459141-0.000512162j 0.0150527-0.00765173j -0.0102905+0.00952754j -0.0112961+0.00984546j -0.000389021-0.0159296j -0.00468231+0.00749266j -0.00432124-0.00326691j 0.0210795-0.00194461j -0.0110123+0.0215321j -0.00699419-0.00987218j 0.00513063+0.0154152j -0.0192003+0.0336136j 0.00220962-0.00629547j 0.00824612-0.00491136j 0.0080688+0.00704661j -0.00725625-0.011566j 0.0153345-0.00658605j -0.0180154+0.00913149j -0.00193396+0.0155334j -0.00504958+0.00414664j -0.0182988+0.0138291j 0.00509016-0.0116817j -0.00168671-0.00932664j -0.00954004+0.000786218j -0.00327951-0.00254119j -0.0106657-0.00183406j 0.00586225+0.000244409j -0.00672842-0.00566016j 0.00441943+0.00129907j 0.00117374+0.00616429j -0.0117269-0.00179415j -0.00168605+0.00508977j 0.000294472-0.00322565j 0.00452228-0.0020305j 0.000122973-0.0046947j 0.00094998+0.00246165j 0.00558663-0.00263523j 0.00922404+0.00132526j -0.00542914-0.000812754j -0.0148806-0.00754476j 0.00627219+0.00264097j -0.0101361+0.00322162j 0.00445684+0.00719499j 0.00661892-0.00101239j 0.00809386+0.00281579j 0.00393848-0.00116897j -0.00135542+0.00490659j 0.00187676+0.000786876j 
0.0113895+0.00389528j 0.00396531-0.00288455j -0.000479751+0.0154992j 0.00516402-0.00706507j -0.00435186-0.00579408j 0.00135443-0.000306316j -0.00603728+0.013572j -0.026857-0.00193874j 0.0264482-0.00131734j 0.00440949+0.00386333j -0.00579072+0.0105385j -0.0252331+0.014015j 0.00938745+0.00377015j 0.00961469+0.00496393j -0.0085712-0.0056747j -0.00201421-0.00285778j -0.0228566-0.00526828j 0.000206922-0.0019013j -0.0135415-0.000590215j 0.0125932-0.0072068j -0.0121212-0.00680874j -0.0114802+0.012658j 0.000818294+0.000261629j 0.00381233-0.0102686j -0.0044185+0.00138947j 0.000929411+0.00282954j -0.00356518-0.0105828j -0.0124739+0.0117635j -0.00136367+0.000951535j 0.00370176-0.00675763j -0.00239566-0.00197699j -0.0019227+0.00406517j 0.00102384+0.000682566j 0.000223737+0.000887968j -0.000420917-0.0011384j -0.00219764-0.00760156j 0.00229074+0.00453983j -0.000413374-0.00454845j 0.0026546+0.00605026j -0.000324491-0.00636244j -0.00450474-0.000928363j 0.00345666-0.0058129j 0.00106501-0.00249319j -0.00235614-0.00635451j 0.00412762+0.00507733j 0.00225909-0.000858998j 0.00515734+0.00385485j 0.000233284-0.00419635j 0.0040294+6.27104e-05j 0.00349156+0.00285771j -0.00839873+0.00405044j 0.00450873+0.00792442j 
0.00751852-0.00533374j -0.00572667+0.0155654j -0.011601-0.00588328j 0.0020226+0.0251288j -0.0108466+0.0181193j -0.00582847+0.000820958j -0.0051431+0.000206264j -0.00849482-0.00455723j 0.012155+0.00330218j 0.0126668-0.00535742j 0.0127161-0.00923922j 0.0138884-0.00810883j 0.0137448+0.00382675j 0.00573098+0.00362165j -0.00574917-0.00766976j -0.00900755-0.00263725j 0.0106028-0.000803656j -0.0104517-0.00208386j -0.00014817+0.00809126j -0.0101343-0.000846236j -0.00401534+0.0066057j 0.00599311-0.00176041j 0.0081592+0.0034359j 0.0108535+0.00691815j 0.0130112+0.00963372j 0.000514372+0.00531431j -0.0113946-0.00233571j -0.0174359+0.00546756j 0.00278846-0.000722165j -0.00343229-0.00373386j 0.012234-0.00154475j -0.0101373-0.00152058j 0.00993286+0.00123885j -0.00636294-0.0016319j -0.00356387-0.00340699j -0.00104063+0.00133079j 0.0125259+0.00741216j 0.0085364+0.00620441j -0.00237743+0.000170871j 0.000522081-0.000431306j 0.0212473-0.00390889j 0.00892197-0.0101095j -0.00860553+0.000791277j -0.0110319-0.0103985j 0.00727199+0.00347211j -0.0167002+0.000246598j -0.000591785+0.00315667j 0.0167144+0.000557586j -0.00122175-0.004323j 0.0087696-5.65314e-05j -0.00324951+0.00798723j 0.00628744+0.00381558j 
0.000152463-0.0194726j 0.00909007+0.00869851j 0.00294344-0.024783j -0.00138306+0.0253475j 0.00533804+0.0137676j -0.00220704-0.000215599j 0.00759393-0.0130011j 0.0130771-0.00504388j 0.00370892-0.00999021j 0.0089325+0.00410955j -0.0288132+0.00222687j -0.0080701+0.00439179j -0.00863662+0.00951324j -0.0107859-0.00332821j 0.00975257+0.00314407j -0.00493392+0.0100906j -0.0198624+0.0031979j 0.004959-0.0032803j 0.000928667+0.00584069j -0.00423543-0.00132507j -0.0128803+0.00392263j 0.00748108-0.00609602j -7.87423e-05+0.00517228j 0.00812676+0.0103895j -0.00553517+0.00798571j 0.00648366+0.00393105j -3.4084e-06-0.00359609j -0.0134427+0.00417169j 0.00889368-0.00289061j -0.00512068+0.0075709j -0.0116625-0.0018329j 0.0109799-0.000883087j -0.00102201-0.0002338j -0.000110476+0.00359166j -0.000209698-0.000638588j -0.00135646+0.00484126j 0.00259534+0.0021172j -0.00226204-0.00342855j -0.00414749-9.50583e-05j -0.00368242-0.00192206j -0.00641696-0.00139528j -0.00828911-0.00334003j -0.00156601-0.00209522j -0.00289562-0.00648152j 0.000738709+0.00206076j 0.00261697+0.00290014j -0.0119209+0.00165331j 0.00905239-0.00728332j 0.0151631+0.00104336j 0.013509-0.00100145j -0.00676834+0.0112058j 0.00863724+0.00431913j 
0.00466621+0.024658j 0.0061527+0.0112427j 0.00206726+0.0338885j -0.00301615+0.00664594j 0.00515191-0.00394109j -0.00131956-0.0124168j 0.00983849+0.00254923j -0.00843192-0.00350719j -0.022123+0.0033506j -0.00135342+0.00946029j -0.00692922+0.0122918j -0.00422046+0.0146115j -0.0107073-0.0043244j 0.0032027+0.00602141j 0.00398924-0.0172146j 0.0018995-0.0117967j -0.00413757+0.00288341j 0.00885861+0.00831453j -0.00336059-0.00134789j -0.00289665+0.00215345j 0.0116803-0.00824046j 0.0159868+0.0146011j 0.010338-0.000812493j -0.00471579-0.0122951j 0.0104811-0.0118634j 0.00375714+0.00456183j -0.00324026+0.000963467j -0.0196078+0.00782586j -0.00623037+0.013197j -0.000355445-0.00610324j 0.00267732-0.00338558j -0.00233742-0.00372892j -0.00413551+0.00145857j 0.000977861-0.00554565j -0.000586876+0.000476777j 0.000951224-0.00413517j -0.00323942+0.000110451j -0.000782686+0.00515405j -0.00725775+0.000934194j 0.00123198-0.00340015j 0.00411058-0.00512183j -0.0087387-0.00904365j -0.00562762-0.00319977j -0.000979882-0.00476237j 0.0040141+0.00721546j -0.0118389+0.00750016j -0.00212758+0.00750747j 0.00911238-0.00189276j 0.0203207+0.00426287j 0.0173245-0.00498424j 0.00143518+0.0117794j 0.00936314-0.00401355j 
0.00463467-0.000256177j 0.00167126-0.000495017j -0.0146241-0.00460046j -0.00734505-0.00498984j -0.00527397+0.00156355j -0.00389762+0.00400648j -0.00529954-0.0221649j -0.00601583+0.00881126j 0.0051558-0.00870809j 0.0103684+0.0032789j 0.0034735-0.00372892j -0.00694838-0.0126642j 0.00155895-0.0169139j 0.00221336-0.00586507j -0.0031213+0.0198817j -7.44215e-05+0.0116059j -0.00649937+0.00294211j 0.00359092-0.0134928j 0.00150886-0.015926j -0.000845454+0.00110642j -0.00160713-0.00195094j 0.000348298+0.00511002j -0.00320573+0.00179461j -0.00159865+0.0153303j -0.000859261-0.0103727j 0.0111921-0.0139542j -0.00610677+0.0132044j 0.00525728-0.0197192j -0.0107492+0.00932047j -0.00148311+0.00750767j -0.000575732+0.00263532j 0.00400294-0.00673144j -0.00296758+0.00278438j 0.00207811+0.000206407j 0.00551496+0.00114922j 0.000389475-0.000920171j -0.00568906+0.00134652j -0.00660254-0.00240357j -0.00198496-0.00417119j -0.001432+0.00265426j -0.0221627-0.00264694j -0.0163204+0.00616507j 0.00450389+0.00369598j 0.00933524+0.00893333j -0.00919669-0.00458864j 0.00520311+0.0037269j -0.0158634-0.00319921j 0.00176596+0.0152696j -0.00347464+0.00606531j 0.0108294-0.00379364j 0.0160228-0.00635095j -0.000974591-0.0212925j 
0.000364714+0.0135352j 0.000566521-0.000730008j 0.00177335+0.0161741j 0.000652596-0.00534482j -0.00640388-0.0170801j 0.00288183+0.0076224j 0.00243681-0.0135401j 0.00614226-0.00066885j -0.00208244-0.00677758j 0.00321037+0.0044315j -0.00705101+0.00561382j -6.61002e-05-0.0147238j 0.00265063-0.016765j -0.0048962-0.00308833j -0.00608342+0.00596075j 0.00117568+0.00365962j 0.000827532+0.00511389j -0.00351085-0.0106189j 0.000307276-0.0207512j 0.00741097+0.00367303j -0.00063306+0.0126189j -0.000106938-0.00157306j 0.0128124-0.0324662j 0.00265575+0.00497786j 0.0130504+0.01392j 0.00543754-0.0151496j 0.0101215-0.00385215j -0.0148841-0.000958263j -0.00962573-0.0156186j -0.00256479-0.00455702j -0.0117423+0.00477886j 0.00113294-0.00677083j 0.00282969-0.00153152j -0.00462447+0.00262638j -0.00176624+0.000508603j 0.0014098-0.00953926j 0.00694865-0.00372554j 0.0109162+0.00691016j -0.00173761-0.00655916j 0.00294456-0.0216586j 0.00125028+0.00340587j -0.0010127-0.00862158j -0.00174093+0.0259339j 0.00229015-0.0131779j 0.00465+0.000577088j -0.00772004-0.000668915j -0.0218324+0.0164729j 0.000319666-0.0131498j -0.0297237+0.000858572j -0.00381974-0.00393699j -0.000223845+0.00662997j 0.00565271+0.0040064j 
-0.00345474-0.00455176j 0.00651348-0.00272832j 0.00760406+0.00648968j -0.00808942+0.0126238j -0.0088859+0.00032096j 0.00365082-0.00430067j -0.00597541+0.00199721j 1.59663e-05-0.00280567j -0.0080459+0.000705454j -0.00258601-0.00619242j -0.00216427-0.00346288j 0.00464951+0.00367316j 0.00534511-0.0101757j -0.00747613-0.00814364j 0.00731194-0.000378728j 0.00736172-0.00077277j -0.00526534-0.0133117j 0.00429446-0.00643464j -0.00228928-0.00880909j 0.00205094+0.000594134j 0.00516066+0.0122826j -0.00880114+0.0193881j 0.0140138-0.000365673j -0.00753009+0.0199319j -0.00458244-0.00581874j -0.0143746+0.00933381j 0.00443993-0.0103332j 0.00493896-0.00656997j 0.00414452+0.0112087j 0.0184012+0.0138875j 0.00229607+0.0113854j 0.000426259+0.0102618j 0.00266487-0.000138863j -0.00100678+0.000182228j 0.00601704-0.00244618j 0.00147029+0.00613302j 0.00236705-0.0136147j 9.86746e-05+0.00655775j 0.000302916+0.0464867j -0.00207828-0.018252j -0.00507874+0.00816586j 0.00724523-0.0249594j 0.00196552+0.0273009j -9.75244e-05-0.0149774j 0.00868051-0.00232281j 0.0184383-0.0289809j 0.0136383-0.00897399j 0.00431216+0.00318223j 0.0123408-0.00160234j -0.000800022+0.00360151j -0.00523822-0.00464688j -0.00371208+0.00254252j 
-0.00410042+0.00665433j -0.00368727-0.00226444j 0.00098981+0.00172238j 0.0029409+0.00944281j 0.000990371-0.0101627j 0.000192027+0.0141008j 0.00013807-0.00528798j 0.0021974+0.0143923j 0.000713171-0.0112543j -0.000175459+0.00395927j -0.00074086+0.00505276j 0.0060754+0.00205891j -0.00180881-0.000414496j -0.00315712+0.00409547j 0.00789856+0.022951j -0.00280547+0.0297172j -0.00276841+0.00770538j 0.00248807+0.00878163j -0.0107939-0.018194j 0.00647061+0.00308402j -0.00720857-0.0235688j 0.00661446+0.0148022j 0.00137749+0.00519976j 0.00237288-2.40772e-06j 0.00736807-0.0110381j -0.00955885+0.00913309j -0.00123785+0.00185814j -0.00170472-0.00645744j 0.0210907-0.00623649j -0.00439319-0.00723381j 0.0118628+0.00720685j -0.00081948+0.00323603j 0.00137035-0.00232134j -0.00048486+0.000923432j -0.00348282-0.00335949j -0.00017854-0.000304183j 0.0038875+0.00477352j 0.00292654+0.0010981j 0.00191221+0.0316751j 0.00110324+0.0165178j -0.00102846-0.0104814j 0.00629994-0.00961716j 0.00668649-0.0404231j 0.00462801-0.00660694j -0.013197+0.0138291j 0.00107076+0.00783976j -0.007779+0.0132787j -0.00836409-0.00165943j -0.0288029-0.00595955j -0.0109003-0.000442684j -0.000276881+0.00310948j 0.00220704+0.00499444j 
0.000490765-0.0042371j 0.000168106+0.00999017j -0.00619037+0.0080445j 0.000103226+0.0101243j 0.00528679+0.00346245j 0.0108274+0.000253197j -0.0025075+0.00749072j -0.00358159-0.0206169j 0.00500122+0.00863504j -0.000405045+0.000364293j 0.00130769-0.00207191j 0.0020241-0.00540782j -0.000238511-0.0146417j -0.00404695+0.00343408j -0.00987899-0.0100052j 0.00430954+0.000615039j -0.00230247+0.0262564j 0.000813011+0.0054137j 0.00626806-0.00863789j 0.00111543-0.002169j 0.0170243+0.00168188j -0.000246969+0.016866j 0.001698-0.0145158j -0.00942479+0.00140555j -0.0121424+0.0113395j -0.00419172-0.00714554j 0.00266246-0.013576j 0.00595741+0.00620154j 0.0128607+0.000619564j 0.00517635+0.0192029j -0.00969867-0.00252599j 0.000647493+0.00833711j 0.00369557-0.00712669j -0.00429804+0.00752243j -0.00893314+0.00290135j -0.00377818-0.0147262j 0.0182979-0.0157711j 0.0134956-0.00962551j -0.00303625-0.00468772j -0.00161126+0.0272858j -0.00587316+0.00330862j -0.0048288+0.024187j 0.00308974-0.0361827j -0.010855+0.0276745j 0.000735602-0.0107014j 0.01168-0.00834591j -0.00754967-0.0225525j 0.0156475-0.00554862j -0.00247004+0.000873536j 0.00677055+0.00426054j -0.00117167-0.00227211j 0.00507676+0.00270095j 
0.000751702-0.00359132j 0.00305791-0.00173219j 0.000376794-0.00429989j 0.0051094-0.00489669j 0.00784204+0.000853556j -0.0036578-0.00547329j -0.0033674+0.0112555j 0.00444884+0.00786393j -0.00257344-0.00646502j -0.00121676-0.0066543j 0.00280834-0.00536334j -0.0031501+0.000140265j -0.00719176+0.0281491j 0.0041699-0.0164714j -0.00122461-0.0110118j 0.00489676+0.00639114j -0.00186976+0.000332369j -0.005174+0.0045321j -0.0132074-0.00697285j 0.00570256+0.000287189j -0.00539284+0.0228995j 0.00866378+0.0203589j 0.00489316-0.0252743j -0.00678087+0.00673475j 0.0042976+0.00212657j 0.00345211-0.0126147j -0.000466651-0.00758737j 0.00474357+0.00378296j -0.0158064+0.00158218j -0.00594921-0.0174075j 0.0123419-0.00275611j 0.00647956-0.00690933j -7.40143e-06-0.00644728j -0.00509558-0.00399286j 0.00612457-0.00294588j 0.00310939-0.00727234j -0.00635842+0.00303057j -0.00237222+8.95903e-05j 0.00290547+0.0197482j 0.00016696+0.0149418j 0.00135649-0.0180099j 0.00791105-0.00619537j 0.00400741-0.0339121j 0.00753496-0.0015635j 0.0079535+0.00146397j -0.00411364+0.00896982j 0.00465645+0.014962j 0.00218946+0.0110108j 0.0113401-0.00207938j -0.00145427-0.00336284j 5.67234e-05-0.00341597j -0.0154096-0.00567236j 
0.00181472+0.00402416j 0.00392944+0.0054013j 0.00437226+0.00704734j 0.000568605+0.00297126j 0.000268769-0.00064568j 0.00336026+0.00361178j -0.00630791+0.0115298j 0.00483983-0.00640712j -0.000182722+0.0127569j 0.00910696+0.00207845j -0.00443209+0.00397383j -0.00608813+0.00192636j 0.000526339-0.0185393j -0.00721614+0.01364j 0.000301492+0.00542977j 0.00837406+0.00889024j -0.00287059+0.00200793j -0.0149243-0.019497j 0.00766735+0.00621563j -0.00506301-0.0133789j 0.000492943-0.0124229j 0.00828005-0.0112343j -0.000114139+0.0119295j -0.000795796-0.0220106j -0.0154752+0.019875j 0.00294659-0.0315518j -0.00675884-0.000506006j 0.00707427-0.00571127j -9.03709e-05-0.00263503j -0.00613566-0.0140162j 0.0107577+0.0141379j 0.00530311-0.00130389j 0.000507627+0.0012767j 0.00215932+0.00545849j -0.00645161+0.00317392j -0.00146429+0.00958695j 0.0131175-0.00467176j 0.0103347-0.00014297j -0.000285585+0.0483016j 0.00182771-0.000377583j 0.00120142-0.0116507j 0.00396629-0.0242479j 0.0028284-0.0121872j -0.00526222-0.00462567j -0.0101012+0.0104368j 0.00503441-0.00196723j -0.010071+0.00742575j 0.014747+0.00462571j -0.00349002-0.00773908j 0.00128474-0.00384132j 0.00176771-0.00164879j -0.0122548-0.00436961j 
0.00461011-0.000417529j -0.00432724+0.00769165j 0.00266548-0.000173803j -0.0018953+0.00889115j 0.0119653+0.00305107j 4.51998e-05+0.00166487j -0.00104972+0.0182756j -0.00464356-0.00384789j 0.00532852+0.00687929j 0.00359552+0.00105211j -0.00204593-0.00315933j -0.000174659+0.0168966j 0.00254844+0.0143423j -0.00853896+0.0143654j -0.00161283-0.00426848j -0.000132186+0.0203954j 0.00178155+0.0233012j 0.0006545+0.0190341j 0.00554537-0.0121826j 0.00655307+0.00124754j 0.00208247-0.00912519j -0.0100138-0.0051636j 0.00389958-0.00783057j 0.00508265+0.00125009j -0.00319325-0.0164947j 0.00894519+0.0133087j -0.00275+0.011659j 0.00854716-0.0118572j -0.000451951-0.0128233j -0.0075775+0.00592565j 0.00711739-0.00124642j 0.00577747-0.00643825j 0.00205732+0.00476545j 0.000594673+0.00295251j -0.00442348+0.00965206j -0.00179447-0.017519j 0.00917689-0.0153998j 0.0100267+0.00865261j 0.00292294-0.0190819j 0.000593889-0.0271368j 0.000262864+0.0162709j 0.00525519-0.000745809j -0.00130552+0.0552211j -0.00228041+0.0035399j -0.00458836-0.0091484j 0.00403316-0.00762762j -0.00738017+0.0022573j 0.01268+0.000948217j -0.00371711+0.00157629j -0.000835146-0.0012156j 0.0012862-0.00406829j -0.0115719-0.00331952j 
-0.00131363-0.00107514j -0.000597424-0.00304814j 0.000230551+0.000425955j -0.00280961-0.00281624j -0.00129705-0.00024708j 2.88224e-06-0.00149849j -0.0019785-0.00439057j 0.000122406+0.000416156j 0.00106153+8.11609e-05j -0.00136906-0.0031022j -0.000623882-0.0107081j -0.000809524-0.00273309j 0.00336415+0.00458295j 0.00520303-0.00232587j 0.00369746-0.00315169j -0.00166363+0.000585911j -0.00121813+0.00332834j -0.000148663+0.00283495j -0.00169931+0.000555242j 0.00502353-0.0021689j -0.00206015+0.00200351j 0.00111191+0.00502693j 0.00276139-0.000519043j 0.000539677+0.00143824j 0.00243041+0.00185632j -0.00496988-0.00113475j -0.000695259-0.0019243j -0.00141043-0.000430613j -0.00872625+0.000948246j 0.00325884-0.0030855j -0.00166599+0.000453053j -0.00602735+0.000417396j -0.000891118+0.00316712j 0.00137067-0.00380049j -0.0487788+0.000346672j -0.00267747+0.00424232j -0.0116986+8.16668e-05j -0.00710777-0.00147638j 0.000451979+0.00555981j 0.000688605-0.00302803j 0.0255728-0.000163735j -0.0227484-0.00583007j -0.00041195+0.00264234j 0.017288-0.00802509j -0.00201203+0.00292923j 0.0207097+0.0012273j -0.000195727+0.00108135j -0.00081344+0.0030506j 0.00248485-0.00260191j 0.000809314-0.000951727j -0.00156481+0.000657398j -0.00114428-8.58743e-05j 
-0.000796711-0.00295529j 0.00181934-0.00459919j -0.0010765+0.000293113j 0.00450478-0.00477944j 0.00208671-0.00163071j 0.000496268-0.0015374j -0.00231549-0.012743j 0.00234447-0.0010283j -0.00708271-0.00497806j -0.00316866-0.00970487j -0.00298408-0.0173796j -0.00418861-0.0251744j 0.0039665+0.0096215j 0.00447972-0.0111648j 0.00703448+0.00511664j 0.00135496-0.00903639j -0.0034363+0.0199216j -0.00463826+0.00749881j -0.000366987+0.0177229j -0.0035208-0.00277848j -0.00527914-0.0168619j -0.00493708+0.00643895j 0.003485+0.0199324j 0.00312868-0.00793948j 0.00208054+0.00520691j -0.00285345-0.00568033j 0.00406138-0.00098833j -0.00267315-0.00337296j -0.00622472+0.00253266j 0.00699172-0.00651458j -0.000767948+0.00651502j 0.00134398+0.00355758j 9.31948e-05+0.00626742j -0.0026989-0.00256285j 0.00669063+0.0108488j -0.000710659-0.0688396j -0.00219544-0.0290227j -0.00384915+0.0354831j -0.000264664+0.0138575j 0.00296243-0.0258217j -0.00467392+0.00306439j 0.00273807-0.0187211j -0.000727709+0.0116636j 0.00279679-0.0126976j 0.00344386-0.00118375j -0.000117256-0.0048109j 0.00335518+0.00753153j -0.00363927-0.000107753j 0.00166445-7.26481e-05j -0.000216778-0.00100938j -0.00160516+0.00184139j 0.000893173+0.000911238j 
0.00182603-0.00106793j -0.00354346+0.00511699j 0.00328339-0.00445134j -0.00362341+0.000448739j -0.000298674+0.00181411j -0.00539708-0.00241591j -0.0010205+0.00555377j -0.00337096-0.0063363j -0.000700392-0.0083408j -0.0017241-0.00459832j 0.00375434+0.0173685j -0.00397333-0.0267967j 0.00121982+0.012776j 0.00551538-0.0204022j -0.00600956+0.00313402j 0.00194719-0.0121098j 0.000100598+0.0289778j -0.0032744+0.00823938j -0.00352539+0.00947102j -0.00339624+0.0120575j 0.00197038-0.0136078j 0.00210814+0.0117639j 0.00325851-0.00490103j -0.00310464-0.0183888j -0.000628085-0.0136947j 0.00190175-0.0120454j 0.00403733+0.00105067j -0.000604473-0.00558793j 0.0071188+0.002732j 0.00162101+0.0013432j 0.0016961+0.012033j -0.00135325-0.00233914j 0.0014586-0.0108173j -0.00653538-0.00311141j 0.00102239-0.00449574j -0.000197283+0.0550049j 0.00295617+0.0185918j 0.00197825-0.0187543j -0.00225848+0.0129223j -0.00105159-0.00329829j -0.000603086+0.0028843j -0.00136951-0.00625974j 0.000230773+0.0165694j -0.000970587-0.00342344j 0.00227328-0.00611626j -0.00217427-0.00691948j -0.00494676-0.00322114j 0.00326513-0.00323138j -0.00527378+0.000644281j 0.000938861+0.00102193j 0.00367473-0.000275379j 0.00208078-0.00128681j 
