-0.0123364+6.41848e-17j -0.0101997-5.95867e-05j 0.00136467+0.000397541j -0.0195565+0.00239404j -9.19718e-05+0.00142734j 0.00675825+0.00198063j 0.0292216-0.00319376j 0.0111671-0.00114401j 0.0224478-0.00235397j -0.00971699-0.00312123j 0.00263274+0.000699636j -0.0391384+0.00335817j 0.0110569+0.00268939j 0.0207561-0.000148824j 0.0257285-0.00180772j 0.0130453+0.00135895j -0.000842482+7.84181e-05j 0.00126746-0.00158548j 0.0209946-0.00278177j 0.00398276-0.000565057j -0.00725389-0.000620151j -0.002763+0.000583954j -0.0111178+0.00208392j -0.00862409+0.00141443j 0.0199576+0.00168717j 0.0130174+0.000518098j 0.0101375+0.00187144j 0.0100648+0.000201963j 0.00410704-0.00176486j 0.00583747+0.000470939j -0.0158902+0.00113337j 0.00802355-0.0018152j -0.00285479-0.00269852j 0.00792189-0.00286254j -0.00214536-0.000416284j -0.012183-0.00080691j -0.000190589+0.000953057j -0.00444386-0.000227553j -0.0220262+0.00260652j 0.000116686+0.00526388j -0.00335642+0.00147133j -0.0193631+0.00350901j -0.0104689-0.000121272j -0.0177509+0.00142022j -0.0103061+0.00104881j 0.000133053+0.00286921j -0.00990185-0.0011355j 0.00491654-0.00333908j -0.0148183+0.00138871j 0.0350171-0.00560993j -0.0181256+0.00213482j 0.00148929-0.000908456j 0.00422481+0.0028262j 0.0261969+0.00247291j 0.0293308+0.00240599j -0.00965936-0.00192269j -0.00475879+0.00321588j 0.0252343-0.00522777j 0.0897969+0.00118918j 0.03748-0.0199029j -0.130942+0.0098297j -0.0686346-0.00409064j 0.0133022+0.0147366j -0.0469151+0.00748152j 0.0325839+0.00147169j 0.0123008-0.00643864j -0.0428789-0.000993215j -0.0274047+0.00676762j 0.0106177-0.0065427j -0.0459018-0.00662435j 0.000651897-0.00124032j 0.0631923+0.0126581j 
-0.0391384-0.00335817j -0.00842691+0.00406025j -0.0050865-0.00202964j -0.0449347-0.00170054j -0.00773718+0.002645j 0.00738245-0.00159783j 0.0473223+0.00297686j 0.0194536+0.00351095j 0.0196135+0.000366779j 0.0109523-0.00348385j 0.0125781+0.00108528j -0.0581107+1.38344e-16j -0.0220279+0.00101439j 0.0646698+0.00268135j 0.0404947-0.00234334j -0.010756+0.000910268j 0.0365237+0.00255328j 0.0369422-0.00103811j 0.00315934+0.00397183j 0.0190365-0.00124602j 0.00173826+0.000431006j 0.0252439+0.00197534j 0.00815214-0.000382091j -0.0390925+0.00274697j 0.0449529-0.00324275j 0.0293316-0.000879405j 0.0102972-0.00435932j -0.00840133-0.00143921j 0.00595133-0.000894158j -0.0537755+0.000869261j -0.0781516+0.00291784j -0.0213165-0.00194403j -0.0231736-0.000413961j 0.0162755-0.00168838j -0.00984361-0.00106892j -0.0403315-0.0023158j -0.0221948+0.000710332j 0.0330982+0.000832986j -0.0811268-0.00260355j -0.0066009+0.00465113j -0.206211+0.000798874j 0.0597906-0.00457012j 0.0378438+0.00281925j -0.0655027-0.0045575j -0.0612737-0.0028713j -0.083255-0.000608758j 0.000534953+0.00516132j 0.0288047-0.00229938j 0.0760596-0.00907412j 0.0528328+0.00358555j -0.024667+3.15772e-05j -0.0542422+0.00178774j -0.00269821-0.00238543j 0.0358541+0.000254068j 0.0767266+0.000749926j -0.0455753+0.00367482j -0.074559+0.00118972j 0.139875-0.001371j 0.0880214-0.0037599j 0.210831-0.00150782j -0.263229+0.000519792j -0.0425183-0.00626059j -0.0618006+0.00301238j -0.123303-0.00580376j 0.0539354-0.00556422j 0.0312019+0.00116205j -0.0352322+0.000269957j -0.0827745+0.00742523j -0.0385591-0.00193468j -0.0346801+0.00087904j -0.0456556-0.0100415j -0.0812466+0.0122152j 
0.0110569-0.00268939j -0.0319514-0.00217406j 0.0187192-6.63802e-05j -0.00429638+0.000146026j -0.0119535+0.00313041j 0.0347734+0.00315988j -0.0226909+0.000924614j 0.0102176+0.00223769j 0.000133666-0.0032686j -0.0119335-0.00186343j -0.0396921+0.00296955j -0.0220279-0.00101439j 0.097657-9.15934e-16j 0.0114641+0.00395642j 0.00490836-0.00127323j -0.0100839+0.000566667j 0.0238576+0.00104657j -0.0266641-0.000227612j 0.072727-0.00497996j -0.00309704+0.000215489j -0.0245907-0.000848556j -0.0111848+0.00326608j -0.0201627-0.000460624j 0.000992945+0.000479976j 0.0103709-0.000192616j 0.017305-0.00519997j -0.00657981-0.00251622j 0.0100316+0.0012923j 0.0150138+0.0001719j 0.04397-0.00156831j -0.0388862+0.00718545j -0.0454321+0.00315836j -0.0713898+0.00140051j -0.0341952+0.00110959j -0.0180909+0.00103439j -0.119216+0.00579147j -0.0210488-0.00157379j -0.0734664-0.001067j -0.137683+0.00118204j 0.207789-0.00169937j 0.0308695+0.00102993j -0.0264696-0.00318473j -0.0563696-0.0033841j -0.0530374+0.000553939j -0.0295346+0.00410903j -0.105948-0.00055736j 0.0155597+0.000683661j 0.00131635-0.00387659j 0.00372014-0.00276368j -0.0554125-0.00296038j -0.0519938+0.00292377j -0.0324221+0.00154495j 0.0747823-0.00394162j 0.012096-0.00130715j -0.00824656+0.000669246j 0.00734675-0.00364932j 0.0860714-0.00364772j -0.0801424-0.000624742j 0.126275+0.00171127j -0.341847+0.00790543j -0.0190818+0.00599601j -0.117686+0.000809722j 0.181249+0.00760698j 0.103417+0.00646443j 0.00212311+0.0022332j -0.0880402-0.00105237j 0.00516625+0.00562726j 0.0211493+0.000321669j 0.0718585+0.00114979j -0.000148358-0.00849685j 0.092977-0.00912113j -0.0141464-0.0121664j 
0.0207561+0.000148824j -0.0118747-0.00252961j 0.00983981+0.000272946j 0.00866612+0.00128084j 0.00997982+0.000290858j 0.0213108-0.00418389j -0.0257127-0.00165053j 0.0127927-0.000871831j -0.0520756-0.00212893j -0.0600123+0.00157183j 0.0344237+0.00238443j 0.0646698-0.00268135j 0.0114641-0.00395642j 0.00356006+1.49403e-16j -0.0548432-0.00174568j -0.0232333-0.00139457j 0.0190715-0.00106132j -0.0193266+0.00267086j -0.0609948-0.00321674j -0.0151369-0.00316579j 0.0111848-0.00302527j -0.00437158+0.00346778j -0.0335756-0.000552904j 0.0388789-0.00203615j -0.0552644-0.000475863j -0.0468049-0.00213799j -0.0491873+0.000689641j 0.0261221-0.00241572j -0.00604708+0.00160175j -0.00714962+0.00100129j 0.119877+0.000269624j 0.0198811-0.00019648j 0.0110359+0.00358801j -0.0652491+0.00369493j -0.0027809+0.000248191j 0.047221+0.001915j 0.00429934-0.00188607j -0.0693364+0.00275493j 0.0323504+0.00341574j 0.128728-0.00367888j -0.087114-0.00395802j 0.0676144-0.00138816j -0.145946+0.00488477j -0.085027-0.00167553j 0.0333268-0.00664836j 0.0268445+0.00170965j 0.0346639+0.00193963j -0.190389-0.00404611j 0.0107258+0.00201126j 0.0281778+0.00123361j -0.101544-0.00148815j -0.0976644+0.00233145j 0.217464-0.00222744j 0.130572+0.00111372j 0.0893266+0.00110846j -0.00549253-0.00411564j -0.133668+0.00169007j 0.202219+0.00067819j -0.21739+0.0012155j -0.0428564+0.00504716j 0.0217884+0.000239548j 0.0867421+0.00452442j -0.0703842-0.00318217j 0.109256+0.00215964j 0.0190581+0.00502267j -0.0232531+0.00563854j 0.0386631-0.00149667j -0.0711757+0.00802782j -0.0866047+0.00166257j -0.0143857+0.00931716j 0.00509984+0.0023568j 0.0282129-0.00206503j 
0.0257285+0.00180772j 0.00340612-0.0027451j -0.00975527+0.000644867j 0.0175158+0.00234062j -0.00980598+0.00122176j -0.00303022+0.00233198j -0.0665414-0.00269247j -0.017147+0.00239605j -0.00919051-0.000876975j -0.0283854-0.00133051j -0.070409-0.00148554j 0.0404947+0.00234334j 0.00490836+0.00127323j -0.0548432+0.00174568j 0.0152235+1.97325e-16j 0.00762016-0.000878429j 0.0285393-0.00131489j -0.073725+0.00102912j 0.0193107-0.00215384j -0.0333334-0.00403674j 0.0514848+0.00130033j -0.0463477-0.00205744j -0.00557697-0.0017875j 0.0606216+0.000649244j -0.0121519-0.000988477j 0.0304605+0.00159131j 0.0614784-0.00555667j 0.0197195-0.000861981j -0.0527118+0.000580985j 0.0146172-0.00052991j -0.00189456+0.00440953j -0.0058825+0.00275475j 0.0396761+0.00303269j 0.0615857+0.000640791j -0.0079972-0.00258339j 0.0271767+0.000370252j 0.108069-0.00266691j 0.0195933-0.00185651j 0.128301+0.000854309j 0.0700502+0.00400049j -0.0409488-0.00162941j 0.0582373-0.00265658j -0.108046+0.00253901j 0.0132071+0.00209895j 0.00681223-0.00713401j -0.0537452+0.000450273j -0.0814239+0.00408004j 0.0938459-0.00317083j -0.0952438-0.00113792j -0.188431-0.00213958j 0.195818+0.00542139j -0.191145-0.00509205j -0.166986+5.41322e-05j -0.167976-0.00100307j -0.15675-0.00489947j 0.119456+0.00590869j 0.0485732+0.00246834j -0.444325-0.00243448j -0.0465883+0.000349461j -0.0346681+0.00252153j 0.0663502-0.00170733j -0.0559058+0.00165647j -0.0636979-0.00164917j -0.0667959-0.00130702j -0.151748-0.00463892j 0.000369811-0.00764316j 0.064767+0.000380386j 0.00609568-0.0153501j 0.084893-0.0138411j -0.0801743+0.00181976j 0.00079759+0.00706663j 0.0517744-0.00307602j 
0.0130453-0.00135895j -0.0115889-0.0021738j 0.0174098+0.00445869j 0.0212988-0.000815919j -0.0059701+0.000199809j -0.0066789+0.000257442j -0.0334207-0.00163164j -0.0032147-0.00225845j -0.0372799+0.00193738j 0.0352586-0.00132266j -0.043967-0.000318584j -0.010756-0.000910268j -0.0100839-0.000566667j -0.0232333+0.00139457j 0.00762016+0.000878429j -0.0124646+2.95337e-16j -0.0353309-0.00370384j 0.000164346+0.00194908j -0.0491089-0.000728086j -0.0695932-0.00265231j 0.0391903-0.00236235j -0.0760188-0.000549645j 0.0235949+0.0016195j 0.012832-0.00134664j 0.00745514+0.00112305j -0.013644+0.00205299j -0.0178424-6.87705e-05j -0.0141184-0.00161766j 0.00104489+5.07642e-05j 0.00399812-0.00131353j -0.0105443-0.00255922j 0.0870532-0.00128866j 0.110231-0.00196174j 0.168817-0.00289691j -0.0770288-0.0016025j -0.0430449-0.000115561j -0.0715546-0.00462586j -0.0144148+0.00313633j 0.168606-0.00357455j 0.0238251+0.00401558j 0.0425339+0.00130027j 0.0544323-0.00185362j 0.144369+0.000926108j -0.00782278-0.000465626j 0.158607+0.00533782j -0.00943333+0.00204209j -0.0216208+0.00118426j -0.0925706-0.00237467j 0.160474+0.00400101j -0.162323+0.00310154j 0.0354055-0.00291333j -0.302066+0.000547596j 0.134166+0.00518281j 0.163833-0.00467009j 0.288374+0.00219383j -0.188971+0.00536904j -0.146317+0.000567506j -0.0415397+0.00293173j -0.0436567+0.000256845j -0.00102429-0.00415355j -0.0795937-9.09896e-05j -0.0347663-0.00467781j -0.0081382-0.00369528j 0.0223309+0.00249232j -0.0176961+0.00686151j -0.120564+0.00474448j -0.0750429+0.00461102j -0.0940197+0.000307201j -0.00131462-0.00840918j -0.0724164+0.00501326j 0.0212637-0.00158445j -0.0016688-0.00392768j 
-0.000842482-7.84181e-05j 0.00935897+0.000375834j -0.0138703-0.00168057j -0.0348927-0.00134211j -0.0349579+0.00193018j -0.00441811+0.00112683j 0.00295146-0.000255521j 0.0213987+0.00328342j 0.0162963-3.49112e-05j 0.0144082+0.00019649j 0.0181497-0.000382748j 0.0365237-0.00255328j 0.0238576-0.00104657j 0.0190715+0.00106132j 0.0285393+0.00131489j -0.0353309+0.00370384j 0.00367834+1.76942e-16j 0.011495+0.00100238j -0.057368+0.000317297j -0.0259589+0.000308374j 0.0290722+0.00149606j -0.00906713-0.00018062j -0.0454275+0.00130203j 0.0124434+0.00264837j 0.000330477+0.00134658j 0.0144346-0.00177968j -0.0110204-2.46189e-05j -0.0664127+9.41807e-05j -0.000108775+0.00272688j -0.020706+0.00320823j 0.0686531-0.00129061j -0.0826826+0.00284616j 0.0682583+0.00242997j 0.0422235+0.00311773j -0.0496127+0.00195971j 0.13352-0.000359744j 0.0228576-0.00203792j 0.0674004+0.00289794j -0.147419-0.000836889j 0.0172935-0.00221655j -0.0228749+0.00262053j 0.0318505-0.00361885j -0.0745289-0.000693251j -0.130743+0.00423284j -0.0564669+0.0022514j -0.0939911-0.0029287j -0.057428-2.10753e-06j -0.391247+5.80794e-05j -0.18494-0.00402248j 0.00477581+0.00205974j -0.0314496-0.00186841j -0.00173456-0.001453j -0.162908+0.00139283j -0.0976104-0.000650703j 0.130332-0.00265334j 0.240277-0.00920008j -0.0609587-0.000571368j 0.00850712-0.00493755j -0.0565688+0.000991211j 0.00987448+0.00172261j -0.0288967-0.00538105j 0.0222745+0.0034808j 0.0434844-0.00174771j -0.0862988-0.00552661j -0.0758459+0.00708583j 0.0960511-0.0115337j 0.0444824+0.00378555j -0.0866773-1.69269e-05j 0.0446855-0.00461451j 0.00605771-0.00485959j -0.0208708-0.00060195j -0.00364424+0.00187264j 
0.00126746+0.00158548j 0.00109888-0.00038946j -0.000815331-0.000798881j 0.0181489+0.0019692j 0.0297209-0.00260173j 0.000929934-0.0034379j -0.00262765-0.000310474j -0.0294488-0.00138358j -0.0404702-0.000680049j -0.0543094+0.0019598j 0.0215512+0.000772497j 0.0369422+0.00103811j -0.0266641+0.000227612j -0.0193266-0.00267086j -0.073725-0.00102912j 0.000164346-0.00194908j 0.011495-0.00100238j 0.0154243+3.64292e-17j 0.0198145+0.000620617j 0.0120259+0.000682032j 0.0183739-0.00312611j 0.000281082-0.000936552j 0.0181271-0.00149992j 0.00596841-0.00217558j -0.073249-0.000914451j -0.03242-0.00103979j -0.0827142-0.00165659j 0.0618399-0.000938811j -0.0280393-0.000891421j -0.0286484+0.00354363j 0.00544899+0.000230885j 0.0154433-0.00256323j -0.116463+0.00257789j -0.0200009-0.000626944j -0.0128752-0.00103316j -0.0870156+0.00163197j -0.036006-0.00401982j -0.126894+0.00620843j 0.153297-0.00382642j 0.0369438+0.00281249j -0.0559337+0.00764902j 0.0366393-0.00284248j -0.108763-0.00229908j -0.0686728-0.0017128j -0.177582+0.00424852j 0.0770673-0.00160005j -0.0668907-0.00208938j 0.207303+0.001447j -0.154182-0.000941027j 0.110162-0.00330157j 0.00412439-0.00281929j 0.18357-0.00119685j -0.0501407-0.00169363j 0.0257438-9.86047e-05j -0.258258+0.00212908j 0.0274206+0.00487435j 0.0609972+0.00669443j -0.00120576+0.000993552j -0.0214533+0.000475315j 0.0537261+0.000515526j 0.0134333-0.000389536j -0.0194024+0.00303615j -0.0780596+0.00100329j 0.00865957-0.00557554j 0.0471026-0.00655986j 0.0720926+0.000372864j 0.0130883-0.00468708j 0.0735834-0.000303178j -0.0413456+0.00365837j 0.00205977+0.00476882j -0.0168439+0.00196138j 0.00522177+0.00292911j 
0.0209946+0.00278177j 0.0240422-0.00147563j -0.018416+0.00207878j -0.0209767-0.000708145j -0.0178938-0.00183876j -0.0159557-0.0019679j 0.0216735-0.00104006j 0.0289228+0.000104964j 0.0221913-0.00171342j 0.0579082+0.00546449j 0.0764571-6.33725e-07j 0.00315934-0.00397183j 0.072727+0.00497996j -0.0609948+0.00321674j 0.0193107+0.00215384j -0.0491089+0.000728086j -0.057368-0.000317297j 0.0198145-0.000620617j -0.155252+3.59521e-16j 0.0228654-0.00178463j -0.0154903-0.00492905j -0.0143563+0.00293487j -0.0366318+0.00275685j -0.0532467+0.00261487j -0.141234-0.00291723j 0.0408251-0.00340145j -0.0607741+0.00615231j -0.0869302-0.00678572j -0.0140253+0.000444232j -0.0878247-0.00111852j 0.0720117+0.000593321j -0.0320176-0.000969202j 0.136312+0.00102575j -0.0142888-4.08583e-05j -0.113454-0.00134483j -0.115106-0.00308944j -0.0807546+0.00166707j -0.122985+0.00480216j -0.105906+0.0034463j -0.144483-0.00259225j -0.0558289-0.00171644j 0.143936-0.00413765j 0.0819955+0.00638723j 0.0207791-0.00349438j 0.0925439+0.00464194j -0.0202293+0.00319073j -0.104194-0.00105105j 0.112772-0.00145179j 0.143604-0.00148138j -0.074019+0.00549872j 0.0584437-0.0021686j 0.100565+0.00489386j -0.350773+0.00103069j -0.194371-0.000758553j 0.138807+0.00185656j -0.0337157+8.05697e-05j 0.0186199+0.00143823j -0.0775799+0.00142351j 0.0660629-0.00046494j 0.0903105-0.00426704j 0.0697414-0.00214702j 0.0707024-0.00134337j 0.0562303-0.00211278j -0.0892944-0.00325802j 0.0114677-0.00295815j 0.0112604+0.00174481j -0.0320585-0.000474812j 0.00548795-0.00831422j 0.0841208+0.00181707j 0.0452274-0.00519714j -0.0242112+0.00463132j 0.0161577+0.00148119j 
0.00398276+0.000565057j -0.00214233-0.00100991j 0.0108227-0.0010444j -0.0175969-0.00295005j -0.0383337-0.00366059j -0.0381889-0.00188864j 0.034336-0.00203489j -0.0418732+0.00260212j -0.0269817+0.00164834j 0.0109324-0.000115297j 0.0453644-6.53017e-05j 0.0190365+0.00124602j -0.00309704-0.000215489j -0.0151369+0.00316579j -0.0333334+0.00403674j -0.0695932+0.00265231j -0.0259589-0.000308374j 0.0120259-0.000682032j 0.0228654+0.00178463j -0.0984133+2.62767e-15j 0.0514583+0.00125665j -0.101296+0.00282242j 0.00232327+0.000378812j -0.0314597+0.00125298j -0.0502938+0.00273025j -0.00203505+0.00398677j 0.0204551+0.000685218j -0.0219326-0.000586337j 0.0536707+0.00109124j 0.0744767-0.00309179j 0.00583199+0.00107027j 0.0553505-0.003294j 0.0686106-0.00565075j 0.0441014-0.000897533j -0.187672-0.0042422j -0.0724599+0.00051222j 0.112514+1.84673e-06j 0.0461452-0.000609j 0.166149-0.00126739j 0.0112373-0.002979j 0.164783+0.0011929j 0.00835656-0.000836j 0.0871491+0.000940044j -0.174453-0.00188097j -0.0217837+0.000135545j 0.247821+0.00199906j -0.0544474-0.00219488j -0.110321-0.00356559j -0.247937+0.00197123j 0.114208-1.8278e-05j -0.0390883+0.000568754j 0.324275-0.00258164j -0.159479-0.0035792j 0.203567-0.00528827j 0.105453-0.00283179j 0.00977879-0.00104012j -0.0159719+0.000340722j 0.0797562+0.00661201j 0.0563462-4.76914e-05j 0.0177726-0.00332559j 0.0428805-0.00605916j -0.0683681-0.0018244j 0.0729048+0.00951617j 0.016918+0.00418818j 0.0580473-0.00313986j 0.0898622+0.00574204j -0.133824+0.008597j 0.0176151-0.000604788j 0.0244219+0.00799647j 0.0503812-0.00952238j 0.00823483-0.00371381j -0.0233809-0.000488751j 
-0.00725389+0.000620151j 0.0174529+0.00257466j -0.0103043-0.00174566j -0.0295602-0.00114477j -0.0293741+0.00243485j 0.00281897-0.00278157j 0.039844+0.00187694j 0.00960818+0.00543322j 0.0225842+0.000130911j 0.0456358+1.48551e-05j 0.0632551-0.00065363j 0.00173826-0.000431006j -0.0245907+0.000848556j 0.0111848+0.00302527j 0.0514848-0.00130033j 0.0391903+0.00236235j 0.0290722-0.00149606j 0.0183739+0.00312611j -0.0154903+0.00492905j 0.0514583-0.00125665j 0.0465526-1.43028e-15j -0.0219605+0.000292185j 0.0681706+0.00236217j -0.0057613+0.00217586j 0.017776-0.0024801j -0.0612017+0.00147633j 0.019867-0.00327264j -0.0076472-0.00413799j 0.0437407-0.000847065j 0.0252671-0.00122104j -0.11294-0.00395351j -0.0216879-0.00082485j 0.104324+0.00273443j 0.0530894-5.2315e-06j 0.0737418+0.0015064j -0.057209+0.000288252j 0.144462-0.00219472j 0.0154954+0.000529001j 0.0226807-0.00216657j 0.0639104+0.00357364j 0.0592916-0.00299513j -0.0325703-0.00203403j -0.30191+0.00130452j -0.10084-0.00100922j 0.253393-0.000103328j -0.315911+0.00110034j -0.135736-0.000640165j 0.154574+0.00367615j 0.0449925+0.00181849j 0.0808573+0.00101976j -0.344415+0.00574233j 0.101683-0.000909866j 0.0278801-0.000991687j -0.13699+0.00108041j 0.0322691+0.00228526j 0.00238168-0.00190656j 0.0220523-0.0053527j 0.102566+0.007417j 0.0203833+0.00466113j -0.0399+0.000288306j 0.00282719+0.00599154j 0.0720743+0.00061835j 0.0528448-0.00126162j -0.0201561+0.000508499j 0.144978+0.000306503j -0.0083928+0.000621587j 0.0444572-0.00345924j 0.000765084+0.00740636j 0.00270088+0.00785014j 0.0731174-0.0073497j -0.00588228-0.00353737j -0.0174023+0.00287916j 
-0.002763-0.000583954j -0.0116909-0.000415757j 0.00022524+0.00102471j 0.0100114+0.00280495j 0.0258881-0.000887036j -0.00461418-0.0025401j -0.0227166-0.00151446j -0.00164528-0.00585665j -0.0394523+0.00206738j -0.0544563-9.87143e-05j -0.0202415+0.00377558j 0.0252439-0.00197534j -0.0111848-0.00326608j -0.00437158-0.00346778j -0.0463477+0.00205744j -0.0760188+0.000549645j -0.00906713+0.00018062j 0.000281082+0.000936552j -0.0143563-0.00293487j -0.101296-0.00282242j -0.0219605-0.000292185j -0.116609+2.66931e-16j -0.0825548+0.00252256j 0.00110971-0.00225487j -0.015607+0.00104449j 0.00488348+0.000882006j -0.00466796+0.00541972j 0.0370474+0.0020333j -0.062656+0.00333714j 0.129828+0.00226487j 0.031215-0.00162176j 0.000664331+0.000227298j 0.209238-0.00136461j -0.0440348-0.00233561j -0.11547-0.00113902j 0.009863-0.00433605j -0.176576-1.74803e-06j 0.176047-0.000901455j 0.00595342+0.00588557j 0.140354-0.00511976j -0.186174-0.000480125j -0.044247+0.00246879j -0.189372+0.00185141j -0.00269395+0.005039j 0.137781+0.00282046j 0.00803077+0.00105774j -0.301967+0.0023847j 0.404814+0.00107283j 0.0395234+0.00339624j -0.0434636-0.000182198j -0.0717974-0.00148547j -0.0057548+0.00578538j -0.00687744+0.00374012j 0.0230648-0.00353912j -0.0271677-0.00665644j -0.125358+0.000932724j -0.0171448-0.00296226j -0.0888905+0.000127814j -0.0029774+0.00479808j 0.0258232+0.00115913j -0.054108+0.00246065j -0.017072-0.00553718j -0.0263627+0.0011238j -0.00116517-0.00046545j 0.106566-0.00310163j -0.0126102+0.00281277j -0.0322494-0.0016115j 0.0244812+0.00374945j -0.0200599-0.00285842j -0.0328876+0.0052246j -0.000299187-0.00119617j -0.00941645+0.00128687j 
-0.0111178-0.00208392j -0.0116072+0.000589633j -0.00997285+0.000167171j -0.00214452+0.00238039j 0.0215721+0.00288972j 0.035351-0.000480228j -0.017596+0.00164639j -0.00342718-0.00145337j -0.0246828-0.00056606j -0.00188729-0.000996306j -0.0440994+0.000640896j 0.00815214+0.000382091j -0.0201627+0.000460624j -0.0335756+0.000552904j -0.00557697+0.0017875j 0.0235949-0.0016195j -0.0454275-0.00130203j 0.0181271+0.00149992j -0.0366318-0.00275685j 0.00232327-0.000378812j 0.0681706-0.00236217j -0.0825548-0.00252256j -0.0199771+2.19009e-17j 0.0293105-0.00230009j 0.0865313-0.00274014j 0.0123759+0.000875867j -0.122475-0.00136193j 0.0524616-0.00053192j -0.0778278-0.00372277j -0.066104-0.00565415j 0.000537498-0.000581934j 0.0187019+0.00244529j 0.0405458+0.00180939j 0.122237-0.00420842j 0.00866319-0.000832028j -0.0289127+0.000648716j -0.243598+0.00086002j -0.014863+0.00106728j -0.0287647-0.00308885j -0.010804+0.00411966j 0.354634-0.00485103j 0.078205-0.000380169j -0.221165-0.00505001j -0.00516476-0.00192905j -0.111523-0.000499702j -0.103622+0.00168941j -0.322424+0.00550556j -0.182544-0.00889967j -0.298821-0.0015366j 0.039597+0.00183661j -0.111975+0.00277067j -0.0484654+0.00386481j 0.0460271-0.000987005j -0.051822+0.000783888j 0.0148494-0.00457977j 0.128715+0.00418893j -0.0819713-0.00230866j -0.0315863-0.00141355j -0.043113+0.00414078j -0.0389221+0.000248339j -0.0547204-0.00142738j -0.0708987+0.00320837j -0.0367132-0.000110494j -0.00257202-0.00637279j 0.0405968+0.00299233j 0.0478363-0.00695145j 0.0568975+0.000717478j -0.0603179+0.00535011j -0.0133552-0.00567899j -0.044294+0.0038655j 9.64429e-05-0.00346062j -0.0147188+0.000831486j 
-0.00862409-0.00141443j 0.000383549+0.00168078j 0.0058788+0.00380759j 0.00595261+0.000782344j 0.00878259+0.00317137j -0.0172361-0.00165896j 0.0007644-0.00112647j 0.034271-0.00172364j -0.0141199+0.00117522j 0.0187217-0.00240549j -0.0135722+0.000971006j -0.0390925-0.00274697j 0.000992945-0.000479976j 0.0388789+0.00203615j 0.0606216-0.000649244j 0.012832+0.00134664j 0.0124434-0.00264837j 0.00596841+0.00217558j -0.0532467-0.00261487j -0.0314597-0.00125298j -0.0057613-0.00217586j 0.00110971+0.00225487j 0.0293105+0.00230009j -0.0404429+1.1923e-15j 0.0248955-0.00109469j 0.00883915-0.000138134j -0.0206149-0.00262077j -0.0163887-0.00289278j -0.00653965+0.000194574j 0.00218476-0.00117777j -0.0519956-0.00114934j -0.0659936-0.00285786j 0.172731+0.00220274j -0.0374611+0.00229134j -0.163099+3.81843e-05j 0.190515+0.00145289j 0.000749571-0.00197151j -0.122976-0.00101299j -0.205421+0.000288236j -0.0405268-0.00322553j 0.131801-0.00155813j 0.176857+0.00118301j -0.120546+0.00358584j 0.435079+0.000882103j -0.170707-0.00292307j 0.232028-0.00455625j -0.0849441-0.00106863j 0.108921+0.00309448j -0.00687169+0.000905915j 0.162368-0.000909091j 0.125633-0.00195927j 0.0414182-0.000486321j 0.0347466+0.00228652j -0.0319787-0.000494793j -0.0093417+0.00225666j -0.0482274+0.00132785j 0.027331+4.6866e-06j 0.0245383-0.00178387j 0.0116348+0.000865802j 0.0282645+0.00166894j 0.000737455+0.00300199j -0.07424-0.000636078j -0.0689421+0.00217987j 0.111665-0.00376564j 0.0553114-9.64809e-05j -0.0183329+0.00102827j -0.0105075+0.000566233j 0.0189601+0.00226603j -0.0204798+0.000728095j -0.00432327+0.00329528j 0.000299371-0.00108488j -0.00381284+4.76019e-05j 
0.0199576-0.00168717j -0.0247522-0.00415171j 0.0269904+0.000577995j 0.0128471-0.00153099j -0.0182222-0.00340737j 0.00444364+0.00104982j -0.0292155-0.00225241j -0.039669-0.000736055j -0.00504012+0.00122961j -0.0393567+0.00248922j 0.0257904+0.00255692j 0.0449529+0.00324275j 0.0103709+0.000192616j -0.0552644+0.000475863j -0.0121519+0.000988477j 0.00745514-0.00112305j 0.000330477-0.00134658j -0.073249+0.000914451j -0.141234+0.00291723j -0.0502938-0.00273025j 0.017776+0.0024801j -0.015607-0.00104449j 0.0865313+0.00274014j 0.0248955+0.00109469j 0.114248-2.00621e-15j -0.0864341+0.00126343j 0.121908+0.000763051j 0.0167709-0.00166367j 0.137199-0.00127845j 0.0359376-0.00163j 0.0900851-0.00508877j 0.19595-0.00389281j -0.172833-0.000792101j -0.0948672+0.00361252j -0.119237-0.00115636j -0.207381+0.000820596j -0.177261-0.00182876j 0.22793-0.00364054j -0.075458+0.000444215j -0.0291192+0.00209654j -0.0336104+0.00176171j 0.198769-0.00215103j -0.038784-0.00154599j -0.0387872+0.000727388j -0.122886+0.00178616j -0.0598701+0.000669537j -0.11481+0.00152369j 0.0223683+0.00228034j -0.0802695+0.00454064j -0.177229+0.00728909j 0.0666633-0.00125505j -0.014072-0.00398675j -0.00899605-0.00190769j 0.015514+0.0028637j -0.0343041-0.00416154j -0.00135266+0.00258842j -0.00888554+0.00218616j -0.0697538-0.000888953j -0.0320889+0.000723595j -0.0436275-0.000815801j 0.0229874+0.00108135j 0.0162261+7.1981e-05j -0.00491558-0.00210589j 0.0197817-0.00216214j 0.00640921+0.000264166j 0.0188594+2.75191e-06j -0.012943+0.00393552j -0.00709323-0.000910505j 0.00511669-0.00388936j -0.0303267+0.00214895j 0.0233022+0.000656303j 0.0174057-0.00450156j 
