0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
0.00213851-0.00309919j 0.000194873-0.0033411j 0.00495463+0.00222114j -0.00431257-0.00824732j 0.00252243+0.00474699j -0.00470288-0.00588148j -0.000771669-0.0022675j 0.000562628-0.0132408j 0.00714981+0.0159522j -0.00310689-0.0168281j 0.010816+0.00931052j 0.00272745-0.00206636j 0.00563644-0.00301619j 0.00462528-0.00537644j -0.00438868+0.00114368j -0.00390646-0.0104102j -0.00797502-0.0159835j -0.00610894-0.000258264j -0.00923374-0.000526882j -0.00163719-0.0047011j 0.013223+0.000441422j 0.00176397-0.00211867j -0.00484035-0.00398341j 0.0032506+0.00136724j -0.00855996+1.23115e-05j 0.0016676-0.00449494j -0.0161816+0.00884594j 0.0065886+0.00261404j 0.00764367-0.00884802j 0.00418455+0.000761013j -0.00622406-0.0117414j -0.00629076-0.00485536j 0.00459284+0.00197223j 0.0120354+0.00126242j 0.00543312-0.00479204j -0.00492804+0.0156146j 0.00505685+0.0078986j 0.00939537+0.0110661j -0.00588826+0.0156636j -0.00691138+0.014574j 0.00906576+0.00696703j 0.00948038-0.0184067j 0.0327543-0.00862235j -0.000879967+0.0104264j 0.00267079-0.0100716j -0.00211609+0.00388641j -0.00324668-0.000751439j -0.0112601-0.00786819j 0.000865983-0.000443527j 0.00100664-0.00312689j 0.0089874+0.00178684j 0.005705+0.00324273j 0.000616024-0.00198536j -0.00301311+0.00254394j -0.00358737-0.00676236j -0.00632842-0.00780322j 0.0079964+0.00886438j -0.00591016+0.00526661j -0.0171745+0.00332021j 0.000968527-0.00109247j -0.00934025-0.0104043j -0.00938772-0.00622081j 0.00713188-0.000999587j 0.000127258-0.0122067j 0.00318933+0.00051475j -0.000432346+0.000526045j 0.000661073+0.000290088j -0.00827665-0.00341734j 0.00840119-0.00519355j 0.010106+0.00468762j 
-0.000382032+0.000982324j 0.00622469+0.00215418j 0.00643855+0.000213012j -0.00763755-0.00550896j 0.0111739-0.0276392j -0.0119907+0.00554717j 0.00496297-0.025437j -0.00267397+0.0098972j 0.00590568+0.00269527j -0.00169678-0.000728759j 0.00383475+0.00974208j -0.000864848+0.00527494j -0.00484219+0.00366487j 0.00301092-0.0133912j 0.0096956-0.00213727j -0.00833442-0.00706371j 0.0048756-0.00830873j 0.00677844+0.000848867j 0.00381187-0.00287872j 0.0080226+0.0104606j 0.000183777+0.00520927j 0.000335167+0.00775957j 0.0125471+0.019091j -0.000161619+0.00266345j -0.0101565+0.000180157j 0.00630743-0.0232297j 0.00938598-0.00806454j -0.0117913+0.00308654j 0.00563584+0.00850497j -0.00124786-0.0303645j -0.00743816+0.00706449j 0.00084992+0.0113816j 0.00310361-0.00780773j 0.00358206+0.00176332j 0.00285827+0.00195076j -0.00137428+0.0235179j -0.00153724-0.00630795j 0.00504287-0.015714j -0.00600372+0.0138269j -0.0130576-0.00246202j 0.00765306-0.00769232j -0.00413048+0.00557817j -0.00573903-0.00203279j 0.00633468+0.00315083j 0.00941963+0.0020896j -0.00270961-0.00526916j -0.00064119+0.00114615j -0.00666536+0.00720603j -0.00195336-0.000689301j -0.00133745+0.000724059j -0.00790703-0.000418598j 0.00572315+0.00467184j 0.00375645+0.000814865j 0.00838949-0.00704328j -0.00277869-0.00399963j -0.00246082+0.00377527j 0.00224141-0.00715897j -0.00941164+0.00444103j -0.019528-0.0042864j -0.00930967-0.00899749j -0.00501623+0.00262466j -0.00737783-0.00465024j -0.00185153+0.00812352j 0.00482682+0.00731362j -0.000522627+2.87316e-05j 7.62413e-05+0.0015267j -0.00195909+0.000963538j -0.00337031-0.00527215j -0.00597182+0.00510278j -0.00120595-0.00760399j 
-0.00666643+0.00373819j 0.00634043+0.000498117j -0.00709759+0.00713347j -0.0065851-0.00355011j -0.00111238-0.00357661j -0.00975658+0.0100487j -0.00783585+0.00287325j 0.0123025-0.000619703j -0.00147852-0.00796959j 0.00961549+0.0035713j 0.00634907+0.0101136j 0.000402651-0.00119108j -0.00400907-0.00152247j -0.00705182+0.00129536j 0.00263322-0.00124294j 0.000560895-0.000733974j -0.00570416-0.0173306j 0.00131019+0.000773935j 0.0024566-0.00557418j -0.00434529-0.00396416j -0.00622613-0.00726845j -0.0029194+0.0042416j 9.76528e-05-0.00277686j -0.00120682-0.00301671j -0.00246858-0.00229988j 0.00323591+0.018892j 0.00187309+0.00213092j 0.00426426-0.00433234j -0.00804902+0.00234753j -0.00289151+0.0199018j 0.0106225-0.00394133j 0.0042281-0.00173308j 0.0166721+0.0127951j 0.00133119+0.0050584j -0.00441091+0.00357962j 0.00150451-0.0237201j 0.0093851+0.00812915j 0.0120617+0.010343j -0.00538584-0.0197854j 0.0119145+0.00105741j -0.00433761+0.00491042j -0.00435017-0.00291019j -0.0113212+0.00708144j 0.00694597+0.00134311j 0.0108785+0.00569851j 0.00466661+0.00314449j -0.0069192-0.00125133j -0.0139689-0.00127411j 0.000418454+0.00211486j 0.00376237-0.00139273j 0.00517628-0.00163224j 0.00485638-0.00131492j 0.00361229-0.00335219j -0.00565665+0.00757879j -0.00516695-0.00162284j -0.00317108-0.00716991j 0.00147721+0.0117179j -0.0168849-0.00327639j -0.0190946+0.00834352j -0.0098547-0.0124567j -0.0191097-0.00172419j -0.0109205-0.00773395j -0.00895359+0.00289998j 0.0173274+0.0148016j 0.00405602-0.000297251j -0.000273037-0.00355292j -0.00138527-0.00194753j 0.00317223+0.000584001j -0.00560539+0.000219339j 0.00321191-0.0018682j 
0.00405267-0.00718476j -0.00142703+0.0011905j 0.00182456-0.00537379j -0.000447256-8.85699e-05j 0.00366242-0.0110429j 0.00258809-0.00325743j 0.00222475-0.00963028j -0.000240314+0.016561j 0.00111508+0.00454091j -0.00156806+0.00998126j 0.00491114+0.00667529j -0.000706228+0.00644522j 0.00167869+0.00283522j 0.00199173-0.00664356j 0.00278733+0.00330741j -0.00619706-0.000546333j 0.00183493-0.00231271j -0.002367-0.00245981j 0.00877762+0.0098823j 0.00382219-0.00412835j -0.00716311+0.00122699j -0.00261177+0.0103079j -0.000220365-0.00118886j -0.00431667-0.00672301j -0.00574974+0.0024082j 0.00208858-0.00513358j 0.00341846-0.00183517j 0.00977795+0.00479552j -0.0139285+0.00276809j -0.00300168-0.00303764j 0.00510293+0.00226488j -0.00234421+0.004898j 0.0183866+0.00675462j -0.00169997-0.0146541j -0.016027+0.00203679j -0.00159999-0.00475876j 0.0199663+0.00817457j 0.0118403+0.000203515j -0.0246706+0.00994455j -0.00870374+0.0118527j 0.00307914-0.00709109j 0.00798563+0.00865713j 0.00172698-0.00202306j -0.00275684+0.00639447j -0.00264278-0.00412638j 0.00485173-0.00221853j -0.00560953-0.000115219j 0.00830391-0.00434697j 0.00391869+0.00127251j 0.000745847+0.006412j 0.00808636-0.00036717j -0.0234949-0.00134399j -0.00475254+0.0049224j -0.00818951-0.000358953j -0.0090871+0.00733237j 0.00202555+0.00277872j 0.00192626+0.00312592j 0.00283864+0.000256915j 0.0194084+0.00858147j 0.0074986+0.0100969j 0.0100974+0.000649049j 0.00937188-0.00439316j 0.0109864+0.000204065j -0.00528483-0.00638405j 0.00276685-0.000242142j -4.08463e-05-0.00184936j -0.000584093+0.000569955j 0.000576283+0.00051588j 0.00974462+0.00111066j -0.00228782+0.00798535j 
-0.00280582-0.0048128j 0.000381527+0.00671583j -0.000282396+0.00312001j 0.00132746-0.0147062j -0.000966469+0.00790657j -0.00118003-0.00345185j -0.00145617-0.0022209j -0.00119708-0.0119736j -0.00465227+0.0258469j -0.00367402-0.0143567j 0.00550478+0.00667206j -0.000249888-0.0025168j -0.0140427-0.00371455j 0.00256445-0.00497445j -0.0040585+0.00896827j 0.00187237-0.00688437j -0.00862768-0.0141203j 0.000956064-0.0105495j -0.00353904+0.00143648j 0.00789795+0.00467281j -0.0174408+0.00470984j -0.0066394+0.0154741j 0.0020145-0.00285977j 0.000186669-0.00890015j 0.00633017-0.00459076j 0.0132065-0.0194529j 0.00703258+0.00689975j -0.0193084+0.00239083j 0.00157387-0.00577297j 0.00116136-0.0185767j 0.00973951-0.0139712j 0.0102894-0.000639898j -0.00430436+2.85678e-05j 0.00149397-0.0100875j -0.00531141-0.00794491j -0.00116762+0.0233246j 0.000612436+0.0104205j 0.00620091+0.00626103j -0.00352974+0.0217433j -0.00726898+0.00594178j -0.0041387+0.00230058j -0.0117776-0.00719252j -0.0077188-0.0061914j 0.0011419-0.00165765j -0.000696411+0.00273525j 0.00578408+0.00792467j 0.00204014-0.00355509j -0.0025091-0.00754547j -0.000258599+0.00196953j -0.00028199-0.00160481j -0.000989845-0.00341897j -0.00301879-0.000206908j -0.00136349-0.00932917j -0.00185511+3.98762e-05j 0.000630717+0.00287862j 0.00409419-0.00492794j -0.00576637+0.00703263j 0.00702155-0.00413341j 0.0102758+0.00916603j -0.00121752-0.00842103j -0.00290185+0.00836007j 0.00244746-0.000157372j -0.00403611-0.0100919j 0.00616956-0.000297733j 0.000321579+0.000299124j -0.000503752+0.00159636j 0.000230796-0.00112224j 0.00895265+0.0058421j -3.93205e-05+0.00318782j -0.00498758+0.00323188j 
-0.0045204+0.00331547j 0.000793147+0.00332792j 0.00161787+0.00269566j 0.000677754-0.00265401j 0.00381061+0.00500537j 5.4276e-05+0.00424014j -0.000507849+0.00772888j -0.002258-0.00374451j -0.000316519-0.00516601j -1.66826e-05-0.00253583j -0.00998383-0.0118412j -0.00204793-0.00171136j -0.00490966-0.00242519j -0.00176477+0.0111548j 0.00262605-0.0019593j -0.00231984+0.000742437j 0.00136413+0.0113267j 0.00386964-0.00705783j 0.00126356-0.00505885j 0.00948684+0.0209376j 8.89189e-05+0.00252015j 0.000246674+0.0012543j -0.000904713+0.00973681j 0.00225264+0.00740992j -0.00430114-0.0110008j -0.0141551-0.0140299j -0.0205361-0.00259413j -0.00562546-0.00189327j -0.0179721-0.00711696j 0.00554092-0.0247882j 0.00217108-0.00462173j 0.000531323-0.000326487j 0.00595076-0.0207184j 0.000167695+0.00842178j -0.00444814-0.0103143j -0.000950142+0.0269509j -0.0138675-0.00539424j 0.0036839-0.0110765j -0.00561169+0.00954938j 0.00865216-0.0143687j -0.00111301+0.000748674j -0.00163353-0.00378228j -0.00235086+0.00330618j -0.00792598-0.00813763j -0.00101125+0.00514832j 0.00715606-0.000390804j -0.0107163+0.00104241j -0.00210342+0.00922911j 0.00284275-0.000415315j 0.00524943-0.0100394j 0.033502-0.004895j -0.0114994+0.00529888j -0.00262566-3.59099e-06j -0.0237399-0.00272743j -0.0137999-0.00417312j -0.00186619-0.00111373j 0.00755977-0.00332825j -0.0223959-0.0106708j 0.0116111+0.00367318j 0.00970752-0.000959923j -0.00792903-0.0035521j -0.0052909+0.00258552j 0.00283019+0.00254119j -0.00153555+0.00560682j 0.0039116+0.000449777j -0.000444921+0.00340849j -0.000444361-0.00287581j -0.00109426-0.000307771j -0.00792109+0.00114863j -0.00430798-0.00725431j 
0.0011759+0.000722783j -0.00116105-0.00457277j 0.00430562-0.00568879j -0.0033674+0.00405022j 0.00707325-0.00764991j 0.00164625+0.000663729j 0.00557589-0.0116929j -0.00243804-0.0171786j 0.00814527-0.00863964j -0.00300581-0.00694469j 0.00485864+0.00121879j 0.0109105-0.0114869j -0.00533546-0.00597575j 0.00785874+0.00145406j -0.0100749-0.00842081j 2.21663e-05-0.00673065j -0.00149995+0.010037j -0.00549112+0.00781899j -0.00727746-0.0303066j 0.00487645+0.000652274j -0.00133701-0.00505933j -0.00359836-0.0219923j -0.0109523+0.00230329j 0.00498144+0.0202756j 0.0204433+0.0126013j 0.0132063+0.0151512j -0.0130762-0.0257942j 0.00520868-0.0131378j -0.00206382+0.0139638j -0.000331153-0.00620029j 0.00789902+0.0212855j 0.0103485+0.014951j 0.00529102-0.0135575j 0.00542439+0.0217768j -0.0045132+0.00366397j 0.0102259-0.0119367j 0.00765865-0.0172506j 0.0115865+0.00593489j 0.00418494+0.00415521j 0.0126301-0.0145509j 0.00497361+0.00453559j 0.00651801-0.00908216j -0.00486754+0.00475715j 0.00294322-0.00199864j -0.00471984+0.00446984j -0.00100137+0.00929541j 0.000487575-0.000509428j 0.00592697-0.0053863j 0.000458629+0.00221869j -0.00147424-0.00969973j -0.00175124+0.000350371j -0.00103529+0.00463225j -0.0010184-0.0121911j 0.0024983-0.00420734j 0.00289598+0.0043821j 0.00243775-0.00208618j 0.000102217+0.00266865j 0.00297834+0.00576707j 0.00903051+0.00157945j 0.00107959+0.00165832j 0.000235003-0.00239041j 0.00397954+0.00390992j -0.000625052-0.00440242j -0.00199684-0.00698822j 0.000108265-5.59315e-06j -0.000391519-0.000526452j -0.000218764+0.00136285j 0.000921281+0.00230813j 0.00349692-0.00359527j 0.00304131+0.00404581j 
-0.00256739+0.00320619j 0.000700891+0.00241005j 0.00250878+0.00254802j 0.00173253+4.50236e-06j 0.00311245+0.0101273j 0.000447242-0.000590359j -0.000993845+0.00869647j -0.00121508-0.0065228j 0.00262974+0.00189832j -0.00399974-0.00674917j -0.0089564-0.0105635j -0.00134033-0.00213132j 0.000422527-0.00158932j 5.35346e-05+0.00909936j 0.000249261-0.0006112j 0.00111375+0.00232549j 0.00042863+0.00909671j 0.00138977-0.00547445j 0.00359202-0.00286435j 0.00415683+0.0137901j 0.0167242+0.00473364j 0.00057129-0.00230657j -0.00490258+0.00202585j -0.00840463+0.00609339j 0.00119644-0.00849398j 0.0111932-0.00860022j 0.0165286+0.00478585j 0.0201187-0.00399737j -0.00648501-0.00774644j -0.0171279-0.0196341j 0.00308609-0.00986441j -0.00934112-0.00451273j 0.0156951-0.0150203j 0.00335004+0.00512751j -0.0054979-0.00972486j -0.00680877+0.0220205j 0.000641459-0.00207157j 0.0121944-0.00736824j -0.0206084+0.0127989j 0.0154085-0.00811023j -0.00761217+0.00460835j 0.00768266-0.00367785j -0.00239246+0.00132551j -0.00365104-0.00433289j -0.00285599+0.00274815j -0.00474873-0.000181094j 0.00891693-0.00113635j -0.000712455+0.00679712j 0.000124547+0.00137002j -0.00193762-0.00101196j -0.0183355+0.00337466j 0.0157256+0.000152709j 0.00545634+0.00120965j 0.0176442+0.00385498j 0.0128574-0.00257826j 0.00328629+0.00383291j -0.00242441-0.00318143j 0.012653-0.00154076j -0.00447505-0.00547986j -0.00195885-0.00534902j 0.00242013+0.00313459j -0.00146035+0.00437657j -0.00357081+0.000634672j -0.00419873+0.00342952j 2.24553e-05+0.000164522j 0.000167648+0.00187096j 0.000854083+0.000778767j -0.00060613-0.000783556j -0.00631499+0.00139745j -0.00355621-0.00638498j 
0.000237014+0.00175476j -0.0031158-0.00230888j -0.00139566+0.0052937j -0.00544676-0.00596963j -0.00397979-0.00183799j -0.00567419+0.010809j -0.00699214+0.00667114j 0.00661081-0.0124686j 9.63208e-05-0.0160114j -0.000499302+0.00665659j -6.82588e-05-0.00248075j -0.00184569-0.00475406j -0.00214176+0.00339076j 0.00153893+0.0101617j -0.0024531+0.00289875j 0.00237505+0.00637115j 0.012649-0.00427635j 0.00496182+0.00372365j 0.0188785-0.00369666j 0.00963173-0.00398675j 0.0137885-0.00333655j -0.000853001+0.00111223j 0.00419194-0.0145374j -0.0129399-0.00663106j 0.0128589-0.0138209j 0.00985939+0.0159724j -0.00708869+0.00775468j -0.0187895-0.00732632j 0.0068677-0.00941413j 0.000883139+0.011205j 0.00380205-0.00526889j 0.00464352-0.00961422j -0.00229505+0.00963527j 0.0108501-0.00475997j 0.00193593-0.0121708j 0.0175709-0.00315561j 0.0137626+0.0044363j 0.00506317+0.00374977j 0.00897999+0.00243715j -0.00509287-0.00404974j -0.000453667+0.00424665j 0.0174314+0.00501405j -0.0112223+0.00429179j -0.0123212+0.000696898j 0.00396143+0.00300889j 0.00187989+0.0014699j -0.00143686+0.00155589j 0.000176173+0.00530864j 0.00122569+0.00415528j 0.000976123-0.00248278j -0.000943921-0.00106131j -0.00285173-0.0010792j -0.00247987-0.00201858j -0.000123048+0.00180026j 0.000545072-0.00420245j -0.00100265+0.00240111j 0.00289464-0.000630633j -0.00208761-0.00246797j -0.00210526-0.00311355j 0.00844904-0.000970676j 0.00933345+0.000805903j -0.00285801-0.000706818j 0.0116022+0.000866586j -0.00833461-0.00683524j 0.000236762+5.97917e-05j 0.000190917+0.000474725j -0.000235708-0.000142783j -0.0117577-0.00380778j -0.000175179-0.00404999j 0.00519674-0.00505763j 
-0.000299023-0.000345407j 0.00138403+0.00120372j 0.0014986-0.00219289j -0.00171611+0.0037709j 0.00210246+0.00417002j 0.00365925-0.00372408j 0.00267707+0.0064268j -0.000770469+0.0132726j 0.00309931+0.00102188j -0.00157796+0.00614087j -0.00305968-0.00542059j -0.00227884+0.0057717j 0.00498972+0.000905908j -0.00235222-0.000324787j 0.000475403+0.00316592j -0.00485408+0.00462622j 0.00836827+0.00870552j -0.00878301+0.000282728j -0.0142829+0.00928911j -0.00983458-0.00652629j 0.0103595+0.000534629j -0.0230687+0.0031084j 0.0215531-0.00250878j 0.00854711-0.00444526j -0.00358634-0.00122586j 0.00129942+0.00220663j -0.0163521+0.00352695j -0.00940116+0.00403205j -0.00292825-0.00380821j -0.0306216+0.00462832j 0.0183721-0.00213021j 0.0149601-0.00415437j -0.002186+0.000332365j 0.0133411-0.00149205j -0.0136757+0.00116945j 0.00916491-0.00366344j -0.0062974-0.000495721j 0.00657309-0.00302077j 0.000184091-0.00362179j -0.00422379+0.000835735j 0.00174213-0.00279702j -0.00955358+0.00579158j 0.00830302-6.86794e-05j 0.00298457-0.000878743j -0.00365062+0.000390349j -0.00035001-0.00316497j 8.07972e-05-0.00112951j -0.00299095+0.00492585j -0.000642996-0.00145517j -0.00325557-2.56769e-05j -0.00441279-0.00031908j 0.00521021+0.0024608j -0.000165101+3.90522e-05j 0.00175356-0.00575136j 0.00161076-0.00205457j 0.000682095+0.00124732j -0.00274691-0.00265542j 0.004938+0.00295523j -0.00342354-0.00241947j -0.00335238-0.0010383j 0.00118473+0.000404105j -9.10712e-05+0.00135009j -0.0033144+0.00262504j -0.000613704+0.00272923j 0.00389607-3.27572e-05j -0.00094248+0.00078642j 0.000359136+0.000961525j 0.00149395-0.00112882j -0.00110804+0.00227625j -0.00270371-0.00112744j 
-0.00219382-0.000427297j -0.0011293+0.00321187j -0.000380799-0.00228964j 0.001025+0.00279781j 0.00171669+0.00184492j 0.0030178-0.000743218j -0.000128477+0.00658411j 0.00111811+0.0171651j 0.00382654-0.00396168j 0.00604602+0.0064448j 0.000207277-0.0069129j 0.000206314+0.00433247j 0.0076872+0.00130432j -0.00571255+0.00555555j 0.000398169+0.00262462j -0.00538709+0.00569836j -0.0165958+0.00879375j -0.0130886-0.00296688j 0.00653749+0.00675607j 0.00118829+0.00123254j 0.00324109+0.00734678j 0.00846613-0.00435038j -0.00677209-0.00374574j -0.00895815-0.00940346j -0.00420233-0.00418598j 0.00442754-0.000311127j -0.0162602+0.0100437j -0.02344+0.00328724j -0.00577953-0.00983666j 0.0316174+0.00615919j 0.00275076-0.0076143j 0.00465937-0.0128125j 0.00118557-0.00131247j -0.00290316-0.00251012j -0.0093947-0.00289451j -0.00307832+0.0010235j -0.00501902-0.00107228j 0.0144408-0.00221215j -0.00313353+0.00401547j 0.00923007-0.00282158j -0.00352718-0.00591466j 0.000799228+0.00290445j 0.00147497+0.00133279j 0.00855053-0.00329336j -0.00993532+0.00447814j -0.00322247+0.00177021j 0.00666209+0.00103153j -0.00533248+0.00354397j -0.00268018+0.00113685j -0.00353753+0.000140663j -0.0180507+0.0069401j 0.0121485+0.00475626j 0.00480762-0.000388932j 0.0152813+0.00444134j 0.0124466+0.00608513j 0.00160937-0.00223629j -0.00495164+0.00264924j 0.0163083+0.00530289j -0.00335357+0.00447434j -0.00658984-0.00556975j -0.0012812-0.00316584j -0.00146166+0.00150401j -0.00403982+0.00271659j -0.00221777+0.00179551j -0.00196663-0.0001869j 0.000195969-0.000679575j 0.000714385+0.00214458j 0.00273082-0.000829157j -0.00184088+0.00314585j -0.00467114-0.00139868j 
-0.00111781+0.00185359j -0.00106168+0.00138708j 0.000362306-0.00368872j 0.00355373+0.0084613j -0.00295138-0.00886788j 0.00376672+0.00133769j -0.00381196-0.00789332j -0.002754+0.0112837j 0.00115906-0.00726777j 0.00181823+0.00179155j -0.00238021-0.00542755j 0.00285701+0.00161794j 0.00547814+0.00500338j -0.00456871+0.00343043j -0.00525622-0.00133831j -0.00782864+0.00557882j -0.00225409+0.00720935j -0.00290601+0.00351789j -0.00671872+0.0107026j 0.00894525-0.00187718j 0.00639246+0.00799927j 0.0019496-0.00797084j -0.0155974-0.00781714j -0.00304935-0.00710801j 0.0114608-0.00365481j 0.0267638-0.00379224j 0.018838+0.0093846j -0.00461942+0.00512111j 0.0235691-0.0193891j -0.0103255+0.00828744j 0.00831387-0.0124584j -0.00676749-0.0186361j -0.00256448-0.00138639j -0.000307133-0.00223036j 0.00694356-0.00571904j 0.00145189+0.00140524j -0.0117698+0.000513389j -0.00194905+0.00397997j 2.12635e-06+0.00515813j 0.00890003+0.000358487j 0.00531397-0.0067754j -0.0067999+0.00368701j 0.00348882-0.000290348j 0.00472545-0.00117004j -0.0024247+0.00146407j 0.00408375-0.000529686j -0.00588189+0.00950472j -0.00149205-0.00111169j 0.00217064+0.00187571j 0.00566404+0.00276276j 0.0253546+0.000206906j -0.00772859+0.0019303j -0.00551108-0.00399872j -0.0180135-0.00192367j -0.0118476+0.000736509j -0.00113582+0.00149103j 0.00471695+0.000738989j -0.0174538-0.00241112j 0.00838569+0.00261886j -0.000686839-0.00073319j -0.00687025-0.00236781j -0.000311925+0.00263202j -0.00348987+0.00128572j -0.00255104+0.00163716j 0.00179103+4.89828e-05j -0.000551239+0.000567322j -0.000243804-0.0011927j 0.00315991+0.000571093j -0.00175541+0.00228299j -0.00420915-0.000822403j 
-0.00550092-0.00788387j -0.00258828+0.00406239j -0.00606682-0.0149333j -0.00687839-0.00473853j -0.00471868+0.00437674j 0.00239672-0.0205584j 0.00241071-0.00240534j 0.0152612+0.0270931j 0.0112539+0.0238098j -0.00261217+0.00773288j -0.00206442-0.00400971j -0.00504911+0.00476992j -0.00836572-0.00404908j -0.000724372-0.00381383j 0.00557945+0.0131543j 0.00635373+0.00407209j -0.0102331+0.0270084j 0.0136137-0.00186099j -0.000452917-0.017276j -0.00870818-0.0140523j 0.00386249-0.00615572j -0.000249007-0.000118532j 0.0121108-0.00857046j -0.00837779+0.00426018j -0.00447022-0.000275282j 0.00294214+0.0279971j 0.00953989-0.0201106j -0.00206868-0.0085169j 0.00209358+0.00587705j -0.00222432+0.00632848j -0.00965678+0.00964287j 0.000471074+0.0140955j 0.00102836+0.00383727j -0.00185745-0.00232436j 0.00642803-0.00428451j 0.00305968-0.0105422j -0.00299322-0.00180247j 0.00560807-0.0146853j 0.000196897+0.00124652j 0.00559144-8.7839e-05j -0.00501432+0.00603316j -0.00322531+0.000669157j -0.00826285+0.00985731j -0.0077726-0.00548794j -0.00141013+0.0034336j 0.00345813-0.000818152j -0.00354577+0.00515104j -0.00814962+0.0106146j 0.000713385-0.00129023j 0.00358628-0.00322617j 0.00780612+0.000987184j -0.0013546+0.0050397j 0.000880063-0.00526398j -0.00771713+0.0036646j -0.00723447-0.00574407j -0.00117417-0.00657527j 0.0017769+0.00559018j -0.0104931+0.000213955j -0.00578842+0.00827062j -0.000424872-0.010946j -0.00893667+0.00137603j -0.00364427+0.00268433j -0.00552597+0.00208908j 8.60436e-05-0.000891101j 0.000504948-0.000442444j 0.00011607-0.00231226j -0.000495198-0.000558008j -4.29484e-05-0.0039689j -0.00269311+0.0050536j -0.00329204-0.00478241j 
-0.00219722-0.00593645j 0.000942997+0.0021622j 0.00229106+0.00522171j -0.00175908-0.0120871j 0.00344555+0.0253473j -0.00184462-0.000415901j 0.00171196+0.034431j 0.000688267+0.00844012j 0.000179849+0.00624303j 0.00466205+0.0131412j 0.007358-0.000270151j -0.00666632+0.0129269j 0.00693735-0.00447599j -0.0108829-0.000267022j 0.00921389+0.0083925j -0.0155506-0.00930509j 0.0149637+0.0111168j 0.00260802+0.0132801j -0.00410791-0.00520477j 0.00838728-0.0158816j 0.00547032-0.00843701j 0.0127911-0.00394276j -0.00850782+0.0159648j 0.00522816+0.013871j -0.00438979+0.0146691j 0.00566336+0.00219033j 0.00577459-0.0174942j -0.00242479-0.000821437j 0.0137905+0.0167717j 0.00185864-0.00712109j 0.00387198+0.015924j -0.00121907+0.0182904j -0.0139237-0.00552625j -0.00800808-0.00211496j -0.0143756+0.0150651j 0.00137421-0.00219144j 0.00915036-0.0158958j 0.00628946-0.00413312j -0.0047793-0.00740593j -0.00781777+5.6364e-05j -0.00298173+0.00058751j 0.00539609+0.00392634j 0.00398553-0.00536731j 0.00617759+0.00527353j 0.00208058+0.00175068j 0.00162653-0.0034171j -0.00161786-0.001457j -0.0103835-0.00225281j 0.00296655+0.00149472j 0.00140741+0.000813945j 0.00389869-0.00169599j 0.00225667-0.00112244j -0.000937534-0.000844455j -0.00413379-0.00421199j 0.000778-0.00172105j -0.000451859+0.00364424j 0.000252724+0.000760485j -0.00125638+0.00339153j -0.00338553+0.000247328j 0.00028768+0.00267374j -0.00440934-0.00122784j -0.00471782-0.00870211j 0.00544624-7.21742e-05j 0.00220149+0.001307j -0.000780813-2.60524e-05j -2.39667e-05-0.00148683j 0.000501594-0.000796209j 0.00109299+0.00135426j 0.00490467-0.00121071j 0.00171364+0.0056233j 
