0.0109501+0.000600477j -0.00214739+0.00837029j -0.00486596-0.000782508j 0.00236357+0.00684261j -0.00282714+0.000727877j 0.00315348+0.00716029j -0.00213346+0.000288583j -0.0018238-0.011557j -0.00636933-0.000941156j 0.00252787+0.00126454j 8.33269e-05-0.00805881j 0.00189436-0.0016682j -0.00655554-0.00413802j 0.00386079+0.000900627j 0.00044907+0.00243426j 0.00556868+0.00943581j -0.001457+0.00315893j 0.00324747-0.00503542j -0.00374718+0.00227305j 0.00101616+0.000920785j -0.00116879-0.00310767j 0.00149895+0.00136626j -0.0018323-0.00330455j -0.00344418+0.00722135j 0.00134915-0.0109605j 0.00421354+0.00695878j -0.000541795-0.000396639j -0.00206072+0.00339781j -0.00233207+0.0022979j -0.00101627+0.00312405j -0.000133452+0.0106556j 0.0040784+0.00544414j -0.00206698+0.000247403j -0.00516228-0.00895931j -9.90865e-05+0.00488969j 0.00365361+0.00454891j -0.00161547-0.000206723j -0.000888111-0.00481424j 0.00122499+0.00505944j -0.000927211+0.00852373j -0.0124134+0.000972144j 0.00785129+0.0112045j 0.00648877+0.00702213j -0.0138977-0.0126845j -0.0111459-0.00983253j 0.00915428-0.021652j -0.00031666+0.00209329j -0.0138183+0.0202747j -1.43684e-05+0.000810499j 0.00218368-0.004209j 0.000332951+0.0031172j 0.00492294-0.0057546j 0.00200119-0.00657866j -0.00211827+0.00396215j 0.00162398-0.00342831j 0.00280548-0.00450481j -0.00717531+0.00530958j 0.000478594+0.00933224j 0.00823752+0.0100936j -0.00154483-0.014887j -0.00835386-0.00973372j 0.0185471-0.00914833j -0.027726+0.00946649j -0.0470059-0.000578343j 0.000925611-0.000565047j -0.000127357-0.00139979j 0.00355532+1.9055e-05j 0.0149083-0.0251484j 0.0344539+0.0246989j -0.0179321+0.0316071j 
-0.00241603+0.00411562j -0.000468915-0.00471582j -0.00631677-0.00615329j 0.00476367+0.0164938j -0.0101526-0.00530663j -0.000578163+0.00934007j -0.010091-0.00885276j 0.00434557-0.00278333j -0.0063484-0.00915827j 0.0142001+0.00557756j 0.000393812-0.00421367j -0.00186502-0.000437186j 0.00769083-0.00335117j -0.00758527+0.00918441j -0.00640935+0.00497181j 0.00960576-0.00854225j 0.000747627+0.00686213j 0.00373433+0.00486924j -0.00402349-0.00455662j 0.00409321-0.00485046j -0.00107798+0.00102187j -0.000313221+0.0139774j -0.000411634+0.00546477j -0.00486202+0.0169681j -0.00123444-0.00734176j 0.00173291+0.0113589j -0.00292137-0.00253071j 0.000157491-0.00627071j 0.00195554+0.0034529j 0.00221898-0.016548j 0.0127303-0.00823404j -0.00555892+0.0165913j 0.001924+0.00122052j 0.0100099-0.0220424j 0.00147692-0.00895874j 0.000879007+0.0197645j 0.00646843+0.011949j -0.012749-0.002696j 0.00783588+0.00301162j 0.00246022+0.00799028j -0.0178631+0.0138262j 0.00133458-0.0164863j 0.0044164+0.00728508j 0.0149571+0.000750134j -0.0179076-0.0139042j -0.00543368-0.0123577j 0.00594322+0.0077464j -0.000672257-0.00549767j 0.00129538+0.00384343j 0.00143467+0.00696206j 0.00613663+0.0124742j 0.00561785-0.00902095j -0.00171269+0.0185729j -0.0136337+0.0309356j 0.003946+0.00330657j 0.00306095+0.00629513j -0.00746483-0.00138778j 0.0304281-0.0147584j -0.00283885+0.00716414j -0.0015913+0.00584792j -0.0281795-0.00179457j -0.00944804-0.00361031j 0.0174319-0.00303885j 0.0216898+0.00497466j -0.000350879-0.000240856j -0.000143956-0.00114467j 0.00498526-0.00275092j 0.00162725+0.00107787j -0.00219271-0.000230667j 0.00067223+0.00376608j 
-0.00232538+5.8135e-05j -0.00198062-0.000747981j -0.00682975+0.00903469j -0.00105687+0.00748404j -0.00912388+0.00860616j 0.00466506+0.00830741j -0.00989152+0.00639826j 0.00712715-0.0102199j -0.0043626+0.00193029j 0.015906-0.00724155j 0.000566419-0.00309921j 0.00289428+0.0047724j 0.00170299+0.00559774j -0.00884773+0.00730342j -0.00972183-0.000866215j 0.00352145+0.00724202j -0.00233785+0.0141806j -0.000147407+0.0080478j 0.000221857-0.0178611j -0.00168157+0.00811627j 0.00692028-0.00766028j 0.0037398-0.00449521j 0.00213975+0.0079475j 0.00349623-0.00124169j 0.0118378-0.00766774j 0.00322743-0.00661648j -0.000247103+0.00218949j 0.000624471-0.00605853j -0.00458587+0.00647634j 0.00178534-0.0131652j -0.0126165-0.00342546j 0.00656175-0.0115342j 0.00805069-0.000119104j -0.00227516-0.00362219j -0.000282822+0.00561248j 0.0182026-0.00738264j -0.014162+0.0195094j -0.00984672+0.00530732j -0.0103487+0.00460497j -0.000814014+0.00120369j 0.0042452-0.00769969j -0.00112806+0.00947171j 0.003969+0.00583935j 0.0124281+0.0140479j -0.00350232+0.014058j 0.0101892-0.0131667j -0.0102429-0.00608857j -0.00390464+0.00883716j -0.000269181-0.00662729j -0.00184477+0.0130871j -0.00580878-0.00765089j -0.0185299+0.0186478j -0.00145232-0.00165229j 0.00558086-0.0380893j -0.00329897-0.00441362j -0.00247246+0.00125327j 0.000632514+0.00107332j 0.00462016+0.0118971j -0.014736+0.00387515j -0.00661099-0.00828601j 0.00303229+0.0186583j 0.00669777-0.0175002j 0.00102955-0.00199159j 0.00658967+0.00264036j 0.0072318-0.000577042j -0.000457061-0.004765j -0.00338481+0.00655027j 0.00416243-0.0017882j 0.00418673-0.000852785j 0.00675948+0.00635617j 
0.00356173+0.00283456j -0.00109112-0.00745222j -0.00132412-0.010993j 0.0037882+0.0122538j -0.00407157-0.00379352j -0.00836538-0.00184613j -0.00452056-0.00766298j -0.00392871+0.000507705j -0.00835949-0.00520359j 0.00850569+0.00796166j -0.0039057+0.0141973j -0.00279659-0.000180789j 0.00755295-0.00618743j 0.000143565-0.00655121j 0.00138446-0.00478794j 0.00712246-0.00459545j 0.00348741-0.010542j -0.00239957+0.00141794j 0.000898983-0.0149471j -0.00248303-0.000915107j -0.00382288-0.00580931j 0.00546154+0.00397545j -0.000563734-0.00278572j 0.00636707-0.0119823j -0.00381742-0.00784655j 0.00566652+0.00939544j 0.000425825-4.37904e-05j 0.00186081+0.00378541j 0.00540056+0.00507139j 0.00129234+0.00742981j -0.00340669+0.0109402j 0.00919043+0.00167043j 0.00544292+0.00619843j -0.0141562+0.00033251j -0.00140279-0.00560127j 0.00753472+0.00829922j -0.0100539+0.0117412j 0.0144371-0.0065561j 0.000219953-0.000514655j 0.00416977+0.00624225j 0.000995075-0.00358847j -0.00186846-0.0185377j -0.00267596+0.00357941j 0.0007284-0.0153197j -0.0150226-0.0207787j -0.0154569+0.00267568j -0.00495506-0.0052988j 0.00249395-0.00279513j -0.00114261-0.00273261j -0.00088278+0.00677919j 0.00271239-0.0121114j -0.00901873+0.0191394j 0.00151422+0.00663145j 0.00240351-0.0340028j -0.00318108-0.0062485j 0.00473467+0.00776991j -0.00177415-0.0131277j 0.00354517+0.00368015j 0.000982947-0.0133623j -0.0132525-0.00209892j -0.011997+0.00574239j -0.00514578+0.0211005j 0.0112874-0.0129337j 0.00170109-0.0128513j -0.00197693+0.00025591j -0.000232146+0.0013458j -0.00242288+0.00457371j -0.010924+0.00402132j -0.00823934+0.00935487j -0.0141325-0.00785623j 
0.000284659-0.00153112j 0.00311915-0.00415052j 0.00540471-0.0149523j -0.0036659-0.00166969j 0.0102726-0.0181278j -0.00366704-0.00113832j 0.0076198-0.014778j -0.00260786+0.00534951j 0.0135288-0.0116236j -0.0130995+0.0201589j -0.00296822+0.000814843j -0.00101396+0.00823032j -0.000265008+0.00930742j 0.00259451-0.00836162j 0.0034464+2.23487e-05j -0.00382442+0.00996822j -0.00134813+0.0100722j -0.00764584+0.00296689j 0.00205871-0.00568474j 0.000387803+0.00964602j -0.00357762-0.002842j -0.00203144-0.0170272j -0.00303254+0.00604217j 0.00783575+0.0160613j -0.00242454+0.00298118j -0.000860747+0.00402962j 0.0100105-0.00121692j -0.000932561-0.00754489j -0.000255525-0.00305317j 0.00811268-0.00945477j 0.00308288-0.0133911j -0.00161108-0.000330596j 0.00691237-0.0116037j 0.00554798+0.00177313j 0.00457724+0.00702821j -0.00201395-0.0138107j -0.000155801+0.0174123j 0.00131207-0.011873j 0.00117942-0.00663907j 0.000150939+0.0250708j -0.00532512-0.0209865j 0.00753533+0.00662638j -0.00734937+0.000847743j 0.00396424-0.000405871j 0.00726104-0.0173434j 0.00204071-0.00890457j -0.00603768+0.00735224j 0.00482487+0.00299958j 0.0031714+0.00190691j 0.00129101-0.011543j 0.00257414+0.018371j -0.011901+0.00550476j 0.000532639-0.00177195j 0.00162672+0.0143057j 0.000250148+0.0050568j -0.00533106+0.00831851j -0.00119692-0.00191138j 0.00230441-0.0031715j -0.00920887+0.00291433j -0.00499941-0.00309339j 0.00683265-0.00525172j 0.00378137+0.000308177j 0.0022207-0.000995039j 0.0039622-0.00917293j 0.00336304+0.000635523j -0.000657323+0.00250941j 0.00193863+0.0054448j -0.000802761-0.0029994j -0.00445043+0.00346089j -0.00357287+0.00045498j 
-0.00137367-0.000384398j 0.00145565-0.0057279j -0.00652191-0.0196407j -0.00361405+0.0080472j -0.00816438-0.0244645j 0.000686653+0.00296447j 0.00223971-0.0214594j 0.00562212+0.00213405j 0.00106365-0.024706j 0.0041292+0.02591j 0.00330472-0.00985299j 0.00568244-0.00303915j 0.00248772+0.0037516j -0.00776562-0.00686395j 0.00148629-0.00238393j -0.00112728+0.00301276j -0.00312484+0.00419599j 0.00180092+0.00836345j 0.000391338+0.0105681j -0.00359972-0.000753926j 0.00748084+0.00905903j -0.00066354+0.00740881j 0.0008617+0.00527405j -0.0121855-0.0177469j 0.00310373+0.00323505j -0.00536197-0.00453841j -0.00718799-0.00867902j 0.00614064-0.00194647j -0.00229859-0.00339723j -0.00334075-0.00610645j -0.00457334+0.00374099j -0.00793785+0.00421182j -0.0046057+0.00773565j -7.80621e-05-0.0092893j 0.00318011-0.000410461j 5.85375e-05-0.00114895j 0.00581117-0.0159899j -0.00303915+0.000689867j -0.00614654+0.0193913j -0.000836397-0.0258775j -0.00576611-0.0242082j 0.00106954+0.00093627j -0.00422255+0.00621195j 0.00736022+0.00354842j 0.00188033-9.76434e-05j 0.00178291+0.00917967j 0.00247979+0.00108717j -0.00318873-0.0109853j -0.00120723-0.00102367j 0.00317185+0.00698675j 0.00211094-0.00241668j 0.00868478+0.000279154j 0.000562181-0.00482987j -0.00421964+0.00377693j 0.00275187+0.00428091j 0.00176421-0.0127289j 0.0022666+0.0148371j -0.00373807+0.013067j -0.00344739+0.0142058j 0.00161403-0.0064006j -0.00761002+0.00258095j 0.00262782-0.000972872j -0.0027307-0.00651068j 0.0024261-0.0201284j -0.00747497-0.000899311j 0.000252715-0.00507032j 0.000489512+0.000349918j 0.00710748+0.00109252j -0.000137502+0.0037211j 0.00393733+0.00380113j 
0.00221536+0.00260322j 0.000976151-0.00256308j 0.000243876+0.0091661j 0.00248088+0.000838527j -0.0084077+0.0139895j -0.00215627+0.00385996j 0.00936036+0.0118449j -0.00286319-0.00944075j -0.00428294+0.00468561j -0.000282917-0.0102805j -0.000885632+0.00537114j 0.00172685+0.00536905j 0.00672445+0.00133716j -0.00315151-0.00290439j -0.00394054-0.000495654j -0.00249589-0.0118849j 0.000882506-0.00587796j -0.00184732+0.0012594j 0.000438578+0.0126125j -0.00125927+0.00762067j 0.00109774+0.00947827j -3.36135e-05-0.0114942j 0.00328091+0.0202773j 0.002169-0.0110497j -0.00143318-0.00546404j 0.00124683-0.00996579j -0.00253889-0.00364204j 0.0022154-0.0355104j -0.00226689-0.0154916j -0.00253866+0.0182845j -0.00083282-0.00821611j 0.00243643+0.0141803j 0.00502965-0.00876751j 0.00189583-0.0136806j 0.00416031+0.00101648j 0.00329791-0.0193941j -0.00178148-0.00499679j 0.00321562-0.0150412j 0.00288108+0.0220941j -0.000556623+0.00502508j -0.00025779+0.0048899j -0.00128111-0.00537469j -0.00593843-0.00244283j 0.00152716-0.00167797j -0.00835147+0.00347303j -0.00198025+0.00531098j -0.00961649+0.00133104j -0.00123184-0.00109016j 0.000964014-0.00385346j 0.000434549+0.00110845j 0.00413826-0.000398219j -0.00741979+0.00316827j 0.000479548-0.00337594j -0.00188198+0.00171831j -0.0029123+0.00133512j 0.00316706-0.00564476j -0.000832395+0.00454407j 0.00616499+0.000988994j -0.00571469+0.00916885j -0.00474685-0.0108458j 1.04266e-05+0.00299128j -0.00283846-0.00690176j 0.00535265-0.00164696j 0.00215024+0.00319374j -0.0288897-0.00101153j 0.00271448-0.0018653j 0.000494416+0.00410229j -0.00492735+0.000466537j -0.000999024+0.000236953j -0.0004264-0.00105292j 
-0.00423723+0.00129815j -0.00224028+0.00443009j -0.0152377-0.000697025j 0.00644832-0.0110977j -0.00892483-0.01374j 0.00154316-0.000994295j -0.0132133-0.0107301j 0.00499523+0.00348831j -0.00370364-0.00302823j 0.00671344+0.00186058j -0.0023225-0.00690303j -0.00350997-0.00585897j 0.00431768+0.00975255j -0.00411209+0.00367596j -0.00393852-0.00265979j 0.000627036+0.0112387j 0.00239045+0.00108852j -0.00270402-0.00722878j 0.000598127+0.0114446j -0.00367703+0.00944346j -0.00530697-0.00132452j -0.00334714+0.00420368j 0.000668538+0.00373982j 0.00211958-0.00800099j -0.00481404-0.00911959j 0.00685302+0.000170884j 0.000314562+0.00367969j 0.00370313+0.00355521j 0.00323132-0.00313874j 0.00484505+0.0209903j 0.00492912+0.0177626j 0.00636182+0.00577169j -0.000278725-0.0102518j 0.00440051+0.0112245j -0.00961425-0.000346969j 0.00243063+0.0115366j 0.00988707-0.000162526j -0.00714101-0.0195618j 0.00209062-0.00750138j 0.00133285+0.00770335j -0.006069+0.00700309j 0.0104183-0.0197493j 3.03165e-05+0.00836424j 0.0104548+0.00822107j -0.00340895-0.0127235j 0.00151744-0.0202385j 0.00445719-0.00248224j 0.00696475+0.00836744j -0.00176831+0.00231674j -0.00102068-0.0194175j 0.00276732+0.000789969j 0.0049578+0.00341295j -0.000958777-0.00193219j -0.00100288-0.0119141j 0.00222927-0.00235942j -0.00137814+0.0160681j 0.0105595-0.0238993j -0.00645898+0.0017098j -5.71904e-05-0.0198727j 0.00336588+0.0140748j 0.00307841+0.000310179j -0.000707432-0.00340926j -0.00769978+0.00320784j 0.000832136+0.000394882j -0.0361245+0.000246809j 0.00295655+0.00882939j -0.00050467-0.00148995j 0.00673593-0.00683459j -0.00158541-0.00409267j 0.0105112+0.00371363j 
0.00195564-0.00286693j -0.00383035-0.00145349j -0.00145571+0.00762038j 0.00016282+0.00167614j -0.00412503-0.00113955j 0.000998244+0.00637605j -0.0047086-0.0034311j 0.000914314-0.0090522j -0.00120112+0.00677029j 0.00899825-0.00578335j -0.000983529+0.00415183j -0.00476941+0.00575563j 0.00141363+0.00803215j -0.00259359-0.00432209j -0.00613097+0.00349718j 0.00337936+0.00499878j 0.00445192+0.0100246j -0.00357681+0.00847934j 0.000250315+0.0074401j 0.00216713+0.00985091j 0.00023751-0.000125022j 0.0041898-0.00612702j -0.00122052+0.00625617j -0.00284236-0.00307883j -0.00129022-0.00574895j 0.00556386-0.000687734j -0.00570526-0.00090614j -0.000850072-0.00217254j -0.000621491+0.000640509j -0.000341388-0.000708278j -2.66671e-06+0.00265094j 0.00223751+0.00289017j 0.00523939-0.00417248j -0.00223922+0.00311902j 0.00237975+0.00108056j 0.00447331-0.011784j -0.00297915+0.0120758j 0.000339533-0.00727394j 0.000753514+0.00419455j 0.0065987-0.00291503j -0.00408648+0.00261185j -0.00363432-0.00666208j -5.08469e-05+0.00668817j -0.00484083-0.0039652j 0.00159194-0.000661443j -0.00257294-0.00068469j 0.0224452-0.00243865j -0.0129149-0.0026034j 3.31741e-05-0.0010911j -0.00594589+0.0108677j -0.037803+0.00343564j -0.0111693+0.00434585j -0.00462907+0.0134498j -0.00303275+0.00559782j -0.0178908+0.00429973j -0.00711909+0.00427612j 0.000320138-0.00235812j -0.0250892-0.00637253j 0.00748594+0.00218715j 0.0044354+0.0138392j -0.00247875+0.00376011j 0.000160163+0.00205436j 0.0031384-0.000489577j -0.00103905+0.00166478j 0.0222954-0.000708427j -0.00181181-0.00235577j -0.00830819-0.0218344j -0.00480994+0.00575292j 0.00422253-0.000362774j -0.00285099-0.00131127j 
-0.000424192+0.0042969j 0.00451819-0.00214775j 0.0055405-0.00559083j -0.00277035+0.00622988j 0.0059366+0.00876105j -0.00273178-0.00527841j 0.0061369+0.00869597j -0.00161424+0.00658324j 0.000692222-0.00212393j -0.00552035+0.00541142j 0.00114952+0.00375938j 0.00527596-0.000135691j 0.00222998+0.000920197j -0.000509357+6.78899e-05j -0.000703945-0.000319815j 0.000601415+0.00438116j -0.00512669-0.0189965j 0.00229757+0.00213438j -0.00119181-0.019245j -0.00390761-0.00645288j -0.00418429-0.0143338j -0.00185553-0.00353741j 0.00529193-0.00754552j 0.00281975+0.000275877j 0.00251762+0.00163489j -0.00602276+0.00258215j 0.00764546-0.00411724j -0.00163875-0.00541379j -0.00409396+0.00185207j -0.0023655-0.00582815j -0.00251497-0.00195822j -0.000811754-0.0124662j 0.000168822+0.000532546j 0.00191281+0.00141596j -0.00220866+0.00368409j 0.00139571+0.0101523j -0.00262686-0.00063509j 0.00312829+0.0052047j -0.00583681+0.003162j -0.00680732+0.0051727j 0.00371679-0.0152997j 0.00281452+0.00674395j 0.00514499-0.00483571j 0.00931189+0.00132461j -0.0125207+0.00648316j -0.00735118+0.0011263j 0.0135406+0.000792757j 0.00313953+0.00552887j -0.000156262-0.00149626j -0.00231956+0.00485921j -0.0107593-0.00143188j -0.00590007+0.00451932j -0.00422264-0.000221259j -0.00560171+0.00770654j -0.0071453+0.00447669j -0.00250298-0.00563984j 0.00424441+0.00643999j -0.0135545+0.000900068j 0.00667649+0.0112402j 0.0041417-0.015684j -0.00365125-0.00561283j -0.00226438-0.00661824j 0.00350217-0.00219447j 0.00555761+0.00032524j -0.0740442+0.000334457j 0.00637857-0.00280923j -0.00388168-0.0112701j 0.00234721-0.00284966j -0.00690491+0.00181645j 0.00020921-0.00126597j 
0.00368851-0.00727559j -0.00551564-0.0028031j -0.001987+0.00369757j -0.000439823+0.00392929j -0.000334022-0.00545252j 0.000421266+0.00593195j -0.00504729-0.00833233j -0.000267836-0.00451536j 0.00481266+0.00422214j 0.00667375-0.00367868j 0.00132363-6.32019e-05j -0.00565509+0.00423264j -0.00617721-0.0012796j 0.00247811+0.000933575j -0.000232062+0.00422901j 0.00521974+0.00135398j 0.00349484+0.0142747j -0.00388495-0.00340578j -0.00209017+0.00574194j 0.00118331-0.00740021j 0.00500623+0.000358473j 0.00259275+0.00740362j -0.00414937+0.00413595j -0.00642309+0.00697038j 0.00427806+0.000295694j 0.00312035-0.00864705j -0.00770219-0.00185791j -0.00398055+0.00184574j -0.00104567+0.0165617j -0.00341166-0.00456118j -3.64158e-05-0.0119441j -0.00152871-0.00148704j 0.00298717+0.00184295j -0.00443497-0.00629945j 0.00222042+0.00286942j 0.00109427-0.00919103j -0.00298675+0.01499j 0.00292864+0.0102286j -0.00470072-0.00760314j 0.00898344-0.0105221j -0.00608895+0.00623695j -0.00698483+0.00882668j 0.00645737-0.00109316j -0.0187367-0.00296894j 0.011313+0.00592172j 0.0105902+0.00804536j -0.00765985+0.0017463j -0.0155715-0.0114603j 0.00216988+0.0048735j 0.000509422-0.025633j 0.000746252+0.00446888j -0.000383861+0.00449961j 0.00484018-0.00579705j 0.000806496+0.00805186j -0.00183144-0.00735903j -0.00126544+0.0106742j -0.00455034-0.0157298j 0.00270601-0.00643557j -0.0042674-0.0110879j -0.00227142+0.0224361j -0.00173831+0.0129504j 0.0014218+0.00772635j -0.00102584-0.00312515j -0.00986069+0.0023261j -0.0632275+0.000471505j 0.00564707+0.00906116j 0.00114893+0.00284805j -0.00413161+0.0107292j 0.00956378-0.000181257j -0.002916-0.00204597j 
0.00167529+0.00352168j 0.00297433-0.00582194j -0.00485667-0.00393949j 0.00178863+0.00610753j -5.16328e-05+0.00917172j -0.00620471-0.00463977j -0.000606739+0.00537353j -0.00350383+0.00327167j 0.00013318-0.00218651j -3.15884e-05+0.00195447j 0.000970831+0.000996921j 0.00414946+0.00189663j 0.00338934-0.00056946j -0.00503564-0.000599085j -0.00412031-0.00413505j -0.00132368-0.00924934j -0.00194943-0.00877478j 0.00597048+0.00629735j -0.00452442-0.00739462j -0.0025157-0.00150714j -0.00130127+0.00169693j 0.000659707+0.0049561j 0.00445029+0.00666597j 0.000279894-0.0134197j 0.00418132+0.00212899j -0.000351516-0.00505629j 0.000448159+0.00427332j 0.00190636-0.00133251j -0.00364805-0.00251767j 0.000323718-0.00373058j -0.00516519+7.27385e-05j 0.00103718-0.000879704j -2.1192e-05+0.0129779j 0.000214083-0.0153275j 0.00318819+0.00161262j -0.00107734-0.0015945j 6.53921e-05-0.000197317j -0.00189969+0.000804403j -0.00241683-0.000334318j -0.0046405+0.00335724j -0.0026118-0.0127768j 0.00133065+0.0078731j -1.57038e-05-0.00485086j 0.00655685+0.00136556j -0.0145386+0.00829287j -0.00115205+0.0106911j 0.00573946-0.00154954j -0.00269484-0.00278714j -0.00179437+0.0105776j -0.00305943-0.0689999j -0.00356724+0.0165523j -7.48055e-05+0.0154464j 0.00293384-0.0378447j -0.0025728+0.00856522j 0.0011751-0.0161283j -0.000490157+0.0100226j 0.00476705-0.0245243j -0.00100939-0.00622654j 0.00119657+0.00108772j 0.00487227-0.000470451j -0.00335842+0.00605081j -0.00262143-0.00916058j 0.00424745-0.00834065j 0.00162592-0.00370432j 0.0311182+0.00181328j -0.00301189+0.0204424j -0.0012756-0.00470545j -0.00137123+0.00160449j -0.00386372+0.00221349j 0.00684973-0.0014539j 
0.00137243-0.00117219j 0.000787668+0.00216483j 0.000668008-0.000553311j -0.000308939+0.00275431j 0.00282703-0.00583159j 0.00191107+0.00150877j 0.00729389-0.00118831j -0.00149695+0.00831436j 0.00624673+0.000279205j -0.00396529+0.00776284j -4.88384e-06-0.0011945j -0.00715724-0.00674348j -0.00631923-0.00059837j 0.00166256+0.0114051j 0.000340138+0.000836187j 0.00301932+0.0175287j 0.000857863-0.00451322j 0.00231303-0.0297867j 0.000895154-0.00393181j 0.000624109-0.0215036j -0.00190982-0.015095j 0.000813175-0.00287685j -0.000543739+0.00745516j -0.0021376-0.00537541j 0.00149552-0.00862805j 0.000322777-0.0202374j 0.0015099-0.0208179j -0.000201546-0.028474j -0.000971672+0.0191068j -0.000402321+0.0218394j -0.0034779-0.00555599j 0.00261973-0.0105788j -0.00411325-0.0130191j -0.000691507-0.00122524j -0.00252446+0.0073315j -0.00315341+0.0142217j -0.00276096+0.00983163j 0.00214349+0.00369105j -0.000740245+0.000697494j 0.00223375-0.00302901j -0.00401861-0.0039923j 0.0025232+0.000193911j 0.00508277-0.0056035j 0.00175835+0.00429046j -0.00400183-0.00504871j -0.00268979+0.00029632j 0.000608288-0.000412173j -0.00139621-0.00844013j -0.00195115+0.000194099j -0.000304093+0.00242314j -0.000720252+0.00424803j 0.00373798-0.00372898j 0.000425346+0.00397844j -0.000313093+0.0048014j 0.000103719+0.0015964j 0.00258051-0.000646032j 0.00103765+0.000217687j -0.000251061-0.000171441j 0.000499398-0.000880173j -0.00171778+0.00815985j -0.0052121-0.00238841j 0.00119857+0.00305333j -0.000393882+0.00211709j -0.000518959-0.00771317j 0.0296365+0.00149005j -0.00270274+0.00029268j -6.26357e-05-0.00070154j 0.000645405+0.000182198j 0.00334129+0.00166907j -3.43689e-05+0.0031233j 
-0.00252171-0.000944257j -0.00567418-0.00825397j -0.006854-0.0117776j -0.00363571+0.00123742j -0.0101173-0.0036433j -0.00498797-0.00316111j -0.0103472-0.00897468j 0.00678593+0.00377307j 0.000934086-0.0166384j 0.00602204-0.000916537j 0.00213716+0.000625877j 0.00862777+0.0136614j 0.0105094+0.00663504j -0.000853461-0.0140277j -0.00688748-0.0114648j 0.00215108-0.00441559j -0.0024203-0.020648j 0.00152753-0.00220476j -0.00772294-0.0186824j -0.000367589-0.00806027j -0.00368816-0.00811287j 0.00545558+0.00188058j 0.00068716+0.0110105j -0.00226979+0.0018151j 0.0014073-0.00158603j 0.000317587+0.00237731j 0.0027822+0.0018392j -0.00452773-0.0126236j -0.0024692-0.00392854j 0.00199673+0.0109426j 0.00121162-0.000247041j -0.00196404+0.00770908j 0.00114516+0.00324479j -0.000111421+0.00222026j -0.00393461-0.00304938j 0.00156838+0.00907483j 0.00648501-0.00373983j -0.00574675-0.0037838j -0.00707802+0.000877844j -0.00205442-0.0037355j 0.000388585-0.00420844j -0.00482868-0.00327442j 0.011645+0.00875273j -0.018781-0.00578668j 0.0097689+0.0157754j 0.0171816-0.00532101j -0.00169261+0.0064787j 0.00144464+0.0143786j 0.000575135-0.000777273j -0.000273751+0.0120877j -0.00371621+0.00321701j -0.000476343-0.00226394j -0.00312011+0.0222675j 0.00259271+0.00980691j 0.00220122+0.0039176j -0.00135115+0.0119961j 0.00249692-0.0173057j 0.00741939-0.0195909j 0.00374759-0.0117947j 0.00991835+0.00923149j 0.0205183+0.00590464j 0.000738975+0.00149985j -0.00449157-0.0065842j -0.00926368+0.0243425j 0.0111336-0.000175232j -0.000722804-0.000235756j 2.93538e-05+0.000239338j -0.00108714+0.00500248j -0.00517802-0.00302095j 0.000403577-0.0127869j 
0.001821+0.00327523j 5.46321e-07-0.000275607j -0.000928758+0.0109544j 0.000210218+0.00619505j -0.00121708+0.0104727j -0.000253391+0.00353433j -0.00135536+0.00838305j -0.00054906-0.00347877j -0.00263972+0.0143352j 0.00387526-0.00749637j -0.000654049+0.00503656j -0.00147837+0.0018383j -0.000814997+0.0101792j -0.00175924-8.46422e-05j -0.00666604+0.00708565j 0.00160158+0.00990307j 0.00268279-0.00600559j 0.00224637+0.0171923j -0.0031013+0.00454924j -0.00164369-9.81383e-05j -0.00687075-0.015451j 0.00679232+0.00323007j 0.0057042-0.00543586j -0.0085845-0.0184928j -0.0026567-0.00962671j 0.00292377+0.00295698j 0.000523356-0.0058054j -0.0003834+0.0104443j -0.003707+0.00083969j -0.0031134-0.00584329j -0.00087258+0.023542j 0.00104713-0.00876376j -0.00459278-0.00601218j 0.00263249+0.0180619j 0.00144127+0.00320722j -0.00136716+0.00398129j -0.0041161+0.00698947j 0.00222652-0.00610996j 0.00222287+0.0108192j 0.00759554-0.00957816j 0.00740083-0.0176744j 0.00413042-0.00986242j -0.0030659+0.00622298j 0.0029088+0.00253446j -0.00460731-0.000488816j 0.00127936+0.00143655j -0.0184461+0.0120539j 0.000718728-0.00841139j 0.00233881+0.00612403j -0.000225124-0.000632788j 0.00281141+0.030092j -0.0148293-0.00485929j 0.000473583+0.0121151j 0.0040052+0.0425127j -0.00457283+0.0100556j 0.00227815+0.00268203j 0.00255507-0.000821026j 0.00243163-0.0114109j -0.0122075+0.0111484j -0.014261+0.00671147j 0.0117677-0.00230256j 0.00309047-0.00256554j -0.00308666-0.00229952j 0.000316893-0.00485775j 0.00092711+0.000285373j -7.73891e-05+0.00169065j -0.00169064+0.00880961j -0.00113545+0.00213598j 4.72517e-05+0.00217508j -0.000736798+0.00018338j 
