0.00488169-1.76508e-16j 0.0082492-3.01561e-06j -0.00738399-0.000556765j -0.0022265-0.00013854j 0.00286205+0.000326812j -0.00465682+1.25935e-05j 0.00339169+0.000207854j 0.00581192+0.000749858j 0.00121574-0.000138762j 0.000559698+0.000128469j -0.00432443-6.92095e-05j 0.00195046-0.000186507j -0.00497669-0.000807846j -0.00272594-0.000400276j -0.00257683-0.000327392j 0.00120428-2.51042e-05j -0.0023875-0.000126306j -0.00121737+8.56106e-05j -0.00256043-2.23082e-05j -0.00246199-0.000389542j 0.000750928+0.00014221j 0.000900867+0.000366075j -0.00497273-0.000377015j 1.45199e-05-0.000249481j -0.00149678-7.96703e-06j 0.000421303+0.000177673j -0.00150412-0.000157365j -0.00242347-0.000523724j 0.00018712-3.49745e-05j 0.00428839+0.000521913j -0.00256214-0.000213676j -0.000646968-5.70349e-05j -0.00110251+3.98251e-05j -0.00120688-9.25772e-05j -0.00113017-0.000182955j -0.00194894-0.000282875j -0.00172309-0.000389045j -0.00295813-0.000439079j -0.000195732+8.63883e-05j 0.00158445+0.000257816j 0.00129267+0.000145645j -0.00175891-0.00035463j -0.000196803-3.58289e-05j -0.000740401-4.53267e-06j -0.00224307-0.000481673j -0.00305343-0.000942329j 0.00146509-2.93489e-05j 0.000731301-0.000209585j -0.00131944-0.000216441j -0.000784465-0.000152857j 0.000659184+0.00021531j 0.000254445-3.87168e-05j -0.00260896-0.000157027j -0.000777215-0.000160676j -0.00148735+0.000221627j -3.28007e-06+0.000147998j 0.00273455+0.000434847j -0.00127516+0.000197918j -0.00171578+8.30475e-05j -0.00219006-0.000537991j 0.00216498+5.3928e-05j 0.00274683+1.94379e-05j -0.00439543-0.000413697j 0.000116878+0.000240278j -0.00146752+0.00026093j 0.00569578+9.15739e-05j -0.00108138-7.34948e-05j -0.00502505-0.00104109j 0.00461569+0.00127985j -0.00637985-0.000138364j 0.00198339-0.000532802j 0.0138729+0.00039899j -0.00335618+0.000277196j -0.0115198+0.00593611j -0.0281958-0.00373553j -0.000233465+8.10498e-05j 0.866429-0.00660816j 
0.00195046+0.000186507j -0.00729256+0.000613214j 0.000840362+0.000325197j -0.00255515-7.09599e-05j -0.00255957+9.98538e-05j 0.00157234-0.000504786j 4.75032e-05+0.000143546j -0.00477279+0.00011948j -0.0072529-0.000479918j -0.00226877-0.000294935j 0.00198353-0.000383865j 0.00244408-2.14672e-17j 0.00118079+5.84032e-05j 0.00123402-0.000745211j -0.000485492-0.000564121j -0.00337968+0.000560107j -0.0012775-0.000598936j 0.00784809+0.000635038j 0.00326089+0.000523293j -0.00127803+0.000551427j -0.00670575-0.000189285j 0.000524258+4.86249e-06j -0.00231461+0.000283004j 0.00255882-0.00037127j -0.00160624-0.000628848j -0.00237079+0.000524366j -0.00208785-0.000539157j -0.00159365-0.000129175j 0.00157028+3.2086e-05j 0.000968167+0.000856039j -0.0013254-0.000272121j -0.00812815-0.000774013j 0.00649781-0.000127108j 0.00108769+1.60882e-05j -1.15945e-05-1.33658e-05j -0.000285961+0.00020551j 0.000933716+0.000139768j -0.00403999+0.000721216j -0.00789642-7.79051e-06j 0.00057766+2.29172e-05j -0.00532025+0.000390194j 0.0065399-0.000306506j -0.00333626-0.000636057j 0.0053222+0.000360138j -0.00116868-0.000325891j -0.00393442-0.000900273j -0.00288952-0.00053598j -0.00812015-0.000272332j 0.0014182-0.000365124j -0.00761518-0.000264471j 0.00206415-0.000641495j -0.00409056+0.000489661j 0.00810882-0.000345103j -0.0108687+0.00111199j 0.0161182+5.90853e-05j 0.0027873+0.00120144j 0.00528404-0.000521581j -0.015318-0.00105883j -0.000103462-0.000777328j -0.0119941+0.000188833j 0.00359066+0.00108154j -0.00238464-0.00112016j 0.0138081-0.00116858j 0.00488362+0.000618623j 0.0129455-0.000175924j 0.916979-0.00354203j 0.0144581-0.00133675j -0.00469575-0.00106101j -0.00233926-0.00151755j -0.0131496+0.000467172j -0.0126996+0.00263344j 0.0034208+0.00300243j -0.00255026-0.000730152j 0.00283362-0.00100503j -0.00872321+0.000726781j -0.000693123+0.000491118j 0.00486257+9.19561e-05j 
-0.00497669+0.000807846j 0.00164943-0.000282188j -0.00569147+0.00100043j -0.0038601+0.000339167j -0.0031937+0.000116225j 0.00166388-0.000284389j 0.00414447-0.000543035j -0.000729944+1.17902e-05j 0.00589155-0.00015384j -0.00537872+0.000791974j 0.00113791-0.000500716j 0.00118079-5.84032e-05j 0.00122794+5.1608e-17j 0.00848907-0.000445303j -0.00144105+0.000329625j -0.00488209+0.000996348j -0.000650848+0.000100778j -0.00493556+0.000603512j -0.00168838+0.000525518j -0.00523873+0.000392545j 0.00257304-0.000432649j -0.0033535-7.66201e-05j 0.000984299-0.00020456j 0.00420326-0.000113017j 0.000368713+0.000310391j -0.00294573+0.000155865j 0.00234135+0.000107765j 0.00100263-0.000256531j 0.000606856+0.000375714j -0.00155411+0.000444986j 0.00184238-2.3609e-05j 0.00697309-0.000962021j -0.0068904+0.000296468j 0.00303571+0.000155235j -0.00137563+3.20723e-05j -0.00614125+0.000872681j 0.00147026+0.00036837j 0.00187991-0.000296236j -0.00220081+3.26021e-05j 5.69156e-06-0.000338138j -0.00683336+0.000516103j -0.00466399+0.000593031j 0.00282164-0.000243684j -0.00647649+0.000194901j 0.00669208-0.000505822j -0.00366046-0.000448768j 0.00520532-0.000340283j 0.00666112-0.000975374j -0.00211817-0.000333814j 0.0080512-0.00142496j 0.00108463-2.90532e-05j -0.00424096-0.000235981j -0.00359771-0.000337259j -0.0104072+0.000331689j -0.00703897+0.00145828j -0.0209988+0.00114119j 0.0103326-0.000557524j -0.00576514-7.14884e-05j 0.00510815+0.000299303j -0.00512087+1.68081e-05j 0.00189169+0.00050937j -0.00984022-0.000105937j -0.00121964+0.00103134j -0.00326703-0.000127247j 0.927554-0.000404964j 0.00511285-0.000155423j 0.0052107-0.00152937j 0.00614972-0.00154515j -0.00635975-0.00126973j -0.0205024+0.003324j 0.016911+0.00187856j 0.00258874-0.000595326j -0.0093904-0.000436755j -0.00855662+5.59163e-06j 0.000282911+0.00116428j 0.000514351+0.000411853j -0.00144226+0.000271121j 
-0.00272594+0.000400276j -0.00252843+2.17378e-05j -0.000431227+0.000537873j -0.00236327+0.000354259j -0.00416058+5.11683e-07j 0.0011541+2.18322e-05j -0.00355215-4.63484e-05j -0.00361172-0.000778853j -0.000897608-0.000250577j -0.00265488+0.000477169j -0.000887374-0.000433743j 0.00123402+0.000745211j 0.00848907+0.000445303j 0.00368962+7.17742e-17j -0.00154519-8.74827e-05j 0.000260394+0.000294713j 0.00497635-0.000372829j 0.00201723+0.000390605j -0.00770687+0.000745103j -0.00160165-0.000409758j -0.00264015-0.000299923j -0.0045056-0.0004744j -7.20273e-06+9.58485e-05j 0.00698673+0.000331921j -0.00213868-6.54951e-05j -0.00345546+7.96073e-05j 0.00135395-9.40128e-05j 0.000729912+0.000222524j -0.00163198-0.00032674j -0.00153005+0.000224291j 0.00159852-0.000267334j 0.00762147-0.000977686j -0.00400248+0.000360035j 0.00197745+0.000328941j 0.00274415+3.57985e-05j -0.00223008+4.89291e-05j 0.00572666+0.000325043j -0.00716456+0.000837303j -0.00249708-8.86946e-05j -0.00310275+5.27733e-05j 0.0024372+0.000103006j -0.0027824+0.000308138j -0.00122856-0.000388574j -0.00307399-0.000492758j -0.00234365-0.000503793j 0.00615396-0.000696926j 0.00189359-0.000272755j -0.00360176-0.000502403j 0.000550647+0.000363784j 0.00254551-0.0011807j 0.00525063-0.00134044j -0.0118823+0.00034791j -0.00622303-0.000130676j -0.00858609+0.000948869j 0.00502051+0.000101344j -0.00952513-0.00120306j -0.00185237-0.000149977j -0.00744336-0.00047605j 5.78143e-05+0.00112664j -0.00210974-0.000999876j -0.012411-0.000103077j -0.00620326+0.000444174j 0.0195614+0.0026663j 0.935491-0.00212847j -0.00540646-0.000129856j -0.000974134+0.000596744j -0.00410122+8.03487e-05j 0.00813391+0.00164354j -0.00371392+0.00154749j -0.00315256+0.00180897j -0.00386867+0.00133158j 0.00377017+0.000995187j -0.0148807-0.000335013j -0.00106371+0.000676637j 0.00126692+0.00189195j -0.0042326-0.000418479j 0.000104172+0.000237438j 
-0.00257683+0.000327392j 0.00242672-7.43041e-05j -0.00434194-0.000182162j -0.00154984+0.000246883j 0.0006062+7.10968e-05j -0.000938968+0.000335009j -0.00307703-0.000100875j 0.00795723-7.49217e-05j 0.00263681-7.25693e-05j -0.0013623+0.000665193j 0.000925165+0.00017338j -0.000485492+0.000564121j -0.00144105-0.000329625j -0.00154519+8.74827e-05j 0.00217206-2.66714e-17j 0.000291995+0.000259243j 0.00090835-3.43556e-05j 0.00282879+0.000470022j -0.00819652+0.000176668j -0.00427331-0.000846255j -0.00214691-0.000185382j -0.00175638-8.86559e-05j -0.0041169-0.000607023j -0.00156476-0.000150576j -0.00168874+0.00048806j -0.00186503-0.00027367j -0.00237976+1.77287e-06j -0.00599668-0.000760877j 0.00221409+0.000226634j -6.43424e-05-0.000223314j 0.00716449-1.03763e-05j 0.00474314-0.000773566j -0.00889746+0.000631645j 0.00449144-0.000136859j -0.000815066-0.000815508j -0.00521122-0.000224032j -0.0028558-0.000635847j -0.00841644+7.04251e-06j 0.00195377+0.000381423j 0.00031973-0.00047136j -0.00352564-0.0011851j -0.00717724+0.000841866j 0.000906627-8.98301e-05j 0.00579789-0.000351422j 0.00168436-0.000521928j -0.0025064-0.000770627j 0.00905669+0.000133712j 0.00923234-0.000464673j -0.00543499+0.000689561j 0.00822076+0.000549207j 0.0136894+0.000825275j 0.000267446+0.000459138j 0.00320337+0.00026962j -0.0101853-0.000818973j -0.00127465-0.000938317j 0.00373704+0.000223808j 0.00710447+8.03365e-05j 0.00481768-0.000992955j -0.0271959-0.00146243j -0.00827464+0.000153172j -0.0014285-0.000140721j -0.0265295-0.000974837j 0.923504-0.00348618j -0.000896589+0.00267258j -0.00330931+0.00100924j 0.0111897-0.00121957j 0.00224821+0.00227421j -0.00826017+1.82923e-05j -0.00506266-0.000119547j -0.00190618+0.00141319j -0.00022649-0.000325665j 0.00614081-7.08262e-05j -0.00465676+0.00161078j -0.0058522+0.00038605j -0.00230993-0.000826092j 0.0024177+0.000416316j -0.00407452-0.00040945j 
0.00120428+2.51042e-05j -0.00211054+0.000180592j 0.000400637+1.23474e-05j -0.000663865-0.000232855j -0.00127985+0.000391073j 0.00240734+0.000139829j -0.00115013+0.000112899j 0.00244507+0.000820821j 0.00437351+0.000212185j 0.00610381-0.000385354j 0.000932122+0.000660187j -0.00337968-0.000560107j -0.00488209-0.000996348j 0.000260394-0.000294713j 0.000291995-0.000259243j 0.000547406-2.97939e-16j 0.00360671-0.000247592j 0.00386226-0.000509993j 0.00251614-0.000246998j 0.00292709+0.000763713j 0.00578168+0.000598358j 0.00666276+0.000920818j 0.0065159-0.000185352j 0.00141586-0.00113596j 0.0015163-0.000253673j -0.000797688+0.000548642j 0.00094529+5.86967e-05j -0.006688-6.10592e-05j -0.000260336+8.75462e-05j 0.0035803+0.000389889j -0.00474109-0.000256348j -0.00635849-1.45246e-05j -0.000581256+0.000259893j -0.00693985-0.000257374j -0.000978691+0.000433299j 0.00168528+0.000333404j 0.00492885-0.00122008j 1.79444e-05-0.000393223j 0.00129593-0.000155102j -0.00646437-4.01334e-05j 0.00172902+0.000752082j 0.00118725-0.000368143j -0.00251333+0.00044101j -0.00137714+0.000552877j -0.000930368+0.000511025j -0.0130202-0.0002338j 0.00129973+0.000433963j -0.0147566-0.000676005j -0.00477406-4.1974e-05j -0.000627546+0.000387112j 0.00627514-0.000537199j 0.00127926+0.000936969j -0.00975048+0.00159997j 0.0126865+0.000765053j 0.0093903+0.000671795j -0.00582651+0.000255596j 0.00796121-0.0002226j 0.000221552+0.00146828j 0.005776-0.00120449j -0.0130607-9.68448e-05j 0.00378159+8.29839e-05j 0.935505-0.00365181j 0.0231384-0.00114921j 0.00869339+0.000501853j -0.00456595-5.12603e-05j -0.00417071-0.00114182j 0.00719014+0.00124591j -0.00972171+0.000789642j -0.00176474-0.00158714j -0.00298703-0.0013548j -0.00864142-0.000465665j -0.000946421-7.00519e-05j 0.00524557+0.000219432j -0.00197601-0.00157274j -0.00492379-0.00109745j 0.00119696+0.000615858j 0.00222468+2.66066e-05j 
-0.0023875+0.000126306j 0.000905333-0.000228541j 0.00176027-2.44786e-05j -3.70259e-05+0.000103726j -0.00345629-0.000127354j -0.00790752+0.000360429j 0.000203047-8.80398e-05j -0.0020743-0.000354567j -0.00237456+0.000110309j 0.00155347+0.000231095j -0.00343817+0.000218201j -0.0012775+0.000598936j -0.000650848-0.000100778j 0.00497635+0.000372829j 0.00090835+3.43556e-05j 0.00360671+0.000247592j -0.000814894-3.72966e-17j -0.00118998+0.000159366j 0.00160612-2.15792e-05j -0.00132467-0.000271742j 0.00142599-0.000194647j -0.000687773-0.000104237j -0.00201764-0.000395194j 0.00130936+0.000481965j 0.00352529+0.000560819j -0.00282738-0.000400069j 0.00308968+0.000198611j 0.00316729-0.000373302j 0.00415248+0.000117344j 0.000942236+0.00060697j 0.00400494+5.5777e-05j 0.00645901-0.000265866j -0.00332223+0.000582481j -0.00199239+0.000428425j -0.00103303-0.000133742j 0.000737356+6.30482e-06j 0.00591112+8.0624e-05j -0.00303664-0.000253779j 0.00240341+0.000106929j -0.00342687-0.000305519j 0.00118517-0.000904038j 0.00335065-0.00027333j 0.0108475-0.000311056j -0.0030945+7.98484e-05j 0.0014692-0.000298573j -0.00309087-0.000319221j -0.00487889+0.000293952j 0.0115624-0.000868154j -0.0127115-3.95172e-06j -0.0109239-0.000824433j 0.00173805+0.000539833j -0.0130277-0.000653144j -0.00890181-8.15062e-05j -0.0107103-0.000741634j -0.00243733-0.000144908j 0.000506412-0.000829384j 0.0134947+0.00134295j 0.0100192+0.000440276j 0.00607002-0.000419519j -0.0232124-0.00117931j -0.928375+0.00267347j 0.00782663-0.000156663j 0.0059285+5.56656e-05j 0.000455785+0.000138893j -0.00587867-0.000514216j -0.0004098-0.0011423j -0.0033099-0.000293282j -0.00665139+0.0013195j -0.00982925+0.000540007j -0.00342308+0.000354514j 0.00474528+0.000407503j 0.0127062+0.000603772j 0.00143637-0.000439592j -0.00159464+0.000187772j 0.00189647+0.000762986j -6.72294e-05+5.2594e-05j -0.00194112-4.08951e-05j 
-0.00121737-8.56106e-05j -0.00321518+0.000314564j 0.00196405+0.000261953j 0.00444647-2.57709e-05j -0.00218552+0.000551268j 4.4599e-05-0.000114874j -0.00767381-0.000205528j -0.00160122+0.000697505j -0.000945364-0.000347368j 0.00835288-0.000207376j 0.00301557+0.000326968j 0.00784809-0.000635038j -0.00493556-0.000603512j 0.00201723-0.000390605j 0.00282879-0.000470022j 0.00386226+0.000509993j -0.00118998-0.000159366j 0.00654384+1.9082e-16j -0.00455706-0.000246179j -0.00327709+0.00086775j -0.00264895+0.000333654j 0.0013235+0.000534826j -0.00560807-1.93646e-05j 0.00159747-0.00111513j 0.00542259-0.000116131j -0.00460808+0.000410822j -0.0001762+1.09019e-05j -0.00689931-0.00028789j 0.00184681-0.000165883j 0.00550291+0.000731375j -0.00372966+0.000150829j -0.0128226+0.000318608j 0.00177591-0.000222303j 0.000509798-0.000393558j 0.000188541+0.000257313j -0.00365985+0.000236711j 0.00060276-0.000474508j -0.00283273+7.41504e-05j -0.00341598+0.000571584j -0.00283033+0.00022867j -0.00753364+0.000520389j 0.00188663-0.000567772j 0.00279196+0.000591495j 0.00629218+0.000147087j -0.00799864-0.000196233j -0.022583+3.61285e-05j -0.000417194-0.000233983j -0.00590781+6.51408e-05j -0.00724929+0.000464936j -0.0131578+0.000189356j 0.0124783+0.000525628j -0.00183778+0.000418804j 0.0047568+0.000126926j -0.00500344+0.00134923j 0.00216015+0.000725799j 0.0143518+0.000998018j -0.00679024-0.000487359j 0.0280447+0.000781689j 0.0269692-0.000454312j 0.936905-0.00215115j -0.00786529+0.0012542j -0.00785014-0.000122861j 0.00174784+6.03315e-05j 0.000445284-0.000938902j 0.00144661+7.03128e-05j -0.00860809+0.000138119j -0.00689572+0.00015263j -0.0124438-0.00101742j 0.0122096-0.00167066j -0.0094195-0.00152461j -0.012684+0.00010392j 0.00524199+0.000853182j 0.00228308-0.000340022j 0.000562401-0.000991539j -0.00665603-0.000602882j -0.00278902+2.62199e-05j -0.00221206-0.000536055j 
-0.00256043+2.23082e-05j 0.00260866-0.000267662j -0.00208572+0.000419156j 0.0033689+0.000219838j 0.00136108+0.000441614j 0.0032078-9.97859e-05j -0.000982488-0.000151811j -0.0014146+0.000501944j -0.000670835-0.000241818j 0.000302007+0.000152006j -0.00158078+0.000185287j 0.00326089-0.000523293j -0.00168838-0.000525518j -0.00770687-0.000745103j -0.00819652-0.000176668j 0.00251614+0.000246998j 0.00160612+2.15792e-05j -0.00455706+0.000246179j -0.00442695+5.76796e-17j -0.00229542+7.20476e-05j 0.00258646+0.000495074j -0.000122188+0.000495842j 0.00181979+0.000700429j -0.00796827-0.00120608j 0.00709182+0.00054084j 0.00562245+0.000402402j -0.00132239-0.000358462j -0.00520082-0.000961012j -0.00426554-7.71532e-05j 0.00534351+0.000128645j -0.00415173+5.33794e-05j 0.00131575-1.2689e-05j 0.00591523-1.3856e-07j -0.00188027-0.000546758j -0.00777446+0.000299644j 0.000402395+0.000128889j -0.00884546-0.000286683j 0.0123731+0.000807136j 0.00373278+0.000911554j -0.0152415-0.00050354j -0.0109971-0.000452381j -0.0111186-0.00047766j -0.00928977+0.000668546j 0.00380934-2.37312e-05j -0.0126743+0.000288532j -0.00480707-0.000157485j -0.0029216+0.000126484j -0.00101703-0.000560049j 0.00986671+0.000644513j 0.00917959+0.000108262j -0.0042377-6.42839e-05j 0.00930278+0.000559714j -0.00295073+0.000156238j -0.00159187+0.000965119j -0.0131489-0.00044386j -0.00498282-0.000153062j 0.00711962-0.000715876j 0.00690692-0.000390794j 0.934737-0.00297683j -0.0268667-0.000286012j -0.00433569+0.000313059j -0.00265287-0.00115813j 0.00340113-0.00158426j 0.00339136+0.0012152j 0.000609122+0.000309567j 0.00627372-0.000825094j 0.0068358+0.000829726j -0.00464935-0.0012116j 0.000832714-0.00188798j -0.00403193-8.32664e-05j 7.81601e-05-0.000496034j -0.00865722+0.000338337j 0.00240151+0.000388884j -0.00431471-0.000753739j -0.00402624-0.000504234j -0.000493488+0.000255112j -0.00152176+0.000102333j 
-0.00246199+0.000389542j -0.00315409+0.000127392j 0.00244877-0.000515351j 0.000239812-0.000360999j 0.0034329-0.000247485j 0.00368307+0.000211767j -0.000714845+0.00060436j 0.00705614+0.000145134j 0.00355466+0.000886159j -0.00476252+0.000188121j 0.00534645+0.000313432j -0.00127803-0.000551427j -0.00523873-0.000392545j -0.00160165+0.000409758j -0.00427331+0.000846255j 0.00292709-0.000763713j -0.00132467+0.000271742j -0.00327709-0.00086775j -0.00229542-7.20476e-05j 0.0056574+4.79217e-17j 0.00489259+0.000509232j 0.00502224+0.00058063j -4.30018e-06-0.000230608j -0.00489035-3.14676e-05j 0.0021251+0.000310168j -0.00318689-0.000480479j -0.000506571+0.000469801j -0.00542012+0.000619356j -0.00166921+5.86359e-05j 0.00576629-0.000816421j 0.00386621+0.000257348j 0.00699063+6.18753e-05j -0.000379842+3.91822e-05j -0.00209731-0.000871355j 0.00520645-0.00022029j 0.00260482+0.000122287j -0.00683626-0.000451377j -0.01376-0.000764424j -0.00847196-0.000108863j 0.00103598+5.28896e-05j 0.00443515+0.000415844j -0.0141678+0.000702465j 0.0175018+0.00025866j 0.00450051-0.000555374j 0.00888808+0.000931831j -0.0055352+0.000354187j 0.006527-9.73309e-05j -0.0108254-0.000304799j 0.00121445-0.000371765j 0.0063106+0.000310187j 0.00622571-0.00116034j 0.00465177+5.57947e-05j 0.0181879+0.000429318j -0.00514854+0.000718285j 0.0141176+0.00110358j -0.00771932-0.000750257j 0.0645-0.00028052j -0.930649+0.00259371j 0.0039726+0.000291297j 0.0116171-0.000899551j -0.00311516+0.000402576j -0.012767-0.00142795j -0.00799194+0.000973265j 0.0031549+0.000409672j -0.00265753+3.63577e-05j 0.00589451+0.000989759j -0.0128857+0.00130158j -0.00104034-0.00131918j 0.00602074+0.00169798j 0.00142292-0.000158486j -2.63129e-05-0.00134211j 0.00127902-0.000252584j 0.00287485+0.00154441j -0.000504737-0.000219521j -0.00478611-0.0014779j -0.000492066+0.000361827j 0.0010255-0.000173884j 
0.000750928-0.00014221j 1.47e-05-0.000196213j 0.00337439-0.000556665j -0.00139565-5.37465e-05j -0.000127883-0.000192097j 7.61815e-05+0.000433584j -0.00050835+0.000431393j 0.00129478-0.000310296j -0.000103839+0.000463851j 0.000388931-0.000185408j -0.000595423+0.000283924j -0.00670575+0.000189285j 0.00257304+0.000432649j -0.00264015+0.000299923j -0.00214691+0.000185382j 0.00578168-0.000598358j 0.00142599+0.000194647j -0.00264895-0.000333654j 0.00258646-0.000495074j 0.00489259-0.000509232j 0.00451987-1.5439e-16j -0.000794303-0.000316506j 0.00636302+0.000322115j -0.00653941+0.000771942j 0.00112048+0.000143811j 0.00286697-0.000411498j 0.000444472+5.4846e-05j 0.00320955-8.56808e-05j -0.00475227-0.000251187j -0.00531253-0.000281995j -0.000266785+7.3632e-05j 0.00127339+0.000585136j -0.000626188+0.000230363j -0.00349935+0.000250566j 0.00553101+8.9067e-06j 0.00136103-0.000408441j 0.00672749+0.000311855j 0.00746973+0.000231908j 0.00684707-0.000393495j 9.09022e-06+2.00495e-05j 0.00497393-0.000509212j 0.00307931-0.000252159j 0.0111812-0.000168362j 0.0036753-0.000381802j -0.00558266-0.000148082j 0.00767421-6.02413e-05j -0.00720889+0.000626503j 0.00763371+0.000159047j 0.00593999+0.000129052j -0.00162024+0.000472942j -0.00259433-0.000204935j 0.0249019+0.000226153j 0.000191011+5.21949e-05j -0.0180028-0.000405132j 0.0156835+0.000201756j -0.00537437-0.00160659j 0.948863-0.00141549j 0.0531201+3.6231e-05j -0.00710316-0.000722621j 0.0148096-0.000453718j 0.00279704-0.00138173j -0.00250182-5.63261e-05j 0.00541871+1.35789e-05j -0.00234006-0.000226885j 0.0105535-0.000583725j 0.00279591-0.00058637j 0.00152364+0.000271109j 0.00499728+0.000269466j -0.00685345+0.000684298j 0.00906979+0.000131236j -0.0012439-0.000297936j -0.00259963-0.00084163j 0.00185961+7.80283e-05j 0.000662672+0.000158591j 0.00158303-4.02365e-05j -0.00108261-0.000196484j 0.00243358+0.000446829j 
0.000900867-0.000366075j -0.000637001-2.64192e-05j 0.00535552-0.000949317j 0.0017244-0.000140662j 0.000808743-0.000152565j -0.00109011+0.000332141j -0.00574937+0.000765943j 0.0017143-8.20113e-05j -0.00283297+0.000504267j 0.00294993-0.000323383j -0.000294969+0.000550892j 0.000524258-4.86249e-06j -0.0033535+7.66201e-05j -0.0045056+0.0004744j -0.00175638+8.86559e-05j 0.00666276-0.000920818j -0.000687773+0.000104237j 0.0013235-0.000534826j -0.000122188-0.000495842j 0.00502224-0.00058063j -0.000794303+0.000316506j 0.00259838+1.69786e-16j -0.00505842+0.000234517j -0.00699898+0.000532748j -0.000450542+0.000128781j 0.00392766-0.000625644j 0.00121519-0.000321595j -0.00256004-0.000246118j 0.000663161-0.000418697j 0.00236158-0.000355502j 0.000840279+0.00010669j -0.00132089+0.000839472j 0.00267718-6.28493e-05j -0.0010981-0.000176687j 0.00115782-0.000253876j 0.009904-0.000802384j -0.000638098-1.05534e-05j -0.00856748+0.000531748j 0.00286827+0.00015598j 0.00201836+0.000370422j 0.00896081-0.00114975j 8.24398e-05-0.000481689j 0.00896928+6.87345e-05j 0.0133626-0.000530982j -0.00636355+0.000313375j -0.0119223+8.52963e-05j -0.0043133+3.37086e-05j 0.00129279+0.000692055j 0.0144386+0.000452159j 0.009016+0.000767212j 0.0079531+0.00099038j -0.0206891+1.23073e-05j 0.0185125+0.000311111j 0.00483858+0.000247726j -0.016405-0.00120589j -0.946591+0.00166018j -0.0188594+0.00172201j 0.0126815-0.000676095j -0.00269418+0.000148022j -0.00819331-0.00096086j 0.00296985-0.00081448j 0.00399492-0.000230091j -0.00216514-0.000222121j 0.00535288+0.00116306j 0.0168238-0.00119223j -0.00195764-0.00121767j -0.00844611+2.32094e-05j -0.00516074-0.000576578j 0.00163238+0.00110775j 0.00526276-0.000781574j -0.00456029-0.000544989j 0.00156248-8.52071e-06j 0.00393337+0.000416504j 0.00133254-8.18124e-05j -0.00194438-0.000944019j -0.000776334-5.71044e-05j -4.62006e-05-0.000158468j 
-0.00497273+0.000377015j 0.0011985-0.000358977j -0.000149077+0.000235244j 0.00151008+0.00021799j 0.00114194+0.000245338j 0.000140251+0.000272139j 0.00118204-0.00051274j 0.00377503+6.4074e-05j 0.00262766-1.94667e-05j -0.0018813+0.00030253j 0.00247173+0.000183364j -0.00231461-0.000283004j 0.000984299+0.00020456j -7.20273e-06-9.58485e-05j -0.0041169+0.000607023j 0.0065159+0.000185352j -0.00201764+0.000395194j -0.00560807+1.93646e-05j 0.00181979-0.000700429j -4.30018e-06+0.000230608j 0.00636302-0.000322115j -0.00505842-0.000234517j 0.00814428+2.22261e-17j -0.00120006-5.86198e-06j 0.00872148+0.000637168j 0.00225262-0.000323903j -0.00756378+0.00091245j 0.00312686-4.61777e-05j -0.004635+2.56841e-05j -0.00259287-0.000299175j -0.00115183+0.000871808j 0.00586277+0.000245785j -0.00528878-0.000118749j -0.00357067+4.36299e-05j 0.00111643+0.000287051j -0.0117662+0.000113654j 0.000507948+0.000665109j 0.0207389-0.000599825j 0.00572139+0.000529428j -0.0056453+0.000455603j -0.0108393-0.0004234j -0.00835393+0.000153624j 0.0173325+0.000543677j -0.000827035+7.8133e-05j 0.00999032-0.000195235j 0.0168759+0.000351627j -0.000953046-8.54112e-05j -0.00571725+0.000351045j 0.00745741+0.000742432j 0.00365827-0.000219509j 0.00898471+0.000752156j -0.0098342-0.000479334j -0.0163506-0.000233497j -0.0296527-0.000373935j 0.939382-0.00163301j -0.0237393+0.00129625j -0.0202893+0.000385017j -0.00176228-0.00111241j -0.00819455-0.000386812j 0.00256638+0.000723178j -0.000696793+0.000122179j 0.00829662+0.000663671j 0.00100404-0.000951675j -0.00201684+0.000109211j -0.00755934+0.00141711j 0.0115259-5.30281e-05j 0.00428928+0.00156238j 0.00940638+6.49418e-05j 0.00031229+0.000230432j 0.00314403+0.000385333j 0.00270509-0.000438739j -0.00161579-0.00111958j 0.000402184-0.000358982j -0.000445409+0.000484013j -0.000329989+0.000321234j -0.00322712-0.000401031j -0.00134791+0.000209233j 
