0.00488169-1.76508e-16j 0.0082492-3.01561e-06j -0.00738399-0.000556765j -0.0022265-0.00013854j 0.00286205+0.000326812j -0.00465682+1.25935e-05j 0.00339169+0.000207854j 0.00581192+0.000749858j 0.00121574-0.000138762j 0.000559698+0.000128469j -0.00432443-6.92095e-05j 0.00195046-0.000186507j -0.00497669-0.000807846j -0.00272594-0.000400276j -0.00257683-0.000327392j 0.00120428-2.51042e-05j -0.0023875-0.000126306j -0.00121737+8.56106e-05j -0.00256043-2.23082e-05j -0.00246199-0.000389542j 0.000750928+0.00014221j 0.000900867+0.000366075j -0.00497273-0.000377015j 1.45199e-05-0.000249481j -0.00149678-7.96703e-06j 0.000421303+0.000177673j -0.00150412-0.000157365j -0.00242347-0.000523724j 0.00018712-3.49745e-05j 0.00428839+0.000521913j -0.00256214-0.000213676j -0.000646968-5.70349e-05j -0.00110251+3.98251e-05j -0.00120688-9.25772e-05j -0.00113017-0.000182955j -0.00194894-0.000282875j -0.00172309-0.000389045j -0.00295813-0.000439079j -0.000195732+8.63883e-05j 0.00158445+0.000257816j 0.00129267+0.000145645j -0.00175891-0.00035463j -0.000196803-3.58289e-05j -0.000740401-4.53267e-06j -0.00224307-0.000481673j -0.00305343-0.000942329j 0.00146509-2.93489e-05j 0.000731301-0.000209585j -0.00131944-0.000216441j -0.000784465-0.000152857j 0.000659184+0.00021531j 0.000254445-3.87168e-05j -0.00260896-0.000157027j -0.000777215-0.000160676j -0.00148735+0.000221627j -3.28007e-06+0.000147998j 0.00273455+0.000434847j -0.00127516+0.000197918j -0.00171578+8.30475e-05j -0.00219006-0.000537991j 0.00216498+5.3928e-05j 0.00274683+1.94379e-05j -0.00439543-0.000413697j 0.000116878+0.000240278j -0.00146752+0.00026093j 0.00569578+9.15739e-05j -0.00108138-7.34948e-05j -0.00502505-0.00104109j 0.00461569+0.00127985j -0.00637985-0.000138364j 0.00198339-0.000532802j 0.0138729+0.00039899j -0.00335618+0.000277196j -0.0115198+0.00593611j -0.0281958-0.00373553j -0.000233465+8.10498e-05j 0.866429-0.00660816j 
-0.00219006+0.000537991j 0.00298073+1.19072e-05j -0.00683611+0.000637545j -0.000603289-0.000950556j -0.00266673-0.000334171j -0.00667942+0.000805988j 0.015034+7.65932e-05j 0.0107667-0.00156217j 0.0161161+0.00158077j -0.0162312+0.00102595j -0.00553696-0.000140929j -0.0119941-0.000188833j -0.00512087-1.68081e-05j -0.00210974+0.000999876j -0.00827464-0.000153172j -0.0130607+9.68448e-05j -0.0232124+0.00117931j 0.936905+0.00215115j -0.0268667+0.000286012j 0.0116171+0.000899551j 0.0148096+0.000453718j -0.00819331+0.00096086j 0.00256638-0.000723178j -0.000678155-0.00129079j 0.00454058-0.000111596j 0.00695288+0.000322528j -0.00190258+0.000543271j 0.00215823+0.000231233j -0.00421509-0.000422508j -0.00367849-0.000142277j 0.00160976-0.00024844j 0.00870143+6.8646e-06j -0.00123274+0.000160805j -0.00190111-0.000251396j -0.00369488+0.000771767j 0.000543064+0.000380812j -0.00662171-0.000312133j 0.00701568+5.33205e-05j -0.000659374+0.000440056j 0.00247292+0.000268457j 0.00283074+0.000559711j -0.00231513-0.000172852j -0.00172041+0.000277928j 0.000221356+0.000358972j 0.0034453+0.000328825j 0.00679007+0.00033954j 0.00326112+0.000155628j 0.00429325-0.000737486j 0.00185378+0.000164577j 0.00513799-0.000269481j -0.0025038-1.32147e-05j 0.00433377+0.000401459j 0.00112586+0.000162388j 0.00235504+0.00110983j -0.00606937+5.71751e-05j -0.00218756+0.000540352j -0.00171264-0.000373914j 0.00198726+0.000842598j -0.00191031+0.000256082j 0.00710452+8.50015e-17j 0.000947322-0.000160817j 0.00505464-0.000482606j 0.000372231+0.000460659j 0.00122658+0.000357496j -0.00378875+0.000601454j 0.00670124+0.000664419j 0.0027357-0.000311699j 0.00655494+0.000221268j -0.00147776+0.000334766j 0.000663185+0.000702841j 0.00715569-0.000180951j -0.000654924-0.000122137j 0.00167085+0.000540399j -0.00403285-4.54053e-05j 0.00218309-0.000223536j 0.00320331+0.000329576j -0.000924956+0.000100635j 
0.00216498-5.3928e-05j -0.000268862-4.30314e-05j -0.00229651+0.000773561j -0.00141973-0.000185466j 0.00221681+0.000452121j 0.0163723-0.000605666j 0.00647079-0.000417719j -0.00469911-0.000374344j 0.0111989+0.000529877j 0.00686543+0.00133449j -0.0002658-0.000258719j 0.00359066-0.00108154j 0.00189169-0.00050937j -0.012411+0.000103077j -0.0014285+0.000140721j 0.00378159-8.29839e-05j -0.928375-0.00267347j -0.00786529-0.0012542j -0.00433569-0.000313059j -0.00311516-0.000402576j 0.00279704+0.00138173j 0.00296985+0.00081448j -0.000696793-0.000122179j -0.00132526-0.000722741j 0.00800432-9.04787e-05j -0.00290246+0.000717357j 0.00435502-0.000442236j -0.000362795+0.000921318j 0.00366658+5.55496e-05j -0.00961278-0.00087146j -0.000600903-0.00015472j -0.0038204+0.000317924j -0.00367316-0.000293075j 0.000155177+4.96138e-06j 0.00142193+0.000288866j -0.00336767-0.00023967j 0.00169455-0.000808314j -0.00312576+0.000155744j -0.000469139-0.000220342j -0.00181538+0.000222408j -0.00506479+0.000252465j -0.000692294-4.69868e-05j 0.00235874+0.000303479j 0.000278793+0.000448708j 0.00170181+0.000593675j -0.000504619+0.000274772j 0.00182071-0.000168608j -0.00190016+0.000662721j -0.000835841+0.000159612j 0.00130398+0.000329095j 0.00240834-0.00024969j -0.00167857+0.000421062j -0.00183964+0.000580256j -0.00239444+0.000499398j 0.000362895-0.000392271j -0.00265892+0.000121734j 0.000274844-0.00021051j -0.000663284+0.000239883j -0.00069495-3.11558e-06j 0.000947322+0.000160817j -0.00240526+5.0307e-17j -0.0025641+0.000276686j -0.000798385+5.74023e-05j -0.0036653+0.000389398j 0.000146282-9.87372e-05j 0.00043505+0.000596105j 0.00314337+0.000234412j -0.00162762+0.000252769j 0.00134355+0.000105907j -0.00153934+0.000360733j -0.000270934+9.20461e-05j -0.00669044-0.000362593j -0.0032042+0.000118685j -0.000198703-0.000111198j -0.00138678-7.21078e-06j 0.000637857+0.000219743j 0.00228115+0.000135278j 
0.00274683-1.94379e-05j -0.00126763+0.000597763j -0.00540622+0.00107517j 0.00262992-0.00155741j -0.00641331+0.000153547j -0.000427609-6.57051e-05j 0.0112053-0.000432197j 0.00252093-0.00144829j 0.000451435+0.00159936j -0.0102931-0.000748502j 0.0134697-0.00120273j -0.00238464+0.00112016j -0.00984022+0.000105937j -0.00620326-0.000444174j -0.0265295+0.000974837j 0.935505+0.00365181j 0.00782663+0.000156663j -0.00785014+0.000122861j -0.00265287+0.00115813j -0.012767+0.00142795j -0.00250182+5.63261e-05j 0.00399492+0.000230091j 0.00829662-0.000663671j 0.008985-0.000761682j -0.000166846-0.00155143j -0.00315987+0.000893939j -0.000195042-0.000443138j -0.000351174+0.000355251j -0.00273564+0.000115245j -0.00401709+0.000741221j -0.000438023+0.000399124j 0.00271909-0.000253493j 0.00453841-0.000464213j -0.000832191-0.000610506j 6.66643e-05+0.000443265j -0.0010044+0.000327159j -0.00250297-0.00041153j 0.00165032-0.000273366j -0.00257838-2.72163e-05j 0.00411107+6.04804e-05j 0.00226637+0.00153882j 0.00149252-0.000226851j -0.000482343+0.000171774j -0.00260696+0.000110904j 0.000831713-0.000253488j 0.00296859-3.93893e-06j 0.00240637-0.000218681j 0.00100008-0.00046895j 0.00204132-8.89801e-05j 0.00356036-5.73489e-05j -0.00114521+2.96195e-06j 0.00155223+0.000613132j 0.00136366+0.000289849j 0.00160747+0.0011638j 0.00377511+0.000225277j -0.00433745+0.000948138j 0.00247042-0.000650801j -0.00165266+0.000759364j 0.00414968+0.000286427j 0.00505464+0.000482606j -0.0025641-0.000276686j 0.000945619-3.60172e-16j 0.000219858+0.000304471j 0.000126884+0.00030046j -0.00357288+0.00102715j -0.00175395+0.000601831j 0.000213014-0.000673336j 0.00484535+0.000410759j 0.00276133-0.00019444j -0.00242678+0.00085051j 0.00145226+0.000117697j -0.00211743+0.000127696j 0.000691002+0.000399145j 0.000296334-0.000247051j 0.000514521-4.18063e-06j 0.00193636+0.000185919j 0.0012945-3.88222e-06j 
-0.00439543+0.000413697j -0.00268977+0.000425674j -0.00302003+0.000826584j 0.00682148+0.000327785j 0.00605532+0.00162317j -0.00666713-2.97375e-05j 0.00185074-0.000300673j 0.000873214+0.00139808j -0.00884573+0.000182514j -0.00625183+3.25312e-05j 0.00181997-0.00231114j 0.0138081+0.00116858j -0.00121964-0.00103134j 0.0195614-0.0026663j 0.923504+0.00348618j 0.0231384+0.00114921j 0.0059285-5.56656e-05j 0.00174784-6.03315e-05j 0.00340113+0.00158426j -0.00799194-0.000973265j 0.00541871-1.35789e-05j -0.00216514+0.000222121j 0.00100404+0.000951675j -0.00323449+0.000761102j 0.000166887-0.000318105j -0.000164352+0.000452566j -0.00479268+0.00085369j -0.00696893+0.000532735j -0.00612698-0.000646439j 0.00726696+0.000542469j -0.00466667+1.33959e-05j 0.00449805-0.000853657j 0.000311066+0.000481229j 0.00404844+0.000454383j 0.000774881-0.000366326j -0.00486781-0.000726528j -0.00411547+0.000741712j 0.00433035+0.000283218j 4.48354e-05+0.000684678j 2.89192e-05-0.000363289j -0.00573474+0.000174404j -0.00594769+0.000782722j 0.000316315-0.000969486j 0.00116212+0.000204698j -0.00376014-0.000726883j -0.00225867-0.000734436j -0.000304958+0.000112548j 0.00113394+0.000169426j 0.00312874-0.000285632j 0.00494681-0.000762304j 0.00107722+2.85652e-05j 0.00184187-0.000256166j 0.000510041-0.000494203j -0.00127775+0.000195773j -0.00367378+0.000631932j 0.000705092-0.000104238j -0.000829119+0.000223029j 0.00294315-0.000839615j -0.00786655-0.000196675j 0.000372231-0.000460659j -0.000798385-5.74023e-05j 0.000219858-0.000304471j 0.00182023-2.9924e-17j -0.00140875-6.2739e-05j -0.000660082+0.000361303j -0.000112089-0.000559559j 0.000259011-0.000187104j -0.00137982-0.00068701j 0.00253414+8.00009e-05j -0.0059685-5.02371e-05j 0.00273411-0.00010585j 0.000658103+0.000340235j -0.000530696+9.98447e-05j 0.00113066+0.000255085j -0.00417875+0.000161181j -0.00212851-6.4014e-05j -0.00254553-0.000340635j 
0.000116878-0.000240278j 0.00473902-0.00041405j 0.00128857-0.00187594j 0.000919659+0.000628427j 0.0175556-0.00034574j -0.00436341+0.00101542j 0.00353755+0.00134326j 0.00385439+0.00179301j -0.00825997-0.00150106j 0.00691029-0.00165793j -0.0069508-6.79161e-05j 0.00488362-0.000618623j -0.00326703+0.000127247j 0.935491+0.00212847j -0.000896589-0.00267258j 0.00869339-0.000501853j 0.000455785-0.000138893j 0.000445284+0.000938902j 0.00339136-0.0012152j 0.0031549-0.000409672j -0.00234006+0.000226885j 0.00535288-0.00116306j -0.00201684-0.000109211j -0.010986-0.00100723j -0.00533144+0.00016377j 0.00894597+0.000501004j -0.000646019-0.00133208j -0.00111961-0.00118432j -0.000366268-0.000384602j 0.000885288+0.000455822j -0.00166596-0.00039369j -0.00255533-0.000614797j -0.00128158+0.000376122j -0.00147316+0.000477999j 0.00109031-0.00019464j -0.000439332-9.41331e-05j -0.00124437-0.000516697j 0.00230994+0.000758503j 0.00210819-0.000145384j 0.00373466-2.69806e-05j 0.00282281-0.000495531j 0.000343365-0.000148266j -0.0013102-5.14013e-05j 0.000474414-0.000288185j -0.00121053-0.000483763j -0.00212953-0.000964446j 0.000411134-0.000151462j -0.000381111-0.000180751j 0.000343033+0.000382318j 0.000627299+0.000257672j -0.00137773-0.000107914j 0.00355923+8.74137e-05j -0.000934055+0.000113048j 0.00565737-0.000326452j 0.000440712-0.000114645j 0.00229053-0.000461323j -0.00126901+0.000301693j -0.000547066-0.000375224j -0.00567325-0.000784639j 0.00122658-0.000357496j -0.0036653-0.000389398j 0.000126884-0.00030046j -0.00140875+6.2739e-05j 0.00326023-1.71304e-17j 0.00638393-0.000457637j 0.00161625-0.000758003j -0.000736313+0.000435072j -0.00242727-0.000462901j -1.51223e-05+0.000242602j 0.0038732-0.00078623j 0.00281733-4.19397e-05j -0.00109939+1.26787e-05j 0.00392642+1.10854e-06j 0.00206811+0.000352678j -0.000605536-0.000556275j 0.00247321+3.21673e-05j -0.0023529-0.000398756j 
-0.00146752-0.00026093j -0.000384531+0.00040702j 0.000124266-0.00116512j 0.00969006-2.53266e-05j 0.0109578-0.000453064j -0.00325808-0.000580556j -0.0212652+0.00188691j 0.0211347+0.00332398j -0.0087581+0.00132426j 0.00297841+0.00147988j 0.00405034+0.00155636j 0.0129455+0.000175924j 0.927554+0.000404964j -0.00540646+0.000129856j -0.00330931-0.00100924j -0.00456595+5.12603e-05j -0.00587867+0.000514216j 0.00144661-7.03128e-05j 0.000609122-0.000309567j -0.00265753-3.63577e-05j 0.0105535+0.000583725j 0.0168238+0.00119223j -0.00755934-0.00141711j -0.00496409-0.000368171j -0.00188426+0.000349537j 0.00144957-0.000216882j -0.00371957-5.37221e-05j -0.00647676-0.00144975j -0.00372201+0.000212463j 0.00524645+0.000860214j -0.00314691-0.000486765j -0.0013467-0.000379661j 0.00323971+0.00044498j -0.00357561-0.000265706j 0.000171597-0.000254136j -0.000523164-0.000331107j -0.00359815-0.000736287j -0.00130462-0.000442344j 0.00257423+0.000118213j 0.000638763-0.000468078j 0.00226939-0.00019846j -0.00192881-0.000843479j -0.000325556-0.000371034j 0.00119369-0.000139323j -0.00483672-0.000354057j -0.0034835-0.000951467j 0.00134017+0.000103282j -0.00189877-0.000433953j 0.00104128-0.000390228j -0.000489492-0.00017362j 0.000944001+0.000108262j 0.00298783+0.000201672j -0.000146984-0.000281717j 0.00470449+0.000136951j 0.00149001+0.000234456j 0.00357906-8.58966e-05j 0.0013403+0.000406283j 0.00429543+0.000447828j -0.00302232-0.000570187j -0.00378875-0.000601454j 0.000146282+9.87372e-05j -0.00357288-0.00102715j -0.000660082-0.000361303j 0.00638393+0.000457637j 0.00219692-1.21756e-16j 0.00112654+4.35141e-05j 0.00066237+0.000535868j -0.00440358-0.000785902j 0.00572022+0.000151915j 0.000542224+1.48746e-05j -0.00403705-0.000557703j -0.000895879-0.000292543j 0.00298285+0.000118702j 0.00345863+0.000336328j -0.00561368-0.00102415j -0.00140574-0.000269573j -0.00460182-0.000818532j 
0.00569578-9.15739e-05j 0.000658951+0.000490555j -0.0104959-0.000730346j -0.00316483-0.00105002j 0.00473923-0.000795712j -0.00622793+0.00300288j 0.011805+0.00256852j 0.0165131+0.000495735j -0.00427679+0.00158677j -0.00585134+0.000981573j -0.0336653+0.00113729j 0.916979+0.00354203j 0.00511285+0.000155423j -0.000974134-0.000596744j 0.0111897+0.00121957j -0.00417071+0.00114182j -0.0004098+0.0011423j -0.00860809-0.000138119j 0.00627372+0.000825094j 0.00589451-0.000989759j 0.00279591+0.00058637j -0.00195764+0.00121767j 0.0115259+5.30281e-05j -0.00732649-0.00107013j 0.00638911+0.000392158j 0.00508232+0.000513991j -0.00240136-0.000562312j 0.00388714-0.000304675j 0.00148943+0.000363537j -0.00368825+0.000236375j 0.00300623-0.000639748j 0.00236887-0.000893384j -0.00152897+0.000180234j 0.00196698-0.000391987j 0.0052807-0.000286455j 0.00423464+0.000586778j -0.00196778-0.000519324j 0.000997263+0.000610304j 0.00210992-0.000157253j 0.000684918-4.81264e-05j 0.00177938-0.000280638j 0.000546288-0.000198345j 0.00300484-6.60438e-05j 0.00167806+9.61757e-06j 0.00741092+6.06435e-05j 0.00661065-0.0007992j 0.000703442-0.000168882j -0.00150054-0.00084349j 0.00127363-1.60808e-05j -0.0003326-0.000109301j 0.000501201-0.000612508j 0.00259882+0.000504523j -0.0010183+0.000647969j 0.00209382+0.000402706j -0.00237866-0.000275998j -0.000722292+3.06103e-05j -0.00512781+0.00015209j -0.000231005+0.000564405j 0.00316589-0.000579114j 0.00670124-0.000664419j 0.00043505-0.000596105j -0.00175395-0.000601831j -0.000112089+0.000559559j 0.00161625+0.000758003j 0.00112654-4.35141e-05j 0.00290015-4.16334e-17j 0.00256327+0.000385528j -0.00154789+0.00030517j -0.0064565+0.00049471j 0.00478502+0.000146146j 0.000523726+0.000133742j -0.00113379-0.000526335j 0.00265931+0.000109888j 0.00200649-6.48356e-05j 0.000628062-0.000333203j 0.00661911+0.000621276j 0.00219565-0.000170275j 
-0.00108138+7.34948e-05j 0.00663494-0.000577512j -0.00213732+0.000620483j -0.000695955+0.00128562j -0.0139602+0.00179702j -0.0186494-0.000443806j 0.00241923+0.00189459j 0.000684034-0.0026158j 0.0166495-0.00132532j -0.0288535+0.00122393j 0.909672+0.00510816j 0.0144581+0.00133675j 0.0052107+0.00152937j -0.00410122-8.03487e-05j 0.00224821-0.00227421j 0.00719014-0.00124591j -0.0033099+0.000293282j -0.00689572-0.00015263j 0.0068358-0.000829726j -0.0128857-0.00130158j 0.00152364-0.000271109j -0.00844611-2.32094e-05j 0.00428928-0.00156238j -0.000740696+0.000770188j 0.00352641-0.00079751j 0.00583218-0.000473943j -0.00248773-0.000181246j 0.00301004+0.000573789j -0.000303047-0.00031663j -0.00188844-0.000389754j -0.0014866-0.000186668j -0.000210331-0.000166501j -0.0017359+0.000515285j -2.65931e-05+0.000756517j -0.00390887-0.000278746j 0.000150266-0.000439898j 0.00299111-0.000649215j 0.00405327-3.80765e-05j 0.0039481-0.000747285j -0.00362616+0.000911101j 4.67541e-06-0.000645132j 0.00244054+0.000228967j -0.0039276-0.000141379j -0.00141493-0.000405094j -0.0016782+0.000184885j 0.00155393-0.000137133j -0.00297125+9.87755e-05j 0.0033738+0.000124752j -0.00184463+0.0004687j 0.000788656+0.000626508j 0.000840276+0.00021118j 0.00229732-8.99758e-05j -0.00515659+0.000708345j 0.00281305-0.000708479j 8.00793e-05+0.000138311j -0.00034348-0.00056289j -0.00105229+0.000308682j -0.00483759-0.000271116j -0.0018171+0.000175821j 0.0027357+0.000311699j 0.00314337-0.000234412j 0.000213014+0.000673336j 0.000259011+0.000187104j -0.000736313-0.000435072j 0.00066237-0.000535868j 0.00256327-0.000385528j 0.000869338+1.21431e-17j -0.00179245+0.000354204j 0.000703236-0.000101j -0.00160956-0.000648242j 0.00345547+0.000298862j 0.00203965+0.00031989j -0.00126029-0.000327981j -0.00432878-0.000310391j 0.00593756+0.000341657j 0.00297072-2.11195e-06j -0.00387498-7.74774e-05j 
-0.00502505+0.00104109j -0.00461373+0.000982769j -0.0155469+0.00163947j -0.00106312-0.00113782j -0.0145779+0.000884739j -0.0138055+0.000917566j 0.00657777+0.0024776j 0.0128698-0.00242207j -0.000135595-0.000717081j 0.912042+0.00532881j 0.0119542+0.0014487j -0.00469575+0.00106101j 0.00614972+0.00154515j 0.00813391-0.00164354j -0.00826017-1.82923e-05j -0.00972171-0.000789642j -0.00665139-0.0013195j -0.0124438+0.00101742j -0.00464935+0.0012116j -0.00104034+0.00131918j 0.00499728-0.000269466j -0.00516074+0.000576578j 0.00940638-6.49418e-05j 0.00254561-0.000679527j -0.00416267-0.000271324j 0.000148159+0.000879329j -0.00670883+0.00053522j 0.00127744+0.000673166j -0.00356911-0.000180117j -0.00170403+0.000336166j 0.00333368+5.42523e-05j 0.00668291-0.000947719j -0.00446704+0.000137344j -0.000181586-0.000202179j 0.00201648-2.27335e-05j -0.000320892+0.000308525j 0.000881939+7.867e-05j 0.00215009+0.000451877j -0.00242192+0.000139627j 0.00270188+0.000281734j 0.00206746+0.00040733j -0.00386426+0.000414814j 0.00127744-5.2779e-05j -0.00052218-0.000296915j 0.00255449-0.000221314j 0.00249335-0.000218988j 0.00282995-0.000402524j 0.00314008-0.000544988j 0.00124386+9.27985e-06j 0.00459375-0.000501493j -1.32867e-05-0.000315275j -7.36733e-06+0.000288878j 0.00186245-1.57698e-05j -0.000253349+0.000647685j -0.00159236+0.000333498j -0.00256045+0.000289149j 0.000179102-0.000162113j 0.00369274-0.000221524j 0.00110757+0.000140318j 0.00655494-0.000221268j -0.00162762-0.000252769j 0.00484535-0.000410759j -0.00137982+0.00068701j -0.00242727+0.000462901j -0.00440358+0.000785902j -0.00154789-0.00030517j -0.00179245-0.000354204j 0.00655155+1.17528e-16j -0.00657537+0.000332501j -0.00379259+0.000679359j 0.00340944-0.000262908j 0.00360843+0.000164535j -0.00224422+0.000513741j -0.00299454+0.000188336j -0.00225497+0.000276917j -0.000230035+0.000332388j 0.000353906+0.000132558j 
0.00461569-0.00127985j -0.00452541+0.000456913j 0.0113458-0.00168533j 0.0158257+0.00119335j -0.00583576+0.00202141j -0.00382322-0.00246684j -0.0106307-0.000296312j -0.012362-0.00157705j 0.91988+0.00210409j 0.00542145-0.000687287j 0.00347128-0.00140728j -0.00233926+0.00151755j -0.00635975+0.00126973j -0.00371392-0.00154749j -0.00506266+0.000119547j -0.00176474+0.00158714j -0.00982925-0.000540007j 0.0122096+0.00167066j 0.000832714+0.00188798j 0.00602074-0.00169798j -0.00685345-0.000684298j 0.00163238-0.00110775j 0.00031229-0.000230432j 0.000721873+0.00119803j -0.00259274+0.000453836j 0.000660926-0.000345325j -0.00343848-0.000292159j -0.00223044-0.000380115j -0.000768613-0.000318985j 0.00508522+5.73405e-06j -0.00289199+6.26192e-05j -0.00597899-0.000506744j 0.00455069+0.000181275j 0.00240988-4.54372e-05j 0.00176993-0.000694155j -0.000118866-0.000384043j 0.000428781+0.000816967j 0.000463799+0.00027955j -0.000771122-0.000230823j 0.00199684-0.000530887j 5.81327e-05-0.000640971j 7.03654e-05+0.00047426j -0.00186355-0.000621646j 0.00244513-0.000472234j -0.00230925-0.000546225j -0.00427361-0.000630336j -0.00183112+0.000182363j -0.0024732+1.53534e-05j 0.00123434-8.21872e-05j -0.00213111-0.000309786j 0.000217797+8.67941e-05j -0.000540516-0.000291543j 0.00066765-0.00059805j -0.000615393-0.000536819j 0.00241664-3.1511e-05j 0.00303478-0.000527654j -0.000175697+0.000524448j -0.00251244-0.000877727j -0.000892973-0.000256731j -0.00147776-0.000334766j 0.00134355-0.000105907j 0.00276133+0.00019444j 0.00253414-8.00009e-05j -1.51223e-05-0.000242602j 0.00572022-0.000151915j -0.0064565-0.00049471j 0.000703236+0.000101j -0.00657537-0.000332501j 0.00136283+1.77809e-17j -0.00132111-0.000598229j -0.0051371+0.000212098j 0.00286224+0.000411182j 0.00284417-0.000435453j 0.00650615-0.000204346j 0.00073965+0.00046447j -0.00189143-0.000380782j 0.0011445-0.000147897j 
-0.00637985+0.000138364j 0.000323744+0.00114809j -0.0160915-0.00408161j 0.0300953-0.00299354j 0.00718224+0.00496598j -0.0106724+0.00121988j -0.00743071-0.00140247j -0.907825-0.00271458j 0.00659376+0.00161784j -0.0100353+0.00236999j -0.00140205+0.0026986j -0.0131496-0.000467172j -0.0205024-0.003324j -0.00315256-0.00180897j -0.00190618-0.00141319j -0.00298703+0.0013548j -0.00342308-0.000354514j -0.0094195+0.00152461j -0.00403193+8.32664e-05j 0.00142292+0.000158486j 0.00906979-0.000131236j 0.00526276+0.000781574j 0.00314403-0.000385333j -0.00608887-0.00127836j 0.0023264-4.32645e-05j 0.00221653+0.000637993j -0.0022263-0.000220743j -0.00425983-0.000424791j -0.00137839+0.00045086j 0.00223018+0.000767723j -7.54528e-07-0.000774369j 0.00261764-0.000567859j -0.00105032+8.07564e-05j -0.0025697-3.0228e-05j 0.000817119-6.7111e-05j 0.000638605+9.87873e-05j -0.00402614-0.000694387j 0.00196617-0.000175471j 0.00245731-6.17899e-05j -6.57375e-05-5.94038e-05j 0.00196518-0.00025587j -0.00339153-0.000252439j 0.00252203-0.000161795j 0.000698637+0.000158708j 0.000351341-0.00034805j -0.00144617-0.001019j 0.00230723-0.000230005j -0.000901295-0.000766837j -2.2534e-05-0.000112151j 0.00024499-0.000325341j 0.000668955-0.000437138j 0.00276351+0.000252836j -0.00168925+1.00206e-06j 0.003551-7.94131e-05j -0.00351592-4.72194e-05j 0.00141529-8.09433e-05j -0.0012076+0.000299671j 0.00605503+0.000173263j 0.000470003-0.000552906j 0.000663185-0.000702841j -0.00153934-0.000360733j -0.00242678-0.00085051j -0.0059685+5.02371e-05j 0.0038732+0.00078623j 0.000542224-1.48746e-05j 0.00478502-0.000146146j -0.00160956+0.000648242j -0.00379259-0.000679359j -0.00132111+0.000598229j 0.00146132+1.79978e-17j 0.000985572-0.000170003j -0.0005954-0.0005003j 0.00359104+0.000533237j 0.00318063+0.000708816j -0.00542262-0.000743487j -0.00151285-0.000225394j -0.00550918-0.00075779j 
0.00198339+0.000532802j 0.0126531-0.000193453j -0.0239805+0.00150914j -0.008151-0.00444772j -0.00660169+0.00159109j -0.0058071-0.00124613j -0.896909-0.00544569j -0.00494313-0.00141137j 0.00924149+0.000300151j -0.00585174-0.00243418j -0.00531634-0.00190427j -0.0126996-0.00263344j 0.016911-0.00187856j -0.00386867-0.00133158j -0.00022649+0.000325665j -0.00864142+0.000465665j 0.00474528-0.000407503j -0.012684-0.00010392j 7.81601e-05+0.000496034j -2.63129e-05+0.00134211j -0.0012439+0.000297936j -0.00456029+0.000544989j 0.00270509+0.000438739j -0.000699703-0.000885503j 0.000757883-0.000445305j 0.00345652+0.00057827j 0.00283699-0.000548671j 0.00420205+0.00033936j -0.00100799-7.09397e-05j -0.00336908-1.99873e-05j 0.00160822+0.000299606j 0.00280413-5.7481e-05j 0.000698681-0.000439083j 0.00205385-0.000277116j -0.00234459+0.000561121j 0.000701179+0.000325673j -0.00188466+7.30043e-05j 0.00373305-0.00041798j -0.000452431+0.000232019j 0.00197916+0.000186846j -0.00128676+0.000939556j -0.000603192+5.6738e-05j -0.00284449+0.000195171j -0.00235306+0.00054238j 0.00187048-0.000151524j 0.00316451-7.34428e-05j 0.000419223-0.000388004j 0.00182551-0.000131998j 0.00337244-0.000262567j 0.00419471-9.62019e-05j -0.00184208+0.000121904j 0.00371231-5.0967e-05j 0.00122974+0.000298877j 0.000940745+0.000583141j -0.00135308+0.00053911j -0.00497922+0.000786919j 0.000194254-0.000477555j -0.00101253+0.000584931j 0.000108732+0.000164676j 0.00715569+0.000180951j -0.000270934-9.20461e-05j 0.00145226-0.000117697j 0.00273411+0.00010585j 0.00281733+4.19397e-05j -0.00403705+0.000557703j 0.000523726-0.000133742j 0.00345547-0.000298862j 0.00340944+0.000262908j -0.0051371-0.000212098j 0.000985572+0.000170003j 0.00377489-2.25514e-17j 0.00227491-0.000102068j 0.00139018-5.42362e-05j -0.00323936-0.000152214j 0.00379595-0.000132317j 0.00728641+0.000486535j -0.0029716-0.000202646j 
