0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
-0.00417788-0.00340953j 0.00763858+0.00425091j 0.0149595+0.0197042j -0.0063689+0.00671628j -0.00718744+0.00238993j 0.00349704+0.0236456j -0.00613766-0.00771262j -0.00412695-0.00450656j 0.00864884+0.00280738j -0.00272598-0.00458491j -0.0034597-0.00657396j -0.00642307+0.00514082j 0.00739849+0.00288578j 0.000935163-0.0128198j -0.021484-0.0172347j -0.00166878-0.0125479j -0.0200398-0.0119296j -0.00286188-0.0126371j 0.0248354+0.0267379j 0.0119516-0.0614754j 0.00436098+0.0010891j 0.019165+0.0266854j 0.00105451-0.0464516j -0.00144495+0.0128643j -0.00103689-0.0365173j 0.00742032+0.00930458j 0.0102675+0.00705644j 0.00274951+0.0203476j 0.00144047+0.0134431j 0.000396855-0.00151339j -0.00333785-0.0164163j 0.00311886+0.0230364j 0.00686271-0.0105463j -0.00466188-0.00178504j 0.00782268-0.0169659j 0.0091258-0.00398597j -0.00546057-0.0238012j 0.00263118+0.0158018j -0.0115045+0.00360712j 0.0130083+0.0252393j -0.022719-0.011004j 0.00110633-0.00235202j -0.0108103-0.0012534j 0.000575693-0.00159324j -0.0018065-0.0242355j -0.00750492+0.0144839j -0.00218955+0.00400963j -0.066957+0.00349596j 0.0114546+0.00973692j 0.0245945+0.000466658j 0.019073+0.00305271j -0.00182995+0.000442952j 0.00506635+0.000706689j 0.0159066+0.0020387j 0.0178775+0.00531563j -0.0116207-7.88631e-07j -0.00885479-0.000139587j 0.00580136+0.000394428j 0.00705946+0.00209086j 0.0035538+0.00133011j 0.0104604+0.00450316j -0.00682919-0.000636822j 0.0156599+0.000753999j -0.00504316-0.00474444j -2.75161e-05+0.000575911j -0.0283983-0.000873187j -0.00231385-0.00365482j -0.000111718-0.00127809j 0.00247029+0.00216289j 
0.0140164+0.0189928j 0.0038355-0.00621418j 0.00555786+0.0307332j -0.00532562+0.00647445j -0.00421462+0.034075j 0.00780078+0.00301716j 0.00444746+0.00336795j 0.00121982-0.0007034j -0.00638464-0.00459939j -0.000591117-0.0039357j -0.0034727+0.00688232j 0.00572131-0.0152973j 0.00824205-0.00428508j -0.00828269+0.0104429j -0.0222282+0.0148531j -0.0139329+0.00155562j 0.00454979-0.000452147j 0.00806372+0.0239163j -0.00187618-0.0292678j -0.0300838-0.00254946j -0.0159056+0.00694374j -0.00889352+3.27299e-05j 0.0211026-0.00344247j -0.0149585+0.0195111j -0.0207707+0.0297439j 0.0143103-0.0278535j 0.00633307-0.0213416j 0.014982+0.0230648j -0.00523104-0.0104498j -0.00630964-0.000819054j 0.00391503+0.0160539j -0.0122896+0.00146249j -0.015904-0.00262542j -0.00426646+0.00148953j -0.00513728+0.0163576j 0.00425823+0.00767781j 0.0125697-0.00801678j 0.0134877-0.00333943j -0.00417923-0.0216483j 0.00623868+0.0193382j 0.00521542+0.0231444j -0.00838881+0.00271873j 0.0221858+0.0104301j -0.0137705-0.00419675j 0.0117676+0.0035772j -0.0195363-0.00285089j 0.0232322+0.00410491j -0.0199313+0.000606925j 0.00599984+0.00963174j 0.00406771-0.00283816j -0.00332369-0.0028543j -0.00221001-0.00370737j 0.0059491+0.00706743j -0.0431336+0.0137734j -0.0131453+0.00506425j 0.0194554-0.00572338j 0.0337667+0.00599979j 0.00819663+0.0042575j -0.0116338-0.00790641j -0.0138597-0.00245045j -0.0103613-0.00484466j -0.0058206-0.0136481j 0.00374086+0.018902j 0.0106731-0.00015662j -0.0017564-0.0047802j 0.00701386+0.00200745j -0.00170451+0.0104148j 0.00312592-0.00157854j -0.00795093-0.00107506j 
-0.0252805-0.0405067j -0.0144915+0.022733j -0.0128162-0.000102222j 0.00278848+0.00112704j -0.00142215+0.0182749j 0.00813087+0.0153887j -0.00472982-0.000989718j 0.00596239+0.0103552j 0.00254546-0.0103769j -0.0127717-0.00132923j -0.00364803-0.00192005j 0.0121491-0.00408939j 0.00247955-0.0139535j -0.00935633-0.00641226j 0.0399746+0.0133567j -0.0215205+0.0330306j -0.0261855-0.0284202j -0.00307122-0.000840853j 0.00299651+0.000990438j 0.000162584+0.0416619j -0.00825508-0.0254129j -0.00460586+0.00630412j -0.00923988+0.0156356j -0.0278327-0.0301051j -0.0103418+0.0123478j 0.0176251+0.0180977j 0.0108272+0.00381357j -0.0158987-0.040859j 0.00438772+0.00235309j -0.000904561+0.00694329j -0.00391477-0.00545605j -0.00925456-0.020396j 0.000628883-0.00341789j 0.00698356+0.0113923j -0.0131246-0.0114039j -0.00316519+0.000832623j 0.015185-0.0324153j -0.0030368-0.0209292j 0.0125272+0.0158109j -0.0120638-0.034921j -0.0117939+0.00211779j -0.00763233-0.00818227j -0.00345123-0.029768j 0.00342412+0.0160149j 0.00687406+0.0129052j -0.008094+0.0128868j 0.0240694+0.00283497j -0.0293848+0.00100064j 0.00626857+0.00245246j 0.0131734-0.00167596j 0.0113054+0.000567515j 0.0028861-0.00495049j -0.00263968+0.00265462j -0.020081+0.00237185j -0.0046782-0.0206889j 0.00706066+0.00594651j 0.0279226+0.0072738j 0.00986903-0.00358567j -0.00713144-0.00496438j -0.0103481-0.0142767j 0.002579+0.0021594j -0.0115453+0.00932542j 0.00634356-0.0179364j -0.00165995+0.0132909j 0.00190833+0.000574704j 0.000739714-0.00224452j -0.00843113-0.0102363j -0.00831279+0.0014084j -0.00659736-0.00887344j 
-0.0277782+0.00308101j 0.019746+0.0304019j 0.013617+0.00201335j -0.00311303+0.0430719j -0.011305-0.0210165j -0.0100749+0.0154239j -0.00127152+0.0246334j -0.00855638+0.00251721j 0.00272997-0.0174593j 0.000973625-0.00658502j -0.000701901-0.00224009j 0.00996131+0.0109583j 0.00978125+0.013471j -0.00361398+0.00113817j -0.00951109+0.0324779j -0.0221249-0.0314288j -0.0126505+0.00695264j -0.00106143-0.00100767j -0.0303129-0.0294974j -0.024386-0.0130006j 0.00575293+0.00191227j -0.010444-0.00854754j -0.00506304-0.0401116j -0.00178184-0.0373585j 0.009227+0.0140852j -0.00429905-0.000367196j 0.0057651+0.00368104j -0.00183484-0.0108595j -0.00116844+0.00396964j 0.000407891-0.000720598j -0.00101114-0.00208598j -0.00575992+0.00721935j 0.00780446-0.00628843j 0.00203697+0.0049784j -0.00568262+0.00539609j -0.00560752-0.0110304j -0.00495735+0.0591546j -0.00709115+0.00166373j 0.00533839-9.31429e-05j -0.0226855-0.0113826j -0.00838578+0.0209945j -0.00774259+0.036339j -0.00605733+0.00438172j -0.00156929-0.0242115j 0.0060396-0.0160173j 0.0126168-0.00434996j -0.0042425+0.00456263j 0.0179715+0.00234425j 0.00556476-0.00214313j -0.0165777+0.00403283j -0.00818075-0.00435764j -0.0027527+0.00851692j 0.000210026-0.00109085j -0.000802868+0.00568636j -0.0196448+0.0486599j 0.0177852-0.0237176j 0.00348129-0.010778j 0.00558834+0.00846635j 0.004687+0.00339453j -0.00475203+0.0229028j 0.00973283-0.00199273j 0.00730984-0.0145868j -0.0114007+0.0124377j -0.0059578-0.0122793j 0.00132249+0.000676422j -0.0160227-0.00245606j -0.00226722-0.0190339j -0.00233717-0.00444043j -0.00517637+0.0258498j 
-0.000807509-0.0353852j -0.0323815-0.0326935j 0.0196779+0.0181256j -0.0367546-0.0186778j 0.0116332-0.00496294j 0.00524525+0.0167664j -0.00884866+0.00518749j 0.00194292-0.00433213j -0.00172469+0.000797916j 0.00776088-0.000303848j 0.00377125+0.00327153j 0.0021244-0.0074207j -0.0213684-0.00496777j -0.00730113+0.00404197j -0.024949-0.0282807j 0.0558852+0.0120568j -0.0218067+0.0200237j -0.0028946-0.0116243j -0.00259752+0.0185756j 0.0196481+0.00622803j -0.0220939+0.000314947j 0.010692+0.0166669j 0.015274+0.0399818j 0.00276758+0.0273611j 0.00303374+0.00210716j 0.00461962-0.00094652j 0.0111195+0.00693805j 0.00587992+0.0107608j 0.000691703-0.00132622j 0.00166362-0.00377504j -0.00251345-0.00405361j -0.00243255+0.0234781j -0.000230678-0.0225845j -0.00222374-0.0169352j -0.00124485-0.00530319j 0.00502941+0.00572671j -0.0347807-0.0263484j 0.0177199+0.0357514j 0.00264301-0.0162285j 0.00366659+0.0302989j -0.0166181-0.0242975j -0.0091023-0.0157823j -0.0287456-0.0202726j 0.0229381+0.0208852j 0.00405743-0.00508079j 0.0241059-0.0053045j 0.000193326-0.00387307j 0.0284205+5.82884e-05j -0.00524075-0.007581j -0.0166166+0.00379801j -0.0237019-0.00130577j -0.00451668+0.00836009j 0.00856506-0.0042513j 0.0126426-0.00213731j 0.00684063+0.0414012j -0.00197703-0.0148817j -0.00686941-0.00706192j 0.00188488+0.00727358j -0.00777918+0.00261011j -0.00239674+0.0117931j -0.00210175+0.00168707j -0.00529653+0.000716845j -0.00708991+0.000133216j -0.00487972+0.00132809j 0.000607325+0.00110755j -0.00553881-0.00330681j 0.000469512-0.0220025j -0.0133577-0.00928463j 0.00089771+0.0133863j 
-0.0114261-0.011606j -1.32437e-05-0.0142133j 0.0239868-0.0379439j 0.0129562+0.0257015j -0.00858384-0.00680868j -0.000363674-0.0128934j 0.000509595+0.0167902j -0.00526731+0.00853114j -0.00465346-0.0126017j 0.00361064+0.0102425j -0.00711348+0.00900405j 0.0179624-0.00271546j 0.00499982+0.000232469j -0.00696329+0.00677271j -0.0273268+0.0245003j 0.00160318-0.00306521j -0.0323492+0.0178189j 0.00966784-0.00548545j 0.0275472-0.0449367j 0.0162809+0.0466803j -0.000411075-0.00157898j 0.0106925-0.0199194j -0.000341985+0.0267094j -0.0102309-0.0108597j 0.0136399+0.0266595j 0.00572174-0.00930369j 0.00774363-0.00843065j -0.0029856-0.0214262j -0.00702781-0.00880762j 0.000443024+0.00128724j 0.00695138+0.00515131j 0.00305756-0.0106238j 0.0042253-0.00264834j -0.00468258-0.00798434j 0.00754414+0.00227737j 0.00380653+0.000385493j 0.000609163+0.0146j 0.00404069-0.00169567j 0.00302934+0.00328377j -0.000797742-0.0102911j -0.0053491+0.0125597j 0.0166786+0.00466494j 0.00037564+0.000914332j -0.0130254+0.00337625j -0.0151927+0.00120457j 0.017493+0.00276453j 0.00816174+0.00363407j -0.0275625+0.00236214j 0.00643619+0.0255984j 0.0135821-0.00524529j 0.0132282+0.0028968j -0.00185718-0.00365016j 0.000254907+0.00643285j 0.0225996+0.00939364j -0.00579622-0.00354108j -0.00118544-0.00151347j 0.00876756+0.00447897j -0.00373178+0.00527869j -0.00853403-0.00034206j -0.0064093+0.00224346j 0.000876535+0.000450972j -0.00302629-0.00102216j 0.00103868+0.00708381j 0.00426404-0.000326496j -0.000715837-0.000296088j -0.0310643+0.000903091j 0.00736167+0.00956201j -0.00334147-0.000500949j -0.00424345-0.00139612j 
-0.000621449-0.00584277j 0.000161516+0.00122177j 0.00113795+0.00255471j 0.00297038+0.00524393j 0.000955818+0.00258645j -0.00237665+0.00491966j 0.000368574-0.00271525j -0.000479258+0.00216988j 0.000851795-0.00354356j 0.00157048+0.00367992j -0.00100211-0.0019933j 0.00191304-0.000470321j -0.000785221-0.00320285j 0.000974364-0.00366983j 0.00408678+0.00262371j 0.000694351-0.00407728j 0.00174372+5.3129e-05j 0.000761563+0.00462605j 0.00683644+0.00703598j -0.00037382+0.010956j 0.00172283+0.0025312j -0.00435369-0.027372j -0.00274709+0.00308669j -0.00149005-0.0200849j 0.00231388-0.0124324j -0.000560285-0.00418003j -0.00131517+0.00552413j 0.000288107+0.0163934j -0.0011312-0.00545008j 0.00194447+0.0017753j -0.00337138-0.00636017j 0.000228879+0.0209516j -0.00160692+0.0339768j -0.000924351-0.0330369j -0.000315535+0.00419295j -0.00140156-0.00272802j 0.00194847-0.00875327j -0.00574729-0.0122564j 0.00341896+0.017221j 0.00251207-0.0010187j -0.00250506+0.000375477j 0.00245332+0.00319444j -0.00366665-0.00581555j -0.000927439-0.00193318j -0.00174222+0.00242245j -0.00193658-0.00490848j -0.00660139-0.00216879j -0.0134807+0.00308957j 0.00297373-0.000353829j -0.00995976-0.00164234j -0.0323393+0.0011825j 0.00508012-0.00468215j -0.00707846+0.00534531j -0.010142+0.00175077j -0.00359196-0.00890588j 0.00793947+0.00369442j -0.0121647+0.00263768j 0.0254671+0.00352332j -0.0263508+0.00281508j -0.00307094-0.00146769j -0.0170821+0.00111881j 0.0060696+0.00152052j 0.000671609-0.00443263j -0.00502578+0.00241573j 0.000426485-0.000171808j -0.0580634-0.000101039j 0.00833126+0.00126807j 9.92536e-05-0.00031941j 0.000532735-0.00204622j 
-0.00442863+0.00531507j -0.00675516+0.00188184j 0.00195551+0.00843515j -0.0012918-0.00477205j -0.00154856-0.00091611j 0.00028466+7.23357e-05j -0.00167126-0.00995144j 0.000696533+0.00414349j 0.00102825-0.00253219j -0.00110692+0.00447335j 0.000144598+0.00543465j 0.000663159-0.00907056j 0.00226961+0.000969527j -0.00123573-0.00354909j 0.00155408+0.00192504j -0.00452924+0.00841929j -0.00530324-0.000925873j -0.000180485-0.00159779j -0.00440658-0.0145624j 0.00399846+0.0135314j 0.00143838+0.000335197j 0.00479119-0.01175j 0.00171753-0.0275622j 0.00452384+0.0168291j -0.00553-0.0133442j -0.000856873-0.00460363j 0.00208111+0.0107669j -0.00133705+0.00449313j -0.00466247-0.0176654j -0.00127428+0.00014011j 0.00303366+0.00725376j -0.000899548-0.01753j -0.00237074-0.000406454j -0.00100549-0.0490999j -0.00471563-0.0173687j 0.00322036+0.00116157j -0.00261423+0.00138128j 0.00355916+0.0197017j 0.000118487+0.00581015j -0.00131489+0.00321323j -0.00108815+0.00901537j -0.00381727-0.00388857j -0.00130538+0.00268936j 0.00296248+0.00346391j 0.00458177-0.00369665j -0.00139366-0.00522216j -0.00136634+0.0105702j -0.0146792-0.00236507j 0.00394024-0.00542039j 0.00248002+0.0058528j -0.00492144+0.001618j -0.0075395+0.00581658j 0.0108724-0.00496942j 0.00028939+0.00174059j 0.000279987+0.019688j 0.00172608-0.0123811j -0.00678024-0.00485057j 0.00368199-0.000344449j 0.0124808-0.00576382j -0.00368093+0.00588112j 0.00910389-0.00426554j -0.00233228-0.00397993j -0.00738816+0.00722466j 0.000312803-0.0034062j 0.000701728+0.000294119j 0.119347-0.000359196j -0.0179052-0.0056413j -0.000885887-0.000682874j -0.00133751+0.00669248j 
0.00764132-0.00962951j 0.0190631+0.00830271j 0.000340709-0.003609j 0.00365486-0.00593446j 0.00121962-0.0106207j -0.00740239+0.00156075j 0.00411528+0.0119778j -0.000456733-0.00200852j 0.00029566-0.000478305j 0.00644332-0.00689906j 0.00176101+0.00590741j -0.000395868+0.0205589j -0.00258759-0.00279039j 0.00378705-0.008865j -0.0042902-0.00782161j 0.0058875-0.00557102j 0.0103068+0.0116021j -0.00414556-0.00725317j -0.000257169-0.0105997j -0.00169008-0.00611238j 0.00509653+0.000125466j -0.00499458+0.0135989j -0.0125828-0.00235131j -0.00295034+0.0192531j 0.00269607-0.00367376j -0.00646029+0.00669233j -0.0046194-0.0115459j -0.00311172-0.0312281j 0.00041175+0.00437848j -0.00052236-0.000709262j 0.0022707-0.00387393j -0.00129234-0.0213162j -0.000737449-0.0315569j -0.000622127+0.0180082j -0.000931102-0.0207145j -0.000653811-0.00112821j 0.00934559+0.00135877j -0.0130311-0.00237746j 0.00423331+0.010653j 0.00459676-0.0286406j 0.00112186+0.00257866j 0.00809013-0.00495983j -0.000407901+0.0105002j -0.00615028-0.00277284j -0.00849083+0.00592868j -0.0010361+0.00970919j -0.0133107-0.00421816j -0.00629177-0.00517836j 0.0011179+0.00889217j -0.0155588-0.00346156j -0.0418642+0.00737607j 0.000193271-0.00875705j 0.000355636+0.00427327j -0.00449391-0.00172512j -0.00102252-0.0516798j 0.00650742+0.0255963j -0.0217381+0.0173642j 0.0252756-0.000350602j -0.0206683+0.00107789j -0.00256691-0.0115247j -0.014628+0.00112753j 0.00892321+0.0193213j -0.000418213-0.020888j -0.00479071+0.00191943j -5.88259e-05+4.92031e-06j -0.0129675-5.58348e-05j 0.00356357+0.0100473j 0.00239054+0.00242233j 0.0011991-0.0152819j 
-0.000956935-0.00691221j 0.00386153-0.00262641j 0.00954558-0.018845j 9.8277e-05+0.0184409j -0.00517385+0.00318686j -0.00185968-0.000370829j -0.00134787+0.0114251j -0.00112624-0.00176146j -0.00130148-0.000616157j 0.00230946-0.00246982j 0.000117063-0.00993625j 0.00249072+0.00288595j 0.00187571+0.0033034j -0.00120665+0.0063191j -0.00932444+0.00898633j 0.00341739-0.0103373j -0.0103959-0.00294339j -0.00344108-0.000141427j -0.00273005+0.00550792j 0.0100835-0.00699025j 0.00551157-0.00107182j 0.00419505+0.00332688j -0.00915416+0.0182674j 0.00223062-0.0259752j 0.00382347+0.0101846j 0.00023267+0.00539916j -1.07276e-05-0.00101342j 0.00261285-0.00436695j 0.00230229+0.0102318j 0.00194563+0.000733499j -0.00139246-0.00746757j -0.00263461+0.0165499j 0.000116371+0.00685295j -0.000562636+0.0228314j -0.00121879+0.0160889j -0.00345372-0.000273366j 0.00269477+0.00336871j 0.00237205-0.0118975j 0.00353381-0.00160709j 0.00358468+0.0016156j 0.000679773-0.00297919j 0.00517192+0.00501229j -0.00304788-0.00328502j -0.00459366-0.000442749j -0.00525264-0.00120381j 0.00363457+0.000567816j -0.0130759+0.00387234j -0.033583+0.00924146j 0.00547191+0.00197652j 0.000958448-0.00204j -0.0259542+0.00475172j -0.0197417+0.00316462j 0.0291238-0.00445905j 0.0100643-0.00173834j 0.00532116-0.000213013j 0.0011887-0.00102571j -0.0235518+0.00409315j 0.0114863+0.00529312j 0.0192755-0.00299217j -0.00749087+0.00514691j 0.0129756-0.00464007j -0.00118349-0.00647283j -0.0090134+0.00656205j 0.000584357+0.000602624j 7.78983e-05-0.000369685j 0.14534+0.00361075j -0.0184546+0.00350332j 0.00111045+0.00106586j -0.0013528-0.000794676j 
-0.0144058+0.00685219j -0.0208673+0.0119191j -0.0108141-0.022216j -0.000854219-0.0116808j 0.00651438+0.00597714j -0.00134326-0.015483j -0.00415336-0.00908026j 0.00406776+0.00389961j 0.00303489+0.00874947j -0.00143168+0.00076605j -0.00423913-5.20762e-05j -0.00826909-0.0307984j 0.00117482+0.00611501j 0.00628534+0.0167612j 0.0253787+0.0238635j 0.0101823+0.032807j -0.0115178-0.0309157j -0.00315641-0.0181079j 0.0191553+0.0066457j 0.00632774+0.0118479j -9.39214e-05-0.0100358j 0.00886408+0.0231404j -0.00134198-0.014329j -0.000546572-0.00745382j 0.00641836+0.0231493j 0.00201396+0.00521811j 0.00878064+0.0211804j 0.00539875+0.0130815j -0.00354467-0.00653147j -0.000861233+0.00210927j 0.00685218+0.0193957j 0.000492173-0.0192492j -0.00285473+0.00251924j -0.00557126+0.00491113j 0.00330386+0.011368j 0.0041247+0.00633254j 0.0045015+0.00377914j 0.00801899+0.0331742j -0.00225372-0.0302193j 0.00800056+0.0376517j 0.00103045-0.0117905j 0.00532685+0.00239507j -0.0110294-0.0192964j -0.000105618+0.0109808j 0.000563834-0.0200036j -0.0101794-0.0171668j 0.0021716+0.0237662j -0.0171213+0.00395059j -0.0091987-0.0239126j 0.00873357+0.0138796j -0.0098605-0.0131552j 0.00979138+0.0128517j -0.00865856+0.00187364j -0.00844408+0.0155056j 0.0282574+0.125981j -0.0130014-0.0713978j -0.0129188-0.0480414j 0.0131522+0.0118619j -0.0121322+0.00252403j 0.00805904+0.0486553j -0.0134174-0.0167885j -0.00392082-0.0460449j 0.0163635+0.0711508j 0.00148071-0.0254056j -0.000360353-0.0015178j -0.0244268+0.0015695j 0.00343767+0.000885257j 0.0098722+0.0074498j 0.00235439+0.0260973j 
0.000881965-0.0333415j 0.0206294+0.0313677j -0.00742282-0.00604502j -0.0298248+0.00955524j 0.00801675-0.0012955j -0.000481368+0.01459j -0.00820856+0.00647345j 0.00168647+0.00537666j 0.00692058-0.00878211j 0.00133031-0.00278647j 0.00728294-0.000696875j -0.020138+0.0124263j -0.0120255-0.00512099j 0.00548446-0.0106553j -0.00896287+0.0124524j 0.038858-0.00474819j -0.0114781+0.00150077j -0.0196171-0.00412742j -0.00913943-0.000873026j -0.00141878+0.0089262j -0.00642641-0.00372557j 0.00518683-0.00758588j -0.0249469+0.00103686j -0.0162824-0.0140127j 0.00838209-0.00949157j 0.000613445+0.00845766j 0.0163546-0.000537994j 0.0107095-0.0170327j 0.00222471+0.00207128j 0.00202862+0.00155849j 0.00346647-0.0101563j -0.00396737+0.0034446j 0.0064681+0.00121518j 0.00367678-0.00661314j 0.00910399-0.0146407j -0.00283173-0.00528944j 0.018382-0.0109584j 0.0100252-0.00771019j -0.0107749+0.0157642j 0.0091341-0.0145346j 0.00909767-0.0109408j 0.0136027-0.00385395j 7.71655e-05-0.00670851j -0.0175711+0.00575225j -0.0231407+0.000293263j -0.000686498+0.00698096j 0.00749019+0.00597359j 0.0287872+0.00111493j -0.0341296+0.0117095j 0.000896581-0.00331586j -0.00962553-0.00178908j 0.000636109+0.000565648j 0.00798062+0.000402509j 0.0209413+0.00191744j 0.0481934+0.00648961j -0.0293682-0.00555026j -0.0183653-0.00441836j -0.00918312+0.00113807j 0.00427758+0.0011146j 0.00472225+0.0121022j -0.000134636-0.00192175j -0.00381898-0.0133841j 0.0296617+0.0315572j 0.0068214-0.0207397j -0.00244546-0.00514173j 0.00390426+0.00703375j 0.00422645+0.0402836j 0.0164662+0.00890025j 8.25422e-05-0.0161797j 
0.0477+0.0434197j -0.0531366+0.060119j 0.0197738-0.00848592j -0.00809065+0.0434712j 0.0148115-0.0082623j 0.00789572-0.00665348j -0.00566577+0.0067267j 0.000527693-0.000375211j -0.000166752-0.00462501j -0.00136508-0.0039559j -0.000420657-0.00465714j 0.0132156+0.00974576j -0.0166419+0.0181431j -0.0055964-0.000287772j 0.0102741+0.0413719j 0.0285245-0.0429955j 0.00226513+0.00502653j 0.0251483+0.0122197j -0.00122251-0.0284467j 0.00010674-0.0218236j -0.000988528+0.00712272j 0.00717689-0.0135379j -0.000745649-0.0431682j 0.010895-0.0197756j -0.00695036-0.000768547j -0.00376535-0.00420184j -0.00222452-0.0116511j 0.0106377-0.00391575j 0.00350948+0.00214506j -0.00131684+0.00133979j -0.00300527+0.00239205j 0.0103153-0.00919312j -0.0040109+0.00690768j 0.00157185+0.0113998j 0.00288855+0.00369456j 0.000348046-0.00440484j 0.00180471+0.0228781j 0.0100476-0.0163935j 0.00735591+0.00297065j 0.0125634-0.0029476j -0.00040026+0.0122208j 0.00699037+0.00187632j 0.00116122+0.0117166j 0.000708026-0.0080416j -0.00842328-0.00370825j 0.0273784+0.0046748j 0.000457581+0.00182539j 0.00575232+0.000328607j -0.00275344+0.0178998j -0.00105575-0.00527177j -0.00519472+0.00173325j -0.00475627-0.00402034j 0.00547665+0.0013499j 0.0124783-0.000537926j -0.0153477-0.0225954j 0.00471444+0.00973844j 0.010957+0.00726708j -0.00561856-0.00147967j -0.0136035+0.00101498j -0.0121107+5.21547e-05j -0.00346997-0.000964769j -0.0023967+0.000379893j -0.0137296-0.0108001j 0.00289674-0.00451347j 0.000161275+0.000155927j -0.00492323+0.000297703j 0.00968124+0.00320609j -0.0101685+0.00111885j -0.00141856+0.00551922j 
0.0509056-0.0516689j 0.0463163+0.0404884j 0.00244377-0.0376293j 0.023274-0.0068568j -0.00434657+0.00922094j 0.00158962+0.00308962j 0.0152759-0.00264432j 0.00131343+0.0135394j -0.0132451-0.0024898j 0.00623539-0.00139598j 0.00185056-0.00134581j 0.00857089-0.0188199j 0.000197639-0.00454821j -0.00104781+0.00450378j -0.0123402+0.039957j -0.00080967+0.0340872j 0.0300811-0.033311j 0.00408127-0.0281057j -0.0130275+0.00369435j 0.00487624+0.0308652j -0.00292917-0.0157253j -0.00431688+0.00708381j -0.0101719-0.0106849j -0.00242629-0.0369492j -0.00766651+0.0171623j -0.00339566+0.0152093j -0.0150126+0.0181558j -0.00050348-0.014376j 0.00426481-0.00404406j 0.00173151+0.005065j -0.00336025+0.00619553j -0.000273383-0.0156155j 0.00335493+0.00858293j 0.00796356+1.04431e-05j 0.0042701-0.0007828j 0.00128043-0.000404694j -0.00435144+0.00154779j -0.00680529+0.00729659j 0.00379591-0.00189056j 0.00333208+0.00266797j 0.0154908-0.00169684j 0.00598761+0.0101621j 0.00800326-0.011634j -0.000261802-0.00773221j 0.0044457-0.0178838j 0.0100032-0.0129008j -0.0114887+0.0146818j 0.0109755+0.00242967j 0.0245122-0.00777163j -0.0120203+0.00482362j 0.00627921-0.00519183j -0.00199983+0.00509987j -0.00177784-0.00039293j -0.00663237+0.00350326j -0.0204292+0.0389596j 0.0108206-0.0237392j 0.00218797-0.0175563j -0.00370014+0.00286382j 0.00882682+0.00308599j 0.0119733+0.0151872j 0.000342098-0.00548284j 0.0045607-0.00492257j -0.0204445+0.0125905j -0.00673363+0.00399298j -0.000162775+0.00115789j 0.000416341-0.0034532j 0.00193464-0.0249579j -0.00301099+0.00682071j 0.0080088+0.0192754j 
