0.0135036-0.0133498j 0.00559338+0.000701241j 0.00263334+0.0145066j -0.00777582-0.00574497j 0.00393201+0.0191234j -0.0100715-0.0153056j -0.00973006+0.0195889j -0.00579348+0.00829357j 0.00431359-0.00317561j -0.00861766-0.0486904j 0.0142679-0.0126963j -0.0142278-0.00493021j -0.0284668-0.0237333j 0.0251535-0.0425529j 0.00607838+0.00794142j -0.017017-0.00516974j -0.00400732-0.0094612j -0.00224738+0.00108785j 0.00632257-0.0047139j -0.00345853-0.00281215j 0.00464385+0.0106215j 0.00679209-0.0116678j 0.00847748-0.00186632j -0.00369638+0.00610455j -0.00245431+0.00597875j 0.00939586-0.0107277j -0.00040619+0.0166465j -0.0111028-0.00567151j 0.00323608+0.00526985j -0.00116656-0.00171251j -0.00342928-0.00267482j -0.00130763+0.0097351j -0.0127957+0.000348552j 0.00821335-0.00255268j -0.00894824+0.00208329j -0.00377971+0.00147855j 0.0129248+0.000688387j 0.00803332+0.0029275j -0.00439577-0.0134746j -0.00854701+0.00750418j 0.000152501-0.0102284j -0.0108076+0.0113524j -0.0173113+0.000586467j -0.0117293+0.0148723j 0.00303152+0.00541062j 0.0189632+0.0177375j 0.011819-0.00461366j -0.00166385-0.000237396j 0.00179222-0.00481832j 0.000921319+0.0013108j -0.00159365+0.000299202j 0.00189018-0.00177207j -0.00310401-0.00249807j -0.00237672-0.0051051j 0.000892073+0.000627478j 0.000644745+0.0110897j -0.00736027+0.000134372j -0.00114861-0.00269075j 0.00666961+0.00458982j 0.00365004+0.0110413j 0.00732271-0.00412686j 0.0110726+0.00401224j -0.00677723-0.00409879j -0.00955789-0.000752515j 0.000756182+0.00665314j -0.000691863-0.000977052j 0.00387677-0.00892058j 0.0144501+0.0144143j 0.0080633-0.0120091j 
0.00576708-0.00743297j -0.00611307-0.00119528j 0.0162418+0.00194712j 0.0120661-0.00468549j -0.00168189-0.00725527j 0.00504884-0.00415126j -0.0322534-0.00182399j 0.00408357+0.00122262j 0.0192547+0.00604093j 0.0112871+0.00430611j -0.00802421+0.00440218j -0.00835269+0.0165282j 0.0459852-0.0180655j -0.0217323+0.00804338j 0.00449723+0.0059809j 0.0175016-0.0110592j 0.0128306-0.0146716j -0.0132636+0.0121054j 0.000474086-0.0102588j 0.00113808+0.00276703j -0.00981468+0.00129745j -0.00518489+0.00286221j -0.0142102+0.000284533j 0.00651979+0.0108349j 0.0113766+0.00925174j 0.0028314-0.000587509j 0.0191314-0.0104377j -0.00780145-0.00165654j 0.0112277+0.00414736j 0.00488495+0.00441136j -0.0208936-0.0138459j -0.0143588-0.00336377j -0.0468039-0.00823289j -0.0163003-0.0112621j 0.0108677+0.016865j -0.0149056-0.00648302j 0.00875029-0.016275j 0.0409312+0.00824349j 0.0248705-0.00731388j -0.0152731+0.00717887j 0.0219369+0.0185612j -0.0161338+0.00330972j -0.0105849+0.0014969j 0.00711296+0.00907348j 0.00857192-0.00366154j -0.00957183-0.0193631j -0.00311095-0.0104783j -0.000723937+0.00290245j 0.0133802-0.0063844j -0.00312842-0.0114659j -0.00293286+0.00022352j 0.00127124-0.00099088j 0.0057778+0.013392j 0.0154856-0.0143824j 0.00909598+0.00123213j 0.011811+0.00362554j 0.00579859+0.00945556j 0.00744388-0.0145474j 0.022127+0.0051288j -0.00385883-0.0118244j 0.00724791-0.0230829j 0.0245559-0.00206622j 0.00541539+0.00697557j -0.0122882-0.00712105j -0.00148505+0.00204627j -0.0068505-0.000588647j 0.00153017-0.00303278j 0.00480082-0.00233974j 0.00362408-0.000650344j 
-0.00992011+0.00338336j 0.0180477+0.005976j -0.014045-0.00232318j -0.0214895-0.00186872j 0.00884209+0.0112422j -0.00341489-0.0115588j 0.0380954-0.00470564j -0.0180794+0.0094636j 0.00489613-0.00583135j -0.00749853-0.0104659j 0.0118903+0.000259741j 0.0166884-0.00752756j -0.0249594-0.0238724j -0.0356718+0.00865366j 0.00545383-0.00388135j -0.000107091-0.00221873j -0.0123251+0.00189458j 0.0129672-0.000174695j 0.0117606+0.00955293j 0.00349067-0.000468243j 0.0200451+0.0153244j -0.00686996+0.00171101j 0.00536571-0.00975925j 0.00927703-4.58725e-05j 0.0116215+0.00257058j -0.0186945-0.0023788j 0.00163758-0.00798456j 0.0142997-0.000165668j 0.00737013-0.00449829j 0.00457608-0.00602741j -0.00636368+0.00504239j -0.0107479+0.00245653j -0.00653135+0.0159928j 0.000392375+0.00606276j 0.0079592+0.00894431j -0.0237351+0.000867174j -0.0107252+0.00468941j 0.0126665+0.00262567j 0.0189149-0.00228553j 0.00864891-0.0101598j 0.0184626-0.012555j -0.0232831-0.00770938j 0.0214698-0.00146405j -0.0103556-0.00191079j 0.0104862+0.0119307j 0.0164122+0.0040041j -0.00187765+0.00998168j -0.00333625+0.00651836j 0.00415807+0.00284766j 0.0029729-0.000296402j 0.000938425-0.00639315j -0.00201095-0.0278448j 0.000638014+0.00532463j -0.00258758-0.0284258j 0.0091401-0.00104895j -0.0080111-0.0212097j -0.0100661+0.0120138j 0.0082893+0.00154749j 0.00404088-0.00963708j 0.00847765+0.00716511j 0.00413006+0.0138281j 0.00316224+0.0161626j 0.00171436-0.00203269j 0.00931718+0.00182618j -0.00341945+0.0019435j -0.00417191+0.000172309j -0.000114024+0.00166432j -0.000316581+0.00182817j -0.00142387-0.0024096j 
0.00301469+0.00189333j 0.00645559-0.00646631j -0.00778974+0.00232982j 0.00586331+0.0137787j 0.00258585-0.0190283j -0.0205894+0.00745453j -0.0118243-0.017959j 0.0107558+0.0164656j 0.00484455+0.000575374j -0.0165166-0.00799764j 0.011868+0.00114728j 0.00505646-0.00308212j -0.0426833-0.00990304j 0.0179562+0.0377507j -0.00308044-0.00130407j -0.0170793+0.00698042j -0.0133927+0.00953218j -0.00475268+0.00276927j 0.0158178+0.00939735j 0.00689069-0.00337516j -0.00102852+0.00490237j 0.00944164-0.00403938j 0.0100199-0.00808539j -0.00904069-0.00349225j -0.00693914+0.00454072j -0.00154764-0.0017349j 0.0128095-0.00397421j 0.0138347-0.00554932j 0.00594419+0.00540439j -0.00125141+0.00583456j -0.00262031-0.00713312j 0.0204131-0.00830281j 0.00674407-0.00362935j 0.00994878-0.00218967j 0.0177424+0.00405789j 0.000168512-0.0310548j 0.00112726-0.00783785j -0.0169843+0.0122411j 0.00290158+0.00044384j 0.000297968-0.00301425j -0.0144667+0.0126131j -0.00839201-0.0103026j 0.00210036+0.00683464j -0.00254643-0.000727815j 0.00824682+0.00657744j 0.00611157+0.00199044j 0.00710649+0.00640294j 0.00923935-0.0046692j 0.000758144-0.000697739j -6.12598e-05-0.000133288j -0.00899415+0.00419424j 0.0052926+0.00342371j 0.00447973-0.000375177j -0.00649798+0.00872136j 0.00854786-0.000347886j 0.0258091-0.00227544j 0.0107304-0.00274215j -0.0122913+0.00817416j 0.0149162+0.0080937j -0.000488047-0.00561412j -0.0353501-0.00480492j -0.00963961+0.00210331j -0.00245411-0.00640836j -0.000848121-0.00101038j 0.00126978+0.00271832j 0.00248652-0.000204915j -0.00711098+0.00381756j 0.0105275+0.000273833j -0.00426637-0.000365161j 
0.00859652-0.00331124j 0.000908362-0.00492556j 0.00229609-0.00647781j -0.0213197+0.00454897j 0.01597-0.00789146j 0.00115152+0.00963185j 0.00325288-0.00904535j 0.00817567-0.00252401j 0.0047457-0.00103532j 0.0362044-0.000169237j -0.0172276-0.00394213j 0.00626756+0.00844695j 0.0143938-0.00635657j 0.0143444+0.014655j 0.0089313+0.00388484j -0.00637434+0.008752j 0.00710005-0.000186466j -0.00130366+0.0106808j 0.014425+0.00381151j -0.00471879-0.01113j -0.0131805+0.00371685j 0.00039326-0.00214485j 0.00888807+0.0175996j -0.0202611-0.0210273j 0.00203596-0.00189961j -0.00226495-0.00250634j 0.0159444-0.00675073j 0.0160079+0.0122625j 0.00529216-0.0125308j -0.00594518-0.0129287j 0.00802199+0.0315279j 0.0118743+0.0402714j -0.00225416+0.0343276j 0.0131397+0.0286459j 0.0080719-0.00112126j 0.00651739+0.0423113j 0.00263806-0.00107545j 0.00166394-0.0355643j 0.0160568-0.0112821j -0.00458866+0.0121642j 0.00133347-0.00906512j -0.00604083+0.00784903j -0.00972219-0.00494141j 0.00384753-0.00119455j 0.00336415+0.00970423j 0.00308606-0.0096174j 0.00260487-0.0077436j -0.00539708+0.00625877j 0.00750347-0.00155376j 0.0114284-0.0145048j 0.00678206+0.0014029j 0.0176935+0.00596451j -0.0202681+0.00423168j 0.024711+0.00595475j -0.00685528+0.00392644j 0.0171228+0.00889577j -0.00950424-0.000183186j 0.0154717+0.00538731j 0.012463+0.0152663j 0.000668262-0.00602064j 0.00938137-0.00431102j -0.000260332+0.00624422j -0.00315665-0.00269253j 0.0117223+0.00258725j -0.00252955-0.00230791j 0.00322723+0.00152011j 0.00547964+0.00436587j 0.00570307-0.00324485j 0.0031998-0.00282809j 
0.00503145-0.00312391j -0.00503713-0.0032998j 0.00127705+0.00201616j 0.00688334-0.00443662j -0.0101897-0.00170235j -0.00968049+0.00133254j 0.0223354+0.00575203j -0.00307252-0.00342587j 0.0366733-0.016494j 0.0103223-0.00826009j 0.0126343-0.00894778j -0.018397-0.0184125j 0.0120734+0.0149303j 0.00695674-0.00206693j 0.000988173+0.0084786j 0.00387987+0.00359685j -0.0129349+0.00903845j -0.0104704-5.05819e-05j 0.00937778-0.00510983j -0.00646014-0.00497834j 0.00168711-0.00061416j 0.00858194+0.00113974j 0.00731407-0.0196429j -0.0283786+0.0187601j -0.00927307-0.00805241j 0.0134697-0.00145781j 0.00334762-0.000912185j 0.00542881-0.0146655j 0.00655943-0.00903709j 0.00331211-0.00677101j -0.00842931+0.00987863j -0.000988275-0.00967344j 0.0126583-0.00395659j 0.00159833-0.00639661j 0.0137979-0.0132845j -0.0190431+0.0217352j -0.00939562-0.00448692j -0.0131959+0.0202935j 0.000566254+0.00701672j 0.00638209-0.0179921j -0.0193525+0.0158464j 0.000631595+0.00862173j -0.0195294-0.00948815j -0.00434796+0.00166056j 0.00492107+0.00349203j 0.00238399+0.000580334j -0.00826686+0.00370342j 0.00804796-0.0110738j -0.00532387-0.00299795j 0.00782171-0.0190886j 0.00647863+0.0095821j -0.0027872+0.00384368j -0.00650038-0.00108052j -0.0202386-0.00217675j -0.0231483+0.00130734j -0.0008695-0.00512707j -0.00468503+0.00361686j -0.00249927-0.00442121j -0.0124387+0.00207448j 0.00717973-0.019162j 0.0138488-0.0113379j -0.0128279+0.00109319j -0.00169684-0.00502134j 0.00983921+0.00233416j -0.00288084-0.000722664j 0.0029459+0.00125303j 0.000395045+0.00501195j 0.0149342+0.00397067j 0.00227094-0.00441397j 
0.0144175-0.00537938j -0.0101987-0.00249603j 0.00767707+0.0014976j -0.0291695-0.00264207j -0.00415109+0.00289409j -0.00719841+0.00365235j 0.0442315+0.00878198j -0.00746809+0.00506117j -0.00551123-0.00342193j 0.0392454+0.00667415j -0.000117944-0.00780869j -0.0216739+0.00618949j 0.0255947+0.00684837j 0.0220248-0.00793499j 0.0137853+0.00626144j -0.0024718+0.00840022j 0.00986894+0.0027803j 0.00325028+0.00896779j 0.0163512+0.0127715j 0.00331411+0.000155867j -0.0051837+0.0123298j 0.000971685-0.00102615j -0.0173736+0.00973605j -0.00442248-0.0117046j 0.00469993+0.0105612j 0.00294428-0.0167332j 0.00418158-0.0131047j -0.0167624+0.0231477j -0.00332176+0.010966j 0.00210527+0.00747893j 0.0057674-0.0147253j 0.00466141-0.0104823j 0.011406+0.0192903j 0.00495659+0.0135194j -0.00969113+0.0364735j 0.00698357-0.0456692j -0.00458288-0.0120932j 0.0101954+0.000748348j 0.00194153+0.00545778j -0.00971099+0.00474216j 0.0143182-0.0059228j -0.00911655-0.00303312j -0.0112099+0.00584774j -0.00161533-0.00492016j -0.00184618+0.01373j 0.00240374-0.0129269j 0.00918957+0.00160084j 0.00273047-0.000208364j 0.000612895+0.00112599j 0.00127225-0.00839537j -0.00460565+0.00160696j -0.00955424+0.00115206j 0.0129278-0.000606689j -0.0162829-0.000607419j -0.00245469+0.00445841j -0.00589504+0.00225873j 0.0124801-0.00172484j -0.00944527+0.0059428j -0.00110028+0.00792102j -0.0104926-0.00736602j -0.0045933+0.00789044j 0.010389+0.00610171j -0.00685457-0.000308028j -0.00876318+0.00401095j 0.00170427+0.00229231j 0.00219831-0.000428987j 0.00880666+0.00670876j 0.00763339-0.00313147j 0.00957364+0.00054189j 
-0.0176785+0.00424304j 0.0168828+0.00771416j -0.0136637-0.0141893j -0.00488491-0.00349614j 0.0358799+0.00882364j -0.00552914-0.00872918j -0.0231423+0.00326432j 0.0321526-0.000999606j 0.00195631+0.0214405j 0.0178331+0.0062877j -0.0144277+0.0121721j 0.0448507-0.0135064j -0.0125935+0.00121893j -0.0189628-0.0137233j 0.000942635-5.3944e-05j -0.0128022-0.0118927j 0.00272431-0.00838768j -0.00234655-0.00134383j 0.0120042+0.0215305j -0.0104717-0.00978277j 0.0157794+0.00318226j -0.00794167-0.00207748j 0.025815+0.00557008j 0.00847658-0.012137j -0.00804606-0.00533723j -0.00462902-0.00365731j -0.0106024+0.00586171j -0.00321078-0.00377357j 0.00378465+0.00935904j -0.00352682-0.00126951j -0.00746799-0.00937098j 0.0175401+0.00360544j 0.00752193+0.0088699j 0.0112969+0.010295j 0.0114166+0.012621j -0.00595801-0.0127362j 0.00646128-9.93672e-05j 0.00785569+0.00485609j 0.00670309+0.00887589j 0.00395195-0.00295372j -0.00372955+0.00205978j 0.0096208+0.00652524j 0.00908141-0.0196262j -0.000221165+0.00434733j -0.00475381+0.00589328j -0.000172588+0.0138251j 0.000380865+0.00780394j 0.000187812-0.00220243j -0.0083225+0.00160913j -0.0126755-0.0181743j 0.00380111+0.000324887j -0.00197423+0.00617554j 0.000655807+0.0042378j -0.00848875+0.00999653j 0.00936324+0.00315339j -0.013128+0.00254958j -0.00426984+0.00421379j -0.000372909+0.00133801j 0.00443272+0.0145156j 0.00523183-0.00992945j -0.00450573-0.0126883j -0.00289852+0.0020369j 0.00382896-0.00918595j 0.0053463-0.000858475j 7.34281e-05+0.00213236j 0.00168705-0.00056043j -0.00374902-0.00194918j -0.00482327+0.00466657j -0.00441946-0.00733395j 
0.0151954-0.00340041j -0.00554405-0.00387249j 0.0117447-0.00735236j -0.00786068+0.00563718j -0.00807205-0.00234189j -0.00193191+0.00771441j 0.0133078+0.00919756j -0.0154458+0.0234315j 0.00740701+0.02669j -0.00698297+0.0256838j -0.00280319+0.00240485j -0.0358151+0.0208259j 0.00899399+0.0136259j 0.0180237-0.00459444j 0.00435772+0.00788962j -0.0169425+0.00783854j -0.00169716+0.00261383j 0.0139919+0.00563075j 0.00500438+0.00515501j 0.00211108-0.00105321j -0.00301294-0.0133021j -0.00425868-0.00344845j 0.0228848-0.00465231j -0.0346007+0.0107907j 0.00249469+0.0085001j -0.00849228+0.00319191j -0.0110685+0.00730236j -0.00662506-0.00442871j 0.00698289-0.00205137j 0.00165229-0.000119741j -0.0200091+0.0102865j 0.0101473+0.0108739j -0.00411598+0.00780744j 0.00710875-0.000277097j 0.0178922-0.00487692j -0.0259177+0.00961844j -0.0140544+0.00380012j -0.00313432+0.00868226j 0.00632246-0.00300707j 0.00273379-0.0097359j 0.00474588-0.00937289j 0.0147006-0.00667181j -0.0116062+0.00843658j -0.00657757-0.00852358j -0.0119213+0.00961865j -0.0123118-0.00295549j 0.00401211-0.00284687j -0.00350118+0.00443964j -0.0109793+0.00294387j -0.0232581-0.000570026j 0.00884829-0.00427485j 0.0114306-0.0135113j -0.00834361+0.00395329j 0.00542002-0.00742516j 0.0154616-0.00241981j 0.0158065-0.0166964j 0.0107004-0.00156505j 0.00983524-0.00653265j 0.0188795-0.0081555j -0.0199111-0.00307465j -0.0190905+0.00267232j -0.0127977-0.00451959j 0.00624865-0.000772569j -0.00765343+0.000514273j -0.00160743-0.000944328j 0.00318305+0.000471304j -0.000127138-0.0010778j -0.00569368-0.00177008j 0.00489748+0.00190801j 
0.0145454-0.00115819j -0.00360211-0.00619946j 0.0129567-0.00992214j 0.00551366+0.00184543j 0.01535-0.000771282j -0.000809316+0.0058793j -0.0322392-0.0090892j 0.00291493-0.0344423j -0.00731506-0.0269072j -0.016982-0.00270896j -0.0128984+0.000542479j -0.0263061+0.00620223j 0.00624071+0.0058863j 0.015628-0.00769285j -0.000279989+0.00875455j -0.0222559-0.00115485j 0.0043056-0.00111534j 0.00467495+0.0042833j 0.0139485+0.0128019j 0.0084807+0.00817962j -0.00194069-0.000112996j 0.00150762+0.0107483j 0.0141309+0.00622269j -0.0238693-0.0103017j 0.00402708-0.00228686j -0.0127998-0.0256653j 0.000883448+0.00802389j -0.0154706-0.00226063j 0.0100537+0.00237955j 0.00291508-0.00129004j -0.0142856+0.00455432j 0.0210511+0.0126872j 0.00184843+0.00547482j 0.00644273+0.00621784j 0.0221786+0.0132322j -0.0200216-0.0160482j -0.00385152-0.00341543j 0.0044916+0.00209044j 0.00361345-0.00557317j -0.00566011-3.00619e-05j -0.0016125-0.00518296j 0.00626577-0.00993519j -0.00206261+0.0119126j 8.65747e-05-0.00725746j -0.00592853+0.00912423j -0.0103051-0.00579486j 0.000551324-0.00649844j 0.0161028+0.00741448j 0.00558967+0.00105924j 0.032732+0.00163016j -0.0190969-0.00966725j 0.00449289-0.009622j -0.000398079+0.00493368j -0.00234972-0.001929j 0.000824291-0.00229554j 0.0120685-0.00933445j 0.00373435-0.00364321j 0.00387125-0.00521502j -0.0117587-0.00553793j 0.014377+0.00283455j 0.0209995+0.00394452j -0.00455489-0.0050807j 0.00724192+0.00109498j 0.00215975+0.000640055j -0.000685956+0.00202036j 0.00272424-0.000226998j -0.000960709-0.00100454j -0.00555259-0.00307683j 0.00141666+0.00266897j 
-0.0159664+0.000293149j 0.01144+0.00698394j 0.00201779-0.00851536j -0.0401351-0.0122881j 0.0169025-0.00767583j -0.00237276+0.010036j 0.022326-0.0139282j 0.0156641-0.0158857j -0.045411-0.00298029j 0.0326929+0.00481847j -0.019179+0.00934288j 0.0415329+0.0147107j 0.000561811-0.00772118j 0.0127617-0.00783264j 0.000365321+0.0111025j -0.00845138+0.00929567j -0.00104165+0.0036926j 0.00801437+0.00192009j -0.00849431-0.00946885j -0.00752607-0.00146522j 0.000976865-0.0051655j 0.00538444-0.016952j -0.000149521-0.0184923j -0.00219561+0.0362139j 0.00613557+0.0207137j 0.000205353+0.0171914j -0.000940669-0.00766536j 0.025389+0.00353568j 0.00577649+0.00111026j -0.000421704+0.0096002j -0.00228298-0.00968749j 0.00492525-0.0309339j -0.00381574-0.0122374j -0.000210459-0.0180878j 0.00750412-0.0191678j 0.000560563+0.00322222j 0.00276351+0.00417454j -0.0115995+0.0214234j 0.00355393-0.00561087j 0.00570334-0.0102012j 0.00526401+0.00987234j 0.00498916-0.012157j -0.00883555+0.00974605j 0.00687978+0.00460529j -0.0115494+0.00317163j -0.00827159-0.00327506j 0.00264486+0.00675541j 0.00613006-0.0111002j 0.00512552+0.00101013j 0.0156233+0.00741128j -0.00704091+0.00333844j 0.00160093+0.00400993j 0.00511572-0.00247923j -0.012482-0.000741916j 0.0105505-0.00424179j 0.0146784+0.000665913j 0.015891+0.000174179j -0.00536989-0.00200432j -0.00273045-0.00298278j 0.00862648+0.000837191j -0.00209368-0.00364192j 0.00882772+3.48731e-05j 0.00887641+0.000319826j -0.00162094-0.000326656j -2.0541e-05-0.00185538j 0.00184205-8.96455e-05j -0.00244049-0.00210432j -0.00307636+0.000477168j -0.000833431-0.002363j 
0.009977-0.00449389j 0.000158411-0.00490835j -0.00412768+0.00935399j -0.0123813+0.00226863j 0.00489919+0.00665944j 0.0149829-0.00287097j -0.030656+0.0108694j -0.024685+0.0126597j -0.0212767+0.000444504j 0.0190535-0.0213177j -0.0130882-0.00853708j -0.00232808-0.0106563j 0.0235764-0.00290718j 0.00450757-0.00646184j 0.00623275+0.00849207j -0.00473936-0.00618093j -0.00316233+0.00431496j -0.00888517+0.00491856j 0.0129848+0.0132132j -0.00102718-0.00071107j -0.00162816-0.00250111j 0.00702625-0.014344j 0.0108508+5.77906e-05j -0.0224366+0.0107104j -0.00396786+0.0143472j -0.0119849+0.0124846j 0.01884-0.00974516j 0.00496725+0.00303645j 0.00719117+0.00902175j -0.00321079+0.00595236j -0.00458017-0.00991874j -0.0023146+0.00929597j -0.00591995+0.0118577j 0.00519437+0.00835815j 0.017808+0.0106489j -0.0105066+0.00293201j 0.00136008-0.00704135j 0.000919598+0.00153991j 0.00932203-0.00887445j 0.00144197+0.000754983j -0.00218622+0.017373j -0.0113589+0.00321994j -0.00193331-0.00376103j 0.00173064+0.00742194j 0.00956256-0.000744118j 0.00765497-0.0137176j -0.00557558-0.00441123j 0.00244563+0.0115409j -0.00359744+0.00631996j -0.0186709+0.0351302j 0.00624479-0.0184419j -0.0130216+0.00941587j 0.00521488+0.00792069j -0.026429+0.0104772j -0.0139667-0.003113j -0.026495+0.0233597j 0.00418937-0.00450365j 0.00468616-0.00974076j -0.00572142-0.00544174j -0.00344424+0.00892298j 0.00621414+0.00714911j 0.00544852-0.00153686j -0.00136921+0.000961618j 0.000560449+0.00145693j -0.00274721-0.000346411j 0.00104889+0.000460659j -0.000449914+0.000589322j 0.00801316-0.000188731j 3.89014e-05-0.00325462j 
-0.00312942-0.00356072j 0.00220735+0.0016273j -0.0164455-0.0141264j -0.000778599+0.00106169j -0.00885544-0.00174695j 0.00372142-0.00335756j -0.0120047-0.00432098j -0.0167564+0.00785018j -0.0069341-0.00202036j 0.014427+0.014555j 0.00881516+0.0134257j 0.0104981+0.0103191j -0.00295597-0.00741837j 0.00305807-0.00342952j -0.00554207-0.00567377j 0.00482878+0.00811429j -0.00697496-0.000135522j -0.0101211-0.00217662j 0.000636745-0.0170515j 0.00927432+0.00404611j 0.0238149+0.0166671j 0.0143536+0.0267927j -0.00398592-0.0142205j 0.00388203+0.0116166j -0.00217813-0.0395663j -0.00870749-0.0285784j -0.0143548+0.00402406j -0.00452775-0.017104j -0.00374826-0.0233649j -0.000868957-0.0128816j -0.00243023+0.0330689j 0.010942-0.0243335j 0.00713088-0.00246995j -0.0019696-0.000838722j 0.0136919-0.00667059j 0.00224332+0.00177335j -0.00673332+0.00668579j -0.00740618+0.00360904j -0.00249093+0.0030185j -0.00918826-0.0053857j 0.00157696-0.00112529j 0.000493376+0.00111573j -0.00814488-0.00683782j -0.000323938+0.000207858j -0.00523425+0.00673219j 0.0078315-0.00804117j 0.00803632+0.0197685j -0.00551557+0.000966729j 0.00102303+0.00804422j 0.0113279+0.0241806j 0.00492775-0.00849506j 0.0166941+0.0182042j -0.0167528-0.00109327j 0.0141761+0.00810776j -0.000725706+0.00161912j 0.0154663+0.0267418j -0.00518657+0.00427382j 0.012366-0.00196854j 0.010048-0.00164158j -0.00241749+0.00235058j 0.000379611+0.00501366j 0.00133703+0.00173686j -0.000729308-0.00216862j 4.74081e-05+0.00119735j 0.000305129+0.00253925j -0.00118553-0.000557337j -0.0003171+0.00114063j 0.00809818+0.0026598j 0.000162773-0.00523482j 
-0.0151167+1.16282e-06j -0.00806523+0.00199903j 0.0107125+0.0212224j -0.00266551-0.00669871j 0.00806404-0.00745205j -0.00252231+0.00671891j 0.0233133+0.00158887j 0.021158+0.0139753j -0.0311947+0.0143483j 0.012204-0.0150593j -0.0248225-0.00302824j 0.0165315-0.00630464j 0.0103024+0.00407135j 0.0107643-0.00459637j 0.00485392+0.0114449j -0.00212567-0.00377379j -0.00314762-0.00269029j 0.00867053+0.000829356j 0.0134199-0.018884j -0.00472614+0.00826757j -0.0063234-0.00238242j 0.00466355+0.0189328j -0.014258+0.00642595j 0.00519852-0.00671478j 0.0179327-0.0269873j 0.00245816-0.0343562j 0.0196762+0.0127302j 0.00584356-0.0150644j 0.0128917-0.0158124j 0.00820557-0.0131884j -0.0161545+0.0238101j 0.00924522+0.00565515j 0.0188169-0.0291741j 0.00091356-0.00749956j 0.0206276-0.00398297j -0.00684288-0.00106908j 0.00553571-0.00285463j -0.00437301-0.00208363j -0.0122868+0.00407931j -0.00324839+0.00729531j -0.0043373+0.0134424j -0.0112217-0.00250447j 0.00365096+0.00657283j 0.00675426+0.00531459j -0.00663398+0.0010349j 0.00310064-0.0082107j -0.0116457-0.0122222j -0.00886214+0.00417832j -0.00174479-0.0074047j -0.0148259-0.00580028j 0.0180648+0.00209528j 0.0033643-0.0111795j -0.0161656+0.00449771j -5.7346e-05-0.0123286j -0.0140648-0.00576831j -0.0188362-0.0110063j -0.00486765-0.000310967j 0.0154101-0.00804785j 0.00383357-0.0074841j -0.00565437+0.00200435j 0.00757901-0.0080045j -0.00474831-0.0057416j 0.0021691+0.00280706j 0.00484869+0.000943106j 0.00130515+0.00139691j 0.00216189+0.000130772j -0.000627839-0.00123188j -0.00208858-0.00174886j -0.00103926+0.000398194j 
-0.0234374-0.00126714j -0.0111934+0.0171327j -0.0141778+0.0139236j 0.0331231-0.0155045j -0.00610249-0.0131004j -0.00266356+0.0183834j 0.0147497-0.00511399j -0.0015682-0.0198457j -0.00793681+0.0237027j -0.0048315-0.00962247j 0.0220537-0.00962527j 0.0116598+0.00743357j 0.00173368+0.00296862j -0.0156953-0.000372168j -0.0139151+0.0173193j 0.0107821-0.00247095j 0.00263799-0.0111319j 0.021164-0.0045105j -0.0168511+0.00634698j 0.000772031+0.00310003j 0.0179986+0.00912213j 0.0268648+0.00573691j -0.00620075+0.00650054j 0.00375268+0.00361551j -0.0321034-0.00221741j -0.0222887-0.00301026j 0.0153873+0.00027677j -0.00903678-0.0133381j -0.00480052+0.0037955j -0.0066214-0.00271635j 0.0140378-0.00905731j 5.40358e-05+0.0200842j -0.00248907+0.0149998j 0.00595033+0.00311944j -0.00963125+0.0122445j -0.0124809+0.000827396j -0.00221368-0.00162468j -0.0115644-0.00139753j 0.00802676+0.00232822j 0.0132952+0.000952496j 0.0061117-0.0015007j -0.00239074+0.00502503j 0.00235676-0.0129698j -0.010493+0.00808134j -0.0131488-0.00512841j -0.0172036+0.00629541j 0.00289512-0.00334534j 0.00698294+0.00121823j -0.00531986+0.00199761j 0.00185018+0.00650767j -0.00209907+0.00129227j 0.000217979+0.00946779j 0.000518823-0.00620191j 0.000967815+0.0148067j 0.00843636-0.00382305j -0.00583777+0.00518399j -0.00555832-0.0079816j -0.00157958+0.00720941j -0.00268414+0.00324286j 0.000108563+0.000966965j 0.00157153+0.00347257j -0.00675309-0.00511367j 0.0038545-0.000899065j -0.00943922+0.00147744j -0.00117146+0.000383925j -0.00193432-0.00114223j 0.000652096-0.00471295j -0.0085278+0.000882066j 0.00431908-0.00198097j 
