-0.00423205-0.00614206j -0.00628776+0.00625032j 0.00226947-0.00285888j 0.000633569-0.00478873j -0.00154428+0.00854777j 0.00467281-0.00518391j -0.00116517-0.00138041j 0.00272868+0.00773996j 0.0180604-0.0265654j 0.00416968+0.000567878j 0.000319944+0.00274743j -0.00770192-0.00653006j -0.00769204-0.00203268j -0.00480553+0.00149084j -0.0235443-0.0106444j -0.00211634+0.00166242j 0.0234293-0.00499037j 0.00569858+0.00714584j -0.0152488-0.0214368j 0.00810175+0.0107568j 0.0122205-0.00446243j 0.00280061+0.00308035j -0.00235545+0.00327858j 0.00269233+0.000751161j 0.00764899-0.00103605j -0.00433558+0.00509172j 0.000837999+0.00459891j -0.00320985+0.00296875j 0.0015661+0.00263487j -0.000853858+0.00316051j -0.00589331+7.98047e-05j 0.00056327-0.00210889j -0.00168214-0.000618386j -0.00079499-3.97438e-05j 0.000588285+0.00129963j 0.000787755+0.00453976j -0.00158184-0.000571302j 0.000325037+1.46657e-05j 0.000576428+0.000398119j 0.000811175-0.00088526j 0.00150641+0.00222975j 9.62174e-07+0.00175715j -0.000613876+0.00404447j -0.000341852-0.00254083j 0.00243871+0.000226156j 0.000797176+0.000569673j -0.000358087+0.00088111j 0.000496286-0.00150544j -0.00152837+0.00358936j -0.00245677-0.00268139j -0.00128013+0.00156973j -0.00246059+0.00311757j 0.00102469-0.00187827j -8.84752e-05-0.00350955j -0.00133839+0.0053581j -0.00375098+0.000553511j 0.0016151-0.000207831j -0.00220747+0.00101929j 0.000808819-0.00407448j 0.000875426-0.000646887j -0.000898195+0.00248578j -0.00148467+0.000450039j -0.000121159+0.000215912j 6.74091e-05+0.00106314j 0.00058382-0.000400755j 0.000622501-0.000794142j -0.000413895+0.000293844j 0.000348142+0.000301348j 0.000251211-0.000164028j -0.000138224-0.000440875j -0.00127157+5.48395e-05j 0.000223853+0.000280617j -0.000930183+0.000231072j 0.000339398-0.00101261j -0.00126225-0.000370865j -0.000103101-0.00177319j 0.000382091-0.000349613j 0.00128643+0.000837591j -0.00114901-0.00242574j 0.000494248+0.00274184j 0.000874559-0.00115723j 0.00132416-0.00193562j -0.00048948-0.00163894j 0.00149982+0.000760217j 0.000710886-6.61966e-05j -0.000139148+0.00106588j -5.25663e-05+0.000238741j 0.00105881+0.00231829j 0.000357175-0.00146559j 0.000791497-0.00263521j -0.00082024-0.0011558j 0.000422328-0.00043781j 
-0.00172388+0.00192468j -0.000109487-0.00216487j -0.00122554-0.000494802j 0.00105141+0.00559071j -0.000343098-0.00189829j -0.00214865+0.000507535j 0.0036924-0.00434048j 0.0041535+0.000244055j 0.0126644+0.00761849j 0.00148773-0.00672806j -0.0117901-0.00738362j 0.000148279-0.00606129j 0.00409798+0.00324159j 0.00759994+0.00792193j -0.00260504-0.000907628j -0.00142906+0.0106708j -0.00972607-0.0171581j 0.00473631+0.00164941j -0.00332112-0.0060169j -0.0021213-0.00205729j -0.00169987-0.00271264j 0.00187246+0.00520967j -0.00249418-0.00324156j -0.00136553-0.00198599j 0.0054087+0.00461224j 0.00739571-0.001761j 0.00512989+0.00173786j -1.55782e-05+0.000379006j 0.00280046-0.00499964j 0.000993571+0.000224758j -0.000684179+0.00496165j 0.00436579-0.0017023j -0.00422321+0.00272127j 0.00153203-0.000402687j 0.00242963-0.000377301j 0.00225288-0.00279964j 0.00184705-0.00251991j 0.00459756-0.00343663j -0.00683623+0.00344437j 0.0021676-8.55439e-05j 0.000424319-0.00209191j 0.00573634-0.00146513j 0.00579608-0.00182906j 0.00894369+0.00390426j -0.0052481+0.000996819j 0.00162674-0.000334556j -0.0101825-0.0100087j -0.00800775+0.000515801j -0.00388152+0.0045788j -0.0116151-0.000173603j -0.00942246-0.00292688j -0.00858942-0.00282395j 0.0113819-0.00163696j -0.00507319-0.00424352j -0.00128222+0.00400058j 0.00373866+0.00782858j -0.00334438-0.00551617j 0.00200353-0.00037552j -0.00787107+0.0025492j 0.00351539+0.000163354j -0.00703491-0.00959959j -0.0019711-0.000642359j 0.00309515+0.000280642j -0.00332521-0.00127688j 0.00305915+0.0015489j 0.000443865+0.00369081j 0.00187915-0.00132268j 0.00113896-0.000380208j -0.000618377-0.000127329j -0.00235454-0.00129464j 0.00531734+0.00422295j 0.00288528+0.00180791j 0.00506758+0.00314749j -0.00312793-0.00507934j 0.00188753-0.00456073j 0.00264261-0.00748341j 0.00697762+0.00147221j 0.00243243+0.00787801j -0.00755152-0.00143636j 0.0086142-0.0009333j 0.000256147-0.0146532j -0.00198611+0.00227145j -0.000462731+0.00693851j -0.00756516+0.000777001j 0.000917172+0.00113379j -0.00124993+0.00118984j 0.0028192+0.00152223j -0.000127054-0.0017926j -0.00114005-0.00239093j -0.00249684-0.00115017j 0.00198384-0.000607832j -0.000760809-0.000480717j 
-0.00729126+0.0020587j 0.00408578+0.00314877j -0.00256413+0.00363099j -0.0279028-0.00532082j -0.00539222-0.000301098j 0.000220679-0.00242429j -0.00730498-0.00399397j -0.00388871+0.00743001j 0.00406542-0.00528467j -0.00505593-0.00175289j -0.00162946+0.00599392j -0.00522924+0.00553459j 0.005503+0.00821818j 0.0083321+0.00404256j -0.00450305+0.00502854j 0.00688137-0.00171698j -0.0075542-4.88147e-05j -0.00166491-0.00302346j -0.00657175+0.00193056j -0.00135733+0.0168591j 0.00188309+0.0104059j 0.00332925-0.00129852j -0.00475226+0.00539343j 0.00207311-0.00188093j -0.000287794-0.00067477j 0.00314433-0.00148702j -0.00211865-0.00109307j 0.00233866+0.00141517j -0.00233407+0.00470465j 0.00645306-0.00498767j -0.00262993+0.00207288j 0.00193383-0.00131232j -0.00227815-0.00175724j -0.0012113-0.00126743j -0.000910455+0.00321867j 0.0103142-0.000540747j -0.00174419-8.1417e-05j -0.00206748+0.00138406j -0.00124923-0.0010138j 0.00120222-0.00175123j 0.00264947+0.00582768j 0.00281163-0.00198201j 0.00322322+0.00373447j -0.000414462-0.000556429j -0.00199788+0.00127533j -0.00226863-0.00120854j -0.00412887-0.000382275j -0.00463688-0.00667504j 0.00171639-0.00109654j 0.00735141-0.00013372j -0.00599623-0.00158185j -0.00869098+0.0037156j 0.0101273-0.00120682j 0.00251443-0.00115326j 0.0020507-0.00109944j -0.0044409+0.000852845j 0.00824202+0.00239699j -0.00328771+0.00355143j 0.0100863+0.00118365j -0.000248639+0.0013465j -0.00160692+0.003234j -0.00166515+0.00033125j -0.00285964+0.000427714j -0.0054082-0.000277191j 0.00463253-0.0017585j 0.00217115-0.0021213j -0.000626972+0.0006989j -0.00261867-0.000248098j -0.00234185+0.00252085j 0.000230576-0.000834174j -0.0015185+0.000582996j -0.000661011-0.000264824j -0.003119-0.000334993j -8.01385e-06+0.00161672j -0.00148206-0.00010958j 0.00116738+0.00287272j 0.00235575-0.00179766j 0.00318305-0.000980919j -0.000780433+0.00055182j 0.00313691+0.00251334j 0.0037386+0.00377752j 0.00179871+0.00202633j 0.000442898+0.000258744j 0.000369548-0.000134101j 0.000429584+0.000210428j -0.00126533-0.00133238j -0.000616403-0.000185311j 0.00220041+0.00204666j 0.001903+0.000379728j -0.000693706+0.00200065j 0.000173109+0.00186487j -0.00184655+6.34128e-05j 
-0.00665539-0.00206442j -0.000297354+0.00129301j -0.0139261-0.00146483j 0.000543371-0.00582348j -0.00325944+0.000442539j -0.00183288-3.08677e-05j -0.00988368+0.00259344j -0.00456084+0.00259336j 0.00748237+0.000528347j -0.00640894+0.00619138j -0.00687641+0.000338887j -0.00797012+0.00121115j -0.000911791-0.00785537j 0.0112417+0.000987291j -0.00676988+0.00130377j 0.0103912-0.000216842j -0.014004-0.00728881j 0.0025803+0.0164097j -0.0112755+0.00696951j 0.00714505-0.0105952j 0.00198979-0.00657052j -0.000457023-0.00241405j -0.00526736+0.00177791j 0.00425756-0.00327217j 0.00541846-0.00230833j -0.00851457+0.00279313j 2.00041e-05+3.55157e-06j 0.0069475+0.00247085j 0.000910137-0.00192834j -0.00137347+0.00413857j 0.00254382-0.00279416j -0.00215436-0.000465418j -0.00117031+0.00210656j -0.00150049+0.0017548j -0.00421798-0.00536603j 0.00240158-0.00277118j -0.00110998-0.000288413j 0.00217176-0.000582564j -0.000721026-0.000504023j -0.00143964+0.00105703j -0.000736272-0.0103075j -0.00189152+0.0007801j 0.00476714-0.00343751j 0.00215672+0.00100014j 0.000669315-0.0035796j -0.00221296+0.000525023j -0.00187819-0.00119968j 0.00196206+0.00777137j 0.0141927+0.00312353j -0.000807505+0.00427366j 0.00401754+0.000781211j -0.00200076+0.000953725j -0.0164117+0.0058581j -0.00200407+0.000496055j -0.00815427-0.0030425j 0.0183059+0.00212016j -0.00341507-0.00145482j -0.00206767+0.00141675j -0.00661612+0.00176783j -0.00146305-3.81794e-06j -0.00160144+0.00249978j -0.00250885+0.000477083j -0.00135185+0.000895949j 0.00114262-0.000516547j -0.00373618-0.00279401j 0.00155645-0.00193204j 0.000217446+0.000350902j -0.000409295-0.000160208j 9.8343e-05-0.000554343j 0.0016551+0.000671717j -0.00348467-0.000674537j 0.00205535-0.00185264j -0.00499469-0.000113768j -0.000639165+0.00166731j 0.000238186+0.00379183j -0.00142501+0.00303298j -0.00129399-0.000692391j -0.00116096-0.0055235j -0.00162831-0.000602399j -0.000298836-0.000155012j -0.00441705+0.00273083j -0.00239976-0.000929962j -0.000248146-0.00165101j 0.00219968-0.000708519j -0.000637045-0.000877417j 0.0014518-0.000684264j 0.000169254+0.00059231j 9.21838e-05+0.000659218j -6.08036e-05+0.000240726j -0.00092274+0.000664117j -0.000717289+0.000734262j -0.000384062+0.000302615j 
0.00104097-0.0033479j -0.00254715+0.00309156j 0.00175696+0.000611552j 0.00499722-0.0167026j 0.00235323-0.00314908j -0.00177828+0.00334322j -0.00260158-0.00282192j 0.00218528-0.00871612j -0.00269023+0.00244103j 0.00364806-0.00121023j 0.00756907-0.00403906j 0.0077021-0.00624781j 0.0112854-0.00157265j 0.0041466+0.00241825j -0.00473535-0.000185107j -0.0105258+0.0124031j 0.00178074-0.00743475j -0.00263803+0.000546j -0.00682815-0.00713417j 0.00580595-0.00574397j -0.00454301-0.00275265j 0.00027999+0.00221832j 0.000183913+0.000142863j -0.00751371+0.00378128j -0.000425475-0.00122912j 0.00494011-0.00224243j 0.00114224+0.00253319j 0.000350028-0.00201941j 0.00967049-0.000576168j 0.00242135+0.00519392j 0.00335617-0.000155917j 0.00198244+0.00172805j 0.00385818+0.0037493j -0.000412549-0.000831299j -0.0031027-0.00347328j 0.0118234-0.00178427j -0.0013758-0.000699775j -0.00577862+0.00217942j 0.000875582+0.00023326j 0.00420891-0.000228557j 0.00274816-0.00799773j 0.00898966+0.00219295j -0.00128054+0.000454826j -0.00999384+0.00476024j -0.00810171-0.00049691j 0.00510818+0.0010045j 0.00788024-0.00548399j -0.00186867+0.000625905j -0.005635-0.00142415j 0.00772749+0.00574547j 0.00840803-2.78064e-05j 0.00422546-0.00131099j 0.0110546+0.00622963j -0.00122697-0.00306216j -0.00500669-0.00263429j 0.00482192+0.00304927j -0.00775768+0.00276965j -0.00399022+0.00268124j 0.0148923+0.00621631j 0.00183004-0.00258929j -0.00119319+0.00167951j 0.00224251+0.00317321j 0.000680317-0.000898598j -0.00374565-0.00303012j 0.00236153+0.00459308j 0.00173778-0.00302177j -0.00243631+0.000682748j -0.000177875-0.00290089j -0.00170685+0.00662076j -0.000620047-0.00209826j -0.00341907+0.00408137j -0.0028979+0.00282552j -0.00630075-0.00579801j 0.000144694+0.0091917j -0.00483231+0.00157937j -0.000399759+5.21913e-05j -0.00544877-0.00370989j -0.00458154+0.00287888j -0.000233387-0.010389j 0.00252407+0.00300405j 0.00781153+0.00450332j -0.0018674+0.00222375j 0.00639697+0.00171228j -0.00111382-0.00206627j -0.000156492-0.0027875j 0.000106726-0.00165504j -0.00185988-0.00021579j 0.00178168+0.00430551j 0.00555846-0.000820077j -0.00233505+0.00431542j 0.00153351+0.00450701j -0.00520099+0.00089208j 
-0.000138624+0.0016291j -0.000690753+0.00110417j -0.00185253+0.00485315j -0.00502417-0.00708036j -0.00205155-0.00168389j -0.00315468+0.00160453j -0.000908274+0.00199484j -0.00391868+0.00453604j 0.000623786-0.00258503j -0.00379073+0.00141973j 0.0037169+0.00228306j 0.00160932+0.00206564j 0.00309228-0.00128321j 0.000986197+0.00152334j -0.00178229-0.00200907j 0.00651205-0.00524654j -0.0015145+0.00135265j 0.000134913+0.00438336j -0.0028171+0.00914669j 0.00202359+0.00174813j 0.000315687+0.00167225j -0.00136345+0.00155414j -1.71041e-05+0.000294025j -0.00183392-0.00363186j -0.00105909-0.00523687j 0.00127746+0.00207697j -0.0056649-0.00253412j -0.00341695-0.00557023j 0.00475489+0.00437816j 0.00377802+0.00216146j -0.0032751-0.0040918j -0.00351082+0.00224775j 0.00492726-0.0019599j -0.0135619+0.000705065j 0.0012468+0.00218824j 0.0002538+0.0026841j -0.00593583-0.000912467j 0.0103007-0.000855737j -0.00167599-0.00035218j -0.00464756+0.000918054j -0.00444974+0.0037997j -0.00912066-0.00149753j -0.00121585-0.00153713j -0.016834-0.00207408j -0.00859616+0.0020702j -0.00921443-0.00215936j 0.00888246+0.00515222j 0.00274903-1.91304e-05j -0.00125054-0.00196956j -0.00227923+0.00110789j 0.00676413+0.00497339j 0.022513+0.00590347j 0.013011+0.00519397j 0.00213562+0.0076088j -0.00284428-0.00243599j -0.00899129-0.00416049j 0.0031273-0.00281978j -0.000130666+0.000189408j -0.0118227-0.000569907j 0.00469515+0.000425941j -0.00529263-0.00726066j 0.00423913+0.00222567j -0.00186179-0.00190951j 0.0026776+0.00173167j 0.000703227+0.00123018j -0.00291045+0.00541086j -0.00499895+0.00411839j -0.00306524-0.00100485j 0.00156635-0.00111395j 0.00279981+0.00171435j 0.00409454+0.00108865j -0.00949502-0.00146582j 0.00511747+0.00596429j -0.000590976+0.00320305j 0.00117801+0.00687024j -0.00984049+0.00550568j 0.00287971-0.00356501j 0.00277767+0.0171959j 0.00599453+0.00170434j 0.00201231+0.00109501j 0.00224415-0.00338537j 0.00156773+0.00287151j -0.00186053+0.00317382j -0.00368818+0.00149155j 0.000944327+0.00503j 0.00107694+0.00104861j -0.00521302-0.00259764j -0.00300275+0.000604752j -0.00254536-0.000645478j -0.000485305-0.00336074j -0.000234783-0.00334564j 0.00196108-0.00136811j 
0.00330248-0.00365464j -0.000519692+0.00252162j 0.00394688-0.00159442j -0.000362897-0.0135003j 0.000636505-0.00359591j -0.00110651+0.00052598j -0.000647399-0.00175778j -0.000865369-0.00339295j -0.00176336-0.000271554j -0.000230434-0.00491626j 0.00312811-0.00322199j -0.00120303-0.00472846j 0.00433158-0.00354952j 0.00575426+0.00273471j -0.00388203-0.00161143j -0.00392817+0.00432j -0.00569305+0.000112787j 0.00111612+0.00241423j -0.00410851-0.00754803j -0.0047913-0.000736425j -0.00774917-0.00198713j 0.00221723+0.00164335j -0.0023052-0.00251428j -0.00550589+0.000958007j 0.00123509-0.000368496j 0.000755462+0.000170384j -0.00208677+0.00320768j 0.0035116-0.00170977j -0.00441666-0.000616183j 0.00131299-0.00200613j -0.00228824+0.00371082j -0.0161789+0.00356717j 0.00523011-0.00571147j 0.0059571-0.00265096j -0.014434+0.00888014j -0.00866368+0.00413869j 0.0104241+0.000527054j 0.000316803+0.000964632j 0.00150561+7.44426e-05j 0.000945436-0.00111923j -0.00462067+0.00998311j 0.00321162+0.00149542j -0.00334468+0.00409002j 0.00400646-0.00601183j 0.0191771+0.00454348j 0.000119053-0.00263784j 0.008912+0.00359157j -0.0159592-0.00646007j 0.00568105+0.00215721j 0.00765823+0.000799856j -0.0159689-0.00320407j 0.00147705+0.00146685j -0.015593-0.0042558j -0.0139599-0.00333192j 0.0091298+0.00475403j -0.00386555+0.000703599j -0.0039411+0.00247012j 0.00370293+0.000866291j -0.00424924-0.00192031j 0.00393122+0.00027185j -0.00515806-0.0027093j 0.00607007+7.84398e-05j -0.00305653-0.00155441j -0.00385581-0.000566442j -0.00584232-0.00914275j -0.00226344-0.00153533j -0.00202578+0.00307245j -0.00536677-0.000734882j -0.00592914+0.00201584j -0.00231542-0.000731396j 0.000212264+0.0041398j -0.00520154-0.00454162j 0.0015205+0.00466453j -0.00326794-0.000409622j 0.00338906+0.00680429j -0.000206202+8.61188e-05j 0.00201091-0.00155925j -0.00265712-0.00124518j 0.0059259+0.00496575j 0.00212754-0.00327208j 0.000209733-0.00392492j -0.00143083+0.00604789j 0.00171943+0.00463446j -0.00339419+0.00320775j 0.00194346+0.00286357j 0.00110216+0.0015453j -0.00136181+0.000825866j -0.00364243-0.000496304j 0.00210716+0.000217594j -0.00222531+0.000881486j 0.000199454-0.000325217j -0.00184268-0.000513317j 
0.000381463+0.000162178j -0.000938948-0.00398228j -0.00248483-0.0031085j 0.0101144+0.0102811j 0.000726324+0.00280207j 0.00348642-0.00225344j -0.00190254-0.000260034j 0.00189829+0.00554933j 0.00546349+9.99926e-05j -0.00330545-0.00295557j -0.0109353-0.00589374j -0.00478212-0.00913689j 0.000972159-0.00523872j 0.00148523+0.0168635j 0.00409272+0.00684553j 0.00416044-0.0030766j -0.00723741+0.0122735j -0.00589923+0.00227124j 0.00115814-0.00585905j -0.00405929+0.00682248j 0.00208067+0.000252562j 0.00139719-0.00296767j -0.00140926+0.00159939j 0.00850767+0.000786606j 0.00610076-0.00178936j 0.00324496-0.00296023j -0.00104462-0.000340267j -0.00481843+0.0013004j 0.00546333-0.00193641j -0.00198277-0.00179861j -0.00183114-0.000931179j -0.0136065+0.00269736j -0.000876774-0.00276048j 0.00114078+9.53852e-05j 0.00298335+0.00179081j 0.0152575-0.00319287j 0.0106884-0.00068344j 0.0112527+0.00167235j -0.0013114-0.000350851j -0.0073529+0.00134273j -0.00587177+0.00193478j -0.00468496-0.000606763j 0.00408767-0.000361676j -0.00383078-0.00283885j 0.00208838+0.00277402j -0.00209682-0.0053989j -0.00302191-0.00153382j 0.00527002-0.00113385j -0.00107871-0.00348885j 0.0149884+0.00837449j -0.0059002+0.00249598j -0.00822094+0.00249761j 0.0115743+0.0013168j -0.0107819+0.00250411j 0.00684021+0.000503973j -0.000770151-0.00166495j -0.00694096-0.00355057j 0.000642728+8.91293e-05j 0.00763922+0.00206841j -0.00275403-0.00102387j -7.26817e-05+0.000895952j 0.000669055-0.000764595j -0.00914919-0.0048191j -0.0027996-0.0067095j -0.00515417-0.00502593j -0.00208944-0.00361261j -0.00582666+0.00521563j -0.00129309-0.00103578j 0.00094419-0.00358235j -0.000433189-0.000907647j -0.00202363-0.00128494j -0.00593743-0.00277009j -0.00377316-0.00239037j 0.00324878+0.00399248j 5.14726e-06+0.00134139j -0.0106567-3.81238e-05j -0.0032228-0.00308374j -0.00124908+0.00586376j 0.000385076-0.00190168j -0.00327283+0.00168846j 0.0040695+0.00466661j 0.00131797-0.00417431j 0.000898029-0.00369393j 0.00167376-0.00165464j -0.00155939+7.49203e-05j 0.000951412-0.000538315j -0.00369677-0.000138515j 0.0017641+0.00182395j 0.000485309-0.000543433j 0.0022754-0.00205008j -0.00119958-0.000577541j 0.00111003-0.000207838j 
-0.00234421+0.000678312j -0.0008714-0.000362679j -0.00657177-0.000304518j 0.00260202+0.00103413j -0.000923135+0.000939282j 0.000193828-0.00257679j 0.00209533+0.000587061j -0.00273077+0.00821303j 4.80548e-05+0.00011156j 0.00136772+0.00733271j 0.00108155+0.00168032j 0.000396071+0.00377568j -0.00340727+0.00941443j -0.0027237+0.00321008j -0.000314792+0.0115995j -0.0014784+0.021817j 0.00212462+0.00636036j 0.00208167-0.00196331j 0.00239844-0.00551778j -0.00312609+0.00100068j 0.000750257+0.000899162j -0.00293481+0.00352903j 0.00433295+0.00134168j -0.00616489-0.00192455j 0.00496265-0.00113336j 0.000197873+0.00309645j 0.00080516+0.00290054j -0.00656108-0.00113191j -0.00719918+0.00212845j 0.000559905+0.000863747j -0.00076615-0.000447808j -0.00202831+0.00179633j 0.00974675+0.000969402j 0.0087073+0.00161954j -0.00537312-0.000352399j 0.00193619+0.000427772j -0.00430608+0.00247489j -0.00952968-0.00124895j 0.0132926+0.00198727j -0.000639725+0.00190599j 0.00367427+0.00191671j 0.00522687+0.00204769j 0.0116501-0.00341504j -0.00535606+0.00131736j -0.0116753-0.000157951j 0.00685439+0.000307653j -0.00222266+0.00615243j -0.00178265-0.00275893j 0.00132932+0.00631933j -0.00602351-0.00165865j -0.00828878-0.000262433j -0.00412145-0.000605029j -0.00567682-0.00213963j 0.00830201+0.000370355j -0.00451564-0.000608496j -0.0017572+0.00259542j 0.00404204-0.00318519j -0.00338282+0.00400803j -0.00792315-0.00229347j 0.00218001-0.00287186j 0.00485053-0.00147508j 0.00359194+0.000936367j -0.00282809-0.00281608j -0.00191743-0.00357484j -0.00387686-0.00784687j -0.000432572+0.00240657j -0.00479787+0.00774354j -0.0035769+0.00202792j 0.00139047-0.00721438j 0.0015169-0.00156368j 0.00535654-0.00504439j -0.00965422-2.43451e-05j 0.000184442-0.00358109j -0.00776622+0.0039385j 0.00283581+0.00565724j -0.00650484+0.0102282j -0.0025767+0.000849799j 0.00533935+0.00319606j 0.00304225-2.66715e-05j -0.00104362-0.00545686j -0.00255509+0.000537514j -0.00193415-0.00287124j -0.00197637+0.00502842j -0.00223497-0.00634785j -0.0024975-0.00144066j -0.000505423-0.00306943j -0.00341311+0.00155718j -0.00362988-0.00464198j -0.00528282+0.00279994j -7.0273e-05+0.00290971j 0.00384042+0.00101104j 0.00213083+0.000581628j 
0.000926742-0.00214113j 0.00142187-0.000477039j 0.00406172-0.00477452j -0.000838601+0.00785577j 0.000118713+0.0011712j 0.000692673-0.0029114j 0.0055049-0.00565766j 0.00330626+0.0020353j -0.00238387-0.00310192j 0.00825016+0.00351585j 0.004001+0.00236626j 0.0045697+0.00583139j -0.00432641+0.00452342j -0.0130109+0.00279075j 0.00145972-0.00997367j -0.00699263-0.0132326j 0.00962913-0.0132234j 0.000542142+0.00101378j 0.00999305+0.0126392j 0.0029781-0.00136457j 0.00351477+0.00220289j 0.00173374-0.000137925j 0.00415274-0.00138667j -0.0029088-0.00207402j -0.0014888+0.00109746j 0.00627442-0.000641221j -0.00108711+0.00157796j -0.00502538+0.00100425j 0.000692767+1.4375e-05j 0.0115181-0.00134133j -0.0118043+0.000846476j -0.00455311-0.00200793j 0.00419944-0.000429939j 0.0139743-0.000147053j -0.00920746+0.000917856j 0.00657925+0.000211681j 0.00652104-0.000114966j 0.00219541-0.000910519j -0.00135277-0.00036606j -0.00381435-0.000242199j 0.00136663-0.00203257j 0.00234812-0.0014216j 0.011532-0.00252901j 0.00614328-0.000136749j 0.000367549-0.00130605j 0.000125021-0.000877093j -0.000375924-0.000395354j -0.0112545-0.00150794j 0.00527496-0.00134458j 0.00435123+0.000271816j -0.00299021-0.000512718j -0.00276625-3.46575e-06j 0.00364099-0.00122067j 0.00723669+0.000172222j -0.00230782-9.90696e-05j 0.0103319+0.00123063j 0.00937602+0.00134638j -0.00819523+0.00104138j 0.000551695+0.00283411j 0.00110186+0.000170551j 0.000813066-3.65834e-05j 0.00183787+0.000189619j -0.00529417-0.00290403j -0.00404078-0.00363204j -0.00518376-0.00440754j 0.000830544-0.00153893j -0.00439876-0.0010298j -0.00428497-0.00147721j -0.00306555-0.00186047j 0.00124295+0.00141081j -0.0012195-0.00437888j -0.00482166-0.00603888j -0.00254814-0.000805336j -0.00236031+0.00432818j 0.00390286+0.00916046j 0.00146887+0.00184326j -0.00132929-0.00400617j 0.000887752+0.00544854j 0.00234623-0.00270248j 0.00123735+0.00240813j 0.00313152+0.00119068j 0.00194364+1.10711e-05j -0.00070339-0.000474296j 0.00129363-0.000309158j 0.000495977-2.21984e-05j -0.000749252-0.00161192j -0.00210939+0.00171844j 0.000898979+0.00172236j 0.000542628-0.0005882j 0.000349711+0.001148j 0.000481407+0.000706186j -0.000425164+0.000566299j 
-0.00646849-0.00238244j 0.00135292-0.00109231j -0.0129423-0.00697757j 0.00419891+0.0049326j -0.00128919+0.00243252j -0.00197812-0.00440723j 0.0022159-0.00651679j 0.00397446+0.00756147j 0.000820162-0.00188496j 0.00538307+0.00232452j -0.000931736-0.000757738j -0.000387817+0.0078429j -0.00370576+0.00417862j -0.00541604-0.00319763j 0.000548194+0.00666437j -0.00261923+0.0171251j 0.00237612+0.00537089j 0.000749857-0.00183689j 0.0047113-5.43929e-05j 0.0053413-0.000790495j 0.00266867+0.00294088j 0.00391017-0.00108804j -0.00026384+0.000662292j -0.00138048-0.00163032j -0.00548717+0.00075709j 0.00449393-0.000738995j 0.00255145+0.000625292j 0.00763201-0.00103857j -0.00365038+0.00244812j 0.0164041-0.00352044j -0.00929351+0.00202232j 0.00394702-0.00118135j -0.00447811+5.83865e-05j 0.00693526-0.00111721j 0.00365228+0.000941997j -0.00218878+0.00167749j 0.00807353-0.0001212j 0.0109785-0.000440956j -0.00382184-0.0015207j -0.00251722-0.00108721j -0.00819605+0.00221178j -0.0141079-1.70029e-05j -0.0083712+0.000957424j 0.00463745-0.000688937j 0.00533042+0.000682362j -0.00977493-0.00225801j 0.0101463-0.000246039j -0.00744748-0.00599967j -0.00811168-0.00290373j -0.00465194-0.00240024j 0.00648146-0.00185165j 0.00886043+0.000817268j -0.0016676-0.0037126j -0.00694353-0.00228692j 0.0103384+0.00185487j 0.00161274+0.0015861j 0.00551035+0.00563955j -0.00468884+0.000678557j 0.00590706+0.00505828j 0.000511578+0.00258554j -0.000647458+0.00105973j -0.000928851-0.000319929j 0.00134707+0.0015346j -0.00319055+0.000932904j 0.00525615+0.00576435j 0.00232643-0.00131958j 0.000688446-0.00257968j -0.000741379-0.000578634j -0.00475383+0.00417291j 0.0017171+0.00349663j -0.00502735-0.00492734j 0.000793816+0.00137381j 0.000698566+0.00339621j -0.000981457-0.00413501j 0.000562449+0.00838749j 0.00159969-0.00370499j 0.00127334-0.00269071j -0.000865464-0.00139373j 0.0014109-0.000993888j 0.00318422+0.00383138j 0.00144626-0.000942948j 0.000716019+0.00243559j 0.000165527-0.00080624j 0.00151778+0.00255373j 0.00129237-0.000307809j -0.00078327-0.000538821j 0.000175078-0.00126625j 0.000978381+0.00215614j 0.00248378-0.00106441j -0.00111948+0.00201766j -2.40477e-05+0.00144717j -0.00222495+0.000681988j 
