-0.00423205-0.00614206j -0.00628776+0.00625032j 0.00226947-0.00285888j 0.000633569-0.00478873j -0.00154428+0.00854777j 0.00467281-0.00518391j -0.00116517-0.00138041j 0.00272868+0.00773996j 0.0180604-0.0265654j 0.00416968+0.000567878j 0.000319944+0.00274743j -0.00770192-0.00653006j -0.00769204-0.00203268j -0.00480553+0.00149084j -0.0235443-0.0106444j -0.00211634+0.00166242j 0.0234293-0.00499037j 0.00569858+0.00714584j -0.0152488-0.0214368j 0.00810175+0.0107568j 0.0122205-0.00446243j 0.00280061+0.00308035j -0.00235545+0.00327858j 0.00269233+0.000751161j 0.00764899-0.00103605j -0.00433558+0.00509172j 0.000837999+0.00459891j -0.00320985+0.00296875j 0.0015661+0.00263487j -0.000853858+0.00316051j -0.00589331+7.98047e-05j 0.00056327-0.00210889j -0.00168214-0.000618386j -0.00079499-3.97438e-05j 0.000588285+0.00129963j 0.000787755+0.00453976j -0.00158184-0.000571302j 0.000325037+1.46657e-05j 0.000576428+0.000398119j 0.000811175-0.00088526j 0.00150641+0.00222975j 9.62174e-07+0.00175715j -0.000613876+0.00404447j -0.000341852-0.00254083j 0.00243871+0.000226156j 0.000797176+0.000569673j -0.000358087+0.00088111j 0.000496286-0.00150544j -0.00152837+0.00358936j -0.00245677-0.00268139j -0.00128013+0.00156973j -0.00246059+0.00311757j 0.00102469-0.00187827j -8.84752e-05-0.00350955j -0.00133839+0.0053581j -0.00375098+0.000553511j 0.0016151-0.000207831j -0.00220747+0.00101929j 0.000808819-0.00407448j 0.000875426-0.000646887j -0.000898195+0.00248578j -0.00148467+0.000450039j -0.000121159+0.000215912j 6.74091e-05+0.00106314j 0.00058382-0.000400755j 0.000622501-0.000794142j -0.000413895+0.000293844j 0.000348142+0.000301348j 0.000251211-0.000164028j -0.000138224-0.000440875j -0.00127157+5.48395e-05j 0.000223853+0.000280617j -0.000930183+0.000231072j 0.000339398-0.00101261j -0.00126225-0.000370865j -0.000103101-0.00177319j 0.000382091-0.000349613j 0.00128643+0.000837591j -0.00114901-0.00242574j 0.000494248+0.00274184j 0.000874559-0.00115723j 0.00132416-0.00193562j -0.00048948-0.00163894j 0.00149982+0.000760217j 0.000710886-6.61966e-05j -0.000139148+0.00106588j -5.25663e-05+0.000238741j 0.00105881+0.00231829j 0.000357175-0.00146559j 0.000791497-0.00263521j -0.00082024-0.0011558j 0.000422328-0.00043781j 
-0.000293201+0.0022365j 0.00192893-0.000327187j 0.000893694-8.79244e-05j -0.00076377+6.79426e-05j 0.00284882-0.00185176j 0.000885142-0.00300146j -0.0045926-0.00293025j 0.000665656+0.00307452j -0.00151279-0.00162875j -0.00349367+0.00111875j -0.00188117+0.00212402j 0.00202783+0.00013095j 0.00450703-0.00187963j 0.0012058-0.00400091j 0.000848951-0.00364202j -0.000469905+0.00179661j -0.00395731+0.00108225j -0.00821415+0.00314591j -0.000169887-0.00100311j -0.00165076+0.00139171j -0.000175749-0.00120854j -0.00268158+0.00122665j 0.00164558-0.000953882j 0.000307468-0.00190978j -0.0020738+0.00707075j 0.00215478+0.000962734j -0.00117125+0.00172837j -0.00166126+0.00332322j -0.00324065+0.0032658j 0.003461-0.0101074j -0.00378485+0.000106851j -0.000766937+0.00378931j 0.000640202-0.00871273j -0.00216048-0.00773607j 0.000121158+0.00164059j -0.00562477+0.00176295j -0.00338301-0.00155406j 0.00205409-0.00168723j -0.00193826-0.0018952j -0.00219917+0.00985742j 0.00191791+0.00458354j -0.000460155+0.00794805j 0.00266646-0.00521524j -0.0113134+0.00503614j -0.00965236+0.00183308j -0.00290053+0.00892696j 0.00609528-0.0109942j 0.00126191+0.00726296j -0.00136094-0.000355766j -0.00495689+0.0154413j 0.00663213+0.00336815j 0.00583633-0.0103292j -0.00154935+0.00238097j 0.00439227+0.00272612j -0.00886158+0.00492329j -0.00442354-0.00592582j -0.00464667-0.00670443j -0.00291183+0.00516014j -0.00282602-0.00483878j 0.0010579-0.00773526j 0.00547345+0.00476625j 0.0051923-0.000743377j 0.00576714-0.00161269j -0.00518908-0.00176971j -0.000174201+0.00541897j 0.00399998+0.00214954j -0.00159311+0.000781278j -0.00350461-0.00186649j -0.00380439+0.00513279j 0.00927013-0.0277936j -1.98514e-05+0.00627886j -0.00379128+0.000403364j 0.00239344-0.00480306j 0.00100056-0.00169787j -0.00356496-0.0096652j 0.00217942+0.00226707j -0.00148098-0.00236549j 0.00378906+0.00231032j 0.00627834-0.00550734j 0.00705202-0.00048314j -0.00221114+0.00159361j 0.000212567+0.000903384j 0.00138171+0.000156354j -0.00543072-0.00126753j -0.00120704+0.00217783j -0.00054577+0.00199531j -0.000666793+0.000231718j -0.000745457+0.000988613j 0.000376009-0.000451695j 0.00435414+0.00128217j 0.0035044-0.000598559j 0.000629629+0.000589281j 
-0.00154698+0.00355318j 0.00219729-0.00275605j -0.00192031+0.000550173j -0.00139344+0.0024344j 0.0020605-0.00220023j -0.00285958-0.000355925j -0.000119364-0.00318904j 0.00468428+7.49505e-05j -0.00396073+0.00388025j -0.00325944+0.00748184j 0.00195478+0.00151566j 0.000339288+5.36685e-05j 0.00418124-0.000895034j 0.000405978+0.000895409j 0.00519625-0.0050905j 0.00221325+0.00113187j -0.00409321+0.00298641j -0.00305087+0.00335417j -0.00133623+0.000735857j 0.0021486+0.00233382j -0.00248529+0.0087232j -0.000132637+0.00197345j -0.000192507-0.00480215j 0.00363355+0.00499671j -0.00805945+0.00406732j -1.4566e-05+0.00040881j 0.000482576+0.00236408j -0.00037512-0.00444798j -0.0045568+0.00580615j -0.00199742+0.00841006j 0.004778-0.00605126j 0.00147838+0.00131796j -0.00172414-0.00271637j 0.00373976-0.00408952j 0.00174139-0.00334942j -0.00582243+0.00924172j 0.0102009+0.00221008j -0.00317606+0.000505195j 0.00497063+0.000766973j -4.59453e-05-0.00293016j 0.00129317-0.00243368j -0.00408426+7.85987e-05j -0.00931107+0.00386386j 0.00239101-0.00638909j 0.00853527-0.00530882j -0.00457757+0.0072731j -0.000434696+0.00637665j -0.00605195-0.00438521j 0.00226477+0.00524602j 0.00118016-0.00490309j -0.0064562-0.000999065j -0.019857+0.00895218j -0.0034722+0.00357528j 0.00231523-0.00517348j -0.00887802+0.00170045j -0.00488622+0.000233725j -0.00353034-0.00122619j 0.00525998-0.00275619j -5.23442e-06-0.00222779j -0.00476853-0.00595503j 0.00150245-0.003194j 0.00188322-0.00593032j 0.00343897+0.000937391j 0.000485383-0.00384515j -0.000636178+0.00519508j 0.00333575-6.42048e-06j 0.00651895+0.00614188j -6.14482e-05+0.000192921j 0.00305634+0.00118417j -0.00226178-0.0060966j 0.00142378-0.00395383j 0.00825817+0.00946784j -0.00325844+0.000157027j -0.00706202-0.00387916j 0.0013821+0.00517519j 0.00909028+0.00286599j 0.00254633+0.000470121j -0.00604968-0.00319978j 0.00296195-0.00752742j -0.001598-0.00454908j -0.00311932-0.00211321j 0.00603655+0.000210231j 0.00638254+0.000489393j -0.00134323-0.0012108j -4.10658e-05+0.0014552j -0.000817442+0.00361092j 0.00113319+0.000872192j 0.000625019+0.00184569j 0.0022322+0.00232839j 0.0014108+0.00256055j 0.00307361+0.000463485j -0.00294325+1.81183e-05j 
0.000120782-0.000808022j -0.00109252-0.000421885j -0.000361559+0.000446959j 0.00152653+0.000185773j -0.000750742-0.000165669j 0.0015865+0.00158792j 0.00278498-0.00543786j -0.00244697+0.00397083j 0.00298649-0.00442783j 0.00457527-0.00499441j 0.00274867-0.00198342j -0.00565961+0.00184832j -0.00456942+0.00625192j -0.0019935+0.000706424j 0.000414191+0.000475748j 0.00169149-0.000297196j 0.00314438-0.00120337j 0.00779603-0.0154746j -0.0026239+0.00345303j -6.44635e-05+0.00108855j -0.00201786+0.00395054j -0.00339792+0.00143484j 0.00223795+0.00389719j 0.00040359-0.00360202j 0.00364203+0.00172334j 5.84021e-05+0.0010031j 0.000489632+0.000425764j 0.00153335+0.00385437j -0.00190291+0.00405789j -0.00233769-0.00794736j -0.00245697+0.0037056j 0.00103274+0.00202021j -0.00599639-0.00986419j -0.00100633-0.00246601j -0.000712103-0.00577744j 0.00163782+0.000809573j 0.00342618+0.00215072j 0.00165496-0.00258904j 0.00520905+0.00401031j -0.00194344+0.00738294j -0.00541643+0.00215809j 0.00605985+0.000994649j 0.00128351-0.00946686j 0.00594802-0.00943585j 0.00976344-0.000668005j 0.0080471+0.00219934j -0.00836421-0.00619572j 0.0060214+0.00690848j -0.0026192+0.00648213j 0.00196281+0.00664716j -0.0010745+0.00340915j -0.00275485+0.00389061j 0.00254245+0.00267648j 0.00501352+0.00653806j 0.0069193-0.00238091j -0.00404666-0.00262403j -0.000842217+0.00232908j -0.00183969+0.00296989j -0.00618838-0.00310854j 0.000248252-0.000890176j 0.00208369+0.00316874j -0.000939573-0.00137472j 0.00194461+0.00348054j -0.000227422+0.0016343j 0.0043286+0.00184963j 0.00300164+0.000271915j 0.00749082+0.00641939j -0.0026476-0.000161814j 0.00370147+0.00356712j -0.006998-0.0224792j 0.00876977+0.00450431j 0.00989695+0.00753342j -0.00562611+0.00124091j -0.00679612-0.0045293j -0.0077722-0.00843481j 0.00761945+0.00725419j 0.00108843-0.000139348j 0.0039165-0.00373066j -0.00185029-0.004165j 0.00429637+0.00098224j -0.00439828+0.000561465j -0.00153224+0.00171551j -0.00100082-0.00126299j -0.00132644+0.000800364j -0.000294304+0.000383097j 0.000372446+0.000822582j 0.00198706+0.000410952j -0.000534533-0.00053984j 0.000145307-0.000347282j 0.000649412-0.000510601j 0.000944776+0.000284406j -3.53891e-05-0.000125779j 
0.000949258+0.00193145j 0.000789833+0.00018746j -0.000582351+0.00118386j -0.00138284-0.000851137j -0.000519992+1.88192e-05j -0.00242778-0.000490628j 0.0011249-0.00561534j -0.000782649+0.00368121j -0.0033482-0.00111517j -0.0020118+0.00203437j 0.0028066+0.000714631j -0.00196739+0.00403641j -0.0018549+0.00433154j -0.00153128+0.000876461j 0.00480376-0.00410695j 0.00111676-0.000106203j -2.16037e-05+0.00145289j 0.00276399-0.00443388j -0.000173378+0.000292318j -0.00107085+0.00519131j -0.00438418+0.00597699j 0.000871467+0.00109255j 0.000869722+0.000784193j 0.00468313+0.0026103j 0.00214222+0.00550031j -0.000877281-0.00144509j -0.000206091-0.00135379j -0.00162923-0.000176865j -0.00359545+0.00635977j -0.00176787+0.00143786j -0.00179877-0.00209869j 0.00334031+0.0028067j 0.00237578+0.00165571j 0.00600749-0.000566351j 0.000126372+0.00267338j 0.000435186+0.00319497j -0.00564938-0.0144914j -0.00497397-0.00565993j 0.00197025-0.00517885j 0.00404102+0.00484919j -0.000878798-2.70534e-05j 0.00137003+0.00348455j -0.00204351-0.00631368j 0.0155252+0.00236523j 0.00201223-0.00645898j 0.00172757-0.00950018j 0.00331305+0.00523062j -0.00229998+0.00463874j 0.00429626-0.00278453j 0.000704151+0.00414052j -0.00310789-1.61324e-05j -0.00560268-0.00187695j -0.00706972+0.00274803j -0.00435693-0.00188981j 0.00128729+0.00375738j 0.00520841-0.00389874j -0.00429926-0.00319066j 0.00241559+0.00159972j -0.00329914-2.81319e-05j -0.00407089-0.00108556j 0.000130765-0.000177118j 0.00395731+0.00616696j -0.000302128-0.00963484j -0.000824197-0.00128222j -0.00543061-0.000486796j -0.00372273+0.00301494j -0.0155336-0.0149066j -0.00433255-0.00532783j 0.00182497+0.00193469j -0.0150201-0.0137054j -0.00489022+0.000883777j -0.0228369-0.0207058j 0.00390177-0.0107969j 0.0134834+0.00285213j -0.00492667+0.00201564j -0.0107392-0.00880988j -0.00218584-0.00152446j 0.00457563+0.00800791j 0.0050067+0.00412068j -0.00227501+0.000794476j 0.00646881+0.00481939j 0.000872102-0.000127913j 0.000528271-0.000526661j -0.00115884-0.00149572j -0.000257369+0.00113047j -0.000327956-0.0021973j -0.00335528-0.00107179j 8.2186e-05+0.00118652j 0.000133524-0.000592442j 0.00151115-0.00100253j -0.00109028-1.40106e-05j 0.0014022-0.000360354j 
0.00119731+0.00138587j -0.000611447-0.000537103j -0.000345034+0.00031937j 0.0021146+0.00201049j -0.000282133+0.000758972j -0.000977466+0.000641338j -0.00097121-0.0016628j 0.000967615-0.00093105j -0.00143417-0.00202801j 0.000540903+0.000522415j 0.00577367+0.010396j 0.00272214+0.000216719j 0.00648948+0.00550385j -0.00345688-0.0073794j 0.00182241+0.0031706j 0.00304719+0.00984892j 0.000326968+0.00436298j -0.00446902-0.00939413j -0.00424766-0.000141059j -0.00196635+0.00284895j -0.000666625+0.0041038j 0.00153117-0.000276605j -0.000788671-0.00424276j 0.00101826+0.00128433j 0.00269988+0.00249053j -0.00347185-0.000780636j 0.000577618+0.00374571j -0.00156236+0.00391419j -0.0018354-0.00658663j 0.00641449-0.00307987j -0.00223248+0.00676704j -0.00232855-0.00024021j 0.0026856+0.000186619j -0.00121132+0.00345594j 0.00729651+0.00244103j 0.00145895+0.00303043j 0.00280998+0.00503377j 0.00240487+0.00353185j -0.00136423+0.00464826j -0.00230164-0.00481973j 0.00505713-0.00608226j 0.00477386+0.00349909j 0.00825879+0.00607512j 0.00864209+0.0217431j 0.00932894+0.016657j 0.0126615+0.00512041j -0.00514338-0.00796116j 0.0109633-0.00835104j -0.000820311-0.000538561j 0.00138623-0.00556055j 0.00768671-0.0155639j -0.00769078-0.0117903j 0.00385491-0.0090994j 0.000183143-0.0117273j 0.001167+0.00615526j -0.00421663+0.00437391j -0.00412562+8.84243e-05j 0.00203472-0.00196145j -0.00367999-0.00170909j -0.00363706+0.00112706j -0.0010859+9.80868e-05j -0.00120649-0.0011369j 1.18622e-05+0.000296289j -0.00105463-0.000866704j -0.000521346+0.00167709j -0.00213921-0.00194285j -0.00202601-0.0011097j 0.00466927-0.000446035j -0.00126043+0.0022726j 0.0247905-0.00415722j 0.00926321-0.00600083j 0.000107947-0.00129087j 0.00228564+0.001994j 0.0157108-0.00260297j -0.009672+0.00393638j -0.00469782+0.00114744j 0.00127906-0.00247232j 0.000772795+0.00250394j 0.00042888+0.000437488j -0.00311761+0.00154785j 0.0030466+0.000382477j -0.000994858-0.000947026j 0.000510218-0.000356673j -0.00128995+0.000562051j 0.000647491+0.000718196j -0.0002762-0.00141635j -0.000336248+0.000403721j -0.000559824+0.00038228j 7.94954e-05-0.00029768j 0.000253503-0.000667489j -0.000444146-0.000315531j 0.000657933-0.000141764j 
0.00077722+0.00115357j 0.000128675+0.000254655j 0.000427694+8.47266e-05j -0.000223462+0.00123728j -0.00137919+0.00186282j 0.00236592-0.00598544j 0.000333855-0.00175624j -0.00352314+0.00535287j -0.00294071+0.00178039j -0.00183652+0.00108256j 0.00262533-0.000920337j -0.00041579+0.00532499j -0.00150563+0.00553152j -0.0047891+0.00297685j 0.00343454-0.00430309j -0.000396174+0.00158493j 0.00115871-0.00199096j -0.00398438+0.00338994j 0.000944668-0.00104126j -0.00920041+0.0119778j -0.00502984+0.00376326j 0.00332819-0.00292168j -0.00114301+0.00367238j 0.0044156+0.00361958j 0.00591463-0.00738327j 0.000115714-0.00308914j 0.00355058+0.00586522j -0.00077569-0.00551552j 0.0029763-4.42799e-05j -0.00170599+0.00178044j -0.00266163-0.00469367j -0.0027709+0.00640396j -0.00254714+0.0065189j 0.00295029-0.00441144j -0.0043825-0.00186503j -0.00537559-0.00493484j 0.00498639-0.000454337j -0.00228426-0.00104902j -0.00662105-0.00154931j -0.00255751-0.00138917j -0.00297431-0.00164242j -0.000236803-0.00709533j 0.00327832-0.00210414j -0.00427787+0.0012793j -0.0105047+0.00292152j 0.00554686-0.00360033j -0.000231289-0.00417126j 0.00275163-0.00469521j 0.00656756-0.00570193j -0.00299816+0.00122466j -0.000917603-0.00204497j 0.00253249-0.00678599j -0.0171386+0.0101571j -0.00568979+0.00575189j 0.00240008-0.00338543j 0.00465964-0.00348435j -0.0100788+0.00601399j 0.00461442-0.00321247j -0.00274876+0.00310968j -0.00175223+0.000585878j 0.000450453+0.000370778j 0.00272925+0.00499984j 0.00304396+0.00400636j 0.0019602+0.00424j 0.0101383+0.00811863j -0.00251262+0.00044729j 0.00328856+0.00392674j 0.000438324+0.000258398j 0.00497086+0.00277163j -0.0054706+0.00251815j 0.0062421-0.00487027j 0.00895568+0.00800318j -0.00692489+0.00460707j 0.00302312+0.00127624j -0.0104134+0.0055146j 0.00998763+0.00919164j -0.0031933-0.00338825j 0.00776012+0.00665674j -0.00719805-0.0027928j 0.00202288+0.000276173j -0.000332691-0.00181547j -0.00156288-0.00274069j -0.000268733+0.00128467j -0.000151909-0.00108227j -0.000944559+0.00141415j 0.0010822-0.00237789j 0.0011402+0.000231204j -0.00254096+0.000633263j -0.00241085+0.000357799j -0.00120118+0.000866312j -0.000530658-0.00116888j 0.00145086+0.000587051j 
0.000684185-0.00204865j 0.00103917-0.00112215j 0.000982753-0.00132353j -0.00184493+0.00226865j -0.000281696-0.00127341j 0.000529706+0.000445159j -0.00231243+0.000529435j -0.00387607-0.00288378j 7.2021e-05+0.00160499j -0.000871966-0.00540042j -0.000749956+0.0016585j 0.00187582-0.000253463j -0.00181617+0.00322688j -0.00165573-0.00218276j -0.0032052+0.00324599j -0.0010829+0.0078577j 0.000680673-0.00100126j 3.21808e-05-0.0030172j -0.00129579+0.00215913j -0.0058744+0.00620742j 0.000495817+0.00082017j 0.00123973-9.94842e-05j -0.00171701+0.00842232j 0.00141472-0.0114438j 0.00149636-0.00445829j 0.00528414+0.00733138j 0.00474246-0.0067326j 0.00251912-0.00498303j 0.00114697+0.012163j -0.00507693-0.0032913j 0.00289167+0.00189315j -0.00555805-0.00563311j 0.00122847+0.00110862j 0.00479271+0.00176604j -0.00167474-0.00760671j -0.00658787-0.00270822j -0.00420751-0.000297192j -0.00448372+0.00435415j -0.00325188+0.00393252j 0.0042585+0.00429448j 0.00382946+0.0033085j -0.0048822-0.00584383j -0.00560228+0.00646454j -0.0041004+0.0136419j -0.00480361+0.00263179j -0.00689042+0.01428j -0.00557497+0.00658154j 0.00631564-0.000517313j -0.00516001-0.00380538j 0.00163414-0.000949398j -0.00767056+0.0118731j -0.0158617+0.0119188j -0.0109318+0.00669864j -0.00759715+0.0043722j 0.00941001-0.000685498j 0.000636296+0.00527255j -0.00268843+0.00250391j 0.00180597-0.0048196j -0.00731404+0.00264515j 0.000388146+0.00543816j 0.00403313+0.00196926j -0.0023039+0.0064322j -0.00336828-0.00253475j -0.00428086+0.00265292j -0.00960431+0.00595373j 0.000950069+0.000249871j -0.0066032-0.00109562j -0.00103589+0.00302979j -0.00224581-0.00451091j 0.00187785+0.00358534j 0.00755751+0.0091055j -0.0111081+0.000378887j -0.0055049-0.0044195j 0.00061183+0.0042912j -0.00674996-0.00108465j -0.00682596+0.00216396j 0.00598967-0.00118286j -0.00494396-0.000432299j 0.00362437-0.00352299j -0.00296203+0.00313165j -0.000212447-0.000720711j 0.000376834+0.00209319j 0.00414282-0.00235037j -0.00219603+0.00201406j 7.60427e-05-0.00139393j -0.00118634+0.00272177j -0.000985444+0.00103051j 0.000521504+0.00117309j 0.00520241+5.65778e-05j 0.00293464-0.0003586j 0.00173902+0.000403671j -0.00211427-0.000431755j 
0.000339684-0.000658464j 8.95206e-05+0.000624553j 0.00123436-0.00107168j 0.000287755+0.000931019j -7.50386e-05+0.00102538j 0.00175345-0.00242289j -0.00311469-0.000746519j 0.000653535+0.00108721j -0.0020725-0.0011186j -0.00128172-0.00216878j -0.00266531+0.00846021j 0.0044946-0.00321141j -0.00214543+0.00547441j 0.00150631-0.0025058j -0.00573372+0.00345195j -0.00502915+0.00843535j 0.0024264-0.00143756j 0.00217846-0.00441128j 0.00346798-0.00559096j -0.00172077-0.000672793j -0.000427922-0.00316189j -0.000982504+0.00199684j -0.002003+0.00175018j -0.00332981+0.00490523j -0.000543341-0.00747807j -0.0050627+0.000436559j 0.00173973-0.00517265j 0.00328867-0.00401029j -0.00275982+0.0178301j -0.00252942+0.00617971j 0.000598538-0.0191096j -0.00252379+0.011554j -0.00075291-0.00170182j -0.00473902+0.00483576j -0.00322252-0.000189705j -0.00382537+0.0023926j -0.00136375+0.00118373j 0.00129443-0.0151663j 0.00143192-0.00736552j 0.00794277-0.00467877j 0.0079317+0.000441228j -0.0127779-0.00471735j -0.0026387+0.000796529j 0.00173293+0.00299763j 0.00123457+0.00175052j 0.00607198+0.00294475j -0.00580038+0.00807839j 0.00117615-0.00360835j -0.00230046-0.000540466j 0.00154328+0.00687699j -0.00126959+0.00196656j -0.0139432-0.00278922j -0.00216194+0.00902292j -0.000933353+0.000751191j 0.00213833+0.00261184j 0.00627631-0.00468537j 0.00130617+0.00124815j 0.000298483+0.00250619j 0.0025114-0.00198664j -0.00332362-0.00217545j -0.0055105-0.000487548j -0.00508703-0.00433344j 0.00296411-0.00289873j -0.00210572+0.00079369j -0.00212494-0.0105462j -0.00486118+0.0062261j 0.0131429-0.00113231j 0.00580654+0.000609526j -0.00645763-0.00165321j 0.00366734-0.0113503j -0.000963108-0.00140848j 0.0143758-0.00398942j 0.00502654-0.00442723j -0.00257797-0.0030604j -0.00591098-0.00308931j -0.00807094-0.00623315j 0.00344431+0.00599366j -0.00537865-0.00183395j -0.00472636+0.00398678j -4.68553e-05-0.00330789j -0.00523093-0.00181638j -0.00374461-0.00147439j -0.00504603+0.00340086j 0.00190525-0.0013369j -0.00128165-0.00330414j 0.00154903-0.00042491j 0.00022111-0.000976396j -0.000406315-0.0048546j -0.00549516-0.000984246j -0.00380992-0.000710667j -0.00192413+0.00042744j 0.00197983+0.000196961j 
0.000743593+0.000946206j 0.000541096-4.27427e-05j 0.000662852+0.000470318j -0.00107603+0.000622666j -0.0002433+0.000180101j -0.00127271-0.000312j -0.00125451+0.00372023j 0.00111724-0.00378898j -0.000205654+0.00395984j -0.000868965+0.00111496j -0.00562307+0.006796j 0.00448813-0.00403147j -0.00220865+0.00143392j 0.00391831-0.00625968j -0.00461867+0.0035971j -0.00708054+0.0109446j -0.000571526+8.27348e-05j 0.00286967+0.000624729j 0.00434339-0.0041799j -0.00420438+0.000201977j -0.000610624+0.00075694j 0.000189679-0.00205544j 0.00117257-0.00260183j 0.00206177+0.00265557j 0.00387394+0.00476039j 0.00304031+0.00268704j 0.00397434+0.00627112j 0.00541769+0.00335026j -0.00149913+0.000606361j -0.00147414-0.0031224j 0.00369373+0.000437675j -0.003393+0.00113156j 0.0016094-0.00153223j -0.00881152+0.0111726j -0.000335999-0.00237202j 0.00313194-0.00765617j -0.00753428+0.0105799j 0.00987219+0.00767848j 0.00109656-0.00236337j 0.00977086+0.00767623j 0.00858363+0.00906886j -0.00517133+0.00119372j 0.00549487-0.0014715j 0.00931397-0.011241j 0.00337976-0.00764373j 0.00945314-0.00355355j -0.00135752-0.0035589j 0.00348875+0.00494792j 0.00576788+0.00315876j -0.00277892+0.00120615j -0.00335078+0.00251876j -0.00646863+0.00482197j -0.00345925-0.00154546j -0.00609302+0.00186492j 0.00196564-0.00231384j -0.00394318-0.00229454j -0.00482209+0.00220016j 0.00223953+0.00328053j -0.00260805+0.00568638j 0.00478886+0.000906427j 0.00819187-0.00037119j 0.00919892+0.00660292j 0.0019355-0.000777637j 0.00603429+0.0029029j 0.0142597+0.0113753j 0.00289131-0.00377406j -0.0105612-0.00182677j -0.00352308-0.00150539j 0.00775006+0.000597583j 0.00309929+0.00666862j -0.00325654-0.00233196j -0.00694419+0.00172777j 0.0020164+0.00564137j 0.00701249+0.00382804j 0.0102877+0.0113152j 0.0201355+0.00576541j -0.0111984-0.00522686j 0.00981406+0.0044616j 0.00172461-0.00392431j 0.00206179+0.00355328j 0.0080025+0.00211227j 0.00323769-0.000773975j 0.00245919-0.00245838j -0.000602324+0.00100949j 0.00204982+0.0049368j -0.0015221-0.00200738j 0.000143646-0.000163889j -0.000190284+0.00581439j 0.00246917+0.00105192j 0.00320058+0.00141692j 0.000730547-0.00211209j 0.000237229+0.000530597j 
3.82646e-05+0.00175467j 0.000525368-0.00112121j -0.00078907+0.000532722j 0.000181073+0.00037935j 0.000421563-0.00155757j -0.00192506-0.00289915j -0.00394484-0.00196339j 0.000269164+0.000714306j -0.000790721+0.00352665j -0.00162559-1.64495e-05j -0.00201861+0.00123739j 0.000822338+0.000713501j -0.00108841+0.00112937j -0.000530877-0.00176162j -0.00225339-0.00155121j -0.00155018+0.00416283j -0.00105808+0.00146695j -0.00123451+0.00262869j 0.00163188+0.000904354j -0.00243101+0.00748938j 0.00210376+0.00319455j 0.000146274-0.000410339j -0.00285829+0.00625116j 0.000742085-0.00788302j -0.00212084+0.00102449j -0.0010038+0.00241073j -0.00205108-0.00368312j -0.00574285-0.0100662j -0.00375166-0.000504551j 0.00302277-0.00909776j -0.00154572+0.00632884j -0.00158722-0.00767971j 0.00412303-0.00141852j -0.0062637+0.00158243j -0.00301621+0.00340105j 0.00162445-0.00357572j 0.00530676+0.000192469j 0.00488651-0.00816366j 0.00401338-0.00310163j -0.000150686-0.0116472j -0.00277817-0.0153367j -0.00478734+0.0102739j 0.00220778-0.00188789j -0.0010676-0.00822507j -0.00185622-0.00479402j 0.0112539-0.00499673j 0.00486635-0.00147117j -0.00312942-0.000654022j 0.00506306-0.00994356j 0.00210276-0.00828617j 0.00130633+0.000858835j 0.00497641+0.00440076j 0.00367202-0.00449518j -0.00100678+0.00267936j 0.000905709-0.000586394j 0.00287201+0.00818502j -0.000451489-0.00311248j 0.00310121-0.00609386j -0.0061909-0.00815307j -0.00525342-0.000666505j 0.00408593+0.00309033j -0.00257877+0.0050399j 0.000971539-0.0040106j 0.00305295-0.000822324j 0.00494471+0.000385134j 0.00483956-0.00376738j 0.0126816-0.00724459j -3.99712e-05-0.00594079j -0.000380152-0.00211139j -0.00709968-0.0133257j 0.00290406+0.0121023j 0.0139505-0.00848098j 0.00596612-0.0142647j 0.00252453+0.0104201j -0.00118906-0.0133808j 0.00509223-0.00841371j 0.00463037+0.00233887j -0.00725519+0.00315431j 0.00241653+0.000538587j -0.00237389-0.00416961j 0.00086059+0.00113352j 0.00474224+0.000486705j 0.00327904-0.000707346j -0.000821043+0.000191106j 0.00217791+0.000552893j -0.00271993+0.00279664j -0.000838566-0.000638946j 0.00521205+0.000157986j 0.00186458+0.00079613j 0.00245737-0.000467826j 0.000469927-2.18703e-06j -0.00123563-0.000682553j 
