-0.000630484+0.00236536j 0.000382988-0.0028015j -0.000247694+0.00135499j 0.00612132-0.00308695j -0.003001+0.00276973j -0.00265298+4.50412e-05j 0.0166749-0.00433665j 0.00305861-0.000746235j -0.0186105+0.00447007j -0.00444835+0.00134406j 0.014318-0.00211273j 0.00896126-0.00285313j 0.00209064-0.00091791j 0.014257+0.00270034j -0.0211076+0.000374553j -0.0195893-0.0106451j -0.00127132+0.000638869j 0.000628394-0.000748834j 0.0035174+0.00180925j -0.00176435-0.00591466j 0.00390126+0.00202894j -0.000307498+0.00297936j 0.000381932+0.00133904j 0.00022783-0.00137156j -0.000798974-0.00246634j 0.000579882-0.00566731j 0.00203276+0.00124129j 1.78504e-05-0.00317288j 0.000755773+0.000610823j -0.00142167-0.0013345j 0.00069245+0.00158846j -0.000568629-0.000473032j -0.00150998-0.00168684j 0.000498818-0.00200118j -0.00120721+0.000106429j -6.04904e-05+0.00078729j -0.00307903-0.00176077j -6.59296e-05-0.00988543j 0.000297384-0.00463219j -0.000751246-0.00134732j -0.000516968-0.00780249j 0.00421724-0.000838027j -0.000847338+0.00317327j -8.4056e-06+0.000724276j 0.000483605+0.00063074j -0.000648212+0.000457232j 0.000366709+0.000695051j 0.000244509-0.000300991j -0.00116507-0.000189523j 0.00156495-0.000205943j -3.65769e-05-0.000375522j -0.000497995+0.000522129j -0.000575811+0.000838283j 0.0012809-0.000206112j -0.00182973-0.000496162j -0.000402598-0.000589444j 0.000242892-0.000435287j -0.000353802+0.00134343j 0.00109715-0.000537299j 0.00252511+0.00214724j 0.000982487-0.000779818j 0.000496818-0.000834531j 0.000814405+0.00014969j -0.000140976-0.000108447j -2.70398e-05-2.30082e-05j 0.000384658-0.00062658j 0.000196815+0.000992566j 0.00145912+0.00043278j -0.000247313+0.000860515j -0.00027588-0.000189583j 
0.00149854+0.000721036j -0.00225066-0.00209939j 0.00177544-0.00553399j -0.00141871-0.0125185j 0.0029888-0.0138762j -0.00109+0.00561888j -0.00970814+0.0217183j 0.000501153-0.00687476j -0.00249709-0.00142831j -0.0131416-0.00236618j 0.00101729-0.00157631j 0.00488821-0.00403594j 0.00344518+0.00779061j 0.00672739-0.00139535j -9.71229e-05+0.00316404j -0.0015244+0.00369306j -0.000358992-0.000415728j -0.0022599-0.00326871j 0.000586271+0.00471184j -0.000151168-0.00375024j 0.0017661+0.00241434j -0.00163247-0.00610765j 0.000859364-0.0060436j -0.000923177-0.00696316j 0.00277627+0.0149362j 0.000125058-0.00127034j -0.00198776+0.00433629j 0.00121016+0.000797513j 0.00173973+0.00577008j -1.8682e-07+0.00915756j -0.00118492+0.000269336j -0.000873735-0.00268955j 0.00100984-0.00344205j 0.00160465-0.00401641j -0.000869972+0.00173611j -0.00341269+0.00899198j -0.00112232-0.00331359j -0.00208078+0.00329263j -0.00175404+0.00378972j 0.00135043+0.00168291j 0.000663504+0.00333942j 0.00209638+0.00118559j -0.00112033-0.00112584j 0.00164606-0.00153324j -0.00539644+0.000347993j -0.00200866+0.000608812j 0.000103634-0.00050037j 0.00269748-0.00180451j -0.000446835-0.000157587j 0.000860814-0.000410466j 0.000167336+2.24322e-05j 0.000207738-0.00195176j 0.00390796-8.28332e-05j -0.00137942+0.00094327j -0.00227191-0.00111625j 0.000200636+9.96431e-06j -0.00754469-0.000765395j -0.0010609-0.000463841j 0.00288912+0.000337044j 0.00233618+0.00026307j 0.000202703-0.000609936j -0.000465328-2.73417e-05j 0.000451806+0.00032463j -0.000336625-0.00119662j -2.01725e-05+0.00123974j 0.000436772-0.000304809j 0.000211157+0.000833661j 0.000754414-0.000197561j 0.000237046+0.000493884j -0.000337562-6.16776e-05j 
0.00317437-0.00335406j -0.00852959-0.00126206j -0.00303798-0.00326267j -0.00567811+0.00365502j -0.0128917-0.0057201j 0.00542333+0.000776068j 0.0233172+0.00574435j -0.00927799+0.00254931j -0.000481199-0.000382455j -0.00379622+0.00141325j -0.00486631-0.00185338j -0.00620817-0.00115798j 0.00610891-0.000492882j 0.000249746-0.00835008j 0.00425274-0.00203507j 0.00106103+0.000951408j -4.05122e-05+0.000319762j 0.00115437-0.00485764j -0.0023471-0.0027487j 0.00266843-0.0150648j 0.00521574+0.00725209j 0.000895841+0.00953764j -0.00298406-0.00160876j 0.00160412+0.000828369j -0.0009919-0.0045387j 0.0010825+0.00431195j 0.00326636+0.0026403j -0.0015543+5.05035e-05j 0.00032795+0.00496081j 0.00166648-0.00551436j 0.00194819-0.00806336j 0.00374783-0.00356719j -0.00485147+0.00596972j -0.00312149-0.00242873j 0.000764371+0.000386786j -0.000958962+0.00629695j -0.00100801+0.00280436j 0.00289275+0.00786939j 0.00303196+0.00502924j -0.00190059+0.00352767j -0.00478783-0.00459635j 0.000189227+0.00673963j -0.00150157-2.20264e-05j 0.00359888-0.00237653j 0.00117149-0.00122726j -0.00414274+0.00111477j 0.00318288-0.000311271j -0.000568465+0.00126221j 0.000263238-0.000447236j -0.00230434+7.89339e-05j -0.000207894-0.000153933j 0.00404574-0.00183475j 0.000200469-2.09607e-05j -0.00130409+0.00115108j -0.00167811+0.0010375j -0.00298907-0.00178543j -0.00177282+0.00109414j 0.00421908-0.000495016j 0.0021333-0.00066274j 7.42501e-05+0.0016047j 0.000993004-0.000400628j -0.00165828-0.000546809j 0.000614594-0.000938998j -7.02484e-05+2.39129e-05j -0.000143757-0.000334991j -0.000795687-0.000329939j 0.000891095+0.00140282j 0.000966915-0.00128654j 0.00102248+0.00102237j -0.000475106+2.36869e-06j 
-0.0018649+4.27891e-05j 0.00304515+0.00878135j -0.00250256+0.00125325j -0.00302767-0.00514848j -0.00300027+0.000680845j -0.000325393-0.00157279j 0.0019907-0.00126812j -0.00536507-0.00144094j -0.00223052-0.00102955j -0.013327+0.00246599j -0.000754355+0.000189819j -0.000901997+0.000162576j 0.00421077-0.0020293j -0.00325174-0.00202898j 0.00200147+0.000942585j -0.00162553-0.00553756j 0.00271395+0.0117318j -0.000834769+0.00734205j 0.00125376-0.0066302j -0.00190509+0.00398729j -0.00456665+0.00185086j -0.00242383-0.00748305j 4.86044e-05-0.00244713j 0.00162372+0.00436581j -0.00197464+0.00276117j -0.00256572+0.00320419j -0.00229738+0.00189115j -0.00176201+0.00306454j -0.00354811+0.00345122j 0.00190576+0.00255236j -0.000496626-0.00286409j 0.00307325-0.00399689j 0.00290986+0.00352816j 0.000598395+0.00296231j 0.000163704+0.00430951j 0.00252803+0.00353292j 0.00329373-0.000576058j 0.00308127-0.0159554j -0.000564406-0.00424158j -0.00717261-0.00536688j -0.0116998+0.000759404j -0.0128309-0.0093289j 0.00302668+0.0102843j 0.000377211-0.000985972j 0.00190411-0.00215931j -0.000825086+0.00374461j -0.00247207-0.000453366j 0.000989083-0.000636783j -0.001064+0.00157419j 0.00118549-0.000799912j -0.000586775-0.000106149j -0.00261434+0.00187332j 0.000973049+0.000571722j 0.00204815-0.00240907j 0.00622036+0.0109725j -0.00263793+0.00263468j -0.0001719-0.00148183j -0.000359156+0.000318406j -0.000187783-0.00280172j -0.00191706-0.00809783j 0.00018381-0.00123001j 0.00143347-0.000701441j 0.000589381-0.00299665j 4.87176e-05+0.000636687j -0.000294852-8.70616e-05j -0.00101362-0.00215666j 0.00129638+0.000239106j -0.000483337-0.000906754j -0.00112314+0.0011938j 0.000657849+0.000104446j 
0.00201696-0.000538154j -0.00793818-0.00289571j -0.00193026-0.000804704j -0.0011014-0.00310606j 0.000259777-0.00137995j 0.00228572-0.00235763j 0.00480081-8.63312e-06j 0.00109407+0.00053723j 0.00329122-0.000539484j 0.00233968-0.00026483j 0.000227173+0.00123081j -0.00119395+0.00142243j -0.00370606+0.00130805j -0.00732519-0.000735509j 9.33905e-05-0.00208156j -0.00646097+0.00487012j 0.000326496+0.00367731j -0.00160442-0.00116204j -0.000982865-0.00356708j 0.00316055-0.00808549j 0.00111692-0.00722806j -0.00241938-0.00107036j -0.0011221-0.00959297j -0.00180273+0.00369757j -0.000890573+0.00411504j 0.00318196+0.00701575j -0.00234921+0.00984609j 0.00176226-0.000267179j -0.00064108-0.0068876j -0.000137133-0.00123511j -0.000699048+0.000908122j 0.00173995-0.00495053j 0.00363329-0.00337853j 0.00121379-0.00132177j 0.00244448+0.00665481j 0.00240123-0.000197625j 0.0025348-0.0133189j -0.0089156-0.00620036j -0.0023517+0.000632599j -0.00191548-0.00333243j 0.0116828+0.00992041j -0.00123652-0.00791834j -0.00963619-0.0089477j -0.0051727-0.00777258j -0.00109673-0.000584901j -0.000665714-0.00297718j 0.00251734-0.00543633j -0.000130437+0.000225943j 0.000316701+0.000818377j 0.000722082-0.00033338j 0.000392168+0.000298507j 0.00186017+0.00533896j -0.00167678-0.000740917j -0.000193321-0.00338277j -0.00326576-0.00409113j -0.00069867+0.00692035j -0.000200751+0.0027755j 0.000521248-0.00197237j 0.00663619+0.00347768j -0.00942234-0.00486153j -0.00166621+0.00521715j -0.0100006+0.00536351j 0.000388574-0.00236325j 3.54848e-05+0.000476488j 2.55668e-05-0.000133466j -0.00822792+0.00369988j -0.00577684+0.000454926j -0.008979+0.00443849j -0.0015792-0.00884879j 0.00577331-0.000591792j 
0.000758031+0.00236269j 0.00602395-0.00455342j 0.000287637+0.00113331j 0.00554853-0.000280595j -0.00047967+0.0030468j 0.0029133+0.00441173j 0.000454167+0.00252154j -0.00829003+0.00323005j -0.00191902+0.00284345j 1.74895e-05+0.00118535j -0.00268277-0.00011002j -0.00532327-0.00138682j -0.00239081-0.00306094j 0.0123269-0.00597503j 0.00709232-0.000734769j -0.0190583-0.0104468j 0.00397492+0.00184787j -0.00707157-0.00213307j 0.00402846-0.00273411j -0.00849826+0.00129822j 0.00131239+1.11515e-05j 0.000929122-0.00259211j 0.00350701-0.000255435j -0.00616631-0.00131727j -0.00687748-0.00208575j 0.00620151-0.000405299j -0.00408512-0.0036637j -0.00156112+0.00122348j -0.0075086+0.00115193j 0.00795614+0.000633183j 0.000485335-0.00324879j 0.00867289+0.00310604j 0.00128851+0.00857686j -0.00360886+0.00460072j -0.00818661+0.0016922j 0.00650101-0.00218931j 0.00320574-0.00162234j -0.0065274-0.00913368j -0.00316717+0.00326913j 0.016366+0.00265503j -0.015977+0.0043221j 0.00181657-0.00057018j 0.00337617+0.0022216j -0.00493712-0.00186008j 6.89392e-05-0.00365152j 0.0030813+0.00485984j 0.00115185-1.42701e-05j 0.000145154+0.000494292j 0.000938979+0.00215576j -0.00133093-0.00204734j -0.00152614-1.04784e-05j -0.00258738-0.00038149j 0.00115477+0.00268365j 0.00275779-0.00283493j 0.00488163-0.0019114j -0.00785931-3.46371e-05j -0.00360309-0.000741909j 0.00198028+0.000617211j -0.00177795-0.000938789j 0.00215552-0.0057508j -0.00351834+0.00463647j -0.00184057+0.000844288j -0.000337972-0.0029666j -3.85813e-05+0.000587128j -5.90299e-05-2.09721e-06j 0.00101681+0.000475607j 0.00209145+3.29985e-05j -0.00163128-0.00315369j 0.000508284-0.0010122j -0.000325307+0.000487981j 
-0.00376292+0.00352833j 0.00859149+0.0014524j -0.00228654-0.00206318j 0.00500693-0.00214105j -0.00447266+0.000537818j 0.00535372-0.00185005j 0.00183737+0.000944763j 0.00653191-0.00106282j 0.00300846+0.000802804j -0.00324037-0.00217086j 0.000140814+0.00019184j -0.00372296+0.000141759j 0.00524852+0.0037554j -0.00269694-0.00278511j -0.00463044+0.000650003j 0.000183071+0.00528202j 0.00249339-0.00145341j -0.000752489-0.000886812j 0.00349706+0.00256595j -0.00213102+0.00525799j -0.0062629-0.00346924j -0.00357666-0.00455137j -0.00148706+0.00198938j -0.00345571+0.00118916j -0.00338583+0.00170101j -0.00296335-0.00547596j -0.00589873-0.00216779j -0.00205461-0.00348774j -0.00381071-0.00407073j -6.25822e-05-0.0014734j 0.00434334-0.000598704j 0.00384188-0.00309046j 0.00577302+0.00446011j -0.000338901+0.00202842j -0.00416881-0.00124934j -0.00494492-0.00151737j -0.000566418+0.00278871j 0.00072191+0.00774658j 0.00396605+0.000270049j 0.000843389-0.0161759j 0.00319514-0.0107282j 0.0164632-0.0179019j 0.00279585+0.00378415j 0.00140075+0.00392757j -0.000300417+0.00207044j 0.00192635+0.000589245j -0.00104037+0.000233377j 0.000856969-0.000144291j 0.00057946+0.000450712j -0.0009271+0.000216377j 0.000529184+0.000226292j 0.00125915+0.00354874j 0.00190692+0.00267944j -0.00139401-0.00382837j -0.0126285+0.00108026j -0.00523569+0.00258621j 0.00161358+0.00164776j 0.00154663+0.00457862j 0.00291639-0.000710135j 0.00710165-0.0018729j 0.00547541-0.00132075j 0.00236953-0.00117423j 0.00050073-0.000213116j -1.24099e-05+0.000154784j -0.00026607-0.000311045j 0.00143597-0.00323951j 0.00178735+0.000845699j 0.00237357-0.00131698j -0.000941994+0.0020098j -0.000653239+0.000470498j 
0.00181216-0.00248698j -0.00687977+0.000927681j 0.000390178-0.00222304j -0.000687869-0.00428632j -1.41669e-05+0.00026757j -0.00426415-0.000337372j -0.00193571-0.00181542j -0.0037255+0.00348893j -0.00334484-0.00265744j 0.00400562+0.00325866j 0.00479336+0.00353814j -0.00221602-0.00136138j -0.00788108-0.00210401j -0.0119737-0.00428873j 0.00816009+0.00345041j -0.00736201+0.00271354j 8.06546e-05-0.000362755j -0.00167516+1.98719e-05j -0.00311483-0.0037717j 0.00413043-0.00168193j -0.000201343+0.00586147j 0.00337364+0.00394586j 0.00397794-0.00108705j -0.000377012-0.00277557j 0.00232752+0.00343747j 0.0024896-0.00563308j -0.00425649+0.000203335j -0.000621863+0.00416111j 0.00635613+0.00175436j -0.000662763+0.000249374j -0.00058019+0.00226882j 0.00484015-0.00255773j 0.00207264+3.76501e-05j 0.00873307+0.00167942j -0.00215876+0.00395639j -0.00623093-0.00106429j 0.0136985-0.00561442j -0.00496283+0.0020369j 0.0154212+0.00460065j -0.00939082-0.00202493j 0.0149574+0.0159939j -0.0055386+0.0038181j 0.00746017+0.00591721j 0.00331655+0.0096849j -0.00239598-0.00502366j 0.00304834+0.00201654j -0.00144701+0.00493914j 0.000452759-0.000357921j 0.00225343-0.00176472j -0.000539061+0.00089986j 0.00126772+0.0010449j -0.00422978-0.00711194j -9.68406e-05-0.00114296j -0.00372955+0.00402146j 0.00395144-0.00357183j -0.00127804+0.000449185j -3.03099e-05+0.00529847j -0.000251891-0.00323068j -0.00489172+0.0026436j 0.00141874-0.00208875j 0.00287766+0.00274279j 0.00966824-0.00127855j -0.00255933+0.00179928j 0.000874661+1.64044e-05j -0.000406049-7.82297e-05j 0.00921857-0.0031217j 0.0045053-0.00595634j 0.00448292-0.00365624j 0.000784402+0.00604547j -0.00526222+0.00141101j 
-0.000155467-0.00140124j -0.000749146+0.000237158j -4.83404e-05-0.00251856j -0.00425488-0.000328131j 0.00589614+0.00159586j 0.00493324-0.0013036j 0.00565443-0.00267628j -0.00230332-0.00305725j 0.00879155+0.00227796j -0.00504541-0.0001353j -0.00891407-0.0019317j 0.00799017+0.001441j -0.00248692-0.000929927j 0.00153193+0.00374372j -0.00760688+0.000527769j 0.000762035-0.00218182j -0.00514269-0.0054901j -0.00191186-0.00194437j 0.00108347-0.00468656j -0.00500513-0.000995418j 0.00652459-0.00180738j -0.00472171+0.00491638j -0.00127929+0.00453328j 0.000125915+0.00401433j -0.00477856+0.00521293j -0.00499383-0.000511754j 0.00379809+0.0032231j -0.00639758-0.00425997j -0.00895627+0.00138692j 0.00651119+0.00600419j -0.00343026-0.00274065j 0.00366608+0.000861952j 0.0106634-0.00322829j -0.000589566+0.00360317j 0.00491658+2.3045e-05j 0.0119839-0.00702778j 0.00450281-0.00419714j 0.00195211+0.00250081j -0.00948956+0.008296j 0.0146493+0.0109268j -0.0148257+0.00112965j -0.00295642-0.00264598j 0.00166689-0.00247674j -0.000135374+0.00884189j -0.000648595-0.00198487j 0.00480515-0.00142963j 0.00045021+0.00642393j -0.000706359-0.000485147j 5.71731e-05-0.00228511j 0.0022748+0.00193737j -0.00193404-0.000341472j -0.00231639-0.00411838j -0.000122496-0.0052626j 0.00203086+0.00335238j 0.00422218+0.00405132j 0.000896492+0.00596633j -0.00188519-0.00187329j 0.0018088-0.00514791j -0.00100019-0.00348461j -0.00215307-0.00166884j 0.00506811+0.00570529j 0.00799769+0.000586967j -0.001589+0.00306336j 8.83811e-05-0.000697089j 0.000372046+0.000925523j 0.0065092+0.000246464j 0.0016586-0.00513621j 0.00147635+0.00235707j -0.00254654+0.00221274j -0.00260442+9.27017e-05j 
0.00147902-0.00311j -0.00253974+0.00419891j 0.00156214-0.00109841j -0.00614941+0.00146895j 0.0031279+0.00219589j -0.00131743-0.003486j 0.0081116-0.00318005j -0.000744911+0.0015188j -0.00462873+0.000410697j -0.00389172+0.00322065j 0.0235475+0.00614415j -0.0014097+0.00330378j 0.00832812-0.00303793j 0.00572051-0.00423747j 0.000740013-0.00116581j -0.00522034+0.00360087j -0.00109422-0.000245091j 0.000185545-0.00205622j 0.000415792+0.00472902j -0.0036437+0.00396243j -0.00349343+0.000708003j 0.00646451-0.000402948j -0.00393878-0.00177065j -0.0053084-0.000686494j -0.00135425+0.000498161j -0.00585827+0.0010587j 0.00926274+0.00250364j -0.00406472+0.003016j 0.00334029+0.000978339j -0.0121046+0.00166065j 0.0078814+0.000519694j -0.0215531+0.00162642j 0.00663906-0.00178547j 0.00654032+0.00270234j -0.0112187+0.00688588j -0.00684477-0.000354895j 0.00858626+0.000710779j -0.00284905+0.00222362j -0.00185038+0.00216613j 0.00288007+0.0055078j 0.00726314-0.00379323j -0.00225605+0.00138906j -0.00312965-0.00233214j -0.00142068-0.000696327j 0.00412424+0.00228747j 0.00151732+0.00147419j -0.000781035+0.000129428j -0.000110717-0.00221364j -0.00266058+0.0015391j 0.00119384-0.00164927j 0.00133828+0.000895595j -0.00268185-0.00303469j 0.00321589+0.00193945j -0.000910789-0.000329317j -0.00688164-0.0092623j 0.00148192+0.000624791j 0.00118554-0.00099624j 0.00440264+0.000709267j -0.000404953-0.00674829j -0.000636212-0.000550821j 0.00166639+0.00254419j 0.000884944+0.000553922j 0.000991255+4.3711e-06j -0.000564461+4.06706e-05j 0.000282903+0.000398286j -0.00107031+0.00138696j 0.00134876+0.00167129j -0.000439458+0.000607364j -0.000965628-0.000642441j 0.000390615-0.000507235j 
0.0016798+0.000770869j -0.00156909-0.00370626j -0.00181085-0.000607869j -0.0034631+0.000169043j -0.00649462+0.00201753j -0.00604881+0.000669502j -0.00453306+0.00160351j 0.00585475+0.00130815j -0.0034641-0.000239462j 0.00618491-0.000570901j 0.0134802-0.00389118j -0.0101575+0.000382546j 0.00554195+0.0020998j 0.000985104-0.00143997j 0.00659775-0.00150915j -0.0022569+0.0025554j 0.000164691-0.000883008j -0.0031088+0.00324775j -0.000820202+0.000252941j 0.00616287-0.0105801j 0.00178112+0.00510437j 0.00849028+5.44044e-05j -0.00266629-0.00419337j -0.00539772-9.41032e-05j 0.00418164-0.00183162j -0.000403841-0.00353168j -0.0105455+0.00186001j 0.014797-0.00224841j 0.00667998-0.00517357j -0.0106267-0.00507149j 0.00136192+0.00454271j -0.00859897-0.00367616j 0.00569395+0.00315962j -0.000685954-0.00156531j 0.0155331+0.0102157j 0.0031952+0.00372619j -0.00775301-0.00646989j 0.0126877+0.00603491j -0.00778332-0.00943178j -0.0141179+0.01143j 0.00392719-0.0070434j -0.00486365-0.00143997j 0.00327579+0.00237638j -0.000178791+0.00556486j -0.0016303-0.000749896j 0.00308846+0.00236097j -0.00100327+0.00340724j 0.0015343+0.000131374j -0.000724548-0.00292795j 5.25823e-05+0.00338548j 0.00144889-0.000880173j -0.000577647-0.00249199j 0.00382939-0.00109601j 0.002042+0.0036338j 0.000728517+0.00169867j -0.00343378+0.00139441j 0.00317459-0.00347918j -2.88449e-05-0.00151237j 0.0020083+0.000486906j -1.5618e-05-0.00320775j 0.000927797+0.00352031j 0.00459691+0.000530031j -0.00148227+0.00121381j 0.000277361-0.000729569j -0.000194095+0.000853646j 0.00484074-0.00145711j 0.00206256-0.00333314j 0.000494169-0.0018427j 6.7752e-05+0.00198332j -0.00242167+0.000922512j 
-0.00170306+6.55266e-05j 0.000398014+0.0019734j -0.000946733-0.000936345j 0.00171484+0.000353166j -0.00489683+0.000349317j 0.00698998-0.00498837j -0.000636046+0.00153663j 0.0130459+0.000138183j 0.00836164-0.00206699j -0.00604572+0.000674497j -0.0047987+0.00108624j -0.0060288-0.000246872j 0.0135384+0.00447172j 0.00725657-0.00137541j -0.00985629+0.000885863j -0.00767888-0.000511381j -0.000516993-0.000802309j 0.00522205+0.00102391j 0.00362257+0.00485255j -0.00598294-0.00333223j 0.00562503-0.00165736j -0.0045824+0.00611709j -0.000592725-0.00209804j 0.00702592-0.00371541j -0.00310916-8.26065e-05j -0.00193069-0.00262415j -0.00196266+0.00793174j 0.000245462-0.00811756j -0.00858095+0.00358593j 0.00406078-0.00916628j 0.00085816+0.00548972j 0.00816656-0.0093505j 0.00108129+0.00113881j -0.00255255+0.00146716j -0.0161762-0.00963579j -0.00427456-0.00584298j -0.00717134+0.00999271j -0.0111181-0.00506881j -0.00239382+0.000913755j 0.00390442+0.00877493j 0.00318298+0.012589j -0.00177069+0.00191799j 0.0022145-0.000231016j 0.000987078+0.00291165j -0.00165323+0.00332742j -0.000345518+0.000193409j 0.000486725+0.0011013j 0.00200609-0.00055189j -0.00327801-0.00213j 0.00158453+0.00277888j -0.00195679+0.000412114j 0.00228395-0.00511338j -0.0019081-0.00060204j 0.000703385+0.00147525j 0.00880561-0.00409865j 0.000203303+7.68603e-05j -0.00128457+0.000810168j -0.00178207+0.00163668j 0.00322086+0.00140565j -0.000683189+0.00145636j 8.12574e-05+0.000290001j 0.00284543+0.000433497j -0.000603139+0.00321771j -0.000256283-0.000848495j 0.000266595+0.000336207j 0.00255606-0.0020023j 4.31756e-06-0.000405853j 0.00166577-0.00017655j 0.000566484+0.0019244j -0.00163909+0.000432818j 
-0.0027359-0.00207998j 0.000429124+0.00637542j 0.000326601+0.000328465j 0.00288103-0.000571812j -0.00336239-0.00166556j 6.7743e-05+0.000224995j -0.00486781+0.00167254j 0.00540184-0.000924958j -0.00112784+0.00104346j -0.00355542+0.000525334j -0.00153543-0.00212625j -0.00156652-0.000757109j 0.00371372-0.0013215j 7.96119e-05-0.00483142j -0.00304119+0.00170744j -0.00127865+0.000526075j 0.000430439-0.00213399j 0.00381429-0.00153001j 0.00335564+0.00290104j -0.00475822-0.00224891j -0.00390279-0.00430481j 0.0119153-0.00427981j -0.00574358+0.000915685j -0.00377408-0.00266141j -0.00127795+0.00136329j 0.00324072-0.00326706j 0.0114365-0.0134823j 0.000886977+0.00160525j 0.00403297+0.000791087j 0.000579537-0.00663539j 0.00695047+0.00491602j 0.00530587-0.00425716j -0.00613689+0.00786847j 0.00713645+9.60908e-05j 0.0242825-0.00156296j 0.00402982-0.000455856j 0.0136827+0.00424249j 0.0142127+0.0011533j 0.00804234-0.00152738j -0.00889517+0.00224035j -0.00356782+0.00167702j 0.00606936+0.00445658j -0.00375502-0.00484557j -0.00340255-0.00440974j 0.00192818+0.00314664j -0.0016193+0.000142425j 0.00158039-0.00189428j 0.000562579-0.00187482j -0.000382081-0.000243091j 0.00447254+0.000552764j 0.000470882+0.000668928j -0.00132961+0.00542497j -0.000496186-0.000521689j 0.00196965-0.00120905j 0.00527041+0.00593536j -0.00305647-0.00255884j 0.0015835+0.00241976j -0.00269891+0.000105693j 0.000320041-0.000560102j 0.000873591+0.000892079j -0.00179476+0.00175302j -0.00388593+0.000803563j 0.00162991-0.000226483j -0.000134273+0.000222672j -0.000160745-0.000309217j -0.00193321+0.00203705j -0.00108017+0.00234588j -0.00150377+0.00283003j -0.00111336-0.00276767j 0.00172339-0.000854185j 
0.00334392+0.00428717j 0.00431818-0.0118077j 0.000600184+0.00129849j -0.00580577+0.00213122j 0.00689415+0.000891636j 0.00145052-0.00307907j -0.000498963-0.00401216j 0.000200404-0.00152222j 0.00984326-0.000344464j -0.000846422+0.000240301j 0.00130177-0.00112291j 0.00150783+0.0012778j 0.00515304-0.00191199j 0.0138386+0.00439919j -0.00209327-0.00037882j -0.00891559-0.00365709j -0.0012289-0.00130293j -0.00764216+0.000570036j -0.000213774-0.000790485j -7.44799e-05-0.00302394j 0.00468651+0.00722981j -0.0027985+0.00432696j 0.00396782-0.00601892j 0.00237657+0.000711788j -0.00518426+0.00236291j 0.000475717+0.0013588j 0.0129107+0.00600121j -0.00491844+0.00323611j -0.00530305+0.00316117j 0.0121509-0.00232188j -0.00808798-0.000234263j 0.00706834-0.00115029j -0.00354826-0.00479557j 0.00493588-0.00123536j -0.00394184+0.0146101j 0.00120302+0.00521819j 0.00482157-0.002694j -0.00213317+0.0129007j 0.00570858+0.00234899j -0.00682238-0.00204864j -0.00164664-0.0152711j -0.0068594-0.00134392j -0.00126798-0.00188595j -0.0011269-0.000227673j -0.00164407+0.000336458j 0.000407809-5.1627e-05j -0.000496182+0.00139223j 0.00132628-0.000390167j 0.0014017-0.00109798j -0.000594864+0.00245146j -0.00091697+0.000171064j -0.00263064-0.00157171j 0.000693139+0.00184501j -5.74304e-05+0.00112658j -0.00338786+0.00564904j 0.00257248-0.00216458j 0.00155746+0.00222842j 0.00110032-0.00491823j 0.00143315-0.00270217j -0.000760889+0.00128258j -0.000882865-0.000476708j -4.61375e-06-0.000303276j -0.000550254-1.78453e-05j 0.000176307+2.21755e-05j -0.000146669-9.94438e-05j -0.000419542+0.00214813j -0.000788684+0.00092856j -0.000865885-6.25886e-06j -0.000329506-0.000484477j 0.000325736-0.00052917j 
0.00131003+0.000409422j -0.00098898-0.00340281j -0.000363554+0.000613664j -0.00146661+0.00162136j 0.000543791+0.000756068j -0.00330338+0.000639145j 0.00039488-0.00198517j 0.00252204+0.00139388j -0.00167858+0.00147644j 0.00302883-0.000920508j 0.0150334-0.000107761j -0.00217173-0.000330025j 0.00502783-0.000810139j 0.00149605-0.00309553j 0.00124712-0.00214634j 0.0021399-0.00303612j -0.00117717+0.000627115j -0.00222536+0.00476932j -0.00363794+0.00165909j 0.00594245-0.000420375j -0.00540754+0.00365835j 0.00371662-0.0086228j 0.0023633+0.000525585j -0.00276374+0.00512848j -0.00230722-0.000199648j -0.00200969+0.00348314j 0.00643815-0.00104087j 0.000604798-0.00474705j 0.00508845-0.00216962j 0.00360364-0.00399212j -0.0110732+0.00843113j -0.00975414+0.00864002j 0.00396595-0.00158817j 0.00558724+0.00481966j 0.00378708-0.0070251j 1.94352e-05-0.00927009j 0.000980346+0.00694162j 0.0162126-0.00767459j -6.91008e-05+0.0119033j -0.0126494-0.0124741j -0.00531522+0.010544j -0.0040839-0.00747392j -0.000377638+0.00115022j 0.00157221+0.00097557j 0.000432886+0.000792362j -9.41623e-05-0.00108236j -0.000262763-0.000301345j 0.00212218+0.000661787j -0.000419016-0.000183293j 0.00135732+0.00152701j 9.16624e-05-7.17497e-05j 0.00167423+0.00120462j 0.00209627+0.00268866j -0.000304878-0.00470771j 0.00147593-0.00135804j 0.00170736+0.000241212j -0.00313832+0.00206739j 0.000149636-0.000715247j -0.00108316-0.00052053j -0.00039568-0.00302154j 0.000602982+0.000649876j -5.47511e-05+5.44782e-05j -0.000104408-0.000689364j -0.000282731+0.000105146j 0.000283966+3.99902e-05j -0.000602406-9.13715e-05j -8.79947e-05-0.000326712j -0.000368561+0.000125748j -0.000616108-0.000308234j 0.000506585-1.25413e-05j 
