-0.000630484+0.00236536j 0.000382988-0.0028015j -0.000247694+0.00135499j 0.00612132-0.00308695j -0.003001+0.00276973j -0.00265298+4.50412e-05j 0.0166749-0.00433665j 0.00305861-0.000746235j -0.0186105+0.00447007j -0.00444835+0.00134406j 0.014318-0.00211273j 0.00896126-0.00285313j 0.00209064-0.00091791j 0.014257+0.00270034j -0.0211076+0.000374553j -0.0195893-0.0106451j -0.00127132+0.000638869j 0.000628394-0.000748834j 0.0035174+0.00180925j -0.00176435-0.00591466j 0.00390126+0.00202894j -0.000307498+0.00297936j 0.000381932+0.00133904j 0.00022783-0.00137156j -0.000798974-0.00246634j 0.000579882-0.00566731j 0.00203276+0.00124129j 1.78504e-05-0.00317288j 0.000755773+0.000610823j -0.00142167-0.0013345j 0.00069245+0.00158846j -0.000568629-0.000473032j -0.00150998-0.00168684j 0.000498818-0.00200118j -0.00120721+0.000106429j -6.04904e-05+0.00078729j -0.00307903-0.00176077j -6.59296e-05-0.00988543j 0.000297384-0.00463219j -0.000751246-0.00134732j -0.000516968-0.00780249j 0.00421724-0.000838027j -0.000847338+0.00317327j -8.4056e-06+0.000724276j 0.000483605+0.00063074j -0.000648212+0.000457232j 0.000366709+0.000695051j 0.000244509-0.000300991j -0.00116507-0.000189523j 0.00156495-0.000205943j -3.65769e-05-0.000375522j -0.000497995+0.000522129j -0.000575811+0.000838283j 0.0012809-0.000206112j -0.00182973-0.000496162j -0.000402598-0.000589444j 0.000242892-0.000435287j -0.000353802+0.00134343j 0.00109715-0.000537299j 0.00252511+0.00214724j 0.000982487-0.000779818j 0.000496818-0.000834531j 0.000814405+0.00014969j -0.000140976-0.000108447j -2.70398e-05-2.30082e-05j 0.000384658-0.00062658j 0.000196815+0.000992566j 0.00145912+0.00043278j -0.000247313+0.000860515j -0.00027588-0.000189583j 
-0.00266237+0.000908131j 0.00265452-0.00105125j 0.00446291+0.00468788j 0.0126107-0.00498893j -0.00225643+0.000917513j 0.00223601-0.000515833j 0.000541335-0.000706362j -0.00246447+4.13977e-05j -0.00478465+0.000572403j 9.76256e-05+0.000169841j -0.00297981-0.00217723j -0.00230128-0.000320484j -5.56905e-05+1.40767e-05j 0.00283586+0.00101769j 0.00169921+0.00182637j -0.00385658-0.000518405j -0.000466147-0.00507399j -0.00240949+0.0029922j -0.00823601+0.000333103j 0.0259611+0.00268264j 0.00403089-0.00250594j -0.00131117-0.00108382j -0.00463328+0.00137292j -0.00286084+0.00461139j -0.00316137+0.00258678j -0.00962103-0.000613081j 0.00852442+0.00356484j -0.00251266-0.00223353j 0.00118683+0.000318788j -0.00183947-0.0005735j -0.00611276-0.00284795j -0.00683689-0.00354252j 0.00340142+0.00108453j 0.00114695+0.00117384j -0.000818966-0.00130489j -0.00144906+0.000283646j -0.00157091+0.00200006j -0.00370103-0.00181291j -0.00239772-0.00277661j 0.00292661+0.000193492j 0.00581148-0.00197252j 0.00420607-0.00325497j -0.000599478+0.00374702j -0.00243825-0.0161002j -0.00521656-0.00166548j 0.00363512+0.0102771j 0.000859181-0.00491474j 0.00251152-0.00165185j -0.00673523-0.00461114j 0.00190953+0.00308205j 0.000498118-0.000478799j -0.00230172-0.00421607j -0.00562886-0.00785883j 0.00454246+0.00608015j 0.00375698+0.0050346j 0.00233219+0.00554268j -0.00109366-0.00239947j -0.001654-0.00883043j 0.000512279+0.00529592j 0.00794432-0.00205092j 0.0009138+0.00509614j 0.00104364+0.00562723j 0.00129721+0.00193459j 0.000124481-0.00106258j -0.000891949+0.000851122j 0.00158923+0.000983015j 0.00580576+3.29658e-05j 0.000492363+0.00786447j -0.000140163+0.00115796j -0.00167405-0.00175329j 
0.00415336+0.00120386j -0.00074458-0.00612965j 6.51133e-05-0.00253386j -0.00777716-0.00623686j 0.00275183-6.73795e-05j -0.00140317-0.0038308j -0.000929948-0.00368515j 0.00258011+0.00196415j -3.90686e-05+0.00403362j -0.000416538+0.00198318j 0.000988025+0.00123633j 0.00184027-0.00070586j -0.000977306+0.00055966j -0.00177535-0.00234593j -0.00134859+0.0012028j 0.00355966+0.00219884j 0.0013453-0.0077258j -0.00451082+0.0061346j 0.0109408-0.00732023j -0.00597784+0.00148982j -0.0094917+0.00694049j 0.000996102+0.00251806j -0.0015202+0.00178452j -0.00438572+0.00524867j -0.000471214-0.000974406j 0.00244211-0.00532527j 0.000420007+0.00109181j -0.00404611-0.00175588j -0.0054867-0.00377929j -0.00261966+0.00564788j 0.00569104-0.00629597j -0.00228126+0.000285369j -0.00286183+0.00237809j -0.00213539+0.000958212j -0.000710703-0.00031502j -0.00426687+0.00174638j -0.00447483+0.00128672j 0.000109546+0.00129869j 0.00381005-0.0038075j -0.0028427+0.00662989j -0.00345258+0.00542094j 0.00615468-0.00478166j -0.00325912-0.000788299j -0.0035534+0.00631315j -0.00372381+0.00345834j -0.000814607-0.00374227j 0.000593456+0.00482162j -0.00307694+0.00152963j -0.000862768+0.0013894j -0.00778644+0.000817217j -0.000825579-0.00108942j -0.0108039+0.00815678j -0.00320969+0.00246593j 0.00790751-0.00492323j 0.00928215+0.00916021j -0.00455559-0.00301477j -0.00102555+0.000972235j 0.00438101+0.0036978j 0.000137411+0.00146264j 0.00941776+0.000340161j -0.00845365-0.00436346j -0.000195444-0.00272755j 0.000803973-0.000354982j 0.000961282-0.000788477j -0.00136194-0.00033219j -0.00173892+0.0016918j 0.000797028+0.000850836j 0.000583814-0.00707408j -0.00129962-0.00248614j 0.00133627+0.000507598j 
-0.00075391+0.000783157j -0.00101915+0.00128431j -0.000838764+0.000900263j 0.00276712-0.00691652j 5.88593e-05+0.00105878j -4.84136e-05-0.00408069j 0.000135161-0.00281822j -0.000118278-0.00152106j -0.00120591-0.000700862j 0.000376542+0.00307117j -0.000307453+0.00170126j -0.000871295-0.00227797j 9.37423e-05-0.00157923j 5.61703e-05-0.000631073j 0.000772395+0.00601492j -0.00122842-0.00335832j -0.000803836-0.00078925j -0.00716763-0.00365084j 0.00373301-0.00129932j 0.00812038+0.00110257j -0.000835339-0.00209557j -0.00175119+0.000769255j 9.16029e-05+0.00166739j -0.00166166+0.000610781j -0.00134195-0.000196857j -0.00201635-0.002186j 0.00175208+0.00160242j -0.000854649-0.00356484j 0.00142331+0.000568984j -0.000813353+0.00260212j -0.00104181-0.00316674j -0.000240954+0.000789438j 0.000721446-0.000535777j -0.000266815-2.8366e-05j -0.000669371-0.0045973j -0.000237959-0.00289931j 0.000980813-0.00188932j 0.00341538-0.00268295j -0.000881706+0.00407551j -0.00262618+0.00385107j -0.00254752-0.00123229j 0.000244264+0.00724411j -0.000367204+0.00579953j 0.00362181-0.00132012j -0.00142236-0.00164262j 0.00650689+0.00224542j -0.000788015+0.00512912j -0.000269726-0.000400825j -0.00211549+0.00157429j 0.00479872-0.003982j -0.000624797+0.00065535j 0.01368-0.0028042j -0.00127228+0.00387143j 0.00199928-0.000549996j 0.00932711-0.0178574j -0.00264094-0.00124921j -0.00361774+0.00156219j -0.0112747+0.00349195j 8.7057e-05+0.00486483j -0.00562857-0.0025825j -0.000162523-0.00285081j 0.000461517+0.00281236j 0.00214072+4.24418e-05j -0.000651906-0.00072065j 0.000518514+0.00102046j -0.00638539-0.000822602j -0.00528959-0.00354105j -0.00178064+0.00107754j -0.00473202-0.00445015j 0.00519563+0.000135432j 
0.000517582-0.00227693j -0.00363113+0.000726977j -0.0049528-5.6493e-06j 0.00200393+0.00498841j -0.00176673+0.000812738j 0.0007513+0.00285018j 6.54948e-05+0.00266427j 0.00274362+0.000522571j 0.00164459-0.000293724j 0.000704265-0.00153742j 0.000882872-0.00111615j -0.000354054+0.00157766j 0.00111181+0.000749443j -0.0027484+0.000141191j -0.0023113-0.00243532j 0.00226577+0.000462298j 0.00575825-0.00458264j -0.0199419+0.00515594j 0.004665+0.00158375j 0.00473244-0.00401911j -0.00443991+0.00193835j 0.00241993+0.00271775j 0.00241429+0.00209956j -0.0132309-0.000984632j -0.00319046+0.00248022j 0.00701613+0.00140523j -0.00194792-0.00125745j -0.000528727+0.000971498j 0.00139671-0.000248479j -0.000483145-0.000233998j 0.00380353+0.00401998j -0.000682717+0.0015826j 0.00187279-0.00278734j -0.000614306-0.000611668j -0.00400937+0.00132548j -0.00311243-0.00181527j 0.000760849-0.00231989j -0.00171198+0.00544345j 0.0027754+0.00117192j 0.000676488-0.00238928j -0.00468549+0.000437643j 0.00967971+0.000442103j 0.00330817+0.00157975j -0.00197758-0.00653921j -0.00307383-0.000140308j 0.00263744-0.000210481j 0.011555+0.00285395j 0.00149113+0.00085787j 0.000877145+0.00454204j 0.00428667-0.00664934j -0.00300414+0.000251213j 0.00295039+0.00211669j -0.00107571+0.00698263j -0.00563462-0.00231985j 0.0149972+0.0043184j 0.0150882-0.0115502j 0.00287212-0.00130747j 0.0139394+0.00918422j 0.0066678+0.00375572j -0.0107865-0.00857381j 0.0137708+0.00534434j 0.0095338-0.00171817j -0.00285009-0.00365881j 0.000404674+0.000297853j -0.000416736+0.00112388j -0.0035616+0.00642756j 0.000878833-0.004286j 0.00492996+0.00700151j -0.00563291+0.0035197j -0.00055086-0.00412386j 
-0.00138171-0.00167245j -0.00112351+0.00223424j 0.000385831-4.18531e-05j 0.00561857+0.00526948j -0.0040259+0.000584869j 0.00102542+0.00326314j -0.000191173+0.00236443j -0.000642603+0.000667075j 0.000387237-0.00284281j 0.000100658-0.00144904j -0.000349887-0.00144115j -0.0014471+0.000502615j 0.00115523+0.000589918j 0.000265516+0.000339827j -0.000222238-0.00123377j -0.000482701+0.000575002j -0.00288035+0.000706553j -0.00495911+0.00279913j -0.00804503+0.00426298j 0.00764747-0.00573846j -0.0015023+0.00130028j -0.00473237+0.00206158j 0.000352993+0.00127514j -0.00548836+0.00256057j -0.00408996+0.00345248j -0.00248085-0.000177927j -0.00124741-0.000170368j -0.00122511+0.00172778j 0.00446089+0.00180485j -0.00254496-0.00299658j -0.0034217+0.00381758j -0.00281228+0.00101042j 0.00745939-0.00167857j 0.00260853+0.00123814j -0.00339034+0.00376201j -0.000403547+0.000566345j 0.0010366+0.000879731j -0.00633088+0.00619644j 0.00120412+0.00115414j -0.000806372-0.000242018j 0.000439114-0.00243771j 0.00360304+0.00601861j -0.00115735+0.00609964j -0.00324832+0.00215743j 0.00468632-0.00334894j -0.00991024+0.00470575j -0.00110505+0.0108816j 0.00271106-0.00082275j -0.000727423-0.00217168j -0.000483732+0.00406967j -0.00136216+0.000411229j -0.0108305-1.13859e-05j -0.000378104-0.00174383j 0.00155242+0.00078095j 0.00560407+0.00122038j 0.00071197+0.00243703j -0.000166948-1.2934e-05j -0.00592804+0.00340672j -0.00685137+0.00164696j 0.00191539-0.00436876j -0.00581911-0.00711839j -0.000716202+0.00611768j 0.00126965+0.000580372j -0.000780158+0.000362982j 0.000336468+0.000266773j -0.0138684-0.000691254j -0.0042721-0.00127533j -0.00353085-0.000963498j -0.00912358-0.0100752j 0.010192+0.000126018j 
-0.00102282-0.00129363j -0.00369478+0.00042586j -0.00495736+0.0014634j 0.00587957+0.00120852j -0.00157893+0.0014208j 0.00197285+0.000987729j 0.00079395+0.00103401j 0.00190259+0.000247713j -0.000974411+0.00010376j 0.000245879-0.000318169j 1.13003e-05-0.000557354j -0.00139272+0.000741791j 0.00121189+0.000503254j -0.00197473+0.000651188j -0.00100009-0.000267155j -0.000406806-0.00142076j -0.000274865-0.00619297j -0.0169763+0.0021011j 0.00591691+0.00489855j 0.00601304-0.00360582j -0.00878013+0.000472647j -0.00384823+0.00364703j 0.00227997+0.00232414j 0.000166469-0.00484682j 0.00350881+0.00224781j -0.00100766+0.00621388j 0.00257919-0.00012771j -0.00413185+0.00162892j -0.00506395-0.00139429j -0.00191804+0.00247674j -0.00295245+0.00324395j -0.00612039+0.00224046j 0.00799482-0.00379464j 0.0048826-0.00153593j 0.000555104-0.00460425j 0.00100645-0.00287278j -0.000386386-0.00200228j -0.00594486+0.000244037j -0.0026976+0.00371413j -0.00178841-0.000746744j 0.00202432+0.00562001j 0.00492562+0.00105634j -0.00557298+0.00536079j 0.00862569-0.0093649j 0.000713953+0.000612828j -0.00636957+0.00714978j -0.0053083-0.00355448j 0.00231336-0.000690776j 0.00348764-0.00161978j -0.00750112+0.00617839j -0.00192619-7.23399e-05j -0.00153349+0.00670668j 0.00635403-0.00126995j 0.00348315-0.00435605j 0.00754374+0.000415541j -0.00850528+0.00768445j -0.00292872+0.00201017j -0.00745905-0.00427496j -0.00261175-0.0035189j -0.00964882+0.00369487j -0.0136601-0.00724361j -0.00144927-0.00279028j 0.00317566+0.00289026j -0.000314098-0.00162563j 0.000372935+0.00169822j 0.0079391+0.00254793j -0.00295751-0.0100452j -0.000570834-0.0107106j 0.00790986-0.00316993j -0.00369045+0.00473884j 
-0.000205169+0.000621882j 0.000490847+0.00281434j 0.00159355+0.0023309j -0.00165305-0.00405663j 0.000831458+0.00184299j -0.000805505-0.00164799j -0.000161094-0.000151798j -0.000142587-0.00180359j 0.000162907+0.000658579j -7.49458e-05+0.00132032j -0.000112237+0.00107466j 0.000155668+0.000106001j 0.000193821-0.00124164j -0.000473305+0.00118312j 0.000759716+0.00231741j -0.000365762-0.00279427j -0.000235531+0.00319404j 0.00176375-0.00494953j 0.00134438+0.000807355j 0.000312057+0.000765873j -0.00124596-0.00145j -0.00109991-0.00375794j -0.00029578-0.000424289j -0.00103192-0.00517413j -0.00221247-0.00469683j -0.00325542-0.0050635j -0.00195487+0.00229404j -0.000298484-0.00529992j 0.000445217+0.000945785j 0.000953344+0.0013721j 0.0013115-0.0011429j 0.00162732+0.000112042j -0.00197341-0.000192737j -0.00151703-0.00235127j 0.000596761-0.00899283j -0.00114537-0.00838587j 0.000621785-0.00696942j 0.00566942-0.00219649j -0.00140986+0.00935016j -0.00376295-0.00417565j -0.00593226+0.00407684j -0.00727286+0.0202988j -0.000374009-0.00107317j -0.0013603+0.00186185j 0.00192539-0.000775292j 0.00261661-1.6228e-05j 0.000530877+0.000435847j -0.000762321-0.000251834j -0.00241978+0.00213745j 0.0022123-0.00467586j 0.000824782+0.000952933j -0.000313296-0.00164872j 0.00412345+0.00597247j 0.00430275-0.00296224j -0.00229511-0.0243868j 0.000791779-0.00238116j -0.00118224+0.00443562j -0.00734001+0.00350742j -0.00385546-0.000837553j -0.00721008+0.00893924j 0.00204695+0.00547852j 0.00213531-0.000211165j 0.000831646-0.000604258j 0.000635277-0.000689859j -0.00012085-0.000404142j 0.00396575+0.000937693j -0.00418215+0.00253031j 0.00124685+0.00291033j -0.00195212+0.000998168j -0.00052553-0.00101571j 
0.000742473-0.000552826j 0.000934665-0.00128898j 0.00149149-0.00109345j -0.000873535+0.00470772j 0.000657993+0.000125106j -0.000200403+0.00286929j -0.000752253+0.00190331j 0.000278858-0.000836733j 0.00132583-0.000492301j 9.03817e-05-0.00132971j 0.000979271-0.00151486j 0.000772905-0.000601716j -0.000460967+0.0013972j -0.00053633+0.00266297j -0.000664916-0.00057201j -1.99441e-05-0.00542749j 0.00339043-3.80718e-05j 0.0030977+0.00260197j -0.000107413+0.00251134j -0.00215164-0.00459673j 0.00187591+0.00448076j 0.00167964-0.00214595j -0.00132639-0.000787374j -0.00215961-0.00172248j -4.70599e-05-0.000142947j 0.00326228+0.00270887j 0.00169618+0.00529491j 0.00223036+0.00203778j -0.000860157-0.00113478j 0.00147285+0.0053727j 0.00223243-0.00220668j -0.00291904+0.00043662j 0.00045447-0.00185418j -0.000127374+0.00182503j 0.0014119-0.00784883j 0.000525447+0.000321077j 0.00216747+0.00270059j 0.000756966-0.00337213j -0.00442592+0.00241898j -0.000963712-0.00512022j -0.00202942+0.0173406j 0.0022135-0.011956j 0.00537536-0.00471974j -0.0083037+0.000257939j 0.0030774+6.07727e-06j 0.000455532-0.00255364j 0.00293901-0.00224561j -0.000408194-0.000389062j -0.00230793-0.00158909j 0.00221584+0.00114016j -0.000134612-0.000783749j -0.00723437-0.00405177j 0.00604361-0.0006357j 0.0071965+0.00395056j 0.00181777+0.0109267j 0.00738077-0.00502658j 0.00024486+0.0024722j 0.000997102+0.000982539j -0.0103445+0.00241792j 0.00547584-0.00604979j 0.00743614-0.000853442j -0.00282243+0.00106445j -0.0021561-0.00208819j 0.00255542-0.00110948j -0.00245388-0.000444936j -0.00204328-0.00573765j 0.00197444-0.00196714j 0.00355008+0.00617033j 0.000302194+0.000887824j 0.000377139+0.00050526j 
-0.000354115+0.000802288j 0.00119625-0.00071862j 0.000531973+0.000672972j 0.00101572-0.00163842j 0.00108742+0.00093288j 0.000763711+0.000187488j -0.000381122+0.00046996j -0.000429237+0.00149762j -0.000661308+0.00126983j -6.36552e-05-0.000317225j 0.000896474+0.00303578j -0.000290783+0.000399336j -0.000454958+0.00255657j 0.000748033+0.00133204j 0.000913296-0.00140804j -0.00225375-0.0018648j -0.00236153+0.00206659j 0.00221068+0.00090236j -0.00186221+0.000519866j -0.000519096-0.00287189j 0.00155198-0.000319111j -0.000828686-0.00350038j -0.000900116-0.000773747j -0.000679582+0.00316207j -0.000678354-0.000174829j -0.00292981-0.00459063j -0.00150411-0.00413717j -0.000919015-0.00097764j 0.00274083-0.00429454j -0.000485227+0.00716438j 0.00198124-0.00854949j -0.00228001+0.00475206j -0.00199102-0.00706176j -0.00101093+0.00607927j -0.0023167+0.00606056j -0.00476627+0.00230771j -0.00244015+0.00956294j 0.0004829-0.00277899j -0.0011255+0.0141228j 0.00279742-0.00559143j 0.00142505-0.0013663j 0.00398417+0.00732014j -0.000538142+0.00136586j 0.00397023+0.00356428j 0.00280699-0.00128131j -0.00325214+0.00128009j 0.000346976+0.003566j -0.00091338-0.000826792j -0.00317821-0.0025613j -0.00013297+0.00601287j 0.0016711+0.00165734j 0.00868386+0.00614172j 0.00495854-0.00338512j -0.00109098-2.1467e-06j -0.00552153+0.016154j 0.00477146-0.00171249j 0.000492276+0.00370487j 0.00426592-0.00381357j -8.62034e-05+0.000852247j -0.00465343-0.000593761j -0.00586813-0.00219288j 0.00285442+9.07661e-05j -5.43855e-05+0.00123699j 0.00413412-0.00260248j -0.00403243-0.00109082j -0.000922095+0.00606623j -0.0027543+0.00126674j -0.00457401-0.000676389j -0.00304328+0.000115848j 0.00137636-0.00269159j 
-0.00107765+0.000583356j 0.000406784-0.000496038j 0.000294922-0.00131592j 0.00440875+0.00115766j -0.00316047-0.000356814j 0.000745911+0.0016824j -0.0015895+0.00114639j -0.000893353+0.000396928j 0.000557865-3.7546e-05j -0.000178035-0.00108028j -0.00095912-0.00166718j -0.00109171-0.000607145j -0.0011817+0.0007317j -0.000897167-6.85722e-05j -0.00040726-0.000879465j 0.000302796-0.000334326j -0.00784429+0.00556307j 0.00580125-0.00140244j -0.00973237+0.00238205j 0.0013728+0.00138212j 0.00430039+0.00477696j -0.00186003-0.00160709j 0.000745733+0.0017715j 0.00221596-0.00258024j 0.00149603-0.00237645j -0.00363691+0.00035971j -0.000728369-0.000579062j 0.000756125+0.0022394j 0.00338077+0.000585422j -0.000663243-0.0043189j -0.00230116+0.0022642j 0.000323618-0.000293859j 0.00385536+0.00525296j 0.00394021+0.00194678j 0.00333683-0.00637297j 0.00320776+0.00216047j 0.00180026+0.00651796j -0.00206622-0.000870479j 0.00112666-0.00300278j 0.00463505-0.00158919j -0.00178266+0.00262135j -0.00283754-0.00490459j -0.00406011+0.00350374j -0.000335167+0.00192054j -0.00198291+0.000203952j 0.00582165-0.0041978j -0.0022654+0.00324542j 0.000356868+0.00061854j -0.00306447+0.00229401j 0.00941244-0.00397446j 0.000557658-0.000841347j -0.00387896+0.00330782j 0.00367902-0.00194211j 0.00421621-0.00360062j -0.00142631-0.00070363j -0.0102676+0.00944196j 0.0104652+0.00117515j 0.0141487-0.00445852j 0.0118811+0.0056413j 0.00537329-0.00115038j -0.0138263+8.81885e-05j 0.00918848+0.00390481j -0.00230203+0.00244581j 0.00179826-0.00087958j -0.0024143-0.00155384j -0.00429706+0.0148468j 0.00284099+0.0148913j -0.0018649-0.0109009j -0.00454625+0.00154217j 0.000284935-0.00653813j 
-2.00416e-05+0.000638662j 3.20257e-06+0.000440614j 0.00122715+0.000392259j -0.00176716-0.00397851j 9.24049e-05+0.00147734j -0.000439091-0.00259973j 0.000695438+0.000159953j -1.26287e-06-0.000108536j -0.000237309+0.000374583j 0.000428193+0.000975102j -0.00115008+0.00521411j 0.000385024+0.00238897j 0.000402179-0.000550479j 0.000318255-0.000772191j 0.000728296-0.000157735j 0.000792138+0.00437233j -0.00120207-0.00114969j 0.000434261+0.000872719j -0.000628536-0.00415029j 0.00145145+0.0024203j -0.00134277-0.00286687j 0.000420768+0.00206137j 0.000989044+0.000686388j 0.000991811+0.00130764j 0.000711382+0.0065724j -0.000551335-0.0038821j -0.00265579-0.00386227j -3.82615e-05+0.00461236j 0.000755603+0.00522288j 0.000744013-0.00119305j 0.00158126+0.000786881j 0.00361619+0.0108913j -0.00346098+0.00872361j -0.00114444-0.0049402j -0.00155988+0.0121966j -0.00391371+0.0131789j -0.00123725-0.00938699j -0.00264908+0.0112543j 0.00286353-0.00654385j 0.00259885+0.0023762j 0.00255328-0.0223933j 0.00358116+0.00480786j -0.00101772+0.00145329j 0.000891766+0.000930658j 0.000440806-0.000791863j -0.00338457+0.00123582j 0.00117342+0.00200688j -0.00109098+0.00051428j -0.00305352-0.00095646j -0.00278137+0.00343518j -0.00132352-0.00420565j 0.000359882+0.00366428j -0.00286314-0.00234277j -0.00147478+0.000349108j -0.00150148+0.015522j -0.00074496-0.00288641j -0.00142082-0.00103399j -0.000515443-0.00347068j 0.000626062-0.00331055j -0.0010811+0.000806224j -0.000442387-0.00280343j 0.000722157-0.00126582j 0.00209505-0.000715429j 0.00258589-0.00145689j -0.00303634-0.000823478j 0.00123277+0.00192298j -0.00124596-0.0007395j 0.000187322+0.00133727j -0.00101273+0.00110306j -0.000137831-0.000963514j 
2.87847e-05+0.000539495j 5.66064e-05-0.000957141j 0.000239352-0.000336051j 0.000211225-0.000344662j -0.000155539-0.00153395j 0.00114186+0.00129027j 0.0010994-0.00150317j 0.000508309+0.00210218j -0.000950913+0.00284864j -0.00108015-0.00204257j 0.00110993-0.00319485j 0.00025289+0.000910756j 0.0007685+0.00102549j 0.0010356-0.000627181j -0.00119407-0.00396215j 0.0012848+0.00423786j -9.00595e-05-0.00185404j -0.00148638+0.00211235j -0.000651923-0.00490239j 0.00054591+0.00197852j -0.00208783-0.00322825j 0.000796311+0.00370754j 0.000974788-0.000670387j -0.00150556+0.0051843j -0.000813668-0.00301456j 0.000544207-0.000227392j -0.00157225-0.0101962j -0.00240973-0.0032579j -1.02198e-05-0.00300219j -0.00220992-0.00321311j -0.000934395+0.000128716j 0.000936864-0.0080739j -0.00108023-0.0116269j -0.00130504+0.00638752j -0.00180303+0.0138277j 0.000946174-0.00479303j -0.00357907+0.0149553j 1.26832e-05-0.00370639j 0.00344945+0.00318565j 0.000546379+0.010501j 0.000697662-0.0181887j 0.000659304+0.000751354j -0.000432368+0.00120056j -0.000205374-0.000276534j -0.00106783-0.000492486j 0.000826314+0.000643841j -0.000421409+0.00155805j 0.00151478-0.000149563j 0.00205497+2.19807e-06j 0.000895504+4.40774e-05j -0.000418686+0.00399431j 0.00174531+0.00179179j -0.00804496-0.00153177j 0.000694843+0.000458007j -0.00110023+0.00913346j -0.00334295-0.000997604j -0.00468846-0.00564256j -0.00225662-8.18715e-06j 0.00506875-0.00497842j 0.00239942+0.000601296j 0.000479455-0.0013831j 0.000254665-0.00138376j 0.00169544-0.000479498j -0.00411141+0.00223911j 0.00403736+0.00129084j 0.000828029+0.000164905j 0.000988495-0.000393394j 0.000564372+0.000773383j -9.71484e-05+0.00069357j -0.00038798-8.12118e-05j 
0.000876534-0.000113734j -0.000508997+0.000384708j -0.0016084+0.000548178j -0.000692372-0.000829954j 0.000798886+0.00086063j -0.00073005-0.000565201j 0.00135461-9.58205e-05j -0.000390503-0.000379941j 0.000315116-0.000415311j -0.000445326+7.69954e-05j -0.000466636+0.00087144j 0.000563332+0.000869551j -0.000795531-0.00142382j -0.000367119-0.000355067j -0.00111788+0.000120773j 0.0020934+0.00187975j 0.00256656-0.00256695j -0.00505385+0.000392035j 0.00211794+0.000639148j 0.00128073-0.000524409j -0.00271658-0.0028423j 0.00159105+0.00206373j -0.000382624+0.000870052j 0.000547047+0.000882219j -0.000744698-0.00134883j 0.00135933+0.00331065j -0.00216331-9.9653e-05j 0.000917582-0.00290984j -0.000399032-0.00108217j -0.00197289-0.000892058j 0.00338973-0.000610826j -0.00233036-0.00084976j 0.00237413-0.00452847j 0.00112419-0.00255419j -0.000374122+0.00494542j -0.00220047-0.00123866j -0.00077621-0.00116845j -0.00260369+0.00256521j -0.00265324-0.00148205j 0.00464625+0.00219761j -0.00410902-0.00505766j -0.00557393+0.00161336j -0.00033488+0.000609787j -0.00177491-0.00317664j -0.00469821+0.00662148j 0.00234823+0.00222391j -0.00362221+0.00225276j -0.00856779+0.00691175j -0.00628498+0.00265557j 0.00899036-0.00379666j 0.00205407+0.000248186j 0.000212795-0.00591352j 0.012639+0.00450542j -0.00583006-0.00236179j 0.00623722+0.00308064j -0.00956869-0.000330094j 0.0359287+0.00351837j -0.00583593-0.00660613j 0.00810649+0.00935716j 0.00760694+0.00344057j 0.00929366+0.00423723j -0.00402819-0.00082952j 0.00122812-2.67613e-06j 0.00340866-0.00753359j -0.00868838+0.00161464j -7.0866e-05-0.00993708j -0.00164284+0.00523652j 0.00279757-0.00202717j 0.00202941-0.00151894j 0.000441947+0.0038622j 
