0.0161993-0.0287276j -0.00558213-0.0158706j 0.022231+0.01006j 0.0292613+0.00541089j -0.0116162-0.0018614j -0.0026015+0.0135993j 0.00754508+0.00169602j -0.00317652-0.0030615j 0.00528908+0.00453125j -0.00111252+0.00328098j 0.000667136+0.00149636j 0.000215308-0.000727518j -0.000825647+0.00140378j 0.000364053-0.0012727j -0.00171476+0.00749474j 0.000577229+0.00439962j -0.000835288+0.00205909j 0.000499092+0.000735987j 0.00102401-0.00762543j 0.00103542-0.00366895j -0.000900336-0.00123423j 0.000404878-0.000533398j -4.72977e-05-0.000285711j 0.00134331-0.00177085j 0.000439353-0.00155766j 0.00312758-0.00272532j 0.00180059-0.00161296j -0.000212484+5.60708e-05j 0.00043932+0.000310728j 0.000167093-0.000118559j -0.000727159+8.83257e-05j 0.00123976-0.00104878j -0.000860648+0.000591718j -0.000177584+0.000248234j -0.000914571-0.000423526j -0.000305542-0.000448809j -0.000496909-0.000110979j -0.000487013-0.000174482j -0.000483022+0.000266649j -0.000910017+1.55143e-05j 0.000741729-2.37287e-06j -0.000296049+5.08765e-05j -5.99288e-05-6.19331e-05j -0.000253065-0.000273734j -0.0016888-0.000689127j -0.000397818+5.52503e-05j 0.000339821+0.000588884j 0.00018351+3.54972e-05j 0.00285572+0.000193449j -0.00093792+0.00117719j -0.000444175+0.000152339j -0.000312533+0.000413836j 0.000924215-0.00106457j 0.00170574-0.000890583j -0.00129874+0.00108203j 0.00255976-0.00047912j -0.000217244-0.000369471j 0.000404683+0.00113063j 0.0011174-0.00145529j -4.7555e-05+0.000155885j -0.000630771+0.000148991j 0.00021008+0.000806759j 0.00107837+0.000173214j -0.000704527+0.000280519j -0.000211074+0.000352204j 0.000149108+0.000172526j -0.00013448+0.000104335j 1.82588e-05-0.000345131j 2.1155e-06-0.000229693j 1.73117e-05-7.98023e-05j 8.55502e-05+0.000312147j -0.00017628-0.00010105j 0.000106499+1.51524e-05j 0.000174008-0.000298085j -5.86096e-06-3.82083e-05j 0.000116327+0.000563091j 0.000192319-0.000416913j 0.000202993+0.000517363j -0.000776159+0.000614908j 0.000416356-0.00113131j 0.000555478+0.00128903j -0.000620543-0.000953649j 0.000111328-0.000678968j 9.2835e-05+0.000882887j 5.27089e-05-0.000665398j 4.72459e-05+0.000170681j -0.000170849+3.41495e-05j -0.000562107+0.0013166j -0.000311709-2.35947e-05j -0.000467959-0.000228962j -0.000145291+0.000525134j -8.68504e-05-0.00017564j 
0.00172863+1.76612e-05j 0.00139699-0.000618714j 0.000403193+0.000655646j 0.000490132+0.00058783j 0.000115185+0.000377406j -0.000210098+0.00187275j -0.00913947-0.00287928j 0.00628039+0.010047j 0.00703085+0.00402783j 0.00641864+0.00207441j 0.000511991-0.00868253j 0.00611159+0.00113586j 0.0111149-0.0191036j -0.000868716-0.0138537j -0.000134279-0.00389062j -0.00277731-0.000458982j 0.00331056+0.00131863j 0.002983-0.00158555j -0.0036068+0.00239706j 0.00276252+0.00226045j 0.00151496+0.00239927j -0.00163153-0.00341322j 0.00325168+0.00157929j 0.000983892-0.00524401j -0.00282652+0.00222321j -0.00117208+0.00440179j 0.00230199-0.00114803j -0.00417289+0.00175634j -0.000156591-0.000764282j 0.00705349+0.00468611j -0.00839784-0.00243405j 0.010072-0.0020573j -0.00361774+0.000642532j 0.00213702-7.88297e-06j -0.00240957-0.000849278j -0.00625868+0.00249303j 0.00075347-0.000503389j 0.00466844-0.00253415j -0.00574635+0.00266492j 0.00133225+0.000997543j -0.00492155-0.000158859j 0.00528781-0.00114416j 0.00730104-0.00327619j 0.00117104+0.000733208j -0.000393079+0.00455317j -0.00351+0.00123399j 0.00870565-0.000113687j 0.0113804+0.00400806j -0.00122497+0.00393615j 0.0103074-0.000401662j 0.00797348-0.000703703j 0.00155509+0.000349359j 0.000246802+0.000357793j -0.00206615-0.00460268j 0.00339954-0.00243734j -0.00017363+0.000284243j 0.00224515-0.00332717j -0.00131164-0.00205461j -0.00232911-0.00126926j -0.00288649-0.0017664j 0.000900797+0.00603217j 0.00126692+0.0003421j 0.00158851+0.000808637j 0.00477501-0.000122154j 0.000172474-0.000245414j -0.00428275+0.000298466j -0.000276685-5.13459e-05j 0.000479063-0.000139256j -0.00108717-0.000193525j -0.000269509+0.000369444j -0.00129412-0.000268819j 3.52285e-05-0.000327163j -0.00185409+0.000150176j -0.000883748-0.000326969j -0.0015404-0.000759955j -0.00164213-0.000918089j 0.00199265-0.00060566j 0.00138929+0.000910127j 0.00159605+0.00131685j -0.00048848-6.77556e-05j -0.0010647+0.000230106j -0.0018182+0.00279424j -0.0015969+8.85906e-05j -0.00214992-0.000361138j 0.00132575+0.000438728j 0.0013308-0.000133355j 0.000128458+6.1415e-05j 0.000318246-0.000165028j 0.000489414+0.00034521j -0.000703099+0.000384021j -0.00287493-0.000504973j 0.000950645+2.61706e-05j 
-0.00303251-0.000555969j 0.00201032+0.00190644j 0.000426976-0.000209898j 7.11611e-05-0.00031833j -0.00396458-0.00213903j -0.00509257+0.00188028j 0.00157668+0.00238244j -0.00271644-0.00571354j -0.00278692-0.00638285j -0.00306458-0.000321699j 0.000705594+0.0034192j -0.00537446-0.0020995j -0.00378623+0.0116254j 0.00120445+0.00571204j 0.00184453+0.000953547j 0.00166809-0.00163049j -0.00402582-0.000914678j -0.00175673+0.00521946j 0.00316071-0.0013286j 0.00526598-0.0033421j -0.00312643-0.0026413j -0.00487296-0.00172735j -0.000562851-0.00718978j -0.00281477-0.00483504j -0.00405664-0.000862606j 3.7946e-05+0.000521347j -0.00354881-0.00028612j -0.00209572-0.00362159j -0.0054417+0.00242481j -0.00293309+0.0053779j -0.00182275-0.00344718j 0.00202729-0.00183182j 0.00356601-0.000711944j -0.00220587+0.00452467j -0.00631199+0.00169796j -0.0025899+0.00466543j -0.00217003+0.00230027j 0.00783987-0.00499627j 0.00133755+0.00491388j 0.00286436-0.00195202j -0.00729034+0.0008302j 0.000160063+0.00140523j 0.000524103-0.00716735j 0.00138437+0.000231772j -0.00719305+0.00472553j -0.00545862+0.000423332j 0.00216435+0.00103704j -0.00102797+0.00450876j 0.00328706+0.00395593j 0.00244193-0.00319829j -0.00268335-0.00256894j -0.00745156-0.000517527j -0.00521366+0.000148223j -0.00492998-0.00833586j -0.00766523-0.00834476j 0.000652228+0.00294645j 0.0100343-0.00590357j 0.00477152-0.00490667j -0.00465837-0.000508226j -0.00455511-0.00246704j -0.000935581+0.00969438j 0.00206121+0.00212728j 0.00408686+0.0013543j 0.00947374-0.000391481j 0.00102444+0.000795998j -0.00879157+0.000729122j -3.39104e-05-4.03038e-05j 0.000624452+4.09058e-06j -0.00267852-0.00114893j 8.56483e-05-0.000579885j -0.00219496+0.000196937j -3.64782e-05-0.000293554j -0.00173641+0.000235259j -0.000655131-0.000351504j -0.00299338+5.09816e-05j -0.0028742-0.00279402j 0.00371836-0.00121986j 0.00263221+0.00176906j 0.00339567+0.00168746j -0.000868946-0.000130063j -0.00153155+0.000778539j -0.0039969+0.00497582j -0.00291277+0.000368264j -0.00378307-0.00064326j 0.00248147+0.00077287j 0.00232308-0.000250895j -0.000116125+0.000120949j 0.00093468-0.000288675j 0.000495331+0.000717371j -0.00192936+0.000740343j -0.00519201-0.000789904j 0.00160087-4.91497e-05j 
-0.000575288+0.00072966j -0.00137819+0.000167295j 0.000695621-0.000833931j 5.77575e-05+0.000624523j 0.000504354+0.000736225j -0.00188413+0.000416919j 0.00413048-0.000831541j -0.000714952-0.000124165j -0.0026531+0.000566842j -0.00407857+0.00326915j -0.0031138-0.000823223j -0.00154627+0.00236498j -0.006945-0.00182589j 0.000815596-0.00158655j 0.00116192-0.00232336j 0.00437061+0.00208842j -0.00185866+0.00299639j -0.00403477-0.000107735j 0.00416071-0.000636957j -0.0036256+0.00105136j -0.00107659-0.000967219j 0.00094558+0.00115696j -0.00268477-0.000238756j -0.00356771+0.000747812j -0.00457066-1.75961e-07j -0.00492954-0.000136491j 0.00391539+0.00140389j 0.00236096+0.000218961j -0.00215325+0.000493498j -0.0103666-0.000281867j 0.00648372-0.000515505j 0.00339939+0.00171471j 0.0136408-0.00019989j 0.0222718-0.0020776j -0.0188546+0.00388382j 0.00721624-0.00110271j 0.0239085+0.00112101j 0.00610417+0.000476092j -0.00468528-0.000649837j 0.00140389-0.000369997j -0.00218294-0.00250858j 0.000332952+0.00114517j -0.00770893+0.00114661j -0.00744541-0.00178162j -0.00152679-0.00466048j 0.00405975-0.00160923j -0.00443599-0.000508316j -0.00102158-0.000875566j 0.00427207-0.00147714j -0.00373352-0.000762382j -0.00853913-0.000317938j 3.28131e-05+0.000583453j 0.000885159+0.000884595j 0.00226837+0.00232817j -0.00449364-0.00117202j -0.00151582-0.00045807j 0.000347237+0.00134553j 0.00101083+0.00197206j 0.00108025+0.00033985j 0.000644014+0.00122635j -0.0010457-0.002821j -0.00017292+0.000686871j -0.00180757-0.000495209j -0.00126717+0.000968716j -0.000261331-0.000504858j 0.00126179+0.000284595j -0.00115426-0.00200097j 0.000652837-0.00037898j 0.000239861-0.000427753j -0.000200698-0.000268439j 0.000783793+0.000916991j -0.00114563-0.002775j 0.00118893+6.25682e-05j -0.000240573+0.00052646j 0.0002512+0.00106739j 0.00186259+0.00140148j -0.000322438+0.00052508j -0.000966648-0.000553088j -6.46911e-05+0.000298595j 0.000650835-0.000444074j 0.000292254+0.000421451j 0.00031487-0.00202231j 0.000894193-0.000490541j 0.000901426+0.00105236j -0.000445281-0.000477668j -0.000599677-5.00792e-05j 2.49222e-05-0.000101668j -0.000144156+0.000829754j -0.000605249-0.000241408j -0.000234655-0.000124224j 0.00139794+0.000672708j -0.000523665+2.26997e-05j 
-0.00338629+0.00276127j -0.00225408-0.000322887j 0.000969606-9.98487e-05j 0.00142208+0.000221819j -0.00055623+0.000953848j -0.00514788+0.00132635j 0.00961662-0.00663892j -0.0023818+0.00707434j -0.00742846+0.00636785j -0.0118205+0.00335131j -0.00278459-0.00319655j -0.00720246+0.00350133j -0.00428063-0.0141376j 0.00514731-0.00914574j 0.0039943-0.00225916j 0.00842205-0.00135296j -0.00510915+0.00308914j -0.00641392-0.00187642j 0.00866515-0.000686489j -0.00713269+0.00285036j -0.0037283+0.00163447j -0.000763526-0.00358632j -0.00161967+0.000134928j -0.00874519+0.00339822j 0.00383382+0.000590459j 0.00176928+0.000508269j -0.000245192-0.00112853j 0.00681506+0.000248569j -0.0130655-0.000414202j -0.00284048+0.000179587j 0.00615629-0.00326962j -0.0106332+0.00215229j -0.000379051-0.000804856j -0.00861851+0.000791755j 0.00653845+0.00237867j 0.00158255+0.000663495j -0.00516511-0.00123501j 0.0075118-0.00127254j 0.0126705-0.000428711j 0.00634019-0.00303408j -0.000625099+0.000288177j -0.013852+0.000526953j -0.00613763-0.00170942j -0.00127181+0.000812768j -0.0115499-0.00431228j -0.000619617-0.00327582j -0.00322854+0.00343449j -0.0142592-0.00193488j 0.00209763-0.00220708j -0.010413-0.00400613j -0.0102265-0.000638821j -0.00866394-0.000691329j 0.00135196-0.000136832j -0.00512938-0.00112704j -0.00981392-0.00717269j -0.0022866+0.00152121j 0.0102552-0.00327288j 0.00706602-3.99574e-06j 0.000459973+0.000773725j 0.000790188-0.000654775j -0.000951143-0.00147828j -0.000650891+0.00155115j -0.000822294+0.000512159j 0.00110371+0.000880426j 0.00151176+0.00152751j -0.00216437+0.0013056j 0.000441969+0.000343728j -0.000761672-3.15393e-05j -0.00086317-0.00138711j -8.06881e-05-0.000839458j 0.000960231+0.00200008j 0.000154614+0.000296584j 0.000377456+0.00126478j 0.000280244+0.00131222j -0.000702493+0.00168744j -4.45017e-05-0.000242671j 0.000870447-0.000164747j -0.000806165-0.000695592j 2.4047e-05-0.00061708j 0.00110567+0.000256299j -0.000455332+0.00238955j -0.00178475-0.00242645j 0.000396993-0.000231091j -0.00087119+0.00278327j 0.00107539-0.000718397j 0.000754337-0.000383936j -8.14802e-05-0.000364678j -0.000334677+0.00136231j -0.000852923-0.000112298j -0.00244847-0.000479576j -0.0010062+0.00170414j -0.000380054-0.000663542j 
0.00242439-0.00122488j 0.00153939-0.000169725j -0.000149741-5.17194e-06j -0.000358967-0.0002083j 0.00011655-0.00249504j 0.00496901-0.00250369j -0.00164276-0.00101009j 0.00102625-0.00171037j 0.00131953+0.00064643j 0.00190595-0.00319776j 0.00237771-0.000447533j 0.00141349-0.000625255j 0.00351571+0.00316271j -0.00144806+0.0059751j -0.00143607+0.0027662j -0.00209991+0.00150849j 0.00132505-0.00194742j 0.0015437-0.000518494j -0.00282059+0.000773706j -0.00129809+0.00097397j 0.00128994+0.00295963j 0.00361243-0.00382232j 0.00307009+0.00111146j -0.00854516+0.00619142j 1.04785e-05-0.00185629j 0.00143041-0.00273365j 0.0111621+0.000252358j 0.0103674-0.000255414j -0.0126796-0.000571823j 0.0109593-0.00287472j -0.010325-0.000464228j -0.00284703-0.000153372j -0.0175424+0.00253885j 0.00726341-0.00104499j -0.00202859-0.000768325j -0.00551588+0.00197661j 0.0107587-0.000617398j 0.0129738+0.000555116j 0.00388144+7.92786e-06j -0.00280353+0.000101905j -0.00635965+9.01625e-05j -0.00624152+0.000989j 0.008677-0.00125404j 0.00380566-0.000537615j -0.00481437+0.00294527j -0.00575754+0.00152142j 0.0143525+0.00322609j 0.000225527+0.000485808j -0.00224134+0.00183881j 0.000660609-0.00042797j 0.00987308-0.000308885j -0.00541581-0.00283419j 0.00123135+0.00138181j -0.00137735-0.00116859j 0.00491325+0.00518702j -0.00203176+0.000742961j -0.00157114-0.00315043j 0.00473125+0.000886805j 0.00216276-0.000270304j 0.00297423-0.00289875j 0.00211273+0.00023952j -0.00137886-0.0013373j -0.00127293+6.51966e-05j -0.000959299+0.000939796j 5.59842e-06-0.00168913j 0.000955447-0.000517372j 0.000103501+0.000423371j 0.000592776+0.000223059j -0.000244642+0.000664468j -0.000152365+0.000253521j -0.000258285-2.22864e-05j 0.000461724+0.000134285j -0.000692862-0.000240446j -0.000558963+0.000370627j 4.55778e-06-0.000491971j 0.00151778+0.00181093j 0.000536416-0.000744161j 0.00105643+0.00121247j -0.00158719+0.000222666j 0.000272297+0.000333073j -0.00022826+0.000223821j -0.00231558-0.00107515j -0.00057391-0.000499217j -0.000358213+0.000765498j 0.00039431+0.000363727j 0.00133583+0.000414015j -0.00010213+2.35179e-05j -0.000115703+0.000144015j 0.000315227+0.00037279j -0.00140193-0.000699654j -0.00102818+0.000236157j -0.000395973-0.000569634j 
0.0014539-8.02408e-05j -0.00111614+0.000919218j -0.000384054-9.01726e-05j -9.73099e-05-0.000643268j 0.00330983-0.00377997j 0.00309152-0.00116541j -0.00389237+0.000487956j -0.00158199-0.00423077j -0.000788098+0.00101726j 0.00489978-6.71071e-05j 0.00239256+0.00278152j 0.000651234-0.00209216j -0.00219375-0.00108513j -0.00161754+0.00449504j -0.00159558+2.1203e-05j -0.00256213+0.00203052j 0.00894451-0.000274903j -0.00585434-0.00461883j -0.00795248-0.000316858j -0.0071289+0.00696929j 0.00584438-0.00170911j -0.0036905-0.00130373j -0.00534531+0.00117905j 0.00124027-0.00126228j -0.00080625+0.000854761j 0.00536784-0.00132771j -0.0103003+0.00537921j -0.00296377-0.000147328j -0.00549311+0.00271999j 0.00539093-0.000283102j -0.00828387-0.00167609j 0.0069352-0.00110349j 0.00293562-0.00236267j -0.00227732+0.000690726j -0.00259813-0.00414992j -0.00566483+0.00115614j 0.00034443-0.0026943j 0.00587572-0.00205448j 0.00674684-0.00562051j 0.00141734+0.00169715j -0.00121718+0.00130681j -0.00443357+0.000133259j 0.00147301+0.00408824j 0.00206819-0.00162437j 0.0112992-0.00518402j 0.00924291-0.00194478j 0.00218058-0.00292835j 0.00918738-0.0025123j -0.000532893-0.00383331j 0.00783261+0.00773377j -0.00190831+0.000208465j -0.00278944+0.00732972j 0.00150146+0.0019054j 0.000814836+0.00303016j -0.00259489-0.00609001j 0.00342273+4.63624e-05j 0.00708259-0.00575582j -0.000610784+0.00802887j 0.0143664+0.000642101j 0.000751285+0.000918728j -0.00102909-0.00149647j -0.00173571+0.00181844j -0.00295906+0.000244469j -0.00253418+0.000796333j 0.00142504+0.00265413j -0.00238375-0.000427288j 7.64747e-05-0.00065258j -0.000751167-0.00174301j 0.000947672-0.00152439j 0.000102271-0.000502147j 0.00259286+0.00638623j 0.000345179-0.00193591j 0.00103537+0.00749273j -0.000389612-5.16936e-05j 0.00176066+0.00322022j 0.000675827+0.00199833j 0.00457877+0.00849329j -0.00149681+0.000180294j -0.000870549-0.000515835j 0.00381685-0.00244974j 0.00235832+0.00159025j -0.00643278-0.0111484j 0.00234916-0.00773223j 0.000572229+0.00957891j 0.00159088-0.00128583j 0.000743229-0.000327725j -0.000446629-0.000653191j 0.000732232+0.00573085j -0.00320178+0.00109447j -0.00630477+0.000344563j 0.00208935+0.00496305j -0.00226295-0.000776868j 
0.00132686-0.0015999j 0.0004309+0.000986744j -0.00114227+0.000584841j -0.00114956+6.68435e-05j 0.000528051+0.000521715j 0.00190164-0.0036765j 0.00306159-0.00142294j -4.02783e-05+0.0024756j -0.00117167+8.92578e-05j -0.00623822-0.00605877j 0.000860469+0.00135671j -0.00166993-0.00252979j -0.00100318+0.00782039j 0.00547281+6.14029e-05j -0.00224746-0.00123987j 0.00373816-0.000165114j -0.00498628-0.0105404j -0.00476105+0.00586114j 0.00486452-0.00679079j -0.000605351-0.00658425j 0.00819635-0.00620819j 0.00563739+0.000731724j -0.0023524-0.00033513j 0.0123459-0.000539109j -0.00507431+0.004468j -0.00445773-0.000988343j -9.46736e-05-0.00188945j -0.0027874+0.00221055j 0.00362955-0.000278324j 0.00353661+0.00189933j -0.00413159-0.00276456j 0.00312467+0.00067019j -0.00618702+0.00621391j 0.00117119+4.35472e-05j 0.00266102+0.00524694j -0.00286648-0.00406352j -0.00079028+0.000647972j -0.00202045+0.00307031j -0.000180869-0.00296045j -0.00332958+0.000189267j -0.00251999-0.0100075j 0.00533981+0.00083486j -0.00527251-0.000645083j 0.00645841-0.0034773j 0.00385398-0.00632768j -0.0103672+0.000330143j 0.00643573-0.000163913j 3.71539e-05+0.00303374j -0.00285291+0.000495233j 0.00734049+0.00271722j 0.00629309+0.00189059j -0.000807703-0.00469737j 0.00179292+0.00362166j 0.00748349-0.00126852j -0.00163166-0.00283331j -0.0146687-0.0087758j 0.00140249+0.00267266j 0.00942928+0.000957174j -0.00386607-0.00983892j 0.000545645+0.000718288j -0.00384132-0.000750751j -0.00242008-0.000474643j -0.00211009-0.00212066j 0.00251469+0.0023917j 0.00150642+0.00318763j -0.00164214+0.00132386j -0.000370382+0.000711848j 0.000539423-0.0015448j -0.00249251-0.00159108j -0.000944638-0.00121693j -0.001388+0.00261658j -0.000819102-0.000844732j 0.00204334+0.00235445j -0.000186354-0.000650934j -0.00211788-0.00383949j 0.00163529-0.000491488j -0.00129078-0.00503598j 1.64956e-05-0.00336529j 0.00359559+0.00481943j 0.000563178+0.00137122j -0.00160643-0.00312957j -0.00501795+0.00302308j 0.000100318+0.000353709j 0.00358315+0.0063637j 0.000574197-0.002284j -0.000679222-0.00506733j 0.000162951+0.00156147j 0.003489+0.00161811j 0.000543326+0.000534834j -0.00248889+0.00464973j 0.00362272+0.00522812j -0.00231619+0.000512863j 
-0.000674597-0.000234344j -7.07932e-05-0.00156498j 0.000109414-0.000143716j 0.00017727+2.72361e-06j 0.00234164+0.000814551j 5.8082e-05-0.00117733j 0.00271676+0.00050464j 0.002725+0.00175464j -0.00435688+0.000524386j -0.00264829+0.000398141j -0.00427553-0.00326973j -0.00163754+0.00613154j 0.0076651-0.000618968j -0.00782146-0.00133806j -0.00266689+0.00202632j -0.00563408+0.000996595j -0.00668695+0.00244453j 0.0141457+0.00318681j -0.00442857-0.00362594j -0.0181841-0.0122655j -0.00953984-0.00322347j 0.00118245-0.000257717j 0.00199927+0.00109603j 0.00324101+0.00152195j 0.00118591+0.000288849j -0.000794183-0.00067887j -0.00461657-0.000231174j 0.00256108-0.00190015j -0.000631196+0.00442404j 0.00604497+0.00144998j 0.00136814+0.00225582j 0.00219645-0.00389059j 0.00243397+0.000454439j 0.00216974+0.0038739j 0.00710345+0.00142053j 0.00127267+0.00537524j 0.00196934-0.000499129j -0.000452641-0.00504339j 0.00383061-0.000237938j -0.00152988-0.000659665j -0.00560286+0.000569933j -0.00109564+0.0016202j -0.00782851-0.00400092j 0.000722106+0.00118767j 0.00515129+0.00309996j 0.00231321-0.000419276j -0.00297509-0.00541885j 0.00777351+0.00282736j 0.00909737-0.00336558j 0.00679583-0.00568003j -0.00733139-0.00157067j -0.00387309+0.00337761j 0.00486108+0.00448376j 0.00649906+0.00526372j 0.000281681+0.00178873j -0.00158445-0.00200243j 0.00116023-0.000261762j 0.0024926-0.00472736j -0.00317021+0.00303763j 0.00091649+0.000359647j 0.00188815-4.66691e-05j -0.000806406-0.000866206j -0.00133746-0.000418719j 0.000204272-0.000506112j 0.000411703+0.00181132j -0.0024158+0.0019672j -0.00014026+0.000145801j -0.00113729-0.00057671j -0.000179586-0.00139207j -0.000670638-0.000321653j 0.00253481+0.00173908j -0.00110859-0.000266944j 0.00156419+0.000610847j -0.000676312-0.000343573j -0.000902107-0.0018957j -0.000546554+0.00145493j 1.22482e-05+0.00607182j -0.001051+0.000556701j 0.00198281-0.0033885j -0.00137487-0.00158328j 0.00124043-0.00136288j 0.00220833-0.00344433j -1.98984e-05-0.00294528j -0.000522052+0.00060666j 6.30931e-05+0.000488462j -0.00151034+0.000815144j 0.000198894-0.000119105j 0.000371055-6.38287e-05j -0.00168062+0.000554686j 0.00036808-0.000626299j 0.000471675-0.000259244j 0.000703492-0.000342657j 
0.00143296+2.96729e-05j 0.000661443-0.000436082j -0.000254346+0.000654191j -0.000725291+0.00170199j 0.00145549-0.00099328j 0.00285909+0.000742945j -0.00321123-0.000530573j -0.00419223-0.00295969j 0.00258193+0.00374324j -0.0053868+0.00144508j 0.00179133+0.000916343j -0.000462504-0.00170954j -0.00153118-0.00695985j 0.0115068+0.00179061j -0.00221057+0.00340129j 0.00531481+0.00170236j -0.0132616+0.00264257j 0.00603722-0.0048375j -0.0162149+0.00105199j 0.00158921+0.0108347j 0.00606743+0.00297135j 0.00104829+0.000973156j -0.00356035-0.00197387j 0.00684281+0.00271766j -0.00225957+0.00585441j 0.0012838-0.00154741j -0.0016814+0.000138664j 0.00140876+0.000389253j -0.0039972+0.000560623j 0.00215577-0.00425107j -0.00366201-0.00533143j -0.00269247+0.00163981j 0.0040343-0.000676357j 0.000555792-0.00287867j -0.000456619-0.00279627j 0.000690161-0.0021916j -0.000701785-0.00238565j 0.000966971+0.00287593j 0.00406555+0.00401051j 0.00134137-0.00188618j -0.0072834+0.00160728j -0.00128425-0.00128807j -0.00181709-0.00214898j -0.0019422+0.00732425j -0.00537312+0.00634373j 0.00425421-0.0021345j -0.000615369+0.00759125j 0.000735094-0.00641734j 2.87684e-05-0.004651j 0.00082889+0.00354548j -0.000916509+0.00155876j 0.000173056-0.0116314j 0.00174597-0.00338565j -0.000991017-0.0113286j 0.00914351+0.00411603j 0.00888544+0.00465649j -0.00275635+0.00807495j 0.00404627-0.00503026j 0.00224054+0.0042962j 0.000675665+0.000908915j -0.000508882-0.0014103j -0.00100282+0.00100336j -0.000588712-0.000678282j 0.000397269+0.00035607j -0.00188796+0.00178928j -0.00105107-0.000771298j -0.000457622-0.000285044j -0.000228992-0.00104907j -0.00024067-0.000554616j 0.000421026+0.000432722j 0.000382631+0.00135338j -0.000990162-0.00091988j -0.00182401+0.00125003j 0.000596618+0.00144368j -0.000714603+0.00650144j -3.73024e-05-0.00288172j 0.000768571-0.00138605j 0.00342699+0.00161045j 0.00110928+3.48768e-05j -0.000661139-0.000830633j -0.00142905-0.000886416j -0.00386882+0.000126482j -0.00135045+5.23974e-05j 0.00279407+0.00194941j 0.000264271-8.71357e-05j -6.67854e-05-0.00100248j 0.000188339-0.000322583j 0.00230185+0.000509576j 0.000702124+0.000539356j -0.00148867+0.00130065j 0.00205233+0.0015279j -0.00145142+2.90197e-05j 
-0.00128759+0.00173651j -0.0001704+0.000249221j -0.000231846+0.000366521j -0.00156891-0.000360673j 0.000845902-0.000334299j -0.000250524+0.000796682j -0.00353999+0.00197966j -0.00517009-0.000462671j -0.00188219+0.000457331j 0.00161149+0.00327369j 0.00305481+0.0030155j -0.00512593-0.00111331j -0.00591014-0.00205321j 0.00275023+0.000698047j -0.000910683-0.00664371j -5.44035e-05+0.00931958j -0.00353061-0.00731482j 0.00133154-0.00107212j -0.00431243-0.00680734j 0.00950228+0.00498832j -0.00284234+0.00579709j -0.00326115-0.000183126j -0.00248722+0.000464357j -0.0023353+0.00377774j 0.00464633-0.00132691j -0.00244866+0.000901828j -0.000123323+0.00428462j 0.00164223+9.43477e-05j 0.00106516-0.00216979j -0.0038593-0.00215313j -0.00256869-0.000250676j 0.00205777-0.00131729j -0.00390373+0.00175808j -0.00344541+0.00263166j 0.00153549-0.00171727j -0.00592857+0.00253475j 0.000969679+0.0030277j 0.0136354-0.00438502j -0.00338581+0.00648438j 0.0011777+0.000421842j 0.00359593-0.000691084j 0.00311527+0.000773644j -0.00271384-0.00318309j 0.00449335-0.00590568j 0.0144373-0.000863811j -0.000221138+0.00580503j 0.00737909+0.00804579j 0.000174294+0.0133709j -0.00756714-0.00122787j -0.00364627-0.00305475j -0.0137285-0.00430478j -0.00323101-0.00437252j 0.00194917-0.00182893j 0.0108588+0.00320352j -0.00912659+0.000760159j -0.00278483-0.00680547j -0.0135592-0.00346709j 0.000818783+0.00242666j -5.85537e-05+0.000709462j -0.000251917-0.000584523j 0.000779382-0.000180919j 0.0047286+0.0033574j 0.00338526+0.00104719j -0.00079473-0.00273301j 0.00238512-0.000422464j 0.00357601-9.76204e-05j 0.00214517-0.00079115j 0.0012896-5.51152e-05j 0.00116183+0.000220318j -0.000483523+0.00160532j 0.00112968-0.00161064j 0.00319054+0.00174915j 0.00381254-0.0014947j -0.00190952-0.00557803j 0.00107528-0.00147491j 0.00312737+0.00501515j 0.00115476+0.00136385j 0.000122829+0.00180209j -0.00294434-0.000116047j -0.0024357-0.00330315j 0.00333341+0.00112346j 0.00043357-0.00128875j -0.00183707-0.000796878j -0.000309262-0.00345415j -0.00157364+0.000561261j 0.00102623+0.00341354j -0.000368982+0.000633077j -0.00120487+0.000458807j -0.000623264+0.000292375j 0.00093888-0.00258315j -0.00206133-0.0029588j 0.00128966-0.000563463j 
