6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
-5.9637e-17+0.00495216j 9.48235e-18+0.00059849j -1.11916e-16+0.00695725j -5.12464e-17+0.00238876j 1.08406e-17+0.000306989j -2.36197e-16+0.00826024j -2.82725e-16+0.00580992j 7.78131e-17+0.00464458j -3.85339e-17-0.00300919j -7.8469e-18+0.00218824j -1.38293e-16+0.0043737j 7.09367e-17-0.000911413j -1.31833e-16+0.00641059j -2.96294e-16+0.00333079j 4.91444e-16+0.000643364j 1.48305e-15-0.00592799j -3.3297e-16+0.00119776j 1.32081e-15+0.00524443j 4.28837e-13+0.00384707j -9.15864e-16-0.00392587j 7.45429e-16+0.00901305j 1.53944e-15+0.00619232j -6.00272e-15+0.00500062j 1.69765e-15+0.00547203j 1.45485e-15-0.00163504j -9.80502e-16-0.0041463j -2.34224e-16-0.00253693j 5.05922e-16-0.00682621j -7.30445e-15-0.00254447j -2.95042e-16-0.00070316j -2.63496e-16+0.00530708j -1.61753e-16+0.00469464j -1.11513e-15+0.0119849j -2.24991e-15-0.00905409j -1.74841e-15-0.0125009j -9.09835e-16-0.00137498j 2.08341e-16-0.00675905j -8.49078e-16+0.0078572j -9.66477e-16+0.0015506j 4.47638e-15+0.00714272j 4.24914e-15+0.00555362j 4.12498e-15+0.00641198j 4.3611e-16-0.0100304j -2.6794e-17+0.00481802j -2.99158e-16-0.00698904j -2.76496e-17-0.00458696j -1.40133e-16-0.00158419j 2.06057e-16-0.00627185j 2.26528e-16-0.00244175j -1.27184e-16-0.0172178j -2.51142e-16+0.00838144j -3.6913e-16+0.0216137j 2.46024e-17+6.03556e-05j -9.19661e-17+0.00312607j 1.33749e-15+0.00246685j 3.67592e-16-0.00228327j 
2.60823e-16-0.00942274j -1.10401e-15+0.00960167j 3.45597e-17-0.00653819j -3.4616e-17+0.00238073j 4.22743e-17+0.00195069j -1.29713e-16+0.0143322j -1.15041e-16+0.00536721j -1.27333e-16-0.00333152j -1.30973e-16-0.0106153j 6.69693e-16+0.0147012j 2.54781e-16-0.00399872j 2.56472e-16-0.00812933j 2.51337e-16+0.00594553j 1.44411e-16-0.000190737j -1.89012e-16+0.000261609j 1.18531e-15-0.0063426j -2.06287e-15-0.00806213j 2.46756e-15+0.00332794j 7.33311e-13+0.00658932j -2.43336e-15-0.0121549j 1.87443e-16-0.000262342j 7.47302e-16+0.00441563j -4.49375e-15+0.00304393j 1.93647e-15+0.00306241j 3.21943e-16-0.00120505j -7.99507e-16-0.00597135j 2.8419e-15-0.0117483j -1.62811e-15-0.00266641j -7.75095e-16+0.000433099j 2.6475e-15-0.0100075j 2.92509e-16-0.0026252j 5.67247e-16-0.00827096j 1.62299e-15-0.00439068j -4.2063e-18-0.0033943j -3.51978e-16-0.00741785j -1.96996e-16+0.00283768j 2.12563e-17+0.00529038j -5.99844e-16+0.00246391j -1.40854e-15+0.00661545j -8.28394e-16-0.00166016j -9.26357e-15-0.0229318j -1.0084e-14-0.00276601j -4.59802e-16-0.000614629j -2.65517e-16+0.00397175j 5.64562e-17-0.00569743j 1.44743e-16-0.0147473j -9.34635e-17+0.000305887j 1.13681e-17-0.0122794j -3.67784e-16-0.015321j 2.13996e-17-0.00185328j -6.21985e-17+0.00911992j -1.48443e-16+0.00235424j 5.77042e-17+0.000189552j 1.33206e-17-0.00867836j -1.49258e-15-0.00045221j -2.66128e-16-0.00891351j 
1.40934e-16+0.00460821j -8.37054e-16+0.00914032j 1.3337e-17+0.00804031j -4.55231e-17+0.00606615j 1.81192e-17-7.30385e-05j -4.34633e-17+0.00238798j -3.58304e-18+0.00736626j 9.00531e-17-0.000465012j -9.71628e-17+0.00819568j 9.83667e-17+0.00644943j -1.42113e-17+0.00977352j -6.40895e-17-0.00152193j -9.06061e-17-0.000783136j -2.07066e-17+0.00364766j -2.93561e-16-0.00175972j 3.4627e-16-0.00289774j -2.24689e-15-0.0100967j 1.94963e-15+0.00441867j 6.07002e-13+0.00545436j -1.47889e-15-0.00581508j -7.47221e-16-0.00101592j -8.07907e-16-0.00513898j 8.40634e-15-0.00588733j -2.91544e-16+0.00250526j -1.07742e-16-0.00258507j -6.72323e-16-0.00166309j 7.10332e-17-0.00466198j -1.26676e-15-0.00519493j 1.36775e-15+0.000445909j 3.22434e-15-0.0151958j -5.31324e-16-0.000616092j -4.69788e-16+0.00428885j -1.36964e-15+0.00733727j 1.18695e-17+0.00278903j 2.47226e-16+0.00429107j 1.08222e-15+0.00509768j 1.62178e-16-0.00582113j -1.1467e-16-0.00205466j -6.26481e-16+0.0049134j 6.65602e-15+0.00934205j 1.97514e-15+0.00733137j 9.73929e-16-0.00272276j -1.51212e-16-0.00898755j -1.65775e-16+0.00934432j -7.39354e-17+0.00431134j -1.84159e-16-0.000202047j -1.48014e-16-0.00728312j 3.08392e-17+0.00242426j 5.36707e-17+0.00385881j -2.17172e-16-0.0114877j -7.76847e-17+0.013525j 1.24657e-16+0.0150916j -5.27833e-17+0.00514333j -2.92262e-17-0.000729577j 4.93534e-15+0.0083369j 1.02247e-15-0.00285874j 
2.6724e-16-0.00184083j -8.23288e-16+0.00723961j 7.9051e-17-0.0048566j -9.82571e-17+0.00420945j -5.25519e-17+0.00023555j -4.29324e-17+0.00755778j 7.44519e-18-0.00545275j -1.3035e-16-0.00358016j -5.20983e-17-0.0102952j 3.35004e-16+0.0128454j 3.37713e-16-0.00939349j 6.59483e-17+0.000347844j 3.11202e-16+0.0024818j -5.07602e-18-0.00089492j 1.62156e-16+0.00336215j 4.71475e-16-0.00226425j 4.3977e-16+0.0018563j -5.05572e-17-0.00146504j -4.27295e-14-0.000383672j -9.70887e-17-0.00136671j 8.38113e-17+0.00184428j 5.11194e-16+0.00235128j 4.54679e-15-0.00296662j 5.16156e-16+0.00442748j -2.56711e-16-0.00606206j 3.12644e-16+9.39653e-05j -8.13913e-16+0.00413825j 9.7672e-16+0.0062856j -6.59314e-15-0.00254175j -2.07852e-15+0.0102878j 1.41418e-16-0.00484826j -3.64632e-16+0.000516418j -2.98878e-16+0.00101926j -8.945e-16-0.00147029j -2.20455e-16-0.000914414j -5.55034e-16-0.006086j -3.31576e-16+0.00900826j -7.43925e-16-0.00226696j 1.34095e-15-0.00172517j -7.59185e-15-0.0114828j 6.36165e-15+0.012749j 7.98647e-15+0.00531026j 1.82178e-16+0.00323311j -2.17092e-16-0.000900664j 8.37981e-17-0.00504644j -1.8459e-16+0.0125797j 1.68356e-17-0.00644437j 8.93888e-17-0.0016169j -1.93557e-16+0.00867777j -2.00203e-17+0.000239126j -2.5583e-16+0.0150066j 1.49454e-16-0.0176316j 3.24143e-17+0.000740505j 1.23096e-16-0.00815527j -1.14916e-15-0.00233175j -1.74418e-16+0.00276266j 
-9.9127e-17+0.00228374j 4.8032e-16-0.00438159j 7.2276e-18+0.000411619j -6.60049e-17+0.0034037j -1.79287e-17-0.0070349j 1.05096e-16-0.0159127j 1.11543e-16-0.000740527j 1.09631e-17+0.00513037j -2.40004e-17+0.00881612j -8.14426e-17-0.00127234j -1.14833e-16+0.00414702j -8.98311e-17+0.00402594j -3.70251e-17-0.00476546j 6.64763e-17-0.00300856j -9.9833e-17+0.000752766j -2.84873e-16+0.00138633j -3.62219e-17-0.00121956j -2.31427e-16-0.00588845j -1.44386e-13-0.0012877j -3.37101e-16-0.00532321j -4.67712e-16-0.00804073j -6.53432e-16-0.000174578j -5.12102e-15+0.00259747j -1.34614e-15-0.0104473j -5.94927e-16+0.00445367j 2.81028e-16-0.00634638j 2.70327e-15-0.00267542j -1.98487e-15+0.00410293j 2.86596e-14+0.0107897j 2.33358e-15-0.00736898j 7.94734e-17-0.0025972j 5.76718e-16-0.00589954j 2.08582e-15-0.0112344j 2.90722e-15+0.00902967j 1.56159e-15+0.00318966j 1.12777e-15+0.0125873j -5.79408e-17-0.00301304j 4.48504e-16+0.00362893j -9.22483e-16-0.00216554j 5.94064e-16+0.000547082j -5.76262e-15-0.0118415j -6.32668e-15-0.00428281j -1.09763e-16+0.00935772j 8.95369e-17-0.011076j 2.7506e-17-0.0040278j 3.63643e-16-0.012656j -1.43166e-16-0.00478224j 1.79096e-17+0.00932667j 1.2508e-16+0.00543913j 7.89141e-17-0.000754476j 1.59346e-16-0.0177j -6.839e-17+0.000137056j -6.79379e-17+0.00647827j -1.58272e-17+0.00112365j 2.14524e-15+0.00381036j 5.20967e-16-0.00177489j 
1.58273e-16-0.00225717j -6.56413e-16+0.00569514j 1.03856e-17-0.0050896j 1.37015e-16-0.0130831j 6.0709e-17-0.00147947j -2.68678e-17+0.00221905j 5.1474e-17-0.00201615j -7.35129e-17+0.000147269j 6.41408e-17-0.00387098j -6.8851e-17-0.00813375j 6.72571e-17-0.00646424j 6.71393e-16-0.0157868j -2.79519e-17-0.00708405j 2.42493e-16-0.00708897j 3.38501e-16-0.00617174j 1.23559e-15-0.00103929j 1.55199e-15+0.0092907j 4.19633e-17+0.000872316j 3.16816e-13+0.00285088j 1.15464e-15+0.00944373j -4.40226e-17+0.00155531j 9.45069e-16+0.00411858j 1.09395e-14-0.00764473j -2.75243e-15-0.00579929j -4.15615e-16-0.00119364j 9.413e-16+0.00109372j -5.12373e-15+0.015035j 2.00104e-15-0.00154375j -1.97905e-14-0.00796488j -1.98864e-16+0.00101772j 5.42164e-16-0.00546951j -6.67175e-17+0.00521265j -1.25331e-15+0.00296469j -7.90319e-16+0.00684712j -1.55475e-15-0.00879129j -2.85342e-16-0.00962021j 1.08365e-16+0.00297554j -8.17423e-16+0.00330923j -1.70497e-15+0.0079988j -5.40889e-15-0.00891973j -7.15622e-15-0.0130291j -6.98208e-15-0.00575034j -4.04724e-16+0.00250034j -1.58086e-16+0.0106143j 2.23756e-16+0.0134978j -4.86804e-17+0.00472848j 2.50409e-16+0.0125156j -1.20714e-16-0.0159313j -4.82811e-16-0.0165391j 1.61256e-16-0.00137441j 6.3831e-17-0.0102187j 6.22613e-17-0.00501418j 7.40981e-17-0.0058065j 1.03486e-16-0.00181609j 3.3218e-15+0.00436052j 7.12376e-16+0.004601j 
-3.39777e-16+0.00870266j 1.30212e-15-0.0115051j -7.76175e-17+0.00463513j -5.9618e-17+0.0027861j -3.19288e-17+0.00318575j 1.52338e-17-0.00396209j -7.01873e-17-0.00373588j 1.70851e-16-0.00298086j 7.19976e-17+0.0122514j -3.15131e-16-0.00312117j -2.04014e-16+0.00496761j -2.96691e-16+0.00668162j -1.90173e-16+0.0082945j -3.23544e-16+0.0069806j 1.31683e-16-0.00431754j -3.89795e-16+0.00124771j -2.32951e-16+0.00108023j -1.91675e-17-0.00599478j 1.4333e-14+0.000136725j -4.31934e-16-0.00762467j 2.61304e-16+0.0125346j 5.80672e-16-0.00153638j 5.16621e-15-0.00251551j 2.5749e-15+0.0084219j 8.0717e-16+0.00662436j -1.19925e-15+0.00230652j 2.19444e-15-0.0129906j -7.20891e-16-0.0114006j 3.03811e-15+0.00140015j 7.1223e-16-0.00604872j -4.44303e-16+0.0100258j 1.6035e-16-0.000769368j -5.74923e-16+0.000374669j -2.51642e-16-0.00332088j 5.68189e-16+0.0105927j 3.99473e-16+0.000620922j 7.4519e-16-0.00796223j -3.45052e-16-0.000426635j -1.80079e-15+0.0108704j 9.59323e-15+0.0137416j -5.05493e-15-0.00812533j -7.03644e-15-0.00719703j -1.87734e-16-0.0111483j 1.46025e-16-0.00299048j -6.46987e-17+0.00805727j 1.92853e-16-0.0319503j -6.28469e-18+0.00432523j -1.1038e-17+0.00775521j 2.48235e-16-0.0161109j -1.67942e-16+0.0214452j 1.83777e-16-0.0146489j -2.61015e-16+0.0272146j -2.96588e-16+0.0124088j -2.62314e-16+0.022533j -2.98196e-15-0.00524158j -6.68641e-16+0.00269273j 
1.86643e-16+0.0110931j -5.1645e-16+0.00857143j -1.48031e-16-0.00844268j -6.32688e-17-0.00539919j -3.00061e-16-0.0138597j -8.52849e-17-0.0110455j -1.01696e-16+0.00108558j -6.58161e-17-0.0176009j -6.38026e-18+0.0133169j 2.11395e-16+0.0146691j 1.92196e-17-0.0107141j -2.91262e-16+8.87344e-05j 6.10393e-17+0.00217722j -1.53035e-16-0.00022969j 2.37365e-16-0.00313121j 4.826e-16-0.00136679j 1.76378e-16+0.00315973j 9.85163e-16-0.00384216j 5.96794e-13+0.00537468j -4.9839e-16-0.00572712j -5.59288e-16+0.0104852j -6.54853e-16-0.00594793j 1.2466e-14-0.00858122j -1.09228e-15-0.00452475j -6.31314e-16+0.00387801j -1.46903e-16-0.00359028j 1.25637e-15-0.00262539j -2.80781e-16-0.000463139j 1.68294e-14+0.00629752j -7.50188e-16+0.00407942j -4.83777e-16-7.66357e-05j 2.30606e-16-0.00214071j 1.23351e-15-0.0103296j 1.0141e-15-0.000342368j 1.53267e-15+0.0118406j 5.32102e-16+0.00111799j -1.9464e-16+0.000402701j -1.2468e-15+0.00286985j -3.40703e-16+0.00194116j 1.69607e-15+0.00137329j 3.60479e-15+0.0129354j 3.63153e-15-0.00363146j 3.28186e-16+0.00249637j -5.90303e-17-0.00338949j -5.34449e-16-0.0185206j 1.91815e-16-0.0082646j -3.72018e-16-0.0149969j 1.46187e-16+0.0147592j 1.34846e-16-0.00839659j -3.57032e-16+0.00283637j 9.10386e-17-0.00636957j -2.82173e-16+0.00646286j -1.9771e-16+0.0387025j -3.68901e-16-0.00589704j 3.59861e-17-0.000355126j 6.15526e-17+0.00211071j 
6.45644e-16+0.0135737j 4.01078e-16-0.000677965j 2.22325e-16+0.0035872j 4.34774e-16+0.0111431j -5.02938e-16-0.0090858j -2.41477e-16-0.00821047j -4.04115e-16-0.00996769j 2.02737e-17+0.00189833j -5.47992e-17+0.00166127j 8.93706e-16+0.010876j 2.02034e-16+0.00153101j 5.48745e-17+0.00805875j 1.32551e-16+0.00159871j 1.01119e-16+0.00368719j 9.8184e-16+0.008871j 2.47219e-16-0.0030407j 1.26341e-15+0.00532511j 1.33668e-16-0.0025894j 2.14734e-13+0.00193149j -9.72276e-16-0.00506233j 2.79217e-16+0.00196631j 1.75774e-15+0.00726375j 2.44095e-15-0.00178466j 5.23857e-16+0.000811573j 1.32784e-16-0.00177323j -2.36332e-16-0.00681238j 9.75866e-16-0.000129139j 3.75734e-16+0.00402196j 7.5762e-15+0.00279609j -1.55018e-15+0.00933561j -5.63345e-16-0.0116047j 2.07356e-16+0.00961221j 9.47535e-16-0.00773087j 6.62349e-16+0.00381386j 1.93731e-17-0.00712867j -3.83495e-16-0.000758356j -4.6718e-16-0.00870161j 4.93297e-16+0.00599396j 4.43106e-16-0.0112134j -1.6621e-15-0.00253056j 1.00113e-14+0.0187949j 1.10427e-14+0.0075735j 1.21429e-15+0.0140073j -1.23471e-16-0.0034542j -1.28009e-15-0.018628j -3.62421e-16-0.00421044j -2.50672e-16-0.00795347j 4.97646e-16+0.00701203j 1.63463e-15+0.0246194j -6.25057e-16-0.0128631j 3.10599e-17-0.000876758j -7.22329e-17-0.00151147j 5.23907e-16+0.0128443j 3.33201e-17+0.00174492j 2.07335e-15+0.00170533j 8.66133e-16+0.00699675j 
4.26828e-16+0.00539396j -1.97811e-15+0.0205709j 1.3923e-16-0.0001651j 9.8519e-17-0.00407666j 9.87731e-17-0.00632135j -1.95797e-16+0.0151041j -8.71949e-17+0.0118009j -1.73427e-16-0.00696424j -2.02354e-16-0.00511747j 2.80423e-16+0.0172485j 3.79026e-16-0.00660611j 2.80507e-16-0.0086651j 1.49107e-16+0.00524597j 9.5639e-17-0.00220571j 5.01988e-16-0.00300253j 2.48784e-15-0.00937083j -1.2121e-15-0.00236916j 3.09324e-15+0.011581j 1.14853e-12+0.0103126j -1.28143e-15-0.00344051j 5.99752e-16+0.013454j 8.19281e-16+0.00126416j 6.97721e-15-0.0041047j -9.28216e-17+0.00275011j 6.95443e-16-0.00713222j -4.59302e-16-0.00504592j -1.81066e-15+0.00267698j 1.00251e-15-0.00432658j -1.24442e-14-0.00449968j -1.38723e-15+0.00348617j -1.59701e-16-7.04574e-05j -1.35442e-16+0.00996426j -1.9747e-15+0.0174006j -3.94834e-15-0.0129235j -2.73763e-15-0.0146958j -1.70278e-15-0.00775994j -2.17407e-16+0.00634j -2.87434e-15+0.0095852j -1.66662e-15+0.00992833j 3.14442e-17-0.000788163j 5.28068e-15+0.0136937j 5.78889e-15+0.0015217j 1.03411e-16-0.0089355j -3.45511e-17+0.0111523j -1.38476e-16-0.00578996j -9.03389e-19+0.0105716j -1.34137e-16-0.010706j -7.51851e-17-0.012651j -2.72291e-16-0.0139326j -2.0537e-16-0.0274616j -8.37861e-17+0.0218671j 2.66977e-17+0.0120257j -1.62838e-16+0.0112302j 7.6089e-17-0.0131088j 4.6624e-15+0.00738365j 1.01914e-15-0.00080275j 
1.13579e-16-0.00957653j -8.23974e-16+0.0058917j 1.33182e-16-0.00577782j 1.77139e-17+0.00902018j 8.78254e-17+0.00706689j -4.40639e-17+0.00579777j -3.79004e-18-0.00593686j -6.39338e-17-0.00898997j -1.27331e-16-0.0052236j 1.7311e-16+0.00636983j 1.07851e-16-0.00978575j 1.46121e-16-0.00386892j -5.90928e-18-0.000236182j 1.9086e-16+0.00467323j -1.67962e-16+0.0016908j -1.28007e-15+0.00462986j 9.43225e-16+0.0011683j -1.52164e-15-0.00525174j -4.75195e-13-0.00426508j 1.34283e-15+0.00509921j -7.19217e-16+0.00039477j -5.18878e-16-0.00502429j 1.92399e-14-0.0128685j 6.03e-16+0.00980583j -6.4004e-16-0.00096719j 4.73661e-16+0.0102393j -1.22895e-15+0.00117341j 9.87133e-16+0.00606875j -2.12469e-14-0.00790304j -1.88167e-16+0.00238306j -5.15351e-17-0.000529093j -1.05494e-15-0.000453974j -2.70279e-15+0.00417027j 3.16198e-16+0.0082819j 9.43603e-16+0.0145344j 5.50595e-16-0.00689454j -1.51539e-16+0.0153944j -4.34e-16-0.0171608j 1.36455e-15+0.00726902j -9.12904e-15-0.0137819j 3.84978e-15+0.0131513j 4.5401e-15-0.0043665j -2.09385e-16-0.0041037j -1.48974e-16+0.00469771j 2.10799e-16+0.0091562j -9.66113e-17+0.0169192j -7.60242e-17-0.0110539j 8.20585e-17-0.00691331j 2.94857e-16+0.00644757j 1.70267e-16+0.019084j -1.97335e-16+0.0238168j -3.8497e-17-0.00985972j -1.35456e-16+0.00227381j 1.30139e-16-0.00624081j -1.24767e-15-0.000472647j -2.47076e-16-0.00727406j 
2.28183e-16-0.00624891j -3.95958e-16+0.00357563j -5.02479e-17-0.0155002j 1.16204e-16-0.0157293j -3.13538e-16-0.0105539j -1.2898e-16-0.00889751j 1.49103e-16+0.00285489j -3.29124e-17-0.00752444j 1.22203e-16+0.000636079j 1.88329e-16-0.000873652j 5.40298e-17-0.0111219j 1.91591e-16-0.00492489j 1.31497e-16-0.0061913j 6.21086e-17-0.0112265j -1.33776e-16-0.00509656j 6.20097e-17+0.00157662j 1.40301e-16+0.000829125j -4.93327e-16-0.00250505j -1.09256e-15-1.43519e-06j 3.76248e-16+0.00258945j -3.82114e-16-0.00778621j -1.21461e-15-0.00318854j -5.23754e-15+0.00240078j -3.28441e-15-0.0163592j -1.45485e-15+0.00229036j 9.77039e-16-0.00435191j 5.71375e-16+0.00644655j -6.42433e-16+0.00822944j 2.12761e-14+0.00776686j 6.3594e-16+0.00159176j 5.30682e-16-0.00406753j 1.03341e-15-0.0111634j 2.767e-15-0.0165488j 2.09719e-15+0.00249797j 8.92961e-16+0.0039141j 3.26856e-16+0.00400742j -4.20425e-16+0.0112623j -3.39832e-16+0.00365608j -1.12361e-15+0.000897483j -6.45309e-15-0.0103594j -1.0912e-14-0.0216748j -1.0325e-14-0.00693918j -3.32812e-17+0.0152191j -2.67229e-16-0.00973304j -2.68949e-17-0.00520663j 2.00148e-16+0.00456777j -8.936e-17+0.00540789j -2.58847e-17+0.000367525j -5.11072e-16-0.0161568j 2.74166e-17+0.00613144j -1.40536e-16-0.0157019j -1.76514e-16-0.0252966j 1.24107e-16+0.00476334j -1.75095e-17-0.0162009j -3.77493e-15-0.00571538j -7.45689e-16-0.000869853j 
-1.48805e-14+0.030127j 2.41547e-15-0.000102259j -3.67848e-15+0.0096213j 1.15849e-14-0.0213564j 2.78956e-15-0.00467909j 2.89815e-15-0.00635468j 7.60673e-15-0.0135822j -1.16621e-15+0.00422193j -5.98267e-15+0.0124118j 1.28701e-15+0.000358876j -7.54647e-15+0.0156788j -6.49125e-15+0.0123459j 1.74002e-15-0.00596449j 4.81194e-15-0.0111355j 4.66338e-15-0.00820446j 4.01151e-15-0.00486605j -1.39355e-15+0.00281484j 4.8642e-15-0.007634j 4.48005e-13+0.0040594j 2.61208e-15-0.0085003j -6.57845e-16-0.000240614j 1.48794e-15-0.00854009j 3.17748e-15-0.00226635j 6.6012e-16-0.0053631j 5.17456e-15-0.0146256j 4.88628e-15-0.00696364j -1.09132e-14+0.0169528j -3.33733e-16+0.00160591j 2.805e-14+0.0111118j -7.0714e-15+0.0107422j 7.32445e-15-0.0160764j -2.44824e-15+0.00608235j 1.49023e-15-0.00234409j 3.76958e-15-0.0091825j -6.40162e-15+0.0118084j 7.35885e-15-0.0150254j 8.50353e-15-0.0161766j -7.06988e-15+0.0119287j -6.55976e-16-0.00338921j -5.66662e-16-0.00216273j 1.84095e-15+0.00793921j 2.09762e-15+0.00835563j -3.79649e-15+0.00671693j 5.08082e-15-0.00838782j -1.15407e-14+0.0278153j -3.97988e-15+0.00414429j -2.02498e-14+0.037399j -1.36926e-14+0.0301362j -3.1872e-16+0.00164547j -6.71882e-15+0.011157j 9.17332e-15-0.0235512j 2.61082e-14-0.0511651j 8.54929e-15-0.0163738j -7.66103e-15+0.0180164j 8.08945e-15-0.0165232j -2.56357e-14+0.052641j 
-2.55293e-15-0.000498209j 3.13239e-15-0.0292146j -6.32681e-16-0.0191899j 1.40545e-15-0.012785j 2.38472e-16-0.00862785j 4.40713e-16+0.00420255j 7.61665e-16-0.0134963j -2.53793e-16-0.0153314j -7.94423e-16-0.00137545j -2.70794e-16-0.0226358j -1.52942e-15-0.000389369j -9.81784e-16+0.00170622j 3.93637e-16+0.0179972j 2.01632e-16+0.00918552j 8.21369e-16+0.000861696j -9.58653e-17+0.00274946j 7.16746e-16+0.00426314j -2.10146e-15-0.00751209j -6.33709e-13-0.00568579j 2.38823e-15+0.00993169j 8.30058e-16-0.000790412j 2.61702e-15+0.0109966j -1.21874e-14+0.00888665j 2.39444e-15+0.0034423j 2.02656e-15+0.00387977j -3.76369e-16-0.00564326j -8.25341e-16+0.000372836j -5.66302e-16+0.00551305j -4.29838e-16+0.000548654j 9.98808e-16-0.00197576j 1.14968e-15+0.00239682j 3.87279e-16-0.00199761j 1.83362e-15-0.00792401j 4.36397e-16-0.00905019j 1.91946e-16+0.0161261j 5.85558e-16-0.00258428j 1.65896e-15-0.000146577j -1.8956e-15-0.00447022j -8.96379e-16+0.0141259j 2.97544e-15+0.00445541j 3.00856e-15+0.000387302j 3.05353e-15+0.00710211j -3.13928e-17+0.00908906j 6.51456e-16-0.0102989j -2.24079e-15-0.0279638j -4.8814e-16+0.0317782j -2.03051e-15+0.0381089j -2.08958e-15-0.0200043j 1.64097e-16-0.00592689j -1.06862e-15+0.0222617j 1.02956e-15+0.039834j 3.1412e-15-0.0157317j 1.05514e-15-0.00634313j -1.04953e-15-0.0196391j -3.5506e-14-0.054546j -1.10941e-14-0.0164006j 
-5.62447e-16-0.0016757j 2.54529e-15-0.0252654j 3.36768e-18+0.012198j 4.33127e-17+0.00690211j 1.03655e-16+0.0172407j 1.58184e-16+0.008729j 1.9434e-16-0.0080408j -1.25152e-17+0.0141957j 1.42715e-16-0.00017319j -3.7252e-16-0.0235277j -3.55133e-16+0.0182241j 6.89814e-17+0.00637575j -2.7781e-16+0.00713685j -1.15265e-16+0.00947812j -4.72411e-17-0.000570895j -1.05237e-15+0.00376403j 1.55806e-16-0.000358769j -1.55753e-15-0.00459326j -7.30882e-13-0.00656898j 5.85597e-16+0.000807006j 9.57522e-16+0.00173838j 1.20628e-15+0.00517029j -7.31646e-15+0.00610559j 4.1646e-15+0.0148458j 1.75424e-15+0.00367121j -1.11134e-15+0.00692769j 5.25876e-16-0.0100119j -3.61944e-16-0.0112841j -1.65223e-14-0.00593822j 2.07731e-15-0.0113336j 4.74795e-17+0.0100804j -2.37572e-16+0.00205098j -1.82358e-15+0.0100384j -1.33568e-15-0.00216081j -5.65741e-16+0.00283361j -5.20213e-17-0.00278534j 1.14991e-15-0.0121989j 1.12676e-15-0.00589355j -1.32226e-15+0.00962358j 8.98259e-15+0.0144112j -7.56827e-15-0.0212143j -1.0014e-14-0.00172453j -5.91645e-16-0.0139729j 2.57058e-16+0.00153233j 4.33163e-16+0.0279261j -3.02372e-17-0.0202048j 4.38432e-16+0.0294546j -2.05191e-16-0.00960267j 6.66871e-17-0.00717644j 2.85524e-16+0.0256083j 2.21836e-16-0.00375574j 6.55525e-17+0.0186642j 1.71726e-16-0.0311708j 4.62231e-17+0.0300674j -8.14742e-15-0.0129549j -1.82715e-15+0.000726971j 
