6.5001e-15-0.0639989j -2.55092e-14+0.247277j 5.63162e-16-0.078775j -8.8285e-16+0.0452644j -7.62967e-16-0.074009j -1.55128e-15+0.193761j -1.81716e-15+0.101207j -4.38179e-17-0.0272557j -7.75039e-16-0.0664243j 5.05581e-15+0.217108j 4.60919e-15-0.14528j 3.49906e-16-0.0517878j 1.02887e-15-0.0505173j 2.63195e-15-0.0377882j -3.18511e-16+0.023066j 7.93291e-15-0.0442073j -4.71612e-15-0.0174818j 1.31525e-14+0.0475175j 4.22063e-12+0.0378932j -7.09904e-15-0.0253556j -4.77107e-15+0.0360451j -1.48397e-14-0.084904j 6.81212e-14-0.0475318j -1.07422e-14-0.0259952j -4.59918e-15+0.0053714j 9.92429e-16+0.00670108j 4.28016e-15-0.00715091j -7.78711e-16+0.0150692j 1.2906e-14+0.00492806j -9.57248e-16+0.00456885j -1.71569e-16-0.0170547j -2.43627e-15-0.0117269j -5.51182e-15+0.0243658j 3.26647e-15+0.0381849j -2.70582e-15-0.0299384j 2.66171e-15-0.000730845j -5.57239e-15+0.0264601j 2.95623e-15+0.0147018j 4.24017e-15-0.0488819j -1.07769e-14-0.0144771j -1.37937e-15-0.00760787j -2.06618e-16+0.00652701j -5.26859e-16-0.0326635j -2.07521e-15+0.078266j 1.01154e-15+0.0287043j 4.99961e-16-0.0314939j -1.10567e-15-0.0888523j 4.10143e-16-0.00248559j -1.91922e-15-0.0620508j -1.23562e-15-0.0550135j -1.45965e-16+0.0365131j -2.7772e-16-0.0368439j 1.44057e-16+0.0531518j -6.0567e-17-0.0699788j 7.63234e-14+0.118694j 1.70577e-14+0.00733238j 
9.31265e-16-0.00381206j -1.37986e-15+0.0135487j 2.02724e-17-0.00124741j 2.82305e-16-0.000331752j -7.11022e-16+0.00571702j -6.96135e-16+0.0186807j -2.15938e-16+0.00135629j 4.38435e-17+0.00181576j 2.03429e-16-0.00213682j 6.77376e-16+0.00545142j 5.41559e-16-0.013508j 7.33406e-17-0.00536605j 1.01925e-16-0.0014717j -2.07562e-16+0.00163169j 1.19978e-15-0.0175519j 3.54545e-15-0.00906549j -1.19709e-15-0.00153796j 9.24177e-16-0.00119402j 5.8102e-13+0.00523245j -2.02807e-16+0.00224759j -6.79056e-16+0.00618785j -4.51897e-18-0.00195844j 1.77959e-14-0.0122682j -1.4746e-15+0.0030699j -1.14913e-15-0.0128247j 3.74541e-16+0.00765012j -1.62138e-15+0.00337125j 8.49537e-16-0.00267967j -9.50117e-15-0.00409069j 3.49226e-16-0.00231525j -8.90065e-16+0.00512301j -6.23442e-16+0.000858606j -3.90581e-15+0.0106248j -8.3217e-16+0.00761539j -9.42735e-16+0.00222267j 7.89326e-16-0.0100193j -8.97068e-16+0.00935435j 1.23672e-16-0.00554689j -2.89828e-16+0.00554544j -5.74569e-16+0.000293504j -2.66222e-15-0.0116216j -4.42004e-15+0.000118899j 9.88536e-17-0.00571855j -3.51358e-16+0.00850572j -4.26723e-16+0.014342j 1.8803e-16+0.000674778j -8.94139e-17-0.00230952j 2.42823e-16-0.00419314j 5.22613e-16-0.0108267j -4.96386e-16+0.00317558j 8.80551e-17+0.00613776j -4.57489e-16+0.0011198j 4.67286e-16-0.00153443j -2.02877e-16+0.000818426j 4.86975e-15+0.00742273j 1.3786e-15+0.00242309j 
-9.95603e-17-0.00962078j 1.41901e-15-0.00306968j -1.04574e-15-0.00893597j -5.16302e-16-0.00445719j -1.41322e-15+0.00976484j 3.80289e-16+0.00630545j 2.0823e-16-0.0115678j -9.96109e-17-0.000158496j -1.85895e-16-0.00854747j 7.97983e-16-0.00239422j -1.57756e-15-0.0111797j -4.94518e-16-0.00318189j -5.30248e-16+0.00298789j -1.02867e-15-0.00188129j -3.62225e-16-0.00429709j 3.44486e-16-0.00162453j -1.22132e-16-0.00121679j -7.4954e-16-0.00499636j -5.66661e-13-0.00509227j 7.10001e-16-0.00188451j -6.36704e-16-0.00359001j 5.70879e-16+0.00305638j 2.72553e-15-0.00242861j -2.11671e-15-0.00447135j -1.1403e-15-0.00122132j 5.47683e-16+0.00240652j -2.69189e-16+0.00716239j 5.3201e-16+0.00276424j 1.51485e-15+0.000303876j 1.75421e-15-0.00154566j -1.37474e-16-0.0012339j -8.05068e-18-0.00499212j -1.3299e-15-0.000409886j 1.18456e-15+0.00695956j -2.01568e-16+0.00266536j 5.41737e-16+0.00160126j 2.96647e-16+0.00708791j -6.67446e-16+0.000296231j -1.18484e-15+0.00458213j -2.66078e-15-0.00325182j -1.97458e-15-0.00604413j -1.78211e-15+0.000445146j 6.50975e-16+0.00315417j 5.12258e-16-0.00638432j -3.44479e-16+0.0011496j 1.27626e-15+0.000854827j -2.32537e-16+0.0035717j -5.17163e-16+0.00533569j -5.94467e-16-0.000308409j -9.76208e-16+0.0131899j -1.86891e-16-0.00510692j -1.19239e-15-0.018652j 5.0631e-16-0.00479984j -1.32204e-15-0.000677023j -2.47888e-15-0.00527929j -5.52185e-16+0.00343655j 
5.97479e-14-0.00831377j 7.92217e-14-0.0107865j -5.79951e-14+0.00792386j -6.16619e-14+0.00842099j -1.31882e-13+0.0180437j 2.60516e-15-0.000388491j 1.04761e-16+6.98844e-05j -6.7283e-14+0.00935229j 5.06806e-14-0.00699061j 2.50102e-14-0.00350727j -4.37737e-14+0.00599609j 2.60526e-14-0.00365687j -5.3645e-14+0.00731097j -4.8969e-14+0.0066321j -1.89046e-14+0.00271223j 3.74693e-14-0.00502304j 4.06031e-15-0.000584199j 6.0665e-14-0.00842018j -5.76934e-13-0.00554133j 9.16886e-14-0.0127247j -4.4268e-14+0.0061172j -7.16984e-14+0.0102457j -5.44275e-14+0.00639711j -2.5259e-14+0.00368208j -1.3212e-14+0.00199885j 2.21747e-15-0.000387976j 8.30981e-14-0.0109724j 1.99226e-14-0.00298114j -1.8975e-14+0.00398882j 1.21775e-13-0.016192j -5.48821e-14+0.00761357j 5.23459e-14-0.00723895j -3.18293e-15+0.000406543j -2.11429e-14+0.00295532j 4.30256e-14-0.00615884j -1.21598e-14+0.00174948j -1.49187e-14+0.00198955j -2.59036e-14+0.00359485j -7.63209e-15+0.000822195j 2.09396e-14-0.00317476j 1.35318e-13-0.0196736j -2.21648e-14+0.00218485j 4.81881e-14-0.00657541j 3.84166e-14-0.00528686j 4.88306e-14-0.00683513j 1.90143e-13-0.0261398j 6.2741e-14-0.00860066j 9.63466e-15-0.0014394j -1.49677e-14+0.00200731j -3.36526e-14+0.00448281j 3.99879e-14-0.00559719j -1.47044e-13+0.0202745j 1.6197e-14-0.00229562j -7.9115e-14+0.0107877j -3.44985e-14+0.00502995j 7.00453e-14-0.0096865j 
5.69275e-16+0.00506043j 1.50471e-15-0.0186761j 8.93629e-16+0.00601695j 3.62847e-16+0.00181188j 1.54285e-16+0.00757874j -8.32974e-16-0.0174498j 2.73539e-17-0.0140153j -1.30465e-16+0.00390232j 7.00247e-16+0.00751358j -5.57435e-17-0.0148001j 1.27848e-15+0.0126354j 4.35899e-16+0.00319476j 2.00178e-16+0.00202227j 8.78216e-17+0.00341756j 6.09332e-16+0.00198186j -1.13142e-15+0.00585947j 7.74238e-16+0.00334368j -2.72284e-15-0.0112024j -9.62885e-13-0.0086412j -2.03381e-16-0.00264158j -1.65388e-16-0.00307616j 7.08623e-16+0.00357441j 6.518e-15-0.00493079j -1.41642e-15-0.00365319j -1.44115e-16+0.0053003j 6.31084e-17-0.000472935j 5.02023e-17+0.000361435j -1.1463e-15+0.00181189j 1.44451e-14+0.00510148j 1.03383e-15-0.00693026j -4.62294e-16-0.00363636j 4.62914e-16+0.000256883j -7.59828e-16+3.05394e-05j 1.12247e-15+0.00768387j 1.40367e-15+0.00824922j 7.35066e-16+0.00186076j -1.87838e-16-0.00491387j -4.77875e-18-0.00287739j -8.73707e-16+0.00644926j 4.3344e-17-0.000707547j -2.57142e-17-0.000389249j -5.88032e-16-0.00184409j 5.65988e-18+0.00477853j -7.32541e-17-0.0110362j 3.9118e-16+0.00653581j -7.22496e-16-0.00723738j 4.47546e-16+0.00548591j 8.07886e-16+0.008102j 1.0002e-15+0.010563j 4.76015e-16+0.0158102j -1.62649e-16-0.0116961j 9.7065e-17-0.0017021j 1.42741e-16-0.00200779j 8.46996e-16+0.0134462j -3.57157e-15-0.0062097j 3.1948e-17+0.00467763j 
1.00538e-14-0.0144992j -2.84515e-15+0.0019636j 8.01281e-15-0.0101078j 3.84242e-15-0.00425991j 1.90654e-15-4.02988e-05j -3.76361e-15+0.00582089j -1.22028e-15+0.0012482j -3.05058e-15+0.00496538j 7.09724e-15-0.0109584j 2.31833e-15-0.00308009j 7.6284e-15-0.00986826j 1.19303e-14-0.0154002j 3.4555e-15-0.00316337j 3.66101e-15-0.00369843j -1.18105e-15+0.0023528j 3.50445e-15-0.00352503j -1.70325e-15+0.00313302j 1.25011e-15-0.00255788j -8.14579e-14-0.000728353j -1.88134e-15+0.0015744j 6.72186e-15-0.00760915j -4.30018e-15+0.00813283j -1.71511e-14+0.00790239j 4.75881e-15-0.00659951j -4.21557e-15+0.00604753j 1.28043e-15-0.00126094j -7.87043e-15+0.00666551j -5.6011e-16+0.00148535j -4.54227e-15-0.00243279j -1.32549e-15+0.000916344j 2.49192e-16+0.00105012j 7.76513e-15-0.0105052j 5.51452e-15-0.00521155j -3.97991e-15+0.00733636j 7.67222e-15-0.0114649j -4.29821e-15+0.00549896j -2.48692e-16+0.000185987j -1.72508e-15+0.00329852j 3.49764e-15-0.00500298j -5.2997e-16-0.0042801j 5.52792e-15-0.0127695j -5.74761e-15+0.00507162j -1.5696e-15+0.00155414j -2.37072e-15+0.00253448j 7.39703e-15-0.0113218j -4.6095e-15+0.00366825j -3.08573e-15+0.00305126j 8.93965e-15-0.0118384j 2.67456e-15-0.00309051j 4.65742e-15-0.00553662j 7.84568e-16-0.00113136j 3.95099e-15-0.00374349j 5.0593e-15-0.00699299j 9.24309e-15-0.0111537j -1.49068e-15+0.00143451j 7.38826e-15-0.0108435j 
-1.40656e-15-0.00999573j -6.0495e-18-0.0121623j -4.58752e-16-0.00504028j -2.77849e-16-0.00504356j 1.06964e-15+0.00925561j 3.76604e-16+0.000311849j -5.33445e-16-0.00951928j 1.73351e-16+0.00225349j -6.457e-16-0.00664629j -1.90097e-15-0.0181737j -7.05889e-16-0.00740983j -4.30237e-16-0.00359273j 1.72249e-16-0.00162867j 1.42897e-16-4.07241e-05j 8.29281e-18-0.000170367j -1.19777e-16+0.00352944j 1.32775e-15+0.00408065j -2.95317e-15-0.00662829j -7.08601e-13-0.00635485j 3.49309e-15+0.0131775j 1.37094e-16-0.00235076j 2.04281e-15+0.00700843j -2.79744e-15+0.00198402j -1.13877e-15-0.00156007j 1.80621e-16+0.00144819j 2.12893e-15+0.0100793j -1.72118e-15+0.0109748j 1.23223e-15+0.00342231j -3.73714e-15-0.00182563j -1.0077e-15+0.00556544j 9.16762e-16+0.00655992j -5.5301e-16+0.000585188j -1.03817e-15+0.00307023j 8.70922e-16+0.00721406j -1.01093e-15-0.00130013j -4.45383e-16-0.00462758j 1.43185e-16+0.00709543j -5.26717e-16-0.001371j 3.59849e-16+0.000422551j -1.87238e-15-0.0021102j 4.49829e-16-0.000226365j 1.83983e-15+0.00314456j 3.85105e-16+0.00152169j 8.63558e-18-0.00429026j 3.21923e-17+0.00235352j 8.81063e-16+0.0161081j 7.45727e-16+0.00658163j -8.28628e-16-0.00575972j 1.73187e-17+0.00292995j 1.00457e-15+0.0104535j 1.68826e-17+8.01256e-05j -2.85147e-16-0.00877961j -1.04509e-15-0.0124128j 3.48499e-17-0.000258318j -5.25813e-15-0.00670759j -1.73021e-15-0.00380891j 
-2.75011e-14+0.0176364j 3.15702e-15-0.00113743j -5.85595e-15+0.00366713j 9.7862e-15-0.00610705j 1.64467e-14-0.0110767j 7.89105e-15-0.00475801j 1.2938e-15-0.000426756j 3.59078e-15-0.0022816j -8.79003e-15+0.00562052j -7.49109e-16+0.000741559j -2.14814e-15+0.00113059j -1.17899e-14+0.00731623j -5.54958e-15+0.00323824j 1.11073e-16-0.000316832j 7.58991e-15-0.00420028j 9.18607e-15-0.00493466j -1.29494e-14+0.009402j -1.19861e-15+0.000904933j -6.14126e-14-0.000561434j 8.56654e-16-0.000468718j -1.68566e-14+0.0112203j 2.10966e-16-0.000196024j 3.57561e-15-0.000936552j 1.60927e-15-0.00151751j 5.10825e-15-0.00282281j 8.54839e-15-0.00570643j -2.84107e-14+0.0156498j 4.38417e-15-0.0014213j -2.04542e-15-0.0029374j -1.09691e-14+0.00605698j 2.05736e-15-0.00155493j -1.92398e-14+0.0125186j -1.05553e-14+0.00600596j 6.29623e-15-0.00527493j -4.15363e-16-0.000342141j 8.67778e-15-0.00602284j 4.50918e-15-0.00281104j -2.17327e-14+0.0123356j -1.00947e-14+0.00504898j 4.90306e-15-0.00521389j -1.67035e-14+0.0134103j 5.87131e-15-0.000477221j -2.04079e-15+0.00150697j 4.0945e-15-0.0020667j 2.97758e-15-0.00192715j -1.00297e-14+0.00649948j -1.25919e-14+0.00811503j -4.10162e-15+0.00227886j 2.25282e-15-0.00143919j 1.18315e-14-0.00795678j 4.0571e-15-0.00240204j 4.64926e-15-0.00297228j -9.78881e-15+0.00630263j -4.0859e-15+0.00237084j 8.25946e-15-0.00651299j -2.09889e-14+0.0131186j 
-1.80088e-15+0.0232891j 3.71993e-15-0.0218506j -4.76111e-16+0.0122072j 5.314e-16+0.00200491j 4.57444e-16-0.00516783j 1.10932e-15-0.0168192j 5.98249e-16-0.0131717j -5.03108e-16+0.00190631j -6.70596e-16+0.00426387j 7.60117e-16-0.00793691j -1.07575e-15+0.0208935j -2.86028e-16+0.0138973j -4.75009e-16+0.00947985j -7.98618e-17+0.00646691j 3.19618e-16+0.00872548j -1.43878e-16+0.00124548j 1.57224e-15+0.00761026j -1.54949e-16-0.00522057j -2.1302e-13-0.00191524j 3.33445e-16-0.0028384j 3.13724e-16+0.00381157j 1.63784e-15+0.0134036j -8.26661e-15+0.00617584j 2.24763e-15+0.00363064j 1.24395e-15-0.000849975j 2.07024e-16-0.0072418j -1.93608e-15+0.00511459j 1.38019e-15-0.00163798j 3.71777e-16+0.000236588j -2.37643e-15+0.0116008j 3.06274e-17-0.00724542j -6.43176e-16+0.0116636j 7.08247e-16-0.00103963j -1.40077e-15-0.0083606j 4.99946e-19-0.00606697j -1.06054e-15-0.00702941j 1.26674e-15-0.0157489j -1.72677e-15+0.00873473j -5.65029e-16-0.0041292j 5.84422e-16+0.00166048j 1.0421e-14+0.0183192j 1.14462e-14+0.011213j 2.39067e-16+0.0113778j 9.98195e-16-0.00879616j 3.70447e-17-0.0129351j -4.02537e-17+0.004358j -6.4704e-16+0.0184076j -6.44493e-17+0.00202527j 5.6054e-16+0.0196679j 5.0758e-16-0.005256j 5.80568e-16+0.00188183j -2.72932e-16-0.0044144j -3.43897e-17-0.00423644j -5.58747e-16+0.00999584j -9.41188e-15-0.0189975j -2.86198e-15+0.013259j 
1.35722e-15-0.00855942j -7.43771e-15+0.0190648j 1.00233e-15-0.00393885j -2.03889e-15+0.0104798j 1.78539e-15+0.000711916j -2.97527e-15+0.0166166j -2.27898e-15+0.00507108j 4.785e-16-0.00364963j 7.68227e-16-0.0121557j -4.32157e-15+0.0197626j 3.48096e-15-0.0125084j -3.13881e-16+0.000378593j 1.72399e-15-0.00313138j 1.11035e-15+0.000227354j -2.51973e-16+0.00648752j 1.68e-16-0.000782251j 2.23802e-16-0.00256267j -1.03234e-15+0.00868914j 1.03441e-13+0.000917655j -3.32978e-16+0.00234271j -5.56906e-16+0.000662409j 1.42978e-15-0.00494857j 1.29964e-14-0.00726894j 7.95423e-16+0.00817538j 2.37668e-16-0.00238859j -2.34626e-16+0.00518567j 2.54653e-15-0.00699658j -3.38931e-16+0.00523701j -8.18223e-15-0.0027783j -5.8075e-15+0.0150975j 6.75606e-16-0.00427935j -1.698e-18-0.0027267j -3.57927e-16+0.00190485j -7.60747e-16-0.00647537j -1.22647e-16-0.00646984j -4.95522e-16-0.00661065j -2.19175e-15+0.00689929j 4.24449e-15-0.011944j 6.38546e-15-0.0154964j -3.14819e-15-0.00472346j 6.77789e-15+0.0129642j 8.58475e-15+0.007857j -2.56602e-16+0.00231078j -1.79273e-15+0.00722502j -9.87236e-16-0.00378108j -2.88827e-16+0.00631321j 3.82574e-15-0.018618j -5.64586e-17-0.00114328j -4.06045e-17+0.00907918j 1.37497e-15-0.00585337j -1.12943e-15+0.013766j 1.15199e-15-0.007682j -1.52501e-15+0.00194704j 1.62225e-15-0.00813093j 3.70992e-15+0.0117327j 1.45507e-15-0.00188721j 
3.46245e-15-0.062268j 3.36085e-15-0.0437024j 1.25207e-15-0.016132j 6.9886e-16-0.018907j -3.03835e-15+0.0648437j -2.07802e-15+0.0177643j 1.44517e-16-0.0184913j 7.47528e-17+0.000261658j 2.88236e-15-0.0399888j 8.1231e-16-0.0591835j 6.11271e-16-0.00482603j 3.5382e-15-0.0306389j -1.05706e-16+0.0147965j -4.14454e-16+0.0127399j -1.88301e-15+0.00573867j -4.37966e-15+0.0136162j -1.79982e-16-0.00957062j -3.89038e-15+0.0112999j -1.5223e-12-0.0137141j 9.0265e-16+0.0211325j 2.64436e-15-0.0236341j 3.40588e-15+0.0224454j -3.11635e-14+0.020778j 3.2613e-15+0.0108735j 1.72134e-15+0.0111767j -1.80726e-15+0.0192181j 1.17442e-15-0.0120714j -2.40691e-16-0.00454557j -5.58724e-14-0.0202647j 5.92965e-15-0.0205055j 6.19739e-16+0.0108386j 1.23917e-15-0.0158294j 1.44461e-15-0.001229j -4.21519e-16+7.91378e-06j 1.37234e-16-0.0144294j -1.24664e-15+0.00673221j -9.85395e-16+0.011141j 2.6905e-15-0.0157275j 1.6594e-15+0.0043994j 2.98297e-15+0.00666693j -4.45141e-15-0.0202526j -6.69754e-15+0.00308912j 8.61463e-16-0.0110673j -1.50581e-15+0.0100557j 3.48489e-16-0.0232345j -6.53426e-16+0.0160633j 8.13113e-16+0.0119703j 1.61679e-15-0.0286686j 4.09504e-16+8.115e-06j -2.24244e-16+0.0206462j -1.10534e-15+0.0176393j -7.53332e-16+0.0085142j 2.03488e-15-0.0407295j 1.22581e-15-0.0106632j -1.7569e-14-0.0168717j -1.01984e-15-0.044438j 
-6.20245e-15+0.0393701j 8.72596e-15-0.0703892j -2.01577e-15+0.0250666j -2.85929e-16-0.0102498j 3.34361e-15-0.0027356j 3.61841e-15-0.0604117j 5.52192e-16-0.0234115j -8.81794e-16+0.00546758j -3.08834e-15+0.0358478j -1.46863e-15-0.0536387j -3.67947e-15+0.0492801j -2.96993e-15+0.0310754j -1.67849e-16+0.0142064j -6.22435e-16+0.00955884j 1.2229e-15-0.0105097j -1.80841e-15+0.0118235j 7.84017e-16+0.00817876j -2.8897e-15-0.0228644j -1.22111e-12-0.0109494j 2.69935e-15+0.00312919j 6.88111e-16-0.00436578j 3.20056e-15+0.0167687j -1.67336e-14+0.012027j 3.94457e-15+0.00651282j 1.93779e-15-0.00155932j 7.12625e-16-0.00679129j -1.46174e-15+0.00299915j 1.10011e-16-0.0052502j 1.84767e-14+0.00668025j -1.9531e-15+0.00540207j -4.1024e-17+0.00935188j -1.32409e-17-0.00176382j 3.00561e-15-0.0110987j -4.11731e-16-0.0168978j 2.7276e-16+0.0261428j -7.01119e-17-0.00137297j 3.57334e-15-0.017793j 2.4064e-16-0.0074065j -6.55673e-16+0.0118164j 7.46908e-15+0.0115127j 4.46574e-16-0.00132828j 6.04116e-17+0.00181078j -8.46507e-16+0.0111736j 1.65659e-15-0.0310089j -1.36346e-15-8.68373e-05j -5.70529e-17+0.00577234j -1.42273e-15+0.0434716j -1.44569e-15+0.00990882j -4.0571e-16+0.0107548j 1.22499e-16+0.029242j 1.14879e-15-0.0118626j 4.59393e-16+0.00334198j -6.47427e-16-0.0121235j -1.52132e-15+0.026691j -2.90238e-14-0.0499376j -8.91192e-15+0.010206j 
8.69162e-15-0.0413941j 8.28818e-16-0.022675j 4.61293e-15-0.012882j 2.21136e-15-0.00641844j -6.38218e-15+0.0426063j -4.33936e-15+0.00469573j 1.51848e-16-0.0147335j 1.89476e-15-0.00698826j 6.40531e-15-0.0245327j 3.32618e-16-0.0324064j 5.40855e-15-0.0135822j 5.43377e-15-0.020504j -1.04665e-15+0.00847855j 8.2563e-17+0.00880122j -2.08384e-15+0.00525422j -4.02557e-15+0.0132122j 2.40501e-15+0.000613988j -4.37209e-15+0.0055027j -1.23669e-12-0.0111384j 1.70474e-15+0.0165811j 1.09825e-15-0.00670745j 1.37107e-15+0.0097936j -3.00969e-15+0.00137345j 1.91612e-15+0.00781457j -1.26524e-15+0.00973975j -2.18038e-15+0.0152668j 2.57037e-15-0.00699887j -9.10413e-16+0.00435379j -3.50123e-14-0.0121251j 3.95806e-15-0.0116264j -1.03783e-15+0.00654978j 2.80833e-15-0.00298855j -2.38298e-15+0.00800044j -5.19121e-16+0.00561133j 2.3723e-15-0.00472252j -1.57582e-15+0.00150886j -4.70829e-15+0.0236722j -2.23647e-15-0.0110193j -8.16277e-16+0.015859j -5.67855e-15-0.0102879j -3.95744e-17+0.00213889j -1.73139e-15-0.00858264j 1.41061e-15-0.00856088j 3.9152e-16+0.00202808j 4.08685e-15-0.0112104j 7.06907e-16+0.0137044j 4.80163e-15-0.0180796j 1.23839e-15-0.0193532j 2.96003e-15+0.000912357j -7.66567e-16+0.0159668j -4.23707e-17+0.0141949j -6.48017e-16+0.0125287j -5.7063e-16-0.00684903j 3.41044e-15-0.00914221j -6.42586e-15+6.38255e-05j 4.10171e-15-0.0333641j 
-1.25351e-14+0.0183828j 2.22271e-15-0.0102089j -6.12054e-15+0.0145093j -2.69651e-15+0.00783499j 8.82677e-15-0.00691812j 6.1031e-15-0.0148872j -1.30857e-16-0.00606403j -2.34729e-15+0.0052314j -8.35675e-15+0.0133982j -1.61387e-15-0.00958752j -8.15642e-15+0.0183902j -6.91372e-15+0.00900834j 1.33424e-15-0.00258754j -2.68273e-16+0.00407281j 1.97211e-15-0.000401088j 1.63022e-16+0.0035408j 2.26929e-17+0.00613218j 9.89556e-16-0.00508645j -3.64103e-13-0.003261j 1.96329e-15+0.00668091j -9.68065e-16+0.000478044j 1.42494e-15+4.48992e-05j 1.01023e-14-0.00563134j -4.83576e-16+0.0074025j 3.53271e-15-0.00800061j 2.35653e-15+0.000669164j -7.47923e-15+0.00872119j 2.91799e-15-0.00133943j -2.83714e-14-0.0112836j -1.38224e-15-0.00162215j 2.03019e-15-0.00540831j -5.08167e-15+0.016972j 1.12232e-15-0.00142431j -5.22456e-16+0.00586839j -3.91065e-15+0.0118849j 2.77648e-15-0.00749093j 6.86512e-15-0.00684106j 1.65583e-15-0.00838036j 2.83188e-15+0.0022924j -3.79632e-15-0.00504608j 5.77063e-16+0.0115472j 2.24713e-15-0.00532334j -3.03545e-15+0.00192264j -7.76226e-16+0.00803407j -5.32471e-15+0.0163171j -1.04081e-15+0.0117947j -7.47423e-15+0.0142284j -2.2325e-15-0.00561369j -3.81997e-15+0.0161163j 5.02388e-16+0.0042407j 7.38828e-16+0.00873572j 2.36247e-15+0.000746066j 1.29605e-15-0.00836769j -4.58543e-15+0.0104563j 3.66828e-16-0.00582261j -8.05592e-15+0.00748784j 
-1.1396e-15-0.00190306j 1.5566e-15-0.00646344j -9.59203e-16-0.0107798j -2.99823e-16-0.00240751j 8.50961e-17-0.00531687j 8.96376e-16-0.0110439j 5.77171e-16-0.00546974j -6.97631e-16-0.00891885j -5.71873e-16+0.00218839j 1.08504e-15+0.000707944j -9.8089e-16-0.00581621j -7.31019e-16+0.00180171j 1.89763e-16+0.00238809j -9.47513e-17+0.00243753j 1.96487e-16-0.000106462j -5.35595e-17+0.000336207j 1.51573e-17+0.00226962j -6.46552e-16-0.0068138j -2.68267e-13-0.00240259j -3.29263e-16-0.00196598j -3.5485e-16-0.00222709j -2.50604e-16+0.00238908j 5.20925e-16-0.0014875j -1.24033e-15-0.00733265j -1.12143e-15+0.000162298j 7.07308e-16-0.00456404j 3.56553e-15-0.00911273j -1.78865e-15+0.00883408j 2.0102e-14+0.00785339j 1.30959e-15-0.00362364j 2.02949e-16-0.00851451j 1.5461e-16-0.00595336j 3.18953e-15-0.0257594j 2.69832e-15+0.00542627j 2.0128e-15+0.00811758j 6.81658e-16-0.000559066j 1.86422e-16+0.00589449j 1.12167e-15-0.00349842j 5.1834e-16-0.00705591j -5.88953e-15-0.00889822j -7.93505e-15-0.0173144j -6.57241e-15-0.00178977j 3.49325e-16+0.0228479j -1.77387e-16-0.00943936j -1.37878e-15-0.0232554j -6.84433e-16-0.00860399j -6.15205e-16+0.000141097j 3.35542e-16+0.00257148j -5.56571e-16+0.00268242j 2.7312e-16+0.0121624j -1.97836e-16-0.00662262j -4.43964e-16-0.0130949j 7.44313e-16+0.0149532j -8.93145e-16-0.00994346j -7.52729e-15-0.0108942j -2.15116e-15-0.00614096j 
-8.39674e-16+0.000583681j 2.40559e-15-0.0267808j 1.73222e-16+0.00902384j 7.31249e-18-0.00522544j 5.72577e-16+0.00720676j 1.47542e-16-0.0197608j 1.51128e-16-0.00969843j 1.54893e-16+0.0133588j -1.57768e-17-0.00278243j -1.13682e-15-0.0310748j -3.52375e-16+0.0158673j 1.23429e-16+0.00537072j -3.77122e-16+0.000495593j -1.22405e-17+0.00168699j -7.91411e-17+0.00146864j -6.51777e-16+0.0042494j 4.83896e-16+0.00139867j -1.236e-15+0.00432001j -6.31756e-13-0.00569054j 1.1595e-15+0.0104116j 2.17765e-16-0.0158601j 1.94308e-15+0.0146351j -1.82878e-14+0.0118516j -1.56149e-15-0.00921325j 9.60674e-16-0.000727923j 6.12161e-16-0.00394877j -8.37918e-16+0.0098361j 2.60333e-16+0.00576046j 2.92718e-15+0.000892907j -1.04959e-15+0.00362882j 5.2881e-16-0.00646655j 1.50932e-16+0.00882604j 1.02538e-15+0.0030432j -4.1819e-16+6.60047e-05j -1.71868e-15-0.0187055j -5.26287e-16+0.00412058j -7.38852e-17-0.0017416j 2.95958e-16+0.0084589j -4.0383e-16-0.00312936j -1.55134e-15-0.00219947j 1.36261e-15+0.00063593j 2.30672e-15+0.00444564j 2.70973e-16+0.019061j 7.88874e-17-0.0121079j -1.61024e-16-0.0106987j 2.1365e-16+0.0196504j 1.11951e-16+0.0090283j 5.00926e-17-0.00788434j 4.44034e-16+0.021923j -2.26405e-16-0.0211411j -1.45303e-16-0.00594068j 1.9936e-16-0.00745718j -1.63078e-16-0.0214925j 1.81621e-16-0.0031121j -3.85713e-15-0.0056773j -9.72973e-16-0.00350684j 
