-6.55781e-14-0.043496j -4.67804e-13-0.337882j -1.13853e-13-0.0836882j 1.90463e-14+0.0138274j -1.09636e-13-0.0783443j -2.20243e-13-0.150259j 2.05854e-13+0.138252j 1.31347e-13+0.0934535j -2.04166e-13-0.140513j 3.31122e-13+0.16766j -1.04503e-14-0.0102258j -1.07343e-13-0.0730987j -5.17037e-14-0.0274768j -1.16904e-13-0.0844489j 1.12284e-14+0.00881236j -7.81072e-14-0.0551827j 2.84448e-13-0.0815278j 9.24054e-14+0.0572761j 1.02356e-13+0.0710196j 9.23543e-14+0.0652591j -1.63568e-13-0.0901408j -1.61912e-14-0.0143362j 3.99308e-14+0.0207489j 1.88193e-13+0.112549j -2.28299e-14-0.0177461j 1.19401e-13+0.086395j 1.67525e-14+0.0125042j 8.4614e-14+0.0641515j -8.76783e-15+0.00731123j 9.01308e-14+0.0283137j -3.57895e-14+0.0760706j -1.02028e-14+0.00983269j -2.89779e-15-0.00228125j -6.72301e-14-0.0486086j 1.1126e-13+0.080731j 1.32287e-13+0.0967054j -1.57621e-13-0.113742j -7.46013e-14-0.0546393j 1.60017e-13+0.117692j -1.57153e-13-0.115569j 1.62255e-13+0.117856j 1.41962e-13+0.103413j 8.24289e-16+0.000487702j -4.22217e-14-0.0252043j 8.38562e-15+0.00475457j 1.40139e-14+0.0130789j 8.98643e-14+0.065228j -1.00256e-13-0.0720814j -1.26522e-14-0.00870016j 3.97227e-15+0.00345791j 3.53352e-13-0.00637969j -8.34418e-14-0.0608497j -3.35773e-14-0.0385831j -3.99542e-15-0.00226103j -5.09206e-14-0.0367964j 9.27507e-15+0.00540622j 4.97649e-14+0.0362666j 2.05548e-14+0.0159652j -4.72162e-14-0.0328988j 1.5129e-14+0.0128586j -9.27523e-14-0.0678751j 6.67331e-15+0.0047768j -9.04441e-14-0.0666143j -4.28378e-14-0.0312247j -8.41247e-14-0.0613199j -1.16728e-13-0.085136j 2.16804e-14+0.0157165j -9.08645e-14-0.066222j 1.73661e-13+0.126502j -2.08371e-14-0.0151979j 1.38189e-13+0.098215j -1.69393e-13-0.1196j 
-1.18128e-16+0.000646319j 9.86134e-17+0.00282411j -2.05247e-16+9.89986e-05j 2.94639e-16-0.00103367j 7.27432e-17+0.00439322j 7.95023e-17-0.00420145j -2.47354e-16-0.0115142j 1.00038e-17+0.00124979j -3.59448e-16-0.00437916j 2.60572e-16+4.32435e-05j -1.47065e-17-0.00104515j -1.47638e-17+0.00105642j -5.7696e-16-0.00166636j 1.66727e-16-0.0005707j -2.39304e-17+0.00233785j -6.74769e-17+0.00555046j -1.14236e-14+0.0023623j -6.9874e-16-0.00430292j -3.65946e-16+0.00104477j -2.56788e-17+0.00195787j 9.07306e-16+0.00238407j -2.28206e-16-0.00151615j -3.45487e-16+0.00147583j -1.12097e-15-0.00286093j -2.19128e-16-0.00381756j -2.00836e-16-0.00228525j -1.38682e-17+0.000984795j 8.07752e-17-0.000966814j -7.16735e-16-0.00101505j 1.96465e-15+0.000590425j 6.0357e-15-0.00239185j 1.15524e-15-0.00609854j 4.25801e-18-0.00457762j -2.20386e-16+0.00566424j 2.32626e-16-0.0174056j 1.88703e-17+0.00307055j -2.0606e-16+0.0177502j -2.63288e-16-0.00552941j 1.37222e-16-6.86182e-05j -7.65538e-17-0.00413246j 2.12861e-16-0.00657404j -2.61697e-16-0.00231486j 5.74898e-16+9.42267e-06j -1.70751e-15-0.00382583j 1.34445e-15+0.00910328j -1.22692e-15+0.00325058j -3.5937e-16+0.00992999j -2.81091e-16+0.0100201j -2.729e-17-0.00905375j -4.00018e-17-0.00318232j 3.57451e-13-0.00634847j 9.87071e-16+0.00481495j 3.24714e-15-0.00652776j -1.47316e-15+0.0064969j -1.25576e-16+0.00178421j 1.65845e-16-0.00674445j -2.11553e-16-0.00357754j -3.3722e-16-0.00455852j -3.48056e-16-0.00885335j -4.53772e-16+0.0039926j -6.29876e-17-0.00560473j 4.12759e-16+0.00103973j -3.44768e-16+0.00421917j 1.88965e-16-0.0139869j -5.75838e-17+0.00201989j -1.01855e-16+0.0116052j 4.27407e-16-0.0030288j 7.18672e-16-0.00646421j 3.78048e-16+0.00064978j -3.80033e-16+0.00758935j 2.09234e-16-0.00305419j 4.65793e-16-0.00827563j 
-3.27465e-16-0.00594801j -3.45223e-16-0.000828824j 7.86301e-18+0.0023397j 1.69207e-16-0.00184512j 1.10907e-16+0.0135529j -4.26789e-16-0.00630235j 7.12395e-17-0.000458508j 9.46449e-17-0.00893609j -4.60675e-17+0.00450823j -1.97989e-15-0.00318045j 7.76728e-16-0.00489746j 1.73086e-16-0.000651681j 6.49153e-16+0.00240247j 8.43075e-17-0.00121494j -6.65446e-17-0.00185066j -1.94087e-16+0.00334424j 2.26291e-14-0.00459526j 1.05027e-15+0.00354707j 2.40694e-16+0.00183272j -4.05893e-19+0.0026855j -7.19992e-16-0.000925644j 2.87242e-16+0.00634134j 3.07723e-17+0.00214014j 4.18679e-16+0.000806673j -5.35588e-17-3.43218e-06j 5.31722e-17-0.000686625j -9.52715e-17-0.00163836j 3.44733e-16-0.0041609j 1.34785e-15+0.00231981j -3.37108e-15-0.000876633j -6.29435e-15+0.0035691j -1.0025e-15-0.000212819j 2.05425e-16+0.00787959j -1.15458e-16+0.00388013j 3.7378e-16-0.00859082j -1.95436e-17+0.0173526j -3.42404e-16+0.00318906j 5.32842e-16+0.0196847j 2.28507e-16-0.00283154j 3.48448e-16+0.00497709j 2.92618e-16-0.00406975j 5.10672e-16+0.00104617j -1.58139e-16-0.000373747j 2.68879e-15+0.00486726j -2.54794e-15-0.0148537j 3.55728e-16+0.0027565j -8.20561e-16-0.00230603j -8.23481e-16+0.000392481j -1.08074e-15-0.0127702j -1.22736e-15-0.00491097j -6.14231e-13+0.0109176j -1.0546e-15-0.0035906j -1.15673e-16+0.00151685j -6.19416e-16+0.000699184j -6.60491e-17-0.00418054j 7.52225e-16-0.00332521j 1.00318e-16+0.014999j 2.94866e-16-0.00228373j -4.14296e-16+0.000296884j -4.54295e-16-0.000495725j 2.39215e-16-0.0154879j -9.66323e-17-0.0148366j -3.79892e-16+0.00196821j 1.81248e-16-0.000932878j 1.66313e-16+0.00167355j -5.25932e-16-0.00592123j -3.19616e-16-0.00572504j -2.52282e-16-0.00590469j -2.73653e-16-0.0266738j 8.02268e-17+0.0133052j 8.72218e-16+0.00884517j -6.63206e-16-0.0116992j 
1.52331e-16+0.00298092j 7.22409e-17-0.000799686j -1.38493e-16+0.00361407j -1.84185e-16+0.0014476j -1.32788e-16+0.000533573j -1.43935e-16+0.00414522j -3.23423e-16+0.0025009j 1.0601e-16-0.00315503j -7.60717e-16+0.00731863j 9.70972e-16+0.00326182j 1.70259e-16+0.00102566j 6.24861e-17-0.00171629j 4.70815e-16+0.000869865j 1.32786e-16-0.000129046j 4.07285e-16-0.00242409j 3.88962e-16-0.00234167j -1.49538e-14+0.0029412j -2.82593e-16+0.00232615j 4.04355e-16-0.0031391j -1.68836e-16+0.00341189j -5.88244e-16-0.00140236j 9.0808e-17+0.00301183j 2.89992e-16-0.00255853j 4.74094e-16+0.00148032j -2.05817e-16+0.00701445j -4.76509e-17+0.00218281j -2.44475e-17+0.000555843j 3.17921e-16-0.00364819j 8.2725e-16+0.00246439j -2.74249e-15-0.000455472j -6.95828e-15+0.00315012j -1.41975e-15+0.00374129j -7.79952e-19+0.000139769j -1.7595e-16+0.0041396j -4.2206e-17+0.000904279j 2.38297e-17+0.00326447j -5.77701e-16+0.0114337j -3.16048e-16+0.00421116j 2.7291e-16-0.0026532j 5.42494e-16-0.00669652j 8.84707e-16-0.00798856j -5.12034e-16+0.00628542j 3.29508e-16-0.00907652j 1.20185e-15+0.000404437j -1.32094e-16-0.00127441j 1.12994e-16-0.0027709j -3.99793e-16+0.00274764j -8.53162e-16+0.0133743j 3.08108e-16-0.00887142j -6.66044e-16-0.00170785j 4.7216e-13-0.00836846j -2.29278e-16-0.00296399j -2.28965e-15+0.00536608j -6.72066e-16+0.00415941j 2.85546e-16-0.00234033j 4.35287e-16-0.00697243j -2.43715e-17+0.00260138j 6.08238e-16-0.00627786j -2.11193e-16-0.00169292j -2.77349e-16+0.00157664j 8.52607e-16-0.00893021j 9.39874e-17-0.00461926j -2.50249e-16+0.00651487j -5.47676e-17+0.00150408j 1.18558e-16-0.00290691j 2.96239e-16-0.0034823j 2.3539e-16+0.000585864j -3.66968e-16+0.00313j 1.97796e-16-0.00541925j -2.36391e-16+0.0061611j -2.22126e-16-0.000764461j -4.52145e-17-0.0060363j 
1.7591e-15-0.00853789j -1.32664e-15+0.00555533j -8.18403e-16+0.0033067j -1.33397e-15+0.00557818j -2.65291e-15+0.0120876j -3.58627e-16+0.00264947j -4.52519e-16+0.000790208j 1.2494e-15-0.00438546j -3.11873e-15+0.0133384j -1.39534e-15-0.000138377j 1.43443e-15-0.00410806j -7.20448e-16+0.00578312j -4.43369e-16-0.00547066j 1.37056e-16-0.00122879j 8.06358e-16-0.00478211j 3.71862e-16-0.00299934j -2.21563e-14+0.00422336j -2.63739e-16+0.00492136j -6.89728e-16+0.00434087j -1.5808e-15+0.00660062j -1.47409e-16+0.000317554j -3.64408e-16+0.00124093j 3.3417e-16-0.00151819j -2.32443e-16-0.00237226j -4.68593e-16+0.00262551j 4.85445e-16-0.00263745j 6.5226e-16-0.00316739j 1.79041e-15-0.00567173j -4.46591e-15-0.000587464j 1.14177e-14+0.00619938j -8.63514e-15+0.0042075j -1.23385e-15-0.000100103j -1.21188e-15+0.00381731j -8.52577e-17+0.00024992j 2.53999e-15-0.0108296j -1.03208e-15+0.00314001j -7.93492e-16+0.00498163j -2.37484e-15+0.00806087j 2.74395e-15-0.0133783j 1.36776e-15-0.00937149j 5.10914e-15-0.0244353j 2.08246e-15-0.0105736j 2.28643e-15-0.00277064j -2.35941e-15-0.0148008j -1.24629e-16+0.00619992j -6.56997e-15+0.0157326j -1.65565e-15+0.00686259j -9.86001e-16+0.00624344j 9.70174e-16-0.00380702j -4.06233e-17+0.00566928j 6.54553e-13-0.0116009j -3.71242e-15+0.0238194j 1.10586e-14-0.0175438j -5.95229e-15+0.0134177j 9.64701e-16-0.0040869j 1.44009e-15-0.00480378j 1.34208e-16+0.000156375j 4.78667e-15-0.0266145j -7.80625e-16+0.00198832j -8.02998e-16+0.00473439j 4.86998e-15-0.0216481j 2.43593e-15-0.0112771j -7.82246e-16+0.00430784j -3.40815e-16+0.0018221j -1.06759e-15+0.00350074j 3.15812e-16+0.000567273j 8.01242e-17+0.000527648j -2.17118e-15+0.00986356j 4.71605e-15-0.019148j -1.41912e-15+0.0051283j -2.36449e-15+0.00984581j -1.057e-15+0.00545441j 
-5.26707e-16-0.00436758j -2.22737e-16-0.00441871j 6.0938e-17+0.00446102j 4.66236e-16+0.0109977j 2.20355e-16+0.00634276j 2.08273e-16+0.00628916j -2.75929e-16+0.00259536j -2.24189e-16-0.00241333j -2.68882e-16-0.000264908j 2.71602e-15+0.0045829j -5.54245e-16+0.00507683j -2.17097e-16-0.00044203j -8.30026e-16-0.00270501j -1.19976e-16-0.00388927j -6.99571e-17-3.09012e-05j -2.26293e-16+0.000423007j 1.98458e-14-0.00402909j -2.91116e-16-0.000299141j -3.99659e-17-0.00345996j 2.46993e-16+0.0042732j -3.30571e-16-0.00103785j -3.45386e-16-0.00602705j -1.24448e-16-0.00420324j 1.44348e-16+0.0008232j 3.56106e-16+0.00666947j 5.91615e-17+0.00176752j -4.86069e-17+0.00215558j -6.11606e-17-0.00207259j -2.5408e-15+0.0070166j 7.66074e-15+0.00627359j -7.9856e-15+0.00386989j -1.17437e-15+0.00372592j 4.68716e-16+0.00739133j -1.97014e-16-0.00324319j -5.04978e-17+0.000842489j -3.87788e-17-0.0134079j -1.55243e-16-0.00532844j 6.3294e-16+0.0114829j 1.95828e-16+0.00638838j -2.22912e-17-0.00445349j 8.31905e-17+0.0154269j 4.65311e-16+0.0109557j -3.60338e-16-0.00212753j -6.48625e-16-0.0024075j -2.50318e-16-0.00197498j 7.70192e-16-0.00414507j 2.53351e-17-0.00548949j 1.02385e-16+0.000622887j -5.85031e-16-0.00580098j -8.97628e-16-0.00214944j 1.24852e-13-0.00221028j -4.07924e-16-0.00779541j -2.18996e-15+0.00418165j 3.41968e-15-0.014744j -9.43212e-17-0.0035261j 4.95939e-17+0.0116099j -3.78095e-17+0.00105995j 7.6142e-16+0.0171394j 7.07664e-16+0.00627016j 2.349e-16-0.00192274j -3.88731e-16-0.00390382j 4.85422e-16+0.0219178j -2.26936e-16-0.0200084j -1.00884e-16-0.020172j 4.28346e-16+0.0111199j -6.4632e-16-0.0113984j -3.55818e-16-0.0213477j 2.52857e-16+0.00462773j -2.77751e-16+0.0097918j 1.60403e-16+0.00620734j 1.33163e-15+0.0243862j -5.83065e-16-0.00393143j 
6.71364e-16+0.0069903j 3.51164e-16+0.000463491j -2.4034e-18+0.000176044j -6.05829e-16-0.00716967j 2.97854e-16+0.000589512j 4.98317e-16+0.0021931j -5.2926e-16-0.00557265j 2.27493e-16+0.00758098j 1.73407e-16+0.00120673j -6.23236e-16-0.000556527j -2.11297e-16-0.000346466j 3.08265e-16+0.0037612j -1.27699e-15-0.00359511j -1.3021e-16-0.00300346j 1.5503e-16+0.00519542j -3.5379e-16-0.00105989j -1.24326e-14+0.00255306j -1.07501e-15-0.00467671j -2.94185e-16+0.00167129j 3.37349e-16+0.00193183j 7.55222e-16+0.00172696j -2.8339e-16-0.00299023j 2.06861e-16+0.00343158j -7.87718e-16-0.00187107j 1.83562e-16+0.000498643j 1.32319e-16+0.00181832j 3.42664e-16+0.00469406j -1.6523e-16+0.0018026j 1.6309e-15-0.00128072j -5.27464e-15-0.00295757j 1.42489e-15-0.000359875j 1.5754e-16-0.00234317j -4.21327e-16-0.00777336j 3.04423e-16+0.00206073j 2.73726e-17+0.00196609j -8.7499e-17-0.00423302j 4.71791e-16+0.00672963j -6.31677e-16-0.0117202j -8.38278e-16-0.00553551j 3.56639e-16+0.0055417j 2.89823e-16+0.00738016j -8.26251e-16-0.00366646j 8.28225e-16+0.00864498j -5.47577e-16+0.000149581j -1.79902e-16-0.00118663j -3.77638e-16+0.0059408j 1.9983e-17+0.00411067j -7.77953e-16-0.00509446j -1.48953e-16+0.00212525j 1.12498e-15+0.00220718j -3.23601e-13+0.00575433j 3.9862e-16-0.00433513j 3.28377e-15-0.00767544j -8.88496e-16+0.00397008j 6.79845e-16+0.0127541j -8.081e-16-0.00241682j -8.05642e-16-0.0121528j -9.91373e-17+0.000991249j -2.53485e-16-0.00395804j -4.40456e-16-0.00076273j -2.58709e-17+0.00506501j -1.31277e-15-0.0101937j 6.09542e-16+0.00483105j -7.09843e-16-0.00894497j -2.21769e-16-0.00267954j 1.41568e-15+0.0178751j -1.9295e-16-0.00374329j -9.289e-16-0.0123815j -6.78293e-17+0.00756704j 2.87298e-16+0.00224534j -1.23589e-15-0.0134851j -4.55515e-16-0.00732111j 
4.06601e-16+0.00422202j -1.81069e-17-0.000624855j -1.58133e-16+0.00375817j -3.50395e-17-0.000126086j -1.0068e-15-0.00517997j 1.69642e-15+0.0113554j -9.4248e-17+0.00433618j 3.64451e-16-0.00228985j 3.25826e-16+0.00638722j 2.0716e-15+0.00327631j -1.23488e-16+0.00460496j -6.32373e-16-0.00530539j -6.15165e-17+0.000396599j 3.44796e-16+0.000741279j 2.85743e-16-0.00111564j -6.1028e-16-0.0082652j -1.4992e-14+0.00304603j -9.74479e-16+0.000153397j 3.23724e-17-0.00570183j 4.35368e-16+0.00253975j 1.55901e-16+0.00125903j -3.50952e-16+0.00246831j -9.13432e-18+0.00132179j 1.18116e-16+0.000138718j 1.15999e-15+0.00931763j 7.99984e-16+0.00612067j 9.65704e-17+0.000916114j 1.58566e-16-0.00128943j 1.2674e-15+0.00158175j -3.69184e-15-0.00145681j -8.60187e-15+0.0047435j -1.44903e-15+0.00136405j -3.81917e-16+0.00280064j -7.59396e-16-0.00102187j 4.82599e-16+0.0061549j -7.46053e-16-0.0109468j 8.63901e-16+0.0037192j -1.20185e-15+0.00871822j -2.47211e-16-0.0110359j 4.11229e-16+0.00075116j 4.65562e-16+0.0115816j 4.7291e-16+0.00245671j 1.77844e-15+0.000746199j -1.31436e-15-0.00364139j -1.4037e-15-0.00709445j -2.12833e-15+0.0128961j 4.28593e-16-0.00264239j -2.69224e-17-0.00184702j -1.8466e-16-0.00889126j 3.28228e-16+0.0070601j 2.27792e-13-0.00404133j 7.7305e-16-0.00329366j 3.74794e-15-0.0095462j 6.38853e-16-0.00265817j 1.49764e-15+0.00625818j 8.36109e-16+0.00162642j -1.14928e-15-0.0126223j 3.29197e-16-0.000891967j 5.35672e-16+0.0121234j 9.92215e-16-0.00103459j 1.40808e-16-0.00745377j 4.77457e-16-0.0046857j -4.15094e-16-0.00130007j -4.89012e-16-0.019259j 4.7508e-16+0.00396706j 1.38229e-15+0.00384563j -3.35833e-16-0.0227634j 3.73102e-16-0.00830461j 1.75429e-15-0.00102833j -1.981e-16+0.00856678j 9.80999e-17+0.00471063j 6.85177e-17-0.00879024j 
3.12286e-17+0.00133418j 5.93461e-16+0.00280287j 2.99636e-16+0.0028284j -1.0824e-16-0.000453537j 1.24971e-15+0.00291481j -2.29216e-15-0.00389979j -4.66264e-16-7.75609e-05j -8.70081e-16-0.0052651j -3.38157e-16-0.00039204j -3.3598e-15-0.00417209j -2.42759e-16+0.00215705j 1.33281e-15+0.00316379j 1.06653e-15+0.00215451j -5.89034e-16-0.00199281j -5.08142e-16-0.00259508j 1.15597e-15+0.00161331j 4.5325e-15-0.00103121j 1.01141e-15+0.00263137j 7.46178e-16-0.000202601j -9.75374e-16-0.00196563j 3.0631e-15+0.00489737j 4.09641e-16+0.00321861j -3.70998e-16+0.000328845j 3.8253e-16+0.000567119j -1.65088e-15-0.00293655j -1.45146e-15-0.0037659j -7.81212e-17-0.000386555j -1.25264e-16-0.00211896j 3.7367e-15+0.000982505j -1.1129e-14-0.00473198j 1.08509e-15-0.00109475j 3.427e-16+0.000702401j 6.05783e-16+0.00389102j 1.62123e-15+0.00583143j -5.11502e-16+0.000410589j 1.17465e-15+0.000601551j -1.15862e-15-0.00335579j 2.07046e-15+0.0130039j -3.52515e-16-0.00522039j -3.83114e-16-0.00175836j 5.6701e-17+0.0035562j -1.8476e-15-0.00641041j -3.0261e-15-0.0116523j 3.04029e-15+0.00273691j 8.86589e-16+0.00229118j -4.97022e-16+0.00689061j -1.53161e-15-0.00882991j -2.09253e-15-0.00596776j -2.92119e-15-0.01103j 1.50759e-15+0.00787575j 2.00245e-13-0.00355077j 1.48193e-16-0.00156685j 7.8136e-16+0.000694856j 5.05748e-16-0.000652235j -2.13861e-15-0.00869452j -2.59979e-15-0.011451j 7.05905e-16+0.000282373j 7.45351e-16+0.00128838j 1.55495e-15+0.009953j -8.89847e-16-0.00491752j 1.75034e-16-0.0026456j -1.64978e-15-0.00843777j 1.81922e-15+0.00816318j 1.71286e-16-0.00647209j -1.03789e-15-0.0023661j -2.05184e-15-0.00674847j 2.94586e-16-0.00767623j -1.73111e-15-0.0104882j -3.71588e-15-0.0170677j 5.88481e-16+0.00565101j -6.29274e-16-0.00165428j -1.36827e-15-0.00782377j 
-4.51555e-16-0.00270459j -1.00749e-16+0.000230722j -1.52543e-16-0.00104923j 1.53114e-16+0.000435654j 1.79962e-16+0.00173305j -3.59406e-16-0.00337412j 1.0756e-16+0.000147331j 4.98727e-17-0.00196754j -6.51144e-17+0.00383475j -1.49644e-15-0.00218566j 2.8498e-16-0.00345774j 1.36222e-16+0.000628303j 1.08548e-16+0.000336652j 7.52472e-17+0.00272765j 8.75164e-18+0.00041836j 1.5889e-16+0.000663534j -3.84794e-15+0.000722888j 8.55931e-16+0.00373702j 1.84251e-16+0.00368279j 6.93378e-17+0.00219878j -6.84097e-16-0.000548406j 2.9185e-16+0.00495587j 1.29269e-16+0.00138699j -2.67987e-16-0.000794704j -2.77803e-16-0.00387161j 1.45963e-17-0.00251912j -1.18132e-16-0.000928942j 8.40069e-17-0.00198057j -1.37404e-16+0.0022043j 7.48702e-16+0.00100854j 3.14927e-15-0.00171939j 4.01097e-16-8.14089e-05j -4.08624e-17+0.00164525j -3.59566e-16-0.00500914j -2.21352e-16+0.00432801j 4.1553e-16+0.00152641j -2.09865e-16-0.00275146j -2.21265e-16+6.1288e-05j 5.05437e-16-0.000258284j 2.52533e-17-0.00031646j -4.15096e-16-0.00713312j 2.26681e-18+0.00429435j 6.46898e-16+0.00323087j -2.00814e-15-0.0049349j 8.49302e-17-0.00396711j 3.53444e-16-0.00267312j 1.90895e-16+0.000894747j 5.0906e-16-0.000338963j 1.14207e-15+0.00830621j -6.72985e-17-2.63487e-05j -1.52886e-13+0.00271004j 3.54402e-16+0.00313294j 6.95762e-16-0.00179788j -1.30075e-15+0.00454509j -2.96695e-16+0.000732407j 4.04425e-16+0.0041068j 5.29174e-16+0.00287936j -5.0286e-16-0.00229698j -6.62135e-16-0.00456624j -1.18395e-16+0.000265873j -3.96196e-17-0.00248459j 3.95046e-16-0.00498332j -5.59448e-17-0.00467221j 4.66408e-16+0.0106415j 8.40849e-17+0.00142171j 6.08738e-17-1.7983e-05j 4.51163e-16+0.00779545j 3.6104e-16+0.00724297j 5.68174e-17-0.00146003j -2.54415e-16-0.00289517j 1.37041e-16+0.00237645j 5.69841e-16+0.00616301j 
4.52172e-16+0.00359998j -4.33276e-17-0.0001246j 5.0068e-17-0.000864166j -2.53798e-16-0.00057248j -7.89671e-18-0.00376564j 1.20849e-16-0.00474037j -1.28961e-16-0.00769741j 8.74909e-17-0.00210828j -3.05805e-16-0.00228549j 6.85394e-16+0.000998595j 3.90978e-16-0.000695711j -9.72586e-17-0.00439657j 9.79964e-16+0.00247318j -1.08944e-16+0.00156023j 3.67606e-16+0.0035597j 2.84657e-16+0.00528701j -1.1606e-14+0.00237442j -9.38895e-16-0.00345449j -3.42959e-16-0.00152566j 7.80121e-17+0.00341877j 2.57252e-16+0.000780247j 2.86103e-16+0.00691243j 2.06932e-19+0.00340169j -2.16893e-16-0.00156076j -2.04708e-16-0.00394633j -3.1645e-17+0.00207254j 1.93049e-16+0.00173253j 1.97441e-16-0.00265555j 1.94251e-15+0.00409927j -5.24005e-15-0.00106453j 4.14676e-15-0.00193472j 6.47148e-16-0.00251424j -6.28524e-17+0.000169348j 1.33669e-17-0.00899165j 1.34971e-16+0.0125236j -1.54501e-16+0.0052401j 2.12258e-16+0.0027776j -1.37435e-16+0.000587988j 2.4231e-16+0.00440197j 1.70008e-16+0.00620915j 5.83131e-16+0.00742992j 4.12635e-16+0.00746525j -1.71086e-16+0.0013922j 8.84406e-16+0.000720961j -9.89068e-16-0.00902098j -5.71293e-16+0.00261437j -2.04499e-16-0.00261266j 5.7801e-17+0.00135699j -3.68288e-16+0.000299232j -3.55493e-16-0.00134366j -1.83469e-13+0.00325716j -7.13871e-16-0.00458332j 2.33563e-16+0.000691321j -4.14843e-16+0.000750707j 9.36347e-17+0.00405969j -3.57569e-16+0.00438098j -8.48564e-17-0.00608406j 7.39525e-16-0.000729573j 2.76633e-16+0.00282124j 1.05892e-16+0.00255769j 2.47542e-16-0.000651j 2.12992e-16-0.00851043j 6.47876e-17+0.00313776j -4.95235e-16+0.00503791j -1.26677e-16-3.9829e-05j 2.45292e-16+0.00407264j -2.72482e-16+0.00230707j -4.40665e-16-0.00738285j 4.14793e-16-0.00476393j 1.61578e-16+0.00029098j -3.99262e-16-0.00641802j -3.73801e-16-0.00198877j 
5.34851e-15-0.00537421j -2.92854e-15+0.00289135j 1.81811e-16-0.000250624j -1.87601e-15+0.0016296j -1.90829e-15+0.00200866j -2.24312e-15+0.0023098j -1.81397e-15+0.00166582j 3.07785e-15-0.00278638j -7.33502e-15+0.00687548j -1.0302e-15+0.000723728j 6.73472e-15-0.00584716j 1.66133e-15-0.00104521j -8.69855e-17-0.00030189j -4.58622e-15+0.00406514j 3.52653e-15-0.00368999j -5.23618e-16+0.000330787j -2.08687e-14+0.00354781j -8.53771e-16+0.00103781j -1.75866e-15+0.00184108j -1.69627e-15+0.00168493j 2.74655e-15-0.0041551j -2.53158e-15+0.00243019j 3.05538e-15-0.00270944j 8.87715e-16-0.00133471j -1.75519e-16+0.000317112j 1.34095e-15-0.00115822j 3.10758e-15-0.00307111j 1.13406e-15-0.00100051j -8.06275e-16-0.00128395j 3.07663e-15+0.00228938j -3.41003e-15+0.00111042j -1.89851e-15+0.00139095j -2.48703e-15+0.00223535j -8.2928e-16+0.0010792j 2.60896e-15-0.00285162j -1.85981e-15+0.00205092j 3.70237e-15-0.0037417j -4.91046e-15+0.00471379j 3.32293e-15-0.00335571j 5.11266e-16-0.000668374j 1.5259e-14-0.0149979j 1.07579e-15-0.00156103j 1.3177e-15-0.00150063j 1.20551e-15-0.00122975j 7.26718e-16-0.000188038j -9.06386e-16+0.00081454j 1.81062e-15-0.00166918j 1.17604e-15-0.00113256j -5.79295e-15+0.0055864j 3.27926e-15-0.00278498j -1.5917e-15+1.90215e-05j -7.56906e-15+0.00775099j -5.3973e-15+0.00341595j -7.02574e-15+0.00589872j 8.69581e-15-0.00869906j -4.40611e-16-0.000150967j -5.45053e-15+0.00521098j 4.16647e-15-0.00458972j 3.43912e-15-0.00361426j -1.03603e-15+0.000466288j 2.60445e-16-0.000186648j 3.51852e-16-0.000138875j 3.40507e-15-0.00293228j -1.30722e-14+0.0124644j -1.72029e-15+0.00130485j 1.20884e-14-0.0117695j -5.96781e-15+0.00597874j -1.30129e-14+0.01284j 5.38732e-15-0.00529474j 3.74973e-15-0.00368746j -8.17866e-15+0.00760352j -8.89241e-15+0.00881478j 
